,Concept_ID,kl,et
751,einmal::ADV,ilaanni,üks kord
752,einmal::ADV,ataatsimik,kord
753,einmal::ADV,ataatsimik,üks kord
754,manchmal::ADV,qaqutigu,mõnikord
755,manchmal::ADV,qaqutigut,mõnikord
756,oft::ADV,akulikitsumik,tihti
757,oft::ADV,akulikitsumik,sageli
758,immer::ADV,tamatigut,ikka
759,immer::ADV,tamatigut,alati
760,hier::ADV,maani,siin
761,hierhin::ADV,maani,siia
762,dorthin::ADV,ikuuna,sinna
763,geradeaus::ADV,narlumut,otse edasi
764,vorwärts::ADV,pilangavoc,edasi
765,rückwärts::ADV,kingumut,tagurpidi
766,rückwärts::ADV,tunumut or tunummut,tagurpidi
767,zurück::ADV,kingumut,tagasi
768,zurück::ADV,tunumut or tunummut,tagasi
769,unten::ADV,kana,all
770,unten::ADV,kana,allpool
771,hinab::ADV,qiviu,alla
772,überall::ADV,tamaginni,kõikjal
773,überall::ADV,tamani tamaani,kõikjal
774,kaum::ADV,qaqutigorsuaq,vaevalt
775,sehr::ADV,assut,väga
776,noch::ADV,qeratavoq,veel
777,schon::ADV,taava-una,juba
778,wieder::ADV,kingumut,jälle
779,vergebens::ADV,angiluk,asjata
780,dies::PRN,manna,see
781,dies::PRN,matuma,see
782,das::PRN,ua,see
783,ich::PRN,uanga,mina
784,du::PRN,illit,sina
785,er::PRN,una,tema
786,wir::PRN,uagut,me
787,ihr::PRN,ilissi,te
788,sie::PRN,uku,nad
789,was::FPRN,aat?,mis
790,wer::FPRN,kikkut,kes
791,wo::FADV,sumi,kus
792,wohin::FADV,sumut,kuhu
793,wie::FADV,qanoq,kuidas
794,warum::FADV,sooq,miks
795,wieviel::FNUM,qassit,mitu
796,wieviel::FNUM,qassit,kui palju
797,wieviel::FNUM,qanoq atsigisumik?,mitu
798,wieviel::FNUM,qanoq atsigisumik?,kui palju
799,eins::NUM,ataaseq,üks
800,zwei::NUM,marluk,kaks
801,drei::NUM,pingasut,kolm
802,vier::NUM,sisamat,neli
803,vier::NUM,qajuusat,neli
804,fünf::NUM,tallimat,viis
805,sechs::NUM,arfineq,kuus
806,sechs::NUM,arfinillit,kuus
807,sieben::NUM,arfineq-marluk,seitse
808,acht::NUM,arfineq pingasut,kaheksa
809,neun::NUM,qulingiluat,üheksa
810,neun::NUM,arfineq sisamat,üheksa
811,zehn::NUM,qulit,kümme
812,elf::NUM,aqqaneq,üksteist
813,zwölf::NUM,aqqaneq-marluk,kaksteist
814,zwanzig::NUM,tyve,kakskümmend
815,dreißig::NUM,tredive,kolmkümmend
816,dreißig::NUM,pingasunik qulillit,kolmkümmend
817,vierzig::NUM,fyrre,nelikümmend
818,fünfzig::NUM,halvtreds,viiskümmend
819,fünfzig::NUM,tallimanik qulillit,viiskümmend
820,sechzig::NUM,tres,kuuskümmend
821,siebzig::NUM,halvfjerds,seitsekümmend
822,achtzig::NUM,firs,kaheksakümmend
823,neunzig::NUM,halvfems,üheksakümmend
824,hundert::NUM,et hundrede,sada
825,tausend::NUM,et tusinde,tuhat
826,und::CNJ,aamma,ja
827,oder::CNJ,imalluunnit,või
828,stehen::V,sikingavoq,seisma
829,sitzen::V,ingippoq,istuma
830,liegen::V,nalavoq,lamama
831,liegen::V,aqupivoq,lamama
832,hängen::V,nivinngarpaa,rippuma
833,werden::V,pinngorpoq,saama
834,werden::V,pinngorpoq,hakkama
835,passieren::V,pivoq,juhtuma
836,beginnen::V,aallarnerpaa,algama
837,beginnen::V,aallarnerpaa,hakkama
838,enden::V,naggaserpaa,lõppema
839,wechseln::V,immikkut ilivoq,vahelduma
840,untergehen[Sonne]::V,ilioqqaasoq,loojuma
841,scheinen[Sonne]::V,qinnorpoq,paistma
842,scheinen[Sonne]::V,qinngorpoq,paistma
843,donnern::V,kalleq,kõmisema
844,wehen::V,timmivoq,puhuma
845,sich drehen::V,ipippaa,pöörduma
846,schwanken::V,aalavoq,kõikuma
847,schwingen::V,issakajaat or issakatsiaarut,võnkuma
848,fallen::V,quasivaa,langema
849,brennen::V,seerpoq,põlema
850,brennen::V,uuppaa,põlema
851,rauchen::V,pujoorpoq,suitsema
852,regnen::V,siallerpoq,sadama
853,gefrieren::V,qiulerpoq,kinni külmuma
854,tauen::V,aappoq,sulama
855,schmelzen::V,aappoq,sulama
856,schmelzen::V,aatsippaa,sulama
857,trocknen::V,panerserpaa,kuivama
858,sieden::V,qalappoq,keema
859,reißen::V,qulli,rebenema
860,reißen::V,alittorpaa,rebenema
861,reißen::V,kimillanneq,rebenema
862,versinken::V,kivivaa,uppuma
863,versinken::V,apparpoq,uppuma
864,vergehen::V,qaangerpaa,mööduma
865,vergehen::V,sarsuppoq,mööduma
866,erscheinen::V,takutippoq,ilmuma
867,sinken::V,kivivaa,vajuma
868,sinken::V,kivivaa,langema
869,sinken::V,apparpoq,vajuma
870,sinken::V,apparpoq,langema
871,abnehmen::V,ikillipput,vähenema
872,abnehmen::V,ikillipput,kahenema
873,zunehmen::V,allisippaa,kasvama
874,steigen::V,allisippaa,tõusma
875,steigen::V,allisippaa,üles minema
876,wachsen::V,allivoq,kasvama
877,glänzen::V,qinngorpoq,läikimä
878,glänzen::V,qinnorpoq,läikimä
879,funkeln::V,uisorilavoq,sädelema
880,läuten::V,avilualaarpoq,helisema
881,klingeln::V,aviluarpoq,helisema
882,klingeln::V,aviluarpaluppoq,helisema
883,brausen::V,ittuk,kohisema
884,brausen::V,ittuppoq,kohisema
885,brausen::V,ittuppaluppoq,kohisema
886,bellen::V,qiluppoq,haukuma
887,heulen::V,maarpoq,uluma
888,heulen::V,maalavoq,uluma
889,heulen::V,miaggoorpoq,uluma
890,blasen::V,aporneq,puhuma
891,pfeifen::V,siggartartitsivoq,vilistama
892,pfeifen::V,siorsulavoq,vilistama
893,schreien::V,suaarpoq,karjuma
894,stöhnen::V,nipiliorpoq,oigama
895,stöhnen::V,nipilliorpoq,oigama
896,zittern::V,qarsulivik,värisema
897,leben::V,inuuvoq,elama
898,leben::V,inuuvoq,elus olema
899,geboren werden::V,inuuvoq,sündima
900,geboren werden::V,inunngorpoq,sündima
901,atmen::V,anersaarpoq,hingama
902,trinken::V,imerpoq,jooma
903,essen::V,tamorpoq,sööma
904,schlucken::V,tuluarnaq,neelama
905,einschlafen::V,sinippoq,uinuma
906,schlafen::V,sinik,magama
907,aufwachen::V,iterpoq,ärkama
908,aufwachen::V,eqqumavoq,ärkama
909,aufstehen::V,makippoq,ärkama
910,aufstehen::V,makippoq,üles tõusma
911,sich erholen::V,qasuerserpoq,puhkama
912,schmerzen::V,anneraa,valutama
913,schmerzen::V,annernarpoq,valutama
914,husten::V,quersorpoq,köhima
915,genesen::V,ajunngissivoq,toibuma
916,genesen::V,ilisimmarpoq,toibuma
917,genesen::V,ilorrippoq,toibuma
918,sterben::V,toquvoq,surema
919,sich bewegen::V,ingerlavoq,liikuma
920,sich setzen::V,ingippoq,istet võtma
921,laufen::V,arpappoq,kõndima
922,schreiten::V,ingerlavoq,astuma
923,spazierengehen::V,utertakajaarpoq,jalutama
924,spazierengehen::V,utertakattajaarpoq,jalutama
925,eilen::V,qaa qaa,ruttama
926,eilen::V,qaa qaa,kiirustama
927,eilen::V,qiilasaarpoq,ruttama
928,eilen::V,qiilasaarpoq,kiirustama
929,eilen::V,ingerlasaarpaa,ruttama
930,eilen::V,ingerlasaarpaa,kiirustama
931,sich beeilen::V,tuaviorpoq,ruttama
932,sich beeilen::V,tuaviorpoq,kiirustama
933,sausen::V,uiguut,kihutama
934,sausen::V,uiguut,tormama
935,rennen::V,igivoq,jooksma
936,rennen::V,igivoq,kihutama
937,springen::V,upernassaq,hüppama
938,klettern::V,pilaakkeerpoq,ronima
939,schaukeln::V,aalavoq,kiikuma
940,schwimmen::V,naluppoq,ujuma
941,tauchen::V,allorpoq,sukelduma
942,rudern::V,ipuppaa,sõudma
943,fahren::V,qimusserpoq,sõitma
944,fliegen::V,timmivoq,lendama
945,weggehen::V,piiarpoq,ära minema
946,weggehen::V,piiarpoq,välja minema
947,anhalten::V,unitsippaa,peatuma
948,hineingehen::V,timaappaa,sisenema
949,hineingehen::V,timaappaa,sisse minema
950,eintreten::V,allattorpaa,sisenema
951,eintreten::V,allattorpaa,sisse astuma
952,kommen::V,qaa-,tulema
953,kommen::V,pivaa,tulema
954,ankommen::V,tikippoq,saabuma
955,zurückkommen::V,angerlarpoq,tagasi tulema
956,bleiben::V,uninngavoq,jääma
957,warten::V,paavoq,ootama
958,warten::V,utaqqivoq,ootama
959,suchen::V,nivivaa,otsima
960,finden::V,nanivaa,leidma
961,versuchen::V,uuppaa,püüdma
962,versuchen::V,uuppaa,üritama
963,versuchen::V,uuppaa,katsetama
964,versuchen::V,ussersarpaa,püüdma
965,versuchen::V,ussersarpaa,üritama
966,versuchen::V,ussersarpaa,katsetama
967,vorbereiten::V,piareersarpaa,valmistama
968,lieben::V,asavaa,armastama
969,mögen::V,akaaraa,sallima
970,mögen::V,akaaraa,meeldima
971,rühren::V,qeerlerpaa,liigutama
972,rühren::V,qeerlerpaa,heldima panema
973,weinen::V,qiavoq,nutma
974,schimpfen::V,qatimaarpoq,sõimama
975,sich ärgern::V,ugguutigaa,ärrituma
976,sich ärgern::V,ugguutigaa,vihastuma
977,sich fürchten::V,eqqanaarpoq,kartma
978,sich fürchten::V,eqqanaarpoq,hirmu tundma
979,fürchten::V,ersigaa,kartma
980,fliehen::V,qimaavoq,põgenema
981,flüchten::V,allikarfigaa,põgenema
982,sehen::V,isigaa,nägema
983,ansehen::V,alaatsinaappaa,vaatama
984,hören::V,tusarpaa,kuulma
985,zuhören::V,naalappoq,kuulama
986,riechen::V,tipippoq,nuusutama
987,fühlen::V,misigaa,tundma
988,scheinen::V,takutippoq,näida
989,scheinen::V,takutippoq,ilmuda
990,frieren::V,qiiavoq,külmetada
991,tun::V,iliorpoq,tegema
992,wollen::V,piumavaa,tahtma
993,anfangen::V,pilerpoq,hakkama
994,anfangen::V,pilerpoq,alustama
995,beenden::V,naggaserpaa,lõpetama
996,aufhören::V,naammatsippaa,lakkama
997,öffnen::V,ammarpaa,avama
998,schließen::V,matuaa,sulgema
999,stellen::V,ilivaa,panema
1000,stellen::V,ilivaa,asetama
1001,stellen::V,iliorarpai,panema
1002,stellen::V,iliorarpai,asetama
1003,stellen::V,ilioqqarpai,panema
1004,stellen::V,ilioqqarpai,asetama
1005,setzen::V,iliorarpai,panema
1006,setzen::V,ilioqqarpai,panema
1007,legen::V,ilivaa,panema
1008,legen::V,ilivaa,asetama
1009,berühren::V,attorpaa,riivama
1010,berühren::V,attorpaa,puudutama
1011,verbinden::V,taperserpaa,ühendama
1012,bedecken::V,iikkerpaa,katma
1013,bedecken::V,iikkersorpaa,katma
1014,aufhängen::V,inivaa,riputama
1015,aufhängen::V,iniorarpai,riputama
1016,anzünden::V,saggaavoq,süütama
1017,aufheben::V,allisippaa,üles tõstma
1018,zurücklassen::V,aallarpoq,jätma
1019,verlieren::V,annaavaa,kaotama
1020,fallen lassen::V,nakkaavaa,maha pillama
1021,fallen lassen::V,nakkaavaa,kukkuda laskma
1022,machen::V,iliorpoq,tegema
1023,herstellen::V,anillatsippaa,valmistama
1024,bauen::V,marrarterpaa,ehitama
1025,reparieren::V,iluarsaappaa,parandama
1026,verbessern::V,naqqippaa,parandama
1027,graben::V,assappaa,kaevama
1028,beugen::V,qappappoq,painutama
1029,biegen::V,qappappoq,painutama
1030,wenden::V,assappaa,ümber pöörama
1031,wenden::V,assakarpoq,ümber pöörama
1032,umdrehen::V,assakartippaa,ümber keerama
1033,heben::V,kivippaa,tõstma
1034,hochheben::V,kissumiarpaa,üles tõstma
1035,hochheben::V,kissumiarpaa,kõrgele tõstma
1036,ergreifen::V,isaappaa,haarama
1037,ergreifen::V,isaguppaa,haarama
1038,halten::V,minarpaa,hoidma
1039,drücken::V,naqittaat,pigistama
1040,kratzen::V,qitsuppaa,kraapima
1041,lecken::V,aluppaa,lakkuma
1042,beißen::V,kiivaa,purema
1043,beißen::V,kiivaa,hammustama
1044,abreißen::V,aqqarpaa,rebima
1045,abreißen::V,aqqarpaa,ära rebima
1046,abreißen::V,isaterpaa,rebima
1047,abreißen::V,isaterpaa,ära rebima
1048,abschneiden::V,kipivaa,ära lõikama
1049,binden::V,kakkersarpaa,siduma
1050,stecken::V,kussunneq,pistma
1051,brechen::V,nallorpaa,murdma
1052,klopfen::V,pattappaa,koputama
1053,hauen::V,aqivaa,lööma
1054,kleben::V,qaappoq,kleepima
1055,reiben::V,tagiarpaa,hõõruma
1056,reiben::V,tangiarpaa,hõõruma
1057,streichen::V,erlerpoq,silitama
1058,schleifen::V,sequppaa,lihvima
1059,schleifen::V,sequppaa,teritama
1060,schneiden::V,uullivoq,lõikama
1061,schütteln::V,aalavoq,raputama
1062,schütteln::V,aalavoq,loksutama
1063,schwenken::V,issarpoq,vehkima
1064,schwenken::V,issarpoq,lehvitama
1065,füllen::V,immerpaa,täitma
1066,einwickeln::V,immoqquserpaa,sisse mähkima
1067,tragen::V,maqippaa,kandma
1068,tragen::V,assartorpoq,kandma
1069,schleppen::V,assartorpoq,tassima
1070,schleppen::V,assartorpoq,lohistama
1071,ziehen::V,kalippaa,vedama
1072,ziehen::V,kalippaa,tõmbama
1073,ziehen::V,kalissarpoq,vedama
1074,ziehen::V,kalissarpoq,tõmbama
1075,aufbewahren::V,toqqorpaa,säilitama
1076,aufbewahren::V,toqqorpaa,alal hoidma
1077,werfen::V,kuivaa,viskama
1078,fangen::V,anguaa,püüdma
1079,verstecken::V,anngigaa,peitma
1080,teilen::V,agguut,jagama
1081,teilen::V,agguut,jaotama
1082,teilen::V,agguusersorpaa,jagama
1083,teilen::V,agguusersorpaa,jaotama
1084,schicken::V,nassiuppaa,saatma
1085,bringen::V,aggiuppaa,viima
1086,bringen::V,nassataraa,viima
1087,bekommen::V,tiguaa,saama
1088,erhalten::V,tiguaa,saama
1089,nehmen::V,pivoq,võtma
1090,nehmen::V,tiguaa,võtma
1091,bewahren::V,sukkunik simerserpaa,hoidma
1092,verderben::V,asiutippaa,rikkuma
1093,verderben::V,piuneerunnerit,rikkuma
1094,zerbrechen::V,ukuvoq,katki tegema
1095,zerreißen::V,tisavaa,katki rebima
1096,zerreißen::V,alittorpaa,katki rebima
1097,zerstören::V,aserorpaa,purustama
1098,verbrennen::V,seerpoq,põletama
1099,geben::V,pivoq,andma
1100,versprechen::V,neriorsorpaa,lubama
1101,versprechen::V,neriorsorpaa,tõotama
1102,wünschen::V,kissaat,soovima
1103,loben::V,nersorpaa,kiitma
1104,loben::V,nersornaat,kiitma
1105,küssen::V,kunippaa,suudlema
1106,küssen::V,kunissorpaa,suudlema
1107,zudecken::V,majorpaa,kaanetama
1108,zudecken::V,majorpaa,kinni katma
1109,wecken::V,itersarpaa,äratama
1110,zeigen::V,tikkuuppaa,näitama
1111,führen::V,tasissiuppaa,juhatama
1112,führen::V,ilitsersorpaa,juhatama
1113,führen::V,tasissersuuppaa,juhatama
1114,lehren::V,ilinniartippaa,õpetama
1115,unterrichten::V,ajoqerpaa,õpetama
1116,unterrichten::V,ajoqersorpaa,õpetama
1117,unterrichten::V,ilinniartitsivoq,õpetama
1118,aufziehen::V,inororsarpaa,üles kasvatama
1119,leiten::V,iluatsippaa,juhtima
1120,antreiben::V,ikusimmippaa,ergutama
1121,einladen::V,qaaqquaa,kutsuma
1122,einladen::V,qaasarpaa,kutsuma
1123,vereinigen::V,taperserpaa,ühendama
1124,besuchen::V,tikeraarpaa,külastama
1125,treffen::V,aporappaa,kohtama
1126,sich versammeln::V,majorpoq,kogunema
1127,spielen::V,pinnguarpoq,mängima
1128,singen::V,erinarsorpoq,laulma
1129,tanzen::V,qitippoq,tantsima
1130,sich trennen::V,immikkoortippaa,lahku minema
1131,retten::V,annaappaa,päästma
1132,schützen::V,eriagaa,kaitsma
1133,schützen::V,pineqartaalivaa,kaitsma
1134,schießen::V,aallaavaa,tulistama
1135,schießen::V,piseriuppaa,tulistama
1136,ärgern::V,ninngassarpaa,ärritama
1137,ärgern::V,ninngassarpaa,vihastama
1138,ärgern::V,ninngassaarpaa,ärritama
1139,ärgern::V,ninngassaarpaa,vihastama
1140,schlagen::V,unatarpaa,lööma
1141,treten::V,tukerpoq,sõtkuma
1142,stechen::V,iguppaa,pistma
1143,stechen::V,iguppaa,torkama
1144,stechen::V,qasilippoq,pistma
1145,stechen::V,qasilippoq,torkama
1146,stoßen::V,ikuserpaa,tõukama
1147,stoßen::V,ikusimmippaa,tõukama
1148,stehlen::V,tillippaa,varastama
1149,stören::V,akornuserpaa,segama
1150,stören::V,akornuserpaa,häirima
1151,verbergen::V,anngigaa,peitma
1152,verbergen::V,anngigaa,varjama
1153,betrügen::V,peqquserluttuliorfigaa,petma
1154,betrügen::V,peqquserluttuliorfigaa,tüssama
1155,betrügen::V,peqquserluttuliorfigaa,truudust murtma
1156,töten::V,maappaa,tapma
1157,töten::V,maappaa,surmama
1158,töten::V,toquppaa,tapma
1159,töten::V,toquppaa,surmama
1160,wohnen::V,najugaqarpoq,elama
1161,arbeiten::V,sulivoq,töötama
1162,sammeln::V,katersorpai,koguma
1163,sammeln::V,katersorpai,korjama
1164,jagen::V,piniarpoq,jahtima
1165,fischen::V,aalisarpoq,kalastama
1166,fischen::V,aalisarpoq,kala püüdma
1167,anbinden::V,qilerut,kinni siduma
1168,anbinden::V,qilersorpaa,kinni siduma
1169,anbinden::V,ungerlatserpaa,kinni siduma
1170,füttern::V,nerlerpaa,söötma
1171,gießen::V,imerterpaa,kastma
1172,kochen::V,igavoq,keetma
1173,braten::V,siappaa,praadima
1174,umrühren::V,qeerlerpaa,segama
1175,färben::V,misuppaa,värvima
1176,reinigen::V,sanniarpaa,puhastama
1177,waschen::V,asappaa,pesema
1178,abwischen::V,saligarpaa,puhtaks pühkima
1179,abwischen::V,saligartorpaa,puhtaks pühkima
1180,fegen::V,sanngiarpaa,pühkima
1181,baden::V,uffarpoq,suplema
1182,baden::V,uffarpoq,kümblema
1183,sich waschen::V,uffarpoq,end pesema
1184,ausziehen::V,annoraajarpaa,käest võtma
1185,ausziehen::V,annoraajarpaa,jalast võtma
1186,ausziehen::V,annoraajarpaa,seljast võtma
1187,anziehen::V,ativaa,jalga panema
1188,anziehen::V,atitippaa,jalga panema
1189,sich anziehen::V,atisalersorpoq,riietuma
1190,sagen::V,oqarpoq,ütlema
1191,sprechen::V,oqaluttarpoq,rääkima
1192,sprechen::V,oqaluttarpoq,kõnelema
1193,reden::V,oqaluppoq,kõnelema
1194,fragen::V,aperaa,küsima
1195,bitten::V,aperaa,paluma
1196,bitten::V,qinnuigaa,paluma
1197,erzählen::V,oqaluttuaraa,jutustama
1198,mitteilen::V,oqalualaarpoq,teatama
1199,mitteilen::V,oqalualaarpoq,teada andma
1200,rufen::V,qaaqquaa,kutsuma
1201,prahlen::V,oqqartuvoq,hooplema
1202,prahlen::V,oqallortuvoq,hooplema
1203,übersetzen::V,ikaarpoq,tõlkima
1204,übersetzen::V,nutserpaa,tõlkima
1205,denken::V,isumaqarpoq,mõtlema
1206,glauben::V,upperaa,uskuma
1207,glauben::V,isumaqarpoq,uskuma
1208,erkennen::V,ilisaraa,ära tundma
1209,verstehen::V,paasivaa,mõistma
1210,lernen::V,ilinniarpoq,õppima
1211,wissen::V,nalunngilaa,teadma
1212,sich erinnern an::V,eqqaavaa,mäletama
1213,vergessen::V,puiorpaa,unustama
1214,messen::V,ussersarpaa,mõõtma
1215,zählen::V,kisitsivoq,loendama
1216,rechnen::V,kisitsivoq,arvutama
1217,lesen::V,atuarpoq,lugema
1218,malen::V,qalipappaa,maalima
1219,schreiben::V,allappoq,kirjutama
1220,kaufen::V,pisiaraa,ostma
1221,verkaufen::V,akigaa,müüma
1222,bezahlen::V,akilerpaa,tasuma
1223,beherrschen::V,inappaa,valitsema
1224,ertragen::V,ernertaaraa,taluma
1225,Nase::N,,nina
1226,Schnurrbart::N,,vurrud
1227,Schnurrbart::N,,vuntsid
1228,Fuß::N,,jalg
1229,Schlaf::N,,uni
1230,Strömung::N,,voolus
1231,Strömung::N,,jõevool
1232,Moor::N,,raba
1233,Wald::N,,mets
1234,Anhöhe::N,,küngas
1235,Gipfel::N,,mäetipp
1236,Quelle::N,,allikas
1237,Festland::N,,mander
1238,Festland::N,,maismaa
1239,Kiefer[Baum]::N,,mänd
1240,Pferd::N,,hobune
1241,Elch::N,,põder
1242,Schwarm::N,,parv
1243,Ente::N,,part
1244,Barsch::N,,ahven
1245,Hecht::N,,haug
1246,Wurm::N,,uss
1247,Wurm::N,,vagel
1248,Heu::N,,hein
1249,Kummer::N,,mure
1250,Kummer::N,,kurbus
1251,Gespräch::N,,kõne
1252,Gespräch::N,,vestlus
1253,Spiel::N,,mäng
1254,Gesellschaft::N,,selts
1255,Angelegenheit::N,,asi
1256,Anzahl::N,,arv
1257,Anzahl::N,,hulk
1258,Strich::N,,joon
1259,Gegenstand::N,,ese
1260,Höhe::N,,kõrgus
1261,Lagerfeuer::N,,lõke
1262,Gang::N,,käik
1263,Heim::N,,kodu
1264,Beutel::N,,paun
1265,Eimer::N,,pang
1266,Eimer::N,,ämber
1267,Sack::N,,kott
1268,Brei::N,,puder
1269,Leder::N,,nahk
1270,Gott::N,,jumal
1271,Reichtum::N,,rikkus
1272,Staat::N,,riik
1273,Gewalt::N,,väevõim
1274,Bogen[Waffe]::N,,vibu
1275,Lüge::N,,vale
1276,Schaden::N,,kahju
1277,April::N,,aprill
1278,frisch::A,,värske
1279,lecker::A,,hõrk
1280,lecker::A,,maitsev
1281,sauer::A,,hapu
1282,bunt::A,,kirju
1283,bunt::A,,värviline
1284,teuer::A,,kallis
1285,geschickt::A,,osav
1286,nackt::A,,alasti
1287,ehemalig::A,,endine
1288,bekannt::A,,teada
1289,bekannt::A,,tuttav
1290,anderer::A,,muu
1291,anderer::A,,teine
1292,zuerst::ADV,,enne
1293,zuerst::ADV,,esmalt
1294,niemals::ADV,,mitte kunagi
1295,von hier::ADV,,siit
1296,dort::ADV,,seal
1297,oben::ADV,,ülal
1298,hinauf::ADV,,üles
1299,nicht::ADV,,ei
1300,nicht::ADV,,mitte
1301,ein wenig::ADV,,veidi
1302,ein wenig::ADV,,natuke
1303,so::ADV,,nii
1304,nur::ADV,,ainult
1305,vor::PRP,,ees
1306,hinter::PRP,,taha
1307,unter::PRP,,all
1308,durch::PRP,,läbi
1309,durch::PRP,,kaudu
1310,neben::PRP,,kõrval
1311,zwischen::PRP,,vahel
1312,wegen::PRP,,tõttu
1313,wegen::PRP,,pärast
1314,alles::PRN,,kõik
1315,aufgehen[Sonne]::V,,tõusma
1316,strömen::V,,voolama
1317,fließen::V,,voolama
1318,faulen::V,,mädanema
1319,verfaulen::V,,mädanema
1320,verschwinden::V,,kaduma
1321,lärmen::V,,lärmama
1322,klirren::V,,kõlisema
1323,rauschen::V,,kohisema
1324,klingen::V,,kõlama
1325,müde werden::V,,väsima
1326,krank werden::V,,haigestuma
1327,krank werden::V,,haigeks jääma
1328,krank sein::V,,haige olema
1329,umkommen::V,,surma saama
1330,sich rühren::V,,liikuma
1331,sich erheben::V,,kerkima
1332,hinfallen::V,,kukkuma
1333,hinfallen::V,,maha kukkuma
1334,kriechen::V,,roomama
1335,gehen::V,,käima
1336,gehen::V,,minema
1337,abfahren::V,,väljuma
1338,abfahren::V,,ära sõitma
1339,erwarten::V,,ootama
1340,erwarten::V,,lootma
1341,lachen::V,,naerma
1342,anschauen::V,,vaatama
1343,probieren::V,,proovima
1344,zu sehen sein::V,,ilmuma
1345,vernehmen::V,,üle kuulama
1346,können::V,,võima
1347,können::V,,oskama
1348,gelingen::V,,õnnestuma
1349,geraten::V,,jõudma
1350,ändern::V,,muutma
1351,ändern::V,,ümber tegema
1352,drehen::V,,keerama
1353,schieben::V,,lükkama
1354,rütteln::V,,raputama
1355,schütten::V,,kallama
1356,packen::V,,kinni haarama
1357,packen::V,,kinni võtma
1358,hinzufügen::V,,lisama
1359,wählen::V,,valima
1360,auswählen::V,,valima
1361,behindern::V,,takistama
1362,beschädigen::V,,rikkuma
1363,reichen::V,,andma
1364,reichen::V,,ulatama
1365,schenken::V,,kinkima
1366,wiegen::V,,hällitama
1367,lassen::V,,laskma
1368,verlassen::V,,maha jätma
1369,bewachen::V,,valvama
1370,verteidigen::V,,kaitsma
1371,sich schlagen::V,,kaklema
1372,siegen::V,,võitma
1373,belästigen::V,,ahistama
1374,täuschen::V,,petma
1375,täuschen::V,,tüssama
1376,pflücken::V,,noppima
1377,fassen::V,,püüdma
1378,hüten::V,,karjatama
1379,treiben::V,,ajama
1380,melken::V,,lüpsma
1381,hacken::V,,raiuma
1382,hacken::V,,lõhkuma
1383,reifen::V,,valmima
1384,zubereiten::V,,valmistama
1385,backen::V,,küpsetama
1386,stricken::V,,kuduma
1387,nähen::V,,õmblema
1388,spülen::V,,uhtma
1389,kehren::V,,pühkima
1390,kämmen::V,,kammima
1391,schmücken::V,,kaunistama
1392,sich unterhalten::V,,vestlema
1393,nennen::V,,nimetama
1394,bemerken::V,,märkama
1395,begreifen::V,,aru saama
1396,zeichnen::V,,joonistama
1397,besitzen::V,,omama
1398,zahlen::V,,maksma
