,Concept_ID,udm,fa
102,Raureif::N,гӧр,برف ریزه
103,Regenbogen::N,вуюись,رنگین‌کمان
104,Donner::N,гудыри,رعد
105,Strömung::N,бызён,جریان
106,Tropfen::N,шапык,قطره
107,Schaum::N,шукы,کف
108,Schmutz::N,нӧд,گل
109,Schmutz::N,нӧд,کثافت
110,Schmutz::N,дэри,گل
111,Schmutz::N,дэри,کثافت
112,See::N,ты,دریاچه
113,Sumpf::N,нюр,مرداب
114,Sumpf::N,нюр,باتلاق
115,Moor::N,нюр,باتلاق
116,Wiese::N,возь,چمن
117,Wiese::N,возьвыл,چمن
118,Wald::N,сик,جنگل
119,Wald::N,нюлэс,جنگل
120,Hügel::N,выр,تل
121,Hügel::N,выр,تپه
122,Hügel::N,вырйыл,تل
123,Hügel::N,вырйыл,تپه
124,Anhöhe::N,выр,بلندی
125,Anhöhe::N,вырйыл,بلندی
126,Berg::N,гурезь,کوه
127,Gipfel::N,йыл,قله
128,Höhle::N,гу,غار
129,Abhang::N,бам,سرازیری
130,Quelle::N,ошмес,چشمه
131,Bach::N,пичи шур,نهر
132,Fluss::N,шур,رود
133,Ufer::N,ярдур,ساحل
134,Ufer::N,ярдур,کرانه
135,Küste::N,вудур,ساحل
136,Festland::N,мувыр,خشکی
137,Meer::N,зарезь,دریا
138,Bucht::N,вукож,خلیج
139,Insel::N,вумуӵ,جزیره
140,Insel::N,шормуӵ,جزیره
141,Blume::N,сяська,گل
142,Gras::N,турын,علف
143,Wurzel::N,выжы,ریشه
144,Baum::N,пу,درخت
145,Stamm::N,модос,تنه
146,Rinde::N,сул,توژ
147,Rinde::N,сул,پوست
148,Ast::N,ул,شاخه
149,Zweig::N,вай,شاخه
150,Blatt::N,куар,برگ
151,Birke::N,кызьпу,غان
152,Kiefer[Baum]::N,пужым,کاج
153,Weide[Baum]::N,бадьпу,بید
154,Tanne::N,кыз,صنوبر
155,Horn::N,сюр,شاخ
156,Feder::N,тылы,پر
157,Fell::N,ку,خز
158,Flügel::N,бурд,پر
159,Flügel::N,бурд,بال
160,Klaue::N,гижы,چنگ
161,Klaue::N,гижы,پنجه
162,Kralle::N,пыд,پنجه
163,Schwanz::N,быж,دم
164,Ei::N,пуз,تخم
165,Ei::N,кукей,تخم
166,Nest::N,кар,لانه
167,Nest::N,пузкар,لانه
168,Bau::N,кар,بنا
169,Bau::N,кар,ساختمان
170,Bau::N,гу,بنا
171,Bau::N,гу,ساختمان
172,Tier::N,пӧйшур,هیوان
173,Herde::N,уллё,رمه
174,Kuh::N,скал,گاو
175,Bulle::N,ош,گاو نر
176,Bulle::N,пороз,گاو نر
177,Pferd::N,вал,اسب
178,Schaf::N,ыж,گوسفند
179,Schwein::N,парсь,خوک
180,Hund::N,пуны,سگ
181,Katze::N,коӵыш,گربه
182,Bär::N,гондыр,خرس
183,Eichhörnchen::N,коньы,سنجاب
184,Elch::N,койык,گوزن شمالی
185,Fuchs::N,ӟичы,روباه
186,Hase::N,кеч,خرگوش
187,Maus::N,шыр,موش
188,Wolf::N,кион,گرگ
189,Vogel::N,тылобурдо,پرنده
190,Schwarm::N,уллё,دسته
191,Huhn::N,курег,مرغ
192,Hahn::N,атас,خروس
193,Gans::N,ӟазег,غاز
194,Adler::N,ӧрзи,عقاب
195,Ente::N,ӵӧж,اردک
196,Ente::N,ӵӧж,مرغابی
197,Eule::N,кучыран,جغد
198,Kranich::N,тури,درنا
199,Krähe::N,куака,زاغ
200,Krähe::N,куака,کلاغ
201,Kuckuck::N,кикы,فاخته
202,Schwan::N,юсь,قو
203,Fisch::N,чорыг,ماهی
204,Barsch::N,юш,ماهی خاردار
205,Hecht::N,чипей,اردک ماهی
206,Schlange[Tier]::N,кый,مار
207,Wurm::N,нумыр,کرم
208,Spinne::N,чонари,عنکبوت
209,Ameise::N,кузьыли,مورچه
210,Laus::N,тэй,شپش
211,Mücke::N,нымы,پشه
212,Mücke::N,чибинь,پشه
213,Fliege::N,кут,مگس
214,Schmetterling::N,бубыли,پروانه
215,Beere::N,узы-боры,گیله
216,Apfel::N,яблок,سیب
217,Pilz::N,губи,قارچ
218,Zwiebel::N,сугон,پیاز
219,Saat::N,кидыс,بذر
220,Korn::N,тысь,تخم
221,Korn::N,тысь,دانه
222,Heu::N,турын,علف خشک
223,Schale::N,кыд,پوست
224,Grube::N,гу,گودال
225,Grube::N,гоп,گودال
226,Falle::N,налик,دام
227,Schlinge::N,гиӟ,حلقه
228,Schlinge::N,герд,حلقه
229,Spur::N,пытьы,رد
230,Spur::N,бервыл,رد
231,Asche::N,пень,خاکستر
232,Dreck::N,дэри,کثافت
233,Eisen::N,корт,آهن
234,Gold::N,зарни,زر
235,Gold::N,зарни,طلا
236,Silber::N,азвесь,نقره
237,Kohle::N,эгыр,زغال
238,Glas::N,стекло,شیشه
239,Glas::N,пияла,شیشه
240,Lehm::N,сюй,گل
241,Sand::N,луо,شن
242,Sand::N,луо,ماسه
243,Mensch::N,мурт,آدم
244,Mensch::N,мурт,انسان
245,Mensch::N,адями,آدم
246,Mensch::N,адями,انسان
247,Mann::N,воргорон,مرد
248,Frau::N,кышномурт,زن
249,Kind::N,нуны,بچه
250,Kind::N,нуны,کودک
251,Kind::N,пинал,بچه
252,Kind::N,пинал,کودک
253,Junge::N,пи,پسر
254,Mädchen::N,ныл,دختر
255,Familie::N,семья,فامیل
256,Familie::N,семья,خانواده
257,Großvater::N,песятай,پدربزرگ
258,Großvater::N,пересь атай,پدربزرگ
259,Großmutter::N,песянай,مادر‌بزرگ
260,Großmutter::N,пересь анай,مادر‌بزرگ
261,Eltern::N,атай-анай,والدین
262,Eltern::N,атай-анай,پدر‌و‌مادر
263,Eltern::N,бубы-мумы,والدین
264,Eltern::N,бубы-мумы,پدر‌و‌مادر
265,Vater::N,айы,پدر
266,Vater::N,атай,پدر
267,Mutter::N,мумы,مادر
268,Sohn::N,пи,پسر
269,Tochter::N,ныл,دختر
270,Bruder::N,агай,برادر
271,Schwester::N,апа,خواهر
272,Schwester::N,сузэр,خواهر
273,Onkel::N,агай,عمو
274,Onkel::N,агай,دایی
275,Tante::N,апа,عمه
276,Tante::N,апа,خاله
277,Tante::N,кенак,عمه
278,Tante::N,кенак,خاله
279,Ehemann::N,карт,همسر
280,Ehefrau::N,кышно,همسر
281,Freude::N,шумпотон,شادی
282,Gelächter::N,горем,خنده
283,Gelächter::N,горем,قاه‌قاه
284,Glück::N,шуд,اقبال
285,Kummer::N,кайгу,غم
286,Kummer::N,кайгу,غصه
287,Kummer::N,куректон,غم
288,Kummer::N,куректон,غصه
289,Wunsch::N,мылпотон,آرزو
290,Lust::N,потон,هوس
291,Geist::N,лул,روح
292,Gedanke::N,малпан,فکر
293,Gedächtnis::N,йырсазь,حافظه
294,Gedächtnis::N,тодэваён,حافظه
295,Verstand::N,йырвизь,هوش
296,Sinn::N,смысл,معنا
297,Sinn::N,смысл,مفهوم
298,Grund::N,муг,سبب
299,Grund::N,муг,دلیل
300,Grund::N,ньӧм,سبب
301,Grund::N,ньӧм,دلیل
302,Wahrheit::N,зэм,حقیقت
303,Wahrheit::N,шонер,حقیقت
304,Gespräch::N,вераськон,صحبت
305,Gespräch::N,вераськон,گفتگو
306,Märchen::N,выжыкыл,قصه
307,Märchen::N,выжыкыл,افسانه
308,Erzählung::N,верос,داستان
309,Nachricht::N,ивор,خبر
310,Neuigkeit::N,выльивор,خبر تازه
311,Name::N,ним,اسم
312,Rätsel::N,мадькыл,معما
313,Rede::N,верам,سخن
314,Sprache::N,кыл,زبان
315,Stimme::N,куара,صدا
316,Wort::N,кыл,کلمه
317,Zeichen::N,пус,نشان
318,Zeichen::N,пус,علامت
319,Zeichen::N,тодмет,نشان
320,Zeichen::N,тодмет,علامت
321,Ruf::N,ӧтён,صدا
322,Ruf::N,чортон,صدا
323,Lärm::N,ӵашетон,هیاهو
324,Laut::N,куара,صدا
325,Ton::N,куара,آهنگ
326,Lied::N,кырӟан,آواز
327,Lied::N,кырӟан,ترانه
328,Ruhe::N,чалмыт улон,آرامش
329,Leute::N,адямиос,مردم
330,Volk::N,калык,خلق
331,Arbeit::N,уж,کار
332,Gast::N,куно,مهمان
333,Geschenk::N,салам,هدیه
334,Geschenk::N,кузьым,هدیه
335,Spiel::N,шудон,بازی
336,Gesellschaft::N,калык,جمعیت
337,Hilfe::N,юрттон,کمک
338,Freund::N,эш,دوست
339,Freund::N,юлтош,دوست
340,Kamerad::N,тодмо,رفیق
341,Angelegenheit::N,уж,امر
342,Angelegenheit::N,уж,قضیه
343,Anzahl::N,лыд,عده
344,Anzahl::N,лыд,شمار
345,Art::N,тус,نوع
346,Stück::N,юдэс,تکه
347,Stück::N,юдэс,قطعه
348,Teil::N,люкет,بخش
349,Teil::N,люкет,قسمت
350,Hälfte::N,ӝыны,نیم
351,Kreis::N,котырес,حلقه
352,Kreis::N,котырес,دایره
353,Kreuz::N,крест,صلیب
354,Linie::N,гож,خط
355,Linie::N,гож,سطر
356,Strich::N,гож,خط
357,Abstand::N,вис,فاصله
358,Abstand::N,кусып,فاصله
359,Entfernung::N,кусып,مسافت
360,Gegend::N,инты,منطقه
361,Platz::N,инты,گنجایش
362,Ort::N,инты,جا
363,Ort::N,инты,محل
364,Ort::N,инты,مکان
365,Ort::N,места,جا
366,Ort::N,места,محل
367,Ort::N,места,مکان
368,Seite::N,пал,طرف
369,Mitte::N,шор,وسط
370,Mitte::N,шор,میان
371,Gegenstand::N,арбери,چیز
372,Sache::N,котыр,چیز
373,Rand::N,дур,کنار
374,Rand::N,дур,حاشیه
375,Rand::N,шаер,کنار
376,Rand::N,шаер,حاشیه
377,Kante::N,дур,لبه
378,Ecke::N,сэрег,گوشه
379,Spitze::N,йыл,سر
380,Spitze::N,йыл,نوک
381,Ende::N,пум,ته
382,Ende::N,пум,آخر
383,Loch::N,пась,سوراخ
384,Winkel::N,сэрег,کنج
385,Muster::N,пужы,نقش
386,Größe::N,быдӟала,قد
387,Größe::N,быдӟала,بزرگی
388,Länge::N,кузьдала,طول
389,Höhe::N,ӝуждала,بلندی
390,Gewicht::N,сектала,وزن
391,Gewicht::N,секытлык,وزن
392,Menge::N,лыд,مقدار
393,Menge::N,лыд,اندازه
394,Menge::N,лыдпус,مقدار
395,Menge::N,лыдпус,اندازه
396,Haufen::N,люк,توده
397,Reihe::N,чур,ردیف
398,Boot::N,пыж,قایق
399,Boot::N,лодка,قایق
400,Ruder::N,полыс,پارو
401,Schlitten::N,додьы,سورتمه
402,Ski::N,куас,اسکی
403,Lagerfeuer::N,тылскем,آتش
404,Last::N,секыт,بار
405,Last::N,секыт,سنگینی
406,Gang::N,ветлон,راه رفتن
407,Schritt::N,вамыш,قدم
408,Norden::N,уйпал,شمال
409,Süden::N,лымшор,جنوب
410,Westen::N,шунды пуксён,غرب
411,Osten::N,шунды ӝужан,شرق
412,Holz::N,пу,چوب
413,Brett::N,пул,تخته
414,Platte::N,плита,صفحه
415,Stütze::N,пыкет,تکیه
416,Stange::N,пуӵ,میله
417,Stock::N,боды,چوب
418,Stab::N,пуӵ,عصا
419,Stab::N,боды,عصا
420,Rohr::N,труба,لوله
421,Haus::N,юрт,منزل
422,Heim::N,корка,خانه
423,Heim::N,корка,کاشانه
424,Ofen::N,гур,بخاری
425,Fußboden::N,выж,کف اتاق
426,Tisch::N,ӝӧк,میز
427,Stuhl::N,пукон,صندلی
428,Wiege::N,кӧкы,گهواره
429,Wiege::N,зыбка,گهواره
430,Bett::N,валес,تختخواب
431,Regal::N,ӝажы,قفسه
432,Kiste::N,ящик,صندوق
433,Fenster::N,укно,پنجره
434,Fenster::N,косяк,پنجره
435,Tür::N,ӧс,در
436,Tür::N,ӧс,درب
437,Tor::N,ӟезьы,دروازه
438,Zaun::N,забор,حصار
439,Dach::N,липет,بام
440,Leiter::N,падӟа,نردبان
441,Besen::N,ӵужон,جارو
442,Besen::N,исьнер,جارو
443,Spaten::N,лопатка,بیل
444,Schaufel::N,ютырон,بیل
445,Schaufel::N,ютырон,پارو
446,Gabel::N,тэчы,چنگال
447,Gabel::N,вилка,چنگال
448,Löffel::N,пуньы,قاشق
449,Messer::N,пурт,کارد
450,Nagel::N,кортӵог,میخ
451,Netz::N,сеть,تور
452,Netz::N,сеть,شبکه
453,Haken::N,курик,قلاب
454,Griff::N,ныд,دسته
455,Schloss::N,тунгон,قفل
456,Bild::N,суред,عکس
457,Bild::N,суред,تصویر
458,Figur::N,фигура,تندیس
459,Puppe::N,мунё,عروسک
460,Beutel::N,пуйы,کیسه
461,Bündel::N,керттэт,بسته
462,Tasche::N,пуйы,کیف
463,Tasche::N,сумка,کیف
464,Eimer::N,ведра,سطل
465,Deckel::N,ӵоксэт,در
466,Geschirr::N,тусьты-пуньы,ظرف
467,Sack::N,пуйы,گونی
468,Tasse::N,ӵаша,فنجان
469,Topf::N,миска,دیگ
470,Topf::N,миска,قابلمه
471,Kessel::N,пурты,دیگ
472,Essen::N,сиськон,خوراک
473,Nahrung::N,сион,غذا
474,Speise::N,сиён,خوراک
475,Fleisch::N,сӥль,گوشت
476,Getreide::N,ю тысь,غله
477,Brei::N,ӝук,فرنی
478,Brei::N,ӝук,حریره
479,Brot::N,нянь,نان
480,Scheibe::N,шорем,قاچ
481,Scheibe::N,шорем,لزگه
482,Fett::N,кӧй,چربی
483,Butter::N,вӧй,کره
484,Öl::N,вӧй,روغن
485,Salz::N,сылал,نمک
486,Suppe::N,шыд,آش
487,Suppe::N,шыд,سوپ
488,Honig::N,чечы,عسل
489,Milch::N,йӧл,شیر
490,Tee::N,чай,چای
491,Leder::N,сурон,چرم
492,Wolle::N,гон,پشم
493,Wolle::N,ыжгон,پشم
494,Stoff::N,куэм,پارچه
495,Nadel::N,вень,سوزن
496,Faden::N,сӥньыс,نخ
497,Knopf::N,бирды,دکمه
498,Knoten::N,герд,گره
499,Farbe::N,буёл,رنگ
500,Kleidung::N,дӥсь,لباس
501,Kleidung::N,дӥсь,پوشاک
502,Hemd::N,дэрем,پیراهن
503,Kragen::N,сирес,یقه
504,Ärmel::N,саес,آستین
505,Hose::N,брюки,شلوار
506,Hose::N,штань,شلوار
507,Gürtel::N,кускерттон,کمر‌بند
508,Mütze::N,ызьы,کلاه
509,Schuh::N,ботинка,کفش
510,Stiefel::N,сапег,چکمه
511,Ring::N,зундэс,حلقه
512,Ring::N,зундэс,انگشتر
513,Band::N,лента,نوار
514,Band::N,лента,روبان
515,Kamm::N,сын,شانه
516,Spiegel::N,синучкон,آینه
517,Riemen::N,е,تسمه
518,Schnur::N,гозы,ریسمان
519,Leine::N,думет,قلاده
520,Decke::N,шобрет,پتو
521,Kissen::N,миндэр,بالش
522,Tuch::N,кышет,شال
523,Handtuch::N,ӵушкон,حوله
524,Kraft::N,кать,نیرو
525,Kraft::N,ӟигар,نیرو
526,Stärke::N,юнлык,زور
527,Gesundheit::N,тазалык,سلامتی
528,Gesundheit::N,тазалык,تندرستی
529,Krankheit::N,висён,بیماری
530,Schmerz::N,висён,درد
531,Wunde::N,яра,زخم
532,Fieber::N,кезег,تب
533,Arznei::N,эмъюм,دارو
534,Brücke::N,выж,پل
535,Brunnen::N,колдэч,چاه
536,Weide::N,возь,چراگاه
537,Pfad::N,сюрес,راه
538,Weg::N,сюрес,راه
539,Weg::N,сюрес,طریق
540,Straße::N,сюрес,راه
541,Straße::N,сюрес,جاده
542,Dorf::N,гурт,ده
543,Dorf::N,гурт,روستا
544,Stadt::N,кар,شهر
545,Stadt::N,город,شهر
546,Brief::N,гожтэт,نامه
547,Buch::N,книга,کتاب
548,Buchstabe::N,буква,حرف
549,Zeitung::N,газет,روزنامه
550,Leben::N,улон,عمر
551,Leben::N,улон,زندگی
552,Tod::N,кулон,مرگ
553,Grab::N,шайгу,گور
554,Grab::N,шайгу,مزار
555,Kirche::N,черк,کلیسا
556,Sünde::N,сьӧлык,بزه
557,Sünde::N,сьӧлык,گناه
558,Gott::N,ӥнмар,خدا
559,Arbeiter::N,рабочий,کارگر
560,Chef::N,начальник,رئیس
561,Meister::N,кибашлы,استاد
562,Arzt::N,врач,پزشک
563,Lehrer::N,дышетӥсь,معلم
564,Lehrer::N,дышетӥсь,آموزگار
565,Geld::N,уксё,پول
566,Geld::N,коньдон,پول
567,Geschäft::N,уж,کار
568,Geschäft::N,уж,بیزنس
569,Laden::N,магазин,دکان
570,Laden::N,магазин,مغازه
571,Preis::N,дун,بها
572,Preis::N,дун,قیمت
573,Ware::N,вуз,جنس
574,Ware::N,вуз,کالا
575,Nutzen::N,пайда,مزیت
576,Nutzen::N,пайда,امتیاز
577,Reichtum::N,узырлык,مال
578,Reichtum::N,узырлык,ثروت
579,Welt::N,дунне,دنیا
580,Land::N,шаер,کشور
581,Land::N,шаер,مملکت
582,Staat::N,кун,دولت
583,König::N,эксэй,شاه
584,König::N,эксэй,پادشاه
585,Macht::N,власть,قدرت
586,Macht::N,власть,اختیار
587,Grenze::N,кунгож,مرز
588,Krieg::N,ож,جنگ
589,Feind::N,тушмон,دشمن
590,Gewalt::N,эриктэман,زور
591,Gewalt::N,эриктэман,خشونت
592,Kampf::N,нюръяськон,نبرد
593,Kampf::N,нюръяськон,مبارزه
594,Bogen[Waffe]::N,пукыӵ,کمان
595,Pfeil::N,пукыӵ вень,تیر
596,Gewehr::N,пыӵал,تفنگ
597,Fehler::N,янгыш,غلط
598,Fehler::N,янгыш,اشتباه
599,Lüge::N,пӧян,دروغ
600,Lüge::N,алдан,دروغ
601,Lüge::N,ӧрекчан,دروغ
602,Schaden::N,изъян,آسیب
603,Schaden::N,изъян,خسارت
604,Unglück::N,куректон,بلا
605,Unglück::N,шудтэме усён,بلا
606,Schuld::N,янгыш,گناه
607,Schuld::N,янгыш,تقصیر
608,Alter::N,арлыд,سن
609,Alter::N,арлыд,عمر
610,Schluss::N,пум,انتها
611,Zeit::N,дыр,وقت
612,Zeit::N,дыр,زمان
613,Tag::N,нунал,روز
614,Morgen::N,ӵукна,صبح
615,Mittag::N,лымшор,ظهر
616,Abend::N,ӝыт,شب
617,Abend::N,ӝыт,عصر
618,Abend::N,акшан,شب
619,Abend::N,акшан,عصر
620,Nacht::N,уй,شب
621,Woche::N,арня,هفته
622,Monat::N,толэзь,ماه
623,Jahr::N,ар,سال
624,Frühling::N,тулыс,بهار
625,Sommer::N,гужем,تابستان
626,Herbst::N,сӥзьыл,پاییز
627,Winter::N,тол,زمستان
628,Januar::N,выльартолэзь,ژانویه
629,Februar::N,тулыспал,فوریه
630,März::N,южтолэзь,مارس
631,April::N,оштолэзь,آوریل
632,Mai::N,куартолэзь,مه
633,Juni::N,вожотолэзь,ژوئن
634,Juli::N,пӧсьтолэзь,ژویه
635,August::N,гудырикошкон,اوت
636,September::N,куарусён,سپتامبر
637,Oktober::N,выльӝуктолэзь,اکتبر
638,November::N,шуркынмон,نوامبر
639,Dezember::N,толсур,دسامبر
640,Montag::N,вордӥськон,دو‌شنبه
641,Dienstag::N,вторник,سه‌شنبه
642,Mittwoch::N,вирнунал,چهار‌شنبه
643,Donnerstag::N,покчиарня,پنج شنبه
644,Freitag::N,удмуртарня,جمعه
645,Samstag::N,кӧснунал,شنبه
646,Sonntag::N,арня,یکشنبه
647,groß::A,бадӟым,بزرگ
648,klein::A,пичи,کوچک
649,lang::A,кузь,بلند
650,kurz::A,вакчи,کوتاه
651,breit::A,паськыт,پهن
652,schmal::A,сюлэг,تنگ
653,schmal::A,сюлэг,نازک
654,dicht::A,ӵем,چگال
655,dicht::A,ӵем,انبوه
656,dick[Gegenstand]::A,зӧк,ضخیم
657,dünn::A,векчи,نازک
658,fein::A,векчи,ریز
659,fein::A,векчи,باریک
660,fest::A,юн,محکم
661,fest::A,чурыт,محکم
662,flach::A,ӵошкыт,صاف
663,flach::A,ӵошкыт,مسطح
664,glatt::A,гылыт,لیز
665,glatt::A,вольыт,لیز
666,hart::A,чурыт,سفت
667,weich::A,небыт,نرم
668,weich::A,небыт,ملایم
669,rund::A,котырес,گرد
670,spitz::A,йылсо,تیز
671,spitz::A,йылсо,نوک‌تیز
672,scharf::A,лэчыт,تیز
673,scharf::A,лэчыт,برنده
674,stumpf::A,ныж,کند
675,schwer::A,секыт,سنگین
676,schön::A,чебер,زیبا
677,heiß::A,пӧсь,داغ
678,warm::A,шуныт,گرم
679,kalt::A,кезьыт,سرد
680,kühl::A,юзмыт,خنک
681,kühl::A,салкым,خنک
682,frisch::A,выль,تازه
683,feucht::A,мускыт,مرطوب
684,nass::A,котмем,تر
685,nass::A,котмем,خیش
686,trocken::A,кӧс,خشک
687,voll::A,тыр,پر
688,leer::A,буш,خالی
689,leer::A,тырттэм,خالی
690,offen::A,усьтэм,باز
691,geschlossen::A,ӵогам,بسته
692,geschlossen::A,пунням,بسته
693,sauber::A,ӝикыт,پاک
694,sauber::A,ӝикыт,تمیز
695,sauber::A,чылкыт,پاک
696,sauber::A,чылкыт,تمیز
697,schmutzig::A,нӧд,کثیف
698,schmutzig::A,нӧд,آلوده
699,roh::A,ыль,خام
700,reif::A,вуэм,رسیده
701,lecker::A,ческыт,لذیذ
702,lecker::A,ческыт,خوشمزه
703,süß::A,ческыт,شیرین
704,bitter::A,курыт,تلخ
705,sauer::A,чырс,ترش
706,hell::A,югыт,روشن
707,dunkel::A,пеймыт,تاریک
708,schwarz::A,сьӧд,سیاه
709,weiß::A,тӧдьы,سفید
710,rot::A,горд,سرخ
711,rot::A,горд,قرمز
712,gelb::A,ӵуж,زرد
713,blau::A,лыз,آبی
714,grün::A,вож,سبز
715,grau::A,пурысь,طوسی
716,grau::A,пурысь,خاکستری
717,bunt::A,куӵо,رنگارنگ
718,billig::A,дунтэм,ارزان
719,teuer::A,дуно,گران
720,wertvoll::A,дуно,قیمتی
721,wertvoll::A,дуно,گرانبها
722,blind::A,сукыр,کور
723,blind::A,сукыр,نابینا
724,blind::A,синтэм,کور
725,blind::A,синтэм,نابینا
726,taub::A,пельтэм,کر
727,taub::A,пельтэм,ناشنوا
728,kräftig::A,кужмо,قوی
729,stark::A,юн,قوی
730,stark::A,юн,نیرومند
731,stark::A,кужмо,قوی
732,stark::A,кужмо,نیرومند
733,schwach::A,ляб,ضعیف
734,schwach::A,начар,ضعیف
735,fett::A,кӧй,چرب
736,schlank::A,веськыт,باریک‌اندام
737,schlank::A,веськрес,باریک‌اندام
738,hübsch::A,чебер,قشنگ
739,hübsch::A,чебер,خوشگل
740,hübsch::A,синмаськымон,قشنگ
741,hübsch::A,синмаськымон,خوشگل
742,böse::A,лек,بد
743,dumm::A,шузи,احمق
744,dumm::A,визьтэм,احمق
745,faul::A,азьтэм,لش
746,faul::A,азьтэм,تنبل
747,fleißig::A,сюлмо,زرنگ
748,geizig::A,сук,خسیس
749,klug::A,визьмо,عاقل
750,klug::A,визьмо,باهوش
751,geschickt::A,усто,ماهر
752,geschickt::A,быгатӥсь,ماهر
753,lieb::A,мусо,عزیز
754,lustig::A,шулдыр,شاد
755,lustig::A,шулдыр,خوشحال
756,sanft::A,мусо,لطیف
757,sanft::A,эрке,لطیف
758,hungrig::A,сютэм,گرسنه
759,krank::A,висись,مریض
760,krank::A,висись,بیمار
761,nackt::A,гольык,لخت
762,nackt::A,гольык,برهنه
763,traurig::A,мӧзмыт,غمگین
764,lebendig::A,улэп,زنده
765,gut::A,ӟеч,خوب
766,gut::A,умой,خوب
767,schlecht::A,урод,بد
768,schlecht::A,алама,بد
769,richtig::A,шонер,درست
770,schlimm::A,алама,وخيم
771,wahr::A,зэмос,درست
772,wahr::A,зэмос,حقیقی
773,alt::A,вуж,کهنه
774,neu::A,выль,نو
775,ehemalig::A,азьвылэз,قبلی
776,alt[Lebewesen]::A,пересь,پیر
777,jung::A,егит,جوان
778,jung::A,пинал,جوان
779,arm::A,начар,فقیر
780,arm::A,куанер,فقیر
781,reich::A,узыр,پولدار
782,reich::A,узыр,ثروتمند
783,bekannt::A,тодмо,آشنا
784,bekannt::A,тодмо,معلوم
785,berühmt::A,дано,مشهور
786,fremd::A,ят,خارجی
787,fremd::A,ят,بیگانه
788,verschieden::A,пӧртэм,مختلف
789,verschieden::A,пӧртэм,متفاوت
790,nah::A,матысь,نزدیک
