,Concept_ID,hu,ps
61,Geschmack::N,íz,خوند
62,Geruch::N,szag,بوی
63,Schlaf::N,álom,خوب
64,Schlaf::N,alvás,خوب
65,Traum::N,álom,خوب
66,Himmel::N,ég,اسمان
67,Himmel::N,menny,اسمان
68,Sonne::N,nap,لمر
69,Mond::N,hold,سپوږمۍ
70,Stern::N,csillag,ستوری
71,Luft::N,levegő,هوا
72,Wind::N,szél,ورښ
73,Welle::N,hullám,موج
74,Wasser::N,víz,اوبه
75,Stein::N,kő,ډبره
76,Boden::N,föld,مځکه
77,Boden::N,talaj,مځکه
78,Erde::N,föld,خاوره
79,Staub::N,por,ګرد
80,Staub::N,por,خاوره
81,Rauch::N,füst,دود
82,Rauch::N,füst,لوګی
83,Funke::N,szikra,سپرغۍ
84,Feuer::N,tűz,اور
85,Licht::N,fény,رڼا
86,Schatten::N,árnyék,سیوری
87,Wetter::N,idő,هوا
88,Wetter::N,időjárás,هوا
89,Nebel::N,köd,لړه
90,Wolke::N,felhő,ورېځ
91,Regen::N,eső,وریا
92,Regen::N,eső,باران
93,Schnee::N,hó,واوره
94,Eis::N,jég,یخ
95,Eis::N,jég,کنګل
96,Frost::N,fagy,یخ
97,Kälte::N,hideg,ساړه
98,Hitze::N,hő,تودوخي
99,Hitze::N,hőség,تودوخي
100,Raureif::N,zúzmara,سپینه پرخه
101,Regenbogen::N,szivárvány,بوډۍ ټال
102,Regenbogen::N,szivárvány,سره زرغونه
103,Donner::N,dörgés,تالنده
104,Donner::N,mennydörgés,تالنده
105,Strömung::N,áramlat,بهېدنه
106,Tropfen::N,csepp,قطره
107,Tropfen::N,csepp,څاڅکی
108,Schaum::N,hab,ځګ
109,Schaum::N,tajték,ځګ
110,Schmutz::N,piszok,ناپاکي
111,See::N,tó,جهیل
112,Sumpf::N,mocsár,جبه
113,Moor::N,láp,جبه
114,Wiese::N,rét,چمن
115,Wiese::N,rét,شنېلی
116,Wiese::N,mező,چمن
117,Wiese::N,mező,شنېلی
118,Wald::N,erdő,ځنګل
119,Hügel::N,domb,تپه
120,Anhöhe::N,magaslat,غونډۍ
121,Berg::N,hegy,غ‍‍‍‍‍ر
122,Gipfel::N,csúcs,څوکه
123,Höhle::N,barlang,کاز
124,Abhang::N,lejtő,لمن
125,Quelle::N,forrás,چینه
126,Bach::N,patak,واله
127,Fluss::N,folyó,سیند
128,Ufer::N,part,غاړه
129,Küste::N,tengerpart,ساحل
130,Festland::N,szárazföld,وچه
131,Meer::N,tenger,بحر
132,Meer::N,tenger,سمندر
133,Bucht::N,öböl,کارۍ
134,Insel::N,sziget,ټاپو
135,Insel::N,sziget,جزيره
136,Blume::N,virág,ګل
137,Gras::N,fű,واښه
138,Wurzel::N,gyökér,ریښه
139,Baum::N,fa,ونه
140,Stamm::N,tő,ډډ
141,Stamm::N,törzs,ډډ
142,Rinde::N,kéreg,پوستکی
143,Ast::N,ág,ښاخ
144,Zweig::N,gally,څانګه
145,Blatt::N,levél,پاڼه
146,Birke::N,nyír,توس
147,Kiefer[Baum]::N,fenyő,نښتر
148,Weide[Baum]::N,fűz,وله
149,Tanne::N,fenyő,ناجو
150,Horn::N,szarv,ښکر
151,Feder::N,toll,بڼکه
152,Fell::N,szőr,پوستکی
153,Fell::N,bunda,پوستکی
154,Flügel::N,szárny,وزر
155,Klaue::N,köröm,پنجه
156,Klaue::N,köröm,منګول
157,Kralle::N,karom,پنجه
158,Kralle::N,karom,منګول
159,Schwanz::N,farok,لکۍ
160,Ei::N,tojás,وۍ
161,Ei::N,tojás,هګۍ
162,Nest::N,fészek,جاله
163,Bau::N,odú,کاز
164,Tier::N,állat,ژوی
165,Tier::N,állat,حیوان
166,Herde::N,nyáj,رمه
167,Herde::N,nyáj,غېله
168,Herde::N,csorda,رمه
169,Herde::N,csorda,غېله
170,Kuh::N,tehén,غوا
171,Bulle::N,bika,غوئی
172,Pferd::N,ló,آس
173,Schaf::N,juh,پسه
174,Schaf::N,birka,پسه
175,Schwein::N,sertés,سرکوزی
176,Hund::N,eb,سپی
177,Hund::N,kutya,سپی
178,Katze::N,macska,پشه
179,Bär::N,medve,خرس
180,Eichhörnchen::N,mókus,خړ لمی
181,Elch::N,jávorszarvas,ګوزن
182,Fuchs::N,róka,سپلم
183,Hase::N,nyúl,سوی
184,Maus::N,egér,مږک
185,Wolf::N,farkas,لېوه
186,Vogel::N,madár,مرغه
187,Schwarm::N,raj,سېل
188,Huhn::N,tyúk,چرګه
189,Hahn::N,kakas,چرګ
190,Gans::N,lúd,بته
191,Gans::N,liba,بته
192,Adler::N,sas,عقاب
193,Ente::N,kacsa,ایلۍ
194,Eule::N,bagoly,ګونګی
195,Kranich::N,daru,کلنګ
196,Krähe::N,varjú,کارغه
197,Kuckuck::N,kakukk,فاخته
198,Schwan::N,hattyú,قو
199,Fisch::N,hal,کب
200,Fisch::N,hal,ماهی
201,Barsch::N,sügér,
202,Hecht::N,csuka,
203,Schlange[Tier]::N,kígyó,مار
204,Wurm::N,kukac,چینجی
205,Spinne::N,pók,غڼه
206,Spinne::N,pók,تارکښ
207,Ameise::N,hangya,مېږی
208,Laus::N,tetű,سپږه
209,Mücke::N,szúnyog,ماشی
210,Fliege::N,légy,مچ
211,Schmetterling::N,lepke,پتنګ
212,Schmetterling::N,pillangó,پتنګ
213,Beere::N,bogyó,مېوۍ
214,Apfel::N,alma,مڼه
215,Pilz::N,gomba,خرېړی
216,Zwiebel::N,hagyma,پیاز
217,Saat::N,vetőmag,تخم
218,Korn::N,mag,تخم
219,Korn::N,mag,دانه
220,Korn::N,szem,تخم
221,Korn::N,szem,دانه
222,Heu::N,széna,بوس
223,Heu::N,széna,پروړه
224,Schale::N,héj,پوستکی
225,Grube::N,verem,کنده
226,Falle::N,csapda,دام
227,Falle::N,csapda,لومه
228,Schlinge::N,tőr,کړۍ
229,Spur::N,nyom,نښه
230,Asche::N,hamu,آس
231,Asche::N,hamu,ایره
232,Dreck::N,sár,ناپاکي
233,Dreck::N,piszok,ناپاکي
234,Eisen::N,vas,اوسپنه
235,Gold::N,arany,سره زر
236,Silber::N,ezüst,نقره
237,Silber::N,ezüst,سپین زر
238,Kohle::N,szén,سکور
239,Kohle::N,szén,سکاره
240,Glas::N,üveg,ښيښه
241,Lehm::N,agyag,خټه
242,Lehm::N,vályog,خټه
243,Sand::N,homok,شګه
244,Mensch::N,ember,انسان
245,Mann::N,úr,سړی
246,Mann::N,úr,نارینه
247,Mann::N,férfi,سړی
248,Mann::N,férfi,نارینه
249,Frau::N,nő,ښځه
250,Frau::N,asszony,ښځه
251,Kind::N,gyerek,بچی
252,Kind::N,gyerek,ماشوم
253,Kind::N,gyermek,بچی
254,Kind::N,gyermek,ماشوم
255,Junge::N,fiú,هلک
256,Mädchen::N,lány,نجلۍ
257,Familie::N,család,کورنۍ
258,Großvater::N,nagyapa,بابا
259,Großmutter::N,nagyanya,انا
260,Eltern::N,szülők,مور او پلار
261,Vater::N,apa,پلار
262,Vater::N,atya,پلار
263,Mutter::N,anya,مور
264,Sohn::N,fiú,زوی
265,Tochter::N,lány,لور
266,Bruder::N,fivér,ورور
267,Bruder::N,testvér,ورور
268,Schwester::N,nővér,خور
269,Schwester::N,lánytestvér,خور
270,Onkel::N,nagybácsi,تره
271,Onkel::N,nagybácsi,ماما
272,Tante::N,nagynéni,خاله
273,Ehemann::N,férj,مېړه
274,Ehefrau::N,feleség,مېرمن
275,Freude::N,öröm,خوشحالي
276,Gelächter::N,nevetés,خندا
277,Gelächter::N,hahotázás,خندا
278,Glück::N,boldogság,بخت
279,Kummer::N,bánat,غم
280,Wunsch::N,óhaj,هيله
281,Wunsch::N,óhaj,غوښتنه
282,Lust::N,kedv,شوق
283,Lust::N,kedv,مینه
284,Geist::N,elme,روح
285,Geist::N,szellem,روح
286,Gedanke::N,gondolat,فکر
287,Gedächtnis::N,emlékezet,یاد
288,Gedächtnis::N,emlékezet,حافظه
289,Verstand::N,ész,عقل
290,Verstand::N,ész,شعور
291,Verstand::N,értelem,عقل
292,Verstand::N,értelem,شعور
293,Sinn::N,értelem,معنی
294,Grund::N,ok,علت
295,Grund::N,ok,اساس
296,Grund::N,alap,علت
297,Grund::N,alap,اساس
298,Wahrheit::N,igaz,حقیقت
299,Wahrheit::N,igazság,حقیقت
300,Gespräch::N,beszélgetés,مرکه
301,Gespräch::N,beszélgetés,خبرې اترې
302,Märchen::N,mese,افسانه
303,Erzählung::N,elbeszélés,قصه
304,Erzählung::N,elbeszélés,کیسه
305,Nachricht::N,hír,خبر
306,Nachricht::N,híradás,خبر
307,Neuigkeit::N,újság,نوی خبر
308,Name::N,név,نوم
309,Rätsel::N,rejtvény,کیسۍ
310,Rätsel::N,rejtvény,چیستان
311,Rede::N,beszéd,وینا
312,Rede::N,szónoklat,وینا
313,Sprache::N,nyelv,ژبه
314,Stimme::N,hang,غږ
315,Stimme::N,hang,اواز
316,Wort::N,szó,لغت
317,Wort::N,szó,کلمه
318,Zeichen::N,jel,نښه
319,Zeichen::N,jel,اشاره
320,Ruf::N,kiáltás,ږغ
321,Ruf::N,kiáltás,بلنه
322,Lärm::N,zaj,غالمغال
323,Laut::N,hang,ږغ
324,Ton::N,hang,اواز
325,Lied::N,dal,غزله
326,Lied::N,dal,سندره
327,Lied::N,ének,غزله
328,Lied::N,ének,سندره
329,Ruhe::N,csend,ارامي
330,Ruhe::N,nyugalom,ارامي
331,Leute::N,emberek,خلک
332,Volk::N,nép,ولس
333,Arbeit::N,dolog,کار
334,Gast::N,vendég,مېلمه
335,Geschenk::N,ajándék,تحفه
336,Geschenk::N,ajándék,سوغات
337,Spiel::N,játék,لوبه
338,Gesellschaft::N,társaság,ډله
339,Hilfe::N,segítség,کومک
340,Hilfe::N,segítség,مرسته
341,Freund::N,barát,ملګری
342,Kamerad::N,társ,انډيوال
343,Angelegenheit::N,ügy,موضوع
344,Anzahl::N,szám,شمېر
345,Anzahl::N,szám,تعداد
346,Art::N,faj,ډول
347,Art::N,fajta,ډول
348,Stück::N,darab,ټوټه
349,Teil::N,rész,برخه
350,Hälfte::N,fél,نیم
351,Kreis::N,kör,دایره
352,Kreuz::N,kereszt,صلیب
353,Linie::N,vonal,خط
354,Linie::N,vonal,لیکه
355,Strich::N,vonás,کرښه
356,Abstand::N,köz,فاصله
357,Entfernung::N,távolság,واټن
358,Gegend::N,táj,سیمه
359,Gegend::N,táj,منطقه
360,Gegend::N,vidék,سیمه
361,Gegend::N,vidék,منطقه
362,Platz::N,hely,ځای
363,Ort::N,hely,ځای
364,Seite::N,fél,مخ
365,Seite::N,fél,اړخ
366,Seite::N,oldal,مخ
367,Seite::N,oldal,اړخ
368,Mitte::N,közép,وسط
369,Mitte::N,közép,مینځ
370,Gegenstand::N,tárgy,شی
371,Sache::N,dolog,شی
372,Sache::N,dolog,څيز
373,Rand::N,szél,څنډه
374,Rand::N,szél,کناره
375,Rand::N,perem,څنډه
376,Rand::N,perem,کناره
377,Rand::N,szegély,څنډه
378,Rand::N,szegély,کناره
379,Kante::N,él,اړخ
380,Ecke::N,sarok,ګوټ
381,Ecke::N,szöglet,ګوټ
382,Spitze::N,csúcs,څوکه
383,Ende::N,vég,څوکه
384,Loch::N,lyuk,سوری
385,Winkel::N,szög,کنج
386,Winkel::N,szög,کوتی
387,Muster::N,minta,نمونه
388,Größe::N,nagyság,قد
389,Größe::N,nagyság,لويوالی
390,Länge::N,hossz,طول
391,Länge::N,hossz,اوږد والی
392,Länge::N,hosszúság,طول
393,Länge::N,hosszúság,اوږد والی
394,Höhe::N,magasság,جګوالی
395,Gewicht::N,súly,وزن
396,Menge::N,sokaság,اندازه
397,Menge::N,mennyiség,اندازه
398,Haufen::N,halom,کوټه
399,Reihe::N,sor,صف
400,Reihe::N,sor,کتار
401,Boot::N,csónak,قايق
402,Ruder::N,evező,چپه
403,Schlitten::N,szánkó,ښویېدونی
404,Ski::N,sí,سکي
405,Lagerfeuer::N,tábortűz,اور
406,Last::N,teher,بار
407,Last::N,teher,پېټی
408,Gang::N,járás,تګ
409,Schritt::N,lépés,ګام
410,Norden::N,észak,شمال
411,Süden::N,dél,سوېل
412,Westen::N,nyugat,لوېدېځ
413,Osten::N,kelet,شرق
414,Osten::N,kelet,ختیځ
415,Holz::N,fa,لرګی
416,Brett::N,deszka,تخته
417,Platte::N,lap,تخته
418,Platte::N,lemez,تخته
419,Stütze::N,támasz,تکیوان
420,Stütze::N,támaszték,تکیوان
421,Stange::N,rúd,ډاګه
422,Stange::N,pózna,ډاګه
423,Stock::N,pálca,لرګی
424,Stab::N,bot,چيخله
425,Rohr::N,cső,نل
426,Haus::N,ház,کور
427,Heim::N,otthon,کور
428,Ofen::N,kályha,تودنۍ
429,Fußboden::N,padló,غولی
430,Tisch::N,asztal,مېز
431,Stuhl::N,szék,چوکۍ
432,Wiege::N,bölcső,زانګو
433,Bett::N,ágy,کټ
434,Bett::N,ágy,چپرکټ
435,Regal::N,polc,تاخچۍ
436,Regal::N,állvány,تاخچۍ
437,Kiste::N,láda,صندوق
438,Fenster::N,ablak,کړکۍ
439,Tür::N,ajtó,دروازه
440,Tor::N,kapu,دروازه
441,Zaun::N,kerítés,کټاره
442,Dach::N,tető,بام
443,Leiter::N,létra,زينه
444,Besen::N,seprű,جارو
445,Spaten::N,ásó,یوم
446,Schaufel::N,lapát,بېلچه
447,Gabel::N,villa,پنجه
448,Löffel::N,kanál,کاشوغه
449,Messer::N,kés,چاقو
450,Nagel::N,szeg,ميخ
451,Netz::N,háló,جال
452,Haken::N,kampó,څنګک
453,Griff::N,nyél,لاستی
454,Griff::N,fogantyú,لاستی
455,Schloss::N,zár,کلپ
456,Bild::N,kép,رسم
457,Figur::N,alak,قدوقامت
458,Puppe::N,bábu,ګوډۍ
459,Beutel::N,zacskó,کڅوړه
460,Bündel::N,köteg,دسته
461,Tasche::N,táska,بکس
462,Tasche::N,táska,توبره
463,Eimer::N,vödör,سطل
464,Deckel::N,fedő,سرپوښ
465,Deckel::N,fedél,سرپوښ
466,Geschirr::N,edény,لوښی
467,Sack::N,zsák,جوال
468,Tasse::N,csésze,پیاله
469,Topf::N,fazék,دېګی
470,Kessel::N,üst,دېګ
471,Kessel::N,bogrács,دېګ
472,Essen::N,evés,خوراک
473,Essen::N,étkezés,خوراک
474,Nahrung::N,ennivaló,خوراک
475,Speise::N,étel,خواړه
476,Fleisch::N,hús,غوښه
477,Getreide::N,gabona,غله
478,Brei::N,pép,اوګره
479,Brei::N,kása,اوګره
480,Brot::N,kenyér,ډوډۍ
481,Scheibe::N,szelet,مړۍ
482,Fett::N,háj,غوړي
483,Fett::N,zsír,غوړي
484,Butter::N,vaj,کوچ
485,Öl::N,olaj,تېل
486,Salz::N,só,مالګه
487,Suppe::N,leves,شوربا
488,Honig::N,méz,شات
489,Milch::N,tej,شوده
490,Tee::N,tea,چای
491,Leder::N,bőr,څرمن
492,Wolle::N,gyapjú,پشم
493,Stoff::N,szövet,ټوټه
494,Nadel::N,tű,ستن
495,Faden::N,fonál,تار
496,Knopf::N,gomb,تڼۍ
497,Knopf::N,gomb,تکمه
498,Knoten::N,csomó,غوټه
499,Farbe::N,szín,رنګ
500,Farbe::N,festék,رنګ
501,Kleidung::N,ruha,کالي
502,Kleidung::N,ruházat,کالي
503,Hemd::N,ing,کميس
504,Kragen::N,gallér,غاړه
505,Ärmel::N,ujj,لستوڼی
506,Hose::N,gatya,پطلون
507,Hose::N,nadrág,پطلون
508,Gürtel::N,öv,کمربند
509,Mütze::N,sapka,خولۍ
510,Schuh::N,cipő,بوټ
511,Stiefel::N,csizma,موزه
512,Ring::N,gyűrű,ګوته
513,Band::N,szalag,فيته
514,Kamm::N,fésű,ګمنځ
515,Spiegel::N,tükör,ایینه
516,Spiegel::N,tükör,هنداره
517,Riemen::N,szíj,تسمه
518,Schnur::N,zsinór,مزی
519,Leine::N,póráz,رسۍ
520,Decke::N,takaró,بړستن
521,Kissen::N,párna,بالښت
522,Tuch::N,kendő,ټیکری
523,Handtuch::N,törülköző,دسمال
524,Kraft::N,erő,زور
525,Kraft::N,erő,توان
526,Stärke::N,erő,قوت
527,Stärke::N,erősség,قوت
528,Gesundheit::N,egészség,صحت
529,Gesundheit::N,egészség,روغتیا
530,Krankheit::N,kór,مرض
531,Krankheit::N,kór,ناروغي
532,Krankheit::N,betegség,مرض
533,Krankheit::N,betegség,ناروغي
534,Schmerz::N,fájdalom,درد
535,Wunde::N,seb,ټپ
536,Wunde::N,seb,زخم
537,Fieber::N,láz,تبه
538,Arznei::N,orvosság,دوا
539,Arznei::N,orvosság,دارو
540,Arznei::N,gyógyszer,دوا
541,Arznei::N,gyógyszer,دارو
542,Brücke::N,híd,پول
543,Brunnen::N,kút,څاه
544,Brunnen::N,kút,کوهی
545,Weide::N,legelő,وله
546,Pfad::N,ösvény,تړه
547,Weg::N,út,لیار
548,Straße::N,út,سړک
549,Dorf::N,falu,کلی
550,Stadt::N,város,ښار
551,Brief::N,levél,لیک
552,Brief::N,levél,مکتوب
553,Buch::N,könyv,کتاب
554,Buchstabe::N,betű,حرف
555,Buchstabe::N,betű,توری
556,Zeitung::N,újság,اخبار
557,Zeitung::N,hírlap,اخبار
558,Leben::N,élet,ژوند
559,Tod::N,halál,مرګ
560,Tod::N,halál,مړینه
561,Grab::N,sír,قبر
562,Grab::N,sír,ډورۍ
563,Kirche::N,templom,کلیسا
564,Sünde::N,bűn,ګناه
565,Sünde::N,vétek,ګناه
566,Gott::N,isten,خدای
567,Arbeiter::N,munkás,کاریګر
568,Chef::N,főnök,آمر
569,Meister::N,mester,استاد
570,Arzt::N,orvos,طبیب
571,Arzt::N,orvos,ډاکټر
572,Lehrer::N,tanár,معلم
573,Lehrer::N,tanár,ښوونکی
574,Lehrer::N,tanító,معلم
575,Lehrer::N,tanító,ښوونکی
576,Geld::N,pénz,پیسې
577,Geschäft::N,üzlet,سوداګري
578,Laden::N,bolt,دکان
579,Laden::N,bolt,مغازه
580,Preis::N,ár,بیه
581,Ware::N,áru,مال
582,Nutzen::N,haszon,ګټه
583,Reichtum::N,gazdagság,شتمني
584,Welt::N,világ,نړۍ
585,Welt::N,világ,دنیا
586,Land::N,ország,هېواد
587,Staat::N,állam,دولت
588,König::N,király,باچا
589,König::N,király,پادشاه
590,Macht::N,hatalom,قدرت
591,Grenze::N,határ,حد
592,Grenze::N,határ,سرحد
593,Krieg::N,háború,جګړه
594,Feind::N,ellenség,دښمن
595,Gewalt::N,erőszak,زور
596,Gewalt::N,erőszak,تشدد
597,Kampf::N,harc,جنګ
598,Kampf::N,harc,مبارزه
599,Bogen[Waffe]::N,íj,لیندۍ
600,Pfeil::N,nyíl,غشی
601,Gewehr::N,puska,ټوپک
602,Gewehr::N,fegyver,ټوپک
603,Fehler::N,hiba,خطا
604,Fehler::N,hiba,غلطي
605,Lüge::N,hazugság,دروغ
606,Schaden::N,kár,زیان
607,Schaden::N,kár,تاوان
608,Unglück::N,csapás,بدبختي
609,Unglück::N,balszerencse,بدبختي
610,Schuld::N,bűn,ګناه
611,Alter::N,kor,منګ
612,Schluss::N,vég,اخر
613,Schluss::N,befejezés,اخر
614,Zeit::N,idő,وخت
615,Tag::N,nap,ورځ
616,Morgen::N,reggel,سبا
617,Morgen::N,reggel,سهار
618,Mittag::N,dél,غرمه
619,Abend::N,este,ماښام
620,Nacht::N,éj,شپه
621,Nacht::N,éjszaka,شپه
622,Woche::N,hét,اونۍ
623,Monat::N,hó,مياشت
624,Monat::N,hónap,مياشت
625,Jahr::N,év,کال
626,Frühling::N,tavasz,پسرلی
627,Sommer::N,nyár,دوبی
628,Herbst::N,ősz,منی
629,Herbst::N,ősz,خزان
630,Winter::N,tél,ژمی
631,Januar::N,január,جنوري
632,Februar::N,február,فبروري
633,März::N,március,مارچ
634,April::N,április,اپریل
635,Mai::N,május,مې
636,Juni::N,június,جون
637,Juli::N,július,جولای
638,August::N,augusztus,اګست
639,September::N,szeptember,سپټامبر
640,Oktober::N,október,اکتوبر
641,November::N,november,نومبر
642,Dezember::N,december,دسمبر
643,Montag::N,hétfő,دوشنبه
644,Dienstag::N,kedd,سه شنبه
645,Mittwoch::N,szerda,چارشنبه
646,Donnerstag::N,csütörtök,پنجشنبه
647,Freitag::N,péntek,جمعه
648,Samstag::N,szombat,خالي
649,Sonntag::N,vasárnap,یکشنبه
650,groß::A,nagy,لوی
651,klein::A,pici,وړوکی
652,klein::A,kicsi,وړوکی
653,lang::A,hosszú,اوړد
654,kurz::A,rövid,لنډ
655,breit::A,széles,پراخه
656,schmal::A,keskeny,تنګ
657,dicht::A,sűrű,ګڼ
658,dick[Gegenstand]::A,vastag,پنډ
659,dünn::A,vékony,نری
660,fein::A,vékony,نازک
661,fest::A,szilárd,کلک
662,fest::A,szilárd,ټینګ
663,flach::A,sík,هوار
664,flach::A,lapos,هوار
665,glatt::A,sima,ښوی
666,hart::A,kemény,کلک
667,weich::A,puha,نرم
668,weich::A,puha,پوست
669,rund::A,kerek,ګرد
670,spitz::A,hegyes,تېره
671,scharf::A,éles,تېز
672,scharf::A,éles,تېره
673,stumpf::A,tompa,پڅ
674,stumpf::A,életlen,پڅ
675,schwer::A,nehéz,دروند
676,schwer::A,súlyos,دروند
677,schön::A,szép,ښکلی
678,heiß::A,forró,تود
679,warm::A,meleg,تود
680,kalt::A,hideg,ېخ
681,kalt::A,hideg,سوړ
682,kühl::A,hűs,ېخ
683,kühl::A,hűs,سوړ
684,kühl::A,hűvös,ېخ
685,kühl::A,hűvös,سوړ
686,frisch::A,üde,تازه
687,frisch::A,friss,تازه
688,feucht::A,nedves,مرطوب
689,nass::A,vizes,لوند
690,trocken::A,száraz,وچ
691,voll::A,telt,ډک
692,leer::A,üres,خالی
693,offen::A,nyílt,خلاص
694,offen::A,nyílt,پرانیستی
695,offen::A,nyitott,خلاص
696,offen::A,nyitott,پرانیستی
697,geschlossen::A,zárt,تړلی
698,geschlossen::A,csukott,تړلی
699,sauber::A,tiszta,پاک
700,schmutzig::A,piszkos,چټل
701,schmutzig::A,szennyes,چټل
702,roh::A,nyers,خام
703,reif::A,érett,پوخ
704,reif::A,érett,رسېدلی
705,lecker::A,finom,خوندور
706,lecker::A,finom,مزه دار
707,süß::A,édes,خوږ
708,süß::A,édes,شیرین
709,bitter::A,keserű,تریخ
710,sauer::A,savanyú,ټاک
711,sauer::A,savanyú,تريو
712,hell::A,világos,روڼ
713,hell::A,világos,روښان
714,dunkel::A,sötét,تیاره
715,schwarz::A,fekete,تور
716,weiß::A,fehér,سپين
717,rot::A,vörös,سور
718,gelb::A,sárga,زېړ
719,blau::A,kék,شین
720,blau::A,kék,اسماني رنګه
721,grün::A,zöld,زرغون
722,grau::A,ősz,خړ
723,grau::A,szürke,خړ
724,bunt::A,tarka,رنګارنګ
725,bunt::A,színes,رنګارنګ
726,billig::A,olcsó,ارزان
727,teuer::A,drága,ګران
728,wertvoll::A,értékes,قیمتي
729,blind::A,vak,ړوند
730,taub::A,süket,کوڼ
731,kräftig::A,erős,قوی
732,stark::A,erős,قوی
733,stark::A,erős,تکړه
734,schwach::A,gyenge,ضعیف
735,schwach::A,gyenge,کمزوری
736,schwach::A,erőtlen,ضعیف
737,schwach::A,erőtlen,کمزوری
738,fett::A,hájas,چاغ
739,schlank::A,karcsú,خوش اندام
740,hübsch::A,csinos,ښکلی
741,hübsch::A,csinos,ښایسته
742,böse::A,rossz,شریر
743,böse::A,rossz,قهرناک
744,böse::A,gonosz,شریر
745,böse::A,gonosz,قهرناک
746,dumm::A,buta,احمق
747,dumm::A,ostoba,احمق
748,faul::A,lusta,لټ
749,faul::A,lusta,تنبل
750,fleißig::A,szorgalmas,زحمت کښ
751,geizig::A,fukar,بخیل
752,geizig::A,fösvény,بخیل
753,klug::A,okos,عاقل
754,klug::A,okos,هوښیار
755,klug::A,eszes,عاقل
756,klug::A,eszes,هوښیار
757,geschickt::A,ügyes,ماهر
758,lieb::A,drága,عزیز
759,lieb::A,drága,محبوب
760,lieb::A,kedves,عزیز
761,lieb::A,kedves,محبوب
762,lustig::A,víg,خوشحال
763,lustig::A,vidám,خوشحال
764,sanft::A,enyhe,پوست
765,sanft::A,enyhe,ملایم
766,hungrig::A,éhes,وږی
767,krank::A,beteg,مريض
768,krank::A,beteg,ناروغ
769,nackt::A,csupasz,لوڅ
770,nackt::A,meztelen,لوڅ
771,traurig::A,bús,غمجن
772,traurig::A,szomorú,غمجن
773,lebendig::A,élő,ژوندی
774,gut::A,jó,ښه
775,schlecht::A,rossz,بد
776,schlecht::A,rossz,خراب
777,richtig::A,helyes,سم
778,richtig::A,helyes,صحیح
779,schlimm::A,rossz,بد
780,schlimm::A,rossz,مخوف
781,wahr::A,igaz,واقعي
782,alt::A,ó,زوړ
783,alt::A,régi,زوړ
784,neu::A,új,نوی
785,ehemalig::A,volt,پخوانی
786,ehemalig::A,egykori,پخوانی
787,alt[Lebewesen]::A,öreg,زوړ
788,jung::A,fiatal,ځوان
789,arm::A,szegény,غریب
790,arm::A,szegény,بې وزله
791,reich::A,gazdag,شتمن
792,reich::A,gazdag,دولتمند
793,bekannt::A,ismert,اشنا
794,bekannt::A,ismeretes,اشنا
795,berühmt::A,híres,مشهور
796,fremd::A,idegen,پردی
797,fremd::A,idegen,بېګانه
798,verschieden::A,különböző,مختلف
799,nah::A,közeli,نژدې
800,fern::A,távoli,لیری
801,linker::A,bal,چپ
802,linker::A,bal,کیڼ
803,rechter::A,jobb,ښی
804,anderer::A,más,بل
805,anderer::A,másik,بل
806,erster::A,első,لومړی
807,zweiter::A,második,دوهم
808,dritter::A,harmadik,درېم
809,letzter::A,utolsó,آخرنی
