,Concept_ID,se,os
84,Schnurrbart::N,о̄а̄бпан,рихи
85,Bart::N,skaavtja,зачъе
86,Bart::N,skaavtjoe,зачъе
87,Bart::N,skávttjá,зачъе
88,Bart::N,seamu,зачъе
89,Bart::N,siämu,зачъе
90,Bart::N,seäm,зачъе
91,Bart::N,ся̄м,зачъе
92,Kinn::N,gaejpie,роцъо
93,Kinn::N,gájbbe,роцъо
94,Kinn::N,gáibi,роцъо
95,Kinn::N,käibi,роцъо
96,Kinn::N,käi´bb,роцъо
97,Kinn::N,ка̄ййп,роцъо
98,Kiefer[Anatomie]::N,gaejpie,ӕфсӕр
99,Kiefer[Anatomie]::N,oalol,ӕфсӕр
100,Kiefer[Anatomie]::N,oaloldákte,ӕфсӕр
101,Kiefer[Anatomie]::N,gáibi,ӕфсӕр
102,Kiefer[Anatomie]::N,uá'lultähti,ӕфсӕр
103,Kiefer[Anatomie]::N,vuâl'lõš,ӕфсӕр
104,Kiefer[Anatomie]::N,вуаллнешш,ӕфсӕр
105,Kehle::N,gealoe,хъуыр
106,Kehle::N,tjåttå,хъуыр
107,Kehle::N,njiello,хъуыр
108,Kehle::N,čotta,хъуыр
109,Kehle::N,čuudâ,хъуыр
110,Kehle::N,čoodd,хъуыр
111,Kehle::N,чонт,хъуыр
112,Kehle::N,кэ̄ҏс,хъуыр
113,Hals::N,tjeapohke,къубал
114,Hals::N,tjiebet,къубал
115,Hals::N,čeabet,къубал
116,Hals::N,čiäppát,къубал
117,Hals::N,čeäppat,къубал
118,Hals::N,ча̄пэх,къубал
119,Genick::N,tjovrese,къӕбут
120,Genick::N,nisske,къӕбут
121,Genick::N,niehkki,къӕбут
122,Genick::N,niski,къӕбут
123,Genick::N,niek'ki,къӕбут
124,Genick::N,nji´šǩǩmaadd,къӕбут
125,Genick::N,нышшькмоант,къӕбут
126,Kopf::N,åejjie,сӕр
127,Kopf::N,oajvve,сӕр
128,Kopf::N,oaivi,сӕр
129,Kopf::N,uái'vi,сӕр
130,Kopf::N,vuei´vv,сӕр
131,Kopf::N,вуэййв,сӕр
132,Rücken::N,rudtje,фӕсонтӕ
133,Rücken::N,hárddo,фӕсонтӕ
134,Rücken::N,tjavelk,фӕсонтӕ
135,Rücken::N,sealgi,фӕсонтӕ
136,Rücken::N,selgi,фӕсонтӕ
137,Rücken::N,čielgi,фӕсонтӕ
138,Rücken::N,seä´lǧǧ,фӕсонтӕ
139,Rücken::N,се̄лльк,фӕсонтӕ
140,Bauch::N,tjåejjie,гуыбын
141,Bauch::N,tjoajvve,гуыбын
142,Bauch::N,čoavji,гуыбын
143,Bauch::N,čuáv'ji,гуыбын
144,Bauch::N,čåu´jj,гуыбын
145,Bauch::N,чо̄ввьй,гуыбын
146,Nabel::N,naepie,бикъ
147,Nabel::N,náhpe,бикъ
148,Nabel::N,náhpi,бикъ
149,Nabel::N,nääpi,бикъ
150,Nabel::N,nää´pp,бикъ
151,Nabel::N,на̄бпь,бикъ
152,Busen::N,boenge,дзидзи
153,Busen::N,bållå,дзидзи
154,Busen::N,čižži,дзидзи
155,Busen::N,njamma,дзидзи
156,Busen::N,njižže,дзидзи
157,Busen::N,nje´ǯǯ,дзидзи
158,Busen::N,раннҍт,дзидзи
159,Brust::N,mïelke,риу
160,Brust::N,radde,риу
161,Brust::N,mielgga,риу
162,Brust::N,raddi,риу
163,Brust::N,radde,риу
164,Brust::N,râ´dd,риу
165,Brust::N,раннҍт,риу
166,Schulter::N,åelkie,уӕхск
167,Schulter::N,oalgge,уӕхск
168,Schulter::N,hárdu,уӕхск
169,Schulter::N,ärdee,уӕхск
170,Schulter::N,uál'gi,уӕхск
171,Schulter::N,a´rddi,уӕхск
172,Schulter::N,vuä´lǧǧ,уӕхск
173,Schulter::N,вуэллык,уӕхск
174,Arm::N,gïete,цонг
175,Arm::N,giehta,цонг
176,Arm::N,giehta,цонг
177,Arm::N,kietâ,цонг
178,Arm::N,kie'tâkaaṿâ,цонг
179,Arm::N,ǩiõtt,цонг
180,Arm::N,кӣдт,цонг
181,Ellenbogen::N,gernjere,рæмбын
182,Ellenbogen::N,garŋŋel,рæмбын
183,Ellenbogen::N,gargŋil,рæмбын
184,Ellenbogen::N,käŋŋir,рæмбын
185,Ellenbogen::N,kõõnjâr,рæмбын
186,Ellenbogen::N,карьнэль,рæмбын
187,Hand::N,gïete,къух
188,Hand::N,giehta,къух
189,Hand::N,giehta,къух
190,Hand::N,kietâ,къух
191,Hand::N,ǩiõtt,къух
192,Hand::N,кӣдт,къух
193,Handfläche::N,gïeten-låapoe,армытъӕпӕн
194,Handfläche::N,giehtavuodo,армытъӕпӕн
195,Handfläche::N,tjårmmåvuodo,армытъӕпӕн
196,Handfläche::N,giehtaloahpu,армытъӕпӕн
197,Handfläche::N,kiämád,армытъӕпӕн
198,Handfläche::N,kuámmir,армытъӕпӕн
199,Handfläche::N,kuä´m'mer,армытъӕпӕн
200,Handfläche::N,ǩiõttǩeä´m'men,армытъӕпӕн
201,Handfläche::N,ко̄а̄ллдэгк,армытъӕпӕн
202,Handfläche::N,кӣдткоалдэгк,армытъӕпӕн
203,Finger::N,soerme,ӕнруылдз
204,Finger::N,tjuvdde,ӕнруылдз
205,Finger::N,suorbma,ӕнруылдз
206,Finger::N,čuvde,ӕнруылдз
207,Finger::N,suor'mâ,ӕнруылдз
208,Finger::N,suõrmm,ӕнруылдз
209,Finger::N,це̄ххп,ӕнруылдз
210,Fingernagel::N,gadtse,ных
211,Fingernagel::N,guehpere,ных
212,Fingernagel::N,gadtsa,ных
213,Fingernagel::N,gazza,ных
214,Fingernagel::N,kozzâ,ных
215,Fingernagel::N,kõʒʒ,ных
216,Fingernagel::N,кэ̄ннц,ных
217,Nagel[Anatomie]::N,gadtse,ных
218,Nagel[Anatomie]::N,guehpere,ных
219,Nagel[Anatomie]::N,gadtsa,ных
220,Nagel[Anatomie]::N,gazza,ных
221,Nagel[Anatomie]::N,kozzâ,ных
222,Nagel[Anatomie]::N,kõʒʒ,ных
223,Nagel[Anatomie]::N,кэ̄ннц,ных
224,Zeh::N,tjiehtjere,къух
225,Zeh::N,juolggetjuvdde,къух
226,Zeh::N,juolgesuorbma,къух
227,Zeh::N,jyel'gisuor'mâ,къух
228,Zeh::N,jue´lǧǧsuõrmm,къух
229,Zeh::N,ю̄лльк-це̄һп,къух
230,Fuß::N,juelkie,фад
231,Fuß::N,juolgge,фад
232,Fuß::N,juolgi,фад
233,Fuß::N,jyel'gi,фад
234,Fuß::N,jue´lǧǧ,фад
235,Fuß::N,ла̄бпь,фад
236,Ferse::N,båetskie,зӕвӕт
237,Ferse::N,boasske,зӕвӕт
238,Ferse::N,šušmi,зӕвӕт
239,Ferse::N,šušme,зӕвӕт
240,Ferse::N,jue´lǧǧkädd,зӕвӕт
241,Ferse::N,ка̄ннт,зӕвӕт
242,Knie::N,boelve,уӕраг
243,Knie::N,buolvva,уӕраг
244,Knie::N,čibbi,уӕраг
245,Knie::N,veaŋki,уӕраг
246,Knie::N,iidâ,уӕраг
247,Knie::N,puõlvv,уӕраг
248,Knie::N,пуллв,уӕраг
249,Oberschenkel::N,ruaksja,агъд
250,Oberschenkel::N,tjibbe,агъд
251,Oberschenkel::N,gassaváhkká,агъд
252,Oberschenkel::N,badjeváhkáa,агъд
253,Oberschenkel::N,čuár'bpeeḷi,агъд
254,Oberschenkel::N,če´bb,агъд
255,Oberschenkel::N,чуаррбе̄лль,агъд
256,Bein::N,juelkie,зӕнг
257,Bein::N,juolgge,зӕнг
258,Bein::N,juolgi,зӕнг
259,Bein::N,jyel'gi,зӕнг
260,Bein::N,jue´lǧǧ,зӕнг
261,Bein::N,ю̄лльк,зӕнг
262,Körper::N,kråahpe,буар
263,Körper::N,rumáj,буар
264,Körper::N,rumaš,буар
265,Körper::N,ruumâš,буар
266,Körper::N,rå´pp,буар
267,Körper::N,лышшьк,буар
268,Körper::N,роаӈӈьк,буар
269,Haut::N,njaltja,царм
270,Haut::N,lijkke,царм
271,Haut::N,tjuobma,царм
272,Haut::N,liiki,царм
273,Haut::N,liške,царм
274,Haut::N,le´šǩǩ,царм
275,Haut::N,лышшьк,царм
276,Blut::N,vïrre,туг
277,Blut::N,maelie,туг
278,Blut::N,varra,туг
279,Blut::N,varra,туг
280,Blut::N,vorrâ,туг
281,Blut::N,võrr,туг
282,Blut::N,вэ̄рр,туг
283,Ader::N,åerie,дадзин
284,Ader::N,åerie,тугдадзин
285,Ader::N,aajroe,дадзин
286,Ader::N,aajroe,тугдадзин
287,Ader::N,suodna,дадзин
288,Ader::N,suodna,тугдадзин
289,Ader::N,varrasuotna,дадзин
290,Ader::N,varrasuotna,тугдадзин
291,Ader::N,suoṇâ,дадзин
292,Ader::N,suoṇâ,тугдадзин
293,Ader::N,suõnn,дадзин
294,Ader::N,suõnn,тугдадзин
295,Ader::N,сӯнн,дадзин
296,Ader::N,сӯнн,тугдадзин
297,Sehne::N,soene,хъиутæ
298,Sehne::N,soene,нуар
299,Sehne::N,gåårtenje,хъиутæ
300,Sehne::N,gåårtenje,нуар
301,Sehne::N,suodna,хъиутæ
302,Sehne::N,suodna,нуар
303,Sehne::N,suotna,хъиутæ
304,Sehne::N,suotna,нуар
305,Sehne::N,suoṇâ,хъиутæ
306,Sehne::N,suoṇâ,нуар
307,Sehne::N,suõnn,хъиутæ
308,Sehne::N,suõnn,нуар
309,Sehne::N,сӯнн,хъиутæ
310,Sehne::N,сӯнн,нуар
311,Knochen::N,måara,стӕг
312,Knochen::N,måaroe,стӕг
313,Knochen::N,dákte,стӕг
314,Knochen::N,dákti,стӕг
315,Knochen::N,tähti,стӕг
316,Knochen::N,tä´htt,стӕг
317,Knochen::N,та̄ххт,стӕг
318,Knochen::N,та̄ффьт,стӕг
319,Gehirn::N,aajla,магъз
320,Gehirn::N,vuojŋam,магъз
321,Gehirn::N,vuoigŋašat,магъз
322,Gehirn::N,vuoi'ŋâšeh,магъз
323,Gehirn::N,vuo'ivâšneh,магъз
324,Gehirn::N,vuõivâšn,магъз
325,Gehirn::N,вуэййвэшна,магъз
326,Herz::N,vaajmoe,зӕрдӕ
327,Herz::N,tsåhke,зӕрдӕ
328,Herz::N,váibmu,зӕрдӕ
329,Herz::N,váimu,зӕрдӕ
330,Herz::N,čââ´đ,зӕрдӕ
331,Herz::N,кӯттҌк,зӕрдӕ
332,Magen::N,tjåejjie,ахсӕн
333,Magen::N,tjoajvve,ахсӕн
334,Magen::N,čoavji,ахсӕн
335,Magen::N,čuáv'ji,ахсӕн
336,Magen::N,čåu´jj,ахсӕн
337,Magen::N,чо̄ввьй,ахсӕн
338,Leber::N,mueksie,игæр
339,Leber::N,librre,игæр
340,Leber::N,vuoivvas,игæр
341,Leber::N,vuoivâs,игæр
342,Leber::N,vuõivâs,игæр
343,Leber::N,вуйвас,игæр
344,Atem::N,voejngehtasse,улӕфт
345,Atem::N,båssånis,улӕфт
346,Atem::N,vuojŋadahka,улӕфт
347,Atem::N,vuoiŋŋahat,улӕфт
348,Atem::N,vuo'iŋâstim,улӕфт
349,Atem::N,jiõg'g,улӕфт
350,Atem::N,вӯйнас,улӕфт
351,Atem::N,вӯййнмушш,улӕфт
352,Hunger::N,nielkie,стонг
353,Hunger::N,nielgge,стонг
354,Hunger::N,nealgi,стонг
355,Hunger::N,nelgi,стонг
356,Hunger::N,neä´lǧǧ,стонг
357,Hunger::N,не̄лльк,стонг
358,Träne::N,gïknjele,цæссыг
359,Träne::N,ganjál,цæссыг
360,Träne::N,ganjal,цæссыг
361,Träne::N,koonjâl,цæссыг
362,Träne::N,kõõnjâl,цæссыг
363,Träne::N,кэ̄нял,цæссыг
364,Geschmack::N,aelmie,ад
365,Geschmack::N,muosse,ад
366,Geschmack::N,smáhkka,ад
367,Geschmack::N,máhku,ад
368,Geschmack::N,smáhkka,ад
369,Geschmack::N,mááhu,ад
370,Geschmack::N,smakkâ,ад
371,Geschmack::N,njõõd,ад
372,Geschmack::N,smääkk,ад
373,Geschmack::N,ня̄лльк,ад
374,Geruch::N,haaje,смаг
375,Geruch::N,habjja,смаг
376,Geruch::N,hádja,смаг
377,Geruch::N,opsâ,смаг
378,Geruch::N,haajâ,смаг
379,Geruch::N,õpss,смаг
380,Geruch::N,haajj,смаг
381,Geruch::N,апс,смаг
382,Geruch::N,лэ̄гк,смаг
383,Schlaf::N,nahkerh,хуыссӕг
384,Schlaf::N,nager,хуыссӕг
385,Schlaf::N,oados,хуыссӕг
386,Schlaf::N,nagir,хуыссӕг
387,Schlaf::N,naṿer,хуыссӕг
388,Schlaf::N,nââ´er,хуыссӕг
389,Schlaf::N,нагерь,хуыссӕг
390,Traum::N,nahkere,фын
391,Traum::N,niehko,фын
392,Traum::N,niehku,фын
393,Traum::N,naṿer,фын
394,Traum::N,nââ´er,фын
395,Traum::N,нагерь,фын
396,Himmel::N,elmie,арв
397,Himmel::N,elmie,уӕларв
398,Himmel::N,almme,арв
399,Himmel::N,almme,уӕларв
400,Himmel::N,albmi,арв
401,Himmel::N,albmi,уӕларв
402,Himmel::N,alme,арв
403,Himmel::N,alme,уӕларв
404,Himmel::N,â´lmm,арв
405,Himmel::N,â´lmm,уӕларв
406,Himmel::N,алльм,арв
407,Himmel::N,алльм,уӕларв
408,Sonne::N,biejjie,хур
409,Sonne::N,bæjvásj,хур
410,Sonne::N,beaivváš,хур
411,Sonne::N,peivi,хур
412,Sonne::N,piäiváš,хур
413,Sonne::N,pei´vv,хур
414,Sonne::N,пе̄ййв,хур
415,Mond::N,aske,мӕй
416,Mond::N,mánno,мӕй
417,Mond::N,mánnu,мӕй
418,Mond::N,máánu,мӕй
419,Mond::N,mään,мӕй
420,Mond::N,ма̄нн,мӕй
421,Stern::N,daasta,стъалы
422,Stern::N,naestie,стъалы
423,Stern::N,násste,стъалы
424,Stern::N,násti,стъалы
425,Stern::N,täsni,стъалы
426,Stern::N,tä´snn,стъалы
427,Stern::N,та̄ссьт,стъалы
428,Luft::N,elmie,уӕлдӕф
429,Luft::N,ájmmo,уӕлдӕф
430,Luft::N,áibmu,уӕлдӕф
431,Luft::N,áimu,уӕлдӕф
432,Luft::N,šõŋŋ,уӕлдӕф
433,Luft::N,вӯйнас,уӕлдӕф
434,Wind::N,bïegke,дымгӕ
435,Wind::N,biegga,дымгӕ
436,Wind::N,biegga,дымгӕ
437,Wind::N,pieg'gâ,дымгӕ
438,Wind::N,piõg'g,дымгӕ
439,Wind::N,пӣӈӈк,дымгӕ
440,Welle::N,baaroe,уылӕн
441,Welle::N,bárro,уылӕн
442,Welle::N,bárru,уылӕн
443,Welle::N,pááṛu,уылӕн
444,Welle::N,päärr,уылӕн
445,Welle::N,нэ̄ммп,уылӕн
446,Wasser::N,tjaetsie,дон
447,Wasser::N,tjáhtje,дон
448,Wasser::N,čáhci,дон
449,Wasser::N,čääci,дон
450,Wasser::N,čää´cc,дон
451,Wasser::N,ча̄дзь,дон
452,Stein::N,gierkie,дур
453,Stein::N,giergge,дур
454,Stein::N,geađgi,дур
455,Stein::N,keđgi,дур
456,Stein::N,ǩeä´dǧǧ,дур
457,Stein::N,ке̄ддҌк,дур
458,Boden::N,betnie,зӕхх
459,Boden::N,ednam,зӕхх
460,Boden::N,bodni,зӕхх
461,Boden::N,vuođđu,зӕхх
462,Boden::N,ponne,зӕхх
463,Boden::N,vuáđ̣u,зӕхх
464,Boden::N,vuâđđ,зӕхх
465,Boden::N,лаввьн,зӕхх
466,Boden::N,е̄ммьне,зӕхх
467,Erde::N,jåarta,сыджыт
468,Erde::N,mueltie,сыджыт
469,Erde::N,ednam,сыджыт
470,Erde::N,mållde,сыджыт
471,Erde::N,eana,сыджыт
472,Erde::N,eennâm,сыджыт
473,Erde::N,mädd,сыджыт
474,Erde::N,jânnam,сыджыт
475,Erde::N,е̄ммьне,сыджыт
476,Staub::N,heblie,рыг
477,Staub::N,tsumhtsie,рыг
478,Staub::N,dubme,рыг
479,Staub::N,dopmu,рыг
480,Staub::N,kovjâ,рыг
481,Staub::N,põõ´l,рыг
482,Staub::N,кэ̄ббьй,рыг
483,Rauch::N,soeve,фӕздӕг
484,Rauch::N,suovva,фӕздӕг
485,Rauch::N,suovva,фӕздӕг
486,Rauch::N,suoṿâ,фӕздӕг
487,Rauch::N,suõvv,фӕздӕг
488,Rauch::N,сӯвв,фӕздӕг
489,Funke::N,naestie,цӕхӕр
490,Funke::N,tjuonam,цӕхӕр
491,Funke::N,čuotnan,цӕхӕр
492,Funke::N,čuođâlm,цӕхӕр
493,Funke::N,iiskâr,цӕхӕр
494,Funke::N,čuõzzâm,цӕхӕр
495,Funke::N,чӯссэм,цӕхӕр
496,Feuer::N,dålle,зынг
497,Feuer::N,dållå,зынг
498,Feuer::N,dolla,зынг
499,Feuer::N,tullâ,зынг
500,Feuer::N,toll,зынг
501,Feuer::N,то̄лл,зынг
502,Licht::N,tjoevke,рухс
503,Licht::N,tjuovgga,рухс
504,Licht::N,čuovga,рухс
505,Licht::N,čuovggas,рухс
506,Licht::N,čuoṿâ,рухс
507,Licht::N,toll,рухс
508,Licht::N,čuõvv,рухс
509,Licht::N,то̄лл,рухс
510,Schatten::N,skugkie,аууон
511,Schatten::N,soejvene,аууон
512,Schatten::N,irkes,аууон
513,Schatten::N,sieges,аууон
514,Schatten::N,itku,аууон
515,Schatten::N,suoivâ,аууон
516,Schatten::N,õõtt,аууон
517,Schatten::N,ǩeeu´niǩ,аууон
518,Schatten::N,кывьнэхь,аууон
519,Wetter::N,vïerhtse,боныхъӕд
520,Wetter::N,dálkke,боныхъӕд
521,Wetter::N,dálki,боныхъӕд
522,Wetter::N,šoŋŋâ,боныхъӕд
523,Wetter::N,šõŋŋ,боныхъӕд
524,Wetter::N,шэ̄ӈӈ,боныхъӕд
525,Nebel::N,såavla,мигъ
526,Nebel::N,mearhka,мигъ
527,Nebel::N,murkko,мигъ
528,Nebel::N,mierkká,мигъ
529,Nebel::N,mierká,мигъ
530,Nebel::N,miär'kká,мигъ
531,Nebel::N,oṃo,мигъ
532,Nebel::N,sue´lnn,мигъ
533,Nebel::N,цӣгк,мигъ
534,Nebel::N,сулльн,мигъ
535,Wolke::N,balve,ӕврагъ
536,Wolke::N,balvva,ӕврагъ
537,Wolke::N,balva,ӕврагъ
538,Wolke::N,polvâ,ӕврагъ
539,Wolke::N,põlvv,ӕврагъ
540,Wolke::N,пэллв,ӕврагъ
541,Regen::N,ebrie,уарын
542,Regen::N,harvve,уарын
543,Regen::N,arvi,уарын
544,Regen::N,arve,уарын
545,Regen::N,â´brr,уарын
546,Regen::N,аббьр,уарын
547,Schnee::N,lopme,мит
548,Schnee::N,moehtege,мит
549,Schnee::N,muohta,мит
550,Schnee::N,muohta,мит
551,Schnee::N,muotâ,мит
552,Schnee::N,muõtt,мит
553,Schnee::N,вэ̄дз,мит
554,Schnee::N,куэллт,мит
555,Eis::N,jïenge,их
556,Eis::N,jiegŋa,их
557,Eis::N,jiekŋa,их
558,Eis::N,jieŋ̣â,их
559,Eis::N,jiõŋŋ,их
560,Eis::N,ӣӈӈ,их
561,Frost::N,baajkoe,ихæн
562,Frost::N,tjoasskem,ихæн
563,Frost::N,buolaš,ихæн
564,Frost::N,puolâš,ихæн
565,Frost::N,puõlâš,ихæн
566,Frost::N,мӯнь,ихæн
567,Kälte::N,jueskie,уазал
568,Kälte::N,tjåetskeme,уазал
569,Kälte::N,tjoasskem,уазал
570,Kälte::N,čoaskin,уазал
571,Kälte::N,ko'lmâsvuotâ,уазал
572,Kälte::N,ijss,уазал
573,Kälte::N,čuä´cǩǩem,уазал
574,Kälte::N,tuârggnjõs,уазал
575,Kälte::N,кэ̄лмас,уазал
576,Hitze::N,baahke,ӕнтӕф
577,Hitze::N,báhkka,ӕнтӕф
578,Hitze::N,báhkka,ӕнтӕф
579,Hitze::N,pakkâ,ӕнтӕф
580,Hitze::N,kuṃe,ӕнтӕф
581,Hitze::N,paašt,ӕнтӕф
582,Hitze::N,жоарр,ӕнтӕф
583,Raureif::N,jyjse,халас
584,Raureif::N,ridne,халас
585,Raureif::N,goarre,халас
586,Raureif::N,ritni,халас
587,Raureif::N,suhči,халас
588,Raureif::N,riṇe,халас
589,Raureif::N,ай,халас
590,Regenbogen::N,aatjan goengere,арвырон
591,Regenbogen::N,aatjan goengere,арвырдын
592,Regenbogen::N,aatjan joekse,арвырон
593,Regenbogen::N,aatjan joekse,арвырдын
594,Regenbogen::N,ádjájuoksa,арвырон
595,Regenbogen::N,ádjájuoksa,арвырдын
596,Regenbogen::N,arvedávgi,арвырон
597,Regenbogen::N,arvedávgi,арвырдын
598,Regenbogen::N,bajándávgi,арвырон
599,Regenbogen::N,bajándávgi,арвырдын
600,Regenbogen::N,äijihtävgi,арвырон
601,Regenbogen::N,äijihtävgi,арвырдын
602,Regenbogen::N,teârmmazjohss,арвырон
603,Regenbogen::N,teârmmazjohss,арвырдын
604,Regenbogen::N,тӣрмесью̄ккс,арвырон
605,Regenbogen::N,тӣрмесью̄ккс,арвырдын
606,Donner::N,raejrie,æрвнæрын
607,Donner::N,átjek,æрвнæрын
608,Donner::N,átjárájdde,æрвнæрын
609,Donner::N,áddjá,æрвнæрын
610,Donner::N,baján,æрвнæрын
611,Donner::N,juuṛâ,æрвнæрын
612,Donner::N,tie´rmes,æрвнæрын
613,Donner::N,тӣрмесь,æрвнæрын
614,Donner::N,ча̄ркнэгк,æрвнæрын
615,Strömung::N,njuvvie,цыд
616,Strömung::N,ájggedáhpe,цыд
617,Strömung::N,rávdnji,цыд
618,Strömung::N,virde,цыд
619,Strömung::N,ve´rdd,цыд
620,Strömung::N,выррьт,цыд
621,Tropfen::N,gåajhkohts,æртах
622,Tropfen::N,gåjkudis,æртах
623,Tropfen::N,goaikkanas,æртах
624,Tropfen::N,čalme,æртах
625,Tropfen::N,čâ´lmm,æртах
626,Tropfen::N,ча̄лльм,æртах
627,Schaum::N,sapte,фынк
628,Schaum::N,såpptå,фынк
629,Schaum::N,sokta,фынк
630,Schaum::N,suptâ,фынк
631,Schaum::N,soptt,фынк
632,Schaum::N,со̄ппт,фынк
633,Schmutz::N,haaskoe,цъыф
634,Schmutz::N,duolvva,цъыф
635,Schmutz::N,duolva,цъыф
636,Schmutz::N,durdi,цъыф
637,Schmutz::N,stänži,цъыф
638,Schmutz::N,sähss,цъыф
639,Schmutz::N,са̄ккьс,цъыф
640,Schmutz::N,не̄шшь,цъыф
641,See::N,jaevrie,цад
642,See::N,jávrre,цад
643,See::N,jávri,цад
644,See::N,jävri,цад
645,See::N,jâu´rr,цад
646,See::N,я̄ввьр,цад
647,Sumpf::N,pluevie,цъыфдзаст
648,Sumpf::N,áhpe,цъыфдзаст
649,Sumpf::N,sæmssa,цъыфдзаст
650,Sumpf::N,jeaggi,цъыфдзаст
651,Sumpf::N,jeggi,цъыфдзаст
652,Sumpf::N,jeä´ǧ'ǧ,цъыфдзаст
653,Sumpf::N,ла̄ммьп,цъыфдзаст
654,Moor::N,pluevie,цъыфдзаст
655,Moor::N,jiegge,цъыфдзаст
656,Moor::N,suotnju,цъыфдзаст
657,Moor::N,karrii,цъыфдзаст
658,Moor::N,kä´rev,цъыфдзаст
659,Moor::N,veättaǩ,цъыфдзаст
660,Moor::N,ла̄ммьп,цъыфдзаст
661,Wiese::N,ïentje,уыгӕрдӕн
662,Wiese::N,giedde,уыгӕрдӕн
663,Wiese::N,gieddi,уыгӕрдӕн
664,Wiese::N,nijtto,уыгӕрдӕн
665,Wiese::N,пуэшенҍ,уыгӕрдӕн
666,Wald::N,skåake,хъӕд
667,Wald::N,skåajje,хъӕд
668,Wald::N,miehtsie,хъӕд
669,Wald::N,vuovdde,хъӕд
670,Wald::N,miehttse,хъӕд
671,Wald::N,vuovdi,хъӕд
672,Wald::N,meahcci,хъӕд
673,Wald::N,mecci,хъӕд
674,Wald::N,vyemi,хъӕд
675,Wald::N,vue´mm,хъӕд
676,Wald::N,meä´c'c,хъӕд
677,Wald::N,ля̄ммт,хъӕд
678,Hügel::N,deava,обау
679,Hügel::N,deava,къуыбыр
680,Hügel::N,dievvá,обау
681,Hügel::N,dievvá,къуыбыр
682,Hügel::N,dievvá,обау
683,Hügel::N,dievvá,къуыбыр
684,Hügel::N,čummâ,обау
685,Hügel::N,čummâ,къуыбыр
686,Hügel::N,pä´rcc,обау
687,Hügel::N,pä´rcc,къуыбыр
688,Hügel::N,teä´rmm,обау
689,Hügel::N,teä´rmm,къуыбыр
