,Concept_ID,la,nl
849,liegen::V,iacere,liggen
850,hängen::V,pendere,hangen
851,werden::V,fieri,worden
852,passieren::V,accidere,gebeuren
853,beginnen::V,incipere,beginnen
854,enden::V,finem habere,eindigen
855,wechseln::V,mutari,wijzigen
856,wechseln::V,mutari,veranderen
857,aufgehen[Sonne]::V,oriri,opgaan
858,untergehen[Sonne]::V,occidere,ondergaan
859,scheinen[Sonne]::V,lucere,schijnen
860,donnern::V,tonare,donderen
861,wehen::V,flare,waaien
862,strömen::V,fluere,stromen
863,fließen::V,manare,vloeien
864,sich drehen::V,torqueri,draaien
865,sich drehen::V,torqueri,zich draaien
866,schwanken::V,vacillare,wankelen
867,schwingen::V,vibrare,zwieren
868,fallen::V,cadere,vallen
869,brennen::V,ardere,branden
870,rauchen::V,fumare,roken
871,regnen::V,pluere,regenen
872,gefrieren::V,congelari,bevriezen
873,tauen::V,rorare,dooien
874,schmelzen::V,liquescere,smelten
875,trocknen::V,arescere,drogen
876,sieden::V,fervere,koken
877,sieden::V,fervere,zieden
878,faulen::V,putescere,rotten
879,verfaulen::V,putescere,verrotten
880,reißen::V,scindi,scheuren
881,versinken::V,mergi,verzinken
882,vergehen::V,praeterire,vergaan
883,erscheinen::V,apparere,opdagen
884,erscheinen::V,apparere,verschijnen
885,verschwinden::V,discedere,verdwijnen
886,sinken::V,labi,zinken
887,abnehmen::V,deminui,afnemen
888,abnehmen::V,deminui,verminderen
889,zunehmen::V,augeri,toenemen
890,steigen::V,augescere,stijgen
891,steigen::V,augescere,omhooggaan
892,wachsen::V,crescere,groeien
893,glänzen::V,splendere,glanzen
894,glänzen::V,splendere,schitteren
895,funkeln::V,micare,fonkelen
896,lärmen::V,strepere,lawaai maken
897,läuten::V,sonare,luiden
898,klingeln::V,tinnire,bellen
899,klirren::V,crepare,rinkelen
900,brausen::V,saevire,bruisen
901,rauschen::V,crepare,ruisen
902,klingen::V,sonare,klinken
903,bellen::V,latrare,blaffen
904,heulen::V,ululare,huilen
905,blasen::V,flare,blazen
906,pfeifen::V,sibilare,fluiten
907,schreien::V,clamare,gillen
908,schreien::V,clamare,schreeuwen
909,stöhnen::V,gemere,steunen
910,zittern::V,tremere,beven
911,zittern::V,tremere,sidderen
912,zittern::V,trepidare,beven
913,zittern::V,trepidare,sidderen
914,leben::V,vivere,leven
915,geboren werden::V,nasci,geboren worden
916,atmen::V,spirare,ademen
917,trinken::V,bibere,drinken
918,essen::V,edere,eten
919,schlucken::V,devorare,slikken
920,müde werden::V,fatigari,moe worden
921,einschlafen::V,obdormiscere,inslapen
922,schlafen::V,dormire,slapen
923,aufwachen::V,expergisci,ontwaken
924,aufwachen::V,expergisci,wakker worden
925,aufstehen::V,exsurgere,opstaan
926,sich erholen::V,se reficere,zich ontspannen
927,krank werden::V,aegrescere,ziek worden
928,krank sein::V,aegrotare,ziek zijn
929,schmerzen::V,dolere,pijn doen
930,husten::V,tussire,hoesten
931,genesen::V,convalescere,genezen
932,sterben::V,mori,sterven
933,sterben::V,mori,overlijden
934,umkommen::V,perire,omkomen
935,sich bewegen::V,se movere,zich bewegen
936,sich rühren::V,micare,zich verroeren
937,sich erheben::V,surgere,oprijzen
938,sich erheben::V,surgere,verrijzen
939,sich setzen::V,considere,gaan zitten
940,hinfallen::V,cadere,vallen
941,hinfallen::V,cadere,neervallen
942,laufen::V,vadere,lopen
943,schreiten::V,gradi,stappen
944,schreiten::V,gradi,schrijden
945,spazierengehen::V,ambulare,gaan wandelen
946,eilen::V,properare,ijlen
947,eilen::V,properare,haasten
948,sich beeilen::V,festinare,zich haasten
949,sausen::V,currere,stuiven
950,rennen::V,currere,rennen
951,springen::V,salire,springen
952,klettern::V,niti,klimmen
953,klettern::V,niti,klauteren
954,schaukeln::V,oscillare,schommelen
955,kriechen::V,repere,kruipen
956,kriechen::V,serpere,kruipen
957,schwimmen::V,nare,zwemmen
958,schwimmen::V,natare,zwemmen
959,tauchen::V,mergere,duiken
960,rudern::V,remigare,roeien
961,fahren::V,vehi,rijden
962,fliegen::V,volare,vliegen
963,gehen::V,ire,gaan
964,gehen::V,vadere,gaan
965,weggehen::V,abire,weggaan
966,weggehen::V,discedere,weggaan
967,abfahren::V,proficisci,vertrekken
968,anhalten::V,consistere,stoppen
969,anhalten::V,consistere,stilhouden
970,hineingehen::V,inire,ingaan
971,hineingehen::V,inire,binnengaan
972,hineingehen::V,ingredi,ingaan
973,hineingehen::V,ingredi,binnengaan
974,eintreten::V,intrare,binnenkomen
975,kommen::V,venire,komen
976,ankommen::V,advenire,aankomen
977,zurückkommen::V,revenire,terugkomen
978,bleiben::V,manere,blijven
979,warten::V,opperiri,wachten
980,erwarten::V,opperiri,verwachten
981,erwarten::V,expectare,verwachten
982,suchen::V,quaerere,zoeken
983,finden::V,reperire,vinden
984,versuchen::V,conari,proberen
985,versuchen::V,conari,beproeven
986,versuchen::V,temptare,proberen
987,versuchen::V,temptare,beproeven
988,vorbereiten::V,parare,voorbereiden
989,lieben::V,amare,houden van
990,mögen::V,amare,lusten
991,mögen::V,amare,houden van
992,lachen::V,ridere,lachen
993,rühren::V,commovere,roeren
994,weinen::V,flere,huilen
995,weinen::V,flere,schreien
996,schimpfen::V,increpare,kijven
997,schimpfen::V,increpare,schelden
998,sich ärgern::V,indignari,zich ergeren
999,sich fürchten::V,vereri,bang zijn
1000,fürchten::V,timere,vrezen
1001,fliehen::V,fugere,vluchten
1002,flüchten::V,effugere,ontsnappen
1003,flüchten::V,effugere,ontkomen
1004,sehen::V,videre,zien
1005,anschauen::V,aspectare,aankijken
1006,ansehen::V,spectare,aanzien
1007,ansehen::V,spectare,bekijken
1008,hören::V,audire,horen
1009,zuhören::V,auscultare,luisteren
1010,probieren::V,gustare,proeven
1011,riechen::V,olfacere,ruiken
1012,fühlen::V,sentire,voelen
1013,scheinen::V,videri,lijken
1014,zu sehen sein::V,conspici,te zien zijn
1015,vernehmen::V,comperire,vernemen
1016,frieren::V,algere,het koud hebben
1017,tun::V,facere,doen
1018,können::V,posse,kunnen
1019,wollen::V,velle,willen
1020,anfangen::V,incipere,beginnen
1021,anfangen::V,incipere,aanvangen
1022,beenden::V,finire,beëindigen
1023,aufhören::V,desistere,ophouden
1024,gelingen::V,contingere,lukken
1025,gelingen::V,contingere,gelukken
1026,geraten::V,evenire,uitvallen
1027,öffnen::V,aperire,openen
1028,öffnen::V,aperire,opendoen
1029,schließen::V,claudere,sluiten
1030,schließen::V,claudere,dichtdoen
1031,stellen::V,sistere,stellen
1032,stellen::V,sistere,plaatsen
1033,setzen::V,ponere,zetten
1034,setzen::V,ponere,plaatsen
1035,legen::V,ponere,leggen
1036,berühren::V,tangere,aanraken
1037,verbinden::V,iungere,verbinden
1038,bedecken::V,tegere,bedekken
1039,bedecken::V,operire,bedekken
1040,aufhängen::V,suspendere,ophangen
1041,anzünden::V,accendere,aansteken
1042,anzünden::V,inflammare,aansteken
1043,aufheben::V,tollere,oprapen
1044,zurücklassen::V,relinquere,achterlaten
1045,verlieren::V,perdere,verliezen
1046,verlieren::V,amittere,verliezen
1047,fallen lassen::V,dimittere,laten vallen
1048,machen::V,facere,maken
1049,herstellen::V,fabricare,produceren
1050,herstellen::V,fabricare,voortbrengen
1051,bauen::V,construere,bouwen
1052,reparieren::V,reparare,repareren
1053,reparieren::V,reparare,herstellen
1054,verbessern::V,emendare,verbeteren
1055,ändern::V,mutare,wijzigen
1056,ändern::V,mutare,veranderen
1057,graben::V,fodere,graven
1058,beugen::V,flectere,buigen
1059,biegen::V,curvare,buigen
1060,drehen::V,torquere,draaien
1061,wenden::V,vertere,keren
1062,wenden::V,vertere,wenden
1063,umdrehen::V,convertere,omdraaien
1064,heben::V,tollere,heffen
1065,heben::V,tollere,optillen
1066,hochheben::V,levare,tillen
1067,ergreifen::V,capessere,pakken
1068,ergreifen::V,capessere,grijpen
1069,halten::V,tenere,houden
1070,drücken::V,premere,drukken
1071,schieben::V,promovere,duwen
1072,schieben::V,promovere,schuiven
1073,kratzen::V,radere,krassen
1074,lecken::V,lambere,likken
1075,beißen::V,mordere,bijten
1076,abreißen::V,avellere,afrukken
1077,abreißen::V,avellere,afscheuren
1078,abschneiden::V,desecare,afsnijden
1079,binden::V,ligare,binden
1080,stecken::V,inserere,steken
1081,brechen::V,rumpere,breken
1082,klopfen::V,pultare,kloppen
1083,hauen::V,ferire,houwen
1084,kleben::V,agglutinare,plakken
1085,reiben::V,terere,wrijven
1086,streichen::V,oblinere,smeren
1087,schleifen::V,acuere,slijpen
1088,schneiden::V,secare,snijden
1089,rütteln::V,quassare,schudden
1090,schütteln::V,quatere,schudden
1091,schwenken::V,ventilare,wuiven
1092,schwenken::V,ventilare,zwaaien
1093,schütten::V,fundere,gieten
1094,schütten::V,fundere,storten
1095,füllen::V,complere,vullen
1096,einwickeln::V,involvere,inwikkelen
1097,tragen::V,ferre,dragen
1098,tragen::V,portare,dragen
1099,schleppen::V,pertrahere,slepen
1100,ziehen::V,trahere,trekken
1101,aufbewahren::V,asservare,bewaren
1102,werfen::V,iacere,gooien
1103,fangen::V,capere,vangen
1104,packen::V,capessere,pakken
1105,packen::V,capessere,vastpakken
1106,verstecken::V,abdere,verstoppen
1107,teilen::V,partiri,delen
1108,teilen::V,dividere,delen
1109,schicken::V,mittere,sturen
1110,bringen::V,apportare,brengen
1111,hinzufügen::V,addere,toevoegen
1112,bekommen::V,adipisci,verkrijgen
1113,erhalten::V,accipere,krijgen
1114,nehmen::V,sumere,nemen
1115,wählen::V,eligere,kiezen
1116,wählen::V,eligere,verkiezen
1117,auswählen::V,deligere,uitkiezen
1118,bewahren::V,conservare,bewaren
1119,behindern::V,impedire,hinderen
1120,verderben::V,corrumpere,bederven
1121,beschädigen::V,laedere,beschadigen
1122,zerbrechen::V,rumpere,breken
1123,zerbrechen::V,rumpere,stukbreken
1124,zerbrechen::V,frangere,breken
1125,zerbrechen::V,frangere,stukbreken
1126,zerreißen::V,discindere,scheuren
1127,zerreißen::V,discindere,verscheuren
1128,zerstören::V,delere,vernielen
1129,verbrennen::V,urere,branden
1130,verbrennen::V,urere,verbranden
1131,verbrennen::V,cremare,branden
1132,verbrennen::V,cremare,verbranden
1133,geben::V,dare,geven
1134,reichen::V,praebere,reiken
1135,reichen::V,praebere,aanreiken
1136,schenken::V,donare,schenken
1137,schenken::V,largiri,schenken
1138,versprechen::V,polliceri,beloven
1139,versprechen::V,promittere,beloven
1140,loben::V,laudare,loven
1141,loben::V,laudare,prijzen
1142,küssen::V,osculari,kussen
1143,zudecken::V,tegere,toedekken
1144,wecken::V,excitare,wekken
1145,zeigen::V,monstrare,tonen
1146,zeigen::V,monstrare,wijzen
1147,führen::V,ducere,voeren
1148,lehren::V,docere,leren
1149,unterrichten::V,instituere,onderwijzen
1150,aufziehen::V,nutrire,grootbrengen
1151,leiten::V,ducere,leiden
1152,antreiben::V,incitare,aandrijven
1153,lassen::V,iubere,laten
1154,einladen::V,invitare,uitnodigen
1155,vereinigen::V,coniungere,verenigen
1156,besuchen::V,visere,bezoeken
1157,treffen::V,convenire,treffen
1158,treffen::V,convenire,ontmoeten
1159,sich versammeln::V,convenire,zich verzamelen
1160,spielen::V,ludere,spelen
1161,singen::V,cantare,zingen
1162,tanzen::V,saltare,dansen
1163,sich trennen::V,digredi,van elkaar gaan
1164,sich trennen::V,discedere,van elkaar gaan
1165,verlassen::V,deserere,verlaten
1166,verlassen::V,relinquere,verlaten
1167,retten::V,servare,redden
1168,bewachen::V,custodire,bewaken
1169,schützen::V,tueri,beschermen
1170,schützen::V,tutari,beschermen
1171,verteidigen::V,defendere,verdedigen
1172,sich schlagen::V,luctari,knokken
1173,schießen::V,iaculari,schieten
1174,siegen::V,vincere,overwinnen
1175,ärgern::V,irritare,ergeren
1176,schlagen::V,ferire,slaan
1177,treten::V,calcare,trappen
1178,treten::V,calcare,schoppen
1179,stechen::V,pungere,steken
1180,stechen::V,pungere,prikken
1181,stoßen::V,tundere,stoten
1182,stehlen::V,furari,stelen
1183,stören::V,turbare,storen
1184,stören::V,turbare,verstoren
1185,belästigen::V,obtundere,lastig vallen
1186,verbergen::V,celare,verbergen
1187,verbergen::V,occultare,verbergen
1188,täuschen::V,fallere,misleiden
1189,betrügen::V,fraudare,bedriegen
1190,töten::V,necare,doden
1191,töten::V,caedere,doden
1192,wohnen::V,habitare,wonen
1193,arbeiten::V,laborare,werken
1194,sammeln::V,colligere,inzamelen
1195,sammeln::V,colligere,verzamelen
1196,pflücken::V,carpere,plukken
1197,jagen::V,venari,jagen
1198,fischen::V,piscari,vissen
1199,fassen::V,capere,vangen
1200,hüten::V,custodire,hoeden
1201,treiben::V,agere,drijven
1202,anbinden::V,alligare,vastbinden
1203,füttern::V,nutrire,voeren
1204,melken::V,mulgere,melken
1205,hacken::V,findere,hakken
1206,gießen::V,rigare,gieten
1207,reifen::V,maturescere,rijpen
1208,zubereiten::V,apparare,klaarmaken
1209,zubereiten::V,apparare,toebereiden
1210,kochen::V,coquere,koken
1211,backen::V,coquere,bakken
1212,braten::V,torrere,braden
1213,umrühren::V,commovere,omroeren
1214,stricken::V,texere,breien
1215,nähen::V,suere,naaien
1216,färben::V,tingere,verven
1217,färben::V,tingere,kleuren
1218,reinigen::V,purgare,reinigen
1219,waschen::V,lavare,wassen
1220,abwischen::V,abstergere,afvegen
1221,spülen::V,perluere,spoelen
1222,spülen::V,perluere,afwassen
1223,fegen::V,verrere,vegen
1224,kehren::V,purgare,vegen
1225,baden::V,lavari,baden
1226,sich waschen::V,lavari,zich wassen
1227,ausziehen::V,exuere,uittrekken
1228,anziehen::V,induere,aantrekken
1229,sich anziehen::V,vestiri,zich aankleden
1230,kämmen::V,pectere,kammen
1231,schmücken::V,ornare,tooien
1232,schmücken::V,decorare,tooien
1233,sagen::V,dicere,zeggen
1234,sprechen::V,fari,spreken
1235,reden::V,loqui,praten
1236,sich unterhalten::V,colloqui,zich onderhouden
1237,sich unterhalten::V,disputare,zich onderhouden
1238,fragen::V,rogare,vragen
1239,fragen::V,quaerere,vragen
1240,bitten::V,orare,vragen
1241,bitten::V,orare,verzoeken
1242,bitten::V,rogare,vragen
1243,bitten::V,rogare,verzoeken
1244,erzählen::V,narrare,vertellen
1245,mitteilen::V,communicare,meedelen
1246,nennen::V,appellare,noemen
1247,rufen::V,vocare,roepen
1248,prahlen::V,gloriari,pralen
1249,übersetzen::V,vertere,vertalen
1250,denken::V,cogitare,denken
1251,glauben::V,credere,geloven
1252,bemerken::V,animadvertere,bemerken
1253,erkennen::V,cognoscere,herkennen
1254,begreifen::V,comprehendere,begrijpen
1255,verstehen::V,intellegere,verstaan
1256,lernen::V,discere,leren
1257,wissen::V,scire,weten
1258,sich erinnern an::V,meminisse,zich herinneren aan
1259,vergessen::V,oblivisci,vergeten
1260,messen::V,metiri,meten
1261,zählen::V,numerare,tellen
1262,rechnen::V,reri,rekenen
1263,rechnen::V,calculare,rekenen
1264,lesen::V,legere,lezen
1265,malen::V,pingere,schilderen
1266,zeichnen::V,scribere,tekenen
1267,schreiben::V,scribere,schrijven
1268,besitzen::V,possidere,bezitten
1269,kaufen::V,emere,kopen
1270,verkaufen::V,vendere,verkopen
1271,bezahlen::V,pendere,betalen
1272,zahlen::V,solvere,betalen
1273,beherrschen::V,regere,beheersen
1274,beherrschen::V,imperare,beheersen
1275,ertragen::V,tolerare,verdragen
1276,ertragen::V,sustinere,verdragen
1277,wünschen::V,,wensen
1278,wiegen::V,,wiegen
