,Concept_ID,nl,ta
699,von hier::ADV,van hier,இனி
700,von hier::ADV,hiervandaan,இனி
701,dort::ADV,daar,அங்கே
702,dort::ADV,ginds,அங்கே
703,dorthin::ADV,daarheen,அவ்விடத்திற்கு
704,geradeaus::ADV,rechtuit,முன்னாலிருக்கும்
705,geradeaus::ADV,rechtdoor,முன்னாலிருக்கும்
706,vorwärts::ADV,vooruit,முன்புறமாக
707,vorwärts::ADV,voorwaarts,முன்புறமாக
708,rückwärts::ADV,achteruit,பின்னோக்கி
709,rückwärts::ADV,achterwaarts,பின்னோக்கி
710,zurück::ADV,terug,பின்பக்கம்
711,unten::ADV,beneden,கீழாக
712,unten::ADV,onderaan,கீழாக
713,hinab::ADV,omlaag,கீழ் நோக்கி
714,hinab::ADV,naar beneden,கீழ் நோக்கி
715,oben::ADV,boven,மேலே
716,hinauf::ADV,omhoog,மேலே
717,hinauf::ADV,naar boven,மேலே
718,überall::ADV,alom,எல்லா இடத்திலும்
719,überall::ADV,overal,எல்லா இடத்திலும்
720,nicht::ADV,niet,இல்லை
721,ein wenig::ADV,wat,கொஞ்சம்
722,kaum::ADV,amper,அரிதாக
723,kaum::ADV,nauwelijks,அரிதாக
724,sehr::ADV,erg,மிக்க
725,sehr::ADV,zeer,மிக்க
726,so::ADV,zo,மிகவும்
727,noch::ADV,nog,இப்பொழுதும்
728,nur::ADV,maar,மட்டும்
729,nur::ADV,alleen,மட்டும்
730,schon::ADV,al,ஏற்கனவே
731,schon::ADV,reeds,ஏற்கனவே
732,wieder::ADV,weer,மறுபடியும்
733,wieder::ADV,terug,மறுபடியும்
734,vergebens::ADV,vergeefs,வீண்
735,vergebens::ADV,tevergeefs,வீண்
736,vor::PRP,voor,முன்
737,hinter::PRP,achter,பின்பக்கம்
738,unter::PRP,onder,கீழே
739,unter::PRP,beneden,கீழே
740,durch::PRP,door,ஊடே
741,neben::PRP,naast,அடுத்து
742,zwischen::PRP,tussen,இடையில்
743,wegen::PRP,wegens,ஏனெனில்
744,wegen::PRP,vanwege,ஏனெனில்
745,dies::PRN,dit,இது
746,das::PRN,dat,அது
747,alles::PRN,alles,ஒவ்வொன்றும்
748,ich::PRN,ik,நான்
749,du::PRN,je,நீ
750,du::PRN,jij,நீ
751,er::PRN,hij,அவன்
752,wir::PRN,we,நாம்
753,wir::PRN,we,நாங்கள்
754,wir::PRN,wij,நாம்
755,wir::PRN,wij,நாங்கள்
756,ihr::PRN,jullie,நீங்கள்
757,sie::PRN,ze,அவர்கள்
758,sie::PRN,zij,அவர்கள்
759,was::FPRN,wat,என்ன
760,wer::FPRN,wie,யார்
761,wo::FADV,waar,எங்கே
762,wohin::FADV,waarheen,எதற்கு
763,wie::FADV,hoe,எப்படி
764,warum::FADV,waarom,ஏன்
765,wieviel::FNUM,hoeveel,எவ்வளவு
766,eins::NUM,één,ஒன்று
767,zwei::NUM,twee,இரண்டு
768,drei::NUM,drie,மூன்று
769,vier::NUM,vier,நான்கு
770,fünf::NUM,vijf,ஐந்து
771,sechs::NUM,zes,ஆறு
772,sieben::NUM,zeven,ஏழு
773,acht::NUM,acht,எட்டு
774,neun::NUM,negen,ஒன்பது
775,zehn::NUM,tien,பத்து
776,elf::NUM,elf,பதினொன்று
777,zwölf::NUM,twaalf,பன்னிரண்டு
778,zwanzig::NUM,twintig,இருபது
779,dreißig::NUM,dertig,முப்பது
780,vierzig::NUM,veertig,நாற்பது
781,fünfzig::NUM,vijftig,ஐமபது
782,sechzig::NUM,zestig,அறுபது
783,siebzig::NUM,zeventig,எழுபது
784,achtzig::NUM,tachtig,எண்பது
785,neunzig::NUM,negentig,தொன்னூறு
786,hundert::NUM,honderd,நூறு
787,tausend::NUM,duizend,ஆயிரம்
788,und::CNJ,en,மற்றும்
789,oder::CNJ,of,அல்லது
790,stehen::V,staan,நில்
791,sitzen::V,zitten,உட்கார்
792,liegen::V,liggen,படு
793,hängen::V,hangen,தொங்கச் செய்
794,werden::V,worden,ஆகு
795,passieren::V,gebeuren,நிகழ்
796,beginnen::V,beginnen,ஆரம்பி
797,enden::V,eindigen,முடி
798,wechseln::V,wijzigen,மாற்று
799,wechseln::V,veranderen,மாற்று
800,aufgehen[Sonne]::V,opgaan,உயர எழு
801,untergehen[Sonne]::V,ondergaan,பொறுத்து
802,scheinen[Sonne]::V,schijnen,பிரகாசி
803,donnern::V,donderen,இடி
804,wehen::V,waaien,வீசு
805,strömen::V,stromen,பாயதல்
806,fließen::V,vloeien,நீரோட்டம் போக்கில் போ
807,sich drehen::V,draaien,சுழல்
808,sich drehen::V,zich draaien,சுழல்
809,schwanken::V,wankelen,தள்ளாடு
810,schwingen::V,zwieren,ஆடு
811,fallen::V,vallen,விழு
812,brennen::V,branden,எரி
813,rauchen::V,roken,பகை பிடி
814,regnen::V,regenen,மழை பெய்
815,gefrieren::V,bevriezen,உறைந்துவிடு
816,tauen::V,dooien,உருகு
817,schmelzen::V,smelten,உருகு
818,trocknen::V,drogen,உலர்த்து
819,sieden::V,koken,கொதிக்க வை
820,sieden::V,zieden,கொதிக்க வை
821,faulen::V,rotten,அழுகச் செய்
822,verfaulen::V,verrotten,அழுகச் செய்
823,reißen::V,scheuren,திடீரென அறு
824,versinken::V,verzinken,மூழ்கு
825,vergehen::V,vergaan,கடந்துசெல்
826,erscheinen::V,opdagen,தோன்றச்
827,erscheinen::V,verschijnen,தோன்றச்
828,verschwinden::V,verdwijnen,மறைந்து போ
829,sinken::V,zinken,பதைவுறு
830,abnehmen::V,afnemen,குறை
831,abnehmen::V,verminderen,குறை
832,zunehmen::V,toenemen,உயர்த்து
833,steigen::V,stijgen,உயர எழு
834,steigen::V,omhooggaan,உயர எழு
835,wachsen::V,groeien,வளர்
836,glänzen::V,glanzen,மிளிர்
837,glänzen::V,schitteren,மிளிர்
838,funkeln::V,fonkelen,பிரகாசி
839,lärmen::V,lawaai maken,கொம்பு
840,läuten::V,luiden,மணியொலியிசை
841,klingeln::V,bellen,மணி அடி
842,klirren::V,rinkelen,கிலுங்கு
843,brausen::V,bruisen,இரைதல்
844,rauschen::V,ruisen,சலசலப்பு
845,klingen::V,klinken,சிலம்புதல்
846,bellen::V,blaffen,குரை
847,heulen::V,huilen,ஊளையிடு
848,blasen::V,blazen,ஊது
849,pfeifen::V,fluiten,சீழ்க்கை எழப்பு
850,schreien::V,gillen,கூச்சலிடு
851,schreien::V,schreeuwen,கூச்சலிடு
852,stöhnen::V,steunen,வேதனை
853,zittern::V,beven,நடுங்கு
854,zittern::V,sidderen,நடுங்கு
855,leben::V,leven,உயிருடனிரு
856,geboren werden::V,geboren worden,பிற
857,atmen::V,ademen,சுவாசி
858,trinken::V,drinken,குடி
859,essen::V,eten,சாப்பிடு
860,schlucken::V,slikken,முழுங்கு
861,müde werden::V,moe worden,கையயர்தல்
862,einschlafen::V,inslapen,தூங்க
863,schlafen::V,slapen,தூங்கு
864,aufwachen::V,ontwaken,எழுப்பு
865,aufwachen::V,wakker worden,எழுப்பு
866,aufstehen::V,opstaan,எழுந்திரு
867,sich erholen::V,zich ontspannen,இளைப்பாறு
868,krank werden::V,ziek worden,விழுதல்
869,krank sein::V,ziek zijn,நருக்கலாயிருக்க
870,schmerzen::V,pijn doen,நோவுறு
871,husten::V,hoesten,இருமு
872,genesen::V,genezen,குணம் அடை
873,sterben::V,sterven,மரணமடை
874,sterben::V,overlijden,மரணமடை
875,umkommen::V,omkomen,நசி
876,sich bewegen::V,zich bewegen,நகர்த்து
877,sich rühren::V,zich verroeren,அசை
878,sich erheben::V,oprijzen,எழுந்து நில்
879,sich erheben::V,verrijzen,எழுந்து நில்
880,sich setzen::V,gaan zitten,உட்கார்
881,hinfallen::V,vallen,விழு
882,hinfallen::V,neervallen,விழு
883,laufen::V,lopen,நட
884,schreiten::V,stappen,கவடுவைத்தல்
885,schreiten::V,schrijden,கவடுவைத்தல்
886,spazierengehen::V,gaan wandelen,உலவு
887,eilen::V,ijlen,விரைந்து
888,eilen::V,haasten,விரைந்து
889,sich beeilen::V,zich haasten,அவசரப்படுத்து
890,sausen::V,stuiven,விரைந்து செல்
891,rennen::V,rennen,ஓடு
892,springen::V,springen,குதி
893,klettern::V,klimmen,ஏறு
894,klettern::V,klauteren,ஏறு
895,schaukeln::V,schommelen,தள்ளாடு
896,kriechen::V,kruipen,மெதுவாக நடந்து செல்
897,schwimmen::V,zwemmen,நீந்து
898,tauchen::V,duiken,மூழ்கி நீச்சலடி
899,rudern::V,roeien,துடுப்புப் போடு
900,fahren::V,rijden,ஓட்டு
901,fliegen::V,vliegen,பற
902,gehen::V,gaan,போ
903,weggehen::V,weggaan,விலகிச் செல்
904,abfahren::V,vertrekken,புறப்பட்டுச் செல்
905,anhalten::V,stoppen,நின்றுவிடு
906,anhalten::V,stilhouden,நின்றுவிடு
907,hineingehen::V,ingaan,மறையச் செய்
908,hineingehen::V,binnengaan,மறையச் செய்
909,eintreten::V,binnenkomen,நுழை
910,kommen::V,komen,வா
911,ankommen::V,aankomen,வநது சேர்
912,zurückkommen::V,terugkomen,திரும்பி வா
913,bleiben::V,blijven,இரு
914,warten::V,wachten,தாமதி
915,erwarten::V,verwachten,எதிர்நோக்கு
916,suchen::V,zoeken,தேடு
917,finden::V,vinden,கண்டுபிடி
918,versuchen::V,proberen,முயற்சி செய்
919,versuchen::V,beproeven,முயற்சி செய்
920,vorbereiten::V,voorbereiden,ஆயத்தம் செய்
921,lieben::V,houden van,அன்பு செலுத்து
922,mögen::V,lusten,விரும்பு
923,mögen::V,houden van,விரும்பு
924,lachen::V,lachen,சிரி
925,rühren::V,roeren,இதயத்தைத் தொடு
926,weinen::V,huilen,அழு
927,weinen::V,schreien,அழு
928,schimpfen::V,kijven,சாபமிடு
929,schimpfen::V,schelden,சாபமிடு
930,sich ärgern::V,zich ergeren,கோப்பபடு
931,sich fürchten::V,bang zijn,பயப்படு
932,fürchten::V,vrezen,பயப்படுத்து
933,fliehen::V,vluchten,ஓடு
934,flüchten::V,ontsnappen,தப்பிவிடு
935,flüchten::V,ontkomen,தப்பிவிடு
936,sehen::V,zien,பார்
937,anschauen::V,aankijken,கூர்ந்து கவனி
938,ansehen::V,aanzien,கவனி
939,ansehen::V,bekijken,கவனி
940,hören::V,horen,கேள்
941,zuhören::V,luisteren,சுவைத்துப் பார்
942,probieren::V,proeven,ருசி
943,riechen::V,ruiken,முகர்ந்து பார்
944,fühlen::V,voelen,தொட்டுணர்
945,scheinen::V,lijken,காணப்படு
946,zu sehen sein::V,te zien zijn,தோன்றுதல்
947,vernehmen::V,vernemen,கேள்
948,frieren::V,het koud hebben,குதுகுதுகு
949,tun::V,doen,செய்
950,können::V,kunnen,இயல்வது
951,wollen::V,willen,விரும்பு
952,anfangen::V,beginnen,தொடங்கு
953,anfangen::V,aanvangen,தொடங்கு
954,beenden::V,beëindigen,முடி
955,aufhören::V,ophouden,நிறுத்து
956,gelingen::V,lukken,வெற்றி
957,gelingen::V,gelukken,வெற்றி
958,geraten::V,uitvallen,ஏற்படுத்து
959,öffnen::V,openen,திற
960,öffnen::V,opendoen,திற
961,schließen::V,sluiten,மூடு
962,schließen::V,dichtdoen,மூடு
963,stellen::V,stellen,வை
964,stellen::V,plaatsen,வை
965,setzen::V,zetten,வை
966,setzen::V,plaatsen,வை
967,legen::V,leggen,பரப்பி வை
968,berühren::V,aanraken,பதி
969,verbinden::V,verbinden,சேர்
970,bedecken::V,bedekken,உறைபோடு
971,aufhängen::V,ophangen,தொங்கவிடு
972,anzünden::V,aansteken,எரியூட்டு
973,aufheben::V,oprapen,பொறுக்கி எடு
974,zurücklassen::V,achterlaten,விட்டுச் செல்
975,verlieren::V,verliezen,இழ
976,fallen lassen::V,laten vallen,அளவில் குறைவு
977,machen::V,maken,தயார்செய்
978,herstellen::V,produceren,உற்பத்தி செய்
979,herstellen::V,voortbrengen,உற்பத்தி செய்
980,bauen::V,bouwen,கட்டு
981,reparieren::V,repareren,பழுது பார்
982,reparieren::V,herstellen,பழுது பார்
983,verbessern::V,verbeteren,மேம்படுத்து
984,ändern::V,wijzigen,மாற்றி அமை
985,ändern::V,veranderen,மாற்றி அமை
986,graben::V,graven,குழி வெட்டு
987,beugen::V,buigen,வனை
988,biegen::V,buigen,வனை
989,drehen::V,draaien,சுழல்
990,wenden::V,keren,குடைகவிழு
991,wenden::V,wenden,குடைகவிழு
992,umdrehen::V,omdraaien,சுற்றும் முற்றும் பார்
993,heben::V,heffen,தூக்கு
994,heben::V,optillen,தூக்கு
995,hochheben::V,tillen,தூக்கு
996,ergreifen::V,pakken,பறி
997,ergreifen::V,grijpen,பறி
998,halten::V,houden,பிடித்துக் கொள்
999,drücken::V,drukken,அழுத்து
1000,schieben::V,duwen,தள்ளு
1001,schieben::V,schuiven,தள்ளு
1002,kratzen::V,krassen,கீறு
1003,lecken::V,likken,நக்கு
1004,beißen::V,bijten,கடி
1005,abreißen::V,afrukken,கிழி
1006,abreißen::V,afscheuren,கிழி
1007,abschneiden::V,afsnijden,வெட்டி எடு
1008,binden::V,binden,கட்டு
1009,stecken::V,steken,பதிய வை
1010,brechen::V,breken,உடை
1011,klopfen::V,kloppen,தட்டு
1012,hauen::V,houwen,அடி
1013,kleben::V,plakken,ஒட்டு
1014,reiben::V,wrijven,தேய்
1015,streichen::V,smeren,பரவச்செய்
1016,schleifen::V,slijpen,அரை
1017,schneiden::V,snijden,துண்டாக்கு
1018,rütteln::V,schudden,மெல்ல தள்ளு
1019,schütteln::V,schudden,குலுக்கு
1020,schwenken::V,wuiven,ஊஞ்சலாடு
1021,schwenken::V,zwaaien,ஊஞ்சலாடு
1022,schütten::V,gieten,ஊற்று
1023,schütten::V,storten,ஊற்று
1024,füllen::V,vullen,நிரப்பு
1025,einwickeln::V,inwikkelen,சுற்று
1026,tragen::V,dragen,எடுத்துச் செல்
1027,schleppen::V,slepen,இழுத்துச் செல்
1028,ziehen::V,trekken,இழு
1029,aufbewahren::V,bewaren,வைத்துக் கொள்
1030,werfen::V,gooien,வீசி எறி
1031,fangen::V,vangen,பிடி
1032,packen::V,pakken,பிடித்துக்கொள்
1033,packen::V,vastpakken,பிடித்துக்கொள்
1034,verstecken::V,verstoppen,மறை
1035,teilen::V,delen,பாகங்களாகப் பிரி
1036,schicken::V,sturen,அனுப்பு
1037,bringen::V,brengen,கொண்டு வா
1038,hinzufügen::V,toevoegen,சேர்
1039,bekommen::V,verkrijgen,பெறு
1040,erhalten::V,krijgen,பெறு
1041,nehmen::V,nemen,எடு
1042,wählen::V,kiezen,தேர்ந்தெடு
1043,wählen::V,verkiezen,தேர்ந்தெடு
1044,auswählen::V,uitkiezen,தேர்ல்தெடு
1045,bewahren::V,bewaren,கெடாது பேணு
1046,behindern::V,hinderen,தடங்கல் செய்
1047,verderben::V,bederven,நாசமாக்கு
1048,beschädigen::V,beschadigen,சேதப்படுத்து
1049,zerbrechen::V,breken,உடை
1050,zerbrechen::V,stukbreken,உடை
1051,zerreißen::V,scheuren,கிழி
1052,zerreißen::V,verscheuren,கிழி
1053,zerstören::V,vernielen,அழி
1054,verbrennen::V,branden,எரியூட்டு
1055,verbrennen::V,verbranden,எரியூட்டு
1056,geben::V,geven,கொடு
1057,reichen::V,reiken,வழங்கு
1058,reichen::V,aanreiken,வழங்கு
1059,schenken::V,schenken,மொயத்தல்
1060,versprechen::V,beloven,உறுதியளி
1061,wünschen::V,wensen,ஆசைப்படு
1062,loben::V,loven,புகழ்ச்சி கூறு
1063,loben::V,prijzen,புகழ்ச்சி கூறு
1064,küssen::V,kussen,முத்தமிடு
1065,wiegen::V,wiegen,ஆட்டுத்தல்
1066,zudecken::V,toedekken,உறைபோடு
1067,wecken::V,wekken,எழுப்பு
1068,zeigen::V,tonen,காட்டு
1069,zeigen::V,wijzen,காட்டு
1070,führen::V,voeren,வழிகாட்டி
1071,lehren::V,leren,சொல்லிக் கொடு
1072,unterrichten::V,onderwijzen,அறிவுரை கூறு
1073,aufziehen::V,grootbrengen,வளர்
1074,leiten::V,leiden,அழைத்துச் செல்
1075,antreiben::V,aandrijven,தூண்டு
1076,lassen::V,laten,விடு
1077,einladen::V,uitnodigen,அழை
1078,vereinigen::V,verenigen,ஒன்றாகச் சேர்
1079,besuchen::V,bezoeken,வருகை புரி
1080,treffen::V,treffen,சந்தி
1081,treffen::V,ontmoeten,சந்தி
1082,sich versammeln::V,zich verzamelen,தொகுப்பு
1083,spielen::V,spelen,விளையாடு
1084,singen::V,zingen,பாடு
1085,tanzen::V,dansen,நடனமாடு
1086,sich trennen::V,van elkaar gaan,தனிப்படடுத்து
1087,verlassen::V,verlaten,கைவிடு
1088,retten::V,redden,காப்பாற்று
1089,bewachen::V,bewaken,காவல் செய்
1090,schützen::V,beschermen,பாதுகாப்பு செய்
1091,verteidigen::V,verdedigen,எதிர்த்து நில்
1092,sich schlagen::V,knokken,பூசலிடு
1093,schießen::V,schieten,சுட்டுக் கொல்
1094,siegen::V,overwinnen,வெற்றி பெறு
1095,ärgern::V,ergeren,எரிச்சலூட்டு
1096,schlagen::V,slaan,அடி
1097,treten::V,trappen,உதை
1098,treten::V,schoppen,உதை
1099,stechen::V,steken,கொட்டு
1100,stechen::V,prikken,கொட்டு
1101,stoßen::V,stoten,நெருக்கு
1102,stehlen::V,stelen,திருடு
1103,stören::V,storen,தொல்லைகொடு
1104,stören::V,verstoren,தொல்லைகொடு
1105,belästigen::V,lastig vallen,தொல்லை கொடு
1106,verbergen::V,verbergen,மறை
1107,täuschen::V,misleiden,ஏமாற்று
1108,betrügen::V,bedriegen,ஏமாற்று
1109,töten::V,doden,கொல்
1110,wohnen::V,wonen,தங்கியிரு
1111,arbeiten::V,werken,வேலை செய்
1112,sammeln::V,inzamelen,ஒன்றுசேர்
1113,sammeln::V,verzamelen,ஒன்றுசேர்
1114,pflücken::V,plukken,கொய்து எடு
1115,jagen::V,jagen,வேட்டையாடு
1116,fischen::V,vissen,மீன் பிடி
1117,fassen::V,vangen,பிடி
1118,hüten::V,hoeden,காவல் செய்
1119,treiben::V,drijven,ஓட்டு
1120,anbinden::V,vastbinden,கட்டு
1121,füttern::V,voeren,உணவளி
1122,melken::V,melken,பால் கற
1123,hacken::V,hakken,வெட்டி எடு
1124,gießen::V,gieten,நீர்ப் பாய்ச்சு
1125,reifen::V,rijpen,பழு
1126,zubereiten::V,klaarmaken,சமையல் செய்
1127,zubereiten::V,toebereiden,சமையல் செய்
1128,kochen::V,koken,வேகவை
1129,backen::V,bakken,வெப்பத்தில் வாட்டு
1130,braten::V,braden,பொரியச் செய்
1131,umrühren::V,omroeren,கலக்கு
1132,stricken::V,breien,பின்னியிழை
1133,nähen::V,naaien,தையல் வேலை செய்
1134,färben::V,verven,வண்ணம் பெறச் செய்
1135,färben::V,kleuren,வண்ணம் பெறச் செய்
1136,reinigen::V,reinigen,சுத்தம் செய்
1137,waschen::V,wassen,கழுவு
1138,abwischen::V,afvegen,துடை
1139,spülen::V,spoelen,அலசு
1140,spülen::V,afwassen,அலசு
1141,fegen::V,vegen,பெறுக்கு
1142,kehren::V,vegen,பெறுக்கு
1143,baden::V,baden,குளி
1144,sich waschen::V,zich wassen,கழுவு
1145,ausziehen::V,uittrekken,கழற்று
1146,anziehen::V,aantrekken,புனைதல்
1147,sich anziehen::V,zich aankleden,உடுத்துதல்
1148,kämmen::V,kammen,தலை வாரிக் கொள்
1149,schmücken::V,tooien,அழகுபடுத்து
1150,sagen::V,zeggen,சொல்
1151,sprechen::V,spreken,பேசு
1152,reden::V,praten,பெசு
1153,sich unterhalten::V,zich onderhouden,இயல்பாக பேசிக்கொண்டிரு
1154,fragen::V,vragen,கேள்
1155,bitten::V,vragen,வேண்டு
1156,bitten::V,verzoeken,வேண்டு
1157,erzählen::V,vertellen,சொல்
1158,mitteilen::V,meedelen,சொல்
1159,nennen::V,noemen,பெயரிடுதல்
1160,rufen::V,roepen,கூச்சலிடு
1161,prahlen::V,pralen,தற்பெருமை பேசு
1162,übersetzen::V,vertalen,மொழிபெயர்ப்பு செய்
1163,denken::V,denken,யோசி
1164,glauben::V,geloven,நம்பு
1165,bemerken::V,bemerken,கவனி
1166,erkennen::V,herkennen,அடையாளம் கண்டுகொள்
1167,begreifen::V,begrijpen,பற்றிக்கொள்
1168,verstehen::V,verstaan,புரிந்து கொள்
1169,lernen::V,leren,கற்றுக்கொள்
1170,wissen::V,weten,தெரிந்திரு
1171,sich erinnern an::V,zich herinneren aan,நினைவு கூர்
1172,vergessen::V,vergeten,மற
1173,messen::V,meten,அளவிடு
1174,zählen::V,tellen,எண்ணு
1175,rechnen::V,rekenen,கணக்கிடு
1176,lesen::V,lezen,படி
1177,malen::V,schilderen,வண்ணச்சித்திரம்
1178,zeichnen::V,tekenen,வரை
1179,schreiben::V,schrijven,எழுது
1180,besitzen::V,bezitten,உடைமையாகக் கொண்டிரு
1181,kaufen::V,kopen,வாங்கு
1182,verkaufen::V,verkopen,விற்பனை செய்
1183,bezahlen::V,betalen,இறுத்தல்
1184,zahlen::V,betalen,பணம் செலுத்து
1185,beherrschen::V,beheersen,ஆட்சிசெய்
1186,ertragen::V,verdragen,தாங்கு
