,Concept_ID,fa,xal
780,lange::ADV,مدت‌ها,удан
781,lange::ADV,مدت زیادی,удан
782,plötzlich::ADV,ناگهان,генткн
783,sofort::ADV,فوراً,дарунь
784,später::ADV,بعدها,сүүлд
785,jetzt::ADV,حالا,ода
786,jetzt::ADV,اکنون,ода
787,heute::ADV,امروز,эндр
788,morgen::ADV,فردا,маңһдур
789,bald::ADV,زود,дарунь
790,bald::ADV,بزودی,дарунь
791,dann::ADV,سپس,дәкәд
792,dann::ADV,آنوقت,дәкәд
793,gestern::ADV,دیروز,өцклдүр
794,einst::ADV,وقتی,нег саамд
795,einst::ADV,زمانی,нег саамд
796,damals::ADV,آنوقت,тиигхд
797,damals::ADV,آنزمان,тиигхд
798,danach::ADV,بعد,тегәд
799,vorher::ADV,قبلاً,урд
800,zuerst::ADV,اول,түрүләд
801,zuerst::ADV,ابتداء,түрүләд
802,einmal::ADV,یکدفعه,нег дәкҗ
803,manchmal::ADV,گاهی,зәрмдән
804,manchmal::ADV,بعضی اوقات,зәрмдән
805,oft::ADV,اغلب,хара биш
806,oft::ADV,اغلب,хатяр биш
807,oft::ADV,اغلب,дару-дарунь
808,immer::ADV,همیشه,оньдинд
809,niemals::ADV,هرگز,кезә чмгн биш
810,hier::ADV,اینجا,энд
811,hier::ADV,اینجا,энүнд
812,hierhin::ADV,به اینجا,нааран
813,von hier::ADV,از اینجا,эндәс
814,dort::ADV,آنجا,тенд
815,dorthin::ADV,به آنجا,тиигән
816,geradeaus::ADV,راست,шуд
817,vorwärts::ADV,جلو,уралан
818,vorwärts::ADV,به پیش,уралан
819,rückwärts::ADV,عقب,гедргән
820,zurück::ADV,پس,хәрү
821,zurück::ADV,عقب,хәрү
822,zurück::ADV,بالعکس,хәрү
823,unten::ADV,زیر,дор
824,unten::ADV,پایین,дор
825,hinab::ADV,به پایین,дор
826,hinab::ADV,به پایین,доракшан
827,oben::ADV,بالا,деер
828,hinauf::ADV,به بالا,өөдән
829,hinauf::ADV,به بالا,деер
830,überall::ADV,همه‌جا,альд болв чигн
831,nicht::ADV,نه,эс
832,nicht::ADV,نه,биш
833,nicht::ADV,نه,бичә
834,ein wenig::ADV,کمی,баахн
835,ein wenig::ADV,کمی,баахнар
836,kaum::ADV,به سختی,әрә
837,sehr::ADV,خیلی,йир
838,sehr::ADV,بسیار,йир
839,so::ADV,چنین,иигҗ
840,so::ADV,اینطور,иигҗ
841,noch::ADV,هنوز,ода чигн
842,nur::ADV,فقط,һанцхн
843,nur::ADV,تنها,һанцхн
844,schon::ADV,قبلاً,одх
845,schon::ADV,به این زودی,одх
846,wieder::ADV,باز,бас
847,wieder::ADV,دوباره,бас
848,vergebens::ADV,بیهوده,киидән
849,vor::PRP,در جلوی,урд
850,hinter::PRP,پشت,ца
851,unter::PRP,تحت,дор
852,durch::PRP,از وسط,ивт
853,durch::PRP,از وسط,дундаһур
854,durch::PRP,از ميان,ивт
855,durch::PRP,از ميان,дундаһур
856,neben::PRP,کنار,хаҗуд
857,neben::PRP,پهلوی,хаҗуд
858,zwischen::PRP,بین,хоорнд
859,zwischen::PRP,میان,хоорнд
860,wegen::PRP,برای,көлтә
861,wegen::PRP,برای,деерәс
862,wegen::PRP,بخاطر,көлтә
863,wegen::PRP,بخاطر,деерәс
864,dies::PRN,این,эн
865,das::PRN,آن,тер
866,alles::PRN,تمام,цуһар
867,alles::PRN,همه‌چیر,цуһар
868,ich::PRN,من,би
869,du::PRN,تو,чи
870,er::PRN,او,тер
871,wir::PRN,ما,мадн
872,ihr::PRN,شما,та
873,sie::PRN,آنها,тедн
874,was::FPRN,چه,юн
875,wer::FPRN,کی,кен
876,wo::FADV,کجا,хама
877,wohin::FADV,بکجا,хамаран
878,wie::FADV,چطور,яһҗ
879,wie::FADV,چطور,яһад
880,wie::FADV,چگونه,яһҗ
881,wie::FADV,چگونه,яһад
882,warum::FADV,چرا,юңгад
883,warum::FADV,برای چه,юңгад
884,wieviel::FNUM,چند,кедү
885,wieviel::FNUM,چقدر,кедү
886,eins::NUM,یک,негн
887,zwei::NUM,دو,хойр
888,drei::NUM,سه,һурвн
889,vier::NUM,چهار,дөрвн
890,fünf::NUM,پنج,тавн
891,sechs::NUM,شش,зурһан
892,sieben::NUM,هفت,долан
893,acht::NUM,هشت,нәәмн
894,neun::NUM,نه,йисн
895,zehn::NUM,ده,арвн
896,elf::NUM,یازده,арвн негн
897,zwölf::NUM,دوازده,арвн хойр
898,zwanzig::NUM,بیست,хөрн
899,dreißig::NUM,سی,һучн
900,vierzig::NUM,چهل,дөчн
901,fünfzig::NUM,پنجاه,тәвн
902,sechzig::NUM,شصت,җирн
903,siebzig::NUM,هفتاد,далн
904,achtzig::NUM,هشتاد,найн
905,neunzig::NUM,نود,йирн
906,hundert::NUM,صد,зун
907,tausend::NUM,هزار,миңһн
908,und::CNJ,و,болн
909,oder::CNJ,یا,эс гиҗ
910,oder::CNJ,یا,эс гихлә
911,stehen::V,ایستادن,зогсх
912,sitzen::V,نشستن,суух
913,liegen::V,خوابیدن,кевтх
914,liegen::V,دراز کشیدن,кевтх
915,hängen::V,آویزان بودن,өлгәтә бәәх
916,werden::V,شدن,болх
917,passieren::V,گذشتن,болх
918,passieren::V,اتفاق افتادن,болх
919,beginnen::V,شروع شدن,эклх
920,enden::V,تمام شدن,төгсх
921,wechseln::V,عوض شدن,хүврх
922,aufgehen[Sonne]::V,برآمدن,һарх
923,aufgehen[Sonne]::V,طلوع کردن,һарх
924,untergehen[Sonne]::V,غروب کردن,орх
925,untergehen[Sonne]::V,غروب کردن,сүүрлх
926,scheinen[Sonne]::V,تابیدن,герлтх
927,donnern::V,رعد زدن,күрҗңнх
928,wehen::V,دمیدن,сальклх
929,strömen::V,روان شدن,һооҗх
930,fließen::V,روان شدن,урсх
931,sich drehen::V,چرخیدن,эргх
932,schwanken::V,خم و راست شدن,дәәвлх
933,schwingen::V,تاب خوردن,нәәхлх
934,schwingen::V,نوسان کردن,нәәхлх
935,fallen::V,افتادن,унх
936,fallen::V,افتادن,киисх
937,fallen::V,سقوط کردن,унх
938,fallen::V,سقوط کردن,киисх
939,brennen::V,سوزاندن,шатх
940,rauchen::V,دود کردن,ута һарһх
941,regnen::V,باران آمدن,орх
942,gefrieren::V,یخ بستن,мөстх
943,tauen::V,آب شدن,хәәлх
944,schmelzen::V,آب شدن,хәәлх
945,schmelzen::V,آب شدن,хәәлгдх
946,trocknen::V,خشک شدن,эврх
947,sieden::V,جوشیدن,буслх
948,faulen::V,فاسد شدن,үмкәрх
949,verfaulen::V,پوسیدن,илҗрх
950,reißen::V,پاره شدن,тасрх
951,versinken::V,غرق شدن,чивх
952,vergehen::V,گذشتن,болх
953,erscheinen::V,ظاهر شدن,һарх
954,verschwinden::V,گم شدن,уга болх
955,verschwinden::V,از بین رفتن,уга болх
956,sinken::V,پایین آمدن,татгдх
957,abnehmen::V,کم شدن,хасгдх
958,zunehmen::V,زیاد شدن,өсх
959,steigen::V,بالا رفتن,немх
960,wachsen::V,قد کشیدن,өсх
961,wachsen::V,قد کشیدن,урһх
962,glänzen::V,برق زدن,гилвкх
963,funkeln::V,جرقه زدن,цәклх
964,lärmen::V,شلوغ کردن,шууглдх
965,läuten::V,زنگ زدن,хоңх
966,klingeln::V,زنگ زدن,җиңнулх
967,klirren::V,جرنگ جرنگ صدا کردن,җиңнх
968,brausen::V,طوفانی بودن,догшрхх
969,rauschen::V,خش‌خش کردن,сарҗңнх
970,klingen::V,صدا دادن,ә һарх
971,bellen::V,عوعو کردن,хуцх
972,heulen::V,زوزه کشیدن,уульх
973,blasen::V,فوت کردن,үләх
974,pfeifen::V,سوت زدن,ишкрх
975,schreien::V,فریاد زدن,хәәкрх
976,stöhnen::V,نالیدن,түңшх
977,zittern::V,لرزیدن,дагҗннх
978,leben::V,زیستن,бәәх
979,leben::V,زندگی کردن,бәәх
980,geboren werden::V,متولد شدن,төрх
981,atmen::V,تنفس کردن,әмсхлх
982,trinken::V,نوشیدن,уух
983,essen::V,خوردن,идх
984,schlucken::V,بلعیدن,зальгх
985,schlucken::V,قورت دادن,зальгх
986,müde werden::V,خسته شدن,көшх
987,einschlafen::V,خواب رفتن,унтх
988,schlafen::V,خوابیدن,нөөрсх
989,aufwachen::V,از خواب بیدار شدن,серх
990,aufstehen::V,بیدار شدن,босх
991,sich erholen::V,استراحت کردن,амрх
992,krank werden::V,مریض شدن,гемтх
993,krank sein::V,بیمار بودن,шалтглх
994,schmerzen::V,درد کردن,өвдх
995,husten::V,سرفه کردن,ханях
996,genesen::V,بهبود یافتن,эдгх
997,sterben::V,مردن,үкх
998,sterben::V,مردن,өңгрх
999,umkommen::V,کشته شدن,үкх
1000,sich bewegen::V,حرکت کردن,көдлх
1001,sich bewegen::V,حرکت کردن,көндрх
1002,sich rühren::V,تکان خوردن,көндрх
1003,sich erheben::V,برخواستن,босх
1004,sich setzen::V,نشستن,суух
1005,hinfallen::V,زمین خوردن,унх
1006,hinfallen::V,زمین خوردن,киисх
1007,laufen::V,پیاده رفتن,йовх
1008,schreiten::V,قدم زدن,алхх
1009,spazierengehen::V,گردش رفتن,сергҗ йовх
1010,eilen::V,شتاب کردن,шулудх
1011,sich beeilen::V,عجله کردن,адһх
1012,sich beeilen::V,عجله کردن,шамдх
1013,sausen::V,صفیر کشیدن,хурдлх
1014,sausen::V,صفیر کشیدن,йир_хурдар_гүүх
1015,sausen::V,صفیر کشیدن,йир_хурдар_йовх
1016,rennen::V,دویدن,гүүх
1017,springen::V,پریدن,һәрәдх
1018,klettern::V,بالا رفتن,давшх
1019,schaukeln::V,تاب خوردن,дүүдңндх
1020,kriechen::V,خزیدن,мөлкх
1021,schwimmen::V,شنا کردن,усчх
1022,tauchen::V,غواصی کردن,булхх
1023,rudern::V,پارو زدن,хәәвдх
1024,fahren::V,سواره رفتن,йовх
1025,fliegen::V,پریدن,нисх
1026,gehen::V,رفتن,йовх
1027,weggehen::V,رفتن,йовх
1028,weggehen::V,رفتن,одх
1029,weggehen::V,رفتن,һарх
1030,weggehen::V,رفتن,мөрлх
1031,abfahren::V,حرکت کردن,мордх
1032,anhalten::V,ایست کردن,зогсх
1033,hineingehen::V,داخل شدن,орх
1034,eintreten::V,وارد شدن,орх
1035,kommen::V,آمدن,ирх
1036,ankommen::V,رسیدن,ирх
1037,zurückkommen::V,برگشتن,орх
1038,bleiben::V,ماندن,бәәх
1039,warten::V,منتظر بودن,күләх
1040,erwarten::V,انتظار داشتن,күләх
1041,suchen::V,جستجو کردن,хәәх
1042,finden::V,یافتن,олх
1043,finden::V,پیدا کردن,олх
1044,versuchen::V,سعی کردن,седх
1045,versuchen::V,کوشش کردن,седх
1046,vorbereiten::V,آماده کردن,белдх
1047,lieben::V,عاشق بودن,дурлх
1048,mögen::V,میل داشتن,таассгдх
1049,mögen::V,دوست داشتن,таассгдх
1050,lachen::V,خندیدن,инәх
1051,rühren::V,به رقت آوردن,уйрах
1052,weinen::V,گریه کردن,уульх
1053,schimpfen::V,فحاشی کردن,харах
1054,sich ärgern::V,ناراحت شدن,уурлх
1055,sich fürchten::V,واهمه کردن,әәх
1056,fürchten::V,ترسیدن,әәх
1057,fürchten::V,ترسیدن,сүрдх
1058,fliehen::V,گریختن,зулх
1059,flüchten::V,فرار کردن,орһх
1060,flüchten::V,فرار کردن,зулх
1061,sehen::V,دیدن,үзх
1062,anschauen::V,نگاه کردن,харх
1063,ansehen::V,تماشا کردن,хәләх
1064,ansehen::V,تماشا کردن,үзх
1065,hören::V,شنیدن,соңсх
1066,zuhören::V,گوش دادن,соңсх
1067,probieren::V,چشیدن,амсх
1068,riechen::V,بوییدن,үнрчлх
1069,riechen::V,بو کردن,үнрчлх
1070,fühlen::V,احساس کردن,медх
1071,scheinen::V,بنظر آمدن,болҗ медгдх
1072,scheinen::V,بنظر آمدن,миниһәр болхла
1073,scheinen::V,بنظر آمدن,болад бәәх
1074,zu sehen sein::V,دیده شدن,үзгдх
1075,vernehmen::V,شنیدن,соңсх
1076,frieren::V,سرد بودن,даарх
1077,tun::V,کردن,кех
1078,können::V,توانستن,чадх
1079,wollen::V,خواستن,дурлх
1080,anfangen::V,شروع کردن,эклх
1081,beenden::V,تمام کردن,дуусх
1082,beenden::V,پایان دادن,дуусх
1083,aufhören::V,دست کشیدن,уурх
1084,gelingen::V,موفق شدن,бүтх
1085,gelingen::V,موفق شدن,күцәх
1086,geraten::V,نتیجه دادن,болх
1087,öffnen::V,گشودن,секх
1088,öffnen::V,باز کردن,секх
1089,schließen::V,بستن,хаах
1090,schließen::V,قفل کردن,хаах
1091,stellen::V,گذاردن,тәвх
1092,setzen::V,نشاندن,суулһх
1093,legen::V,گذاشتن,тәвх
1094,berühren::V,دست زدن,көндәх
1095,berühren::V,لمس کردن,көндәх
1096,verbinden::V,وصل کردن,боох
1097,bedecken::V,پوشاندن,хучх
1098,bedecken::V,پوشاندن,бүркх
1099,aufhängen::V,آویختن,өлгх
1100,anzünden::V,سوزاندن,асах
1101,anzünden::V,سوزاندن,шатах
1102,aufheben::V,برداشتن,өөдән өргх
1103,aufheben::V,بلند کردن,өөдән өргх
1104,zurücklassen::V,گذاشتن,үлдәх
1105,verlieren::V,گم کردن,геех
1106,fallen lassen::V,انداختن,алдх
1107,machen::V,کردن,кех
1108,machen::V,ساختن,кех
1109,herstellen::V,ساختن,кех
1110,herstellen::V,تولید کردن,кех
1111,bauen::V,ساختن,тосхх
1112,bauen::V,بنا کردن,тосхх
1113,reparieren::V,درست کردن,ясх
1114,reparieren::V,تعمیر کردن,ясх
1115,verbessern::V,بهتر کردن,сәәрүлх
1116,ändern::V,تغییر دادن,хүврәх
1117,graben::V,کندن,малтх
1118,graben::V,گود کردن,малтх
1119,beugen::V,کج کردن,нуһлх
1120,biegen::V,خم کردن,матилһх
1121,drehen::V,چرخاندن,эргүлх
1122,wenden::V,برگرداندن,көмрх
1123,wenden::V,برگرداندن,эргүлх
1124,umdrehen::V,برگرداندن,эргүлх
1125,heben::V,برداشتن,өргх
1126,heben::V,برداشتن,деер өргх
1127,hochheben::V,برآوردن,өргх
1128,hochheben::V,بلند کردن,өргх
1129,ergreifen::V,گرفتن,бәрх
1130,halten::V,نگاه داشتن,бәрх
1131,drücken::V,فشار دادن,шахх
1132,drücken::V,فشار آوردن,шахх
1133,schieben::V,هل دادن,түлкх
1134,kratzen::V,خاریدن,мааҗх
1135,lecken::V,لیسیدن,долах
1136,beißen::V,گاز زدن,хазх
1137,abreißen::V,پاره کردن,таслх
1138,abschneiden::V,بریدن,тәәрх
1139,abschneiden::V,قطع کردن,тәәрх
1140,binden::V,بستن,боох
1141,stecken::V,فرو کردن,шаах
1142,stecken::V,فرو کردن,хатхх
1143,brechen::V,شکستن,хамхлх
1144,klopfen::V,کوبیدن,цокх
1145,hauen::V,زدن,цокх
1146,kleben::V,چسباندن,наах
1147,reiben::V,مالش دادن,зүлгх
1148,streichen::V,مالیدن,наах
1149,streichen::V,مالیدن,лашх
1150,streichen::V,مالیدن,түркх
1151,schleifen::V,تیز کردن,хурцлх
1152,schneiden::V,چیدن,хәәчлх
1153,schneiden::V,بریدن,хәәчлх
1154,rütteln::V,لرزاندن,дәәвлүлх
1155,rütteln::V,تکان دادن,дәәвлүлх
1156,schütteln::V,تکان دادن,сегсрх
1157,schwenken::V,تاب دادن,дайлх
1158,schütten::V,ریختن,кех
1159,füllen::V,پر کردن,дүүргх
1160,einwickeln::V,پیچیدن,орах
1161,tragen::V,بردن,зөөх
1162,tragen::V,حمل کردن,зөөх
1163,schleppen::V,کشیدن,чирх
1164,ziehen::V,کشیدن,татх
1165,aufbewahren::V,نگهداری کردن,хадһлх
1166,werfen::V,انداختن,хайх
1167,werfen::V,پرتاب کردن,хайх
1168,fangen::V,گرفتن,бәрх
1169,fangen::V,گرفتن,хавлх
1170,packen::V,گرفتن,бәрх
1171,verstecken::V,قایم کردن,дүрх
1172,verstecken::V,قایم کردن,бултулх
1173,verstecken::V,پنهان کردن,дүрх
1174,verstecken::V,پنهان کردن,бултулх
1175,teilen::V,قسمت کردن,хувах
1176,teilen::V,تقسیم کردن,хувах
1177,schicken::V,فرستادن,илгәх
1178,schicken::V,ارسال کردن,илгәх
1179,bringen::V,آوردن,авч ирх
1180,hinzufügen::V,افزودن,немх
1181,hinzufügen::V,اضافه کردن,немх
1182,bekommen::V,گرفتن,авх
1183,erhalten::V,دریافت کردن,авх 
1184,nehmen::V,گرفتن,авх
1185,nehmen::V,برداشتن,авх
1186,wählen::V,انتخاب کردن,шүүх
1187,auswählen::V,برگزیدن,шүүх
1188,bewahren::V,حفظ کردن,хадһлх
1189,bewahren::V,حفظ کردن,кевтнь үлдәх
1190,bewahren::V,حفظ کردن,кевтнь бәәлһх
1191,bewahren::V,حفاظت کردن,хадһлх
1192,bewahren::V,حفاظت کردن,кевтнь үлдәх
1193,bewahren::V,حفاظت کردن,кевтнь бәәлһх
1194,behindern::V,مانع بودن,харшлх
1195,verderben::V,از بین بردن,үрәх
1196,beschädigen::V,صدمه زدن,эвдх
1197,zerbrechen::V,شکستن,күүлх
1198,zerbrechen::V,شکستن,хамхлх
1199,zerreißen::V,دریدن,шуучх
1200,zerreißen::V,پاره کردن,шуучх
1201,zerstören::V,خراب کردن,эвдх
1202,zerstören::V,ویران کردن,эвдх
1203,verbrennen::V,سوزاندن,шатах
1204,geben::V,دادن,өгх
1205,reichen::V,دادن,өгх
1206,schenken::V,هدیه دادن,белглх
1207,versprechen::V,قول دادن,амлх
1208,versprechen::V,وعده دادن,амлх
1209,wünschen::V,آرزو کردن,сә хәәх
1210,loben::V,ستایش کردن,магтх
1211,küssen::V,بوسیدن,үмсх
1212,wiegen::V,نوسان کردن,саатулх
1213,zudecken::V,پوشاندن,бүркх
1214,wecken::V,بیدار کردن,серүлх
1215,zeigen::V,نشان دادن,үзүлх
1216,führen::V,رهنمائی کردن,көтлх
1217,lehren::V,آموختن,заах
1218,lehren::V,آموختن,сурһх
1219,lehren::V,یاد دادن,заах
1220,lehren::V,یاد دادن,сурһх
1221,unterrichten::V,درس دادن,сурһх
1222,unterrichten::V,درس دادن,багшлх
1223,unterrichten::V,تدریس کردن,сурһх
1224,unterrichten::V,تدریس کردن,багшлх
1225,aufziehen::V,تربیت کردن,өскәх
1226,leiten::V,اداره کردن,һардх
1227,leiten::V,اداره کردن,толһалх
1228,antreiben::V,عجله دادن,шамдах
1229,lassen::V,وادار کردن,күч үзүлх
1230,einladen::V,دعوت کردن,үрх
1231,einladen::V,مهمان کردن,үрх
1232,vereinigen::V,یکی کردن,хамцулх
1233,vereinigen::V,متحد کردن,хамцулх
1234,besuchen::V,دیدار کردن,одх
1235,treffen::V,ملاقات کردن,харһх
1236,sich versammeln::V,جمع شدن,цуглрх
1237,sich versammeln::V,جمع شدن,хурх
1238,spielen::V,بازی کردن,наадх
1239,singen::V,آواز خواندن,дуулх
1240,tanzen::V,رقصیدن,биилх
1241,sich trennen::V,جدا شدن,хаһцх
1242,verlassen::V,ترک کردن,хайх
1243,retten::V,نجات دادن,әм аврх
1244,retten::V,نجات دادن,әәмшгәс харсх
1245,bewachen::V,حراست کردن,харх
1246,bewachen::V,حراست کردن,манх
1247,schützen::V,حفظ کردن,харсх
1248,verteidigen::V,دفاع کردن,харсх
1249,sich schlagen::V,کتک‌کاری کردن,гүвдлдх
1250,schießen::V,تیر زدن,хах
1251,siegen::V,پیروز شدن,диилх
1252,ärgern::V,ناراحت کردن,уурлулх
1253,schlagen::V,زدن,цокх
1254,schlagen::V,زدن,гүвдх
1255,schlagen::V,کوبیدن,цокх
1256,schlagen::V,کوبیدن,гүвдх
1257,treten::V,لگد زدن,
1258,stechen::V,چاقو زدن,хатхх
1259,stoßen::V,هل دادن,түлкчкх
1260,stehlen::V,دزدیدن,хулхалх
1261,stören::V,مزاحم شدن,һә болх
1262,belästigen::V,زحمت دادن,амр эс өгх
1263,verbergen::V,پنهان کردن,нуух
1264,verbergen::V,پنهان کردن,бултулх
1265,täuschen::V,گول زدن,меклх
1266,täuschen::V,فریب دادن,меклх
1267,betrügen::V,گول زدن,меклх
1268,betrügen::V,گول زدن,мек һарһх
1269,betrügen::V,فریب دادن,меклх
1270,betrügen::V,فریب دادن,мек һарһх
1271,töten::V,کشتن,алх
1272,wohnen::V,منزل داشتن,бәәх
1273,wohnen::V,سکونت داشتن,бәәх
1274,arbeiten::V,کار کردن,көдлх
1275,sammeln::V,جمع کردن,түүх
1276,pflücken::V,چیدن,түүх
1277,pflücken::V,چیدن,хурах
1278,jagen::V,شکار کردن,аңнх
1279,jagen::V,شکار کردن,аңһучлх
1280,fischen::V,صید کردن,заһс аңнх
1281,fischen::V,ماهی‌گیری کردن,заһс аңнх
1282,fassen::V,گرفتن,бәрх
1283,hüten::V,چراندن,хәрүлх
1284,hüten::V,مراقبت کردن,хәрүлх
1285,treiben::V,راندن,туух
1286,anbinden::V,متصل کردن,уйх
1287,füttern::V,غذا دادن,теҗәх
1288,melken::V,دوشیدن,саах
1289,hacken::V,خرد کردن,чавчх
1290,gießen::V,ریختن,услх
1291,reifen::V,رسیدن,болх
1292,reifen::V,رسیدن,болвсрх
1293,zubereiten::V,طبخ کردن,белдх
1294,zubereiten::V,آماده کردن,белдх
1295,kochen::V,پختن,чанх
1296,kochen::V,پختن,болһх
1297,kochen::V,آشپزی کردن,чанх
1298,kochen::V,آشپزی کردن,болһх
1299,backen::V,پختن,болһх
1300,braten::V,سرخ کردن,хуурх
1301,umrühren::V,هم زدن,самрх
1302,stricken::V,بافتن,өлгх
1303,nähen::V,دوختن,уйх
1304,färben::V,رنگ زدن,будх
1305,reinigen::V,پاک کردن,цеврлх
1306,reinigen::V,تمیز کردن,цеврлх
1307,waschen::V,شستن,уһах
1308,abwischen::V,زدودن,арчх
1309,spülen::V,شستن,зәәлх
1310,fegen::V,جارو کردن,сәвүрдх
1311,kehren::V,جارو کردن,сәвүрдх
1312,baden::V,شنا کردن,өөмх
1313,baden::V,حمام کردن,өөмх
1314,sich waschen::V,شستشو کردن,уһах
1315,sich waschen::V,شستشو کردن,бийән уһаҗ
1316,ausziehen::V,درآوردن,тәәлх
1317,anziehen::V,پوشیدن,өмсх
1318,sich anziehen::V,لباس پوشیدن,хувцлх
1319,kämmen::V,شانه زدن,самлх
1320,schmücken::V,زینت دادن,чимх
1321,schmücken::V,زینت دادن,кеерүлх
1322,sagen::V,گفتن,келх
1323,sprechen::V,حرف زدن,келх
1324,sprechen::V,صحبت کردن,келх
1325,reden::V,حرف زدن,күүндх
1326,reden::V,حرف زدن,күр_кех
1327,reden::V,صحبت کردن,күүндх
1328,reden::V,صحبت کردن,күр_кех
1329,sich unterhalten::V,گپ زدن,күүндх
1330,fragen::V,پرسیدن,сурх
1331,fragen::V,سؤال کردن,сурх
1332,bitten::V,خواهش کردن,эрх
1333,bitten::V,درخواست کردن,эрх
1334,erzählen::V,نقل کردن,келх
1335,erzählen::V,نقل کردن,келҗ өгх
1336,erzählen::V,حکایت کردن,келх
1337,erzählen::V,حکایت کردن,келҗ өгх
1338,mitteilen::V,خبر دادن,медүлх
1339,nennen::V,نامیدن,нерәдх
1340,nennen::V,نامیدن,нер өгх
1341,rufen::V,صدا کردن,дуудх
1342,prahlen::V,پز آمدن,көөрх
1343,übersetzen::V,ترجمه کردن,орчулх
1344,denken::V,فکر کردن,санх
1345,glauben::V,باور کردن,шүтх
1346,glauben::V,باور کردن,нәәлх
1347,glauben::V,عقیده داشتن,шүтх
1348,glauben::V,عقیده داشتن,нәәлх
1349,bemerken::V,متوجه شدن,темдглх
1350,erkennen::V,شناختن,таньх
1351,erkennen::V,شناختن,медх
1352,erkennen::V,تشخیص دادن,таньх
1353,erkennen::V,تشخیص دادن,медх
1354,begreifen::V,فهمیدن,медх
1355,begreifen::V,درک کردن,медх
1356,verstehen::V,فهمیدن,соңсх
1357,lernen::V,آموختن,сурх
1358,lernen::V,یاد گرفتن,сурх
1359,wissen::V,دانستن,медх
1360,sich erinnern an::V,به یاد آوردن,санх
1361,vergessen::V,فراموش کردن,мартх
1362,messen::V,اندازه گرفتن,кемҗәлх
1363,zählen::V,شمردن,тоолх
1364,rechnen::V,حساب کردن,тоолх
1365,lesen::V,خواندن,умшх
1366,malen::V,نقاشی کردن,зурх
1367,zeichnen::V,کشیدن,зурх
1368,zeichnen::V,رسم کردن,зурх
1369,schreiben::V,نوشتن,бичх
1370,besitzen::V,داشتن,эзлх
1371,kaufen::V,خریدن,хулдҗ авх
1372,kaufen::V,خرید کردن,хулдҗ авх
1373,verkaufen::V,فروختن,хулдх
1374,verkaufen::V,فروختن,гүүлгх
1375,bezahlen::V,پرداختن,өгх
1376,zahlen::V,پرداخت کردن,өгх
1377,beherrschen::V,مسلط بودن,эзлх
1378,ertragen::V,تحمل کردن,даах
