,Concept_ID,pl,he
802,passieren::V,dziać się,קרה
803,passieren::V,zdarzyć się,קרה
804,beginnen::V,zacząć się,התחיל
805,enden::V,kończyć się,הסתים
806,wechseln::V,zmienić się,השתנה
807,aufgehen[Sonne]::V,wzejść,זרח
808,untergehen[Sonne]::V,zajść,שקע
809,scheinen[Sonne]::V,świecić,בהק
810,donnern::V,grzmieć,רעם
811,wehen::V,wiać,נשב
812,strömen::V,płynąć,זרם
813,strömen::V,lać się,זרם
814,fließen::V,ciec,זרם
815,fließen::V,płynąć,זרם
816,sich drehen::V,obracać się,הסתובב
817,schwanken::V,chwiać się,התנודד
818,schwingen::V,wahać się,התנענע
819,fallen::V,padać,נפל
820,brennen::V,palić się,בער
821,rauchen::V,dymić,עשן
822,rauchen::V,dymić się,עשן
823,regnen::V,padać,ירד גשם
824,gefrieren::V,zamarznąć,קפא
825,tauen::V,tajać,נמס
826,schmelzen::V,topnieć,התיך
827,trocknen::V,schnąć,התיבש
828,sieden::V,wrzeć,רתח
829,sieden::V,kipieć,רתח
830,faulen::V,gnić,רקב
831,verfaulen::V,zgnić,רקב
832,reißen::V,urywać się,נקרע
833,versinken::V,tonąć,טבע
834,vergehen::V,przechodzić,עבר
835,erscheinen::V,zjawiać się,נגלה
836,erscheinen::V,zjawiać się,הופיע
837,verschwinden::V,zniknąć,נעלם
838,sinken::V,spadać,ירד
839,abnehmen::V,spadać,הפחית
840,zunehmen::V,wzrosnąć,רבה
841,steigen::V,wzrastać,עלה
842,wachsen::V,rosnąć,גדל
843,glänzen::V,błyszczeć,נצץ
844,glänzen::V,błyszczeć,בהק
845,funkeln::V,zabłyszczeć,נצנץ
846,lärmen::V,hałasować,רעש
847,läuten::V,dzwonić,צלצל
848,klingeln::V,dzwonić,צלצל
849,klirren::V,brzęczeć,קרקש
850,brausen::V,huczeć,געש
851,rauschen::V,szumieć,רשרש
852,rauschen::V,szeleścić,רשרש
853,klingen::V,brzmieć,נשמע
854,klingen::V,dźwięczeć,נשמע
855,bellen::V,szczekać,נבח
856,heulen::V,wyć,ילל
857,blasen::V,dmuchnąć,נשף
858,pfeifen::V,gwizdać,שרק
859,schreien::V,krzyczeć,צעק
860,stöhnen::V,stękać,נאנק
861,zittern::V,drżeć,רעד
862,leben::V,żyć,חי
863,geboren werden::V,urodzić się,נולד
864,atmen::V,oddychać,נשם
865,trinken::V,pić,שתה
866,essen::V,jeść,אכל
867,schlucken::V,połknąć,בלע
868,müde werden::V,zmęczyć się,התעיף
869,einschlafen::V,zasnąć,נרדם
870,schlafen::V,spać,ישן
871,aufwachen::V,obudzić się,התעורר
872,aufstehen::V,wstać,קם
873,sich erholen::V,wypoczywać,נפש
874,krank werden::V,zachorować,חלה
875,krank sein::V,chorować,היה חולה
876,schmerzen::V,boleć,כאב
877,husten::V,kaszlać,השתעל
878,genesen::V,wyzdrowieć,הבריא
879,sterben::V,umrzeć,מת
880,umkommen::V,zginąć,נספה
881,sich bewegen::V,poruszać się,נע
882,sich rühren::V,ruszyć się,זז
883,sich erheben::V,podnieść się,קם
884,sich setzen::V,usiąść,התישב
885,hinfallen::V,upaść,נפל
886,laufen::V,chodzić,הלך ברגל
887,schreiten::V,kroczyć,פסע
888,spazierengehen::V,iść na spacer,טיל
889,eilen::V,pospieszać,אץ
890,eilen::V,pospieszać,מהר
891,sich beeilen::V,pospieszyć się,מהר
892,sausen::V,pędzić,אץ
893,rennen::V,biec,רץ
894,rennen::V,biegać,רץ
895,springen::V,skakać,קפץ
896,klettern::V,wspinać się,טפס
897,schaukeln::V,huśtać,התנדנד
898,schaukeln::V,kołysać,התנדנד
899,kriechen::V,pełzać,זחל
900,kriechen::V,czołgać się,זחל
901,schwimmen::V,pływać,שחה
902,tauchen::V,zanurzać się,צלל
903,rudern::V,wiosłować,חתר
904,fahren::V,jechać,נסע
905,fliegen::V,latać,עף
906,fliegen::V,lecieć,עף
907,gehen::V,iść,הלך
908,weggehen::V,odejść,עזב
909,abfahren::V,odjechać,יצא
910,anhalten::V,zatrzymać się,עצר
911,hineingehen::V,wchodzić,נכנס
912,eintreten::V,wejść,נכנס
913,eintreten::V,nastąpić,נכנס
914,kommen::V,przyjść,בא
915,ankommen::V,przybyć,הגיע
916,zurückkommen::V,wrócić,שב
917,zurückkommen::V,wrócić,חזר
918,bleiben::V,zostać,נשאר
919,warten::V,czekać,חכה
920,warten::V,czekać,המתין
921,erwarten::V,oczekiwać,צפה
922,suchen::V,szukać,חפש
923,finden::V,znaleźć,מצא
924,versuchen::V,próbować,נסה
925,vorbereiten::V,przygotować,הכין
926,lieben::V,kochać,אהב
927,mögen::V,lubić,אהב
928,lachen::V,śmiać się,צחק
929,rühren::V,wzruszyć,נגע ללב
930,weinen::V,płakać,בכה
931,schimpfen::V,kląć,גער
932,sich ärgern::V,gniewać się,זעם
933,sich ärgern::V,gniewać się,כעס
934,sich fürchten::V,bać się,פחד
935,sich fürchten::V,bać się,חשש
936,fürchten::V,bać się,פחד מ
937,fürchten::V,bać się,חשש מ
938,fliehen::V,uciekać,ברח
939,flüchten::V,uciec,נמלט
940,sehen::V,widzieć,ראה
941,sehen::V,zobaczyć,ראה
942,anschauen::V,oglądać,הביט
943,ansehen::V,popatrzeć na,התבונן
944,hören::V,słyszeć,שמע
945,zuhören::V,słuchać,הקשיב
946,probieren::V,kosztować,נסה
947,riechen::V,wąchać,הריח
948,fühlen::V,czuć,חש
949,fühlen::V,odczuwać,חש
950,scheinen::V,wydawać się,נדמה
951,zu sehen sein::V,widnieć,נראה
952,vernehmen::V,usłyszeć,נודע ל
953,frieren::V,marznąć,קר ל
954,tun::V,czynić,פעל
955,können::V,móc,יכל
956,können::V,umieć,יכל
957,wollen::V,chcieć,רצה
958,anfangen::V,zacząć,התחיל
959,beenden::V,zakończyć,גמר
960,aufhören::V,przestać,סים
961,gelingen::V,udać się,הצליח
962,geraten::V,udać się,עלה
963,öffnen::V,otworzyć,פתח
964,schließen::V,zamknąć,סגר
965,stellen::V,postawić,העמיד
966,setzen::V,posadzić,הושיב
967,legen::V,kłaść,שם
968,berühren::V,dotykać,נגע
969,verbinden::V,łączyć,קשר
970,bedecken::V,przykryć,כסה
971,aufhängen::V,powiesić,תלה
972,anzünden::V,zapalić,הצית
973,aufheben::V,podnieść,אסף
974,zurücklassen::V,zostawić,השאיר
975,verlieren::V,zgubić,אבד
976,fallen lassen::V,upuścić,שמט
977,fallen lassen::V,upuścić,הפיל
978,machen::V,zrobić,עשה
979,herstellen::V,wytworzyć,יצר
980,bauen::V,budować,בנה
981,reparieren::V,naprawiać,תקן
982,verbessern::V,ulepszyć,שפר
983,ändern::V,zmienić,שנה
984,graben::V,kopać,חפר
985,beugen::V,zagiąć,כפף
986,biegen::V,zgiąć,כופף
987,drehen::V,obracać,סובב
988,wenden::V,obrocić,הפך
989,umdrehen::V,obrocić,סובב
990,heben::V,podnosić,הרים
991,hochheben::V,podnieść,הרים
992,ergreifen::V,chwycić,אחז
993,halten::V,trzymać,החזיק
994,drücken::V,naciskać,לחץ
995,schieben::V,pchać,הזיז
996,schieben::V,posuwać,הזיז
997,kratzen::V,drapać,שרט
998,kratzen::V,drapać,שפשף
999,lecken::V,lizać,לקק
1000,beißen::V,kąsać,נשך
1001,abreißen::V,oderwać,קרע
1002,abschneiden::V,odciąć,חתך
1003,binden::V,wiązać,קשר
1004,stecken::V,wetknąć,תקע
1005,brechen::V,złamać,שבר
1006,klopfen::V,pukać,נקש
1007,klopfen::V,stukać,נקש
1008,hauen::V,bić,הכה
1009,kleben::V,kleić,הדביק
1010,reiben::V,trzeć,שפשף
1011,streichen::V,smarować,מרח
1012,schleifen::V,ostrzyć,השחיז
1013,schneiden::V,ciąć,גזר
1014,schneiden::V,krajać,גזר
1015,rütteln::V,trząść,נענע
1016,schütteln::V,trząść,נער
1017,schwenken::V,machać,נופף
1018,schwenken::V,machać,טלטל
1019,schütten::V,nasypać,שפך
1020,füllen::V,napełnić,מלא
1021,einwickeln::V,zawinąć,עטף
1022,tragen::V,nieść,נשא
1023,schleppen::V,wlec,סחב
1024,ziehen::V,ciągnąć,משך
1025,aufbewahren::V,przechowywać,שמר
1026,werfen::V,rzucać,זרק
1027,fangen::V,łowić,תפס
1028,packen::V,chwycić,אחז
1029,verstecken::V,ukryć,החביא
1030,verstecken::V,schować,החביא
1031,teilen::V,podzielić,חלק
1032,schicken::V,posyłać,שלח
1033,bringen::V,przynieść,הביא
1034,hinzufügen::V,dodać,הוסיף
1035,bekommen::V,dostać,תפס
1036,erhalten::V,otrzymać,קבל
1037,nehmen::V,wziąć,אחז
1038,wählen::V,wybrać,בחר
1039,auswählen::V,wybrać,בחר ב
1040,bewahren::V,zachować,קים
1041,behindern::V,utrudnić,מנע
1042,behindern::V,przeszkadzać,מנע
1043,verderben::V,zepsuć,מנע
1044,beschädigen::V,uszkodzić,הזיק
1045,zerbrechen::V,złamać,נשבר
1046,zerreißen::V,drzeć,קרע
1047,zerreißen::V,rozdzierać,קרע
1048,zerstören::V,zniszczyć,הרס
1049,zerstören::V,zniszczyć,השמיד
1050,verbrennen::V,spalić,שרף
1051,geben::V,dać,נתן
1052,reichen::V,podać,העביר
1053,schenken::V,darować,נתן במתנה
1054,versprechen::V,obiecać,הבטיח
1055,wünschen::V,życzyć,אחל
1056,loben::V,chwalić,שבח
1057,küssen::V,całować,נשק
1058,wiegen::V,kołysać,נדנד
1059,zudecken::V,przykryć,כסה
1060,wecken::V,zbudzić,עורר
1061,zeigen::V,pokazać,הראה
1062,führen::V,wieść,הביא
1063,führen::V,wieść,הוביל
1064,führen::V,prowadzić,הביא
1065,führen::V,prowadzić,הוביל
1066,lehren::V,uczyć,למד
1067,unterrichten::V,nauczać,למד
1068,aufziehen::V,wychować,רומם
1069,leiten::V,kierować,נהל
1070,antreiben::V,popędzić,המרץ
1071,lassen::V,zostawić,נתן
1072,einladen::V,zaprosić,הזמין
1073,vereinigen::V,zjednoczyć,אחד
1074,vereinigen::V,zjednoczyć,לכד
1075,besuchen::V,odwiedzić,בקר
1076,treffen::V,trafić,פגש
1077,treffen::V,spotkać,פגש
1078,sich versammeln::V,zebrać się,התאסף
1079,sich versammeln::V,zgromadzić się,התאסף
1080,spielen::V,grać,שחק
1081,spielen::V,bawić się,שחק
1082,singen::V,śpiewać,שר
1083,tanzen::V,pląsać,רקד
1084,tanzen::V,tańczyć,רקד
1085,sich trennen::V,rozstać się,נפרד
1086,verlassen::V,opuścić,עזב
1087,retten::V,ocalić,הציל
1088,retten::V,uratować,הציל
1089,bewachen::V,pilnować,שמר
1090,schützen::V,ochronić,אבטח
1091,verteidigen::V,bronić,הגן
1092,sich schlagen::V,pobić się,התכתש
1093,schießen::V,strzelać,ירה
1094,siegen::V,zwycziężyć,גבר
1095,siegen::V,zwycziężyć,נצח
1096,ärgern::V,gniewać,עצבן
1097,schlagen::V,bić,הכה
1098,schlagen::V,bić,הלקה
1099,schlagen::V,uderzyć,הכה
1100,schlagen::V,uderzyć,הלקה
1101,treten::V,kopnąć,בעט
1102,stechen::V,ukłuć,דקר
1103,stoßen::V,popchnąć,דחק
1104,stehlen::V,ukraść,גנב
1105,stören::V,zakłócić,קטע
1106,stören::V,zakłócić,הפריע
1107,stören::V,przeszkodzić,קטע
1108,stören::V,przeszkodzić,הפריע
1109,belästigen::V,dokuczać,הציק
1110,belästigen::V,dokuczać,הטריד
1111,verbergen::V,ukryć,הצניע
1112,täuschen::V,łudzić,שגע
1113,betrügen::V,oszukać,הונה
1114,töten::V,zabić,הרג
1115,wohnen::V,mieszkać,גר
1116,arbeiten::V,pracować,עבד
1117,sammeln::V,zebrać,אסף
1118,pflücken::V,zerwać,קטף
1119,jagen::V,polować,צד
1120,fischen::V,łowić ryby,דג
1121,fassen::V,złapać,תפס
1122,hüten::V,paść,רעה
1123,treiben::V,pędzić,הוציא
1124,anbinden::V,przywiązać,קשר
1125,füttern::V,karmić,הלעיט
1126,melken::V,doić,חלב
1127,hacken::V,rąbać,קצץ
1128,gießen::V,lać,השקה
1129,gießen::V,podlać,השקה
1130,reifen::V,dojrzeć,בשל
1131,zubereiten::V,przyrządzić,הכין
1132,kochen::V,gotować,בשל
1133,backen::V,piec,אפה
1134,braten::V,piec,צלה
1135,braten::V,piec,טגן
1136,braten::V,smażyć,צלה
1137,braten::V,smażyć,טגן
1138,umrühren::V,przemieszać,ערבב
1139,stricken::V,dziać,סרג
1140,nähen::V,szyć,תפר
1141,färben::V,pofarbować,צבע
1142,reinigen::V,oczyścić,נקה
1143,waschen::V,prać,רחץ
1144,waschen::V,prać,כבס
1145,abwischen::V,obetrzeć,נגב
1146,spülen::V,płukać,שטף
1147,fegen::V,zamiatać,טאטא
1148,kehren::V,zamieść,טאטא
1149,baden::V,kąpać się,טבל
1150,baden::V,kąpać się,שחה
1151,sich waschen::V,myć się,התרחץ
1152,ausziehen::V,zdjąć,הוריד
1153,anziehen::V,włożyć,לבש
1154,sich anziehen::V,ubrać się,התלבש
1155,kämmen::V,uczesać,סרק
1156,schmücken::V,ozdabiać,קשט
1157,sagen::V,powiedzieć,אמר
1158,sprechen::V,mówić,דבר
1159,reden::V,mówić,דבר
1160,sich unterhalten::V,rozmawiać,שוחח
1161,fragen::V,zapytać,שאל
1162,bitten::V,prosić,בקש
1163,erzählen::V,opowiedzieć,ספר
1164,mitteilen::V,zawiadomić o,מסר
1165,mitteilen::V,zawiadomić o,הודיע
1166,nennen::V,nazwać,קרא בשם
1167,rufen::V,wołać,גיס
1168,rufen::V,wołać,הזמין לבוא
1169,prahlen::V,chełpić się,התרברב
1170,übersetzen::V,tłumaczyć,תרגם
1171,denken::V,myśleć,חשב
1172,glauben::V,sądzić,האמין
1173,glauben::V,wierzyć,האמין
1174,bemerken::V,zauważyć,הבחין
1175,erkennen::V,poznać,זהה
1176,begreifen::V,zrozumieć,קלט
1177,begreifen::V,zrozumieć,הבין
1178,verstehen::V,rozumieć,הבין
1179,verstehen::V,dosłyszeć,הבין
1180,lernen::V,uczyć się,למד
1181,wissen::V,wiedzieć,ידע
1182,sich erinnern an::V,przypomnieć sobie,זכר
1183,vergessen::V,zapomnieć,שכח
1184,messen::V,mierzyć,מדד
1185,zählen::V,liczyć,ספר
1186,rechnen::V,rachować,חשב
1187,lesen::V,czytać,קרא
1188,malen::V,malować,ציר
1189,zeichnen::V,rysować,שרטט
1190,schreiben::V,pisać,כתב
1191,besitzen::V,posiadać,היה בעל של
1192,kaufen::V,kupić,קנה
1193,kaufen::V,kupić,רכש
1194,verkaufen::V,sprzedać,מכר
1195,bezahlen::V,zapłacić,שלם
1196,zahlen::V,płacić,שלם
1197,beherrschen::V,opanować,שלט
1198,ertragen::V,znieść,סבל
