,Concept_ID,sq,lt
785,schlimm::A,keq,blogas
786,schlimm::A,keq,prastas
787,wahr::A,vërtetë,tikras
788,alt::A,vjetër,senas
789,neu::A,i ri,naujas
790,ehemalig::A,dikurshëm,buvęs
791,alt[Lebewesen]::A,plak,pagyvenęs
792,jung::A,i ri,jaunas
793,arm::A,varfër,neturtingas
794,arm::A,vobektë,neturtingas
795,reich::A,pasur,turtingas
796,bekannt::A,njohur,žinomas
797,bekannt::A,njohur,pažįstamas
798,berühmt::A,famshëm,žymus
799,berühmt::A,famshëm,garsus
800,fremd::A,huaj,svetimas
801,verschieden::A,ndryshëm,įvairus
802,nah::A,afërt,artimas
803,fern::A,largët,tolimas
804,linker::A,majtë,kairys
805,rechter::A,djathtë,dešinys
806,anderer::A,tjetër,kitas
807,erster::A,parë,pirmas
808,zweiter::A,dytë,antras
809,dritter::A,i tretë,trečias
810,letzter::A,fundit,paskutinis
811,allein::ADV,vetëm,vienas
812,auf einmal::ADV,njëkohësisht,iš karto
813,zusammen::ADV,bashkë,kartu
814,zusammen::ADV,bashkë,drauge
815,zusammen::ADV,së bashku,kartu
816,zusammen::ADV,së bashku,drauge
817,lange::ADV,për një kohë të gjatë,ilgai
818,plötzlich::ADV,befas,staiga
819,sofort::ADV,menjëherë,tuojau
820,sofort::ADV,aty për aty,tuojau
821,später::ADV,më vonë,vėliau
822,später::ADV,më vonë,paskiau
823,jetzt::ADV,tash,dabãr
824,heute::ADV,sot,šiandien
825,morgen::ADV,nesër,rytoj
826,bald::ADV,shpejt,greitai
827,bald::ADV,shpejt,netrukus
828,bald::ADV,së shpejti,greitai
829,bald::ADV,së shpejti,netrukus
830,dann::ADV,pastaj,po to
831,gestern::ADV,dje,vakar
832,einst::ADV,dikur,kadaise
833,einst::ADV,dikur,kitą kartą
834,damals::ADV,atëherë,anuomet
835,damals::ADV,atëherë,anuokart
836,danach::ADV,mandej,po to
837,danach::ADV,mandej,paskui
838,vorher::ADV,më parë,anksčiau
839,zuerst::ADV,së pari,pirma
840,zuerst::ADV,së pari,iš pradžių̃
841,einmal::ADV,njëherë,kartą
842,einmal::ADV,njëherë,vieną kartą
843,manchmal::ADV,nganjëherë,kai kada
844,oft::ADV,shpesh,dažnai
845,immer::ADV,përherë,visada
846,immer::ADV,përherë,visuomet
847,immer::ADV,gjithnjë,visada
848,immer::ADV,gjithnjë,visuomet
849,niemals::ADV,kurrë,niekada
850,niemals::ADV,kurrë,niekuomet
851,niemals::ADV,asnjëherë,niekada
852,niemals::ADV,asnjëherë,niekuomet
853,hier::ADV,këtu,čia
854,hierhin::ADV,knej,šen
855,hierhin::ADV,knej,čionai
856,von hier::ADV,që këtej,iš čia
857,von hier::ADV,prej këtej,iš čia
858,dort::ADV,aty,ten
859,dort::ADV,aty,tenai
860,dort::ADV,atje,ten
861,dort::ADV,atje,tenai
862,dorthin::ADV,anej,ten
863,dorthin::ADV,anej,ten link
864,geradeaus::ADV,drejt,tiesiai
865,vorwärts::ADV,mbroth,pirmyn
866,vorwärts::ADV,përpara,pirmyn
867,rückwärts::ADV,mbrapsht,atbulai
868,zurück::ADV,prapa,atgal
869,zurück::ADV,mbrapsht,atgal
870,unten::ADV,poshtë,žemai
871,unten::ADV,poshtë,apačioje
872,hinab::ADV,përposh,žemyn
873,oben::ADV,lart,viršuj
874,oben::ADV,sipër,viršuj
875,hinauf::ADV,lart,aukštyn
876,hinauf::ADV,lart,į viršų
877,hinauf::ADV,përpjetë,aukštyn
878,hinauf::ADV,përpjetë,į viršų
879,überall::ADV,kudo,visur
880,nicht::ADV,s',ne
881,nicht::ADV,nuk,ne
882,ein wenig::ADV,një tis,truputį
883,kaum::ADV,mezi,vos
884,sehr::ADV,fort,labai
885,sehr::ADV,fort,baisiai
886,sehr::ADV,shumë,labai
887,sehr::ADV,shumë,baisiai
888,so::ADV,ashtu,taip
889,so::ADV,kështu,taip
890,noch::ADV,ende,dar
891,noch::ADV,akoma,dar
892,nur::ADV,vetëm,tik
893,nur::ADV,vetëm,vien
894,schon::ADV,tashmë,jau
895,wieder::ADV,përsëri,vėl
896,wieder::ADV,përsëri,iš naujo
897,vergebens::ADV,kot,veltui
898,vergebens::ADV,kot,bergždžiai
899,vor::PRP,para,prieš
900,hinter::PRP,prapa,už
901,hinter::PRP,mbrapa,už
902,unter::PRP,nën,po
903,durch::PRP,nëpër,pro
904,durch::PRP,nëpër,per
905,neben::PRP,pranë,prie
906,neben::PRP,pranë,šalia
907,neben::PRP,përbri,prie
908,neben::PRP,përbri,šalia
909,zwischen::PRP,midis,tarp
910,zwischen::PRP,ndërmjet,tarp
911,wegen::PRP,për,dėl
912,wegen::PRP,për,dėlei
913,dies::PRN,ky,šis
914,dies::PRN,ky,šitas
915,das::PRN,ky,tat
916,alles::PRN,gjithçka,visas
917,ich::PRN,unë,aš
918,du::PRN,ti,tu
919,er::PRN,ai,jis
920,wir::PRN,ne,mes
921,ihr::PRN,ju,jūs
922,sie::PRN,ata,ji
923,sie::PRN,ata,jos
924,was::FPRN,ç',kas
925,was::FPRN,çfarë,kas
926,wer::FPRN,kush,kas
927,wo::FADV,ku,kur
928,wohin::FADV,për ku,kur
929,wohin::FADV,për ku,kur link
930,wie::FADV,si,kaip
931,warum::FADV,pse,kod̃ėl
932,warum::FADV,pse,dėl ko
933,warum::FADV,përse,kod̃ėl
934,warum::FADV,përse,dėl ko
935,wieviel::FNUM,sa,kiek
936,eins::NUM,një,vienas
937,zwei::NUM,dy,du
938,drei::NUM,tre,trys
939,vier::NUM,katër,keturi
940,fünf::NUM,pesë,penki
941,sechs::NUM,gjashtë,šeši
942,sieben::NUM,shtatë,septyni
943,acht::NUM,tetë,aštuoni
944,neun::NUM,nëntë,devyni
945,zehn::NUM,dhjetë,dešimt
946,elf::NUM,njëmbëdhjetë,vienuolika
947,zwölf::NUM,dymbëdhjetë,dvylika
948,zwanzig::NUM,njëzet,dvidešimt
949,dreißig::NUM,tridhjetë,trisdešimt
950,vierzig::NUM,dyzet,keturiasdešimt
951,fünfzig::NUM,pesëdhjetë,penkiasdešimt
952,sechzig::NUM,gjashtëdhjetë,šešiasdešimt
953,siebzig::NUM,shtatëdhjetë,septyniasdešimt
954,achtzig::NUM,tetëdhjetë,aštuoniasdešimt
955,neunzig::NUM,nëntëdhjetë,devyniasdešimt
956,hundert::NUM,qind,šimtas
957,tausend::NUM,mijë,tūkstantis
958,und::CNJ,e,ĩr
959,und::CNJ,dhe,ĩr
960,oder::CNJ,a,ar
961,oder::CNJ,a,arba
962,oder::CNJ,apo,ar
963,oder::CNJ,apo,arba
964,stehen::V,rri,stovėti
965,sitzen::V,rri,sėdėti
966,liegen::V,rri shtrirë,gulėti
967,hängen::V,varem,kyboti
968,hängen::V,varem,kabėti
969,werden::V,bëhem,taptis
970,werden::V,bëhem,darytis
971,passieren::V,ndodh,atsitikti
972,passieren::V,ndodh,pasitaikyti
973,beginnen::V,filloj,prasid́ėti
974,enden::V,përfundoj,baigtis
975,wechseln::V,ndërroj,keistis
976,wechseln::V,ndërroj,pasikeisti
977,aufgehen[Sonne]::V,hapem,tekėti
978,aufgehen[Sonne]::V,hapem,patekėti
979,untergehen[Sonne]::V,hyj,leistis
980,untergehen[Sonne]::V,hyj,nusileisti
981,untergehen[Sonne]::V,perëndoj,leistis
982,untergehen[Sonne]::V,perëndoj,nusileisti
983,scheinen[Sonne]::V,ndriçoj,šviesti
984,donnern::V,gjëmoj,griausti
985,donnern::V,gjëmoj,griaudėti
986,donnern::V,bubulloj,griausti
987,donnern::V,bubulloj,griaudėti
988,wehen::V,fryj,pūsti
989,strömen::V,derdh,lietis
990,strömen::V,derdh,plūsti
991,fließen::V,rrjedh,tekėti
992,sich drehen::V,rrotullohem,suktis
993,sich drehen::V,rrotullohem,pasisukti
994,schwanken::V,dyzoj,svyruoti
995,schwingen::V,dridhem,suptis
996,fallen::V,bie,pulti
997,fallen::V,bie,kristi
998,brennen::V,digjem,degti
999,rauchen::V,nxjerr tym,rūkyti
1000,regnen::V,bie shi,lyti
1001,gefrieren::V,ngrij,užšalti
1002,tauen::V,shkrij,tirpti
1003,schmelzen::V,shkrij,lydytis
1004,trocknen::V,thaj,džiūti
1005,sieden::V,ziej,virti
1006,faulen::V,kalbem,pūti
1007,faulen::V,prishem,pūti
1008,verfaulen::V,kalbem,švinkti
1009,reißen::V,grisem,plyšti
1010,reißen::V,grisem,trūkti
1011,reißen::V,shqyhem,plyšti
1012,reißen::V,shqyhem,trūkti
1013,versinken::V,humboj,skę̃sti
1014,versinken::V,humboj,grimzti
1015,vergehen::V,kaloj,praeiti
1016,erscheinen::V,dukem,pasirodyti
1017,verschwinden::V,zhdukem,dingti
1018,verschwinden::V,zhdukem,išnykti
1019,verschwinden::V,zhdukem,pranykti
1020,sinken::V,ulem,kristi
1021,abnehmen::V,pakësohem,mažėti
1022,abnehmen::V,pakësohem,silpnėti
1023,abnehmen::V,zvogëlohem,mažėti
1024,abnehmen::V,zvogëlohem,silpnėti
1025,zunehmen::V,shtohem,didėti
1026,zunehmen::V,shtohem,padaugėti
1027,steigen::V,rritem,kilti
1028,wachsen::V,rritem,augti
1029,glänzen::V,vezulloj,blizgėti
1030,funkeln::V,xixoj,žibėti
1031,funkeln::V,xixëlloj,žibėti
1032,lärmen::V,oshtij,triukšmauti
1033,lärmen::V,zhurmoj,triukšmauti
1034,läuten::V,bie,skambinti
1035,klingeln::V,i bie ziles,skambinti
1036,klirren::V,kërcëlloj,žvangėti
1037,brausen::V,gjëmoj,šniokšti
1038,rauschen::V,fëshfërij,ošti
1039,rauschen::V,fëshfërij,šlamėti
1040,klingen::V,tingëlloj,skardėti
1041,bellen::V,leh,loti
1042,heulen::V,ulërij,kaukti
1043,heulen::V,ulërij,staugti
1044,blasen::V,fryj,pūsti
1045,pfeifen::V,fishkëllej,švilpti
1046,pfeifen::V,fishkëllej,švilpauti
1047,schreien::V,bërtas,šaukti
1048,stöhnen::V,rënkoj,dejuoti
1049,stöhnen::V,rënkoj,aimanuoti
1050,zittern::V,trembem,virpėti
1051,leben::V,rroj,gyventi
1052,leben::V,jetoj,gyventi
1053,geboren werden::V,lind,gimti
1054,atmen::V,marr frymë,alsuoti
1055,atmen::V,marr frymë,kvėpuoti
1056,trinken::V,pi,gerti
1057,essen::V,ha,valgyti
1058,schlucken::V,gëlltis,praryti
1059,schlucken::V,kapërdij,praryti
1060,müde werden::V,lodhem,nuvargti
1061,müde werden::V,lodhem,privargti
1062,einschlafen::V,bie të fle,užmigti
1063,schlafen::V,fle,miegoti
1064,aufwachen::V,zgjohem,pabusti
1065,aufstehen::V,çohem,keltis
1066,aufstehen::V,çohem,atsikelti
1067,aufstehen::V,ngrihem,keltis
1068,aufstehen::V,ngrihem,atsikelti
1069,sich erholen::V,qetësohem,pailsėti
1070,sich erholen::V,qetësohem,poilsiauti
1071,sich erholen::V,shtendosem,pailsėti
1072,sich erholen::V,shtendosem,poilsiauti
1073,krank werden::V,bie i sëmurë,susirgti
1074,krank sein::V,jam i sëmurë,sirgti
1075,schmerzen::V,dhemb,sopėti
1076,schmerzen::V,dhemb,skaudėti
1077,husten::V,kollitem,kosėti
1078,genesen::V,shërohem,sveikti
1079,genesen::V,shërohem,taisytis
1080,sterben::V,vdes,mirti
1081,sterben::V,vdes,numirti
1082,umkommen::V,vdes,žūti
1083,umkommen::V,mbaroj,žūti
1084,sich bewegen::V,shkundem,judėti
1085,sich bewegen::V,shkundem,pasijudinti
1086,sich rühren::V,lëviz,krutėti
1087,sich erheben::V,ngrihem,pakilti
1088,sich erheben::V,ngrihem,atsikelti
1089,sich setzen::V,ulem,sėstis
1090,sich setzen::V,ulem,atsisėsti
1091,hinfallen::V,gremisem,parkristi
1092,hinfallen::V,gremisem,pargriūti
1093,laufen::V,eci,eiti
1094,schreiten::V,çapem,žengti
1095,schreiten::V,çapem,žingsniuoti
1096,spazierengehen::V,shëtis,pasivaikščioti
1097,eilen::V,ngas,skubėti
1098,sich beeilen::V,nxitoj,paskub́ėti
1099,sich beeilen::V,nxitoj,pasiskubinti
1100,sausen::V,eci shpejt,dumti
1101,sausen::V,eci shpejt,lėkti
1102,rennen::V,vrapoj,bėgti
1103,springen::V,kërcej,šokti
1104,klettern::V,hipi,kopti
1105,schaukeln::V,kolovitem,supti
1106,schaukeln::V,kolovitem,linguoti
1107,kriechen::V,zvarritem,ropoti
1108,kriechen::V,zvarritem,šliaužti
1109,schwimmen::V,notoj,plaukti
1110,tauchen::V,zhytem,nerti
1111,rudern::V,vozis,irtis
1112,rudern::V,vozis,irkluoti
1113,fahren::V,shkoj,važiuoti
1114,fahren::V,shkoj,važinėti
1115,fliegen::V,fluturoj,lėkti
1116,fliegen::V,fluturoj,skristi
1117,gehen::V,eci,eiti
1118,gehen::V,shkoj,eiti
1119,weggehen::V,vete,išeiti
1120,abfahren::V,nisem,išvykti
1121,abfahren::V,nisem,išvažiuoti
1122,anhalten::V,ndalem,sustoti
1123,hineingehen::V,futem,įeiti
1124,eintreten::V,hyj,įžengti
1125,kommen::V,vij,ateiti
1126,ankommen::V,arrij,ateiti
1127,ankommen::V,mbërrij,ateiti
1128,zurückkommen::V,kthehem,grį̃žti
1129,zurückkommen::V,kthehem,sugrį̃žti
1130,bleiben::V,mbetem,likti
1131,bleiben::V,mbetem,pasilikti
1132,bleiben::V,qëndroj,likti
1133,bleiben::V,qëndroj,pasilikti
1134,warten::V,pres,laukti
1135,erwarten::V,pres,laukti
1136,suchen::V,kërkoj,ieškoti
1137,finden::V,gjej,rasti
1138,finden::V,gjej,surasti
1139,versuchen::V,mundohem,mėginti
1140,vorbereiten::V,përgatis,rengti
1141,lieben::V,dashuroj,myĺėti
1142,mögen::V,dua,ḿėgti
1143,mögen::V,dua,patikti
1144,lachen::V,qesh,juoktis
1145,rühren::V,mallëngjej,jaudinti
1146,rühren::V,mallëngjej,graudinti
1147,weinen::V,qaj,verkti
1148,schimpfen::V,shaj,bartis
1149,sich ärgern::V,bëhem verem,pykti
1150,sich ärgern::V,bëhem verem,apmaudauti
1151,sich fürchten::V,kam frikë,bijoti
1152,sich fürchten::V,kam frikë,baimintis
1153,sich fürchten::V,frikësohem,bijoti
1154,sich fürchten::V,frikësohem,baimintis
1155,fürchten::V,kam frikë nga,bijoti
1156,fürchten::V,kam frikë nga,baimintis
1157,fliehen::V,arratisem,bėgti
1158,fliehen::V,arratisem,sprukti
1159,flüchten::V,iki,pabėgti
1160,sehen::V,shoh,žiūŕėti
1161,anschauen::V,shikoj,žiūŕėti
1162,ansehen::V,shikoj,žiūrėti į
1163,ansehen::V,shikoj,pažiūrėti į
1164,hören::V,dëgjoj,girdėti
1165,zuhören::V,veshtoj,klausytis
1166,probieren::V,provoj,ragauti
1167,probieren::V,provoj,paragauti
1168,riechen::V,nuhas,uosti
1169,riechen::V,nuhas,užuosti
1170,fühlen::V,ndiej,justi
1171,fühlen::V,ndiej,jausti
1172,fühlen::V,ndiej,pajusti
1173,scheinen::V,ndriçoj,rodytis
1174,scheinen::V,ndriçoj,atrodyti
1175,zu sehen sein::V,dukem,pasirodyti
1176,vernehmen::V,dëgjoj,išgirsti
1177,frieren::V,mërdhij,šalti
1178,tun::V,bëj,daryti
1179,können::V,mund,galėti
1180,können::V,mund,pajėgti
1181,wollen::V,dua,norėti
1182,wollen::V,dëshiroj,norėti
1183,anfangen::V,filloj,pradėti
1184,anfangen::V,filloj,prasid́ėti
1185,beenden::V,kryej,baigti
1186,beenden::V,kryej,užbaigti
1187,beenden::V,mbaroj,baigti
1188,beenden::V,mbaroj,užbaigti
1189,aufhören::V,pushoj,liautis
1190,gelingen::V,më shkon mbarë,pavykti
1191,gelingen::V,më shkon mbarë,pasisekti
1192,geraten::V,del,nusisekti
1193,öffnen::V,hap,atverti
1194,öffnen::V,hap,atidaryti
1195,schließen::V,mbyll,uždaryti
1196,stellen::V,vë,statyti
1197,stellen::V,vë,pastatyti
1198,setzen::V,vë,sodinti
1199,setzen::V,vë,pasodinti
1200,legen::V,vë,dėti
1201,legen::V,vë,pad́ėti
1202,berühren::V,rrok,liesti
1203,berühren::V,rrok,paliesti
1204,verbinden::V,bashkoj,jungti
1205,verbinden::V,bashkoj,surišti
1206,bedecken::V,mbuloj,uždengti
1207,aufhängen::V,var,pakarti
1208,aufhängen::V,var,pakabinti
1209,anzünden::V,ndez,padegti
1210,aufheben::V,ngre,pakelti
1211,zurücklassen::V,lë pas,palikti
1212,verlieren::V,humb,pamesti
1213,fallen lassen::V,lëshoj,atsisakyti
1214,machen::V,bëj,dirbti
1215,herstellen::V,prodhoj,gaminti
1216,bauen::V,ndërtoj,statyti
1217,bauen::V,ndërtoj,pastatyti
1218,reparieren::V,ndreq,taisyti
1219,reparieren::V,ndreq,remontuoti
1220,reparieren::V,meremetoj,taisyti
1221,reparieren::V,meremetoj,remontuoti
1222,verbessern::V,përmirësoj,gerinti
1223,verbessern::V,përmirësoj,ištaisyti
1224,ändern::V,ndërroj,keisti
1225,ändern::V,ndërroj,pakeisti
1226,graben::V,gërmoj,kasti
1227,beugen::V,kërrus,lenkti
1228,beugen::V,kërrus,palenkti
1229,biegen::V,përkul,lenkti
1230,biegen::V,përkul,palenkti
1231,drehen::V,dredh,sukti
1232,drehen::V,rrotulloj,sukti
1233,wenden::V,kthej,kreipti
1234,wenden::V,kthej,pakreipti
1235,umdrehen::V,kthej,sukti
1236,umdrehen::V,kthej,apversti
1237,heben::V,ngre,kelti
1238,heben::V,ngre,pakelti
1239,hochheben::V,ngre,pakelti
1240,ergreifen::V,rrëmbej,čiupti
1241,ergreifen::V,rrëmbej,griebti
1242,halten::V,mbaj,laikyti
1243,halten::V,mbaj,palaikyti
1244,drücken::V,shtyp,spausti
1245,schieben::V,shtyj,stumti
1246,kratzen::V,kruaj,kasyti
1247,kratzen::V,kruaj,grandyti
1248,kratzen::V,gërvisht,kasyti
1249,kratzen::V,gërvisht,grandyti
1250,lecken::V,lëpij,laižyti
1251,beißen::V,kafshoj,kandžioti
1252,abreißen::V,shkëpus,nuplėšti
1253,abschneiden::V,cungoj,atpjauti
1254,abschneiden::V,cungoj,atkirpti
1255,binden::V,lidh,rišti
1256,binden::V,lidh,surišti
1257,stecken::V,fus,kišti
1258,stecken::V,fus,įkišti
1259,stecken::V,ngul,kišti
1260,stecken::V,ngul,įkišti
1261,brechen::V,thyej,lūžti
1262,brechen::V,thyej,laužyti
1263,klopfen::V,trokas,belsti
1264,klopfen::V,trokas,barbenti
1265,hauen::V,godas,mušti
1266,kleben::V,ngjis,lipdyti
1267,kleben::V,ngjis,klijuoti
1268,reiben::V,fërkoj,trinti
1269,reiben::V,fërkoj,tarkuoti
1270,streichen::V,lyej,tepti
1271,streichen::V,lyej,užtepti
1272,schleifen::V,mpreh,galą́sti
1273,schneiden::V,pres,pjauti
1274,schneiden::V,pres,kirpti
1275,rütteln::V,shkund,purtyti
1276,schütteln::V,lëkund,purtyti
1277,schwenken::V,valëvit,mojuoti
1278,schütten::V,mbush,pilti
1279,schütten::V,mbush,berti
1280,füllen::V,mbush,pildyti
1281,füllen::V,mbush,pripildyti
1282,einwickeln::V,mbështjell,įvynioti
1283,einwickeln::V,mbështjell,suvynioti
1284,tragen::V,mbaj,nešti
1285,tragen::V,mbaj,nešioti
1286,tragen::V,mbart,nešti
1287,tragen::V,mbart,nešioti
1288,schleppen::V,heq,vilkti
1289,schleppen::V,zhgërryej,vilkti
1290,ziehen::V,tërheq,tempti
1291,aufbewahren::V,ruaj,laikyti
1292,werfen::V,hedh,mesti
1293,werfen::V,hedh,sviesti
1294,fangen::V,kap,sugauti
1295,packen::V,rrëmbej,čiupti
1296,packen::V,rrëmbej,griebti
1297,verstecken::V,fsheh,slėpti
1298,verstecken::V,fsheh,slapstyti
1299,teilen::V,ndaj,dalyti
1300,teilen::V,ndaj,padalyti
1301,schicken::V,dërgoj,sių̃sti
1302,schicken::V,dërgoj,pasių̃sti
1303,bringen::V,sjell,atnešti
1304,hinzufügen::V,shtoj,pridėti
1305,bekommen::V,kap,gauti
1306,erhalten::V,marr,gauti
1307,nehmen::V,marr,paimti
1308,wählen::V,zgjedh,rinkti
1309,wählen::V,zgjedh,išsirinkti
1310,auswählen::V,përzgjedh,išrinkti
1311,bewahren::V,ruaj,išsaugoti
1312,behindern::V,pengoj,trukdyti
1313,verderben::V,prish,sugadinti
1314,beschädigen::V,dëmtoj,žaloti
1315,beschädigen::V,dëmtoj,gadinti
1316,zerbrechen::V,thyej,sukulti
1317,zerbrechen::V,thyej,sudaužyti
1318,zerreißen::V,çjerr,perplėšti
1319,zerreißen::V,çjerr,suplėšyti
1320,zerreißen::V,zheloj,perplėšti
1321,zerreißen::V,zheloj,suplėšyti
1322,zerstören::V,prish,suardyti
1323,zerstören::V,prish,sugriauti
1324,zerstören::V,shkatërroj,suardyti
1325,zerstören::V,shkatërroj,sugriauti
1326,verbrennen::V,djeg,deginti
1327,verbrennen::V,djeg,sudeginti
1328,geben::V,jap,duoti
1329,geben::V,jap,paduoti
1330,reichen::V,jap,paduoti
1331,schenken::V,fal,dovanoti
1332,schenken::V,dhuroj,dovanoti
1333,versprechen::V,premtoj,žadėti
1334,versprechen::V,premtoj,pažadėti
1335,wünschen::V,uroj,norėti
1336,wünschen::V,uroj,linḱėti
1337,loben::V,lëvdoj,girti
1338,loben::V,lëvdoj,pagirti
1339,loben::V,lavdëroj,girti
1340,loben::V,lavdëroj,pagirti
1341,küssen::V,puth,bučiuoti
1342,wiegen::V,tund,supti
1343,zudecken::V,mbuloj,užkloti
1344,zudecken::V,mbuloj,uždengti
1345,wecken::V,zgjoj,žadinti
1346,zeigen::V,dëftej,rodyti
1347,führen::V,çoj,vesti
1348,führen::V,çoj,vadovauti
1349,lehren::V,arsej,mokyti
1350,lehren::V,arsej,išmokyti
1351,unterrichten::V,arsimoj,dėstyti
1352,aufziehen::V,rris,išauginti
1353,leiten::V,udhëheq,valdyti
1354,leiten::V,udhëheq,vadovauti
1355,antreiben::V,nxis,uiti
1356,antreiben::V,nxis,raginti
1357,antreiben::V,nxis,skubinti
1358,lassen::V,detyroj,paliepti
1359,einladen::V,ftoj,kviesti
1360,einladen::V,ftoj,pakviesti
1361,vereinigen::V,bashkoj,sujungti
1362,vereinigen::V,bashkoj,suvienyti
1363,besuchen::V,vizitoj,lankyti
1364,besuchen::V,vizitoj,aplankyti
1365,treffen::V,ndesh,sutikti
1366,treffen::V,ndesh,pasitikti
1367,sich versammeln::V,tubohem,susirinkti
1368,spielen::V,loz,groti
1369,spielen::V,loz,žaisti
1370,spielen::V,luaj,groti
1371,spielen::V,luaj,žaisti
1372,singen::V,këndoj,dainuoti
1373,tanzen::V,kërcej,šokti
1374,tanzen::V,vallëzoj,šokti
1375,sich trennen::V,ndahem,skirtis
1376,sich trennen::V,ndahem,išsiskirti
1377,verlassen::V,braktis,palikti
1378,retten::V,shpëtoj,gelbėti
1379,bewachen::V,ruaj,sergėti
1380,schützen::V,ruaj,ginti
1381,schützen::V,ruaj,apginti
1382,schützen::V,mbroj,ginti
1383,schützen::V,mbroj,apginti
1384,verteidigen::V,mbroj,ginti
1385,verteidigen::V,mbroj,apginti
1386,sich schlagen::V,zihem,muštis
1387,schießen::V,shtie,šauti
1388,schießen::V,shtie,šaudyti
1389,siegen::V,fitoj,nugalėti
1390,siegen::V,ngadhënjej,nugalėti
1391,ärgern::V,zemëroj,pykinti
1392,schlagen::V,rrah,mušti
1393,schlagen::V,rrah,smogti
1394,schlagen::V,rrah,trenkti
1395,schlagen::V,godas,mušti
1396,schlagen::V,godas,smogti
1397,schlagen::V,godas,trenkti
1398,treten::V,shtyj,mygti
1399,treten::V,shtyj më këmbë,mygti
1400,stechen::V,ther,gelti
1401,stechen::V,ther,smeigti
1402,stechen::V,shpoj,gelti
1403,stechen::V,shpoj,smeigti
1404,stoßen::V,shtyj,stumti
1405,stoßen::V,shtyj,pastumti
1406,stehlen::V,vjedh,vogti
1407,stören::V,pengoj,trikdyti
1408,belästigen::V,bezdis,apsunkinti
1409,verbergen::V,fsheh,slėpti
1410,verbergen::V,fsheh,paslėpti
1411,täuschen::V,mashtroj,klaidinti
1412,betrügen::V,kobis,apgauti
1413,töten::V,vras,žudyti
1414,töten::V,vras,nužudyti
1415,wohnen::V,banoj,gyventi
1416,arbeiten::V,punoj,dirbti
1417,arbeiten::V,punoj,triūsti
1418,arbeiten::V,vardoj,dirbti
1419,arbeiten::V,vardoj,triūsti
1420,sammeln::V,mbledh,rinkti
1421,sammeln::V,grumbulloj,rinkti
1422,pflücken::V,vjel,skinti
1423,pflücken::V,vjel,raškyti
1424,pflücken::V,mbledh,skinti
1425,pflücken::V,mbledh,raškyti
1426,jagen::V,gjuaj,medžioti
1427,fischen::V,peshkoj,žvejoti
1428,fischen::V,gjuaj peshk,žvejoti
1429,fassen::V,zë,sučiupti
1430,hüten::V,kullos,ganyti
1431,treiben::V,vë përpara,ginti
1432,anbinden::V,lidh,pririšti
1433,füttern::V,grazhdoj,šerti
1434,melken::V,mjel,melžti
1435,hacken::V,grij,kapoti
1436,gießen::V,ujis,lieti
1437,gießen::V,ujis,laistyti
1438,reifen::V,piqem,nokti
1439,reifen::V,piqem,sirpti
1440,zubereiten::V,gatuaj,ruošti
1441,zubereiten::V,gatuaj,gaminti
1442,kochen::V,ziej,virti
1443,kochen::V,ziej,virinti
1444,backen::V,pjek,kepti
1445,backen::V,furroj,kepti
1446,braten::V,fërgoj,kepti
1447,braten::V,fërgoj,kepinti
1448,braten::V,tiganis,kepti
1449,braten::V,tiganis,kepinti
1450,umrühren::V,trazoj,maišyti
1451,umrühren::V,trazoj,pamaišyti
1452,stricken::V,thur,megzti
1453,nähen::V,qep,siūti
1454,färben::V,ngjyej,dažyti
1455,färben::V,ngjyej,nudažyti
1456,färben::V,bojatis,dažyti
1457,färben::V,bojatis,nudažyti
1458,reinigen::V,qëroj,valyti
1459,reinigen::V,qëroj,švarinti
1460,reinigen::V,pastroj,valyti
1461,reinigen::V,pastroj,švarinti
1462,waschen::V,laj,plauti
1463,waschen::V,laj,mazgoti
1464,waschen::V,laj,skalbti
1465,waschen::V,finjos,plauti
1466,waschen::V,finjos,mazgoti
1467,waschen::V,finjos,skalbti
1468,abwischen::V,fshij,nušluostyti
1469,spülen::V,kulloj,plauti
1470,spülen::V,kulloj,skalauti
1471,fegen::V,fshij,šluoti
1472,kehren::V,fshij,šluoti
1473,baden::V,lahem,maudytis
1474,sich waschen::V,lahem,praustis
1475,ausziehen::V,heq,numauti
1476,ausziehen::V,heq,nuvilkti
1477,ausziehen::V,zbath,numauti
1478,ausziehen::V,zbath,nuvilkti
1479,anziehen::V,vesh,mauti
1480,anziehen::V,vesh,apsivilkti
1481,anziehen::V,mbath,mauti
1482,anziehen::V,mbath,apsivilkti
1483,sich anziehen::V,vishem,rengtis
1484,sich anziehen::V,vishem,apsirengti
1485,kämmen::V,kreh,šukuoti
1486,schmücken::V,hijeshoj,puošti
1487,schmücken::V,hijeshoj,dabinti
1488,schmücken::V,hijeshoj,gražinti
1489,sagen::V,them,tarti
1490,sprechen::V,flas,kalbėti
1491,reden::V,fjalos,šnekėti
1492,reden::V,fjalëtoj,šnekėti
1493,sich unterhalten::V,bisedoj,kalbėtis
1494,sich unterhalten::V,bisedoj,šnekučiuotis
1495,fragen::V,pyes,klausti
1496,bitten::V,lus,prašyti
1497,bitten::V,lutem,prašyti
1498,erzählen::V,rrëfej,pasakoti
1499,mitteilen::V,kumtoj,skelbti
1500,mitteilen::V,kumtoj,pranešti
1501,nennen::V,quaj,vadinti
1502,nennen::V,quaj,vardyti
1503,rufen::V,thërras,šaukti
1504,rufen::V,thërras,kviesti
1505,prahlen::V,mburrem,girtis
