,Concept_ID,et,ku
825,untergehen[Sonne]::V,loojuma,çun ava
826,scheinen[Sonne]::V,paistma,şewk de
827,donnern::V,kõmisema,gire-gir
828,wehen::V,puhuma,ba le de
829,strömen::V,voolama,xwe girtin
830,fließen::V,voolama,herikîn
831,sich drehen::V,pöörduma,xwe zivirandin
832,schwanken::V,kõikuma,hejandin
833,schwingen::V,võnkuma,libakirin
834,fallen::V,langema,ketin
835,brennen::V,põlema,şewitîn
836,rauchen::V,suitsema,kişandin
837,regnen::V,sadama,bahran tê
838,gefrieren::V,kinni külmuma,qefilandin
839,tauen::V,sulama,helandin
840,schmelzen::V,sulama,helandin
841,trocknen::V,kuivama,zuwabûn
842,sieden::V,keema,kelîn
843,faulen::V,mädanema,xerabûn
844,verfaulen::V,mädanema,xerabûn
845,reißen::V,rebenema,jêkirin
846,versinken::V,uppuma,xerq bûn
847,vergehen::V,mööduma,derbas bûn
848,erscheinen::V,ilmuma,peyda bûn
849,verschwinden::V,kaduma,wendabûn
850,sinken::V,vajuma,noq bûn
851,sinken::V,langema,noq bûn
852,abnehmen::V,vähenema,kêm bûn
853,abnehmen::V,kahenema,kêm bûn
854,zunehmen::V,kasvama,qelew bûn
855,steigen::V,tõusma,hildan
856,steigen::V,üles minema,hildan
857,wachsen::V,kasvama,mezin bûn
858,glänzen::V,läikimä,biriqîn
859,funkeln::V,sädelema,çikisîn
860,lärmen::V,lärmama,guşîn
861,läuten::V,helisema,lê de
862,klingeln::V,helisema,sîl dan
863,klingeln::V,helisema,ringerin
864,klirren::V,kõlisema,zingzing hat
865,brausen::V,kohisema,guşîn
866,rauschen::V,kohisema,guşîn
867,klingen::V,kõlama,deng pe ketin
868,bellen::V,haukuma,kewtîn
869,heulen::V,uluma,ûrîn
870,blasen::V,puhuma,puf kirin
871,pfeifen::V,vilistama,fîkandin
872,schreien::V,karjuma,qîrîn
873,stöhnen::V,oigama,nalîn
874,zittern::V,värisema,hejîn
875,leben::V,elama,jihîn
876,leben::V,elus olema,jihîn
877,geboren werden::V,sündima,hatin dinyê
878,geboren werden::V,sündima,bûn
879,atmen::V,hingama,hilmijîn
880,trinken::V,jooma,vexwarin
881,essen::V,sööma,xwarin
882,schlucken::V,neelama,daqulbandin
883,müde werden::V,väsima,betilîln
884,müde werden::V,väsima,qerimîn
885,einschlafen::V,uinuma,razan
886,schlafen::V,magama,razan
887,schlafen::V,magama,razandin
888,aufwachen::V,ärkama,şiyarbûn
889,aufstehen::V,ärkama,rabûn
890,aufstehen::V,üles tõusma,rabûn
891,sich erholen::V,puhkama,baş bûn
892,krank werden::V,haigestuma,nexweş kêt
893,krank werden::V,haigeks jääma,nexweş kêt
894,krank sein::V,haige olema,nexweş bû
895,schmerzen::V,valutama,êşandin
896,husten::V,köhima,kuxin
897,genesen::V,toibuma,baş bûn
898,sterben::V,surema,mirin
899,umkommen::V,surma saama,mirin
900,sich bewegen::V,liikuma,leqîn
901,sich rühren::V,liikuma,leqîn
902,sich erheben::V,kerkima,rabûn
903,sich setzen::V,istet võtma,runiştin
904,hinfallen::V,kukkuma,kêtin
905,hinfallen::V,maha kukkuma,kêtin
906,laufen::V,kõndima,meşîn
907,schreiten::V,astuma,meşkirin
908,spazierengehen::V,jalutama,gerandin
909,eilen::V,ruttama,lezandin
910,eilen::V,kiirustama,lezandin
911,sich beeilen::V,ruttama,zûkirin
912,sich beeilen::V,kiirustama,zûkirin
913,sausen::V,kihutama,fîzîn
914,sausen::V,tormama,fîzîn
915,rennen::V,jooksma,baz dan
916,rennen::V,kihutama,baz dan
917,springen::V,hüppama,hilpekîn
918,klettern::V,ronima,hilperikîn
919,schaukeln::V,kiikuma,lorandin
920,kriechen::V,roomama,xuşandin
921,schwimmen::V,ujuma,avjenîn
922,tauchen::V,sukelduma,qutxuyardin
923,tauchen::V,sukelduma,noqîn
924,rudern::V,sõudma,qaîq ajotin
925,fahren::V,sõitma,ajotin
926,fliegen::V,lendama,firîn
927,gehen::V,käima,çûn
928,gehen::V,minema,çûn
929,weggehen::V,ära minema,çûn
930,weggehen::V,välja minema,çûn
931,abfahren::V,väljuma,çûyin
932,abfahren::V,ära sõitma,çûyin
933,anhalten::V,peatuma,rawestîn
934,hineingehen::V,sisenema,ketin hundir
935,hineingehen::V,sisse minema,ketin hundir
936,eintreten::V,sisenema,têketin
937,eintreten::V,sisse astuma,têketin
938,kommen::V,tulema,hatin
939,ankommen::V,saabuma,gihan
940,ankommen::V,saabuma,gihîştin
941,zurückkommen::V,tagasi tulema,vegerandin
942,bleiben::V,jääma,sekinîn
943,warten::V,ootama,payîn
944,erwarten::V,ootama,payîn
945,erwarten::V,lootma,payîn
946,suchen::V,otsima,lêgerîn
947,finden::V,leidma,peyda kirin
948,versuchen::V,püüdma,çeribandin
949,versuchen::V,üritama,çeribandin
950,versuchen::V,katsetama,çeribandin
951,vorbereiten::V,valmistama,amade kirin
952,lieben::V,armastama,hez kirin
953,mögen::V,sallima,dil kirin
954,mögen::V,meeldima,dil kirin
955,lachen::V,naerma,kenîn
956,rühren::V,liigutama,hêjan
957,rühren::V,heldima panema,hêjan
958,weinen::V,nutma,girîn
959,schimpfen::V,sõimama,pevçûn
960,sich ärgern::V,ärrituma,enirîn
961,sich ärgern::V,vihastuma,enirîn
962,sich fürchten::V,kartma,tirsîn
963,sich fürchten::V,hirmu tundma,tirsîn
964,fürchten::V,kartma,tirsin
965,fliehen::V,põgenema,bazdan
966,flüchten::V,põgenema,revîn
967,sehen::V,nägema,dîtin
968,anschauen::V,vaatama,sêr kirin
969,ansehen::V,vaatama,hesibandin
970,hören::V,kuulma,guhdar jirin
971,zuhören::V,kuulama,guhdarî kirin
972,probieren::V,proovima,tehm kirin
973,riechen::V,nuusutama,bihn kirin
974,fühlen::V,tundma,hîs kirin
975,scheinen::V,näida,xoyer kir
976,scheinen::V,ilmuda,xoyer kir
977,zu sehen sein::V,ilmuma,diyar bûn
978,vernehmen::V,üle kuulama,bihîstin
979,frieren::V,külmetada,qerişîn
980,tun::V,tegema,kirin
981,können::V,võima,karin
982,können::V,oskama,karin
983,wollen::V,tahtma,xwestîn
984,anfangen::V,hakkama,dest pêkirin
985,anfangen::V,alustama,dest pêkirin
986,beenden::V,lõpetama,xelas kirin
987,aufhören::V,lakkama,xelas kirin
988,gelingen::V,õnnestuma,çe bûn
989,geraten::V,jõudma,qewîmîn
990,öffnen::V,avama,vekirin
991,schließen::V,sulgema,girtin
992,stellen::V,panema,danîn
993,stellen::V,asetama,danîn
994,setzen::V,panema,rûniştin
995,legen::V,panema,danîn
996,legen::V,panema,razandin
997,legen::V,asetama,danîn
998,legen::V,asetama,razandin
999,berühren::V,riivama,lêketin
1000,berühren::V,puudutama,lêketin
1001,verbinden::V,ühendama,anîn pê
1002,bedecken::V,katma,sergirtin
1003,aufhängen::V,riputama,aliqandin
1004,anzünden::V,süütama,pêxistin
1005,aufheben::V,üles tõstma,hildan
1006,zurücklassen::V,jätma,hiştin
1007,zurücklassen::V,jätma,vehiştin
1008,verlieren::V,kaotama,wendakirin
1009,fallen lassen::V,maha pillama,xistin bixe
1010,fallen lassen::V,maha pillama,xistin
1011,fallen lassen::V,kukkuda laskma,xistin bixe
1012,fallen lassen::V,kukkuda laskma,xistin
1013,machen::V,tegema,kirin
1014,machen::V,tegema,çêkirin
1015,herstellen::V,valmistama,çê kirin
1016,herstellen::V,valmistama,peyda kirin
1017,bauen::V,ehitama,lêkirin
1018,reparieren::V,parandama,veherînerîn
1019,verbessern::V,parandama,sererastkirin
1020,ändern::V,muutma,degiş kirin
1021,ändern::V,ümber tegema,degiş kirin
1022,graben::V,kaevama,kolandin
1023,beugen::V,painutama,tewîn
1024,beugen::V,painutama,xwar kirin
1025,biegen::V,painutama,tewandin
1026,biegen::V,painutama,xwarkirin
1027,drehen::V,keerama,fitilandin
1028,wenden::V,ümber pöörama,zivîrin
1029,umdrehen::V,ümber keerama,vegerandin
1030,heben::V,tõstma,hildan
1031,hochheben::V,üles tõstma,hildan
1032,hochheben::V,kõrgele tõstma,hildan
1033,ergreifen::V,haarama,dest avêtin
1034,halten::V,hoidma,hîştin
1035,halten::V,hoidma,sekinîn
1036,drücken::V,pigistama,pêl kirin
1037,schieben::V,lükkama,damdan
1038,kratzen::V,kraapima,xurandin
1039,lecken::V,lakkuma,alastin
1040,beißen::V,purema,gez kirin
1041,beißen::V,hammustama,gez kirin
1042,abreißen::V,rebima,hilşandin
1043,abreißen::V,ära rebima,hilşandin
1044,abschneiden::V,ära lõikama,jêkirin
1045,binden::V,siduma,girêdan
1046,stecken::V,pistma,têxistin
1047,brechen::V,murdma,şikandin
1048,klopfen::V,koputama,kutandin
1049,hauen::V,lööma,li dan
1050,kleben::V,kleepima,zeliqîn
1051,kleben::V,kleepima,şirêz kirin
1052,reiben::V,hõõruma,firikandin
1053,streichen::V,silitama,bax dan
1054,schleifen::V,lihvima,çarkirin
1055,schleifen::V,teritama,çarkirin
1056,schneiden::V,lõikama,jêkirin
1057,rütteln::V,raputama,hejandin
1058,schütteln::V,raputama,daweşîn
1059,schütteln::V,loksutama,daweşîn
1060,schwenken::V,vehkima,têwdan
1061,schwenken::V,lehvitama,têwdan
1062,schütten::V,kallama,rijandin
1063,füllen::V,täitma,dagirtin
1064,einwickeln::V,sisse mähkima,pêçandin
1065,tragen::V,kandma,kişandin
1066,tragen::V,kandma,rajtin
1067,schleppen::V,tassima,kişandin
1068,schleppen::V,lohistama,kişandin
1069,ziehen::V,vedama,kişandin
1070,ziehen::V,tõmbama,kişandin
1071,aufbewahren::V,säilitama,hilandin
1072,aufbewahren::V,alal hoidma,hilandin
1073,werfen::V,viskama,avêtin
1074,fangen::V,püüdma,sem kirin
1075,fangen::V,püüdma,girtin
1076,packen::V,kinni haarama,pê girtin
1077,packen::V,kinni võtma,pê girtin
1078,verstecken::V,peitma,hîlanin
1079,teilen::V,jagama,parvekirin
1080,teilen::V,jaotama,parvekirin
1081,schicken::V,saatma,şandin
1082,bringen::V,viima,anîn
1083,bringen::V,viima,birin
1084,hinzufügen::V,lisama,dan ser
1085,hinzufügen::V,lisama,li tiştekî zêde kirin
1086,bekommen::V,saama,standin
1087,erhalten::V,saama,standin
1088,nehmen::V,võtma,girtin
1089,wählen::V,valima,ray dan
1090,auswählen::V,valima,bijartin
1091,bewahren::V,hoidma,rê li ber girtin
1092,bewahren::V,hoidma,lê xwedî derketin
1093,behindern::V,takistama,bara wi
1094,verderben::V,rikkuma,heram bûn
1095,beschädigen::V,rikkuma,xerab kirin
1096,zerbrechen::V,katki tegema,şikênandin
1097,zerbrechen::V,katki tegema,perçe kirin
1098,zerreißen::V,katki rebima,qelişandin
1099,zerstören::V,purustama,hilşandin
1100,verbrennen::V,põletama,şewitandin
1101,geben::V,andma,dan
1102,geben::V,andma,dayin
1103,reichen::V,andma,besbûn
1104,reichen::V,andma,têrkirin
1105,reichen::V,ulatama,besbûn
1106,reichen::V,ulatama,têrkirin
1107,schenken::V,kinkima,diyarî kirin
1108,versprechen::V,lubama,soz dan
1109,versprechen::V,tõotama,soz dan
1110,wünschen::V,soovima,dil kirin
1111,loben::V,kiitma,pesinandin
1112,küssen::V,suudlema,maçkirin
1113,wiegen::V,hällitama,lorandin
1114,wiegen::V,hällitama,wezinandin
1115,zudecken::V,kaanetama,nixumandin
1116,zudecken::V,kinni katma,nixumandin
1117,wecken::V,äratama,bixwe hesandin
1118,zeigen::V,näitama,şanîdan
1119,führen::V,juhatama,raber kirin
1120,lehren::V,õpetama,hîn kirin
1121,unterrichten::V,õpetama,ders dan
1122,aufziehen::V,üles kasvatama,mesinkirin
1123,leiten::V,juhtima,rêberî kirin
1124,antreiben::V,ergutama,bezandin
1125,lassen::V,laskma,berdan
1126,lassen::V,laskma,hiştin
1127,einladen::V,kutsuma,dawet kirin
1128,vereinigen::V,ühendama,bi yek kirin
1129,besuchen::V,külastama,mêvan bûn
1130,treffen::V,kohtama,rast hatin
1131,sich versammeln::V,kogunema,li hev çivîn
1132,spielen::V,mängima,listin
1133,singen::V,laulma,stran
1134,tanzen::V,tantsima,reqisîn
1135,sich trennen::V,lahku minema,hew berdan
1136,verlassen::V,maha jätma,tanê hişt
1137,verlassen::V,maha jätma,bêkes
1138,retten::V,päästma,rihakirin
1139,bewachen::V,valvama,raçavkirin
1140,schützen::V,kaitsma,hemet kirin
1141,verteidigen::V,kaitsma,paraztin
1142,sich schlagen::V,kaklema,li hev bezîn
1143,schießen::V,tulistama,agir kirin
1144,siegen::V,võitma,biser ketin
1145,ärgern::V,ärritama,xeyirandin
1146,ärgern::V,vihastama,xeyirandin
1147,schlagen::V,lööma,lêdan
1148,schlagen::V,lööma,lêxistin
1149,treten::V,sõtkuma,têlekirin
1150,stechen::V,pistma,têrekirin
1151,stechen::V,torkama,têrekirin
1152,stoßen::V,tõukama,lêketin
1153,stehlen::V,varastama,dizîn
1154,stehlen::V,varastama,dizî birin
1155,stören::V,segama,aciz kirin
1156,stören::V,häirima,aciz kirin
1157,belästigen::V,ahistama,li tela yeki ketin
1158,verbergen::V,peitma,veşartin
1159,verbergen::V,peitma,kemîndanîn
1160,verbergen::V,varjama,veşartin
1161,verbergen::V,varjama,kemîndanîn
1162,täuschen::V,petma,xapandin
1163,täuschen::V,petma,lê zexeli kirin
1164,täuschen::V,tüssama,xapandin
1165,täuschen::V,tüssama,lê zexeli kirin
1166,betrügen::V,petma,xapandin
1167,betrügen::V,tüssama,xapandin
1168,betrügen::V,truudust murtma,xapandin
1169,töten::V,tapma,kûştin
1170,töten::V,surmama,kûştin
1171,wohnen::V,elama,rûniştin
1172,arbeiten::V,töötama,kar kirin
1173,arbeiten::V,töötama,şêxulin
1174,sammeln::V,koguma,komkirin
1175,sammeln::V,korjama,komkirin
1176,pflücken::V,noppima,çinîn
1177,jagen::V,jahtima,nêçîr kirin
1178,fischen::V,kalastama,masî girtin
1179,fischen::V,kala püüdma,masî girtin
1180,fassen::V,püüdma,pê girtin
1181,fassen::V,püüdma,sêm kirin
1182,hüten::V,karjatama,hei jê man
1183,treiben::V,ajama,bêherandin
1184,anbinden::V,kinni siduma,tewilandin
1185,füttern::V,söötma,xwarine dan lê
1186,melken::V,lüpsma,dotin
1187,hacken::V,raiuma,kolandin
1188,hacken::V,lõhkuma,kolandin
1189,gießen::V,kastma,av dan
1190,reifen::V,valmima,kemilîn
1191,zubereiten::V,valmistama,çe kirin
1192,kochen::V,keetma,xwarin çe kirin
1193,kochen::V,keetma,kelandin
1194,backen::V,küpsetama,pijandin
1195,braten::V,praadima,qelandin
1196,braten::V,praadima,sor kirin
1197,umrühren::V,segama,têvdan
1198,stricken::V,kuduma,hûnan
1199,nähen::V,õmblema,kêl kirin
1200,färben::V,värvima,boyax kirin
1201,reinigen::V,puhastama,paqijkirin
1202,waschen::V,pesema,şuştin
1203,abwischen::V,puhtaks pühkima,pakîj kirin
1204,spülen::V,uhtma,şuştin
1205,fegen::V,pühkima,maliştin
1206,kehren::V,pühkima,maliştin
1207,baden::V,suplema,serîşûştin
1208,baden::V,kümblema,serîşûştin
1209,sich waschen::V,end pesema,serîşûştin
1210,ausziehen::V,käest võtma,jê kirin
1211,ausziehen::V,jalast võtma,jê kirin
1212,ausziehen::V,seljast võtma,jê kirin
1213,anziehen::V,jalga panema,pê kirin
1214,sich anziehen::V,riietuma,xwe kirin
1215,kämmen::V,kammima,şeh kirin
1216,schmücken::V,kaunistama,xemilandin
1217,sagen::V,ütlema,gotin
1218,sagen::V,ütlema,peyivîn
1219,sprechen::V,rääkima,peyivîn
1220,sprechen::V,kõnelema,peyivîn
1221,reden::V,kõnelema,axaftin
1222,sich unterhalten::V,vestlema,hev biştaxilin
1223,fragen::V,küsima,pirsîn
1224,fragen::V,küsima,pirs kirin
1225,bitten::V,paluma,tika kirin
1226,erzählen::V,jutustama,behs kirin
1227,mitteilen::V,teatama,vegotin
1228,mitteilen::V,teada andma,vegotin
1229,nennen::V,nimetama,bi nav kirin
1230,rufen::V,kutsuma,bakirin
1231,prahlen::V,hooplema,pesnê xwe dan
1232,übersetzen::V,tõlkima,qulibandin
1233,übersetzen::V,tõlkima,derbas kirin
1234,denken::V,mõtlema,fikirîn
1235,glauben::V,uskuma,bawer bûn
1236,bemerken::V,märkama,bala xwe dan
1237,bemerken::V,märkama,çac lê ketin
1238,erkennen::V,ära tundma,pêhesîn
1239,begreifen::V,aru saama,fêmkirin
1240,verstehen::V,mõistma,fêmkirin
1241,lernen::V,õppima,halmandin
1242,lernen::V,õppima,fêrbun
1243,wissen::V,teadma,zanîn
1244,sich erinnern an::V,mäletama,bir bûn
1245,vergessen::V,unustama,ji bir kirin
1246,messen::V,mõõtma,pê kanîn
1247,zählen::V,loendama,hejmardin
1248,rechnen::V,arvutama,hesibandin
1249,lesen::V,lugema,xwendin
1250,malen::V,maalima,rengandin
1251,malen::V,maalima,boyax kirin
1252,zeichnen::V,joonistama,işaret kirin
1253,schreiben::V,kirjutama,nivîsandin
1254,besitzen::V,omama,hebûn
1255,kaufen::V,ostma,kirîn
1256,verkaufen::V,müüma,firotin
1257,bezahlen::V,tasuma,pere dan
1258,zahlen::V,maksma,pere dan
1259,zahlen::V,maksma,dayin
1260,beherrschen::V,valitsema,zebt kirin
1261,beherrschen::V,valitsema,hukim kirin
1262,ertragen::V,taluma,bihêzkirin
