,Concept_ID,zh,mdf
209,Mensch::N,人,ломань
210,Mann::N,男子,аля
211,Mann::N,男子,цёраломань
212,Frau::N,妇女,ава
213,Kind::N,小孩,идь
214,Kind::N,小孩,шаба
215,Junge::N,男孩,цёраня
216,Mädchen::N,女孩,стирня́
217,Familie::N,家庭,тнал
218,Familie::N,家庭,семья
219,Großvater::N,祖父,атя
220,Großvater::N,祖父,щя́тя
221,Großmutter::N,祖母,баба
222,Eltern::N,父母,тя́дят-а́лят
223,Vater::N,父亲,аля
224,Mutter::N,母亲,ава
225,Mutter::N,母亲,тядя
226,Sohn::N,儿子,цёра
227,Tochter::N,女儿,стирь
228,Bruder::N,兄弟,дуган
229,Bruder::N,兄弟,пяльне
230,Schwester::N,姐妹,ака
231,Schwester::N,姐妹,сазор
232,Onkel::N,伯父,оця
233,Onkel::N,伯父,патя
234,Onkel::N,伯父,щеня́
235,Tante::N,阿姨,ака
236,Tante::N,阿姨,щака
237,Ehemann::N,丈夫,мирде
238,Ehefrau::N,妻子,ърьвя́
239,Freude::N,愉快,ке́нярдема
240,Gelächter::N,大笑,рахсема
241,Glück::N,运气,паваз
242,Kummer::N,苦恼,ризф
243,Kummer::N,苦恼,пичефкс
244,Wunsch::N,愿望,мяль
245,Wunsch::N,愿望,таколдома
246,Lust::N,乐趣,таколдома
247,Geist::N,精神,вайме
248,Gedanke::N,思想,мяль
249,Gedächtnis::N,记性,прявий
250,Verstand::N,理智,прявий
251,Sinn::N,感觉,ён
252,Grund::N,理由,туфта́л
253,Wahrheit::N,真理,ви́де
254,Wahrheit::N,真理,видеши́
255,Gespräch::N,谈话,корхтама
256,Märchen::N,童话,ёфкс
257,Erzählung::N,故事,азкс
258,Nachricht::N,消息,куля́
259,Neuigkeit::N,新闻,куля́
260,Name::N,名字,лем
261,Rätsel::N,谜语,со́дама ёфкс
262,Rede::N,讲话,вал
263,Rede::N,讲话,корхтама
264,Sprache::N,语言,кяль
265,Stimme::N,声音,вайгяль
266,Wort::N,词,вал
267,Zeichen::N,标记,тя́ште
268,Zeichen::N,标记,тя́штькс
269,Ruf::N,呼喊,тердема
270,Lärm::N,噪音,гайф
271,Lärm::N,噪音,жалакодома
272,Laut::N,响声,вайгяль
273,Ton::N,声音,вайгяль
274,Lied::N,歌曲,мора
275,Ruhe::N,安静,сетьме
276,Leute::N,人们,ломатть
277,Volk::N,人民,наро́д
278,Arbeit::N,劳动,тев
279,Gast::N,客人,и́нжи
280,Gast::N,客人,ко́нак
281,Geschenk::N,礼物,казне
282,Spiel::N,游戏,налхкома
283,Spiel::N,游戏,налхксема
284,Gesellschaft::N,陪同,кружок
285,Hilfe::N,帮助,лездома
286,Freund::N,朋友,я́лга
287,Kamerad::N,同志,я́лга
288,Angelegenheit::N,事情,тев
289,Anzahl::N,数目,лувкс
290,Art::N,种类,вид
291,Stück::N,块,пакш
292,Teil::N,部分,часть
293,Teil::N,部分,пялькс
294,Hälfte::N,一半,пяле
295,Kreis::N,圆,шаркс
296,Kreuz::N,十字架,крёз
297,Linie::N,线条,межа
298,Linie::N,线条,китькс
299,Strich::N,划,межа
300,Abstand::N,距离,ётка
301,Entfernung::N,距离,ётка
302,Gegend::N,地区,ва́ста
303,Gegend::N,地区,перьфпя́ль
304,Platz::N,场所,ва́ста
305,Ort::N,地点,ва́ста
306,Seite::N,面,пяле
307,Mitte::N,中间,кучка́
308,Gegenstand::N,物品,веща
309,Sache::N,物,тев
310,Sache::N,物,веща
311,Rand::N,边,пе
312,Kante::N,棱,и́рдез
313,Ecke::N,角,ужа
314,Spitze::N,尖,пря
315,Ende::N,结尾,пе
316,Loch::N,洞,варя
317,Winkel::N,角度,ужа
318,Muster::N,模型,сёрма
319,Größe::N,大小,серь
320,Länge::N,长度,кува́лма
321,Höhe::N,高度,серь
322,Gewicht::N,重量,сталма
323,Menge::N,数量,лувкс
324,Haufen::N,堆,мар
325,Reihe::N,行,ряд
326,Boot::N,小船,венеж
327,Ruder::N,奖,миле
328,Schlitten::N,雪橇,ну́рда
329,Ski::N,雪板,сокс
330,Lagerfeuer::N,营火,то́лмар
331,Last::N,负担,канкс
332,Last::N,负担,сталма
333,Gang::N,行走,молема
334,Schritt::N,步伐,аськолкс
335,Norden::N,北,якшама шире
336,Süden::N,南,ля́мбе ши́ре
337,Westen::N,西,ши валгома шире
338,Osten::N,东,шинь стяма шире
339,Holz::N,木材,вирь
340,Holz::N,木材,шуфта
341,Brett::N,木板,лавця
342,Platte::N,平板,плита́
343,Stütze::N,支架,неже
344,Stange::N,杆,олга
345,Stock::N,棒,байдек
346,Stab::N,棍,олгоня
347,Rohr::N,管子,турама
348,Haus::N,房屋,куд
349,Heim::N,家,куд
350,Ofen::N,炉子,пянакуд
351,Fußboden::N,地板,кия́кс
352,Tisch::N,桌子,шра
353,Tisch::N,桌子,моркш
354,Stuhl::N,椅子,стул
355,Wiege::N,摇蓝,нюря́м
356,Bett::N,床,ацам
357,Regal::N,架子,лавцяланга
358,Kiste::N,箱子,парга
359,Fenster::N,窗户,валмья
360,Tür::N,门,кенкш
361,Tor::N,大门,ортат
362,Zaun::N,篱笆,перяфкс
363,Dach::N,屋顶,кудпря
364,Leiter::N,梯子,куцема
365,Besen::N,扫帚,тяльме
366,Spaten::N,铁锹,ка́йме
367,Schaufel::N,铁锹,ко́поня
368,Schaufel::N,铁锹,ця́рдом
369,Gabel::N,叉,ця́нгоня
370,Löffel::N,食匙,куцю
371,Messer::N,刀,пеель
372,Nagel::N,钉子,эска
373,Netz::N,网,
374,Haken::N,钩子,кя́чказ
375,Griff::N,把柄,недь
376,Griff::N,把柄,кунда́мка
377,Schloss::N,锁,замо́к
378,Bild::N,图画,карти́на
379,Figur::N,人像,ронга-понда
380,Puppe::N,娃娃,ня́ка
381,Beutel::N,袋子,кяскав
382,Bündel::N,捆,кярьме
383,Tasche::N,手提包,кошяльня
384,Eimer::N,桶,ве́дарка
385,Deckel::N,盖子,тавадкс
386,Deckel::N,盖子,вельхкс
387,Geschirr::N,餐具,кядьге
388,Sack::N,袋子,кяскав
389,Tasse::N,杯子,ша́ваня
390,Topf::N,锅,кавозь
391,Kessel::N,水壶,сргавозь
392,Essen::N,进餐,ярхцама
393,Nahrung::N,食物,ярхцампяль
394,Speise::N,菜肴,ярхцама
395,Fleisch::N,肉,пал
396,Fleisch::N,肉,сиволь
397,Getreide::N,谷物,сёра
398,Brei::N,粥,ям
399,Brot::N,面包,кши
400,Scheibe::N,片,кочам
401,Fett::N,脂肪,куя́
402,Butter::N,黄油,вай
403,Öl::N,油,вай
404,Salz::N,盐,сал
405,Suppe::N,汤,шонгарям
406,Suppe::N,汤,коршампяль
407,Honig::N,蜂蜜,медь
408,Milch::N,奶,лофца
409,Tee::N,茶,чай
410,Leder::N,皮革,кедь
411,Wolle::N,毛线,пона
412,Stoff::N,织物,котф
413,Nadel::N,针,салмокс
414,Faden::N,线,сюре
415,Knopf::N,纽扣,пуня
416,Knoten::N,结,сюлма
417,Farbe::N,颜色,архтомбяль
418,Kleidung::N,衣服,щам
419,Hemd::N,衬衫,па́нар
420,Kragen::N,领子,сиве
421,Ärmel::N,袖子,ожа
422,Hose::N,裤子,понкст
423,Gürtel::N,腰带,каркс
424,Mütze::N,帽子,вазь
425,Schuh::N,鞋,башма́к
426,Stiefel::N,靴子,кя́ме
427,Ring::N,戒指,суркс
428,Band::N,带子,керькс
429,Band::N,带子,лента
430,Kamm::N,梳子,сюрьхцем
431,Spiegel::N,镜子,ванома
432,Riemen::N,皮带,шнань каркс
433,Schnur::N,绳子,пикс
434,Schnur::N,绳子,карькскя
435,Leine::N,皮带,вядьме
436,Decke::N,被子,вельхкс
437,Kissen::N,软垫,тоду
438,Tuch::N,巾,руця́
439,Handtuch::N,手巾,на́рдама
440,Kraft::N,力,вий
441,Stärke::N,力量,вииши
442,Gesundheit::N,健康,шумбраши́
443,Krankheit::N,病,урма́
444,Krankheit::N,病,сярядема
445,Schmerz::N,痛,маряма
446,Wunde::N,伤口,керф
447,Fieber::N,发烧,маштыкс
448,Arznei::N,药,надо́бья
449,Arznei::N,药,пъчка́фтома
450,Brücke::N,桥,седь
451,Brunnen::N,井,эши
452,Weide::N,牧场,ванома васта
453,Pfad::N,小路,ян
454,Pfad::N,小路,киня́
455,Weg::N,路,ки
456,Straße::N,街,ки
457,Dorf::N,村庄,веле
458,Stadt::N,城市,ош
459,Brief::N,信,сёрма
460,Buch::N,书,книга
461,Buchstabe::N,字母,бу́ква
462,Zeitung::N,报纸,газе́та
463,Leben::N,生命,эряф
464,Leben::N,生命,эряма
465,Tod::N,死亡,кулома́
466,Grab::N,坟墓,калма
467,Kirche::N,教堂,це́рькав
468,Sünde::N,罪,пежеть
469,Sünde::N,罪,муворкс
470,Gott::N,上帝,шкай
471,Arbeiter::N,工人,трудендай
472,Arbeiter::N,工人,работник
473,Chef::N,上司,азор
474,Chef::N,上司,оцюня
475,Meister::N,师傅,мастяр
476,Arzt::N,医生,врач
477,Arzt::N,医生,доктор
478,Lehrer::N,教师,учи́тель
479,Geld::N,钱,ярмакт
480,Geschäft::N,交易,ладяфкс
481,Geschäft::N,交易,ладяф тев
482,Laden::N,商店,ла́вка
483,Preis::N,价格,питне
484,Ware::N,商品,миф
485,Ware::N,商品,ра́маф
486,Nutzen::N,好处,пара
487,Nutzen::N,好处,лезкс
488,Reichtum::N,财富,ко́зяши
489,Welt::N,世界,свет
490,Land::N,国家,мастор
491,Staat::N,国家,государства
492,König::N,国王,король
493,Macht::N,权力,азорондама
494,Macht::N,权力,азорксши
495,Grenze::N,边界,ёткаян
496,Krieg::N,战争,война́
497,Feind::N,敌人,душман
498,Feind::N,敌人,каршек тюри
499,Gewalt::N,暴力,наругама
500,Kampf::N,战斗,тюрема́
501,Bogen[Waffe]::N,弓,нал
502,Pfeil::N,箭,нал
503,Gewehr::N,枪,винто́вка
504,Fehler::N,错误,эльбядькс
505,Lüge::N,谎话,васькафнема
506,Schaden::N,损失,зия́н
507,Unglück::N,不幸,зия́н
508,Schuld::N,过错,муворши
509,Alter::N,年龄,эряф кизот
510,Alter::N,年龄,эряфонь пинге
511,Schluss::N,结束,пе
512,Zeit::N,时间,пинге
513,Tag::N,天,ши
514,Morgen::N,早晨,шобдава
515,Mittag::N,中午,шикучка
516,Abend::N,晚上,иля́дь
517,Nacht::N,夜,ве
518,Woche::N,星期,недя́ля
519,Monat::N,月,ков
520,Jahr::N,年,киза
521,Frühling::N,春天,тунда́
522,Sommer::N,夏天,киза
523,Herbst::N,秋天,сёксе
524,Winter::N,冬天,тяла
525,Januar::N,一月,кельмеков
526,Februar::N,二月,уфайков
527,März::N,三月,марайков
528,April::N,四月,шудиков
529,Mai::N,五月,панжиков
530,Juni::N,六月,лямбеков
531,Juli::N,七月,псиков
532,August::N,八月,сёроньков
533,September::N,九月,тюжягов
534,Oktober::N,十月,кельмазаков
535,November::N,十一月,эйндамков
536,Dezember::N,十二月,кучкаков
537,Montag::N,星期一,одговши
538,Dienstag::N,星期二,ша́вши
539,Mittwoch::N,星期三,вержи
540,Donnerstag::N,星期四,шува́ланя
541,Freitag::N,星期五,пя́денця
542,Samstag::N,星期六,ёткши
543,Sonntag::N,星期日,таргоши
544,groß::A,大,оцю
545,klein::A,小,ёмла
546,lang::A,长,кува́ка
547,kurz::A,短,нюрьхкя́ня
548,breit::A,宽,кели
549,schmal::A,细长的,тяйня
550,dicht::A,密,сиде
551,dicht::A,密,туста
552,dick[Gegenstand]::A,厚,эчке
553,dünn::A,薄,шува́ня
554,fein::A,细小,шува́ня
555,fest::A,固体,кеме
556,flach::A,平坦,лапш
557,glatt::A,光滑,вадяв
558,glatt::A,光滑,такор
559,hart::A,硬,калгода
560,weich::A,软,ляпе
561,rund::A,圆,кру́глай
562,spitz::A,尖,ботаз
563,spitz::A,尖,оржа
564,scharf::A,锋利,оржа
565,stumpf::A,钝,ношка
566,schwer::A,重,стака
567,schön::A,美丽,мазы
568,heiß::A,烫,пси
569,warm::A,暖和,лямбе
570,kalt::A,冷,кельме
571,kühl::A,凉,эше
572,frisch::A,新鲜,свежай
573,feucht::A,潮湿,летьке
574,nass::A,湿,начка
575,trocken::A,干,коське
576,voll::A,满,пяшксе
577,leer::A,空,шава
578,offen::A,敞开,панжада
579,offen::A,敞开,виде
580,geschlossen::A,关闭,пякстаф
581,geschlossen::A,关闭,сёлгф
582,sauber::A,干净,ару
583,schmutzig::A,肮脏,рда́зу
584,schmutzig::A,肮脏,пя́ндра
585,roh::A,生,верок
586,reif::A,成熟,ке́нерьф
587,lecker::A,好吃,танцти
588,süß::A,甜,ламбама
589,bitter::A,苦,сяпи
590,sauer::A,酸,шапама
591,hell::A,亮,валда
592,dunkel::A,阴暗,шобда
593,schwarz::A,黑,равжа
594,weiß::A,白,акша
595,rot::A,红,якстерь
596,gelb::A,黄,тюжя́
597,blau::A,蓝,сенем
598,grün::A,绿,пиже
599,grün::A,绿,сянгяря
600,grau::A,灰色,уле
601,bunt::A,五彩,сёрмав
602,billig::A,便宜,у́цез
603,billig::A,便宜,аф пи́тни
604,teuer::A,贵,пи́тни
605,wertvoll::A,贵重,питни
606,blind::A,瞎,сокор
607,taub::A,聋,пярав
608,kräftig::A,强壮,пяк вии
609,stark::A,强壮,вии
610,schwach::A,弱,лафча
611,fett::A,胖,куя́
612,schlank::A,苗条,виде ронга
613,hübsch::A,漂亮,мазы
614,böse::A,邪恶,кяжи
615,dumm::A,笨,аф ёню
616,dumm::A,笨,шава пря
617,faul::A,懒惰,нола
618,fleißig::A,勤奋,ку́лхцонды
619,geizig::A,吝啬,кирьжя
620,geizig::A,吝啬,жаднай
621,klug::A,聪明,ёню
622,klug::A,聪明,пря́ви
623,geschickt::A,灵巧,маштозь тиф
624,lieb::A,可爱,цебярь
625,lustig::A,快乐,ра́хси
626,sanft::A,柔和,сетьме
627,hungrig::A,饥饿,вача
628,hungrig::A,饥饿,вачеда
629,krank::A,患病,сяряди
630,nackt::A,裸体,штада
631,nackt::A,裸体,кърхтапа
632,traurig::A,悲哀,ла́жнай
633,lebendig::A,活,эряй
634,gut::A,好,пара
635,gut::A,好,цебярь
636,schlecht::A,坏,кальдяв
637,richtig::A,正确,виде
638,schlimm::A,糟糕,кальдяв
639,wahr::A,真,афкуксонь
640,alt::A,旧,ташта
641,neu::A,新,од
642,ehemalig::A,以前,и́нгольдень
643,alt[Lebewesen]::A,老,сире
644,jung::A,年轻,од
645,arm::A,贫穷,а́шу
646,reich::A,富裕,козя
647,bekannt::A,出名,содаф
648,berühmt::A,著名,содавикс
649,fremd::A,陌生,лия
650,fremd::A,陌生,аф содаф
651,verschieden::A,不同,аф фкя ла́цонь
652,nah::A,近,мала
653,nah::A,近,аф ичкоздень
654,fern::A,遥远,и́чкоздень
655,fern::A,遥远,куна́рдонь
656,linker::A,左,кержи
657,rechter::A,右,види
658,anderer::A,别的,лия
659,erster::A,第一,васенце
660,zweiter::A,第二,омбоце
661,dritter::A,第三,колмоце
662,letzter::A,最后,ме́кольце
663,allein::ADV,单独,ськамонза
664,auf einmal::ADV,同时,вихцок
665,zusammen::ADV,一起,марс
666,zusammen::ADV,一起,ма́рса
667,lange::ADV,许久,кува́тьс
668,plötzlich::ADV,忽然,а́пак учт
669,sofort::ADV,立刻,тяникиге
670,später::ADV,以后,ме́ле
671,jetzt::ADV,现在,тяни
672,heute::ADV,今天,тячи
673,morgen::ADV,明天,ва́нды
674,bald::ADV,即将,курок
675,dann::ADV,然后,меле
676,dann::ADV,然后,сяда меле
677,gestern::ADV,昨天,ися́к
678,einst::ADV,曾经,весть
679,einst::ADV,曾经,мзя́рда-бди
680,damals::ADV,当时,эста
681,danach::ADV,随后,меле
682,vorher::ADV,事先,инголи
683,zuerst::ADV,首先,ва́сенда
684,einmal::ADV,一次,весть
685,manchmal::ADV,有时,лия́ста
686,manchmal::ADV,有时,ко́ста-ко́ста
687,oft::ADV,时常,си́деста
688,immer::ADV,总是,фалу
689,immer::ADV,总是,най
690,niemals::ADV,从未,аф мзя́рдонга
691,hier::ADV,这里,тяса
692,hierhin::ADV,到这里,сей
693,hierhin::ADV,到这里,тяза
694,von hier::ADV,由此,тя́ста
695,dort::ADV,那里,тоса
696,dorthin::ADV,到那里,тов
697,dorthin::ADV,到那里,тоза
698,geradeaus::ADV,一直往前,ви́деста
699,vorwärts::ADV,向前,и́нголи
700,rückwärts::ADV,向后,ме́ки
701,zurück::ADV,退后,ме́ки
702,unten::ADV,下面,ала
703,hinab::ADV,向下,алу
704,oben::ADV,上面,вяре
705,hinauf::ADV,向上,вяри
706,überall::ADV,到处,се́мбе ва́стова
707,nicht::ADV,不,аф
708,ein wenig::ADV,一点儿,аф лама
709,kaum::ADV,几乎不,а́ньцек
710,sehr::ADV,很,пяк
711,so::ADV,如此,ста́не
712,noch::ADV,还,нинге
713,nur::ADV,只,аньцек
714,schon::ADV,已经,ни
715,wieder::ADV,又,та́га
716,vor::PRP,在...面前,инголе
717,hinter::PRP,在...背后,фтала
718,hinter::PRP,在...背后,мельге
719,unter::PRP,在...下面,ала
720,durch::PRP,穿过,пачк
721,neben::PRP,在...旁,ваксса
722,zwischen::PRP,在...之间,ёткса
723,wegen::PRP,由于,сюнеда
724,dies::PRN,这,тя
725,das::PRN,那,ся
726,das::PRN,那,тона
727,alles::PRN,一切,сембе
728,ich::PRN,我,мон
729,du::PRN,你,тон
730,er::PRN,他,сон
731,wir::PRN,我们,минь
732,ihr::PRN,你们,тинь
733,sie::PRN,她,синь
734,was::FPRN,什么,мезе
735,wer::FPRN,谁,кие
736,wo::FADV,哪里,коса
737,wohin::FADV,去哪里,ков
738,wohin::FADV,去哪里,коза
739,wie::FADV,怎么,ко́да
740,warum::FADV,为什么,мес
741,wieviel::FNUM,多少,мзя́ра
742,eins::NUM,一,фкя
743,zwei::NUM,二,кафта
744,drei::NUM,三,колма
745,vier::NUM,四,ниле
746,fünf::NUM,五,вете
747,sechs::NUM,六,кота
748,sieben::NUM,七,сисем
749,acht::NUM,八,кафкса
750,neun::NUM,九,ве́йхкса
751,zehn::NUM,十,кемонь
752,elf::NUM,十一,кефкие
753,zwölf::NUM,十二,кемгафтува
754,zwanzig::NUM,二十,комсь
755,dreißig::NUM,三十,колмогемонь
756,vierzig::NUM,四十,нильге́монь
757,fünfzig::NUM,五十,ве́дьгемонь
758,sechzig::NUM,六十,ко́дгемонь
759,siebzig::NUM,七十,сизьге́монь
760,achtzig::NUM,八十,ка́фксогемонь
761,neunzig::NUM,九十,ве́йхксогемонь
762,hundert::NUM,百,сяда
763,tausend::NUM,千,тёжянь
764,und::CNJ,和,и
765,und::CNJ,和,дъ
766,oder::CNJ,或者,или
767,oder::CNJ,或者,али
768,stehen::V,站,а́щемс стя́да
769,sitzen::V,坐,ащемс озада
770,liegen::V,躺着,ма́дозь а́щемс
771,hängen::V,挂着,нюрьгомс
772,werden::V,成为,арамс
773,werden::V,成为,тиевомс
774,passieren::V,发生,лисэмс
775,passieren::V,发生,эвондамс
776,beginnen::V,开始,ушедомс
777,enden::V,终止,лоткамс
778,wechseln::V,变迁,по́лафнемс
779,aufgehen[Sonne]::V,升起,стямс
780,aufgehen[Sonne]::V,升起,лисемс
781,untergehen[Sonne]::V,下落,валгомс
782,scheinen[Sonne]::V,照射,ва́лдоптомс
783,donnern::V,打雷,торамс
784,wehen::V,飘扬,уфа́мс
785,strömen::V,流,шудемс
786,fließen::V,流动,шудемс
787,sich drehen::V,转动,шаромс
788,schwanken::V,摇摆,якамс
789,schwingen::V,摇,люксемс
790,schwingen::V,摇,нюрьсемс
791,fallen::V,坠落,прамс
792,fallen::V,坠落,прашендомс
793,brennen::V,燃烧,паломс
794,rauchen::V,冒烟,качадомс
795,regnen::V,下雨,пиземс
796,gefrieren::V,结冰,эйндамс
797,gefrieren::V,结冰,кельмомс
798,tauen::V,融化,соламс
799,schmelzen::V,溶化,соламс
800,trocknen::V,变干,коськомс
801,sieden::V,煮,лакамс
802,faulen::V,腐烂,наксадомс
803,verfaulen::V,腐烂,наксадомс
804,reißen::V,撕,сязевомс
805,versinken::V,下沉,ваямс
806,vergehen::V,流逝,ётамс
807,erscheinen::V,出现,эвондамс
808,verschwinden::V,消失,юма́мс
809,sinken::V,下降,валгомс
810,abnehmen::V,减少,киремс
811,zunehmen::V,增加,ламокстомс
812,zunehmen::V,增加,рашнемс
813,steigen::V,上升,кеподемс
814,wachsen::V,生长,касомс
815,glänzen::V,发光,цинзелдомс
816,glänzen::V,发光,цифордомс
817,funkeln::V,闪烁,ци́фтордомс
818,lärmen::V,吵闹,жалнамс
819,läuten::V,响,гайфтемс
