,Concept_ID,vep,zh
848,rennen::V,joksta,奔跑
849,springen::V,hüptä,跳
850,klettern::V,libuda,攀缘
851,schaukeln::V,čibuda,荡秋千
852,kriechen::V,ličtas,爬行
853,schwimmen::V,ujuda,游泳
854,tauchen::V,čukautas,潜水
855,rudern::V,souta,划船
856,fahren::V,ajada,行驶
857,fahren::V,ajelda,行驶
858,fliegen::V,leta,飞
859,gehen::V,mända,走
860,gehen::V,kävuda,走
861,weggehen::V,päzda,离去
862,weggehen::V,lähtta,离去
863,abfahren::V,tönduda,出发
864,anhalten::V,seižutadas,停住
865,hineingehen::V,mända südäimehe,进去
866,eintreten::V,tulda,进入
867,kommen::V,tulda,来
868,ankommen::V,tulda,到达
869,zurückkommen::V,pörtas,回来
870,bleiben::V,jäda,停留
871,warten::V,varastada,等
872,erwarten::V,varastada,等候
873,suchen::V,ectä,找
874,finden::V,löuta,找到
875,versuchen::V,ladida,尝试
876,versuchen::V,rohkaita,尝试
877,vorbereiten::V,vaumita,预备
878,lieben::V,armastada,爱
879,mögen::V,navedida,喜欢
880,lachen::V,nagrda,笑
881,rühren::V,likutada,
882,weinen::V,itkta,哭
883,schimpfen::V,laidas,骂
884,schimpfen::V,pačatada,骂
885,sich ärgern::V,rändüda,生气
886,sich fürchten::V,varaita,害怕
887,fürchten::V,varaita,害怕
888,fliehen::V,pageta,逃走
889,flüchten::V,pageta,逃跑
890,flüchten::V,joksta,逃跑
891,sehen::V,nähta,看
892,anschauen::V,kacta,注视
893,ansehen::V,kacta,注视
894,hören::V,kulda,听
895,zuhören::V,kundeltas,倾听
896,probieren::V,mujada,尝
897,riechen::V,rižada,闻
898,fühlen::V,mujada,感到
899,scheinen::V,näguda,照耀
900,zu sehen sein::V,näguda,可以看到
901,vernehmen::V,kulištada,审讯
902,frieren::V,kül'mdä,觉得冷
903,tun::V,tehta,作
904,können::V,voida,能
905,können::V,mahtta,能
906,wollen::V,himoita,要
907,wollen::V,tahtoida,要
908,anfangen::V,zavottä,开始
909,anfangen::V,augotada,开始
910,beenden::V,loptä,结束
911,aufhören::V,loptas,停止
912,gelingen::V,lähtta,成功
913,gelingen::V,tehtas,成功
914,geraten::V,tulda,陷于
915,öffnen::V,avaita,打开
916,schließen::V,saubata,关
917,stellen::V,panda,放
918,stellen::V,seižutada,放
919,setzen::V,ištutada,放
920,legen::V,panda,摆
921,berühren::V,koskta,触
922,berühren::V,käziduda,触
923,verbinden::V,ühtenzoitta,联结
924,bedecken::V,katta,覆盖
925,bedecken::V,peitta,覆盖
926,aufhängen::V,riputada,挂
927,anzünden::V,sütutada,点
928,aufheben::V,leta,拾起
929,zurücklassen::V,jätta,遗留
930,verlieren::V,kadotada,丧失
931,fallen lassen::V,kirbotada,让掉下
932,machen::V,säta,做
933,machen::V,tehta,做
934,herstellen::V,tehta,生产
935,bauen::V,leta,建造
936,bauen::V,sauda,建造
937,reparieren::V,koheta,修理
938,verbessern::V,paremboita,改进
939,ändern::V,vajehtada,改变
940,graben::V,kaida,挖
941,graben::V,čongoida,挖
942,beugen::V,koverta,弯下
943,biegen::V,painda,弯
944,drehen::V,punotada,转动
945,wenden::V,käta,转动
946,wenden::V,kärauta,转动
947,umdrehen::V,käta,转动
948,heben::V,leta,举起
949,hochheben::V,libutada,抬高
950,ergreifen::V,tabata,抓住
951,halten::V,pidada,拿着
952,drücken::V,painda,压
953,schieben::V,žigutada,推
954,kratzen::V,künstä,搔
955,lecken::V,nolda,舔
956,beißen::V,purda,咬
957,beißen::V,hambastada,咬
958,abreißen::V,ratketa,撕下
959,abschneiden::V,čapata,切断
960,abschneiden::V,leikata,切断
961,binden::V,sidoda,捆
962,stecken::V,čokaita,插
963,brechen::V,katkaita,断裂
964,klopfen::V,kolkotada,敲
965,hauen::V,löda,揍
966,kleben::V,klejata,粘
967,reiben::V,hosta,摩擦
968,reiben::V,törkita,摩擦
969,reiben::V,jorotada,摩擦
970,streichen::V,voita,涂
971,schleifen::V,hijoida,拖曳
972,schleifen::V,teravzoitta,拖曳
973,schneiden::V,leikata,切
974,rütteln::V,heilutada,颠簸
975,schütteln::V,pudištada,摇动
976,schwenken::V,maihutada,摇动
977,schütten::V,valada,倒
978,füllen::V,täutta,填满
979,einwickeln::V,kärdä,包
980,tragen::V,kantta,提
981,tragen::V,kandišta,提
982,schleppen::V,vedätada,扛
983,ziehen::V,vedada,拉
984,aufbewahren::V,kaita,保存
985,werfen::V,čuta,扔
986,werfen::V,tactä,扔
987,fangen::V,püta,捕捉
988,packen::V,tabata,抓住
989,verstecken::V,peitta,藏
990,teilen::V,jagada,分
991,schicken::V,oigeta,派遣
992,bringen::V,veda,带来
993,hinzufügen::V,ližata,添加
994,bekommen::V,sada,得到
995,erhalten::V,sada,接到
996,nehmen::V,otta,拿
997,wählen::V,valita,挑选
998,auswählen::V,valita,选择
999,bewahren::V,kaita,保持
1000,behindern::V,telustada,防碍
1001,verderben::V,travida,败坏
1002,beschädigen::V,satatada,损坏
1003,zerbrechen::V,mureta,破碎
1004,zerreißen::V,rebitada,撕碎
1005,zerstören::V,mureta,毁坏
1006,verbrennen::V,poltta,燃烧
1007,geben::V,antta,给
1008,reichen::V,antta,递给
1009,schenken::V,lahjoita,赠送
1010,versprechen::V,toivotada,许诺
1011,wünschen::V,toivotada,祝
1012,loben::V,kitta,表扬
1013,küssen::V,tervehtada,亲
1014,wiegen::V,likutada,轻摇
1015,zudecken::V,katta,盖上
1016,wecken::V,noustatada,唤起
1017,zeigen::V,ozutada,指
1018,führen::V,astutada,带领
1019,lehren::V,opeta,教
1020,unterrichten::V,opeta,讲课
1021,aufziehen::V,kazvatada,抚养
1022,leiten::V,ohjata,领导
1023,antreiben::V,rigehtoitta,催促
1024,lassen::V,käskta,让
1025,einladen::V,kucta,邀请
1026,vereinigen::V,ühtenzoitta,统一
1027,besuchen::V,rižada,参观
1028,treffen::V,vastata,会面
1029,sich versammeln::V,kägeta,聚集
1030,sich versammeln::V,sätas,聚集
1031,spielen::V,väta,玩
1032,singen::V,pajatada,唱歌
1033,tanzen::V,kargaita,跳舞
1034,sich trennen::V,erigata,分别
1035,verlassen::V,jätta,离开
1036,retten::V,päzutada,救
1037,bewachen::V,varjoita,守卫
1038,schützen::V,kaita,保护
1039,verteidigen::V,kaita,保卫
1040,sich schlagen::V,torata,打架
1041,schießen::V,ampta,射击
1042,siegen::V,vägestada,获胜
1043,ärgern::V,verdutada,激怒
1044,ärgern::V,rändütada,激怒
1045,schlagen::V,löda,打
1046,schlagen::V,iškta,打
1047,treten::V,peksta,踢
1048,treten::V,topsta,踢
1049,stechen::V,pystiä,刺
1050,stoßen::V,iškta,撞
1051,stoßen::V,pudištada,撞
1052,stehlen::V,vargastada,盗窃
1053,stören::V,keskustada,干扰
1054,belästigen::V,tartuteldas,打搅
1055,verbergen::V,katelda,隐藏
1056,täuschen::V,manitada,欺骗
1057,betrügen::V,manitada,欺骗
1058,töten::V,rikta,杀
1059,töten::V,surmita,杀
1060,wohnen::V,eläda,居住
1061,arbeiten::V,rata,工作
1062,sammeln::V,kogota,收集
1063,pflücken::V,poimda,采
1064,jagen::V,mecata,打猎
1065,fischen::V,kalatada,捕鱼
1066,fassen::V,tabata,捉住
1067,hüten::V,paimeta,守护
1068,treiben::V,ajada,漂
1069,anbinden::V,küttestada,拴
1070,anbinden::V,sidoda,拴
1071,füttern::V,sötta,喂
1072,melken::V,lüpsta,挤奶
1073,hacken::V,sauda,剁细
1074,gießen::V,valada,浇
1075,reifen::V,küpseta,成熟
1076,zubereiten::V,vaumištada,
1077,kochen::V,keitta,煮
1078,backen::V,paštta,烤
1079,braten::V,žarda,煎
1080,umrühren::V,segoitada,搅拌
1081,stricken::V,kudoda,织
1082,nähen::V,ombelta,缝
1083,färben::V,mujutada,染色
1084,reinigen::V,puhtastada,清洁
1085,waschen::V,pesta,洗
1086,abwischen::V,pühktä,擦掉
1087,spülen::V,huhtoida,清洗
1088,fegen::V,pühkta,扫
1089,kehren::V,uhoita,打扫
1090,baden::V,kül'ptäs,给...洗澡
1091,sich waschen::V,pestas,洗澡
1092,ausziehen::V,riičta,脱
1093,ausziehen::V,rušta,脱
1094,anziehen::V,panda päle,穿
1095,anziehen::V,panda kädehe,穿
1096,anziehen::V,panda jaugha,穿
1097,sich anziehen::V,sobdas,穿衣
1098,kämmen::V,harjata,梳
1099,schmücken::V,čomitada,装饰
1100,sagen::V,sanuda,说
1101,sprechen::V,pagišta,说
1102,reden::V,pagišta,讲
1103,sich unterhalten::V,lodaita,聊天
1104,fragen::V,küzuda,问
1105,bitten::V,pakita,请
1106,erzählen::V,sanuda,叙述
1107,erzählen::V,starinoita,叙述
1108,mitteilen::V,tedotada,通知
1109,nennen::V,nimitada,叫做
1110,rufen::V,kucta,叫
1111,prahlen::V,kittäs,吹牛
1112,übersetzen::V,käta,翻译
1113,denken::V,meletada,想
1114,glauben::V,uskta,以为
1115,bemerken::V,homaita,发觉
1116,erkennen::V,tundištada,识别
1117,begreifen::V,tabata,理解
1118,verstehen::V,el'geta,明白
1119,verstehen::V,toimetada,明白
1120,lernen::V,opetas,学
1121,wissen::V,teta,知道
1122,sich erinnern an::V,johtutada,回忆
1123,vergessen::V,unohtada,忘记
1124,messen::V,märita,测量
1125,zählen::V,lugeda,数
1126,rechnen::V,lugeda,计算
1127,lesen::V,lugeda,读
1128,malen::V,pirta,画
1129,zeichnen::V,pirta,绘制
1130,schreiben::V,kirjutada,写
1131,besitzen::V,omištada,占有
1132,kaufen::V,ostta,买
1133,verkaufen::V,möda,卖
1134,bezahlen::V,maksta,付钱
1135,zahlen::V,maksta,支付
1136,beherrschen::V,valdoita,统治
1137,ertragen::V,tirpta,忍耐
