,Concept_ID,sl,hi
340,Mann::N,môški,आदमी
341,Mann::N,môški,पुरुष
342,Frau::N,gospá,औरत
343,Frau::N,gospá,महिला
344,Frau::N,gospá,स्त्री
345,Frau::N,žénska,औरत
346,Frau::N,žénska,महिला
347,Frau::N,žénska,स्त्री
348,Kind::N,déte,बाल
349,Kind::N,déte,बच्चा
350,Kind::N,otròk,बाल
351,Kind::N,otròk,बच्चा
352,Junge::N,fànt,लड़का
353,Junge::N,déček,लड़का
354,Mädchen::N,deklè,लड़की
355,Mädchen::N,deklè,कुमारी
356,Mädchen::N,déklica,लड़की
357,Mädchen::N,déklica,कुमारी
358,Familie::N,družína,परिवार
359,Großvater::N,dèd,दादा
360,Großvater::N,dédek,दादा
361,Großmutter::N,bábica,नानी
362,Eltern::N,stárši,माँ-बाप
363,Eltern::N,stárši,माता-पिता
364,Vater::N,ôče,बाप
365,Vater::N,ôče,पिता
366,Mutter::N,máma,माँ
367,Mutter::N,máma,माता
368,Sohn::N,sín,बेटा
369,Sohn::N,sín,पुत्र
370,Tochter::N,hčí,बेटी
371,Tochter::N,hčí,पुत्री
372,Tochter::N,hčérka,बेटी
373,Tochter::N,hčérka,पुत्री
374,Bruder::N,bràt,भाई
375,Bruder::N,bràt,भ्राता
376,Schwester::N,sêstra,बहन
377,Schwester::N,sêstra,भगिनी
378,Onkel::N,újec,ताऊ
379,Onkel::N,újec,काका
380,Onkel::N,stríc,ताऊ
381,Onkel::N,stríc,काका
382,Tante::N,têta,बूआ
383,Tante::N,têta,फूफी
384,Tante::N,têta,ख़ाला
385,Tante::N,strína,बूआ
386,Tante::N,strína,फूफी
387,Tante::N,strína,ख़ाला
388,Ehemann::N,móž,पति
389,Ehemann::N,móž,शौहर
390,Ehemann::N,sopróg,पति
391,Ehemann::N,sopróg,शौहर
392,Ehefrau::N,žêna,बीवी
393,Ehefrau::N,sopróga,बीवी
394,Freude::N,rádost,आनंद
395,Freude::N,rádost,प्रसन्नता
396,Freude::N,vesêlje,आनंद
397,Freude::N,vesêlje,प्रसन्नता
398,Gelächter::N,sméh,हँसी
399,Gelächter::N,sméh,क़हक़हा
400,Gelächter::N,grohòt,हँसी
401,Gelächter::N,grohòt,क़हक़हा
402,Glück::N,sréča,आनंद
403,Glück::N,sréča,ख़ुशी
404,Kummer::N,gorjé,शोक
405,Kummer::N,gorjé,दुःख
406,Wunsch::N,žêlja,इच्छा
407,Wunsch::N,žêlja,अभिलाषा
408,Lust::N,poželênje,चाह
409,Lust::N,poželênje,कामना
410,Geist::N,dúša,जान
411,Geist::N,dúša,प्राण
412,Gedanke::N,mísel,विचार
413,Gedächtnis::N,pámet,याददाश्त
414,Gedächtnis::N,pámet,स्मरण-शक्ति
415,Sinn::N,pomèn,अर्थ
416,Sinn::N,smísel,अर्थ
417,Grund::N,vzròk,वजह
418,Grund::N,vzròk,कारण
419,Wahrheit::N,resníca,सत्य
420,Wahrheit::N,resníca,सच्चाई
421,Gespräch::N,pogóvor,चर्चा
422,Gespräch::N,pogóvor,वार्ता
423,Gespräch::N,pogóvor,बात-चीत
424,Märchen::N,právljica,क़िस्सा
425,Erzählung::N,povést,कथा
426,Erzählung::N,povést,कहानी
427,Nachricht::N,sporočílo,सूचना
428,Nachricht::N,sporočílo,समाचार
429,Neuigkeit::N,novóst,ख़बर
430,Neuigkeit::N,novóst,समाचार
431,Name::N,imé,नाम
432,Rätsel::N,ugánka,पहेली
433,Rede::N,góvor,वचन
434,Rede::N,góvor,भाषण
435,Sprache::N,jêzik,भाषा
436,Sprache::N,jêzik,ज़बान
437,Stimme::N,glás,स्वर
438,Stimme::N,glás,आवाज़
439,Wort::N,beséda,शब्द
440,Wort::N,beséda,लफ़्ज़
441,Zeichen::N,znák,निशान
442,Ruf::N,klíc,पुकार
443,Ruf::N,klíc,आह्वान
444,Lärm::N,hrúp,शोर
445,Lärm::N,hrúp,हुल्लड़
446,Lärm::N,trúšč,शोर
447,Lärm::N,trúšč,हुल्लड़
448,Laut::N,glás,स्वर
449,Laut::N,glás,ध्वनि
450,Ton::N,tón,सुर
451,Ton::N,tón,स्वर
452,Lied::N,pésem,गीत
453,Ruhe::N,pokòj,आराम
454,Ruhe::N,pokòj,ख़ामोशी
455,Leute::N,ljudjé,लोग
456,Volk::N,národ,क़ौम
457,Volk::N,národ,प्रजा
458,Arbeit::N,délo,काम
459,Gast::N,gòst,अतिथि
460,Gast::N,gòst,मेहमान
461,Geschenk::N,darílo,उपहार
462,Geschenk::N,darílo,तोहफ़ा
463,Spiel::N,ígra,खेल
464,Spiel::N,ígra,क्रीड़ा
465,Gesellschaft::N,drúžba,साथ
466,Hilfe::N,pomóč,मदद
467,Hilfe::N,pomóč,सहायता
468,Freund::N,prijátelj,मित्र
469,Kamerad::N,továriš,साथी
470,Kamerad::N,továriš,कामरेड
471,Angelegenheit::N,zadéva,बात
472,Angelegenheit::N,zadéva,मामला
473,Anzahl::N,števílo,तादाद
474,Anzahl::N,števílo,संख्या
475,Art::N,vŕsta,तरह
476,Art::N,vŕsta,क़िस्म
477,Stück::N,kós,फाँक
478,Stück::N,kós,टुकड़ा
479,Teil::N,dél,भाग
480,Teil::N,dél,हिस्सा
481,Hälfte::N,polovíca,अर्धभाग
482,Kreis::N,króg,चक्कर
483,Kreis::N,kolobár,चक्कर
484,Kreuz::N,kríž,सलीब
485,Kreuz::N,kríž,क्रूस
486,Linie::N,próga,लाइन
487,Strich::N,čŕta,लकीर
488,Abstand::N,preslédek,अंतर
489,Abstand::N,preslédek,फ़ासला
490,Entfernung::N,oddáljenost,दूरी
491,Entfernung::N,oddáljenost,फ़ासला
492,Gegend::N,kràj,इलाक़ा
493,Gegend::N,dežêla,इलाक़ा
494,Platz::N,prôstor,जगह
495,Platz::N,prôstor,स्थान
496,Ort::N,mésto,स्थल
497,Ort::N,mésto,स्थान
498,Seite::N,bòk,ओर
499,Seite::N,bòk,तरफ़
500,Seite::N,strán,ओर
501,Seite::N,strán,तरफ़
502,Mitte::N,sredína,बीच
503,Mitte::N,sredína,मध्य
504,Gegenstand::N,prédmet,चीज़
505,Gegenstand::N,prédmet,पदार्थ
506,Sache::N,réč,चीज़
507,Sache::N,réč,वस्तु
508,Sache::N,stvár,चीज़
509,Sache::N,stvár,वस्तु
510,Rand::N,kràj,छोर
511,Rand::N,kràj,उपांत
512,Kante::N,rób,कोर
513,Kante::N,rób,किनारा
514,Ecke::N,vogál,कोना
515,Ecke::N,vogál,नुक्कड़
516,Spitze::N,óst,नोक
517,Ende::N,kônec,छोर
518,Ende::N,kônec,सिरा
519,Loch::N,lúknja,छेद
520,Loch::N,lúknja,सूराख़
521,Winkel::N,kót,कोण
522,Winkel::N,kót,कोना
523,Muster::N,vzórec,नमूना
524,Muster::N,vzórec,डिज़ाइन
525,Größe::N,veličína,परिमाण
526,Größe::N,veličína,विस्तार
527,Länge::N,dolžína,लंबाई
528,Höhe::N,vršína,ऊँचाई
529,Höhe::N,vršína,उच्चता
530,Gewicht::N,téža,भार
531,Gewicht::N,téža,वज़न
532,Menge::N,količína,मात्रा
533,Haufen::N,kùp,ढेर
534,Haufen::N,kùp,अंबार
535,Haufen::N,kopíca,ढेर
536,Haufen::N,kopíca,अंबार
537,Reihe::N,níz,क़तार
538,Reihe::N,níz,पंक्ति
539,Reihe::N,vŕsta,क़तार
540,Reihe::N,vŕsta,पंक्ति
541,Boot::N,čóln,नाव
542,Boot::N,čóln,नौका
543,Ruder::N,vêslo,चप्पू
544,Schlitten::N,saní,बर्फ़-गाड़ी
545,Ski::N,smučí,स्की
546,Lagerfeuer::N,táborni ôgenj,अलाव
547,Lagerfeuer::N,táborni ôgenj,कैंप-फ़ायर
548,Last::N,tôvor,भार
549,Gang::N,hòd,चाल
550,Schritt::N,korák,डग
551,Schritt::N,korák,क़दम
552,Norden::N,séver,उत्तर
553,Süden::N,júg,दक्खिन
554,Westen::N,zapàd,पश्चिम
555,Osten::N,vzhòd,पूरब
556,Holz::N,lés,काठ
557,Holz::N,lés,काष्ठ
558,Brett::N,deskà,पटरा
559,Brett::N,deskà,तख़्ता
560,Platte::N,plôča,फलक
561,Platte::N,plôča,तख़्ता
562,Stütze::N,opóra,टेक
563,Stütze::N,opóra,थूनी
564,Stütze::N,zaslómba,टेक
565,Stütze::N,zaslómba,थूनी
566,Stange::N,gréd,छड़
567,Stange::N,gréd,बाँस
568,Stock::N,pálica,लाठी
569,Stab::N,pálica,लग्गा
570,Rohr::N,cév,नल
571,Haus::N,híša,घर
572,Haus::N,híša,मकान
573,Heim::N,dóm,घर
574,Heim::N,dóm,गृह
575,Ofen::N,péč,चूल्हा
576,Fußboden::N,pòd,फ़र्श
577,Tisch::N,míza,मेज़
578,Stuhl::N,stòl,कुरसी
579,Wiege::N,zíbel,पालना
580,Wiege::N,zíbel,हिंडोला
581,Bett::N,póstelja,खाट
582,Bett::N,póstelja,पलंग
583,Regal::N,políca,शेल्फ़
584,Kiste::N,zabòj,पेटी
585,Kiste::N,zabòj,डिब्बा
586,Fenster::N,ôkno,खिड़की
587,Tür::N,vráta,द्वार
588,Tür::N,vráta,दरवाज़ा
589,Tor::N,velíka vráta,फाटक
590,Zaun::N,ográja,बाड़ा
591,Dach::N,stréha,छत
592,Dach::N,stréha,छप्पर
593,Leiter::N,léstev,सीढ़ी
594,Besen::N,mêtla,झाड़ू
595,Besen::N,mêtla,बुहारी
596,Spaten::N,lopáta,कुदाल
597,Schaufel::N,lopáta,बेलचा
598,Schaufel::N,lopáta,फावड़ा
599,Gabel::N,vílice,काँटा
600,Löffel::N,žlíca,चम्मच
601,Messer::N,nòž,छुरा
602,Messer::N,nòž,चाक़ू
603,Nagel::N,žebèlj,कील
604,Nagel::N,žebèlj,मेख़
605,Netz::N,mréža,जाल
606,Haken::N,kljúka,अंकुश
607,Griff::N,ročáj,मूठ
608,Griff::N,ročáj,हत्था
609,Griff::N,oprijèm,मूठ
610,Griff::N,oprijèm,हत्था
611,Schloss::N,ključávnica,ताला
612,Bild::N,slíka,चित्र
613,Figur::N,figúra,मूर्ति
614,Figur::N,postáva,मूर्ति
615,Puppe::N,lútka,पुतली
616,Puppe::N,lútka,गुड़िया
617,Beutel::N,môšnja,झोला
618,Bündel::N,cúla,पुलिंदा
619,Bündel::N,svéženj,पुलिंदा
620,Tasche::N,tórba,बेग
621,Tasche::N,tórba,बस्ता
622,Tasche::N,tobôlec,बेग
623,Tasche::N,tobôlec,बस्ता
624,Eimer::N,vêdro,बाल्टी
625,Deckel::N,pokròv,ढक्कन
626,Deckel::N,poklópec,ढक्कन
627,Geschirr::N,posóda,बरतन-भाँड़े
628,Sack::N,vréča,बोरा
629,Tasse::N,skodélica,प्याला
630,Topf::N,lônec,देग़चा
631,Kessel::N,kôtel,देग़
632,Kessel::N,kôtel,बटलोई
633,Essen::N,hrána,खाना
634,Nahrung::N,živílo,भोजन
635,Speise::N,jéd,खाना
636,Speise::N,jéd,व्यंजन
637,Fleisch::N,mesó,मांस
638,Fleisch::N,mesó,गोश्त
639,Getreide::N,žíto,अनाज
640,Brei::N,káša,भरता
641,Brei::N,káša,दलिया
642,Brot::N,krùh,रोटी
643,Scheibe::N,réženj,कतला
644,Fett::N,mást,वसा
645,Fett::N,mást,चरबी
646,Fett::N,maščôba,वसा
647,Fett::N,maščôba,चरबी
648,Butter::N,máslo,मक्खन
649,Öl::N,ólje,तेल
650,Salz::N,sól,नमक
651,Suppe::N,júha,सूप
652,Suppe::N,júha,शोरबा
653,Honig::N,méd,शहद
654,Milch::N,mléko,दूध
655,Tee::N,čáj,चाय
656,Leder::N,úsnje,चमड़ा
657,Wolle::N,vólna,ऊन
658,Stoff::N,blagó,कपड़ा
659,Nadel::N,ígla,सूई
660,Faden::N,nít,डोरा
661,Knopf::N,gúmb,बटन
662,Knopf::N,gúmb,घुंडी
663,Knoten::N,vôzel,गाँठ
664,Knoten::N,vôzel,गुत्थी
665,Farbe::N,bárva,रंग
666,Farbe::N,bárva,वर्ण
667,Kleidung::N,obléka,पहनावा
668,Hemd::N,srájca,कुरता
669,Hemd::N,srájca,क़मीज़
670,Kragen::N,ovrátnik,गरदनी
671,Kragen::N,ovrátnik,गरेबान
672,Ärmel::N,rokáv,आस्तीन
673,Hose::N,hláče,पैंट
674,Hose::N,hláče,पतलून
675,Gürtel::N,pás,पेटी
676,Gürtel::N,pás,मेखला
677,Mütze::N,kápa,टोपी
678,Mütze::N,čépica,टोपी
679,Schuh::N,čévelj,जूता
680,Stiefel::N,škórenj,बूट
681,Ring::N,pŕstan,अँगूठी
682,Band::N,trák,पट्टी
683,Kamm::N,glavník,कंघी
684,Spiegel::N,zrcálo,आईना
685,Spiegel::N,zrcálo,दर्पण
686,Spiegel::N,ogledálo,आईना
687,Spiegel::N,ogledálo,दर्पण
688,Riemen::N,jêrmen,तसमा
689,Riemen::N,jêrmen,पट्टा
690,Schnur::N,vŕvca,डोरी
691,Schnur::N,vŕvca,सुतली
692,Leine::N,konôpec,रस्सी
693,Decke::N,odéja,रज़ाई
694,Kissen::N,blazína,तकिया
695,Kissen::N,blazína,गाद्दा
696,Tuch::N,pŕt,रूमाल
697,Tuch::N,pŕt,वस्त्र
698,Tuch::N,rúta,रूमाल
699,Tuch::N,rúta,वस्त्र
700,Handtuch::N,brisáča,अँगोछा
701,Kraft::N,síla,ज़ोर
702,Kraft::N,síla,शक्ति
703,Stärke::N,jákost,बल
704,Stärke::N,jákost,ताक़त
705,Gesundheit::N,zdrávje,स्वास्थ्य
706,Gesundheit::N,zdrávje,तंदुरुस्ती
707,Krankheit::N,bolézen,रोग
708,Krankheit::N,bolézen,बीमारी
709,Schmerz::N,ból,दर्द
710,Schmerz::N,ból,पीड़ा
711,Schmerz::N,bolečína,दर्द
712,Schmerz::N,bolečína,पीड़ा
713,Wunde::N,rána,घाव
714,Wunde::N,rána,ज़ख़्म
715,Fieber::N,vročína,ज्वर
716,Fieber::N,vročína,बुख़ार
717,Arznei::N,lék,दवा
718,Arznei::N,lék,औषाधि
719,Arznei::N,zdravílo,दवा
720,Arznei::N,zdravílo,औषाधि
721,Brücke::N,móst,पुल
722,Brücke::N,móst,सेतु
723,Brunnen::N,vodnják,कुआँ
724,Weide::N,páša,चरागाह
725,Pfad::N,stezà,पथ
726,Pfad::N,stezà,पगडंडी
727,Weg::N,pót,मार्ग
728,Straße::N,césta,राह
729,Straße::N,césta,रास्ता
730,Dorf::N,vás,गाँव
731,Dorf::N,vás,ग्राम
732,Stadt::N,mésto,शहर
733,Brief::N,písmo,ख़त
734,Brief::N,písmo,पत्र
735,Brief::N,písmo,चिट्ठी
736,Buch::N,knjíga,किताब
737,Buch::N,knjíga,पुस्तक
738,Buchstabe::N,čŕka,अक्षर
739,Zeitung::N,čásnik,अख़बार
740,Zeitung::N,čásnik,समाचार-पत्र
741,Leben::N,življênje,जीवन
742,Leben::N,življênje,ज़िंदगी
743,Tod::N,smŕt,मौत
744,Tod::N,smŕt,मृत्यु
745,Grab::N,gròb,क़ब्र
746,Kirche::N,cérkev,चर्च
747,Kirche::N,cérkev,गिरजा
748,Sünde::N,gréh,पाप
749,Sünde::N,gréh,गुनाह
750,Gott::N,bóg,देव
751,Gott::N,bóg,ईश्वर
752,Arbeiter::N,délavec,मज़दूर
