,Concept_ID,fa,bg
266,Mutter::N,مادر,майка
267,Sohn::N,پسر,син
268,Tochter::N,دختر,дъщеря
269,Bruder::N,برادر,брат
270,Schwester::N,خواهر,сестра
271,Onkel::N,عمو,чичо
272,Onkel::N,عمو,вуйчо
273,Onkel::N,دایی,чичо
274,Onkel::N,دایی,вуйчо
275,Tante::N,عمه,леля
276,Tante::N,خاله,леля
277,Ehemann::N,همسر,съпруг
278,Ehefrau::N,همسر,съпруга
279,Freude::N,شادی,радост
280,Gelächter::N,خنده,смях
281,Gelächter::N,قاه‌قاه,смях
282,Glück::N,اقبال,щастие
283,Kummer::N,غم,тъга
284,Kummer::N,غصه,тъга
285,Wunsch::N,آرزو,желание
286,Lust::N,هوس,желание
287,Geist::N,روح,дух
288,Gedanke::N,فکر,мисъл
289,Gedächtnis::N,حافظه,памет
290,Verstand::N,هوش,ум
291,Verstand::N,هوش,разум
292,Sinn::N,معنا,смисъл
293,Sinn::N,مفهوم,смисъл
294,Grund::N,سبب,причина
295,Grund::N,دلیل,причина
296,Wahrheit::N,حقیقت,правда
297,Gespräch::N,صحبت,разговор
298,Gespräch::N,گفتگو,разговор
299,Märchen::N,قصه,приказка
300,Märchen::N,افسانه,приказка
301,Erzählung::N,داستان,разказ
302,Nachricht::N,خبر,вест
303,Nachricht::N,خبر,известие
304,Neuigkeit::N,خبر تازه,новина
305,Name::N,اسم,име
306,Rätsel::N,معما,гатанка
307,Rede::N,سخن,реч
308,Rede::N,سخن,слово
309,Sprache::N,زبان,език
310,Stimme::N,صدا,глас
311,Wort::N,کلمه,дума
312,Zeichen::N,نشان,знак
313,Zeichen::N,علامت,знак
314,Ruf::N,صدا,зов
315,Lärm::N,هیاهو,шум
316,Lärm::N,هیاهو,глъчка
317,Laut::N,صدا,звук
318,Ton::N,آهنگ,тон
319,Lied::N,آواز,песен
320,Lied::N,ترانه,песен
321,Ruhe::N,آرامش,тишина
322,Ruhe::N,آرامش,спокойствие
323,Leute::N,مردم,хора
324,Volk::N,خلق,народ
325,Arbeit::N,کار,труд
326,Arbeit::N,کار,работа
327,Gast::N,مهمان,гост
328,Geschenk::N,هدیه,дар
329,Geschenk::N,هدیه,подарък
330,Spiel::N,بازی,игра
331,Gesellschaft::N,جمعیت,общество
332,Hilfe::N,کمک,помощ
333,Freund::N,دوست,приятел
334,Kamerad::N,رفیق,другар
335,Angelegenheit::N,امر,работа
336,Angelegenheit::N,قضیه,работа
337,Anzahl::N,عده,брой
338,Anzahl::N,عده,количество
339,Anzahl::N,شمار,брой
340,Anzahl::N,شمار,количество
341,Art::N,نوع,вид
342,Stück::N,تکه,къс
343,Stück::N,تکه,парче
344,Stück::N,قطعه,къс
345,Stück::N,قطعه,парче
346,Teil::N,بخش,дял
347,Teil::N,بخش,част
348,Teil::N,قسمت,дял
349,Teil::N,قسمت,част
350,Hälfte::N,نیم,половина
351,Kreis::N,حلقه,кръг
352,Kreis::N,دایره,кръг
353,Kreuz::N,صلیب,кръст
354,Linie::N,خط,черта
355,Linie::N,سطر,черта
356,Strich::N,خط,щрих
357,Strich::N,خط,черта
358,Abstand::N,فاصله,дистанция
359,Abstand::N,فاصله,разстояние
360,Entfernung::N,مسافت,разстояние
361,Gegend::N,منطقه,местност
362,Platz::N,گنجایش,място
363,Ort::N,جا,място
364,Ort::N,محل,място
365,Ort::N,مکان,място
366,Seite::N,طرف,страна
367,Mitte::N,وسط,среда
368,Mitte::N,میان,среда
369,Gegenstand::N,چیز,предмет
370,Sache::N,چیز,вещ
371,Rand::N,کنار,ръб
372,Rand::N,حاشیه,ръб
373,Kante::N,لبه,ръб
374,Kante::N,لبه,кант
375,Ecke::N,گوشه,ъгъл
376,Spitze::N,سر,връх
377,Spitze::N,سر,острие
378,Spitze::N,نوک,връх
379,Spitze::N,نوک,острие
380,Ende::N,ته,край
381,Ende::N,آخر,край
382,Loch::N,سوراخ,дупка
383,Winkel::N,کنج,кът
384,Winkel::N,کنج,ъгъл
385,Muster::N,نقش,десен
386,Muster::N,نقش,образец
387,Größe::N,قد,големина
388,Größe::N,بزرگی,големина
389,Länge::N,طول,дължина
390,Höhe::N,بلندی,висота
391,Höhe::N,بلندی,височина
392,Gewicht::N,وزن,тегло
393,Gewicht::N,وزن,тежест
394,Menge::N,مقدار,количество
395,Menge::N,اندازه,количество
396,Haufen::N,توده,куп
397,Haufen::N,توده,грамада
398,Reihe::N,ردیف,ред
399,Reihe::N,ردیف,редица
400,Boot::N,قایق,лодка
401,Ruder::N,پارو,весло
402,Ruder::N,پارو,гребло
403,Schlitten::N,سورتمه,шейна
404,Ski::N,اسکی,ски
405,Lagerfeuer::N,آتش,огнище
406,Last::N,بار,товар
407,Last::N,سنگینی,товар
408,Gang::N,راه رفتن,ход
409,Gang::N,راه رفتن,вървеж
410,Schritt::N,قدم,стъпка
411,Norden::N,شمال,север
412,Süden::N,جنوب,юг
413,Westen::N,غرب,запад
414,Osten::N,شرق,изток
415,Holz::N,چوب,дърво
416,Brett::N,تخته,дъска
417,Platte::N,صفحه,
418,Stütze::N,تکیه,
419,Stange::N,میله,прът
420,Stange::N,میله,върлина
421,Stock::N,چوب,прът
422,Stock::N,چوب,тояга
423,Stab::N,عصا,прът
424,Rohr::N,لوله,цев
425,Rohr::N,لوله,тръба
426,Haus::N,منزل,къща
427,Heim::N,خانه,дом
428,Heim::N,کاشانه,дом
429,Ofen::N,بخاری,печка
430,Fußboden::N,کف اتاق,под
431,Tisch::N,میز,маса
432,Stuhl::N,صندلی,стол
433,Wiege::N,گهواره,люлка
434,Bett::N,تختخواب,легло
435,Bett::N,تختخواب,креват
436,Regal::N,قفسه,рафт
437,Regal::N,قفسه,етажерка
438,Kiste::N,صندوق,кутия
439,Kiste::N,صندوق,сандък
440,Fenster::N,پنجره,прозорец
441,Tür::N,در,врата
442,Tür::N,درب,врата
443,Tor::N,دروازه,врата
444,Zaun::N,حصار,ограда
445,Dach::N,بام,покрив
446,Leiter::N,نردبان,стълба
447,Besen::N,جارو,метла
448,Spaten::N,بیل,лопата
449,Schaufel::N,بیل,лопата
450,Schaufel::N,پارو,лопата
451,Gabel::N,چنگال,вилица
452,Löffel::N,قاشق,лъжица
453,Messer::N,کارد,нож
454,Nagel::N,میخ,гвоздей
455,Netz::N,تور,мрежа
456,Netz::N,شبکه,мрежа
457,Haken::N,قلاب,кука
458,Haken::N,قلاب,закачалка
459,Griff::N,دسته,ръчка
460,Griff::N,دسته,дръжка
461,Schloss::N,قفل,брава
462,Schloss::N,قفل,ключалка
463,Bild::N,عکس,картина
464,Bild::N,تصویر,картина
465,Figur::N,تندیس,фигура
466,Puppe::N,عروسک,кукла
467,Beutel::N,کیسه,кесия
468,Bündel::N,بسته,връзка
469,Tasche::N,کیف,чанта
470,Eimer::N,سطل,кофа
471,Deckel::N,در,капак
472,Deckel::N,در,похлупак
473,Geschirr::N,ظرف,съдове
474,Sack::N,گونی,чувал
475,Tasse::N,فنجان,чаша
476,Topf::N,دیگ,гърне
477,Topf::N,دیگ,тенджера
478,Topf::N,قابلمه,гърне
479,Topf::N,قابلمه,тенджера
480,Kessel::N,دیگ,котел
481,Essen::N,خوراک,ядене
482,Nahrung::N,غذا,храна
483,Speise::N,خوراک,ястие
484,Fleisch::N,گوشت,месо
485,Getreide::N,غله,зърнено храни
486,Brei::N,فرنی,каша
487,Brei::N,حریره,каша
488,Brot::N,نان,хляб
489,Scheibe::N,قاچ,резен
490,Scheibe::N,لزگه,резен
491,Fett::N,چربی,мазнина
492,Butter::N,کره,масло
493,Öl::N,روغن,олио
494,Öl::N,روغن,оливия
495,Salz::N,نمک,сол
496,Suppe::N,آش,супа
497,Suppe::N,سوپ,супа
498,Honig::N,عسل,мед
499,Milch::N,شیر,мляко
500,Tee::N,چای,чай
501,Leder::N,چرم,кожа
502,Wolle::N,پشم,вълна
503,Stoff::N,پارچه,плат
504,Stoff::N,پارچه,материал
505,Nadel::N,سوزن,игла
506,Faden::N,نخ,конец
507,Knopf::N,دکمه,копче
508,Knoten::N,گره,възел
509,Farbe::N,رنگ,боя
510,Kleidung::N,لباس,дрехи
511,Kleidung::N,لباس,облекло
512,Kleidung::N,پوشاک,дрехи
513,Kleidung::N,پوشاک,облекло
514,Hemd::N,پیراهن,риза
515,Kragen::N,یقه,яка
516,Ärmel::N,آستین,ръкав
517,Hose::N,شلوار,панталони
518,Gürtel::N,کمر‌بند,пояс
519,Gürtel::N,کمر‌بند,колан
520,Mütze::N,کلاه,каскет
521,Mütze::N,کلاه,фуражка
522,Schuh::N,کفش,обувка
523,Stiefel::N,چکمه,ботуш
524,Ring::N,حلقه,пръстен
525,Ring::N,انگشتر,пръстен
526,Band::N,نوار,лента
527,Band::N,نوار,връзка
528,Band::N,روبان,лента
529,Band::N,روبان,връзка
530,Kamm::N,شانه,гребен
531,Spiegel::N,آینه,огледало
532,Riemen::N,تسمه,каиш
533,Riemen::N,تسمه,ремък
534,Schnur::N,ریسمان,връв
535,Leine::N,قلاده,връв
536,Leine::N,قلاده,въже
537,Decke::N,پتو,покривка
538,Kissen::N,بالش,възглавница
539,Tuch::N,شال,сукно
540,Handtuch::N,حوله,пешкир
541,Handtuch::N,حوله,кърпа за лице
542,Kraft::N,نیرو,мощ
543,Kraft::N,نیرو,сила
544,Stärke::N,زور,сила
545,Gesundheit::N,سلامتی,здраве
546,Gesundheit::N,تندرستی,здраве
547,Krankheit::N,بیماری,болест
548,Schmerz::N,درد,болка
549,Wunde::N,زخم,рана
550,Fieber::N,تب,треска
551,Fieber::N,تب,температура
552,Arznei::N,دارو,лек
553,Arznei::N,دارو,лекарство
554,Brücke::N,پل,мост
555,Brunnen::N,چاه,чешма
556,Brunnen::N,چاه,кладенец
557,Weide::N,چراگاه,паша
558,Weide::N,چراگاه,пасище
559,Pfad::N,راه,пътека
560,Weg::N,راه,път
561,Weg::N,طریق,път
562,Straße::N,راه,шосе
563,Straße::N,جاده,шосе
564,Dorf::N,ده,село
565,Dorf::N,روستا,село
566,Stadt::N,شهر,град
567,Brief::N,نامه,писмо
568,Buch::N,کتاب,книга
569,Buchstabe::N,حرف,буква
570,Zeitung::N,روزنامه,вестник
571,Leben::N,عمر,живот
572,Leben::N,زندگی,живот
573,Tod::N,مرگ,смърт
574,Grab::N,گور,гроб
575,Grab::N,مزار,гроб
576,Kirche::N,کلیسا,църква
577,Sünde::N,بزه,грях
578,Sünde::N,گناه,грях
579,Gott::N,خدا,бог
580,Arbeiter::N,کارگر,работник
581,Chef::N,رئیس,шеф
582,Chef::N,رئیس,началник
583,Meister::N,استاد,майстор
584,Arzt::N,پزشک,лекар
585,Lehrer::N,معلم,учител
586,Lehrer::N,آموزگار,учител
587,Geld::N,پول,пари
588,Geschäft::N,کار,сделка
589,Geschäft::N,بیزنس,сделка
590,Laden::N,دکان,дюкян
591,Laden::N,دکان,магазин
592,Laden::N,مغازه,дюкян
593,Laden::N,مغازه,магазин
594,Preis::N,بها,цена
595,Preis::N,قیمت,цена
596,Ware::N,جنس,стока
597,Ware::N,کالا,стока
598,Nutzen::N,مزیت,полза
599,Nutzen::N,مزیت,облага
600,Nutzen::N,امتیاز,полза
601,Nutzen::N,امتیاز,облага
602,Reichtum::N,مال,богатство
603,Reichtum::N,ثروت,богатство
604,Welt::N,دنیا,свят
605,Land::N,کشور,страна
606,Land::N,مملکت,страна
607,Staat::N,دولت,щат
608,Staat::N,دولت,държава
609,König::N,شاه,крал
610,König::N,پادشاه,крал
611,Macht::N,قدرت,мощ
612,Macht::N,قدرت,власт
613,Macht::N,اختیار,мощ
614,Macht::N,اختیار,власт
615,Grenze::N,مرز,граница
616,Krieg::N,جنگ,война
617,Feind::N,دشمن,враг
618,Feind::N,دشمن,неприятел
619,Gewalt::N,زور,сила
620,Gewalt::N,زور,насилие
621,Gewalt::N,خشونت,сила
622,Gewalt::N,خشونت,насилие
623,Kampf::N,نبرد,борба
624,Kampf::N,نبرد,сражение
625,Kampf::N,مبارزه,борба
626,Kampf::N,مبارزه,сражение
627,Bogen[Waffe]::N,کمان,лък
628,Pfeil::N,تیر,стрела
629,Gewehr::N,تفنگ,пушка
630,Fehler::N,غلط,грешка
631,Fehler::N,اشتباه,грешка
632,Lüge::N,دروغ,лъжа
633,Schaden::N,آسیب,повреда
634,Schaden::N,خسارت,повреда
635,Unglück::N,بلا,нещастие
636,Schuld::N,گناه,вина
637,Schuld::N,تقصیر,вина
638,Alter::N,سن,възраст
639,Alter::N,عمر,възраст
640,Schluss::N,انتها,край
641,Zeit::N,وقت,време
642,Zeit::N,زمان,време
643,Tag::N,روز,ден
644,Morgen::N,صبح,утро
645,Morgen::N,صبح,сутрин
646,Mittag::N,ظهر,обед
647,Mittag::N,ظهر,пладне
648,Abend::N,شب,вечер
649,Abend::N,عصر,вечер
650,Nacht::N,شب,нощ
651,Woche::N,هفته,седмица
652,Monat::N,ماه,месец
653,Jahr::N,سال,година
654,Frühling::N,بهار,пролет
655,Sommer::N,تابستان,лято
656,Herbst::N,پاییز,есен
657,Winter::N,زمستان,зима
658,Januar::N,ژانویه,януари
659,Februar::N,فوریه,февруари
660,März::N,مارس,март
661,April::N,آوریل,април
662,Mai::N,مه,май
663,Juni::N,ژوئن,юни
664,Juli::N,ژویه,юли
665,August::N,اوت,август
666,September::N,سپتامبر,септември
667,Oktober::N,اکتبر,октомври
668,November::N,نوامبر,ноември
669,Dezember::N,دسامبر,декември
670,Montag::N,دو‌شنبه,понеделник
671,Dienstag::N,سه‌شنبه,вторник
672,Mittwoch::N,چهار‌شنبه,сряда
673,Donnerstag::N,پنج شنبه,четвъртък
674,Freitag::N,جمعه,петък
675,Samstag::N,شنبه,събота
676,Sonntag::N,یکشنبه,неделя
677,groß::A,بزرگ,едър
678,groß::A,بزرگ,голям
679,klein::A,کوچک,малък
680,klein::A,کوچک,дребен
681,lang::A,بلند,дълъг
682,kurz::A,کوتاه,къс
683,breit::A,پهن,широк
684,schmal::A,تنگ,тесен
685,schmal::A,نازک,тесен
686,dicht::A,چگال,гъст
687,dicht::A,انبوه,гъст
688,dick[Gegenstand]::A,ضخیم,дебел
689,dünn::A,نازک,тънък
690,fein::A,ریز,фин
691,fein::A,ریز,тънък
692,fein::A,باریک,фин
693,fein::A,باریک,тънък
694,fest::A,محکم,твърд
695,fest::A,محکم,плътен
696,flach::A,صاف,равен
697,flach::A,صاف,плосък
698,flach::A,مسطح,равен
699,flach::A,مسطح,плосък
700,glatt::A,لیز,гладък
701,hart::A,سفت,твърд
702,hart::A,سفت,корав
703,weich::A,نرم,мек
704,weich::A,ملایم,мек
705,rund::A,گرد,кръгъл
706,spitz::A,تیز,островръх
707,spitz::A,نوک‌تیز,островръх
708,scharf::A,تیز,остър
709,scharf::A,برنده,остър
710,stumpf::A,کند,тъп
711,schwer::A,سنگین,тежък
712,schön::A,زیبا,хубав
713,schön::A,زیبا,красив
714,heiß::A,داغ,жарък
715,warm::A,گرم,топъл
716,kalt::A,سرد,студен
717,kühl::A,خنک,хладен
718,frisch::A,تازه,свеж
719,feucht::A,مرطوب,влажен
720,nass::A,تر,мокър
721,nass::A,خیش,мокър
722,trocken::A,خشک,сух
723,voll::A,پر,пълен
724,leer::A,خالی,празен
725,offen::A,باز,откровен
726,geschlossen::A,بسته,закрит
727,geschlossen::A,بسته,затворен
728,sauber::A,پاک,чист
729,sauber::A,تمیز,чист
730,schmutzig::A,کثیف,мръсен
731,schmutzig::A,آلوده,мръсен
732,roh::A,خام,суров
733,reif::A,رسیده,зрял
734,lecker::A,لذیذ,вкусен
735,lecker::A,خوشمزه,вкусен
736,süß::A,شیرین,сладък
737,bitter::A,تلخ,горчив
738,sauer::A,ترش,кисел
739,hell::A,روشن,ясен
740,hell::A,روشن,светъл
741,dunkel::A,تاریک,тъмен
742,schwarz::A,سیاه,черен
743,weiß::A,سفید,бял
744,rot::A,سرخ,червен
745,rot::A,قرمز,червен
746,gelb::A,زرد,жълт
747,blau::A,آبی,син
748,grün::A,سبز,зелен
749,grau::A,طوسی,сив
750,grau::A,خاکستری,сив
751,bunt::A,رنگارنگ,шарен
752,bunt::A,رنگارنگ,пъстър
753,billig::A,ارزان,евтин
754,teuer::A,گران,скъп
755,wertvoll::A,قیمتی,ценен
756,wertvoll::A,گرانبها,ценен
757,blind::A,کور,сляп
758,blind::A,نابینا,сляп
759,taub::A,کر,глух
760,taub::A,ناشنوا,глух
761,kräftig::A,قوی,силен
762,stark::A,قوی,здрав
763,stark::A,قوی,силен
764,stark::A,نیرومند,здрав
765,stark::A,نیرومند,силен
766,schwach::A,ضعیف,слаб
767,fett::A,چرب,тлъст
768,schlank::A,باریک‌اندام,тънък
769,schlank::A,باریک‌اندام,строен
770,hübsch::A,قشنگ,хубав
771,hübsch::A,خوشگل,хубав
772,böse::A,بد,зъл
773,dumm::A,احمق,глупав
774,faul::A,لش,ленив
775,faul::A,لش,мързелив
776,faul::A,تنبل,ленив
777,faul::A,تنبل,мързелив
778,fleißig::A,زرنگ,прилежен
779,geizig::A,خسیس,скъпернически
780,klug::A,عاقل,умен
781,klug::A,عاقل,разумен
782,klug::A,باهوش,умен
783,klug::A,باهوش,разумен
784,geschickt::A,ماهر,умел
785,geschickt::A,ماهر,сръчен
786,lieb::A,عزیز,мил
787,lieb::A,عزیز,драг
788,lustig::A,شاد,весел
789,lustig::A,خوشحال,весел
790,sanft::A,لطیف,нежен
791,sanft::A,لطیف,кротък
792,hungrig::A,گرسنه,гладен
793,krank::A,مریض,болен
794,krank::A,بیمار,болен
795,nackt::A,لخت,гол
796,nackt::A,برهنه,гол
797,traurig::A,غمگین,тъжен
798,traurig::A,غمگین,печален
799,lebendig::A,زنده,жив
800,gut::A,خوب,добър
801,schlecht::A,بد,лош
802,richtig::A,درست,правилен
803,schlimm::A,وخيم,лош
804,wahr::A,درست,верен
805,wahr::A,درست,истински
806,wahr::A,حقیقی,верен
807,wahr::A,حقیقی,истински
808,alt::A,کهنه,стар
809,alt::A,کهنه,древен
810,neu::A,نو,нов
811,ehemalig::A,قبلی,бивш
812,alt[Lebewesen]::A,پیر,стар
813,jung::A,جوان,млад
814,arm::A,فقیر,беден
815,reich::A,پولدار,богат
816,reich::A,ثروتمند,богат
817,bekannt::A,آشنا,познат
818,bekannt::A,آشنا,известен
819,bekannt::A,معلوم,познат
820,bekannt::A,معلوم,известен
821,berühmt::A,مشهور,почут
822,berühmt::A,مشهور,известен
823,fremd::A,خارجی,чужд
824,fremd::A,بیگانه,чужд
825,verschieden::A,مختلف,разен
826,verschieden::A,مختلف,различен
827,verschieden::A,متفاوت,разен
828,verschieden::A,متفاوت,различен
829,nah::A,نزدیک,близък
830,fern::A,دور,далечен
831,linker::A,چپ,ляв
832,rechter::A,راست,прав
833,anderer::A,دیگر,друг
834,erster::A,اول,пръв
835,erster::A,اول,първи
