,Concept_ID,hr,mhr
51,Blut::N,krv,вӱр
52,Ader::N,žila,шӧн
53,Sehne::N,tetiva,шӧн
54,Sehne::N,tetiva,кӱсе́н
55,Knochen::N,kost,лу
56,Herz::N,srce,шӱм
57,Magen::N,stomak,пага́р
58,Magen::N,želudac,пага́р
59,Leber::N,jetra,мокш
60,Atem::N,dah,шӱ́лыш
61,Hunger::N,glad,шужыма́ш
62,Träne::N,suza,шинчавӱ́д
63,Geschmack::N,ukus,там
64,Geruch::N,njuh,пуш
65,Geruch::N,miris,пуш
66,Schlaf::N,san,о́мо
67,Traum::N,san,йӱдо́мо
68,Himmel::N,nebo,кава́
69,Sonne::N,sunce,ке́че
70,Mond::N,mjesec,ты́лзе
71,Stern::N,zvijezda,шӱ́дыр
72,Luft::N,zrak,юж
73,Wind::N,vjetar,марде́ж
74,Welle::N,val,то́лкын
75,Welle::N,talas,то́лкын
76,Wasser::N,voda,вӱд
77,Stein::N,kamen,кӱ
78,Boden::N,tlo,рок
79,Boden::N,zemlja,рок
80,Erde::N,zemlja,мла́нде
81,Staub::N,prah,пура́к
82,Staub::N,prašina,пура́к
83,Rauch::N,dim,шикш
84,Funke::N,iskra,сеске́м
85,Funke::N,iskra,тулйы́п
86,Funke::N,varnica,сеске́м
87,Funke::N,varnica,тулйы́п
88,Feuer::N,vatra,тул
89,Licht::N,svjetlo,со́то
90,Schatten::N,hlad,ӱ́мыл
91,Schatten::N,sjena,ӱ́мыл
92,Wetter::N,vrijeme,иге́че
93,Nebel::N,magla,тӱтыра́
94,Wolke::N,oblak,пыл
95,Regen::N,kiša,йӱр
96,Schnee::N,snijeg,лум
97,Eis::N,led,ий
98,Frost::N,mraz,чатлама́
99,Kälte::N,studen,йӱ́штӧ
100,Kälte::N,hladnoća,йӱ́штӧ
101,Hitze::N,vrućina,шо́кшо
102,Raureif::N,inje,пӧрш
103,Raureif::N,inje,по́кшым
104,Regenbogen::N,duga,шонанпы́л
105,Donner::N,grom,кӱ́дырчӧ
106,Donner::N,grmljavina,кӱ́дырчӧ
107,Strömung::N,struja,йо́гын
108,Strömung::N,strujanje,йо́гын
109,Tropfen::N,kap,чӱча́лтыш
110,Tropfen::N,kaplja,чӱча́лтыш
111,Schaum::N,pjena,шоҥ
112,Schmutz::N,nečistoća,лавыра́
113,Schmutz::N,prljavština,лавыра́
114,See::N,jezero,ер
115,Sumpf::N,bara,лӱ́кӧ
116,Moor::N,močvara,куп
117,Wiese::N,livada,о́лык
118,Wald::N,šuma,чодыра́
119,Hügel::N,brijeg,арка́
120,Hügel::N,brežuljak,арка́
121,Anhöhe::N,uzvišica,тӧва́
122,Anhöhe::N,uzvišica,кӱкшака́
123,Berg::N,brdo,ку́рык
124,Gipfel::N,vrh,чаҥга́
125,Gipfel::N,vrh,курыкву́й
126,Höhle::N,pećina,пеще́р
127,Höhle::N,pećina,курыкпо́мыш
128,Höhle::N,spilja,пеще́р
129,Höhle::N,spilja,курыкпо́мыш
130,Abhang::N,obronak,та́йыл
131,Abhang::N,nizbrdica,та́йыл
132,Quelle::N,izvor,важ
133,Quelle::N,izvor,вӱдшинча́
134,Quelle::N,vrelo,важ
135,Quelle::N,vrelo,вӱдшинча́
136,Bach::N,potok,изэҥе́р
137,Fluss::N,rijeka,эҥе́р
138,Ufer::N,obala,сер
139,Küste::N,obala,вӱдтӱ́р
140,Küste::N,morska obala,вӱдтӱ́р
141,Festland::N,kopno,мла́нде
142,Meer::N,more,те́ҥыз
143,Bucht::N,zaliv,икса́
144,Insel::N,ada,отро́
145,Insel::N,otok,отро́
146,Blume::N,cvijet,пеле́дыш
147,Gras::N,trava,шу́до
148,Wurzel::N,korijen,вож
149,Baum::N,drvo,пуше́ҥге
150,Baum::N,stablo,пуше́ҥге
151,Stamm::N,deblo,йы́тыр
152,Stamm::N,stablo,йы́тыр
153,Rinde::N,kora,шӱм
154,Ast::N,grana,укш
155,Zweig::N,grana,торма́к
156,Blatt::N,list,лышта́ш
157,Birke::N,breza,куэ́
158,Kiefer[Baum]::N,bor,пӱ́нчӧ
159,Weide[Baum]::N,iva,уа́
160,Weide[Baum]::N,vŕba,уа́
161,Tanne::N,jela,кож
162,Horn::N,rog,шур
163,Feder::N,pero,пы́стыл
164,Fell::N,koža,кова́ште
165,Flügel::N,krilo,шу́лдыр
166,Klaue::N,papak,кӱч
167,Kralle::N,pandža,ла́па
168,Kralle::N,pandža,копа́
169,Schwanz::N,rep,поч
170,Ei::N,jaje,му́но
171,Nest::N,gnijezdo,пыжа́ш
172,Bau::N,jazbina,пыжа́ш
173,Tier::N,životinja,я́нлык
174,Tier::N,životinja,живо́тный
175,Herde::N,krdo,кӱ́тӱ
176,Herde::N,krdo,тӱшка́
177,Herde::N,stado,кӱ́тӱ
178,Herde::N,stado,тӱшка́
179,Kuh::N,krava,ушка́л
180,Bulle::N,bik,ӱ́шкыж
181,Pferd::N,konj,и́мне
182,Schaf::N,ovca,шо́рык
183,Schwein::N,svinja,сӧсна́
184,Hund::N,pas,пий
185,Hund::N,pseto,пий
186,Katze::N,mačka,пы́рыс
187,Bär::N,medvjed,маска́
188,Eichhörnchen::N,vjeverica,ур
189,Elch::N,los,шо́рдо
190,Fuchs::N,lisica,ры́выж
191,Hase::N,zec,мера́ҥ
192,Maus::N,miš,коля́
193,Wolf::N,vuk,пи́ре
194,Wolf::N,kurjak,пи́ре
195,Vogel::N,ptica,ка́йык
196,Schwarm::N,roj,каша́к
197,Schwarm::N,jato,каша́к
198,Huhn::N,kokoš,чы́ве
199,Hahn::N,kokot,агыта́н
200,Hahn::N,pijevac,агыта́н
201,Gans::N,guska,ко́мбо
202,Adler::N,orao,карагу́ш
203,Ente::N,patka,лу́до
204,Eule::N,sova,тумна́
205,Kranich::N,ždral,турня́
206,Krähe::N,vrana,кора́к
207,Kuckuck::N,kukavica,куку́
208,Schwan::N,labud,йӱ́ксӧ
209,Fisch::N,riba,кол
210,Barsch::N,grgeč,ола́ҥге
211,Hecht::N,štuka,нуж
212,Hecht::N,štuka,чорта́н
213,Schlange[Tier]::N,guja,ки́шке
214,Schlange[Tier]::N,zmija,ки́шке
215,Wurm::N,crv,шукш
216,Spinne::N,pauk,эҥыре́мыш
217,Ameise::N,mrav,ку́тко
218,Laus::N,uš,тий
219,Mücke::N,komarac,шыҥа́
220,Fliege::N,muha,ка́рме
221,Schmetterling::N,leptir,лы́ве
222,Beere::N,boba,мӧр
223,Beere::N,bobica,мӧр
224,Apfel::N,jabuka,олма́
225,Pilz::N,pečurka,по́ҥго
226,Zwiebel::N,luk,шога́н
227,Zwiebel::N,kapula,шога́н
228,Saat::N,sjemenje,нӧ́шмӧ
229,Saat::N,sjemenje,туш
230,Korn::N,zrno,шу́рно
231,Heu::N,sijeno,шу́до
232,Schale::N,kora,шӱм
233,Schale::N,ljuska,шӱм
234,Grube::N,jama,выне́м
235,Falle::N,zamka,лӧ́дӧ
236,Falle::N,klopka,лӧ́дӧ
237,Schlinge::N,uzao,о́птыш
238,Schlinge::N,uzao,шӧрга́лтыш
239,Schlinge::N,petlja,о́птыш
240,Schlinge::N,petlja,шӧрга́лтыш
241,Spur::N,trag,кыша́
242,Spur::N,slijed,кыша́
243,Asche::N,pepeo,ло́мыж
244,Dreck::N,blato,лавыра́
245,Eisen::N,željezo,кӱ́ртньӧ
246,Gold::N,zlato,шӧ́ртньӧ
247,Silber::N,srebro,ший
248,Kohle::N,ugalj,мландышӱ́й
249,Kohle::N,ugljen,мландышӱ́й
250,Glas::N,staklo,янда́
251,Lehm::N,glina,шун
252,Lehm::N,ilovača,шун
253,Sand::N,pijesak,ошма́
254,Mensch::N,čovjek,еҥ
255,Mensch::N,čovjek,айде́ме
256,Mann::N,muškarac,пӧръе́ҥ
257,Frau::N,žena,ӱдырама́ш
258,Kind::N,čedo,аза́
259,Kind::N,dijete,аза́
260,Junge::N,momče,рве́зе
261,Junge::N,dječak,рве́зе
262,Mädchen::N,djevojka,ӱдыра́ш
263,Mädchen::N,djevojčica,ӱдыра́ш
264,Familie::N,obitelj,еш
265,Familie::N,porodica,еш
266,Großvater::N,djed,коча́
267,Großmutter::N,baka,кова́
268,Eltern::N,roditelji,ача́-ава́
269,Vater::N,otac,ача́
270,Mutter::N,majka,ава́
271,Sohn::N,sin,э́рге
272,Tochter::N,kći,ӱ́дыр
273,Tochter::N,kćerka,ӱ́дыр
274,Bruder::N,brat,иза́
275,Bruder::N,brat,шо́льо
276,Schwester::N,sestra,ака́
277,Onkel::N,čika,иза́
278,Onkel::N,ujak,иза́
279,Tante::N,ujna,кока́
280,Tante::N,tetka,кока́
281,Ehemann::N,muž,мари́й
282,Ehemann::N,suprug,мари́й
283,Ehefrau::N,žena,ва́те
284,Ehefrau::N,supruga,ва́те
285,Freude::N,radost,куа́н
286,Freude::N,radost,куаныма́ш
287,Gelächter::N,grohot,во́штылтыш
288,Glück::N,sreća,пиа́л
289,Kummer::N,jad,о́йго
290,Kummer::N,briga,о́йго
291,Wunsch::N,želja,ку́мыл
292,Lust::N,volja,ку́мыл
293,Geist::N,duh,ӧрт
294,Geist::N,duh,чон
295,Gedanke::N,misao,ой
296,Gedanke::N,misao,шоныма́ш
297,Gedächtnis::N,pamćenje,шарныма́ш
298,Verstand::N,um,уш
299,Verstand::N,razum,уш
300,Sinn::N,smisao,смысл
301,Sinn::N,značenje,смысл
302,Grund::N,razlog,ама́л
303,Wahrheit::N,istina,чын
304,Gespräch::N,razgovor,мутланыма́ш
305,Märchen::N,bajka,йома́к
306,Erzählung::N,priča,ойлыма́ш
307,Erzählung::N,pripovijest,ойлыма́ш
308,Nachricht::N,vijest,увертарыма́ш
309,Neuigkeit::N,novost,уве́р
310,Name::N,ime,лӱм
311,Rätsel::N,zagonetka,ту́што
312,Rede::N,govor,ойлыма́ш
313,Rede::N,besjeda,ойлыма́ш
314,Sprache::N,jezik,йы́лме
315,Stimme::N,glas,йӱк
316,Wort::N,riječ,ой
317,Wort::N,riječ,мут
318,Zeichen::N,znak,ти́ште
319,Zeichen::N,znak,знак
320,Ruf::N,povik,ӱжма́ш
321,Ruf::N,poklik,ӱжма́ш
322,Lärm::N,buka,лӱшкыма́ш
323,Lärm::N,buka,йӱк-йӱа́н
324,Lärm::N,galama,лӱшкыма́ш
325,Lärm::N,galama,йӱк-йӱа́н
326,Laut::N,zvuk,йӱк
327,Ton::N,ton,йӱксе́м
328,Lied::N,pjesma,му́ро
329,Ruhe::N,tišina,ты́мык
330,Ruhe::N,počinak,ты́мык
331,Leute::N,ljudi,еҥ-влак
332,Volk::N,puk,ка́лык
333,Volk::N,narod,ка́лык
334,Arbeit::N,rad,паша́
335,Arbeit::N,posao,паша́
336,Gast::N,gost,уна́
337,Geschenk::N,dar,пӧле́к
338,Geschenk::N,poklon,пӧле́к
339,Spiel::N,igra,мо́дыш
340,Spiel::N,igra,модма́ш
341,Gesellschaft::N,društvo,тӱшка́
342,Gesellschaft::N,kompanija,тӱшка́
343,Hilfe::N,pomoć,по́лыш
344,Freund::N,prijatelj,таҥ
345,Freund::N,prijatelj,йолта́ш
346,Kamerad::N,drug,таҥ
347,Kamerad::N,drugar,таҥ
348,Angelegenheit::N,posao,паша́
349,Anzahl::N,broj,чот
350,Anzahl::N,brojnost,чот
351,Art::N,vid,вид
352,Art::N,vrst,вид
353,Stück::N,komad,ка́тыш
354,Stück::N,komad,ла́стык
355,Teil::N,dio,ужа́ш
356,Hälfte::N,polovina,пел
357,Hälfte::N,polovina,пе́ле
358,Kreis::N,krug,ты́ртыш
359,Kreuz::N,križ,ыре́с
360,Linie::N,crta,ли́ний
361,Strich::N,crta,коре́ш
362,Abstand::N,razmak,кокла́
363,Abstand::N,odstojanje,кокла́
364,Entfernung::N,udaljenost,тора́
365,Entfernung::N,udaljenost,ку́жыт
366,Gegend::N,kraj,кунде́м
367,Gegend::N,predeo,кунде́м
368,Platz::N,mjesto,ку́мдык
369,Ort::N,mjesto,вер
370,Ort::N,mjesto,о́лмо
371,Seite::N,bok,ӧ́рдыж
372,Seite::N,strana,ӧ́рдыж
373,Mitte::N,sredina,покше́л
374,Gegenstand::N,predmet,наста́
375,Sache::N,posao,наста́
376,Rand::N,rub,тӱр
377,Rand::N,kraj,тӱр
378,Kante::N,brid,тӱр
379,Kante::N,ivica,тӱр
380,Ecke::N,ugao,лук
381,Spitze::N,vrh,вуй
382,Spitze::N,šiljak,вуй
383,Ende::N,konac,муча́ш
384,Loch::N,rupa,рож
385,Winkel::N,kut,лук
386,Winkel::N,ugao,лук
387,Muster::N,uzor,пеза́к
388,Muster::N,uzor,узо́р
389,Muster::N,uzor,ӱ́лгӧ
390,Größe::N,veličina,кӱ́кшыт
391,Länge::N,duljina,ку́тыш
392,Höhe::N,visina,кӱ́кшыт
393,Gewicht::N,težina,не́лыт
394,Menge::N,mnoštvo,чот
395,Menge::N,količina,чот
396,Haufen::N,hrpa,кы́шыл
397,Haufen::N,gomila,кы́шыл
398,Reihe::N,red,рада́м
399,Boot::N,čun,пуш
400,Boot::N,čamac,пуш
401,Ruder::N,veslo,эшка́к
402,Schlitten::N,saone,тер
403,Schlitten::N,saone,изде́р
404,Ski::N,ski,е́че
405,Ski::N,smučka,е́че
406,Lagerfeuer::N,logorska vatra,туло́то
407,Last::N,tovar,нӧ́лтыш
408,Gang::N,hod,ошкылма́ш
409,Schritt::N,korak,о́шкыл
410,Norden::N,sjever,йӱдйыма́л
411,Süden::N,jug,кечывалве́л
412,Westen::N,zapad,касве́л
413,Osten::N,istok,эрве́л
414,Holz::N,drvo,пу
415,Brett::N,daska,оҥа́
416,Platte::N,ploča,аста́р
417,Stütze::N,potpora,чара́к
418,Stange::N,motka,лома́ш
419,Stock::N,štap,тоя́
420,Stock::N,palica,тоя́
421,Stab::N,štap,вара́
422,Stab::N,štap,кашта́
423,Stab::N,šipka,вара́
424,Stab::N,šipka,кашта́
425,Rohr::N,cijev,пуч
426,Haus::N,kuća,пӧрт
427,Heim::N,dom,мӧ́ҥгӧ
428,Ofen::N,peć,комака́
429,Fußboden::N,pod,кӱва́р
430,Tisch::N,stol,ӱсте́л
431,Tisch::N,trpeza,ӱсте́л
432,Stuhl::N,stolac,пӱке́н
433,Stuhl::N,stolica,пӱке́н
434,Wiege::N,kolijevka,шепка́
435,Bett::N,krevet,ва́кшыш
436,Bett::N,postelja,ва́кшыш
437,Regal::N,polica,шӧ́рлык
438,Kiste::N,sanduk,шо́ндык
439,Kiste::N,sanduk,я́шлык
440,Fenster::N,prozor,окна́
441,Tür::N,vrata,омса́
442,Tor::N,vrata,капка́
443,Tor::N,kapija,капка́
444,Zaun::N,plot,сава́р
445,Zaun::N,ograda,сава́р
446,Dach::N,krov,леве́дыш
447,Leiter::N,ljestve,тошка́лтыш
448,Leiter::N,ljestvice,тошка́лтыш
449,Besen::N,metla,ӱштерво́штыр
450,Spaten::N,ašov,ко́льмо
451,Schaufel::N,lopata,сово́к
452,Schaufel::N,lopata,су́ско
453,Gabel::N,viljuška,ви́лке
454,Löffel::N,žlica,па́не
455,Löffel::N,žlica,совла́
456,Messer::N,nož,кӱ́зӧ
457,Nagel::N,čavao,пуда́
458,Netz::N,mreža,вапш
459,Haken::N,kuka,са́гыле
460,Griff::N,držak,кыл
461,Griff::N,ručica,кыл
462,Schloss::N,brava,кӧгӧ́н
463,Bild::N,slika,сӱре́т
464,Figur::N,figura,фигу́р
465,Puppe::N,lutka,курча́к
466,Beutel::N,kesa,меша́к
467,Bündel::N,snop,арша́ш
468,Bündel::N,svežanj,арша́ш
469,Tasche::N,torba,сумка́
470,Tasche::N,taška,сумка́
471,Eimer::N,kabao,ведра́
472,Deckel::N,poklopac,ко́мдыш
473,Geschirr::N,suđe,а́те
474,Geschirr::N,posuđe,а́те
475,Sack::N,džak,куль
476,Sack::N,džak,меша́к
477,Sack::N,vreća,куль
478,Sack::N,vreća,меша́к
479,Tasse::N,šalica,чу́кыр
480,Tasse::N,šalica,чашка́
481,Topf::N,lonac,ми́ске
482,Kessel::N,kazan,под
483,Essen::N,obrok,ко́чкыш
484,Nahrung::N,hrana,ку́рго
485,Speise::N,jelo,ко́чкыш
486,Fleisch::N,meso,шыл
487,Getreide::N,žito,шу́рно
488,Getreide::N,žitarice,шу́рно
489,Brei::N,kaša,пу́чымыш
490,Brot::N,kruh,ки́нде
491,Scheibe::N,kriška,ка́тыш
492,Fett::N,mast,коя́
493,Fett::N,salo,коя́
494,Butter::N,buter,ӱй
495,Butter::N,maslac,ӱй
496,Öl::N,ulje,ӱй
497,Salz::N,sol,шинча́л
498,Suppe::N,supa,шӱр
499,Honig::N,med,мӱй
500,Milch::N,mlijeko,шӧр
501,Tee::N,čaj,чай
502,Leder::N,koža,сура́н
503,Leder::N,koža,шӱ́штӧ
504,Wolle::N,vuna,пун
505,Stoff::N,štof,куэ́м
506,Stoff::N,štof,посто́
507,Stoff::N,tkanina,куэ́м
508,Stoff::N,tkanina,посто́
509,Nadel::N,igla,и́ме
510,Faden::N,nit,шӱ́ртӧ
511,Faden::N,konac,шӱ́ртӧ
512,Knopf::N,dugme,по́лдыш
513,Knoten::N,čvor,пышке́м
514,Knoten::N,uzao,пышке́м
515,Farbe::N,farba,чия́
516,Kleidung::N,odjeća,чие́м
517,Kleidung::N,odjeća,вурге́м
518,Hemd::N,košulja,ту́выр
519,Kragen::N,ovratnik,сога́
520,Ärmel::N,rukav,шокш
521,Hose::N,hlače,йола́ш
522,Gürtel::N,pas,ӱ́штӧ
523,Gürtel::N,pojas,ӱ́штӧ
524,Mütze::N,kapa,упш
525,Schuh::N,cipela,боти́нке
526,Stiefel::N,čizma,кем
527,Ring::N,prsten,шерга́ш
528,Band::N,vrpca,тасма́
529,Band::N,vrpca,ле́нте
530,Kamm::N,češalj,шерге́
531,Spiegel::N,zrcalo,вошто́нчыш
532,Spiegel::N,ogledalo,вошто́нчыш
533,Riemen::N,kaiš,кӱзанӱ́штӧ
534,Riemen::N,remen,кӱзанӱ́штӧ
535,Schnur::N,vrpca,кере́м
536,Schnur::N,vrpca,кандыра́
537,Leine::N,uzica,вӱра́ҥ
538,Decke::N,ćebe,леве́дыш
539,Decke::N,ćebe,одея́л
540,Decke::N,pokrivač,леве́дыш
541,Decke::N,pokrivač,одея́л
542,Kissen::N,jastuk,кӱ́пчык
543,Tuch::N,rubac,шо́выч
544,Tuch::N,marama,шо́выч
545,Handtuch::N,ručnik,со́лык
546,Kraft::N,snaga,вий
547,Kraft::N,snaga,куа́т
548,Stärke::N,jakost,куа́т
549,Stärke::N,jakost,карма́н
550,Gesundheit::N,zdravlje,таза́лык
551,Krankheit::N,bolest,чер
552,Schmerz::N,bol,ко́рштыш
553,Wunde::N,rana,су́сыр
554,Fieber::N,groznica,йӱштыму́ж
555,Fieber::N,groznica,лихора́дке
556,Arznei::N,lijek,эм
557,Brücke::N,most,кӱва́р
558,Brücke::N,ćuprija,кӱва́р
559,Brunnen::N,bunar,вӱдвыне́м
560,Brunnen::N,zdenac,вӱдвыне́м
561,Weide::N,paša,нурше́р
562,Weide::N,pašnjak,нурше́р
563,Pfad::N,staza,йолго́рно
564,Pfad::N,staza,сокма́к
565,Weg::N,put,ко́рно
566,Straße::N,drum,ко́рно
567,Straße::N,cesta,ко́рно
568,Dorf::N,selo,ял
569,Stadt::N,grad,ола́
570,Stadt::N,varoš,ола́
571,Brief::N,list,се́рыш
572,Brief::N,pismo,се́рыш
573,Buch::N,knjiga,книга́
574,Buchstabe::N,slovo,буква́
575,Zeitung::N,novine,газе́т
576,Leben::N,život,и́лыш
577,Tod::N,smrt,колыма́ш
578,Grab::N,raka,шӱга́р
579,Kirche::N,crkva,че́рке
580,Sünde::N,grijeh,су́лык
581,Gott::N,bog,ю́мо
582,Arbeiter::N,radnik,паша́зе
583,Chef::N,šef,тӧра́
584,Meister::N,majstor,маста́р
585,Arzt::N,liječnik,врач
586,Lehrer::N,učitelj,ту́ныктышо
587,Geld::N,novac,окса́
588,Geschäft::N,posao,сатулыма́ш
589,Geschäft::N,trgovina,сатулыма́ш
590,Laden::N,dućan,ке́выт
591,Preis::N,cijena,ак
592,Ware::N,roba,сату́
593,Nutzen::N,korist,пайда́
594,Reichtum::N,bogatstvo,поя́нлык
595,Welt::N,svijet,тӱня́
596,Land::N,zemlja,эл
597,Staat::N,država,кугыжа́ныш
598,König::N,kralj,кугыжа́
599,Macht::N,moć,власть
600,Macht::N,vlast,власть
601,Grenze::N,granica,грани́ца
602,Krieg::N,rat,сар
603,Feind::N,neprijatelj,тушма́н
604,Gewalt::N,sila,виешлыма́ш
605,Gewalt::N,nasilje,виешлыма́ш
606,Kampf::N,boj,кредалма́ш
607,Kampf::N,borba,кредалма́ш
608,Bogen[Waffe]::N,luk,юҥе́ж
609,Pfeil::N,strijela,пикш
610,Gewehr::N,puška,пыча́л
611,Fehler::N,pogreška,йо́ҥылыш
612,Fehler::N,griješka,йо́ҥылыш
613,Lüge::N,laž,шоя́к
614,Schaden::N,šteta,зия́н
615,Unglück::N,nesreća,эҥге́к
616,Schuld::N,krivnja,тита́к
617,Schuld::N,krivnja,йола́
618,Alter::N,dob,ийго́т
619,Schluss::N,kraj,муча́ш
620,Schluss::N,konac,муча́ш
621,Zeit::N,doba,жап
622,Zeit::N,doba,па́гыт
623,Zeit::N,vrijeme,жап
624,Zeit::N,vrijeme,па́гыт
625,Tag::N,dan,ке́че
626,Morgen::N,jutro,эр
627,Mittag::N,podne,кечыва́л
628,Abend::N,veče,кас
629,Abend::N,večer,кас
630,Nacht::N,noć,йӱд
631,Woche::N,sedmica,арня́
632,Monat::N,mjesec,ты́лзе
633,Jahr::N,godina,ий
634,Frühling::N,proljeće,шо́шо
635,Sommer::N,ljeto,кеҥе́ж
636,Herbst::N,jesen,шы́же
637,Winter::N,zima,те́ле
638,Januar::N,januar,шоркыйол
639,Januar::N,januar,идалыкву́й
640,Januar::N,januar,янва́рь
641,Januar::N,siječanj,шоркыйол
642,Januar::N,siječanj,идалыкву́й
643,Januar::N,siječanj,янва́рь
644,Februar::N,veljača,пургыж
645,Februar::N,veljača,февра́ль
646,Februar::N,februar,пургыж
647,Februar::N,februar,февра́ль
648,März::N,mart,ӱярня
649,März::N,mart,март
650,März::N,ožujak,ӱярня
651,März::N,ožujak,март
652,April::N,april,апре́ль
653,April::N,travanj,апре́ль
654,Mai::N,maj,ага
655,Mai::N,maj,май
656,Mai::N,svibanj,ага
657,Mai::N,svibanj,май
658,Juni::N,juni,пеледыш
659,Juni::N,juni,ию́нь
660,Juni::N,lipanj,пеледыш
661,Juni::N,lipanj,ию́нь
662,Juli::N,juli,сӱрем
663,Juli::N,juli,ию́ль
664,Juli::N,srpanj,сӱрем
665,Juli::N,srpanj,ию́ль
666,August::N,august,сорла
667,August::N,august,агарма́н
668,August::N,august,а́вгуст
669,August::N,kolovoz,сорла
670,August::N,kolovoz,агарма́н
671,August::N,kolovoz,а́вгуст
672,September::N,rujan,идым
673,September::N,rujan,сентя́брь
674,September::N,septembar,идым
675,September::N,septembar,сентя́брь
676,Oktober::N,oktobar,шыжа
677,Oktober::N,oktobar,октя́брь
678,Oktober::N,listopad,шыжа
679,Oktober::N,listopad,октя́брь
680,November::N,studeni,кылме тылзе
681,November::N,studeni,ноя́брь
682,November::N,novembar,кылме тылзе
683,November::N,novembar,ноя́брь
684,Dezember::N,prosinac,дека́брь
685,Montag::N,ponedjeljak,шо́чмо
686,Montag::N,ponedjeljnik,шо́чмо
687,Dienstag::N,utorak,ку́шкыжмо
688,Dienstag::N,utornik,ку́шкыжмо
689,Mittwoch::N,srijeda,вӱрге́че
690,Donnerstag::N,četvrtak,изарня́
691,Freitag::N,petak,кугарня́
692,Samstag::N,subota,шуматке́че
693,Sonntag::N,nedjelja,рушарня́
694,groß::A,velik,кугу́
695,klein::A,mali,изи́
696,klein::A,malen,изи́
697,lang::A,dug,кужу́
698,lang::A,dugačak,кужу́
699,kurz::A,kratak,кӱ́чык
700,breit::A,širok,кумда́
701,schmal::A,uski,а́ҥысыр
702,schmal::A,uzak,а́ҥысыр
703,dicht::A,gust,ну́гыдо
704,dick[Gegenstand]::A,debeo,кӱ́жгӧ
705,dünn::A,tanak,ви́чкыж
706,fein::A,fin,ты́гыде
707,fein::A,tanak,ты́гыде
708,fest::A,čvrst,чо́ткыдо
709,flach::A,ravan,лапка́
710,flach::A,plosnat,лапка́
711,glatt::A,gladak,яклака́
712,hart::A,tvrd,пе́ҥгыде
713,weich::A,mek,пу́шкыдо
714,weich::A,mekan,пу́шкыдо
715,rund::A,okrugao,йырге́шке
716,spitz::A,oštar,коша́р
717,spitz::A,šiljast,коша́р
718,scharf::A,oštar,пӱ́сӧ
719,scharf::A,bridak,пӱ́сӧ
720,stumpf::A,tup,токма́к
721,schwer::A,težak,не́ле
722,schön::A,krasan,сы́лне
723,heiß::A,vruć,шо́кшо
724,warm::A,topao,ле́ве
725,kalt::A,hladan,йӱ́штӧ
726,kühl::A,hladan,юа́лге
727,kühl::A,hladan,южгата́
728,frisch::A,svjež,свежа́
729,feucht::A,vlažan,вӱ́дыжгӧ
730,nass::A,mokar,нӧ́рӧ
731,trocken::A,suh,ку́кшо
732,voll::A,pun,тич
733,leer::A,prazan,яра́
734,offen::A,otvoren,виш
735,geschlossen::A,zatvoren,пе́тырыме
736,geschlossen::A,zatvoren,тӱ́чмӧ
737,sauber::A,čist,ару́
738,sauber::A,čist,янда́р
739,schmutzig::A,nečist,лавыра́н
740,schmutzig::A,nečist,ла́выргыше
741,schmutzig::A,blatan,лавыра́н
742,schmutzig::A,blatan,ла́выргыше
743,roh::A,sirov,кӱ́чымӧ
744,reif::A,zreo,лӧза́
745,lecker::A,tečan,ту́тло
746,lecker::A,ukusan,ту́тло
747,süß::A,sladak,ше́ре
