,Concept_ID,cv,kn
525,Schluss::N,пӗтмӗш,ಮುಕ್ತಾಯ
526,Zeit::N,вӑхӑт,ಕಾಲ
527,Tag::N,кун,ದಿನ
528,Morgen::N,ир,ಮುಂಜಾನೆ
529,Mittag::N,кӑнтӑрла,ನಡುಹಗಲು
530,Abend::N,каҫ,ಸಂಜೆ
531,Nacht::N,каҫ,ರಾತ್ರಿ
532,Woche::N,эрне,ವಾರ
533,Monat::N,уйӑх,ತಿಂಗಳು
534,Jahr::N,ҫулталӑк,ಸಂವತ್ಸರ
535,Frühling::N,ҫур,ವಸಂತ
536,Frühling::N,ҫуркунне,ವಸಂತ
537,Sommer::N,ҫу,ಬಿಸಿಲುಕಾಲ
538,Sommer::N,ҫулла,ಬಿಸಿಲುಕಾಲ
539,Herbst::N,кӗр,ಶರತ್ಕಾಲ
540,Herbst::N,кӗркунне,ಶರತ್ಕಾಲ
541,Winter::N,хӗл,ಚಳಿಗಾಲ
542,Winter::N,хӗлле,ಚಳಿಗಾಲ
543,Januar::N,январь,ನಾಲ್ಚಳಿ
544,Februar::N,февраль,ಅಯ್ಚಳಿ
545,Februar::N,кӗҫӗн кӑрлач,ಅಯ್ಚಳಿ
546,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
547,März::N,пуш уйӑхӗ,ಮೊಬ್ಬೇಸಿಗೆ
548,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
549,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
550,Juni::N,июнь,ಮೊಮ್ಮಳೆ
551,Juli::N,июль,ಇಮ್ಮಳೆ
552,August::N,август,ಮುಮ್ಮಳೆ
553,September::N,сентябрь,ನಾಲ್ಮಳೆ
554,September::N,авӑн уйӑхӗ,ನಾಲ್ಮಳೆ
555,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
556,November::N,ноябрь,ಇಚ್ಚಳಿ
557,Dezember::N,раштав,ಮುಚ್ಚಳಿ
558,Dezember::N,декабрь,ಮುಚ್ಚಳಿ
559,Montag::N,тунти кун,ಸೋಮುವಾರ
560,Dienstag::N,ытлари кун,ಮಂಗಳವಾರ
561,Mittwoch::N,юн кун,ಬುಧವಾರ
562,Donnerstag::N,кӗҫнерни кун,ಗುರುವಾರ
563,Freitag::N,эрне кун,ಶುಕ್ರವಾರ
564,Samstag::N,шӑмат кун,ಶನಿವಾರ
565,Sonntag::N,вырсарни кун,ಭಾನುವಾರ
566,groß::A,пысӑк,ದೊಡ್ಡ
567,klein::A,пӗчӗк,ಪುಟ್ಟ
568,lang::A,вӑрӑм,ದೀರ್ಘ
569,kurz::A,кӗске,ಚಕ್ಕ
570,breit::A,сарлака,ಅಗಲವಾದ
571,schmal::A,ансӑр,ಇಕ್ಕಟ್ಟಾದ
572,dicht::A,йӑвӑ,ದಟ್ಟ
573,dick[Gegenstand]::A,хулӑн,ದಟ್ಟ
574,dünn::A,ҫинҫе,ತೆಳು
575,dünn::A,ҫӳхе,ತೆಳು
576,fein::A,тарай,ಕೋಮಲ
577,fein::A,вӗлтӗрти,ಕೋಮಲ
578,fest::A,тӗреклӗ,ಘನ
579,flach::A,лаптак,ಚಪ್ಪಟೆ
580,glatt::A,такӑр,ನಯ
581,hart::A,хытӑ,ಗಟ್ಟಿ
582,weich::A,ҫемҫе,ಮೃದುವಾದ
583,rund::A,ҫавра,ವರ್ತುಳ
584,spitz::A,шӗвӗр,ಮೊನಚಾದ
585,scharf::A,ҫивӗч,ತೀಕ್ಷ್ಣ
586,stumpf::A,мӑка,ಮೊಂಡು
587,stumpf::A,пуклак,ಮೊಂಡು
588,stumpf::A,тӗрӗнчӗк,ಮೊಂಡು
589,stumpf::A,ӑнкарусӑр,ಮೊಂಡು
590,schwer::A,йывӑр,ಭಾರಿ
591,schön::A,илемлӗ,ಸುಂದರ
592,heiß::A,вӗри,ಬಿಸಿ
593,warm::A,ӑшӑ,ಬಿಸಿ
594,kalt::A,сивӗ,ತಣ್ಣನೆಯ
595,kühl::A,уҫӑ,ತಂಪಾದ
596,frisch::A,уҫӑ,ನಿರ್ಮಲ
597,feucht::A,йӗпе,ಒದ್ದೆಯಾದ
598,nass::A,нӳрӗ,ಒದ್ದೆಯಾದ
599,trocken::A,типӗ,ಶುಷ್ಕ
600,voll::A,тулли,ತುಂಬಿದ
601,leer::A,пушӑ,ಖಾಲಿ
602,offen::A,уҫӑ,ಮುಚ್ಚಲ್ಲದ
603,geschlossen::A,хупӑ,ಮುಚ್ಚಿದ
604,sauber::A,таса,ಶುದ್ಧ
605,schmutzig::A,пылчӑклӑ,ಅಶುದ್ಧ
606,schmutzig::A,вараланчӑк,ಅಶುದ್ಧ
607,roh::A,чӗрӗ,ಹಸಿ
608,reif::A,пулнӑ,ಹಣ್ಣಾದ
609,reif::A,пиҫӗхнӗ,ಹಣ್ಣಾದ
610,reif::A,аталаннӑ,ಹಣ್ಣಾದ
611,reif::A,пиҫсе ҫитнӗ,ಹಣ್ಣಾದ
612,lecker::A,тутлӑ,ಗುಚಿಕರ
613,lecker::A,техӗмлӗ,ಗುಚಿಕರ
614,süß::A,пылак,ಸಿಹಿ
615,bitter::A,йӳҫӗ,ಕಹಿ
616,sauer::A,йӳҫӗ,ಹುಳಿಯಾದ
617,sauer::A,йӳҫек,ಹುಳಿಯಾದ
618,sauer::A,кӑвасак,ಹುಳಿಯಾದ
619,hell::A,ҫутӑ,ಹೊಳೆಯುವ
620,dunkel::A,тӗттӗм,ಮಬ್ಬಾದ
621,schwarz::A,хура,ಕಪ್ಪು
622,weiß::A,шурӑ,ಬಿಳಿಯ
623,rot::A,хӗрлӗ,ಕೆಂಪು
624,gelb::A,сарӑ,ಹಳದಯ
625,blau::A,кӑвак,ನೀಲ
626,grün::A,симӗс,ಕಾಯಾದ
627,grün::A,пиҫмен,ಕಾಯಾದ
628,grün::A,ӑс пухман,ಕಾಯಾದ
629,grau::A,кӑвак,ಬೂದುಬಣ್ಣದ
630,bunt::A,чӑпар,ವರ್ಣರಂಜಿತ
631,billig::A,йӳнӗ,ಅಗ್ಗ
632,teuer::A,хаклӑ,ದುಬಾರಿಯಾದ
633,wertvoll::A,паха,ಅಮೂಲ್ಯ
634,blind::A,суккӑр,ಅಂಧ
635,taub::A,хӑлхасӑр,ಕಿವುಡಾದ
636,kräftig::A,хӑватлӑ,ಪ್ರಬಲ
637,stark::A,вирлӗ,ಶಕ್ತಿವಂತ
638,schwach::A,халсӑр,ದುರ್ಬಲ
639,fett::A,самӑр,ಕೊಬ್ಬಿದ
640,fett::A,мӑнтӑр,ಕೊಬ್ಬಿದ
641,schlank::A,йӑрӑс,ತೆಳ್ಳಗಿನ
642,schlank::A,яштака,ತೆಳ್ಳಗಿನ
643,hübsch::A,хитре,ಅಂದವಾದ
644,böse::A,усал,ಕೆಟ್ಟ
645,dumm::A,ухмах,ಮಂದ
646,faul::A,наян,ಆಲಸ
647,faul::A,юлхав,ಆಲಸ
648,faul::A,ӳркенчӗк,ಆಲಸ
649,fleißig::A,хастар,ಕಡಗುವ
650,geizig::A,хытӑ,ಜುಗ್ಗ
651,klug::A,ӑслӑ,ಚತುರ
652,geschickt::A,ӑста,ದಕ್ಷ
653,lieb::A,савнӑ,ಪ್ರಿಯ
654,lustig::A,хаваслӑ,ಖುಷಿಯಾದ
655,sanft::A,ачаш,ಸೌಮ್ಯ
656,hungrig::A,выҫӑ,ಹಸಿದ
657,krank::A,чирлӗ,ಅಸ್ವಸ್ಥ
658,nackt::A,ҫара,ನಗ್ನ
659,traurig::A,салхуллӑ,ದುಃಖಿತ
660,lebendig::A,чӗрӗ,ಜೀವಂತ
661,gut::A,аван,ಒಳ್ಳೆಯ
662,gut::A,лайӑх,ಒಳ್ಳೆಯ
663,schlecht::A,япӑх,ದುಷ್ಟ
664,schlecht::A,начар,ದುಷ್ಟ
665,richtig::A,тӗрӗс,ಸರಿ
666,schlimm::A,йӗрӗнчӗк,ಅಸಹ್ಯ
667,wahr::A,чӑн,ನಿಜ
668,alt::A,кивӗ,ಮುದಿ
669,neu::A,ҫӗнӗ,ಹೊಸ
670,ehemalig::A,пулнӑ,ಮಾಜೀ
671,alt[Lebewesen]::A,ватӑ,ವೃದ್ಧ
672,jung::A,яш,ಎಳ
673,jung::A,ҫамрӑк,ಎಳ
674,arm::A,чухӑн,ಬಡ
675,reich::A,пуян,ಶ್ರೀಮಂತ
676,bekannt::A,пӗлӗш,ಅಪ್ತ
677,berühmt::A,чаплӑ,ಪ್ರಸಿದ್ಧ
678,fremd::A,ют,ಪರಕೀಯ
679,verschieden::A,расна,ಬೇರೆ
680,nah::A,ҫывӑх,ಹತ್ತಿರವಾದ
681,nah::A,ҫывӑхри,ಹತ್ತಿರವಾದ
682,fern::A,инҫе,ದೂರದ
683,fern::A,аякри,ದೂರದ
684,linker::A,сулахай,ಎಡ
685,rechter::A,сылтӑм,ಬಲ
686,anderer::A,урӑх,ಇತರ
687,erster::A,пӗрремӗш,ಪ್ರಥಮ
688,zweiter::A,иккӗмӗш,ದ್ವಿತೀಯ
689,dritter::A,виҫҫӗмӗш,ಮೂರನೆಯಜಗತ್ತು
690,letzter::A,юлашки,ಅಂತ್ಯ
691,allein::ADV,пӗччен,ಒಬ್ಬನೇ
692,auf einmal::ADV,кӗмӗрккен,ಒಡನೆ
693,zusammen::ADV,пӗрле,ಒಟ್ಟಿಗೆ
694,lange::ADV,вӑрах,ದೀರ್ಘ
695,plötzlich::ADV,сасартӑк,ಅನಾಮತ್ತು
696,sofort::ADV,тӳрех,ಜಾಗ್ರತೆ
697,später::ADV,кайран,ತರುವಾಯ
698,jetzt::ADV,халь,ಈಗ
699,jetzt::ADV,халӗ,ಈಗ
700,heute::ADV,паян,ಇಂದು
701,morgen::ADV,ыран,ನಾಳೆ
702,bald::ADV,халех,ಬೇಗ
703,bald::ADV,кӗҫех,ಬೇಗ
704,dann::ADV,унтан,ಆಗ
705,gestern::ADV,ӗнер,ನಿನ್ನೆ
706,einst::ADV,пӗррехинче,ಪೂರ್ವದಲ್ಲಿ
707,damals::ADV,ун чухне,ಆಗ
708,damals::ADV,апла пулсан,ಆಗ
709,danach::ADV,унтан,ಆಮೇಲೆ
710,vorher::ADV,малтан,ಮುಂಚೆ
711,zuerst::ADV,пирвай,ಮೊದಲಿಗೆ
712,einmal::ADV,пӗррехинче,ಒಮ್ಮೆ
713,manchmal::ADV,хӑш чухне,ಆಗಾಗ
714,oft::ADV,тӑтӑш,ಅನೇಕಸಲ
715,immer::ADV,ялан,ಯಾವಾಗಲೂ
716,niemals::ADV,нихӑҫан та,ಯಾವಾಗಲೂ ಇಲ್ಲ
717,hier::ADV,кунта,ಇಲ್ಲಿ
718,hierhin::ADV,кунта,ಇತ್ತ
719,von hier::ADV,кунтан,ಇಲ್ಲಿಂದ
720,dort::ADV,унта,ಅಲ್ಲಿ
721,dort::ADV,ҫавӑнта,ಅಲ್ಲಿ
722,dorthin::ADV,унта,ಅಲ್ಲಿಗೆ
723,dorthin::ADV,ҫавӑнта,ಅಲ್ಲಿಗೆ
724,geradeaus::ADV,тикӗс,ಸೀದಾ
725,vorwärts::ADV,малалла,ಮುನ್ನೆಡೆವ
726,rückwärts::ADV,хыҫала,ಹಿಂದುಗಡೆಗೆ
727,zurück::ADV,каялла,ಹಿಂದಕ್ಕೆ
728,unten::ADV,аялта,ಕೆಳಗೆ
729,hinab::ADV,аялта,ಕೆಳಕ್ಕೆ
730,oben::ADV,ҫӳлте,ಮೇಲೆ
731,hinauf::ADV,ҫӳле,ಮೇಲಕ್ಕೆ
732,überall::ADV,таҫта та,ಎಲ್ಲಸ್ಥಳಗಳು
733,überall::ADV,пур ҫӗрте те,ಎಲ್ಲಸ್ಥಳಗಳು
734,überall::ADV,кирек ӑҫта та,ಎಲ್ಲಸ್ಥಳಗಳು
735,nicht::ADV,мар,ಇಲ್ಲ
736,nicht::ADV,мар,ಅಲ್ಲ
737,ein wenig::ADV,пӑртак,ತುಸು
738,kaum::ADV,аран,ಕಠಿನವಾಗಿ
739,sehr::ADV,питӗ,ಬಹು
740,so::ADV,апла,ಅಷ್ಟು
741,noch::ADV,татах,ಇನ್ನು
742,nur::ADV,ҫех,ಕೇವಲ
743,schon::ADV,ӗнтӗ,ಆಗಲೇ
744,wieder::ADV,каллех,ಪುನಃ
745,vergebens::ADV,харам,ನಿಷ್ಫಲವಾಗಿ
746,vor::PRP,умӗнче,ಮುಂದೆ
747,hinter::PRP,кайра,ಹಿಂದ
748,unter::PRP,айне,ಕೆಳ
749,unter::PRP,айӗпе,ಕೆಳ
750,unter::PRP,айӗнче,ಕೆಳ
751,unter::PRP,ҫитеспе,ಕೆಳ
752,durch::PRP,витӗр,ನೇರವಾಗಿ
753,neben::PRP,патӗнче,ಅಧರ ಬಲಿಕ
754,zwischen::PRP,хушшинче,ನಡುವೆ
755,wegen::PRP,пула,ಅಧಕ್ಕಗಿ
756,wegen::PRP,пирки,ಅಧಕ್ಕಗಿ
757,dies::PRN,ку,ಈ
758,dies::PRN,ҫак,ಈ
759,das::PRN,ҫав,ಅದು
760,alles::PRN,пурте,ಎಲ್ಲ
761,alles::PRN,йӑлт,ಎಲ್ಲ
762,ich::PRN,эп,ನಾನು
763,du::PRN,эс,ನೀನು
764,er::PRN,вӑл,ಅವನು
765,er::PRN,вӑл,ಇವನು
766,wir::PRN,эпир,ನಾವು
767,ihr::PRN,эсир,ನೀವು
768,sie::PRN,вӗсем,ಅವರು
769,was::FPRN,мӗн,ಏನು
770,was::FPRN,мӗскер,ಏನು
771,was::FPRN,мӗн те пулин,ಏನು
772,wer::FPRN,кам,ಯಾರಿಗೆ
773,wo::FADV,ӑҫта,ಎಲ್ಲಿ
774,wohin::FADV,ӑҫта,ಎಲ್ಲಿಗೆ
775,wie::FADV,епле,ಹೇಗೆ
776,wie::FADV,мӗнле,ಹೇಗೆ
777,warum::FADV,ма,ಏಕೆ
778,warum::FADV,мӗншӗн,ಏಕೆ
779,wieviel::FNUM,миҫе,ಎಷ್ಟು
780,eins::NUM,пӗр,ಒಂದು
781,eins::NUM,пӗрре,ಒಂದು
782,zwei::NUM,ик,ಎರಡು
783,zwei::NUM,икӗ,ಎರಡು
784,zwei::NUM,иккӗ,ಎರಡು
785,drei::NUM,виҫ,ಮೂರು
786,drei::NUM,виҫӗ,ಮೂರು
787,drei::NUM,виҫҫӗ,ಮೂರು
788,vier::NUM,тӑват,ನಾಲ್ಕು
789,fünf::NUM,пилӗк,ಅಯ್ದು
790,fünf::NUM,пиллӗк,ಅಯ್ದು
791,sechs::NUM,улт,ಆರು
792,sechs::NUM,ултӑ,ಆರು
793,sechs::NUM,улттӑ,ಆರು
794,sieben::NUM,ҫич,ಏಳು
795,sieben::NUM,ҫичӗ,ಏಳು
796,sieben::NUM,ҫиччӗ,ಏಳು
797,acht::NUM,сакӑр,ಎಂಟು
798,acht::NUM,саккӑр,ಎಂಟು
799,neun::NUM,тӑхӑр,ಒಂಭಬತ್ತು
800,neun::NUM,тӑххӑр,ಒಂಭಬತ್ತು
801,zehn::NUM,вунӑ,ಹತ್ತು
802,zehn::NUM,вуннӑ,ಹತ್ತು
803,elf::NUM,вун пӗр,ಹನ್ನೊಂದು
804,zwölf::NUM,вун ик,ಹನ್ನೆರಡು
805,zwölf::NUM,вун икӗ,ಹನ್ನೆರಡು
806,zwölf::NUM,вун иккӗ,ಹನ್ನೆರಡು
807,zwanzig::NUM,ҫирӗм,ಇಪ್ಪತ್ತು
808,dreißig::NUM,вӑтӑр,ಮೂವತ್ತು
809,vierzig::NUM,хӗрӗх,ನಲವತ್ತು
810,fünfzig::NUM,аллӑ,ಐವತ್ತು
811,sechzig::NUM,утмӑл,ಅರುವತ್ತು
812,siebzig::NUM,ҫитмӗл,ಎಪ್ಪತ್ತು
813,achtzig::NUM,сакӑр вунӑ,ಎಂಬತ್ತು
814,achtzig::NUM,сакӑр вуннӑ,ಎಂಬತ್ತು
815,neunzig::NUM,тӑхӑр вун,ತೊಂಬತ್ತು
816,neunzig::NUM,тӑхӑр вунӑ,ತೊಂಬತ್ತು
817,neunzig::NUM,тӑхӑр вуннӑ,ತೊಂಬತ್ತು
818,hundert::NUM,ҫӗр,ನೂರು
819,tausend::NUM,пин,ಸಾವಿರ
820,und::CNJ,та,ಮತ್ತು
821,oder::CNJ,е,ಅಥವಾ
822,stehen::V,тӑр,ನಿಲ್ಲು
823,sitzen::V,лар,ಕುಳ್ಳಿರು
824,liegen::V,вырт,ಮಲಗಿಕೊ
825,hängen::V,усӑнса тӑр,ಇಳಿಯಬಿಡು
826,hängen::V,ҫакӑнса тӑр,ಇಳಿಯಬಿಡು
827,werden::V,пул,ಆಗು
828,passieren::V,пул,ಆಗು
829,beginnen::V,пуҫлан,ಆರಂಭಿಸು
830,enden::V,пӗт,ಕೊನೆಗಾಣು
831,enden::V,вӗҫлен,ಕೊನೆಗಾಣು
832,wechseln::V,улшӑн,ಮಾರ್ಪಡಿಸು
833,aufgehen[Sonne]::V,тух,ಮೂಡು
834,untergehen[Sonne]::V,анса лар,ಮುಳುಗು
835,scheinen[Sonne]::V,пӑх,ಹೊಳೆ
836,donnern::V,кӗмсӗртет,ಗುಡುಗಾಗು
837,donnern::V,авӑт,ಗುಡುಗಾಗು
838,wehen::V,варкӑш,ತೀಡು
839,strömen::V,тӑкӑн,ಹರಿ
840,fließen::V,юх,ಹರಿ
841,sich drehen::V,ҫаврӑн,ಸುತ್ತು
842,schwanken::V,чӳхен,ಓಲಾಡು
843,schwingen::V,суллан,ತೂಗು
844,fallen::V,кип,ಉದುರು
845,fallen::V,тӳр кип,ಉದುರು
846,fallen::V,татӑлса ан,ಉದುರು
847,brennen::V,ҫун,ಉರಿ
848,rauchen::V,мӑкӑрлан,ಹೊಗೆಬಿಡು
849,rauchen::V,тӗтӗм кӑлар,ಹೊಗೆಬಿಡು
850,regnen::V,ҫумӑр ҫӑвать,ಸುರಿ
851,gefrieren::V,шӑн,ಹೆಪ್ಪುಗಟ್ಟು
852,tauen::V,ирӗл,ಬೆಚ್ಚಗಾಗು
853,schmelzen::V,ирӗл,ಕರಗು
854,trocknen::V,тип,ಒಣಗು
855,sieden::V,вӗре,ಕುದಿ
856,faulen::V,ҫӗр,ಕೊಳೆ
857,verfaulen::V,ҫӗр,ನಶಿಸು
858,reißen::V,ҫурӑл,ಒಡೆ
859,versinken::V,пут,ಮುಳುಗು
860,vergehen::V,ирт,ಸಾಗು
861,erscheinen::V,курӑн,ತೋರು
862,erscheinen::V,курӑнса кай,ತೋರು
863,verschwinden::V,ҫухал,ಮಾಯವಾಗು
864,sinken::V,чак,ಕುಸಿ
865,abnehmen::V,чак,ತಗ್ಗು
866,zunehmen::V,пысӑклан,ಬೆಳೆ
867,steigen::V,ҫӗклен,ಉಬ್ಬು
868,wachsen::V,ӳс,ಬೆಳೆ
869,glänzen::V,ҫиҫ,ಮಿರುಗು
870,funkeln::V,ялкӑш,ಮಿನುಗು
871,funkeln::V,йӑлтӑртат,ಮಿನುಗು
872,lärmen::V,шавла,ಶಬ್ದ ಮಾಡಲು
873,läuten::V,шӑнкӑравла,ಬಾರಿಸು
874,klingeln::V,шӑнкӑравла,ಅನುರಣಿಸು
875,klirren::V,калтлат,ಕಿಣಿಕಿಣಿಸು
876,klirren::V,шӑнкӑлтат,ಕಿಣಿಕಿಣಿಸು
877,brausen::V,ахӑр,ಅಬ್ಬರಿಸು
878,rauschen::V,вашӑлтат,ಮರ್ಮರಗುಟ್ಟಿಸು
879,rauschen::V,чашӑлтат,ಮರ್ಮರಗುಟ್ಟಿಸು
880,klingen::V,янӑра,ಉಸಿರು
881,bellen::V,вӗр,ಬಗುಳು
882,heulen::V,ула,ಅರಚು
883,blasen::V,вӗр,ಗಾಳಿ ಊದು
884,pfeifen::V,шӑхӑр,ಸಿಳ್ಳೆಯೂದು
885,schreien::V,кӑшкӑр,ಕರೆ
886,stöhnen::V,йынӑш,ನರಳು
887,zittern::V,чӗтре,ನಡುಗು
888,leben::V,пурӑн,ಇರು
889,geboren werden::V,ҫурал,ಉಂಟಾಗು
890,atmen::V,сывла,ಉಸಿರು
891,trinken::V,ӗҫ,ಕುಡಿ
892,essen::V,ҫи,ತಿನ್ನು
893,schlucken::V,ҫӑт,ನುಂಗು
894,müde werden::V,ӗшен,ಬಳಲು
895,einschlafen::V,ыйха пут,ನಿದ್ಧೆಹೋಗು
896,einschlafen::V,ҫывӑрса кай,ನಿದ್ಧೆಹೋಗು
897,schlafen::V,ҫывӑр,ನಿದ್ರಿಸು
898,aufwachen::V,вӑран,ಏಳು
899,aufstehen::V,тӑр,ಏಳು
900,sich erholen::V,кан,ಸುಧಾರಿಸು
901,krank werden::V,чирле,ಬೇನೆಬೀಳು
902,krank sein::V,чирле,ಕೆಟ್ಟ ಎಂದು
903,schmerzen::V,сур,ಕಚ್ಚು
904,schmerzen::V,ырат,ಕಚ್ಚು
905,husten::V,ӳсӗр,ಕೆಮ್ಮು
906,genesen::V,сывал,ಮತ್ತೆಹೊದಿಸು
907,genesen::V,тӳрлен,ಮತ್ತೆಹೊದಿಸು
908,sterben::V,вил,ಮೃತಪಡು
909,umkommen::V,вил,ಹಾಳಾಗು
910,sich bewegen::V,куҫ,ಚಲಿಸು
911,sich rühren::V,хускал,ಕದಲು
912,sich erheben::V,тӑр,ಏಳು
913,sich setzen::V,лар,ಕೂರು
914,hinfallen::V,ӳк,ಬೀಳು
915,laufen::V,ут,ನಡೆ
916,schreiten::V,ут,ಮೆಲ್ಲಗೆ ನಡೆ
917,spazierengehen::V,уҫӑлса ҫӳре,ವಿಹರಿಸು
918,spazierengehen::V,уткаласа ҫӳре,ವಿಹರಿಸು
919,eilen::V,васка,ಮುನ್ನುಗ್ಗು
920,eilen::V,хыпалан,ಮುನ್ನುಗ್ಗು
921,sich beeilen::V,васка,ಆತುರಪಡು
922,sich beeilen::V,хыпалан,ಆತುರಪಡು
923,sausen::V,ыткӑн,ಒಗೆ
924,sausen::V,вӗҫтер,ಒಗೆ
925,rennen::V,чуп,ಓಡು
926,springen::V,сик,ಜಿಗಿ
927,klettern::V,улӑх,ಏರು
928,schaukeln::V,йӳрӗн,ತೂಗು
929,kriechen::V,шу,ತೆವಳು
930,kriechen::V,упален,ತೆವಳು
931,schwimmen::V,иш,ಈಜು
932,tauchen::V,чӑм,ಕೆಳಗಿಳಿ
933,rudern::V,авӑс,ಸಾಗಿಸು
934,fahren::V,пыр,ನಡೆಸು
935,fliegen::V,вӗҫ,ಹಾರು
936,gehen::V,кай,ಹೋಗು
937,weggehen::V,кай,ಹೊರಡು
938,abfahren::V,тапран,ತೆರಳು
939,anhalten::V,чарӑн,ನಿಲ್ಲು
940,hineingehen::V,кӗр,ಒಳಹೊಗು
941,eintreten::V,кӗр,ಒಳಹೊಗು
942,kommen::V,кил,ಬರು
943,ankommen::V,ҫит,ಬರು
944,zurückkommen::V,таврӑн,ಹಿಂದಿರುಗು
945,zurückkommen::V,каялла кил,ಹಿಂದಿರುಗು
946,bleiben::V,юл,ಇರು
947,warten::V,кӗт,ಇರು
948,erwarten::V,кӗт,ನಿರೀಕ್ಷಿಸು
949,suchen::V,шыра,ಹುಡುಕು
950,finden::V,туп,ಕಂಡುಕೊ
951,versuchen::V,пикен,ಪ್ರಯತ್ನಿಸು
952,vorbereiten::V,хатӗрле,ಸಿದ್ಧವಾಗು
953,lieben::V,юрат,ಪ್ರೀತಿಸು
954,mögen::V,кӑмӑлла,ಇಷ್ಟಪಡು
955,mögen::V,килӗштер,ಇಷ್ಟಪಡು
956,lachen::V,кул,ನಗು
957,lachen::V,ахӑлтат,ನಗು
958,rühren::V,ҫулӑх,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
959,weinen::V,йӗр,ಅಳು
960,weinen::V,макӑр,ಅಳು
961,schimpfen::V,вӑрҫ,ಗೊಣಗು
962,schimpfen::V,ятлаҫ,ಗೊಣಗು
963,sich ärgern::V,ҫиллен,ಗಣಗಾಡು
964,sich fürchten::V,шиклен,ನಡುಗು
965,fürchten::V,хӑра,ಹೆದರು
966,fliehen::V,тар,ಓಡಿಹೋಗು
967,flüchten::V,чупса тар,ಪಾರಾಗು
968,sehen::V,кур,ಕಾಣು
969,anschauen::V,пӑхса ил,ನೋಡು
970,ansehen::V,пӑх,ನಿರೀಕ್ಷಿಸು
971,hören::V,илт,ಕೇಳು
972,zuhören::V,итле,ಆಲಿಸು
973,zuhören::V,тӑнла,ಆಲಿಸು
974,probieren::V,астив,ರುಚಿ ನೋಡು
975,riechen::V,шӑршла,ಮೂಸು
976,fühlen::V,туй,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
977,fühlen::V,сис,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
978,scheinen::V,туйӑн,ತೋರು
979,zu sehen sein::V,курӑн,ಕಾಣಿಸು
980,vernehmen::V,пӑл,ಕೇಳು
981,frieren::V,йӳтен,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
982,tun::V,ту,ಮಾಡು
983,können::V,пултар,ಮಾಡಬಲ್ಲ
984,wollen::V,те,ಬಯಸು
985,anfangen::V,пуҫла,ಪ್ರಾರಂಭಿಸು
986,beenden::V,пӗтер,ನಿಲ್ಲಿಸು
987,aufhören::V,пӑрах,ಮುಗಿಸು
988,gelingen::V,ӑн,ಯಶಸ್ವಿಯಾಗು
989,geraten::V,пул,ಉತ್ಪತ್ತಿಮಾಡು
990,öffnen::V,уҫ,ತೆರೆ
991,schließen::V,хуп,ಮುಚ್ಚು
992,stellen::V,ларт,ಇಕ್ಕು
993,stellen::V,тӑрат,ಇಕ್ಕು
994,setzen::V,ларт,ಇಡು
995,legen::V,хур,ಇಡು
996,berühren::V,перӗн,ತಾಕು
997,verbinden::V,сып,ಕೂಡಿಸು
998,bedecken::V,вит,ಮುಚ್ಚು
999,aufhängen::V,ҫак,ತೂಗುಹಾಕು
1000,anzünden::V,ҫут,ಹತ್ತಿಸು
1001,aufheben::V,ҫӗкле,ಆಯಿ
1002,zurücklassen::V,манса хӑвар,ಬಿಡು
1003,verlieren::V,ҫӗтер,ಕಳೆ
1004,fallen lassen::V,ӳкер,ಬೀಳಿಸು
1005,machen::V,ту,ಮಾಡು
1006,herstellen::V,ӑстала,ತಯಾರಿಸು
1007,bauen::V,ту,ಕಟ್ಟು
1008,reparieren::V,юса,ಸರಿಪಡಿಸು
1009,verbessern::V,лайӑхлат,ತಿದ್ದು
1010,ändern::V,улӑштар,ಬದಲಾಯಿಸು
1011,graben::V,чав,ಅಗೆ
1012,graben::V,чакала,ಅಗೆ
1013,beugen::V,кукӑрт,ಬಗ್ಗಿಸು
1014,biegen::V,ав,ಬಗ್ಗಿಸು
1015,biegen::V,кукӑрт,ಬಗ್ಗಿಸು
1016,drehen::V,ҫавӑр,ತಿರುಗು
1017,wenden::V,ӳпӗнтер,ತಿರುಗು
1018,umdrehen::V,ҫавӑр,ತಿರುಗಿಸು
1019,heben::V,хӑпарт,ಎತ್ತು
1020,hochheben::V,йӑт,ಎತ್ತು
1021,ergreifen::V,тыт,ಆಕ್ರಮಿಸು
1022,halten::V,тыт,ಹಿಡಿ
1023,drücken::V,пус,ಒತ್ತು
1024,schieben::V,тӗк,ನೂಕು
1025,schieben::V,тӗрт,ನೂಕು
1026,kratzen::V,хыр,ತರಚಿಕೊಳ್ಳು
1027,lecken::V,ҫула,ನೆಕ್ಕು
1028,beißen::V,ҫырт,ಕಚ್ಚು
1029,beißen::V,хып,ಕಚ್ಚು
1030,abreißen::V,тат,ಹರಿ
1031,abschneiden::V,кас,ಕತ್ತರಿಸು
1032,binden::V,ҫых,ಕಟ್ಟು
1033,stecken::V,чик,ಸಿಕ್ಕಿಸು
