,Concept_ID,cv,fr
746,lecker::A,техӗмлӗ,délicieux
747,lecker::A,техӗмлӗ,appétissant
748,süß::A,пылак,doux
749,bitter::A,йӳҫӗ,amer
750,sauer::A,йӳҫӗ,aigre
751,sauer::A,йӳҫек,aigre
752,sauer::A,кӑвасак,aigre
753,hell::A,ҫутӑ,clair
754,dunkel::A,тӗттӗм,sombre
755,schwarz::A,хура,noir
756,weiß::A,шурӑ,blanc
757,rot::A,хӗрлӗ,rouge
758,gelb::A,сарӑ,jaune
759,blau::A,кӑвак,bleu
760,grün::A,симӗс,vert
761,grün::A,пиҫмен,vert
762,grün::A,ӑс пухман,vert
763,grau::A,кӑвак,gris
764,bunt::A,чӑпар,multicolore
765,billig::A,йӳнӗ,bon marché
766,teuer::A,хаклӑ,cher
767,wertvoll::A,паха,précieux
768,blind::A,суккӑр,aveugle
769,taub::A,хӑлхасӑр,sourd
770,kräftig::A,хӑватлӑ,fort
771,kräftig::A,хӑватлӑ,vigoureux
772,stark::A,вирлӗ,fort
773,stark::A,вирлӗ,puissant
774,schwach::A,халсӑр,faible
775,fett::A,самӑр,gras
776,fett::A,мӑнтӑр,gras
777,schlank::A,йӑрӑс,svelte
778,schlank::A,яштака,svelte
779,hübsch::A,хитре,joli
780,böse::A,усал,mauvais
781,dumm::A,ухмах,sot
782,dumm::A,ухмах,bête
783,faul::A,наян,fainéant
784,faul::A,наян,paresseux
785,faul::A,юлхав,fainéant
786,faul::A,юлхав,paresseux
787,faul::A,ӳркенчӗк,fainéant
788,faul::A,ӳркенчӗк,paresseux
789,fleißig::A,хастар,appliqué
790,geizig::A,хытӑ,avare
791,klug::A,ӑслӑ,intelligent
792,geschickt::A,ӑста,habile
793,lieb::A,савнӑ,cher
794,lieb::A,савнӑ,gentil
795,lustig::A,хаваслӑ,gai
796,lustig::A,хаваслӑ,joyeux
797,sanft::A,ачаш,doux
798,hungrig::A,выҫӑ,affamé
799,krank::A,чирлӗ,malade
800,nackt::A,ҫара,nu
801,traurig::A,салхуллӑ,triste
802,lebendig::A,чӗрӗ,vivant
803,gut::A,аван,bon
804,gut::A,лайӑх,bon
805,schlecht::A,япӑх,mauvais
806,schlecht::A,начар,mauvais
807,richtig::A,тӗрӗс,juste
808,richtig::A,тӗрӗс,correct
809,schlimm::A,йӗрӗнчӗк,grave
810,schlimm::A,йӗрӗнчӗк,mauvais
811,wahr::A,чӑн,vrai
812,wahr::A,чӑн,véritable
813,alt::A,кивӗ,vieux
814,neu::A,ҫӗнӗ,neuf
815,neu::A,ҫӗнӗ,nouveau
816,ehemalig::A,пулнӑ,ancien
817,alt[Lebewesen]::A,ватӑ,âgé
818,alt[Lebewesen]::A,ватӑ,vieux
819,jung::A,яш,jeune
820,jung::A,ҫамрӑк,jeune
821,arm::A,чухӑн,pauvre
822,reich::A,пуян,riche
823,bekannt::A,пӗлӗш,connu
824,berühmt::A,чаплӑ,fameux
825,berühmt::A,чаплӑ,célèbre
826,fremd::A,ют,étranger
827,verschieden::A,расна,différent
828,nah::A,ҫывӑх,lié
829,nah::A,ҫывӑх,proche
830,nah::A,ҫывӑхри,lié
831,nah::A,ҫывӑхри,proche
832,fern::A,инҫе,éloigné
833,fern::A,инҫе,lointain
834,fern::A,аякри,éloigné
835,fern::A,аякри,lointain
836,linker::A,сулахай,gauche
837,rechter::A,сылтӑм,droit
838,anderer::A,урӑх,autre
839,erster::A,пӗрремӗш,premier
840,zweiter::A,иккӗмӗш,second
841,zweiter::A,иккӗмӗш,deuxième
842,dritter::A,виҫҫӗмӗш,troisième
843,letzter::A,юлашки,dernier
844,allein::ADV,пӗччен,seul
845,auf einmal::ADV,кӗмӗрккен,à la fois
846,zusammen::ADV,пӗрле,ensemble
847,lange::ADV,вӑрах,longtemps
848,plötzlich::ADV,сасартӑк,tout à coup
849,sofort::ADV,тӳрех,immédiatement
850,später::ADV,кайран,plus tard
851,jetzt::ADV,халь,maintenant
852,jetzt::ADV,халӗ,maintenant
853,heute::ADV,паян,aujourd'hui
854,morgen::ADV,ыран,demain
855,bald::ADV,халех,bientôt
856,bald::ADV,кӗҫех,bientôt
857,dann::ADV,унтан,puis
858,dann::ADV,унтан,ensuite
859,gestern::ADV,ӗнер,hier
860,einst::ADV,пӗррехинче,jadis
861,einst::ADV,пӗррехинче,autrefois
862,damals::ADV,ун чухне,alors
863,damals::ADV,ун чухне,à l'époque
864,damals::ADV,апла пулсан,alors
865,damals::ADV,апла пулсан,à l'époque
866,danach::ADV,унтан,après
867,danach::ADV,унтан,ensuite
868,vorher::ADV,малтан,auparavant
869,zuerst::ADV,пирвай,d'abord
870,zuerst::ADV,пирвай,premièrement
871,einmal::ADV,пӗррехинче,une fois
872,manchmal::ADV,хӑш чухне,parfois
873,manchmal::ADV,хӑш чухне,quelquefois
874,oft::ADV,тӑтӑш,souvent
875,immer::ADV,ялан,toujours
876,niemals::ADV,нихӑҫан та,ne ... jamais
877,hier::ADV,кунта,ici
878,hierhin::ADV,кунта,par ici
879,von hier::ADV,кунтан,d'ici
880,dort::ADV,унта,là
881,dort::ADV,унта,là-bas
882,dort::ADV,ҫавӑнта,là
883,dort::ADV,ҫавӑнта,là-bas
884,dorthin::ADV,унта,y
885,dorthin::ADV,унта,par là
886,dorthin::ADV,ҫавӑнта,y
887,dorthin::ADV,ҫавӑнта,par là
888,geradeaus::ADV,тикӗс,tout droit
889,vorwärts::ADV,малалла,en avant
890,rückwärts::ADV,хыҫала,en arrière
891,zurück::ADV,каялла,de retour
892,unten::ADV,аялта,en bas
893,unten::ADV,аялта,au-dessous
894,hinab::ADV,аялта,en bas
895,hinab::ADV,аялта,vers le bas
896,oben::ADV,ҫӳлте,dessus
897,oben::ADV,ҫӳлте,en haut
898,hinauf::ADV,ҫӳле,en haut
899,hinauf::ADV,ҫӳле,vers le haut
900,überall::ADV,таҫта та,partout
901,überall::ADV,пур ҫӗрте те,partout
902,überall::ADV,кирек ӑҫта та,partout
903,nicht::ADV,мар,ne ... pas
904,ein wenig::ADV,пӑртак,un peu
905,kaum::ADV,аран,à peine
906,sehr::ADV,питӗ,très
907,so::ADV,апла,si
908,so::ADV,апла,ainsi
909,noch::ADV,татах,encore
910,nur::ADV,ҫех,seulement
911,nur::ADV,ҫех,ne ... que
912,schon::ADV,ӗнтӗ,déjà
913,wieder::ADV,каллех,de nouveau
914,vergebens::ADV,харам,en vain
915,vor::PRP,умӗнче,devant
916,hinter::PRP,кайра,derrière
917,unter::PRP,айне,sous
918,unter::PRP,айне,au-dessous de
919,unter::PRP,айӗпе,sous
920,unter::PRP,айӗпе,au-dessous de
921,unter::PRP,айӗнче,sous
922,unter::PRP,айӗнче,au-dessous de
923,unter::PRP,ҫитеспе,sous
924,unter::PRP,ҫитеспе,au-dessous de
925,durch::PRP,витӗр,par
926,durch::PRP,витӗр,à travers
927,neben::PRP,патӗнче,à côté de
928,zwischen::PRP,хушшинче,entre
929,wegen::PRP,пула,à cause de
930,wegen::PRP,пирки,à cause de
931,dies::PRN,ку,ceci
932,dies::PRN,ҫак,ceci
933,das::PRN,ҫав,ce
934,das::PRN,ҫав,cela
935,alles::PRN,пурте,tout
936,alles::PRN,йӑлт,tout
937,ich::PRN,эп,je
938,ich::PRN,эп,moi
939,du::PRN,эс,tu
940,du::PRN,эс,toi
941,er::PRN,вӑл,il
942,er::PRN,вӑл,lui
943,wir::PRN,эпир,nous
944,ihr::PRN,эсир,vous
945,sie::PRN,вӗсем,ils
946,sie::PRN,вӗсем,elles
947,was::FPRN,мӗн,que
948,was::FPRN,мӗн,quoi
949,was::FPRN,мӗскер,que
950,was::FPRN,мӗскер,quoi
951,was::FPRN,мӗн те пулин,que
952,was::FPRN,мӗн те пулин,quoi
953,wer::FPRN,кам,qui
954,wo::FADV,ӑҫта,où
955,wohin::FADV,ӑҫта,où
956,wie::FADV,епле,comment
957,wie::FADV,мӗнле,comment
958,warum::FADV,ма,pourquoi
959,warum::FADV,мӗншӗн,pourquoi
960,wieviel::FNUM,миҫе,combien
961,eins::NUM,пӗр,un
962,eins::NUM,пӗрре,un
963,zwei::NUM,ик,deux
964,zwei::NUM,икӗ,deux
965,zwei::NUM,иккӗ,deux
966,drei::NUM,виҫ,trois
967,drei::NUM,виҫӗ,trois
968,drei::NUM,виҫҫӗ,trois
969,vier::NUM,тӑват,quatre
970,fünf::NUM,пилӗк,cinq
971,fünf::NUM,пиллӗк,cinq
972,sechs::NUM,улт,six
973,sechs::NUM,ултӑ,six
974,sechs::NUM,улттӑ,six
975,sieben::NUM,ҫич,sept
976,sieben::NUM,ҫичӗ,sept
977,sieben::NUM,ҫиччӗ,sept
978,acht::NUM,сакӑр,huit
979,acht::NUM,саккӑр,huit
980,neun::NUM,тӑхӑр,neuf
981,neun::NUM,тӑххӑр,neuf
982,zehn::NUM,вунӑ,dix
983,zehn::NUM,вуннӑ,dix
984,elf::NUM,вун пӗр,onze
985,zwölf::NUM,вун ик,douze
986,zwölf::NUM,вун икӗ,douze
987,zwölf::NUM,вун иккӗ,douze
988,zwanzig::NUM,ҫирӗм,vingt
989,dreißig::NUM,вӑтӑр,trente
990,vierzig::NUM,хӗрӗх,quarante
991,fünfzig::NUM,аллӑ,cinquante
992,sechzig::NUM,утмӑл,soixante
993,siebzig::NUM,ҫитмӗл,soixante-dix
994,achtzig::NUM,сакӑр вунӑ,quatre-vingt
995,achtzig::NUM,сакӑр вуннӑ,quatre-vingt
996,neunzig::NUM,тӑхӑр вун,quatre-vingt-dix
997,neunzig::NUM,тӑхӑр вунӑ,quatre-vingt-dix
998,neunzig::NUM,тӑхӑр вуннӑ,quatre-vingt-dix
999,hundert::NUM,ҫӗр,cent
1000,tausend::NUM,пин,mille
1001,und::CNJ,та,et
1002,oder::CNJ,е,ou
1003,stehen::V,тӑр,être debout
1004,sitzen::V,лар,être assis
1005,liegen::V,вырт,être couché
1006,hängen::V,усӑнса тӑр,pendre
1007,hängen::V,ҫакӑнса тӑр,pendre
1008,werden::V,пул,devenir
1009,passieren::V,пул,se passer
1010,beginnen::V,пуҫлан,commencer
1011,enden::V,пӗт,finir
1012,enden::V,пӗт,se terminer
1013,enden::V,вӗҫлен,finir
1014,enden::V,вӗҫлен,se terminer
1015,wechseln::V,улшӑн,changer
1016,wechseln::V,улшӑн,alterner
1017,aufgehen[Sonne]::V,тух,se lever
1018,untergehen[Sonne]::V,анса лар,se coucher
1019,scheinen[Sonne]::V,пӑх,briller
1020,donnern::V,кӗмсӗртет,tonner
1021,donnern::V,авӑт,tonner
1022,wehen::V,варкӑш,souffler
1023,strömen::V,тӑкӑн,affluer
1024,fließen::V,юх,couler
1025,sich drehen::V,ҫаврӑн,tourner
1026,schwanken::V,чӳхен,osciller
1027,schwanken::V,чӳхен,chanceler
1028,schwingen::V,суллан,vibrer
1029,schwingen::V,суллан,osciller
1030,fallen::V,кип,tomber
1031,fallen::V,тӳр кип,tomber
1032,fallen::V,татӑлса ан,tomber
1033,brennen::V,ҫун,brûler
1034,brennen::V,ҫун,flamber
1035,rauchen::V,мӑкӑрлан,fumer
1036,rauchen::V,тӗтӗм кӑлар,fumer
1037,regnen::V,ҫумӑр ҫӑвать,pleuvoir
1038,gefrieren::V,шӑн,geler
1039,tauen::V,ирӗл,dégeler
1040,schmelzen::V,ирӗл,fondre
1041,trocknen::V,тип,sécher
1042,sieden::V,вӗре,bouillir
1043,faulen::V,ҫӗр,pourrir
1044,faulen::V,ҫӗр,se putréfier
1045,verfaulen::V,ҫӗр,pourrir
1046,reißen::V,ҫурӑл,rompre
1047,reißen::V,ҫурӑл,se déchirer
1048,versinken::V,пут,s'enfoncer
1049,vergehen::V,ирт,passer
1050,erscheinen::V,курӑн,apparaître
1051,erscheinen::V,курӑнса кай,apparaître
1052,verschwinden::V,ҫухал,disparaître
1053,sinken::V,чак,descendre
1054,sinken::V,чак,s'abaisser
1055,abnehmen::V,чак,diminuer
1056,zunehmen::V,пысӑклан,augmenter
1057,steigen::V,ҫӗклен,monter
1058,wachsen::V,ӳс,croître
1059,glänzen::V,ҫиҫ,briller
1060,funkeln::V,ялкӑш,étinceler
1061,funkeln::V,йӑлтӑртат,étinceler
1062,lärmen::V,шавла,faire du bruit
1063,läuten::V,шӑнкӑравла,sonner
1064,klingeln::V,шӑнкӑравла,sonner
1065,klirren::V,калтлат,cliqueter
1066,klirren::V,шӑнкӑлтат,cliqueter
1067,brausen::V,ахӑр,mugir
1068,rauschen::V,вашӑлтат,bruire
1069,rauschen::V,чашӑлтат,bruire
1070,klingen::V,янӑра,sonner
1071,bellen::V,вӗр,aboyer
1072,heulen::V,ула,hurler
1073,blasen::V,вӗр,souffler
1074,pfeifen::V,шӑхӑр,siffler
1075,schreien::V,кӑшкӑр,crier
1076,stöhnen::V,йынӑш,gémir
1077,zittern::V,чӗтре,trembler
1078,leben::V,пурӑн,vivre
1079,geboren werden::V,ҫурал,naître
1080,atmen::V,сывла,respirer
1081,trinken::V,ӗҫ,boire
1082,essen::V,ҫи,manger
1083,schlucken::V,ҫӑт,avaler
1084,müde werden::V,ӗшен,se lasser
1085,müde werden::V,ӗшен,se fatiguer
1086,einschlafen::V,ыйха пут,s'endormir
1087,einschlafen::V,ҫывӑрса кай,s'endormir
1088,schlafen::V,ҫывӑр,dormir
1089,aufwachen::V,вӑран,se réveiller
1090,aufstehen::V,тӑр,se lever
1091,sich erholen::V,кан,se reposer
1092,sich erholen::V,кан,se détendre
1093,krank werden::V,чирле,tomber malade
1094,krank sein::V,чирле,être malade
1095,schmerzen::V,сур,faire mal
1096,schmerzen::V,ырат,faire mal
1097,husten::V,ӳсӗр,tousser
1098,genesen::V,сывал,guérir
1099,genesen::V,сывал,se remettre
1100,genesen::V,тӳрлен,guérir
1101,genesen::V,тӳрлен,se remettre
1102,sterben::V,вил,mourir
1103,umkommen::V,вил,périr
1104,sich bewegen::V,куҫ,bouger
1105,sich rühren::V,хускал,broncher
1106,sich erheben::V,тӑр,se lever
1107,sich setzen::V,лар,s'asseoir
1108,hinfallen::V,ӳк,tomber
1109,laufen::V,ут,marcher
1110,laufen::V,ут,aller à pied
1111,schreiten::V,ут,marcher
1112,spazierengehen::V,уҫӑлса ҫӳре,se promener
1113,spazierengehen::V,уткаласа ҫӳре,se promener
1114,eilen::V,васка,courir
1115,eilen::V,хыпалан,courir
1116,sich beeilen::V,васка,se hâter
1117,sich beeilen::V,васка,se dépêcher
1118,sich beeilen::V,хыпалан,se hâter
1119,sich beeilen::V,хыпалан,se dépêcher
1120,sausen::V,ыткӑн,filer
1121,sausen::V,вӗҫтер,filer
1122,rennen::V,чуп,courir
1123,springen::V,сик,sauter
1124,klettern::V,улӑх,grimper
1125,schaukeln::V,йӳрӗн,se balancer
1126,kriechen::V,шу,ramper
1127,kriechen::V,упален,ramper
1128,schwimmen::V,иш,nager
1129,tauchen::V,чӑм,plonger
1130,rudern::V,авӑс,ramer
1131,fahren::V,пыр,aller
1132,fahren::V,пыр,rouler
1133,fliegen::V,вӗҫ,voler
1134,gehen::V,кай,aller
1135,weggehen::V,кай,s'en aller
1136,abfahren::V,тапран,partir
1137,anhalten::V,чарӑн,s'arrêter
1138,hineingehen::V,кӗр,entrer
1139,eintreten::V,кӗр,entrer
1140,kommen::V,кил,venir
1141,ankommen::V,ҫит,arriver
1142,zurückkommen::V,таврӑн,revenir
1143,zurückkommen::V,каялла кил,revenir
1144,bleiben::V,юл,rester
1145,bleiben::V,юл,demeurer
1146,warten::V,кӗт,attendre
1147,erwarten::V,кӗт,attendre
1148,suchen::V,шыра,chercher
1149,finden::V,туп,trouver
1150,versuchen::V,пикен,essayer
1151,vorbereiten::V,хатӗрле,préparer
1152,lieben::V,юрат,aimer
1153,mögen::V,кӑмӑлла,aimer
1154,mögen::V,кӑмӑлла,vouloir
1155,mögen::V,килӗштер,aimer
1156,mögen::V,килӗштер,vouloir
1157,lachen::V,кул,rire
1158,lachen::V,ахӑлтат,rire
1159,rühren::V,ҫулӑх,toucher
1160,rühren::V,ҫулӑх,attendrir
1161,weinen::V,йӗр,pleurer
1162,weinen::V,макӑр,pleurer
1163,schimpfen::V,вӑрҫ,gronder
1164,schimpfen::V,ятлаҫ,gronder
1165,sich ärgern::V,ҫиллен,se fâcher
1166,sich fürchten::V,шиклен,avoir peur
1167,fürchten::V,хӑра,craindre
1168,fürchten::V,хӑра,avoir peur de
1169,fliehen::V,тар,fuir
1170,flüchten::V,чупса тар,s'enfuir
1171,sehen::V,кур,voir
1172,anschauen::V,пӑхса ил,regarder
1173,ansehen::V,пӑх,regarder
1174,hören::V,илт,entendre
1175,zuhören::V,итле,écouter
1176,zuhören::V,тӑнла,écouter
1177,probieren::V,астив,goûter
1178,riechen::V,шӑршла,sentir
1179,fühlen::V,туй,sentir
1180,fühlen::V,сис,sentir
1181,scheinen::V,туйӑн,sembler
1182,scheinen::V,туйӑн,paraître
1183,zu sehen sein::V,курӑн,se voir
1184,zu sehen sein::V,курӑн,être visible
1185,vernehmen::V,пӑл,entendre
1186,vernehmen::V,пӑл,percevoir
1187,frieren::V,йӳтен,avoir froid
1188,tun::V,ту,faire
1189,können::V,пултар,savoir
1190,können::V,пултар,pouvoir
1191,wollen::V,те,vouloir
1192,anfangen::V,пуҫла,commencer
1193,beenden::V,пӗтер,finir
1194,beenden::V,пӗтер,terminer
1195,aufhören::V,пӑрах,cesser
1196,aufhören::V,пӑрах,arrêter
1197,gelingen::V,ӑн,réussir
1198,geraten::V,пул,réussir
1199,öffnen::V,уҫ,ouvrir
1200,schließen::V,хуп,fermer
1201,stellen::V,ларт,poser
1202,stellen::V,ларт,mettre
1203,stellen::V,тӑрат,poser
1204,stellen::V,тӑрат,mettre
1205,setzen::V,ларт,placer
1206,legen::V,хур,placer
1207,berühren::V,перӗн,toucher
1208,verbinden::V,сып,lier
1209,bedecken::V,вит,couvrir
1210,aufhängen::V,ҫак,accrocher
1211,anzünden::V,ҫут,allumer
1212,aufheben::V,ҫӗкле,ramasser
1213,zurücklassen::V,манса хӑвар,laisser
1214,verlieren::V,ҫӗтер,perdre
1215,fallen lassen::V,ӳкер,lâcher
1216,fallen lassen::V,ӳкер,laisser tomber
1217,machen::V,ту,faire
1218,herstellen::V,ӑстала,produire
1219,herstellen::V,ӑстала,fabriquer
1220,bauen::V,ту,bâtir
1221,bauen::V,ту,construire
1222,reparieren::V,юса,réparer
1223,verbessern::V,лайӑхлат,améliorer
1224,ändern::V,улӑштар,changer
1225,ändern::V,улӑштар,modifier
1226,graben::V,чав,creuser
1227,graben::V,чакала,creuser
1228,beugen::V,кукӑрт,plier
1229,beugen::V,кукӑрт,ployer
1230,biegen::V,ав,courber
1231,biegen::V,кукӑрт,courber
1232,drehen::V,ҫавӑр,tordre
1233,drehen::V,ҫавӑр,tourner
1234,wenden::V,ӳпӗнтер,retourner
1235,umdrehen::V,ҫавӑр,tourner
1236,heben::V,хӑпарт,soulever
1237,hochheben::V,йӑт,lever
1238,ergreifen::V,тыт,saisir
1239,ergreifen::V,тыт,prendre
1240,halten::V,тыт,tenir
1241,drücken::V,пус,presser
1242,schieben::V,тӗк,pousser
1243,schieben::V,тӗрт,pousser
1244,kratzen::V,хыр,gratter
1245,kratzen::V,хыр,égratigner
1246,lecken::V,ҫула,lécher
1247,beißen::V,ҫырт,mordre
1248,beißen::V,хып,mordre
1249,abreißen::V,тат,arracher
1250,abschneiden::V,кас,couper
1251,binden::V,ҫых,lier
1252,binden::V,ҫых,attacher
1253,stecken::V,чик,enfoncer
1254,brechen::V,хуҫ,rompre
1255,klopfen::V,такка,frapper
1256,hauen::V,шакка,frapper
1257,kleben::V,ҫыпӑҫтар,coller
1258,reiben::V,сӑтӑр,frotter
1259,streichen::V,сӗр,empâter
1260,schleifen::V,хӑйра,affiler
1261,schleifen::V,хӑйра,aiguiser
1262,schneiden::V,кас,couper
1263,schneiden::V,кас,trancher
1264,rütteln::V,лӑка,cahoter
1265,rütteln::V,силлентер,cahoter
1266,schütteln::V,лӑка,secouer
1267,schütteln::V,силлентер,secouer
1268,schwenken::V,сулла,agiter
1269,schütten::V,тултар,verser
1270,füllen::V,тултар,remplir
1271,einwickeln::V,чӗрке,envelopper
1272,tragen::V,ҫӗкле,porter
1273,schleppen::V,сӗтӗр,traîner
1274,ziehen::V,тӑс,tirer
1275,aufbewahren::V,усра,garder
1276,aufbewahren::V,усра,conserver
1277,werfen::V,пӑрах,jeter
1278,werfen::V,пӑрах,lancer
1279,fangen::V,тыт,attraper
1280,packen::V,тыт,agripper
1281,verstecken::V,пытарса хур,cacher
1282,teilen::V,уйӑр,diviser
1283,teilen::V,пайла,diviser
1284,schicken::V,яр,envoyer
1285,bringen::V,кӳр,apporter
1286,hinzufügen::V,хуш,ajouter
1287,bekommen::V,ил,obtenir
1288,bekommen::V,туян,obtenir
1289,erhalten::V,ил,recevoir
1290,erhalten::V,туян,recevoir
1291,nehmen::V,ил,prendre
1292,wählen::V,суйла,choisir
1293,auswählen::V,суйла,choisir
1294,auswählen::V,суйла,sélectionner
1295,bewahren::V,упра,préserver
1296,behindern::V,кансӗрле,gêner
1297,behindern::V,чӑрмантар,gêner
1298,verderben::V,пӑс,gâter
1299,verderben::V,пӑс,corrompre
1300,beschädigen::V,пӑс,endommager
1301,zerbrechen::V,ват,casser
1302,zerbrechen::V,ҫӗмӗр,casser
1303,zerreißen::V,ҫур,déchirer
1304,zerstören::V,иш,détruire
1305,verbrennen::V,ҫунтар,brûler
1306,geben::V,пар,donner
1307,reichen::V,пар,tendre
1308,schenken::V,парнеле,offrir
1309,versprechen::V,тума пул,promettre
1310,versprechen::V,сӑмах пар,promettre
1311,wünschen::V,сун,souhaiter
1312,loben::V,ырла,louer
1313,küssen::V,чуп ту,embrasser
1314,wiegen::V,сиктер,bercer
1315,wiegen::V,силле,bercer
1316,zudecken::V,вит,couvrir
1317,wecken::V,вӑрат,éveiller
1318,wecken::V,вӑрат,réveiller
1319,zeigen::V,кӑтарт,montrer
1320,zeigen::V,кӑтарт,faire voir
1321,führen::V,илсе пыр,guider
1322,führen::V,ҫавӑтса пыр,guider
1323,lehren::V,вёрент,apprendre
1324,unterrichten::V,вёрент,instruire
1325,aufziehen::V,вӗрент,élever
1326,leiten::V,тытса пыр,diriger
1327,leiten::V,тытса пыр,conduire
1328,antreiben::V,васкат,pousser
1329,lassen::V,пусахла,faire
1330,lassen::V,хуш,faire
1331,einladen::V,чӗн,inviter
1332,vereinigen::V,пӗрлештер,unir
1333,vereinigen::V,пӗрлештер,réunir
1334,besuchen::V,ҫит,visiter
1335,besuchen::V,ҫит,aller voir
1336,besuchen::V,кӗрсе кур,visiter
1337,besuchen::V,кӗрсе кур,aller voir
1338,treffen::V,тӗл пул,rencontrer
1339,sich versammeln::V,пуҫтарӑн,s'assembler
1340,spielen::V,выля,jouer
1341,singen::V,юрла,chanter
1342,tanzen::V,ташла,danser
1343,sich trennen::V,уйрӑл,se séparer
1344,verlassen::V,хӑвар,quitter
1345,retten::V,ҫӑл,sauver
1346,bewachen::V,хуралла,garder
1347,schützen::V,сыхла,protéger
1348,verteidigen::V,хӳтӗле,défendre
1349,sich schlagen::V,ҫапӑҫ,se taper
1350,schießen::V,пер,tirer
1351,siegen::V,ҫӗн,vaincre
1352,siegen::V,ҫӗнтер,vaincre
1353,ärgern::V,тарӑхтар,agacer
1354,ärgern::V,ҫиллентер,agacer
1355,schlagen::V,ҫап,battre
1356,schlagen::V,ҫап,frapper
1357,treten::V,тап,botter
1358,treten::V,тап,donner un coup de pied à
1359,stechen::V,чик,piquer
1360,stoßen::V,чыш,heurter
1361,stehlen::V,вӑрла,voler
1362,stören::V,кансӗрле,gêner
1363,stören::V,кансӗрле,déranger
1364,belästigen::V,аптӑрат,molester
1365,belästigen::V,аптӑрат,importuner
1366,belästigen::V,хупла,molester
1367,belästigen::V,хупла,importuner
1368,verbergen::V,пытар,cacher
1369,verbergen::V,пытар,dissimuler
1370,täuschen::V,суй,abuser
1371,täuschen::V,суй,tromper
1372,betrügen::V,ултала,duper
1373,betrügen::V,ултала,frauder
1374,töten::V,вӗлер,tuer
1375,wohnen::V,чуна пар,habiter
1376,wohnen::V,чуна пар,demeurer
1377,wohnen::V,парӑнса тӑр,habiter
1378,wohnen::V,парӑнса тӑр,demeurer
1379,arbeiten::V,ӗҫле,travailler
1380,sammeln::V,пух,collectionner
1381,pflücken::V,тат,cueillir
1382,jagen::V,сунара ҫӳре,chasser
1383,fischen::V,пулӑ тыт,pêcher
1384,fassen::V,тыт,capturer
1385,hüten::V,кӗт,garder
1386,treiben::V,хӑвала,mener
1387,anbinden::V,кӑкар,attacher
1388,füttern::V,ҫитер,faire manger
1389,melken::V,су,traire
1390,hacken::V,вакла,fendre
1391,gießen::V,шӑвар,arroser
1392,reifen::V,пиҫ,mûrir
1393,zubereiten::V,пӗҫер,préparer
1394,kochen::V,пӗҫер,cuire
1395,backen::V,пӗҫер,cuire
1396,braten::V,ӑшала,rôtir
1397,umrühren::V,хутӑштар,remuer
1398,stricken::V,ҫых,tricoter
1399,nähen::V,ҫӗле,coudre
1400,färben::V,пӗвет,teindre
1401,reinigen::V,тасат,nettoyer
1402,waschen::V,ҫу,laver
1403,abwischen::V,шӑл,essuyer
1404,spülen::V,чӳхе,rincer
1405,fegen::V,шӑл,balayer
1406,kehren::V,шӑл,balayer
1407,baden::V,шыва кӗр,se baigner
1408,sich waschen::V,ҫӑвӑн,se laver
1409,ausziehen::V,салан,ôter
1410,ausziehen::V,салан,enlever
1411,anziehen::V,тӑхӑн,mettre
1412,sich anziehen::V,тӑхӑн,s'habiller
1413,kämmen::V,тура,peigner
1414,schmücken::V,илемлет,orner
1415,schmücken::V,илемлет,décorer
1416,sagen::V,те,dire
1417,sprechen::V,кала,parler
1418,reden::V,сӑмахла,parler
1419,reden::V,калаҫ,parler
1420,sich unterhalten::V,пупле,bavarder
1421,sich unterhalten::V,пупле,s'entretenir
1422,fragen::V,ыйт,demander
1423,bitten::V,ыйт,prier
1424,erzählen::V,каласа пар,raconter
1425,mitteilen::V,пӗлтер,communiquer
1426,mitteilen::V,хыпарла,communiquer
1427,nennen::V,те,nommer
1428,nennen::V,те,appeler
1429,nennen::V,чӗн,nommer
1430,nennen::V,чӗн,appeler
1431,rufen::V,чӗн,appeler
1432,prahlen::V,мухтан,se vanter
1433,prahlen::V,вӗҫкӗнлен,se vanter
1434,übersetzen::V,куҫар,traduire
1435,denken::V,шухӑшла,penser
1436,glauben::V,ӗнен,croire
1437,bemerken::V,асӑрха,remarquer
1438,bemerken::V,асӑрха,apercevoir
1439,erkennen::V,палла,reconnaître
1440,begreifen::V,ӑнлан,concevoir
1441,verstehen::V,пӗл,entendre
1442,verstehen::V,пӗл,comprendre
1443,lernen::V,вӗрен,apprendre
1444,wissen::V,пӗл,savoir
1445,wissen::V,ӑнкар,savoir
1446,sich erinnern an::V,аса ил,se souvenir de
1447,vergessen::V,ман,oublier
1448,vergessen::V,манса кай,oublier
1449,messen::V,виҫ,mesurer
1450,zählen::V,шутла,compter
1451,rechnen::V,шутла,calculer
1452,lesen::V,вула,lire
1453,malen::V,ӳкер,peindre
1454,zeichnen::V,ӳкер,dessiner
1455,schreiben::V,ҫыр,écrire
1456,besitzen::V,тыт,posséder
1457,kaufen::V,ил,acheter
1458,kaufen::V,туян,acheter
1459,verkaufen::V,сут,vendre
1460,bezahlen::V,тӳле,payer
1461,zahlen::V,тӳле,payer
1462,beherrschen::V,тыт,dominer
1463,beherrschen::V,тыт,maîtriser
1464,ertragen::V,тӳс,tolérer
1465,ertragen::V,тӳс,supporter
1466,Bauch::N,,ventre
