,Concept_ID,mn,sl
186,Eichhörnchen::N,хэрэм,véverica
187,Elch::N,хандгай,lós
188,Fuchs::N,үнэг,lisíca
189,Hase::N,туулай,zájec
190,Maus::N,хулгана,mìš
191,Wolf::N,чоно,vólk
192,Vogel::N,шувуу,ptìč
193,Vogel::N,шувуу,ptíca
194,Schwarm::N,сүрэг,játa
195,Huhn::N,тахиа,kokóš
196,Hahn::N,эр тахиа,petêlin
197,Gans::N,галуу,gós
198,Adler::N,бүргэд,ôrel
199,Ente::N,нугас,ráca
200,Eule::N,ууль,sôva
201,Kranich::N,тогоруу,žerjàv
202,Krähe::N,хэрээ,vrána
203,Kuckuck::N,хөхөө,kúkavica
204,Schwan::N,хун,labód
205,Fisch::N,загас,ríba
206,Barsch::N,алгана,ostríž
207,Hecht::N,цурхай,ščúka
208,Schlange[Tier]::N,могой,káča
209,Wurm::N,өт,čr̀v
210,Wurm::N,өт,glísta
211,Wurm::N,хорхой,čr̀v
212,Wurm::N,хорхой,glísta
213,Spinne::N,аалз,pájek
214,Ameise::N,шоргоолж,mrávlja
215,Laus::N,бөөс,úš
216,Mücke::N,шумуул,komár
217,Fliege::N,ялаа,múha
218,Schmetterling::N,эрвээхэй,metúlj
219,Beere::N,жимсгэнэ,jágoda
220,Apfel::N,алим,jábolko
221,Pilz::N,мөөг,góba
222,Zwiebel::N,сонгино,čebúla
223,Saat::N,тариа,séme
224,Korn::N,үр,zŕno
225,Korn::N,мөхлөг,zŕno
226,Heu::N,өвс,senó
227,Schale::N,хальс,lupína
228,Grube::N,алам,jáma
229,Grube::N,нүх,jáma
230,Falle::N,хавх,pást
231,Falle::N,занга,pást
232,Schlinge::N,урхи,zánka
233,Schlinge::N,урхи,pêtlja
234,Spur::N,мөр,sléd
235,Asche::N,үнс,pepél
236,Dreck::N,хир,bláto
237,Eisen::N,төмөр,želézo
238,Gold::N,алт,zlató
239,Silber::N,мөнгө,srebró
240,Kohle::N,нүүрс,ógel
241,Glas::N,шил,stêklo
242,Lehm::N,шавар,ílo
243,Sand::N,элс,pések
244,Mensch::N,хүн,člôvek
245,Mann::N,эр,móž
246,Mann::N,эр,môški
247,Mann::N,эрэгтэй,móž
248,Mann::N,эрэгтэй,môški
249,Frau::N,эмэгтэй,gospá
250,Frau::N,эмэгтэй,žénska
251,Frau::N,хатагтай,gospá
252,Frau::N,хатагтай,žénska
253,Kind::N,хүүхэд,déte
254,Kind::N,хүүхэд,otròk
255,Junge::N,хүү,fànt
256,Junge::N,хүү,déček
257,Mädchen::N,охин,deklè
258,Mädchen::N,охин,déklica
259,Mädchen::N,бүсгүй,deklè
260,Mädchen::N,бүсгүй,déklica
261,Familie::N,айл,družína
262,Großvater::N,өвгөн аав,dèd
263,Großvater::N,өвгөн аав,dédek
264,Großmutter::N,эмэг эх,bábica
265,Großmutter::N,эмгээ,bábica
266,Eltern::N,эцэг эх,stárši
267,Vater::N,аав,ôče
268,Vater::N,эцэг,ôče
269,Mutter::N,эх,máma
270,Mutter::N,ээж,máma
271,Sohn::N,хүү,sín
272,Tochter::N,охин,hčí
273,Tochter::N,охин,hčérka
274,Bruder::N,ах,bràt
275,Bruder::N,дүү,bràt
276,Schwester::N,эгч,sêstra
277,Schwester::N,охин дүү,sêstra
278,Onkel::N,авга ах,újec
279,Onkel::N,авга ах,stríc
280,Onkel::N,нагац ах,újec
281,Onkel::N,нагац ах,stríc
282,Tante::N,авга эгч,têta
283,Tante::N,авга эгч,strína
284,Tante::N,нагац эгч,têta
285,Tante::N,нагац эгч,strína
286,Ehemann::N,нөхөр,móž
287,Ehemann::N,нөхөр,sopróg
288,Ehefrau::N,эхнэр,žêna
289,Ehefrau::N,эхнэр,sopróga
290,Ehefrau::N,гэргий,žêna
291,Ehefrau::N,гэргий,sopróga
292,Freude::N,баяр,rádost
293,Freude::N,баяр,vesêlje
294,Freude::N,баясгалан,rádost
295,Freude::N,баясгалан,vesêlje
296,Gelächter::N,инээдэм,sméh
297,Gelächter::N,инээдэм,grohòt
298,Glück::N,жаргалан,sréča
299,Kummer::N,гаслан,gorjé
300,Wunsch::N,ерөөл,žêlja
301,Lust::N,дур,poželênje
302,Lust::N,хүсэл,poželênje
303,Geist::N,оюун,dúša
304,Gedanke::N,сэтгэл,mísel
305,Gedächtnis::N,ой,pámet
306,Gedächtnis::N,цээж,pámet
307,Verstand::N,ухаан,
308,Sinn::N,утга,pomèn
309,Sinn::N,утга,smísel
310,Grund::N,учир,vzròk
311,Wahrheit::N,үнэн,resníca
312,Gespräch::N,яриа,pogóvor
313,Märchen::N,явган үлгэр,právljica
314,Erzählung::N,тууж,povést
315,Nachricht::N,мэдээ,sporočílo
316,Neuigkeit::N,сонин,novóst
317,Name::N,нэр,imé
318,Rätsel::N,оньсого,ugánka
319,Rede::N,хэлсэн үг,góvor
320,Sprache::N,хэл,jêzik
321,Stimme::N,дуу,glás
322,Wort::N,үг,beséda
323,Zeichen::N,тамга,znák
324,Zeichen::N,тэмдэг,znák
325,Ruf::N,дуудлага,klíc
326,Lärm::N,шуугиан,hrúp
327,Lärm::N,шуугиан,trúšč
328,Lärm::N,чимээ,hrúp
329,Lärm::N,чимээ,trúšč
330,Laut::N,анир,glás
331,Laut::N,дуу,glás
332,Ton::N,авиа,tón
333,Ton::N,аялгуу,tón
334,Lied::N,дуу,pésem
335,Ruhe::N,энх,pokòj
336,Ruhe::N,тайван,pokòj
337,Leute::N,хүмүүс,ljudjé
338,Volk::N,улс,národ
339,Arbeit::N,ажил,délo
340,Arbeit::N,хөдөлмөр,délo
341,Gast::N,зочин,gòst
342,Gast::N,айлчин,gòst
343,Geschenk::N,бэлэг,darílo
344,Spiel::N,наадам,ígra
345,Spiel::N,тоглоом,ígra
346,Gesellschaft::N,хамт байх,drúžba
347,Hilfe::N,тусламж,pomóč
348,Freund::N,найз,prijátelj
349,Freund::N,нөхөр,prijátelj
350,Kamerad::N,хань,továriš
351,Kamerad::N,нөхөр,továriš
352,Angelegenheit::N,хэрэг,zadéva
353,Anzahl::N,тоо,števílo
354,Art::N,төрөл,vŕsta
355,Art::N,янз,vŕsta
356,Stück::N,хэсэг,kós
357,Teil::N,хувь,dél
358,Teil::N,хэсэг,dél
359,Hälfte::N,хагас,polovíca
360,Kreis::N,тойрог,króg
361,Kreis::N,тойрог,kolobár
362,Kreis::N,хүрээ,króg
363,Kreis::N,хүрээ,kolobár
364,Kreuz::N,загалмай,kríž
365,Linie::N,шугам,próga
366,Strich::N,зураас,čŕta
367,Abstand::N,зай,preslédek
368,Entfernung::N,зай,oddáljenost
369,Entfernung::N,хол ойр,oddáljenost
370,Gegend::N,хавь,kràj
371,Gegend::N,хавь,dežêla
372,Gegend::N,газар,kràj
373,Gegend::N,газар,dežêla
374,Platz::N,зай,prôstor
375,Platz::N,завсар,prôstor
376,Ort::N,газар,mésto
377,Ort::N,байр,mésto
378,Seite::N,тал,bòk
379,Seite::N,тал,strán
380,Seite::N,этгээд,bòk
381,Seite::N,этгээд,strán
382,Mitte::N,төв,sredína
383,Mitte::N,дунд,sredína
384,Gegenstand::N,юм,prédmet
385,Sache::N,үйл,réč
386,Sache::N,үйл,stvár
387,Sache::N,хэрэг,réč
388,Sache::N,хэрэг,stvár
389,Rand::N,зах,kràj
390,Rand::N,хөвөө,kràj
391,Kante::N,ирмэг,rób
392,Ecke::N,өнцөг,vogál
393,Spitze::N,үзүүр,óst
394,Ende::N,зах,kônec
395,Ende::N,үзүүр,kônec
396,Loch::N,цоорхой,lúknja
397,Loch::N,онгорхой,lúknja
398,Winkel::N,өнцөг,kót
399,Muster::N,хээ,vzórec
400,Muster::N,угалз,vzórec
401,Größe::N,хэмжээ,veličína
402,Länge::N,урт,dolžína
403,Höhe::N,өндөр,vršína
404,Gewicht::N,жин,téža
405,Menge::N,тоо,količína
406,Haufen::N,бөөн,kùp
407,Haufen::N,бөөн,kopíca
408,Reihe::N,эгнээ,níz
409,Reihe::N,эгнээ,vŕsta
410,Boot::N,завь,čóln
411,Ruder::N,сэлүүр,vêslo
412,Schlitten::N,чарга,saní
413,Ski::N,цана,smučí
414,Lagerfeuer::N,түүдэг,táborni ôgenj
415,Last::N,ачаа,tôvor
416,Gang::N,явдал,hòd
417,Schritt::N,алхам,korák
418,Norden::N,умар,séver
419,Süden::N,урд,júg
420,Süden::N,өмнө,júg
421,Westen::N,өрнө,zapàd
422,Westen::N,баруун,zapàd
423,Osten::N,зүүн,vzhòd
424,Osten::N,дорно,vzhòd
425,Holz::N,мод,lés
426,Brett::N,банз,deskà
427,Platte::N,хавтан,plôča
428,Stütze::N,тулгуур,opóra
429,Stütze::N,тулгуур,zaslómba
430,Stütze::N,тулга,opóra
431,Stütze::N,тулга,zaslómba
432,Stange::N,сургааг,gréd
433,Stock::N,саваа,pálica
434,Stab::N,таяг,pálica
435,Rohr::N,хоолой,cév
436,Haus::N,гэр,híša
437,Haus::N,байшин,híša
438,Heim::N,гэр,dóm
439,Ofen::N,зуух,péč
440,Ofen::N,пийшин,péč
441,Fußboden::N,шал,pòd
442,Tisch::N,ширээ,míza
443,Stuhl::N,сандал,stòl
444,Wiege::N,өлгий,zíbel
445,Bett::N,ор,póstelja
446,Regal::N,тавиур,políca
447,Kiste::N,авдар,zabòj
448,Kiste::N,хайрцаг,zabòj
449,Fenster::N,гэгээвч,ôkno
450,Tür::N,үүд,vráta
451,Tür::N,хаалга,vráta
452,Tor::N,хаалга,velíka vráta
453,Zaun::N,хашаа,ográja
454,Dach::N,дээвэр,stréha
455,Leiter::N,шат,léstev
456,Besen::N,хамуур,mêtla
457,Besen::N,туужуу,mêtla
458,Spaten::N,хүрз,lopáta
459,Schaufel::N,хүрз,lopáta
460,Gabel::N,сэрээ,vílice
461,Löffel::N,халбага,žlíca
462,Messer::N,хутга,nòž
463,Nagel::N,хадаас,žebèlj
464,Netz::N,өөш,mréža
465,Netz::N,тор,mréža
466,Haken::N,гох,kljúka
467,Griff::N,иш,ročáj
468,Griff::N,иш,oprijèm
469,Griff::N,сэнж,ročáj
470,Griff::N,сэнж,oprijèm
471,Schloss::N,цуурга,ključávnica
472,Schloss::N,цоож,ključávnica
473,Bild::N,зураг,slíka
474,Figur::N,баримал,figúra
475,Figur::N,баримал,postáva
476,Puppe::N,хүүхэлдэй,lútka
477,Beutel::N,агсаа,môšnja
478,Beutel::N,уут,môšnja
479,Bündel::N,боодол,cúla
480,Bündel::N,боодол,svéženj
481,Tasche::N,цүнх,tórba
482,Tasche::N,цүнх,tobôlec
483,Eimer::N,хөнөг,vêdro
484,Eimer::N,хувин,vêdro
485,Deckel::N,таг,pokròv
486,Deckel::N,таг,poklópec
487,Deckel::N,хавхаг,pokròv
488,Deckel::N,хавхаг,poklópec
489,Geschirr::N,сав суулга,posóda
490,Sack::N,шуудай,vréča
491,Tasse::N,аяга,skodélica
492,Topf::N,тогоо,lônec
493,Kessel::N,тогоо,kôtel
494,Essen::N,идээ,hrána
495,Nahrung::N,хүнс,živílo
496,Speise::N,идээ,jéd
497,Fleisch::N,мах,mesó
498,Getreide::N,будаа,žíto
499,Brei::N,богшмол,káša
500,Brei::N,будаа,káša
501,Brot::N,талх,krùh
502,Scheibe::N,зүсэм,réženj
503,Scheibe::N,хэрчим,réženj
504,Fett::N,өөх,mást
505,Fett::N,өөх,maščôba
506,Butter::N,тос,máslo
507,Öl::N,тос,ólje
508,Salz::N,давс,sól
509,Suppe::N,шөл,júha
510,Honig::N,бал,méd
511,Milch::N,сүү,mléko
512,Tee::N,цай,čáj
513,Leder::N,арьс,úsnje
514,Leder::N,савхи,úsnje
515,Wolle::N,ноос,vólna
516,Wolle::N,унгас,vólna
517,Stoff::N,бөс,blagó
518,Nadel::N,зүү,ígla
519,Faden::N,боолт,nít
520,Faden::N,утас,nít
521,Knopf::N,товч,gúmb
522,Knoten::N,зангилаа,vôzel
523,Farbe::N,будаг,bárva
524,Kleidung::N,хувцас,obléka
525,Hemd::N,цамц,srájca
526,Kragen::N,зах заам,ovrátnik
527,Ärmel::N,ханцуй,rokáv
528,Hose::N,өмд,hláče
529,Gürtel::N,бүс,pás
530,Mütze::N,малгай,kápa
531,Mütze::N,малгай,čépica
532,Mütze::N,бүрх,kápa
533,Mütze::N,бүрх,čépica
534,Schuh::N,туфли,čévelj
535,Stiefel::N,гутал,škórenj
536,Ring::N,бөгж,pŕstan
537,Band::N,тууз,trák
538,Kamm::N,сам,glavník
539,Spiegel::N,толь,zrcálo
540,Spiegel::N,толь,ogledálo
541,Riemen::N,тасам,jêrmen
542,Riemen::N,сур,jêrmen
543,Schnur::N,татлага,vŕvca
544,Leine::N,оосор,konôpec
545,Decke::N,хөнжил,odéja
546,Decke::N,хучлага,odéja
547,Kissen::N,дэр,blazína
548,Tuch::N,алчуур,pŕt
549,Tuch::N,алчуур,rúta
550,Tuch::N,даавуу,pŕt
551,Tuch::N,даавуу,rúta
552,Handtuch::N,алчуур,brisáča
553,Kraft::N,чадал,síla
554,Kraft::N,хүч,síla
555,Stärke::N,эрч,jákost
556,Stärke::N,тэнхээ,jákost
557,Gesundheit::N,бие,zdrávje
558,Gesundheit::N,эрүүл мэнд,zdrávje
559,Krankheit::N,эмгэг,bolézen
560,Schmerz::N,өвчин,ból
561,Schmerz::N,өвчин,bolečína
562,Wunde::N,шарх,rána
563,Fieber::N,халуун,vročína
564,Arznei::N,эм,lék
565,Arznei::N,эм,zdravílo
566,Brücke::N,гүүр,móst
567,Brunnen::N,худаг,vodnják
568,Weide::N,бэлчээр,páša
569,Pfad::N,жим,stezà
570,Pfad::N,зөрөг,stezà
571,Weg::N,зам,pót
572,Weg::N,харгуй,pót
573,Straße::N,зам,césta
574,Straße::N,харгуй,césta
575,Dorf::N,тосгон,vás
576,Dorf::N,гацаа,vás
577,Stadt::N,хот,mésto
578,Brief::N,захидал,písmo
579,Brief::N,захиа,písmo
580,Buch::N,ном,knjíga
581,Buch::N,бичиг,knjíga
582,Buchstabe::N,үсэг,čŕka
583,Zeitung::N,сонин,čásnik
584,Leben::N,амь,življênje
585,Leben::N,амьдрал,življênje
586,Tod::N,үхэл,smŕt
587,Grab::N,булш,gròb
588,Kirche::N,сүм,cérkev
589,Sünde::N,нүгэл,gréh
590,Sünde::N,хилэнц,gréh
591,Gott::N,бурхан,bóg
592,Arbeiter::N,ажилчин,délavec
593,Arbeiter::N,хөдөлмөрчин,délavec
594,Chef::N,дарга,šéf
595,Meister::N,дархан,mójster
596,Arzt::N,эмч,zdravník
597,Lehrer::N,багш,učítelj
598,Geld::N,цаас,denár
599,Geld::N,мөнгө,denár
600,Geschäft::N,наймаа,kupčíja
601,Laden::N,дэлгүүр,trgovína
602,Preis::N,үнэ,céna
603,Ware::N,таваар,róba
604,Ware::N,бараа,róba
605,Nutzen::N,ашиг,príd
606,Reichtum::N,баялаг,bogástvo
607,Welt::N,дэлхий,svét
608,Welt::N,орчлон,svét
609,Land::N,улс,dežêla
610,Land::N,орон,dežêla
611,Staat::N,төр,držáva
612,Staat::N,гүрэн,držáva
613,König::N,ван,králj
614,Macht::N,засаг,oblást
615,Grenze::N,хил,mêja
616,Krieg::N,дайн,vôjna
617,Feind::N,дайсан,sovrážnik
618,Gewalt::N,хүчирхэх,nasílje
619,Kampf::N,тэмцэл,bòj
620,Kampf::N,тэмцэл,bórba
621,Kampf::N,байлдаан,bòj
622,Kampf::N,байлдаан,bórba
623,Bogen[Waffe]::N,нум,lók
624,Pfeil::N,годил,puščíca
625,Pfeil::N,сум,puščíca
626,Gewehr::N,буу,púška
627,Fehler::N,эндэл,zmóta
628,Fehler::N,алдаа,zmóta
629,Lüge::N,худал,láž
630,Schaden::N,хор,okvára
631,Schaden::N,хөнөөл,okvára
632,Unglück::N,гай,nesréča
633,Unglück::N,гамшиг,nesréča
634,Schuld::N,гэм,krívda
635,Schuld::N,буруу,krívda
636,Alter::N,нас,dôba
637,Schluss::N,эцэс,kônec
638,Schluss::N,төгсгөл,kônec
639,Zeit::N,цаг,čàs
640,Tag::N,өдөр,dán
641,Morgen::N,өглөө,jútro
642,Mittag::N,үд,póldan
643,Abend::N,үдэш,večér
644,Nacht::N,шөнө,nóč
645,Woche::N,долоо хоног,téden
646,Monat::N,сар,mésec
647,Jahr::N,жил,léto
648,Frühling::N,хавар,pomlád
649,Sommer::N,зун,polétje
650,Herbst::N,намар,jesén
651,Winter::N,өвөл,zíma
652,Januar::N,нэгдүгээр сар,jánuar
653,Februar::N,хоёрдугаар сар,fébruar
654,März::N,гуравдугаар сар,márec
655,April::N,дөрөвдүгээр сар,apríl
656,Mai::N,тавдугаар сар,máj
657,Juni::N,зургаадугаар сар,júnij
658,Juli::N,долдугаар сар,júlij
659,August::N,наймдугаар сар,avgúst
660,September::N,есдүгээр сар,septêmber
661,Oktober::N,аравдугаар сар,október
662,November::N,арван нэгдүгээр сар,novêmber
663,Dezember::N,арван хоёрдугаар сар,decémber
664,Montag::N,даваа,ponedéljek
665,Dienstag::N,мягмар,tôrek
666,Mittwoch::N,лхагва,sréda
667,Donnerstag::N,пүрэв,četŕtek
668,Freitag::N,баасан,pétek
669,Samstag::N,бямба,sobóta
670,Sonntag::N,ням,nedélja
671,groß::A,их,vêlik
672,groß::A,том,vêlik
673,klein::A,бага,májhen
674,klein::A,жаахан,májhen
675,lang::A,урт,dólg
676,kurz::A,охор,krátek
677,kurz::A,богино,krátek
678,breit::A,өргөн,širòk
679,schmal::A,уйтан,ózek
680,schmal::A,нарийн,ózek
681,dicht::A,нягт,góst
682,dicht::A,чигжүү,góst
683,dick[Gegenstand]::A,зузаан,dêbel
684,dünn::A,нимгэн,tánek
685,fein::A,нарийн,drôben
686,fest::A,бөх,tŕden
687,fest::A,хатуу,tŕden
688,flach::A,хавтгай,plán
689,flach::A,хавтгай,plòsk
690,glatt::A,цагаан,gládek
691,hart::A,хатуу,tŕd
692,weich::A,зөөлөн,mehák
693,rund::A,дугуй,okrógel
694,rund::A,дугариг,okrógel
695,spitz::A,шовх,šílast
696,spitz::A,шовгор,šílast
697,scharf::A,хурц,óster
698,scharf::A,иртэй,óster
699,stumpf::A,мохоо,tóp
700,stumpf::A,мохоо,skŕhan
701,schwer::A,хүнд,têžek
702,schön::A,гуа,lép
703,schön::A,гуа,krásen
704,schön::A,сайхан,lép
705,schön::A,сайхан,krásen
706,heiß::A,халуун,vròč
707,warm::A,дулаан,tôpel
708,kalt::A,хүйтэн,mŕzel
709,kalt::A,хүйтэн,hláden
710,kühl::A,сэрүүн,hláden
711,frisch::A,эрүүл,svéž
712,frisch::A,жихүүн,svéž
713,feucht::A,чийгтэй,vlážen
714,nass::A,нойтон,móker
715,trocken::A,хатсан,súh
716,voll::A,дүүрэн,póln
717,leer::A,хоосон,prázen
718,offen::A,онгорхой,odpŕt
719,geschlossen::A,битүү,zapŕt
720,geschlossen::A,хаалтай,zapŕt
721,sauber::A,цэвэр,číst
722,sauber::A,цэвэр,líčen
723,sauber::A,хиргүй,číst
724,sauber::A,хиргүй,líčen
725,schmutzig::A,бохир,umázan
726,schmutzig::A,хиртэй,umázan
727,roh::A,түүхий,suròv
728,reif::A,болсон,zrèl
729,lecker::A,амттай,okúsen
730,süß::A,амттай,sládek
731,süß::A,чихэрлэг,sládek
732,bitter::A,гашуун,grenák
733,sauer::A,эсгэлэн,kísel
734,hell::A,гэгээн,svetèl
735,hell::A,гэрэлтэй,svetèl
736,dunkel::A,бараан,temèn
737,dunkel::A,харанхуй,temèn
738,schwarz::A,хар,čŕn
739,weiß::A,цагаан,bél
740,rot::A,улаан,rdèč
741,gelb::A,шар,žólt
742,gelb::A,шар,rumèn
743,blau::A,хөх,móder
744,blau::A,цэнхэр,móder
745,grün::A,ногоон,zelèn
746,grau::A,орог,sív
747,grau::A,саарал,sív
748,bunt::A,эрээн,písan
749,billig::A,хямд,pocéni
750,teuer::A,үнэтэй,drág
751,wertvoll::A,үнэт,dragocén
752,blind::A,сохор,slép
753,taub::A,чих хатуу,glúh
754,kräftig::A,чийрэг,močán
755,stark::A,хүчтэй,ják
756,stark::A,чадалтай,ják
757,schwach::A,сул,šíbek
758,fett::A,тарган,dêbel
759,fett::A,голигор,dêbel
760,schlank::A,голшиг,vítek
761,hübsch::A,сайхан,lép
762,hübsch::A,хөөрхөн,lép
763,böse::A,муу,zèl
764,böse::A,муу,hudôben
765,böse::A,хортой,zèl
766,böse::A,хортой,hudôben
767,dumm::A,тэнэг,glúp
768,dumm::A,тэнэг,bédast
769,faul::A,залхуу,lén
770,fleißig::A,чармайлтгай,marljív
771,geizig::A,харамч,škŕt
772,klug::A,цэцэн,pámeten
773,geschickt::A,дүйтэй,spréten
774,lieb::A,хайрт,míl
775,lieb::A,хайрт,ljúb
776,lustig::A,цэнгэлтэй,vesél
777,sanft::A,наалинхай,láhek
778,hungrig::A,өлөн,láčen
779,hungrig::A,өлссөн,láčen
780,krank::A,өвчтэй,bolán
781,nackt::A,нүцгэн,nág
782,traurig::A,гунигт,túžen
783,lebendig::A,амьд,žív
784,lebendig::A,амьтай,žív
785,gut::A,сайн,dóber
786,schlecht::A,муу,malopríden
787,schlecht::A,өөдгүй,malopríden
788,richtig::A,зөв,pravílen
789,richtig::A,зүйтэй,pravílen
790,schlimm::A,муухай,húd
