,Concept_ID,nl,da
857,schwingen::V,zwieren,svinge
858,fallen::V,vallen,falde
859,brennen::V,branden,brænde
860,rauchen::V,roken,ryge
861,regnen::V,regenen,regne
862,gefrieren::V,bevriezen,fryse
863,tauen::V,dooien,tø
864,schmelzen::V,smelten,smelte
865,trocknen::V,drogen,tørre
866,sieden::V,koken,koge
867,sieden::V,zieden,koge
868,faulen::V,rotten,rådne
869,verfaulen::V,verrotten,rådne
870,reißen::V,scheuren,briste
871,versinken::V,verzinken,synke
872,versinken::V,verzinken,synke ned
873,vergehen::V,vergaan,forløbe
874,erscheinen::V,opdagen,vise sig
875,erscheinen::V,verschijnen,vise sig
876,verschwinden::V,verdwijnen,forsvinde
877,sinken::V,zinken,synke
878,abnehmen::V,afnemen,aftage
879,abnehmen::V,verminderen,aftage
880,zunehmen::V,toenemen,tiltage
881,steigen::V,stijgen,stige
882,steigen::V,omhooggaan,stige
883,wachsen::V,groeien,gro
884,wachsen::V,groeien,vokse
885,glänzen::V,glanzen,glinse
886,glänzen::V,schitteren,glinse
887,funkeln::V,fonkelen,tindre
888,lärmen::V,lawaai maken,larme
889,läuten::V,luiden,ringe
890,klingeln::V,bellen,ringe
891,klirren::V,rinkelen,klirre
892,brausen::V,bruisen,bruse
893,rauschen::V,ruisen,suse
894,klingen::V,klinken,lyde
895,klingen::V,klinken,klinge
896,bellen::V,blaffen,gø
897,heulen::V,huilen,hyle
898,blasen::V,blazen,blæse
899,pfeifen::V,fluiten,fløjte
900,schreien::V,gillen,skrige
901,schreien::V,schreeuwen,skrige
902,stöhnen::V,steunen,stønne
903,zittern::V,beven,dirre
904,zittern::V,beven,skælve
905,zittern::V,sidderen,dirre
906,zittern::V,sidderen,skælve
907,leben::V,leven,leve
908,geboren werden::V,geboren worden,fødes
909,atmen::V,ademen,ånde
910,trinken::V,drinken,drikke
911,essen::V,eten,spise
912,schlucken::V,slikken,synke
913,müde werden::V,moe worden,blive træt
914,einschlafen::V,inslapen,falde i søvn
915,schlafen::V,slapen,sove
916,aufwachen::V,ontwaken,vågne
917,aufwachen::V,wakker worden,vågne
918,aufstehen::V,opstaan,stå op
919,sich erholen::V,zich ontspannen,komme sig
920,krank werden::V,ziek worden,blive syg
921,krank sein::V,ziek zijn,være syg
922,schmerzen::V,pijn doen,smerte
923,husten::V,hoesten,hoste
924,genesen::V,genezen,komme sig
925,sterben::V,sterven,dø
926,sterben::V,overlijden,dø
927,umkommen::V,omkomen,omkomme
928,sich bewegen::V,zich bewegen,bevæge sig
929,sich rühren::V,zich verroeren,røre på sig
930,sich erheben::V,oprijzen,rejse sig
931,sich erheben::V,verrijzen,rejse sig
932,sich setzen::V,gaan zitten,sætte sig
933,hinfallen::V,vallen,
934,hinfallen::V,neervallen,
935,laufen::V,lopen,løbe
936,schreiten::V,stappen,skride
937,schreiten::V,schrijden,skride
938,spazierengehen::V,gaan wandelen,gå en tur
939,eilen::V,ijlen,ile
940,eilen::V,haasten,ile
941,sich beeilen::V,zich haasten,skynde sig
942,sausen::V,stuiven,suse
943,rennen::V,rennen,løbe
944,rennen::V,rennen,rende
945,springen::V,springen,hoppe
946,springen::V,springen,springe
947,klettern::V,klimmen,klatre
948,klettern::V,klauteren,klatre
949,schaukeln::V,schommelen,gynge
950,kriechen::V,kruipen,krybe
951,schwimmen::V,zwemmen,svømme
952,tauchen::V,duiken,dykke
953,rudern::V,roeien,ro
954,fahren::V,rijden,køre
955,fliegen::V,vliegen,flyve
956,gehen::V,gaan,gå
957,weggehen::V,weggaan,gå bort
958,abfahren::V,vertrekken,køre bort
959,anhalten::V,stoppen,standse
960,anhalten::V,stilhouden,standse
961,hineingehen::V,ingaan,gå ind
962,hineingehen::V,binnengaan,gå ind
963,eintreten::V,binnenkomen,træde ind
964,kommen::V,komen,komme
965,ankommen::V,aankomen,ankomme
966,zurückkommen::V,terugkomen,komme tilbage
967,bleiben::V,blijven,blive
968,bleiben::V,blijven,forblive
969,warten::V,wachten,vente
970,erwarten::V,verwachten,vente
971,erwarten::V,verwachten,afvente
972,suchen::V,zoeken,søge
973,finden::V,vinden,finde
974,versuchen::V,proberen,forsøge
975,versuchen::V,beproeven,forsøge
976,vorbereiten::V,voorbereiden,forberede
977,lieben::V,houden van,elske
978,mögen::V,lusten,holde af
979,mögen::V,lusten,kunne lide
980,mögen::V,houden van,holde af
981,mögen::V,houden van,kunne lide
982,lachen::V,lachen,le
983,rühren::V,roeren,røre
984,weinen::V,huilen,græde
985,weinen::V,schreien,græde
986,schimpfen::V,kijven,skænde
987,schimpfen::V,schelden,skænde
988,sich ärgern::V,zich ergeren,ærgre sig
989,sich fürchten::V,bang zijn,være bange
990,fürchten::V,vrezen,være bange for
991,fliehen::V,vluchten,flygte
992,flüchten::V,ontsnappen,flygte
993,flüchten::V,ontkomen,flygte
994,sehen::V,zien,se
995,anschauen::V,aankijken,se på
996,anschauen::V,aankijken,betragte
997,ansehen::V,aanzien,anse
998,ansehen::V,bekijken,anse
999,hören::V,horen,høre
1000,zuhören::V,luisteren,høre til
1001,probieren::V,proeven,smage
1002,probieren::V,proeven,smage på
1003,riechen::V,ruiken,lugte
1004,fühlen::V,voelen,føle
1005,scheinen::V,lijken,synes
1006,zu sehen sein::V,te zien zijn,synes
1007,vernehmen::V,vernemen,erfare
1008,frieren::V,het koud hebben,fryse
1009,tun::V,doen,gøre
1010,können::V,kunnen,kunne
1011,wollen::V,willen,ville
1012,anfangen::V,beginnen,begynde
1013,anfangen::V,aanvangen,begynde
1014,beenden::V,beëindigen,afslutte
1015,aufhören::V,ophouden,ophøre
1016,aufhören::V,ophouden,holde op
1017,gelingen::V,lukken,lykkes
1018,gelingen::V,gelukken,lykkes
1019,geraten::V,uitvallen,blive
1020,öffnen::V,openen,åbne
1021,öffnen::V,opendoen,åbne
1022,schließen::V,sluiten,lukke
1023,schließen::V,dichtdoen,lukke
1024,stellen::V,stellen,stille
1025,stellen::V,plaatsen,stille
1026,setzen::V,zetten,sætte
1027,setzen::V,plaatsen,sætte
1028,legen::V,leggen,lægge
1029,berühren::V,aanraken,berøre
1030,verbinden::V,verbinden,forbinde
1031,bedecken::V,bedekken,dække
1032,bedecken::V,bedekken,bedække
1033,aufhängen::V,ophangen,hænge
1034,aufhängen::V,ophangen,hænge op
1035,anzünden::V,aansteken,tænde
1036,anzünden::V,aansteken,antænde
1037,aufheben::V,oprapen,løfte
1038,aufheben::V,oprapen,tage op
1039,zurücklassen::V,achterlaten,lade tilbage
1040,verlieren::V,verliezen,miste
1041,fallen lassen::V,laten vallen,tabe
1042,fallen lassen::V,laten vallen,droppe
1043,machen::V,maken,gøre
1044,herstellen::V,produceren,fremstille
1045,herstellen::V,voortbrengen,fremstille
1046,bauen::V,bouwen,bygge
1047,reparieren::V,repareren,reparere
1048,reparieren::V,herstellen,reparere
1049,verbessern::V,verbeteren,rette
1050,verbessern::V,verbeteren,forbedre
1051,ändern::V,wijzigen,ændre
1052,ändern::V,veranderen,ændre
1053,graben::V,graven,grave
1054,beugen::V,buigen,bøje
1055,biegen::V,buigen,bøje
1056,drehen::V,draaien,dreje
1057,wenden::V,keren,vende
1058,wenden::V,wenden,vende
1059,umdrehen::V,omdraaien,dreje om
1060,heben::V,heffen,hæve
1061,heben::V,optillen,hæve
1062,hochheben::V,tillen,løfte
1063,ergreifen::V,pakken,gribe fat i
1064,ergreifen::V,grijpen,gribe fat i
1065,halten::V,houden,holde
1066,drücken::V,drukken,trykke
1067,schieben::V,duwen,skyde
1068,schieben::V,duwen,skubbe
1069,schieben::V,schuiven,skyde
1070,schieben::V,schuiven,skubbe
1071,kratzen::V,krassen,klø
1072,kratzen::V,krassen,kradse
1073,lecken::V,likken,slikke
1074,beißen::V,bijten,bide
1075,abreißen::V,afrukken,rive af
1076,abreißen::V,afscheuren,rive af
1077,abschneiden::V,afsnijden,skære af
1078,binden::V,binden,binde
1079,stecken::V,steken,stikke
1080,brechen::V,breken,brække
1081,klopfen::V,kloppen,banke
1082,hauen::V,houwen,hugge
1083,kleben::V,plakken,klistre
1084,reiben::V,wrijven,gnide
1085,streichen::V,smeren,smøre
1086,schleifen::V,slijpen,slibe
1087,schneiden::V,snijden,skære
1088,schneiden::V,snijden,klippe
1089,rütteln::V,schudden,ruske
1090,schütteln::V,schudden,ryste
1091,schwenken::V,wuiven,svinge
1092,schwenken::V,zwaaien,svinge
1093,schütten::V,gieten,hælde
1094,schütten::V,storten,hælde
1095,füllen::V,vullen,fylde
1096,einwickeln::V,inwikkelen,pakke ind
1097,tragen::V,dragen,bære
1098,schleppen::V,slepen,slæbe
1099,ziehen::V,trekken,trække
1100,aufbewahren::V,bewaren,opbevare
1101,werfen::V,gooien,kaste
1102,fangen::V,vangen,fange
1103,packen::V,pakken,gribe
1104,packen::V,vastpakken,gribe
1105,verstecken::V,verstoppen,gemme
1106,teilen::V,delen,dele
1107,schicken::V,sturen,sende
1108,bringen::V,brengen,bringe
1109,hinzufügen::V,toevoegen,tilføje
1110,bekommen::V,verkrijgen,få
1111,erhalten::V,krijgen,få
1112,nehmen::V,nemen,tage
1113,wählen::V,kiezen,vælge
1114,wählen::V,verkiezen,vælge
1115,auswählen::V,uitkiezen,udvælge
1116,bewahren::V,bewaren,bevare
1117,behindern::V,hinderen,hindre
1118,behindern::V,hinderen,forhindre
1119,verderben::V,bederven,ødelægge
1120,beschädigen::V,beschadigen,beskadige
1121,zerbrechen::V,breken,brække itu
1122,zerbrechen::V,stukbreken,brække itu
1123,zerreißen::V,scheuren,rive itu
1124,zerreißen::V,verscheuren,rive itu
1125,zerstören::V,vernielen,ødelægge
1126,verbrennen::V,branden,brænde
1127,verbrennen::V,verbranden,brænde
1128,geben::V,geven,give
1129,reichen::V,reiken,række
1130,reichen::V,aanreiken,række
1131,schenken::V,schenken,forære
1132,versprechen::V,beloven,love
1133,wünschen::V,wensen,ønske
1134,loben::V,loven,rose
1135,loben::V,prijzen,rose
1136,küssen::V,kussen,kysse
1137,wiegen::V,wiegen,vugge
1138,zudecken::V,toedekken,dække til
1139,wecken::V,wekken,vække
1140,zeigen::V,tonen,vise
1141,zeigen::V,wijzen,vise
1142,führen::V,voeren,føre
1143,lehren::V,leren,lære
1144,unterrichten::V,onderwijzen,undervise
1145,aufziehen::V,grootbrengen,opdrage
1146,leiten::V,leiden,lede
1147,antreiben::V,aandrijven,skynde på
1148,lassen::V,laten,få til at
1149,einladen::V,uitnodigen,indbyde
1150,einladen::V,uitnodigen,invitere
1151,vereinigen::V,verenigen,forene
1152,besuchen::V,bezoeken,besøge
1153,treffen::V,treffen,møde
1154,treffen::V,ontmoeten,møde
1155,sich versammeln::V,zich verzamelen,forsamles
1156,spielen::V,spelen,lege
1157,spielen::V,spelen,spille
1158,singen::V,zingen,synge
1159,tanzen::V,dansen,danse
1160,sich trennen::V,van elkaar gaan,skilles
1161,verlassen::V,verlaten,forlade
1162,retten::V,redden,redde
1163,bewachen::V,bewaken,bevogte
1164,schützen::V,beschermen,skærme
1165,schützen::V,beschermen,beskytte
1166,verteidigen::V,verdedigen,forsvare
1167,sich schlagen::V,knokken,slås
1168,schießen::V,schieten,skyde
1169,siegen::V,overwinnen,sejre
1170,ärgern::V,ergeren,ærgre
1171,schlagen::V,slaan,slå
1172,treten::V,trappen,sparke
1173,treten::V,schoppen,sparke
1174,stechen::V,steken,stikke
1175,stechen::V,prikken,stikke
1176,stoßen::V,stoten,støde
1177,stehlen::V,stelen,stjæle
1178,stören::V,storen,forstyrre
1179,stören::V,verstoren,forstyrre
1180,belästigen::V,lastig vallen,genere
1181,belästigen::V,lastig vallen,ulejlige
1182,verbergen::V,verbergen,skjule
1183,täuschen::V,misleiden,villede
1184,betrügen::V,bedriegen,bedrage
1185,töten::V,doden,dræbe
1186,wohnen::V,wonen,bo
1187,arbeiten::V,werken,arbejde
1188,sammeln::V,inzamelen,samle
1189,sammeln::V,verzamelen,samle
1190,pflücken::V,plukken,plukke
1191,jagen::V,jagen,jage
1192,fischen::V,vissen,fiske
1193,fassen::V,vangen,fange
1194,hüten::V,hoeden,vogte
1195,treiben::V,drijven,drive
1196,anbinden::V,vastbinden,binde fast
1197,füttern::V,voeren,fodre
1198,melken::V,melken,malke
1199,hacken::V,hakken,hakke
1200,gießen::V,gieten,hælde
1201,reifen::V,rijpen,modne
1202,zubereiten::V,klaarmaken,tilberede
1203,zubereiten::V,toebereiden,tilberede
1204,kochen::V,koken,koge
1205,backen::V,bakken,bage
1206,braten::V,braden,stege
1207,umrühren::V,omroeren,røre om
1208,stricken::V,breien,strikke
1209,nähen::V,naaien,sy
1210,färben::V,verven,farve
1211,färben::V,kleuren,farve
1212,reinigen::V,reinigen,rense
1213,reinigen::V,reinigen,gøre ren
1214,waschen::V,wassen,vaske
1215,abwischen::V,afvegen,tørre af
1216,spülen::V,spoelen,skylle
1217,spülen::V,afwassen,skylle
1218,fegen::V,vegen,feje
1219,kehren::V,vegen,feje
1220,baden::V,baden,bade
1221,sich waschen::V,zich wassen,vaske sig
1222,ausziehen::V,uittrekken,tage af
1223,anziehen::V,aantrekken,tage på
1224,sich anziehen::V,zich aankleden,klæde sig på
1225,kämmen::V,kammen,rede
1226,kämmen::V,kammen,frisere
1227,schmücken::V,tooien,pynte
1228,schmücken::V,tooien,smykke
1229,sagen::V,zeggen,sige
1230,sprechen::V,spreken,snakke
1231,reden::V,praten,tale
1232,reden::V,praten,snakke
1233,sich unterhalten::V,zich onderhouden,snakke sammen
1234,fragen::V,vragen,spørge
1235,bitten::V,vragen,bede
1236,bitten::V,verzoeken,bede
1237,erzählen::V,vertellen,berette
1238,erzählen::V,vertellen,fortælle
1239,mitteilen::V,meedelen,meddele
1240,nennen::V,noemen,nævne
1241,rufen::V,roepen,råbe
1242,prahlen::V,pralen,prale
1243,übersetzen::V,vertalen,oversætte
1244,denken::V,denken,tænke
1245,glauben::V,geloven,tro
1246,bemerken::V,bemerken,bemærke
1247,bemerken::V,bemerken,lægge mærke til
1248,erkennen::V,herkennen,genkende
1249,begreifen::V,begrijpen,begribe
1250,verstehen::V,verstaan,forstå
1251,lernen::V,leren,lære
1252,wissen::V,weten,vide
1253,sich erinnern an::V,zich herinneren aan,mindes
1254,sich erinnern an::V,zich herinneren aan,huske på
1255,vergessen::V,vergeten,glemme
1256,messen::V,meten,måle
1257,zählen::V,tellen,tælle
1258,rechnen::V,rekenen,regne
1259,lesen::V,lezen,læse
1260,malen::V,schilderen,male
1261,zeichnen::V,tekenen,tegne
1262,schreiben::V,schrijven,skrive
1263,besitzen::V,bezitten,eje
1264,besitzen::V,bezitten,besidde
1265,kaufen::V,kopen,købe
1266,verkaufen::V,verkopen,sælge
1267,bezahlen::V,betalen,betale
1268,zahlen::V,betalen,betale
1269,beherrschen::V,beheersen,beherske
1270,ertragen::V,verdragen,tåle
1271,ertragen::V,verdragen,udholde
