,Concept_ID,be,ro
833,hierhin::ADV,сюды,încoace
834,von hier::ADV,адсюль,de aici
835,von hier::ADV,адгэтуль,de aici
836,dort::ADV,там,acolo
837,dorthin::ADV,туды,dincolo
838,geradeaus::ADV,прама,drept înainte
839,vorwärts::ADV,наперад,înainte
840,rückwärts::ADV,назад,îndărăt
841,zurück::ADV,назад,înapoi
842,unten::ADV,унізе,jos
843,unten::ADV,унізе,dedesubt
844,hinab::ADV,уніз,în jos
845,hinab::ADV,уніз,de vale
846,oben::ADV,угары,sus
847,oben::ADV,угары,deasupra
848,oben::ADV,наверсе,sus
849,oben::ADV,наверсе,deasupra
850,hinauf::ADV,угару,în sus
851,überall::ADV,усюды,peste tot
852,überall::ADV,усюды,pretutindeni
853,nicht::ADV,не,nu
854,ein wenig::ADV,трошкі,puțin
855,kaum::ADV,ледзьве,cu greu
856,kaum::ADV,ледзьве,cu anevoie
857,sehr::ADV,вельмі,mult
858,sehr::ADV,вельмі,foarte
859,so::ADV,так,așa
860,so::ADV,так,atât
861,noch::ADV,яшчэ,încă
862,nur::ADV,толькі,doar
863,schon::ADV,ужо,și
864,schon::ADV,ужо,deja
865,wieder::ADV,зноў,iar
866,wieder::ADV,зноў,iarăși
867,vergebens::ADV,дарма,în zadar
868,vergebens::ADV,дарэмна,în zadar
869,vor::PRP,перад,înainte de
870,hinter::PRP,за,după
871,hinter::PRP,за,în spatele
872,hinter::PRP,ззаду,după
873,hinter::PRP,ззаду,în spatele
874,unter::PRP,пад,sub
875,durch::PRP,праз,prin
876,neben::PRP,каля,lângă
877,neben::PRP,каля,alături de
878,zwischen::PRP,між,între
879,zwischen::PRP,між,dintre
880,zwischen::PRP,паміж,între
881,zwischen::PRP,паміж,dintre
882,wegen::PRP,з-за,pentru
883,dies::PRN,гэта,acesta
884,das::PRN,тое,asta
885,alles::PRN,усё,tot
886,ich::PRN,я,eu
887,du::PRN,ты,tu
888,er::PRN,ён,el
889,er::PRN,ён,dânsul
890,wir::PRN,мы,noi
891,ihr::PRN,вы,voi
892,sie::PRN,яны,ei
893,sie::PRN,яны,dânșii
894,was::FPRN,што,ce
895,wer::FPRN,хто,cine
896,wo::FADV,дзе,unde
897,wohin::FADV,куды,încotro
898,wie::FADV,як,cum
899,warum::FADV,чаму,de ce
900,warum::FADV,чаму,pentru ce
901,wieviel::FNUM,колькі,cât
902,eins::NUM,адзін,unu
903,zwei::NUM,два,doi
904,drei::NUM,тры,trei
905,vier::NUM,чатыры,patru
906,fünf::NUM,пяць,cinci
907,sechs::NUM,шесць,șase
908,sieben::NUM,сем,șapte
909,acht::NUM,восем,opt
910,neun::NUM,дзевяць,nouă
911,zehn::NUM,дзесяць,zece
912,elf::NUM,адзінаццаць,unsprezece
913,zwölf::NUM,дванаццаць,douăsprezece
914,zwanzig::NUM,дваццаць,douăzeci
915,dreißig::NUM,трыццаць,treizeci
916,vierzig::NUM,сорак,patruzeci
917,fünfzig::NUM,пядзесят,cincizeci
918,sechzig::NUM,шесдзесят,șaizeci
919,siebzig::NUM,семдзесят,șaptezeci
920,achtzig::NUM,восемдзесят,optzeci
921,neunzig::NUM,дзевяноста,nouăzeci
922,hundert::NUM,сто,sută
923,tausend::NUM,тысяча,mie
924,und::CNJ,і,și
925,und::CNJ,ды,și
926,oder::CNJ,або,ori
927,stehen::V,стаяць,sta
928,sitzen::V,сядзець,ședea
929,liegen::V,ляжаць,zăcea
930,liegen::V,ляжаць,fi culcat
931,hängen::V,вісець,atârna
932,werden::V,стаць,deveni
933,werden::V,стаць,se face
934,werden::V,зрабіцца,deveni
935,werden::V,зрабіцца,se face
936,passieren::V,трапіцца,se întâmpla
937,beginnen::V,пачацца,începe
938,enden::V,кончыцца,se sfârși
939,enden::V,кончыцца,se termina
940,wechseln::V,мяняцца,se schimba
941,aufgehen[Sonne]::V,узысці,răsări
942,untergehen[Sonne]::V,зайсці,apune
943,scheinen[Sonne]::V,свяціць,străluci
944,donnern::V,грымець,tuna
945,wehen::V,дзьмуць,bate
946,strömen::V,ліцца,curge în șiroaie
947,fließen::V,цячы,curge
948,sich drehen::V,круціцца,se învârti
949,sich drehen::V,варочацца,se învârti
950,schwanken::V,хістацца,se clătina
951,schwingen::V,гайдацца,vibra
952,schwingen::V,гайдацца,flutura
953,schwingen::V,калыхацца,vibra
954,schwingen::V,калыхацца,flutura
955,fallen::V,падаць,cădea
956,brennen::V,гарэць,arde
957,rauchen::V,дымець,fuma
958,regnen::V,дажджыць,ploua
959,gefrieren::V,замерзнуць,îngheța
960,tauen::V,раставаць,se dezgheța
961,schmelzen::V,плавіцца,se topi
962,trocknen::V,сохнуць,se usca
963,sieden::V,кіпець,fierbe
964,sieden::V,кіпець,clocoti
965,faulen::V,гнісці,se împuți
966,verfaulen::V,згнісці,putrezi
967,reißen::V,ірвацца,se rupe
968,reißen::V,ірвацца,se sfâșia
969,versinken::V,тануць,se scufunda
970,vergehen::V,праходзіць,trece
971,vergehen::V,праходзіць,se scurge
972,erscheinen::V,зʼявіцца,apărea
973,verschwinden::V,знікнуць,dispărea
974,sinken::V,спадаць,cădea
975,sinken::V,спадаць,coborî
976,abnehmen::V,паменшыцца,scădea
977,abnehmen::V,паменшыцца,descrește
978,zunehmen::V,павялічвацца,spori
979,zunehmen::V,павялічвацца,crește
980,zunehmen::V,павялічвацца,augmenta
981,steigen::V,паднімацца,urca
982,wachsen::V,расці,crește
983,glänzen::V,блішчаць,luci
984,glänzen::V,блішчаць,străluci
985,funkeln::V,бліскаць,scânteia
986,lärmen::V,шумець,face larmă
987,läuten::V,званіць,suna
988,klingeln::V,званіць,suna
989,klirren::V,бразгаць,zăngăni
990,brausen::V,бушаваць,vui
991,rauschen::V,шастаць,vâjâi
992,klingen::V,гучаць,suna
993,bellen::V,брахаць,lătra
994,heulen::V,выць,urla
995,blasen::V,дзьмухнуць,sufla
996,pfeifen::V,свістаць,fluiera
997,schreien::V,крычаць,țipa
998,stöhnen::V,стагнаць,geme
999,zittern::V,дрыжаць,tremura
1000,leben::V,жыць,trăi
1001,geboren werden::V,нарадзіцца,se naște
1002,atmen::V,дыхаць,respira
1003,trinken::V,піць,bea
1004,essen::V,есці,mânca
1005,schlucken::V,глытаць,înghiți
1006,müde werden::V,стаміцца,se obosi
1007,einschlafen::V,заснуць,adormi
1008,schlafen::V,спаць,dormi
1009,aufwachen::V,рассыпацца,se deștepta
1010,aufstehen::V,устаць,fi se scula
1011,sich erholen::V,адпачываць,se relaxa
1012,sich erholen::V,адпачываць,se destinde
1013,krank werden::V,захварэць,se îmbolnăvi
1014,krank sein::V,хварэць,zăcea
1015,krank sein::V,хварэць,fi bolnav
1016,schmerzen::V,балець,durea
1017,husten::V,кашляць,tuși
1018,genesen::V,паправіцца,se însănătoși
1019,genesen::V,паздаравець,se însănătoși
1020,sterben::V,памерці,muri
1021,umkommen::V,загінуць,pieri
1022,sich bewegen::V,рухацца,se mișca
1023,sich rühren::V,варушыцца,se mișca
1024,sich erheben::V,устаць,se ridica
1025,sich setzen::V,сесці,lua loc
1026,sich setzen::V,сесці,se așeza
1027,hinfallen::V,упасці,cădea jos
1028,laufen::V,хадзіць,merge
1029,laufen::V,хадзіць,merge pe jos
1030,schreiten::V,шагаць,păși
1031,schreiten::V,крочыць,păși
1032,spazierengehen::V,гуляць,se plimba
1033,eilen::V,спяшацца,fi se grăbi
1034,sich beeilen::V,спяшацца,se grăbi
1035,sausen::V,імчацца,țâșni
1036,rennen::V,бегаць,fugi
1037,rennen::V,бегаць,alerga
1038,springen::V,скакаць,sări
1039,klettern::V,лазіць,urca
1040,klettern::V,лазіць,se cățăra
1041,schaukeln::V,гайдацца,legăna
1042,kriechen::V,поўзаць,se târî
1043,schwimmen::V,плаваць,înota
1044,tauchen::V,ныраць,se scufunda
1045,rudern::V,веславаць,vâsli
1046,rudern::V,веславаць,lopăta
1047,fahren::V,ехаць,merge
1048,fliegen::V,лятаць,zbura
1049,gehen::V,ісці,merge
1050,weggehen::V,пайсці,se duce
1051,abfahren::V,адʼяжджаць,pleca
1052,anhalten::V,спыніцца,se opri
1053,anhalten::V,затрымацца,se opri
1054,hineingehen::V,уваходзіць,intra
1055,eintreten::V,увайсці,intra
1056,kommen::V,прыйсці,veni
1057,ankommen::V,прыбыць,sosi
1058,ankommen::V,прыбыць,ajunge
1059,zurückkommen::V,вярнуцца,se întoarce
1060,bleiben::V,застацца,rămâne
1061,warten::V,чакаць,aștepta
1062,erwarten::V,чакаць,aștepta
1063,suchen::V,шукаць,căuta
1064,finden::V,знайсці,găsi
1065,versuchen::V,прабаваць,încerca
1066,vorbereiten::V,падрыхтаваць,pregăti
1067,lieben::V,кахаць,iubi
1068,mögen::V,любіць,plăcea a
1069,lachen::V,смяяцца,râde
1070,rühren::V,расчуліць,mișca
1071,rühren::V,расчуліць,înduioșa
1072,weinen::V,плакаць,plânge
1073,schimpfen::V,лаяцца,înjura
1074,sich ärgern::V,сердаваць,se supăra
1075,sich fürchten::V,баяцца,se teme
1076,sich fürchten::V,баяцца,fi teamă a
1077,fürchten::V,баяцца,se teme de
1078,fliehen::V,уцякаць,fugi
1079,flüchten::V,уцячы,evada
1080,sehen::V,бачыць,vedea
1081,anschauen::V,паглядзець,privi
1082,ansehen::V,глядзець,privi
1083,hören::V,чуць,auzi
1084,zuhören::V,слухаць,asculta
1085,probieren::V,каштаваць,gusta
1086,riechen::V,нюхаць,mirosi
1087,fühlen::V,адчуваць,simți
1088,fühlen::V,адчуваць,resimți
1089,scheinen::V,здавацца,părea
1090,zu sehen sein::V,віднецца,se vedea
1091,vernehmen::V,пачуць,auzi
1092,frieren::V,мёрзнуць,fi frig
1093,tun::V,рабіць,face
1094,können::V,умець,ști
1095,können::V,умець,putea
1096,wollen::V,хацець,dori
1097,anfangen::V,пачаць,începe
1098,beenden::V,закончыць,sfârși
1099,beenden::V,закончыць,termina
1100,aufhören::V,перастаць,înceta
1101,gelingen::V,удацца,reuși
1102,gelingen::V,удацца,izbuti
1103,geraten::V,аказацца,reuși
1104,öffnen::V,адчыніць,deschide
1105,schließen::V,зачыніць,închide
1106,stellen::V,паставіць,pune
1107,stellen::V,паставіць,așeza
1108,setzen::V,пасадзіць,pune
1109,setzen::V,пасадзіць,așeza
1110,legen::V,класці,pune
1111,berühren::V,чапаць,atinge
1112,verbinden::V,звязаць,lega
1113,bedecken::V,накрыць,acoperi
1114,aufhängen::V,павесіць,atârna
1115,aufhängen::V,павесіць,spânzura
1116,anzünden::V,запаліць,aprinde
1117,aufheben::V,падняць,ridica
1118,aufheben::V,падняць,lua de jos
1119,zurücklassen::V,пакінуць,lăsa
1120,zurücklassen::V,пакінуць,lăsa în urmă
1121,verlieren::V,згубіць,pierde
1122,fallen lassen::V,упусціць,scăpa
1123,fallen lassen::V,упусціць,arunca
1124,machen::V,зрабіць,face
1125,herstellen::V,вырабіць,fabrica
1126,herstellen::V,вырабіць,confecționa
1127,bauen::V,будаваць,clădi
1128,bauen::V,будаваць,construi
1129,reparieren::V,правіць,repara
1130,verbessern::V,палепшыць,ameliora
1131,verbessern::V,палепшыць,îmbunătăți
1132,ändern::V,змяніць,schimba
1133,ändern::V,змяніць,modifica
1134,graben::V,капаць,săpa
1135,beugen::V,сагнуць,curba
1136,biegen::V,пагнуць,îndoi
1137,biegen::V,пагнуць,încovoia
1138,drehen::V,вярцець,învârti
1139,wenden::V,павярнуць,întoarce
1140,umdrehen::V,перавярнуць,învârti
1141,umdrehen::V,перавярнуць,întoarce
1142,heben::V,падымаць,ridica
1143,hochheben::V,падняць,ridica
1144,ergreifen::V,схапіць,lua
1145,ergreifen::V,схапіць,apuca
1146,ergreifen::V,схваціць,lua
1147,ergreifen::V,схваціць,apuca
1148,halten::V,трымаць,ține
1149,drücken::V,націскаць,apăsa
1150,drücken::V,націскаць,strânge
1151,schieben::V,пхаць,împinge
1152,schieben::V,штурхаць,împinge
1153,kratzen::V,скрэбці,zgâria
1154,lecken::V,лізаць,linge
1155,beißen::V,кусаць,mușca
1156,abreißen::V,адарваць,rupe
1157,abreißen::V,адарваць,smulge
1158,abschneiden::V,адрэзаць,scurta
1159,binden::V,вязаць,lega
1160,stecken::V,уваткнуць,pune
1161,brechen::V,зламаць,rupe
1162,brechen::V,зламаць,frânge
1163,klopfen::V,стукаць,ciocăni
1164,hauen::V,біць,lovi
1165,kleben::V,клеіць,lipi
1166,reiben::V,церці,freca
1167,reiben::V,церці,fricționa
1168,streichen::V,намазаць,unge
1169,schleifen::V,тачыць,ascuți
1170,schneiden::V,рэзаць,tăia
1171,rütteln::V,хістаць,zgâlțâi
1172,schütteln::V,трэсці,scutura
1173,schwenken::V,махаць,agita
1174,schütten::V,наліць,vărsa
1175,füllen::V,напоўніць,umple
1176,einwickeln::V,загарнуць,înveli
1177,einwickeln::V,загарнуць,înfășura
1178,tragen::V,несці,căra
1179,schleppen::V,цягнуць,târî
1180,ziehen::V,цягнуць,trage
1181,aufbewahren::V,захоўваць,păstra
1182,aufbewahren::V,захоўваць,conserva
1183,werfen::V,кідаць,arunca
1184,fangen::V,лавіць,prinde
1185,packen::V,схапіць,apuca
1186,packen::V,схваціць,apuca
1187,verstecken::V,схаваць,ascunde
1188,teilen::V,раздзяліць,împărți
1189,schicken::V,пасылаць,trimite
1190,bringen::V,прынесці,aduce
1191,hinzufügen::V,дабавіць,adăuga
1192,bekommen::V,дастаць,obține
1193,bekommen::V,дастаць,dobândi
1194,erhalten::V,атрымаць,primi
1195,erhalten::V,атрымаць,căpăta
1196,nehmen::V,ўзяць,lua
1197,wählen::V,выбраць,opta
1198,wählen::V,выбраць,alege
1199,auswählen::V,адабраць,selecta
1200,bewahren::V,захаваць,păstra
1201,behindern::V,перашкаджаць,stingheri
1202,verderben::V,сапсаваць,strica
1203,beschädigen::V,пашкодзіць,strica
1204,zerbrechen::V,разбіць,rupe
1205,zerbrechen::V,разбіць,frânge
1206,zerreißen::V,разадраць,rupe
1207,zerreißen::V,разадраць,sfâșia
1208,zerstören::V,разбурыць,distruge
1209,verbrennen::V,спаліць,arde
1210,verbrennen::V,спаліць,incendia
1211,geben::V,даць,da
1212,reichen::V,перадаць,întinde
1213,schenken::V,дарыць,dărui
1214,versprechen::V,абяцаць,făgădui
1215,wünschen::V,жадаць,ura
1216,loben::V,хваліць,lăuda
1217,küssen::V,цалаваць,săruta
1218,wiegen::V,гушкаць,legăna
1219,wiegen::V,калыхаць,legăna
1220,zudecken::V,накрыць,acoperi
1221,wecken::V,пабудзіць,trezi
1222,wecken::V,пабудзіць,deștepta
1223,zeigen::V,паказаць,arăta
1224,führen::V,весці,călăuzi
1225,lehren::V,вучыць,preda
1226,lehren::V,вучыць,învăța
1227,unterrichten::V,выкладаць,învăța
1228,unterrichten::V,выкладаць,instrui
1229,aufziehen::V,выхаваць,crește
1230,leiten::V,кіраваць,duce
1231,leiten::V,кіраваць,conduce
1232,antreiben::V,падганяць,împinge
1233,antreiben::V,падганяць,încuraja
1234,lassen::V,прымусіць,pune pe să
1235,einladen::V,запрасіць,invita
1236,vereinigen::V,абʼяднаць,uni
1237,vereinigen::V,абʼяднаць,întruni
1238,besuchen::V,наведаць,vizita
1239,besuchen::V,наведаць,face o vizită
1240,treffen::V,сустрэць,întâlni
1241,sich versammeln::V,сабрацца,se aduna
1242,spielen::V,гуляць,se juca
1243,singen::V,пець,cânta
1244,singen::V,спяваць,cânta
1245,tanzen::V,танцаваць,dansa
1246,sich trennen::V,расстацца,se separa
1247,sich trennen::V,расстацца,se despărți
1248,verlassen::V,пакінуць,părăsi
1249,verlassen::V,пакінуць,abandona
1250,retten::V,выратаваць,salva
1251,bewachen::V,ахоўваць,păzi
1252,schützen::V,уберагаць,ocroti
1253,schützen::V,уберагаць,proteja
1254,verteidigen::V,абараніць,apăra
1255,sich schlagen::V,біцца,se bate
1256,sich schlagen::V,драцца,se bate
1257,schießen::V,страляць,trage
1258,siegen::V,перамагчы,birui
1259,siegen::V,перамагчы,învinge
1260,ärgern::V,злаваць,supăra
1261,schlagen::V,ударыць,lovi
1262,treten::V,штурхаць,călca
1263,stechen::V,укалоць,înțepa
1264,stechen::V,укалоць,împunge
1265,stoßen::V,папхнуць,împinge
1266,stehlen::V,украсці,fura
1267,stören::V,перашкодзіць,deranja
1268,belästigen::V,дакучаць,importuna
1269,verbergen::V,скрыць,ascunde
1270,verbergen::V,схаваць,ascunde
1271,täuschen::V,падмануць,amăgi
1272,betrügen::V,змахляваць,înșela
1273,töten::V,забіць,omorî
1274,wohnen::V,жыць,sta
1275,wohnen::V,жыць,locui
1276,arbeiten::V,працаваць,lucra
1277,sammeln::V,сабраць,aduna
1278,sammeln::V,сабраць,colecționa
1279,pflücken::V,зрываць,culege
1280,jagen::V,паляваць,vâna
1281,fischen::V,рыбачыць,pescui
1282,fassen::V,злавіць,prinde
1283,hüten::V,пасвіць,paște
1284,treiben::V,гнаць,mână
1285,anbinden::V,прывязаць,lega
1286,füttern::V,карміць,da de mâncare
1287,melken::V,даіць,mulge
1288,hacken::V,сячы,toca
1289,hacken::V,сячы,sparge
1290,gießen::V,паліць,uda
1291,reifen::V,паспець,pârgui
1292,zubereiten::V,зварыць,găti
1293,zubereiten::V,згатаваць,găti
1294,kochen::V,варыць,găti
1295,backen::V,пячы,coace
1296,braten::V,смажыць,coace
1297,umrühren::V,перамяшаць,mesteca
1298,stricken::V,вязаць,împleti
1299,nähen::V,шыць,coase
1300,färben::V,пафарбаваць,vopsi
1301,färben::V,пафарбаваць,colora
1302,reinigen::V,ачысціць,curăți
1303,waschen::V,мыць,spăla
1304,abwischen::V,выцерці,șterge
1305,spülen::V,паласкаць,clăti
1306,fegen::V,падмятаць,mătura
1307,kehren::V,месці,mătura
1308,baden::V,купацца,se scălda
1309,sich waschen::V,мыцца,se spăla
1310,ausziehen::V,зняць,și scoate
1311,anziehen::V,надзець,îmbrăca
1312,sich anziehen::V,адзецца,se îmbrăca
1313,kämmen::V,прычасаць,pieptăna
1314,schmücken::V,аздобіць,împodobi
1315,sagen::V,сказаць,zice
1316,sagen::V,сказаць,spune
1317,sprechen::V,гаварыць,vorbi
1318,reden::V,размаўляць,vorbi
1319,reden::V,размаўляць,discuta
1320,sich unterhalten::V,гутарыць,conversa
1321,sich unterhalten::V,гутарыць,sta de vorbă
1322,fragen::V,спытаць,întreba
1323,bitten::V,прасіць,ruga
1324,erzählen::V,расказаць,spune
1325,erzählen::V,расказаць,povesti
1326,mitteilen::V,паведаміць,comunica
1327,mitteilen::V,паведаміць,înștiința
1328,nennen::V,назваць,numi
1329,nennen::V,назваць,chema
1330,rufen::V,зваць,chema
1331,prahlen::V,хваліцца,se făli
1332,übersetzen::V,перакласці,traduce
1333,denken::V,думаць,gândi
1334,glauben::V,верыць,crede
1335,bemerken::V,заўважыць,observa
1336,erkennen::V,пазнаць,cunoaște
1337,erkennen::V,пазнаць,recunoaște
1338,begreifen::V,спасцігнуць,pricepe
1339,begreifen::V,спасцігнуць,înțelege
1340,verstehen::V,пачуць,înțelege
1341,lernen::V,вучыцца,învăța
1342,wissen::V,знаць,ști
1343,sich erinnern an::V,памятаць,a-și aminti de
1344,vergessen::V,забыць,uita
1345,messen::V,мераць,măsura
1346,zählen::V,лічыць,număra
1347,rechnen::V,лічыць,calcula
1348,lesen::V,чытаць,citi
1349,malen::V,маляваць,picta
1350,zeichnen::V,рысаваць,desena
1351,schreiben::V,пісаць,scrie
1352,besitzen::V,мець,avea
1353,besitzen::V,мець,poseda
1354,kaufen::V,купіць,cumpăra
1355,verkaufen::V,прадаць,vinde
1356,bezahlen::V,заплаціць,plăti
1357,bezahlen::V,заплаціць,achita
1358,zahlen::V,плаціць,plăti
1359,beherrschen::V,уладаць,stăpâni
1360,beherrschen::V,валодаць,stăpâni
1361,ertragen::V,выцерпець,răbda
1362,ertragen::V,выцерпець,suporta
