,Concept_ID,lez,mdf
773,schon::ADV,мадни дардиз,ни
774,schon::ADV,мадни гуьтӏуьз,ни
775,schon::ADV,мадни гуьтӏуь я,ни
776,vergebens::ADV,нагьакь,стак
777,vergebens::ADV,нагьакьа,стак
778,vor::PRP,вилик,инголе
779,hinter::PRP,кьулухъ,фтала
780,hinter::PRP,кьулухъ,мельге
781,unter::PRP,кӏаник,ала
782,durch::PRP,арадай,пачк
783,durch::PRP,-кай хкатна,пачк
784,neben::PRP,патав,ваксса
785,neben::PRP,мукьув,ваксса
786,zwischen::PRP,ара,ёткса
787,zwischen::PRP,арада,ёткса
788,wegen::PRP,гъиляй,сюнеда
789,dies::PRN,и,тя
790,dies::PRN,им,тя
791,das::PRN,а,ся
792,das::PRN,а,тона
793,das::PRN,ам,ся
794,das::PRN,ам,тона
795,alles::PRN,вири,сембе
796,alles::PRN,михьиз,сембе
797,ich::PRN,за,мон
798,ich::PRN,зун,мон
799,du::PRN,вун,тон
800,er::PRN,ам,сон
801,er::PRN,гьа,сон
802,wir::PRN,чун,минь
803,ihr::PRN,куьн,тинь
804,sie::PRN,абур,синь
805,was::FPRN,вуч,мезе
806,wer::FPRN,вуж,кие
807,wo::FADV,гьина,коса
808,wohin::FADV,гьиниз,ков
809,wohin::FADV,гьиниз,коза
810,wie::FADV,гьикӏ,ко́да
811,warum::FADV,вучиз,мес
812,wieviel::FNUM,шумуд,мзя́ра
813,eins::NUM,са,фкя
814,zwei::NUM,кьвед,кафта
815,drei::NUM,пуд,колма
816,vier::NUM,кьуд,ниле
817,fünf::NUM,вад,вете
818,sechs::NUM,ругуд,кота
819,sieben::NUM,ирид,сисем
820,acht::NUM,муьжуьд,кафкса
821,neun::NUM,кӏуьд,ве́йхкса
822,zehn::NUM,цӏуд,кемонь
823,elf::NUM,цӏусад,кефкие
824,zwölf::NUM,цӏикьвед,кемгафтува
825,zwanzig::NUM,къад,комсь
826,dreißig::NUM,къанницӏуд,колмогемонь
827,vierzig::NUM,яхцӏур,нильге́монь
828,fünfzig::NUM,яхцӏурни цӏуд,ве́дьгемонь
829,sechzig::NUM,пудкъад,ко́дгемонь
830,siebzig::NUM,пудкъанни цӏуд,сизьге́монь
831,achtzig::NUM,кьудкъад,ка́фксогемонь
832,neunzig::NUM,кьудкъанни цӏуд,ве́йхксогемонь
833,hundert::NUM,виш,сяда
834,tausend::NUM,агъзур,тёжянь
835,und::CNJ,ва,и
836,und::CNJ,ва,дъ
837,oder::CNJ,я,или
838,oder::CNJ,я,али
839,stehen::V,акъвазун,а́щемс стя́да
840,sitzen::V,ацукьун,ащемс озада
841,liegen::V,къаткун,ма́дозь а́щемс
842,hängen::V,куьрс хьун,нюрьгомс
843,werden::V,хьун,арамс
844,werden::V,хьун,тиевомс
845,passieren::V,хьун,лисэмс
846,passieren::V,хьун,эвондамс
847,beginnen::V,башламиш хьун,ушедомс
848,enden::V,куьтягь хьун,лоткамс
849,wechseln::V,дегиш хьун,по́лафнемс
850,aufgehen[Sonne]::V,экъечӏун,стямс
851,aufgehen[Sonne]::V,экъечӏун,лисемс
852,untergehen[Sonne]::V,акӏун,валгомс
853,scheinen[Sonne]::V,ишигь гун,ва́лдоптомс
854,donnern::V,къукърумар авун,торамс
855,strömen::V,авахьун,шудемс
856,fließen::V,авахьун,шудемс
857,sich drehen::V,элкъуьн,шаромс
858,schwanken::V,юзун,якамс
859,schwingen::V,галтад хьун,люксемс
860,schwingen::V,галтад хьун,нюрьсемс
861,fallen::V,аватун,прамс
862,fallen::V,аватун,прашендомс
863,brennen::V,кун,паломс
864,brennen::V,ккун,паломс
865,regnen::V,къун,пиземс
866,gefrieren::V,муркӏади кьун,эйндамс
867,gefrieren::V,муркӏади кьун,кельмомс
868,tauen::V,цӏурун,соламс
869,schmelzen::V,цӏурун,соламс
870,trocknen::V,кьурун,коськомс
871,sieden::V,ругун,лакамс
872,faulen::V,кутӏун,наксадомс
873,verfaulen::V,чуьруьтмиш хьун,наксадомс
874,verfaulen::V,кутӏун,наксадомс
875,reißen::V,атӏун,сязевомс
876,reißen::V,къазунун,сязевомс
877,versinken::V,батмиш хьун,ваямс
878,vergehen::V,алатун,ётамс
879,erscheinen::V,майдандиз акъатун,эвондамс
880,verschwinden::V,квахьун,юма́мс
881,sinken::V,элекьун,валгомс
882,abnehmen::V,тӏимил хьун,киремс
883,abnehmen::V,гъвечӏи хьун,киремс
884,zunehmen::V,артух хьун,ламокстомс
885,zunehmen::V,артух хьун,рашнемс
886,steigen::V,хкаж хьун,кеподемс
887,wachsen::V,экъечӏун,касомс
888,glänzen::V,цӏарцӏар гун,цинзелдомс
889,glänzen::V,цӏарцӏар гун,цифордомс
890,funkeln::V,нур гун,ци́фтордомс
891,lärmen::V,ван авун,жалнамс
892,läuten::V,зенг ягъун,гайфтемс
893,klingeln::V,зенг ягъун,гайфтемс
894,klirren::V,зигринг авун,ка́нзеркшнемс
895,brausen::V,къати хьун,жоледемс
896,rauschen::V,вишриш авун,вжнамс
897,rauschen::V,вишриш авун,гамнамс
898,klingen::V,ван авун,кайгомс
899,bellen::V,элуькьун,ува́мс
900,heulen::V,къув ягъун,сувомс
901,heulen::V,къув ягъун,урнамс
902,blasen::V,уф гун,уфа́мс
903,pfeifen::V,уьфт ягъун,вяшкомс
904,schreien::V,гьараюн,пешкодомс
905,stöhnen::V,суза авун,куфцемс
906,zittern::V,зурзун,таромс
907,leben::V,яшамиш хьун,эрямс
908,geboren werden::V,хьун,шачемс
909,atmen::V,нефес чӏугун,ажнамс
910,trinken::V,хъун,симомс
911,essen::V,тӏуьн,ярхцамс
912,schlucken::V,туькьуьнун,нилемс
913,müde werden::V,галатун,сиземс
914,müde werden::V,юргъун хьун,сиземс
915,einschlafen::V,ксун,матодовомс
916,schlafen::V,ксун,удомс
917,aufwachen::V,ахварай аватун,съргоземс
918,aufstehen::V,къарагъун,стямс
919,sich erholen::V,ял ягъун,ваймосемс
920,krank werden::V,кефсуз хьун,сярядькстомс
921,krank sein::V,тӏа хьун,сярядемс
922,schmerzen::V,тӏа хьун,сярядемс
923,husten::V,уьгьуь ягъун,козомс
924,genesen::V,сагъ хъхьун,пъ́чкамс
925,sterben::V,кьин,куломс
926,umkommen::V,терг хьун,юма́мс
927,sich bewegen::V,юзун,шаштомс
928,sich rühren::V,юзун,сърхка́мс
929,sich erheben::V,къарагъун,стямс
930,sich setzen::V,ацукьун,озамс
931,hinfallen::V,алукьун,прамс
932,hinfallen::V,алукьун,сяворемс
933,laufen::V,къекъуьн,якамс
934,schreiten::V,ккамар къачун,молемс
935,schreiten::V,ккамар къачун,аськолямс
936,spazierengehen::V,сейр авун,якамс
937,eilen::V,тади авун,эряскодомс
938,sich beeilen::V,гьерекатун,эряскодомс
939,sausen::V,чкурун,лиемс
940,rennen::V,катун,арнемс
941,rennen::V,зверун,арнемс
942,springen::V,хкадарун,комотнемс
943,klettern::V,акьахун,ку́цемс
944,kriechen::V,капаралди фин,шаштомс комада
945,schwimmen::V,сирнав авун,уемс
946,tauchen::V,кьилихъди циз вегьин,юпиемс
947,tauchen::V,кьилихъди циз вегьин,чёпафнемс
948,rudern::V,кьусуйралди лодка гьалун,па́немс ве́неж
949,rudern::V,цуьруьгъуьлдалди кӏватӏун,па́немс ве́неж
950,fahren::V,фин,ардомс
951,fliegen::V,лув гун,лиемс
952,fliegen::V,цавай фин,лиемс
953,gehen::V,фин,молемс
954,weggehen::V,хъфин,тумс
955,abfahren::V,фин,тумс
956,abfahren::V,рекье гьатун,тумс
957,anhalten::V,акъвазун,лоткамс
958,hineingehen::V,гьахьун,сува́мс
959,eintreten::V,гьахьун,сува́мс
960,kommen::V,атун,самс
961,ankommen::V,атун,самс
962,ankommen::V,атун,пачкодемс
963,zurückkommen::V,хтун,мърдамс
964,bleiben::V,амукьун,иля́домс
965,warten::V,гуьзлемишун,учемс
966,erwarten::V,вил алаз акъвазун,учемс
967,suchen::V,къекъуьн,вешемс
968,finden::V,жугъун,мумс
969,versuchen::V,алахъун,варчсемс
970,vorbereiten::V,гьазурун,анокламс
971,lieben::V,кӏан хьун,кельгомс
972,mögen::V,рикӏ ацукьун,кельгомс
973,lachen::V,хъуьруьн,рахамс
974,lachen::V,хъуьруьн,рахсемс
975,weinen::V,шехьун,авардемс
976,schimpfen::V,сеперар гун,сюцемс
977,schimpfen::V,экъуьгъунар авун,сюцемс
978,sich ärgern::V,хъел акатун,кяжиямс
979,sich fürchten::V,кичӏе хьун,пелемс
980,fürchten::V,къурхутмиш хьун,пелемс
981,fliehen::V,катун,ворьгодемс
982,flüchten::V,катун,ша́домс
983,flüchten::V,катун,во́рьгодемс
984,sehen::V,акун,няемс
985,anschauen::V,вил вегьин,ваномс
986,ansehen::V,килигун,ваномс
987,hören::V,ван хьун,марямс
988,zuhören::V,яб гун,ку́лхдоньомс
989,probieren::V,дад акун,варжамс
990,riechen::V,ни чӏугун,никса́мс
991,fühlen::V,гьисс авун,марямс
992,frieren::V,кьун,паломс
993,frieren::V,кьун,кельмомс
994,frieren::V,мекьи хьун,паломс
995,frieren::V,мекьи хьун,кельмомс
996,tun::V,авун,тиемс
997,können::V,хьун,маштомс
998,können::V,акъакьун,маштомс
999,wollen::V,кӏан хьун,-не-
1000,anfangen::V,башламишун,ушедомс
1001,beenden::V,куьтягьун,аде́ламс
1002,aufhören::V,акъвазун,лоткамс
1003,gelingen::V,арадал атун,удалакшнемс
1004,geraten::V,акъатун,лисемс
1005,öffnen::V,ахъаюн,панжемс
1006,schließen::V,акьалун,сёлгомс
1007,stellen::V,эцигун,путомс
1008,setzen::V,ацукьарун,озафнемс
1009,setzen::V,ацукьарун,озавтнемс
1010,legen::V,эцигун,путомс
1011,berühren::V,хкӏурун,токамс
1012,verbinden::V,гилигун,сотомс
1013,bedecken::V,кӏевун,комачамс
1014,bedecken::V,кӏевун,вельхтямс
1015,aufhängen::V,куьрсарун,повфтамс
1016,anzünden::V,куькӏуьрун,крьвя́стемс
1017,aufheben::V,хкажун,кеподемс
1018,aufheben::V,хкажун,касфтомс
1019,zurücklassen::V,тун,ка́домс
1020,verlieren::V,квадарун,юма́фтомс
1021,fallen lassen::V,авадрун,прафтомс
1022,machen::V,авун,тиемс
1023,machen::V,кар авун,тиемс
1024,herstellen::V,расун,анокламс
1025,bauen::V,туькӏуьрун,путомс
1026,reparieren::V,расун,петемс
1027,verbessern::V,хъсанрун,цебярьгофтомс
1028,ändern::V,табдил авун,полафтомс
1029,graben::V,эгъуьнун,шу́вомс
1030,graben::V,эгъуьнун,та́ргамс
1031,beugen::V,акӏажарун,мяндемс
1032,beugen::V,кангур авун,мяндемс
1033,biegen::V,патахъарун,комафтомс
1034,drehen::V,алчударун,шо́вамс
1035,drehen::V,алчударун,ша́рфнемс
1036,umdrehen::V,элкъуьрун,шарфтомс
1037,heben::V,хкажун,ке́подемс
1038,hochheben::V,хкажун,ке́подемс
1039,hochheben::V,хкажун,ка́сфтомс
1040,ergreifen::V,агалчна кьун,фатямс
1041,halten::V,кьун,кирдемс
1042,drücken::V,чуькьуьн,люпшта́мс
1043,schieben::V,хуртӏ гун,шашфтомс
1044,kratzen::V,къадгъунун,а́нгорямс
1045,kratzen::V,къадгъунун,киськоря́мс
1046,lecken::V,мез гун,нолсемс
1047,beißen::V,кӏасун,сускомс
1048,abreißen::V,галудун,сяземс
1049,abschneiden::V,атӏун,керомс
1050,stecken::V,сухун,сялгомс
1051,brechen::V,хун,си́ннемс
1052,brechen::V,хун,ка́лафтомс
1053,brechen::V,кукӏварун,си́ннемс
1054,brechen::V,кукӏварун,ка́лафтомс
1055,klopfen::V,тахъ-тахъ авун,чакамс
1056,klopfen::V,тахъ-тахъ авун,чакиемс
1057,hauen::V,ягъун,шавомс
1058,hauen::V,ягъун,пиксомс
1059,kleben::V,алкӏурун,пе́тфнемс
1060,kleben::V,кукӏурун,пе́тфнемс
1061,reiben::V,тӏушунун,шо́вамс
1062,streichen::V,алтадун,вадемс
1063,schleifen::V,кӏвенкӏв авун,шо́вамс
1064,schneiden::V,атӏун,керомс
1065,rütteln::V,къарсурун,та́рфтомс
1066,schütteln::V,къарсурун,шука́демс
1067,schwenken::V,элягъун,яфодемс
1068,schwenken::V,галтадун,яфодемс
1069,schütten::V,цун,каямс
1070,schütten::V,цун,нюрьхтя́мс
1071,füllen::V,ацӏурун,пяшкодемс
1072,einwickeln::V,кутун,тапардамс
1073,einwickeln::V,элкъуьрун,тапардамс
1074,tragen::V,тухун,кандомс
1075,schleppen::V,галчӏурун,ускомс
1076,ziehen::V,ялун,ускомс
1077,ziehen::V,чӏугун,ускомс
1078,aufbewahren::V,хуьн,ванфтомс
1079,werfen::V,гадрун,ёрямс
1080,fangen::V,кьун,кунда́мс
1081,packen::V,кьун,фатямс
1082,verstecken::V,кӏевун,кяшемс
1083,teilen::V,паюн,явомс
1084,schicken::V,ракъурун,кучемс
1085,bringen::V,гъун,кандомс
1086,bringen::V,гъун,пачфтемс
1087,hinzufügen::V,алава авун,пу́томс та́га
1088,hinzufügen::V,алава авун,ма́ксомс та́га
1089,bekommen::V,къачун,сявомс
1090,bekommen::V,жугъурун,сявомс
1091,erhalten::V,къачун,сявомс
1092,nehmen::V,къачун,сявомс
1093,wählen::V,хкягъун,ко́чкамс
1094,auswählen::V,хкягъун,кочкамс
1095,bewahren::V,хуьн,ванфтомс
1096,behindern::V,манийвал авун,шорямс
1097,verderben::V,чӏурун,коламс
1098,verderben::V,чӏурун,гастямс
1099,beschädigen::V,нукьсанвал гун,тиендемс зиян
1100,zerbrechen::V,хун,тапамс
1101,zerreißen::V,къазунун,сяземс
1102,zerstören::V,чӏурун,ка́лафтомс
1103,zerstören::V,барбатӏун,ка́лафтомс
1104,verbrennen::V,ккун,пълхта́мс
1105,geben::V,гун,ма́ксомс
1106,reichen::V,вугун,максомс
1107,reichen::V,гун,максомс
1108,schenken::V,пишкеш авун,каземс
1109,versprechen::V,гаф гун,ма́ксомс вал
1110,wünschen::V,дуьа авун,арьсемс
1111,loben::V,тариф авун,шна́мс
1112,küssen::V,темен гун,палсемс
1113,wiegen::V,эчӏягъун,нюря́фтомс
1114,zudecken::V,гьалдун,вельхтямс
1115,wecken::V,ахварай авудун,стя́фтомс
1116,wecken::V,ахварай авудун,съ́ргозьфтемс
1117,zeigen::V,къалурун,няфтемс
1118,führen::V,тухун,вятемс
1119,lehren::V,кӏелиз тун,тонафтомс
1120,unterrichten::V,тарс гун,тонафтомс
1121,aufziehen::V,тербия гун,касфтомс
1122,aufziehen::V,тербияламишун,касфтомс
1123,leiten::V,идара авун,вятемс
1124,antreiben::V,тади кутун,вятемс
1125,einladen::V,теклиф авун,тердемс
1126,einladen::V,теклиф авун,серьгядемс
1127,vereinigen::V,сад авун,пуроптомс
1128,vereinigen::V,сад авун,кочкамс марса
1129,besuchen::V,кьилив атун,варжамс
1130,treffen::V,гьалтун,васьфтомс
1131,sich versammeln::V,алтӏушун,кочкавомс
1132,spielen::V,къугъун,налхксемс
1133,singen::V,лугьун,морамс
1134,singen::V,мани лугьун,морамс
1135,tanzen::V,кьуьл авун,кштимс
1136,sich trennen::V,къакъатун,явомс
1137,verlassen::V,гъил къачун,кадондомс
1138,retten::V,къутармишун,идемс
1139,retten::V,къутармишун,араламс
1140,bewachen::V,хуьн,ваномс
1141,schützen::V,хуьн,а́раламс
1142,verteidigen::V,хуьн,а́раламс
1143,sich schlagen::V,кукӏун,тюремс
1144,schießen::V,акъатун,ляцемс
1145,siegen::V,гъалиб хьун,сяськомс
1146,ärgern::V,хъел гъун,кяжияфтомс
1147,ärgern::V,хъел кутун,кяжияфтомс
1148,schlagen::V,ягъун,токамс
1149,schlagen::V,галукьарун,токамс
1150,treten::V,кьуьл къекъягъун,тапамс
1151,treten::V,кьуьл эцягъун,тапамс
1152,stechen::V,акьадарун,пупамс
1153,stechen::V,акьадарун,сялгомс
1154,stoßen::V,эцягъун,тостядемс
1155,stehlen::V,чуьнуьхун,саламс
1156,stören::V,хкуьрун,шорсемс
1157,belästigen::V,хкуьрун,токсамс
1158,belästigen::V,хкуьрун,аф кадомс ваймама
1159,belästigen::V,азият гун,токсамс
1160,belästigen::V,азият гун,аф кадомс ваймама
1161,verbergen::V,далдаламишун,кяшемс
1162,täuschen::V,алцурарун,васькафтомс
1163,täuschen::V,алцурарун,кяльготнемс
1164,täuschen::V,алцуррун,васькафтомс
1165,täuschen::V,алцуррун,кяльготнемс
1166,betrügen::V,алцурарун,васькафнемс
1167,betrügen::V,гьарамзадавал авун,васькафнемс
1168,töten::V,яна кьин,шавомс
1169,töten::V,яна кьин,аде́ламс
1170,wohnen::V,дуланмиш хьун,эрямс
1171,arbeiten::V,кӏвалахун,покодемс
1172,arbeiten::V,кӏвалах авун,покодемс
1173,sammeln::V,кӏватӏун,кочкамс
1174,sammeln::V,кӏватӏун,пу́роптомс
1175,pflücken::V,атӏун,фатнемс
1176,pflücken::V,атӏун,нотфнемс
1177,jagen::V,гъуьрч авун,кунда́мс
1178,fischen::V,гъетер кьун,калонь кунда́мс
1179,fassen::V,кьун,кунда́мс
1180,hüten::V,чӏура хуьн,ваномс
1181,treiben::V,гьалун,панемс
1182,anbinden::V,акалун,сотомс
1183,füttern::V,ем гун,трямс
1184,füttern::V,ем гун,а́ндомс
1185,melken::V,ацун,потямс
1186,hacken::V,куьткуьнун,лазондомс
1187,gießen::V,яд гун,валомс
1188,reifen::V,чурун,кенеремс
1189,reifen::V,агакьун,кенеремс
1190,zubereiten::V,гьазурун,анокламс
1191,kochen::V,ругун,пидемс
1192,backen::V,чурун,пидемс
1193,braten::V,чурун,пуштомс
1194,umrühren::V,какадарун,шорямс
1195,stricken::V,хурун,кодамс
1196,nähen::V,цун,стамс
1197,färben::V,шир ягъун,а́рхтомс
1198,reinigen::V,михьун,ва́ткамс
1199,reinigen::V,михьун,а́роптомс
1200,waschen::V,чуьхуьн,муськомс
1201,abwischen::V,гуьцӏун,нардамс
1202,spülen::V,экъуьрун,оргалдомс
1203,fegen::V,шуткун,тяемс
1204,kehren::V,кул алтадун,тяемс
1205,baden::V,эхъуьн,э́шелямс
1206,sich waschen::V,жендек чуьхуьн,штамс
1207,ausziehen::V,хутӏунун,кайсефтемс
1208,ausziehen::V,галудун,кайсефтемс
1209,anziehen::V,алукӏун,ща́фтомс
1210,sich anziehen::V,алукӏун,щамс
1211,sich anziehen::V,парталар алукӏун,щамс
1212,kämmen::V,эвягъун,се́ендемс
1213,schmücken::V,безетмишун,на́ряжамс
1214,schmücken::V,безетмишун,ма́зоптомс
1215,schmücken::V,гуьрчегарун,на́ряжамс
1216,schmücken::V,гуьрчегарун,ма́зоптомс
1217,sagen::V,лугьун,азомс
1218,sagen::V,лугьун,мярьгомс
1219,sprechen::V,рахун,корхтамс
1220,reden::V,рахун,корхнемс
1221,sich unterhalten::V,ихтилат авун,корхнемс
1222,fragen::V,жузун,ки́зефтемс
1223,bitten::V,тӏалабун,а́намс
1224,bitten::V,тӏалабун,ве́шемс
1225,erzählen::V,ахъаюн,а́зондомс
1226,mitteilen::V,хабар гун,азомс
1227,nennen::V,тӏвар гун,лемдемс
1228,nennen::V,тӏвар гун,путомс лем
1229,rufen::V,эверун,серьгядемс
1230,prahlen::V,яцӏу гафар авун,шна́фтомс пря́
1231,übersetzen::V,таржума авун,ётафтомс
1232,übersetzen::V,гафладун,ётафтомс
1233,denken::V,фикир авун,арьсемс
1234,glauben::V,агъун,кемамс
1235,bemerken::V,фикир гун,ня́емс
1236,begreifen::V,гъавурда акьун,сатомс
1237,lernen::V,кӏелун,тонафнемс
1238,wissen::V,чир хьун,со́дамс
1239,wissen::V,чирхьун,со́дамс
1240,sich erinnern an::V,рикӏел хуьн,лятфтамс
1241,vergessen::V,рикӏелай фин,юкстамс
1242,vergessen::V,рикӏелай алатун,юкстамс
1243,messen::V,алцумун,ункснемс
1244,zählen::V,гьисабун,лу́вомс
1245,zählen::V,гьисабун,а́рьсемс
1246,rechnen::V,гьисабун,лувомс
1247,lesen::V,кӏелун,лувомс
1248,lesen::V,кӏелун,морафтомс
1249,malen::V,кхьин,рисова́ндамс
1250,malen::V,шикилар чӏугун,рисова́ндамс
1251,zeichnen::V,чӏугун,рисова́ндамс
1252,schreiben::V,кхьин,сёрмадомс
1253,besitzen::V,иеси хьун,улемс азоркс
1254,kaufen::V,къачун,рамамс
1255,kaufen::V,маса къачун,рамамс
1256,verkaufen::V,гун,мимс
1257,verkaufen::V,маса гун,мимс
1258,bezahlen::V,къимет гун,пандомс
1259,bezahlen::V,эвезда авун,пандомс
1260,bezahlen::V,гьакъи агакьрун,пандомс
1261,zahlen::V,къимет гун,па́ндомс
1262,zahlen::V,эвезда авун,па́ндомс
1263,zahlen::V,гьакъи агакьрун,па́ндомс
1264,beherrschen::V,иеси хьун,азорондамс
1265,ertragen::V,таб гун,кирдемс
1266,Oberschenkel::N,,пильгепукша
1267,Strömung::N,,шудема́
1268,Moor::N,,шяй
1269,Gedächtnis::N,,прявий
1270,Ski::N,,сокс
1271,Platte::N,,плита́
1272,Leine::N,,вядьме
1273,Geschäft::N,,ладяфкс
1274,Geschäft::N,,ладяф тев
1275,dick[Gegenstand]::A,,эчке
1276,auf einmal::ADV,,вихцок
1277,zurück::ADV,,ме́ки
1278,wieder::ADV,,та́га
1279,wehen::V,,уфа́мс
1280,rauchen::V,,качадомс
1281,schaukeln::V,,нюрямс
1282,rühren::V,,токамс седи
1283,scheinen::V,,ня́евомс
1284,zu sehen sein::V,,ня́евомс
1285,vernehmen::V,,марямс
1286,wenden::V,,ша́рфтомс
1287,binden::V,,сотомс
1288,lassen::V,,кошардомс
1289,erkennen::V,,содамс
1290,verstehen::V,,шарьхкодемс
