,Concept_ID,kn,ba
543,frisch::A,ನಿರ್ಮಲ,һалҡынса
544,feucht::A,ಒದ್ದೆಯಾದ,еүеш
545,feucht::A,ಒದ್ದೆಯಾದ,дымлы
546,nass::A,ಒದ್ದೆಯಾದ,еүеш
547,trocken::A,ಶುಷ್ಕ,кипкән
548,voll::A,ತುಂಬಿದ,тулы
549,leer::A,ಖಾಲಿ,буш
550,offen::A,ಮುಚ್ಚಲ್ಲದ,асыҡ
551,geschlossen::A,ಮುಚ್ಚಿದ,ябыҡ
552,sauber::A,ಶುದ್ಧ,таҙа
553,schmutzig::A,ಅಶುದ್ಧ,бысраҡ
554,roh::A,ಹಸಿ,сей
555,reif::A,ಹಣ್ಣಾದ,өлгөрғән
556,lecker::A,ಗುಚಿಕರ,тәмле
557,süß::A,ಸಿಹಿ,тямле
558,süß::A,ಸಿಹಿ,тәм-том
559,bitter::A,ಕಹಿ,әсе
560,sauer::A,ಹುಳಿಯಾದ,әсе
561,hell::A,ಹೊಳೆಯುವ,яҡты
562,dunkel::A,ಮಬ್ಬಾದ,ҡараңғы
563,schwarz::A,ಕಪ್ಪು,ҡара
564,weiß::A,ಬಿಳಿಯ,аҡ
565,rot::A,ಕೆಂಪು,матур
566,rot::A,ಕೆಂಪು,һылыу
567,rot::A,ಕೆಂಪು,сибәр
568,gelb::A,ಹಳದಯ,һары
569,blau::A,ನೀಲ,күк
570,grün::A,ಕಾಯಾದ,йәшел
571,grau::A,ಬೂದುಬಣ್ಣದ,буҙ
572,bunt::A,ವರ್ಣರಂಜಿತ,сыбар
573,bunt::A,ವರ್ಣರಂಜಿತ,ала-ҡола
574,billig::A,ಅಗ್ಗ,арзан
575,teuer::A,ದುಬಾರಿಯಾದ,ҡыйбатлы
576,wertvoll::A,ಅಮೂಲ್ಯ,ҡиммәтле
577,blind::A,ಅಂಧ,һуҡыр
578,taub::A,ಕಿವುಡಾದ,һаңғырау
579,kräftig::A,ಪ್ರಬಲ,көслө
580,kräftig::A,ಪ್ರಬಲ,ҡеүәтле
581,stark::A,ಶಕ್ತಿವಂತ,көслө
582,stark::A,ಶಕ್ತಿವಂತ,ҡеүәтле
583,schwach::A,ದುರ್ಬಲ,көсһөҙ
584,fett::A,ಕೊಬ್ಬಿದ,һимеҙ
585,schlank::A,ತೆಳ್ಳಗಿನ,зифа
586,hübsch::A,ಅಂದವಾದ,матур
587,böse::A,ಕೆಟ್ಟ,асыулы
588,dumm::A,ಮಂದ,иҫәр
589,faul::A,ಆಲಸ,иренсәк
590,fleißig::A,ಕಡಗುವ,тырыш
591,geizig::A,ಜುಗ್ಗ,һаран
592,klug::A,ಚತುರ,аҡыллы
593,geschickt::A,ದಕ್ಷ,оҫта
594,lieb::A,ಪ್ರಿಯ,яғымлы
595,lustig::A,ಖುಷಿಯಾದ,күңелле
596,sanft::A,ಸೌಮ್ಯ,йыуаш
597,hungrig::A,ಹಸಿದ,ас
598,krank::A,ಅಸ್ವಸ್ಥ,сирле
599,krank::A,ಅಸ್ವಸ್ಥ,ауырыу
600,nackt::A,ನಗ್ನ,яланғас
601,traurig::A,ದುಃಖಿತ,яманһыу
602,lebendig::A,ಜೀವಂತ,тере
603,lebendig::A,ಜೀವಂತ,йәнле
604,gut::A,ಒಳ್ಳೆಯ,яҡшы
605,schlecht::A,ದುಷ್ಟ,хөрт
606,schlecht::A,ದುಷ್ಟ,алама
607,richtig::A,ಸರಿ,дөрөҫ
608,schlimm::A,ಅಸಹ್ಯ,хөрт
609,schlimm::A,ಅಸಹ್ಯ,алама
610,wahr::A,ನಿಜ,дөрөҫ
611,alt::A,ಮುದಿ,иҫке
612,alt::A,ಮುದಿ,боронғо
613,neu::A,ಹೊಸ,яңы
614,ehemalig::A,ಮಾಜೀ,элекке
615,alt[Lebewesen]::A,ವೃದ್ಧ,ҡарт
616,jung::A,ಎಳ,йәш
617,arm::A,ಬಡ,фәҡир
618,reich::A,ಶ್ರೀಮಂತ,бай
619,bekannt::A,ಅಪ್ತ,таныш
620,berühmt::A,ಪ್ರಸಿದ್ಧ,атаҡлы
621,berühmt::A,ಪ್ರಸಿದ್ಧ,данлыҡлы
622,fremd::A,ಪರಕೀಯ,ят
623,fremd::A,ಪರಕೀಯ,сит
624,verschieden::A,ಬೇರೆ,төрлө
625,nah::A,ಹತ್ತಿರವಾದ,яҡын
626,fern::A,ದೂರದ,алыҫ
627,fern::A,ದೂರದ,йыраҡ
628,linker::A,ಎಡ,һул
629,rechter::A,ಬಲ,уң
630,anderer::A,ಇತರ,бутән
631,erster::A,ಪ್ರಥಮ,тәүге
632,zweiter::A,ದ್ವಿತೀಯ,икенсе
633,dritter::A,ಮೂರನೆಯಜಗತ್ತು,өсөнсө
634,letzter::A,ಅಂತ್ಯ,һуңғы
635,allein::ADV,ಒಬ್ಬನೇ,бер үҙе
636,allein::ADV,ಒಬ್ಬನೇ,яңғыҙ
637,auf einmal::ADV,ಒಡನೆ,бер юлы
638,zusammen::ADV,ಒಟ್ಟಿಗೆ,бергә
639,lange::ADV,ದೀರ್ಘ,оҙаҡ
640,plötzlich::ADV,ಅನಾಮತ್ತು,ҡапыл
641,sofort::ADV,ಜಾಗ್ರತೆ,шунда уҡ
642,später::ADV,ತರುವಾಯ,һуңыраҡ
643,jetzt::ADV,ಈಗ,хәҙер
644,heute::ADV,ಇಂದು,бөгөн
645,morgen::ADV,ನಾಳೆ,иртәгә
646,bald::ADV,ಬೇಗ,тиҙҙән
647,dann::ADV,ಆಗ,һуңынан
648,gestern::ADV,ನಿನ್ನೆ,кисә
649,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,ҡасандыр
650,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,бер баҡыт
651,damals::ADV,ಆಗ,ул саҡта
652,danach::ADV,ಆಮೇಲೆ,һуңынан
653,vorher::ADV,ಮುಂಚೆ,элек
654,zuerst::ADV,ಮೊದಲಿಗೆ,башта
655,einmal::ADV,ಒಮ್ಮೆ,бер
656,manchmal::ADV,ಆಗಾಗ,ҡайһы берҙә
657,oft::ADV,ಅನೇಕಸಲ,йыш
658,immer::ADV,ಯಾವಾಗಲೂ,һәр ҡасан
659,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,бер ҡасан да
660,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,бер ваҡытта ла
661,hier::ADV,ಇಲ್ಲಿ,бында
662,hierhin::ADV,ಇತ್ತ,бында
663,von hier::ADV,ಇಲ್ಲಿಂದ,бынан
664,von hier::ADV,ಇಲ್ಲಿಂದ,ошонан
665,dort::ADV,ಅಲ್ಲಿ,шунда
666,dort::ADV,ಅಲ್ಲಿ,тегендә
667,dorthin::ADV,ಅಲ್ಲಿಗೆ,шунда
668,dorthin::ADV,ಅಲ್ಲಿಗೆ,тегеләй
669,geradeaus::ADV,ಸೀದಾ,тура
670,vorwärts::ADV,ಮುನ್ನೆಡೆವ,алға
671,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,кирегә
672,zurück::ADV,ಹಿಂದಕ್ಕೆ,кирегә
673,unten::ADV,ಕೆಳಗೆ,түбәндә
674,hinab::ADV,ಕೆಳಕ್ಕೆ,түбәнгә
675,oben::ADV,ಮೇಲೆ,юғарыла
676,hinauf::ADV,ಮೇಲಕ್ಕೆ,юғарыға
677,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,бөтә урында
678,nicht::ADV,ಇಲ್ಲ,тугел
679,nicht::ADV,ಅಲ್ಲ,тугел
680,ein wenig::ADV,ತುಸು,аҙ
681,kaum::ADV,ಕಠಿನವಾಗಿ,көскә
682,kaum::ADV,ಕಠಿನವಾಗಿ,саҡ-саҡ
683,sehr::ADV,ಬಹು,ифат
684,so::ADV,ಅಷ್ಟು,шулай
685,noch::ADV,ಇನ್ನು,йәнә
686,nur::ADV,ಕೇವಲ,бары
687,schon::ADV,ಆಗಲೇ,инде
688,wieder::ADV,ಪುನಃ,тағы
689,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,бушҡа
690,vor::PRP,ಮುಂದೆ,алдында
691,hinter::PRP,ಹಿಂದ,артында
692,unter::PRP,ಕೆಳ,аҫтында
693,durch::PRP,ನೇರವಾಗಿ,үтә
694,neben::PRP,ಅಧರ ಬಲಿಕ,эргәһендә
695,zwischen::PRP,ನಡುವೆ,араһында
696,wegen::PRP,ಅಧಕ್ಕಗಿ,өсөн
697,wegen::PRP,ಅಧಕ್ಕಗಿ,сәбәпле
698,dies::PRN,ಈ,был
699,dies::PRN,ಈ,ошо
700,das::PRN,ಅದು,ул
701,alles::PRN,ಎಲ್ಲ,бөтә
702,ich::PRN,ನಾನು,мин
703,du::PRN,ನೀನು,һин
704,er::PRN,ಅವನು,ул
705,er::PRN,ಇವನು,ул
706,wir::PRN,ನಾವು,беҙ
707,ihr::PRN,ನೀವು,һеҙ
708,sie::PRN,ಅವರು,улар
709,was::FPRN,ಏನು,ә
710,was::FPRN,ಏನು,ни
711,was::FPRN,ಏನು,нәмә
712,wer::FPRN,ಯಾರಿಗೆ,ҡем
713,wo::FADV,ಎಲ್ಲಿ,ҡайҙа
714,wohin::FADV,ಎಲ್ಲಿಗೆ,ҡайҙа
715,wie::FADV,ಹೇಗೆ,инидәй
716,warum::FADV,ಏಕೆ,ин өсөн
717,wieviel::FNUM,ಎಷ್ಟು,күпме
718,eins::NUM,ಒಂದು,бер
719,zwei::NUM,ಎರಡು,ике
720,zwei::NUM,ಎರಡು,икәү
721,drei::NUM,ಮೂರು,өс
722,vier::NUM,ನಾಲ್ಕು,дүрт
723,fünf::NUM,ಅಯ್ದು,биш
724,sechs::NUM,ಆರು,алты
725,sieben::NUM,ಏಳು,ете
726,acht::NUM,ಎಂಟು,һигеҙ
727,neun::NUM,ಒಂಭಬತ್ತು,туғыҙ
728,zehn::NUM,ಹತ್ತು,ун
729,elf::NUM,ಹನ್ನೊಂದು,ун бер
730,zwölf::NUM,ಹನ್ನೆರಡು,ун ике
731,zwanzig::NUM,ಇಪ್ಪತ್ತು,егерме
732,dreißig::NUM,ಮೂವತ್ತು,утыҙ
733,vierzig::NUM,ನಲವತ್ತು,ҡырҡ
734,fünfzig::NUM,ಐವತ್ತು,илле
735,sechzig::NUM,ಅರುವತ್ತು,алтмыш
736,siebzig::NUM,ಎಪ್ಪತ್ತು,етмеш
737,achtzig::NUM,ಎಂಬತ್ತು,һикһән
738,neunzig::NUM,ತೊಂಬತ್ತು,туҡһан
739,hundert::NUM,ನೂರು,йөҙ
740,tausend::NUM,ಸಾವಿರ,мең
741,und::CNJ,ಮತ್ತು,да
742,oder::CNJ,ಅಥವಾ,йәки
743,stehen::V,ನಿಲ್ಲು,тороу
744,sitzen::V,ಕುಳ್ಳಿರು,ултырыу
745,liegen::V,ಮಲಗಿಕೊ,ятыу
746,hängen::V,ಇಳಿಯಬಿಡು,аҫылынып тороу
747,werden::V,ಆಗು,булыу
748,passieren::V,ಆಗು,булыу
749,beginnen::V,ಆರಂಭಿಸು,башлау
750,enden::V,ಕೊನೆಗಾಣು,бөтөү
751,enden::V,ಕೊನೆಗಾಣು,тамамланыү
752,wechseln::V,ಮಾರ್ಪಡಿಸು,үҙгәреү
753,aufgehen[Sonne]::V,ಮೂಡು,ҡалҡыу
754,untergehen[Sonne]::V,ಮುಳುಗು,байыу
755,scheinen[Sonne]::V,ಹೊಳೆ,яҡтыртып тороу
756,donnern::V,ಗುಡುಗಾಗು,күкрәү
757,wehen::V,ತೀಡು,иҫеү
758,strömen::V,ಹರಿ,ташыу
759,fließen::V,ಹರಿ,ағыу
760,sich drehen::V,ಸುತ್ತು,әйләнеү
761,schwanken::V,ಓಲಾಡು,тирбәлеү
762,schwingen::V,ತೂಗು,бәүетеү
763,fallen::V,ಉದುರು,йығылыу
764,brennen::V,ಉರಿ,яныу
765,rauchen::V,ಹೊಗೆಬಿಡು,төтәү
766,regnen::V,ಸುರಿ,ямғыр яуа
767,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,туңыү
768,tauen::V,ಬೆಚ್ಚಗಾಗು,иреү
769,schmelzen::V,ಕರಗು,иреү
770,trocknen::V,ಒಣಗು,кибеү
771,sieden::V,ಕುದಿ,ҡайнау
772,faulen::V,ಕೊಳೆ,сереу
773,verfaulen::V,ನಶಿಸು,сереу
774,reißen::V,ಒಡೆ,өҙөү
775,reißen::V,ಒಡೆ,йыртылыу
776,versinken::V,ಮುಳುಗು,батыу
777,vergehen::V,ಸಾಗು,үтеү
778,erscheinen::V,ತೋರು,килеп сығыу
779,verschwinden::V,ಮಾಯವಾಗು,юғалыу
780,sinken::V,ಕುಸಿ,түбәнәйеү
781,abnehmen::V,ತಗ್ಗು,кәметеү
782,zunehmen::V,ಬೆಳೆ,артыу
783,steigen::V,ಉಬ್ಬು,күтәрелеү
784,wachsen::V,ಬೆಳೆ,үҫеү
785,glänzen::V,ಮಿರುಗು,ялтырау
786,funkeln::V,ಮಿನುಗು,баҙлау
787,lärmen::V,ಶಬ್ದ ಮಾಡಲು,шаулау
788,läuten::V,ಬಾರಿಸು,ҡағыу
789,klingeln::V,ಅನುರಣಿಸು,ҡағыу
790,klingeln::V,ಅನುರಣಿಸು,шылтыратыу
791,klirren::V,ಕಿಣಿಕಿಣಿಸು,шылтыратыу
792,brausen::V,ಅಬ್ಬರಿಸು,ҡотороноу
793,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,шыптырлау
794,klingen::V,ಉಸಿರು,яңғырау
795,bellen::V,ಬಗುಳು,өрөү
796,heulen::V,ಅರಚು,олоу
797,blasen::V,ಗಾಳಿ ಊದು,өрөү
798,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,һызғырып ебәреү
799,schreien::V,ಕರೆ,ҡысҡырыу
800,stöhnen::V,ನರಳು,уңғырашыу
801,zittern::V,ನಡುಗು,ҡалтырау
802,leben::V,ಇರು,йәшәү
803,geboren werden::V,ಉಂಟಾಗು,тыуыу
804,atmen::V,ಉಸಿರು,тын алыү
805,trinken::V,ಕುಡಿ,эсеү
806,essen::V,ತಿನ್ನು,ашау
807,schlucken::V,ನುಂಗು,йотоу
808,müde werden::V,ಬಳಲು,арыу
809,einschlafen::V,ನಿದ್ಧೆಹೋಗು,йоҡлап китеү
810,schlafen::V,ನಿದ್ರಿಸು,йоҡлау
811,aufwachen::V,ಏಳು,уяныу
812,aufstehen::V,ಏಳು,тороу
813,sich erholen::V,ಸುಧಾರಿಸು,ял итеү
814,krank werden::V,ಬೇನೆಬೀಳು,сирләү
815,krank sein::V,ಕೆಟ್ಟ ಎಂದು,сирләү
816,schmerzen::V,ಕಚ್ಚು,ауыртыу
817,husten::V,ಕೆಮ್ಮು,йүтәлләү
818,genesen::V,ಮತ್ತೆಹೊದಿಸು,һауығыу
819,sterben::V,ಮೃತಪಡು,үлеү
820,umkommen::V,ಹಾಳಾಗು,һәләк булыу
821,sich bewegen::V,ಚಲಿಸು,хәрәкәт итеү
822,sich rühren::V,ಕದಲು,ҡуҙғалыу
823,sich erheben::V,ಏಳು,тороу
824,sich setzen::V,ಕೂರು,ултырыу
825,hinfallen::V,ಬೀಳು,ҡолау
826,laufen::V,ನಡೆ,йөрөү
827,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,атлау
828,spazierengehen::V,ವಿಹರಿಸು,ял итеп йороү
829,eilen::V,ಮುನ್ನುಗ್ಗು,ашығыу
830,eilen::V,ಮುನ್ನುಗ್ಗು,ҡабаланыу
831,sich beeilen::V,ಆತುರಪಡು,ашығыу
832,sich beeilen::V,ಆತುರಪಡು,ҡабаланыу
833,sausen::V,ಒಗೆ,елеү
834,rennen::V,ಓಡು,йүгеп йөрөү
835,springen::V,ಜಿಗಿ,һикереү
836,klettern::V,ಏರು,үрмәләү
837,klettern::V,ಏರು,үрмәләп менеү
838,schaukeln::V,ತೂಗು,сайҡалыу
839,kriechen::V,ತೆವಳು,шыуышыу
840,schwimmen::V,ಈಜು,йоҙөү
841,tauchen::V,ಕೆಳಗಿಳಿ,сумыу
842,rudern::V,ಸಾಗಿಸು,ишеү
843,fahren::V,ನಡೆಸು,йөрөү
844,fliegen::V,ಹಾರು,осоу
845,gehen::V,ಹೋಗು,барыу
846,weggehen::V,ಹೊರಡು,китеү
847,abfahren::V,ತೆರಳು,сығыу
848,anhalten::V,ನಿಲ್ಲು,тукталыу
849,hineingehen::V,ಒಳಹೊಗು,инеү
850,eintreten::V,ಒಳಹೊಗು,инеү
851,kommen::V,ಬರು,килеү
852,ankommen::V,ಬರು,килеү
853,zurückkommen::V,ಹಿಂದಿರುಗು,ҡайтыу
854,bleiben::V,ಇರು,ҡалыу
855,warten::V,ಇರು,көтөп тороу
856,erwarten::V,ನಿರೀಕ್ಷಿಸು,көтөү
857,suchen::V,ಹುಡುಕು,эҙләү
858,finden::V,ಕಂಡುಕೊ,табыу
859,versuchen::V,ಪ್ರಯತ್ನಿಸು,тырышып ҡарау
860,vorbereiten::V,ಸಿದ್ಧವಾಗು,әҙерләү
861,lieben::V,ಪ್ರೀತಿಸು,яратыу
862,mögen::V,ಇಷ್ಟಪಡು,һөйөү
863,mögen::V,ಇಷ್ಟಪಡು,яратыу
864,lachen::V,ನಗು,көлөү
865,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,ҡағылыу
866,weinen::V,ಅಳು,илау
867,schimpfen::V,ಗೊಣಗು,һүгенеү
868,schimpfen::V,ಗೊಣಗು,тиргәнеү
869,schimpfen::V,ಗೊಣಗು,һуҡраныу
870,sich ärgern::V,ಗಣಗಾಡು,асыуланыу
871,sich fürchten::V,ನಡುಗು,ҡурҡыу
872,fürchten::V,ಹೆದರು,ҡурҡыу
873,fliehen::V,ಓಡಿಹೋಗು,ҡасыу
874,flüchten::V,ಪಾರಾಗು,ҡасыу
875,sehen::V,ಕಾಣು,күреү
876,anschauen::V,ನೋಡು,ҡарау
877,ansehen::V,ನಿರೀಕ್ಷಿಸು,ҡарау
878,ansehen::V,ನಿರೀಕ್ಷಿಸು,тикшереү
879,hören::V,ಕೇಳು,ишетеү
880,zuhören::V,ಆಲಿಸು,тыңлау
881,probieren::V,ರುಚಿ ನೋಡು,татыу
882,riechen::V,ಮೂಸು,еҫкәү
883,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,тойоу
884,scheinen::V,ತೋರು,кеүек күренеү
885,scheinen::V,ತೋರು,тойолоу
886,zu sehen sein::V,ಕಾಣಿಸು,күренеү
887,vernehmen::V,ಕೇಳು,ишетеү
888,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,туңыү
889,tun::V,ಮಾಡು,яһау
890,tun::V,ಮಾಡು,әшләү
891,können::V,ಮಾಡಬಲ್ಲ,алыу
892,können::V,ಮಾಡಬಲ್ಲ,мөмкин булыу
893,wollen::V,ಬಯಸು,теләү
894,anfangen::V,ಪ್ರಾರಂಭಿಸು,башлау
895,beenden::V,ನಿಲ್ಲಿಸು,бөтөрөү
896,beenden::V,ನಿಲ್ಲಿಸು,тамамлау
897,aufhören::V,ಮುಗಿಸು,туктау
898,gelingen::V,ಯಶಸ್ವಿಯಾಗು,уңышлы булыу
899,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,булып сығыу
900,öffnen::V,ತೆರೆ,асыу
901,schließen::V,ಮುಚ್ಚು,йомоу
902,stellen::V,ಇಕ್ಕು,ҡуйыу
903,setzen::V,ಇಡು,урынлаштырыу
904,legen::V,ಇಡು,һалыу
905,berühren::V,ತಾಕು,тейеү
906,berühren::V,ತಾಕು,ҡағылыу
907,verbinden::V,ಕೂಡಿಸು,ҡушыу
908,verbinden::V,ಕೂಡಿಸು,бәйләү
909,bedecken::V,ಮುಚ್ಚು,ҡаплау
910,aufhängen::V,ತೂಗುಹಾಕು,элеү
911,anzünden::V,ಹತ್ತಿಸು,тоҡандырыу
912,aufheben::V,ಆಯಿ,мендереү
913,zurücklassen::V,ಬಿಡು,ҡалдырыу
914,verlieren::V,ಕಳೆ,юғалтыу
915,fallen lassen::V,ಬೀಳಿಸು,төшөрөп ебәреү
916,machen::V,ಮಾಡು,яһау
917,machen::V,ಮಾಡು,эшләү
918,herstellen::V,ತಯಾರಿಸು,эшләп сығарыу
919,bauen::V,ಕಟ್ಟು,төҙөү
920,reparieren::V,ಸರಿಪಡಿಸು,төҙәтеү
921,verbessern::V,ತಿದ್ದು,яҡшыртыу
922,ändern::V,ಬದಲಾಯಿಸು,үҙгәртеү
923,graben::V,ಅಗೆ,ҡаҙыу
924,beugen::V,ಬಗ್ಗಿಸು,бөгөү
925,biegen::V,ಬಗ್ಗಿಸು,бөгөү
926,drehen::V,ತಿರುಗು,өйрөлтөү
927,drehen::V,ತಿರುಗು,әйләндереү
928,wenden::V,ತಿರುಗು,әйләндереү
929,umdrehen::V,ತಿರುಗಿಸು,түңкәреү
930,heben::V,ಎತ್ತು,күтәреү
931,heben::V,ಎತ್ತು,мендереү
932,hochheben::V,ಎತ್ತು,күтәреү
933,ergreifen::V,ಆಕ್ರಮಿಸು,тотоп алыу
934,halten::V,ಹಿಡಿ,тотоу
935,drücken::V,ಒತ್ತು,ҡыҫыу
936,schieben::V,ನೂಕು,этеү
937,schieben::V,ನೂಕು,төртөү
938,kratzen::V,ತರಚಿಕೊಳ್ಳು,ҡырыу
939,lecken::V,ನೆಕ್ಕು,ялау
940,beißen::V,ಕಚ್ಚು,тешләү
941,abreißen::V,ಹರಿ,өҙөү
942,abschneiden::V,ಕತ್ತರಿಸು,ҡырҡыу
943,binden::V,ಕಟ್ಟು,бәйләү
944,stecken::V,ಸಿಕ್ಕಿಸು,ҡаҙау
945,brechen::V,ಮುರಿ,боҙоу
946,klopfen::V,ತಟ್ಟು,шаҡылдау
947,hauen::V,ಹೊಡೆ,туҡмау
948,kleben::V,ಅಂಟಿಸು,йәбештереү
949,reiben::V,ಉಜ್ಜು,ыуыу
950,reiben::V,ಉಜ್ಜು,ышҡыу
951,streichen::V,ಹರಡು,яғыу
952,schleifen::V,ಮಸೆ,үткерләү
953,schneiden::V,ಕತ್ತರಿಸು,ҡырҡыу
954,rütteln::V,ಕುಲುಕಿಸು,һелкетеү
955,schütteln::V,ಅಲುಗಿಸು,һелкетеү
956,schwenken::V,ತೂಗಾಡು,болғау
957,schütten::V,ಎರೆ,ҡойоу
958,füllen::V,ತುಂಬಿಸು,тултырыу
959,einwickeln::V,ಹೊದಿಸು,төрөү
960,tragen::V,ಹೊರು,алып барыу
961,schleppen::V,ಜಗ್ಗು,һөйрәү
962,ziehen::V,ಎಳೆ,тартыу
963,aufbewahren::V,ಇಟ್ಟುಕೊ,һаҡлау
964,werfen::V,ಎಸೆ,ырғытыу
965,fangen::V,ಹಿಡಿ,тотоу
966,packen::V,ಸೆಳೆ,етеү
967,packen::V,ಸೆಳೆ,тотоп алыу
968,verstecken::V,ಮುಚ್ಚಿಡು,йәшереү
969,teilen::V,ವಿಭಜಿಸು,бүлеү
970,schicken::V,ಕಳುಹಿಸು,ебәреү
971,bringen::V,ತರು,килтереү
972,hinzufügen::V,ಕೂಡಿಸು,өтәү
973,bekommen::V,ಸಂಪಾದಿಸು,алыу
974,erhalten::V,ಪಡೆ,алыу
975,nehmen::V,ಹಿಡಿ,алыу
976,wählen::V,ಆರಿಸು,һайлаү
977,auswählen::V,ಆಯಿ,һайлап алыу
978,bewahren::V,ರಕ್ಷಿಸಿಡು,һаҡлау
979,behindern::V,ಅಡ್ಡಿಮಾಡು,тотҡарлыҡ яһау
980,verderben::V,ಕೆಡಿಸು,боҙоу
981,beschädigen::V,ಹಾಳುಮಾಡು,боҙоу
982,zerbrechen::V,ಮುರಿ,ҡыйратыу
983,zerreißen::V,ಸೀಳು,йыртыу
984,zerstören::V,ಅಳಿಸು,емереү
985,verbrennen::V,ಸುಡು,үртәү
986,geben::V,ಕೊಡು,биреү
987,reichen::V,ಕೊಡು,биреү
988,schenken::V,ಅರ್ಪಿಸು,бүләк итеү
989,versprechen::V,ವಾಗ್ದಾನಮಾಡು,вәғәҙә биреү
990,wünschen::V,ಬಯಸು,теләу
991,loben::V,ಹೊಗಳು,маҡтау
992,küssen::V,ಚುಂಬಿಸು,үбеү
993,wiegen::V,ತೂಗು,бәүетеү
994,wiegen::V,ತೂಗು,тирбәтеү
995,zudecken::V,ಹಾಸು,ҡаплау
996,wecken::V,ಎಬ್ಬಿಸು,уятыу
997,zeigen::V,ತೋರಿಸು,күрһәтеү
998,führen::V,ದಾರಿತೋರಿಸು,етәкләү
999,lehren::V,ಕಲಿಸು,уҡытыу
1000,lehren::V,ಕಲಿಸು,өйрәтеү
1001,unterrichten::V,ಬೋಧಿಸು,уҡытыу
1002,aufziehen::V,ಸಲಹು,тәрбиәле
1003,leiten::V,ಮುಂದಾಳಾಗಿರು ,етәкләү
1004,leiten::V,ಮುಂದಾಳಾಗಿರು ,етәкселек итеү
1005,antreiben::V,ಓಡಿಸು,ашыҡтырыу
1006,lassen::V,ಮಾಡಲುಬಿಡು,мәжбүр итеү
1007,einladen::V,ಆಹ್ವಾನಿಸು,саҡырыу
1008,vereinigen::V,ಒಂದಾಗು,берләштереү
1009,besuchen::V,ಭೇಟಿಯಾಗು,килеп сығыу
1010,treffen::V,ಸಂಧಿಸು,тойоү
1011,treffen::V,ಸಂಧಿಸು,осратыу
1012,treffen::V,ಸಂಧಿಸು,ҡаршылау
1013,sich versammeln::V,ನೆರೆ,йыйылыу
1014,spielen::V,ಆಡು,тартыу
1015,singen::V,ಹಾಡು,йырлау
1016,tanzen::V,ಕುಣಿ,бейеү
1017,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,айырылышыу
1018,verlassen::V,ಕಳೆ,ташлау
1019,verlassen::V,ಕಳೆ,ташлап китеү
1020,retten::V,ರಕ್ಷಿಸು,ҡотҡарыу
1021,bewachen::V,ಕಾಪಾಡು,һаҡлау
1022,schützen::V,ಸಂರಕ್ಷಿಸು,һаҡлау
1023,verteidigen::V,ಕಾಪಿಡು,яҡлау
1024,sich schlagen::V,ಕಿತ್ತಾಟ,һуғышыу
1025,schießen::V,ಎಸೆ,атыу
1026,siegen::V,ಗೆಲ್ಲು,еңеү
1027,ärgern::V,ರೇಗಿಸು,асыуландырыу
1028,schlagen::V,ಹೊಡೆ,бәреү
1029,schlagen::V,ಹೊಡೆ,туҡмау
1030,treten::V,ಒದೆ,тибеү
1031,treten::V,ಒದೆ,типкеләү
1032,stechen::V,ಚುಚ್ಚು,сәнсеү
1033,stoßen::V,ತಳ್ಳು,этеү
1034,stoßen::V,ತಳ್ಳು,төртөү
1035,stehlen::V,ಕದಿ,урлау
1036,stören::V,ಕತಕು,ҡамасаулау
1037,belästigen::V,ತೊಂದರೆ,бимазалау
1038,belästigen::V,ತೊಂದರೆ,ҡамасаулау
1039,verbergen::V,ಮರೆಮಾಜು,йәшереү
1040,täuschen::V,ಠಕ್ಕಿಸು,ултыртыу
1041,betrügen::V,ವಂಚಿಸು,алдау
1042,töten::V,ಕೊಲ್ಲು,үлтереү
1043,wohnen::V,ವಾಸಿಸು,йәшәү
1044,arbeiten::V,ಕೆಲಸ ಮಾಡು,эшләү
1045,sammeln::V,ಸಂಚಯಿಸು,йыйыу
1046,pflücken::V,ಬಿಡಿಸು,өҙөү
1047,jagen::V,ಬೇಟೆಯಾಡು,аулау
1048,fischen::V,ಮೀನು ಹಿಡಿ,аулау
1049,fassen::V,ಹಿಡಿ,тотоу
1050,hüten::V,ಗುಂಪುಸೇರಿಸು,көтөү
1051,treiben::V,ದಬ್ಬು,ҡыуыу
1052,anbinden::V,ಬಿಗಿ,бәйләү
1053,füttern::V,ಮೇಯಿಸು,ашатыу
1054,melken::V,ಹಾಲು ಕರೆ,һауыү
