,Concept_ID,ce,lbe
726,kaum::ADV,халла,дахьа
727,sehr::ADV,вуно,оьну
728,sehr::ADV,вуно,гужну
729,sehr::ADV,вуно,хъинну
730,noch::ADV,кхин,гьала
731,noch::ADV,кхин,уттигу
732,noch::ADV,кхин,цакьинва
733,noch::ADV,кхин,ттигу-шилагу
734,nur::ADV,бен ...ца,анжагь
735,schon::ADV,хӏинцале,
736,wieder::ADV,юха а,цӏуницӏа
737,vergebens::ADV,эрна,аьдада
738,vergebens::ADV,эрна,нахӏакь
739,vor::PRP,хьалха,хьхьичӏ
740,hinter::PRP,тӏехьа,махъ
741,unter::PRP,кIелахь,лув
742,durch::PRP,чекх,-х
743,neben::PRP,юххе,чӏарав
744,zwischen::PRP,юккъехь,дянив
745,wegen::PRP,дуьхьа,цӏаний
746,dies::PRN,и,ва
747,dies::PRN,иза,ва
748,das::PRN,и,та
749,das::PRN,и,кӏа
750,das::PRN,и,га
751,das::PRN,иза,та
752,das::PRN,иза,кӏа
753,das::PRN,иза,га
754,alles::PRN,дерриг,щала
755,ich::PRN,cо,на
756,du::PRN,хьо,ина
757,er::PRN,и,му
758,er::PRN,иза,му
759,wir::PRN,тхо,жу
760,wir::PRN,вай,жу
761,ihr::PRN,шу,зу
762,sie::PRN,уьш,
763,was::FPRN,хӏун,ци
764,wer::FPRN,мила,цу
765,wo::FADV,мичaхь,чув
766,wohin::FADV,мича,чун
767,wie::FADV,муха,цукун
768,warum::FADV,хӏунда,цан
769,wieviel::FNUM,мел,циксса
770,wieviel::FNUM,маса,циксса
771,eins::NUM,цхьаъ,ца
772,zwei::NUM,шиъ,кӏива
773,drei::NUM,кхоъ,шамма
774,vier::NUM,диъ,мукьа
775,vier::NUM,диъ,мукьва
776,fünf::NUM,пхиъ,ххюва
777,sechs::NUM,ялх,ряхва
778,sieben::NUM,ворхӏ,арула
779,acht::NUM,бархӏ,мяйва
780,neun::NUM,исс,урчӏва
781,zehn::NUM,итт,ацӏва
782,elf::NUM,цхьайтта,ацӏния цава
783,zwölf::NUM,шийтта,ацӏиия кӏива
784,zwanzig::NUM,ткъа,кьува
785,dreißig::NUM,ткъе итт,зувира
786,vierzig::NUM,шовзткъа,мукьцӏала
787,fünfzig::NUM,шовзткъе итт,ххюцӏала
788,sechzig::NUM,кхузткъа,ряхцӏала
789,siebzig::NUM,кхузткъе итт,
790,achtzig::NUM,дезткъа,мяйцӏала
791,neunzig::NUM,дезткъе итт,урчӏцӏала
792,hundert::NUM,бӏе,ттурш
793,hundert::NUM,бӏе,ттуршва
794,tausend::NUM,эзар,азарва
795,und::CNJ,a,-гу
796,oder::CNJ,я,я
797,oder::CNJ,я,ягу
798,stehen::V,латта,ацӏан
799,sitzen::V,хиъна ӏан,щяивкӏун икӏан
800,liegen::V,ӏилла,утту нвхьуну икӏан
801,hängen::V,кхаза,зурчӏай тӏун
802,werden::V,хила,хьун
803,passieren::V,хила,хьун
804,beginnen::V,доло,дайдишин
805,beginnen::V,доло,дайдирхьуну дикӏан
806,enden::V,дӏадерза,къуртал дан
807,wechseln::V,хийца,даххана хьун
808,wechseln::V,хийца,даххана дуллан
809,aufgehen[Sonne]::V,кхета,буклай бур
810,untergehen[Sonne]::V,чубуза,лаглай бур
811,scheinen[Sonne]::V,серло яла,битан
812,scheinen[Sonne]::V,серло яла,чани буллан
813,donnern::V,къекъа,тӏий бур
814,wehen::V,хьекха,бишлай бур
815,strömen::V,эха,экьинан
816,fließen::V,охьаэха,экьинан
817,sich drehen::V,хьийза,гьанан
818,schwanken::V,леста,хъюлчу тӏун
819,schwanken::V,леста,хӏуркку тӏун
820,schwingen::V,лесто,хъюлчай тӏун
821,schwingen::V,лесто,хъюлчу тӏун
822,fallen::V,охьакхета,багьлан
823,brennen::V,дага,ччучлан
824,rauchen::V,оза,пуркӏу тӏун
825,regnen::V,догlа догlу,лачӏун
826,regnen::V,догlа догlу,лачIлай дур
827,gefrieren::V,гӏоро,микӏ лачӏун
828,tauen::V,даша,баслан
829,schmelzen::V,лала,баслан
830,trocknen::V,дакъо,кьакьан
831,sieden::V,кхехка,щаран
832,faulen::V,дахкадала,аьллан
833,verfaulen::V,дахкадала,аьллан
834,verfaulen::V,дахкадала,аьян
835,reißen::V,хеда,ххя дукан
836,versinken::V,хичудаха,оькьлан
837,versinken::V,хичудаха,оькьан
838,vergehen::V,дlаэха,лялиян
839,erscheinen::V,схьадала,буккан
840,erscheinen::V,схьадала,загьир хьун
841,erscheinen::V,ӏоттадала,буккан
842,erscheinen::V,ӏоттадала,загьир хьун
843,verschwinden::V,къайладала,бат хьун
844,verschwinden::V,къайладала,акъа хьун
845,sinken::V,лахдала,чахь учин
846,zunehmen::V,лакхадала,гьарза хьун
847,steigen::V,хьаладала,гьаз хьун
848,wachsen::V,кхиа,ххяххан
849,glänzen::V,лепа,цӏай буккан
850,funkeln::V,къега,цӏай-цӏай тӏун
851,lärmen::V,гӏовгӏаян,чӏу буллан
852,lärmen::V,гӏовгӏаян,аьлагъужа буллан
853,läuten::V,детта,занг ришлан
854,läuten::V,детта,занг дуллан
855,klingeln::V,дека,занг ришлан
856,klingeln::V,дека,занг дуллан
857,klirren::V,дека,
858,brausen::V,хьаьдда даха,никъащилан
859,rauschen::V,леста,щурщур тӏун
860,klingen::V,дека,чӏу буклан
861,bellen::V,лета,хӏап тӏун
862,heulen::V,угӏа,
863,blasen::V,хӏуп баха,уф тӏун
864,pfeifen::V,шок етта,щютӏа тӏун
865,schreien::V,мохь бетта,чӏу бан
866,stöhnen::V,узарш дан,угь-къак тӏун
867,zittern::V,дега,зурзу чин
868,zittern::V,дега,зурзу тӏун
869,leben::V,даха,ялапар хъанан
870,geboren werden::V,хила,ан
871,atmen::V,садеӏа,ссихӏ ласлан
872,atmen::V,садеӏа,ссихӏ бигьлан
873,trinken::V,мала,хӏачӏан
874,trinken::V,мала,хӏачӏлан
875,essen::V,кхалла,канан
876,schlucken::V,къурдбан,кьюлтӏа тӏун
877,müde werden::V,кӏаддала,аьхчӏин
878,einschlafen::V,наб кхета,шанан икӏан
879,schlafen::V,вижа,шанан
880,schlafen::V,наб ян,шанан
881,schlafen::V,дижина хила,шанан
882,aufwachen::V,самадала,чантӏ учин
883,aufstehen::V,гӏатта,бизан
884,sich erholen::V,садаӏа,бигьалаган
885,krank werden::V,цомгуш хила,къашай хьун
886,krank sein::V,цомгуш хила,къашай хъанан
887,krank sein::V,цомгуш хила,къашавай икӏан
888,schmerzen::V,лаза,цӏун
889,schmerzen::V,ӏийжа,цӏун
890,husten::V,йовхарш етта,хъугьу чин
891,husten::V,йовхарш етта,хъугьу тӏун
892,genesen::V,тадала,хъин хьун
893,genesen::V,тадала,сагъ лаган
894,sterben::V,дала,ивчӏан
895,umkommen::V,хӏаллакхила,лиллан
896,umkommen::V,хӏаллакхила,литӏлан
897,umkommen::V,хӏаллакхила,ажал биян
898,umkommen::V,хӏаллакхила,личӏи хьун
899,umkommen::V,хӏаллакхила,иакьлу хьун
900,umkommen::V,хӏаллакхила,ахир жан хъанан
901,umkommen::V,хӏаллакхила,рухӏирачӏа икӏан
902,sich bewegen::V,лела,сукку хьун
903,sich rühren::V,меттахъхьен,сукку хьун
904,sich erheben::V,хьалагlатта,бизан
905,sich setzen::V,хаа,щяикӏан
906,sich setzen::V,хаа,щябикӏан
907,hinfallen::V,дожа,багьан
908,hinfallen::V,охьакхета,багьан
909,laufen::V,вада,занан
910,laufen::V,хьада,занан
911,schreiten::V,болар дан,ша ласлан
912,schreiten::V,ког баккха,ша ласлан
913,spazierengehen::V,доладала,сайр буллан
914,eilen::V,сихдала,анавар буккан
915,sich beeilen::V,сихдала,анавар буккан
916,rennen::V,дада,лечлан
917,springen::V,ирхкхийсадала,тӏанкӏ дан
918,klettern::V,тӏедийла,лахълан
919,schaukeln::V,техко,гьайжак бигьлан
920,kriechen::V,такха,ххярк тӏун
921,schwimmen::V,некадан,гьузун
922,tauchen::V,чулелха,лултту уккан
923,rudern::V,дига лело,бяхлан
924,rudern::V,дига лело,батӏлан
925,rudern::V,дига лело,ххялаххи дуклан
926,rudern::V,кема лело,бяхлан
927,rudern::V,кема лело,батӏлан
928,rudern::V,кема лело,ххялаххи дуклан
929,fahren::V,хахка,гьан
930,fliegen::V,тӏемадала,лехлан
931,gehen::V,лeла,нан
932,weggehen::V,дӏадаха,ялагьан
933,abfahren::V,дӏадаха,гьан
934,anhalten::V,саца,бацӏан
935,hineingehen::V,чудала,буххан
936,eintreten::V,чудала,буххан
937,kommen::V,кхача,учӏан
938,kommen::V,дӏакхача,учӏан
939,kommen::V,схьакхача,учӏан
940,ankommen::V,кхача,биян
941,ankommen::V,кхача,бучӏан
942,ankommen::V,схьакхача,биян
943,ankommen::V,схьакхача,бучӏан
944,zurückkommen::V,юхада,зана хъун
945,zurückkommen::V,юхада,зана бикӏан
946,bleiben::V,диса,личӏан
947,warten::V,хьежа,ялугьлан
948,warten::V,cобар дан,ялугьлан
949,erwarten::V,хьоьжуш ӏан,ялугьлан
950,suchen::V,леха,луглан
951,finden::V,каро,лякъин
952,versuchen::V,дан хьажа,ххал буллан
953,vorbereiten::V,кечъян,хӏадур бан
954,lieben::V,деза,эшкьи хьуиу бикӏан
955,mögen::V,безамхила,ххиран бикӏан
956,lachen::V,дела,хъян
957,rühren::V,хьедан,
958,weinen::V,делха,аьтӏун
959,schimpfen::V,чехо,дяъван
960,schimpfen::V,чехо,ссугайи агьан
961,sich ärgern::V,оьгӏазъэха,ссибизлан
962,sich fürchten::V,кхера,ингъауслан
963,fürchten::V,кхера,хӏучӏ тӏун
964,fliehen::V,дӏадада,ака бан
965,flüchten::V,дӏадада,лихъан
966,sehen::V,ган,чӏалан
967,anschauen::V,хьажа,урган
968,anschauen::V,хьежа,урган
969,ansehen::V,хьовса,буруглан
970,hören::V,хаза,баллан
971,zuhören::V,ладогӏа,вичӏи дихьлан
972,probieren::V,хьажа,тӏин ххал буллан
973,riechen::V,хьожа яха,ссунтӏа тӏун
974,fühlen::V,хаадала,дакӏнил буслан
975,scheinen::V,мотта,ххан
976,scheinen::V,мотта,бизан
977,scheinen::V,мотта,ххан бикӏлай бикӏан
978,zu sehen sein::V,гуш хила,
979,vernehmen::V,бартхатта,баян
980,frieren::V,гӏоро,лигьулул хъанан
981,tun::V,дан,бан
982,können::V,дадала,хьун
983,wollen::V,тӏергӏа,
984,anfangen::V,доло,дайдишин
985,beenden::V,довла,къуртал бан
986,aufhören::V,саца,кьабагьан
987,gelingen::V,кадала,бюхъан
988,geraten::V,хила,
989,öffnen::V,дӏаделла,тӏитӏин
990,öffnen::V,схьаделла,тӏитӏин
991,schließen::V,къовла,лакьин
992,schließen::V,дӏачӏагӏа,лакьин
993,stellen::V,хlотто,дацӏан дан
994,stellen::V,хlотто,бишин
995,setzen::V,дийгӏа,щяитан
996,legen::V,охьадилла,бишин
997,berühren::V,хьедан,ка щун
998,verbinden::V,вовшахтаса,бахӏин
999,verbinden::V,вовшахтаса,дахӏин
1000,bedecken::V,тилла,ялтту бущин
1001,bedecken::V,тилла,ялтту бакьин
1002,bedecken::V,тӏетаса,ялтту бущин
1003,bedecken::V,тӏетаса,ялтту бакьин
1004,aufhängen::V,хьалаолла,лахъан
1005,anzünden::V,лато,лахъан
1006,aufheben::V,айа,гьаз бан
1007,zurücklassen::V,дита,кьаитан
1008,zurücklassen::V,дита,битан
1009,verlieren::V,дайа,дакъа дан
1010,fallen lassen::V,охьадожо,рутан
1011,machen::V,дан,дан
1012,herstellen::V,дан,яраг ишла бувиу бан
1013,bauen::V,гӏишлоян,дан
1014,reparieren::V,тадан,дакьин дан
1015,verbessern::V,нисдан,ххуй дан
1016,ändern::V,хийца,баххана бан
1017,graben::V,ахка,дуклан
1018,beugen::V,сатто,лахӏан бан
1019,beugen::V,сатто,кьус бикӏан
1020,biegen::V,сатто,баччин
1021,biegen::V,сатто,лахӏан бан
1022,drehen::V,хьовзо,гьанан
1023,umdrehen::V,хьовзo,кӏура баен бан
1024,heben::V,айа,гьаз бан
1025,heben::V,хьалаайа,гьаз бан
1026,hochheben::V,хьалаайа,гьаз бан
1027,ergreifen::V,дӏалаца,хъап дан
1028,ergreifen::V,дӏалаца,хъап увиу угьан
1029,halten::V,латто,бугьлан
1030,drücken::V,тӏетаӏо,кьюч бигьлан
1031,schieben::V,татта,щун
1032,kratzen::V,мӏараш тийса,
1033,lecken::V,мотт хьекха,ланцӏа тӏун
1034,beißen::V,катoха,хъапа тӏун
1035,beißen::V,катoха,кьацӏа тӏун
1036,abreißen::V,схьадаккха,буцан
1037,abschneiden::V,кхада,бухъан
1038,abschneiden::V,кхада,кьукьин
1039,binden::V,дӏадехка,бахӏин
1040,binden::V,дӏадехка,дахӏин
1041,binden::V,вовшахтаса,бахӏин
1042,binden::V,вовшахтаса,дахӏин
1043,stecken::V,чудахийта,
1044,brechen::V,кагдан,гъагъан
1045,klopfen::V,детта,кьутӏа тӏун
1046,hauen::V,етта,рищун
1047,kleben::V,тӏелато,лачӏун буллан
1048,reiben::V,хьекхо,ссуку буллан
1049,streichen::V,тlехьакха,дугъан
1050,streichen::V,тlехьакха,аьгъу дан
1051,schleifen::V,ирдан,
1052,schneiden::V,ларга,духълан
1053,schneiden::V,ларга,кьукьлан
1054,rütteln::V,лесто,
1055,schütteln::V,лесто,хъюлчу буллан
1056,schwenken::V,лесто,палцӏ дуллан
1057,schütten::V,дотта,рутӏин
1058,füllen::V,дуза,буцӏин бан
1059,einwickeln::V,хьарчо,кай-кай бан
1060,tragen::V,дахьа,ларсун занан
1061,tragen::V,дахьа,ларсун ачин
1062,schleppen::V,ийзо,ххилан
1063,ziehen::V,озо,
1064,aufbewahren::V,ӏалашдан,ядан
1065,aufbewahren::V,ӏалашдан,ядуллан
1066,werfen::V,кхосса,личин
1067,fangen::V,леца,бугьан
1068,fangen::V,леца,бугьлан
1069,packen::V,леца,
1070,verstecken::V,къайладаккха,ладитан
1071,verstecken::V,къайладаккха,кьюлтӏ дан
1072,verstecken::V,къайладаккха,дахьлаган дан
1073,teilen::V,декъа,бачӏин
1074,teilen::V,декъа,бутӏа бан
1075,schicken::V,дӏадахьийта,тӏайла буккан
1076,bringen::V,дан,диян дан
1077,hinzufügen::V,тӏетоха,ххи бан
1078,bekommen::V,даккха,ласун
1079,erhalten::V,даккха,ласун
1080,nehmen::V,схьаэца,ласун
1081,wählen::V,харжа,бувчӏин
1082,auswählen::V,харжа,бувчӏин
1083,auswählen::V,харжа,язи бугьан
1084,bewahren::V,lалашдан,ядан
1085,behindern::V,новкъарло ян,дайщишруду дуллан
1086,verderben::V,талхо,зия дан
1087,beschädigen::V,дохо,зарал буллан
1088,zerbrechen::V,дохо,гьагъан
1089,zerbrechen::V,дохо,гьагъан бан
1090,zerbrechen::V,кагдан,гьагъан
1091,zerbrechen::V,кагдан,гьагъан бан
1092,zerreißen::V,хадо,ххяхха дуккан
1093,zerstören::V,дохо,лекьан дан
1094,zerstören::V,кагдан,лекьан дан
1095,verbrennen::V,даго,ччуччин
1096,geben::V,яла,дулун
1097,reichen::V,дӏадала,дулун
1098,reichen::V,дӏакховдо,дулун
1099,schenken::V,совгӏат дан,пишкаш дан
1100,schenken::V,совгӏат дан,багъишла дан
1101,schenken::V,совгӏат дан,ихӏсандалун дуллун
1102,versprechen::V,ваӏда дан,банна чин
1103,wünschen::V,лаа,
1104,loben::V,хасто,цӏа дан
1105,küssen::V,оба яккха,ппай тӏун
1106,wiegen::V,тахка,гьуркку тӏун
1107,wiegen::V,тахка,гьуркку буллан
1108,wiegen::V,тахка,гьуркку бан
1109,zudecken::V,тӏетаса,
1110,wecken::V,самадаккха,чантӏ учин ан
1111,zeigen::V,гайта,ккаккан бан
1112,führen::V,дига,буцин
1113,lehren::V,ӏамо,лахьхьин бан
1114,lehren::V,ӏамо,лахьхьин буллан
1115,unterrichten::V,хьеха,дарс дишаван
1116,aufziehen::V,кхио,хъуна ан
1117,aufziehen::V,кхио,тарбия ан
1118,leiten::V,урхалла дан,каялувшиву дан
1119,antreiben::V,сихдан,
1120,lassen::V,-йта,
1121,einladen::V,кхайкха,хъамалу оьвчин
1122,vereinigen::V,цхьаьнатоха,ца бан
1123,besuchen::V,хьажахIотта,ялун уххан
1124,treffen::V,дуьхьалкхета,хьуна бакьин
1125,sich versammeln::V,гулдан,батӏин
1126,spielen::V,ловза,тӏуркӏу тӏун
1127,singen::V,лакха,балай тӏун
1128,tanzen::V,хелхадала,къавтӏун
1129,sich trennen::V,къаста,ппив хьун
1130,verlassen::V,дита,увккун гьан
1131,retten::V,кӏелхьардаккха,ххассал бан
1132,bewachen::V,ха дан,къарал бан
1133,schützen::V,лардан,ябан
1134,verteidigen::V,лардан,буруччин
1135,sich schlagen::V,етта,биян
1136,schießen::V,детта,битлан
1137,siegen::V,тола,ххув хьун
1138,siegen::V,тола,ххувшаву ласун
1139,ärgern::V,оьгӏаздахийта,ссибизан уллан
1140,schlagen::V,тоха,рищун
1141,treten::V,мийра тоха,
1142,stechen::V,ӏотта,кьутӏин
1143,stechen::V,къовзо,кьутӏин
1144,stoßen::V,татта,щун
1145,stehlen::V,лачкъо,дацин
1146,stören::V,новкъарло ян,кьючин
1147,belästigen::V,сагатдан,бизар уллан
1148,verbergen::V,къайладаккха,лабитан
1149,verbergen::V,къайладаккха,кӏучӏ бан
1150,täuschen::V,ӏexo,хъяврин ан
1151,betrügen::V,ледан,аьикьин ан
1152,töten::V,ден,ивчӏан
1153,wohnen::V,даха,оьрму бутлан
1154,arbeiten::V,къахьега,зун
1155,sammeln::V,гулдан,ттихӏин
1156,sammeln::V,гулдан,вив дишин
1157,pflücken::V,даха,риттун
1158,jagen::V,талла,авли занан
1159,fischen::V,чӏерий леца,чавахъру бугьлан
1160,fassen::V,лаца,бугьан
1161,fassen::V,схьалаца,бугьан
1162,hüten::V,лардан,урттуйн бакьлан
1163,treiben::V,лахка,дачин дуллан
1164,treiben::V,лахка,лихъан буллан
1165,anbinden::V,дӏадехка,бахӏин
1166,füttern::V,хӏума яла,канаки буллан
1167,melken::V,оза,ттизин
1168,gießen::V,хи тоха,щин дишин
1169,reifen::V,хьекъа,диян
1170,zubereiten::V,кечъян,хӏадур дан
1171,zubereiten::V,кечъян,хӏадур бан
1172,zubereiten::V,кхача бан,хӏадур дан
1173,zubereiten::V,кхача бан,хӏадур бан
1174,kochen::V,кхача бан,шашан
1175,kochen::V,кхача бан,шашан дуллан
1176,backen::V,датта,бишлан
1177,backen::V,датта,шахьлан
1178,braten::V,кхарза,цӏарайх дуллан
1179,umrühren::V,кего,хӏала бан
1180,nähen::V,тега,дуруххан
1181,färben::V,басардан,ранг щун
1182,reinigen::V,цӏандан,марцӏ бан
1183,waschen::V,йила,шюшин
1184,waschen::V,йитта,шюшин
1185,waschen::V,дӏадайа,шюшин
1186,abwischen::V,дӏадайа,лишин
1187,spülen::V,хи кхарза,вилаган
1188,fegen::V,нуй хьакха,башин
1189,kehren::V,нуй хьакха,бахьлан
1190,baden::V,лийча,щинавун учӏлан
1191,sich waschen::V,юьхь йила,диссун
1192,sich waschen::V,юьхь йила,лажин диссун
1193,sich waschen::V,юьхь йила,лажин дислан
1194,sich waschen::V,юьхь йила,биссун
1195,sich waschen::V,юьхь йила,чурх бислан
1196,ausziehen::V,духар дӏадаккха,ликкан
1197,sich anziehen::V,духа,янна лаххан
1198,kämmen::V,ехк хьакха,ттарал дуккан
1199,schmücken::V,хаздан,чӏюлу бан
1200,sagen::V,ала,учин
1201,sprechen::V,баха,гъалгъа тӏун
1202,sprechen::V,мотт бийца,гъалгъа тӏун
1203,reden::V,къамел дан,гъалгъа тӏун
1204,sich unterhalten::V,къамел дан,гъалгъа тӏун
1205,fragen::V,хатта,цӏуххин
1206,bitten::V,деха,тавакъю буллан
1207,erzählen::V,дийца,хавар бусан
1208,mitteilen::V,хаам бан,баян бан
1209,mitteilen::V,хаам бан,хавар бан
1210,nennen::V,цӏе яккха,цӏа дизан
1211,rufen::V,кхайкха,оьвтӏун
1212,prahlen::V,куралла ян,цӏа дуллан
1213,prahlen::V,дозалла дан,цӏа дуллан
1214,übersetzen::V,гоч дан,таржума бан
1215,denken::V,ойла ян,пикри буллан
1216,glauben::V,теша,вих хьун
1217,bemerken::V,ган,хӏисав хъун
1218,erkennen::V,довза,увчӏин
1219,begreifen::V,кхета,бувчӏин
1220,verstehen::V,кхета,
1221,lernen::V,деша,лахьлан
1222,lernen::V,деша,лахьхьин
1223,wissen::V,хаа,кӏулну бикӏан
1224,wissen::V,хаа,хавар бикӏан
1225,sich erinnern an::V,дагадан,дакӏнин бутан
1226,vergessen::V,дицдала,хъама битан
1227,messen::V,дуста,дуцин дуллан
1228,messen::V,дуста,дуцин дан
1229,zählen::V,дагардан,дуккин
1230,rechnen::V,лара,хӏисав дан
1231,lesen::V,еша,ккалан
1232,malen::V,сурт дилла,сурат дуллан
1233,zeichnen::V,сурт дилла,сурат дуллан
1234,schreiben::V,яздан,чичин
1235,schreiben::V,яздан,чичлан
1236,besitzen::V,доладан,дуну икӏан
1237,besitzen::V,доладан,дуну дикӏан
1238,besitzen::V,доладан,заллуну икӏан
1239,kaufen::V,эца,машан ласун
1240,verkaufen::V,дохка,баххан
1241,bezahlen::V,мах бала,арцу дулун
1242,bezahlen::V,мах бала,багьа булун
1243,zahlen::V,мах бала,арцу дулун
1244,zahlen::V,мах бала,багьа булун
1245,beherrschen::V,собаре хила,дуну икӏан
1246,beherrschen::V,собаре хила,заллуну икӏан
1247,ertragen::V,лан,бухӏан
1248,ertragen::V,сатоха,бухӏан
1249,ertragen::V,садетта,бухӏан
1250,Schwarm::N,,гьухъала
1251,Schlinge::N,,хӏатӏ
1252,Art::N,,жинс
1253,Entfernung::N,,манзил
1254,Griff::N,,куяму
1255,Bogen[Waffe]::N,,ккуртта
1256,so::ADV,,укукн
1257,abnehmen::V,,чан хьун
1258,abnehmen::V,,ссуссукьу хьун
1259,sausen::V,,никъа щилан
1260,sausen::V,,никъа щун
1261,wenden::V,,кӏура баен бан
1262,hacken::V,,мюрш буллан
1263,hacken::V,,мюрш бан
1264,stricken::V,,щащлан
1265,stricken::V,,щащан
1266,anziehen::V,,лаххан
