,Concept_ID,ro,lt
62,Hunger::N,foame,badas
63,Hunger::N,foame,alkis
64,Träne::N,lacrimă,ašara
65,Geschmack::N,gust,skonis
66,Geruch::N,miros,kvapas
67,Schlaf::N,somn,miegas
68,Traum::N,vis,sapnas
69,Himmel::N,cer,dangus
70,Sonne::N,soare,saulė
71,Mond::N,lună,mėnulis
72,Stern::N,stea,žvaigždė
73,Luft::N,aer,oras
74,Wind::N,vânt,vėjas
75,Welle::N,val,banga
76,Welle::N,val,vilnis
77,Welle::N,undă,banga
78,Welle::N,undă,vilnis
79,Wasser::N,apă,vanduo
80,Stein::N,piatră,akmuo
81,Boden::N,sol,žemė
82,Boden::N,sol,dugnas
83,Boden::N,pământ,žemė
84,Boden::N,pământ,dugnas
85,Erde::N,pământ,žemė
86,Staub::N,praf,dulkės
87,Rauch::N,fum,dūmai
88,Funke::N,scânteie,kibirkštis
89,Feuer::N,foc,ugnis
90,Licht::N,lumină,šviesa
91,Schatten::N,umbră,paūksmė
92,Wetter::N,timp,oras
93,Wetter::N,vreme,oras
94,Nebel::N,ceață,migla
95,Nebel::N,ceață,rūkas
96,Nebel::N,negură,migla
97,Nebel::N,negură,rūkas
98,Wolke::N,nor,debesis
99,Regen::N,ploaie,lietus
100,Schnee::N,zăpadă,sniegas
101,Eis::N,gheață,ledas
102,Frost::N,ger,šalna
103,Kälte::N,frig,šaltis
104,Hitze::N,arșiță,karštis
105,Hitze::N,căldură,karštis
106,Raureif::N,chiciură,šerkšnas
107,Regenbogen::N,curcubeu,vaivorykštė
108,Donner::N,tunet,perkūnas
109,Donner::N,tunet,griaustinis
110,Strömung::N,curent,tėkmė
111,Tropfen::N,picătură,lašas
112,Schaum::N,spumă,putos
113,Schmutz::N,murdărie,purvas
114,See::N,lac,ežeras
115,Sumpf::N,mlaștină,klampynė
116,Sumpf::N,mlaștină,liūnas
117,Moor::N,bărăgan,pelkė
118,Wiese::N,fânaț,pieva
119,Wiese::N,livadă,pieva
120,Wald::N,codru,miškas
121,Wald::N,pădure,miškas
122,Hügel::N,deal,kalva
123,Hügel::N,movilă,kalva
124,Anhöhe::N,deal,kauburys
125,Anhöhe::N,ridicătură,kauburys
126,Berg::N,munte,kalnas
127,Gipfel::N,pisc,viršūnė
128,Höhle::N,peșteră,ola
129,Abhang::N,pantă,šlaitas
130,Abhang::N,pantă,nuokalnė
131,Abhang::N,versant,šlaitas
132,Abhang::N,versant,nuokalnė
133,Quelle::N,izvor,versmė
134,Quelle::N,izvor,šaltinis
135,Bach::N,gârlă,upelis
136,Fluss::N,râu,upė
137,Fluss::N,fluviu,upė
138,Ufer::N,mal,krantas
139,Ufer::N,țărm,krantas
140,Küste::N,coastă,pajūris
141,Festland::N,uscat,sausuma
142,Meer::N,mare,jūra
143,Bucht::N,golf,įlanka
144,Bucht::N,golf,užutekis
145,Insel::N,insulă,sala
146,Blume::N,floare,gėlė
147,Gras::N,iarbă,žolė
148,Wurzel::N,rădăcină,šaknis
149,Baum::N,copac,medis
150,Baum::N,arbore,medis
151,Stamm::N,tulpină,kamienas
152,Rinde::N,scoarță,žievė
153,Ast::N,cracă,šaka
154,Ast::N,creangă,šaka
155,Zweig::N,ramură,šakelė
156,Zweig::N,creangă,šakelė
157,Blatt::N,frunză,lapas
158,Birke::N,mesteacăn,beržas
159,Kiefer[Baum]::N,pin,pušis
160,Weide[Baum]::N,salcie,karklas
161,Weide[Baum]::N,răchită,karklas
162,Tanne::N,brad,eglė
163,Tanne::N,brad,kėnis
164,Horn::N,corn,ragas
165,Feder::N,pană,plunksna
166,Fell::N,piele,kailis
167,Flügel::N,aripă,sparnas
168,Klaue::N,gheară,kanopa
169,Kralle::N,labă,nagas
170,Kralle::N,gheară,nagas
171,Schwanz::N,coadă,uodega
172,Ei::N,ou,kiaušinis
173,Nest::N,cuib,gūžta
174,Nest::N,cuib,lizdas
175,Bau::N,bârlog,ola
176,Bau::N,vizuină,ola
177,Tier::N,animal,gyvūnas
178,Herde::N,turmă,banda
179,Herde::N,turmă,kaimenė
180,Herde::N,cireadă,banda
181,Herde::N,cireadă,kaimenė
182,Kuh::N,vacă,karvė
183,Bulle::N,taur,bulius
184,Pferd::N,cal,arklys
185,Schaf::N,oaie,avis
186,Schwein::N,porc,kiaulė
187,Hund::N,câine,šuo
188,Katze::N,pisică,katė
189,Bär::N,urs,lokys
190,Eichhörnchen::N,veveriță,voveraitė
191,Elch::N,elan,briedis
192,Fuchs::N,vulpe,lapė
193,Hase::N,iepure,kiškas
194,Maus::N,șoarece,pelė
195,Wolf::N,lup,vilkas
196,Vogel::N,pasăre,paukštis
197,Schwarm::N,cârd,spiečius
198,Huhn::N,găină,višta
199,Hahn::N,cocoș,gaidys
200,Gans::N,gâscă,žąsis
201,Adler::N,vultur,erelis
202,Ente::N,rață,antis
203,Eule::N,bufniță,pelėda
204,Kranich::N,cocor,gervė
205,Krähe::N,cioară,varna
206,Kuckuck::N,cuc,gegužė
207,Schwan::N,lebădă,gulbė
208,Fisch::N,pește,žuvis
209,Barsch::N,biban,ešerys
210,Hecht::N,știucă,lydeka
211,Schlange[Tier]::N,șarpe,gyvatė
212,Wurm::N,vierme,kirmėlė
213,Spinne::N,păianjen,voras
214,Ameise::N,furnică,skruzdė
215,Laus::N,păduche,utėlė
216,Mücke::N,țânțar,uodas
217,Fliege::N,muscă,musė
218,Schmetterling::N,fluture,drugys
219,Schmetterling::N,fluture,peteliškė
220,Beere::N,boabă,uoga
221,Apfel::N,măr,obuolys
222,Pilz::N,burete,grybas
223,Pilz::N,ciupercă,grybas
224,Zwiebel::N,ceapă,svogūnas
225,Saat::N,semănătură,sėkla
226,Korn::N,grâu,grūdai
227,Heu::N,fân,šienas
228,Schale::N,coajă,žievelė
229,Grube::N,groapă,duobė
230,Falle::N,cursă,pinklės
231,Falle::N,cursă,žabangai
232,Falle::N,capcană,pinklės
233,Falle::N,capcană,žabangai
234,Schlinge::N,laț,kilpa
235,Spur::N,dâră,vėžė
236,Spur::N,dâră,pėdos
237,Spur::N,dâră,pėdsakas
238,Asche::N,cenușă,pelenai
239,Dreck::N,noroi,purvas
240,Dreck::N,murdărie,purvas
241,Eisen::N,fier,geležis
242,Gold::N,aur,auksas
243,Silber::N,argint,sidabras
244,Kohle::N,cărbune,anglis
245,Glas::N,sticlă,stiklas
246,Lehm::N,lut,molis
247,Lehm::N,humă,molis
248,Sand::N,nisip,smėlis
249,Mensch::N,om,žmogus
250,Mensch::N,persoană,žmogus
251,Mann::N,om,vyras
252,Mann::N,om,vyriškis
253,Mann::N,bărbat,vyras
254,Mann::N,bărbat,vyriškis
255,Frau::N,femeie,moteris
256,Kind::N,copil,vaikas
257,Junge::N,băiat,vaikinas
258,Junge::N,băiat,berniukas
259,Junge::N,flăcău,vaikinas
260,Junge::N,flăcău,berniukas
261,Mädchen::N,fată,mergytė
262,Mädchen::N,fată,mergaitė
263,Familie::N,familie,šeima
264,Großvater::N,bunic,senelis
265,Großvater::N,tată mare,senelis
266,Großmutter::N,bunică,senelė
267,Großmutter::N,mamă mare,senelė
268,Eltern::N,părinți,tėvai
269,Vater::N,tată,tėvas
270,Vater::N,părinte,tėvas
271,Mutter::N,mamă,motina
272,Sohn::N,fiu,sūnus
273,Sohn::N,fecior,sūnus
274,Tochter::N,fiică,duktė
275,Bruder::N,frate,brolis
276,Schwester::N,soră,sesuo
277,Onkel::N,unchi,dėdė
278,Tante::N,mătușă,teta
279,Ehemann::N,soț,vyras
280,Ehemann::N,bărbat,vyras
281,Ehefrau::N,soție,žmona
282,Freude::N,bucurie,džiaugsmas
283,Gelächter::N,râset,juokas
284,Glück::N,fericire,laimė
285,Kummer::N,mâhnire,vargas
286,Kummer::N,mâhnire,rūpestis
287,Wunsch::N,dorință,troškimas
288,Wunsch::N,dorință,pageidavimas
289,Wunsch::N,deziderat,troškimas
290,Wunsch::N,deziderat,pageidavimas
291,Lust::N,poftă,noras
292,Lust::N,poftă,geidulys
293,Lust::N,înclinare,noras
294,Lust::N,înclinare,geidulys
295,Geist::N,duh,dvasia
296,Geist::N,minte,dvasia
297,Geist::N,suflet,dvasia
298,Gedanke::N,gând,mintis
299,Gedanke::N,cuget,mintis
300,Gedächtnis::N,memorie,atmintis
301,Verstand::N,minte,protas
302,Verstand::N,intelect,protas
303,Sinn::N,sens,prasmė
304,Sinn::N,înțeles,prasmė
305,Grund::N,cauză,priežastis
306,Grund::N,pricină,priežastis
307,Wahrheit::N,adevăr,tiesa
308,Wahrheit::N,adevăr,teisybė
309,Gespräch::N,convorbire,pokalbis
310,Gespräch::N,conversație,pokalbis
311,Märchen::N,basm,pasaka
312,Märchen::N,poveste,pasaka
313,Erzählung::N,poveste,apsakymas
314,Erzählung::N,poveste,pasakojimas
315,Nachricht::N,veste,žinia
316,Neuigkeit::N,noutate,naujiena
317,Neuigkeit::N,actualitate,naujiena
318,Name::N,nume,vardas
319,Rätsel::N,ghicitoare,mįslė
320,Rede::N,discurs,kalba
321,Sprache::N,limbă,kalba
322,Sprache::N,limbaj,kalba
323,Stimme::N,glas,balsas
324,Wort::N,cuvânt,žodis
325,Zeichen::N,semn,žymė
326,Zeichen::N,semn,ženklas
327,Zeichen::N,semnal,žymė
328,Zeichen::N,semnal,ženklas
329,Ruf::N,chemare,šauksmas
330,Lärm::N,zgomot,triukšmas
331,Lärm::N,tărăboi,triukšmas
332,Laut::N,sunet,garsas
333,Ton::N,ton,tonas
334,Ton::N,ton,garsas
335,Lied::N,cântec,daina
336,Lied::N,cântec,giesmė
337,Ruhe::N,odihnă,ramybė
338,Ruhe::N,odihnă,ramumas
339,Ruhe::N,liniște,ramybė
340,Ruhe::N,liniște,ramumas
341,Leute::N,lume,žmonės
342,Leute::N,oameni,žmonės
343,Volk::N,popor,tauta
344,Volk::N,națiune,tauta
345,Arbeit::N,lucru,darbas
346,Arbeit::N,lucru,triūsas
347,Gast::N,musafir,svečias
348,Geschenk::N,dar,dovana
349,Geschenk::N,cadou,dovana
350,Spiel::N,joc,žaismas
351,Spiel::N,joc,žaidimas
352,Gesellschaft::N,societate,draugija
353,Gesellschaft::N,societate,kompanija
354,Hilfe::N,ajutor,pagalba
355,Freund::N,amic,draugas
356,Freund::N,amic,bičiulis
357,Freund::N,prieten,draugas
358,Freund::N,prieten,bičiulis
359,Kamerad::N,tovarăș,draugas
360,Angelegenheit::N,afacere,dalykas
361,Angelegenheit::N,afacere,reikalas
362,Anzahl::N,număr,kiekis
363,Anzahl::N,număr,skaičius
364,Anzahl::N,cantitate,kiekis
365,Anzahl::N,cantitate,skaičius
366,Art::N,fel,rūšis
367,Art::N,specie,rūšis
368,Stück::N,bucată,gabalas
369,Teil::N,parte,dalis
370,Teil::N,porție,dalis
371,Hälfte::N,jumătate,pusė
372,Kreis::N,cerc,ratas
373,Kreis::N,cerc,apskritis
374,Kreis::N,cerc,apskritimas
375,Kreuz::N,cruce,kryžius
376,Linie::N,linie,linija
377,Strich::N,linie,brėžis
378,Strich::N,linie,brūkšnys
379,Strich::N,trăsătură,brėžis
380,Strich::N,trăsătură,brūkšnys
381,Abstand::N,distanță,atstumas
382,Abstand::N,depărtare,atstumas
383,Entfernung::N,distanță,atstumas
384,Entfernung::N,depărtare,atstumas
385,Gegend::N,regiune,vietovė
386,Platz::N,loc,vieta
387,Ort::N,loc,vieta
388,Ort::N,loc,vietovė
389,Seite::N,latură,pusė
390,Seite::N,latură,šonas
391,Mitte::N,centru,vidurys
392,Gegenstand::N,obiect,dalykas
393,Sache::N,lucru,daiktas
394,Sache::N,chestie,daiktas
395,Rand::N,bordură,kraštas
396,Rand::N,bordură,pakraštys
397,Kante::N,muchie,kraštas
398,Kante::N,bordură,kraštas
399,Ecke::N,colț,kertė
400,Ecke::N,colț,kampas
401,Spitze::N,vârf,priekis
402,Spitze::N,vârf,priešakys
403,Spitze::N,creștet,priekis
404,Spitze::N,creștet,priešakys
405,Ende::N,capăt,galas
406,Loch::N,gaură,skylė
407,Winkel::N,colț,kampas
408,Winkel::N,colț,kampelis
409,Muster::N,desen,raštas
410,Größe::N,mărime,dydis
411,Größe::N,mărime,didumas
412,Länge::N,lungime,ilgis
413,Länge::N,lungime,ilgumas
414,Höhe::N,înălțime,aukštis
415,Höhe::N,înălțime,aukštuma
416,Gewicht::N,greutate,svoris
417,Gewicht::N,greutate,svarstis
418,Menge::N,cantitate,kiekis
419,Menge::N,cantitate,daugybė
420,Haufen::N,grămadă,krūva
421,Haufen::N,grămadă,šūsnis
422,Reihe::N,șir,greta
423,Reihe::N,rând,greta
424,Boot::N,barcă,valtis
425,Boot::N,barcă,laivelis
426,Boot::N,luntre,valtis
427,Boot::N,luntre,laivelis
428,Ruder::N,vâslă,irklas
429,Ruder::N,lopată,irklas
430,Schlitten::N,sanie,rogės
431,Schlitten::N,sanie,rogutės
432,Ski::N,schi,slidė
433,Lagerfeuer::N,foc de tabără,laužas
434,Last::N,povară,našta
435,Last::N,povară,nešulys
436,Last::N,sarcină,našta
437,Last::N,sarcină,nešulys
438,Gang::N,mers,eisena
439,Gang::N,umblet,eisena
440,Schritt::N,pas,žingsnis
441,Norden::N,nord,šiaurė
442,Norden::N,nord,žiemiai
443,Norden::N,miazănoapte,šiaurė
444,Norden::N,miazănoapte,žiemiai
445,Süden::N,sud,pietūs
446,Süden::N,miazăzi,pietūs
447,Westen::N,apus,vakarai
448,Osten::N,est,rytai
449,Osten::N,răsărit,rytai
450,Holz::N,lemn,mediena
451,Brett::N,scândură,lenta
452,Platte::N,placă,plokštė
453,Stütze::N,proptea,atrama
454,Stütze::N,proptea,atspara
455,Stange::N,bară,lazda
456,Stange::N,bară,kartis
457,Stange::N,prăjină,lazda
458,Stange::N,prăjină,kartis
459,Stock::N,băț,lazda
460,Stock::N,baston,lazda
461,Stab::N,baston,kartis
462,Stab::N,prăjină,kartis
463,Rohr::N,tub,vamzdis
464,Rohr::N,țeavă,vamzdis
465,Haus::N,casă,namas
466,Heim::N,casă,namai
467,Heim::N,cămin,namai
468,Ofen::N,sobă,krosnis
469,Fußboden::N,podea,grindys
470,Fußboden::N,dușumea,grindys
471,Tisch::N,masă,stalas
472,Stuhl::N,scaun,kėdė
473,Wiege::N,leagăn,lopšys
474,Bett::N,pat,lova
475,Bett::N,pat,patalai
476,Regal::N,rafturi,lentyna
477,Kiste::N,ladă,dėžė
478,Kiste::N,cutie,dėžė
479,Fenster::N,fereastră,langas
480,Tür::N,ușă,durys
481,Tor::N,poartă,vartai
482,Zaun::N,gard,tvora
483,Dach::N,acoperiș,stogas
484,Leiter::N,scară,kopėčios
485,Besen::N,mătură,šluota
486,Spaten::N,cazma,lopeta
487,Spaten::N,cazma,kastuvas
488,Spaten::N,hârleț,lopeta
489,Spaten::N,hârleț,kastuvas
490,Schaufel::N,lopată,semtuvas
491,Gabel::N,furculiță,šakutė
492,Löffel::N,lingură,šaukštas
493,Messer::N,cuțit,peilis
494,Nagel::N,cui,vinis
495,Netz::N,plasă,tinklas
496,Haken::N,cârlig,vagis
497,Haken::N,cârlig,kablys
498,Griff::N,mâner,kotas
499,Griff::N,mâner,rankena
500,Schloss::N,lacăt,spyna
501,Schloss::N,lacăt,užraktas
502,Bild::N,tablou,paveikslas
503,Bild::N,imagine,paveikslas
504,Figur::N,chip,figūra
505,Figur::N,figură,figūra
506,Puppe::N,păpușă,lėlė
507,Beutel::N,pungă,krepšys
508,Beutel::N,pungă,maišelis
509,Beutel::N,săculeț,krepšys
510,Beutel::N,săculeț,maišelis
511,Bündel::N,mănunchi,ryšulys
512,Tasche::N,geantă,krepšelis
513,Eimer::N,găleată,kibiras
514,Deckel::N,capac,dangtis
515,Geschirr::N,vase,indai
516,Geschirr::N,tacâmuri,indai
517,Sack::N,sac,maišas
518,Tasse::N,ceașcă,puodukas
519,Topf::N,oală,puodas
520,Kessel::N,cazan,katilas
521,Kessel::N,căldare,katilas
522,Essen::N,mâncare,valgis
523,Nahrung::N,hrană,penas
524,Nahrung::N,hrană,maistas
525,Nahrung::N,aliment,penas
526,Nahrung::N,aliment,maistas
527,Speise::N,bucate,patiekalas
528,Speise::N,fel de bucate,patiekalas
529,Fleisch::N,carne,mėsa
530,Getreide::N,cereale,javai
531,Brei::N,pireu,košė
532,Brot::N,pâine,duona
533,Scheibe::N,felie,riekė
534,Scheibe::N,bucată,riekė
535,Fett::N,untură,taukai
536,Fett::N,untură,riebalai
537,Fett::N,grăsime,taukai
538,Fett::N,grăsime,riebalai
539,Butter::N,unt,sviestas
540,Öl::N,ulei,aliejus
541,Salz::N,sare,druska
542,Suppe::N,supă,sriuba
543,Suppe::N,ciorbă,sriuba
544,Honig::N,miere,medus
545,Milch::N,lapte,pienas
546,Tee::N,ceai,arbata
547,Leder::N,piele,oda
548,Wolle::N,lână,vilna
549,Stoff::N,stofă,audeklas
550,Nadel::N,ac,adata
551,Faden::N,ață,gija
552,Faden::N,ață,siūlas
553,Knopf::N,buton,saga
554,Knoten::N,nod,mazgas
555,Farbe::N,vopsea,dažai
556,Kleidung::N,haine,rūbai
557,Kleidung::N,haine,drabužiai
558,Kleidung::N,îmbrăcăminte,rūbai
559,Kleidung::N,îmbrăcăminte,drabužiai
560,Hemd::N,cămașă,marškiniai
561,Kragen::N,guler,apykaklė
562,Ärmel::N,mânecă,rankovė
563,Hose::N,pantaloni,kelnės
564,Gürtel::N,cordon,juosta
565,Gürtel::N,cordon,diržas
566,Mütze::N,șapcă,kepurė
567,Schuh::N,gheată,batas
568,Stiefel::N,cizmă,auliniai batai
569,Ring::N,inel,žiedas
570,Ring::N,verigă,žiedas
571,Band::N,panglică,kaspinas
572,Band::N,șiret,kaspinas
573,Kamm::N,pieptene,šukos
574,Spiegel::N,oglindă,veidrodis
575,Riemen::N,curea,diržas
576,Schnur::N,funie,virvė
577,Schnur::N,sfoară,virvė
578,Leine::N,lesă,pavadėlis
579,Leine::N,curea,pavadėlis
580,Decke::N,pătură,antklodė
581,Kissen::N,pernă,pagalvė
582,Kissen::N,pernă,priegalvis
583,Tuch::N,batic,skarelė
584,Handtuch::N,prosop,rankšluostis
585,Handtuch::N,ștergar,rankšluostis
586,Kraft::N,forță,jėga
587,Kraft::N,putere,jėga
588,Stärke::N,tărie,stiprumas
589,Stärke::N,vigoare,stiprumas
590,Gesundheit::N,sănătate,sveikata
591,Krankheit::N,boală,liga
592,Krankheit::N,maladie,liga
593,Schmerz::N,durere,skausmas
594,Wunde::N,rană,žaizda
595,Fieber::N,febră,karštis
596,Arznei::N,leac,vaistas
597,Arznei::N,medicament,vaistas
598,Brücke::N,pod,tiltas
599,Brücke::N,punte,tiltas
600,Brunnen::N,puț,šulinys
601,Weide::N,izlaz,ganykla
602,Weide::N,izlaz,gluosnis
603,Weide::N,pășune,ganykla
604,Weide::N,pășune,gluosnis
605,Pfad::N,cărare,takas
606,Weg::N,drum,kelias
607,Straße::N,cale,gatvė
608,Straße::N,stradă,gatvė
609,Dorf::N,sat,kaimas
610,Dorf::N,sat,sodžius
611,Stadt::N,oraș,miestas
612,Brief::N,scrisoare,laiškas
613,Buch::N,carte,knyga
614,Buchstabe::N,literă,raidė
615,Buchstabe::N,caracter,raidė
616,Zeitung::N,ziar,laikraštis
617,Zeitung::N,gazetă,laikraštis
618,Leben::N,viață,gyvybė
619,Leben::N,viață,gyvenimas
620,Tod::N,moarte,mirtis
621,Grab::N,groapă,kapas
622,Grab::N,mormânt,kapas
623,Kirche::N,biserică,bažnyčia
624,Sünde::N,păcat,nuodėmė
625,Sünde::N,păcat,nusidėjimas
626,Gott::N,zeu,dievas
627,Arbeiter::N,muncitor,darbininkas
628,Chef::N,șef,šefas
629,Chef::N,șef,vadovas
630,Chef::N,șef,viršininkas
631,Meister::N,meșter,meistras
632,Meister::N,maestru,meistras
633,Arzt::N,medic,gydytojas
634,Arzt::N,doctor,gydytojas
635,Lehrer::N,profesor,mokytojas
636,Lehrer::N,învățător,mokytojas
637,Geld::N,bani,pinigai
638,Geld::N,parale,pinigai
639,Geschäft::N,treabă,biznis
640,Geschäft::N,afacere,biznis
641,Laden::N,magazin,krautuvė
642,Laden::N,magazin,parduotuvė
643,Laden::N,prăvălie,krautuvė
644,Laden::N,prăvălie,parduotuvė
645,Preis::N,preț,kaina
646,Ware::N,marfă,prekė
647,Nutzen::N,folos,nauda
648,Nutzen::N,folos,pelnas
649,Nutzen::N,profit,nauda
650,Nutzen::N,profit,pelnas
651,Reichtum::N,avuție,turtas
652,Reichtum::N,bogăție,turtas
653,Welt::N,lume,pasaulis
654,Land::N,țară,žemė
655,Land::N,țară,šalis
656,Staat::N,stat,valstija
657,König::N,rege,karalius
658,Macht::N,putere,galia
659,Macht::N,putere,valdžia
660,Macht::N,putință,galia
661,Macht::N,putință,valdžia
662,Grenze::N,hotar,riba
663,Grenze::N,hotar,siena
664,Grenze::N,graniță,riba
665,Grenze::N,graniță,siena
666,Grenze::N,frontieră,riba
667,Grenze::N,frontieră,siena
668,Krieg::N,război,karas
669,Feind::N,dușman,priešas
670,Gewalt::N,violență,jėga
671,Gewalt::N,violență,smurtas
672,Gewalt::N,violență,prievarta
673,Kampf::N,luptă,kova
674,Bogen[Waffe]::N,arc,lankas
675,Pfeil::N,săgeată,strėlė
676,Gewehr::N,armă,šautuvas
677,Gewehr::N,pușcă,šautuvas
678,Fehler::N,eroare,klaida
679,Fehler::N,greșeală,klaida
680,Lüge::N,minciună,melas
681,Schaden::N,daună,nuostolis
682,Schaden::N,daună,apgadinimas
683,Schaden::N,pagubă,nuostolis
684,Schaden::N,pagubă,apgadinimas
685,Unglück::N,nenorocire,nelaimė
686,Schuld::N,vină,kaltė
687,Alter::N,etate,amžius
688,Alter::N,vârstă,amžius
689,Schluss::N,sfârșit,pabaiga
690,Zeit::N,timp,laikas
691,Zeit::N,vreme,laikas
692,Tag::N,zi,diena
693,Morgen::N,dimineață,rytas
694,Mittag::N,prânz,vidurdienis
695,Mittag::N,amiază,vidurdienis
696,Abend::N,seară,vakaras
697,Nacht::N,noapte,naktis
698,Woche::N,săptămână,savaitė
699,Monat::N,lună,mėnuo
700,Jahr::N,an,metai
701,Frühling::N,primăvară,pavasaris
702,Sommer::N,vară,vasara
703,Herbst::N,toamnă,ruduo
704,Winter::N,iarnă,žiema
705,Januar::N,ianuarie,sausis
706,Februar::N,februarie,vasaris
707,März::N,martie,kovas
708,April::N,aprilie,balandis
709,Mai::N,mai,gegužė
710,Juni::N,iunie,birželis
711,Juli::N,iulie,liepa
712,August::N,august,rugpjūtis
713,September::N,septembrie,rugsėjis
714,Oktober::N,octombrie,spalis
715,November::N,noiembrie,lapkritis
716,Dezember::N,decembrie,gruodis
717,Montag::N,luni,pirmadienis
718,Dienstag::N,marți,antradienis
719,Mittwoch::N,miercuri,trečiadienis
720,Donnerstag::N,joi,ketvirtadienis
721,Freitag::N,vineri,penktadienis
722,Samstag::N,sâmbătă,šeštadienis
723,Sonntag::N,duminică,sekmadienis
724,groß::A,mare,didis
725,groß::A,mare,didelis
726,klein::A,mic,mažas
727,lang::A,lung,ilgas
728,kurz::A,scurt,trumpas
729,breit::A,lat,platus
730,breit::A,larg,platus
731,schmal::A,strâmt,smulkus
732,dicht::A,des,tankus
733,dick[Gegenstand]::A,gros,storas
734,dünn::A,subțire,plonas
735,fein::A,fin,smulkus
736,fein::A,subțire,smulkus
737,fest::A,tare,kietas
738,fest::A,tare,tvirtas
739,fest::A,solid,kietas
740,fest::A,solid,tvirtas
741,flach::A,șes,lėkštas
742,flach::A,șes,plokščias
743,flach::A,plan,lėkštas
744,flach::A,plan,plokščias
745,glatt::A,lins,slidus
746,hart::A,dur,kietas
747,weich::A,moale,minkštas
748,rund::A,rotund,apvalus
749,rund::A,rotund,apskritas
750,rund::A,circular,apvalus
751,rund::A,circular,apskritas
752,spitz::A,ascuțit,aštrus
753,spitz::A,ascuțit,smailus
754,scharf::A,tăios,aštrus
755,scharf::A,ascuțit,aštrus
756,stumpf::A,tocit,bukas
757,stumpf::A,tocit,atšipęs
758,schwer::A,greu,sunkus
759,schön::A,frumos,gražus
760,heiß::A,cald,karštas
761,heiß::A,fierbinte,karštas
762,warm::A,cald,šiltas
763,warm::A,fierbinte,šiltas
764,kalt::A,rece,šaltas
765,kühl::A,rece,vėsus
766,kühl::A,rece,bejausmis
767,kühl::A,răcoros,vėsus
768,kühl::A,răcoros,bejausmis
769,frisch::A,răcoros,šviežias
770,frisch::A,proaspăt,šviežias
771,feucht::A,umed,drėgnas
772,feucht::A,jilav,drėgnas
773,nass::A,ud,šlapias
774,trocken::A,sec,sausas
775,trocken::A,uscat,sausas
776,voll::A,plin,pilnas
777,leer::A,gol,tuščias
778,offen::A,deschis,atviras
779,geschlossen::A,închis,uždaras
780,geschlossen::A,închis,uždarytas
781,sauber::A,curat,švarus
782,schmutzig::A,murdar,nešvarus
783,schmutzig::A,murdar,purvinas
784,roh::A,crud,žalias
785,reif::A,copt,prinokęs
786,reif::A,copt,pribrendęs
787,lecker::A,gustos,gardus
788,süß::A,dulce,saldus
789,bitter::A,amar,kartus
790,sauer::A,acru,gižus
791,sauer::A,acru,rūgštus
792,hell::A,clar,šviesus
793,hell::A,clar,skaistus
794,hell::A,luminos,šviesus
795,hell::A,luminos,skaistus
796,dunkel::A,obscur,tamsus
797,dunkel::A,întunecos,tamsus
798,schwarz::A,negru,juodas
799,weiß::A,alb,baltas
800,rot::A,roșu,raudonas
801,gelb::A,galben,geltonas
802,blau::A,albastru,mėlynas
803,grün::A,verde,žalias
804,grau::A,gri,pilkas
805,grau::A,cenușiu,pilkas
