,Concept_ID,sq,fa
797,wahr::A,vërtetë,درست
798,wahr::A,vërtetë,حقیقی
799,alt::A,vjetër,کهنه
800,neu::A,i ri,نو
801,ehemalig::A,dikurshëm,قبلی
802,alt[Lebewesen]::A,plak,پیر
803,jung::A,i ri,جوان
804,arm::A,varfër,فقیر
805,arm::A,vobektë,فقیر
806,reich::A,pasur,پولدار
807,reich::A,pasur,ثروتمند
808,bekannt::A,njohur,آشنا
809,bekannt::A,njohur,معلوم
810,berühmt::A,famshëm,مشهور
811,fremd::A,huaj,خارجی
812,fremd::A,huaj,بیگانه
813,verschieden::A,ndryshëm,مختلف
814,verschieden::A,ndryshëm,متفاوت
815,nah::A,afërt,نزدیک
816,fern::A,largët,دور
817,linker::A,majtë,چپ
818,rechter::A,djathtë,راست
819,anderer::A,tjetër,دیگر
820,erster::A,parë,اول
821,zweiter::A,dytë,دوم
822,dritter::A,i tretë,سوم
823,letzter::A,fundit,آخر
824,allein::ADV,vetëm,تنها
825,auf einmal::ADV,njëkohësisht,همزمان
826,zusammen::ADV,bashkë,باهم
827,zusammen::ADV,së bashku,باهم
828,lange::ADV,për një kohë të gjatë,مدت‌ها
829,lange::ADV,për një kohë të gjatë,مدت زیادی
830,plötzlich::ADV,befas,ناگهان
831,sofort::ADV,menjëherë,فوراً
832,sofort::ADV,aty për aty,فوراً
833,später::ADV,më vonë,بعدها
834,jetzt::ADV,tash,حالا
835,jetzt::ADV,tash,اکنون
836,heute::ADV,sot,امروز
837,morgen::ADV,nesër,فردا
838,bald::ADV,shpejt,زود
839,bald::ADV,shpejt,بزودی
840,bald::ADV,së shpejti,زود
841,bald::ADV,së shpejti,بزودی
842,dann::ADV,pastaj,سپس
843,dann::ADV,pastaj,آنوقت
844,gestern::ADV,dje,دیروز
845,einst::ADV,dikur,وقتی
846,einst::ADV,dikur,زمانی
847,damals::ADV,atëherë,آنوقت
848,damals::ADV,atëherë,آنزمان
849,danach::ADV,mandej,بعد
850,vorher::ADV,më parë,قبلاً
851,zuerst::ADV,së pari,اول
852,zuerst::ADV,së pari,ابتداء
853,einmal::ADV,njëherë,یکدفعه
854,manchmal::ADV,nganjëherë,گاهی
855,manchmal::ADV,nganjëherë,بعضی اوقات
856,oft::ADV,shpesh,اغلب
857,immer::ADV,përherë,همیشه
858,immer::ADV,gjithnjë,همیشه
859,niemals::ADV,kurrë,هرگز
860,niemals::ADV,asnjëherë,هرگز
861,hier::ADV,këtu,اینجا
862,hierhin::ADV,knej,به اینجا
863,von hier::ADV,që këtej,از اینجا
864,von hier::ADV,prej këtej,از اینجا
865,dort::ADV,aty,آنجا
866,dort::ADV,atje,آنجا
867,dorthin::ADV,anej,به آنجا
868,geradeaus::ADV,drejt,راست
869,vorwärts::ADV,mbroth,جلو
870,vorwärts::ADV,mbroth,به پیش
871,vorwärts::ADV,përpara,جلو
872,vorwärts::ADV,përpara,به پیش
873,rückwärts::ADV,mbrapsht,عقب
874,zurück::ADV,prapa,پس
875,zurück::ADV,prapa,عقب
876,zurück::ADV,prapa,بالعکس
877,zurück::ADV,mbrapsht,پس
878,zurück::ADV,mbrapsht,عقب
879,zurück::ADV,mbrapsht,بالعکس
880,unten::ADV,poshtë,زیر
881,unten::ADV,poshtë,پایین
882,hinab::ADV,përposh,به پایین
883,oben::ADV,lart,بالا
884,oben::ADV,sipër,بالا
885,hinauf::ADV,lart,به بالا
886,hinauf::ADV,përpjetë,به بالا
887,überall::ADV,kudo,همه‌جا
888,nicht::ADV,s',نه
889,nicht::ADV,nuk,نه
890,ein wenig::ADV,një tis,کمی
891,kaum::ADV,mezi,به سختی
892,sehr::ADV,fort,خیلی
893,sehr::ADV,fort,بسیار
894,sehr::ADV,shumë,خیلی
895,sehr::ADV,shumë,بسیار
896,so::ADV,ashtu,چنین
897,so::ADV,ashtu,اینطور
898,so::ADV,kështu,چنین
899,so::ADV,kështu,اینطور
900,noch::ADV,ende,هنوز
901,noch::ADV,akoma,هنوز
902,nur::ADV,vetëm,فقط
903,nur::ADV,vetëm,تنها
904,schon::ADV,tashmë,قبلاً
905,schon::ADV,tashmë,به این زودی
906,wieder::ADV,përsëri,باز
907,wieder::ADV,përsëri,دوباره
908,vergebens::ADV,kot,بیهوده
909,vor::PRP,para,در جلوی
910,hinter::PRP,prapa,پشت
911,hinter::PRP,mbrapa,پشت
912,unter::PRP,nën,تحت
913,durch::PRP,nëpër,از وسط
914,durch::PRP,nëpër,از ميان
915,neben::PRP,pranë,کنار
916,neben::PRP,pranë,پهلوی
917,neben::PRP,përbri,کنار
918,neben::PRP,përbri,پهلوی
919,zwischen::PRP,midis,بین
920,zwischen::PRP,midis,میان
921,zwischen::PRP,ndërmjet,بین
922,zwischen::PRP,ndërmjet,میان
923,wegen::PRP,për,برای
924,wegen::PRP,për,بخاطر
925,dies::PRN,ky,این
926,das::PRN,ky,آن
927,alles::PRN,gjithçka,تمام
928,alles::PRN,gjithçka,همه‌چیر
929,ich::PRN,unë,من
930,du::PRN,ti,تو
931,er::PRN,ai,او
932,wir::PRN,ne,ما
933,ihr::PRN,ju,شما
934,sie::PRN,ata,آنها
935,was::FPRN,ç',چه
936,was::FPRN,çfarë,چه
937,wer::FPRN,kush,کی
938,wo::FADV,ku,کجا
939,wohin::FADV,për ku,بکجا
940,wie::FADV,si,چطور
941,wie::FADV,si,چگونه
942,warum::FADV,pse,چرا
943,warum::FADV,pse,برای چه
944,warum::FADV,përse,چرا
945,warum::FADV,përse,برای چه
946,wieviel::FNUM,sa,چند
947,wieviel::FNUM,sa,چقدر
948,eins::NUM,një,یک
949,zwei::NUM,dy,دو
950,drei::NUM,tre,سه
951,vier::NUM,katër,چهار
952,fünf::NUM,pesë,پنج
953,sechs::NUM,gjashtë,شش
954,sieben::NUM,shtatë,هفت
955,acht::NUM,tetë,هشت
956,neun::NUM,nëntë,نه
957,zehn::NUM,dhjetë,ده
958,elf::NUM,njëmbëdhjetë,یازده
959,zwölf::NUM,dymbëdhjetë,دوازده
960,zwanzig::NUM,njëzet,بیست
961,dreißig::NUM,tridhjetë,سی
962,vierzig::NUM,dyzet,چهل
963,fünfzig::NUM,pesëdhjetë,پنجاه
964,sechzig::NUM,gjashtëdhjetë,شصت
965,siebzig::NUM,shtatëdhjetë,هفتاد
966,achtzig::NUM,tetëdhjetë,هشتاد
967,neunzig::NUM,nëntëdhjetë,نود
968,hundert::NUM,qind,صد
969,tausend::NUM,mijë,هزار
970,und::CNJ,e,و
971,und::CNJ,dhe,و
972,oder::CNJ,a,یا
973,oder::CNJ,apo,یا
974,stehen::V,rri,ایستادن
975,sitzen::V,rri,نشستن
976,liegen::V,rri shtrirë,خوابیدن
977,liegen::V,rri shtrirë,دراز کشیدن
978,hängen::V,varem,آویزان بودن
979,werden::V,bëhem,شدن
980,passieren::V,ndodh,گذشتن
981,passieren::V,ndodh,اتفاق افتادن
982,beginnen::V,filloj,شروع شدن
983,enden::V,përfundoj,تمام شدن
984,wechseln::V,ndërroj,عوض شدن
985,aufgehen[Sonne]::V,hapem,برآمدن
986,aufgehen[Sonne]::V,hapem,طلوع کردن
987,untergehen[Sonne]::V,hyj,غروب کردن
988,untergehen[Sonne]::V,perëndoj,غروب کردن
989,scheinen[Sonne]::V,ndriçoj,تابیدن
990,donnern::V,gjëmoj,رعد زدن
991,donnern::V,bubulloj,رعد زدن
992,wehen::V,fryj,دمیدن
993,strömen::V,derdh,روان شدن
994,fließen::V,rrjedh,روان شدن
995,sich drehen::V,rrotullohem,چرخیدن
996,schwanken::V,dyzoj,خم و راست شدن
997,schwingen::V,dridhem,تاب خوردن
998,schwingen::V,dridhem,نوسان کردن
999,fallen::V,bie,افتادن
1000,fallen::V,bie,سقوط کردن
1001,brennen::V,digjem,سوزاندن
1002,rauchen::V,nxjerr tym,دود کردن
1003,regnen::V,bie shi,باران آمدن
1004,gefrieren::V,ngrij,یخ بستن
1005,tauen::V,shkrij,آب شدن
1006,schmelzen::V,shkrij,آب شدن
1007,trocknen::V,thaj,خشک شدن
1008,sieden::V,ziej,جوشیدن
1009,faulen::V,kalbem,فاسد شدن
1010,faulen::V,prishem,فاسد شدن
1011,verfaulen::V,kalbem,پوسیدن
1012,reißen::V,grisem,پاره شدن
1013,reißen::V,shqyhem,پاره شدن
1014,versinken::V,humboj,غرق شدن
1015,vergehen::V,kaloj,گذشتن
1016,erscheinen::V,dukem,ظاهر شدن
1017,verschwinden::V,zhdukem,گم شدن
1018,verschwinden::V,zhdukem,از بین رفتن
1019,sinken::V,ulem,پایین آمدن
1020,abnehmen::V,pakësohem,کم شدن
1021,abnehmen::V,zvogëlohem,کم شدن
1022,zunehmen::V,shtohem,زیاد شدن
1023,steigen::V,rritem,بالا رفتن
1024,wachsen::V,rritem,قد کشیدن
1025,glänzen::V,vezulloj,برق زدن
1026,funkeln::V,xixoj,جرقه زدن
1027,funkeln::V,xixëlloj,جرقه زدن
1028,lärmen::V,oshtij,شلوغ کردن
1029,lärmen::V,zhurmoj,شلوغ کردن
1030,läuten::V,bie,زنگ زدن
1031,klingeln::V,i bie ziles,زنگ زدن
1032,klirren::V,kërcëlloj,جرنگ جرنگ صدا کردن
1033,brausen::V,gjëmoj,طوفانی بودن
1034,rauschen::V,fëshfërij,خش‌خش کردن
1035,klingen::V,tingëlloj,صدا دادن
1036,bellen::V,leh,عوعو کردن
1037,heulen::V,ulërij,زوزه کشیدن
1038,blasen::V,fryj,فوت کردن
1039,pfeifen::V,fishkëllej,سوت زدن
1040,schreien::V,bërtas,فریاد زدن
1041,stöhnen::V,rënkoj,نالیدن
1042,zittern::V,trembem,لرزیدن
1043,leben::V,rroj,زیستن
1044,leben::V,rroj,زندگی کردن
1045,leben::V,jetoj,زیستن
1046,leben::V,jetoj,زندگی کردن
1047,geboren werden::V,lind,متولد شدن
1048,atmen::V,marr frymë,تنفس کردن
1049,trinken::V,pi,نوشیدن
1050,essen::V,ha,خوردن
1051,schlucken::V,gëlltis,بلعیدن
1052,schlucken::V,gëlltis,قورت دادن
1053,schlucken::V,kapërdij,بلعیدن
1054,schlucken::V,kapërdij,قورت دادن
1055,müde werden::V,lodhem,خسته شدن
1056,einschlafen::V,bie të fle,خواب رفتن
1057,schlafen::V,fle,خوابیدن
1058,aufwachen::V,zgjohem,از خواب بیدار شدن
1059,aufstehen::V,çohem,بیدار شدن
1060,aufstehen::V,ngrihem,بیدار شدن
1061,sich erholen::V,qetësohem,استراحت کردن
1062,sich erholen::V,shtendosem,استراحت کردن
1063,krank werden::V,bie i sëmurë,مریض شدن
1064,krank sein::V,jam i sëmurë,بیمار بودن
1065,schmerzen::V,dhemb,درد کردن
1066,husten::V,kollitem,سرفه کردن
1067,genesen::V,shërohem,بهبود یافتن
1068,sterben::V,vdes,مردن
1069,umkommen::V,vdes,کشته شدن
1070,umkommen::V,mbaroj,کشته شدن
1071,sich bewegen::V,shkundem,حرکت کردن
1072,sich rühren::V,lëviz,تکان خوردن
1073,sich erheben::V,ngrihem,برخواستن
1074,sich setzen::V,ulem,نشستن
1075,hinfallen::V,gremisem,زمین خوردن
1076,laufen::V,eci,پیاده رفتن
1077,schreiten::V,çapem,قدم زدن
1078,spazierengehen::V,shëtis,گردش رفتن
1079,eilen::V,ngas,شتاب کردن
1080,sich beeilen::V,nxitoj,عجله کردن
1081,sausen::V,eci shpejt,صفیر کشیدن
1082,rennen::V,vrapoj,دویدن
1083,springen::V,kërcej,پریدن
1084,klettern::V,hipi,بالا رفتن
1085,schaukeln::V,kolovitem,تاب خوردن
1086,kriechen::V,zvarritem,خزیدن
1087,schwimmen::V,notoj,شنا کردن
1088,tauchen::V,zhytem,غواصی کردن
1089,rudern::V,vozis,پارو زدن
1090,fahren::V,shkoj,سواره رفتن
1091,fliegen::V,fluturoj,پریدن
1092,gehen::V,eci,رفتن
1093,gehen::V,shkoj,رفتن
1094,weggehen::V,vete,رفتن
1095,abfahren::V,nisem,حرکت کردن
1096,anhalten::V,ndalem,ایست کردن
1097,hineingehen::V,futem,داخل شدن
1098,eintreten::V,hyj,وارد شدن
1099,kommen::V,vij,آمدن
1100,ankommen::V,arrij,رسیدن
1101,ankommen::V,mbërrij,رسیدن
1102,zurückkommen::V,kthehem,برگشتن
1103,bleiben::V,mbetem,ماندن
1104,bleiben::V,qëndroj,ماندن
1105,warten::V,pres,منتظر بودن
1106,erwarten::V,pres,انتظار داشتن
1107,suchen::V,kërkoj,جستجو کردن
1108,finden::V,gjej,یافتن
1109,finden::V,gjej,پیدا کردن
1110,versuchen::V,mundohem,سعی کردن
1111,versuchen::V,mundohem,کوشش کردن
1112,vorbereiten::V,përgatis,آماده کردن
1113,lieben::V,dashuroj,عاشق بودن
1114,mögen::V,dua,میل داشتن
1115,mögen::V,dua,دوست داشتن
1116,lachen::V,qesh,خندیدن
1117,rühren::V,mallëngjej,به رقت آوردن
1118,weinen::V,qaj,گریه کردن
1119,schimpfen::V,shaj,فحاشی کردن
1120,sich ärgern::V,bëhem verem,ناراحت شدن
1121,sich fürchten::V,kam frikë,واهمه کردن
1122,sich fürchten::V,frikësohem,واهمه کردن
1123,fürchten::V,kam frikë nga,ترسیدن
1124,fliehen::V,arratisem,گریختن
1125,flüchten::V,iki,فرار کردن
1126,sehen::V,shoh,دیدن
1127,anschauen::V,shikoj,نگاه کردن
1128,ansehen::V,shikoj,تماشا کردن
1129,hören::V,dëgjoj,شنیدن
1130,zuhören::V,veshtoj,گوش دادن
1131,probieren::V,provoj,چشیدن
1132,riechen::V,nuhas,بوییدن
1133,riechen::V,nuhas,بو کردن
1134,fühlen::V,ndiej,احساس کردن
1135,scheinen::V,ndriçoj,بنظر آمدن
1136,zu sehen sein::V,dukem,دیده شدن
1137,vernehmen::V,dëgjoj,شنیدن
1138,frieren::V,mërdhij,سرد بودن
1139,tun::V,bëj,کردن
1140,können::V,mund,توانستن
1141,wollen::V,dua,خواستن
1142,wollen::V,dëshiroj,خواستن
1143,anfangen::V,filloj,شروع کردن
1144,beenden::V,kryej,تمام کردن
1145,beenden::V,kryej,پایان دادن
1146,beenden::V,mbaroj,تمام کردن
1147,beenden::V,mbaroj,پایان دادن
1148,aufhören::V,pushoj,دست کشیدن
1149,gelingen::V,më shkon mbarë,موفق شدن
1150,geraten::V,del,نتیجه دادن
1151,öffnen::V,hap,گشودن
1152,öffnen::V,hap,باز کردن
1153,schließen::V,mbyll,بستن
1154,schließen::V,mbyll,قفل کردن
1155,stellen::V,vë,گذاردن
1156,setzen::V,vë,نشاندن
1157,legen::V,vë,گذاشتن
1158,berühren::V,rrok,دست زدن
1159,berühren::V,rrok,لمس کردن
1160,verbinden::V,bashkoj,وصل کردن
1161,bedecken::V,mbuloj,پوشاندن
1162,aufhängen::V,var,آویختن
1163,anzünden::V,ndez,سوزاندن
1164,aufheben::V,ngre,برداشتن
1165,aufheben::V,ngre,بلند کردن
1166,zurücklassen::V,lë pas,گذاشتن
1167,verlieren::V,humb,گم کردن
1168,fallen lassen::V,lëshoj,انداختن
1169,machen::V,bëj,کردن
1170,machen::V,bëj,ساختن
1171,herstellen::V,prodhoj,ساختن
1172,herstellen::V,prodhoj,تولید کردن
1173,bauen::V,ndërtoj,ساختن
1174,bauen::V,ndërtoj,بنا کردن
1175,reparieren::V,ndreq,درست کردن
1176,reparieren::V,ndreq,تعمیر کردن
1177,reparieren::V,meremetoj,درست کردن
1178,reparieren::V,meremetoj,تعمیر کردن
1179,verbessern::V,përmirësoj,بهتر کردن
1180,ändern::V,ndërroj,تغییر دادن
1181,graben::V,gërmoj,کندن
1182,graben::V,gërmoj,گود کردن
1183,beugen::V,kërrus,کج کردن
1184,biegen::V,përkul,خم کردن
1185,drehen::V,dredh,چرخاندن
1186,drehen::V,rrotulloj,چرخاندن
1187,wenden::V,kthej,برگرداندن
1188,umdrehen::V,kthej,برگرداندن
1189,heben::V,ngre,برداشتن
1190,hochheben::V,ngre,برآوردن
1191,hochheben::V,ngre,بلند کردن
1192,ergreifen::V,rrëmbej,گرفتن
1193,halten::V,mbaj,نگاه داشتن
1194,drücken::V,shtyp,فشار دادن
1195,drücken::V,shtyp,فشار آوردن
1196,schieben::V,shtyj,هل دادن
1197,kratzen::V,kruaj,خاریدن
1198,kratzen::V,gërvisht,خاریدن
1199,lecken::V,lëpij,لیسیدن
1200,beißen::V,kafshoj,گاز زدن
1201,abreißen::V,shkëpus,پاره کردن
1202,abschneiden::V,cungoj,بریدن
1203,abschneiden::V,cungoj,قطع کردن
1204,binden::V,lidh,بستن
1205,stecken::V,fus,فرو کردن
1206,stecken::V,ngul,فرو کردن
1207,brechen::V,thyej,شکستن
1208,klopfen::V,trokas,کوبیدن
1209,hauen::V,godas,زدن
1210,kleben::V,ngjis,چسباندن
1211,reiben::V,fërkoj,مالش دادن
1212,streichen::V,lyej,مالیدن
1213,schleifen::V,mpreh,تیز کردن
1214,schneiden::V,pres,چیدن
1215,schneiden::V,pres,بریدن
1216,rütteln::V,shkund,لرزاندن
1217,rütteln::V,shkund,تکان دادن
1218,schütteln::V,lëkund,تکان دادن
1219,schwenken::V,valëvit,تاب دادن
1220,schütten::V,mbush,ریختن
1221,füllen::V,mbush,پر کردن
1222,einwickeln::V,mbështjell,پیچیدن
1223,tragen::V,mbaj,بردن
1224,tragen::V,mbaj,حمل کردن
1225,tragen::V,mbart,بردن
1226,tragen::V,mbart,حمل کردن
1227,schleppen::V,heq,کشیدن
1228,schleppen::V,zhgërryej,کشیدن
1229,ziehen::V,tërheq,کشیدن
1230,aufbewahren::V,ruaj,نگهداری کردن
1231,werfen::V,hedh,انداختن
1232,werfen::V,hedh,پرتاب کردن
1233,fangen::V,kap,گرفتن
1234,packen::V,rrëmbej,گرفتن
1235,verstecken::V,fsheh,قایم کردن
1236,verstecken::V,fsheh,پنهان کردن
1237,teilen::V,ndaj,قسمت کردن
1238,teilen::V,ndaj,تقسیم کردن
1239,schicken::V,dërgoj,فرستادن
1240,schicken::V,dërgoj,ارسال کردن
1241,bringen::V,sjell,آوردن
1242,hinzufügen::V,shtoj,افزودن
1243,hinzufügen::V,shtoj,اضافه کردن
1244,bekommen::V,kap,گرفتن
1245,erhalten::V,marr,دریافت کردن
1246,nehmen::V,marr,گرفتن
1247,nehmen::V,marr,برداشتن
1248,wählen::V,zgjedh,انتخاب کردن
1249,auswählen::V,përzgjedh,برگزیدن
1250,bewahren::V,ruaj,حفظ کردن
1251,bewahren::V,ruaj,حفاظت کردن
1252,behindern::V,pengoj,مانع بودن
1253,verderben::V,prish,از بین بردن
1254,beschädigen::V,dëmtoj,صدمه زدن
1255,zerbrechen::V,thyej,شکستن
1256,zerreißen::V,çjerr,دریدن
1257,zerreißen::V,çjerr,پاره کردن
1258,zerreißen::V,zheloj,دریدن
1259,zerreißen::V,zheloj,پاره کردن
1260,zerstören::V,prish,خراب کردن
1261,zerstören::V,prish,ویران کردن
1262,zerstören::V,shkatërroj,خراب کردن
1263,zerstören::V,shkatërroj,ویران کردن
1264,verbrennen::V,djeg,سوزاندن
1265,geben::V,jap,دادن
1266,reichen::V,jap,دادن
1267,schenken::V,fal,هدیه دادن
1268,schenken::V,dhuroj,هدیه دادن
1269,versprechen::V,premtoj,قول دادن
1270,versprechen::V,premtoj,وعده دادن
1271,wünschen::V,uroj,آرزو کردن
1272,loben::V,lëvdoj,ستایش کردن
1273,loben::V,lavdëroj,ستایش کردن
1274,küssen::V,puth,بوسیدن
1275,wiegen::V,tund,نوسان کردن
1276,zudecken::V,mbuloj,پوشاندن
1277,wecken::V,zgjoj,بیدار کردن
1278,zeigen::V,dëftej,نشان دادن
1279,führen::V,çoj,رهنمائی کردن
1280,lehren::V,arsej,آموختن
1281,lehren::V,arsej,یاد دادن
1282,unterrichten::V,arsimoj,درس دادن
1283,unterrichten::V,arsimoj,تدریس کردن
1284,aufziehen::V,rris,تربیت کردن
1285,leiten::V,udhëheq,اداره کردن
1286,antreiben::V,nxis,عجله دادن
1287,lassen::V,detyroj,وادار کردن
1288,einladen::V,ftoj,دعوت کردن
1289,einladen::V,ftoj,مهمان کردن
1290,vereinigen::V,bashkoj,یکی کردن
1291,vereinigen::V,bashkoj,متحد کردن
1292,besuchen::V,vizitoj,دیدار کردن
1293,treffen::V,ndesh,ملاقات کردن
1294,sich versammeln::V,tubohem,جمع شدن
1295,spielen::V,loz,بازی کردن
1296,spielen::V,luaj,بازی کردن
1297,singen::V,këndoj,آواز خواندن
1298,tanzen::V,kërcej,رقصیدن
1299,tanzen::V,vallëzoj,رقصیدن
1300,sich trennen::V,ndahem,جدا شدن
1301,verlassen::V,braktis,ترک کردن
1302,retten::V,shpëtoj,نجات دادن
1303,bewachen::V,ruaj,حراست کردن
1304,schützen::V,ruaj,حفظ کردن
1305,schützen::V,mbroj,حفظ کردن
1306,verteidigen::V,mbroj,دفاع کردن
1307,sich schlagen::V,zihem,کتک‌کاری کردن
1308,schießen::V,shtie,تیر زدن
1309,siegen::V,fitoj,پیروز شدن
1310,siegen::V,ngadhënjej,پیروز شدن
1311,ärgern::V,zemëroj,ناراحت کردن
1312,schlagen::V,rrah,زدن
1313,schlagen::V,rrah,کوبیدن
1314,schlagen::V,godas,زدن
1315,schlagen::V,godas,کوبیدن
1316,treten::V,shtyj,لگد زدن
1317,treten::V,shtyj më këmbë,لگد زدن
1318,stechen::V,ther,چاقو زدن
1319,stechen::V,shpoj,چاقو زدن
1320,stoßen::V,shtyj,هل دادن
1321,stehlen::V,vjedh,دزدیدن
1322,stören::V,pengoj,مزاحم شدن
1323,belästigen::V,bezdis,زحمت دادن
1324,verbergen::V,fsheh,پنهان کردن
1325,täuschen::V,mashtroj,گول زدن
1326,täuschen::V,mashtroj,فریب دادن
1327,betrügen::V,kobis,گول زدن
1328,betrügen::V,kobis,فریب دادن
1329,töten::V,vras,کشتن
1330,wohnen::V,banoj,منزل داشتن
1331,wohnen::V,banoj,سکونت داشتن
1332,arbeiten::V,punoj,کار کردن
1333,arbeiten::V,vardoj,کار کردن
1334,sammeln::V,mbledh,جمع کردن
1335,sammeln::V,grumbulloj,جمع کردن
1336,pflücken::V,vjel,چیدن
1337,pflücken::V,mbledh,چیدن
1338,jagen::V,gjuaj,شکار کردن
1339,fischen::V,peshkoj,صید کردن
1340,fischen::V,peshkoj,ماهی‌گیری کردن
1341,fischen::V,gjuaj peshk,صید کردن
1342,fischen::V,gjuaj peshk,ماهی‌گیری کردن
1343,fassen::V,zë,گرفتن
1344,hüten::V,kullos,چراندن
1345,hüten::V,kullos,مراقبت کردن
1346,treiben::V,vë përpara,راندن
1347,anbinden::V,lidh,متصل کردن
1348,füttern::V,grazhdoj,غذا دادن
1349,melken::V,mjel,دوشیدن
1350,hacken::V,grij,خرد کردن
1351,gießen::V,ujis,ریختن
1352,reifen::V,piqem,رسیدن
1353,zubereiten::V,gatuaj,طبخ کردن
1354,zubereiten::V,gatuaj,آماده کردن
1355,kochen::V,ziej,پختن
1356,kochen::V,ziej,آشپزی کردن
1357,backen::V,pjek,پختن
1358,backen::V,furroj,پختن
1359,braten::V,fërgoj,سرخ کردن
1360,braten::V,tiganis,سرخ کردن
1361,umrühren::V,trazoj,هم زدن
1362,stricken::V,thur,بافتن
1363,nähen::V,qep,دوختن
1364,färben::V,ngjyej,رنگ زدن
1365,färben::V,bojatis,رنگ زدن
1366,reinigen::V,qëroj,پاک کردن
1367,reinigen::V,qëroj,تمیز کردن
1368,reinigen::V,pastroj,پاک کردن
1369,reinigen::V,pastroj,تمیز کردن
1370,waschen::V,laj,شستن
1371,waschen::V,finjos,شستن
1372,abwischen::V,fshij,زدودن
1373,spülen::V,kulloj,شستن
1374,fegen::V,fshij,جارو کردن
1375,kehren::V,fshij,جارو کردن
1376,baden::V,lahem,شنا کردن
1377,baden::V,lahem,حمام کردن
1378,sich waschen::V,lahem,شستشو کردن
1379,ausziehen::V,heq,درآوردن
1380,ausziehen::V,zbath,درآوردن
1381,anziehen::V,vesh,پوشیدن
1382,anziehen::V,mbath,پوشیدن
1383,sich anziehen::V,vishem,لباس پوشیدن
1384,kämmen::V,kreh,شانه زدن
1385,schmücken::V,hijeshoj,زینت دادن
1386,sagen::V,them,گفتن
1387,sprechen::V,flas,حرف زدن
1388,sprechen::V,flas,صحبت کردن
1389,reden::V,fjalos,حرف زدن
1390,reden::V,fjalos,صحبت کردن
1391,reden::V,fjalëtoj,حرف زدن
1392,reden::V,fjalëtoj,صحبت کردن
1393,sich unterhalten::V,bisedoj,گپ زدن
1394,fragen::V,pyes,پرسیدن
1395,fragen::V,pyes,سؤال کردن
1396,bitten::V,lus,خواهش کردن
1397,bitten::V,lus,درخواست کردن
1398,bitten::V,lutem,خواهش کردن
1399,bitten::V,lutem,درخواست کردن
1400,erzählen::V,rrëfej,نقل کردن
1401,erzählen::V,rrëfej,حکایت کردن
1402,mitteilen::V,kumtoj,خبر دادن
1403,nennen::V,quaj,نامیدن
1404,rufen::V,thërras,صدا کردن
1405,prahlen::V,mburrem,پز آمدن
1406,prahlen::V,kapardisem,پز آمدن
1407,übersetzen::V,përkthej,ترجمه کردن
1408,denken::V,mendoj,فکر کردن
1409,glauben::V,besoj,باور کردن
1410,glauben::V,besoj,عقیده داشتن
1411,bemerken::V,vërej,متوجه شدن
1412,erkennen::V,njoh,شناختن
1413,erkennen::V,njoh,تشخیص دادن
1414,erkennen::V,shquaj,شناختن
1415,erkennen::V,shquaj,تشخیص دادن
1416,begreifen::V,marr vesh,فهمیدن
1417,begreifen::V,marr vesh,درک کردن
1418,verstehen::V,marr vesh,فهمیدن
1419,lernen::V,mësoj,آموختن
1420,lernen::V,mësoj,یاد گرفتن
1421,wissen::V,di,دانستن
1422,sich erinnern an::V,kujtoj,به یاد آوردن
1423,vergessen::V,harroj,فراموش کردن
1424,messen::V,mas,اندازه گرفتن
1425,zählen::V,njeh,شمردن
1426,rechnen::V,llogaris,حساب کردن
1427,lesen::V,lexoj,خواندن
1428,lesen::V,këndoj,خواندن
1429,malen::V,lyej,نقاشی کردن
1430,zeichnen::V,vizatoj,کشیدن
1431,zeichnen::V,vizatoj,رسم کردن
1432,schreiben::V,shkruaj,نوشتن
1433,besitzen::V,kam,داشتن
1434,kaufen::V,blej,خریدن
1435,kaufen::V,blej,خرید کردن
1436,verkaufen::V,shes,فروختن
1437,bezahlen::V,paguaj,پرداختن
1438,zahlen::V,paguaj,پرداخت کردن
1439,beherrschen::V,zotëroj,مسلط بودن
1440,ertragen::V,duroj,تحمل کردن
