,Concept_ID,he,se
2000,Gegenstand::N,אוביקט,daevere
2001,Gegenstand::N,אוביקט,oabme
2002,Gegenstand::N,אוביקט,gávnne
2003,Gegenstand::N,אוביקט,bierggas
2004,Gegenstand::N,אוביקט,ettâ
2005,Gegenstand::N,אוביקט,kápulâh
2006,Gegenstand::N,אוביקט,käu´nn
2007,Gegenstand::N,אוביקט,ка̄ввьн
2008,Sache::N,דבר,aate
2009,Sache::N,דבר,saake
2010,Sache::N,דבר,ássje
2011,Sache::N,דבר,ášši
2012,Sache::N,דבר,äšši
2013,Sache::N,דבר,ä´šš
2014,Sache::N,דבר,ве̄шш
2015,Rand::N,פרור,raedtie
2016,Rand::N,פרור,rabdda
2017,Rand::N,פרור,ravda
2018,Rand::N,פרור,robdâ
2019,Rand::N,פרור,čårr
2020,Rand::N,פרור,ruõbdd
2021,Rand::N,פרור,рӯммт
2022,Rand::N,פרור,ре̄ввьн
2023,Kante::N,קצה,raedtie
2024,Kante::N,קצה,rabdda
2025,Kante::N,קצה,ravda
2026,Kante::N,קצה,robdâ
2027,Kante::N,קצה,å´rdd
2028,Kante::N,קצה,ruõbdd
2029,Kante::N,קצה,рӯммт
2030,Kante::N,קצה,ре̄ввьн
2031,Ecke::N,פנה,roene
2032,Ecke::N,פנה,kråane
2033,Ecke::N,פנה,náhpo
2034,Ecke::N,פנה,nusske
2035,Ecke::N,פנה,nurki
2036,Ecke::N,פנה,čiehka
2037,Ecke::N,פנה,čiehâ
2038,Ecke::N,פנה,čiõkk
2039,Ecke::N,פנה,suåp'p
2040,Ecke::N,פנה,уггл
2041,Spitze::N,קצה,gietjie
2042,Spitze::N,קצה,snjuhtje
2043,Spitze::N,קצה,gihttje
2044,Spitze::N,קצה,geahči
2045,Spitze::N,קצה,picci
2046,Spitze::N,קצה,keeči
2047,Spitze::N,קצה,ǩie´čč
2048,Spitze::N,קצה,кя̄женч
2049,Ende::N,סוף,gietjie
2050,Ende::N,סוף,giehtje
2051,Ende::N,סוף,geahči
2052,Ende::N,סוף,keeči
2053,Ende::N,סוף,puäš'š
2054,Ende::N,סוף,ке̄джь
2055,Loch::N,חר,raejkie
2056,Loch::N,חר,rájgge
2057,Loch::N,חר,ráigi
2058,Loch::N,חר,räigi
2059,Loch::N,חר,loikk
2060,Loch::N,חר,râi´ǧǧ
2061,Loch::N,חר,ра̄ййк
2062,Winkel::N,פנה,skaavhte
2063,Winkel::N,פנה,tjiehka
2064,Winkel::N,פנה,soahppa
2065,Winkel::N,פנה,čiehka
2066,Winkel::N,פנה,sogge
2067,Winkel::N,פנה,suåp'p
2068,Winkel::N,פנה,уггл
2069,Muster::N,תבנית,goere
2070,Muster::N,תבנית,girjja
2071,Muster::N,תבנית,girjjit
2072,Muster::N,תבנית,kovos
2073,Muster::N,תבנית,кыррьй
2074,Muster::N,תבנית,кырьйнесс
2075,Größe::N,גדל,ståaroe
2076,Größe::N,גדל,stuorrudahka
2077,Größe::N,גדל,stūrrodat
2078,Größe::N,גדל,mahtodat
2079,Größe::N,גדל,allodat
2080,Größe::N,גדל,stuá'ṛudâh
2081,Größe::N,גדל,роаӈӈьк
2082,Länge::N,ארך,gåhkoe
2083,Länge::N,ארך,guhkkudahka
2084,Länge::N,ארך,guhkkodat
2085,Länge::N,ארך,kukkodâh
2086,Länge::N,ארך,õllâdvuõtt
2087,Länge::N,ארך,куххьквӯдт
2088,Höhe::N,קומה,jalloe
2089,Höhe::N,קומה,jalladahke
2090,Höhe::N,קומה,alludahka
2091,Höhe::N,קומה,allatvuohta
2092,Höhe::N,קומה,allodat
2093,Höhe::N,קומה,aḷodâh
2094,Höhe::N,קומה,âlladvuõtt
2095,Höhe::N,קומה,э̄ллвӯдт
2096,Höhe::N,גבה,jalloe
2097,Höhe::N,גבה,jalladahke
2098,Höhe::N,גבה,alludahka
2099,Höhe::N,גבה,allatvuohta
2100,Höhe::N,גבה,allodat
2101,Höhe::N,גבה,aḷodâh
2102,Höhe::N,גבה,âlladvuõtt
2103,Höhe::N,גבה,э̄ллвӯдт
2104,Gewicht::N,משקל,leavloe
2105,Gewicht::N,משקל,dædda
2106,Gewicht::N,משקל,låssudahka
2107,Gewicht::N,משקל,deaddu
2108,Gewicht::N,משקל,tiäd'du
2109,Gewicht::N,משקל,teäd'd
2110,Gewicht::N,משקל,тя̄ннт
2111,Gewicht::N,משקל,вӣссь
2112,Menge::N,כמות,mierie
2113,Menge::N,כמות,ållo
2114,Menge::N,כמות,mearri
2115,Menge::N,כמות,doahkki
2116,Menge::N,כמות,meeṛi
2117,Menge::N,כמות,tukk
2118,Menge::N,כמות,mie´rr
2119,Menge::N,כמות,туххк
2120,Menge::N,כמות,ла̄ннҍт
2121,Haufen::N,ערמה,deava
2122,Haufen::N,ערמה,håevkie
2123,Haufen::N,ערמה,hårre
2124,Haufen::N,ערמה,látna
2125,Haufen::N,ערמה,laaṇâ
2126,Haufen::N,ערמה,laađđ
2127,Haufen::N,ערמה,поанн
2128,Reihe::N,רצף,raajroe
2129,Reihe::N,רצף,rájddo
2130,Reihe::N,רצף,gurgadas
2131,Reihe::N,רצף,kuáḷus
2132,Reihe::N,רצף,riâd'd
2133,Reihe::N,רצף,по̄ллт
2134,Boot::N,סירה,vïnhtse
2135,Boot::N,סירה,vanás
2136,Boot::N,סירה,vanntsa
2137,Boot::N,סירה,fanas
2138,Boot::N,סירה,voonâs
2139,Boot::N,סירה,käärbis
2140,Boot::N,סירה,võõnâs
2141,Boot::N,סירה,вэнс
2142,Ruder::N,משוט,aajroe
2143,Ruder::N,משוט,ájrro
2144,Ruder::N,משוט,áiru
2145,Ruder::N,משוט,áiru
2146,Ruder::N,משוט,äirr
2147,Ruder::N,משוט,а̄ррьй
2148,Schlitten::N,מזחלת,slærra
2149,Schlitten::N,מזחלת,tjïelhke
2150,Schlitten::N,מזחלת,gieris
2151,Schlitten::N,מזחלת,tjielkká
2152,Schlitten::N,מזחלת,gielká
2153,Schlitten::N,מזחלת,kiäl'kká
2154,Schlitten::N,מזחלת,saan
2155,Schlitten::N,מזחלת,ǩeâlkk
2156,Schlitten::N,מזחלת,со̄а̄н
2157,Ski::N,מגלשים,treavka
2158,Ski::N,מגלשים,sabek
2159,Ski::N,מגלשים,sabet
2160,Ski::N,מגלשים,saaveeh
2161,Ski::N,מגלשים,koolâs
2162,Ski::N,מגלשים,коаллас
2163,Ski::N,מגלשים,са̄вехь
2164,Lagerfeuer::N,מדורה,dålle
2165,Lagerfeuer::N,מדורה,sajijdållå
2166,Lagerfeuer::N,מדורה,dolla
2167,Lagerfeuer::N,מדורה,tullâ
2168,Lagerfeuer::N,מדורה,toll
2169,Lagerfeuer::N,מדורה,то̄лл
2170,Last::N,משא,maajsoe
2171,Last::N,משא,noade
2172,Last::N,משא,guorbmi
2173,Last::N,משא,kye'rmi
2174,Last::N,משא,nue´đđ
2175,Last::N,משא,kue´rmm
2176,Last::N,משא,нуэдът
2177,Gang::N,הליכה,vaedtseme
2178,Gang::N,הליכה,mannulahka
2179,Gang::N,הליכה,johtu
2180,Gang::N,הליכה,jotteem
2181,Gang::N,הליכה,joto
2182,Gang::N,הליכה,jäl'lmõš
2183,Gang::N,הליכה,ёадтмушш
2184,Gang::N,הליכה,ёадтҌмушш
2185,Schritt::N,צעד,sïlle
2186,Schritt::N,צעד,lávkke
2187,Schritt::N,צעד,lávki
2188,Schritt::N,צעד,lävkki
2189,Schritt::N,צעד,läu´ǩǩ
2190,Schritt::N,צעד,ла̄ффьк
2191,Norden::N,צפון,noerhte
2192,Norden::N,צפון,nuortta
2193,Norden::N,צפון,davvi
2194,Norden::N,צפון,taṿe
2195,Norden::N,צפון,tâ´vv
2196,Norden::N,צפון,таввял
2197,Süden::N,דרום,åarjel
2198,Süden::N,דרום,oarjje
2199,Süden::N,דרום,lulli
2200,Süden::N,דרום,mäddi
2201,Süden::N,דרום,kesipieg'gâ
2202,Süden::N,דרום,saujj
2203,Süden::N,דרום,со̄а̄ййв
2204,Westen::N,מערב,jillie
2205,Westen::N,מערב,alle
2206,Westen::N,מערב,oarji
2207,Westen::N,מערב,uár'ji
2208,Westen::N,מערב,viõstâr
2209,Westen::N,מערב,вуэрьял
2210,Osten::N,מזרח,luvlie
2211,Osten::N,מזרח,lulle
2212,Osten::N,מזרח,nuorta
2213,Osten::N,מזרח,nuor'ttâ
2214,Osten::N,מזרח,nuõrti
2215,Osten::N,מזרח,нуҏҏьт
2216,Holz::N,עץ,moere
2217,Holz::N,עץ,muorra
2218,Holz::N,עץ,muorra
2219,Holz::N,עץ,muoṛâ
2220,Holz::N,עץ,muõrr
2221,Holz::N,עץ,мӯрр
2222,Brett::N,קרש,fealloe
2223,Brett::N,קרש,fiello
2224,Brett::N,קרש,lávdi
2225,Brett::N,קרש,lyev'di
2226,Brett::N,קרש,lu´vdd
2227,Brett::N,קרש,лаййт
2228,Platte::N,לוח,spaagkoe
2229,Platte::N,לוח,skierro
2230,Platte::N,לוח,skearru
2231,Platte::N,לוח,ráptu
2232,Platte::N,לוח,ка̄ррьт
2233,Stütze::N,משען,dovtege
2234,Stütze::N,משען,dåarjege
2235,Stütze::N,משען,tsagge
2236,Stütze::N,משען,nihta
2237,Stütze::N,משען,duvdda
2238,Stütze::N,משען,caggi
2239,Stütze::N,משען,cagge
2240,Stütze::N,משען,cõgldõk
2241,Stütze::N,משען,стуэлльп
2242,Stange::N,מוט,staavra
2243,Stange::N,מוט,stággo
2244,Stange::N,מוט,hålggå
2245,Stange::N,מוט,stávrá
2246,Stange::N,מוט,stággu
2247,Stange::N,מוט,čuálgui
2248,Stange::N,מוט,kaŋgg
2249,Stange::N,מוט,кэ̄ллт
2250,Stange::N,מוט,пе̄лльк
2251,Stock::N,מקל,galte
2252,Stock::N,מקל,klåbpoe
2253,Stock::N,מקל,soabbe
2254,Stock::N,מקל,soabbi
2255,Stock::N,מקל,suáb'bi
2256,Stock::N,מקל,suä´b'b
2257,Stock::N,מקל,суэммьп
2258,Stab::N,מוט,klaahka
2259,Stab::N,מוט,soabbe
2260,Stab::N,מוט,soabbi
2261,Stab::N,מוט,suáb'bi
2262,Stab::N,מוט,suä´b'b
2263,Stab::N,מוט,суэммьп
2264,Rohr::N,צנור,gïrse
2265,Rohr::N,צנור,båhttså
2266,Rohr::N,צנור,bohcci
2267,Rohr::N,צנור,poccee
2268,Rohr::N,צנור,puu´lčiǩ
2269,Rohr::N,צנור,туррьп
2270,Haus::N,בית,ståapoe
2271,Haus::N,בית,goahte
2272,Haus::N,בית,stohpu
2273,Haus::N,בית,tááḷu
2274,Haus::N,בית,tääll
2275,Haus::N,בית,пэ̄ҏҏт
2276,Heim::N,בית,hïejme
2277,Heim::N,בית,viesso
2278,Heim::N,בית,ruoktu
2279,Heim::N,בית,päikki
2280,Heim::N,בית,päi´ǩǩ
2281,Heim::N,בית,пэ̄ҏҏт
2282,Ofen::N,תנור,vuebnie
2283,Ofen::N,תנור,vuodná
2284,Ofen::N,תנור,vuobnne
2285,Ofen::N,תנור,uvdna
2286,Ofen::N,תנור,uvnâ
2287,Ofen::N,תנור,ǩiiuǥân
2288,Ofen::N,תנור,пе̄ххц
2289,Ofen::N,תנור,кыввкан
2290,Fußboden::N,רצפה,guelpie
2291,Fußboden::N,רצפה,guolbbe
2292,Fußboden::N,רצפה,láhtti
2293,Fußboden::N,רצפה,šalde
2294,Fußboden::N,רצפה,šâ´ldd
2295,Fußboden::N,רצפה,шалльт
2296,Tisch::N,שלחן,buertie
2297,Tisch::N,שלחן,bievdde
2298,Tisch::N,שלחן,beavdi
2299,Tisch::N,שלחן,pevdi
2300,Tisch::N,שלחן,på´rdd
2301,Tisch::N,שלחן,stue´ll
2302,Tisch::N,שלחן,туэлль
2303,Stuhl::N,כסא,stovle
2304,Stuhl::N,כסא,ståvllå
2305,Stuhl::N,כסא,stuollu
2306,Stuhl::N,כסא,stovli
2307,Stuhl::N,כסא,stuu´l
2308,Stuhl::N,כסא,стула
2309,Wiege::N,ערש,gïerhkeme
2310,Wiege::N,ערש,vuoggo
2311,Wiege::N,ערש,geaŧŧu
2312,Wiege::N,ערש,geaktu
2313,Wiege::N,ערש,gietkka
2314,Wiege::N,ערש,kiäh'tu
2315,Wiege::N,ערש,vogga
2316,Wiege::N,ערש,кӣткэм
2317,Bett::N,מטה,seangkoe
2318,Bett::N,מטה,sæŋŋga
2319,Bett::N,מטה,seaŋga
2320,Bett::N,מטה,seŋgâ
2321,Bett::N,מטה,sââ´jj
2322,Bett::N,מטה,вуэдтӭмсайй
2323,Regal::N,מדף,hælla
2324,Regal::N,מדף,hilldo
2325,Regal::N,מדף,hildu
2326,Regal::N,מדף,ildee
2327,Regal::N,מדף,i´lddi
2328,Regal::N,מדף,ылльтэ
2329,Kiste::N,תבה,aeskie
2330,Kiste::N,תבה,kássa
2331,Kiste::N,תבה,kássa
2332,Kiste::N,תבה,árkku
2333,Kiste::N,תבה,ču´ǩǩ
2334,Kiste::N,תבה,чуххьк
2335,Kiste::N,ארגז,aeskie
2336,Kiste::N,ארגז,kássa
2337,Kiste::N,ארגז,kássa
2338,Kiste::N,ארגז,árkku
2339,Kiste::N,ארגז,ču´ǩǩ
2340,Kiste::N,ארגז,чуххьк
2341,Fenster::N,חלון,klaase
2342,Fenster::N,חלון,vinndek
2343,Fenster::N,חלון,láse
2344,Fenster::N,חלון,laasâ
2345,Fenster::N,חלון,ikkân
2346,Fenster::N,חלון,эххкан
2347,Tür::N,דלת,okse
2348,Tür::N,דלת,uksa
2349,Tür::N,דלת,uksa
2350,Tür::N,דלת,uksâ
2351,Tür::N,דלת,uhss
2352,Tür::N,דלת,уккс
2353,Tor::N,שער,okse
2354,Tor::N,שער,pårttå
2355,Tor::N,שער,uksa
2356,Tor::N,שער,poarta
2357,Tor::N,שער,porttâ
2358,Tor::N,שער,uustõk
2359,Tor::N,שער,čuâlluhss
2360,Tor::N,שער,уккс
2361,Zaun::N,גדר,haakene
2362,Zaun::N,גדר,jerra
2363,Zaun::N,גדר,gárdde
2364,Zaun::N,גדר,áidi
2365,Zaun::N,גדר,äiđi
2366,Zaun::N,גדר,äidd
2367,Zaun::N,גדר,čuâll
2368,Zaun::N,גדר,а̄ййт
2369,Dach::N,גג,rehpie
2370,Dach::N,גג,dæhkko
2371,Dach::N,גג,gáhttu
2372,Dach::N,גג,káttu
2373,Dach::N,גג,laakk
2374,Dach::N,גג,пэ̄ҏҏтэ̄ля
2375,Dach::N,גג,кры̄ша
2376,Leiter::N,סלם,raajtere
2377,Leiter::N,סלם,tjajmos
2378,Leiter::N,סלם,boagos
2379,Leiter::N,סלם,ráidalas
2380,Leiter::N,סלם,raidlâs
2381,Leiter::N,סלם,лествец
2382,Besen::N,מטאטא,saehpie
2383,Besen::N,מטאטא,gaerpene
2384,Besen::N,מטאטא,njáman
2385,Besen::N,מטאטא,luvdá
2386,Besen::N,מטאטא,luvdá
2387,Besen::N,מטאטא,västt
2388,Besen::N,מטאטא,ва̄сст
2389,Spaten::N,את,gåajvoe
2390,Spaten::N,את,spádá
2391,Spaten::N,את,goajvvo
2392,Spaten::N,את,goaivu
2393,Spaten::N,את,kuái'vu
2394,Spaten::N,את,kuäivv
2395,Spaten::N,את,куаййв
2396,Schaufel::N,את,gåajvoe
2397,Schaufel::N,את,gåjvun
2398,Schaufel::N,את,goajvvo
2399,Schaufel::N,את,goaivu
2400,Schaufel::N,את,kuái'vu
2401,Schaufel::N,את,kuäivv
2402,Schaufel::N,את,куаййв
2403,Gabel::N,מזלג,tjåagka
2404,Gabel::N,מזלג,gáffil
2405,Gabel::N,מזלג,káffal
2406,Gabel::N,מזלג,kaahvâl
2407,Gabel::N,מזלג,velkk
2408,Gabel::N,מזלג,а̄лльс
2409,Löffel::N,כף,buste
2410,Löffel::N,כף,bassti
2411,Löffel::N,כף,baste
2412,Löffel::N,כף,pastem
2413,Löffel::N,כף,pâ´sttem
2414,Löffel::N,כף,пасьтэмь
2415,Messer::N,סכין,nejpie
2416,Messer::N,סכין,nijbbe
2417,Messer::N,סכין,niibi
2418,Messer::N,סכין,nijbe
2419,Messer::N,סכין,nei´bb
2420,Messer::N,סכין,ныййп
2421,Nagel::N,מסמר,spæjhkere
2422,Nagel::N,מסמר,spiger
2423,Nagel::N,מסמר,návlle
2424,Nagel::N,מסמר,spiikkár
2425,Nagel::N,מסמר,spijkkár
2426,Nagel::N,מסמר,näu´ll
2427,Nagel::N,מסמר,на̄ввьл
2428,Netz::N,רשת,viermie
2429,Netz::N,רשת,viermme
2430,Netz::N,רשת,næhtta
2431,Netz::N,רשת,fierbmi
2432,Netz::N,רשת,viermi
2433,Netz::N,רשת,säi´mm
2434,Netz::N,רשת,нӯжхьт
2435,Haken::N,וו,kruehkie
2436,Haken::N,וו,ruohkke
2437,Haken::N,וו,vagge
2438,Haken::N,וו,roahkki
2439,Haken::N,וו,faggi
2440,Haken::N,וו,kuák'ki
2441,Haken::N,וו,kuä´ǩ'ǩ
2442,Haken::N,וו,ва̄ӈӈк
2443,Haken::N,וו,куэххьк
2444,Haken::N,קרס,kruehkie
2445,Haken::N,קרס,ruohkke
2446,Haken::N,קרס,vagge
2447,Haken::N,קרס,roahkki
2448,Haken::N,קרס,faggi
2449,Haken::N,קרס,kuák'ki
2450,Haken::N,קרס,kuä´ǩ'ǩ
2451,Haken::N,קרס,ва̄ӈӈк
2452,Haken::N,קרס,куэххьк
2453,Griff::N,ידית,rehpie
2454,Griff::N,ידית,taatje
2455,Griff::N,ידית,gavlla
2456,Griff::N,ידית,guottáldahka
2457,Griff::N,ידית,geavja
2458,Griff::N,ידית,novdâ
2459,Griff::N,ידית,nõđđ
2460,Griff::N,ידית,kå´ǧǧ
2461,Griff::N,ידית,нэ̄дт
2462,Schloss::N,מנעול,laesie
2463,Schloss::N,מנעול,lássa
2464,Schloss::N,מנעול,lohkka
2465,Schloss::N,מנעול,lukkâ
2466,Schloss::N,מנעול,lokk
2467,Schloss::N,מנעול,ло̄ххк
2468,Bild::N,תמונה,guvvie
2469,Bild::N,תמונה,gåvvå
2470,Bild::N,תמונה,govva
2471,Bild::N,תמונה,koṿe
2472,Bild::N,תמונה,kartt
2473,Bild::N,תמונה,картина
2474,Figur::N,פסל,guvvie
2475,Figur::N,פסל,gåvos
2476,Figur::N,פסל,figuvrra
2477,Figur::N,פסל,figuvra
2478,Figur::N,פסל,kovos
2479,Figur::N,פסל,kuâŋas
2480,Puppe::N,בבה,dåahka
2481,Puppe::N,בבה,dåhkko
2482,Puppe::N,בבה,doahkko
2483,Puppe::N,בבה,dohkká
2484,Puppe::N,בבה,duhkká
2485,Puppe::N,בבה,kuuhlaž
2486,Puppe::N,בבה,кукла
2487,Beutel::N,שק,voessetje
2488,Beutel::N,שק,påvsså
2489,Beutel::N,שק,seahkaš
2490,Beutel::N,שק,bursa
2491,Beutel::N,שק,guhkkár
2492,Beutel::N,שק,čooṿâs
2493,Beutel::N,שק,siâk'k
2494,Beutel::N,שק,kå´ššel
2495,Beutel::N,שק,ве̄ҏҏц
2496,Bündel::N,צרור,paantje
2497,Bündel::N,צרור,buduk
2498,Bündel::N,צרור,gurppe
2499,Bündel::N,צרור,gihppu
2500,Bündel::N,צרור,kiäs'tu
2501,Bündel::N,צרור,šnâpp
2502,Bündel::N,צרור,пуччк
2503,Tasche::N,שקית,veaskoe
2504,Tasche::N,שקית,væssko
2505,Tasche::N,שקית,lávkka
2506,Tasche::N,שקית,lávka
2507,Tasche::N,שקית,seahkka
2508,Tasche::N,שקית,lavkkâ
2509,Tasche::N,שקית,laukk
2510,Tasche::N,שקית,суӎӎьк
2511,Tasche::N,שקית,ло̄а̄ффк
2512,Eimer::N,דלי,bæhtoe
2513,Eimer::N,דלי,skiello
2514,Eimer::N,דלי,skállu
2515,Eimer::N,דלי,eebir
2516,Eimer::N,דלי,skääll
2517,Eimer::N,דלי,е̄мьперь
2518,Deckel::N,מכסה,luehkie
2519,Deckel::N,מכסה,låhkke
2520,Deckel::N,מכסה,lohkki
2521,Deckel::N,מכסה,lokke
2522,Deckel::N,מכסה,lå´ǩǩ
2523,Deckel::N,מכסה,ко̄а̄ххтнэсс
2524,Geschirr::N,כלים,lihtie
2525,Geschirr::N,כלים,lihte
2526,Geschirr::N,כלים,lihtit
2527,Geschirr::N,כלים,litte
2528,Geschirr::N,כלים,kärldõk
2529,Geschirr::N,כלים,ка̄ррь
2530,Sack::N,שק,voesse
2531,Sack::N,שק,vuossa
2532,Sack::N,שק,seahkka
2533,Sack::N,שק,sekkâ
2534,Sack::N,שק,siâk'k
2535,Sack::N,שק,ве̄ҏҏц
2536,Tasse::N,ספל,guksie
2537,Tasse::N,ספל,gåhppå
2538,Tasse::N,ספל,gohppu
2539,Tasse::N,ספל,pollo
2540,Tasse::N,ספל,kopp
2541,Tasse::N,ספל,на̄ххьп
2542,Topf::N,סיר,baetie
2543,Topf::N,סיר,krovhte
2544,Topf::N,סיר,rujtta
2545,Topf::N,סיר,giebbme
2546,Topf::N,סיר,báhti
2547,Topf::N,סיר,gievdni
2548,Topf::N,סיר,pääti
2549,Topf::N,סיר,kruâitt
2550,Topf::N,סיר,кӣммьн
2551,Kessel::N,קנקן,giebnie
2552,Kessel::N,קנקן,skallo
2553,Kessel::N,קנקן,giebbme
2554,Kessel::N,קנקן,gieđbmi
2555,Kessel::N,קנקן,kiem'ni
2556,Kessel::N,קנקן,ǩie´mnn
2557,Kessel::N,קנקן,кӣммьн
2558,Essen::N,אכל,åesie
2559,Essen::N,אכל,beapmoe
2560,Essen::N,אכל,biebbmo
2561,Essen::N,אכל,borramuš
2562,Essen::N,אכל,purrâmâš
2563,Essen::N,אכל,porrmõš
2564,Essen::N,אכל,по̄ррмушш
2565,Essen::N,ארוחה,åesie
2566,Essen::N,ארוחה,beapmoe
2567,Essen::N,ארוחה,biebbmo
2568,Essen::N,ארוחה,borramuš
2569,Essen::N,ארוחה,purrâmâš
2570,Essen::N,ארוחה,porrmõš
2571,Essen::N,ארוחה,по̄ррмушш
2572,Nahrung::N,הזנה,beapmoe
2573,Nahrung::N,הזנה,biebbmo
2574,Nahrung::N,הזנה,biebmu
2575,Nahrung::N,הזנה,purrâmâš
2576,Nahrung::N,הזנה,porrmõš
2577,Nahrung::N,הזנה,по̄ррмушш
2578,Nahrung::N,תזונה,beapmoe
2579,Nahrung::N,תזונה,biebbmo
2580,Nahrung::N,תזונה,biebmu
2581,Nahrung::N,תזונה,purrâmâš
2582,Nahrung::N,תזונה,porrmõš
2583,Nahrung::N,תזונה,по̄ррмушш
2584,Speise::N,מאכל,beapmoe
2585,Speise::N,מאכל,biebbmo
2586,Speise::N,מאכל,biebmu
2587,Speise::N,מאכל,määlis
2588,Speise::N,מאכל,aasâs
2589,Speise::N,מאכל,porrmõš
2590,Speise::N,מאכל,по̄ррмушш
2591,Speise::N,ארוחה,beapmoe
2592,Speise::N,ארוחה,biebbmo
2593,Speise::N,ארוחה,biebmu
2594,Speise::N,ארוחה,määlis
2595,Speise::N,ארוחה,aasâs
2596,Speise::N,ארוחה,porrmõš
2597,Speise::N,ארוחה,по̄ррмушш
2598,Fleisch::N,בשר,bearkoe
2599,Fleisch::N,בשר,oadtje
2600,Fleisch::N,בשר,bierggo
2601,Fleisch::N,בשר,biergu
2602,Fleisch::N,בשר,uáž'ži
2603,Fleisch::N,בשר,vuä´ǯ'ǯ
2604,Fleisch::N,בשר,вуэннч
2605,Getreide::N,דגן,gernie
2606,Getreide::N,דגן,gårnne
2607,Getreide::N,דגן,gordni
2608,Getreide::N,דגן,valje
2609,Getreide::N,דגן,ле̄ййп
2610,Brei::N,מחית,kraavhtse
2611,Brei::N,מחית,ráktsa
2612,Brei::N,מחית,buvru
2613,Brei::N,מחית,suoḥâd
2614,Brei::N,מחית,hutt
2615,Brei::N,מחית,уххт
2616,Brot::N,לחם,gaahkoe
2617,Brot::N,לחם,lájbbe
2618,Brot::N,לחם,stummpa
2619,Brot::N,לחם,láibi
2620,Brot::N,לחם,gáhkku
2621,Brot::N,לחם,leibi
2622,Brot::N,לחם,lei´bb
2623,Brot::N,לחם,ле̄ййп
2624,Scheibe::N,עגול,snaejrie
2625,Scheibe::N,עגול,sárdde
2626,Scheibe::N,עגול,vajahas
2627,Scheibe::N,עגול,časkkis
2628,Scheibe::N,עגול,ča'skes
2629,Scheibe::N,עגול,ku´sǩǩ
2630,Scheibe::N,עגול,кусськ
2631,Scheibe::N,פרוסה,snaejrie
2632,Scheibe::N,פרוסה,sárdde
2633,Scheibe::N,פרוסה,vajahas
2634,Scheibe::N,פרוסה,časkkis
2635,Scheibe::N,פרוסה,ča'skes
2636,Scheibe::N,פרוסה,ku´sǩǩ
2637,Scheibe::N,פרוסה,кусськ
2638,Fett::N,שמן,buejtie
2639,Fett::N,שמן,vuodja
2640,Fett::N,שמן,buoidi
2641,Fett::N,שמן,pyei'di
2642,Fett::N,שמן,puõi´dd
2643,Fett::N,שמן,пуййт
2644,Butter::N,חמאה,voeje
2645,Butter::N,חמאה,vuodja
2646,Butter::N,חמאה,vuodja
2647,Butter::N,חמאה,vuojâ
2648,Butter::N,חמאה,vuõjj
2649,Butter::N,חמאה,вӯйй
2650,Öl::N,שמן,ålja
2651,Öl::N,שמן,ulljo
2652,Öl::N,שמן,oalljo
2653,Öl::N,שמן,olju
2654,Öl::N,שמן,oljo
2655,Öl::N,שמן,vuõjj
2656,Öl::N,שמן,вӯйй
2657,Salz::N,מלח,saelhtie
2658,Salz::N,מלח,sállte
2659,Salz::N,מלח,sálti
2660,Salz::N,מלח,sältti
2661,Salz::N,מלח,sä´ltt
2662,Salz::N,מלח,сӯлль
2663,Suppe::N,מרק,joptse
2664,Suppe::N,מרק,jupptsa
2665,Suppe::N,מרק,málli
2666,Suppe::N,מרק,määḷi
2667,Suppe::N,מרק,lieṃâ
2668,Suppe::N,מרק,liõmm
2669,Suppe::N,מרק,лӣмм
2670,Honig::N,דבש,hååneske
2671,Honig::N,דבש,meda
2672,Honig::N,דבש,miehta
2673,Honig::N,דבש,mietâ
2674,Honig::N,דבש,miõtt
2675,Honig::N,דבש,мӣдт
2676,Milch::N,חלב,mielhkie
2677,Milch::N,חלב,mielkke
2678,Milch::N,חלב,mielki
2679,Milch::N,חלב,miel'kki
2680,Milch::N,חלב,mie´lǩǩ
2681,Milch::N,חלב,ма̄ййт
2682,Tee::N,תה,löövje
2683,Tee::N,תה,tedja
2684,Tee::N,תה,deadju
2685,Tee::N,תה,čee
2686,Tee::N,תה,teej̣â
2687,Tee::N,תה,čee
2688,Tee::N,תה,чайй
2689,Leder::N,עור,hovre
2690,Leder::N,עור,sassne
2691,Leder::N,עור,náhkki
2692,Leder::N,עור,leaira
2693,Leder::N,עור,čevđi
2694,Leder::N,עור,čåu´dd
2695,Leder::N,עור,на̄ххьк
2696,Wolle::N,צמר,ålloe
2697,Wolle::N,צמר,hullo
2698,Wolle::N,צמר,ullu
2699,Wolle::N,צמר,ullo
2700,Wolle::N,צמר,oll
2701,Wolle::N,צמר,улл
2702,Stoff::N,בד,tyjje
2703,Stoff::N,בד,gápptás
2704,Stoff::N,בד,stoaffa
2705,Stoff::N,בד,ávnnas
2706,Stoff::N,בד,käägus
2707,Stoff::N,בד,aaunâs
2708,Stoff::N,בד,лыййн
2709,Stoff::N,אריג,tyjje
2710,Stoff::N,אריג,gápptás
2711,Stoff::N,אריג,stoaffa
2712,Stoff::N,אריג,ávnnas
2713,Stoff::N,אריג,käägus
2714,Stoff::N,אריג,aaunâs
2715,Stoff::N,אריג,лыййн
2716,Nadel::N,מחט,naaloe
2717,Nadel::N,מחט,nállo
2718,Nadel::N,מחט,nállu
2719,Nadel::N,מחט,nááḷu
2720,Nadel::N,מחט,neu´ll
