,Concept_ID,lt,it
799,geschickt::A,apsukrus,àbile
800,lieb::A,mielas,caro
801,lustig::A,smagus,gaio
802,lustig::A,smagus,allegro
803,lustig::A,linksmas,gaio
804,lustig::A,linksmas,allegro
805,sanft::A,švelnus,dolce
806,sanft::A,minkštas,dolce
807,hungrig::A,alkanas,affamato
808,krank::A,ligotas,malato
809,krank::A,ligotas,infermo
810,krank::A,sergantis,malato
811,krank::A,sergantis,infermo
812,nackt::A,nuogas,nudo
813,traurig::A,liūdnas,triste
814,lebendig::A,gyvas,vivo
815,gut::A,geras,buono
816,schlecht::A,blogas,cattivo
817,schlecht::A,prastas,cattivo
818,richtig::A,tikras,giusto
819,richtig::A,teisingas,giusto
820,schlimm::A,blogas,grave
821,schlimm::A,prastas,grave
822,wahr::A,tikras,vero
823,alt::A,senas,vecchio
824,neu::A,naujas,nuovo
825,ehemalig::A,buvęs,vecchio
826,ehemalig::A,buvęs,d'una_volta
827,alt[Lebewesen]::A,pagyvenęs,anziano
828,jung::A,jaunas,giovane
829,arm::A,neturtingas,pòvero
830,reich::A,turtingas,ricco
831,bekannt::A,žinomas,noto
832,bekannt::A,žinomas,conosciuto
833,bekannt::A,pažįstamas,noto
834,bekannt::A,pažįstamas,conosciuto
835,berühmt::A,žymus,famoso
836,berühmt::A,žymus,cèlebre
837,berühmt::A,garsus,famoso
838,berühmt::A,garsus,cèlebre
839,fremd::A,svetimas,estràneo
840,fremd::A,svetimas,straniero
841,verschieden::A,įvairus,diverso
842,verschieden::A,įvairus,differente
843,nah::A,artimas,vicino
844,nah::A,artimas,propinquo
845,fern::A,tolimas,lontano
846,linker::A,kairys,sinistro
847,rechter::A,dešinys,destro
848,anderer::A,kitas,altro
849,erster::A,pirmas,primo
850,zweiter::A,antras,secondo
851,dritter::A,trečias,terzo
852,letzter::A,paskutinis,ùltimo
853,allein::ADV,vienas,solo
854,allein::ADV,vienas,da solo
855,auf einmal::ADV,iš karto,insieme
856,zusammen::ADV,kartu,insieme
857,zusammen::ADV,drauge,insieme
858,lange::ADV,ilgai,a lungo
859,plötzlich::ADV,staiga,all'improvviso
860,sofort::ADV,tuojau,sùbito
861,sofort::ADV,tuojau,all'istante
862,später::ADV,vėliau,più tardi
863,später::ADV,paskiau,più tardi
864,jetzt::ADV,dabãr,ora
865,jetzt::ADV,dabãr,adesso
866,heute::ADV,šiandien,oggi
867,morgen::ADV,rytoj,domani
868,bald::ADV,greitai,presto
869,bald::ADV,greitai,tra poco
870,bald::ADV,netrukus,presto
871,bald::ADV,netrukus,tra poco
872,dann::ADV,po to,allora
873,gestern::ADV,vakar,ieri
874,einst::ADV,kadaise,prima
875,einst::ADV,kadaise,un tempo
876,einst::ADV,kitą kartą,prima
877,einst::ADV,kitą kartą,un tempo
878,damals::ADV,anuomet,allora
879,damals::ADV,anuokart,allora
880,danach::ADV,po to,poi
881,danach::ADV,po to,dopo
882,danach::ADV,paskui,poi
883,danach::ADV,paskui,dopo
884,vorher::ADV,anksčiau,prima
885,zuerst::ADV,pirma,prima
886,zuerst::ADV,pirma,dapprima
887,zuerst::ADV,iš pradžių̃,prima
888,zuerst::ADV,iš pradžių̃,dapprima
889,einmal::ADV,kartą,una volta
890,einmal::ADV,vieną kartą,una volta
891,manchmal::ADV,kai kada,talvolta
892,manchmal::ADV,kai kada,qualche volta
893,oft::ADV,dažnai,spesso
894,immer::ADV,visada,sempre
895,immer::ADV,visuomet,sempre
896,niemals::ADV,niekada,non mai
897,niemals::ADV,niekuomet,non mai
898,hier::ADV,čia,qua
899,hierhin::ADV,šen,qua
900,hierhin::ADV,čionai,qua
901,von hier::ADV,iš čia,ne
902,von hier::ADV,iš čia,da qui
903,dort::ADV,ten,lì
904,dort::ADV,tenai,lì
905,dorthin::ADV,ten,là
906,dorthin::ADV,ten link,là
907,geradeaus::ADV,tiesiai,diritto
908,vorwärts::ADV,pirmyn,avanti
909,rückwärts::ADV,atbulai,all'indietro
910,zurück::ADV,atgal,di indietro
911,unten::ADV,žemai,giù
912,unten::ADV,žemai,sotto
913,unten::ADV,apačioje,giù
914,unten::ADV,apačioje,sotto
915,hinab::ADV,žemyn,giù
916,hinab::ADV,žemyn,in giù
917,oben::ADV,viršuj,su
918,oben::ADV,viršuj,sopra
919,hinauf::ADV,aukštyn,in sù
920,hinauf::ADV,aukštyn,in alto
921,hinauf::ADV,į viršų,in sù
922,hinauf::ADV,į viršų,in alto
923,überall::ADV,visur,dappertutto
924,nicht::ADV,ne,non
925,ein wenig::ADV,truputį,un po'
926,ein wenig::ADV,truputį,un poco
927,kaum::ADV,vos,a appena
928,sehr::ADV,labai,molto
929,sehr::ADV,baisiai,molto
930,so::ADV,taip,così
931,so::ADV,taip,tanto
932,noch::ADV,dar,ancora
933,nur::ADV,tik,solo
934,nur::ADV,tik,soltanto
935,nur::ADV,vien,solo
936,nur::ADV,vien,soltanto
937,schon::ADV,jau,già
938,wieder::ADV,vėl,di nuovo
939,wieder::ADV,iš naujo,di nuovo
940,vergebens::ADV,veltui,invano
941,vergebens::ADV,bergždžiai,invano
942,vor::PRP,prieš,davanti a
943,hinter::PRP,už,dietro
944,unter::PRP,po,sotto
945,durch::PRP,pro,per
946,durch::PRP,pro,attraverso
947,durch::PRP,per,per
948,durch::PRP,per,attraverso
949,neben::PRP,prie,a accanto a
950,neben::PRP,šalia,a accanto a
951,zwischen::PRP,tarp,fra
952,wegen::PRP,dėl,a causa di
953,wegen::PRP,dėlei,a causa di
954,dies::PRN,šis,ciò
955,dies::PRN,šis,questo
956,dies::PRN,šitas,ciò
957,dies::PRN,šitas,questo
958,das::PRN,tat,ciò
959,das::PRN,tat,quello
960,alles::PRN,visas,tutto
961,ich::PRN,aš,ìo
962,du::PRN,tu,tu
963,er::PRN,jis,lui
964,er::PRN,jis,egli
965,wir::PRN,mes,noi
966,ihr::PRN,jūs,voi
967,sie::PRN,ji,loro
968,sie::PRN,jos,loro
969,was::FPRN,kas,che
970,was::FPRN,kas,che cosa
971,wer::FPRN,kas,chi
972,wo::FADV,kur,dove
973,wohin::FADV,kur,dove
974,wohin::FADV,kur link,dove
975,wie::FADV,kaip,come
976,warum::FADV,kod̃ėl,perche
977,warum::FADV,dėl ko,perche
978,wieviel::FNUM,kiek,quanto
979,eins::NUM,vienas,uno
980,zwei::NUM,du,due
981,drei::NUM,trys,tre
982,vier::NUM,keturi,quattro
983,fünf::NUM,penki,cinque
984,sechs::NUM,šeši,sei
985,sieben::NUM,septyni,sette
986,acht::NUM,aštuoni,otto
987,neun::NUM,devyni,nove
988,zehn::NUM,dešimt,dieci
989,elf::NUM,vienuolika,ùndici
990,zwölf::NUM,dvylika,dodici
991,zwanzig::NUM,dvidešimt,venti
992,dreißig::NUM,trisdešimt,trenta
993,vierzig::NUM,keturiasdešimt,quaranta
994,fünfzig::NUM,penkiasdešimt,cinquanta
995,sechzig::NUM,šešiasdešimt,sessanta
996,siebzig::NUM,septyniasdešimt,settanta
997,achtzig::NUM,aštuoniasdešimt,ottanta
998,neunzig::NUM,devyniasdešimt,novanta
999,hundert::NUM,šimtas,cento
1000,tausend::NUM,tūkstantis,mille
1001,und::CNJ,ĩr,e
1002,oder::CNJ,ar,o
1003,oder::CNJ,arba,o
1004,stehen::V,stovėti,stare in piedi
1005,sitzen::V,sėdėti,sedere
1006,sitzen::V,sėdėti,stare seduto
1007,liegen::V,gulėti,giacere
1008,hängen::V,kyboti,pèndere
1009,hängen::V,kyboti,èssere appeso
1010,hängen::V,kabėti,pèndere
1011,hängen::V,kabėti,èssere appeso
1012,werden::V,taptis,farsi
1013,werden::V,taptis,diventare
1014,werden::V,darytis,farsi
1015,werden::V,darytis,diventare
1016,passieren::V,atsitikti,succèdere
1017,passieren::V,pasitaikyti,succèdere
1018,beginnen::V,prasid́ėti,cominciare
1019,enden::V,baigtis,finire
1020,enden::V,baigtis,terminare
1021,wechseln::V,keistis,variare
1022,wechseln::V,keistis,cambiare
1023,wechseln::V,pasikeisti,variare
1024,wechseln::V,pasikeisti,cambiare
1025,aufgehen[Sonne]::V,tekėti,sòrgere
1026,aufgehen[Sonne]::V,tekėti,spuntare
1027,aufgehen[Sonne]::V,patekėti,sòrgere
1028,aufgehen[Sonne]::V,patekėti,spuntare
1029,untergehen[Sonne]::V,leistis,tramontare
1030,untergehen[Sonne]::V,nusileisti,tramontare
1031,scheinen[Sonne]::V,šviesti,splèndere
1032,donnern::V,griausti,tonare
1033,donnern::V,griaudėti,tonare
1034,wehen::V,pūsti,soffiare
1035,strömen::V,lietis,fluire
1036,strömen::V,plūsti,fluire
1037,fließen::V,tekėti,fluire
1038,fließen::V,tekėti,scorrere
1039,sich drehen::V,suktis,girarsi
1040,sich drehen::V,pasisukti,girarsi
1041,schwanken::V,svyruoti,oscillare
1042,schwanken::V,svyruoti,barcollare
1043,schwingen::V,suptis,vibrare
1044,schwingen::V,suptis,oscillare
1045,fallen::V,pulti,cadere
1046,fallen::V,kristi,cadere
1047,brennen::V,degti,àrdere
1048,brennen::V,degti,bruciare
1049,rauchen::V,rūkyti,fumare
1050,regnen::V,lyti,piòvere
1051,gefrieren::V,užšalti,gelarsi
1052,gefrieren::V,užšalti,congelarsi
1053,tauen::V,tirpti,sciògliersi
1054,schmelzen::V,lydytis,fòndere
1055,schmelzen::V,lydytis,sciògliersi
1056,trocknen::V,džiūti,asciugarsi
1057,sieden::V,virti,bollire
1058,faulen::V,pūti,marcire
1059,verfaulen::V,švinkti,imputridire
1060,reißen::V,plyšti,strapparsi
1061,reißen::V,trūkti,strapparsi
1062,versinken::V,skę̃sti,affondare
1063,versinken::V,grimzti,affondare
1064,vergehen::V,praeiti,passare
1065,erscheinen::V,pasirodyti,apparire
1066,erscheinen::V,pasirodyti,comparire
1067,verschwinden::V,dingti,sparire
1068,verschwinden::V,dingti,scomparire
1069,verschwinden::V,išnykti,sparire
1070,verschwinden::V,išnykti,scomparire
1071,verschwinden::V,pranykti,sparire
1072,verschwinden::V,pranykti,scomparire
1073,sinken::V,kristi,calare
1074,sinken::V,kristi,scendere
1075,abnehmen::V,mažėti,diminuire
1076,abnehmen::V,silpnėti,diminuire
1077,zunehmen::V,didėti,aumentare
1078,zunehmen::V,padaugėti,aumentare
1079,steigen::V,kilti,salire
1080,steigen::V,kilti,montare
1081,wachsen::V,augti,crescere
1082,glänzen::V,blizgėti,splèndere
1083,funkeln::V,žibėti,brillare
1084,funkeln::V,žibėti,scintillare
1085,lärmen::V,triukšmauti,strepitare
1086,lärmen::V,triukšmauti,fare chiasso
1087,läuten::V,skambinti,suonare
1088,klingeln::V,skambinti,suonare
1089,klirren::V,žvangėti,tintinnare
1090,brausen::V,šniokšti,rombare
1091,brausen::V,šniokšti,rumoreggiare
1092,rauschen::V,ošti,frusciare
1093,rauschen::V,šlamėti,frusciare
1094,klingen::V,skardėti,suonare
1095,bellen::V,loti,latrare
1096,bellen::V,loti,abbaiare
1097,heulen::V,kaukti,urlare
1098,heulen::V,kaukti,ululare
1099,heulen::V,staugti,urlare
1100,heulen::V,staugti,ululare
1101,blasen::V,pūsti,soffiare
1102,pfeifen::V,švilpti,fischiare
1103,pfeifen::V,švilpauti,fischiare
1104,schreien::V,šaukti,gridare
1105,stöhnen::V,dejuoti,gèmere
1106,stöhnen::V,aimanuoti,gèmere
1107,zittern::V,virpėti,tremare
1108,leben::V,gyventi,vìvere
1109,geboren werden::V,gimti,nàscere
1110,atmen::V,alsuoti,respirare
1111,atmen::V,kvėpuoti,respirare
1112,trinken::V,gerti,bere
1113,essen::V,valgyti,mangiare
1114,schlucken::V,praryti,inghiottire
1115,müde werden::V,nuvargti,stancarsi
1116,müde werden::V,privargti,stancarsi
1117,einschlafen::V,užmigti,addormentarsi
1118,schlafen::V,miegoti,dormire
1119,aufwachen::V,pabusti,svegliarsi
1120,aufstehen::V,keltis,levarsi
1121,aufstehen::V,atsikelti,levarsi
1122,sich erholen::V,pailsėti,riposarsi
1123,sich erholen::V,poilsiauti,riposarsi
1124,krank werden::V,susirgti,ammalarsi
1125,krank sein::V,sirgti,èssere malato
1126,schmerzen::V,sopėti,dolere
1127,schmerzen::V,skaudėti,dolere
1128,husten::V,kosėti,tossire
1129,genesen::V,sveikti,guarire
1130,genesen::V,taisytis,guarire
1131,sterben::V,mirti,morire
1132,sterben::V,numirti,morire
1133,umkommen::V,žūti,perire
1134,sich bewegen::V,judėti,agitarsi
1135,sich bewegen::V,pasijudinti,agitarsi
1136,sich rühren::V,krutėti,muòversi
1137,sich erheben::V,pakilti,alzarsi
1138,sich erheben::V,atsikelti,alzarsi
1139,sich setzen::V,sėstis,sedersi
1140,sich setzen::V,atsisėsti,sedersi
1141,hinfallen::V,parkristi,cadere
1142,hinfallen::V,pargriūti,cadere
1143,laufen::V,eiti,camminare
1144,laufen::V,eiti,andare a piedi
1145,schreiten::V,žengti,andare
1146,schreiten::V,žengti,procedere
1147,schreiten::V,žingsniuoti,andare
1148,schreiten::V,žingsniuoti,procedere
1149,spazierengehen::V,pasivaikščioti,passeggiare
1150,spazierengehen::V,pasivaikščioti,andare a passeggio
1151,eilen::V,skubėti,andare in fretta
1152,sich beeilen::V,paskub́ėti,affrettarsi
1153,sich beeilen::V,pasiskubinti,affrettarsi
1154,sausen::V,dumti,volare
1155,sausen::V,dumti,correre
1156,sausen::V,lėkti,volare
1157,sausen::V,lėkti,correre
1158,rennen::V,bėgti,correre
1159,springen::V,šokti,saltare
1160,klettern::V,kopti,arrampicarsi
1161,schaukeln::V,supti,fare l'altalena
1162,schaukeln::V,linguoti,fare l'altalena
1163,kriechen::V,ropoti,strisciare
1164,kriechen::V,šliaužti,strisciare
1165,schwimmen::V,plaukti,nuotare
1166,tauchen::V,nerti,tuffarsi
1167,tauchen::V,nerti,immèrgersi
1168,rudern::V,irtis,remare
1169,rudern::V,irkluoti,remare
1170,fahren::V,važiuoti,andare
1171,fahren::V,važiuoti,viaggiare
1172,fahren::V,važinėti,andare
1173,fahren::V,važinėti,viaggiare
1174,fliegen::V,lėkti,volare
1175,fliegen::V,skristi,volare
1176,gehen::V,eiti,andare
1177,weggehen::V,išeiti,andàrsene
1178,weggehen::V,išeiti,andare via
1179,abfahren::V,išvykti,partire
1180,abfahren::V,išvažiuoti,partire
1181,anhalten::V,sustoti,fermarsi
1182,hineingehen::V,įeiti,entrare
1183,eintreten::V,įžengti,entrare
1184,kommen::V,ateiti,venire
1185,ankommen::V,ateiti,arrivare
1186,zurückkommen::V,grį̃žti,ritornare
1187,zurückkommen::V,sugrį̃žti,ritornare
1188,bleiben::V,likti,restare
1189,bleiben::V,likti,rimanere
1190,bleiben::V,pasilikti,restare
1191,bleiben::V,pasilikti,rimanere
1192,warten::V,laukti,aspettare
1193,erwarten::V,laukti,attèndere
1194,suchen::V,ieškoti,cercare
1195,finden::V,rasti,trovare
1196,finden::V,surasti,trovare
1197,versuchen::V,mėginti,tentare
1198,vorbereiten::V,rengti,preparare
1199,lieben::V,myĺėti,amare
1200,mögen::V,ḿėgti,piacere a
1201,mögen::V,ḿėgti,volere bene a
1202,mögen::V,patikti,piacere a
1203,mögen::V,patikti,volere bene a
1204,lachen::V,juoktis,rìdere
1205,rühren::V,jaudinti,commuòvere
1206,rühren::V,graudinti,commuòvere
1207,weinen::V,verkti,piàngere
1208,schimpfen::V,bartis,imprecare
1209,sich ärgern::V,pykti,stizzirsi
1210,sich ärgern::V,pykti,arrabbiarsi
1211,sich ärgern::V,apmaudauti,stizzirsi
1212,sich ärgern::V,apmaudauti,arrabbiarsi
1213,sich fürchten::V,bijoti,avere paura
1214,sich fürchten::V,baimintis,avere paura
1215,fürchten::V,bijoti,temere
1216,fürchten::V,baimintis,temere
1217,fliehen::V,bėgti,fuggire
1218,fliehen::V,sprukti,fuggire
1219,flüchten::V,pabėgti,sfuggire
1220,sehen::V,žiūŕėti,vedere
1221,anschauen::V,žiūŕėti,guardare
1222,ansehen::V,žiūrėti į,guardare
1223,ansehen::V,pažiūrėti į,guardare
1224,hören::V,girdėti,udire
1225,hören::V,girdėti,sentire
1226,zuhören::V,klausytis,ascoltare
1227,probieren::V,ragauti,degustare
1228,probieren::V,ragauti,assaggiare
1229,probieren::V,paragauti,degustare
1230,probieren::V,paragauti,assaggiare
1231,riechen::V,uosti,sentire
1232,riechen::V,užuosti,sentire
1233,fühlen::V,justi,sentire
1234,fühlen::V,jausti,sentire
1235,fühlen::V,pajusti,sentire
1236,scheinen::V,rodytis,parere
1237,scheinen::V,rodytis,sembrare
1238,scheinen::V,atrodyti,parere
1239,scheinen::V,atrodyti,sembrare
1240,zu sehen sein::V,pasirodyti,vedersi
1241,vernehmen::V,išgirsti,sentire
1242,vernehmen::V,išgirsti,percepire
1243,frieren::V,šalti,aver freddo
1244,tun::V,daryti,fare
1245,können::V,galėti,sapere
1246,können::V,pajėgti,sapere
1247,wollen::V,norėti,volere
1248,anfangen::V,pradėti,iniziare
1249,anfangen::V,pradėti,cominciare
1250,anfangen::V,prasid́ėti,iniziare
1251,anfangen::V,prasid́ėti,cominciare
1252,beenden::V,baigti,finire
1253,beenden::V,baigti,terminare
1254,beenden::V,užbaigti,finire
1255,beenden::V,užbaigti,terminare
1256,aufhören::V,liautis,finire
1257,aufhören::V,liautis,cessare
1258,gelingen::V,pavykti,riuscire
1259,gelingen::V,pasisekti,riuscire
1260,geraten::V,nusisekti,stare
1261,öffnen::V,atverti,aprire
1262,öffnen::V,atidaryti,aprire
1263,schließen::V,uždaryti,chiùdere
1264,stellen::V,statyti,porre
1265,stellen::V,statyti,mettere
1266,stellen::V,pastatyti,porre
1267,stellen::V,pastatyti,mettere
1268,setzen::V,sodinti,porre
1269,setzen::V,sodinti,mettere
1270,setzen::V,pasodinti,porre
1271,setzen::V,pasodinti,mettere
1272,legen::V,dėti,posare
1273,legen::V,dėti,mettere
1274,legen::V,pad́ėti,posare
1275,legen::V,pad́ėti,mettere
1276,berühren::V,liesti,toccare
1277,berühren::V,paliesti,toccare
1278,verbinden::V,jungti,unire
1279,verbinden::V,jungti,congiùngere
1280,verbinden::V,surišti,unire
1281,verbinden::V,surišti,congiùngere
1282,bedecken::V,uždengti,coprire
1283,bedecken::V,uždengti,ricoprire
1284,aufhängen::V,pakarti,attaccare
1285,aufhängen::V,pakabinti,attaccare
1286,anzünden::V,padegti,accèndere
1287,anzünden::V,padegti,incendiare
1288,aufheben::V,pakelti,raccògliere
1289,zurücklassen::V,palikti,lasciare
1290,zurücklassen::V,palikti,lasciare indietro
1291,verlieren::V,pamesti,pèrdere
1292,fallen lassen::V,atsisakyti,lasciare cadere
1293,machen::V,dirbti,fare
1294,herstellen::V,gaminti,produrre
1295,herstellen::V,gaminti,fabbricare
1296,bauen::V,statyti,costruire
1297,bauen::V,pastatyti,costruire
1298,reparieren::V,taisyti,riparare
1299,reparieren::V,remontuoti,riparare
1300,verbessern::V,gerinti,migliorare
1301,verbessern::V,ištaisyti,migliorare
1302,ändern::V,keisti,mutare
1303,ändern::V,keisti,cambiare
1304,ändern::V,pakeisti,mutare
1305,ändern::V,pakeisti,cambiare
1306,graben::V,kasti,scavare
1307,beugen::V,lenkti,chinare
1308,beugen::V,lenkti,flettere
1309,beugen::V,palenkti,chinare
1310,beugen::V,palenkti,flettere
1311,biegen::V,lenkti,tòrcere
1312,biegen::V,palenkti,tòrcere
1313,drehen::V,sukti,girare
1314,wenden::V,kreipti,girare
1315,wenden::V,kreipti,voltare
1316,wenden::V,pakreipti,girare
1317,wenden::V,pakreipti,voltare
1318,umdrehen::V,sukti,rivoltare
1319,umdrehen::V,apversti,rivoltare
1320,heben::V,kelti,levare
1321,heben::V,pakelti,levare
1322,hochheben::V,pakelti,levare
1323,hochheben::V,pakelti,sollevare
1324,ergreifen::V,čiupti,afferrare
1325,ergreifen::V,griebti,afferrare
1326,halten::V,laikyti,tenere
1327,halten::V,palaikyti,tenere
1328,drücken::V,spausti,premere
1329,schieben::V,stumti,spìngere
1330,kratzen::V,kasyti,grattare
1331,kratzen::V,kasyti,graffiare
1332,kratzen::V,grandyti,grattare
1333,kratzen::V,grandyti,graffiare
1334,lecken::V,laižyti,leccare
1335,beißen::V,kandžioti,mòrdere
1336,abreißen::V,nuplėšti,staccarsi
1337,abreißen::V,nuplėšti,strapparsi
1338,abschneiden::V,atpjauti,tagliare
1339,abschneiden::V,atkirpti,tagliare
1340,binden::V,rišti,legare
1341,binden::V,rišti,bendare
1342,binden::V,surišti,legare
1343,binden::V,surišti,bendare
1344,stecken::V,kišti,ficcare
1345,stecken::V,įkišti,ficcare
1346,brechen::V,lūžti,rompere
1347,brechen::V,laužyti,rompere
1348,klopfen::V,belsti,bàttere
1349,klopfen::V,barbenti,bàttere
1350,hauen::V,mušti,picchiare
1351,kleben::V,lipdyti,incollare
1352,kleben::V,klijuoti,incollare
1353,reiben::V,trinti,fregare
1354,reiben::V,tarkuoti,fregare
1355,streichen::V,tepti,spalmare
1356,streichen::V,užtepti,spalmare
1357,schleifen::V,galą́sti,arrotare
1358,schneiden::V,pjauti,tagliare
1359,schneiden::V,kirpti,tagliare
1360,rütteln::V,purtyti,scuòtere
1361,schütteln::V,purtyti,agitare
1362,schütteln::V,purtyti,scuòtere
1363,schwenken::V,mojuoti,agitare
1364,schwenken::V,mojuoti,sventolare
1365,schütten::V,pilti,versare
1366,schütten::V,berti,versare
1367,füllen::V,pildyti,riempire
1368,füllen::V,pripildyti,riempire
1369,einwickeln::V,įvynioti,involtare
1370,einwickeln::V,suvynioti,involtare
1371,tragen::V,nešti,portare
1372,tragen::V,nešioti,portare
1373,schleppen::V,vilkti,trainare
1374,schleppen::V,vilkti,trascinare
1375,ziehen::V,tempti,tirare
1376,aufbewahren::V,laikyti,custodire
1377,aufbewahren::V,laikyti,conservare
1378,werfen::V,mesti,gettare
1379,werfen::V,mesti,lanciare
1380,werfen::V,sviesti,gettare
1381,werfen::V,sviesti,lanciare
1382,fangen::V,sugauti,prèndere
1383,fangen::V,sugauti,acchiappare
1384,packen::V,čiupti,pigliare
1385,packen::V,čiupti,afferrare
1386,packen::V,griebti,pigliare
1387,packen::V,griebti,afferrare
1388,verstecken::V,slėpti,nascondere
1389,verstecken::V,slapstyti,nascondere
1390,teilen::V,dalyti,divìdere
1391,teilen::V,padalyti,divìdere
1392,schicken::V,sių̃sti,inviare
1393,schicken::V,pasių̃sti,inviare
1394,bringen::V,atnešti,portare
1395,bringen::V,atnešti,apportare
1396,hinzufügen::V,pridėti,aggiùngere
1397,bekommen::V,gauti,ricevere
1398,erhalten::V,gauti,ricevere
1399,nehmen::V,paimti,prèndere
1400,wählen::V,rinkti,elèggere
1401,wählen::V,rinkti,scegliere
1402,wählen::V,išsirinkti,elèggere
1403,wählen::V,išsirinkti,scegliere
1404,auswählen::V,išrinkti,scegliere
1405,bewahren::V,išsaugoti,conservare
1406,behindern::V,trukdyti,impedire
1407,verderben::V,sugadinti,guastare
1408,beschädigen::V,žaloti,danneggiare
1409,beschädigen::V,gadinti,danneggiare
1410,zerbrechen::V,sukulti,rompere
1411,zerbrechen::V,sukulti,spezzare
1412,zerbrechen::V,sudaužyti,rompere
1413,zerbrechen::V,sudaužyti,spezzare
1414,zerreißen::V,perplėšti,stracciare
1415,zerreißen::V,suplėšyti,stracciare
1416,zerstören::V,suardyti,distrùggere
1417,zerstören::V,sugriauti,distrùggere
1418,verbrennen::V,deginti,bruciare
1419,verbrennen::V,sudeginti,bruciare
1420,geben::V,duoti,dare
1421,geben::V,paduoti,dare
1422,reichen::V,paduoti,pòrgere
1423,schenken::V,dovanoti,regalare
1424,versprechen::V,žadėti,promettere
1425,versprechen::V,pažadėti,promettere
1426,wünschen::V,norėti,augurare
1427,wünschen::V,linḱėti,augurare
1428,loben::V,girti,lodare
1429,loben::V,pagirti,lodare
1430,küssen::V,bučiuoti,baciare
1431,wiegen::V,supti,cullare
1432,wiegen::V,supti,dondolare
1433,zudecken::V,užkloti,coprire
1434,zudecken::V,uždengti,coprire
1435,wecken::V,žadinti,svegliare
1436,zeigen::V,rodyti,indicare
1437,führen::V,vesti,guidare
1438,führen::V,vesti,condurre
1439,führen::V,vadovauti,guidare
1440,führen::V,vadovauti,condurre
1441,lehren::V,mokyti,insegnare
1442,lehren::V,išmokyti,insegnare
1443,unterrichten::V,dėstyti,istruire
1444,unterrichten::V,dėstyti,insegnare
1445,aufziehen::V,išauginti,allevare
1446,leiten::V,valdyti,avviare
1447,leiten::V,valdyti,dirìgere
1448,leiten::V,vadovauti,avviare
1449,leiten::V,vadovauti,dirìgere
1450,antreiben::V,uiti,incitare
1451,antreiben::V,raginti,incitare
1452,antreiben::V,skubinti,incitare
1453,lassen::V,paliepti,fare
1454,einladen::V,kviesti,invitare
1455,einladen::V,pakviesti,invitare
1456,vereinigen::V,sujungti,unire
1457,vereinigen::V,suvienyti,unire
1458,besuchen::V,lankyti,visitare
1459,besuchen::V,lankyti,far vìsita a
1460,besuchen::V,aplankyti,visitare
1461,besuchen::V,aplankyti,far vìsita a
1462,treffen::V,sutikti,incontrare
1463,treffen::V,pasitikti,incontrare
1464,sich versammeln::V,susirinkti,rinunirsi
1465,spielen::V,groti,giocare
1466,spielen::V,žaisti,giocare
1467,singen::V,dainuoti,cantare
1468,tanzen::V,šokti,danzare
1469,sich trennen::V,skirtis,separarsi
1470,sich trennen::V,išsiskirti,separarsi
1471,verlassen::V,palikti,lasciare
1472,verlassen::V,palikti,abbandonare
1473,retten::V,gelbėti,salvare
1474,bewachen::V,sergėti,custodire
1475,schützen::V,ginti,protèggere
1476,schützen::V,apginti,protèggere
1477,verteidigen::V,ginti,difèndere
1478,verteidigen::V,apginti,difèndere
1479,sich schlagen::V,muštis,bàttersi
1480,schießen::V,šauti,sparare
1481,schießen::V,šaudyti,sparare
1482,siegen::V,nugalėti,vìncere
1483,ärgern::V,pykinti,stizzire
1484,schlagen::V,mušti,bàttere
1485,schlagen::V,smogti,bàttere
1486,schlagen::V,trenkti,bàttere
1487,treten::V,mygti,calciare
1488,stechen::V,gelti,pùngere
1489,stechen::V,smeigti,pùngere
1490,stoßen::V,stumti,urtare
1491,stoßen::V,stumti,spìngere
1492,stoßen::V,pastumti,urtare
1493,stoßen::V,pastumti,spìngere
1494,stehlen::V,vogti,rubare
1495,stören::V,trikdyti,disturbare
1496,belästigen::V,apsunkinti,molestare
1497,belästigen::V,apsunkinti,importunare
1498,verbergen::V,slėpti,celare
1499,verbergen::V,slėpti,nascondere
1500,verbergen::V,paslėpti,celare
1501,verbergen::V,paslėpti,nascondere
1502,täuschen::V,klaidinti,ingannare
1503,betrügen::V,apgauti,frodare
1504,betrügen::V,apgauti,truffare
1505,töten::V,žudyti,uccìdere
1506,töten::V,nužudyti,uccìdere
1507,wohnen::V,gyventi,abitare
1508,arbeiten::V,dirbti,lavorare
1509,arbeiten::V,triūsti,lavorare
1510,sammeln::V,rinkti,raccògliere
1511,sammeln::V,rinkti,collezionare
1512,pflücken::V,skinti,cògliere
1513,pflücken::V,raškyti,cògliere
1514,jagen::V,medžioti,cacciare
1515,fischen::V,žvejoti,pescare
1516,fassen::V,sučiupti,catturare
1517,fassen::V,sučiupti,acchiappare
1518,hüten::V,ganyti,pascolare
1519,treiben::V,ginti,spìngere
1520,anbinden::V,pririšti,legare
1521,anbinden::V,pririšti,attaccare
1522,füttern::V,šerti,dar da mangiare a
1523,melken::V,melžti,mùngere
1524,hacken::V,kapoti,tritare
1525,hacken::V,kapoti,spaccare
1526,gießen::V,lieti,annaffiare
1527,gießen::V,laistyti,annaffiare
1528,reifen::V,nokti,maturare
1529,reifen::V,sirpti,maturare
1530,zubereiten::V,ruošti,preparare
1531,zubereiten::V,gaminti,preparare
1532,kochen::V,virti,cuòcere
1533,kochen::V,virinti,cuòcere
