,Concept_ID,sah,da
789,wehen::V,үр,blæse
790,strömen::V,кутулун,strømme
791,fließen::V,сүүр,flyde
792,sich drehen::V,эргий,dreje sig
793,schwanken::V,биэтэҥнээ,vakle
794,schwingen::V,эйэҥнээ,svinge
795,fallen::V,оҕут,falde
796,brennen::V,умай,brænde
797,rauchen::V,буруолаа,ryge
798,regnen::V,самыырдаа,regne
799,gefrieren::V,тоҥ,fryse
800,tauen::V,ир,tø
801,schmelzen::V,уулун,smelte
802,trocknen::V,куур,tørre
803,sieden::V,оргуй,koge
804,faulen::V,сытый,rådne
805,verfaulen::V,сытыйан_хаал,rådne
806,reißen::V,хайыт,briste
807,reißen::V,быһытталан,briste
808,versinken::V,тимир,synke
809,versinken::V,тимир,synke ned
810,versinken::V,батылын,synke
811,versinken::V,батылын,synke ned
812,vergehen::V,дьай,forløbe
813,erscheinen::V,көһүн,vise sig
814,verschwinden::V,сүт,forsvinde
815,sinken::V,намтаа,synke
816,abnehmen::V,аччаа,aftage
817,zunehmen::V,элбээ,tiltage
818,steigen::V,үрдээ,stige
819,wachsen::V,үүн,gro
820,wachsen::V,үүн,vokse
821,glänzen::V,кылбай,glinse
822,funkeln::V,күлүмнээ,tindre
823,funkeln::V,күлүмүрдээ,tindre
824,lärmen::V,тыаһаа,larme
825,läuten::V,собуоннаа,ringe
826,klingeln::V,линкинээ,ringe
827,klirren::V,айгырат,klirre
828,brausen::V,сирилээ,bruse
829,rauschen::V,суугунаа,suse
830,klingen::V,доргуй,lyde
831,klingen::V,доргуй,klinge
832,bellen::V,үр,gø
833,heulen::V,улуй,hyle
834,blasen::V,үр,blæse
835,pfeifen::V,иһиир,fløjte
836,schreien::V,кылан,skrige
837,schreien::V,хаһыытаа,skrige
838,stöhnen::V,ынчыктаа,stønne
839,zittern::V,титирээ,dirre
840,zittern::V,титирээ,skælve
841,zittern::V,дьигиһий,dirre
842,zittern::V,дьигиһий,skælve
843,leben::V,олор,leve
844,geboren werden::V,төрөө,fødes
845,atmen::V,тыын,ånde
846,trinken::V,ис,drikke
847,essen::V,аһаа,spise
848,schlucken::V,ыйыһын,synke
849,müde werden::V,сылай,blive træt
850,einschlafen::V,утуйан хаал,falde i søvn
851,schlafen::V,утуй,sove
852,schlafen::V,утуйа сыт,sove
853,aufwachen::V,уһугун,vågne
854,aufstehen::V,тур,stå op
855,sich erholen::V,сынньан,komme sig
856,krank werden::V,ыарый,blive syg
857,krank sein::V,ыарый,være syg
858,krank sein::V,ыарыт,være syg
859,schmerzen::V,ыарыт,smerte
860,husten::V,сөтөлүн,hoste
861,genesen::V,көн,komme sig
862,sterben::V,өл,dø
863,umkommen::V,өл,omkomme
864,umkommen::V,оҕут,omkomme
865,sich bewegen::V,хамсаа,bevæge sig
866,sich rühren::V,хамсаа,røre på sig
867,sich erheben::V,тур,rejse sig
868,sich setzen::V,олор,sætte sig
869,hinfallen::V,оҕут,
870,laufen::V,хаам,løbe
871,schreiten::V,атыллаа,skride
872,spazierengehen::V,дьаарбай,gå en tur
873,eilen::V,тиэтэй,ile
874,sich beeilen::V,ыксаа,skynde sig
875,sausen::V,элээр,suse
876,rennen::V,сүүрэкэлээ,løbe
877,rennen::V,сүүрэкэлээ,rende
878,springen::V,ой,hoppe
879,springen::V,ой,springe
880,springen::V,ыстан,hoppe
881,springen::V,ыстан,springe
882,klettern::V,ытын,klatre
883,schaukeln::V,эйэҥнээ,gynge
884,schaukeln::V,биэрэҥнээ,gynge
885,kriechen::V,сыыл,krybe
886,schwimmen::V,уһун,svømme
887,schwimmen::V,харбаа,svømme
888,tauchen::V,умус,dykke
889,rudern::V,эрт,ro
890,fahren::V,айаннаа,køre
891,fliegen::V,көт,flyve
892,gehen::V,бар,gå
893,weggehen::V,бар,gå bort
894,abfahren::V,бар,køre bort
895,anhalten::V,тохтоо,standse
896,hineingehen::V,киир,gå ind
897,eintreten::V,киир,træde ind
898,kommen::V,кэл,komme
899,ankommen::V,кэл,ankomme
900,ankommen::V,тиий,ankomme
901,zurückkommen::V,төнүн,komme tilbage
902,bleiben::V,хаал,blive
903,bleiben::V,хаал,forblive
904,warten::V,көһүт,vente
905,erwarten::V,күүт,vente
906,erwarten::V,күүт,afvente
907,erwarten::V,көһүт,vente
908,erwarten::V,көһүт,afvente
909,suchen::V,ирдээ,søge
910,suchen::V,көрдөө,søge
911,finden::V,бул,finde
912,versuchen::V,сорун,forsøge
913,vorbereiten::V,бэлэмнээ,forberede
914,lieben::V,таптаа,elske
915,mögen::V,сөбүл,holde af
916,mögen::V,сөбүл,kunne lide
917,lachen::V,күл,le
918,rühren::V,долгут,røre
919,weinen::V,ытаа,græde
920,schimpfen::V,үөҕүс,skænde
921,sich ärgern::V,кыыһыр,ærgre sig
922,sich ärgern::V,кыйахан,ærgre sig
923,sich fürchten::V,куттан,være bange
924,sich fürchten::V,дьиксин,være bange
925,fürchten::V,дьиксин,være bange for
926,fürchten::V,куттан,være bange for
927,fliehen::V,күрээ,flygte
928,flüchten::V,күрээ,flygte
929,sehen::V,көр,se
930,anschauen::V,көр,se på
931,anschauen::V,көр,betragte
932,ansehen::V,көр,anse
933,hören::V,бил,høre
934,hören::V,иһит,høre
935,zuhören::V,иһит,høre til
936,probieren::V,боруобалаан көр,smage
937,probieren::V,боруобалаан көр,smage på
938,probieren::V,амсайан көр,smage
939,probieren::V,амсайан көр,smage på
940,riechen::V,сытырҕаа,lugte
941,fühlen::V,бил,føle
942,scheinen::V,көһүн,synes
943,zu sehen sein::V,көһүн,synes
944,vernehmen::V,иһит,erfare
945,frieren::V,тоҥ,fryse
946,frieren::V,үлүй,fryse
947,tun::V,гын,gøre
948,können::V,кыай,kunne
949,wollen::V,баҕар,ville
950,anfangen::V,саҕалаа,begynde
951,beenden::V,бүтэр,afslutte
952,aufhören::V,уурай,ophøre
953,aufhören::V,уурай,holde op
954,gelingen::V,сатан,lykkes
955,geraten::V,баар буолан биэр,blive
956,geraten::V,баар буола тус,blive
957,geraten::V,буолан таҕыс,blive
958,öffnen::V,ас,åbne
959,schließen::V,сап,lukke
960,schließen::V,хатаа,lukke
961,stellen::V,уур,stille
962,stellen::V,туруор,stille
963,setzen::V,туруор,sætte
964,setzen::V,уур,sætte
965,legen::V,уур,lægge
966,berühren::V,тыыт,berøre
967,berühren::V,таарый,berøre
968,verbinden::V,кэлгий,forbinde
969,bedecken::V,бүрүй,dække
970,bedecken::V,бүрүй,bedække
971,aufhängen::V,ыйаа,hænge
972,aufhängen::V,ыйаа,hænge op
973,anzünden::V,умат,tænde
974,anzünden::V,умат,antænde
975,aufheben::V,өрө тарт,løfte
976,aufheben::V,өрө тарт,tage op
977,zurücklassen::V,бырах,lade tilbage
978,verlieren::V,сүтэр,miste
979,fallen lassen::V,түһэр,tabe
980,fallen lassen::V,түһэр,droppe
981,fallen lassen::V,мүлчү тут,tabe
982,fallen lassen::V,мүлчү тут,droppe
983,machen::V,оҥор,gøre
984,machen::V,оҥоһун,gøre
985,herstellen::V,оҥор,fremstille
986,bauen::V,тут,bygge
987,reparieren::V,абырахтаа,reparere
988,verbessern::V,тупсар,rette
989,verbessern::V,тупсар,forbedre
990,ändern::V,уларыт,ændre
991,graben::V,хас,grave
992,beugen::V,бокут,bøje
993,beugen::V,токурут,bøje
994,beugen::V,бүк баттаа,bøje
995,biegen::V,иэх,bøje
996,biegen::V,өҕүлүннэр,bøje
997,drehen::V,эргит,dreje
998,drehen::V,эргичит,dreje
999,wenden::V,эргилин,vende
1000,umdrehen::V,түҥнэр,dreje om
1001,heben::V,көтөх,hæve
1002,hochheben::V,таһаар,løfte
1003,ergreifen::V,тут,gribe fat i
1004,halten::V,тут,holde
1005,drücken::V,ык,trykke
1006,schieben::V,ас,skyde
1007,schieben::V,ас,skubbe
1008,kratzen::V,кыһыы,klø
1009,kratzen::V,кыһыы,kradse
1010,lecken::V,салаа,slikke
1011,beißen::V,ытыр,bide
1012,abreißen::V,быһа тарт,rive af
1013,abreißen::V,туура тарт,rive af
1014,abschneiden::V,быс,skære af
1015,abschneiden::V,быһан ыл,skære af
1016,abschneiden::V,быһа баттаа,skære af
1017,binden::V,кэлгий,binde
1018,stecken::V,батары ас,stikke
1019,brechen::V,тоһут,brække
1020,klopfen::V,тоҥсуй,banke
1021,hauen::V,оҕус,hugge
1022,kleben::V,силимнээ,klistre
1023,reiben::V,аал,gnide
1024,streichen::V,сыбаа,smøre
1025,schleifen::V,чочуй,slibe
1026,schneiden::V,быс,skære
1027,schneiden::V,быс,klippe
1028,rütteln::V,иэҕэҥнэт,ruske
1029,schütteln::V,сахсый,ryste
1030,schwenken::V,дайбаа,svinge
1031,schütten::V,кут,hælde
1032,füllen::V,толор,fylde
1033,einwickeln::V,суулаа,pakke ind
1034,tragen::V,ит,bære
1035,schleppen::V,сос,slæbe
1036,ziehen::V,тарт,trække
1037,aufbewahren::V,уур,opbevare
1038,aufbewahren::V,харай,opbevare
1039,werfen::V,бырах,kaste
1040,fangen::V,хап,fange
1041,packen::V,тут,gribe
1042,verstecken::V,саһыар,gemme
1043,teilen::V,үллэр,dele
1044,schicken::V,ыыт,sende
1045,bringen::V,аҕал,bringe
1046,hinzufügen::V,эп,tilføje
1047,bekommen::V,ыл,få
1048,bekommen::V,булун,få
1049,erhalten::V,ыл,få
1050,nehmen::V,ыл,tage
1051,wählen::V,быыбардаа,vælge
1052,auswählen::V,тал,udvælge
1053,bewahren::V,харай,bevare
1054,behindern::V,мэһэйдээ,hindre
1055,behindern::V,мэһэйдээ,forhindre
1056,verderben::V,буорту гын,ødelægge
1057,beschädigen::V,алдьат,beskadige
1058,zerbrechen::V,үлтүрүт,brække itu
1059,zerreißen::V,хайыта тарт,rive itu
1060,zerstören::V,алдьат,ødelægge
1061,verbrennen::V,уоттаа,brænde
1062,geben::V,биэр,give
1063,reichen::V,аҕал,række
1064,schenken::V,бэлэхтээ,forære
1065,versprechen::V,эрэннэр,love
1066,wünschen::V,баҕар,ønske
1067,loben::V,хайҕаа,rose
1068,küssen::V,уураа,kysse
1069,wiegen::V,бигээ,vugge
1070,zudecken::V,сап,dække til
1071,zudecken::V,бүрүй,dække til
1072,wecken::V,уһугуннар,vække
1073,zeigen::V,көрдөр,vise
1074,führen::V,салай,føre
1075,lehren::V,үөрэт,lære
1076,unterrichten::V,үөрэт,undervise
1077,aufziehen::V,иит,opdrage
1078,leiten::V,салай,lede
1079,antreiben::V,кыһай,skynde på
1080,lassen::V,күһэй,få til at
1081,einladen::V,ыҥыр,indbyde
1082,einladen::V,ыҥыр,invitere
1083,vereinigen::V,холбоо,forene
1084,vereinigen::V,түм,forene
1085,besuchen::V,сырыт,besøge
1086,besuchen::V,билсэ сырыт,besøge
1087,treffen::V,көрүс,møde
1088,sich versammeln::V,мүһүн,forsamles
1089,sich versammeln::V,түмүс,forsamles
1090,spielen::V,оонньоо,lege
1091,spielen::V,оонньоо,spille
1092,singen::V,ыллаа,synge
1093,tanzen::V,үҥкүүлээ,danse
1094,sich trennen::V,араҕыс,skilles
1095,verlassen::V,хааллар,forlade
1096,retten::V,өрүһүй,redde
1097,bewachen::V,араҥаччылаа,bevogte
1098,schützen::V,көмүскээ,skærme
1099,schützen::V,көмүскээ,beskytte
1100,verteidigen::V,көмүскээ,forsvare
1101,sich schlagen::V,охсус,slås
1102,schießen::V,ытыалаа,skyde
1103,siegen::V,хот,sejre
1104,siegen::V,кыай,sejre
1105,ärgern::V,кыыһырт,ærgre
1106,schlagen::V,оҕус,slå
1107,treten::V,тэп,sparke
1108,stechen::V,кэй,stikke
1109,stoßen::V,кэп,støde
1110,stoßen::V,үтүрүй,støde
1111,stehlen::V,уор,stjæle
1112,stören::V,мэһэйдээ,forstyrre
1113,belästigen::V,батар,genere
1114,belästigen::V,батар,ulejlige
1115,verbergen::V,кистээ,skjule
1116,täuschen::V,албыннаа,villede
1117,betrügen::V,албыннаа,bedrage
1118,töten::V,өлөр,dræbe
1119,wohnen::V,олор,bo
1120,arbeiten::V,үлэлээ,arbejde
1121,sammeln::V,мус,samle
1122,sammeln::V,хомуй,samle
1123,pflücken::V,үргээ,plukke
1124,jagen::V,бултаа,jage
1125,fischen::V,балыктаа,fiske
1126,fassen::V,тут,fange
1127,hüten::V,манаа,vogte
1128,treiben::V,үүр,drive
1129,anbinden::V,баай,binde fast
1130,füttern::V,аһат,fodre
1131,melken::V,ыа,malke
1132,hacken::V,кэрт,hakke
1133,gießen::V,сиигирт,hælde
1134,reifen::V,бус,modne
1135,zubereiten::V,бэлэмнээ,tilberede
1136,kochen::V,буһар,koge
1137,backen::V,буһар,bage
1138,braten::V,хооруй,stege
1139,braten::V,ыһаарылаа,stege
1140,braten::V,соркуойдаа,stege
1141,umrühren::V,былаа,røre om
1142,stricken::V,өр,strikke
1143,nähen::V,иистэн,sy
1144,färben::V,кырааскалаа,farve
1145,reinigen::V,ыраастаа,rense
1146,reinigen::V,ыраастаа,gøre ren
1147,waschen::V,сууй,vaske
1148,abwischen::V,сот,tørre af
1149,spülen::V,сайҕаа,skylle
1150,fegen::V,сиппий,feje
1151,kehren::V,харбаа,feje
1152,baden::V,сөтүөлээ,bade
1153,sich waschen::V,суун,vaske sig
1154,ausziehen::V,уһул,tage af
1155,anziehen::V,кэтэрт,tage på
1156,sich anziehen::V,таҥын,klæde sig på
1157,kämmen::V,тараа,rede
1158,kämmen::V,тараа,frisere
1159,schmücken::V,симээ,pynte
1160,schmücken::V,симээ,smykke
1161,sagen::V,диэ,sige
1162,sprechen::V,эт,snakke
1163,sprechen::V,саҥар,snakke
1164,reden::V,кэпсэт,tale
1165,reden::V,кэпсэт,snakke
1166,sich unterhalten::V,кэпсэт,snakke sammen
1167,fragen::V,ыйыт,spørge
1168,bitten::V,көрдөс,bede
1169,erzählen::V,кэпсээ,berette
1170,erzählen::V,кэпсээ,fortælle
1171,erzählen::V,сэһэргээ,berette
1172,erzählen::V,сэһэргээ,fortælle
1173,mitteilen::V,биллэр,meddele
1174,nennen::V,ааттаа,nævne
1175,rufen::V,ыҥыр,råbe
1176,prahlen::V,чабылан,prale
1177,prahlen::V,киһиргээ,prale
1178,übersetzen::V,тылбаастаа,oversætte
1179,denken::V,санаа,tænke
1180,denken::V,толкуйдаа,tænke
1181,glauben::V,итэҕэй,tro
1182,bemerken::V,бэлиэтээ,bemærke
1183,bemerken::V,бэлиэтээ,lægge mærke til
1184,erkennen::V,бил,genkende
1185,begreifen::V,өйдөө,begribe
1186,verstehen::V,өйдөө,forstå
1187,lernen::V,үөрэн,lære
1188,wissen::V,бил,vide
1189,sich erinnern an::V,аҕын,mindes
1190,sich erinnern an::V,аҕын,huske på
1191,vergessen::V,умун,glemme
1192,messen::V,кэмнээ,måle
1193,messen::V,кээмэйдээ,måle
1194,zählen::V,аах,tælle
1195,rechnen::V,аах,regne
1196,lesen::V,аах,læse
1197,malen::V,уруһуйдаа,male
1198,zeichnen::V,уруһуйдаа,tegne
1199,schreiben::V,суруй,skrive
1200,besitzen::V,баһылаа,eje
1201,besitzen::V,баһылаа,besidde
1202,kaufen::V,атыылас,købe
1203,verkaufen::V,атыылаа,sælge
1204,bezahlen::V,төлөө,betale
1205,zahlen::V,төлөө,betale
1206,beherrschen::V,баһылаа,beherske
1207,ertragen::V,тулуй,tåle
1208,ertragen::V,тулуй,udholde
