,Concept_ID,myv,eu
324,Rede::N,кортамо,hitzaldi
325,Rede::N,кортамо,mintzaldi
326,Sprache::N,кель,hizkuntza
327,Stimme::N,ваигель,ahots
328,Wort::N,вал,hitz
329,Zeichen::N,теште,agerbide
330,Zeichen::N,теште,agergarri
331,Ruf::N,тердема,dei
332,Lärm::N,шалнома,zarata
333,Lärm::N,шалнома,harrabots
334,Laut::N,вайгель,hots
335,Ton::N,гайнема,tonu
336,Ton::N,гайнема,soinu
337,Lied::N,моро,abesti
338,Ruhe::N,оймамо,nasaitasun
339,Leute::N,ломанть,jende
340,Volk::N,народ,herri
341,Volk::N,народ,populu
342,Arbeit::N,тев,lan
343,Gast::N,инже,arrotz
344,Gast::N,инже,apopilo
345,Geschenk::N,казне,opari
346,Spiel::N,налксема,jolas
347,Gesellschaft::N,община,gizarte
348,Hilfe::N,лездамо,helpide
349,Hilfe::N,лездамо,laguntza
350,Freund::N,оя,lagun
351,Freund::N,ялга,lagun
352,Kamerad::N,оя,adiskide
353,Kamerad::N,оя,lagunkide
354,Kamerad::N,ялга,adiskide
355,Kamerad::N,ялга,lagunkide
356,Angelegenheit::N,тев,afera
357,Anzahl::N,ламоксчи,kopuru
358,Art::N,вид,mota
359,Stück::N,пакш,puska
360,Stück::N,пелькс,puska
361,Teil::N,часть,atal
362,Teil::N,пелькс,atal
363,Hälfte::N,пель,erdi
364,Hälfte::N,пелькс,erdi
365,Kreis::N,кирькс,biribilki
366,Kreuz::N,крёст,gurutze
367,Linie::N,кикс,linea
368,Strich::N,межа,marra
369,Abstand::N,ютко,tarte
370,Entfernung::N,ютко,urrunera
371,Gegend::N,тарка,alderdi
372,Gegend::N,тарка,eskualde
373,Gegend::N,пертьпелькс,alderdi
374,Gegend::N,пертьпелькс,eskualde
375,Platz::N,васолкс,leku
376,Ort::N,тарка,toki
377,Seite::N,ён,albo
378,Seite::N,чире,albo
379,Mitte::N,куншка,erdi
380,Gegenstand::N,предмет,gauzaki
381,Sache::N,тев,gauza
382,Sache::N,веща,gauza
383,Rand::N,пе,ertz
384,Rand::N,чире,ertz
385,Kante::N,ирдез,ertz
386,Ecke::N,ужо,kantoi
387,Spitze::N,пряне,punta
388,Spitze::N,пе,punta
389,Ende::N,пе,buru
390,Ende::N,пе,mutur
391,Loch::N,варя,zulo
392,Winkel::N,ужо,zoko
393,Winkel::N,ужо,bazter
394,Muster::N,сёрма,eredu
395,Muster::N,сёрма,marrazki
396,Größe::N,сэрь,kaizu
397,Größe::N,сэрь,tamaina
398,Größe::N,покшолма,kaizu
399,Größe::N,покшолма,tamaina
400,Länge::N,кувалмо,luzera
401,Höhe::N,сэрь,goiera
402,Höhe::N,сэрь,garaiera
403,Höhe::N,пандо,goiera
404,Höhe::N,пандо,garaiera
405,Gewicht::N,сталмо,hazta
406,Menge::N,лововкс,kopuru
407,Haufen::N,мар,pila
408,Haufen::N,мар,mendoi
409,Haufen::N,валявкс,pila
410,Haufen::N,валявкс,mendoi
411,Reihe::N,ряд,ilara
412,Reihe::N,ряд,errenkada
413,Boot::N,венч,potin
414,Boot::N,венч,txalupa
415,Ruder::N,милё,arraun
416,Schlitten::N,нурдт,lera
417,Schlitten::N,нурдт,narra
418,Ski::N,сокс,eski
419,Lagerfeuer::N,толбандя,su
420,Last::N,сталмо,zama
421,Last::N,сталмо,karga
422,Last::N,кандома,zama
423,Last::N,кандома,karga
424,Gang::N,молема,ibilera
425,Gang::N,якамо,ibilera
426,Schritt::N,эскелькс,pauso
427,Schritt::N,эскелькс,urrats
428,Norden::N,якшамо ёнкс,ipar
429,Norden::N,якшамо ёнкс,iparralde
430,Süden::N,лембе ёнкс,hego
431,Süden::N,лембе ёнкс,hegoalde
432,Westen::N,чивалгома,sartalde
433,Westen::N,чивалгома,mendebalde
434,Osten::N,чилисема,ekialde
435,Osten::N,чилисема,sortalde
436,Holz::N,чувто,zur
437,Brett::N,лаз,ohol
438,Platte::N,плита,lauza
439,Stütze::N,неже,irozgarri
440,Stütze::N,неже,bermagailu
441,Stange::N,олга,haga
442,Stock::N,мандо,makila
443,Stab::N,олога,makila
444,Rohr::N,турба,hodi
445,Haus::N,кудо,etxe
446,Heim::N,кудо,etxe
447,Heim::N,кудо,etxaleku
448,Ofen::N,каштомо,berogailu
449,Fußboden::N,киякс,zoru
450,Tisch::N,столь,mahai
451,Stuhl::N,стул,aulki
452,Wiege::N,лавсь,kuma
453,Wiege::N,лавсь,sehaska
454,Wiege::N,нурямот,kuma
455,Wiege::N,нурямот,sehaska
456,Bett::N,ацамо,ohe
457,Bett::N,ацамо,ohatze
458,Regal::N,лався,apalategi
459,Regal::N,лавсяланго,apalategi
460,Kiste::N,горобия,kutxa
461,Kiste::N,сундук,kutxa
462,Fenster::N,вальма,leiho
463,Tür::N,кенкш,ate
464,Tor::N,ортат,atari
465,Zaun::N,пирявт,hesi
466,Zaun::N,пирвякс,hesi
467,Dach::N,кудопря,teilatu
468,Leiter::N,кузтема,zurubi
469,Besen::N,тенсть,erratz
470,Spaten::N,койме,burdinpala
471,Schaufel::N,кече,pala
472,Schaufel::N,келей койме,pala
473,Gabel::N,сянгине,sardexka
474,Löffel::N,пенч,koilara
475,Messer::N,пеель,aizto
476,Nagel::N,эске,iltze
477,Netz::N,алтыма,sare
478,Haken::N,кечказ,mako
479,Griff::N,кедне,eskutoki
480,Schloss::N,замок,sarraila
481,Schloss::N,панжома,sarraila
482,Bild::N,картина,irudi
483,Figur::N,рунго,figura
484,Puppe::N,няка,panpina
485,Puppe::N,няка,andrakila
486,Beutel::N,кескав,zorro
487,Bündel::N,керькс,azao
488,Bündel::N,керькс,espal
489,Tasche::N,юдма,poltsa
490,Eimer::N,ведра,treska
491,Deckel::N,велькс,tapa
492,Deckel::N,велькс,estalki
493,Geschirr::N,кедьге,baxera
494,Geschirr::N,кедьге,ontziteria
495,Sack::N,кескав,zaku
496,Tasse::N,чакш,kikara
497,Topf::N,кастрюля,ontzi
498,Topf::N,кастрюля,lapiko
499,Kessel::N,котёл,pazia
500,Essen::N,ярсамо,janaldi
501,Nahrung::N,ярсамопель,jan
502,Speise::N,ярсамопель,jaki
503,Fleisch::N,сывель,okela
504,Fleisch::N,сывель,haragi
505,Getreide::N,сюро,labore
506,Brei::N,каша,ahi
507,Brei::N,каша,pure
508,Brot::N,кши,ogi
509,Scheibe::N,кочом,xerra
510,Scheibe::N,кочом,pirripita
511,Scheibe::N,сускомо,xerra
512,Scheibe::N,сускомо,pirripita
513,Fett::N,куя,urin
514,Fett::N,куя,koipe
515,Butter::N,ой,gurin
516,Öl::N,ой,olio
517,Salz::N,сал,gatz
518,Suppe::N,ям,zopa
519,Suppe::N,ям,salda
520,Honig::N,медь,ezti
521,Milch::N,ловсо,esne
522,Tee::N,чай,te
523,Leder::N,киське,larru
524,Wolle::N,пона,artile
525,Stoff::N,коцт,ehun
526,Nadel::N,салмукс,orratz
527,Nadel::N,салмукс,jostorratz
528,Faden::N,суре,hari
529,Knopf::N,пов,botoi
530,Knoten::N,сюлмо,korapilo
531,Farbe::N,артомапель,pintura
532,Kleidung::N,оршамот,arropa
533,Kleidung::N,оршамот,jantziak
534,Hemd::N,панар,atorra
535,Hemd::N,панар,alkandora
536,Kragen::N,сиве,idun
537,Ärmel::N,ожа,mahuka
538,Hose::N,понкст,prakak
539,Hose::N,понкст,galtzak
540,Gürtel::N,каркс,gerriko
541,Mütze::N,чапка,txano
542,Mütze::N,чапка,txapel
543,Schuh::N,туфля,oski
544,Schuh::N,туфля,oinetako
545,Stiefel::N,кем,bota
546,Ring::N,суркс,uztai
547,Band::N,лента,zinta
548,Band::N,лента,xingola
549,Kamm::N,сурсеме,orrazi
550,Spiegel::N,чавачамо,mirail
551,Riemen::N,кшнань каркс,uhal
552,Schnur::N,пикс,lokailu
553,Leine::N,ведьме,lotura
554,Decke::N,вельтямо,burusi
555,Kissen::N,тодов,kuxin
556,Tuch::N,паця,zapi
557,Tuch::N,паця,oihal
558,Handtuch::N,нардамо,eskuzapi
559,Handtuch::N,нардамо,eskuoihal
560,Kraft::N,вий,indar
561,Stärke::N,виевчи,indar
562,Gesundheit::N,шумбрачи,osasun
563,Krankheit::N,орма,eritasun
564,Krankheit::N,орма,gaixotasun
565,Krankheit::N,сэредема,eritasun
566,Krankheit::N,сэредема,gaixotasun
567,Schmerz::N,сэредькс,min
568,Wunde::N,керявкс,zauri
569,Fieber::N,маштыкс,sukar
570,Arznei::N,ормаменькс,osagai
571,Arznei::N,ормаменькс,sendagai
572,Brücke::N,сэдь,zubi
573,Brücke::N,мадамо,zubi
574,Brunnen::N,лисьма,putzu
575,Weide::N,ракшань ванома тарка,alha
576,Weide::N,ракшань ванома тарка,bazkaleku
577,Pfad::N,ян,zidor
578,Pfad::N,ян,bidexka
579,Weg::N,ки,bide
580,Straße::N,ки,errepide
581,Dorf::N,веле,herri
582,Stadt::N,ош,hiri
583,Brief::N,сёрма,gutun
584,Brief::N,сёрма,eskutitz
585,Buch::N,книга,liburu
586,Buchstabe::N,буква,hizki
587,Zeitung::N,газета,egunkari
588,Leben::N,эрямо,bizi
589,Leben::N,эрямо,bizitza
590,Tod::N,кулома,herio
591,Tod::N,кулома,heriotza
592,Grab::N,калмо,hobi
593,Grab::N,калмо,hilobi
594,Kirche::N,церькова,eliza
595,Sünde::N,чумочи,hoben
596,Sünde::N,чумочи,bekatu
597,Gott::N,паз,jainko
598,Arbeiter::N,робочей,langile
599,Arbeiter::N,робочей,behargin
600,Chef::N,прявт,nagusi
601,Meister::N,кол тевень тенця,maisu
602,Arzt::N,врач,osagile
603,Arzt::N,врач,sendagile
604,Lehrer::N,учитель,irakasle
605,Lehrer::N,тонавтыця,irakasle
606,Geld::N,ярмак,diru
607,Geschäft::N,ладязь тев,negozio
608,Laden::N,лавка,denda
609,Laden::N,лавка,saltegi
610,Preis::N,питне,prezio
611,Preis::N,питне,salneurri
612,Ware::N,миевкс,salgai
613,Ware::N,рамавкс,salgai
614,Nutzen::N,паро,onura
615,Nutzen::N,паро,probetxu
616,Nutzen::N,лезэ,onura
617,Nutzen::N,лезэ,probetxu
618,Reichtum::N,сюпавчи,aberastasun
619,Welt::N,мир,ludi
620,Welt::N,мир,mundu
621,Welt::N,мастор ланго,ludi
622,Welt::N,мастор ланго,mundu
623,Land::N,мастор,herrialde
624,Staat::N,государства,estatu
625,König::N,король,errege
626,Macht::N,азорксчи,botere
627,Grenze::N,буен тешкс,muga
628,Krieg::N,война,guda
629,Feind::N,душман,etsai
630,Feind::N,душман,arerio
631,Gewalt::N,нарьгамо,bortxa
632,Gewalt::N,нарьгамо,bortizkeria
633,Kampf::N,тюрема,gudu
634,Kampf::N,тюрема,auska
635,Bogen[Waffe]::N,нал,arku
636,Pfeil::N,нал,gezi
637,Gewehr::N,ружия,fusil
638,Gewehr::N,винтовка,fusil
639,Fehler::N,ильведькс,huts
640,Fehler::N,ильведькс,hutsegin
641,Fehler::N,ильведевкс,huts
642,Fehler::N,ильведевкс,hutsegin
643,Lüge::N,манчема,gezur
644,Lüge::N,кенгелема,gezur
645,Schaden::N,зыян,kalte
646,Unglück::N,зыян,zoritxar
647,Unglück::N,зыян,zorigaitz
648,Schuld::N,чумочи,erru
649,Alter::N,шка,adin
650,Schluss::N,пе,bukaera
651,Zeit::N,шка,aldi
652,Zeit::N,шка,denbora
653,Zeit::N,пинге,aldi
654,Zeit::N,пинге,denbora
655,Tag::N,чи,egun
656,Morgen::N,валске,goiz
657,Mittag::N,чикуншка,eguerdi
658,Abend::N,чокшнэ,arrats
659,Nacht::N,ве,gau
660,Woche::N,недля,aste
661,Monat::N,ков,hil
662,Jahr::N,ие,urte
663,Frühling::N,тундо,udalehen
664,Sommer::N,кизэ,uda
665,Herbst::N,сёксь,udazken
666,Herbst::N,сёксь,neguantz
667,Winter::N,теле,negu
668,Januar::N,якшамков,urtarril
669,Februar::N,февраль,otsail
670,März::N,март,martxo
671,April::N,апрель,apiril
672,Mai::N,май,maiatz
673,Juni::N,июнь,ekain
674,Juli::N,июль,uztail
675,August::N,август,abuztu
676,September::N,сентября,irail
677,Oktober::N,октября,urri
678,November::N,ноября,azaro
679,Dezember::N,декабря,abendu
680,Montag::N,пондельник,astelehen
681,Dienstag::N,овторник,astearte
682,Mittwoch::N,серёда,asteazken
683,Donnerstag::N,цетьверьг,ostegun
684,Freitag::N,пеця,ostiral
685,Samstag::N,субута,larunbat
686,Samstag::N,шлямочи,larunbat
687,Sonntag::N,недлячи,igande
688,groß::A,ине,handi
689,groß::A,покш,handi
690,klein::A,вишка,txiki
691,lang::A,кувака,luze
692,kurz::A,нурькине,labur
693,breit::A,келей,zabal
694,schmal::A,теине,mehar
695,dicht::A,тусто,sarri
696,dicht::A,тусто,trinko
697,dick[Gegenstand]::A,эчке,lodi
698,dünn::A,човине,mehe
699,fein::A,човине,fin
700,fest::A,кеме,tinko
701,flach::A,лапужа,lau
702,flach::A,лапужа,ordoki
703,glatt::A,валаня,leun
704,hart::A,калгодо,gogor
705,weich::A,чевте,bigun
706,weich::A,чевте,beratz
707,rund::A,кеверь,biribil
708,spitz::A,пшти,puntadun
709,scharf::A,пшти,zorrotz
710,stumpf::A,ношка,kamuts
711,schwer::A,стака,astun
712,schwer::A,стака,pisutsu
713,schön::A,мазый,eder
714,heiß::A,пси,bero
715,heiß::A,пси,oso bero
716,warm::A,лембе,bero
717,kalt::A,якшамо,hotz
718,kühl::A,экше,hotzil
719,frisch::A,свежа,fresko
720,frisch::A,свежа,hozkirri
721,feucht::A,летьке,heze
722,nass::A,начко,busti
723,trocken::A,коське,siku
724,trocken::A,коське,lehor
725,voll::A,пешксе,bete
726,leer::A,чаво,huts
727,offen::A,панжадо,ireki
728,offen::A,виде,ireki
729,geschlossen::A,пекстазь,itxita
730,geschlossen::A,сёлгозь,itxita
731,sauber::A,ванькс,xahu
732,sauber::A,ванькс,garbi
733,schmutzig::A,ливезев,lohi
734,schmutzig::A,ливезев,zikin
735,roh::A,верек,gordin
736,reif::A,кенерезь,umo
737,reif::A,кенерезь,heldu
738,lecker::A,тантей,goxo
739,süß::A,ламбамо,goxo
740,bitter::A,сэпей,karmin
741,bitter::A,сэпей,garratz
742,sauer::A,чапамо,mingots
743,hell::A,валдо,argi
744,dunkel::A,чопода,ilun
745,schwarz::A,раужо,beltz
746,weiß::A,ашо,zuri
747,rot::A,якстере,gorri
748,gelb::A,ожо,hori
749,blau::A,сэнь,urdin
750,grün::A,пиже,berde
751,grün::A,пиже,musker
752,grau::A,шержев,urdin
753,grau::A,шержев,urdinabar
754,bunt::A,сёрмав,koloretsu
755,billig::A,аволь питней,merke
756,teuer::A,питней,garesti
757,wertvoll::A,питней,baliotsu
758,blind::A,сокор,itsu
759,taub::A,амариця,gor
760,kräftig::A,пек виев,kementsu
761,stark::A,виев,bizkor
762,stark::A,виев,indartsu
763,schwach::A,лавшо,ahul
764,schwach::A,лавшо,indargabe
765,fett::A,куя,gizen
766,schlank::A,виде ронга,lerden
767,hübsch::A,мазый,polit
768,böse::A,кежей,tzar
769,böse::A,кежей,gaizto
770,dumm::A,чавола,lelo
771,dumm::A,чавола,pello
772,dumm::A,превтеме,lelo
773,dumm::A,превтеме,pello
774,faul::A,нузякс,nagi
775,faul::A,нузякс,alfer
776,fleißig::A,мелень путыця,maratz
777,fleißig::A,мелень путыця,lanzale
778,geizig::A,скупой,zeken
779,geizig::A,скупой,zikoitz
780,klug::A,превей,zuhur
781,geschickt::A,маштозь теезь,trebe
782,geschickt::A,маштозь теезь,antzetsu
783,lieb::A,вадря,maite
784,lieb::A,вадря,laztan
785,lustig::A,весёла,alaitsu
786,sanft::A,сэтьме,eme
787,sanft::A,сэтьме,ezti
788,hungrig::A,вачо,gose
789,krank::A,сэредиця,eri
790,krank::A,сэредиця,gaixo
791,nackt::A,штапо,biluzi
792,traurig::A,нусманя,itun
793,traurig::A,нусманя,betilun
794,lebendig::A,эриця,bizirik
795,gut::A,паро,on
796,schlecht::A,берянь,txar
797,richtig::A,виде,zuzen
798,schlimm::A,берянь,larri
799,wahr::A,алкуксонь,egiazko
800,alt::A,ташто,zahar
801,neu::A,од,berri
802,ehemalig::A,икелень,lehengo
803,alt[Lebewesen]::A,сыре,adindun
804,jung::A,од,gazte
805,arm::A,кажов,txiro
806,arm::A,кажов,behartsu
807,reich::A,сюпав,dirudun
808,bekannt::A,содавикс,ezagun
809,berühmt::A,содавикс,entzun
810,berühmt::A,содавикс,ospetsu
811,fremd::A,лия,arrotz
812,fremd::A,асодавикс,arrotz
813,verschieden::A,эрьва,ezberdin
