,Concept_ID,te,cv
632,grün::A,ఆకుపచ్చని,ӑс пухман
633,grau::A,నెరిసిన,кӑвак
634,bunt::A,రంగేలీ,чӑпар
635,billig::A,చౌకయైన,йӳнӗ
636,teuer::A,వెలపొడుగైన,хаклӑ
637,wertvoll::A,విలుప్తెన,паха
638,blind::A,గ్రుడ్డి,суккӑр
639,taub::A,చెవిటి,хӑлхасӑр
640,kräftig::A,శక్తి గల,хӑватлӑ
641,stark::A,బలమైన,вирлӗ
642,schwach::A,బలహీనమైన,халсӑр
643,fett::A,క్రొవ్విన,самӑр
644,fett::A,క్రొవ్విన,мӑнтӑр
645,schlank::A,సన్నని,йӑрӑс
646,schlank::A,సన్నని,яштака
647,hübsch::A,సాగప్తెన,хитре
648,böse::A,చెడ్డ,усал
649,dumm::A,తెలివిలేని,ухмах
650,faul::A,సోమరియైన,наян
651,faul::A,సోమరియైన,юлхав
652,faul::A,సోమరియైన,ӳркенчӗк
653,fleißig::A,శ్రద్దగల,хастар
654,geizig::A,పిసినారియైన,хытӑ
655,klug::A,తెలివిగల,ӑслӑ
656,geschickt::A,నిపుణతగల,ӑста
657,lieb::A,ప్రియమైన,савнӑ
658,lustig::A,ఉల్లాసము గల,хаваслӑ
659,sanft::A,సాధువైన,ачаш
660,hungrig::A,ఆకలిగొనిన,выҫӑ
661,krank::A,వ్యాధిగల,чирлӗ
662,nackt::A,దిగంబరమైన,ҫара
663,traurig::A,విచారముగల,салхуллӑ
664,lebendig::A,ప్రాణముతో నున్న,чӗрӗ
665,gut::A,మంచి,аван
666,gut::A,మంచి,лайӑх
667,schlecht::A,చెడ్డ,япӑх
668,schlecht::A,చెడ్డ,начар
669,richtig::A,సరియైన,тӗрӗс
670,schlimm::A,అసహ్యమైన,йӗрӗнчӗк
671,wahr::A,నిజమైన,чӑн
672,alt::A,ముసలి,кивӗ
673,neu::A,క్రొత్త,ҫӗнӗ
674,ehemalig::A,పూర్వపు,пулнӑ
675,alt[Lebewesen]::A,ముసలి,ватӑ
676,jung::A,పసి,яш
677,jung::A,పసి,ҫамрӑк
678,arm::A,బీద,чухӑн
679,reich::A,ధనవంతుడైన,пуян
680,bekannt::A,తెలిసిన,пӗлӗш
681,berühmt::A,ప్రపిద్దికెక్కివ,чаплӑ
682,fremd::A,అన్యమైన,ют
683,verschieden::A,భేదమైన,расна
684,nah::A,దగ్గఱనున్న,ҫывӑх
685,nah::A,దగ్గఱనున్న,ҫывӑхри
686,fern::A,దూరమందున్న,инҫе
687,fern::A,దూరమందున్న,аякри
688,linker::A,ఎడమప్రక్కగ,сулахай
689,rechter::A,కుడి,сылтӑм
690,anderer::A,వేఱ్తెన,урӑх
691,erster::A,మొదటి,пӗрремӗш
692,zweiter::A,రెండన,иккӗмӗш
693,dritter::A,మూడో,виҫҫӗмӗш
694,letzter::A,కడపటి,юлашки
695,allein::ADV,ఒంటిగా,пӗччен
696,auf einmal::ADV,హరాత్తుగ,кӗмӗрккен
697,zusammen::ADV,కలిసి,пӗрле
698,lange::ADV,బహుకాలము,вӑрах
699,plötzlich::ADV,హరాత్తుగ,сасартӑк
700,sofort::ADV,తక్షణము,тӳрех
701,später::ADV,ఇటీవలి,кайран
702,jetzt::ADV,ఇప్పుడు,халь
703,jetzt::ADV,ఇప్పుడు,халӗ
704,heute::ADV,నేడు,паян
705,morgen::ADV,ఱేపు,ыран
706,bald::ADV,శీఘ్రముగ,халех
707,bald::ADV,శీఘ్రముగ,кӗҫех
708,dann::ADV,అప్పుడు,унтан
709,gestern::ADV,నిన్నటి దినము,ӗнер
710,einst::ADV,పూర్వమొకప్పుడు,пӗррехинче
711,damals::ADV,అప్పుడు,ун чухне
712,damals::ADV,అప్పుడు,апла пулсан
713,danach::ADV,అప్పుడు,унтан
714,vorher::ADV,ఎదుట,малтан
715,zuerst::ADV,మొదటిలో,пирвай
716,einmal::ADV,ఒకసారి,пӗррехинче
717,manchmal::ADV,అప్పటప్పటికి,хӑш чухне
718,oft::ADV,తఱచుగా,тӑтӑш
719,immer::ADV,ఎల్లప్పుడు,ялан
720,niemals::ADV,ఎప్పుడునులేదు,нихӑҫан та
721,hier::ADV,ఇక్కడ,кунта
722,hierhin::ADV,ఇక్కడకు,кунта
723,von hier::ADV,ఇక్కడనుండి,кунтан
724,dort::ADV,అక్కడ,унта
725,dort::ADV,అక్కడ,ҫавӑнта
726,dorthin::ADV,అక్కడికి,унта
727,dorthin::ADV,అక్కడికి,ҫавӑнта
728,geradeaus::ADV,సూటిగా,тикӗс
729,vorwärts::ADV,ముందుకు,малалла
730,rückwärts::ADV,వెనుకకు,хыҫала
731,zurück::ADV,వెనుకభాగము,каялла
732,unten::ADV,క్రింద,аялта
733,hinab::ADV,కిందికి,аялта
734,oben::ADV,మీద,ҫӳлте
735,hinauf::ADV,పైకి,ҫӳле
736,überall::ADV,అంతటా,таҫта та
737,überall::ADV,అంతటా,пур ҫӗрте те
738,überall::ADV,అంతటా,кирек ӑҫта та
739,nicht::ADV,కాదు,мар
740,ein wenig::ADV,కొంచెము,пӑртак
741,kaum::ADV,చాలిచాలక,аран
742,sehr::ADV,చాల,питӗ
743,so::ADV,ఆలాగున,апла
744,noch::ADV,ఇప్పటికిని,татах
745,nur::ADV,మాత్రము,ҫех
746,schon::ADV,ఇదివఱకే,ӗнтӗ
747,wieder::ADV,తిరిగి,каллех
748,vergebens::ADV,నిష్ఫలముగా,харам
749,vor::PRP,ముందు,умӗнче
750,hinter::PRP,వెనుక,кайра
751,unter::PRP,క్రింద,айне
752,unter::PRP,క్రింద,айӗпе
753,unter::PRP,క్రింద,айӗнче
754,unter::PRP,క్రింద,ҫитеспе
755,durch::PRP,ద్వారా,витӗр
756,neben::PRP,దగ్గెర,патӗнче
757,zwischen::PRP,మధ్య,хушшинче
758,wegen::PRP,కారణంగా,пула
759,wegen::PRP,కారణంగా,пирки
760,dies::PRN,ఇది,ку
761,dies::PRN,ఇది,ҫак
762,das::PRN,అది,ҫав
763,alles::PRN,సకలము,пурте
764,alles::PRN,సకలము,йӑлт
765,ich::PRN,నేను,эп
766,du::PRN,నీవు,эс
767,er::PRN,అతడు,вӑл
768,wir::PRN,మనము,эпир
769,ihr::PRN,మీరు,эсир
770,sie::PRN,వారు,вӗсем
771,was::FPRN,ఏమి,мӗн
772,was::FPRN,ఏమి,мӗскер
773,was::FPRN,ఏమి,мӗн те пулин
774,wer::FPRN,ఎవడు,кам
775,wo::FADV,ఎక్కడ,ӑҫта
776,wohin::FADV,ఎందుకు,ӑҫта
777,wie::FADV,ఎట్టు,епле
778,wie::FADV,ఎట్టు,мӗнле
779,warum::FADV,ఏల,ма
780,warum::FADV,ఏల,мӗншӗн
781,wieviel::FNUM,ఎంత,миҫе
782,eins::NUM,ఒకటి,пӗр
783,eins::NUM,ఒకటి,пӗрре
784,zwei::NUM,రెండు,ик
785,zwei::NUM,రెండు,икӗ
786,zwei::NUM,రెండు,иккӗ
787,drei::NUM,మూడు,виҫ
788,drei::NUM,మూడు,виҫӗ
789,drei::NUM,మూడు,виҫҫӗ
790,vier::NUM,నాలుగు,тӑват
791,fünf::NUM,అయిదు,пилӗк
792,fünf::NUM,అయిదు,пиллӗк
793,sechs::NUM,ఆఱు,улт
794,sechs::NUM,ఆఱు,ултӑ
795,sechs::NUM,ఆఱు,улттӑ
796,sieben::NUM,ఏరు,ҫич
797,sieben::NUM,ఏరు,ҫичӗ
798,sieben::NUM,ఏరు,ҫиччӗ
799,acht::NUM,ఎనిమదు,сакӑр
800,acht::NUM,ఎనిమదు,саккӑр
801,neun::NUM,తొమ్మిది,тӑхӑр
802,neun::NUM,తొమ్మిది,тӑххӑр
803,zehn::NUM,పది,вунӑ
804,zehn::NUM,పది,вуннӑ
805,elf::NUM,పదునొకొండు,вун пӗр
806,zwölf::NUM,పండ్రండు,вун ик
807,zwölf::NUM,పండ్రండు,вун икӗ
808,zwölf::NUM,పండ్రండు,вун иккӗ
809,zwanzig::NUM,ఇరుపది,ҫирӗм
810,dreißig::NUM,ముప్పది,вӑтӑр
811,vierzig::NUM,నలువది,хӗрӗх
812,fünfzig::NUM,ఏబది,аллӑ
813,sechzig::NUM,అరుపది,утмӑл
814,siebzig::NUM,డెబ్బది,ҫитмӗл
815,achtzig::NUM,ఎనుబది,сакӑр вунӑ
816,achtzig::NUM,ఎనుబది,сакӑр вуннӑ
817,neunzig::NUM,తొంబది,тӑхӑр вун
818,neunzig::NUM,తొంబది,тӑхӑр вунӑ
819,neunzig::NUM,తొంబది,тӑхӑр вуннӑ
820,hundert::NUM,నూఱు,ҫӗр
821,tausend::NUM,వేయి,пин
822,und::CNJ,మఱియు,та
823,oder::CNJ,లేక,е
824,stehen::V,నిలుచు,тӑр
825,sitzen::V,కూర్చుండు,лар
826,liegen::V,పండుకొనుట,вырт
827,hängen::V,వ్రేలాడదీయు,усӑнса тӑр
828,hängen::V,వ్రేలాడదీయు,ҫакӑнса тӑр
829,werden::V,అగు,пул
830,passieren::V,సంభవించు,пул
831,beginnen::V,ఆరంభించు,пуҫлан
832,enden::V,తీరుట,пӗт
833,enden::V,తీరుట,вӗҫлен
834,wechseln::V,మార్చు,улшӑн
835,aufgehen[Sonne]::V,ఉదయించు,тух
836,untergehen[Sonne]::V,అస్తమించు,анса лар
837,scheinen[Sonne]::V,ప్రకాశించు,пӑх
838,donnern::V,ఉరుముట,кӗмсӗртет
839,donnern::V,ఉరుముట,авӑт
840,wehen::V,దురద్పప్టము,варкӑш
841,strömen::V,పారుట,тӑкӑн
842,fließen::V,ప్రవహించు,юх
843,sich drehen::V,తిరుగు,ҫаврӑн
844,schwanken::V,ఆడించుట,чӳхен
845,schwingen::V,ఊగుట,суллан
846,fallen::V,పడు,кип
847,fallen::V,పడు,тӳр кип
848,fallen::V,పడు,татӑлса ан
849,brennen::V,కాలుట,ҫун
850,rauchen::V,పొగసుట,мӑкӑрлан
851,rauchen::V,పొగసుట,тӗтӗм кӑлар
852,regnen::V,కురిపించుట,ҫумӑр ҫӑвать
853,gefrieren::V,గడ్డకట్టు,шӑн
854,tauen::V,కరగు,ирӗл
855,schmelzen::V,కరగు,ирӗл
856,trocknen::V,యెండుట,тип
857,sieden::V,ఉడుకు,вӗре
858,faulen::V,క్రుళ్లు,ҫӗр
859,verfaulen::V,క్షిణించు,ҫӗр
860,reißen::V,చించు,ҫурӑл
861,versinken::V,మునుగు,пут
862,vergehen::V,సంభవించు,ирт
863,erscheinen::V,కనబడు,курӑн
864,erscheinen::V,కనబడు,курӑнса кай
865,verschwinden::V,అదృశ్యమగు,ҫухал
866,sinken::V,ముణుగుట,чак
867,abnehmen::V,తగ్గు,чак
868,zunehmen::V,పెరుగుట,пысӑклан
869,steigen::V,లేచు,ҫӗклен
870,wachsen::V,పెరుగు,ӳс
871,glänzen::V,ప్రకాశించు,ҫиҫ
872,funkeln::V,ప్రకాశించు,ялкӑш
873,funkeln::V,ప్రకాశించు,йӑлтӑртат
874,lärmen::V,అరుచుట,шавла
875,läuten::V,మేళవించుట,шӑнкӑравла
876,klingeln::V,వాయించుట,шӑнкӑравла
877,klirren::V,ఘంటానాదము,калтлат
878,klirren::V,ఘంటానాదము,шӑнкӑлтат
879,brausen::V,గర్జించు,ахӑр
880,rauschen::V,చటచటమనుట,вашӑлтат
881,rauschen::V,చటచటమనుట,чашӑлтат
882,klingen::V,ధ్వనించుట,янӑра
883,bellen::V,అఱచు,вӗр
884,heulen::V,కూయు,ула
885,blasen::V,దురద్పప్టము,вӗр
886,pfeifen::V,ఈలవేయు,шӑхӑр
887,schreien::V,అఱచు,кӑшкӑр
888,stöhnen::V,మూలుగు,йынӑш
889,zittern::V,వణకు,чӗтре
890,leben::V,జీవించుట,пурӑн
891,geboren werden::V,పుట్టుట,ҫурал
892,atmen::V,ఉపిరి తీయు,сывла
893,trinken::V,త్రాగు,ӗҫ
894,essen::V,తిను,ҫи
895,schlucken::V,మ్రింగు,ҫӑт
896,müde werden::V,అలయు,ӗшен
897,einschlafen::V,నిద్రించు,ыйха пут
898,einschlafen::V,నిద్రించు,ҫывӑрса кай
899,schlafen::V,నిద్రురించు,ҫывӑр
900,aufwachen::V,మేలుకొను,вӑран
901,aufstehen::V,లేచు,тӑр
902,sich erholen::V,నడ్డి వాల్చు,кан
903,krank werden::V,జబ్బుపడు,чирле
904,krank sein::V,జబ్బు చేయు,чирле
905,schmerzen::V,నొచ్చుట,сур
906,schmerzen::V,నొచ్చుట,ырат
907,husten::V,దగ్గుట,ӳсӗр
908,genesen::V,కుదురుట,сывал
909,genesen::V,కుదురుట,тӳрлен
910,sterben::V,మరణించు,вил
911,umkommen::V,నశించు,вил
912,sich bewegen::V,కదలు,куҫ
913,sich rühren::V,కదలు,хускал
914,sich erheben::V,లేచు,тӑр
915,sich setzen::V,కూర్చుణ్డు,лар
916,hinfallen::V,దొర్లు,ӳк
917,laufen::V,నడచు,ут
918,schreiten::V,అడుగుపెట్టుట,ут
919,spazierengehen::V,పచారు చేయు,уҫӑлса ҫӳре
920,spazierengehen::V,పచారు చేయు,уткаласа ҫӳре
921,eilen::V,తొందరపడు,васка
922,eilen::V,తొందరపడు,хыпалан
923,sich beeilen::V,త్వరపెట్టు,васка
924,sich beeilen::V,త్వరపెట్టు,хыпалан
925,sausen::V,విసరికొట్టు,ыткӑн
926,sausen::V,విసరికొట్టు,вӗҫтер
927,rennen::V,పరుగెత్తు,чуп
928,springen::V,దుముకు,сик
929,klettern::V,ఎక్కు,улӑх
930,schaukeln::V,ఉయ్యాల ఊగు ,йӳрӗн
931,kriechen::V,ప్రాకు,шу
932,kriechen::V,ప్రాకు,упален
933,schwimmen::V,ఈదు,иш
934,tauchen::V,మునుగు,чӑм
935,rudern::V,తెడ్లతోఁగడపు,авӑс
936,fahren::V,నడపు,пыр
937,fliegen::V,ఎగురు,вӗҫ
938,gehen::V,పోవు,кай
939,weggehen::V,బయలుదేరు,кай
940,abfahren::V,విడిచిపోవు,тапран
941,anhalten::V,నిలుపు,чарӑн
942,hineingehen::V,ప్రవేశించు,кӗр
943,eintreten::V,ప్రవేశించు,кӗр
944,kommen::V,వచ్చు,кил
945,ankommen::V,వచ్చి చేరు,ҫит
946,zurückkommen::V,తిరిగీవచ్చుట,таврӑн
947,zurückkommen::V,తిరిగీవచ్చుట,каялла кил
948,bleiben::V,ఉండు,юл
949,warten::V,కనిపెట్టు,кӗт
950,erwarten::V,నిరిక్షించు,кӗт
951,suchen::V,వెదకు,шыра
952,finden::V,కనుగొను,туп
953,versuchen::V,ప్రయత్నించు,пикен
954,vorbereiten::V,తయారుచేయు,хатӗрле
955,lieben::V,ప్రేమించు,юрат
956,mögen::V,ఇష్టపడు,кӑмӑлла
957,mögen::V,ఇష్టపడు,килӗштер
958,lachen::V,నవ్వు,кул
959,lachen::V,నవ్వు,ахӑлтат
960,rühren::V,గుండె తాకు,ҫулӑх
961,weinen::V,వీడ్చు,йӗр
962,weinen::V,వీడ్చు,макӑр
963,schimpfen::V,గొణుగు,вӑрҫ
964,schimpfen::V,గొణుగు,ятлаҫ
965,sich ärgern::V,అలుగు,ҫиллен
966,sich fürchten::V,భయపడు,шиклен
967,fürchten::V,భయపడు,хӑра
968,fliehen::V,పాఱిపోపు,тар
969,flüchten::V,తప్పించుకొను,чупса тар
970,sehen::V,చూచు,кур
971,anschauen::V,చూచు,пӑхса ил
972,ansehen::V,కాచియుండు,пӑх
973,hören::V,విను,илт
974,zuhören::V,విను,итле
975,zuhören::V,విను,тӑнла
976,probieren::V,చవిచూచుట,астив
977,riechen::V,వాసనచూచు,шӑршла
978,fühlen::V,స్పర్శించుట,туй
979,fühlen::V,స్పర్శించుట,сис
980,scheinen::V,కనబడు,туйӑн
981,zu sehen sein::V,చూవు,курӑн
982,vernehmen::V,విను,пӑл
983,frieren::V,చలికి వడకు,йӳтен
984,tun::V,చేయు,ту
985,können::V,గల,пултар
986,wollen::V,కోరు,те
987,anfangen::V,ఆరంభించు,пуҫла
988,beenden::V,ముగించు,пӗтер
989,aufhören::V,నిలుపు,пӑрах
990,gelingen::V,గెలుపాందు,ӑн
991,geraten::V,వెలువడు,пул
992,öffnen::V,తెఱచు,уҫ
993,schließen::V,మూయు,хуп
994,stellen::V,ఉంచు,ларт
995,stellen::V,ఉంచు,тӑрат
996,setzen::V,ఉంచు,ларт
997,legen::V,పెట్టు,хур
998,berühren::V,తాకు,перӗн
999,verbinden::V,చేర్చుట,сып
1000,bedecken::V,మూయు,вит
1001,aufhängen::V,వ్రేలాడదీయు,ҫак
1002,anzünden::V,వెలిగించు,ҫут
1003,aufheben::V,సేకరించు,ҫӗкле
1004,zurücklassen::V,విడుచు,манса хӑвар
1005,verlieren::V,పోగొట్టుకొను,ҫӗтер
1006,fallen lassen::V,జాఱవిడుచు,ӳкер
1007,machen::V,చేయు,ту
1008,herstellen::V,ఉత్పత్తిచేయు,ӑстала
1009,bauen::V,నిర్మించు,ту
1010,reparieren::V,సరిచేయు,юса
1011,verbessern::V,వృద్ధి చేయు,лайӑхлат
1012,ändern::V,మార్చు,улӑштар
1013,graben::V,త్రవ్వు,чав
1014,graben::V,త్రవ్వు,чакала
1015,beugen::V,వంచు,кукӑрт
1016,biegen::V,వంచు,ав
1017,biegen::V,వంచు,кукӑрт
1018,drehen::V,నూలువడుకు,ҫавӑр
1019,wenden::V,త్రిప్పు,ӳпӗнтер
1020,umdrehen::V,త్రిప్పు,ҫавӑр
1021,heben::V,ఎత్తు,хӑпарт
1022,hochheben::V,ఎత్తు,йӑт
1023,ergreifen::V,వశపఱచుకొను,тыт
1024,halten::V,ఉంచు,тыт
1025,drücken::V,అణచు,пус
1026,schieben::V,నొక్కు,тӗк
1027,schieben::V,నొక్కు,тӗрт
1028,kratzen::V,గోకు,хыр
1029,lecken::V,నాకు,ҫула
1030,beißen::V,కఱచు,ҫырт
1031,beißen::V,కఱచు,хып
1032,abreißen::V,తెగతెంచు,тат
1033,abschneiden::V,తెగకొట్టు,кас
1034,binden::V,కట్టు,ҫых
1035,stecken::V,తగులుకొనివుండుట,чик
1036,brechen::V,పగులగొట్టు,хуҫ
1037,klopfen::V,కొట్టు,такка
1038,hauen::V,కొట్టు,шакка
1039,kleben::V,అంటుకొను,ҫыпӑҫтар
1040,reiben::V,రాచు,сӑтӑр
1041,streichen::V,వ్యాపింపజేయు,сӗр
1042,schleifen::V,రాచు,хӑйра
1043,schneiden::V,కోయు,кас
1044,rütteln::V,కుదిలించుట,лӑка
1045,rütteln::V,కుదిలించుట,силлентер
1046,schütteln::V,కదల్చు,лӑка
1047,schütteln::V,కదల్చు,силлентер
1048,schwenken::V,ఊచుట,сулла
1049,schütten::V,పోయు,тултар
1050,füllen::V,నింపు,тултар
1051,einwickeln::V,చుట్టు,чӗрке
1052,tragen::V,మోయు,ҫӗкле
1053,schleppen::V,ఈడ్చు,сӗтӗр
1054,ziehen::V,ఈడ్చు,тӑс
1055,aufbewahren::V,కాపాడు,усра
1056,werfen::V,విసరు,пӑрах
1057,fangen::V,పట్టుకొను,тыт
1058,packen::V,పట్టుకొను,тыт
1059,verstecken::V,దాచు,пытарса хур
1060,teilen::V,భాగించు,уйӑр
1061,teilen::V,భాగించు,пайла
1062,schicken::V,పంపు,яр
1063,bringen::V,తెచ్చు,кӳр
1064,hinzufügen::V,చేర్చు,хуш
1065,bekommen::V,సంపాదించు,ил
1066,bekommen::V,సంపాదించు,туян
1067,erhalten::V,పుచ్చుకొను,ил
1068,erhalten::V,పుచ్చుకొను,туян
1069,nehmen::V,తీసికొను,ил
1070,wählen::V,ఇష్టపడు,суйла
1071,auswählen::V,ఏరుకొను,суйла
1072,bewahren::V,భద్రపఱుచు,упра
1073,behindern::V,అడ్డగించుట,кансӗрле
1074,behindern::V,అడ్డగించుట,чӑрмантар
1075,verderben::V,చెఱచు,пӑс
1076,beschädigen::V,చెరుపుట,пӑс
1077,zerbrechen::V,పగులగొట్టు,ват
1078,zerbrechen::V,పగులగొట్టు,ҫӗмӗр
1079,zerreißen::V,చించు,ҫур
1080,zerstören::V,వాశనము చేయు,иш
1081,verbrennen::V,కాల్చు,ҫунтар
1082,geben::V,ఇచ్చు,пар
1083,reichen::V,అందుకొనుట,пар
1084,schenken::V,అర్పించు,парнеле
1085,versprechen::V,వాగ్దత్తము చేయు,тума пул
1086,versprechen::V,వాగ్దత్తము చేయు,сӑмах пар
1087,wünschen::V,కోరు,сун
1088,loben::V,స్తుతించు,ырла
1089,küssen::V,ముద్దుపెట్టుకొను,чуп ту
1090,wiegen::V,ఊచుట,сиктер
1091,wiegen::V,ఊచుట,силле
1092,zudecken::V,మూయు,вит
1093,wecken::V,నిద్రపలేపుట,вӑрат
1094,zeigen::V,చూవు,кӑтарт
1095,führen::V,దారిచూపు,илсе пыр
1096,führen::V,దారిచూపు,ҫавӑтса пыр
1097,lehren::V,బోధించు,вёрент
1098,unterrichten::V,నేర్పు,вёрент
1099,aufziehen::V,పెంచు,вӗрент
1100,leiten::V,తీసుకపోవుట,тытса пыр
1101,antreiben::V,ప్రేరేపించు,васкат
1102,lassen::V,అనుమతించు,пусахла
1103,lassen::V,అనుమతించు,хуш
1104,einladen::V,ఆహ్వానించు,чӗн
1105,vereinigen::V,కూడుట,пӗрлештер
1106,besuchen::V,పోయి చూచు,ҫит
1107,besuchen::V,పోయి చూచు,кӗрсе кур
1108,treffen::V,కలియు,тӗл пул
1109,sich versammeln::V,కూర్చు,пуҫтарӑн
1110,spielen::V,ఆట లాడు,выля
1111,singen::V,పాడు,юрла
1112,tanzen::V,నృత్యముచేయు,ташла
1113,sich trennen::V,ఎడబాయుట,уйрӑл
1114,verlassen::V,విడుచు,хӑвар
1115,retten::V,తప్పించుట,ҫӑл
1116,bewachen::V,కాపాడు,хуралла
1117,schützen::V,రక్షించు,сыхла
1118,verteidigen::V,రక్షించు,хӳтӗле
1119,sich schlagen::V,జగడమాడు,ҫапӑҫ
1120,schießen::V,కాల్చు,пер
1121,siegen::V,గెలుచు,ҫӗн
1122,siegen::V,గెలుచు,ҫӗнтер
1123,ärgern::V,పీడించుట,тарӑхтар
1124,ärgern::V,పీడించుట,ҫиллентер
1125,schlagen::V,కొట్టు,ҫап
1126,treten::V,తన్ను,тап
1127,stechen::V,కుట్టు,чик
1128,stoßen::V,గెంటు,чыш
1129,stehlen::V,దొంగిలించు,вӑрла
1130,stören::V,కలతపఱచు,кансӗрле
1131,belästigen::V,పీడించు,аптӑрат
1132,belästigen::V,పీడించు,хупла
1133,verbergen::V,దాచు,пытар
1134,täuschen::V,మోసము చేయు,суй
1135,betrügen::V,మోసపుచ్చు,ултала
1136,töten::V,చంపు,вӗлер
1137,wohnen::V,నివసించు,чуна пар
1138,wohnen::V,నివసించు,парӑнса тӑр
1139,arbeiten::V,పనిచేయు,ӗҫле
1140,sammeln::V,ప్రోగుచేయు,пух
1141,pflücken::V,యేరుట,тат
1142,jagen::V,వేటాడు,сунара ҫӳре
1143,fischen::V,వెదకు,пулӑ тыт
1144,fassen::V,పట్టుకొమ,тыт
1145,hüten::V,మందచేరుట,кӗт
1146,treiben::V,నడపు,хӑвала
1147,anbinden::V,కట్టు,кӑкар
1148,füttern::V,భోజనము పెట్టు,ҫитер
1149,melken::V,పాలు పితుకు,су
1150,hacken::V,నఱకు,вакла
1151,gießen::V,నీళ్ళుకట్టుట,шӑвар
1152,reifen::V,పండుట,пиҫ
1153,zubereiten::V,వండు,пӗҫер
1154,kochen::V,వండు,пӗҫер
1155,backen::V,రొట్టెకాల్చు,пӗҫер
1156,braten::V,వేపు,ӑшала
1157,umrühren::V,కదులుట,хутӑштар
1158,stricken::V,అల్లు,ҫых
1159,nähen::V,కుట్టు,ҫӗле
1160,färben::V,రంగు వేయు,пӗвет
1161,reinigen::V,శుభ్రము చేయు,тасат
1162,waschen::V,కడుగు,ҫу
1163,abwischen::V,తుడుచు,шӑл
1164,spülen::V,నీటిలో జడించు,чӳхе
1165,fegen::V,ఊడ్చు,шӑл
1166,kehren::V,ఊడ్చు,шӑл
1167,baden::V,స్నానము చేయు,шыва кӗр
1168,sich waschen::V,కడుగు,ҫӑвӑн
1169,ausziehen::V,విప్పు,салан
1170,anziehen::V,ధరించు,тӑхӑн
1171,sich anziehen::V,బట్టలు వేసుకొను,тӑхӑн
1172,sich anziehen::V,తొడుగుకొను,тӑхӑн
1173,kämmen::V,దువ్వుట,тура
1174,schmücken::V,అలంకరించు,илемлет
1175,sagen::V,చెప్పు,те
1176,sprechen::V,చెప్పు,кала
1177,reden::V,మాటలాడు,сӑмахла
1178,reden::V,మాటలాడు,калаҫ
1179,sich unterhalten::V,ముచ్చటలాడు,пупле
1180,fragen::V,ప్రశ్నించు,ыйт
1181,bitten::V,కోరు,ыйт
1182,erzählen::V,చెప్పు,каласа пар
1183,mitteilen::V,తెలియజేయు,пӗлтер
1184,mitteilen::V,తెలియజేయు,хыпарла
1185,nennen::V,పేరు వెట్టు,те
1186,nennen::V,పేరు వెట్టు,чӗн
1187,rufen::V,పిలుచు,чӗн
1188,prahlen::V,జల్లి,мухтан
1189,prahlen::V,జల్లి,вӗҫкӗнлен
1190,übersetzen::V,తర్జుమాచేయు,куҫар
1191,denken::V,ఆలోచించు,шухӑшла
1192,glauben::V,నమ్ము,ӗнен
1193,bemerken::V,గుర్తించు,асӑрха
1194,erkennen::V,గుర్తించు,палла
1195,begreifen::V,గ్రహించు,ӑнлан
1196,verstehen::V,గ్రహించు,пӗл
1197,lernen::V,నేర్చు కొను,вӗрен
1198,wissen::V,తెలిసికొను,пӗл
1199,wissen::V,తెలిసికొను,ӑнкар
1200,sich erinnern an::V,జ్ఞాపకముంచుకొను,аса ил
1201,vergessen::V,మఱచిపోవు,ман
1202,vergessen::V,మఱచిపోవు,манса кай
1203,messen::V,కొలుచుట,виҫ
1204,zählen::V,లెక్కపెట్టు,шутла
1205,rechnen::V,లెక్కపెట్టు,шутла
1206,lesen::V,చదువు,вула
1207,malen::V,పూనుట,ӳкер
1208,zeichnen::V,వ్రాసుట,ӳкер
1209,schreiben::V,వ్రాయు,ҫыр
1210,besitzen::V,కలిగియుండు,тыт
1211,kaufen::V,కొను,ил
1212,kaufen::V,కొను,туян
1213,verkaufen::V,అమ్ము,сут
1214,bezahlen::V,చెల్లించు,тӳле
1215,zahlen::V,చెల్లించు,тӳле
1216,beherrschen::V,ఏలు,тыт
1217,ertragen::V,భరించు,тӳс
