,Concept_ID,he,et
316,Ecke::N,פנה,nurk
317,Spitze::N,קצה,teravik
318,Ende::N,סוף,ots
319,Ende::N,סוף,jupp
320,Loch::N,חר,auk
321,Winkel::N,פנה,nurk
322,Muster::N,תבנית,muster
323,Größe::N,גדל,suurus
324,Länge::N,ארך,pikkus
325,Höhe::N,קומה,kõrgus
326,Höhe::N,גבה,kõrgus
327,Gewicht::N,משקל,kaal
328,Gewicht::N,משקל,raskus
329,Menge::N,כמות,arv
330,Menge::N,כמות,hulk
331,Haufen::N,ערמה,hunnik
332,Reihe::N,רצף,rivi
333,Boot::N,סירה,paat
334,Ruder::N,משוט,aer
335,Schlitten::N,מזחלת,saan
336,Ski::N,מגלשים,suusk
337,Lagerfeuer::N,מדורה,lõke
338,Last::N,משא,koorem
339,Gang::N,הליכה,käik
340,Schritt::N,צעד,samm
341,Norden::N,צפון,põhi
342,Süden::N,דרום,lõuna
343,Westen::N,מערב,lääs
344,Osten::N,מזרח,ida
345,Holz::N,עץ,puu
346,Brett::N,קרש,saelaud
347,Platte::N,לוח,plaat
348,Stütze::N,משען,tugi
349,Stange::N,מוט,latt
350,Stange::N,מוט,teivas
351,Stock::N,מקל,kepp
352,Stab::N,מוט,varras
353,Rohr::N,צנור,toru
354,Haus::N,בית,maja
355,Heim::N,בית,kodu
356,Ofen::N,תנור,ahi
357,Fußboden::N,רצפה,põrand
358,Tisch::N,שלחן,laud
359,Stuhl::N,כסא,tool
360,Wiege::N,ערש,häll
361,Wiege::N,ערש,kätki
362,Bett::N,מטה,voodi
363,Regal::N,מדף,riiul
364,Kiste::N,תבה,kast
365,Kiste::N,ארגז,kast
366,Fenster::N,חלון,aken
367,Tür::N,דלת,uks
368,Tor::N,שער,värav
369,Zaun::N,גדר,aed
370,Zaun::N,גדר,tara
371,Dach::N,גג,katus
372,Leiter::N,סלם,redel
373,Besen::N,מטאטא,luud
374,Spaten::N,את,labidas
375,Schaufel::N,את,kühvel
376,Gabel::N,מזלג,kahvel
377,Löffel::N,כף,lusikas
378,Messer::N,סכין,nuga
379,Nagel::N,מסמר,nael
380,Netz::N,רשת,võrk
381,Haken::N,וו,haak
382,Haken::N,וו,konks
383,Haken::N,קרס,haak
384,Haken::N,קרס,konks
385,Griff::N,ידית,sang
386,Griff::N,ידית,käepide
387,Schloss::N,מנעול,lukk
388,Bild::N,תמונה,pilt
389,Figur::N,פסל,kuju
390,Figur::N,פסל,kujund
391,Puppe::N,בבה,nukk
392,Beutel::N,שק,paun
393,Bündel::N,צרור,kimp
394,Tasche::N,שקית,kott
395,Eimer::N,דלי,pang
396,Eimer::N,דלי,ämber
397,Deckel::N,מכסה,kaas
398,Geschirr::N,כלים,nõud
399,Sack::N,שק,kott
400,Tasse::N,ספל,tass
401,Topf::N,סיר,pada
402,Kessel::N,קנקן,pada
403,Essen::N,אכל,söök
404,Essen::N,ארוחה,söök
405,Nahrung::N,הזנה,toit
406,Nahrung::N,תזונה,toit
407,Speise::N,מאכל,roog
408,Speise::N,ארוחה,roog
409,Fleisch::N,בשר,liha
410,Getreide::N,דגן,teravili
411,Brei::N,מחית,puder
412,Brot::N,לחם,sai
413,Brot::N,לחם,leib
414,Scheibe::N,עגול,viil
415,Scheibe::N,עגול,viilukas
416,Scheibe::N,פרוסה,viil
417,Scheibe::N,פרוסה,viilukas
418,Fett::N,שמן,rasv
419,Butter::N,חמאה,või
420,Öl::N,שמן,õli
421,Salz::N,מלח,sool
422,Suppe::N,מרק,supp
423,Honig::N,דבש,mesi
424,Milch::N,חלב,piim
425,Tee::N,תה,tee
426,Leder::N,עור,nahk
427,Wolle::N,צמר,vill
428,Stoff::N,בד,kangas
429,Stoff::N,אריג,kangas
430,Nadel::N,מחט,nõel
431,Faden::N,חוט,niit
432,Knopf::N,כפתור,nööp
433,Knoten::N,קשר,sõlm
434,Farbe::N,צבע,värv
435,Kleidung::N,בגדים,riided
436,Kleidung::N,בגדים,riietus
437,Hemd::N,חלצה,särk
438,Kragen::N,צוארון,krae
439,Ärmel::N,שרוול,varrukas
440,Hose::N,מכנסים,püksid
441,Gürtel::N,חגורה,vöö
442,Mütze::N,כובע,müts
443,Schuh::N,נעל,king
444,Stiefel::N,מגף,saabas
445,Ring::N,טבעת,sõrmus
446,Band::N,סרט,lint
447,Kamm::N,מסרק,kamm
448,Spiegel::N,מראה,peegel
449,Riemen::N,רצועה,rihm
450,Schnur::N,חבל,nöör
451,Leine::N,מושכות,jalutusrihm
452,Decke::N,שמיכה,tekk
453,Kissen::N,כרית,padi
454,Tuch::N,צעיף,kalev
455,Handtuch::N,מגבת,käterätik
456,Kraft::N,כוח,jõud
457,Stärke::N,און,tugevus
458,Gesundheit::N,בריאות,tervis
459,Krankheit::N,מחלה,haigus
460,Schmerz::N,כאב,valu
461,Wunde::N,פציעה,haav
462,Fieber::N,חם,palavik
463,Arznei::N,תרופה,ravim
464,Brücke::N,גשר,sild
465,Brunnen::N,באר,kaev
466,Weide::N,אחו,karjamaa
467,Weide::N,מרעה,karjamaa
468,Pfad::N,שביל,rada
469,Pfad::N,מדרכה,rada
470,Weg::N,דרך,tee
471,Straße::N,כביש,tee
472,Dorf::N,כפר,küla
473,Stadt::N,עיר,linn
474,Brief::N,מכתב,kiri
475,Buch::N,ספר,raamat
476,Buchstabe::N,אות,täht
477,Zeitung::N,עתון,ajaleht
478,Leben::N,חיים,elu
479,Tod::N,מות,surm
480,Grab::N,קבר,haud
481,Kirche::N,כנסיה,kirik
482,Sünde::N,חטא,patt
483,Gott::N,אל,jumal
484,Arbeiter::N,פועל,tööline
485,Chef::N,ראש,ülemus
486,Chef::N,ראש,juhataja
487,Chef::N,מנהל,ülemus
488,Chef::N,מנהל,juhataja
489,Meister::N,ממחה,meister
490,Arzt::N,רופא,arst
491,Lehrer::N,מורה,õpetaja
492,Geld::N,כסף,raha
493,Geschäft::N,עסקה,äri
494,Laden::N,חנות,pood
495,Laden::N,חנות,kauplus
496,Preis::N,מחיר,hind
497,Ware::N,סחורה,kaup
498,Nutzen::N,תועלת,tulu
499,Nutzen::N,תועלת,kasulikkus
500,Reichtum::N,עשר,rikkus
501,Welt::N,עולם,maailm
502,Land::N,ארץ,maa
503,Staat::N,מדינה,riik
504,König::N,מלך,kuningas
505,Macht::N,כוח,võim
506,Grenze::N,גבול,piir
507,Krieg::N,מלחמה,sõda
508,Feind::N,אויב,vaenlane
509,Gewalt::N,אלימות,väevõim
510,Kampf::N,קרב,võitlus
511,Kampf::N,לחימה,võitlus
512,Bogen[Waffe]::N,קשת,vibu
513,Pfeil::N,חץ,nool
514,Gewehr::N,רובה,püss
515,Fehler::N,טעות,viga
516,Lüge::N,שקר,vale
517,Schaden::N,נזק,kahju
518,Unglück::N,מזל רע,häda
519,Unglück::N,מזל רע,õnnetus
520,Schuld::N,אשמה,süü
521,Alter::N,גיל,iga
522,Schluss::N,סיום,lõpp
523,Zeit::N,זמן,aeg
524,Tag::N,יום,päev
525,Morgen::N,בקר,hommik
526,Mittag::N,צהרים,lõuna
527,Mittag::N,צהרים,keskpäev
528,Abend::N,ערב,õhtu
529,Nacht::N,לילה,öö
530,Woche::N,שבוע,nädal
531,Monat::N,חדש,kuu
532,Jahr::N,שנה,aasta
533,Frühling::N,אביב,kevad
534,Sommer::N,קיץ,suvi
535,Herbst::N,סתו,sügis
536,Winter::N,חרף,talv
537,Januar::N,ינואר,jaanuar
538,Februar::N,פברואר,veebruar
539,März::N,מרץ,märts
540,April::N,אפריל,aprill
541,Mai::N,מאי,mai
542,Juni::N,יוני,juuni
543,Juli::N,יולי,juuli
544,August::N,אוגוסט,august
545,September::N,ספטמבר,september
546,Oktober::N,אוקטובר,oktoober
547,November::N,נובמבר,november
548,Dezember::N,דצמבר,detsember
549,Montag::N,יום שני,esmaspäev
550,Dienstag::N,יום שלישי,teisipäev
551,Mittwoch::N,יום רביעי,kesknädal
552,Donnerstag::N,יום חמישי,neljapäev
553,Freitag::N,יום ששי,reede
554,Samstag::N,יום שבת,laupäev
555,Sonntag::N,יום ראשון,pühapäev
556,groß::A,גדול,suur
557,klein::A,קטן,väike
558,klein::A,קטן,pisike
559,lang::A,ארך,pikk
560,kurz::A,קצר,lühike
561,breit::A,רחב,lai
562,schmal::A,צר,kitsas
563,dicht::A,צפוף,tihe
564,dick[Gegenstand]::A,עבה,jäme
565,dünn::A,דק,õhuke
566,dünn::A,דק,peenike
567,fein::A,מעדן,peen
568,fein::A,מעדן,õhuke
569,fest::A,מוצק,püsiv
570,fest::A,מוצק,kindel
571,flach::A,שטוח,lame
572,flach::A,שטוח,tasane
573,glatt::A,חלק,sile
574,hart::A,קשיח,kõva
575,weich::A,רך,pehme
576,rund::A,עגל,ümar
577,spitz::A,חד,torkav
578,scharf::A,חד,terav
579,stumpf::A,קהה,nüri
580,schwer::A,כבד,raske
581,schön::A,יפה,kena
582,heiß::A,חם,kuum
583,heiß::A,חם,palav
584,warm::A,חם,soe
585,kalt::A,קר,külm
586,kühl::A,צונן,jahe
587,frisch::A,טרי,värske
588,feucht::A,לח,niiske
589,nass::A,רטוב,märg
590,trocken::A,יבש,kuiv
591,voll::A,מלא,täis
592,leer::A,ריק,tühi
593,offen::A,פתוח,avatud
594,offen::A,פתוח,lahtine
595,geschlossen::A,סגור,suletud
596,sauber::A,נקי,puhas
597,schmutzig::A,מלכלך,räpane
598,schmutzig::A,מלכלך,määrdunud
599,roh::A,חי,toores
600,reif::A,בשל,küps
601,lecker::A,טעים,hõrk
602,lecker::A,טעים,maitsev
603,süß::A,מתוק,magus
604,bitter::A,מר,mõru
605,sauer::A,חמוץ,hapu
606,hell::A,בהיר,hele
607,dunkel::A,עמום,pime
608,schwarz::A,שחר,must
609,weiß::A,לבן,valge
610,rot::A,אדם,punane
611,gelb::A,צהב,kollane
612,blau::A,כחל,sinine
613,grün::A,ירק,roheline
614,grau::A,אפר,hall
615,bunt::A,צבעוני,kirju
616,bunt::A,צבעוני,värviline
617,billig::A,זול,odav
618,teuer::A,יקר,kallis
619,wertvoll::A,יקר ערך,väärtuslik
620,blind::A,עור,pime
621,taub::A,חרש,kurt
622,kräftig::A,חסן,jõuline
623,stark::A,חזק,tugev
624,schwach::A,חלש,nõrk
625,schwach::A,חלש,jõuetu
626,fett::A,שמן,rasvane
627,schlank::A,רזה,sale
628,hübsch::A,יפה תאר,kena
629,böse::A,רשע,tige
630,dumm::A,טפש,juhm
631,dumm::A,טפש,rumal
632,faul::A,עצלן,laisk
633,fleißig::A,חרוץ,virk
634,fleißig::A,חרוץ,hoolas
635,geizig::A,קמצן,ihne
636,klug::A,נבון,tark
637,klug::A,נבון,arukas
638,klug::A,נבון,mõistlik
639,klug::A,פקח,tark
640,klug::A,פקח,arukas
641,klug::A,פקח,mõistlik
642,geschickt::A,מימן,osav
643,lieb::A,יקר,armas
644,lieb::A,אהוב,armas
645,lustig::A,עליז,lõbus
646,sanft::A,עדין,õrn
647,hungrig::A,רעב,näljane
648,krank::A,חולה,haige
649,nackt::A,ערום,alasti
650,traurig::A,עצוב,kurb
651,lebendig::A,חי,elus
652,gut::A,טוב,hea
653,schlecht::A,גרוע,halb
654,richtig::A,נכון,õige
655,schlimm::A,רע,paha
656,wahr::A,אמתי,tõene
657,alt::A,ישן,vana
658,neu::A,חדש,uus
659,ehemalig::A,לשעבר,endine
660,alt[Lebewesen]::A,זקן,vana
661,jung::A,צעיר,noor
662,arm::A,עני,vaene
663,reich::A,עשיר,rikas
664,bekannt::A,ידוע,teada
665,bekannt::A,ידוע,tuttav
666,berühmt::A,מפרסם,tuntud
667,fremd::A,זר,võõras
668,verschieden::A,שונה,erinev
669,nah::A,קרוב,lähedane
670,fern::A,רחוק,kauge
671,linker::A,שמאלי,vasak
672,rechter::A,ימין,parem
673,anderer::A,אחר,muu
674,anderer::A,אחר,teine
675,erster::A,ראשון,esimene
676,zweiter::A,שני,teine
677,dritter::A,שלישי,kolmas
678,letzter::A,אחרון,viimane
679,allein::ADV,לבד,üksi
680,auf einmal::ADV,בו-זמנית,korraga
681,auf einmal::ADV,בו-זמנית,ühekorraga
682,zusammen::ADV,ביחד,koos
683,zusammen::ADV,ביחד,üheskoos
684,lange::ADV,הרבה זמן,kaua
685,plötzlich::ADV,לפתע,äkki
686,plötzlich::ADV,לפתע,järsku
687,plötzlich::ADV,פתאום,äkki
688,plötzlich::ADV,פתאום,järsku
689,sofort::ADV,מיד,kohe
690,später::ADV,לאחר זמן,hiljem
691,später::ADV,יותר מאחר,hiljem
692,jetzt::ADV,עכשיו,nüüd
693,heute::ADV,היום,täna
694,morgen::ADV,מחר,homme
695,bald::ADV,בקרוב,pea
696,bald::ADV,בקרוב,varsti
697,dann::ADV,אחר-כך,siis
698,gestern::ADV,אתמול,eile
699,einst::ADV,לפנים,vanasti
700,damals::ADV,אז,tookord
701,danach::ADV,אחר-כך,seejärel
702,vorher::ADV,לפני זה,enne
703,zuerst::ADV,קדם,enne
704,zuerst::ADV,קדם,esmalt
705,einmal::ADV,פעם,kord
706,einmal::ADV,פעם,üks kord
707,manchmal::ADV,לפעמים,mõnikord
708,oft::ADV,לעתים קרובות,tihti
709,oft::ADV,לעתים קרובות,sageli
710,immer::ADV,תמיד,ikka
711,immer::ADV,תמיד,alati
712,niemals::ADV,אף פעם,mitte kunagi
713,hier::ADV,כאן,siin
714,hierhin::ADV,פה,siia
715,von hier::ADV,מפה,siit
716,dort::ADV,שם,seal
717,dorthin::ADV,שם,sinna
718,geradeaus::ADV,ישר,otse edasi
719,vorwärts::ADV,קדימה,edasi
720,rückwärts::ADV,לאחור,tagurpidi
721,zurück::ADV,בחזרה,tagasi
722,zurück::ADV,אחורנית,tagasi
723,unten::ADV,למטה,all
724,unten::ADV,למטה,allpool
725,hinab::ADV,למטה,alla
726,oben::ADV,מעל,ülal
727,oben::ADV,למעלה,ülal
728,hinauf::ADV,למעלה,üles
729,überall::ADV,בכל מקום,kõikjal
730,nicht::ADV,לא,ei
731,nicht::ADV,לא,mitte
732,ein wenig::ADV,קצת,veidi
733,ein wenig::ADV,קצת,natuke
734,kaum::ADV,בקשי,vaevalt
735,sehr::ADV,מאוד,väga
736,so::ADV,כך,nii
737,so::ADV,ככה,nii
738,noch::ADV,עוד,veel
739,noch::ADV,עדין,veel
740,nur::ADV,רק,ainult
741,schon::ADV,כבר,juba
742,wieder::ADV,שוב,jälle
743,vergebens::ADV,לריק,asjata
744,vergebens::ADV,לשוא,asjata
745,vor::PRP,מול,ees
746,hinter::PRP,מאחורי,taha
747,unter::PRP,מתחת,all
748,durch::PRP,דרך,läbi
749,durch::PRP,דרך,kaudu
750,neben::PRP,ליד,kõrval
751,neben::PRP,על-יד,kõrval
752,zwischen::PRP,בין,vahel
753,wegen::PRP,בשל,tõttu
754,wegen::PRP,בשל,pärast
755,wegen::PRP,בגלל,tõttu
756,wegen::PRP,בגלל,pärast
757,dies::PRN,זה,see
758,das::PRN,זה,see
759,alles::PRN,הכל,kõik
760,ich::PRN,אני,mina
761,du::PRN,את,sina
762,du::PRN,אתה,sina
763,er::PRN,הוא,tema
764,wir::PRN,אנחנו,me
765,ihr::PRN,לה,te
766,sie::PRN,הם,nad
767,was::FPRN,מה,mis
768,wer::FPRN,מי,kes
769,wo::FADV,איפה,kus
770,wohin::FADV,לאן,kuhu
771,wie::FADV,איך,kuidas
772,warum::FADV,למה,miks
773,wieviel::FNUM,כמה,mitu
774,wieviel::FNUM,כמה,kui palju
775,eins::NUM,אחד,üks
776,zwei::NUM,שתים,kaks
777,drei::NUM,שלושה,kolm
778,vier::NUM,ארבעה,neli
779,fünf::NUM,חמשה,viis
780,sechs::NUM,ששה,kuus
781,sieben::NUM,שבעה,seitse
782,acht::NUM,שמונה,kaheksa
783,neun::NUM,תשעה,üheksa
784,zehn::NUM,עשרה,kümme
785,elf::NUM,אחת עשרה,üksteist
786,zwölf::NUM,שתים עשרה,kaksteist
787,zwanzig::NUM,עשרים,kakskümmend
788,dreißig::NUM,שלושים,kolmkümmend
789,vierzig::NUM,ארבעים,nelikümmend
790,fünfzig::NUM,חמשים,viiskümmend
791,sechzig::NUM,ששים,kuuskümmend
792,siebzig::NUM,שבעים,seitsekümmend
793,achtzig::NUM,שמונים,kaheksakümmend
794,neunzig::NUM,תשעים,üheksakümmend
795,hundert::NUM,מאה,sada
796,tausend::NUM,אלף,tuhat
797,und::CNJ,ו,ja
798,oder::CNJ,או,või
799,stehen::V,עמד,seisma
800,sitzen::V,ישב,istuma
801,liegen::V,שכב,lamama
802,hängen::V,היה תלוי,rippuma
803,werden::V,הפך ל,saama
804,werden::V,הפך ל,hakkama
805,passieren::V,קרה,juhtuma
806,beginnen::V,התחיל,algama
807,beginnen::V,התחיל,hakkama
808,enden::V,הסתים,lõppema
809,wechseln::V,השתנה,vahelduma
810,aufgehen[Sonne]::V,זרח,tõusma
811,untergehen[Sonne]::V,שקע,loojuma
812,scheinen[Sonne]::V,בהק,paistma
813,donnern::V,רעם,kõmisema
814,wehen::V,נשב,puhuma
