,Concept_ID,da,en
897,aufheben::V,løfte,pick up
898,aufheben::V,tage op,pick up
899,zurücklassen::V,lade tilbage,leave
900,verlieren::V,miste,lose
901,fallen lassen::V,tabe,drop
902,fallen lassen::V,droppe,drop
903,machen::V,gøre,make
904,herstellen::V,fremstille,produce
905,bauen::V,bygge,build
906,reparieren::V,reparere,mend
907,verbessern::V,rette,improve
908,verbessern::V,forbedre,improve
909,ändern::V,ændre,alter
910,graben::V,grave,dig
911,beugen::V,bøje,bow
912,biegen::V,bøje,bend
913,drehen::V,dreje,spin
914,wenden::V,vende,turn
915,umdrehen::V,dreje om,turn around
916,heben::V,hæve,raise
917,hochheben::V,løfte,lift
918,ergreifen::V,gribe fat i,seize
919,halten::V,holde,hold
920,drücken::V,trykke,press
921,schieben::V,skyde,push
922,schieben::V,skubbe,push
923,kratzen::V,klø,scrape
924,kratzen::V,kradse,scrape
925,lecken::V,slikke,lick
926,beißen::V,bide,bite
927,abreißen::V,rive af,tear off
928,abschneiden::V,skære af,cut off
929,binden::V,binde,tie
930,stecken::V,stikke,stick
931,brechen::V,brække,break
932,klopfen::V,banke,knock
933,hauen::V,hugge,hit
934,kleben::V,klistre,glue
935,reiben::V,gnide,rub
936,streichen::V,smøre,spread
937,schleifen::V,slibe,grind
938,schneiden::V,skære,cut
939,schneiden::V,klippe,cut
940,rütteln::V,ruske,jolt
941,schütteln::V,ryste,shake
942,schwenken::V,svinge,swing
943,schütten::V,hælde,pour
944,füllen::V,fylde,fill
945,einwickeln::V,pakke ind,wrap
946,tragen::V,bære,carry
947,schleppen::V,slæbe,drag
948,ziehen::V,trække,pull
949,aufbewahren::V,opbevare,keep
950,werfen::V,kaste,throw
951,fangen::V,fange,catch
952,packen::V,gribe,grab
953,verstecken::V,gemme,hide
954,teilen::V,dele,divide
955,schicken::V,sende,send
956,bringen::V,bringe,bring
957,hinzufügen::V,tilføje,add
958,bekommen::V,få,get
959,erhalten::V,få,receive
960,nehmen::V,tage,take
961,wählen::V,vælge,choose
962,auswählen::V,udvælge,select
963,bewahren::V,bevare,preserve
964,behindern::V,hindre,hinder
965,behindern::V,forhindre,hinder
966,verderben::V,ødelægge,spoil
967,beschädigen::V,beskadige,damage
968,zerbrechen::V,brække itu,break
969,zerreißen::V,rive itu,tear
970,zerstören::V,ødelægge,destroy
971,verbrennen::V,brænde,burn
972,geben::V,give,give
973,reichen::V,række,hand
974,schenken::V,forære,give
975,versprechen::V,love,promise
976,wünschen::V,ønske,wish
977,loben::V,rose,praise
978,küssen::V,kysse,kiss
979,wiegen::V,vugge,rock
980,zudecken::V,dække til,cover
981,wecken::V,vække,wake
982,zeigen::V,vise,show
983,führen::V,føre,guide
984,lehren::V,lære,teach
985,unterrichten::V,undervise,instruct
986,aufziehen::V,opdrage,bring up
987,leiten::V,lede,lead
988,antreiben::V,skynde på,urge
989,lassen::V,få til at,let
990,einladen::V,indbyde,invite
991,einladen::V,invitere,invite
992,vereinigen::V,forene,unite
993,besuchen::V,besøge,visit
994,treffen::V,møde,meet
995,sich versammeln::V,forsamles,assemble
996,spielen::V,lege,play
997,spielen::V,spille,play
998,singen::V,synge,sing
999,tanzen::V,danse,dance
1000,sich trennen::V,skilles,separate
1001,verlassen::V,forlade,leave
1002,retten::V,redde,rescue
1003,bewachen::V,bevogte,guard
1004,schützen::V,skærme,protect
1005,schützen::V,beskytte,protect
1006,verteidigen::V,forsvare,defend
1007,sich schlagen::V,slås,brawl
1008,schießen::V,skyde,shoot
1009,siegen::V,sejre,win
1010,ärgern::V,ærgre,annoy
1011,schlagen::V,slå,beat
1012,treten::V,sparke,kick
1013,stechen::V,stikke,sting
1014,stoßen::V,støde,shove
1015,stehlen::V,stjæle,steal
1016,stören::V,forstyrre,disturb
1017,belästigen::V,genere,bother
1018,belästigen::V,ulejlige,bother
1019,verbergen::V,skjule,conceal
1020,täuschen::V,villede,deceive
1021,betrügen::V,bedrage,cheat
1022,töten::V,dræbe,kill
1023,wohnen::V,bo,dwell
1024,arbeiten::V,arbejde,work
1025,sammeln::V,samle,gather
1026,pflücken::V,plukke,pick
1027,jagen::V,jage,hunt
1028,fischen::V,fiske,fish
1029,fassen::V,fange,catch
1030,hüten::V,vogte,herd
1031,treiben::V,drive,drive
1032,anbinden::V,binde fast,tie up
1033,füttern::V,fodre,feed
1034,melken::V,malke,milk
1035,hacken::V,hakke,chop
1036,gießen::V,hælde,water
1037,reifen::V,modne,ripen
1038,zubereiten::V,tilberede,cook
1039,kochen::V,koge,boil
1040,backen::V,bage,bake
1041,braten::V,stege,fry
1042,umrühren::V,røre om,stir
1043,stricken::V,strikke,knit
1044,nähen::V,sy,sew
1045,färben::V,farve,dye
1046,reinigen::V,rense,clean
1047,reinigen::V,gøre ren,clean
1048,waschen::V,vaske,wash
1049,abwischen::V,tørre af,wipe
1050,spülen::V,skylle,rinse
1051,fegen::V,feje,sweep
1052,kehren::V,feje,sweep
1053,baden::V,bade,bath
1054,sich waschen::V,vaske sig,wash
1055,ausziehen::V,tage af,take off
1056,anziehen::V,tage på,put on
1057,sich anziehen::V,klæde sig på,get dressed
1058,kämmen::V,rede,comb
1059,kämmen::V,frisere,comb
1060,schmücken::V,pynte,decorate
1061,schmücken::V,smykke,decorate
1062,sagen::V,sige,say
1063,sprechen::V,snakke,speak
1064,reden::V,tale,talk
1065,reden::V,snakke,talk
1066,sich unterhalten::V,snakke sammen,chat
1067,fragen::V,spørge,ask
1068,bitten::V,bede,request
1069,erzählen::V,berette,tell
1070,erzählen::V,fortælle,tell
1071,mitteilen::V,meddele,convey
1072,nennen::V,nævne,name
1073,rufen::V,råbe,call
1074,prahlen::V,prale,brag
1075,übersetzen::V,oversætte,translate
1076,denken::V,tænke,think
1077,glauben::V,tro,believe
1078,bemerken::V,bemærke,notice
1079,bemerken::V,lægge mærke til,notice
1080,erkennen::V,genkende,recognize
1081,begreifen::V,begribe,grasp
1082,verstehen::V,forstå,understand
1083,lernen::V,lære,learn
1084,wissen::V,vide,know
1085,sich erinnern an::V,mindes,remember
1086,sich erinnern an::V,huske på,remember
1087,vergessen::V,glemme,forget
1088,messen::V,måle,measure
1089,zählen::V,tælle,count
1090,rechnen::V,regne,calculate
1091,lesen::V,læse,read
1092,malen::V,male,paint
1093,zeichnen::V,tegne,draw
1094,schreiben::V,skrive,write
1095,besitzen::V,eje,own
1096,besitzen::V,besidde,own
1097,kaufen::V,købe,buy
1098,verkaufen::V,sælge,sell
1099,bezahlen::V,betale,pay for
1100,zahlen::V,betale,pay
1101,beherrschen::V,beherske,rule
1102,ertragen::V,tåle,endure
1103,ertragen::V,udholde,endure
1104,hinfallen::V,,tumble
