,Concept_ID,pt,sk
225,Schlinge::N,laço,slučka
226,Spur::N,pista,stopa
227,Spur::N,vestígio,stopa
228,Asche::N,cinza,popol
229,Dreck::N,sujidade,kal
230,Dreck::N,sujidade,blato
231,Eisen::N,ferro,železo
232,Gold::N,ouro,zlato
233,Silber::N,prata,striebro
234,Kohle::N,carvão,uhlie
235,Glas::N,vidro,sklo
236,Lehm::N,barro,íl
237,Lehm::N,barro,hlina
238,Lehm::N,argila,íl
239,Lehm::N,argila,hlina
240,Sand::N,areia,piesok
241,Mensch::N,homem,človek
242,Mensch::N,pessoa,človek
243,Mann::N,homem,muž
244,Mann::N,homem,chlap
245,Frau::N,mulher,žena
246,Kind::N,filho,dieťa
247,Kind::N,criança,dieťa
248,Junge::N,rapaz,chlapec
249,Junge::N,menino,chlapec
250,Mädchen::N,menina,dievka
251,Mädchen::N,rapariga,dievka
252,Familie::N,família,rodina
253,Großvater::N,avô,dedo
254,Großvater::N,avô,starý otec
255,Großmutter::N,avó,babička
256,Großmutter::N,avó,stará mať
257,Eltern::N,pais,rodičia
258,Vater::N,pai,otec
259,Mutter::N,mãe,mať
260,Mutter::N,mãe,matka
261,Sohn::N,filho,syn
262,Tochter::N,filha,dcéra
263,Bruder::N,irmão,brat
264,Schwester::N,irmã,sestra
265,Onkel::N,tio,ujo
266,Onkel::N,tio,strýko
267,Tante::N,tia,teta
268,Tante::N,tia,tetka
269,Ehemann::N,esposo,muž
270,Ehemann::N,esposo,manžel
271,Ehefrau::N,esposa,žena
272,Ehefrau::N,esposa,manželka
273,Freude::N,prazer,radosť
274,Freude::N,alegria,radosť
275,Gelächter::N,risada,smiech
276,Gelächter::N,gargalhada,smiech
277,Glück::N,felicidade,šťastie
278,Kummer::N,aflição,žiaľ
279,Kummer::N,aflição,zármutok
280,Kummer::N,desgosto,žiaľ
281,Kummer::N,desgosto,zármutok
282,Wunsch::N,desejo,prianie
283,Lust::N,vontade,chuť
284,Geist::N,mente,duch
285,Geist::N,espírito,duch
286,Gedanke::N,ideia,myšlienka
287,Gedanke::N,pensamento,myšlienka
288,Gedächtnis::N,memória,pamäť
289,Verstand::N,razão,rozum
290,Verstand::N,inteligência,rozum
291,Sinn::N,sentido,zmysel
292,Sinn::N,significado,zmysel
293,Grund::N,causa,dôvod
294,Grund::N,causa,príčina
295,Grund::N,motivo,dôvod
296,Grund::N,motivo,príčina
297,Wahrheit::N,verdade,pravda
298,Gespräch::N,conversa,reč
299,Gespräch::N,conversa,rozhovor
300,Gespräch::N,conversação,reč
301,Gespräch::N,conversação,rozhovor
302,Märchen::N,conto,rozprávka
303,Erzählung::N,conto,poviedka
304,Erzählung::N,narrativa,poviedka
305,Nachricht::N,mensagem,správa
306,Neuigkeit::N,notícia,novinka
307,Neuigkeit::N,novidade,novinka
308,Name::N,nome,meno
309,Rätsel::N,adivinha,záhada
310,Rätsel::N,adivinha,hádanka
311,Rede::N,oração,reč
312,Rede::N,discurso,reč
313,Sprache::N,língua,reč
314,Sprache::N,língua,jazyk
315,Stimme::N,voz,hlas
316,Wort::N,palavra,slovo
317,Zeichen::N,marca,znak
318,Ruf::N,grito,volanie
319,Ruf::N,grito,zavolanie
320,Ruf::N,chamada,volanie
321,Ruf::N,chamada,zavolanie
322,Lärm::N,ruído,hluk
323,Lärm::N,ruído,hurhaj
324,Lärm::N,barulho,hluk
325,Lärm::N,barulho,hurhaj
326,Laut::N,som,zvuk
327,Ton::N,tom,tón
328,Ton::N,tom,zvuk
329,Lied::N,canção,pieseň
330,Ruhe::N,calma,pokoj
331,Ruhe::N,silêncio,pokoj
332,Leute::N,gente,ľudia
333,Leute::N,pessoas,ľudia
334,Volk::N,povo,ľud
335,Volk::N,povo,národ
336,Volk::N,nação,ľud
337,Volk::N,nação,národ
338,Arbeit::N,trabalho,práca
339,Arbeit::N,trabalho,robota
340,Gast::N,hóspede,hosť
341,Gast::N,convidado,hosť
342,Geschenk::N,prenda,dar
343,Geschenk::N,presente,dar
344,Spiel::N,jogo,hra
345,Gesellschaft::N,companhia,spoločnosť
346,Hilfe::N,ajuda,pomoc
347,Hilfe::N,socorro,pomoc
348,Freund::N,amigo,priateľ
349,Kamerad::N,camarada,kamarát
350,Angelegenheit::N,assunto,vec
351,Angelegenheit::N,assunto,záležitosť
352,Anzahl::N,número,počet
353,Anzahl::N,número,množstvo
354,Anzahl::N,quantidade,počet
355,Anzahl::N,quantidade,množstvo
356,Art::N,tipo,druh
357,Art::N,espécie,druh
358,Stück::N,pedaço,kus
359,Stück::N,pedaço,kúsok
360,Teil::N,peça,časť
361,Teil::N,parte,časť
362,Hälfte::N,metade,polka
363,Hälfte::N,metade,polovica
364,Kreis::N,círculo,kruh
365,Kreuz::N,cruz,kríž
366,Linie::N,linha,línia
367,Strich::N,traço,čiara
368,Abstand::N,distância,vzdialenosť
369,Entfernung::N,distância,vzdialenosť
370,Gegend::N,área,kraj
371,Gegend::N,área,krajina
372,Gegend::N,região,kraj
373,Gegend::N,região,krajina
374,Platz::N,lugar,miesto
375,Ort::N,sítio,miesto
376,Seite::N,lado,bok
377,Seite::N,lado,strana
378,Mitte::N,meio,stred
379,Gegenstand::N,objecto,predmet
380,Sache::N,coisa,vec
381,Rand::N,bordo,kraj
382,Rand::N,bordo,okraj
383,Rand::N,margem,kraj
384,Rand::N,margem,okraj
385,Kante::N,borda,hrana
386,Kante::N,aresta,hrana
387,Ecke::N,esquina,roh
388,Spitze::N,ponta,hrot
389,Spitze::N,ponta,špička
390,Ende::N,cabo,koniec
391,Ende::N,extremo,koniec
392,Loch::N,furo,diera
393,Loch::N,buraco,diera
394,Winkel::N,canto,kút
395,Winkel::N,ângulo,kút
396,Muster::N,padrão,vzor
397,Muster::N,padrão,vzorka
398,Muster::N,desenho,vzor
399,Muster::N,desenho,vzorka
400,Größe::N,tamanho,veľkosť
401,Länge::N,comprimento,dĺžka
402,Höhe::N,altura,výška
403,Höhe::N,altitude,výška
404,Gewicht::N,peso,váha
405,Menge::N,quantidade,množstvo
406,Haufen::N,pilha,hŕba
407,Reihe::N,fila,rad
408,Boot::N,barco,čln
409,Ruder::N,remo,veslo
410,Schlitten::N,trenó,sane
411,Ski::N,esqui,lyža
412,Lagerfeuer::N,fogueira,táborák
413,Last::N,carga,ťarcha
414,Last::N,carga,bremeno
415,Gang::N,curso,chôdza
416,Gang::N,caminhada,chôdza
417,Schritt::N,passo,krok
418,Norden::N,norte,sever
419,Süden::N,sul,juh
420,Westen::N,oeste,západ
421,Westen::N,ocidente,západ
422,Osten::N,este,východ
423,Osten::N,leste,východ
424,Osten::N,oriente,východ
425,Holz::N,madeira,drevo
426,Brett::N,tábua,doska
427,Brett::N,prancha,doska
428,Platte::N,laje,doska
429,Platte::N,laje,platňa
430,Platte::N,chapa,doska
431,Platte::N,chapa,platňa
432,Stütze::N,apoio,opora
433,Stütze::N,suporte,opora
434,Stange::N,vara,tyč
435,Stange::N,barra,tyč
436,Stock::N,pau,palica
437,Stock::N,bengala,palica
438,Stab::N,bastão,palica
439,Rohr::N,cano,rúra
440,Haus::N,casa,dom
441,Heim::N,lar,domov
442,Heim::N,casa,domov
443,Ofen::N,estufa,pec
444,Ofen::N,estufa,kachle
445,Ofen::N,aquecedor,pec
446,Ofen::N,aquecedor,kachle
447,Fußboden::N,piso,dlážka
448,Fußboden::N,piso,podlaha
449,Tisch::N,mesa,stôl
450,Stuhl::N,cadeira,stolička
451,Wiege::N,berço,kolíska
452,Bett::N,cama,lôžko
453,Bett::N,cama,posteľ
454,Regal::N,estante,regál
455,Regal::N,estante,polica
456,Regal::N,prateleira,regál
457,Regal::N,prateleira,polica
458,Kiste::N,caixa,debna
459,Fenster::N,janela,okno
460,Fenster::N,janela,oblok
461,Tür::N,porta,dvere
462,Tor::N,portão,vráta
463,Zaun::N,cerca,plot
464,Zaun::N,cerca,ohrada
465,Zaun::N,vedação,plot
466,Zaun::N,vedação,ohrada
467,Dach::N,telhado,krov
468,Dach::N,telhado,strecha
469,Leiter::N,escada,rebrík
470,Leiter::N,escada,rebrina
471,Leiter::N,escada móvel,rebrík
472,Leiter::N,escada móvel,rebrina
473,Besen::N,vassoura,metla
474,Spaten::N,pá,rýľ
475,Schaufel::N,pá,lopata
476,Gabel::N,garfo,vidlička
477,Löffel::N,colher,lyžica
478,Messer::N,faca,nôž
479,Nagel::N,cravo,klinec
480,Netz::N,rede,sieť
481,Haken::N,gancho,hák
482,Haken::N,gancho,háčik
483,Griff::N,asa,rukoväť
484,Griff::N,cabo,rukoväť
485,Schloss::N,fechadura,zámka
486,Bild::N,imagem,obraz
487,Figur::N,figura,figúra
488,Puppe::N,boneca,bábka
489,Puppe::N,boneca,bábika
490,Beutel::N,saco,vrece
491,Beutel::N,saco,vrecko
492,Beutel::N,bolsa,vrece
493,Beutel::N,bolsa,vrecko
494,Bündel::N,fardo,uzlík
495,Bündel::N,fardo,zväzok
496,Tasche::N,saco,taška
497,Tasche::N,saco,kabelka
498,Tasche::N,bolso,taška
499,Tasche::N,bolso,kabelka
500,Eimer::N,balde,vedro
501,Deckel::N,tampa,vrchnák
502,Deckel::N,tampa,pokrývka
503,Geschirr::N,louça,nádoba
504,Sack::N,saca,mech
505,Sack::N,saca,vrece
506,Tasse::N,chávena,šálka
507,Topf::N,tacho,hrniec
508,Topf::N,panela,hrniec
509,Kessel::N,caldeira,kotol
510,Essen::N,refeição,jedlo
511,Nahrung::N,comida,strava
512,Nahrung::N,comida,potrava
513,Nahrung::N,alimento,strava
514,Nahrung::N,alimento,potrava
515,Speise::N,prato,jedlo
516,Fleisch::N,carne,mäso
517,Getreide::N,cereais,obilie
518,Brei::N,puré,kaša
519,Brot::N,pão,chlieb
520,Scheibe::N,fatia,kotúč
521,Scheibe::N,fatia,krajec
522,Fett::N,banha,tuk
523,Fett::N,banha,masť
524,Fett::N,gordura,tuk
525,Fett::N,gordura,masť
526,Butter::N,manteiga,maslo
527,Öl::N,azeite,olej
528,Salz::N,sal,soľ
529,Suppe::N,sopa,polievka
530,Suppe::N,caldo,polievka
531,Honig::N,mel,med
532,Milch::N,leite,mlieko
533,Tee::N,chá,čaj
534,Leder::N,couro,koža
535,Wolle::N,lã,vlna
536,Stoff::N,pano,súkno
537,Stoff::N,tecido,súkno
538,Nadel::N,agulha,ihla
539,Faden::N,fio,niť
540,Faden::N,fio,vlákno
541,Knopf::N,botão,gombík
542,Knoten::N,nó,uzol
543,Farbe::N,corante,farba
544,Kleidung::N,roupa,šaty
545,Kleidung::N,roupa,šatstvo
546,Kleidung::N,vestuário,šaty
547,Kleidung::N,vestuário,šatstvo
548,Hemd::N,camisa,košeľa
549,Kragen::N,gola,golier
550,Ärmel::N,manga,rukáv
551,Hose::N,calça,nohavice
552,Gürtel::N,cinto,pás
553,Gürtel::N,cinto,opasok
554,Mütze::N,boné,čiapka
555,Mütze::N,barrete,čiapka
556,Schuh::N,sapato,obuv
557,Schuh::N,sapato,topánka
558,Stiefel::N,bota,čižma
559,Ring::N,anel,prsteň
560,Band::N,fita,stuha
561,Band::N,faixa,stuha
562,Kamm::N,pente,hrebeň
563,Spiegel::N,espelho,zrkadlo
564,Riemen::N,correia,remeň
565,Schnur::N,corda,šnúra
566,Schnur::N,cordel,šnúra
567,Leine::N,trela,vodidlo
568,Decke::N,cobertor,deka
569,Decke::N,cobertor,prikrývka
570,Kissen::N,almofada,poduška
571,Tuch::N,pano,šatka
572,Handtuch::N,toalha,uterák
573,Kraft::N,força,moc
574,Stärke::N,força,sila
575,Gesundheit::N,saúde,zdravie
576,Krankheit::N,doença,nemoc
577,Krankheit::N,doença,choroba
578,Krankheit::N,enfermidade,nemoc
579,Krankheit::N,enfermidade,choroba
580,Schmerz::N,dor,bolesť
581,Wunde::N,chaga,rana
582,Wunde::N,ferida,rana
583,Fieber::N,febre,horúčka
584,Arznei::N,remédio,liek
585,Brücke::N,ponte,most
586,Brunnen::N,poço,studňa
587,Weide::N,pastagem,pastva
588,Pfad::N,senda,chodník
589,Pfad::N,trilho,chodník
590,Weg::N,caminho,cesta
591,Straße::N,via,hradská
592,Straße::N,estrada,hradská
593,Dorf::N,aldeia,dedina
594,Stadt::N,cidade,mesto
595,Brief::N,carta,list
596,Buch::N,livro,kniha
597,Buchstabe::N,letra,litera
598,Buchstabe::N,letra,písmeno
599,Zeitung::N,jornal,noviny
600,Leben::N,vida,život
601,Tod::N,morte,smrť
602,Grab::N,túmulo,hrob
603,Grab::N,sepultura,hrob
604,Kirche::N,igreja,kostol
605,Sünde::N,pecado,hriech
606,Gott::N,deus,boh
607,Arbeiter::N,operário,robotník
608,Arbeiter::N,operário,pracnovík
609,Arbeiter::N,trabalhador,robotník
610,Arbeiter::N,trabalhador,pracnovík
611,Chef::N,chefe,šéf
612,Chef::N,chefe,riaditeľ
613,Chef::N,patrão,šéf
614,Chef::N,patrão,riaditeľ
615,Meister::N,mestre,majster
616,Arzt::N,médico,lekár
617,Lehrer::N,professor,učiteľ
618,Geld::N,dinheiro,peniaze
619,Geschäft::N,negócio,obchod
620,Laden::N,loja,obchod
621,Preis::N,preço,cena
622,Ware::N,mercadoria,tovar
623,Nutzen::N,proveito,osoh
624,Nutzen::N,proveito,úžitok
625,Reichtum::N,riqueza,bohatstvo
626,Welt::N,mundo,svet
627,Land::N,país,územie
628,Land::N,país,krajina
629,Staat::N,Estado,štát
630,König::N,rei,kráľ
631,Macht::N,poder,moc
632,Macht::N,poder,mocnosť
633,Macht::N,potência,moc
634,Macht::N,potência,mocnosť
635,Grenze::N,fronteira,hranica
636,Krieg::N,guerra,vojna
637,Feind::N,inimigo,nepriateľ
638,Gewalt::N,violência,násilie
639,Kampf::N,luta,boj
640,Kampf::N,combate,boj
641,Bogen[Waffe]::N,arco,luk
642,Pfeil::N,seta,šíp
643,Pfeil::N,seta,strela
644,Pfeil::N,flecha,šíp
645,Pfeil::N,flecha,strela
646,Gewehr::N,espingarda,puška
647,Fehler::N,erro,omyl
648,Fehler::N,erro,chyba
649,Fehler::N,falha,omyl
650,Fehler::N,falha,chyba
651,Lüge::N,mentira,lož
652,Schaden::N,dano,ujma
653,Schaden::N,dano,škoda
654,Schaden::N,estrago,ujma
655,Schaden::N,estrago,škoda
656,Unglück::N,desgraça,nešťastie
657,Schuld::N,culpa,vina
658,Schuld::N,culpa,previnenie
659,Alter::N,idade,vek
660,Schluss::N,fim,záver
661,Schluss::N,fim,koniec
662,Zeit::N,tempo,čas
663,Tag::N,dia,deň
664,Morgen::N,manhã,ráno
665,Mittag::N,meio-dia,poludnie
666,Abend::N,noite,večer
667,Abend::N,tardinha,večer
668,Nacht::N,noite,noc
669,Woche::N,semana,týždeň
670,Monat::N,mês,mesiac
671,Jahr::N,ano,rok
672,Frühling::N,primavera,jar
673,Sommer::N,verão,leto
674,Herbst::N,outono,jeseň
675,Winter::N,inverno,zima
676,Januar::N,Janeiro,január
677,Februar::N,Fevereiro,február
678,März::N,Março,marec
679,April::N,Abril,apríl
680,Mai::N,Maio,máj
681,Juni::N,Junho,jún
682,Juli::N,Julho,júl
683,August::N,Agosto,august
684,September::N,Setembro,september
685,Oktober::N,Outubro,október
686,November::N,Novembro,november
687,Dezember::N,Dezembro,december
688,Montag::N,segunda-feira,pondelok
689,Dienstag::N,terça-feira,utorok
690,Mittwoch::N,quarta-feira,streda
691,Donnerstag::N,quinta-feira,štvrtok
692,Freitag::N,sexta-feira,piatok
693,Samstag::N,sábado,sobota
694,Sonntag::N,domingo,nedeľa
695,groß::A,grande,veľký
696,klein::A,pequeno,malý
697,lang::A,comprido,dlhý
698,kurz::A,curto,krátky
699,breit::A,largo,široký
700,schmal::A,estreito,úzky
701,dicht::A,denso,hustý
702,dick[Gegenstand]::A,grosso,tlstý
703,dünn::A,delgado,tenký
704,fein::A,fino,jemný
705,fein::A,subtil,jemný
706,fest::A,firme,pevný
707,fest::A,sólido,pevný
708,flach::A,plano,rovný
709,flach::A,plano,plochý
710,glatt::A,liso,hladký
711,hart::A,duro,tvrdý
712,weich::A,mole,mäkký
713,rund::A,redondo,guľatý
714,rund::A,redondo,okrúhly
715,spitz::A,agudo,končitý
716,scharf::A,afiado,ostrý
717,stumpf::A,rombo,tupý
718,schwer::A,pesado,ťažký
719,schön::A,belo,pekný
720,schön::A,belo,krásny
721,schön::A,bonito,pekný
722,schön::A,bonito,krásny
723,heiß::A,quente,horúci
724,warm::A,quente,teplý
725,kalt::A,frio,studený
726,kühl::A,fresco,chladný
727,frisch::A,fresco,svieži
728,feucht::A,húmido,vlhký
729,feucht::A,húmido,zvlhnutý
730,nass::A,molhado,mokrý
731,trocken::A,seco,suchý
732,voll::A,cheio,plný
733,leer::A,vazio,prázdny
734,offen::A,aberto,otvorený
735,geschlossen::A,fechado,zavretý
736,sauber::A,limpo,čistý
737,schmutzig::A,sujo,špinavý
738,roh::A,cru,surový
739,reif::A,maduro,zrelý
740,lecker::A,delicioso,chutný
741,süß::A,doce,sladký
742,bitter::A,amargo,horký
743,sauer::A,azedo,kyslý
744,hell::A,claro,jasný
745,hell::A,claro,svetlý
746,dunkel::A,escuro,temný
747,dunkel::A,sombrio,temný
748,schwarz::A,preto,čierny
749,weiß::A,branco,biely
750,rot::A,vermelho,červený
751,gelb::A,amarelo,žltý
752,blau::A,azul,modrý
753,blau::A,azul,belasý
754,grün::A,verde,zelený
755,grau::A,cinzento,šedý
756,bunt::A,colorido,pestrý
757,billig::A,barato,lacný
758,teuer::A,caro,drahý
759,wertvoll::A,valioso,cenný
760,wertvoll::A,precioso,cenný
761,blind::A,cego,slepý
762,taub::A,surdo,hluchý
763,kräftig::A,forte,silný
764,kräftig::A,poderoso,silný
765,stark::A,forte,silný
766,stark::A,robusto,silný
767,schwach::A,débil,slabý
768,schwach::A,débil,bezvládny
769,fett::A,gordo,tučný
770,schlank::A,esbelto,štíhly
771,hübsch::A,giro,šumný
772,hübsch::A,giro,švárny
773,hübsch::A,bonito,šumný
774,hübsch::A,bonito,švárny
775,böse::A,mau,zlý
776,dumm::A,parvo,hlúpy
777,dumm::A,estúpido,hlúpy
778,faul::A,preguiçoso,lenivý
779,fleißig::A,aplicado,snaživý
780,fleißig::A,aplicado,usilovný
781,fleißig::A,diligente,snaživý
782,fleißig::A,diligente,usilovný
783,geizig::A,avarento,skupý
784,geizig::A,avarento,lakomý
785,klug::A,prudente,múdry
786,klug::A,prudente,bystrý
787,klug::A,inteligente,múdry
788,klug::A,inteligente,bystrý
789,geschickt::A,hábil,zručný
790,geschickt::A,hábil,šikovný
791,lieb::A,caro,milý
792,lieb::A,querido,milý
793,lustig::A,alegre,veselý
794,sanft::A,suave,nežný
795,sanft::A,brando,nežný
796,hungrig::A,faminto,lačný
797,hungrig::A,faminto,hladný
798,krank::A,doente,chorý
799,krank::A,doente,nemocný
800,krank::A,enfermo,chorý
801,krank::A,enfermo,nemocný
802,nackt::A,nu,nahý
803,nackt::A,despido,nahý
804,traurig::A,triste,smutný
805,lebendig::A,vivo,živý
806,gut::A,bom,dobrý
807,schlecht::A,mau,zlý
808,schlecht::A,ruim,zlý
809,richtig::A,justo,správny
810,richtig::A,correcto,správny
811,schlimm::A,mau,zlý
812,schlimm::A,mau,nepríjemný
813,schlimm::A,grave,zlý
814,schlimm::A,grave,nepríjemný
815,wahr::A,verdadeiro,pravý
816,wahr::A,verdadeiro,pravdivý
817,alt::A,velho,starý
818,alt::A,antigo,starý
819,neu::A,novo,nový
820,ehemalig::A,antigo,bývalý
821,alt[Lebewesen]::A,velho,starý
822,jung::A,jovem,mladý
823,arm::A,pobre,chudobný
824,reich::A,rico,bohatý
825,bekannt::A,conhecido,známy
826,berühmt::A,famoso,slávny
827,berühmt::A,famoso,povestný
828,berühmt::A,célebre,slávny
829,berühmt::A,célebre,povestný
830,fremd::A,alheio,cudzí
831,fremd::A,estranho,cudzí
832,verschieden::A,diverso,rôzny
833,verschieden::A,diverso,rozličný
834,verschieden::A,diferente,rôzny
835,verschieden::A,diferente,rozličný
836,nah::A,próximo,blízky
837,fern::A,remoto,ďaleký
838,fern::A,distante,ďaleký
839,linker::A,esquerdo,ľavý
840,rechter::A,direito,pravý
841,anderer::A,outro,iný
842,anderer::A,outro,druhý
843,erster::A,primeiro,prvý
