,Concept_ID,ka,lbe
679,bitter::A,მწარე,кьурчӏисса
680,sauer::A,მჟავე,туршсса
681,hell::A,ნათელი,чаннасса
682,dunkel::A,ბნელი,цӏансса
683,schwarz::A,შავი,лухӏисса
684,weiß::A,თეთრი,кӏяласса
685,rot::A,წითელი,ятӏулсса
686,gelb::A,ყვითელი,хъахъисса
687,blau::A,ლურჯი,някӏсса
688,blau::A,ცისფერი,някӏсса
689,grün::A,მწვანე,щюлисса
690,grau::A,რუხი,оьрусса
691,grau::A,ნაცრისფერი,оьрусса
692,bunt::A,ჭრელი,оьрчӏикӏурисса
693,bunt::A,ფერადი,оьрчӏикӏурисса
694,billig::A,იაფი,кьювкьусса
695,teuer::A,ძვირი,ххирасса
696,wertvoll::A,ღირსიანი,багьасса
697,blind::A,ბრმა,мурчӏисса
698,taub::A,ყრუ,къюкӏсса
699,kräftig::A,ძალავანი,гужсса
700,stark::A,ძლიერი,кьянкьасса
701,stark::A,ღონიერი,кьянкьасса
702,schwach::A,სუსტი,заэвсса
703,fett::A,სქელი,бучсса
704,schlank::A,გამხდარი,бювхъусса
705,hübsch::A,ეშხიანი,янусса
706,hübsch::A,მშვენიერი,янусса
707,böse::A,ავი,оьсса
708,böse::A,ბოროტი,оьсса
709,dumm::A,ბოთე,ахӏмакьсса
710,dumm::A,სულელი,ахӏмакьсса
711,faul::A,ზანტი,танмалсса
712,faul::A,ზანტი,курчӏилсса
713,faul::A,ზარმაცი,танмалсса
714,faul::A,ზარმაცი,курчӏилсса
715,fleißig::A,ბეჯითი,хӏарачат бусса
716,fleißig::A,მუყაითი,хӏарачат бусса
717,geizig::A,ძუნწი,янттарцӏансса
718,klug::A,ჭკვიანი,аькьлу бусса
719,geschickt::A,მარჯვე,паргалсса
720,geschickt::A,გაწაფული,паргалсса
721,lieb::A,სატრფიალო,аьзизсса
722,lustig::A,მხიარული,тяхъасса
723,sanft::A,ალერსიანი,иминсса
724,sanft::A,გრძნობიერი,иминсса
725,hungrig::A,მშიერი,ккашилсса
726,krank::A,სნეული,къашавайсса
727,krank::A,ავადმყოფი,къашавайсса
728,nackt::A,ტიტველი,кӏачӏасса
729,traurig::A,მწუხარე,пашмансса
730,traurig::A,სევდიანი,пашмансса
731,lebendig::A,ცოცხალი,уттавасса
732,gut::A,კარგი,ххуйсса
733,schlecht::A,უხეირო,оьккисса
734,richtig::A,ნამდვილი,саргъунсса
735,schlimm::A,ცუდი,оьккисса
736,wahr::A,სწორი,хӏакьсса
737,wahr::A,ჭეშმარიტი,хӏакьсса
738,alt::A,ძველი,кугьнасса
739,neu::A,ახალი,цӏусса
740,ehemalig::A,ყოფილი,хъхъичӏвасса
741,alt[Lebewesen]::A,ბებერი,агьилсса
742,jung::A,ნორჩი,чӏавасса
743,jung::A,ნორჩი,жагьилсса
744,jung::A,ახალგაზრდა,чӏавасса
745,jung::A,ახალგაზრდა,жагьилсса
746,arm::A,ღარიბი,мискинсса
747,reich::A,მდიდარი,авадансса
748,bekannt::A,ცნობილი,дусъсса
749,berühmt::A,გამოჩენილი,машгьурсса
750,fremd::A,უცხო,чил
751,fremd::A,გარეშე,чил
752,verschieden::A,სხვაგვარი,личӏи-личӏисса
753,nah::A,ახლო,гъансса
754,fern::A,შორი,архсса
755,fern::A,შორეული,архсса
756,linker::A,მარცხენა,кияхсса
757,linker::A,მარცხენა,кюччахсса
758,rechter::A,მარჯვენა,урчӏахсса
759,anderer::A,სხვა,цамур
760,erster::A,პირველი,цалчинмур
761,erster::A,პირველი,цалчиннсса
762,zweiter::A,მეორე,кӏилчиимур
763,dritter::A,მესამე,шамулчинмур
764,letzter::A,ბოლო,махъва-махъмур
765,letzter::A,უკანასკნელი,махъва-махъмур
766,allein::ADV,მარტო,ялгъузну
767,auf einmal::ADV,ერთდროულად,
768,zusammen::ADV,ერთად,цачӏу
769,zusammen::ADV,ერთად,архӏал
770,lange::ADV,დიდხანს,батӏи къабуклай
771,lange::ADV,დიდხანს,хъунмасса хӏаллай
772,plötzlich::ADV,მოულოდნელად,цакуну
773,sofort::ADV,ახლავე,мугьлат бакъа
774,später::ADV,მოგვიანებით,махъ
775,jetzt::ADV,ახლა,утти
776,jetzt::ADV,ახლა,цӏана
777,heute::ADV,დღეს,хӏакьину
778,morgen::ADV,ხვალ,гьуит
779,morgen::ADV,ხვალ,гьунттий
780,bald::ADV,მალე,
781,dann::ADV,მერე,яла
782,gestern::ADV,გუშინ,лахьхьу
783,einst::ADV,ოდესღაც,
784,damals::ADV,მაშინ,та чӏумал
785,danach::ADV,მერმე,яла
786,danach::ADV,შემდეგ,яла
787,vorher::ADV,ადრე,хьхьнчӏ
788,vorher::ADV,ადრე,хьхьичӏва
789,vorher::ADV,წინათ,хьхьнчӏ
790,vorher::ADV,წინათ,хьхьичӏва
791,zuerst::ADV,ჯერ,бакӏрай
792,zuerst::ADV,ჯერ,цӏу бутӏуй
793,einmal::ADV,ერთხელ,цал
794,manchmal::ADV,ხან,ваксса-таксса
795,manchmal::ADV,ზოგჯერ,ваксса-таксса
796,oft::ADV,ხშირად,чӏявуну
797,immer::ADV,მუდამ,мудан
798,immer::ADV,მუდამ,даиман
799,immer::ADV,ყოველთვის,мудан
800,immer::ADV,ყოველთვის,даиман
801,niemals::ADV,არასდროს,тачӏав
802,hier::ADV,აქ,шикку
803,hierhin::ADV,აქეთ,шиккун
804,von hier::ADV,აქედან,шичча
805,dort::ADV,იქ,гикку
806,dorthin::ADV,იქით,тиккун
807,geradeaus::ADV,პირდაპირ,тӏайланм
808,vorwärts::ADV,წინ,хьхьичӏунмай
809,rückwärts::ADV,უკან,махъа-хьхьичӏунмай
810,zurück::ADV,უკანვე,махъунмай
811,unten::ADV,დაბლა,лув
812,unten::ADV,ქვევით,лув
813,hinab::ADV,ძირს,бакӏ-ялавай
814,hinab::ADV,ძირს,бакӏъялавай
815,oben::ADV,ზემოთ,ялув
816,hinauf::ADV,ზევით,лавай
817,überall::ADV,ყველგან,гьариий
818,überall::ADV,ყველგან,хьу-хьуний
819,überall::ADV,ყველგან,гьарца кӏанай
820,nicht::ADV,არ,къа-
821,ein wenig::ADV,ცოტა,чанни
822,ein wenig::ADV,ცოტა,ца чансса
823,kaum::ADV,ძლივს,дахьа
824,sehr::ADV,მეტად,оьну
825,sehr::ADV,მეტად,гужну
826,sehr::ADV,მეტად,хъинну
827,sehr::ADV,ძალიან,оьну
828,sehr::ADV,ძალიან,гужну
829,sehr::ADV,ძალიან,хъинну
830,so::ADV,ისე,укукн
831,noch::ADV,ჯერ,гьала
832,noch::ADV,ჯერ,уттигу
833,noch::ADV,ჯერ,цакьинва
834,noch::ADV,ჯერ,ттигу-шилагу
835,nur::ADV,მხოლოდ,анжагь
836,schon::ADV,უკვე,
837,wieder::ADV,ისევ,цӏуницӏа
838,wieder::ADV,კიდევ,цӏуницӏа
839,vergebens::ADV,ამაოდ,аьдада
840,vergebens::ADV,ამაოდ,нахӏакь
841,vergebens::ADV,ტყუილად,аьдада
842,vergebens::ADV,ტყუილად,нахӏакь
843,vor::PRP,წინ,хьхьичӏ
844,hinter::PRP,უკან,махъ
845,hinter::PRP,მიღმა,махъ
846,unter::PRP,ქვეშ,лув
847,unter::PRP,ქვევით,лув
848,durch::PRP,გავლით,-х
849,neben::PRP,გვერდით,чӏарав
850,zwischen::PRP,შუა,дянив
851,zwischen::PRP,შორის,дянив
852,wegen::PRP,გამო,цӏаний
853,wegen::PRP,შედეგად,цӏаний
854,dies::PRN,ეს,ва
855,das::PRN,ეგ,та
856,das::PRN,ეგ,кӏа
857,das::PRN,ეგ,га
858,alles::PRN,ყველაფერი,щала
859,ich::PRN,მე,на
860,du::PRN,შენ,ина
861,er::PRN,ის,му
862,er::PRN,იგი,му
863,wir::PRN,ჩვენ,жу
864,ihr::PRN,თქვენ,зу
865,sie::PRN,ისინი,
866,was::FPRN,რა,ци
867,wer::FPRN,ვინ,цу
868,wo::FADV,სად,чув
869,wohin::FADV,საით,чун
870,wie::FADV,როგორ,цукун
871,warum::FADV,რაზე,цан
872,warum::FADV,რატომ,цан
873,wieviel::FNUM,რამდენი,циксса
874,eins::NUM,ერთი,ца
875,zwei::NUM,ორი,кӏива
876,drei::NUM,სამი,шамма
877,vier::NUM,ოთხი,мукьа
878,vier::NUM,ოთხი,мукьва
879,fünf::NUM,ხუთი,ххюва
880,sechs::NUM,ექვსი,ряхва
881,sieben::NUM,შვიდი,арула
882,acht::NUM,რვა,мяйва
883,neun::NUM,ცხრა,урчӏва
884,zehn::NUM,ათი,ацӏва
885,elf::NUM,თერთმეტი,ацӏния цава
886,zwölf::NUM,თორმეტი,ацӏиия кӏива
887,zwanzig::NUM,ოცი,кьува
888,dreißig::NUM,ოცდაათი,зувира
889,vierzig::NUM,ორმოცი,мукьцӏала
890,fünfzig::NUM,ორმოცდაათი,ххюцӏала
891,sechzig::NUM,სამოცი,ряхцӏала
892,siebzig::NUM,სამოცდაათი,
893,achtzig::NUM,ოთხმოცი,мяйцӏала
894,neunzig::NUM,ოთხმოცდაათი,урчӏцӏала
895,hundert::NUM,ასი,ттурш
896,hundert::NUM,ასი,ттуршва
897,tausend::NUM,ათასი,азарва
898,und::CNJ,და,-гу
899,oder::CNJ,ან,я
900,oder::CNJ,ან,ягу
901,stehen::V,დგას,ацӏан
902,sitzen::V,ზის,щяивкӏун икӏан
903,liegen::V,აწევს,утту нвхьуну икӏан
904,hängen::V,კიდია,зурчӏай тӏун
905,werden::V,გახდება,хьун
906,passieren::V,მოხდება,хьун
907,beginnen::V,იწყება,дайдишин
908,beginnen::V,იწყება,дайдирхьуну дикӏан
909,enden::V,გათავდება,къуртал дан
910,wechseln::V,იცვლება,даххана хьун
911,wechseln::V,იცვლება,даххана дуллан
912,aufgehen[Sonne]::V,ამოდის,буклай бур
913,untergehen[Sonne]::V,ჩადის,лаглай бур
914,scheinen[Sonne]::V,ანათებს,битан
915,scheinen[Sonne]::V,ანათებს,чани буллан
916,donnern::V,ქუხს,тӏий бур
917,wehen::V,ქრის,бишлай бур
918,wehen::V,დაუბერავს,бишлай бур
919,strömen::V,იღვრება,экьинан
920,fließen::V,დის,экьинан
921,fließen::V,მიედინება,экьинан
922,sich drehen::V,ტრიალებს,гьанан
923,schwanken::V,ირხევა,хъюлчу тӏун
924,schwanken::V,ირხევა,хӏуркку тӏун
925,schwingen::V,ირხევა,хъюлчай тӏун
926,schwingen::V,ირხევა,хъюлчу тӏун
927,fallen::V,დავარდება,багьлан
928,brennen::V,იწვის,ччучлан
929,rauchen::V,ბოლავს,пуркӏу тӏун
930,rauchen::V,აბოლებს,пуркӏу тӏун
931,regnen::V,წვიმს,лачӏун
932,regnen::V,წვიმს,лачIлай дур
933,gefrieren::V,იყინება,микӏ лачӏун
934,tauen::V,დნება,баслан
935,schmelzen::V,დნება,баслан
936,trocknen::V,გაშრება,кьакьан
937,sieden::V,დუღს,щаран
938,faulen::V,ლპება,аьллан
939,verfaulen::V,ლპება,аьллан
940,verfaulen::V,ლპება,аьян
941,reißen::V,დაიხევა,ххя дукан
942,versinken::V,ეფლობა,оькьлан
943,versinken::V,ეფლობა,оькьан
944,versinken::V,ჩაიძირება,оькьлан
945,versinken::V,ჩაიძირება,оькьан
946,vergehen::V,გადის,лялиян
947,erscheinen::V,გამოჩნდება,буккан
948,erscheinen::V,გამოჩნდება,загьир хьун
949,verschwinden::V,გააქრება,бат хьун
950,verschwinden::V,გააქრება,акъа хьун
951,verschwinden::V,დაიკარგება,бат хьун
952,verschwinden::V,დაიკარგება,акъа хьун
953,sinken::V,დაიწევს,чахь учин
954,abnehmen::V,შემცირდება,чан хьун
955,abnehmen::V,შემცირდება,ссуссукьу хьун
956,zunehmen::V,გასუქდება,гьарза хьун
957,steigen::V,მოიმატებს,гьаз хьун
958,wachsen::V,იზრდება,ххяххан
959,wachsen::V,მრავლდება,ххяххан
960,glänzen::V,ბრწყინავს,цӏай буккан
961,funkeln::V,კაშკაშებს,цӏай-цӏай тӏун
962,lärmen::V,ხმაურობს,чӏу буллан
963,lärmen::V,ხმაურობს,аьлагъужа буллан
964,läuten::V,დარეკავს,занг ришлан
965,läuten::V,დარეკავს,занг дуллан
966,klingeln::V,დარეკავს,занг ришлан
967,klingeln::V,დარეკავს,занг дуллан
968,klirren::V,დააწკარუნებს,
969,brausen::V,ბობოქრობს,никъащилан
970,rauschen::V,შრიალებს,щурщур тӏун
971,klingen::V,ხმას გამოსცემს,чӏу буклан
972,bellen::V,უყეფს,хӏап тӏун
973,heulen::V,ღმუის,
974,blasen::V,დაუბერავს,уф тӏун
975,pfeifen::V,უსტვენს,щютӏа тӏун
976,schreien::V,ყვირის,чӏу бан
977,stöhnen::V,კვნესის,угь-къак тӏун
978,zittern::V,აძაგძაგებს,зурзу чин
979,zittern::V,აძაგძაგებს,зурзу тӏун
980,leben::V,ცოცხლობს,ялапар хъанан
981,geboren werden::V,იშვება,ан
982,geboren werden::V,იბადება,ан
983,atmen::V,სუნთქავს,ссихӏ ласлан
984,atmen::V,სუნთქავს,ссихӏ бигьлан
985,trinken::V,სვამს,хӏачӏан
986,trinken::V,სვამს,хӏачӏлан
987,trinken::V,დალევს,хӏачӏан
988,trinken::V,დალევს,хӏачӏлан
989,essen::V,შეჭამს,канан
990,schlucken::V,ყლაპავს,кьюлтӏа тӏун
991,müde werden::V,დაიქანცება,аьхчӏин
992,einschlafen::V,დაიძინებს,шанан икӏан
993,schlafen::V,სძინავს,шанан
994,aufwachen::V,გაიღვიძებს,чантӏ учин
995,aufstehen::V,ადგება,бизан
996,sich erholen::V,დაისვენებს,бигьалаган
997,krank werden::V,ავად გახდება,къашай хьун
998,krank sein::V,ავადმყოფობს,къашай хъанан
999,krank sein::V,ავადმყოფობს,къашавай икӏан
1000,schmerzen::V,სტკივა,цӏун
1001,husten::V,ახველებს,хъугьу чин
1002,husten::V,ახველებს,хъугьу тӏун
1003,genesen::V,მორჩება,хъин хьун
1004,genesen::V,მორჩება,сагъ лаган
1005,sterben::V,კვდება,ивчӏан
1006,umkommen::V,დაიღუპება,лиллан
1007,umkommen::V,დაიღუპება,литӏлан
1008,umkommen::V,დაიღუპება,ажал биян
1009,umkommen::V,დაიღუპება,личӏи хьун
1010,umkommen::V,დაიღუპება,иакьлу хьун
1011,umkommen::V,დაიღუპება,ахир жан хъанан
1012,umkommen::V,დაიღუპება,рухӏирачӏа икӏан
1013,sich bewegen::V,იძვრის,сукку хьун
1014,sich bewegen::V,მოძრაობს,сукку хьун
1015,sich rühren::V,გაინძრევა,сукку хьун
1016,sich erheben::V,ადგება,бизан
1017,sich setzen::V,დაჯდება,щяикӏан
1018,sich setzen::V,დაჯდება,щябикӏан
1019,hinfallen::V,დაეცემა,багьан
1020,laufen::V,დადის,занан
1021,schreiten::V,აბიჯებს,ша ласлан
1022,spazierengehen::V,დასეირნობს,сайр буллан
1023,eilen::V,მიიჩქარის,анавар буккан
1024,sich beeilen::V,აჩქარდება,анавар буккан
1025,sausen::V,მიქრის,никъа щилан
1026,sausen::V,მიქრის,никъа щун
1027,rennen::V,დარბის,лечлан
1028,springen::V,ხტის,тӏанкӏ дан
1029,klettern::V,ძვრება,лахълан
1030,schaukeln::V,ქანაობს,гьайжак бигьлан
1031,kriechen::V,დაბობღავს,ххярк тӏун
1032,schwimmen::V,ცურავს,гьузун
1033,tauchen::V,ჩაიძირება,лултту уккан
1034,rudern::V,ნიჩაბს უსვამს,бяхлан
1035,rudern::V,ნიჩაბს უსვამს,батӏлан
1036,rudern::V,ნიჩაბს უსვამს,ххялаххи дуклан
1037,fahren::V,დადის,гьан
1038,fahren::V,მგზავრობს,гьан
1039,fliegen::V,იფრენს,лехлан
1040,fliegen::V,გაფრინდება,лехлан
1041,gehen::V,მიდის,нан
1042,weggehen::V,წამოდის,ялагьан
1043,abfahren::V,მიემგზავრება,гьан
1044,anhalten::V,ჩერდება,бацӏан
1045,hineingehen::V,შედის,буххан
1046,eintreten::V,შედის,буххан
1047,kommen::V,მოდის,учӏан
1048,ankommen::V,ჩადის,биян
1049,ankommen::V,ჩადის,бучӏан
1050,zurückkommen::V,დაბრუნდება,зана хъун
1051,zurückkommen::V,დაბრუნდება,зана бикӏан
1052,bleiben::V,დარჩება,личӏан
1053,warten::V,ელოდება,ялугьлан
1054,erwarten::V,ელის,ялугьлан
1055,erwarten::V,დაიცდის,ялугьлан
1056,suchen::V,ეძებს,луглан
1057,suchen::V,მოძებნის,луглан
1058,finden::V,მიაგნებს,лякъин
1059,finden::V,გამოძებნის,лякъин
1060,versuchen::V,ცდის,ххал буллан
1061,versuchen::V,ცდილობს,ххал буллан
1062,vorbereiten::V,მოამზადებს,хӏадур бан
1063,lieben::V,უყვარს,эшкьи хьуиу бикӏан
1064,mögen::V,ეტრფის,ххиран бикӏан
1065,lachen::V,იცინის,хъян
1066,rühren::V,გულს აუჩუყებს,
1067,weinen::V,ტირის,аьтӏун
1068,schimpfen::V,შეიგინება,дяъван
1069,schimpfen::V,შეიგინება,ссугайи агьан
1070,sich ärgern::V,გაბრაზობს,ссибизлан
1071,sich fürchten::V,შიშობს,ингъауслан
1072,fürchten::V,ფრთხილობს,хӏучӏ тӏун
1073,fliehen::V,გაიქცევა,ака бан
1074,flüchten::V,გაიქცევა,лихъан
1075,sehen::V,ხედავს,чӏалан
1076,anschauen::V,ნახავს,урган
1077,ansehen::V,უყურებს,буруглан
1078,hören::V,ისმენს,баллан
1079,zuhören::V,მოისმენს,вичӏи дихьлан
1080,probieren::V,გასინჯავს,тӏин ххал буллан
1081,riechen::V,ყნოსავს,ссунтӏа тӏун
1082,fühlen::V,გრძნობს,дакӏнил буслан
1083,scheinen::V,ეჩვენება,ххан
1084,scheinen::V,ეჩვენება,бизан
1085,scheinen::V,ეჩვენება,ххан бикӏлай бикӏан
1086,zu sehen sein::V,მოჩანს,
1087,vernehmen::V,გაიგებს,баян
1088,frieren::V,იყინება,лигьулул хъанан
1089,tun::V,აკეთებს,бан
1090,können::V,შეიძლება,хьун
1091,wollen::V,უნდა,
1092,anfangen::V,დაიწყებს,дайдишин
1093,beenden::V,ამთავრებს,къуртал бан
1094,aufhören::V,შეწყვეტს,кьабагьан
1095,gelingen::V,მოახერხებს,бюхъан
1096,geraten::V,გამოდის,
1097,öffnen::V,გახსნის,тӏитӏин
1098,schließen::V,ხურავს,лакьин
1099,schließen::V,დაკეტავს,лакьин
1100,stellen::V,დადგამს,дацӏан дан
1101,stellen::V,დადგამს,бишин
1102,setzen::V,დასვამს,щяитан
1103,legen::V,დადებს,бишин
1104,berühren::V,შეახებს,ка щун
1105,berühren::V,მიაკარებს,ка щун
1106,verbinden::V,შეაერთებს,бахӏин
1107,verbinden::V,შეაერთებს,дахӏин
1108,bedecken::V,გადააფარებს,ялтту бущин
1109,bedecken::V,გადააფარებს,ялтту бакьин
1110,aufhängen::V,დაკიდებს,лахъан
1111,anzünden::V,დაანთებს,лахъан
1112,anzünden::V,მოუკიდებს,лахъан
1113,aufheben::V,აიღებს,гьаз бан
1114,aufheben::V,აიყვანს,гьаз бан
1115,zurücklassen::V,დატოვებს,кьаитан
1116,zurücklassen::V,დატოვებს,битан
1117,verlieren::V,დაკარგავს,дакъа дан
1118,fallen lassen::V,გაუვარდება,рутан
1119,machen::V,გააკეთებს,дан
1120,machen::V,გამოიწვევს,дан
1121,herstellen::V,დაამზადებს,яраг ишла бувиу бан
1122,bauen::V,ააშენებს,дан
1123,reparieren::V,შეაკეთებს,дакьин дан
1124,reparieren::V,გაარემონტებს,дакьин дан
1125,verbessern::V,გამოაკეთებს,ххуй дан
1126,verbessern::V,გააუმჯობესებს,ххуй дан
1127,ändern::V,შეცვლის,баххана бан
1128,graben::V,თხრის,дуклан
1129,beugen::V,ხრის,лахӏан бан
1130,beugen::V,ხრის,кьус бикӏан
1131,biegen::V,გაღუნავს,баччин
1132,biegen::V,გაღუნავს,лахӏан бан
1133,drehen::V,ატრიალებს,гьанан
1134,wenden::V,მოაბრუნებს,кӏура баен бан
1135,umdrehen::V,შეატრიალებს,кӏура баен бан
1136,heben::V,ასწევს,гьаз бан
1137,hochheben::V,აიყვანს,гьаз бан
1138,ergreifen::V,სტაცებს,хъап дан
1139,ergreifen::V,სტაცებს,хъап увиу угьан
1140,halten::V,უჭირავს,бугьлан
1141,drücken::V,დააწვება,кьюч бигьлан
1142,schieben::V,მისწევს,щун
1143,kratzen::V,მოფხანს,
1144,lecken::V,ლოკავს,ланцӏа тӏун
1145,beißen::V,უკბენს,хъапа тӏун
1146,beißen::V,უკბენს,кьацӏа тӏун
1147,abreißen::V,გლეჯს,буцан
1148,abreißen::V,მოწყვეტს,буцан
1149,abschneiden::V,გაჭრის,бухъан
1150,abschneiden::V,გაჭრის,кьукьин
1151,binden::V,შეკრავს,бахӏин
1152,binden::V,შეკრავს,дахӏин
1153,binden::V,გადააბამს,бахӏин
1154,binden::V,გადააბამს,дахӏин
1155,stecken::V,ჩაასობს,
1156,brechen::V,მოიტეხს,гъагъан
1157,klopfen::V,აკაკუნებს,кьутӏа тӏун
1158,hauen::V,ლეწავს,рищун
1159,kleben::V,წებავს,лачӏун буллан
1160,kleben::V,დააწებებს,лачӏун буллан
1161,reiben::V,დაზელს,ссуку буллан
1162,streichen::V,უსვამს,дугъан
1163,streichen::V,უსვამს,аьгъу дан
1164,schleifen::V,ლესავს,
1165,schneiden::V,გაჭრის,духълан
1166,schneiden::V,გაჭრის,кьукьлан
1167,rütteln::V,არხევს,
1168,schütteln::V,არყევს,хъюлчу буллан
1169,schütteln::V,ანძრევს,хъюлчу буллан
1170,schwenken::V,აქნევს,палцӏ дуллан
1171,schütten::V,ღვრის,рутӏин
1172,schütten::V,დააქცევს,рутӏин
1173,füllen::V,გაავსებს,буцӏин бан
1174,einwickeln::V,შეახვევს,кай-кай бан
1175,tragen::V,მიიტანს,ларсун занан
1176,tragen::V,მიიტანს,ларсун ачин
1177,schleppen::V,მიათრევს,ххилан
1178,ziehen::V,წევს,
1179,ziehen::V,ათრევს,
1180,aufbewahren::V,შეინახავს,ядан
1181,aufbewahren::V,შეინახავს,ядуллан
1182,werfen::V,ისვრის,личин
1183,fangen::V,დაიჭერს,бугьан
1184,fangen::V,დაიჭერს,бугьлан
1185,packen::V,სტაცებს,
1186,verstecken::V,მალავს,ладитан
1187,verstecken::V,მალავს,кьюлтӏ дан
1188,verstecken::V,მალავს,дахьлаган дан
1189,teilen::V,დაყოფს,бачӏин
1190,teilen::V,დაყოფს,бутӏа бан
1191,schicken::V,გაგზავნის,тӏайла буккан
1192,bringen::V,მოიტანს,диян дан
1193,hinzufügen::V,დაამატებს,ххи бан
1194,bekommen::V,ამოიღებს,ласун
1195,erhalten::V,იღებს,ласун
1196,nehmen::V,აიღებს,ласун
1197,wählen::V,გადაარჩევს,бувчӏин
1198,auswählen::V,ამოარჩევს,бувчӏин
1199,auswählen::V,ამოარჩევს,язи бугьан
1200,bewahren::V,ინარჩუნებს,ядан
1201,behindern::V,აბრკოლებს,дайщишруду дуллан
1202,behindern::V,გააძნელებს,дайщишруду дуллан
1203,verderben::V,გააფუჭებს,зия дан
1204,beschädigen::V,დააზიანებს,зарал буллан
1205,zerbrechen::V,დაამტვრევს,гьагъан
1206,zerbrechen::V,დაამტვრევს,гьагъан бан
1207,zerreißen::V,გახევს,ххяхха дуккан
1208,zerstören::V,მოსპობს,лекьан дан
1209,zerstören::V,დაანგრევს,лекьан дан
1210,verbrennen::V,დაწვავს,ччуччин
1211,geben::V,აძლევს,дулун
1212,reichen::V,მიაწოდებს,дулун
1213,schenken::V,აჩუქებს,пишкаш дан
1214,schenken::V,აჩუქებს,багъишла дан
1215,schenken::V,აჩუქებს,ихӏсандалун дуллун
1216,versprechen::V,აღუთქვამს,банна чин
1217,wünschen::V,უსურვებს,
1218,loben::V,აქებს,цӏа дан
1219,loben::V,ამკობს,цӏа дан
1220,küssen::V,აკოცებს,ппай тӏун
1221,wiegen::V,არხევს,гьуркку тӏун
1222,wiegen::V,არხევს,гьуркку буллан
1223,wiegen::V,არხევს,гьуркку бан
1224,zudecken::V,გადახურავს,
1225,wecken::V,გააღვიძებს,чантӏ учин ан
1226,zeigen::V,დაანახვებს,ккаккан бан
1227,führen::V,მიჰყავს,буцин
1228,lehren::V,ასწავლის,лахьхьин бан
1229,lehren::V,ასწავლის,лахьхьин буллан
1230,unterrichten::V,ასწავლის,дарс дишаван
1231,aufziehen::V,აღზრდის,хъуна ан
1232,aufziehen::V,აღზრდის,тарбия ан
1233,leiten::V,აწარმოებს,каялувшиву дан
1234,leiten::V,ხელმძღვანელობს,каялувшиву дан
1235,antreiben::V,დააჩქარებს,
1236,lassen::V,ა--ინებს,
1237,einladen::V,მოიპატიჟებს,хъамалу оьвчин
1238,vereinigen::V,შეაერთებს,ца бан
1239,besuchen::V,სანახავად მიდის,ялун уххан
1240,treffen::V,შეხვდება,хьуна бакьин
1241,sich versammeln::V,შეიკრიბება,батӏин
1242,spielen::V,ეთამაშება,тӏуркӏу тӏун
1243,singen::V,მღერის,балай тӏун
1244,tanzen::V,ცეკვავს,къавтӏун
1245,sich trennen::V,მოშორდება,ппив хьун
1246,verlassen::V,მიატოვებს,увккун гьан
1247,retten::V,იხსნის,ххассал бан
1248,retten::V,გადაარჩენს,ххассал бан
1249,bewachen::V,დარაჯობს,къарал бан
1250,bewachen::V,უთვალთვალებს,къарал бан
1251,schützen::V,დაიფარავს,ябан
1252,verteidigen::V,დაიცავს,буруччин
1253,sich schlagen::V,იჩხუბებს,биян
1254,schießen::V,ისვრის,битлан
1255,siegen::V,გაიმარჯვებს,ххув хьун
1256,siegen::V,გაიმარჯვებს,ххувшаву ласун
1257,ärgern::V,აჯავრებს,ссибизан уллан
1258,schlagen::V,ცემს,рищун
1259,treten::V,პანღურს ამოჰკრავს,
1260,stechen::V,სჩხვლეტს,кьутӏин
1261,stoßen::V,დაეჯახება,щун
1262,stehlen::V,ქურდობს,дацин
1263,stehlen::V,მოიპარავს,дацин
1264,stören::V,შეაწუხებს,кьючин
1265,belästigen::V,მობეზრდება,бизар уллан
1266,verbergen::V,დამალავს,лабитан
1267,verbergen::V,დამალავს,кӏучӏ бан
1268,täuschen::V,შეცდებს,хъяврин ан
1269,betrügen::V,მოატყუებს,аьикьин ан
1270,töten::V,მოკლავს,ивчӏан
1271,wohnen::V,ცხოვრობს,оьрму бутлан
1272,wohnen::V,ბინადრობს,оьрму бутлан
1273,arbeiten::V,მუშაობს,зун
1274,sammeln::V,შეკრებს,ттихӏин
1275,sammeln::V,შეკრებს,вив дишин
1276,pflücken::V,კრეფს,риттун
1277,jagen::V,ნადირობს,авли занан
1278,fischen::V,თევზაობს,чавахъру бугьлан
1279,fassen::V,დააჭერს,бугьан
1280,hüten::V,მწყემსავს,урттуйн бакьлан
1281,treiben::V,მიერეკება,дачин дуллан
1282,treiben::V,მიერეკება,лихъан буллан
1283,anbinden::V,მიაბამს,бахӏин
1284,füttern::V,აჭმევს,канаки буллан
1285,melken::V,წველის,ттизин
1286,hacken::V,კეპავს,мюрш буллан
1287,hacken::V,კეპავს,мюрш бан
1288,gießen::V,რწყავს,щин дишин
1289,reifen::V,მწიფდება,диян
1290,zubereiten::V,მოამზადებს,хӏадур дан
1291,zubereiten::V,მოამზადებს,хӏадур бан
1292,kochen::V,მოხარშავს,шашан
1293,kochen::V,მოხარშავს,шашан дуллан
1294,backen::V,გამოაცხობს,бишлан
1295,backen::V,გამოაცხობს,шахьлан
1296,braten::V,შეწვავს,цӏарайх дуллан
1297,umrühren::V,შეურევს,хӏала бан
1298,umrühren::V,გათქვეფს,хӏала бан
1299,stricken::V,ქსოვს,щащлан
1300,stricken::V,ქსოვს,щащан
1301,nähen::V,გაკერავს,дуруххан
