,Concept_ID,bg,he
837,zwölf::NUM,дванайсет,שתים עשרה
838,zwölf::NUM,дванадесет,שתים עשרה
839,zwanzig::NUM,двайсет,עשרים
840,zwanzig::NUM,двадесет,עשרים
841,dreißig::NUM,тридесет,שלושים
842,vierzig::NUM,четиридесет,ארבעים
843,fünfzig::NUM,петдесет,חמשים
844,sechzig::NUM,шестдесет,ששים
845,siebzig::NUM,седемдесет,שבעים
846,achtzig::NUM,осемдесет,שמונים
847,neunzig::NUM,деветдесет,תשעים
848,hundert::NUM,сто,מאה
849,tausend::NUM,хиляда,אלף
850,und::CNJ,а,ו
851,und::CNJ,та,ו
852,oder::CNJ,или,או
853,stehen::V,стоя,עמד
854,sitzen::V,седя,ישב
855,liegen::V,лежа,שכב
856,hängen::V,вися,היה תלוי
857,werden::V,бъда,הפך ל
858,werden::V,стана,הפך ל
859,passieren::V,случа се,קרה
860,beginnen::V,започна,התחיל
861,enden::V,свърша,הסתים
862,wechseln::V,променям,השתנה
863,aufgehen[Sonne]::V,изгрея,זרח
864,untergehen[Sonne]::V,заляза,שקע
865,scheinen[Sonne]::V,грея,בהק
866,scheinen[Sonne]::V,светя,בהק
867,donnern::V,гърмя,רעם
868,wehen::V,вея,נשב
869,wehen::V,духам,נשב
870,strömen::V,тека,זרם
871,strömen::V,лея се,זרם
872,fließen::V,тека,זרם
873,sich drehen::V,въртя се,הסתובב
874,schwanken::V,клатя се,התנודד
875,schwingen::V,трептя,התנענע
876,fallen::V,падам,נפל
877,brennen::V,горя,בער
878,rauchen::V,димя,עשן
879,regnen::V,вали дъжд,ירד גשם
880,gefrieren::V,замръзна,קפא
881,tauen::V,топя се,נמס
882,schmelzen::V,разтопя се,התיך
883,trocknen::V,съхна,התיבש
884,sieden::V,вря,רתח
885,sieden::V,кипя,רתח
886,faulen::V,гния,רקב
887,verfaulen::V,изгния,רקב
888,reißen::V,напукам се,נקרע
889,versinken::V,потъна,טבע
890,vergehen::V,минавам,עבר
891,erscheinen::V,явя се,נגלה
892,erscheinen::V,явя се,הופיע
893,verschwinden::V,изчезна,נעלם
894,sinken::V,падна,ירד
895,abnehmen::V,отслабна,הפחית
896,zunehmen::V,нарасна,רבה
897,steigen::V,увелича се,עלה
898,steigen::V,покачвам се,עלה
899,wachsen::V,раста,גדל
900,glänzen::V,лъщя,נצץ
901,glänzen::V,лъщя,בהק
902,glänzen::V,блестя,נצץ
903,glänzen::V,блестя,בהק
904,funkeln::V,искря,נצנץ
905,lärmen::V,шумя,רעש
906,läuten::V,звъня,צלצל
907,klingeln::V,звъня,צלצל
908,klirren::V,звънтя,קרקש
909,klirren::V,дрънкам,קרקש
910,brausen::V,буча,געש
911,rauschen::V,шумя,רשרש
912,klingen::V,звуча,נשמע
913,bellen::V,лая,נבח
914,heulen::V,вия,ילל
915,heulen::V,рева,ילל
916,blasen::V,духна,נשף
917,pfeifen::V,свиря,שרק
918,schreien::V,крещя,צעק
919,stöhnen::V,стена,נאנק
920,stöhnen::V,пъшкам,נאנק
921,zittern::V,треперя,רעד
922,leben::V,живея,חי
923,geboren werden::V,родя се,נולד
924,atmen::V,дишам,נשם
925,trinken::V,пия,שתה
926,essen::V,ям,אכל
927,schlucken::V,гълтам,בלע
928,müde werden::V,уморя се,התעיף
929,einschlafen::V,заспя,נרדם
930,schlafen::V,спя,ישן
931,aufwachen::V,събудя се,התעורר
932,aufstehen::V,стана,קם
933,sich erholen::V,отдъхвам си,נפש
934,krank werden::V,заболея,חלה
935,krank sein::V,боледувам,היה חולה
936,schmerzen::V,боля,כאב
937,husten::V,кашлям,השתעל
938,genesen::V,оздравея,הבריא
939,sterben::V,умра,מת
940,umkommen::V,загина,נספה
941,sich bewegen::V,движа се,נע
942,sich bewegen::V,мърдам се,נע
943,sich rühren::V,движа се,זז
944,sich erheben::V,стана,קם
945,sich setzen::V,седна,התישב
946,hinfallen::V,падна,נפל
947,laufen::V,ходя,הלך ברגל
948,schreiten::V,крача,פסע
949,spazierengehen::V,разхождам се,טיל
950,eilen::V,бързам,אץ
951,eilen::V,бързам,מהר
952,sich beeilen::V,побързам,מהר
953,sausen::V,тичам,אץ
954,rennen::V,бягам,רץ
955,springen::V,скачам,קפץ
956,klettern::V,катеря се,טפס
957,schaukeln::V,люлея се,התנדנד
958,kriechen::V,лазя,זחל
959,kriechen::V,пълзя,זחל
960,schwimmen::V,плувам,שחה
961,tauchen::V,гмуркам се,צלל
962,rudern::V,греба,חתר
963,fahren::V,пътувам,נסע
964,fliegen::V,летя,עף
965,fliegen::V,хвърча,עף
966,gehen::V,ида,הלך
967,gehen::V,вървя,הלך
968,weggehen::V,отида си,עזב
969,abfahren::V,отпътувам,יצא
970,anhalten::V,спра се,עצר
971,hineingehen::V,влизам,נכנס
972,eintreten::V,вляза,נכנס
973,kommen::V,ида,בא
974,kommen::V,дойда,בא
975,ankommen::V,пристигна,הגיע
976,zurückkommen::V,върна се,שב
977,zurückkommen::V,върна се,חזר
978,bleiben::V,остана,נשאר
979,warten::V,чакам,חכה
980,warten::V,чакам,המתין
981,erwarten::V,очаквам,צפה
982,suchen::V,търся,חפש
983,finden::V,намеря,מצא
984,versuchen::V,опитам,נסה
985,vorbereiten::V,подготвя,הכין
986,lieben::V,любя,אהב
987,mögen::V,обичам,אהב
988,lachen::V,смея се,צחק
989,rühren::V,трогна,נגע ללב
990,weinen::V,плача,בכה
991,schimpfen::V,ругая,גער
992,schimpfen::V,псувам,גער
993,sich ärgern::V,ядосам се,זעם
994,sich ärgern::V,ядосам се,כעס
995,sich fürchten::V,боя се,פחד
996,sich fürchten::V,боя се,חשש
997,sich fürchten::V,страхувам се,פחד
998,sich fürchten::V,страхувам се,חשש
999,fürchten::V,боя се от,פחד מ
1000,fürchten::V,боя се от,חשש מ
1001,fürchten::V,страхувам се от,פחד מ
1002,fürchten::V,страхувам се от,חשש מ
1003,fliehen::V,бягам,ברח
1004,flüchten::V,бягам,נמלט
1005,flüchten::V,избягам,נמלט
1006,sehen::V,видя,ראה
1007,anschauen::V,гледам,הביט
1008,ansehen::V,поглеждам,התבונן
1009,hören::V,чувам,שמע
1010,zuhören::V,слушам,הקשיב
1011,probieren::V,опитам,נסה
1012,riechen::V,подуша,הריח
1013,fühlen::V,усещам,חש
1014,fühlen::V,чувствувам,חש
1015,scheinen::V,изглеждам,נדמה
1016,zu sehen sein::V,виждам се,נראה
1017,vernehmen::V,доловя,נודע ל
1018,frieren::V,мръзна,קר ל
1019,tun::V,правя,פעל
1020,können::V,мога,יכל
1021,wollen::V,ща,רצה
1022,wollen::V,искам,רצה
1023,anfangen::V,започна,התחיל
1024,beenden::V,свърша,גמר
1025,beenden::V,завърша,גמר
1026,aufhören::V,престана,סים
1027,gelingen::V,успея,הצליח
1028,gelingen::V,сполуча,הצליח
1029,geraten::V,удам се,עלה
1030,öffnen::V,отворя,פתח
1031,schließen::V,затворя,סגר
1032,stellen::V,поставя,העמיד
1033,setzen::V,туря,הושיב
1034,legen::V,сложа,שם
1035,legen::V,слагам,שם
1036,berühren::V,докосна,נגע
1037,verbinden::V,свържа,קשר
1038,bedecken::V,покрия,כסה
1039,aufhängen::V,закача,תלה
1040,anzünden::V,запаля,הצית
1041,aufheben::V,вдигна,אסף
1042,aufheben::V,повдигна,אסף
1043,zurücklassen::V,оставя,השאיר
1044,verlieren::V,загубя,אבד
1045,fallen lassen::V,изпусна,שמט
1046,fallen lassen::V,изпусна,הפיל
1047,machen::V,направя,עשה
1048,herstellen::V,произведа,יצר
1049,bauen::V,строя,בנה
1050,reparieren::V,поправя,תקן
1051,verbessern::V,подобря,שפר
1052,ändern::V,променя,שנה
1053,graben::V,копая,חפר
1054,beugen::V,прегъна,כפף
1055,biegen::V,прегъна,כופף
1056,drehen::V,въртя,סובב
1057,wenden::V,обърна,הפך
1058,umdrehen::V,обърна,סובב
1059,heben::V,вдигам,הרים
1060,hochheben::V,издигна,הרים
1061,ergreifen::V,хвана,אחז
1062,ergreifen::V,обхвана,אחז
1063,halten::V,държа,החזיק
1064,drücken::V,натискам,לחץ
1065,drücken::V,притискам,לחץ
1066,schieben::V,тикам,הזיז
1067,kratzen::V,одраскам,שרט
1068,kratzen::V,одраскам,שפשף
1069,lecken::V,лижа,לקק
1070,lecken::V,ближа,לקק
1071,beißen::V,хапя,נשך
1072,beißen::V,ухапя,נשך
1073,abreißen::V,откъсна,קרע
1074,abschneiden::V,отрежа,חתך
1075,binden::V,вържа,קשר
1076,stecken::V,пъхна,תקע
1077,brechen::V,троша,שבר
1078,klopfen::V,чукам,נקש
1079,hauen::V,бия,הכה
1080,kleben::V,лепя,הדביק
1081,kleben::V,залепя,הדביק
1082,reiben::V,трия,שפשף
1083,reiben::V,търкам,שפשף
1084,streichen::V,намажа,מרח
1085,schleifen::V,остря,השחיז
1086,schneiden::V,режа,גזר
1087,rütteln::V,разтърсвам,נענע
1088,schütteln::V,клатя,נער
1089,schütteln::V,друсам,נער
1090,schwenken::V,размахам,נופף
1091,schwenken::V,размахам,טלטל
1092,schütten::V,сипя,שפך
1093,füllen::V,напълня,מלא
1094,einwickeln::V,увия,עטף
1095,einwickeln::V,завия,עטף
1096,tragen::V,нося,נשא
1097,schleppen::V,влача,סחב
1098,ziehen::V,тегля,משך
1099,ziehen::V,дръпна,משך
1100,aufbewahren::V,съхраня,שמר
1101,werfen::V,хвърля,זרק
1102,fangen::V,ловя,תפס
1103,fangen::V,уловя,תפס
1104,packen::V,хвана,אחז
1105,verstecken::V,крия,החביא
1106,verstecken::V,скрия,החביא
1107,teilen::V,разделя,חלק
1108,schicken::V,изпращам,שלח
1109,bringen::V,донеса,הביא
1110,hinzufügen::V,прибавя,הוסיף
1111,bekommen::V,сдобия се,תפס
1112,erhalten::V,получа,קבל
1113,nehmen::V,взема,אחז
1114,wählen::V,избирам,בחר
1115,auswählen::V,избера,בחר ב
1116,bewahren::V,пазя,קים
1117,behindern::V,преча,מנע
1118,behindern::V,спъвам,מנע
1119,verderben::V,разваля,מנע
1120,beschädigen::V,повредя,הזיק
1121,zerbrechen::V,счупя,נשבר
1122,zerreißen::V,скъсам,קרע
1123,zerstören::V,разруша,הרס
1124,zerstören::V,разруша,השמיד
1125,verbrennen::V,изгоря,שרף
1126,geben::V,дам,נתן
1127,reichen::V,подам,העביר
1128,schenken::V,подаря,נתן במתנה
1129,versprechen::V,обещая,הבטיח
1130,wünschen::V,желая,אחל
1131,loben::V,хваля,שבח
1132,küssen::V,целувам,נשק
1133,wiegen::V,люлея,נדנד
1134,zudecken::V,покрия,כסה
1135,wecken::V,събудя,עורר
1136,zeigen::V,покажа,הראה
1137,führen::V,водя,הביא
1138,führen::V,водя,הוביל
1139,führen::V,заведа,הביא
1140,führen::V,заведа,הוביל
1141,lehren::V,уча,למד
1142,unterrichten::V,преподавам,למד
1143,aufziehen::V,отгледам,רומם
1144,leiten::V,ръководя,נהל
1145,leiten::V,управлявам,נהל
1146,antreiben::V,подкарвам,המרץ
1147,lassen::V,накарам,נתן
1148,einladen::V,поканя,הזמין
1149,vereinigen::V,съединя,אחד
1150,vereinigen::V,съединя,לכד
1151,besuchen::V,посетя,בקר
1152,treffen::V,срещна,פגש
1153,sich versammeln::V,събера се,התאסף
1154,spielen::V,играя,שחק
1155,singen::V,пея,שר
1156,tanzen::V,танцувам,רקד
1157,sich trennen::V,разделя се,נפרד
1158,verlassen::V,напусна,עזב
1159,retten::V,спася,הציל
1160,bewachen::V,охранявам,שמר
1161,schützen::V,запазя,אבטח
1162,verteidigen::V,защитя,הגן
1163,sich schlagen::V,бия се,התכתש
1164,schießen::V,стрелям,ירה
1165,siegen::V,победя,גבר
1166,siegen::V,победя,נצח
1167,ärgern::V,ядосам,עצבן
1168,schlagen::V,бия,הכה
1169,schlagen::V,бия,הלקה
1170,schlagen::V,ударя,הכה
1171,schlagen::V,ударя,הלקה
1172,treten::V,ритам,בעט
1173,stechen::V,бодна,דקר
1174,stoßen::V,бутна,דחק
1175,stoßen::V,блъсна,דחק
1176,stören::V,смутя,קטע
1177,stören::V,смутя,הפריע
1178,belästigen::V,отегча,הציק
1179,belästigen::V,отегча,הטריד
1180,belästigen::V,безпокоя,הציק
1181,belästigen::V,безпокоя,הטריד
1182,verbergen::V,скрия,הצניע
1183,täuschen::V,измамя,שגע
1184,betrügen::V,измамя,הונה
1185,töten::V,убия,הרג
1186,töten::V,умъртвя,הרג
1187,wohnen::V,живея,גר
1188,arbeiten::V,работя,עבד
1189,sammeln::V,събера,אסף
1190,pflücken::V,бера,קטף
1191,pflücken::V,откъсна,קטף
1192,jagen::V,ловувам,צד
1193,fischen::V,ловя риба,דג
1194,fassen::V,хвана,תפס
1195,hüten::V,пазя,רעה
1196,treiben::V,карам,הוציא
1197,anbinden::V,завържа,קשר
1198,füttern::V,храня,הלעיט
1199,melken::V,доя,חלב
1200,hacken::V,сека,קצץ
1201,gießen::V,полея,השקה
1202,reifen::V,узрея,בשל
1203,zubereiten::V,приготвя,הכין
1204,kochen::V,варя,בשל
1205,backen::V,пека,אפה
1206,braten::V,пържа,צלה
1207,braten::V,пържа,טגן
1208,umrühren::V,разбъркам,ערבב
1209,stricken::V,плета,סרג
1210,nähen::V,шия,תפר
1211,färben::V,боядисам,צבע
1212,reinigen::V,почистя,נקה
1213,waschen::V,мия,רחץ
1214,waschen::V,мия,כבס
1215,waschen::V,пера,רחץ
1216,waschen::V,пера,כבס
1217,abwischen::V,избърша,נגב
1218,spülen::V,плакна,שטף
1219,fegen::V,измета,טאטא
1220,kehren::V,мета,טאטא
1221,baden::V,къпя се,טבל
1222,baden::V,къпя се,שחה
1223,sich waschen::V,мия се,התרחץ
1224,ausziehen::V,съблека,הוריד
1225,anziehen::V,облека,לבש
1226,sich anziehen::V,облека се,התלבש
1227,kämmen::V,реша,סרק
1228,kämmen::V,вчеша,סרק
1229,schmücken::V,накича,קשט
1230,sagen::V,кажа,אמר
1231,sprechen::V,говоря,דבר
1232,reden::V,говоря,דבר
1233,sich unterhalten::V,разговарям,שוחח
1234,fragen::V,запитам,שאל
1235,bitten::V,моля,בקש
1236,erzählen::V,разкажа,ספר
1237,mitteilen::V,съобщя,מסר
1238,mitteilen::V,съобщя,הודיע
1239,nennen::V,нарека,קרא בשם
1240,rufen::V,викам,גיס
1241,rufen::V,викам,הזמין לבוא
1242,rufen::V,повикам,גיס
1243,rufen::V,повикам,הזמין לבוא
1244,prahlen::V,хваля се,התרברב
1245,übersetzen::V,преведа,תרגם
1246,denken::V,мисля,חשב
1247,glauben::V,вярвам,האמין
1248,bemerken::V,забележа,הבחין
1249,erkennen::V,позная,זהה
1250,begreifen::V,схвана,קלט
1251,begreifen::V,схвана,הבין
1252,verstehen::V,разбера,הבין
1253,lernen::V,уча се,למד
1254,wissen::V,зная,ידע
1255,sich erinnern an::V,спомня си за,זכר
1256,vergessen::V,забравя,שכח
1257,messen::V,меря,מדד
1258,zählen::V,броя,ספר
1259,rechnen::V,сметна,חשב
1260,lesen::V,чета,קרא
1261,malen::V,рисувам,ציר
1262,zeichnen::V,рисувам,שרטט
1263,schreiben::V,пиша,כתב
1264,besitzen::V,имам,היה בעל של
1265,besitzen::V,притежавам,היה בעל של
1266,kaufen::V,купя,קנה
1267,kaufen::V,купя,רכש
1268,kaufen::V,купувам,קנה
1269,kaufen::V,купувам,רכש
1270,verkaufen::V,продам,מכר
1271,bezahlen::V,заплатя,שלם
1272,zahlen::V,платя,שלם
1273,beherrschen::V,владея,שלט
1274,ertragen::V,понеса,סבל
1275,Platte::N,,לוח
1276,Stütze::N,,משען
1277,stehlen::V,,גנב
