,Concept_ID,da,ml
650,oben::ADV,oppe,മുകളിൽ
651,oben::ADV,ovenpå,മുകളിൽ
652,hinauf::ADV,op,മുകളിൽ
653,hinauf::ADV,opad,മുകളിൽ
654,überall::ADV,overalt,എല്ലായിടത്തും
655,nicht::ADV,ikke,ഇല്ല
656,ein wenig::ADV,lidt,കുറച്ച്
657,kaum::ADV,knap,കഷ്ടിച്ച്
658,kaum::ADV,næppe,കഷ്ടിച്ച്
659,sehr::ADV,meget,വളരെ
660,so::ADV,så,അങ്ങനെ
661,noch::ADV,endnu,ഇപ്പോഴും
662,nur::ADV,kun,മാത്രം
663,nur::ADV,bare,മാത്രം
664,schon::ADV,alt,നേരത്തേ തന്നെ
665,schon::ADV,allerede,നേരത്തേ തന്നെ
666,wieder::ADV,igen,വീണ്ടും
667,vergebens::ADV,forgæves,വിഫല
668,vor::PRP,foran,മുമ്പിൽ
669,vor::PRP,uden for,മുമ്പിൽ
670,hinter::PRP,bag,പുറകിൽ
671,hinter::PRP,bagved,പുറകിൽ
672,unter::PRP,under,കീഴിൽ
673,durch::PRP,gennem,ഉള്ളിലൂടെ
674,durch::PRP,igennem,ഉള്ളിലൂടെ
675,neben::PRP,ved siden af,അടുത്ത്
676,zwischen::PRP,mellem,ഇടയ്ക്ക്
677,wegen::PRP,på grund af,നിമിത്തം
678,dies::PRN,dette,ഇത്
679,das::PRN,det,അത്
680,alles::PRN,alt,എല്ലാം
681,ich::PRN,jeg,ഞാൻ
682,du::PRN,du,നിങ്ങൾ
683,er::PRN,han,അദ്ദേഹം
684,er::PRN,han,അയാൾ
685,er::PRN,han,അവൻ
686,er::PRN,han,അവർ
687,er::PRN,han,അവൾ
688,wir::PRN,vi,നമ്മൾ
689,ihr::PRN,I,നിങ്ങൾ
690,sie::PRN,de,അവർ
691,was::FPRN,hvad,എന്ത്
692,wer::FPRN,hvem,ആര്
693,wo::FADV,hvor,എവിടെ
694,wohin::FADV,hvorhen,എവിടേക്ക്
695,wie::FADV,hvordan,എങ്ങനെ
696,warum::FADV,hvorfor,എന്തുകൊണ്ട്
697,wieviel::FNUM,hvor meget,എത്ര
698,eins::NUM,én,ഒന്ന്
699,zwei::NUM,to,രണ്ട്
700,drei::NUM,tre,മൂന്ന്
701,vier::NUM,fire,നാല്
702,fünf::NUM,fem,അഞ്ച്
703,sechs::NUM,seks,ആറ്
704,sieben::NUM,syv,ഏഴ്
705,acht::NUM,otte,എട്ട്
706,neun::NUM,ni,ഒമ്പത്
707,zehn::NUM,ti,പത്ത്
708,elf::NUM,elleve,പതിനൊന്ന്
709,zwölf::NUM,tolv,പന്ത്രണ്ട്
710,zwanzig::NUM,tyve,ഇരുപത്
711,dreißig::NUM,tredive,മുപ്പത്
712,vierzig::NUM,fyrre,നാൽപ്പത്
713,vierzig::NUM,fyrretyve,നാൽപ്പത്
714,fünfzig::NUM,halvtreds,അൻപത്
715,sechzig::NUM,tres,അറുപത്
716,siebzig::NUM,halvfjerds,എഴുപത്
717,achtzig::NUM,firs,എൺപത്
718,neunzig::NUM,halvfems,തൊണ്ണൂറ്
719,hundert::NUM,hundrede,നൂറ്
720,tausend::NUM,tusind,ആയിരം
721,und::CNJ,og,ഉം
722,oder::CNJ,eller,അഥവാ
723,stehen::V,stå,നിൽക്കുക
724,sitzen::V,sidde,ഇരിക്കുക
725,liegen::V,ligge,കിടക്കുക
726,hängen::V,hænge,തൂങ്ങുക
727,werden::V,blive,ആയിത്തീരുക
728,passieren::V,ske,സംഭവിക്കുക
729,passieren::V,hænde,സംഭവിക്കുക
730,beginnen::V,begynde,ആരംഭിക്കുക
731,enden::V,ende,അവസാനിപ്പിക്കുക
732,wechseln::V,veksle,മാറ്റുക
733,aufgehen[Sonne]::V,gå op,ഉയരുക
734,aufgehen[Sonne]::V,stå op,ഉയരുക
735,untergehen[Sonne]::V,gå ned,അടുക്കി_വയ്ക്കുക
736,scheinen[Sonne]::V,skinne,പ്രകാശിക്കുക
737,donnern::V,tordne,ഇടിവെട്ടുക
738,wehen::V,blæse,വീശുക
739,strömen::V,strømme,ഒഴുകുക
740,fließen::V,flyde,ഒഴുകുക
741,sich drehen::V,dreje sig,ചുറ്റുക
742,sich drehen::V,dreje sig,കറക്കുക
743,schwanken::V,vakle,ഇരുവശത്തേയ്ക്കും_ആടുക
744,schwingen::V,svinge,ആടുക
745,fallen::V,falde,വീഴുക
746,brennen::V,brænde,കത്തുക
747,rauchen::V,ryge,പുകയുക
748,regnen::V,regne,മഴ_പെയ്യുക
749,gefrieren::V,fryse,തണത്ത്_മരവിക്കുക
750,tauen::V,tø,അലിയുക
751,schmelzen::V,smelte,ഉരുകുക
752,trocknen::V,tørre,വരളുക
753,sieden::V,koge,തിളപ്പിക്കുക
754,faulen::V,rådne,ചീയുക
755,verfaulen::V,rådne,അഴുകുക
756,reißen::V,briste,ശബ്ദത്തോടെ_മുറിയുക
757,versinken::V,synke,മുക്കുക
758,versinken::V,synke ned,മുക്കുക
759,vergehen::V,forløbe,കടന്നുപോകുക
760,erscheinen::V,vise sig,പ്രത്യക്ഷപ്പെടുക
761,verschwinden::V,forsvinde,അദൃശ്യമാകുക
762,sinken::V,synke,താഴുക
763,abnehmen::V,aftage,കുറിയുക
764,zunehmen::V,tiltage,വർദ്ധിക്കുക
765,steigen::V,stige,ഉയരുക
766,wachsen::V,gro,വളരുക
767,wachsen::V,vokse,വളരുക
768,glänzen::V,glinse,മിന്നുക
769,funkeln::V,tindre,തിളങ്ങുക
770,lärmen::V,larme,ശബ്ദമുണ്ടാക്കുക
771,läuten::V,ringe,മണിമുഴങ്ങുക
772,klingeln::V,ringe,ചിലമ്പുക
773,klirren::V,klirre,കിലുക്കുക
774,brausen::V,bruse,മുഴങ്ങുക
775,rauschen::V,suse,അനങ്ങുക
776,klingen::V,lyde,മുഴക്കുക
777,klingen::V,klinge,മുഴക്കുക
778,bellen::V,gø,കുരയ്ക്കുക
779,heulen::V,hyle,ഓരിയിടുക
780,blasen::V,blæse,ഊതുക
781,pfeifen::V,fløjte,വിസിലടിക്കുക
782,schreien::V,skrige,ആക്രോശിക്കുക
783,stöhnen::V,stønne,അരക്കം
784,stöhnen::V,stønne,ആർത്തനാദം
785,zittern::V,dirre,വിറയ്ക്കുക
786,zittern::V,skælve,വിറയ്ക്കുക
787,leben::V,leve,താമസിക്കുക
788,geboren werden::V,fødes,ജനിക്കുക
789,atmen::V,ånde,ശ്വസിക്കുക
790,trinken::V,drikke,കുടിക്കുക
791,essen::V,spise,കഴിക്കുക
792,schlucken::V,synke,വിഴുങ്ങുക
793,müde werden::V,blive træt,ക്ഷീണിക്കുക
794,einschlafen::V,falde i søvn,നിദ്രിക്കുക
795,schlafen::V,sove,ഉറങ്ങുക
796,aufwachen::V,vågne,ഉണരുക
797,aufstehen::V,stå op,എഴുന്നേൽക്കുക
798,sich erholen::V,komme sig,വിശ്രമിക്കുക
799,krank werden::V,blive syg,ദീനംപിടിക്കുക
800,krank sein::V,være syg,രോഗികളാകുക
801,schmerzen::V,smerte,വേദനിക്കുക
802,husten::V,hoste,ചുമയ്ക്കുക
803,genesen::V,komme sig,സുഖപ്പെടുക
804,sterben::V,dø,മരിക്കുക
805,umkommen::V,omkomme,മരിക്കുക
806,sich bewegen::V,bevæge sig,സ്ഥലം_മാറുക
807,sich rühren::V,røre på sig,ചലിക്കുക
808,sich erheben::V,rejse sig,നിൽക്കുക
809,sich setzen::V,sætte sig,ഇരിക്കുക
810,laufen::V,løbe,നടക്കുക
811,schreiten::V,skride,നടക്കുക
812,spazierengehen::V,gå en tur,ഉലാത്തുക
813,eilen::V,ile,പാഞ്ഞെത്തുക
814,sich beeilen::V,skynde sig,തിരിക്കുകൂട്ടുക
815,sich beeilen::V,skynde sig,തിടുക്കം_കാട്ടുക
816,sausen::V,suse,കുതിക്കുക
817,rennen::V,løbe,ഓടുക
818,rennen::V,rende,ഓടുക
819,springen::V,hoppe,ചാടുക
820,springen::V,springe,ചാടുക
821,klettern::V,klatre,കയറുക
822,schaukeln::V,gynge,ഇളകുക
823,kriechen::V,krybe,പതുങ്ങികയറുക
824,schwimmen::V,svømme,നീന്തുക
825,tauchen::V,dykke,വെള്ളത്തിലേക്ക് ചാടുക
826,rudern::V,ro,തുഴയുക
827,fahren::V,køre,വാഹനം ഓടിക്കുക
828,fliegen::V,flyve,പറക്കുക
829,gehen::V,gå,പോകുക
830,weggehen::V,gå bort,വിടുക
831,abfahren::V,køre bort,പുറപ്പെടുക
832,anhalten::V,standse,നിർത്തുക
833,hineingehen::V,gå ind,പ്രവേശിക്കുക
834,eintreten::V,træde ind,പ്രവേശിക്കുക
835,kommen::V,komme,വരുക
836,ankommen::V,ankomme,എത്തിച്ചേരുക
837,zurückkommen::V,komme tilbage,തിരിച്ചു വരുക
838,bleiben::V,blive,തുടരുക
839,bleiben::V,forblive,തുടരുക
840,warten::V,vente,കാത്തിരിക്കുക
841,erwarten::V,vente,പ്രതീക്ഷിക്കുക
842,erwarten::V,afvente,പ്രതീക്ഷിക്കുക
843,suchen::V,søge,തിരയുക
844,finden::V,finde,കണ്ടെത്തുക
845,versuchen::V,forsøge,ശ്രമിക്കുക
846,vorbereiten::V,forberede,തയ്യാറെടുക്കുക
847,lieben::V,elske,സ്നേഹിക്കുക
848,mögen::V,holde af,ഇഷ്ടപ്പെടുക
849,mögen::V,kunne lide,ഇഷ്ടപ്പെടുക
850,lachen::V,le,ചിരിക്കുക
851,rühren::V,røre,ഹൃദയം സ്പർശിക്കുക
852,weinen::V,græde,തേങ്ങുക
853,schimpfen::V,skænde,പിറുപിറുക്കുക
854,sich ärgern::V,ærgre sig,കോപിക്കുക
855,sich fürchten::V,være bange,പേടിക്കുക
856,fürchten::V,være bange for,പേടിക്കുക
857,fliehen::V,flygte,രക്ഷപ്പെടുക
858,flüchten::V,flygte,രക്ഷപ്പെടുക
859,sehen::V,se,കാണുക
860,anschauen::V,se på,നോക്കുക
861,anschauen::V,betragte,നോക്കുക
862,ansehen::V,anse,നോക്കുക
863,hören::V,høre,കേൾക്കുക
864,zuhören::V,høre til,ശ്രദ്ധിക്കുക
865,probieren::V,smage,രുചിയുള്ളതായി_തോന്നുക
866,probieren::V,smage på,രുചിയുള്ളതായി_തോന്നുക
867,riechen::V,lugte,മണത്തു_നോക്കുക
868,fühlen::V,føle,സ്പർശിച്ചറിയുക
869,scheinen::V,synes,കാണപ്പെടുക
870,zu sehen sein::V,synes,വെളിച്ചപ്പെടുക
871,vernehmen::V,erfare,കേൾക്കുക
872,frieren::V,fryse,വിറയ്ക്കുക
873,tun::V,gøre,ചെയ്യുക
874,können::V,kunne,കഴിയുക
875,wollen::V,ville,വേണുക
876,anfangen::V,begynde,തുടങ്ങുക
877,beenden::V,afslutte,പൂർത്തിയാക്കുക
878,aufhören::V,ophøre,നിർത്തുക
879,aufhören::V,holde op,നിർത്തുക
880,gelingen::V,lykkes,വിജയിക്കുക
881,geraten::V,blive,പരിണമിക്കുക
882,öffnen::V,åbne,തുറക്കുക
883,schließen::V,lukke,അടയ്ക്കുക
884,stellen::V,stille,വയ്ക്കുക
885,setzen::V,sætte,വയ്ക്കുക
886,legen::V,lægge,ഇടുക
887,berühren::V,berøre,തൊടുക
888,verbinden::V,forbinde,ഘടിപ്പിക്കുക
889,bedecken::V,dække,മുടുക
890,bedecken::V,bedække,മുടുക
891,aufhängen::V,hænge,കെട്ടിതൂക്കുക
892,aufhängen::V,hænge op,കെട്ടിതൂക്കുക
893,anzünden::V,tænde,കത്തിക്കുക
894,anzünden::V,antænde,കത്തിക്കുക
895,aufheben::V,løfte,പെറുക്കിയെടുക്കുക
896,aufheben::V,tage op,പെറുക്കിയെടുക്കുക
897,zurücklassen::V,lade tilbage,വച്ചുപോരുക
898,verlieren::V,miste,നഷ്ടപ്പെടുക
899,fallen lassen::V,tabe,വീഴ്ത്തുക
900,fallen lassen::V,droppe,വീഴ്ത്തുക
901,machen::V,gøre,ഉണ്ടാക്കുക
902,herstellen::V,fremstille,ഉൽപാദിപ്പിക്കുക
903,bauen::V,bygge,നിർമ്മിക്കുക
904,reparieren::V,reparere,നന്നാക്കുക
905,verbessern::V,rette,മെച്ചപ്പെടുക
906,verbessern::V,forbedre,മെച്ചപ്പെടുക
907,ändern::V,ændre,മാറ്റംവരുത്തുക
908,graben::V,grave,കുഴിക്കുക
909,beugen::V,bøje,വണങ്ങുക
910,biegen::V,bøje,കുനിയുക
911,drehen::V,dreje,തിരിക്കുക
912,wenden::V,vende,തിരിയുക
913,umdrehen::V,dreje om,തിരിയുക
914,heben::V,hæve,ഉയർത്തുക
915,hochheben::V,løfte,ഉയർത്തുക
916,ergreifen::V,gribe fat i,ബലമായി_പിടിക്കുക
917,halten::V,holde,പിടിക്കുക
918,drücken::V,trykke,അമർത്തുക
919,schieben::V,skyde,തള്ളുക
920,schieben::V,skubbe,തള്ളുക
921,kratzen::V,klø,ചുരണ്ടുക
922,kratzen::V,kradse,ചുരണ്ടുക
923,lecken::V,slikke,നക്കുക
924,beißen::V,bide,കടിക്കുക
925,abreißen::V,rive af,കീറിക്കളയുക
926,abschneiden::V,skære af,മുറിച്ചുമാറ്റുക
927,binden::V,binde,കെട്ടുക
928,stecken::V,stikke,തുളയ്ക്കുക
929,brechen::V,brække,ഉടയുക
930,klopfen::V,banke,തട്ടുക
931,hauen::V,hugge,അടിക്കുക
932,kleben::V,klistre,ഒട്ടിക്കുക
933,reiben::V,gnide,തിരുമ്മിത്തുടയ്ക്കുക
934,streichen::V,smøre,പടർത്തുക
935,schleifen::V,slibe,പൊടിക്കുക
936,schneiden::V,skære,മുറിക്കുക
937,schneiden::V,klippe,മുറിക്കുക
938,rütteln::V,ruske,മുട്ടുക
939,schütteln::V,ryste,കുലുക്കുക
940,schwenken::V,svinge,ആടുക
941,schütten::V,hælde,ഒഴിക്കുക
942,füllen::V,fylde,നിറയ്ക്കുക
943,einwickeln::V,pakke ind,പൊതിയുക
944,tragen::V,bære,വഹിക്കുക
945,schleppen::V,slæbe,വലിച്ചിഴയ്ക്കുക
946,ziehen::V,trække,വലിക്കുക
947,aufbewahren::V,opbevare,വയ്ക്കുക
948,werfen::V,kaste,എറിയുക
949,fangen::V,fange,പിടിക്കുക
950,packen::V,gribe,തട്ടിപ്പറിക്കുക
951,verstecken::V,gemme,മറയ്ക്കുക
952,teilen::V,dele,വിഭജിക്കുക
953,schicken::V,sende,അയയ്ക്കുക
954,bringen::V,bringe,കൊണ്ടുവരുക
955,hinzufügen::V,tilføje,കൂട്ടുക
956,bekommen::V,få,കിട്ടുക
957,erhalten::V,få,സ്വീകരിക്കുക
958,nehmen::V,tage,എടുക്കുക
959,wählen::V,vælge,തിരഞ്ഞെടുക്കുക
960,auswählen::V,udvælge,തിരഞ്ഞെടുക്കുക
961,bewahren::V,bevare,പുലർത്തുക
962,behindern::V,hindre,തടയിടുക
963,behindern::V,forhindre,തടയിടുക
964,verderben::V,ødelægge,നശിപ്പിക്കുക
965,beschädigen::V,beskadige,ക്ഷതമേൽപ്പിക്കുക
966,zerbrechen::V,brække itu,ഉടയുക
967,zerreißen::V,rive itu,കീറുക
968,zerstören::V,ødelægge,നശിപ്പിക്കുക
969,verbrennen::V,brænde,കത്തിനശിക്കുക
970,verbrennen::V,brænde,കത്തിച്ചുകളയുക
971,geben::V,give,കൊടുക്കുക
972,geben::V,give,തരുക
973,reichen::V,række,കൈമാറുക
974,schenken::V,forære,സമ്മാനം കൊടുക്കുക
975,versprechen::V,love,വാഗ്ദാനം_നൽകുക
976,wünschen::V,ønske,ആഗ്രഹിക്കുക
977,loben::V,rose,പുകഴ്ത്തുക
978,küssen::V,kysse,ഉമ്മവയ്ക്കുക
979,wiegen::V,vugge,ഇളകുക
980,zudecken::V,dække til,മുടുക
981,wecken::V,vække,ഉണർത്തുക
982,zeigen::V,vise,കാണിക്കുക
983,führen::V,føre,നടത്തുക
984,lehren::V,lære,പഠിപ്പിക്കുക
985,unterrichten::V,undervise,പരിശീലിപ്പിക്കുക
986,aufziehen::V,opdrage,വളർത്തിക്കൊണ്ടുവരുക
987,leiten::V,lede,നയിക്കുക
988,antreiben::V,skynde på,പ്രേരിപ്പിക്കുക
989,lassen::V,få til at,അനുവദിക്കുക
990,einladen::V,indbyde,ക്ഷണിക്കുക
991,einladen::V,invitere,ക്ഷണിക്കുക
992,vereinigen::V,forene,കൂടിച്ചേരുക
993,besuchen::V,besøge,സന്ദർശിക്കുക
994,treffen::V,møde,തമ്മിൽ കാണുക
995,sich versammeln::V,forsamles,സംയോജിപ്പിക്കുക
996,spielen::V,lege,കളിക്കുക
997,spielen::V,spille,കളിക്കുക
998,singen::V,synge,പാടുക
999,tanzen::V,danse,നൃത്തം ചെയ്യുക
1000,sich trennen::V,skilles,നേർപെടുത്തുക
1001,verlassen::V,forlade,പിൻവാങ്ങുക
1002,retten::V,redde,രക്ഷിക്കുക
1003,bewachen::V,bevogte,കാവൽനിൽക്കുക
1004,schützen::V,skærme,പരിരക്ഷിക്കുക
1005,schützen::V,beskytte,പരിരക്ഷിക്കുക
1006,verteidigen::V,forsvare,പ്രതിരോധിക്കുക
1007,sich schlagen::V,slås,കലഹിക്കുക
1008,schießen::V,skyde,വെടിവെക്കുക
1009,siegen::V,sejre,വിജയിക്കുക
1010,ärgern::V,ærgre,വിഷമിപ്പിക്കുക
1011,schlagen::V,slå,അടിക്കുക
1012,treten::V,sparke,തൊഴിക്കുക
1013,stechen::V,stikke,കുത്തുക
1014,stoßen::V,støde,തള്ളുക
1015,stehlen::V,stjæle,മോഷ്ടിക്കുക
1016,stören::V,forstyrre,ശല്യപ്പെടുത്തുക
1017,belästigen::V,genere,മെനക്കെടുക
1018,belästigen::V,ulejlige,മെനക്കെടുക
1019,verbergen::V,skjule,മറയ്ക്കുക
1020,verbergen::V,skjule,ഒളിക്കുക
1021,täuschen::V,villede,കബളിപ്പിക്കുക
1022,betrügen::V,bedrage,ചതിക്കുക
1023,töten::V,dræbe,കൊല്ലുക
1024,wohnen::V,bo,താമസിക്കുക
1025,arbeiten::V,arbejde,ജോലിചെയ്യുക
1026,sammeln::V,samle,സഞ്ചയിക്കുക
1027,pflücken::V,plukke,പറിച്ചെടുക്കുക
1028,jagen::V,jage,വേട്ടയാടുക
1029,fischen::V,fiske,മീൻ പിടിക്കുക
1030,fassen::V,fange,പിടിക്കുക
1031,hüten::V,vogte,ചേർക്കുക
1032,treiben::V,drive,വാഹനം_ഓടിക്കുക
1033,anbinden::V,binde fast,കെട്ടിയിടുക
1034,füttern::V,fodre,തീറ്റുക
1035,melken::V,malke,പാലുകറക്കുക
1036,hacken::V,hakke,വെട്ടിമുറിക്കുക
1037,gießen::V,hælde,നനയ്ക്കുക
1038,reifen::V,modne,പാകമാകുക
1039,zubereiten::V,tilberede,പാചകം_ചെയ്യുക
1040,kochen::V,koge,വേവിക്കുക
1041,backen::V,bage,ബേക്ക് ചെയ്യുക
1042,braten::V,stege,പോരിക്കുക
1043,umrühren::V,røre om,ഇളക്കുക
1044,stricken::V,strikke,മെടയുക
1045,nähen::V,sy,തുന്നുക
1046,färben::V,farve,ചായം പൂശുക
1047,reinigen::V,rense,വൃത്തിയാക്കുക
1048,reinigen::V,gøre ren,വൃത്തിയാക്കുക
1049,waschen::V,vaske,കഴുകുക
1050,abwischen::V,tørre af,തുടയ്ക്കുക
1051,spülen::V,skylle,കഴുകുക
1052,fegen::V,feje,അടിച്ചുവാരുക
1053,kehren::V,feje,അടിച്ചുവാരുക
1054,baden::V,bade,നീന്തിത്തുടിക്കുക
1055,sich waschen::V,vaske sig,കഴുകുക
1056,ausziehen::V,tage af,ഇഴുക്കുക
1057,anziehen::V,tage på,ഉടുക്കുക
1058,sich anziehen::V,klæde sig på,ധരിച്ച നേടുകയുക
1059,kämmen::V,rede,മുടിചീകുക
1060,kämmen::V,frisere,മുടിചീകുക
1061,schmücken::V,pynte,അലങ്കരിക്കുക
1062,schmücken::V,smykke,അലങ്കരിക്കുക
1063,sagen::V,sige,പറയുക
1064,sprechen::V,snakke,സംസാരിക്കുക
1065,reden::V,tale,സംസാരിക്കുക
1066,reden::V,snakke,സംസാരിക്കുക
1067,sich unterhalten::V,snakke sammen,നർമ്മസല്ലാപം നടത്തുക
1068,fragen::V,spørge,ചോദിക്കുക
1069,bitten::V,bede,അപേക്ഷിക്കുക
1070,erzählen::V,berette,പറയുക
1071,erzählen::V,fortælle,പറയുക
1072,mitteilen::V,meddele,അറിയിക്കുക
1073,nennen::V,nævne,പേരിടുക
1074,rufen::V,råbe,വിളിക്കുക
1075,prahlen::V,prale,പൊങ്ങച്ചം പറയുക
1076,übersetzen::V,oversætte,പരിഭാഷപ്പെടുത്തുക
1077,denken::V,tænke,ചിന്തിക്കുക
1078,glauben::V,tro,വിശ്വസിക്കുക
1079,bemerken::V,bemærke,ശ്രദ്ധിക്കുക
1080,bemerken::V,lægge mærke til,ശ്രദ്ധിക്കുക
1081,erkennen::V,genkende,തിരിചറിയുക
1082,begreifen::V,begribe,കൈപ്പിടിയിലാക്കുക
1083,verstehen::V,forstå,മനസ്സിലാക്കുക
1084,lernen::V,lære,പഠിക്കുക
1085,wissen::V,vide,അറിയുക
1086,sich erinnern an::V,mindes,ഓർമിക്കുക
1087,sich erinnern an::V,huske på,ഓർമിക്കുക
1088,vergessen::V,glemme,മറക്കുക
1089,messen::V,måle,അളക്കുക
1090,zählen::V,tælle,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1091,rechnen::V,regne,ഗണിക്കുക
1092,lesen::V,læse,വായിക്കുക
1093,malen::V,male,ചിത്രം വരയ്ക്കുക
1094,zeichnen::V,tegne,വരയ്ക്കുക
1095,schreiben::V,skrive,എഴുതുക
1096,besitzen::V,eje,സ്വന്തമാക്കുക
1097,besitzen::V,besidde,സ്വന്തമാക്കുക
1098,kaufen::V,købe,വാങ്ങുക
1099,verkaufen::V,sælge,വിൽക്കുക
1100,bezahlen::V,betale,പരിഹാരം ചെയ്യുക
1101,zahlen::V,betale,പണം അടയ്ക്കുക
1102,beherrschen::V,beherske,ഭരിക്കുക
1103,ertragen::V,tåle,താങ്ങുക
1104,ertragen::V,udholde,താങ്ങുക
1105,hinfallen::V,,വീഴുക
