,Concept_ID,av,eu
91,Regenbogen::N,нур,ostadar
92,Regenbogen::N,нур,ortzadar
93,Regenbogen::N,чамбара,ostadar
94,Regenbogen::N,чамбара,ortzadar
95,Donner::N,гъугъай,ostots
96,Donner::N,гъугъай,ihurtzuri
97,Donner::N,гъугъади,ostots
98,Donner::N,гъугъади,ihurtzuri
99,Strömung::N,чвахи,laster
100,Tropfen::N,резел,xorta
101,Tropfen::N,тӏинкӏ,xorta
102,Tropfen::N,къатӏра,xorta
103,Tropfen::N,тӏенкӏел,xorta
104,Schaum::N,полоп,bits
105,Schmutz::N,чороклъи,lohi
106,Schmutz::N,чороклъи,zikin
107,See::N,хӏор,laku
108,See::N,хӏор,aintzira
109,Sumpf::N,хьуцӏ,zingira
110,Wiese::N,мегъ,larre
111,Wiese::N,мегъ,belardi
112,Wiese::N,гӏурдаллъи,larre
113,Wiese::N,гӏурдаллъи,belardi
114,Wald::N,рохь,baso
115,Wald::N,рохь,oihan
116,Hügel::N,гохӏ,muino
117,Hügel::N,гохӏ,pentoka
118,Anhöhe::N,сийитма,garai
119,Anhöhe::N,сийитма,goragune
120,Berg::N,мегӏер,mendi
121,Gipfel::N,тӏогь,gain
122,Gipfel::N,тӏогь,tontor
123,Höhle::N,нохъо,kobazulo
124,Abhang::N,лабаллъи,aldapa
125,Quelle::N,ицц,iturri
126,Quelle::N,ицц,iturbegi
127,Bach::N,лъар,lats
128,Bach::N,лъар,erreka
129,Fluss::N,гӏор,ibai
130,Fluss::N,гӏор,uhaitz
131,Ufer::N,рагӏал,bazter
132,Küste::N,рагӏал,itsasalde
133,Festland::N,ракь,lehor
134,Festland::N,ракъдаллъи,lehor
135,Meer::N,ралъад,itsaso
136,Bucht::N,кӏветӏ,golko
137,Insel::N,чӏинкӏиллъи,irla
138,Insel::N,чӏинкӏиллъи,uharte
139,Blume::N,тӏегь,lili
140,Gras::N,хер,belar
141,Wurzel::N,кьибил,zuztar
142,Wurzel::N,кьибил,sustrai
143,Baum::N,гъветӏ,zuhaitz
144,Stamm::N,рохти,enbor
145,Rinde::N,макъар,azal
146,Ast::N,ноцӏ,adar
147,Zweig::N,гӏаркьел,abar
148,Blatt::N,тӏамах,hosto
149,Birke::N,мах,urki
150,Birke::N,махигъветӏ,urki
151,Kiefer[Baum]::N,накӏкӏигъветӏ,ler
152,Weide[Baum]::N,рицӏцӏ,zume
153,Weide[Baum]::N,рицӏцӏ,sahats
154,Weide[Baum]::N,рицӏцӏигъветӏ,zume
155,Weide[Baum]::N,рицӏцӏигъветӏ,sahats
156,Tanne::N,ёлка,izei
157,Horn::N,лълъар,adar
158,Feder::N,хӏули,luma
159,Feder::N,хӏули,hegaki
160,Fell::N,тӏом,ile
161,Fell::N,тӏом,larru
162,Fell::N,цӏоко,ile
163,Fell::N,цӏоко,larru
164,Flügel::N,кваркьи,hego
165,Klaue::N,галъ,atzapar
166,Kralle::N,квачӏ,erpe
167,Kralle::N,квачӏ,atzapar
168,Kralle::N,катиквачӏ,erpe
169,Kralle::N,катиквачӏ,atzapar
170,Schwanz::N,рачӏ,isats
171,Schwanz::N,рачӏ,buztan
172,Ei::N,хоно,arrautza
173,Nest::N,бусен,habia
174,Bau::N,каратӏ,ohantze
175,Tier::N,хӏайван,abere
176,Tier::N,хӏайван,piztia
177,Herde::N,рехъен,saldo
178,Herde::N,рехъен,abere talde
179,Herde::N,рехъед,saldo
180,Herde::N,рехъед,abere talde
181,Kuh::N,гӏака,behi
182,Bulle::N,оц,zezen
183,Pferd::N,чу,zaldi
184,Schaf::N,чахъу,ardi
185,Schwein::N,болъон,urde
186,Schwein::N,болъон,txerri
187,Hund::N,гьой,txakur
188,Katze::N,кету,katu
189,Bär::N,ци,hartz
190,Eichhörnchen::N,гвангва,urtxintxa
191,Fuchs::N,цер,azeri
192,Hase::N,гӏанкӏ,erbi
193,Maus::N,гӏункӏкӏ,sagu
194,Wolf::N,бацӏ,otso
195,Vogel::N,хӏинчӏ,txori
196,Vogel::N,хӏинчӏ,hegazti
197,Schwarm::N,тӏел,aldra
198,Huhn::N,гӏанкӏу,oilo
199,Hahn::N,хӏелеко,oilar
200,Gans::N,хъаз,antzara
201,Adler::N,цӏум,arrano
202,Ente::N,ордек,ahate
203,Eule::N,беццаруз,hontza
204,Kranich::N,къункъра,kurrilo
205,Krähe::N,гъеду,bele
206,Kuckuck::N,гагу,kuku
207,Schwan::N,хӏанкъва,beltxarga
208,Fisch::N,ччугӏа,arrain
209,Barsch::N,окунь,perka
210,Hecht::N,щука,lutxo
211,Schlange[Tier]::N,борохь,suge
212,Wurm::N,хӏапара,har
213,Spinne::N,хъанхъра,armiarma
214,Ameise::N,цӏунцӏра,inurri
215,Laus::N,нацӏ,zorri
216,Mücke::N,кӏкӏара,eltxo
217,Fliege::N,тӏутӏ,euli
218,Schmetterling::N,кӏалкӏучӏ,pinpirin
219,Schmetterling::N,кӏалкӏучӏ,tximeleta
220,Apfel::N,гӏеч,sagar
221,Pilz::N,гӏурдахӏан,onddo
222,Pilz::N,гӏурдахӏан,perretxiko
223,Zwiebel::N,кӏочӏопер,tipula
224,Saat::N,хьон,haziak
225,Korn::N,мугь,ale
226,Korn::N,мугь,pikor
227,Heu::N,хер,belar ondu
228,Schale::N,хъал,azal
229,Grube::N,гвенд,hobi
230,Falle::N,къор,harrapagailu
231,Falle::N,къотен,harrapagailu
232,Schlinge::N,кӏичӏ,bilur
233,Schlinge::N,кӏичӏ,xedera
234,Spur::N,лъалкӏ,lorratz
235,Asche::N,рахъу,errauts
236,Dreck::N,гъиз,satsukeria
237,Dreck::N,хӏарщ,satsukeria
238,Eisen::N,махх,burdina
239,Gold::N,месед,urre
240,Gold::N,месед,urregorri
241,Silber::N,гӏарац,zilar
242,Silber::N,гӏарац,urrezuri
243,Kohle::N,тӏурччи,ikatz
244,Glas::N,цӏер,beira
245,Lehm::N,хӏатӏ,buztin
246,Sand::N,сали,harea
247,Sand::N,сали,hondar
248,Mensch::N,чи,gizaki
249,Mann::N,бихьинчи,gizon
250,Frau::N,гӏадан,andere
251,Frau::N,гӏадан,emakume
252,Kind::N,лъимер,haur
253,Junge::N,вас,mutil
254,Mädchen::N,яс,neska
255,Familie::N,хъизан,sendi
256,Familie::N,хъизан,familia
257,Großvater::N,кӏудада,aitona
258,Großvater::N,кӏудада,aitatxi
259,Großmutter::N,кӏодо,amona
260,Großmutter::N,кӏодо,amatxi
261,Eltern::N,эбел-эмен,gurasoak
262,Vater::N,эмен,aita
263,Mutter::N,эбел,ama
264,Sohn::N,вас,seme
265,Tochter::N,яс,alaba
266,Bruder::N,вац,neba
267,Bruder::N,вац,anaia
268,Schwester::N,яц,ahizpa
269,Onkel::N,даци,osaba
270,Tante::N,ада,izeba
271,Ehemann::N,рос,senar
272,Ehefrau::N,чӏужу,emazte
273,Freude::N,ракӏбохи,poz
274,Freude::N,ракӏбохи,pozkari
275,Gelächter::N,релъи,barre
276,Gelächter::N,релъи,karkara
277,Glück::N,талихӏ,zori
278,Glück::N,талихӏ-рохел,zori
279,Kummer::N,хӏалкъай,xangrin
280,Kummer::N,хӏалкъай,atsekabe
281,Wunsch::N,къасд,nahi
282,Wunsch::N,къасд,nahikunde
283,Lust::N,гъира,gogo
284,Geist::N,чӏанкӏ,gogo
285,Geist::N,рухӏ-жан,gogo
286,Gedanke::N,пикру,gogoeta
287,Verstand::N,лумалъи,adimen
288,Verstand::N,лумалъи,ulermen
289,Verstand::N,цӏодорлъи,adimen
290,Verstand::N,цӏодорлъи,ulermen
291,Sinn::N,магӏна,zentzu
292,Grund::N,багьана,zergati
293,Wahrheit::N,ритӏухълъи,egia
294,Gespräch::N,накъит,hizketa
295,Gespräch::N,накъит,elkarrizketa
296,Märchen::N,маргьа,ipuin
297,Erzählung::N,къиса,edesti
298,Erzählung::N,къиса,kontakizun
299,Nachricht::N,хабар,albiste
300,Neuigkeit::N,хабар-гӏазаб,berri
301,Name::N,цӏар,izen
302,Rätsel::N,бицанкӏо,asmakizun
303,Rede::N,речь,hitzaldi
304,Rede::N,речь,mintzaldi
305,Rede::N,калам,hitzaldi
306,Rede::N,калам,mintzaldi
307,Sprache::N,мацӏ,hizkuntza
308,Stimme::N,гьаракь,ahots
309,Wort::N,рагӏи,hitz
310,Zeichen::N,ишара,agerbide
311,Zeichen::N,ишара,agergarri
312,Zeichen::N,гӏаламат,agerbide
313,Zeichen::N,гӏаламат,agergarri
314,Ruf::N,ахӏи,dei
315,Lärm::N,хъуй,zarata
316,Lärm::N,хъуй,harrabots
317,Lärm::N,хъуди,zarata
318,Lärm::N,хъуди,harrabots
319,Laut::N,гьаракь,hots
320,Laut::N,сас,hots
321,Lied::N,кечӏ,abesti
322,Ruhe::N,рахӏат,nasaitasun
323,Leute::N,гӏадамал,jende
324,Volk::N,халкъ,herri
325,Volk::N,халкъ,populu
326,Arbeit::N,хӏалтӏи,lan
327,Gast::N,гьобол,arrotz
328,Gast::N,гьобол,apopilo
329,Geschenk::N,сайигъат,opari
330,Spiel::N,хӏай,jolas
331,Spiel::N,расанди,jolas
332,Gesellschaft::N,жамагӏат,gizarte
333,Hilfe::N,кумек,helpide
334,Hilfe::N,кумек,laguntza
335,Freund::N,гьудул,lagun
336,Kamerad::N,гьалмагъ,adiskide
337,Kamerad::N,гьалмагъ,lagunkide
338,Angelegenheit::N,къваригӏел,afera
339,Anzahl::N,рикӏкӏен,kopuru
340,Art::N,жинс,mota
341,Stück::N,кесек,puska
342,Teil::N,пай,atal
343,Hälfte::N,бащдаб,erdi
344,Kreis::N,гор,biribilki
345,Kreuz::N,хъанч,gurutze
346,Linie::N,мухъ,linea
347,Strich::N,хӏучч,marra
348,Abstand::N,манзил,tarte
349,Entfernung::N,манзил,urrunera
350,Gegend::N,рахъ,alderdi
351,Gegend::N,рахъ,eskualde
352,Platz::N,бакӏ,leku
353,Ort::N,бакӏ,toki
354,Seite::N,рахъ,albo
355,Mitte::N,бакьулъбакӏ,erdi
356,Gegenstand::N,жо,gauzaki
357,Sache::N,жо,gauza
358,Rand::N,мицӏир,ertz
359,Kante::N,рагӏал,ertz
360,Kante::N,рагӏа-ракьан,ertz
361,Ecke::N,цили,kantoi
362,Spitze::N,тӏогь,punta
363,Ende::N,кӏал,buru
364,Ende::N,кӏал,mutur
365,Loch::N,каратӏ,zulo
366,Muster::N,накъиш,eredu
367,Muster::N,накъиш,marrazki
368,Größe::N,кӏодо́лъи,kaizu
369,Größe::N,кӏодо́лъи,tamaina
370,Länge::N,халалъи,luzera
371,Höhe::N,борхалъи,goiera
372,Höhe::N,борхалъи,garaiera
373,Gewicht::N,бакӏлъи,hazta
374,Haufen::N,гъуни,pila
375,Haufen::N,гъуни,mendoi
376,Reihe::N,ирга́,ilara
377,Reihe::N,ирга́,errenkada
378,Boot::N,раса,potin
379,Boot::N,раса,txalupa
380,Ruder::N,раххан,arraun
381,Schlitten::N,чанагъ,lera
382,Schlitten::N,чанагъ,narra
383,Ski::N,лыжаби,eski
384,Lagerfeuer::N,цӏа,su
385,Last::N,бакӏлъи,zama
386,Last::N,бакӏлъи,karga
387,Gang::N,хьвади,ibilera
388,Gang::N,хьвада-чӏвади,ibilera
389,Schritt::N,гали,pauso
390,Schritt::N,гали,urrats
391,Norden::N,шимал,ipar
392,Norden::N,шимал,iparralde
393,Süden::N,юг,hego
394,Süden::N,юг,hegoalde
395,Süden::N,къибла,hego
396,Süden::N,къибла,hegoalde
397,Westen::N,гъарб,sartalde
398,Westen::N,гъарб,mendebalde
399,Westen::N,магъриб,sartalde
400,Westen::N,магъриб,mendebalde
401,Osten::N,шаркъ,ekialde
402,Osten::N,шаркъ,sortalde
403,Osten::N,машрикъ,ekialde
404,Osten::N,машрикъ,sortalde
405,Holz::N,цӏул,zur
406,Brett::N,хъарщи,ohol
407,Platte::N,къоно,lauza
408,Stange::N,гӏер,haga
409,Stock::N,тӏил,makila
410,Stab::N,гӏер,makila
411,Rohr::N,турба,hodi
412,Haus::N,ригь,etxe
413,Haus::N,рукъзал,etxe
414,Heim::N,рукъ,etxe
415,Heim::N,рукъ,etxaleku
416,Ofen::N,печь,berogailu
417,Fußboden::N,чӏабар,zoru
418,Tisch::N,стол,mahai
419,Stuhl::N,бакӏу,aulki
420,Wiege::N,кини,kuma
421,Wiege::N,кини,sehaska
422,Bett::N,кровать,ohe
423,Bett::N,кровать,ohatze
424,Regal::N,хъарщи,apalategi
425,Kiste::N,ящик,kutxa
426,Kiste::N,тӏалагъуд,kutxa
427,Fenster::N,гордо,leiho
428,Tür::N,нуцӏа,ate
429,Tor::N,каву,atari
430,Zaun::N,раци,hesi
431,Dach::N,тӏох,teilatu
432,Leiter::N,мали,zurubi
433,Besen::N,жул,erratz
434,Spaten::N,бел,burdinpala
435,Schaufel::N,раххан,pala
436,Gabel::N,гӏучӏ,sardexka
437,Löffel::N,гъуд,koilara
438,Messer::N,нус,aizto
439,Nagel::N,магӏ,iltze
440,Netz::N,гьин,sare
441,Haken::N,гъанцӏа,mako
442,Griff::N,гӏоркь,eskutoki
443,Schloss::N,кӏулал,sarraila
444,Bild::N,сурат,irudi
445,Puppe::N,нани,panpina
446,Puppe::N,нани,andrakila
447,Beutel::N,таргьа,zorro
448,Bündel::N,къай,azao
449,Bündel::N,къай,espal
450,Tasche::N,сумка,poltsa
451,Tasche::N,къвачӏа,poltsa
452,Eimer::N,ведро,treska
453,Deckel::N,тӏалъел,tapa
454,Deckel::N,тӏалъел,estalki
455,Deckel::N,дадитӏалъел,tapa
456,Deckel::N,дадитӏалъел,estalki
457,Geschirr::N,цӏарагӏ,baxera
458,Geschirr::N,цӏарагӏ,ontziteria
459,Sack::N,хъап,zaku
460,Sack::N,къандалъо,zaku
461,Tasse::N,чашка,kikara
462,Topf::N,хьаг,ontzi
463,Topf::N,хьаг,lapiko
464,Kessel::N,хьаг,pazia
465,Kessel::N,гереги,pazia
466,Essen::N,тӏагӏам,janaldi
467,Nahrung::N,квен,jan
468,Speise::N,квен,jaki
469,Fleisch::N,гьан,okela
470,Fleisch::N,гьан,haragi
471,Getreide::N,бугӏа-ролъ,labore
472,Getreide::N,могьолабл_культураби,labore
473,Brei::N,карщ,ahi
474,Brei::N,карщ,pure
475,Brot::N,чед,ogi
476,Scheibe::N,мочӏу,xerra
477,Scheibe::N,мочӏу,pirripita
478,Fett::N,беэнлъи,urin
479,Fett::N,беэнлъи,koipe
480,Butter::N,нах,gurin
481,Öl::N,нах,olio
482,Salz::N,цӏам,gatz
483,Suppe::N,чурпа,zopa
484,Suppe::N,чурпа,salda
485,Honig::N,гьоцӏо,ezti
486,Milch::N,рахь,esne
487,Tee::N,чай,te
488,Leder::N,тӏом,larru
489,Wolle::N,квас,artile
490,Stoff::N,ххам,ehun
491,Nadel::N,рокӏкӏен,orratz
492,Nadel::N,рокӏкӏен,jostorratz
493,Faden::N,кун,hari
494,Knopf::N,маргъал,botoi
495,Knoten::N,гарацӏ,korapilo
496,Farbe::N,релъен,pintura
497,Kleidung::N,ретӏел,arropa
498,Kleidung::N,ретӏел,jantziak
499,Hemd::N,гурде,atorra
500,Hemd::N,гурде,alkandora
501,Kragen::N,габур,idun
502,Ärmel::N,къвал,mahuka
503,Hose::N,тӏажу,prakak
504,Hose::N,тӏажу,galtzak
505,Gürtel::N,рачел,gerriko
506,Mütze::N,тӏагъур,txano
507,Mütze::N,тӏагъур,txapel
508,Stiefel::N,этек,bota
509,Stiefel::N,чакма,bota
510,Ring::N,баргъич,uztai
511,Band::N,лента,zinta
512,Band::N,лента,xingola
513,Kamm::N,гьоркьо,orrazi
514,Spiegel::N,матӏу,mirail
515,Riemen::N,рижу,uhal
516,Decke::N,одея́ло,burusi
517,Kissen::N,къандалъо,kuxin
518,Tuch::N,квархьи,zapi
519,Tuch::N,квархьи,oihal
520,Handtuch::N,беркӏалрацӏцӏ,eskuzapi
521,Handtuch::N,беркӏалрацӏцӏ,eskuoihal
522,Kraft::N,гуч,indar
523,Kraft::N,къуват,indar
524,Stärke::N,хӏалкӏвей,indar
525,Gesundheit::N,сахлъи́,osasun
526,Krankheit::N,унти,eritasun
527,Krankheit::N,унти,gaixotasun
528,Krankheit::N,щокълъи,eritasun
529,Krankheit::N,щокълъи,gaixotasun
530,Schmerz::N,унти,min
531,Wunde::N,ругъун,zauri
532,Fieber::N,цӏа-кан,sukar
533,Arznei::N,дару,osagai
534,Arznei::N,дару,sendagai
535,Brücke::N,кьо,zubi
536,Brunnen::N,гъуй,putzu
537,Weide::N,рицӏцӏ,alha
538,Weide::N,рицӏцӏ,bazkaleku
539,Weide::N,лъичӏирма,alha
540,Weide::N,лъичӏирма,bazkaleku
541,Weide::N,гӏурдаллъи,alha
542,Weide::N,гӏурдаллъи,bazkaleku
543,Weide::N,ри́цӏигъветӏ,alha
544,Weide::N,ри́цӏигъветӏ,bazkaleku
545,Weide::N,рицӏцӏигъветӏ,alha
546,Weide::N,рицӏцӏигъветӏ,bazkaleku
547,Pfad::N,сухъмахъ,zidor
548,Pfad::N,сухъмахъ,bidexka
549,Weg::N,нух,bide
550,Straße::N,нух,errepide
551,Dorf::N,росу,herri
552,Stadt::N,шагьар,hiri
553,Brief::N,кагъат,gutun
554,Brief::N,кагъат,eskutitz
555,Brief::N,рисалат,gutun
556,Brief::N,рисалат,eskutitz
557,Buch::N,тӏехь,liburu
558,Buchstabe::N,хӏарп,hizki
559,Zeitung::N,газет,egunkari
560,Leben::N,яшав,bizi
561,Leben::N,яшав,bizitza
562,Tod::N,хвел,herio
563,Tod::N,хвел,heriotza
564,Grab::N,хоб,hobi
565,Grab::N,хоб,hilobi
566,Kirche::N,килиса,eliza
567,Sünde::N,хӏакъ,hoben
568,Sünde::N,хӏакъ,bekatu
569,Sünde::N,мунагь,hoben
570,Sünde::N,мунагь,bekatu
571,Gott::N,бичас,jainko
572,Gott::N,аллагь,jainko
573,Arbeiter::N,хӏалтӏухъан,langile
574,Arbeiter::N,хӏалтӏухъан,behargin
575,Chef::N,хӏаким,nagusi
576,Chef::N,начальник,nagusi
577,Meister::N,устар,maisu
578,Meister::N,мастер,maisu
579,Meister::N,махщалилав,maisu
580,Arzt::N,жайрахӏ,osagile
581,Arzt::N,жайрахӏ,sendagile
582,Lehrer::N,мугӏалим,irakasle
583,Geld::N,гӏарац,diru
584,Laden::N,тукен,denda
585,Laden::N,тукен,saltegi
586,Preis::N,багьа,prezio
587,Preis::N,багьа,salneurri
588,Ware::N,къайи,salgai
589,Nutzen::N,мунпагӏат,onura
590,Nutzen::N,мунпагӏат,probetxu
591,Reichtum::N,бечелъи,aberastasun
592,Welt::N,дуниял,ludi
593,Welt::N,дуниял,mundu
594,Land::N,улка,herrialde
595,Land::N,икълим,herrialde
596,Staat::N,пачалихъ,estatu
597,König::N,пача,errege
598,König::N,малик,errege
599,König::N,къирал,errege
600,König::N,падишагь,errege
601,Macht::N,кверщел,botere
602,Grenze::N,гӏорхъи,muga
603,Krieg::N,рагъ,guda
604,Feind::N,тушман,etsai
605,Feind::N,тушман,arerio
606,Gewalt::N,зулму,bortxa
607,Gewalt::N,зулму,bortizkeria
608,Kampf::N,къеркьей,gudu
609,Kampf::N,къеркьей,auska
610,Bogen[Waffe]::N,газаргъо,arku
611,Pfeil::N,чӏор,gezi
612,Gewehr::N,туманкӏ,fusil
613,Fehler::N,гъалатӏ,huts
614,Fehler::N,гъалатӏ,hutsegin
615,Lüge::N,гьереси,gezur
616,Schaden::N,зиян,kalte
617,Schaden::N,зарал,kalte
618,Unglück::N,балагь,zoritxar
619,Unglück::N,балагь,zorigaitz
620,Schuld::N,гӏайиб,erru
621,Alter::N,гӏумру,adin
622,Schluss::N,ахир,bukaera
623,Zeit::N,заман,aldi
624,Zeit::N,заман,denbora
625,Tag::N,къо,egun
626,Morgen::N,радалмех,goiz
627,Mittag::N,къадемех,eguerdi
628,Abend::N,релъедамех,arrats
629,Nacht::N,сордо,gau
630,Woche::N,анкь,aste
631,Monat::N,моцӏ,hil
632,Jahr::N,сон,urte
633,Jahr::N,лъагӏел,urte
634,Frühling::N,их,udalehen
635,Sommer::N,рии,uda
636,Herbst::N,хасалихълъи,udazken
637,Herbst::N,хасалихълъи,neguantz
638,Winter::N,кьин,negu
639,Januar::N,январь,urtarril
640,Februar::N,февра́ль,otsail
641,März::N,март,martxo
642,April::N,апрель,apiril
643,Mai::N,май,maiatz
644,Juni::N,июнь,ekain
645,Juli::N,июль,uztail
646,August::N,август,abuztu
647,September::N,сентябрь,irail
648,Oktober::N,октябрь,urri
649,November::N,ноябрь,azaro
650,Dezember::N,декабрь,abendu
651,Montag::N,итни,astelehen
652,Dienstag::N,талат,astearte
653,Mittwoch::N,арбагӏ,asteazken
654,Donnerstag::N,хамиз,ostegun
655,Freitag::N,рузман,ostiral
656,Samstag::N,щамат,larunbat
657,Sonntag::N,гьатӏан,igande
658,groß::A,кӏудияб,handi
659,klein::A,гьитӏинаб,txiki
660,lang::A,халатаб,luze
661,kurz::A,къокъаб,labur
662,breit::A,гӏебаб,zabal
663,schmal::A,къваридаб,mehar
664,dicht::A,ризаб,sarri
665,dicht::A,ризаб,trinko
666,dick[Gegenstand]::A,бицатаб,lodi
667,dünn::A,тӏеренаб,mehe
668,fein::A,тӏеренаб,fin
669,fest::A,къвакӏараб,tinko
670,flach::A,чӏепараб,lau
671,flach::A,чӏепараб,ordoki
672,glatt::A,цӏвакараб,leun
673,hart::A,кьварараб,gogor
674,weich::A,тамахаб,bigun
675,weich::A,тамахаб,beratz
676,rund::A,гургинаб,biribil
677,spitz::A,бегӏераб,puntadun
678,scharf::A,рекӏараб,zorrotz
679,stumpf::A,тӏехӏараб,kamuts
680,stumpf::A,рекӏинчӏеб,kamuts
681,schwer::A,бакӏаб,astun
682,schwer::A,бакӏаб,pisutsu
683,schön::A,берцинаб,eder
684,heiß::A,лагьараб,bero
685,heiß::A,лагьараб,oso bero
686,warm::A,хинаб,bero
687,kalt::A,квачараб,hotz
688,kühl::A,квачараб,hotzil
689,frisch::A,цӏияб,fresko
690,frisch::A,цӏияб,hozkirri
691,feucht::A,рагьараб,heze
692,nass::A,би́ччараб,busti
693,trocken::A,бакъвараб,siku
694,trocken::A,бакъвараб,lehor
695,leer::A,чӏобогояб,huts
696,offen::A,рагьараб,ireki
697,geschlossen::A,рахараб-къараб,itxita
698,sauber::A,бацӏцӏадаб,xahu
699,sauber::A,бацӏцӏадаб,garbi
700,schmutzig::A,гъизараб,lohi
701,schmutzig::A,гъизараб,zikin
702,roh::A,хамаб,gordin
703,roh::A,гӏатӏгояб,gordin
704,reif::A,барщараб,umo
705,reif::A,барщараб,heldu
706,lecker::A,тӏагӏамаб,goxo
707,süß::A,гьуинаб,goxo
708,bitter::A,кьогӏаб,karmin
709,bitter::A,кьогӏаб,garratz
710,sauer::A,цӏекӏаб,mingots
711,hell::A,канаб,argi
712,dunkel::A,бецӏаб,ilun
713,schwarz::A,чӏегӏераб,beltz
714,weiß::A,хъахӏаб,zuri
715,rot::A,багӏараб,gorri
716,gelb::A,гӏобилаб,hori
717,gelb::A,тӏогьилаб,hori
718,blau::A,хъахӏилаб,urdin
719,grün::A,гӏурччинаб,berde
720,grün::A,гӏурччинаб,musker
721,grau::A,накӏкӏуяб,urdin
722,grau::A,накӏкӏуяб,urdinabar
723,bunt::A,къвекӏаб,koloretsu
724,bunt::A,чара-гъараб,koloretsu
725,billig::A,учузаб,merke
726,teuer::A,хири́яб,garesti
727,wertvoll::A,къиматаб,baliotsu
728,blind::A,беццаб,itsu
729,taub::A,гъугъаб,gor
730,kräftig::A,гучаб,kementsu
731,stark::A,къуватаб,bizkor
732,stark::A,къуватаб,indartsu
733,schwach::A,гӏажизаб,ahul
734,schwach::A,гӏажизаб,indargabe
735,fett::A,кьарияб,gizen
736,schlank::A,чергесаб,lerden
737,hübsch::A,гьайбатаб,polit
738,böse::A,ракӏквешаб,tzar
739,böse::A,ракӏквешаб,gaizto
740,dumm::A,гьагаб,lelo
741,dumm::A,гьагаб,pello
742,dumm::A,гӏантаб,lelo
743,dumm::A,гӏантаб,pello
744,faul::A,кӏохӏалаб,nagi
745,faul::A,кӏохӏалаб,alfer
746,faul::A,кӏухӏа́лаб,nagi
747,faul::A,кӏухӏа́лаб,alfer
748,fleißig::A,хӏаракатаб,maratz
749,fleißig::A,хӏаракатаб,lanzale
750,geizig::A,къарумаб,zeken
751,geizig::A,къарумаб,zikoitz
752,klug::A,лумияб,zuhur
