,Concept_ID,tt,av
85,Eis::N,боз,цӏер
86,Frost::N,суык,замгьари
87,Frost::N,салкын,замгьари
88,Kälte::N,суык,квач
89,Kälte::N,салкын,квач
90,Hitze::N,эсселек,багӏари
91,Raureif::N,бәс,мартӏ
92,Raureif::N,сыкы,мартӏ
93,Regenbogen::N,салават күпере,нур
94,Regenbogen::N,салават күпере,чамбара
95,Donner::N,күкрәү,гъугъай
96,Donner::N,күкрәү,гъугъади
97,Strömung::N,агыш'агым,чвахи
98,Tropfen::N,тамчы,резел
99,Tropfen::N,тамчы,тӏинкӏ
100,Tropfen::N,тамчы,къатӏра
101,Tropfen::N,тамчы,тӏенкӏел
102,Schaum::N,күбек,полоп
103,Schmutz::N,пычрак,чороклъи
104,See::N,күл,хӏор
105,Sumpf::N,саз,хьуцӏ
106,Moor::N,торфлык,
107,Wiese::N,болын,мегъ
108,Wiese::N,болын,гӏурдаллъи
109,Wald::N,урман,рохь
110,Hügel::N,калку,гохӏ
111,Anhöhe::N,үр,сийитма
112,Berg::N,тау,мегӏер
113,Gipfel::N,оч,тӏогь
114,Höhle::N,мәгарә,нохъо
115,Abhang::N,кабырга,лабаллъи
116,Quelle::N,чишмә,ицц
117,Bach::N,елга,лъар
118,Fluss::N,дәрья,гӏор
119,Ufer::N,су кырые,рагӏал
120,Küste::N,яр буе,рагӏал
121,Festland::N,коры җир,ракь
122,Festland::N,коры җир,ракъдаллъи
123,Meer::N,диңгез,ралъад
124,Bucht::N,бухта,кӏветӏ
125,Bucht::N,култык,кӏветӏ
126,Insel::N,атау,чӏинкӏиллъи
127,Insel::N,утрау,чӏинкӏиллъи
128,Blume::N,чәчкә,тӏегь
129,Gras::N,үлән,хер
130,Wurzel::N,тамыр,кьибил
131,Baum::N,агач,гъветӏ
132,Stamm::N,кәүсә,рохти
133,Rinde::N,кабык,макъар
134,Ast::N,ботак,ноцӏ
135,Zweig::N,ботак,гӏаркьел
136,Zweig::N,тармак,гӏаркьел
137,Blatt::N,яфрак,тӏамах
138,Birke::N,каен,мах
139,Birke::N,каен,махигъветӏ
140,Kiefer[Baum]::N,нарат,накӏкӏигъветӏ
141,Weide[Baum]::N,тал,рицӏцӏ
142,Weide[Baum]::N,тал,рицӏцӏигъветӏ
143,Tanne::N,чыршы,ёлка
144,Horn::N,мөгез,лълъар
145,Feder::N,йон,хӏули
146,Fell::N,тире,тӏом
147,Fell::N,тире,цӏоко
148,Flügel::N,канат,кваркьи
149,Klaue::N,тырнак,галъ
150,Kralle::N,тырнак,квачӏ
151,Kralle::N,тырнак,катиквачӏ
152,Schwanz::N,койрык,рачӏ
153,Ei::N,күкәй,хоно
154,Ei::N,йомырка,хоно
155,Nest::N,оя,бусен
156,Bau::N,өн,каратӏ
157,Tier::N,хайван,хӏайван
158,Herde::N,көтү,рехъен
159,Herde::N,көтү,рехъед
160,Kuh::N,сыер,гӏака
161,Bulle::N,үгез,оц
162,Pferd::N,ат,чу
163,Schaf::N,сарык,чахъу
164,Schwein::N,дуңгыз,болъон
165,Hund::N,эт,гьой
166,Katze::N,песи,кету
167,Bär::N,аю,ци
168,Eichhörnchen::N,тиен,гвангва
169,Elch::N,поши,
170,Fuchs::N,төлке,цер
171,Hase::N,куян,гӏанкӏ
172,Maus::N,тычкан,гӏункӏкӏ
173,Wolf::N,бүре,бацӏ
174,Vogel::N,кош,хӏинчӏ
175,Schwarm::N,көтү,тӏел
176,Huhn::N,тавык,гӏанкӏу
177,Hahn::N,әтәч,хӏелеко
178,Gans::N,каз,хъаз
179,Adler::N,каракош,цӏум
180,Ente::N,үрдәк,ордек
181,Eule::N,ябалак,беццаруз
182,Kranich::N,торна,къункъра
183,Krähe::N,карга,гъеду
184,Kuckuck::N,күке,гагу
185,Kuckuck::N,кәккүк,гагу
186,Schwan::N,аккош,хӏанкъва
187,Fisch::N,балык,ччугӏа
188,Barsch::N,алабуга,окунь
189,Hecht::N,чуртан,щука
190,Schlange[Tier]::N,елан,борохь
191,Wurm::N,корт,хӏапара
192,Spinne::N,үрмәкүч,хъанхъра
193,Ameise::N,кырмыска,цӏунцӏра
194,Laus::N,бет,нацӏ
195,Mücke::N,черки,кӏкӏара
196,Mücke::N,озынборын,кӏкӏара
197,Fliege::N,чебен,тӏутӏ
198,Schmetterling::N,күбәләк,кӏалкӏучӏ
199,Beere::N,җиләк,
200,Apfel::N,алма,гӏеч
201,Pilz::N,гөмбә,гӏурдахӏан
202,Zwiebel::N,суган,кӏочӏопер
203,Zwiebel::N,суганбаш,кӏочӏопер
204,Saat::N,орлык,хьон
205,Korn::N,иген,мугь
206,Korn::N,орлык,мугь
207,Heu::N,печән,хер
208,Schale::N,кабык,хъал
209,Grube::N,баз,гвенд
210,Grube::N,чокыр,гвенд
211,Falle::N,тозак,къор
212,Falle::N,тозак,къотен
213,Falle::N,капкын,къор
214,Falle::N,капкын,къотен
215,Schlinge::N,элмәк,кӏичӏ
216,Spur::N,эз,лъалкӏ
217,Asche::N,көл,рахъу
218,Dreck::N,пычрак,гъиз
219,Dreck::N,пычрак,хӏарщ
220,Eisen::N,тимер,махх
221,Gold::N,алтын,месед
222,Silber::N,көмеш,гӏарац
223,Kohle::N,күмер,тӏурччи
224,Glas::N,пыяла,цӏер
225,Lehm::N,балчык,хӏатӏ
226,Sand::N,ком,сали
227,Mensch::N,адәм,чи
228,Mensch::N,инсан,чи
229,Mann::N,ир,бихьинчи
230,Frau::N,хатын,гӏадан
231,Kind::N,бала,лъимер
232,Junge::N,малай,вас
233,Mädchen::N,кыз,яс
234,Familie::N,гаилә,хъизан
235,Großvater::N,бабай,кӏудада
236,Großmutter::N,әби,кӏодо
237,Eltern::N,ата-ана,эбел-эмен
238,Vater::N,ата,эмен
239,Mutter::N,ана,эбел
240,Sohn::N,ул,вас
241,Tochter::N,кыз,яс
242,Bruder::N,кардәш,вац
243,Schwester::N,апа,яц
244,Schwester::N,сеңел,яц
245,Onkel::N,дәдә,даци
246,Onkel::N,дәдәй,даци
247,Tante::N,түти,ада
248,Tante::N,тәтәй,ада
249,Ehemann::N,ир,рос
250,Ehefrau::N,хатын,чӏужу
251,Freude::N,сөенеч,ракӏбохи
252,Gelächter::N,көлү,релъи
253,Gelächter::N,көлеш,релъи
254,Glück::N,бәхет,талихӏ
255,Glück::N,бәхет,талихӏ-рохел
256,Kummer::N,хәсрәт,хӏалкъай
257,Wunsch::N,теләк,къасд
258,Lust::N,теләк,гъира
259,Lust::N,теләү,гъира
260,Geist::N,рух,чӏанкӏ
261,Geist::N,рух,рухӏ-жан
262,Gedanke::N,уй,пикру
263,Gedanke::N,фикер,пикру
264,Gedächtnis::N,хәтер,
265,Verstand::N,акыл,лумалъи
266,Verstand::N,акыл,цӏодорлъи
267,Sinn::N,мәгънә,магӏна
268,Grund::N,сәбәп,багьана
269,Wahrheit::N,хак,ритӏухълъи
270,Gespräch::N,әңгәмә,накъит
271,Märchen::N,әкият,маргьа
272,Erzählung::N,хикәя,къиса
273,Nachricht::N,хәбәр,хабар
274,Neuigkeit::N,яңалык,хабар-гӏазаб
275,Name::N,исем,цӏар
276,Rätsel::N,табышмак,бицанкӏо
277,Rede::N,нотык,речь
278,Rede::N,нотык,калам
279,Sprache::N,тел,мацӏ
280,Stimme::N,тавыш,гьаракь
281,Wort::N,сүз,рагӏи
282,Zeichen::N,ишарә,ишара
283,Zeichen::N,ишарә,гӏаламат
284,Ruf::N,дәшү,ахӏи
285,Lärm::N,шау,хъуй
286,Lärm::N,шау,хъуди
287,Laut::N,аваз,гьаракь
288,Laut::N,аваз,сас
289,Ton::N,шалтырату,
290,Lied::N,җыр,кечӏ
291,Ruhe::N,тынлык,рахӏат
292,Leute::N,халык,гӏадамал
293,Volk::N,халык,халкъ
294,Arbeit::N,эш,хӏалтӏи
295,Arbeit::N,хезмәт,хӏалтӏи
296,Gast::N,кунак,гьобол
297,Geschenk::N,бүләк,сайигъат
298,Spiel::N,уен,хӏай
299,Spiel::N,уен,расанди
300,Gesellschaft::N,җәмгыять,жамагӏат
301,Hilfe::N,ярдәм,кумек
302,Hilfe::N,булышлык,кумек
303,Freund::N,дус,гьудул
304,Kamerad::N,иптәш,гьалмагъ
305,Angelegenheit::N,эш,къваригӏел
306,Anzahl::N,микъдар,рикӏкӏен
307,Art::N,төр,жинс
308,Stück::N,кисәк,кесек
309,Teil::N,өлеш,пай
310,Hälfte::N,ярым,бащдаб
311,Kreis::N,түгәрәк,гор
312,Kreuz::N,хач,хъанч
313,Kreuz::N,тәре,хъанч
314,Linie::N,сызык,мухъ
315,Strich::N,сызык,хӏучч
316,Abstand::N,ара,манзил
317,Entfernung::N,ераклык,манзил
318,Gegend::N,урын,рахъ
319,Platz::N,бушлык,бакӏ
320,Ort::N,урын,бакӏ
321,Seite::N,як,рахъ
322,Mitte::N,урта,бакьулъбакӏ
323,Gegenstand::N,нәрсә,жо
324,Sache::N,нәрсә,жо
325,Rand::N,чит,мицӏир
326,Kante::N,кырый,рагӏал
327,Kante::N,кырый,рагӏа-ракьан
328,Ecke::N,почмак,цили
329,Spitze::N,оч,тӏогь
330,Ende::N,азак,кӏал
331,Loch::N,тишек,каратӏ
332,Winkel::N,почмак,
333,Muster::N,парча,накъиш
334,Größe::N,зурлык,кӏодо́лъи
335,Länge::N,озынлык,халалъи
336,Höhe::N,биеклек,борхалъи
337,Gewicht::N,авырлык,бакӏлъи
338,Menge::N,микъдар,
339,Haufen::N,өем,гъуни
340,Reihe::N,рәт,ирга́
341,Boot::N,каек,раса
342,Boot::N,көймә,раса
343,Ruder::N,ишкәк,раххан
344,Schlitten::N,чана,чанагъ
345,Ski::N,чаңгы,лыжаби
346,Lagerfeuer::N,костёр,цӏа
347,Last::N,йөк,бакӏлъи
348,Gang::N,йөреш,хьвади
349,Gang::N,йөреш,хьвада-чӏвади
350,Schritt::N,адым,гали
351,Norden::N,төньяк,шимал
352,Süden::N,көньяк,юг
353,Süden::N,көньяк,къибла
354,Westen::N,көнбатыш,гъарб
355,Westen::N,көнбатыш,магъриб
356,Osten::N,шәрык,шаркъ
357,Osten::N,шәрык,машрикъ
358,Osten::N,көнчыгыш,шаркъ
359,Osten::N,көнчыгыш,машрикъ
360,Holz::N,агач,цӏул
361,Brett::N,такта,хъарщи
362,Platte::N,плитә,къоно
363,Stütze::N,таяу,
364,Stange::N,колга,гӏер
365,Stock::N,таяк,тӏил
366,Stab::N,таяк,гӏер
367,Rohr::N,торба,турба
368,Haus::N,өй,ригь
369,Haus::N,өй,рукъзал
370,Haus::N,йорт,ригь
371,Haus::N,йорт,рукъзал
372,Heim::N,гаилә,рукъ
373,Heim::N,нәсел,рукъ
374,Ofen::N,мич,печь
375,Fußboden::N,идән,чӏабар
376,Tisch::N,өстәл,стол
377,Stuhl::N,утыргыч,бакӏу
378,Wiege::N,бишек,кини
379,Bett::N,ятак,кровать
380,Bett::N,урын-җир,кровать
381,Regal::N,киштә,хъарщи
382,Regal::N,шүрлек,хъарщи
383,Kiste::N,әрҗә,ящик
384,Kiste::N,әрҗә,тӏалагъуд
385,Fenster::N,тәрәзә,гордо
386,Tür::N,ишек,нуцӏа
387,Tor::N,капка,каву
388,Zaun::N,койма,раци
389,Dach::N,түбә,тӏох
390,Leiter::N,баскыч,мали
391,Besen::N,себерке,жул
392,Spaten::N,көрәк,бел
393,Schaufel::N,көрәк,раххан
394,Gabel::N,чәннечке,гӏучӏ
395,Löffel::N,кашык,гъуд
396,Messer::N,пычак,нус
397,Nagel::N,кадак,магӏ
398,Netz::N,челтәр,гьин
399,Haken::N,ыргак,гъанцӏа
400,Griff::N,тотка,гӏоркь
401,Schloss::N,йозак,кӏулал
402,Bild::N,рәсем,сурат
403,Bild::N,картина,сурат
404,Figur::N,сын,
405,Figur::N,фигура,
406,Puppe::N,курчак,нани
407,Beutel::N,луза,таргьа
408,Bündel::N,бәйләм,къай
409,Tasche::N,букча,сумка
410,Tasche::N,букча,къвачӏа
411,Eimer::N,чиләк,ведро
412,Deckel::N,капкач,тӏалъел
413,Deckel::N,капкач,дадитӏалъел
414,Geschirr::N,савыт-саба,цӏарагӏ
415,Geschirr::N,кашык-аяк,цӏарагӏ
416,Sack::N,капчык,хъап
417,Sack::N,капчык,къандалъо
418,Tasse::N,чынаяк,чашка
419,Topf::N,чүлмәк,хьаг
420,Kessel::N,казан,хьаг
421,Kessel::N,казан,гереги
422,Essen::N,ашау,тӏагӏам
423,Nahrung::N,азык,квен
424,Nahrung::N,тәгам,квен
425,Nahrung::N,ашамлык,квен
426,Speise::N,ризык,квен
427,Fleisch::N,ит,гьан
428,Getreide::N,ашлык,бугӏа-ролъ
429,Getreide::N,ашлык,могьолабл_культураби
430,Brei::N,ботка,карщ
431,Brot::N,ипи,чед
432,Brot::N,икмәк,чед
433,Scheibe::N,телем,мочӏу
434,Fett::N,май,беэнлъи
435,Butter::N,май,нах
436,Öl::N,май,нах
437,Salz::N,тоз,цӏам
438,Suppe::N,шулпа,чурпа
439,Honig::N,бал,гьоцӏо
440,Milch::N,сөт,рахь
441,Tee::N,чәй,чай
442,Leder::N,күн,тӏом
443,Wolle::N,йон,квас
444,Stoff::N,тукыма,ххам
445,Nadel::N,энә,рокӏкӏен
446,Faden::N,җеп,кун
447,Knopf::N,төймә,маргъал
448,Knoten::N,төен,гарацӏ
449,Farbe::N,буяу,релъен
450,Kleidung::N,кием,ретӏел
451,Hemd::N,күлмәк,гурде
452,Kragen::N,яка,габур
453,Ärmel::N,җиң,къвал
454,Hose::N,чалбар,тӏажу
455,Gürtel::N,билбау,рачел
456,Mütze::N,бүрек,тӏагъур
457,Schuh::N,башмак,
458,Stiefel::N,итек,этек
459,Stiefel::N,итек,чакма
460,Ring::N,балдак,баргъич
461,Band::N,тасма,лента
462,Kamm::N,тарак,гьоркьо
463,Spiegel::N,көзге,матӏу
464,Riemen::N,каеш,рижу
465,Schnur::N,бау,
466,Leine::N,тезген,
467,Decke::N,юрган,одея́ло
468,Kissen::N,мендәр,къандалъо
469,Tuch::N,яулык,квархьи
470,Handtuch::N,сөлгә,беркӏалрацӏцӏ
471,Kraft::N,егәр,гуч
472,Kraft::N,егәр,къуват
473,Kraft::N,дәрман,гуч
474,Kraft::N,дәрман,къуват
475,Stärke::N,көч,хӏалкӏвей
476,Stärke::N,дәрман,хӏалкӏвей
477,Gesundheit::N,саулык,сахлъи́
478,Krankheit::N,чир,унти
479,Krankheit::N,чир,щокълъи
480,Krankheit::N,хаста,унти
481,Krankheit::N,хаста,щокълъи
482,Krankheit::N,сырхау,унти
483,Krankheit::N,сырхау,щокълъи
484,Schmerz::N,авырту,унти
485,Wunde::N,яра,ругъун
486,Wunde::N,җәрәхәт,ругъун
487,Fieber::N,бизгәк,цӏа-кан
488,Arznei::N,дару,дару
489,Brücke::N,күпер,кьо
490,Brunnen::N,кое,гъуй
491,Weide::N,утлавык,рицӏцӏ
492,Weide::N,утлавык,лъичӏирма
493,Weide::N,утлавык,гӏурдаллъи
494,Weide::N,утлавык,ри́цӏигъветӏ
495,Weide::N,утлавык,рицӏцӏигъветӏ
496,Pfad::N,сукмак,сухъмахъ
497,Weg::N,юл,нух
498,Straße::N,урам,нух
499,Dorf::N,авыл,росу
500,Stadt::N,шәһәр,шагьар
501,Brief::N,хат,кагъат
502,Brief::N,хат,рисалат
503,Buch::N,китап,тӏехь
504,Buchstabe::N,хәреф,хӏарп
505,Zeitung::N,газет,газет
506,Zeitung::N,газета,газет
507,Leben::N,гомер,яшав
508,Leben::N,тормыш,яшав
509,Leben::N,тереклек,яшав
510,Tod::N,үлем,хвел
511,Grab::N,гүр,хоб
512,Grab::N,кабер,хоб
513,Kirche::N,чиркәү,килиса
514,Sünde::N,язык,хӏакъ
515,Sünde::N,язык,мунагь
516,Sünde::N,гөнаһ,хӏакъ
517,Sünde::N,гөнаһ,мунагь
518,Gott::N,алла,бичас
519,Gott::N,алла,аллагь
520,Gott::N,ходай,бичас
521,Gott::N,ходай,аллагь
522,Arbeiter::N,эшче,хӏалтӏухъан
523,Chef::N,башлык,хӏаким
524,Chef::N,башлык,начальник
525,Meister::N,оста,устар
526,Meister::N,оста,мастер
527,Meister::N,оста,махщалилав
528,Arzt::N,врач,жайрахӏ
529,Arzt::N,табиб,жайрахӏ
530,Lehrer::N,укытучы,мугӏалим
531,Lehrer::N,мөгаллим,мугӏалим
532,Geld::N,акча,гӏарац
533,Geschäft::N,эш,
534,Laden::N,кибет,тукен
535,Laden::N,магазин,тукен
536,Preis::N,бәя,багьа
537,Preis::N,бәһа,багьа
538,Ware::N,товар,къайи
539,Nutzen::N,файда,мунпагӏат
540,Reichtum::N,байлык,бечелъи
541,Welt::N,дөнья,дуниял
542,Land::N,ил,улка
543,Land::N,ил,икълим
544,Staat::N,дәүләт,пачалихъ
545,König::N,патша,пача
546,König::N,патша,малик
547,König::N,патша,къирал
548,König::N,патша,падишагь
549,Macht::N,хакимият,кверщел
550,Grenze::N,чик,гӏорхъи
551,Krieg::N,сугыш,рагъ
552,Feind::N,дошман,тушман
553,Gewalt::N,көчләү,зулму
554,Kampf::N,көрәш,къеркьей
555,Bogen[Waffe]::N,җәя,газаргъо
556,Pfeil::N,ук,чӏор
557,Gewehr::N,мылтык,туманкӏ
558,Fehler::N,хата,гъалатӏ
559,Lüge::N,ялган,гьереси
560,Schaden::N,зыян,зиян
561,Schaden::N,зыян,зарал
562,Schaden::N,зарар,зиян
563,Schaden::N,зарар,зарал
564,Unglück::N,бәла,балагь
565,Schuld::N,гаеп,гӏайиб
566,Alter::N,яшь,гӏумру
567,Schluss::N,ахыр,ахир
568,Zeit::N,заман,заман
569,Tag::N,көн,къо
570,Morgen::N,иртә,радалмех
571,Mittag::N,өйлә,къадемех
572,Abend::N,кич,релъедамех
573,Nacht::N,төн,сордо
574,Woche::N,атна,анкь
575,Monat::N,ай,моцӏ
576,Jahr::N,ел,сон
577,Jahr::N,ел,лъагӏел
578,Frühling::N,яз,их
579,Sommer::N,җәй,рии
580,Herbst::N,көз,хасалихълъи
581,Winter::N,кыш,кьин
582,Januar::N,гыйнвар,январь
583,Februar::N,февраль,февра́ль
584,März::N,март,март
585,April::N,апрель,апрель
586,Mai::N,май,май
587,Juni::N,июнь,июнь
588,Juli::N,июль,июль
589,August::N,август,август
590,September::N,сентябрь,сентябрь
591,Oktober::N,октябрь,октябрь
592,November::N,ноябрь,ноябрь
593,Dezember::N,декабрь,декабрь
594,Montag::N,дүшәмбе,итни
595,Dienstag::N,сишәмбе,талат
596,Mittwoch::N,чәршәмбе,арбагӏ
597,Donnerstag::N,атнакич,хамиз
598,Donnerstag::N,пәнҗешәмбе,хамиз
599,Freitag::N,җомга,рузман
600,Samstag::N,шимбә,щамат
601,Sonntag::N,якшәмбе,гьатӏан
602,groß::A,зур,кӏудияб
603,klein::A,кечкенә,гьитӏинаб
604,lang::A,озын,халатаб
605,kurz::A,кыска,къокъаб
606,breit::A,киң,гӏебаб
607,schmal::A,кысык,къваридаб
608,dicht::A,куе,ризаб
609,dick[Gegenstand]::A,калын,бицатаб
610,dünn::A,нечкә,тӏеренаб
611,fein::A,нәзакәтле,тӏеренаб
612,fest::A,нык,къвакӏараб
613,flach::A,яссы,чӏепараб
614,flach::A,ялпак,чӏепараб
615,glatt::A,шома,цӏвакараб
616,hart::A,каты,кьварараб
617,weich::A,йомшак,тамахаб
618,rund::A,түгәрәк,гургинаб
619,spitz::A,очлы,бегӏераб
620,scharf::A,үткен,рекӏараб
621,stumpf::A,үтмәс,тӏехӏараб
622,stumpf::A,үтмәс,рекӏинчӏеб
623,schwer::A,салмак,бакӏаб
624,schön::A,гүзәл,берцинаб
625,heiß::A,эссе,лагьараб
626,warm::A,җылы,хинаб
627,kalt::A,суык,квачараб
628,kalt::A,салкын,квачараб
629,kühl::A,салкынча,квачараб
630,frisch::A,салкынча,цӏияб
631,feucht::A,юеш,рагьараб
632,nass::A,дымлы,би́ччараб
633,trocken::A,коры,бакъвараб
634,voll::A,тулы,
635,leer::A,буш,чӏобогояб
636,offen::A,ачык,рагьараб
637,geschlossen::A,йомык,рахараб-къараб
638,sauber::A,пакь,бацӏцӏадаб
639,sauber::A,чиста,бацӏцӏадаб
640,schmutzig::A,керле,гъизараб
641,schmutzig::A,пычрак,гъизараб
642,roh::A,чи,хамаб
643,roh::A,чи,гӏатӏгояб
644,reif::A,өлгергән,барщараб
645,lecker::A,тәмле,тӏагӏамаб
646,süß::A,татлы,гьуинаб
647,bitter::A,ачы,кьогӏаб
648,sauer::A,әче,цӏекӏаб
649,hell::A,якты,канаб
650,dunkel::A,кара,бецӏаб
651,schwarz::A,кара,чӏегӏераб
652,weiß::A,ак,хъахӏаб
653,rot::A,кызыл,багӏараб
654,gelb::A,сары,гӏобилаб
655,gelb::A,сары,тӏогьилаб
656,blau::A,күк,хъахӏилаб
657,grün::A,яшел,гӏурччинаб
658,grau::A,соры,накӏкӏуяб
659,bunt::A,чуар,къвекӏаб
660,bunt::A,чуар,чара-гъараб
661,billig::A,арзан,учузаб
662,teuer::A,хаклы,хири́яб
663,wertvoll::A,кыйммәтле,къиматаб
664,blind::A,сукыр,беццаб
665,blind::A,күзсез,беццаб
666,taub::A,чукрак,гъугъаб
667,taub::A,саңгырау,гъугъаб
668,kräftig::A,егәрле,гучаб
669,stark::A,нык,къуватаб
670,stark::A,базык,къуватаб
671,schwach::A,зәгыйфь,гӏажизаб
672,fett::A,симез,кьарияб
673,schlank::A,нәзек,чергесаб
674,hübsch::A,чибәр,гьайбатаб
675,böse::A,усал,ракӏквешаб
676,dumm::A,акылсыз,гьагаб
677,dumm::A,акылсыз,гӏантаб
678,faul::A,ялкау,кӏохӏалаб
679,faul::A,ялкау,кӏухӏа́лаб
680,faul::A,иренчәк,кӏохӏалаб
681,faul::A,иренчәк,кӏухӏа́лаб
682,fleißig::A,тырыш,хӏаракатаб
683,fleißig::A,тырышучан,хӏаракатаб
684,geizig::A,саран,къарумаб
685,klug::A,акыллы,лумияб
686,geschickt::A,маһир,махщел бугев
687,lieb::A,сөекле,гӏазизаб
688,lustig::A,күңелле,кепаб
689,sanft::A,басынкы,хӏалимаб
690,sanft::A,басынкы,хӏере́наб
691,hungrig::A,ач,бакъараб
692,krank::A,чирле,щокъаб
693,krank::A,чирле,унтараб
694,krank::A,сырхау,щокъаб
695,krank::A,сырхау,унтараб
696,nackt::A,шәрә,гӏицӏаб
697,nackt::A,шәрә,чӏанкӏараб
698,traurig::A,ямансу,пашманаб
699,lebendig::A,тере,чӏагояб
700,gut::A,яхшы,лъикӏаб
701,schlecht::A,начар,къадараб
702,richtig::A,дөрес,битӏараб
703,schlimm::A,әшәкә,нажасаб
704,schlimm::A,әшәкә,къабихӏаб
705,wahr::A,чып-чын,хӏакъаб
706,wahr::A,чып-чын,битӏараб
707,alt::A,иске,басрияб
708,neu::A,яңа,цӏияб
709,ehemalig::A,элекке,цебе́госеб
710,alt[Lebewesen]::A,карт,хераб
711,jung::A,яшь,тӏинчӏаб
712,jung::A,яшь,гӏолохъанаб
713,arm::A,фәкыйрь,пакъираб
714,reich::A,бай,бечедаб
715,bekannt::A,таныш,лъалеб
716,berühmt::A,атаклы,машгьураб
717,fremd::A,ят,чияр
718,verschieden::A,төрле,батӏи-батӏияб
719,nah::A,якын,гӏагарда бугеб
720,fern::A,ерак,рикӏкӏадаб
721,linker::A,сул,квегӏаб
722,rechter::A,уң,кваранаб
723,anderer::A,бүтән,батӏияб
724,erster::A,беренче,тӏоцебесеб
725,zweiter::A,икенче,кӏиабилеб
726,dritter::A,өченче,лъабабилеб
727,letzter::A,ахыргы,ахирисеб
728,allein::ADV,ялгыз,ялгъузго
729,auf einmal::ADV,бердән,цихӏинтӏаго
730,zusammen::ADV,бергә,цойида
731,lange::ADV,озак,
732,plötzlich::ADV,искәрмәстән,цойидасанго
733,sofort::ADV,хәзер,гьебсагӏат
734,später::ADV,соңрак,
735,jetzt::ADV,хәзер,гьанже
736,heute::ADV,бүген,жакъа
737,morgen::ADV,иртәгә,метер
738,bald::ADV,тиздән,гьабсагӏаталъ
739,dann::ADV,аннары,цинги
740,gestern::ADV,кичә,сон
741,einst::ADV,берчак,цин
742,damals::ADV,ул вакытта,гьебмехалъ
743,damals::ADV,ул вакытта,гьебмехалда
744,damals::ADV,ул чакта,гьебмехалъ
745,damals::ADV,ул чакта,гьебмехалда
746,danach::ADV,да,цинги
747,danach::ADV,да,хадуса
748,vorher::ADV,элек,цебе
749,zuerst::ADV,башта,тӏоцебе
750,einmal::ADV,бер,цинцӏул
751,einmal::ADV,бер,цихӏин
752,einmal::ADV,бер,цоцӏул
753,einmal::ADV,бер мәртәбә,цинцӏул
