,Concept_ID,xal,mn
450,Netz::N,гөлм,өөш
451,Netz::N,гөлм,тор
452,Haken::N,дегә,гох
453,Griff::N,иш,иш
454,Griff::N,иш,сэнж
455,Griff::N,бәрүл,иш
456,Griff::N,бәрүл,сэнж
457,Schloss::N,оньс,цуурга
458,Schloss::N,оньс,цоож
459,Bild::N,зург,зураг
460,Figur::N,фигур,баримал
461,Puppe::N,наадһа,хүүхэлдэй
462,Beutel::N,мишг,агсаа
463,Beutel::N,мишг,уут
464,Bündel::N,багла,боодол
465,Bündel::N,боодһа,боодол
466,Tasche::N,сумк,цүнх
467,Eimer::N,суулһ,хөнөг
468,Eimer::N,суулһ,хувин
469,Deckel::N,бүркәсн,таг
470,Deckel::N,бүркәсн,хавхаг
471,Geschirr::N,сав,сав суулга
472,Geschirr::N,сав-сарх,сав суулга
473,Sack::N,мишг,шуудай
474,Tasse::N,ааһ,аяга
475,Topf::N,кастрюль,тогоо
476,Kessel::N,хәәсн,тогоо
477,Essen::N,зоогллһн,идээ
478,Nahrung::N,теҗәл,хүнс
479,Speise::N,хот,идээ
480,Fleisch::N,махн,мах
481,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,будаа
482,Brei::N,хаш,богшмол
483,Brei::N,хаш,будаа
484,Brot::N,өдмг,талх
485,Scheibe::N,зүсм,зүсэм
486,Scheibe::N,зүсм,хэрчим
487,Fett::N,өөкн,өөх
488,Butter::N,тосн,тос
489,Öl::N,тосн,тос
490,Salz::N,давсн,давс
491,Suppe::N,шөлн,шөл
492,Honig::N,бал,бал
493,Milch::N,үсн,сүү
494,Tee::N,цә,цай
495,Leder::N,арсн,арьс
496,Leder::N,арсн,савхи
497,Wolle::N,утцн,ноос
498,Wolle::N,утцн,унгас
499,Wolle::N,эд,ноос
500,Wolle::N,эд,унгас
501,Stoff::N,эд,бөс
502,Nadel::N,зүн,зүү
503,Faden::N,утцн,боолт
504,Faden::N,утцн,утас
505,Knopf::N,товч,товч
506,Knoten::N,зәңгдә,зангилаа
507,Farbe::N,будг,будаг
508,Kleidung::N,хувцн,хувцас
509,Kleidung::N,хувц-хунр,хувцас
510,Hemd::N,киилг,цамц
511,Kragen::N,зах,зах заам
512,Ärmel::N,ханцн,ханцуй
513,Hose::N,шалвур,өмд
514,Gürtel::N,бүс,бүс
515,Mütze::N,махла,малгай
516,Mütze::N,махла,бүрх
517,Schuh::N,башмгуд,туфли
518,Stiefel::N,һосн,гутал
519,Ring::N,билцг,бөгж
520,Band::N,лент,тууз
521,Kamm::N,сам,сам
522,Spiegel::N,толь,толь
523,Riemen::N,бүс,тасам
524,Riemen::N,бүс,сур
525,Schnur::N,деесн,татлага
526,Leine::N,бурнтг,оосор
527,Leine::N,нохан көтлвр,оосор
528,Decke::N,көнҗл,хөнжил
529,Decke::N,көнҗл,хучлага
530,Kissen::N,дер,дэр
531,Tuch::N,альчур,алчуур
532,Tuch::N,альчур,даавуу
533,Handtuch::N,полотенц,алчуур
534,Handtuch::N,һар-нүүрин альчур,алчуур
535,Kraft::N,күчн,чадал
536,Kraft::N,күчн,хүч
537,Stärke::N,чидл,эрч
538,Stärke::N,чидл,тэнхээ
539,Gesundheit::N,эрүл-менд,бие
540,Gesundheit::N,эрүл-менд,эрүүл мэнд
541,Krankheit::N,өвчн,эмгэг
542,Schmerz::N,өвдлһн,өвчин
543,Wunde::N,шав,шарх
544,Fieber::N,безг,халуун
545,Arznei::N,эм,эм
546,Brücke::N,тагт,гүүр
547,Brunnen::N,худг,худаг
548,Weide::N,малын идг,бэлчээр
549,Pfad::N,цувг,жим
550,Pfad::N,цувг,зөрөг
551,Weg::N,хаалһ,зам
552,Weg::N,хаалһ,харгуй
553,Straße::N,зам,зам
554,Straße::N,зам,харгуй
555,Dorf::N,хотн,тосгон
556,Dorf::N,хотн,гацаа
557,Stadt::N,балһсн,хот
558,Brief::N,бичг,захидал
559,Brief::N,бичг,захиа
560,Buch::N,дегтр,ном
561,Buch::N,дегтр,бичиг
562,Buchstabe::N,үзг,үсэг
563,Zeitung::N,газет,сонин
564,Leben::N,җирһл,амь
565,Leben::N,җирһл,амьдрал
566,Tod::N,үкл,үхэл
567,Tod::N,өңгрлһн,үхэл
568,Grab::N,оршалһна нүкн,булш
569,Kirche::N,чонҗ,сүм
570,Sünde::N,нүл,нүгэл
571,Sünde::N,нүл,хилэнц
572,Sünde::N,килнц,нүгэл
573,Sünde::N,килнц,хилэнц
574,Gott::N,бурхн,бурхан
575,Arbeiter::N,көдлмшч,ажилчин
576,Arbeiter::N,көдлмшч,хөдөлмөрчин
577,Chef::N,толһач,дарга
578,Meister::N,урн,дархан
579,Arzt::N,эмч,эмч
580,Lehrer::N,багш,багш
581,Geld::N,мөңгн,цаас
582,Geld::N,мөңгн,мөнгө
583,Geschäft::N,көдлмш,наймаа
584,Laden::N,лавк,дэлгүүр
585,Preis::N,үн,үнэ
586,Ware::N,эд-тавр,таваар
587,Ware::N,эд-тавр,бараа
588,Nutzen::N,олз,ашиг
589,Reichtum::N,зөөр,баялаг
590,Welt::N,орчлң,дэлхий
591,Welt::N,орчлң,орчлон
592,Welt::N,делкә,дэлхий
593,Welt::N,делкә,орчлон
594,Land::N,орн-нутг,улс
595,Land::N,орн-нутг,орон
596,Staat::N,государств,төр
597,Staat::N,государств,гүрэн
598,König::N,хан,ван
599,Macht::N,йосн,засаг
600,Grenze::N,меҗә,хил
601,Krieg::N,дән,дайн
602,Feind::N,дәәсн,дайсан
603,Gewalt::N,күч һарһлһн,хүчирхэх
604,Kampf::N,ноолдан,тэмцэл
605,Kampf::N,ноолдан,байлдаан
606,Kampf::N,бәрлдлһн,тэмцэл
607,Kampf::N,бәрлдлһн,байлдаан
608,Bogen[Waffe]::N,саадг,нум
609,Pfeil::N,сумн,годил
610,Pfeil::N,сумн,сум
611,Gewehr::N,бу,буу
612,Fehler::N,алдг,эндэл
613,Fehler::N,алдг,алдаа
614,Lüge::N,худл,худал
615,Schaden::N,хорлт,хор
616,Schaden::N,хорлт,хөнөөл
617,Unglück::N,гүрм,гай
618,Unglück::N,гүрм,гамшиг
619,Schuld::N,гем,гэм
620,Schuld::N,гем,буруу
621,Schuld::N,буру,гэм
622,Schuld::N,буру,буруу
623,Alter::N,насн,нас
624,Schluss::N,чилгч,эцэс
625,Schluss::N,чилгч,төгсгөл
626,Zeit::N,цаг,цаг
627,Tag::N,өдр,өдөр
628,Morgen::N,өрүн,өглөө
629,Mittag::N,үд,үд
630,Abend::N,асхн,үдэш
631,Nacht::N,сө,шөнө
632,Woche::N,долан хонг,долоо хоног
633,Monat::N,сар,сар
634,Jahr::N,җил,жил
635,Frühling::N,хавр,хавар
636,Sommer::N,зун,зун
637,Herbst::N,намр,намар
638,Winter::N,үвл,өвөл
639,Januar::N,январь,нэгдүгээр сар
640,Februar::N,февраль,хоёрдугаар сар
641,März::N,март,гуравдугаар сар
642,März::N,моһа сар,гуравдугаар сар
643,April::N,апрель,дөрөвдүгээр сар
644,Mai::N,май,тавдугаар сар
645,Juni::N,июнь,зургаадугаар сар
646,Juni::N,мөчн сар,зургаадугаар сар
647,Juli::N,июль,долдугаар сар
648,August::N,август,наймдугаар сар
649,September::N,һаха сар,есдүгээр сар
650,Oktober::N,октябрь,аравдугаар сар
651,November::N,ноябрь,арван нэгдүгээр сар
652,November::N,үкр сар,арван нэгдүгээр сар
653,Dezember::N,бар сар,арван хоёрдугаар сар
654,Montag::N,понедельник,даваа
655,Dienstag::N,вторник,мягмар
656,Mittwoch::N,среда,лхагва
657,Mittwoch::N,үлмҗ өдр,лхагва
658,Donnerstag::N,четверг,пүрэв
659,Donnerstag::N,пүрвә өдр,пүрэв
660,Freitag::N,пятниц,баасан
661,Samstag::N,суббот,бямба
662,Sonntag::N,нарн өдр,ням
663,Sonntag::N,воскресень,ням
664,groß::A,ик,их
665,groß::A,ик,том
666,klein::A,бичкн,бага
667,klein::A,бичкн,жаахан
668,lang::A,ут,урт
669,kurz::A,оһтр,охор
670,kurz::A,оһтр,богино
671,breit::A,өргн,өргөн
672,schmal::A,уутьхн,уйтан
673,schmal::A,уутьхн,нарийн
674,dicht::A,нигт,нягт
675,dicht::A,нигт,чигжүү
676,dick[Gegenstand]::A,зузан,зузаан
677,dünn::A,нимгн,нимгэн
678,fein::A,нәрхн,нарийн
679,fest::A,бат,бөх
680,fest::A,бат,хатуу
681,flach::A,хавтха,хавтгай
682,glatt::A,тегш,цагаан
683,glatt::A,тиньгр,цагаан
684,hart::A,хату,хатуу
685,weich::A,җөөлн,зөөлөн
686,weich::A,җөөлкн,зөөлөн
687,rund::A,төгрг,дугуй
688,rund::A,төгрг,дугариг
689,spitz::A,шовһр,шовх
690,spitz::A,шовһр,шовгор
691,scharf::A,хурц,хурц
692,scharf::A,хурц,иртэй
693,stumpf::A,мука,мохоо
694,schwer::A,күнд,хүнд
695,schön::A,сәәхн,гуа
696,schön::A,сәәхн,сайхан
697,heiß::A,халун,халуун
698,warm::A,дулан,дулаан
699,kalt::A,киитн,хүйтэн
700,kühl::A,серүн,сэрүүн
701,frisch::A,серүн,эрүүл
702,frisch::A,серүн,жихүүн
703,feucht::A,чиигтә,чийгтэй
704,nass::A,чиигтә,нойтон
705,trocken::A,хагсу,хатсан
706,voll::A,дүүрң,дүүрэн
707,leer::A,сул,хоосон
708,leer::A,хоосн,хоосон
709,offen::A,секәтә,онгорхой
710,geschlossen::A,хаалһата,битүү
711,geschlossen::A,хаалһата,хаалтай
712,sauber::A,цевр,цэвэр
713,sauber::A,цевр,хиргүй
714,schmutzig::A,киртә,бохир
715,schmutzig::A,киртә,хиртэй
716,roh::A,түүкә,түүхий
717,reif::A,болсн,болсон
718,lecker::A,әмтәхн,амттай
719,süß::A,әмтәхн,амттай
720,süß::A,әмтәхн,чихэрлэг
721,bitter::A,һашун,гашуун
722,bitter::A,һашута,гашуун
723,sauer::A,ишклң,эсгэлэн
724,hell::A,герлтә,гэгээн
725,hell::A,герлтә,гэрэлтэй
726,dunkel::A,харңһу,бараан
727,dunkel::A,харңһу,харанхуй
728,schwarz::A,хар,хар
729,weiß::A,цаһан,цагаан
730,rot::A,улан,улаан
731,gelb::A,шар,шар
732,blau::A,көк,хөх
733,blau::A,көк,цэнхэр
734,grün::A,көк,ногоон
735,grau::A,бор,орог
736,grau::A,бор,саарал
737,bunt::A,алг,эрээн
738,bunt::A,эрәтә,эрээн
739,billig::A,кимд,хямд
740,teuer::A,үнтә,үнэтэй
741,wertvoll::A,үнтә,үнэт
742,wertvoll::A,эрднь,үнэт
743,blind::A,сохр,сохор
744,taub::A,дүлә,чих хатуу
745,kräftig::A,күчтә,чийрэг
746,stark::A,чаңһ,хүчтэй
747,stark::A,чаңһ,чадалтай
748,schwach::A,күчн тату,сул
749,fett::A,тарһн,тарган
750,fett::A,тарһн,голигор
751,schlank::A,эццн,голшиг
752,hübsch::A,көркхн,сайхан
753,hübsch::A,көркхн,хөөрхөн
754,böse::A,уурта,муу
755,böse::A,уурта,хортой
756,dumm::A,тенг,тэнэг
757,faul::A,залху,залхуу
758,fleißig::A,кинән,чармайлтгай
759,fleißig::A,кинмһә,чармайлтгай
760,geizig::A,ховдг,харамч
761,klug::A,ухата,цэцэн
762,geschickt::A,чадмг,дүйтэй
763,lieb::A,эңкр,хайрт
764,lustig::A,сергмҗтә,цэнгэлтэй
765,lustig::A,җирһлтә,цэнгэлтэй
766,sanft::A,номһн,наалинхай
767,hungrig::A,өлн,өлөн
768,hungrig::A,өлн,өлссөн
769,hungrig::A,харһнсн,өлөн
