,Concept_ID,tr,mhr
284,Lust::N,heves,ку́мыл
285,Geist::N,tin,ӧрт
286,Geist::N,tin,чон
287,Gedanke::N,fikir,ой
288,Gedanke::N,fikir,шоныма́ш
289,Gedanke::N,düşünce,ой
290,Gedanke::N,düşünce,шоныма́ш
291,Gedächtnis::N,bellek,шарныма́ш
292,Verstand::N,zekâ,уш
293,Sinn::N,anlam,смысл
294,Grund::N,sebep,ама́л
295,Wahrheit::N,doğruluk,чын
296,Wahrheit::N,gerçeklik,чын
297,Gespräch::N,görüşme,мутланыма́ш
298,Märchen::N,masal,йома́к
299,Erzählung::N,öykü,ойлыма́ш
300,Erzählung::N,hikâye,ойлыма́ш
301,Nachricht::N,haber,увертарыма́ш
302,Neuigkeit::N,haber,уве́р
303,Name::N,ad,лӱм
304,Name::N,isim,лӱм
305,Rätsel::N,bilmece,ту́што
306,Rede::N,söylev,ойлыма́ш
307,Rede::N,konuşma,ойлыма́ш
308,Sprache::N,dil,йы́лме
309,Sprache::N,lisan,йы́лме
310,Stimme::N,ses,йӱк
311,Wort::N,kelime,ой
312,Wort::N,kelime,мут
313,Zeichen::N,işaret,ти́ште
314,Zeichen::N,işaret,знак
315,Ruf::N,çağırma,ӱжма́ш
316,Lärm::N,şamata,лӱшкыма́ш
317,Lärm::N,şamata,йӱк-йӱа́н
318,Lärm::N,gürültü,лӱшкыма́ш
319,Lärm::N,gürültü,йӱк-йӱа́н
320,Laut::N,ses,йӱк
321,Ton::N,ses,йӱксе́м
322,Lied::N,türkü,му́ро
323,Ruhe::N,sakinlik,ты́мык
324,Leute::N,halk,еҥ-влак
325,Leute::N,insanlar,еҥ-влак
326,Volk::N,ulus,ка́лык
327,Volk::N,millet,ка́лык
328,Arbeit::N,iş,паша́
329,Arbeit::N,çalışma,паша́
330,Gast::N,konuk,уна́
331,Gast::N,misafir,уна́
332,Geschenk::N,hediye,пӧле́к
333,Geschenk::N,armağan,пӧле́к
334,Spiel::N,oyun,мо́дыш
335,Spiel::N,oyun,модма́ш
336,Gesellschaft::N,çevre,тӱшка́
337,Gesellschaft::N,arkadaşlık,тӱшка́
338,Hilfe::N,yardım,по́лыш
339,Freund::N,dost,таҥ
340,Freund::N,dost,йолта́ш
341,Freund::N,arkadaş,таҥ
342,Freund::N,arkadaş,йолта́ш
343,Kamerad::N,arkadaş,таҥ
344,Angelegenheit::N,iş,паша́
345,Angelegenheit::N,husus,паша́
346,Anzahl::N,sayı,чот
347,Art::N,çeşit,вид
348,Stück::N,tane,ка́тыш
349,Stück::N,tane,ла́стык
350,Stück::N,parça,ка́тыш
351,Stück::N,parça,ла́стык
352,Teil::N,kısım,ужа́ш
353,Hälfte::N,yarı,пел
354,Hälfte::N,yarı,пе́ле
355,Kreis::N,daire,ты́ртыш
356,Kreuz::N,haç,ыре́с
357,Linie::N,hat,ли́ний
358,Linie::N,çizgi,ли́ний
359,Strich::N,çizgi,коре́ш
360,Abstand::N,aralık,кокла́
361,Entfernung::N,mesafe,тора́
362,Entfernung::N,mesafe,ку́жыт
363,Entfernung::N,uzaklık,тора́
364,Entfernung::N,uzaklık,ку́жыт
365,Gegend::N,yöre,кунде́м
366,Platz::N,yer,ку́мдык
367,Ort::N,yer,вер
368,Ort::N,yer,о́лмо
369,Seite::N,yan,ӧ́рдыж
370,Seite::N,taraf,ӧ́рдыж
371,Mitte::N,orta,покше́л
372,Mitte::N,merkez,покше́л
373,Gegenstand::N,şey,наста́
374,Sache::N,iş,наста́
375,Sache::N,şey,наста́
376,Rand::N,kenar,тӱр
377,Kante::N,kenar,тӱр
378,Ecke::N,köşe,лук
379,Spitze::N,uç,вуй
380,Spitze::N,baş,вуй
381,Ende::N,uç,муча́ш
382,Loch::N,oyuk,рож
383,Loch::N,delik,рож
384,Winkel::N,köşe,лук
385,Muster::N,örnek,пеза́к
386,Muster::N,örnek,узо́р
387,Muster::N,örnek,ӱ́лгӧ
388,Größe::N,büyüklük,кӱ́кшыт
389,Länge::N,uzunluk,ку́тыш
390,Höhe::N,yükseklik,кӱ́кшыт
391,Gewicht::N,ağırlık,не́лыт
392,Menge::N,miktar,чот
393,Haufen::N,küme,кы́шыл
394,Haufen::N,yığın,кы́шыл
395,Reihe::N,sıra,рада́м
396,Boot::N,kayık,пуш
397,Boot::N,sandal,пуш
398,Ruder::N,kürek,эшка́к
399,Schlitten::N,kızak,тер
400,Schlitten::N,kızak,изде́р
401,Ski::N,kayak,е́че
402,Lagerfeuer::N,kamp ateşi,туло́то
403,Last::N,yük,нӧ́лтыш
404,Gang::N,gidiş,ошкылма́ш
405,Gang::N,yürüyüş,ошкылма́ш
406,Schritt::N,adım,о́шкыл
407,Norden::N,kuzey,йӱдйыма́л
408,Süden::N,güney,кечывалве́л
409,Westen::N,batı,касве́л
410,Osten::N,doğu,эрве́л
411,Holz::N,ağaç,пу
412,Holz::N,tahta,пу
413,Brett::N,tahta,оҥа́
414,Platte::N,levha,аста́р
415,Stütze::N,dayak,чара́к
416,Stütze::N,destek,чара́к
417,Stange::N,çubuk,лома́ш
418,Stock::N,sopa,тоя́
419,Stock::N,değnek,тоя́
420,Stab::N,sırık,вара́
421,Stab::N,sırık,кашта́
422,Stab::N,baston,вара́
423,Stab::N,baston,кашта́
424,Rohr::N,boru,пуч
425,Haus::N,ev,пӧрт
426,Heim::N,ev,мӧ́ҥгӧ
427,Heim::N,yurt,мӧ́ҥгӧ
428,Ofen::N,soba,комака́
429,Fußboden::N,taban,кӱва́р
430,Fußboden::N,döşeme,кӱва́р
431,Tisch::N,masa,ӱсте́л
432,Stuhl::N,iskemle,пӱке́н
433,Stuhl::N,sandalye,пӱке́н
434,Wiege::N,beşik,шепка́
435,Bett::N,yatak,ва́кшыш
436,Regal::N,raf,шӧ́рлык
437,Kiste::N,sandık,шо́ндык
438,Kiste::N,sandık,я́шлык
439,Fenster::N,pencere,окна́
440,Tür::N,kapı,омса́
441,Tor::N,kapı,капка́
442,Zaun::N,çit,сава́р
443,Dach::N,dam,леве́дыш
444,Dach::N,çatı,леве́дыш
445,Leiter::N,merdiven,тошка́лтыш
446,Besen::N,süpürge,ӱштерво́штыр
447,Spaten::N,bel,ко́льмо
448,Schaufel::N,kürek,сово́к
449,Schaufel::N,kürek,су́ско
450,Gabel::N,çatal,ви́лке
451,Löffel::N,kaşık,па́не
452,Löffel::N,kaşık,совла́
453,Messer::N,bıçak,кӱ́зӧ
454,Nagel::N,çivi,пуда́
455,Netz::N,ağ,вапш
456,Haken::N,çengel,са́гыле
457,Griff::N,kulp,кыл
458,Griff::N,tutamak,кыл
459,Schloss::N,kilit,кӧгӧ́н
460,Bild::N,imaj,сӱре́т
461,Bild::N,resim,сӱре́т
462,Figur::N,şekil,фигу́р
463,Figur::N,heykel,фигу́р
464,Puppe::N,kukla,курча́к
465,Beutel::N,kese,меша́к
466,Beutel::N,torba,меша́к
467,Bündel::N,deste,арша́ш
468,Tasche::N,çanta,сумка́
469,Eimer::N,kova,ведра́
470,Deckel::N,kapak,ко́мдыш
471,Geschirr::N,kap kacak,а́те
472,Sack::N,torba,куль
473,Sack::N,torba,меша́к
474,Tasse::N,fincan,чу́кыр
475,Tasse::N,fincan,чашка́
476,Topf::N,tencere,ми́ске
477,Kessel::N,kazan,под
478,Essen::N,yemek,ко́чкыш
479,Nahrung::N,gıda,ку́рго
480,Nahrung::N,besin,ку́рго
481,Speise::N,yemek,ко́чкыш
482,Fleisch::N,et,шыл
483,Getreide::N,tahıl,шу́рно
484,Getreide::N,hububat,шу́рно
485,Brei::N,ezme,пу́чымыш
486,Brot::N,ekmek,ки́нде
487,Scheibe::N,dilim,ка́тыш
488,Fett::N,yağ,коя́
489,Butter::N,tereyağı,ӱй
490,Öl::N,yağ,ӱй
491,Öl::N,akar yağ,ӱй
492,Salz::N,tuz,шинча́л
493,Suppe::N,çorba,шӱр
494,Honig::N,bal,мӱй
495,Milch::N,süt,шӧр
496,Tee::N,çay,чай
497,Leder::N,deri,сура́н
498,Leder::N,deri,шӱ́штӧ
499,Leder::N,meşin,сура́н
500,Leder::N,meşin,шӱ́штӧ
501,Wolle::N,yün,пун
502,Stoff::N,kumaş,куэ́м
503,Stoff::N,kumaş,посто́
504,Nadel::N,iğne,и́ме
505,Faden::N,tire,шӱ́ртӧ
506,Faden::N,iplik,шӱ́ртӧ
507,Knopf::N,düğme,по́лдыш
508,Knoten::N,düğüm,пышке́м
509,Farbe::N,boya,чия́
510,Kleidung::N,giyim,чие́м
511,Kleidung::N,giyim,вурге́м
512,Hemd::N,gömlek,ту́выр
513,Kragen::N,yaka,сога́
514,Ärmel::N,yen,шокш
515,Ärmel::N,elbise kolu,шокш
516,Hose::N,pantolon,йола́ш
517,Gürtel::N,kuşak,ӱ́штӧ
518,Mütze::N,bere,упш
519,Mütze::N,kasket,упш
520,Schuh::N,kundura,боти́нке
521,Schuh::N,ayakkabı,боти́нке
522,Stiefel::N,çizme,кем
523,Ring::N,yüzük,шерга́ш
524,Band::N,bağ,тасма́
525,Band::N,bağ,ле́нте
526,Band::N,şerit,тасма́
527,Band::N,şerit,ле́нте
528,Kamm::N,tarak,шерге́
529,Spiegel::N,ayna,вошто́нчыш
530,Riemen::N,kayış,кӱзанӱ́штӧ
531,Schnur::N,ip,кере́м
532,Schnur::N,ip,кандыра́
533,Schnur::N,sicim,кере́м
534,Schnur::N,sicim,кандыра́
535,Leine::N,kayış,вӱра́ҥ
536,Decke::N,örtü,леве́дыш
537,Decke::N,örtü,одея́л
538,Decke::N,yorgan,леве́дыш
539,Decke::N,yorgan,одея́л
540,Kissen::N,yastık,кӱ́пчык
541,Tuch::N,bez,шо́выч
542,Handtuch::N,havlu,со́лык
543,Kraft::N,güç,вий
544,Kraft::N,güç,куа́т
545,Kraft::N,kuvvet,вий
546,Kraft::N,kuvvet,куа́т
547,Stärke::N,kuvvet,куа́т
548,Stärke::N,kuvvet,карма́н
549,Gesundheit::N,sağlık,таза́лык
550,Krankheit::N,hastalık,чер
551,Schmerz::N,ağrı,ко́рштыш
552,Schmerz::N,sancı,ко́рштыш
553,Wunde::N,yara,су́сыр
554,Fieber::N,ateş,йӱштыму́ж
555,Fieber::N,ateş,лихора́дке
556,Arznei::N,ilâç,эм
557,Brücke::N,köprü,кӱва́р
558,Brunnen::N,kuyu,вӱдвыне́м
559,Brunnen::N,çeşme,вӱдвыне́м
560,Weide::N,otlak,нурше́р
561,Pfad::N,patika,йолго́рно
562,Pfad::N,patika,сокма́к
563,Pfad::N,keçiyolu,йолго́рно
564,Pfad::N,keçiyolu,сокма́к
565,Weg::N,yol,ко́рно
566,Straße::N,yol,ко́рно
567,Straße::N,cadde,ко́рно
568,Dorf::N,köy,ял
569,Stadt::N,kent,ола́
570,Stadt::N,şehir,ола́
571,Brief::N,mektup,се́рыш
572,Buch::N,kitap,книга́
573,Buchstabe::N,harf,буква́
574,Zeitung::N,gazete,газе́т
575,Leben::N,hayat,и́лыш
576,Tod::N,ölüm,колыма́ш
577,Grab::N,kabir,шӱга́р
578,Kirche::N,kilise,че́рке
579,Sünde::N,günah,су́лык
580,Gott::N,tanrı,ю́мо
581,Arbeiter::N,işçi,паша́зе
582,Chef::N,şef,тӧра́
583,Chef::N,müdür,тӧра́
584,Meister::N,usta,маста́р
585,Arzt::N,hekim,врач
586,Arzt::N,doktor,врач
587,Lehrer::N,hoca,ту́ныктышо
588,Lehrer::N,öğretmen,ту́ныктышо
589,Geld::N,para,окса́
590,Geschäft::N,ticaret,сатулыма́ш
591,Laden::N,dükkân,ке́выт
592,Preis::N,fiyat,ак
593,Ware::N,mal,сату́
594,Nutzen::N,fayda,пайда́
595,Reichtum::N,servet,поя́нлык
596,Reichtum::N,zenginlik,поя́нлык
597,Welt::N,dünya,тӱня́
598,Land::N,ülke,эл
599,Staat::N,devlet,кугыжа́ныш
600,König::N,kral,кугыжа́
601,Macht::N,kudret,власть
602,Macht::N,iktidar,власть
603,Grenze::N,had,грани́ца
604,Grenze::N,sınır,грани́ца
605,Krieg::N,savaş,сар
606,Feind::N,düşman,тушма́н
607,Gewalt::N,zor,виешлыма́ш
608,Gewalt::N,cebir,виешлыма́ш
609,Kampf::N,savaş,кредалма́ш
610,Bogen[Waffe]::N,yay,юҥе́ж
611,Pfeil::N,ok,пикш
612,Gewehr::N,tüfek,пыча́л
613,Fehler::N,hata,йо́ҥылыш
614,Fehler::N,yanlış,йо́ҥылыш
615,Lüge::N,yalan,шоя́к
616,Schaden::N,zarar,зия́н
617,Unglück::N,felâket,эҥге́к
618,Unglück::N,talihsizlik,эҥге́к
619,Schuld::N,suç,тита́к
620,Schuld::N,suç,йола́
621,Schuld::N,kabahat,тита́к
622,Schuld::N,kabahat,йола́
623,Alter::N,yaş,ийго́т
624,Schluss::N,son,муча́ш
625,Zeit::N,zaman,жап
626,Zeit::N,zaman,па́гыт
627,Tag::N,gün,ке́че
628,Morgen::N,sabah,эр
629,Mittag::N,öğle,кечыва́л
630,Abend::N,akşam,кас
631,Nacht::N,gece,йӱд
632,Woche::N,hafta,арня́
633,Monat::N,ay,ты́лзе
634,Jahr::N,yıl,ий
635,Jahr::N,sene,ий
636,Frühling::N,ilkbahar,шо́шо
637,Sommer::N,yaz,кеҥе́ж
638,Herbst::N,güz,шы́же
639,Herbst::N,sonbahar,шы́же
640,Winter::N,kış,те́ле
641,Januar::N,ocak,шоркыйол
642,Januar::N,ocak,идалыкву́й
643,Januar::N,ocak,янва́рь
644,Februar::N,şubat,пургыж
645,Februar::N,şubat,февра́ль
646,März::N,mart,ӱярня
647,März::N,mart,март
648,April::N,nisan,апре́ль
649,Mai::N,mayıs,ага
650,Mai::N,mayıs,май
651,Juni::N,haziran,пеледыш
652,Juni::N,haziran,ию́нь
653,Juli::N,temmuz,сӱрем
654,Juli::N,temmuz,ию́ль
655,August::N,ağustos,сорла
656,August::N,ağustos,агарма́н
657,August::N,ağustos,а́вгуст
658,September::N,eylül,идым
659,September::N,eylül,сентя́брь
660,Oktober::N,ekim,шыжа
661,Oktober::N,ekim,октя́брь
662,November::N,kasım,кылме тылзе
663,November::N,kasım,ноя́брь
664,Dezember::N,aralık,дека́брь
665,Montag::N,pazartesi,шо́чмо
666,Dienstag::N,salı,ку́шкыжмо
667,Mittwoch::N,çarşamba,вӱрге́че
668,Donnerstag::N,perşembe,изарня́
669,Freitag::N,cuma,кугарня́
670,Samstag::N,cumartesi,шуматке́че
671,Sonntag::N,pazar,рушарня́
672,groß::A,büyük,кугу́
673,klein::A,ufak,изи́
674,klein::A,küçük,изи́
675,lang::A,uzun,кужу́
676,kurz::A,kısa,кӱ́чык
677,breit::A,enli,кумда́
678,breit::A,geniş,кумда́
679,schmal::A,dar,а́ҥысыр
680,dicht::A,sık,ну́гыдо
681,dicht::A,yoğun,ну́гыдо
682,dick[Gegenstand]::A,kalın,кӱ́жгӧ
683,dick[Gegenstand]::A,iri,кӱ́жгӧ
684,dünn::A,ince,ви́чкыж
685,fein::A,ince,ты́гыде
686,fein::A,narin,ты́гыде
687,fest::A,sabit,чо́ткыдо
688,fest::A,sağlam,чо́ткыдо
689,flach::A,düz,лапка́
690,flach::A,yassı,лапка́
691,glatt::A,düz,яклака́
692,hart::A,katı,пе́ҥгыде
693,weich::A,yumuşak,пу́шкыдо
694,rund::A,yuvarlak,йырге́шке
695,spitz::A,sivri,коша́р
696,scharf::A,keskin,пӱ́сӧ
697,stumpf::A,kör,токма́к
698,schwer::A,ağır,не́ле
699,schön::A,güzel,сы́лне
700,heiß::A,kızgın,шо́кшо
701,warm::A,sıcak,ле́ве
702,kalt::A,soğuk,йӱ́штӧ
703,kühl::A,serin,юа́лге
704,kühl::A,serin,южгата́
705,frisch::A,taze,свежа́
706,feucht::A,nemli,вӱ́дыжгӧ
707,feucht::A,rutubetli,вӱ́дыжгӧ
708,nass::A,yaş,нӧ́рӧ
709,nass::A,ıslak,нӧ́рӧ
710,trocken::A,kuru,ку́кшо
711,voll::A,dolu,тич
712,voll::A,dolmuş,тич
713,leer::A,boş,яра́
714,offen::A,açık,виш
715,geschlossen::A,kapalı,пе́тырыме
716,geschlossen::A,kapalı,тӱ́чмӧ
717,sauber::A,pak,ару́
718,sauber::A,pak,янда́р
719,sauber::A,temiz,ару́
720,sauber::A,temiz,янда́р
721,schmutzig::A,pis,лавыра́н
722,schmutzig::A,pis,ла́выргыше
723,schmutzig::A,kirli,лавыра́н
724,schmutzig::A,kirli,ла́выргыше
725,roh::A,çiğ,кӱ́чымӧ
726,reif::A,olgun,лӧза́
727,lecker::A,lezzetli,ту́тло
728,süß::A,tatlı,ше́ре
729,süß::A,şekerli,ше́ре
730,bitter::A,acı,ко́чо
731,sauer::A,ekşi,шо́по
732,hell::A,aydınlık,во́лгыдо
733,dunkel::A,karanlık,пычке́мыш
734,schwarz::A,kara,шола́
735,schwarz::A,siyah,шола́
736,weiß::A,ak,ош
737,weiß::A,beyaz,ош
738,rot::A,kırmızı,йошка́р
739,gelb::A,sarı,сар
740,blau::A,mavi,ка́нде
