,Concept_ID,vep,ar
100,Kälte::N,vilu,برد
101,Hitze::N,räk,حر
102,Hitze::N,räk,حرارة
103,Raureif::N,hüde,صقيع
104,Regenbogen::N,jumalanbembel',قوس قزح
105,Donner::N,juru,رعد
106,Donner::N,jumalanjuru,رعد
107,Strömung::N,joksmuz,تيار
108,Tropfen::N,tilkuine,قطرة
109,Schaum::N,vaht,زبد
110,Schaum::N,vaht,رغوة
111,Schmutz::N,redu,وسخ
112,Schmutz::N,pačak,وسخ
113,See::N,järv,بحيرة
114,Sumpf::N,so,مستنقع
115,Moor::N,so,مستنقع
116,Wiese::N,nit,مرج
117,Wald::N,mec,غابة
118,Hügel::N,kukaz,تل
119,Anhöhe::N,kukaz,تل
120,Berg::N,mägi,جبل
121,Gipfel::N,ladv,قمة
122,Höhle::N,mägionduz,كهف
123,Abhang::N,paute,منحدر
124,Quelle::N,lähte,منبع
125,Bach::N,oja,مجرى
126,Fluss::N,jogi,نهر
127,Ufer::N,rand,ضفة
128,Küste::N,randišt,ساحل
129,Festland::N,kuivma,بر
130,Meer::N,meri,بحر
131,Bucht::N,laht,خليج
132,Insel::N,sar',جزيرة
133,Blume::N,änik,زهرة
134,Gras::N,hein,حشيش
135,Wurzel::N,jur',أصل
136,Baum::N,pu,شجرة
137,Stamm::N,tüvi,جذع
138,Rinde::N,kor',قشرة
139,Ast::N,oks,فرع
140,Zweig::N,oks,غصن
141,Zweig::N,barb,غصن
142,Blatt::N,lehtez,ورقة
143,Birke::N,koiv,قضبان
144,Kiefer[Baum]::N,pedai,صنوبرة
145,Weide[Baum]::N,raid,صفصاف
146,Tanne::N,kuz',شوح
147,Tanne::N,kuz',تبوب
148,Horn::N,sar'v,قرن
149,Feder::N,höuneh,ريشة
150,Fell::N,nahk,فرو
151,Flügel::N,suug,جناح
152,Klaue::N,künz',مخلب
153,Kralle::N,künz',مخلب
154,Schwanz::N,händ,ذيل
155,Ei::N,muna,بيض
156,Nest::N,peza,عش
157,Bau::N,uru,جحر
158,Tier::N,živat,حيوان
159,Herde::N,kogo,قطيع
160,Kuh::N,lehm,بقرة
161,Bulle::N,härg,ثور
162,Pferd::N,hebo,خيل
163,Schaf::N,lambaz,شاة
164,Schwein::N,siga,خنزير
165,Hund::N,koir,كلب
166,Katze::N,kaži,قطة
167,Bär::N,kondi,دب
168,Eichhörnchen::N,orav,سنجاب
169,Elch::N,hirb',موظ
170,Fuchs::N,reboi,ثعلب
171,Hase::N,jäniš,أرنب
172,Maus::N,hir',فأرة
173,Wolf::N,händikaz,ذئب
174,Vogel::N,lind,طير
175,Schwarm::N,parveh,سرب
176,Huhn::N,kana,دجاجة
177,Hahn::N,kukoi,ديك
178,Gans::N,hanh',وزة
179,Adler::N,orl,نسر
180,Ente::N,sorz,بطة
181,Eule::N,hir'pulo,بوم
182,Kranich::N,kurg,كركي
183,Krähe::N,variš,غراب
184,Kuckuck::N,kägi,وقواق
185,Schwan::N,joucen,إوز عراقي
186,Fisch::N,kala,سمك
187,Barsch::N,ahven,فرخ أوربي
188,Hecht::N,haug',سمك الكراكي
189,Schlange[Tier]::N,kü,حية
190,Schlange[Tier]::N,kü,ثعبان
191,Schlange[Tier]::N,mado,حية
192,Schlange[Tier]::N,mado,ثعبان
193,Wurm::N,mado,دودة
194,Spinne::N,hämähouk,عنكبوت
195,Ameise::N,murahaine,نملة
196,Laus::N,täi,قملة
197,Mücke::N,säs'k,ناموسة
198,Fliege::N,kärbhaine,ذبابة
199,Schmetterling::N,lipkaine,فراشة
200,Beere::N,marj,حبة
201,Apfel::N,jablok,تفاح
202,Pilz::N,sen',فطر
203,Pilz::N,babuk,فطر
204,Zwiebel::N,lauk,بصل
205,Saat::N,semned,زرع
206,Korn::N,jüvä,حبة
207,Korn::N,vill',حبة
208,Heu::N,hein,دريس
209,Schale::N,kor',قشرة
210,Grube::N,kop,نقرة
211,Falle::N,rida,فخ
212,Falle::N,rida,مصيدة
213,Schlinge::N,rihm,عروة
214,Spur::N,jäl'g,أثر
215,Asche::N,tuhk,رماد
216,Dreck::N,redu,قذر
217,Dreck::N,pačak,قذر
218,Eisen::N,raud,حديد
219,Gold::N,kuld,ذهب
220,Silber::N,hobed,فضة
221,Kohle::N,hil',فحم
222,Glas::N,stökol,زجاج
223,Lehm::N,savi,طين
224,Sand::N,lete,رمل
225,Mensch::N,mez',إنسان
226,Mensch::N,ristit,إنسان
227,Mann::N,mez',رجل
228,Frau::N,naine,امرأة
229,Kind::N,laps',طفل
230,Junge::N,poig,ولد
231,Junge::N,prihaine,ولد
232,Mädchen::N,neičukaine,بنت
233,Familie::N,kanz,عائلة
234,Familie::N,pereh,عائلة
235,Großvater::N,ded,جد
236,Großmutter::N,bab,جدة
237,Eltern::N,vanhembad,أبوان
238,Eltern::N,vanhembad,والدان
239,Eltern::N,kazvatajad,أبوان
240,Eltern::N,kazvatajad,والدان
241,Vater::N,tat,أب
242,Mutter::N,mam,أم
243,Sohn::N,poig,إبن
244,Tochter::N,tütär,بنت
245,Tochter::N,tütär,إبنة
246,Bruder::N,veik,أخ
247,Bruder::N,veik,شقيق
248,Bruder::N,vell',أخ
249,Bruder::N,vell',شقيق
250,Schwester::N,čiža,أخت
251,Schwester::N,sizar,أخت
252,Onkel::N,däd',عم
253,Tante::N,tädi,عمة
254,Ehemann::N,mužik,زوج
255,Ehefrau::N,ak,زوجة
256,Freude::N,ilo,فرح
257,Freude::N,ilo,سرور
258,Freude::N,ihastuz,فرح
259,Freude::N,ihastuz,سرور
260,Gelächter::N,nagr,قهقهة
261,Glück::N,oza,سعادة
262,Kummer::N,gor'a,غم
263,Wunsch::N,taht,منية
264,Lust::N,himo,شهوة
265,Geist::N,heng,روح
266,Gedanke::N,meletuz,فكرة
267,Gedächtnis::N,mušt,ذاكرة
268,Verstand::N,mel',عقل
269,Sinn::N,jüvä,معنى
270,Grund::N,sü,سبب
271,Wahrheit::N,tozi,حقيقة
272,Gespräch::N,lodu,محادثة
273,Gespräch::N,pagin,محادثة
274,Märchen::N,sarn,خرافة
275,Erzählung::N,sanutez,قصة
276,Erzählung::N,sanutez,حكاية
277,Nachricht::N,tedotuz,خبر
278,Neuigkeit::N,uzištuz,خبر جديد
279,Name::N,nimi,اسم
280,Rätsel::N,ozoitez,لغز
281,Rede::N,pagin,خطبة
282,Rede::N,sanad,خطبة
283,Sprache::N,kel',لغة
284,Stimme::N,än',صوت
285,Wort::N,sana,كلمة
286,Zeichen::N,znam,رمز
287,Zeichen::N,znam,إشارة
288,Ruf::N,kida,نداء
289,Ruf::N,kucund,نداء
290,Lärm::N,judu,صخب
291,Lärm::N,judu,ضجة
292,Laut::N,kulund,صوت
293,Ton::N,kulund,نغمة
294,Lied::N,pajo,أغنية
295,Ruhe::N,lebu,هدوء
296,Leute::N,rahvaz,ناس
297,Volk::N,rahvaz,شعب
298,Arbeit::N,tö,عمل
299,Arbeit::N,rad,عمل
300,Gast::N,adiv,ضيف
301,Geschenk::N,lahj,هدية
302,Spiel::N,vänd,لعب
303,Gesellschaft::N,sebr,صحبة
304,Hilfe::N,abu,عون
305,Hilfe::N,abu,مساعدة
306,Freund::N,sebranik,صديق
307,Kamerad::N,sebranik,زميل
308,Angelegenheit::N,azj,أمر
309,Angelegenheit::N,azj,شأن
310,Anzahl::N,lugu,عدد
311,Art::N,rod,نوع
312,Art::N,rodsugu,نوع
313,Stück::N,pala,قطعة
314,Stück::N,supal,قطعة
315,Teil::N,pala,قسم
316,Hälfte::N,pol',نصف
317,Kreis::N,ümbruz,دائرة
318,Kreis::N,kehkruz,دائرة
319,Kreuz::N,rist,صليب
320,Linie::N,pird,خط
321,Strich::N,pird,شرطة
322,Abstand::N,keskust,مسافة
323,Entfernung::N,matk,بعد
324,Gegend::N,taho,ناحية
325,Platz::N,avaruz',فراغ
326,Ort::N,koht,مكان
327,Seite::N,pol',جانب
328,Seite::N,kül'g,جانب
329,Mitte::N,kesk,وسط
330,Gegenstand::N,kalu,موضوع
331,Sache::N,azj,شيء
332,Rand::N,röun,حافة
333,Kante::N,röun,حافة
334,Ecke::N,saum,ركن
335,Spitze::N,agjaine,سن
336,Ende::N,agj,طرف
337,Loch::N,reig,ثقب
338,Winkel::N,čoga,زاوية
339,Winkel::N,saum,زاوية
340,Muster::N,kirjam,عينة
341,Größe::N,suruz',حجم
342,Länge::N,piduz,طول
343,Höhe::N,korktuz',علو
344,Höhe::N,korktuz',ارتفاع
345,Gewicht::N,jügu,وزن
346,Gewicht::N,vedäduz,وزن
347,Menge::N,äjüz',كمية
348,Haufen::N,kogo,كوم
349,Reihe::N,rivi,صف
350,Boot::N,veneh,قارب
351,Boot::N,veneh,زورق
352,Ruder::N,air,مجذاف
353,Schlitten::N,regi,مزلقة
354,Schlitten::N,regut,مزلقة
355,Ski::N,suks',زلاجة
356,Lagerfeuer::N,nodj,نار المخيم
357,Lagerfeuer::N,pažag,نار المخيم
358,Last::N,jüguz,حمل
359,Gang::N,astund,مشية
360,Schritt::N,hašk,خطوة
361,Norden::N,pohjoine,شمال
362,Süden::N,suvi,جنوب
363,Westen::N,päivlaskm,غرب
364,Osten::N,päivnouzm,شرق
365,Holz::N,pu,خشب
366,Brett::N,laud,لوح
367,Platte::N,keitim,صفيحة
368,Stütze::N,tugi,سند
369,Stütze::N,tugi,دعامة
370,Stange::N,arz',عود
371,Stock::N,kalu,عصا
372,Stab::N,seibaz,قضيب
373,Rohr::N,torv,أنبوبة
374,Haus::N,pert',دار
375,Haus::N,pert',بيت
376,Heim::N,kodi,بيت
377,Heim::N,kodi,مسكن
378,Ofen::N,päč,مدفأة
379,Fußboden::N,lava,أرضية
380,Tisch::N,laud,مائدة
381,Tisch::N,stal'c,مائدة
382,Stuhl::N,ištim,كرسي
383,Wiege::N,kätte,مهد
384,Bett::N,sija,سرير
385,Bett::N,magaduzsija,سرير
386,Regal::N,palič,رف
387,Kiste::N,mülütim,صندوق
388,Fenster::N,ikun,شباك
389,Fenster::N,ikun,نافذة
390,Tür::N,uks',باب
391,Tor::N,verai,بوابة
392,Zaun::N,aid,سياج
393,Dach::N,katuz,سطح
394,Leiter::N,pordhad,سلم
395,Besen::N,lud,مكنسة
396,Besen::N,vast,مكنسة
397,Spaten::N,labid,مسحاة
398,Schaufel::N,labid,مجرفة
399,Gabel::N,hangoine,شوكة
400,Löffel::N,luzik,ملعقة
401,Messer::N,veič,سكين
402,Nagel::N,nagl,مسمار
403,Netz::N,verk,شبكة
404,Haken::N,kouk,خطاف
405,Haken::N,kouk,صنارة
406,Griff::N,kägä,قبضة
407,Griff::N,varz',قبضة
408,Schloss::N,lukkol,قفل
409,Bild::N,kuva,صورة
410,Figur::N,figur,تمثال
411,Puppe::N,tätüine,دمية
412,Beutel::N,havad,كيس
413,Bündel::N,toppaz,ربطة
414,Bündel::N,käč,ربطة
415,Tasche::N,sumk,شنطة
416,Tasche::N,sumk,محفظة
417,Eimer::N,vädr,سطل
418,Eimer::N,vädr,جردل
419,Deckel::N,katuz,سداد
420,Geschirr::N,astii,أوان
421,Sack::N,havad,زكيبة
422,Tasse::N,čašk,فنجان
423,Topf::N,pada,قدر
424,Topf::N,pada,طنجرة
425,Kessel::N,katil,قدر
426,Kessel::N,katil,غلاية
427,Essen::N,sönd,طعام
428,Nahrung::N,söm,غذاء
429,Speise::N,sömine,أكل
430,Fleisch::N,liha,لحم
431,Getreide::N,vill',حبوب
432,Brei::N,pudr,عصيدة
433,Brot::N,leib,خبز
434,Scheibe::N,bibaleh,شريحة
435,Scheibe::N,šlik,شريحة
436,Fett::N,razv,سمن
437,Butter::N,voi,زبدة
438,Öl::N,voi,زيت
439,Salz::N,sol,ملح
440,Suppe::N,lem',حساء
441,Suppe::N,lem',شربة
442,Suppe::N,keitoz,حساء
443,Suppe::N,keitoz,شربة
444,Honig::N,mezi,عسل
445,Milch::N,maid,حليب
446,Tee::N,čai,شاي
447,Leder::N,nahk,جلد
448,Wolle::N,vill,صوف
449,Stoff::N,kangaz,قماش
450,Nadel::N,negl,إبرة
451,Faden::N,nit',خيط
452,Knopf::N,nübl',زر
453,Knoten::N,sol'm,عقدة
454,Farbe::N,muju,صبغة
455,Kleidung::N,sobad,ملابس
456,Hemd::N,paid,قميص
457,Kragen::N,kagluz,ياقة
458,Ärmel::N,hijam,كم
459,Hose::N,štanad,سروال
460,Hose::N,štanad,بنطلون
461,Gürtel::N,vö,حزام
462,Mütze::N,šapuk,طاقية
463,Schuh::N,keng',حذاء
464,Stiefel::N,sapug,جزمة
465,Stiefel::N,sapug,حذاء طويل
466,Ring::N,rengaz,حلقة
467,Band::N,lentaine,شريط
468,Kamm::N,suga,مشط
469,Spiegel::N,zerkol,مرآة
470,Riemen::N,vö,سير
471,Schnur::N,nor,حبل
472,Schnur::N,nor,دوبارة
473,Leine::N,talutimnor,قيد
474,Decke::N,sijakatuz,بطانية
475,Kissen::N,pöluz,وسادة
476,Tuch::N,paik,منديل
477,Handtuch::N,käzipaik,فوطة
478,Handtuch::N,käzipaik,منشفة
479,Kraft::N,vägi,قدرة
480,Stärke::N,vahvuz',قوة
481,Gesundheit::N,tervhuz,صحة
482,Krankheit::N,läžund,مرض
483,Schmerz::N,kibu,ألم
484,Schmerz::N,kibu,وجع
485,Wunde::N,čapatez,جرح
486,Fieber::N,säru,حمى
487,Arznei::N,zel'l',دواء
488,Brücke::N,sild,جسر
489,Brunnen::N,kaiv,بئر
490,Weide::N,omaluine,مرعى
491,Pfad::N,tehut,درب
492,Weg::N,te,سكة
493,Straße::N,te,طريق
494,Dorf::N,külä,قرية
495,Stadt::N,lidn,مدينة
496,Brief::N,kirjeine,خطاب
497,Brief::N,kirjeine,مكتوب
498,Buch::N,kirj,كتاب
499,Buchstabe::N,kirjam,حرف
500,Zeitung::N,lehtez,جريدة
501,Leben::N,elo,عيش
502,Leben::N,elo,حياة
503,Tod::N,surm,موت
504,Tod::N,surm,وفاة
505,Grab::N,kaum,قبر
506,Kirche::N,jumalanpert',كنيسة
507,Sünde::N,grähk,خطيئة
508,Gott::N,jumal,إله
509,Arbeiter::N,radnik,عامل
510,Chef::N,pämez',رئيس
511,Meister::N,mastar,أسطى
512,Arzt::N,lekar',طبيب
513,Lehrer::N,opendai,مدرس
514,Geld::N,rahad,نقود
515,Geschäft::N,biznes,صفقة
516,Laden::N,lauk,دكان
517,Preis::N,arv,سعر
518,Ware::N,tavar,بضاعة
519,Nutzen::N,liža,فائدة
520,Reichtum::N,kodielo,غنى
521,Reichtum::N,kodielo,ثروة
522,Reichtum::N,kal'huz',غنى
523,Reichtum::N,kal'huz',ثروة
524,Welt::N,mail'm,عالم
525,Welt::N,mail'm,دنيا
526,Land::N,ma,بلد
527,Staat::N,valdkund,دولة
528,König::N,kunigaz,ملك
529,Macht::N,vald,سلطة
530,Grenze::N,röun,حدود
531,Krieg::N,soda,حرب
532,Feind::N,vihanik,عدو
533,Feind::N,vastustai,عدو
534,Gewalt::N,vägivald,عنف
535,Kampf::N,tora,قتال
536,Bogen[Waffe]::N,taug,قوس
537,Pfeil::N,nol,سهم
538,Gewehr::N,oružj,بندقية
539,Fehler::N,viga,خطأ
540,Lüge::N,kelastuz,كذب
541,Schaden::N,pahuz',تلف
542,Unglück::N,bed,نحس
543,Unglück::N,gor'a,نحس
544,Schuld::N,värhuz',ذنب
545,Alter::N,igä,سن
546,Alter::N,igä,عمر
547,Schluss::N,lop,ختام
548,Schluss::N,lop,نهاية
549,Zeit::N,aig,وقت
550,Tag::N,päiv,يوم
551,Morgen::N,homendez,صباح
552,Mittag::N,keskpäiv,ظهر
553,Abend::N,eht,مساء
554,Nacht::N,ö,ليلة
555,Woche::N,nedal',أسبوع
556,Monat::N,ku,شهر
557,Jahr::N,voz',عام
558,Jahr::N,voz',سنة
559,Frühling::N,keväz',ربيع
560,Sommer::N,keza,صيف
561,Herbst::N,sügüz',خريف
562,Winter::N,tal'v,شتاء
563,Januar::N,viluku,يناير
564,Januar::N,viluku,كانون الثاني
565,Februar::N,uhoku,شباط
566,Februar::N,uhoku,فبراير
567,März::N,keväz'ku,آذار
568,März::N,keväz'ku,مارس
569,April::N,sulaku,نيسان
570,Mai::N,semendku,مايو
571,Juni::N,kezaku,يونيو
572,Juni::N,kezaku,حزيران
573,Juli::N,heinku,تموز
574,Juli::N,heinku,يوليو
575,August::N,eloku,آب
576,August::N,eloku,أغسطس
577,September::N,sügüz'ku,أيلول
578,September::N,sügüz'ku,سبتمبر
579,Oktober::N,reduku,أكتوبر
580,Oktober::N,reduku,تشرين الأول
581,November::N,kül'mku,نوفمبر
582,November::N,kül'mku,تشرين الثاني
583,Dezember::N,tal'vku,ديسمبر
584,Dezember::N,tal'vku,كانون الأول
585,Montag::N,ezmärg,يوم الاثنين
586,Dienstag::N,tožnarg,يوم الثلاثاء
587,Mittwoch::N,koumanz'päiv,يوم الأربعاء
588,Donnerstag::N,nellänz'päiv,يوم الخميس
589,Freitag::N,pätnič,يوم الجمعة
590,Freitag::N,videnz'päiv,يوم الجمعة
591,Samstag::N,sobat,يوم السبت
592,Sonntag::N,pühäpäiv,يوم الأحد
593,groß::A,sur',كبير
594,groß::A,järed,كبير
595,klein::A,pen',صغير
596,klein::A,pičuine,صغير
597,lang::A,pit'k,طويل
598,kurz::A,lühüd,قصير
599,breit::A,leved,واسع
600,schmal::A,kaid,ضيق
601,dicht::A,tihed,كث
602,dicht::A,tihed,كثيف
603,dick[Gegenstand]::A,paks,غليظ
604,dünn::A,hoik,رفيع
605,fein::A,hen,رقيق
606,fest::A,luja,متين
607,fest::A,ninev,متين
608,flach::A,lapak,سهل
609,flach::A,lapak,منبسط
610,glatt::A,siled,ناعم
611,hart::A,kova,صلب
612,hart::A,kova,جامد
613,weich::A,pehmed,لين
614,rund::A,kehker,مستدير
615,spitz::A,nügu,مدبب
616,spitz::A,terav,مدبب
617,scharf::A,terav,حاد
618,stumpf::A,tül'c,ثالم
619,schwer::A,jüged,ثقيل
620,schön::A,čoma,جميل
621,heiß::A,räk,حار
622,heiß::A,räk,ساخن
623,warm::A,läm',دافئ
624,kalt::A,vilu,بارد
625,kühl::A,raibak,قر
626,kühl::A,viluhk,قر
627,frisch::A,lahed,طازج
628,feucht::A,neps,رطب
629,feucht::A,toreh,رطب
630,nass::A,märg,مبلول
631,trocken::A,kuiv,جاف
632,voll::A,täuz',ملء
633,leer::A,joudai,خال
634,leer::A,joudai,فارغ
635,offen::A,avoin,مفتوح
636,offen::A,avol'jaine,مفتوح
637,geschlossen::A,saubaline,مغلق
638,sauber::A,puhtaz,نظيف
639,schmutzig::A,redukaz,قذر
640,roh::A,rohk,نيء
641,roh::A,toreh,نيء
642,reif::A,küps,ناضج
643,lecker::A,magukaz,لذيذ
644,süß::A,maged,حلو
645,bitter::A,karged,مر
646,sauer::A,muiged,حامض
647,hell::A,kirkas,نير
648,hell::A,valgei,نير
649,dunkel::A,pimed,مظلم
650,schwarz::A,must,أسود
651,weiß::A,vauged,أبيض
652,rot::A,rusked,أحمر
653,gelb::A,pakuine,أصفر
654,blau::A,sinine,أزرق
655,grün::A,vihand,أخضر
656,grau::A,hahk,رمادي
657,bunt::A,kirjav,ملوب
658,billig::A,odav,رخيص
659,teuer::A,kalliž,غال
660,wertvoll::A,arvokas,ثمين
661,blind::A,soged,أعمى
662,taub::A,kurdiž,أصم
663,taub::A,kurdiž,أطرش
664,kräftig::A,vägev,قوي
665,stark::A,vahv,قوي
666,stark::A,vägekaz,قوي
667,schwach::A,väll',ضعيف
668,fett::A,razvakaz,سمين
669,schlank::A,kapos,أهيف
670,hübsch::A,čoma,جميل
671,böse::A,äred,رديء
672,böse::A,käred,رديء
673,dumm::A,el'getoi,أبله
674,dumm::A,el'getoi,أحمق
675,faul::A,lašk,كسلان
676,fleißig::A,radonnavedii,مجتهد
677,geizig::A,ažlak,بخيل
678,klug::A,melev,ذكي
679,klug::A,melev,عاقل
680,klug::A,melekaz,ذكي
681,klug::A,melekaz,عاقل
682,geschickt::A,mahtokaz,ماهر
683,lieb::A,izo,عزيز
684,lieb::A,sula,عزيز
685,lustig::A,ilokaz,مرح
686,sanft::A,laskav,حليم
687,hungrig::A,näl'ghine,جائع
688,krank::A,läžui,مريض
689,nackt::A,alastoi,عار
690,traurig::A,opalahine,حزين
691,lebendig::A,eläb,حي
692,gut::A,hüvä,جيد
693,schlecht::A,huba,سيء
694,richtig::A,oiged,صحيح
695,schlimm::A,paha,خبيث
696,wahr::A,todesine,حق
697,alt::A,vanh,قديم
698,neu::A,uz',جديد
699,ehemalig::A,edeline,سابق
700,alt[Lebewesen]::A,ravaz,مسن
701,jung::A,nor',شاب
702,jung::A,nor',صغير
703,arm::A,gol'l',فقير
704,reich::A,elokaz,غني
705,bekannt::A,tutab,معلوم
706,berühmt::A,tetab,مشهور
707,fremd::A,veraz,أجنبي
708,verschieden::A,erazvuitte,مختلف
709,nah::A,läheline,قريب
710,fern::A,edahaine,بعيد
711,linker::A,hura,يسار
712,rechter::A,oiged,يمين
713,anderer::A,toine,آخر
714,erster::A,ezmäine,أول
715,zweiter::A,toine,ثان
716,dritter::A,koumanz',ثالث
717,letzter::A,jäl'gmäine,أخير
718,allein::ADV,üksnäze,وحده
719,auf einmal::ADV,ühten aigan,بالمرة
720,zusammen::ADV,ühtes,معا
721,lange::ADV,hätken,مدة طويلة
722,plötzlich::ADV,äkkid,فجأة
723,sofort::ADV,kerdalaz,حالا
724,sofort::ADV,kerdalaz,فورا
725,später::ADV,möhemba,فيما بعد
726,jetzt::ADV,nügüd',الآن
727,jetzt::ADV,nügüd',حاليا
728,heute::ADV,tämbei,اليوم
729,morgen::ADV,homen,غدا
730,bald::ADV,pigai,قريبا
731,dann::ADV,sid',ثم
732,gestern::ADV,eglai,أمس
733,gestern::ADV,eglai,البارحة
734,einst::ADV,ende,قديما
735,einst::ADV,kerdan,قديما
736,damals::ADV,siloi,حينئذ
737,danach::ADV,sid',ثم
738,danach::ADV,sid',بعد ذلك
739,vorher::ADV,ende,من قبل
740,vorher::ADV,ende,قبل ذلك
741,zuerst::ADV,ezmäi,أولا
742,einmal::ADV,kerdan,مرة
743,manchmal::ADV,erašti,أحيانا
744,oft::ADV,paksus,كثيرا
745,immer::ADV,kaiken,دائما
746,niemals::ADV,ei nikonz,لا أبدا
747,hier::ADV,täs,هنا
748,hier::ADV,tägä,هنا
749,hierhin::ADV,tänna,إلى هنا
750,von hier::ADV,täspäi,من هنا
751,von hier::ADV,sid'päi,من هنا
752,dort::ADV,sigä,هناك
753,dorthin::ADV,sinna,إلى هناك
754,dorthin::ADV,nakkale,إلى هناك
755,geradeaus::ADV,kohtha,إلى الأمام
756,vorwärts::ADV,edehe,إلى الأمام
757,rückwärts::ADV,sel'gin,إلى الوراء
758,zurück::ADV,tagaze,عودا
759,zurück::ADV,tagaze,إلى الخلف
760,unten::ADV,alahan,تحت
761,unten::ADV,alahan,في الأسفل
762,hinab::ADV,alaz,إلى تحت
763,hinab::ADV,alahaks,إلى تحت
764,oben::ADV,ülähän,فوق
765,oben::ADV,ülähän,في الأعلى
766,hinauf::ADV,ülez,إلى فوق
767,hinauf::ADV,ülez,إلى الأعلى
768,hinauf::ADV,ülähäks,إلى فوق
769,hinauf::ADV,ülähäks,إلى الأعلى
770,überall::ADV,kaikjal,في كل مكان
771,nicht::ADV,ei,لا
772,nicht::ADV,ei,لم
773,ein wenig::ADV,vähän,قليلا
774,kaum::ADV,habi,كاد لا
775,sehr::ADV,lujas,جدا
776,sehr::ADV,lujas,كثيرا
777,so::ADV,muga,كذا
778,so::ADV,muga,كذلك
779,so::ADV,ninga,كذا
780,so::ADV,ninga,كذلك
781,noch::ADV,völ,ما زال
782,nur::ADV,järg,فقط
783,nur::ADV,vaiše,فقط
784,schon::ADV,jo,قد
785,wieder::ADV,möst,من جديد
786,wieder::ADV,möst,مرة أخرى
787,vergebens::ADV,uhtei,عبثا
788,vor::PRP,edes,أمام
789,hinter::PRP,taga,خلف
790,hinter::PRP,taga,وراء
791,unter::PRP,al,تحت
792,durch::PRP,läbi,عبر
793,durch::PRP,läbi,خلال
794,durch::PRP,kal't,عبر
795,durch::PRP,kal't,خلال
796,neben::PRP,rindal,جنب
797,neben::PRP,rindal,بجانب
798,zwischen::PRP,keskes,بين
799,wegen::PRP,tagut,بسبب
800,dies::PRN,nece,هذا
