,Concept_ID,ta,ka
218,Frau::N,பெண்,ქალი
219,Kind::N,குழந்தை,ბავშვი
220,Junge::N,பையன்,ვაჟი
221,Mädchen::N,சிறுமி,გოგო
222,Familie::N,குடும்பம்,ოჯახი
223,Großvater::N,தாத்தா,პაპა
224,Großvater::N,தாத்தா,ბაბუა
225,Großmutter::N,பாட்டி,ბებია
226,Großmutter::N,பாட்டி,დიდედა
227,Eltern::N,பெற்றோர்,მშობლები
228,Vater::N,தந்தை,მამა
229,Mutter::N,தாய்,დედა
230,Sohn::N,மகன்,ვაჟიშვილი
231,Tochter::N,மகள்,ქალიშვილი
232,Bruder::N,சகோதரன்,ძმა
233,Schwester::N,அக்கா,და
234,Onkel::N,தாய் மாமன்,ბიძა
235,Tante::N,அத்தை,დეიდა
236,Tante::N,அத்தை,მამიდა
237,Ehemann::N,கணவன்,ქმარი
238,Ehefrau::N,மனைவி,ცოლი
239,Freude::N,கொண்டாட்டம்,სიხარული
240,Gelächter::N,சிரிப்பு,სიცილი
241,Glück::N,மகிழ்ச்சி,ბედნიერება
242,Kummer::N,துயரம்,მწუხარება
243,Wunsch::N,விருப்பம்,წადილი
244,Wunsch::N,விருப்பம்,სურვილი
245,Lust::N,விருப்பம்,წადილი
246,Geist::N,ஆன்மா,სული
247,Gedanke::N,எண்ணம்,ფიქრი
248,Gedächtnis::N,ஞாபகம்,მეხსიერება
249,Verstand::N,மனம்,ჭკუა
250,Verstand::N,மனம்,გონება
251,Sinn::N,அர்த்தம்,მნიშვნელობა
252,Grund::N,காரணம்,მიზეზი
253,Wahrheit::N,உண்நை,სიმართლე
254,Wahrheit::N,உண்நை,ჭეშმარიტება
255,Gespräch::N,பெசு,ბაასი
256,Gespräch::N,பெசு,საუბარი
257,Märchen::N,நம்பத்தகாத கதை,არაკი
258,Märchen::N,நம்பத்தகாத கதை,ზღაპარი
259,Erzählung::N,கதை,თქმულება
260,Nachricht::N,செய்தி,ცნობა
261,Nachricht::N,செய்தி,ამბავი
262,Neuigkeit::N,செய்தி,სიახლე
263,Name::N,பெயர்,სახელი
264,Rätsel::N,புதிர்,გამოცანა
265,Rede::N,பேச்சு,სიტყვა
266,Sprache::N,மொழி,ენა
267,Stimme::N,குரல்,ხმა
268,Wort::N,வார்த்தை,სიტყვა
269,Zeichen::N,குறி,ნიშანი
270,Ruf::N,அழைப்பு,ძახილი
271,Lärm::N,சத்தம்,ხმაური
272,Laut::N,ஒலி,ხმა
273,Laut::N,ஒலி,ბგერა
274,Ton::N,குரல்,ტონი
275,Lied::N,பாட்டு,სიმღერა
276,Ruhe::N,அமைதி,სიწყნარე
277,Leute::N,மக்கள்,ადამიანები
278,Volk::N,மக்கள்,ერი
279,Volk::N,மக்கள்,ხალხი
280,Arbeit::N,வேலை,მუშაობა
281,Gast::N,விருந்தாளி,სტუმარი
282,Geschenk::N,பரிசுப் பொருள்,საჩუქარი
283,Spiel::N,விளையாட்டு,თამაში
284,Gesellschaft::N,சமுதாயம்,საზოგადოება
285,Hilfe::N,உதவி,შველა
286,Hilfe::N,உதவி,დახმარება
287,Freund::N,நண்பன்,მეგობარი
288,Kamerad::N,உடனிருப்பவன்,ამხანაგი
289,Angelegenheit::N,செய்தி,საქმე
290,Anzahl::N,எண்ணிக்கை,ოდენობა
291,Art::N,வகை,სახეობა
292,Stück::N,துண்டம்,ნატეხი
293,Teil::N,பகுதி,წილი
294,Hälfte::N,பாதி,ნახევარი
295,Kreis::N,வட்டம்,წრე
296,Kreuz::N,சிலுவை,ჯვარი
297,Linie::N,கோடு,ხაზი
298,Strich::N,வாத நோய்,შტრიხი
299,Abstand::N,இடைவெளி,მანძილი
300,Entfernung::N,தூரம்,სიშორე
301,Gegend::N,வட்டாரம்,არე
302,Gegend::N,வட்டாரம்,მხარე
303,Platz::N,வெற்றிடம்,ფართობი
304,Ort::N,இடம்,ადგილი
305,Seite::N,பக்கம்,მხარე
306,Mitte::N,இடைப்பகுதி,შუა
307,Gegenstand::N,உருப்படி,საგანი
308,Sache::N,பொருள்,ნივთი
309,Rand::N,தொங்கு,კიდე
310,Kante::N,விளிம்பு,ნაწიბული
311,Ecke::N,மூலை,კუთხე
312,Spitze::N,முனை,წვეტი
313,Ende::N,முடிவு,ბოლო
314,Loch::N,துளை,ხვრელი
315,Winkel::N,கோணம்,კუთხე
316,Muster::N,பாங்கு,მოხატულობა
317,Größe::N,அளவு,ზომა
318,Größe::N,அளவு,სიდიდე
319,Länge::N,நீளம்,სიგრძე
320,Höhe::N,உயரம்,სიმაღლე
321,Gewicht::N,எடை,წონა
322,Menge::N,தொகை,რაოდენობა
323,Haufen::N,குவியல்,გროვა
324,Reihe::N,வரிசை,რიგი
325,Reihe::N,வரிசை,წყება
326,Boot::N,படகு,გემი
327,Ruder::N,துடுப்பு,ხოფი
328,Ruder::N,துடுப்பு,ნიჩაბი
329,Schlitten::N,சகடையிலா வண்டி,მარხილი
330,Ski::N,பனிச் சறுக்கல்,თხილამური
331,Lagerfeuer::N,மூட்டம்,კოცონი
332,Last::N,பாரம்,ტვირთი
333,Gang::N,நடை,სვლა
334,Schritt::N,காலடி,ბიჯი
335,Norden::N,வடக்கு,ჩრდილოეთი
336,Süden::N,தெற்கு,სამხრეთი
337,Westen::N,மேற்கு திசை,დასავლეთი
338,Osten::N,கிழக்கு,აღმოსავლეთი
339,Holz::N,மரக்கட்டை,ხე
340,Brett::N,பலகை,დაფა
341,Brett::N,பலகை,ფიცარი
342,Platte::N,பலகம்,თლილი ქვა
343,Stütze::N,அடைப்புகன்,საყრდენი
344,Stange::N,கம்பம்,ჭოკი
345,Stock::N,குச்சி,კეტი
346,Stab::N,கம்பு,ლატანი
347,Rohr::N,குழாய்,მილაკი
348,Haus::N,வீடு,სახლი
349,Heim::N,வீடு,ოჯახის კერა
350,Ofen::N,அடுப்பு,ღუმელი
351,Fußboden::N,தரை,იატაკი
352,Tisch::N,மேசை,სუფრა
353,Tisch::N,மேசை,მაგიდა
354,Stuhl::N,நாற்காலி,სკამი
355,Wiege::N,தொட்டில்,აკვანი
356,Bett::N,படுக்கை,საწოლი
357,Bett::N,படுக்கை,სარეცელი
358,Regal::N,அலமாரி,თაროები
359,Kiste::N,பெட்டி,ყუთი
360,Kiste::N,பெட்டி,სკივრი
361,Fenster::N,சாளரம்,ფანჯარა
362,Fenster::N,சாளரம்,სარკმელი
363,Tür::N,கதவு,ბჭე
364,Tür::N,கதவு,კარი
365,Tor::N,வாசற்கதவு,ჭიშკარი
366,Zaun::N,வேலி,ღობე
367,Zaun::N,வேலி,გალავანი
368,Dach::N,கூரை,სახურავი
369,Leiter::N,ஏணி,კიბე
370,Besen::N,விளக்குமாறு,ცოცხი
371,Spaten::N,மண்வெட்டி,ნიჩაბი
372,Schaufel::N,அடிதண்டா,ბარი
373,Gabel::N,முட்கரண்டி,ჩანგალი
374,Löffel::N,கரண்டி,კოვზი
375,Messer::N,கத்தி,დანა
376,Nagel::N,ஆணி,ლურსმანი
377,Netz::N,வலை,ბადე
378,Haken::N,கொக்கி,კავი
379,Haken::N,கொக்கி,კაუჭი
380,Griff::N,கைப்பிடி,ტარი
381,Schloss::N,பூட்டு,კლიტე
382,Schloss::N,பூட்டு,საკეტი
383,Bild::N,படம்,სურათი
384,Figur::N,எண்ணிக்கை,ფიგურა
385,Puppe::N,பொம்மை,თოჯინა
386,Beutel::N,பை,პარკი
387,Bündel::N,பொதி,გალა
388,Bündel::N,பொதி,ასხმა
389,Tasche::N,பை,ჩანთა
390,Eimer::N,வாளி,ჩამჩა
391,Deckel::N,உறை,ხუფი
392,Deckel::N,உறை,სარქველი
393,Geschirr::N,பாத்திரம்,ჭურჭელი
394,Sack::N,பை,ტომარა
395,Tasse::N,கிண்ணம்,ფინჯანი
396,Topf::N,பானை,ქოთანი
397,Kessel::N,கெண்டி,ქვაბი
398,Essen::N,உணவருந்துதல்,ჭამა
399,Nahrung::N,உணவு,საზრდო
400,Nahrung::N,உணவு,საკვები
401,Speise::N,உணவு வகை,საჭმელი
402,Fleisch::N,இறைச்சி,ხორცი
403,Getreide::N,மக்காச்சோளம்,მარცვლოვანი
404,Brei::N,கஞ்சி,ფაფა
405,Brot::N,ரொட்டி,პური
406,Scheibe::N,துண்டு,ნაჭერი
407,Fett::N,கொழுப்பு,ქონი
408,Fett::N,கொழுப்பு,ცხიმი
409,Butter::N,வெண்ணெய்,კარაქი
410,Öl::N,எண்ணெய்,ზეთი
411,Salz::N,உப்பு,მარილი
412,Suppe::N,ரசம்,სუფი
413,Honig::N,தேன்,თაფლი
414,Milch::N,பால்,რძე
415,Tee::N,தெனீர்,ჩაი
416,Leder::N,பதம் செய்யப்பட்ட தோல்,ტყავი
417,Wolle::N,கம்பளி,მატყლი
418,Stoff::N,துணி,ქსოვილი
419,Nadel::N,ஊசி,ნემსი
420,Faden::N,நூல்,ძაფი
421,Faden::N,நூல்,მკედი
422,Knopf::N,பொத்தான்,ღილი
423,Knoten::N,முடிச்சு,ნასკვი
424,Farbe::N,வண்ணக் குழம்பு,საღებავი
425,Kleidung::N,ஆடைகள்,ტანსაცმელი
426,Hemd::N,சட்டை,ხალათი
427,Hemd::N,சட்டை,პერანგი
428,Kragen::N,கழுத்துப் பட்டை,საყელო
429,Ärmel::N,சட்டைக்கை,სახელო
430,Hose::N,கால்சட்டை,შარვალი
431,Gürtel::N,பெல்ட்,ქამარი
432,Mütze::N,தொப்பி,ქუდი
433,Schuh::N,காலணி,ფეხსაცმელი
434,Stiefel::N,காலணி,ჩექმა
435,Ring::N,மோதிரம்,ბეჭედი
436,Band::N,நாடா,ბაფთი
437,Kamm::N,கீப்பு,სავარცხელი
438,Spiegel::N,ஆடி,სარკე
439,Spiegel::N,கண்ணாடி,სარკე
440,Riemen::N,வார்,ღვედი
441,Schnur::N,கயிறு,ლარი
442,Leine::N,தோல்வார்,ჯაჭვი
443,Decke::N,போர்வை,საბანი
444,Kissen::N,தலையணை,ბალიში
445,Tuch::N,துணி,მაუდი
446,Tuch::N,துணி,თავშალი
447,Handtuch::N,தண்டு,ხელსახოცი
448,Kraft::N,நிர்பந்தம்,ძალა
449,Stärke::N,பலம்,ღონე
450,Gesundheit::N,ஆரோக்கியம்,ჯანმრთელობა
451,Krankheit::N,நோய்,სენი
452,Krankheit::N,நோய்,ავადმყოფობა
453,Schmerz::N,வலி,ტკივილი
454,Wunde::N,காயம்,იარი
455,Wunde::N,காயம்,ჭრილობა
456,Fieber::N,காய்ச்சல்,ციება
457,Arznei::N,மருந்து,წამალი
458,Brücke::N,பாலம்,ხიდი
459,Brunnen::N,கேணி,ჭა
460,Weide::N,மேய்ச்சல் நிலம்,საძოვარი
461,Pfad::N,நடை வழி,ბილიკი
462,Weg::N,வழி,გზა
463,Straße::N,சாலை,შარაგზა
464,Dorf::N,கிராமம்,დაბა
465,Dorf::N,கிராமம்,სოფელი
466,Stadt::N,நகரம்,ქალაქი
467,Brief::N,கடிதம்,წერილი
468,Buch::N,புத்தகம்,წიგნი
469,Buchstabe::N,எழத்து,ასო
470,Zeitung::N,செய்தித்தாள்,გაზეთი
471,Leben::N,வாழ்க்கை,სიცოცხლე
472,Tod::N,மரணம்,სიკვდილი
473,Grab::N,சமாதி,სამარე
474,Grab::N,சமாதி,საფლავი
475,Kirche::N,தேவாலயம்,ეკლესია
476,Sünde::N,பாவம்,ცოდვა
477,Gott::N,கடவுள்,ღმერთი
478,Arbeiter::N,தொழிலாளி,მუშა
479,Chef::N,மேலாளர்,გამგე
480,Meister::N,தலைவன்,ოსტატი
481,Arzt::N,மருத்துவர்,ექიმი
482,Arzt::N,மருத்துவர்,მკურნალი
483,Lehrer::N,ஆசிரியர்,მასწავლებელი
484,Geld::N,பணம்,ფული
485,Geschäft::N,வாணிபம்,საქმე
486,Geschäft::N,வாணிபம்,ბიზნესი
487,Laden::N,கடை,დუქანი
488,Laden::N,கடை,მაღაზია
489,Preis::N,விலை,ფასი
490,Ware::N,சாமன்கள்,საქონელი
491,Nutzen::N,இலாபம்,ხეირი
492,Reichtum::N,சொத்து,სიმდიდრე
493,Welt::N,உலகம்,მსოფლიო
494,Land::N,நாடு,მხარე
495,Land::N,நாடு,ქვეყანა
496,Staat::N,நாடு,სახელმწიფო
497,König::N,அரசன்,მეფე
498,Macht::N,அதிகாரம்,ძლიერება
499,Grenze::N,எல்லை,ზღვარი
500,Krieg::N,போர்,ომი
501,Feind::N,எதிரி,მტერი
502,Gewalt::N,வன்முறை,სისასტიკე
503,Kampf::N,போராட்டம்,ბრძოლა
504,Bogen[Waffe]::N,வில்,მშვილდი
505,Pfeil::N,அம்பு,ისარი
506,Pfeil::N,அம்பு,მახვილი
507,Gewehr::N,துப்பாக்கி,თოფი
508,Gewehr::N,துப்பாக்கி,შაშხანა
509,Fehler::N,தவறு,შეცდომა
510,Lüge::N,பொய்,სიცრუე
511,Schaden::N,சேதாரம்,ვნება
512,Unglück::N,இடையூறு,ხიფათი
513,Unglück::N,இடையூறு,უბედურება
514,Schuld::N,குற்றம்,ბრალი
515,Alter::N,வயது,ასაკი
516,Schluss::N,முடிவு,ბოლო
517,Schluss::N,முடிவு,დასასრული
518,Zeit::N,காலம்,დრო
519,Tag::N,நாள்,დღე
520,Morgen::N,காலை நேரம்,დილა
521,Mittag::N,மதியம்,შუადღე
522,Abend::N,மாலைப் பொழுது,საღამო
523,Nacht::N,இரவு,ღამე
524,Woche::N,வாரம்,კვირა
525,Monat::N,மாதம்,თვე
526,Jahr::N,வருடம்,წელი
527,Frühling::N,வசந்தம்,გაზაფხული
528,Sommer::N,கோடை,ზაფხული
529,Herbst::N,இலையுதிர் காலம்,შემოდგომა
530,Winter::N,குளிர்காலம்,ზამთარი
531,Januar::N,ஜனவரி,იანვარი
532,Februar::N,பிபரவரி மாதம்,თებერვალი
533,März::N,மார்ச் மாதம்,მარტი
534,April::N,ஏப்ரல் மாதம்,აპრილი
535,Mai::N,மே மாதம்,მაისი
536,Juni::N,ஜூன் மாதம்,ივნისი
537,Juli::N,ஜூலை மாதம்,ივლისი
538,August::N,ஆகஸ்ட் மாதம்,აგვისტო
539,September::N,செப்டம்பர் மாதம்,სექტემბერი
540,Oktober::N,அக்டோபர் மாதம்,ოქტომბერი
541,November::N,நவம்பர் மாதம்,ნოემბერი
542,Dezember::N,டிசம்பர்,დეკემბერი
543,Montag::N,திங்கட் கிழமை,ორშაბათი
544,Dienstag::N,செவ்வாய்க்கிழமை,სამშაბათი
545,Mittwoch::N,புதன் கிழமை,ოთხშაბათი
546,Donnerstag::N,வியாழக் கிழமை,ხუთშაბათი
547,Freitag::N,வெள்ளிக்கிழமை,პარასკევი
548,Samstag::N,சனிக்கிழமை,შაბათი
549,Sonntag::N,ஞாயிறுக் கிழமை,კვირა
550,groß::A,பெரிய,დიდი
551,klein::A,சிறிய,მცირე
552,klein::A,சிறிய,პატარა
553,lang::A,நீண்ட,გრძელი
554,kurz::A,குட்டையான,მოკლე
555,breit::A,அகலமான,ფართო
556,breit::A,அகலமான,განიერი
557,schmal::A,குறுகலான,ვიწრო
558,schmal::A,குறுகலான,წვრილი
559,dicht::A,அடர்த்தியான,მჭიდრო
560,dick[Gegenstand]::A,தடித்த,სქელი
561,dünn::A,சன்னமான,წვრილი
562,fein::A,மெல்லிய,თხელი
563,fest::A,உறுதியாள,მყარი
564,flach::A,தட்டையான,ბრტყელი
565,glatt::A,வழுவழுப்பான,გლუ
566,hart::A,கடினமான,მაგარი
567,weich::A,மென்மையான,რბილი
568,rund::A,உருண்டையான,მრგვალი
569,spitz::A,திகந்தமாக,წვეტიანი
570,scharf::A,கூரான,მჭრელი
571,stumpf::A,உளம் திறந்த,ბლაგვი
572,schwer::A,கனமான,მძიმე
573,schön::A,அழகான,ლამაზი
574,heiß::A,சூடான,ცხელი
575,warm::A,இதமான,თბილი
576,kalt::A,குளிர்ச்சியான,ცივი
577,kühl::A,குளிர்ச்சியான,გრილი
578,frisch::A,சுத்தமான,სუფთა
579,feucht::A,ஈரமான,ნოტიო
580,nass::A,ஈரமான,სველი
581,trocken::A,உலர்ந்த,მშრალი
582,voll::A,நிரம்பிய,სავსე
583,leer::A,காலியான,ცარიელი
584,offen::A,திறந்த,ღია
585,offen::A,திறந்த,გაშლილი
586,geschlossen::A,மூடப்பட்ட,დახურული
587,sauber::A,சுத்தமான,სუფთა
588,sauber::A,சுத்தமான,წმინდა
589,schmutzig::A,அழக்கான,ტალახიანი
590,roh::A,கச்சா,უმი
591,reif::A,பழுத்த,მწიფე
592,lecker::A,சுவைமிக்க,გემრიელი
593,süß::A,இனிப்பான,ტკბილი
594,bitter::A,கசப்பான,მწარე
595,sauer::A,புளிப்பாக,მჟავე
596,hell::A,பளபளப்பான,ნათელი
597,dunkel::A,கருமையான,ბნელი
598,schwarz::A,கருப்பு வண்ண,შავი
599,weiß::A,வெண்மையன,თეთრი
600,rot::A,சிவப்பு,წითელი
601,gelb::A,மஞ்சள் வண்ணம்,ყვითელი
602,blau::A,நீல வண்ண,ლურჯი
603,blau::A,நீல வண்ண,ცისფერი
604,grün::A,பச்சை வண்ண,მწვანე
605,grau::A,சாம்பல் நிற,რუხი
606,grau::A,சாம்பல் நிற,ნაცრისფერი
607,bunt::A,வண்ண மயமான,ჭრელი
608,bunt::A,வண்ண மயமான,ფერადი
609,billig::A,மலிவான,იაფი
610,teuer::A,விலை அதிகமான,ძვირი
611,wertvoll::A,மதிப்புள்ள,ღირსიანი
612,blind::A,பார்வையற்ற,ბრმა
613,taub::A,செவிடான,ყრუ
614,kräftig::A,வலிமையான,ძალავანი
615,stark::A,பலமான,ძლიერი
616,stark::A,பலமான,ღონიერი
617,schwach::A,பலவீனமான,სუსტი
618,fett::A,பருமனாக,სქელი
619,schlank::A,ஒல்லியான,გამხდარი
620,hübsch::A,அழகிய,ეშხიანი
621,hübsch::A,அழகிய,მშვენიერი
622,böse::A,கேடு விளைவிக்கும்,ავი
623,böse::A,கேடு விளைவிக்கும்,ბოროტი
624,dumm::A,முட்டாள்தனமான,ბოთე
625,dumm::A,முட்டாள்தனமான,სულელი
626,faul::A,சோம்பலான,ზანტი
627,faul::A,சோம்பலான,ზარმაცი
628,fleißig::A,ஊக்கந்தளராத,ბეჯითი
629,fleißig::A,ஊக்கந்தளராத,მუყაითი
630,geizig::A,கஞேசத்தனமான,ძუნწი
