,Concept_ID,eu,pl
101,Raureif::N,antzigar,szron
102,Regenbogen::N,ostadar,tęcza
103,Regenbogen::N,ortzadar,tęcza
104,Donner::N,ostots,grzmot
105,Donner::N,ihurtzuri,grzmot
106,Strömung::N,laster,nurt
107,Tropfen::N,xorta,kropla
108,Schaum::N,bits,piana
109,Schmutz::N,lohi,brud
110,Schmutz::N,zikin,brud
111,See::N,laku,jezioro
112,See::N,aintzira,jezioro
113,Sumpf::N,zingira,bagno
114,Moor::N,zohikaztegi,bagno
115,Wiese::N,larre,łąka
116,Wiese::N,belardi,łąka
117,Wald::N,baso,las
118,Wald::N,oihan,las
119,Hügel::N,muino,pagórek
120,Hügel::N,pentoka,pagórek
121,Anhöhe::N,garai,wzgórze
122,Anhöhe::N,goragune,wzgórze
123,Berg::N,mendi,góra
124,Gipfel::N,gain,szczyt
125,Gipfel::N,gain,wierzchołek
126,Gipfel::N,tontor,szczyt
127,Gipfel::N,tontor,wierzchołek
128,Höhle::N,kobazulo,pieczara
129,Abhang::N,aldapa,stok
130,Abhang::N,aldapa,zbocze
131,Quelle::N,iturri,zdrój
132,Quelle::N,iturri,źródło
133,Quelle::N,iturbegi,zdrój
134,Quelle::N,iturbegi,źródło
135,Bach::N,lats,potok
136,Bach::N,lats,strumień
137,Bach::N,erreka,potok
138,Bach::N,erreka,strumień
139,Fluss::N,ibai,rzeka
140,Fluss::N,uhaitz,rzeka
141,Ufer::N,bazter,brzeg
142,Küste::N,itsasalde,wybrzeże
143,Festland::N,lehor,ląd
144,Meer::N,itsaso,morze
145,Bucht::N,golko,zatoka
146,Insel::N,irla,wyspa
147,Insel::N,uharte,wyspa
148,Blume::N,lili,kwiat
149,Gras::N,belar,trawa
150,Wurzel::N,zuztar,korzeń
151,Wurzel::N,sustrai,korzeń
152,Baum::N,zuhaitz,drzewo
153,Stamm::N,enbor,pień
154,Rinde::N,azal,kora
155,Ast::N,adar,gałąź
156,Zweig::N,abar,gałąź
157,Blatt::N,hosto,liść
158,Birke::N,urki,brzoza
159,Kiefer[Baum]::N,ler,sosna
160,Weide[Baum]::N,zume,wierzba
161,Weide[Baum]::N,sahats,wierzba
162,Tanne::N,izei,jodła
163,Horn::N,adar,róg
164,Feder::N,luma,pióro
165,Feder::N,hegaki,pióro
166,Fell::N,ile,futro
167,Fell::N,larru,futro
168,Flügel::N,hego,skrzydło
169,Klaue::N,atzapar,szpon
170,Kralle::N,erpe,pazur
171,Kralle::N,atzapar,pazur
172,Schwanz::N,isats,ogon
173,Schwanz::N,buztan,ogon
174,Ei::N,arrautza,jajko
175,Nest::N,habia,gniazdo
176,Bau::N,ohantze,nora
177,Tier::N,abere,zwierzę
178,Tier::N,piztia,zwierzę
179,Herde::N,saldo,stado
180,Herde::N,saldo,trzoda
181,Herde::N,abere talde,stado
182,Herde::N,abere talde,trzoda
183,Kuh::N,behi,krowa
184,Bulle::N,zezen,byk
185,Pferd::N,zaldi,koń
186,Schaf::N,ardi,owca
187,Schwein::N,urde,świnia
188,Schwein::N,txerri,świnia
189,Hund::N,txakur,pies
190,Katze::N,katu,kot
191,Katze::N,katu,kotka
192,Bär::N,hartz,niedźwiedż
193,Eichhörnchen::N,urtxintxa,wiewiórka
194,Elch::N,altze,łóś
195,Fuchs::N,azeri,lis
196,Hase::N,erbi,zając
197,Maus::N,sagu,mysz
198,Wolf::N,otso,wilk
199,Vogel::N,txori,ptak
200,Vogel::N,hegazti,ptak
201,Schwarm::N,aldra,stado
202,Huhn::N,oilo,kura
203,Hahn::N,oilar,kogut
204,Gans::N,antzara,gęś
205,Adler::N,arrano,orzeł
206,Ente::N,ahate,kaczka
207,Eule::N,hontza,sowa
208,Kranich::N,kurrilo,żuraw
209,Krähe::N,bele,wrona
210,Kuckuck::N,kuku,kukułka
211,Schwan::N,beltxarga,łabędż
212,Fisch::N,arrain,ryba
213,Barsch::N,perka,okoń
214,Hecht::N,lutxo,szczupak
215,Schlange[Tier]::N,suge,wąż
216,Schlange[Tier]::N,suge,żmija
217,Wurm::N,har,robak
218,Spinne::N,armiarma,pająk
219,Ameise::N,inurri,mrówka
220,Laus::N,zorri,wesz
221,Mücke::N,eltxo,komar
222,Fliege::N,euli,mucha
223,Schmetterling::N,pinpirin,motyl
224,Schmetterling::N,tximeleta,motyl
225,Beere::N,baia,jagoda
226,Apfel::N,sagar,jabłko
227,Pilz::N,onddo,grzyb
228,Pilz::N,perretxiko,grzyb
229,Zwiebel::N,tipula,cebula
230,Saat::N,haziak,siew
231,Korn::N,ale,ziarno
232,Korn::N,pikor,ziarno
233,Heu::N,belar ondu,siano
234,Schale::N,azal,łupina
235,Grube::N,hobi,dół
236,Grube::N,hobi,jama
237,Falle::N,harrapagailu,pułapka
238,Schlinge::N,bilur,sidła
239,Schlinge::N,xedera,sidła
240,Spur::N,lorratz,ślad
241,Asche::N,errauts,popiół
242,Dreck::N,satsukeria,brud
243,Eisen::N,burdina,żelazo
244,Gold::N,urre,złoto
245,Gold::N,urregorri,złoto
246,Silber::N,zilar,srebro
247,Silber::N,urrezuri,srebro
248,Kohle::N,ikatz,węgiel
249,Glas::N,beira,szkło
250,Lehm::N,buztin,glina
251,Sand::N,harea,piasek
252,Sand::N,hondar,piasek
253,Mensch::N,gizaki,człowiek
254,Mann::N,gizon,mężczyzna
255,Frau::N,andere,kobieta
256,Frau::N,emakume,kobieta
257,Kind::N,haur,dziecko
258,Junge::N,mutil,chłopak
259,Junge::N,mutil,chłopiec
260,Mädchen::N,neska,dziewczynka
261,Familie::N,sendi,rodzina
262,Familie::N,familia,rodzina
263,Großvater::N,aitona,dziadek
264,Großvater::N,aitatxi,dziadek
265,Großmutter::N,amona,babka
266,Großmutter::N,amatxi,babka
267,Eltern::N,gurasoak,rodzice
268,Vater::N,aita,ojciec
269,Mutter::N,ama,matka
270,Sohn::N,seme,syn
271,Tochter::N,alaba,córka
272,Bruder::N,neba,brat
273,Bruder::N,anaia,brat
274,Schwester::N,ahizpa,siostra
275,Onkel::N,osaba,wuj
276,Onkel::N,osaba,stryj
277,Tante::N,izeba,ciotka
278,Ehemann::N,senar,mąż
279,Ehefrau::N,emazte,żona
280,Freude::N,poz,radość
281,Freude::N,pozkari,radość
282,Gelächter::N,barre,śmiech
283,Gelächter::N,karkara,śmiech
284,Glück::N,zori,szczęście
285,Kummer::N,xangrin,zmartwienie
286,Kummer::N,atsekabe,zmartwienie
287,Wunsch::N,nahi,życzenie
288,Wunsch::N,nahikunde,życzenie
289,Lust::N,gogo,chęć
290,Lust::N,gogo,ochota
291,Geist::N,gogo,duch
292,Gedanke::N,gogoeta,myśl
293,Gedächtnis::N,oroimen,pamięć
294,Gedächtnis::N,gogoramen,pamięć
295,Verstand::N,adimen,rozum
296,Verstand::N,ulermen,rozum
297,Sinn::N,zentzu,zmysł
298,Grund::N,zergati,powód
299,Wahrheit::N,egia,prawda
300,Gespräch::N,hizketa,rozmowa
301,Gespräch::N,elkarrizketa,rozmowa
302,Märchen::N,ipuin,bajka
303,Erzählung::N,edesti,opowiadanie
304,Erzählung::N,kontakizun,opowiadanie
305,Nachricht::N,albiste,wiadomość
306,Neuigkeit::N,berri,nowina
307,Name::N,izen,imię
308,Rätsel::N,asmakizun,zagadka
309,Rede::N,hitzaldi,mowa
310,Rede::N,mintzaldi,mowa
311,Sprache::N,hizkuntza,język
312,Stimme::N,ahots,głos
313,Wort::N,hitz,słowo
314,Zeichen::N,agerbide,znak
315,Zeichen::N,agergarri,znak
316,Ruf::N,dei,wołanie
317,Lärm::N,zarata,hałas
318,Lärm::N,zarata,zgiełk
319,Lärm::N,harrabots,hałas
320,Lärm::N,harrabots,zgiełk
321,Laut::N,hots,dźwięk
322,Ton::N,tonu,ton
323,Ton::N,tonu,dźwięk
324,Ton::N,soinu,ton
325,Ton::N,soinu,dźwięk
326,Lied::N,abesti,pieśń
327,Lied::N,abesti,piosenka
328,Ruhe::N,nasaitasun,spokój
329,Leute::N,jende,ludzie
330,Volk::N,herri,naród
331,Volk::N,populu,naród
332,Arbeit::N,lan,praca
333,Arbeit::N,lan,robota
334,Gast::N,arrotz,gość
335,Gast::N,apopilo,gość
336,Geschenk::N,opari,prezent
337,Geschenk::N,opari,podarunek
338,Spiel::N,jolas,gra
339,Spiel::N,jolas,zabawa
340,Gesellschaft::N,gizarte,towarzystwo
341,Hilfe::N,helpide,pomoc
342,Hilfe::N,laguntza,pomoc
343,Freund::N,lagun,przyjaciel
344,Kamerad::N,adiskide,kolega
345,Kamerad::N,lagunkide,kolega
346,Angelegenheit::N,afera,sprawa
347,Anzahl::N,kopuru,ilość
348,Art::N,mota,rodzaj
349,Stück::N,puska,kawałek
350,Teil::N,atal,część
351,Hälfte::N,erdi,połowa
352,Kreis::N,biribilki,krąg
353,Kreuz::N,gurutze,krzyż
354,Linie::N,linea,linia
355,Strich::N,marra,kreska
356,Abstand::N,tarte,odstęp
357,Entfernung::N,urrunera,odległość
358,Gegend::N,alderdi,okolica
359,Gegend::N,eskualde,okolica
360,Platz::N,leku,miejsce
361,Ort::N,toki,miejsce
362,Seite::N,albo,bok
363,Seite::N,albo,strona
364,Mitte::N,erdi,środek
365,Gegenstand::N,gauzaki,przedmiot
366,Sache::N,gauza,rzecz
367,Rand::N,ertz,skraj
368,Rand::N,ertz,krawędź
369,Kante::N,ertz,kant
370,Kante::N,ertz,krawędź
371,Ecke::N,kantoi,róg
372,Spitze::N,punta,ostrze
373,Ende::N,buru,koniec
374,Ende::N,mutur,koniec
375,Loch::N,zulo,dziura
376,Winkel::N,zoko,kąt
377,Winkel::N,zoko,kącik
378,Winkel::N,bazter,kąt
379,Winkel::N,bazter,kącik
380,Muster::N,eredu,wzór
381,Muster::N,marrazki,wzór
382,Größe::N,kaizu,rozmiar
383,Größe::N,kaizu,wielkość
384,Größe::N,tamaina,rozmiar
385,Größe::N,tamaina,wielkość
386,Länge::N,luzera,długość
387,Höhe::N,goiera,wysokość
388,Höhe::N,garaiera,wysokość
389,Gewicht::N,hazta,ciężar
390,Menge::N,kopuru,ilość
391,Haufen::N,pila,kupa
392,Haufen::N,mendoi,kupa
393,Reihe::N,ilara,rząd
394,Reihe::N,ilara,szereg
395,Reihe::N,errenkada,rząd
396,Reihe::N,errenkada,szereg
397,Boot::N,potin,łódź
398,Boot::N,potin,łódka
399,Boot::N,txalupa,łódź
400,Boot::N,txalupa,łódka
401,Ruder::N,arraun,wiosło
402,Schlitten::N,lera,sanki
403,Schlitten::N,narra,sanki
404,Ski::N,eski,narta
405,Lagerfeuer::N,su,ognisko
406,Last::N,zama,ciężar
407,Last::N,zama,brzemię
408,Last::N,karga,ciężar
409,Last::N,karga,brzemię
410,Gang::N,ibilera,chód
411,Schritt::N,pauso,krok
412,Schritt::N,urrats,krok
413,Norden::N,ipar,północ
414,Norden::N,iparralde,północ
415,Süden::N,hego,południe
416,Süden::N,hegoalde,południe
417,Westen::N,sartalde,zachód
418,Westen::N,mendebalde,zachód
419,Osten::N,ekialde,wschód
420,Osten::N,sortalde,wschód
421,Holz::N,zur,drzewo
422,Brett::N,ohol,deska
423,Platte::N,lauza,płyta
424,Stütze::N,irozgarri,podpora
425,Stütze::N,bermagailu,podpora
426,Stange::N,haga,drąg
427,Stange::N,haga,żerdź
428,Stock::N,makila,kij
429,Stock::N,makila,laska
430,Stab::N,makila,pręt
431,Rohr::N,hodi,rura
432,Haus::N,etxe,dom
433,Heim::N,etxe,dom
434,Heim::N,etxaleku,dom
435,Ofen::N,berogailu,piec
436,Fußboden::N,zoru,podłoga
437,Tisch::N,mahai,stół
438,Stuhl::N,aulki,krzesło
439,Wiege::N,kuma,kołyska
440,Wiege::N,sehaska,kołyska
441,Bett::N,ohe,łóżko
442,Bett::N,ohe,pościel
443,Bett::N,ohatze,łóżko
444,Bett::N,ohatze,pościel
445,Regal::N,apalategi,regał
446,Kiste::N,kutxa,skrzynia
447,Fenster::N,leiho,okno
448,Tür::N,ate,drzwi
449,Tor::N,atari,brama
450,Zaun::N,hesi,płot
451,Zaun::N,hesi,parkan
452,Dach::N,teilatu,dach
453,Leiter::N,zurubi,drabina
454,Besen::N,erratz,miotła
455,Spaten::N,burdinpala,rydel
456,Schaufel::N,pala,łopata
457,Gabel::N,sardexka,widelec
458,Löffel::N,koilara,łyżka
459,Messer::N,aizto,nóż
460,Nagel::N,iltze,gwóźdź
461,Netz::N,sare,sieć
462,Haken::N,mako,hak
463,Griff::N,eskutoki,chwyt
464,Schloss::N,sarraila,zamek
465,Bild::N,irudi,obraz
466,Figur::N,figura,figura
467,Puppe::N,panpina,lalka
468,Puppe::N,andrakila,lalka
469,Beutel::N,zorro,torba
470,Bündel::N,azao,wiązka
471,Bündel::N,espal,wiązka
472,Tasche::N,poltsa,torba
473,Eimer::N,treska,kubeł
474,Eimer::N,treska,wiadro
475,Deckel::N,tapa,przykrywka
476,Deckel::N,estalki,przykrywka
477,Geschirr::N,baxera,statki
478,Geschirr::N,baxera,naczynia
479,Geschirr::N,ontziteria,statki
480,Geschirr::N,ontziteria,naczynia
481,Sack::N,zaku,worek
482,Tasse::N,kikara,filiżanka
483,Topf::N,ontzi,garnek
484,Topf::N,lapiko,garnek
485,Kessel::N,pazia,kocioł
486,Essen::N,janaldi,jedzenie
487,Nahrung::N,jan,pokarm
488,Nahrung::N,jan,pożywienie
489,Speise::N,jaki,potrawa
490,Speise::N,jaki,jedzenie
491,Fleisch::N,okela,mięso
492,Fleisch::N,haragi,mięso
493,Getreide::N,labore,zboże
494,Brei::N,ahi,kasza
495,Brei::N,pure,kasza
496,Brot::N,ogi,chleb
497,Scheibe::N,xerra,kromka
498,Scheibe::N,pirripita,kromka
499,Fett::N,urin,tłuszcz
500,Fett::N,koipe,tłuszcz
501,Butter::N,gurin,masło
502,Öl::N,olio,olej
503,Salz::N,gatz,sól
504,Suppe::N,zopa,zupa
505,Suppe::N,salda,zupa
506,Honig::N,ezti,miód
507,Milch::N,esne,mleko
508,Tee::N,te,herbata
509,Leder::N,larru,skóra
510,Wolle::N,artile,wełna
511,Stoff::N,ehun,tkanina
512,Stoff::N,ehun,materiał
513,Nadel::N,orratz,igła
514,Nadel::N,jostorratz,igła
515,Faden::N,hari,nić
516,Faden::N,hari,nitka
517,Knopf::N,botoi,guzik
518,Knoten::N,korapilo,węzeł
519,Farbe::N,pintura,farba
520,Kleidung::N,arropa,odzież
521,Kleidung::N,jantziak,odzież
522,Hemd::N,atorra,koszula
523,Hemd::N,alkandora,koszula
524,Kragen::N,idun,kołnierz
525,Ärmel::N,mahuka,rękaw
526,Hose::N,prakak,spodnie
527,Hose::N,galtzak,spodnie
528,Gürtel::N,gerriko,pasek
529,Mütze::N,txano,czapka
530,Mütze::N,txapel,czapka
531,Schuh::N,oski,but
532,Schuh::N,oski,bucik
533,Schuh::N,oinetako,but
534,Schuh::N,oinetako,bucik
535,Stiefel::N,bota,but
536,Stiefel::N,bota,kozak
537,Ring::N,uztai,pierścień
538,Band::N,zinta,wstęga
539,Band::N,xingola,wstęga
540,Kamm::N,orrazi,grzebień
541,Spiegel::N,mirail,lustro
542,Riemen::N,uhal,rzemień
543,Schnur::N,lokailu,sznur
544,Leine::N,lotura,smycz
545,Decke::N,burusi,kołdra
546,Kissen::N,kuxin,poduszka
547,Tuch::N,zapi,chustka
548,Tuch::N,oihal,chustka
549,Handtuch::N,eskuzapi,ręcznik
550,Handtuch::N,eskuoihal,ręcznik
551,Kraft::N,indar,moc
552,Kraft::N,indar,siła
553,Stärke::N,indar,moc
554,Stärke::N,indar,siła
555,Gesundheit::N,osasun,zdrowie
556,Krankheit::N,eritasun,choroba
557,Krankheit::N,gaixotasun,choroba
558,Schmerz::N,min,ból
559,Wunde::N,zauri,rana
560,Fieber::N,sukar,gorączka
561,Arznei::N,osagai,lekarstwo
562,Arznei::N,sendagai,lekarstwo
563,Brücke::N,zubi,most
564,Brunnen::N,putzu,studnia
565,Weide::N,alha,pastwisko
566,Weide::N,bazkaleku,pastwisko
567,Pfad::N,zidor,ścieżka
568,Pfad::N,bidexka,ścieżka
569,Weg::N,bide,droga
570,Straße::N,errepide,ulica
571,Dorf::N,herri,wieś
572,Stadt::N,hiri,miasto
573,Brief::N,gutun,list
574,Brief::N,eskutitz,list
575,Buch::N,liburu,książka
576,Buchstabe::N,hizki,litera
577,Zeitung::N,egunkari,gazeta
578,Zeitung::N,egunkari,dziennik
579,Leben::N,bizi,życie
580,Leben::N,bizitza,życie
581,Tod::N,herio,śmierć
582,Tod::N,heriotza,śmierć
583,Grab::N,hobi,grób
584,Grab::N,hilobi,grób
585,Kirche::N,eliza,kościół
586,Sünde::N,hoben,grzech
587,Sünde::N,bekatu,grzech
588,Gott::N,jainko,bóg
589,Arbeiter::N,langile,robotnik
590,Arbeiter::N,behargin,robotnik
591,Chef::N,nagusi,szef
592,Meister::N,maisu,mistrz
593,Meister::N,maisu,majster
594,Arzt::N,osagile,lekarz
595,Arzt::N,sendagile,lekarz
596,Lehrer::N,irakasle,nauczyciel
597,Geld::N,diru,pieniądze
598,Geschäft::N,negozio,sprawa
599,Geschäft::N,negozio,interes
600,Laden::N,denda,sklep
601,Laden::N,saltegi,sklep
602,Preis::N,prezio,cena
603,Preis::N,salneurri,cena
604,Ware::N,salgai,towar
605,Nutzen::N,onura,pożytek
606,Nutzen::N,probetxu,pożytek
607,Reichtum::N,aberastasun,bogactwo
608,Welt::N,ludi,świat
609,Welt::N,mundu,świat
610,Land::N,herrialde,kraj
611,Staat::N,estatu,państwo
612,König::N,errege,król
613,Macht::N,botere,władza
614,Grenze::N,muga,granica
615,Krieg::N,guda,wojna
616,Feind::N,etsai,wróg
617,Feind::N,arerio,wróg
618,Gewalt::N,bortxa,władza
619,Gewalt::N,bortizkeria,władza
620,Kampf::N,gudu,bój
621,Kampf::N,gudu,walka
622,Kampf::N,auska,bój
623,Kampf::N,auska,walka
624,Bogen[Waffe]::N,arku,łuk
625,Pfeil::N,gezi,strzała
626,Gewehr::N,fusil,karabin
627,Fehler::N,huts,błąd
628,Fehler::N,hutsegin,błąd
629,Lüge::N,gezur,kłamstwo
630,Schaden::N,kalte,szkoda
631,Unglück::N,zoritxar,nieszczęście
632,Unglück::N,zorigaitz,nieszczęście
633,Schuld::N,erru,wina
634,Alter::N,adin,wiek
635,Schluss::N,bukaera,koniec
636,Schluss::N,bukaera,zakończenie
637,Zeit::N,aldi,czas
638,Zeit::N,denbora,czas
639,Tag::N,egun,dzień
640,Morgen::N,goiz,ranek
641,Morgen::N,goiz,poranek
642,Mittag::N,eguerdi,południe
643,Abend::N,arrats,wieczór
644,Nacht::N,gau,noc
645,Woche::N,aste,tydzień
646,Monat::N,hil,miesiąc
647,Jahr::N,urte,rok
648,Frühling::N,udalehen,wiosna
649,Sommer::N,uda,lato
650,Herbst::N,udazken,jesień
651,Herbst::N,neguantz,jesień
652,Winter::N,negu,zima
653,Januar::N,urtarril,styczeń
654,Februar::N,otsail,luty
655,März::N,martxo,marzec
656,April::N,apiril,kwiecień
657,Mai::N,maiatz,maj
658,Juni::N,ekain,czerwiec
659,Juli::N,uztail,lipiec
660,August::N,abuztu,sierpień
661,September::N,irail,wrzesień
662,Oktober::N,urri,październik
663,November::N,azaro,listopad
664,Dezember::N,abendu,grudzień
665,Montag::N,astelehen,poniedziałek
666,Dienstag::N,astearte,wtorek
667,Mittwoch::N,asteazken,środa
668,Donnerstag::N,ostegun,czwartek
669,Freitag::N,ostiral,piątek
670,Samstag::N,larunbat,sobota
671,Sonntag::N,igande,niedziela
672,groß::A,handi,duży
673,groß::A,handi,wielki
674,klein::A,txiki,mały
675,lang::A,luze,długi
676,kurz::A,labur,krótki
677,breit::A,zabal,szeroki
678,schmal::A,mehar,wąski
679,dicht::A,sarri,gęsty
680,dicht::A,trinko,gęsty
681,dick[Gegenstand]::A,lodi,gruby
682,dünn::A,mehe,cienki
683,fein::A,fin,drobny
684,fest::A,tinko,mocny
685,fest::A,tinko,twardy
686,flach::A,lau,płaski
687,flach::A,ordoki,płaski
688,glatt::A,leun,gładki
689,hart::A,gogor,twardy
690,weich::A,bigun,miękki
691,weich::A,beratz,miękki
692,rund::A,biribil,okrągły
693,spitz::A,puntadun,spiczasty
694,scharf::A,zorrotz,ostry
695,stumpf::A,kamuts,tępy
696,schwer::A,astun,ciężki
697,schwer::A,pisutsu,ciężki
698,schön::A,eder,ładny
699,schön::A,eder,piękny
700,heiß::A,bero,gorący
701,heiß::A,oso bero,gorący
702,warm::A,bero,ciepły
703,kalt::A,hotz,zimny
704,kühl::A,hotzil,chłodny
705,frisch::A,fresko,świeży
706,frisch::A,hozkirri,świeży
707,feucht::A,heze,wilgotny
708,nass::A,busti,mokry
709,trocken::A,siku,suchy
710,trocken::A,lehor,suchy
711,voll::A,bete,pełny
712,leer::A,huts,pusty
713,leer::A,huts,próżny
714,offen::A,ireki,otwarty
715,geschlossen::A,itxita,zamknięty
716,sauber::A,xahu,czysty
717,sauber::A,garbi,czysty
718,schmutzig::A,lohi,brudny
719,schmutzig::A,zikin,brudny
720,roh::A,gordin,surowy
721,reif::A,umo,dojrzały
722,reif::A,heldu,dojrzały
723,lecker::A,goxo,smaczny
724,süß::A,goxo,słodki
725,bitter::A,karmin,gorzki
726,bitter::A,garratz,gorzki
727,sauer::A,mingots,kwaśny
728,hell::A,argi,jasny
729,dunkel::A,ilun,ciemny
730,schwarz::A,beltz,czarny
731,weiß::A,zuri,biały
732,rot::A,gorri,czerwony
733,gelb::A,hori,żółty
734,blau::A,urdin,błękitny
735,blau::A,urdin,niebieski
736,grün::A,berde,zielony
737,grün::A,musker,zielony
738,grau::A,urdin,szary
739,grau::A,urdinabar,szary
740,bunt::A,koloretsu,barwny
741,billig::A,merke,tani
742,teuer::A,garesti,drogi
743,wertvoll::A,baliotsu,cenny
744,blind::A,itsu,ślepy
745,taub::A,gor,głuchy
746,kräftig::A,kementsu,mocny
747,stark::A,bizkor,silny
748,stark::A,indartsu,silny
749,schwach::A,ahul,słaby
750,schwach::A,indargabe,słaby
751,fett::A,gizen,tłusty
752,schlank::A,lerden,smukły
753,hübsch::A,polit,ładny
754,böse::A,tzar,zły
755,böse::A,gaizto,zły
756,dumm::A,lelo,głupi
757,dumm::A,pello,głupi
758,faul::A,nagi,leniwy
759,faul::A,alfer,leniwy
760,fleißig::A,maratz,pilny
761,fleißig::A,lanzale,pilny
762,geizig::A,zeken,skąpy
763,geizig::A,zikoitz,skąpy
764,klug::A,zuhur,mądry
765,geschickt::A,trebe,zręczny
766,geschickt::A,antzetsu,zręczny
767,lieb::A,maite,miły
768,lieb::A,laztan,miły
769,lustig::A,alaitsu,wesoły
770,sanft::A,eme,łagodny
771,sanft::A,ezti,łagodny
772,hungrig::A,gose,głodny
773,krank::A,eri,chory
774,krank::A,gaixo,chory
775,nackt::A,biluzi,nagi
776,traurig::A,itun,smutny
777,traurig::A,betilun,smutny
778,lebendig::A,bizirik,żywy
779,gut::A,on,dobry
780,schlecht::A,txar,zły
781,richtig::A,zuzen,słuszny
782,richtig::A,zuzen,właściwy
783,schlimm::A,larri,zły
784,wahr::A,egiazko,prawdziwy
785,alt::A,zahar,stary
786,neu::A,berri,nowy
787,ehemalig::A,lehengo,były
788,alt[Lebewesen]::A,adindun,stary
789,jung::A,gazte,młody
790,arm::A,txiro,ubogi
791,arm::A,txiro,biedny
792,arm::A,behartsu,ubogi
793,arm::A,behartsu,biedny
794,reich::A,dirudun,bogaty
795,bekannt::A,ezagun,znany
796,berühmt::A,entzun,słynny
797,berühmt::A,ospetsu,słynny
798,fremd::A,arrotz,obcy
799,fremd::A,arrotz,cudzy
800,verschieden::A,ezberdin,różny
801,verschieden::A,desberdin,różny
802,nah::A,hurre,bliski
803,nah::A,hurbil,bliski
804,fern::A,urrun,daleki
805,linker::A,ezker,lewy
806,rechter::A,eskuin,prawy
807,anderer::A,beste,inny
808,erster::A,lehen,pierwszy
809,erster::A,aurren,pierwszy
810,zweiter::A,bigarren,drugi
811,dritter::A,hirugarren,trzeci
812,letzter::A,azken,ostatni
813,letzter::A,hondar,ostatni
814,allein::ADV,bakarrik,sam
815,auf einmal::ADV,batera,naraz
816,zusammen::ADV,elkarrekin,razem
817,lange::ADV,luzaro,długo
818,plötzlich::ADV,bat-batean,nagle
819,sofort::ADV,berehala,natychmiast
820,später::ADV,gero,później
821,jetzt::ADV,orain,teraz
