,Concept_ID,te,mdf
682,gestern::ADV,నిన్నటి దినము,ися́к
683,einst::ADV,పూర్వమొకప్పుడు,весть
684,einst::ADV,పూర్వమొకప్పుడు,мзя́рда-бди
685,damals::ADV,అప్పుడు,эста
686,danach::ADV,అప్పుడు,меле
687,vorher::ADV,ఎదుట,инголи
688,zuerst::ADV,మొదటిలో,ва́сенда
689,einmal::ADV,ఒకసారి,весть
690,manchmal::ADV,అప్పటప్పటికి,лия́ста
691,manchmal::ADV,అప్పటప్పటికి,ко́ста-ко́ста
692,oft::ADV,తఱచుగా,си́деста
693,immer::ADV,ఎల్లప్పుడు,фалу
694,immer::ADV,ఎల్లప్పుడు,най
695,niemals::ADV,ఎప్పుడునులేదు,аф мзя́рдонга
696,hier::ADV,ఇక్కడ,тяса
697,hierhin::ADV,ఇక్కడకు,сей
698,hierhin::ADV,ఇక్కడకు,тяза
699,von hier::ADV,ఇక్కడనుండి,тя́ста
700,dort::ADV,అక్కడ,тоса
701,dorthin::ADV,అక్కడికి,тов
702,dorthin::ADV,అక్కడికి,тоза
703,geradeaus::ADV,సూటిగా,ви́деста
704,vorwärts::ADV,ముందుకు,и́нголи
705,rückwärts::ADV,వెనుకకు,ме́ки
706,zurück::ADV,వెనుకభాగము,ме́ки
707,unten::ADV,క్రింద,ала
708,hinab::ADV,కిందికి,алу
709,oben::ADV,మీద,вяре
710,hinauf::ADV,పైకి,вяри
711,überall::ADV,అంతటా,се́мбе ва́стова
712,nicht::ADV,కాదు,аф
713,ein wenig::ADV,కొంచెము,аф лама
714,kaum::ADV,చాలిచాలక,а́ньцек
715,sehr::ADV,చాల,пяк
716,so::ADV,ఆలాగున,ста́не
717,noch::ADV,ఇప్పటికిని,нинге
718,nur::ADV,మాత్రము,аньцек
719,schon::ADV,ఇదివఱకే,ни
720,wieder::ADV,తిరిగి,та́га
721,vergebens::ADV,నిష్ఫలముగా,стак
722,vor::PRP,ముందు,инголе
723,hinter::PRP,వెనుక,фтала
724,hinter::PRP,వెనుక,мельге
725,unter::PRP,క్రింద,ала
726,durch::PRP,ద్వారా,пачк
727,neben::PRP,దగ్గెర,ваксса
728,zwischen::PRP,మధ్య,ёткса
729,wegen::PRP,కారణంగా,сюнеда
730,dies::PRN,ఇది,тя
731,das::PRN,అది,ся
732,das::PRN,అది,тона
733,alles::PRN,సకలము,сембе
734,ich::PRN,నేను,мон
735,du::PRN,నీవు,тон
736,er::PRN,అతడు,сон
737,wir::PRN,మనము,минь
738,ihr::PRN,మీరు,тинь
739,sie::PRN,వారు,синь
740,was::FPRN,ఏమి,мезе
741,wer::FPRN,ఎవడు,кие
742,wo::FADV,ఎక్కడ,коса
743,wohin::FADV,ఎందుకు,ков
744,wohin::FADV,ఎందుకు,коза
745,wie::FADV,ఎట్టు,ко́да
746,warum::FADV,ఏల,мес
747,wieviel::FNUM,ఎంత,мзя́ра
748,eins::NUM,ఒకటి,фкя
749,zwei::NUM,రెండు,кафта
750,drei::NUM,మూడు,колма
751,vier::NUM,నాలుగు,ниле
752,fünf::NUM,అయిదు,вете
753,sechs::NUM,ఆఱు,кота
754,sieben::NUM,ఏరు,сисем
755,acht::NUM,ఎనిమదు,кафкса
756,neun::NUM,తొమ్మిది,ве́йхкса
757,zehn::NUM,పది,кемонь
758,elf::NUM,పదునొకొండు,кефкие
759,zwölf::NUM,పండ్రండు,кемгафтува
760,zwanzig::NUM,ఇరుపది,комсь
761,dreißig::NUM,ముప్పది,колмогемонь
762,vierzig::NUM,నలువది,нильге́монь
763,fünfzig::NUM,ఏబది,ве́дьгемонь
764,sechzig::NUM,అరుపది,ко́дгемонь
765,siebzig::NUM,డెబ్బది,сизьге́монь
766,achtzig::NUM,ఎనుబది,ка́фксогемонь
767,neunzig::NUM,తొంబది,ве́йхксогемонь
768,hundert::NUM,నూఱు,сяда
769,tausend::NUM,వేయి,тёжянь
770,und::CNJ,మఱియు,и
771,und::CNJ,మఱియు,дъ
772,oder::CNJ,లేక,или
773,oder::CNJ,లేక,али
774,stehen::V,నిలుచు,а́щемс стя́да
775,sitzen::V,కూర్చుండు,ащемс озада
776,liegen::V,పండుకొనుట,ма́дозь а́щемс
777,hängen::V,వ్రేలాడదీయు,нюрьгомс
778,werden::V,అగు,арамс
779,werden::V,అగు,тиевомс
780,passieren::V,సంభవించు,лисэмс
781,passieren::V,సంభవించు,эвондамс
782,beginnen::V,ఆరంభించు,ушедомс
783,enden::V,తీరుట,лоткамс
784,wechseln::V,మార్చు,по́лафнемс
785,aufgehen[Sonne]::V,ఉదయించు,стямс
786,aufgehen[Sonne]::V,ఉదయించు,лисемс
787,untergehen[Sonne]::V,అస్తమించు,валгомс
788,scheinen[Sonne]::V,ప్రకాశించు,ва́лдоптомс
789,donnern::V,ఉరుముట,торамс
790,wehen::V,దురద్పప్టము,уфа́мс
791,strömen::V,పారుట,шудемс
792,fließen::V,ప్రవహించు,шудемс
793,sich drehen::V,తిరుగు,шаромс
794,schwanken::V,ఆడించుట,якамс
795,schwingen::V,ఊగుట,люксемс
796,schwingen::V,ఊగుట,нюрьсемс
797,fallen::V,పడు,прамс
798,fallen::V,పడు,прашендомс
799,brennen::V,కాలుట,паломс
800,rauchen::V,పొగసుట,качадомс
801,regnen::V,కురిపించుట,пиземс
802,gefrieren::V,గడ్డకట్టు,эйндамс
803,gefrieren::V,గడ్డకట్టు,кельмомс
804,tauen::V,కరగు,соламс
805,schmelzen::V,కరగు,соламс
806,trocknen::V,యెండుట,коськомс
807,sieden::V,ఉడుకు,лакамс
808,faulen::V,క్రుళ్లు,наксадомс
809,verfaulen::V,క్షిణించు,наксадомс
810,reißen::V,చించు,сязевомс
811,versinken::V,మునుగు,ваямс
812,vergehen::V,సంభవించు,ётамс
813,erscheinen::V,కనబడు,эвондамс
814,verschwinden::V,అదృశ్యమగు,юма́мс
815,sinken::V,ముణుగుట,валгомс
816,abnehmen::V,తగ్గు,киремс
817,zunehmen::V,పెరుగుట,ламокстомс
818,zunehmen::V,పెరుగుట,рашнемс
819,steigen::V,లేచు,кеподемс
820,wachsen::V,పెరుగు,касомс
821,glänzen::V,ప్రకాశించు,цинзелдомс
822,glänzen::V,ప్రకాశించు,цифордомс
823,funkeln::V,ప్రకాశించు,ци́фтордомс
824,lärmen::V,అరుచుట,жалнамс
825,läuten::V,మేళవించుట,гайфтемс
826,klingeln::V,వాయించుట,гайфтемс
827,klirren::V,ఘంటానాదము,ка́нзеркшнемс
828,brausen::V,గర్జించు,жоледемс
829,rauschen::V,చటచటమనుట,вжнамс
830,rauschen::V,చటచటమనుట,гамнамс
831,klingen::V,ధ్వనించుట,кайгомс
832,bellen::V,అఱచు,ува́мс
833,heulen::V,కూయు,сувомс
834,heulen::V,కూయు,урнамс
835,blasen::V,దురద్పప్టము,уфа́мс
836,pfeifen::V,ఈలవేయు,вяшкомс
837,schreien::V,అఱచు,пешкодомс
838,stöhnen::V,మూలుగు,куфцемс
839,zittern::V,వణకు,таромс
840,leben::V,జీవించుట,эрямс
841,geboren werden::V,పుట్టుట,шачемс
842,atmen::V,ఉపిరి తీయు,ажнамс
843,trinken::V,త్రాగు,симомс
844,essen::V,తిను,ярхцамс
845,schlucken::V,మ్రింగు,нилемс
846,müde werden::V,అలయు,сиземс
847,einschlafen::V,నిద్రించు,матодовомс
848,schlafen::V,నిద్రురించు,удомс
849,aufwachen::V,మేలుకొను,съргоземс
850,aufstehen::V,లేచు,стямс
851,sich erholen::V,నడ్డి వాల్చు,ваймосемс
852,krank werden::V,జబ్బుపడు,сярядькстомс
853,krank sein::V,జబ్బు చేయు,сярядемс
854,schmerzen::V,నొచ్చుట,сярядемс
855,husten::V,దగ్గుట,козомс
856,genesen::V,కుదురుట,пъ́чкамс
857,sterben::V,మరణించు,куломс
858,umkommen::V,నశించు,юма́мс
859,sich bewegen::V,కదలు,шаштомс
860,sich rühren::V,కదలు,сърхка́мс
861,sich erheben::V,లేచు,стямс
862,sich setzen::V,కూర్చుణ్డు,озамс
863,hinfallen::V,దొర్లు,прамс
864,hinfallen::V,దొర్లు,сяворемс
865,laufen::V,నడచు,якамс
866,schreiten::V,అడుగుపెట్టుట,молемс
867,schreiten::V,అడుగుపెట్టుట,аськолямс
868,spazierengehen::V,పచారు చేయు,якамс
869,eilen::V,తొందరపడు,эряскодомс
870,sich beeilen::V,త్వరపెట్టు,эряскодомс
871,sausen::V,విసరికొట్టు,лиемс
872,rennen::V,పరుగెత్తు,арнемс
873,springen::V,దుముకు,комотнемс
874,klettern::V,ఎక్కు,ку́цемс
875,schaukeln::V,ఉయ్యాల ఊగు ,нюрямс
876,kriechen::V,ప్రాకు,шаштомс комада
877,schwimmen::V,ఈదు,уемс
878,tauchen::V,మునుగు,юпиемс
879,tauchen::V,మునుగు,чёпафнемс
880,rudern::V,తెడ్లతోఁగడపు,па́немс ве́неж
881,fahren::V,నడపు,ардомс
882,fliegen::V,ఎగురు,лиемс
883,gehen::V,పోవు,молемс
884,weggehen::V,బయలుదేరు,тумс
885,abfahren::V,విడిచిపోవు,тумс
886,anhalten::V,నిలుపు,лоткамс
887,hineingehen::V,ప్రవేశించు,сува́мс
888,eintreten::V,ప్రవేశించు,сува́мс
889,kommen::V,వచ్చు,самс
890,ankommen::V,వచ్చి చేరు,самс
891,ankommen::V,వచ్చి చేరు,пачкодемс
892,zurückkommen::V,తిరిగీవచ్చుట,мърдамс
893,bleiben::V,ఉండు,иля́домс
894,warten::V,కనిపెట్టు,учемс
895,erwarten::V,నిరిక్షించు,учемс
896,suchen::V,వెదకు,вешемс
897,finden::V,కనుగొను,мумс
898,versuchen::V,ప్రయత్నించు,варчсемс
899,vorbereiten::V,తయారుచేయు,анокламс
900,lieben::V,ప్రేమించు,кельгомс
901,mögen::V,ఇష్టపడు,кельгомс
902,lachen::V,నవ్వు,рахамс
903,lachen::V,నవ్వు,рахсемс
904,rühren::V,గుండె తాకు,токамс седи
905,weinen::V,వీడ్చు,авардемс
906,schimpfen::V,గొణుగు,сюцемс
907,sich ärgern::V,అలుగు,кяжиямс
908,sich fürchten::V,భయపడు,пелемс
909,fürchten::V,భయపడు,пелемс
910,fliehen::V,పాఱిపోపు,ворьгодемс
911,flüchten::V,తప్పించుకొను,ша́домс
912,flüchten::V,తప్పించుకొను,во́рьгодемс
913,sehen::V,చూచు,няемс
914,anschauen::V,చూచు,ваномс
915,ansehen::V,కాచియుండు,ваномс
916,hören::V,విను,марямс
917,zuhören::V,విను,ку́лхдоньомс
918,probieren::V,చవిచూచుట,варжамс
919,riechen::V,వాసనచూచు,никса́мс
920,fühlen::V,స్పర్శించుట,марямс
921,scheinen::V,కనబడు,ня́евомс
922,zu sehen sein::V,చూవు,ня́евомс
923,vernehmen::V,విను,марямс
924,frieren::V,చలికి వడకు,паломс
925,frieren::V,చలికి వడకు,кельмомс
926,tun::V,చేయు,тиемс
927,können::V,గల,маштомс
928,wollen::V,కోరు,-не-
929,anfangen::V,ఆరంభించు,ушедомс
930,beenden::V,ముగించు,аде́ламс
931,aufhören::V,నిలుపు,лоткамс
932,gelingen::V,గెలుపాందు,удалакшнемс
933,geraten::V,వెలువడు,лисемс
934,öffnen::V,తెఱచు,панжемс
935,schließen::V,మూయు,сёлгомс
936,stellen::V,ఉంచు,путомс
937,setzen::V,ఉంచు,озафнемс
938,setzen::V,ఉంచు,озавтнемс
939,legen::V,పెట్టు,путомс
940,berühren::V,తాకు,токамс
941,verbinden::V,చేర్చుట,сотомс
942,bedecken::V,మూయు,комачамс
943,bedecken::V,మూయు,вельхтямс
944,aufhängen::V,వ్రేలాడదీయు,повфтамс
945,anzünden::V,వెలిగించు,крьвя́стемс
946,aufheben::V,సేకరించు,кеподемс
947,aufheben::V,సేకరించు,касфтомс
948,zurücklassen::V,విడుచు,ка́домс
949,verlieren::V,పోగొట్టుకొను,юма́фтомс
950,fallen lassen::V,జాఱవిడుచు,прафтомс
951,machen::V,చేయు,тиемс
952,herstellen::V,ఉత్పత్తిచేయు,анокламс
953,bauen::V,నిర్మించు,путомс
954,reparieren::V,సరిచేయు,петемс
955,verbessern::V,వృద్ధి చేయు,цебярьгофтомс
956,ändern::V,మార్చు,полафтомс
957,graben::V,త్రవ్వు,шу́вомс
958,graben::V,త్రవ్వు,та́ргамс
959,beugen::V,వంచు,мяндемс
960,biegen::V,వంచు,комафтомс
961,drehen::V,నూలువడుకు,шо́вамс
962,drehen::V,నూలువడుకు,ша́рфнемс
963,wenden::V,త్రిప్పు,ша́рфтомс
964,umdrehen::V,త్రిప్పు,шарфтомс
965,heben::V,ఎత్తు,ке́подемс
966,hochheben::V,ఎత్తు,ке́подемс
967,hochheben::V,ఎత్తు,ка́сфтомс
968,ergreifen::V,వశపఱచుకొను,фатямс
969,halten::V,ఉంచు,кирдемс
970,drücken::V,అణచు,люпшта́мс
971,schieben::V,నొక్కు,шашфтомс
972,kratzen::V,గోకు,а́нгорямс
973,kratzen::V,గోకు,киськоря́мс
974,lecken::V,నాకు,нолсемс
975,beißen::V,కఱచు,сускомс
976,abreißen::V,తెగతెంచు,сяземс
977,abschneiden::V,తెగకొట్టు,керомс
978,binden::V,కట్టు,сотомс
979,stecken::V,తగులుకొనివుండుట,сялгомс
980,brechen::V,పగులగొట్టు,си́ннемс
981,brechen::V,పగులగొట్టు,ка́лафтомс
982,klopfen::V,కొట్టు,чакамс
983,klopfen::V,కొట్టు,чакиемс
984,hauen::V,కొట్టు,шавомс
985,hauen::V,కొట్టు,пиксомс
986,kleben::V,అంటుకొను,пе́тфнемс
987,reiben::V,రాచు,шо́вамс
988,streichen::V,వ్యాపింపజేయు,вадемс
989,schleifen::V,రాచు,шо́вамс
990,schneiden::V,కోయు,керомс
991,rütteln::V,కుదిలించుట,та́рфтомс
992,schütteln::V,కదల్చు,шука́демс
993,schwenken::V,ఊచుట,яфодемс
994,schütten::V,పోయు,каямс
995,schütten::V,పోయు,нюрьхтя́мс
996,füllen::V,నింపు,пяшкодемс
997,einwickeln::V,చుట్టు,тапардамс
998,tragen::V,మోయు,кандомс
999,schleppen::V,ఈడ్చు,ускомс
1000,ziehen::V,ఈడ్చు,ускомс
1001,aufbewahren::V,కాపాడు,ванфтомс
1002,werfen::V,విసరు,ёрямс
1003,fangen::V,పట్టుకొను,кунда́мс
1004,packen::V,పట్టుకొను,фатямс
1005,verstecken::V,దాచు,кяшемс
1006,teilen::V,భాగించు,явомс
1007,schicken::V,పంపు,кучемс
1008,bringen::V,తెచ్చు,кандомс
1009,bringen::V,తెచ్చు,пачфтемс
1010,hinzufügen::V,చేర్చు,пу́томс та́га
1011,hinzufügen::V,చేర్చు,ма́ксомс та́га
1012,bekommen::V,సంపాదించు,сявомс
1013,erhalten::V,పుచ్చుకొను,сявомс
1014,nehmen::V,తీసికొను,сявомс
1015,wählen::V,ఇష్టపడు,ко́чкамс
1016,auswählen::V,ఏరుకొను,кочкамс
1017,bewahren::V,భద్రపఱుచు,ванфтомс
1018,behindern::V,అడ్డగించుట,шорямс
1019,verderben::V,చెఱచు,коламс
1020,verderben::V,చెఱచు,гастямс
1021,beschädigen::V,చెరుపుట,тиендемс зиян
1022,zerbrechen::V,పగులగొట్టు,тапамс
1023,zerreißen::V,చించు,сяземс
1024,zerstören::V,వాశనము చేయు,ка́лафтомс
1025,verbrennen::V,కాల్చు,пълхта́мс
1026,geben::V,ఇచ్చు,ма́ксомс
1027,reichen::V,అందుకొనుట,максомс
1028,schenken::V,అర్పించు,каземс
1029,versprechen::V,వాగ్దత్తము చేయు,ма́ксомс вал
1030,wünschen::V,కోరు,арьсемс
1031,loben::V,స్తుతించు,шна́мс
1032,küssen::V,ముద్దుపెట్టుకొను,палсемс
1033,wiegen::V,ఊచుట,нюря́фтомс
1034,zudecken::V,మూయు,вельхтямс
1035,wecken::V,నిద్రపలేపుట,стя́фтомс
1036,wecken::V,నిద్రపలేపుట,съ́ргозьфтемс
1037,zeigen::V,చూవు,няфтемс
1038,führen::V,దారిచూపు,вятемс
1039,lehren::V,బోధించు,тонафтомс
1040,unterrichten::V,నేర్పు,тонафтомс
1041,aufziehen::V,పెంచు,касфтомс
1042,leiten::V,తీసుకపోవుట,вятемс
1043,antreiben::V,ప్రేరేపించు,вятемс
1044,lassen::V,అనుమతించు,кошардомс
1045,einladen::V,ఆహ్వానించు,тердемс
1046,einladen::V,ఆహ్వానించు,серьгядемс
1047,vereinigen::V,కూడుట,пуроптомс
1048,vereinigen::V,కూడుట,кочкамс марса
1049,besuchen::V,పోయి చూచు,варжамс
1050,treffen::V,కలియు,васьфтомс
1051,sich versammeln::V,కూర్చు,кочкавомс
1052,spielen::V,ఆట లాడు,налхксемс
1053,singen::V,పాడు,морамс
1054,tanzen::V,నృత్యముచేయు,кштимс
1055,sich trennen::V,ఎడబాయుట,явомс
1056,verlassen::V,విడుచు,кадондомс
1057,retten::V,తప్పించుట,идемс
1058,retten::V,తప్పించుట,араламс
1059,bewachen::V,కాపాడు,ваномс
1060,schützen::V,రక్షించు,а́раламс
1061,verteidigen::V,రక్షించు,а́раламс
1062,sich schlagen::V,జగడమాడు,тюремс
1063,schießen::V,కాల్చు,ляцемс
1064,siegen::V,గెలుచు,сяськомс
1065,ärgern::V,పీడించుట,кяжияфтомс
1066,schlagen::V,కొట్టు,токамс
1067,treten::V,తన్ను,тапамс
1068,stechen::V,కుట్టు,пупамс
1069,stechen::V,కుట్టు,сялгомс
1070,stoßen::V,గెంటు,тостядемс
1071,stehlen::V,దొంగిలించు,саламс
1072,stören::V,కలతపఱచు,шорсемс
1073,belästigen::V,పీడించు,токсамс
1074,belästigen::V,పీడించు,аф кадомс ваймама
1075,verbergen::V,దాచు,кяшемс
1076,täuschen::V,మోసము చేయు,васькафтомс
1077,täuschen::V,మోసము చేయు,кяльготнемс
1078,betrügen::V,మోసపుచ్చు,васькафнемс
1079,töten::V,చంపు,шавомс
1080,töten::V,చంపు,аде́ламс
1081,wohnen::V,నివసించు,эрямс
1082,arbeiten::V,పనిచేయు,покодемс
1083,sammeln::V,ప్రోగుచేయు,кочкамс
1084,sammeln::V,ప్రోగుచేయు,пу́роптомс
1085,pflücken::V,యేరుట,фатнемс
1086,pflücken::V,యేరుట,нотфнемс
1087,jagen::V,వేటాడు,кунда́мс
1088,fischen::V,వెదకు,калонь кунда́мс
1089,fassen::V,పట్టుకొమ,кунда́мс
1090,hüten::V,మందచేరుట,ваномс
1091,treiben::V,నడపు,панемс
1092,anbinden::V,కట్టు,сотомс
1093,füttern::V,భోజనము పెట్టు,трямс
1094,füttern::V,భోజనము పెట్టు,а́ндомс
1095,melken::V,పాలు పితుకు,потямс
1096,hacken::V,నఱకు,лазондомс
1097,gießen::V,నీళ్ళుకట్టుట,валомс
1098,reifen::V,పండుట,кенеремс
1099,zubereiten::V,వండు,анокламс
1100,kochen::V,వండు,пидемс
1101,backen::V,రొట్టెకాల్చు,пидемс
1102,braten::V,వేపు,пуштомс
1103,umrühren::V,కదులుట,шорямс
1104,stricken::V,అల్లు,кодамс
1105,nähen::V,కుట్టు,стамс
1106,färben::V,రంగు వేయు,а́рхтомс
1107,reinigen::V,శుభ్రము చేయు,ва́ткамс
1108,reinigen::V,శుభ్రము చేయు,а́роптомс
1109,waschen::V,కడుగు,муськомс
1110,abwischen::V,తుడుచు,нардамс
1111,spülen::V,నీటిలో జడించు,оргалдомс
1112,fegen::V,ఊడ్చు,тяемс
1113,kehren::V,ఊడ్చు,тяемс
1114,baden::V,స్నానము చేయు,э́шелямс
1115,sich waschen::V,కడుగు,штамс
1116,ausziehen::V,విప్పు,кайсефтемс
1117,anziehen::V,ధరించు,ща́фтомс
1118,sich anziehen::V,బట్టలు వేసుకొను,щамс
1119,sich anziehen::V,తొడుగుకొను,щамс
1120,kämmen::V,దువ్వుట,се́ендемс
1121,schmücken::V,అలంకరించు,на́ряжамс
1122,schmücken::V,అలంకరించు,ма́зоптомс
1123,sagen::V,చెప్పు,азомс
1124,sagen::V,చెప్పు,мярьгомс
1125,sprechen::V,చెప్పు,корхтамс
1126,reden::V,మాటలాడు,корхнемс
1127,sich unterhalten::V,ముచ్చటలాడు,корхнемс
1128,fragen::V,ప్రశ్నించు,ки́зефтемс
1129,bitten::V,కోరు,а́намс
1130,bitten::V,కోరు,ве́шемс
1131,erzählen::V,చెప్పు,а́зондомс
1132,mitteilen::V,తెలియజేయు,азомс
1133,nennen::V,పేరు వెట్టు,лемдемс
1134,nennen::V,పేరు వెట్టు,путомс лем
1135,rufen::V,పిలుచు,серьгядемс
1136,prahlen::V,జల్లి,шна́фтомс пря́
1137,übersetzen::V,తర్జుమాచేయు,ётафтомс
1138,denken::V,ఆలోచించు,арьсемс
1139,glauben::V,నమ్ము,кемамс
1140,bemerken::V,గుర్తించు,ня́емс
1141,erkennen::V,గుర్తించు,содамс
1142,begreifen::V,గ్రహించు,сатомс
1143,verstehen::V,గ్రహించు,шарьхкодемс
1144,lernen::V,నేర్చు కొను,тонафнемс
1145,wissen::V,తెలిసికొను,со́дамс
1146,sich erinnern an::V,జ్ఞాపకముంచుకొను,лятфтамс
1147,vergessen::V,మఱచిపోవు,юкстамс
1148,messen::V,కొలుచుట,ункснемс
1149,zählen::V,లెక్కపెట్టు,лу́вомс
1150,zählen::V,లెక్కపెట్టు,а́рьсемс
1151,rechnen::V,లెక్కపెట్టు,лувомс
1152,lesen::V,చదువు,лувомс
1153,lesen::V,చదువు,морафтомс
1154,malen::V,పూనుట,рисова́ндамс
1155,zeichnen::V,వ్రాసుట,рисова́ндамс
1156,schreiben::V,వ్రాయు,сёрмадомс
1157,besitzen::V,కలిగియుండు,улемс азоркс
1158,kaufen::V,కొను,рамамс
1159,verkaufen::V,అమ్ము,мимс
1160,bezahlen::V,చెల్లించు,пандомс
1161,zahlen::V,చెల్లించు,па́ндомс
1162,beherrschen::V,ఏలు,азорондамс
1163,ertragen::V,భరించు,кирдемс
