,Concept_ID,myv,lez
788,dies::PRN,те,им
789,das::PRN,те,а
790,das::PRN,те,ам
791,das::PRN,тона,а
792,das::PRN,тона,ам
793,alles::PRN,весе,вири
794,alles::PRN,весе,михьиз
795,alles::PRN,весемесь,вири
796,alles::PRN,весемесь,михьиз
797,ich::PRN,мон,за
798,ich::PRN,мон,зун
799,du::PRN,тон,вун
800,er::PRN,сон,ам
801,er::PRN,сон,гьа
802,wir::PRN,минь,чун
803,ihr::PRN,тынь,куьн
804,sie::PRN,сынь,абур
805,was::FPRN,мезе,вуч
806,wer::FPRN,ки,вуж
807,wo::FADV,косо,гьина
808,wohin::FADV,ков,гьиниз
809,wohin::FADV,козо,гьиниз
810,wie::FADV,кода,гьикӏ
811,warum::FADV,мекс,вучиз
812,wieviel::FNUM,зяро,шумуд
813,eins::NUM,вейке,са
814,zwei::NUM,кавто,кьвед
815,drei::NUM,колмо,пуд
816,vier::NUM,ниле,кьуд
817,fünf::NUM,вете,вад
818,sechs::NUM,кото,ругуд
819,sieben::NUM,сисем,ирид
820,acht::NUM,кавксо,муьжуьд
821,neun::NUM,вейксэ,кӏуьд
822,zehn::NUM,кемень,цӏуд
823,elf::NUM,кевейкее,цӏусад
824,zwölf::NUM,кемгавтово,цӏикьвед
825,zwanzig::NUM,комсь,къад
826,dreißig::NUM,колоньгемень,къанницӏуд
827,vierzig::NUM,ниленьгемень,яхцӏур
828,fünfzig::NUM,ведьгемень,яхцӏурни цӏуд
829,sechzig::NUM,кодгемень,пудкъад
830,siebzig::NUM,сизьгемень,пудкъанни цӏуд
831,achtzig::NUM,кавксоньгемень,кьудкъад
832,neunzig::NUM,вейксэньгемень,кьудкъанни цӏуд
833,hundert::NUM,сядо,виш
834,tausend::NUM,тыща,агъзур
835,und::CNJ,ды,ва
836,oder::CNJ,или,я
837,stehen::V,аштемс стядо,акъвазун
838,sitzen::V,аштемс озадо,ацукьун
839,liegen::V,мадезь аштемс,къаткун
840,hängen::V,нурьгемс,куьрс хьун
841,werden::V,арамс,хьун
842,passieren::V,лисэмс,хьун
843,beginnen::V,ушодомс,башламиш хьун
844,enden::V,лоткамс,куьтягь хьун
845,wechseln::V,полавтнемс,дегиш хьун
846,aufgehen[Sonne]::V,лисемс,экъечӏун
847,aufgehen[Sonne]::V,стямс,экъечӏун
848,untergehen[Sonne]::V,валгомс,акӏун
849,scheinen[Sonne]::V,валдомтомс,ишигь гун
850,donnern::V,цярномс,къукърумар авун
851,donnern::V,галдордомс,къукърумар авун
852,wehen::V,пувамс,
853,strömen::V,чудемс,авахьун
854,fließen::V,чудемс,авахьун
855,sich drehen::V,велямс,элкъуьн
856,schwanken::V,лыкамс,юзун
857,schwanken::V,якамс,юзун
858,schwingen::V,нурсемс,галтад хьун
859,schwingen::V,лыкамс,галтад хьун
860,fallen::V,прамс,аватун
861,fallen::V,сяворемс,аватун
862,brennen::V,паломс,кун
863,brennen::V,паломс,ккун
864,rauchen::V,качадомс,
865,regnen::V,пиземс,къун
866,gefrieren::V,кельмемс,муркӏади кьун
867,tauen::V,соламс,цӏурун
868,schmelzen::V,соламс,цӏурун
869,trocknen::V,коськемс,кьурун
870,sieden::V,лакамс,ругун
871,sieden::V,пиксемс,ругун
872,faulen::V,наксадомс,кутӏун
873,verfaulen::V,наксадомс,чуьруьтмиш хьун
874,verfaulen::V,наксадомс,кутӏун
875,reißen::V,сезневемс,атӏун
876,reißen::V,сезневемс,къазунун
877,versinken::V,ваямс,батмиш хьун
878,vergehen::V,ютамс,алатун
879,erscheinen::V,лисемс,майдандиз акъатун
880,verschwinden::V,ёмамс,квахьун
881,sinken::V,явамс,элекьун
882,abnehmen::V,киремемс,тӏимил хьун
883,abnehmen::V,киремемс,гъвечӏи хьун
884,zunehmen::V,ламолгадомс,артух хьун
885,zunehmen::V,раштамс,артух хьун
886,steigen::V,куземс,хкаж хьун
887,steigen::V,кепсевемс,хкаж хьун
888,wachsen::V,касомс,экъечӏун
889,glänzen::V,цитнемс,цӏарцӏар гун
890,funkeln::V,пиндолдомс,нур гун
891,funkeln::V,цивтёрдомс,нур гун
892,lärmen::V,шалномс,ван авун
893,läuten::V,гайгезевемс,зенг ягъун
894,klingeln::V,чавомс баягас,зенг ягъун
895,klirren::V,калдордомс,зигринг авун
896,klirren::V,кальцяемс,зигринг авун
897,brausen::V,лакамс,къати хьун
898,rauschen::V,лажномс,вишриш авун
899,klingen::V,гайгемс,ван авун
900,bellen::V,онгомс,элуькьун
901,heulen::V,урномс,къув ягъун
902,blasen::V,пувамс,уф гун
903,pfeifen::V,вешкемс,уьфт ягъун
904,schreien::V,пижнемс,гьараюн
905,stöhnen::V,кувсемс,суза авун
906,zittern::V,тарномс,зурзун
907,leben::V,эрямс,яшамиш хьун
908,geboren werden::V,чачомс,хьун
909,atmen::V,лексемс,нефес чӏугун
910,trinken::V,симемс,хъун
911,essen::V,ярсамс,тӏуьн
912,schlucken::V,нилемс,туькьуьнун
913,schlucken::V,порнемс,туькьуьнун
914,müde werden::V,сиземс,галатун
915,müde werden::V,сиземс,юргъун хьун
916,einschlafen::V,матедевемс,ксун
917,schlafen::V,удомс,ксун
918,aufwachen::V,сыргоземс,ахварай аватун
919,aufstehen::V,стямс,къарагъун
920,sich erholen::V,оймсемс,ял ягъун
921,krank werden::V,сэредезевемс,кефсуз хьун
922,krank sein::V,сэредемс,тӏа хьун
923,schmerzen::V,сэредемс,тӏа хьун
924,husten::V,козомс,уьгьуь ягъун
925,genesen::V,пичкамс,сагъ хъхьун
926,sterben::V,куломс,кьин
927,umkommen::V,чавовомс,терг хьун
928,umkommen::V,ёмамс,терг хьун
929,sich bewegen::V,шаштомс,юзун
930,sich rühren::V,сыргамс,юзун
931,sich erheben::V,куземс,къарагъун
932,sich setzen::V,озамс,ацукьун
933,hinfallen::V,прамс,алукьун
934,hinfallen::V,сяворемс,алукьун
935,laufen::V,якамс,къекъуьн
936,schreiten::V,эскелямс,ккамар къачун
937,schreiten::V,молемс,ккамар къачун
938,spazierengehen::V,якамс,сейр авун
939,eilen::V,эрзкалемс,тади авун
940,eilen::V,капшамс,тади авун
941,sich beeilen::V,капшамс,гьерекатун
942,sausen::V,ливтямс,чкурун
943,rennen::V,чийнемс,катун
944,rennen::V,чийнемс,зверун
945,rennen::V,ардтнемс,катун
946,rennen::V,ардтнемс,зверун
947,springen::V,кирнявтнемс,хкадарун
948,klettern::V,куземс,акьахун
949,schaukeln::V,нурямс,
950,kriechen::V,ёзмолдомс,капаралди фин
951,schwimmen::V,уемс,сирнав авун
952,tauchen::V,чопавтомс,кьилихъди циз вегьин
953,tauchen::V,чопавтнемс,кьилихъди циз вегьин
954,rudern::V,миледемс,кьусуйралди лодка гьалун
955,rudern::V,миледемс,цуьруьгъуьлдалди кӏватӏун
956,fahren::V,ардомс,фин
957,fliegen::V,ливтямс,лув гун
958,fliegen::V,ливтямс,цавай фин
959,gehen::V,туемс,фин
960,gehen::V,молемс,фин
961,weggehen::V,туемс,хъфин
962,abfahren::V,туемс,фин
963,abfahren::V,туемс,рекье гьатун
964,anhalten::V,лоткамс,акъвазун
965,hineingehen::V,совамс,гьахьун
966,eintreten::V,совамс,гьахьун
967,eintreten::V,эскельдямс,гьахьун
968,kommen::V,самс,атун
969,ankommen::V,самс,атун
970,ankommen::V,пачкодемс,атун
971,zurückkommen::V,велявтомс,хтун
972,bleiben::V,кадовомс,амукьун
973,warten::V,учомс,гуьзлемишун
974,erwarten::V,учомс,вил алаз акъвазун
975,suchen::V,вешнемс,къекъуьн
976,finden::V,муемс,жугъун
977,versuchen::V,варштамс,алахъун
978,vorbereiten::V,анокстамс,гьазурун
979,lieben::V,вечкемс,кӏан хьун
980,mögen::V,вечкемс,рикӏ ацукьун
981,lachen::V,пейдемс,хъуьруьн
982,rühren::V,токамс седейс,
983,weinen::V,авардемс,шехьун
984,schimpfen::V,сёвномс,сеперар гун
985,schimpfen::V,сёвномс,экъуьгъунар авун
986,sich ärgern::V,кежиявтнемс,хъел акатун
987,sich fürchten::V,пелемс,кичӏе хьун
988,fürchten::V,пелемс,къурхутмиш хьун
989,fliehen::V,оргодемс,катун
990,flüchten::V,ворьгодемс,катун
991,flüchten::V,чадомс,катун
992,sehen::V,неемс,акун
993,anschauen::V,ваномс,вил вегьин
994,ansehen::V,ваномс,килигун
995,hören::V,марямс,ван хьун
996,zuhören::V,кунсоломс,яб гун
997,probieren::V,варшамс,дад акун
998,riechen::V,никсемс,ни чӏугун
999,fühlen::V,марямс,гьисс авун
1000,scheinen::V,марявомс,
1001,zu sehen sein::V,неявомс,
1002,vernehmen::V,марямс,
1003,frieren::V,кельмемс,кьун
1004,frieren::V,кельмемс,мекьи хьун
1005,tun::V,теемс,авун
1006,können::V,маштомс,хьун
1007,können::V,маштомс,акъакьун
1008,wollen::V,бажамс,кӏан хьун
1009,anfangen::V,кармамс,башламишун
1010,beenden::V,прядомс,куьтягьун
1011,aufhören::V,лоткамс,акъвазун
1012,gelingen::V,удаламс,арадал атун
1013,geraten::V,лисемс,акъатун
1014,öffnen::V,панжомс,ахъаюн
1015,schließen::V,пекстамс,акьалун
1016,schließen::V,сёлгомс,акьалун
1017,schließen::V,конямс,акьалун
1018,stellen::V,аравтомс,эцигун
1019,setzen::V,ойсевтемс,ацукьарун
1020,setzen::V,озавтнемс,ацукьарун
1021,legen::V,путомс,эцигун
1022,berühren::V,токамс,хкӏурун
1023,verbinden::V,содомс,гилигун
1024,bedecken::V,вельтямс,кӏевун
1025,aufhängen::V,понгавтомс,куьрсарун
1026,anzünden::V,кирвастемс,куькӏуьрун
1027,aufheben::V,кепедемс,хкажун
1028,zurücklassen::V,кадомс,тун
1029,verlieren::V,ёмавтомс,квадарун
1030,fallen lassen::V,правтомс,авадрун
1031,machen::V,теемс,авун
1032,machen::V,теемс,кар авун
1033,herstellen::V,анокстамс,расун
1034,bauen::V,путомс,туькӏуьрун
1035,reparieren::V,витемс,расун
1036,verbessern::V,паролгавтомс,хъсанрун
1037,verbessern::V,вадрялгавтомс,хъсанрун
1038,ändern::V,полавтомс,табдил авун
1039,graben::V,чувомс,эгъуьнун
1040,graben::V,таргамс,эгъуьнун
1041,beugen::V,мендемс,акӏажарун
1042,beugen::V,мендемс,кангур авун
1043,biegen::V,комавтомс,патахъарун
1044,drehen::V,чаравтомс,алчударун
1045,drehen::V,велявтнемс,алчударун
1046,wenden::V,велявтомс,
1047,umdrehen::V,велявтомс,элкъуьрун
1048,heben::V,кепедемс,хкажун
1049,hochheben::V,кепедемс,хкажун
1050,ergreifen::V,кундамс,агалчна кьун
1051,halten::V,кирдемс,кьун
1052,drücken::V,нуемс,чуькьуьн
1053,schieben::V,шаштомс,хуртӏ гун
1054,kratzen::V,ангордамс,къадгъунун
1055,lecken::V,нолсемс,мез гун
1056,beißen::V,сускомс,кӏасун
1057,abreißen::V,сеземс,галудун
1058,abschneiden::V,печкемс,атӏун
1059,binden::V,кодамс,
1060,binden::V,сюлмамс,
1061,stecken::V,сялгомс,сухун
1062,brechen::V,синдемс,хун
1063,brechen::V,синдемс,кукӏварун
1064,brechen::V,калавтомс,хун
1065,brechen::V,калавтомс,кукӏварун
1066,klopfen::V,калтаямс,тахъ-тахъ авун
1067,hauen::V,чавомс,ягъун
1068,kleben::V,педявтнемс,алкӏурун
1069,kleben::V,педявтнемс,кукӏурун
1070,reiben::V,ёзамс,тӏушунун
1071,streichen::V,вадемс,алтадун
1072,schleifen::V,човамс,кӏвенкӏв авун
1073,schneiden::V,керямс,атӏун
1074,rütteln::V,чукамс,къарсурун
1075,rütteln::V,лыкавтомс,къарсурун
1076,schütteln::V,чукамс,къарсурун
1077,schwenken::V,яхолемс,элягъун
1078,schwenken::V,яхолемс,галтадун
1079,schütten::V,каямс,цун
1080,füllen::V,пештямс,ацӏурун
1081,einwickeln::V,тапарямс,кутун
1082,einwickeln::V,тапарямс,элкъуьрун
1083,tragen::V,кандомс,тухун
1084,schleppen::V,ускомс,галчӏурун
1085,ziehen::V,ускомс,ялун
1086,ziehen::V,ускомс,чӏугун
1087,aufbewahren::V,ванстомс,хуьн
1088,werfen::V,ёртомс,гадрун
1089,fangen::V,кундамс,кьун
1090,packen::V,кундамс,кьун
1091,verstecken::V,кекшемс,кӏевун
1092,teilen::V,явомс,паюн
1093,schicken::V,кучомс,ракъурун
1094,bringen::V,кандомс,гъун
1095,hinzufügen::V,путомс,алава авун
1096,hinzufügen::V,максомс,алава авун
1097,bekommen::V,саемс,къачун
1098,bekommen::V,саемс,жугъурун
1099,erhalten::V,саемс,къачун
1100,nehmen::V,саемс,къачун
1101,wählen::V,кочкамс,хкягъун
1102,auswählen::V,кочкамс,хкягъун
1103,bewahren::V,ванстомс,хуьн
1104,behindern::V,кирдемс,манийвал авун
1105,verderben::V,коламс,чӏурун
1106,beschädigen::V,теемс зыян,нукьсанвал гун
1107,zerbrechen::V,коламс,хун
1108,zerreißen::V,сеземс,къазунун
1109,zerstören::V,калавтомс,чӏурун
1110,zerstören::V,калавтомс,барбатӏун
1111,verbrennen::V,пултамс,ккун
1112,geben::V,максомс,гун
1113,reichen::V,максомс,вугун
1114,reichen::V,максомс,гун
1115,schenken::V,каземс,пишкеш авун
1116,versprechen::V,алтамс,гаф гун
1117,wünschen::V,арсемс,дуьа авун
1118,loben::V,шнамс,тариф авун
1119,küssen::V,палсемс,темен гун
1120,wiegen::V,нурсемс,эчӏягъун
1121,zudecken::V,тавадомс,гьалдун
1122,zudecken::V,вельтямс,гьалдун
1123,wecken::V,стявтомс,ахварай авудун
1124,zeigen::V,невтемс,къалурун
1125,führen::V,ветямс,тухун
1126,lehren::V,тонавтомс,кӏелиз тун
1127,unterrichten::V,тонавтомс,тарс гун
1128,aufziehen::V,трямс,тербия гун
1129,aufziehen::V,трямс,тербияламишун
1130,aufziehen::V,кастомс,тербия гун
1131,aufziehen::V,кастомс,тербияламишун
1132,leiten::V,ветямс,идара авун
1133,leiten::V,азоркстамс,идара авун
1134,antreiben::V,ветямс,тади кутун
1135,lassen::V,кармавтомс,
1136,einladen::V,тердемс,теклиф авун
1137,vereinigen::V,вейсэндямс,сад авун
1138,vereinigen::V,вейс путомс,сад авун
1139,vereinigen::V,вейс пурнамс,сад авун
1140,besuchen::V,варштамс,кьилив атун
1141,treffen::V,вастомс,гьалтун
1142,sich versammeln::V,промокшномс,алтӏушун
1143,spielen::V,налксемс,къугъун
1144,singen::V,морамс,лугьун
1145,singen::V,морамс,мани лугьун
1146,tanzen::V,киштемс,кьуьл авун
1147,sich trennen::V,явомс,къакъатун
1148,verlassen::V,кадомс,гъил къачун
1149,retten::V,идемс,къутармишун
1150,bewachen::V,ванстомс,хуьн
1151,schützen::V,аштемс,хуьн
1152,verteidigen::V,ваномс,хуьн
1153,sich schlagen::V,тюремс,кукӏун
1154,schießen::V,ледемс,акъатун
1155,siegen::V,изнямс,гъалиб хьун
1156,ärgern::V,кежейгавтомс,хъел гъун
1157,ärgern::V,кежейгавтомс,хъел кутун
1158,schlagen::V,токамс,ягъун
1159,schlagen::V,токамс,галукьарун
1160,treten::V,тапамс,кьуьл къекъягъун
1161,treten::V,тапамс,кьуьл эцягъун
1162,stechen::V,пупамс,акьадарун
1163,stoßen::V,тулкадемс,эцягъун
1164,stehlen::V,саламс,чуьнуьхун
1165,stören::V,пирямс ки,хкуьрун
1166,belästigen::V,а максомс,хкуьрун
1167,belästigen::V,а максомс,азият гун
1168,belästigen::V,а кадомс оймамо,хкуьрун
1169,belästigen::V,а кадомс оймамо,азият гун
1170,verbergen::V,сёпомс,далдаламишун
1171,verbergen::V,кекшемс,далдаламишун
1172,täuschen::V,манямс,алцурарун
1173,täuschen::V,манямс,алцуррун
1174,betrügen::V,манчемс,алцурарун
1175,betrügen::V,манчемс,гьарамзадавал авун
1176,töten::V,чавномс,яна кьин
1177,töten::V,маштнемс,яна кьин
1178,wohnen::V,эрямс,дуланмиш хьун
1179,arbeiten::V,важодемс,кӏвалахун
1180,arbeiten::V,важодемс,кӏвалах авун
1181,sammeln::V,пурнамс,кӏватӏун
1182,pflücken::V,ноцковтнемс,атӏун
1183,jagen::V,кундамс,гъуьрч авун
1184,fischen::V,калонь кундамс,гъетер кьун
1185,fassen::V,кундамс,кьун
1186,hüten::V,ваномс,чӏура хуьн
1187,treiben::V,панемс,гьалун
1188,anbinden::V,сюлмамс,акалун
1189,füttern::V,андомс,ем гун
1190,melken::V,потявтомс,ацун
1191,hacken::V,лазномс,куьткуьнун
1192,gießen::V,валомс,яд гун
1193,reifen::V,кенеремс,чурун
1194,reifen::V,кенеремс,агакьун
1195,zubereiten::V,анокстамс,гьазурун
1196,kochen::V,пидемс,ругун
1197,backen::V,пидемс,чурун
1198,braten::V,пуштамс,чурун
1199,umrühren::V,човорямс,какадарун
1200,stricken::V,кодамс,хурун
1201,nähen::V,стамс,цун
1202,färben::V,артомс,шир ягъун
1203,reinigen::V,урядамс,михьун
1204,waschen::V,муськемс,чуьхуьн
1205,abwischen::V,нардамс,гуьцӏун
1206,spülen::V,ёрвалдомс,экъуьрун
1207,fegen::V,тенсемс,шуткун
1208,kehren::V,тенсемс,кул алтадун
1209,baden::V,экшелямс,эхъуьн
1210,sich waschen::V,шлямс,жендек чуьхуьн
1211,ausziehen::V,кайсевтемс,хутӏунун
1212,ausziehen::V,кайсевтемс,галудун
1213,anziehen::V,оршамс,алукӏун
1214,sich anziehen::V,оршамс,алукӏун
1215,sich anziehen::V,оршамс,парталар алукӏун
1216,kämmen::V,судрямс,эвягъун
1217,schmücken::V,мазылгавтомс,безетмишун
1218,schmücken::V,мазылгавтомс,гуьрчегарун
1219,schmücken::V,наряжамс,безетмишун
1220,schmücken::V,наряжамс,гуьрчегарун
1221,sagen::V,меремс,лугьун
1222,sprechen::V,кортамс,рахун
1223,reden::V,кортамс,рахун
1224,sich unterhalten::V,кортнемс,ихтилат авун
1225,fragen::V,кевкстемс,жузун
1226,bitten::V,вешемс,тӏалабун
1227,erzählen::V,ёвтнемс,ахъаюн
1228,mitteilen::V,ёвтамс,хабар гун
1229,nennen::V,лемдемс,тӏвар гун
1230,nennen::V,путомс лем,тӏвар гун
1231,rufen::V,тердемс,эверун
1232,rufen::V,серьгедемс,эверун
1233,prahlen::V,шнамс пря,яцӏу гафар авун
1234,übersetzen::V,ютавтомс,таржума авун
1235,übersetzen::V,ютавтомс,гафладун
1236,denken::V,арсемс,фикир авун
1237,glauben::V,кемемс,агъун
1238,bemerken::V,неемс,фикир гун
1239,erkennen::V,содамс,
1240,begreifen::V,пачкодемс,гъавурда акьун
1241,verstehen::V,чарькодемс,
1242,lernen::V,тонавтнемс,кӏелун
1243,wissen::V,содамс,чир хьун
1244,wissen::V,содамс,чирхьун
1245,sich erinnern an::V,ледстямс,рикӏел хуьн
1246,vergessen::V,стувтомс,рикӏелай фин
1247,vergessen::V,стувтомс,рикӏелай алатун
1248,messen::V,онкстнемс,алцумун
1249,zählen::V,ловомс,гьисабун
1250,rechnen::V,ловомс,гьисабун
1251,lesen::V,ловномс,кӏелун
1252,malen::V,рисовамс,кхьин
1253,malen::V,рисовамс,шикилар чӏугун
1254,zeichnen::V,рисовамс,чӏугун
1255,schreiben::V,сёрмадомс,кхьин
1256,besitzen::V,улемс,иеси хьун
1257,besitzen::V,улемс азорокс,иеси хьун
1258,kaufen::V,рамамс,къачун
1259,kaufen::V,рамамс,маса къачун
1260,verkaufen::V,миемс,гун
1261,verkaufen::V,миемс,маса гун
1262,bezahlen::V,пандомс,къимет гун
1263,bezahlen::V,пандомс,эвезда авун
1264,bezahlen::V,пандомс,гьакъи агакьрун
1265,zahlen::V,пандомс,къимет гун
1266,zahlen::V,пандомс,эвезда авун
1267,zahlen::V,пандомс,гьакъи агакьрун
1268,beherrschen::V,азоркстамс,иеси хьун
1269,ertragen::V,кирдемс,таб гун
