,Concept_ID,mn,fr
150,Insel::N,арал,île
151,Blume::N,цэцэг,fleur
152,Gras::N,өвс,herbe
153,Gras::N,ногоо,herbe
154,Wurzel::N,үндэс,racine
155,Baum::N,мод,arbre
156,Stamm::N,иш,tronc
157,Stamm::N,гуалин,tronc
158,Rinde::N,холтос,écorce
159,Ast::N,гишүү,branche
160,Zweig::N,салаа,rameau
161,Blatt::N,навч,feuille
162,Birke::N,хус,bouleau
163,Kiefer[Baum]::N,нарс,pin
164,Weide[Baum]::N,уд,saule
165,Weide[Baum]::N,бургас,saule
166,Tanne::N,гачуур,sapin
167,Horn::N,эвэр,corne
168,Feder::N,өд,plume
169,Fell::N,арьс,peau
170,Flügel::N,жигүүр,aile
171,Flügel::N,далавч,aile
172,Klaue::N,савар,serre
173,Klaue::N,хумс,serre
174,Kralle::N,савар,ongle
175,Kralle::N,савар,griffe
176,Schwanz::N,сүүл,queue
177,Ei::N,өндөг,œuf
178,Nest::N,үүр,nid
179,Bau::N,нүх,terrier
180,Bau::N,элүү,terrier
181,Tier::N,амьтан,animal
182,Tier::N,адгуус,animal
183,Herde::N,сүрэг,troupeau
184,Kuh::N,үнээ,vache
185,Bulle::N,бух,taureau
186,Pferd::N,морь,cheval
187,Pferd::N,адуу,cheval
188,Schaf::N,хонь,mouton
189,Schwein::N,гахай,porc
190,Schwein::N,гахай,cochon
191,Hund::N,нохой,chien
192,Katze::N,муур,chat
193,Katze::N,мигуй,chat
194,Bär::N,баавгай,ours
195,Eichhörnchen::N,хэрэм,écureuil
196,Elch::N,хандгай,élan
197,Fuchs::N,үнэг,renard
198,Hase::N,туулай,lièvre
199,Maus::N,хулгана,souris
200,Wolf::N,чоно,loup
201,Vogel::N,шувуу,oiseau
202,Schwarm::N,сүрэг,nuée
203,Schwarm::N,сүрэг,volée
204,Huhn::N,тахиа,poule
205,Hahn::N,эр тахиа,coq
206,Gans::N,галуу,oie
207,Adler::N,бүргэд,aigle
208,Ente::N,нугас,canard
209,Eule::N,ууль,hibou
210,Kranich::N,тогоруу,grue
211,Krähe::N,хэрээ,corneille
212,Kuckuck::N,хөхөө,coucou
213,Schwan::N,хун,cygne
214,Fisch::N,загас,poisson
215,Barsch::N,алгана,perche
216,Hecht::N,цурхай,brochet
217,Schlange[Tier]::N,могой,serpent
218,Wurm::N,өт,ver
219,Wurm::N,хорхой,ver
220,Spinne::N,аалз,araignée
221,Ameise::N,шоргоолж,fourmi
222,Laus::N,бөөс,pou
223,Mücke::N,шумуул,moucheron
224,Fliege::N,ялаа,mouche
225,Schmetterling::N,эрвээхэй,papillon
226,Beere::N,жимсгэнэ,baie
227,Apfel::N,алим,pomme
228,Pilz::N,мөөг,champignon
229,Zwiebel::N,сонгино,oignon
230,Saat::N,тариа,semence
231,Korn::N,үр,grain
232,Korn::N,мөхлөг,grain
233,Heu::N,өвс,foin
234,Schale::N,хальс,pelure
235,Grube::N,алам,fosse
236,Grube::N,нүх,fosse
237,Falle::N,хавх,piège
238,Falle::N,занга,piège
239,Schlinge::N,урхи,lacs
240,Spur::N,мөр,trace
241,Asche::N,үнс,cendre
242,Dreck::N,хир,crotte
243,Eisen::N,төмөр,fer
244,Gold::N,алт,or
245,Silber::N,мөнгө,argent
246,Kohle::N,нүүрс,charbon
247,Glas::N,шил,verre
248,Lehm::N,шавар,glaise
249,Sand::N,элс,sable
250,Mensch::N,хүн,homme
251,Mann::N,эр,homme
252,Mann::N,эрэгтэй,homme
253,Frau::N,эмэгтэй,femme
254,Frau::N,хатагтай,femme
255,Kind::N,хүүхэд,enfant
256,Junge::N,хүү,garçon
257,Mädchen::N,охин,fille
258,Mädchen::N,охин,jeune fille
259,Mädchen::N,бүсгүй,fille
260,Mädchen::N,бүсгүй,jeune fille
261,Familie::N,айл,famille
262,Großvater::N,өвгөн аав,grand-père
263,Großmutter::N,эмэг эх,grand-mère
264,Großmutter::N,эмгээ,grand-mère
265,Eltern::N,эцэг эх,parents
266,Vater::N,аав,père
267,Vater::N,эцэг,père
268,Mutter::N,эх,mère
269,Mutter::N,ээж,mère
270,Sohn::N,хүү,fils
271,Tochter::N,охин,fille
272,Bruder::N,ах,frère
273,Bruder::N,дүү,frère
274,Schwester::N,эгч,sœur
275,Schwester::N,охин дүү,sœur
276,Onkel::N,авга ах,oncle
277,Onkel::N,нагац ах,oncle
278,Tante::N,авга эгч,tante
279,Tante::N,нагац эгч,tante
280,Ehemann::N,нөхөр,mari
281,Ehemann::N,нөхөр,époux
282,Ehefrau::N,эхнэр,femme
283,Ehefrau::N,эхнэр,épouse
284,Ehefrau::N,гэргий,femme
285,Ehefrau::N,гэргий,épouse
286,Freude::N,баяр,joie
287,Freude::N,баяр,plaisir
288,Freude::N,баясгалан,joie
289,Freude::N,баясгалан,plaisir
290,Gelächter::N,инээдэм,rires
291,Glück::N,жаргалан,bonheur
292,Kummer::N,гаслан,peine
293,Kummer::N,гаслан,chagrin
294,Wunsch::N,ерөөл,désir
295,Lust::N,дур,envie
296,Lust::N,хүсэл,envie
297,Geist::N,оюун,esprit
298,Gedanke::N,сэтгэл,idée
299,Gedanke::N,сэтгэл,pensée
300,Gedächtnis::N,ой,mémoire
301,Gedächtnis::N,цээж,mémoire
302,Verstand::N,ухаан,raison
303,Sinn::N,утга,sens
304,Grund::N,учир,cause
305,Grund::N,учир,raison
306,Wahrheit::N,үнэн,vérité
307,Gespräch::N,яриа,conversation
308,Märchen::N,явган үлгэр,conte
309,Märchen::N,явган үлгэр,conte de fées
310,Erzählung::N,тууж,conte
311,Erzählung::N,тууж,narration
312,Nachricht::N,мэдээ,message
313,Neuigkeit::N,сонин,nouvelle
314,Name::N,нэр,nom
315,Rätsel::N,оньсого,énigme
316,Rätsel::N,оньсого,devinette
317,Rede::N,хэлсэн үг,parole
318,Rede::N,хэлсэн үг,discours
319,Sprache::N,хэл,langue
320,Sprache::N,хэл,langage
321,Stimme::N,дуу,voix
322,Wort::N,үг,mot
323,Zeichen::N,тамга,signe
324,Zeichen::N,тэмдэг,signe
325,Ruf::N,дуудлага,cri
326,Ruf::N,дуудлага,appel
327,Lärm::N,шуугиан,bruit
328,Lärm::N,чимээ,bruit
329,Laut::N,анир,son
330,Laut::N,дуу,son
331,Ton::N,авиа,ton
332,Ton::N,аялгуу,ton
333,Lied::N,дуу,chant
334,Lied::N,дуу,chanson
335,Ruhe::N,энх,calme
336,Ruhe::N,энх,tranquillité
337,Ruhe::N,тайван,calme
338,Ruhe::N,тайван,tranquillité
339,Leute::N,хүмүүс,gens
340,Volk::N,улс,peuple
341,Arbeit::N,ажил,travail
342,Arbeit::N,хөдөлмөр,travail
343,Gast::N,зочин,hôte
344,Gast::N,зочин,invité
345,Gast::N,айлчин,hôte
346,Gast::N,айлчин,invité
347,Geschenk::N,бэлэг,cadeau
348,Geschenk::N,бэлэг,présent
349,Spiel::N,наадам,jeu
350,Spiel::N,тоглоом,jeu
351,Gesellschaft::N,хамт байх,compagnie
352,Hilfe::N,тусламж,aide
353,Hilfe::N,тусламж,secours
354,Freund::N,найз,ami
355,Freund::N,нөхөр,ami
356,Kamerad::N,хань,copain
357,Kamerad::N,хань,camarade
358,Kamerad::N,нөхөр,copain
359,Kamerad::N,нөхөр,camarade
360,Angelegenheit::N,хэрэг,affaire
361,Anzahl::N,тоо,nombre
362,Art::N,төрөл,sorte
363,Art::N,төрөл,espèce
364,Art::N,янз,sorte
365,Art::N,янз,espèce
366,Stück::N,хэсэг,morceau
367,Teil::N,хувь,part
368,Teil::N,хувь,partie
369,Teil::N,хэсэг,part
370,Teil::N,хэсэг,partie
371,Hälfte::N,хагас,moitié
372,Kreis::N,тойрог,cercle
373,Kreis::N,хүрээ,cercle
374,Kreuz::N,загалмай,croix
375,Linie::N,шугам,ligne
376,Strich::N,зураас,trait
377,Abstand::N,зай,écart
378,Entfernung::N,зай,distance
379,Entfernung::N,хол ойр,distance
380,Gegend::N,хавь,région
381,Gegend::N,хавь,contrée
382,Gegend::N,газар,région
383,Gegend::N,газар,contrée
384,Platz::N,зай,place
385,Platz::N,завсар,place
386,Ort::N,газар,lieu
387,Ort::N,газар,endroit
388,Ort::N,байр,lieu
389,Ort::N,байр,endroit
390,Seite::N,тал,côté
391,Seite::N,этгээд,côté
392,Mitte::N,төв,milieu
393,Mitte::N,дунд,milieu
394,Gegenstand::N,юм,objet
395,Sache::N,үйл,chose
396,Sache::N,хэрэг,chose
397,Rand::N,зах,bord
398,Rand::N,хөвөө,bord
399,Kante::N,ирмэг,arête
400,Ecke::N,өнцөг,coin
401,Ecke::N,өнцөг,tournant
402,Spitze::N,үзүүр,cime
403,Spitze::N,үзүүр,pointe
404,Ende::N,зах,bout
405,Ende::N,үзүүр,bout
406,Loch::N,цоорхой,trou
407,Loch::N,онгорхой,trou
408,Winkel::N,өнцөг,coin
409,Winkel::N,өнцөг,réduit
410,Muster::N,хээ,dessin
411,Muster::N,угалз,dessin
412,Größe::N,хэмжээ,grandeur
413,Länge::N,урт,longueur
414,Höhe::N,өндөр,hauteur
415,Höhe::N,өндөр,altitude
416,Gewicht::N,жин,poids
417,Menge::N,тоо,quantité
418,Haufen::N,бөөн,tas
419,Reihe::N,эгнээ,file
420,Reihe::N,эгнээ,rangée
421,Boot::N,завь,canot
422,Boot::N,завь,bateau
423,Ruder::N,сэлүүр,rame
424,Ruder::N,сэлүүр,aviron
425,Schlitten::N,чарга,traîneau
426,Ski::N,цана,ski
427,Lagerfeuer::N,түүдэг,feu de camp
428,Last::N,ачаа,charge
429,Last::N,ачаа,fardeau
430,Gang::N,явдал,tour
431,Gang::N,явдал,marche
432,Schritt::N,алхам,pas
433,Norden::N,умар,nord
434,Süden::N,урд,sud
435,Süden::N,өмнө,sud
436,Westen::N,өрнө,ouest
437,Westen::N,өрнө,occident
438,Westen::N,баруун,ouest
439,Westen::N,баруун,occident
440,Osten::N,зүүн,est
441,Osten::N,зүүн,orient
442,Osten::N,дорно,est
443,Osten::N,дорно,orient
444,Holz::N,мод,bois
445,Brett::N,банз,planche
446,Platte::N,хавтан,plaque
447,Stütze::N,тулгуур,appui
448,Stütze::N,тулгуур,soutien
449,Stütze::N,тулга,appui
450,Stütze::N,тулга,soutien
451,Stange::N,сургааг,barre
452,Stange::N,сургааг,perche
453,Stock::N,саваа,canne
454,Stab::N,таяг,bâton
455,Rohr::N,хоолой,tube
456,Rohr::N,хоолой,tuyau
457,Haus::N,гэр,maison
458,Haus::N,байшин,maison
459,Heim::N,гэр,maison
460,Ofen::N,зуух,poêle
461,Ofen::N,пийшин,poêle
462,Fußboden::N,шал,plancher
463,Tisch::N,ширээ,table
464,Stuhl::N,сандал,chaise
465,Wiege::N,өлгий,berceau
466,Bett::N,ор,lit
467,Regal::N,тавиур,étagère
468,Kiste::N,авдар,caisse
469,Kiste::N,хайрцаг,caisse
470,Fenster::N,гэгээвч,fenêtre
471,Tür::N,үүд,porte
472,Tür::N,хаалга,porte
473,Tor::N,хаалга,porte
474,Tor::N,хаалга,portail
475,Zaun::N,хашаа,clôture
476,Dach::N,дээвэр,toit
477,Leiter::N,шат,échelle
478,Besen::N,хамуур,balai
479,Besen::N,туужуу,balai
480,Spaten::N,хүрз,bêche
481,Schaufel::N,хүрз,pelle
482,Gabel::N,сэрээ,fourchette
483,Löffel::N,халбага,cuiller
484,Messer::N,хутга,couteau
485,Nagel::N,хадаас,clou
486,Netz::N,өөш,filet
487,Netz::N,тор,filet
488,Haken::N,гох,croc
489,Haken::N,гох,crochet
490,Griff::N,иш,prise
491,Griff::N,иш,manche
492,Griff::N,сэнж,prise
493,Griff::N,сэнж,manche
494,Schloss::N,цуурга,serrure
495,Schloss::N,цоож,serrure
496,Bild::N,зураг,image
497,Bild::N,зураг,tableau
498,Figur::N,баримал,figure
499,Puppe::N,хүүхэлдэй,poupée
500,Beutel::N,агсаа,sac
501,Beutel::N,агсаа,petit sac
502,Beutel::N,уут,sac
503,Beutel::N,уут,petit sac
504,Bündel::N,боодол,paquet
505,Bündel::N,боодол,faisceau
506,Tasche::N,цүнх,sac
507,Eimer::N,хөнөг,seau
508,Eimer::N,хувин,seau
509,Deckel::N,таг,couvercle
510,Deckel::N,хавхаг,couvercle
511,Geschirr::N,сав суулга,vaisselle
512,Sack::N,шуудай,sac
513,Tasse::N,аяга,tasse
514,Topf::N,тогоо,pot
515,Topf::N,тогоо,marmite
516,Kessel::N,тогоо,chaudron
517,Essen::N,идээ,repas
518,Essen::N,идээ,manger
519,Nahrung::N,хүнс,nourriture
520,Speise::N,идээ,plat
521,Fleisch::N,мах,viande
522,Getreide::N,будаа,blé
523,Getreide::N,будаа,céréales
524,Brei::N,богшмол,purée
525,Brei::N,богшмол,bouillie
526,Brei::N,будаа,purée
527,Brei::N,будаа,bouillie
528,Brot::N,талх,pain
529,Scheibe::N,зүсэм,tranche
530,Scheibe::N,хэрчим,tranche
531,Fett::N,өөх,graisse
532,Butter::N,тос,beurre
533,Öl::N,тос,huile
534,Salz::N,давс,sel
535,Suppe::N,шөл,soupe
536,Suppe::N,шөл,potage
537,Honig::N,бал,miel
538,Milch::N,сүү,lait
539,Tee::N,цай,thé
540,Leder::N,арьс,cuir
541,Leder::N,савхи,cuir
542,Wolle::N,ноос,laine
543,Wolle::N,унгас,laine
544,Stoff::N,бөс,tissu
545,Stoff::N,бөс,étoffe
546,Nadel::N,зүү,aiguille
547,Faden::N,боолт,fil
548,Faden::N,утас,fil
549,Knopf::N,товч,bouton
550,Knoten::N,зангилаа,nœud
551,Farbe::N,будаг,peinture
552,Kleidung::N,хувцас,vêtements
553,Kleidung::N,хувцас,habillement
554,Hemd::N,цамц,chemise
555,Kragen::N,зах заам,col
556,Ärmel::N,ханцуй,manche
557,Hose::N,өмд,pantalon
558,Gürtel::N,бүс,ceinture
559,Mütze::N,малгай,bonnet
560,Mütze::N,малгай,casquette
561,Mütze::N,бүрх,bonnet
562,Mütze::N,бүрх,casquette
563,Schuh::N,туфли,soulier
564,Schuh::N,туфли,chaussure
565,Stiefel::N,гутал,botte
566,Ring::N,бөгж,bague
567,Band::N,тууз,ruban
568,Kamm::N,сам,peigne
569,Spiegel::N,толь,glace
570,Spiegel::N,толь,miroir
571,Riemen::N,тасам,lanière
572,Riemen::N,тасам,courroie
573,Riemen::N,сур,lanière
574,Riemen::N,сур,courroie
575,Schnur::N,татлага,corde
576,Schnur::N,татлага,ficelle
577,Leine::N,оосор,laisse
578,Decke::N,хөнжил,couverture
579,Decke::N,хучлага,couverture
580,Kissen::N,дэр,oreiller
581,Tuch::N,алчуур,drap
582,Tuch::N,алчуур,fichu
583,Tuch::N,даавуу,drap
584,Tuch::N,даавуу,fichu
585,Handtuch::N,алчуур,serviette
586,Handtuch::N,алчуур,essuie-mains
587,Kraft::N,чадал,force
588,Kraft::N,хүч,force
589,Stärke::N,эрч,vigueur
590,Stärke::N,тэнхээ,vigueur
591,Gesundheit::N,бие,santé
592,Gesundheit::N,эрүүл мэнд,santé
593,Krankheit::N,эмгэг,maladie
594,Schmerz::N,өвчин,douleur
595,Wunde::N,шарх,plaie
596,Wunde::N,шарх,blessure
597,Fieber::N,халуун,fièvre
598,Arznei::N,эм,remède
599,Arznei::N,эм,médecine
600,Brücke::N,гүүр,pont
601,Brunnen::N,худаг,puits
602,Weide::N,бэлчээр,pâturage
603,Pfad::N,жим,sentier
604,Pfad::N,зөрөг,sentier
605,Weg::N,зам,voie
606,Weg::N,зам,chemin
607,Weg::N,харгуй,voie
608,Weg::N,харгуй,chemin
609,Straße::N,зам,route
610,Straße::N,харгуй,route
611,Dorf::N,тосгон,village
612,Dorf::N,гацаа,village
613,Stadt::N,хот,cité
614,Stadt::N,хот,ville
615,Brief::N,захидал,lettre
616,Brief::N,захиа,lettre
617,Buch::N,ном,livre
618,Buch::N,бичиг,livre
619,Buchstabe::N,үсэг,lettre
620,Buchstabe::N,үсэг,caractère
621,Zeitung::N,сонин,journal
622,Leben::N,амь,vie
623,Leben::N,амьдрал,vie
624,Tod::N,үхэл,mort
625,Grab::N,булш,tombe
626,Kirche::N,сүм,église
627,Sünde::N,нүгэл,péché
628,Sünde::N,хилэнц,péché
629,Gott::N,бурхан,dieu
630,Arbeiter::N,ажилчин,ouvrier
631,Arbeiter::N,ажилчин,travailleur
632,Arbeiter::N,хөдөлмөрчин,ouvrier
633,Arbeiter::N,хөдөлмөрчин,travailleur
634,Chef::N,дарга,chef
635,Chef::N,дарга,patron
636,Meister::N,дархан,maître
637,Arzt::N,эмч,médecin
638,Lehrer::N,багш,professeur
639,Lehrer::N,багш,instituteur
640,Geld::N,цаас,argent
641,Geld::N,мөнгө,argent
642,Geschäft::N,наймаа,affaire
643,Geschäft::N,наймаа,commerce
644,Laden::N,дэлгүүр,magasin
645,Laden::N,дэлгүүр,boutique
646,Preis::N,үнэ,prix
647,Ware::N,таваар,marchandise
648,Ware::N,бараа,marchandise
649,Nutzen::N,ашиг,profit
650,Reichtum::N,баялаг,richesse
651,Welt::N,дэлхий,monde
652,Welt::N,орчлон,monde
653,Land::N,улс,pays
654,Land::N,орон,pays
655,Staat::N,төр,État
656,Staat::N,гүрэн,État
657,König::N,ван,roi
658,Macht::N,засаг,pouvoir
659,Macht::N,засаг,puissance
660,Grenze::N,хил,frontière
661,Krieg::N,дайн,guerre
662,Feind::N,дайсан,ennemi
663,Gewalt::N,хүчирхэх,violence
664,Kampf::N,тэмцэл,lutte
665,Kampf::N,тэмцэл,combat
666,Kampf::N,байлдаан,lutte
667,Kampf::N,байлдаан,combat
668,Bogen[Waffe]::N,нум,arc
669,Pfeil::N,годил,flèche
670,Pfeil::N,сум,flèche
671,Gewehr::N,буу,fusil
672,Fehler::N,эндэл,faute
673,Fehler::N,эндэл,erreur
674,Fehler::N,алдаа,faute
675,Fehler::N,алдаа,erreur
676,Lüge::N,худал,mensonge
677,Schaden::N,хор,dégât
678,Schaden::N,хор,dommage
679,Schaden::N,хөнөөл,dégât
680,Schaden::N,хөнөөл,dommage
681,Unglück::N,гай,malheur
682,Unglück::N,гамшиг,malheur
683,Schuld::N,гэм,faute
684,Schuld::N,гэм,culpabilité
685,Schuld::N,буруу,faute
686,Schuld::N,буруу,culpabilité
687,Alter::N,нас,âge
688,Schluss::N,эцэс,fin
689,Schluss::N,төгсгөл,fin
690,Zeit::N,цаг,temps
691,Tag::N,өдөр,jour
692,Tag::N,өдөр,journée
693,Morgen::N,өглөө,matin
694,Morgen::N,өглөө,matinée
695,Mittag::N,үд,midi
696,Abend::N,үдэш,soir
697,Abend::N,үдэш,soirée
698,Nacht::N,шөнө,nuit
699,Woche::N,долоо хоног,semaine
700,Monat::N,сар,mois
701,Jahr::N,жил,an
702,Jahr::N,жил,année
703,Frühling::N,хавар,printemps
704,Sommer::N,зун,été
705,Herbst::N,намар,automne
706,Winter::N,өвөл,hiver
707,Januar::N,нэгдүгээр сар,janvier
708,Februar::N,хоёрдугаар сар,février
709,März::N,гуравдугаар сар,mars
710,April::N,дөрөвдүгээр сар,avril
711,Mai::N,тавдугаар сар,mai
712,Juni::N,зургаадугаар сар,juin
713,Juli::N,долдугаар сар,juillet
714,August::N,наймдугаар сар,août
715,September::N,есдүгээр сар,septembre
716,Oktober::N,аравдугаар сар,octobre
717,November::N,арван нэгдүгээр сар,novembre
718,Dezember::N,арван хоёрдугаар сар,décembre
719,Montag::N,даваа,lundi
720,Dienstag::N,мягмар,mardi
721,Mittwoch::N,лхагва,mercredi
722,Donnerstag::N,пүрэв,jeudi
723,Freitag::N,баасан,vendredi
724,Samstag::N,бямба,samedi
725,Sonntag::N,ням,dimanche
726,groß::A,их,grand
727,groß::A,том,grand
728,klein::A,бага,petit
729,klein::A,жаахан,petit
730,lang::A,урт,long
731,kurz::A,охор,court
732,kurz::A,богино,court
733,breit::A,өргөн,large
734,schmal::A,уйтан,étroit
735,schmal::A,нарийн,étroit
736,dicht::A,нягт,dense
737,dicht::A,чигжүү,dense
738,dick[Gegenstand]::A,зузаан,épais
739,dünn::A,нимгэн,mince
740,fein::A,нарийн,fin
741,fein::A,нарийн,menu
742,fest::A,бөх,ferme
743,fest::A,бөх,solide
744,fest::A,хатуу,ferme
745,fest::A,хатуу,solide
746,flach::A,хавтгай,plat
747,glatt::A,цагаан,poli
748,glatt::A,цагаан,lisse
749,hart::A,хатуу,dur
750,weich::A,зөөлөн,mou
751,rund::A,дугуй,rond
752,rund::A,дугариг,rond
753,spitz::A,шовх,aigu
754,spitz::A,шовх,pointu
755,spitz::A,шовгор,aigu
756,spitz::A,шовгор,pointu
757,scharf::A,хурц,tranchant
758,scharf::A,иртэй,tranchant
759,stumpf::A,мохоо,mousse
760,stumpf::A,мохоо,émoussé
761,schwer::A,хүнд,lourd
762,schwer::A,хүнд,pesant
763,schön::A,гуа,beau
764,schön::A,сайхан,beau
765,heiß::A,халуун,chaud
766,heiß::A,халуун,très chaud
767,warm::A,дулаан,chaud
768,kalt::A,хүйтэн,froid
769,kühl::A,сэрүүн,frais
770,frisch::A,эрүүл,frais
771,frisch::A,жихүүн,frais
772,feucht::A,чийгтэй,humide
773,nass::A,нойтон,mouillé
774,trocken::A,хатсан,sec
775,voll::A,дүүрэн,plein
776,voll::A,дүүрэн,rempli
777,leer::A,хоосон,vide
778,offen::A,онгорхой,ouvert
779,geschlossen::A,битүү,clos
780,geschlossen::A,битүү,fermé
781,geschlossen::A,хаалтай,clos
782,geschlossen::A,хаалтай,fermé
783,sauber::A,цэвэр,net
784,sauber::A,цэвэр,propre
785,sauber::A,хиргүй,net
786,sauber::A,хиргүй,propre
787,schmutzig::A,бохир,sale
788,schmutzig::A,бохир,crasseux
789,schmutzig::A,хиртэй,sale
790,schmutzig::A,хиртэй,crasseux
791,roh::A,түүхий,cru
792,roh::A,түүхий,brut
793,reif::A,болсон,mûr
794,lecker::A,амттай,délicieux
795,lecker::A,амттай,appétissant
796,süß::A,амттай,doux
797,süß::A,чихэрлэг,doux
798,bitter::A,гашуун,amer
799,sauer::A,эсгэлэн,aigre
800,hell::A,гэгээн,clair
801,hell::A,гэрэлтэй,clair
802,dunkel::A,бараан,sombre
803,dunkel::A,харанхуй,sombre
804,schwarz::A,хар,noir
805,weiß::A,цагаан,blanc
806,rot::A,улаан,rouge
807,gelb::A,шар,jaune
808,blau::A,хөх,bleu
809,blau::A,цэнхэр,bleu
810,grün::A,ногоон,vert
811,grau::A,орог,gris
812,grau::A,саарал,gris
813,bunt::A,эрээн,multicolore
814,billig::A,хямд,bon marché
815,teuer::A,үнэтэй,cher
816,wertvoll::A,үнэт,précieux
817,blind::A,сохор,aveugle
818,taub::A,чих хатуу,sourd
819,kräftig::A,чийрэг,fort
