,Concept_ID,,bg
140,Tanne::N,,ела
141,Horn::N,,рог
142,Feder::N,,перо
143,Fell::N,,кожа
144,Flügel::N,,крило
145,Klaue::N,,нокът
146,Kralle::N,,нокът
147,Schwanz::N,,опашка
148,Ei::N,,яйце
149,Nest::N,,гнездо
150,Bau::N,,дупка
151,Tier::N,,животно
152,Herde::N,,стадо
153,Kuh::N,,крава
154,Bulle::N,,бик
155,Pferd::N,,кон
156,Schaf::N,,овца
157,Schwein::N,,свиня
158,Hund::N,,куче
159,Katze::N,,котка
160,Bär::N,,мечка
161,Eichhörnchen::N,,катерица
162,Elch::N,,лос
163,Fuchs::N,,лисица
164,Hase::N,,заек
165,Maus::N,,мишка
166,Wolf::N,,вълк
167,Vogel::N,,птица
168,Schwarm::N,,рой
169,Schwarm::N,,рояк
170,Huhn::N,,кокошка
171,Hahn::N,,петел
172,Gans::N,,гъска
173,Adler::N,,орел
174,Ente::N,,патица
175,Eule::N,,сова
176,Kranich::N,,жерав
177,Krähe::N,,врана
178,Kuckuck::N,,кукувица
179,Schwan::N,,лебед
180,Fisch::N,,риба
181,Barsch::N,,костур
182,Hecht::N,,щука
183,Schlange[Tier]::N,,змия
184,Wurm::N,,червей
185,Spinne::N,,паяк
186,Ameise::N,,мравка
187,Laus::N,,въшка
188,Mücke::N,,комар
189,Fliege::N,,муха
190,Schmetterling::N,,пеперуда
191,Beere::N,,плод
192,Apfel::N,,ябълка
193,Pilz::N,,гъба
194,Zwiebel::N,,лук
195,Zwiebel::N,,кромид
196,Saat::N,,семе
197,Korn::N,,зърно
198,Heu::N,,сено
199,Schale::N,,кора
200,Grube::N,,яма
201,Grube::N,,дупка
202,Falle::N,,примка
203,Schlinge::N,,клуп
204,Spur::N,,диря
205,Spur::N,,следа
206,Asche::N,,пепел
207,Dreck::N,,кал
208,Eisen::N,,желязо
209,Gold::N,,злато
210,Silber::N,,сребро
211,Kohle::N,,въглища
212,Glas::N,,стъкло
213,Lehm::N,,глина
214,Sand::N,,пясък
215,Mensch::N,,човек
216,Mann::N,,мъж
217,Frau::N,,жена
218,Kind::N,,дете
219,Junge::N,,момче
220,Mädchen::N,,момиче
221,Familie::N,,фамилия
222,Familie::N,,семейство
223,Großvater::N,,дядо
224,Großmutter::N,,баба
225,Eltern::N,,родители
226,Vater::N,,баща
227,Mutter::N,,майка
228,Sohn::N,,син
229,Tochter::N,,дъщеря
230,Bruder::N,,брат
231,Schwester::N,,сестра
232,Onkel::N,,чичо
233,Onkel::N,,вуйчо
234,Tante::N,,леля
235,Ehemann::N,,съпруг
236,Ehefrau::N,,съпруга
237,Freude::N,,радост
238,Gelächter::N,,смях
239,Glück::N,,щастие
240,Kummer::N,,тъга
241,Wunsch::N,,желание
242,Lust::N,,желание
243,Geist::N,,дух
244,Gedanke::N,,мисъл
245,Gedächtnis::N,,памет
246,Verstand::N,,ум
247,Verstand::N,,разум
248,Sinn::N,,смисъл
249,Grund::N,,причина
250,Wahrheit::N,,правда
251,Gespräch::N,,разговор
252,Märchen::N,,приказка
253,Erzählung::N,,разказ
254,Nachricht::N,,вест
255,Nachricht::N,,известие
256,Neuigkeit::N,,новина
257,Name::N,,име
258,Rätsel::N,,гатанка
259,Rede::N,,реч
260,Rede::N,,слово
261,Sprache::N,,език
262,Stimme::N,,глас
263,Wort::N,,дума
264,Zeichen::N,,знак
265,Ruf::N,,зов
266,Lärm::N,,шум
267,Lärm::N,,глъчка
268,Laut::N,,звук
269,Ton::N,,тон
270,Lied::N,,песен
271,Ruhe::N,,тишина
272,Ruhe::N,,спокойствие
273,Leute::N,,хора
274,Volk::N,,народ
275,Arbeit::N,,труд
276,Arbeit::N,,работа
277,Gast::N,,гост
278,Geschenk::N,,дар
279,Geschenk::N,,подарък
280,Spiel::N,,игра
281,Gesellschaft::N,,общество
282,Hilfe::N,,помощ
283,Freund::N,,приятел
284,Kamerad::N,,другар
285,Angelegenheit::N,,работа
286,Anzahl::N,,брой
287,Anzahl::N,,количество
288,Art::N,,вид
289,Stück::N,,къс
290,Stück::N,,парче
291,Teil::N,,дял
292,Teil::N,,част
293,Hälfte::N,,половина
294,Kreis::N,,кръг
295,Kreuz::N,,кръст
296,Linie::N,,черта
297,Strich::N,,щрих
298,Strich::N,,черта
299,Abstand::N,,дистанция
300,Abstand::N,,разстояние
301,Entfernung::N,,разстояние
302,Gegend::N,,местност
303,Platz::N,,място
304,Ort::N,,място
305,Seite::N,,страна
306,Mitte::N,,среда
307,Gegenstand::N,,предмет
308,Sache::N,,вещ
309,Rand::N,,ръб
310,Kante::N,,ръб
311,Kante::N,,кант
312,Ecke::N,,ъгъл
313,Spitze::N,,връх
314,Spitze::N,,острие
315,Ende::N,,край
316,Loch::N,,дупка
317,Winkel::N,,кът
318,Winkel::N,,ъгъл
319,Muster::N,,десен
320,Muster::N,,образец
321,Größe::N,,големина
322,Länge::N,,дължина
323,Höhe::N,,висота
324,Höhe::N,,височина
325,Gewicht::N,,тегло
326,Gewicht::N,,тежест
327,Menge::N,,количество
328,Haufen::N,,куп
329,Haufen::N,,грамада
330,Reihe::N,,ред
331,Reihe::N,,редица
332,Boot::N,,лодка
333,Ruder::N,,весло
334,Ruder::N,,гребло
335,Schlitten::N,,шейна
336,Ski::N,,ски
337,Lagerfeuer::N,,огнище
338,Last::N,,товар
339,Gang::N,,ход
340,Gang::N,,вървеж
341,Schritt::N,,стъпка
342,Norden::N,,север
343,Süden::N,,юг
344,Westen::N,,запад
345,Osten::N,,изток
346,Holz::N,,дърво
347,Brett::N,,дъска
348,Stange::N,,прът
349,Stange::N,,върлина
350,Stock::N,,прът
351,Stock::N,,тояга
352,Stab::N,,прът
353,Rohr::N,,цев
354,Rohr::N,,тръба
355,Haus::N,,къща
356,Heim::N,,дом
357,Ofen::N,,печка
358,Fußboden::N,,под
359,Tisch::N,,маса
360,Stuhl::N,,стол
361,Wiege::N,,люлка
362,Bett::N,,легло
363,Bett::N,,креват
364,Regal::N,,рафт
365,Regal::N,,етажерка
366,Kiste::N,,кутия
367,Kiste::N,,сандък
368,Fenster::N,,прозорец
369,Tür::N,,врата
370,Tor::N,,врата
371,Zaun::N,,ограда
372,Dach::N,,покрив
373,Leiter::N,,стълба
374,Besen::N,,метла
375,Spaten::N,,лопата
376,Schaufel::N,,лопата
377,Gabel::N,,вилица
378,Löffel::N,,лъжица
379,Messer::N,,нож
380,Nagel::N,,гвоздей
381,Netz::N,,мрежа
382,Haken::N,,кука
383,Haken::N,,закачалка
384,Griff::N,,ръчка
385,Griff::N,,дръжка
386,Schloss::N,,брава
387,Schloss::N,,ключалка
388,Bild::N,,картина
389,Figur::N,,фигура
390,Puppe::N,,кукла
391,Beutel::N,,кесия
392,Bündel::N,,връзка
393,Tasche::N,,чанта
394,Eimer::N,,кофа
395,Deckel::N,,капак
396,Deckel::N,,похлупак
397,Geschirr::N,,съдове
398,Sack::N,,чувал
399,Tasse::N,,чаша
400,Topf::N,,гърне
401,Topf::N,,тенджера
402,Kessel::N,,котел
403,Essen::N,,ядене
404,Nahrung::N,,храна
405,Speise::N,,ястие
406,Fleisch::N,,месо
407,Getreide::N,,зърнено храни
408,Brei::N,,каша
409,Brot::N,,хляб
410,Scheibe::N,,резен
411,Fett::N,,мазнина
412,Butter::N,,масло
413,Öl::N,,олио
414,Öl::N,,оливия
415,Salz::N,,сол
416,Suppe::N,,супа
417,Honig::N,,мед
418,Milch::N,,мляко
419,Tee::N,,чай
420,Leder::N,,кожа
421,Wolle::N,,вълна
422,Stoff::N,,плат
423,Stoff::N,,материал
424,Nadel::N,,игла
425,Faden::N,,конец
426,Knopf::N,,копче
427,Knoten::N,,възел
428,Farbe::N,,боя
429,Kleidung::N,,дрехи
430,Kleidung::N,,облекло
431,Hemd::N,,риза
432,Kragen::N,,яка
433,Ärmel::N,,ръкав
434,Hose::N,,панталони
435,Gürtel::N,,пояс
436,Gürtel::N,,колан
437,Mütze::N,,каскет
438,Mütze::N,,фуражка
439,Schuh::N,,обувка
440,Stiefel::N,,ботуш
441,Ring::N,,пръстен
442,Band::N,,лента
443,Band::N,,връзка
444,Kamm::N,,гребен
445,Spiegel::N,,огледало
446,Riemen::N,,каиш
447,Riemen::N,,ремък
448,Schnur::N,,връв
449,Leine::N,,връв
450,Leine::N,,въже
451,Decke::N,,покривка
452,Kissen::N,,възглавница
453,Tuch::N,,сукно
454,Handtuch::N,,пешкир
455,Handtuch::N,,кърпа за лице
456,Kraft::N,,мощ
457,Kraft::N,,сила
458,Stärke::N,,сила
459,Gesundheit::N,,здраве
460,Krankheit::N,,болест
461,Schmerz::N,,болка
462,Wunde::N,,рана
463,Fieber::N,,треска
464,Fieber::N,,температура
465,Arznei::N,,лек
466,Arznei::N,,лекарство
467,Brücke::N,,мост
468,Brunnen::N,,чешма
469,Brunnen::N,,кладенец
470,Weide::N,,паша
471,Weide::N,,пасище
472,Pfad::N,,пътека
473,Weg::N,,път
474,Straße::N,,шосе
475,Dorf::N,,село
476,Stadt::N,,град
477,Brief::N,,писмо
478,Buch::N,,книга
479,Buchstabe::N,,буква
480,Zeitung::N,,вестник
481,Leben::N,,живот
482,Tod::N,,смърт
483,Grab::N,,гроб
484,Kirche::N,,църква
485,Sünde::N,,грях
486,Gott::N,,бог
487,Arbeiter::N,,работник
488,Chef::N,,шеф
489,Chef::N,,началник
490,Meister::N,,майстор
491,Arzt::N,,лекар
492,Lehrer::N,,учител
493,Geld::N,,пари
494,Geschäft::N,,сделка
495,Laden::N,,дюкян
496,Laden::N,,магазин
497,Preis::N,,цена
498,Ware::N,,стока
499,Nutzen::N,,полза
500,Nutzen::N,,облага
501,Reichtum::N,,богатство
502,Welt::N,,свят
503,Land::N,,страна
504,Staat::N,,щат
505,Staat::N,,държава
506,König::N,,крал
507,Macht::N,,мощ
508,Macht::N,,власт
509,Grenze::N,,граница
510,Krieg::N,,война
511,Feind::N,,враг
512,Feind::N,,неприятел
513,Gewalt::N,,сила
514,Gewalt::N,,насилие
515,Kampf::N,,борба
516,Kampf::N,,сражение
517,Bogen[Waffe]::N,,лък
518,Pfeil::N,,стрела
519,Gewehr::N,,пушка
520,Fehler::N,,грешка
521,Lüge::N,,лъжа
522,Schaden::N,,повреда
523,Unglück::N,,нещастие
524,Schuld::N,,вина
525,Alter::N,,възраст
526,Schluss::N,,край
527,Zeit::N,,време
528,Tag::N,,ден
529,Morgen::N,,утро
530,Morgen::N,,сутрин
531,Mittag::N,,обед
532,Mittag::N,,пладне
533,Abend::N,,вечер
534,Nacht::N,,нощ
535,Woche::N,,седмица
536,Monat::N,,месец
537,Jahr::N,,година
538,Frühling::N,,пролет
539,Sommer::N,,лято
540,Herbst::N,,есен
541,Winter::N,,зима
542,Januar::N,,януари
543,Februar::N,,февруари
544,März::N,,март
545,April::N,,април
546,Mai::N,,май
547,Juni::N,,юни
548,Juli::N,,юли
549,August::N,,август
550,September::N,,септември
551,Oktober::N,,октомври
552,November::N,,ноември
553,Dezember::N,,декември
554,Montag::N,,понеделник
555,Dienstag::N,,вторник
556,Mittwoch::N,,сряда
557,Donnerstag::N,,четвъртък
558,Freitag::N,,петък
559,Samstag::N,,събота
560,Sonntag::N,,неделя
561,groß::A,,едър
562,groß::A,,голям
563,klein::A,,малък
564,klein::A,,дребен
565,lang::A,,дълъг
566,kurz::A,,къс
567,breit::A,,широк
568,schmal::A,,тесен
569,dicht::A,,гъст
570,dick[Gegenstand]::A,,дебел
571,dünn::A,,тънък
572,fein::A,,фин
573,fein::A,,тънък
574,fest::A,,твърд
575,fest::A,,плътен
576,flach::A,,равен
577,flach::A,,плосък
578,glatt::A,,гладък
579,hart::A,,твърд
580,hart::A,,корав
581,weich::A,,мек
582,rund::A,,кръгъл
583,spitz::A,,островръх
584,scharf::A,,остър
585,stumpf::A,,тъп
586,schwer::A,,тежък
587,schön::A,,хубав
588,schön::A,,красив
589,heiß::A,,жарък
590,warm::A,,топъл
591,kalt::A,,студен
592,kühl::A,,хладен
593,frisch::A,,свеж
594,feucht::A,,влажен
595,nass::A,,мокър
596,trocken::A,,сух
597,voll::A,,пълен
598,leer::A,,празен
599,offen::A,,откровен
600,geschlossen::A,,закрит
601,geschlossen::A,,затворен
602,sauber::A,,чист
603,schmutzig::A,,мръсен
604,roh::A,,суров
605,reif::A,,зрял
606,lecker::A,,вкусен
607,süß::A,,сладък
608,bitter::A,,горчив
609,sauer::A,,кисел
610,hell::A,,ясен
611,hell::A,,светъл
612,dunkel::A,,тъмен
613,schwarz::A,,черен
614,weiß::A,,бял
615,rot::A,,червен
616,gelb::A,,жълт
617,blau::A,,син
618,grün::A,,зелен
619,grau::A,,сив
620,bunt::A,,шарен
621,bunt::A,,пъстър
622,billig::A,,евтин
623,teuer::A,,скъп
624,wertvoll::A,,ценен
625,blind::A,,сляп
626,taub::A,,глух
627,kräftig::A,,силен
628,stark::A,,здрав
629,stark::A,,силен
630,schwach::A,,слаб
631,fett::A,,тлъст
632,schlank::A,,тънък
633,schlank::A,,строен
634,hübsch::A,,хубав
635,böse::A,,зъл
636,dumm::A,,глупав
637,faul::A,,ленив
638,faul::A,,мързелив
639,fleißig::A,,прилежен
640,geizig::A,,скъпернически
641,klug::A,,умен
642,klug::A,,разумен
643,geschickt::A,,умел
644,geschickt::A,,сръчен
645,lieb::A,,мил
646,lieb::A,,драг
647,lustig::A,,весел
648,sanft::A,,нежен
649,sanft::A,,кротък
650,hungrig::A,,гладен
651,krank::A,,болен
652,nackt::A,,гол
653,traurig::A,,тъжен
654,traurig::A,,печален
655,lebendig::A,,жив
656,gut::A,,добър
657,schlecht::A,,лош
658,richtig::A,,правилен
659,schlimm::A,,лош
660,wahr::A,,верен
661,wahr::A,,истински
662,alt::A,,стар
663,alt::A,,древен
664,neu::A,,нов
665,ehemalig::A,,бивш
666,alt[Lebewesen]::A,,стар
667,jung::A,,млад
668,arm::A,,беден
669,reich::A,,богат
670,bekannt::A,,познат
671,bekannt::A,,известен
672,berühmt::A,,почут
673,berühmt::A,,известен
674,fremd::A,,чужд
675,verschieden::A,,разен
676,verschieden::A,,различен
677,nah::A,,близък
678,fern::A,,далечен
679,linker::A,,ляв
680,rechter::A,,прав
681,anderer::A,,друг
682,erster::A,,пръв
683,erster::A,,първи
684,zweiter::A,,втори
685,dritter::A,,трети
686,letzter::A,,последен
687,allein::ADV,,само
688,auf einmal::ADV,,същевременно
689,zusammen::ADV,,заедно
690,lange::ADV,,дълго
691,plötzlich::ADV,,изведнъж
692,sofort::ADV,,веднага
693,später::ADV,,по-късно
694,jetzt::ADV,,сега
695,heute::ADV,,днес
696,morgen::ADV,,утре
697,bald::ADV,,скоро
698,dann::ADV,,после
699,dann::ADV,,тогава
700,gestern::ADV,,вчера
701,einst::ADV,,някога
702,damals::ADV,,тогава
703,danach::ADV,,после
704,danach::ADV,,след това
705,vorher::ADV,,преди
706,vorher::ADV,,преди това
707,zuerst::ADV,,най-напред
708,einmal::ADV,,веднъж
709,einmal::ADV,,един път
710,manchmal::ADV,,понякога
711,oft::ADV,,често
712,immer::ADV,,винаги
713,niemals::ADV,,никога
714,hier::ADV,,тук
715,hier::ADV,,тука
716,hierhin::ADV,,насам
717,von hier::ADV,,оттук
718,von hier::ADV,,оттука
719,dort::ADV,,там
720,dorthin::ADV,,натам
721,dorthin::ADV,,нататък
722,geradeaus::ADV,,направо
723,vorwärts::ADV,,напред
724,rückwärts::ADV,,назад
725,zurück::ADV,,обратно
726,unten::ADV,,долу
727,hinab::ADV,,надолу
728,oben::ADV,,горе
729,hinauf::ADV,,нагоре
730,überall::ADV,,навсякъде
731,nicht::ADV,,не
732,ein wenig::ADV,,малко
733,kaum::ADV,,едва
734,kaum::ADV,,едвам
735,sehr::ADV,,много
736,sehr::ADV,,твърде
737,so::ADV,,тъй
738,so::ADV,,така
739,noch::ADV,,още
740,nur::ADV,,само
741,schon::ADV,,вече
742,wieder::ADV,,пак
743,wieder::ADV,,отново
744,vergebens::ADV,,напразно
745,vor::PRP,,пред
746,hinter::PRP,,зад
747,unter::PRP,,под
748,durch::PRP,,през
749,neben::PRP,,до
750,neben::PRP,,при
751,zwischen::PRP,,между
752,zwischen::PRP,,помежду
753,wegen::PRP,,заради
754,dies::PRN,,този
755,das::PRN,,туй
756,das::PRN,,това
757,alles::PRN,,всичко
758,ich::PRN,,аз
759,du::PRN,,ти
760,er::PRN,,той
761,wir::PRN,,ние
762,ihr::PRN,,вие
763,sie::PRN,,те
764,was::FPRN,,що
765,was::FPRN,,какво
766,wer::FPRN,,кой
767,wo::FADV,,къде
768,wohin::FADV,,накъде
769,wohin::FADV,,накъдето
770,wie::FADV,,как
771,warum::FADV,,защо
772,wieviel::FNUM,,колко
773,eins::NUM,,един
774,zwei::NUM,,два
775,drei::NUM,,три
776,vier::NUM,,четири
777,fünf::NUM,,пет
778,sechs::NUM,,шест
779,sieben::NUM,,седем
780,acht::NUM,,осем
781,neun::NUM,,девет
782,zehn::NUM,,десет
783,elf::NUM,,единайсет
784,elf::NUM,,единадесет
785,zwölf::NUM,,дванайсет
786,zwölf::NUM,,дванадесет
787,zwanzig::NUM,,двайсет
788,zwanzig::NUM,,двадесет
789,dreißig::NUM,,тридесет
790,vierzig::NUM,,четиридесет
791,fünfzig::NUM,,петдесет
792,sechzig::NUM,,шестдесет
793,siebzig::NUM,,седемдесет
794,achtzig::NUM,,осемдесет
795,neunzig::NUM,,деветдесет
796,hundert::NUM,,сто
797,tausend::NUM,,хиляда
798,und::CNJ,,а
799,und::CNJ,,та
800,oder::CNJ,,или
801,stehen::V,,стоя
802,sitzen::V,,седя
803,liegen::V,,лежа
804,hängen::V,,вися
805,werden::V,,бъда
806,werden::V,,стана
807,passieren::V,,случа се
808,beginnen::V,,започна
809,enden::V,,свърша
810,wechseln::V,,променям
811,aufgehen[Sonne]::V,,изгрея
812,untergehen[Sonne]::V,,заляза
813,scheinen[Sonne]::V,,грея
814,scheinen[Sonne]::V,,светя
815,donnern::V,,гърмя
816,wehen::V,,вея
817,wehen::V,,духам
818,strömen::V,,тека
819,strömen::V,,лея се
820,fließen::V,,тека
821,sich drehen::V,,въртя се
822,schwanken::V,,клатя се
823,schwingen::V,,трептя
824,fallen::V,,падам
825,brennen::V,,горя
826,rauchen::V,,димя
827,regnen::V,,вали дъжд
828,gefrieren::V,,замръзна
829,tauen::V,,топя се
830,schmelzen::V,,разтопя се
831,trocknen::V,,съхна
832,sieden::V,,вря
833,sieden::V,,кипя
834,faulen::V,,гния
835,verfaulen::V,,изгния
836,reißen::V,,напукам се
837,versinken::V,,потъна
838,vergehen::V,,минавам
839,erscheinen::V,,явя се
840,verschwinden::V,,изчезна
841,sinken::V,,падна
842,abnehmen::V,,отслабна
843,zunehmen::V,,нарасна
844,steigen::V,,увелича се
845,steigen::V,,покачвам се
846,wachsen::V,,раста
847,glänzen::V,,лъщя
848,glänzen::V,,блестя
849,funkeln::V,,искря
850,lärmen::V,,шумя
851,läuten::V,,звъня
852,klingeln::V,,звъня
853,klirren::V,,звънтя
854,klirren::V,,дрънкам
855,brausen::V,,буча
856,rauschen::V,,шумя
857,klingen::V,,звуча
858,bellen::V,,лая
859,heulen::V,,вия
860,heulen::V,,рева
861,blasen::V,,духна
862,pfeifen::V,,свиря
863,schreien::V,,крещя
864,stöhnen::V,,стена
865,stöhnen::V,,пъшкам
866,zittern::V,,треперя
867,leben::V,,живея
868,geboren werden::V,,родя се
869,atmen::V,,дишам
870,trinken::V,,пия
871,essen::V,,ям
872,schlucken::V,,гълтам
873,müde werden::V,,уморя се
874,einschlafen::V,,заспя
875,schlafen::V,,спя
876,aufwachen::V,,събудя се
877,aufstehen::V,,стана
878,sich erholen::V,,отдъхвам си
879,krank werden::V,,заболея
880,krank sein::V,,боледувам
881,schmerzen::V,,боля
882,husten::V,,кашлям
883,genesen::V,,оздравея
884,sterben::V,,умра
885,umkommen::V,,загина
886,sich bewegen::V,,движа се
887,sich bewegen::V,,мърдам се
888,sich rühren::V,,движа се
889,sich erheben::V,,стана
890,sich setzen::V,,седна
891,hinfallen::V,,падна
892,laufen::V,,ходя
893,schreiten::V,,крача
894,spazierengehen::V,,разхождам се
895,eilen::V,,бързам
896,sich beeilen::V,,побързам
897,sausen::V,,тичам
898,rennen::V,,бягам
899,springen::V,,скачам
900,klettern::V,,катеря се
901,schaukeln::V,,люлея се
902,kriechen::V,,лазя
903,kriechen::V,,пълзя
904,schwimmen::V,,плувам
905,tauchen::V,,гмуркам се
906,rudern::V,,греба
907,fahren::V,,пътувам
908,fliegen::V,,летя
909,fliegen::V,,хвърча
910,gehen::V,,ида
911,gehen::V,,вървя
912,weggehen::V,,отида си
913,abfahren::V,,отпътувам
914,anhalten::V,,спра се
915,hineingehen::V,,влизам
916,eintreten::V,,вляза
917,kommen::V,,ида
918,kommen::V,,дойда
919,ankommen::V,,пристигна
920,zurückkommen::V,,върна се
921,bleiben::V,,остана
922,warten::V,,чакам
923,erwarten::V,,очаквам
924,suchen::V,,търся
925,finden::V,,намеря
926,versuchen::V,,опитам
927,vorbereiten::V,,подготвя
928,lieben::V,,любя
929,mögen::V,,обичам
930,lachen::V,,смея се
931,rühren::V,,трогна
932,weinen::V,,плача
933,schimpfen::V,,ругая
934,schimpfen::V,,псувам
935,sich ärgern::V,,ядосам се
936,sich fürchten::V,,боя се
937,sich fürchten::V,,страхувам се
938,fürchten::V,,боя се от
939,fürchten::V,,страхувам се от
940,fliehen::V,,бягам
941,flüchten::V,,бягам
942,flüchten::V,,избягам
943,sehen::V,,видя
944,anschauen::V,,гледам
945,ansehen::V,,поглеждам
946,hören::V,,чувам
947,zuhören::V,,слушам
948,probieren::V,,опитам
949,riechen::V,,подуша
950,fühlen::V,,усещам
951,fühlen::V,,чувствувам
952,scheinen::V,,изглеждам
953,zu sehen sein::V,,виждам се
954,vernehmen::V,,доловя
955,frieren::V,,мръзна
956,tun::V,,правя
957,können::V,,мога
958,wollen::V,,ща
959,wollen::V,,искам
960,anfangen::V,,започна
961,beenden::V,,свърша
962,beenden::V,,завърша
963,aufhören::V,,престана
964,gelingen::V,,успея
965,gelingen::V,,сполуча
966,geraten::V,,удам се
967,öffnen::V,,отворя
968,schließen::V,,затворя
969,stellen::V,,поставя
970,setzen::V,,туря
971,legen::V,,сложа
972,legen::V,,слагам
973,berühren::V,,докосна
974,verbinden::V,,свържа
975,bedecken::V,,покрия
976,aufhängen::V,,закача
977,anzünden::V,,запаля
978,aufheben::V,,вдигна
979,aufheben::V,,повдигна
980,zurücklassen::V,,оставя
981,verlieren::V,,загубя
982,fallen lassen::V,,изпусна
983,machen::V,,направя
984,herstellen::V,,произведа
985,bauen::V,,строя
986,reparieren::V,,поправя
987,verbessern::V,,подобря
988,ändern::V,,променя
989,graben::V,,копая
990,beugen::V,,прегъна
991,biegen::V,,прегъна
992,drehen::V,,въртя
993,wenden::V,,обърна
994,umdrehen::V,,обърна
995,heben::V,,вдигам
996,hochheben::V,,издигна
997,ergreifen::V,,хвана
998,ergreifen::V,,обхвана
999,halten::V,,държа
1000,drücken::V,,натискам
1001,drücken::V,,притискам
1002,schieben::V,,тикам
1003,kratzen::V,,одраскам
1004,lecken::V,,лижа
1005,lecken::V,,ближа
1006,beißen::V,,хапя
1007,beißen::V,,ухапя
1008,abreißen::V,,откъсна
1009,abschneiden::V,,отрежа
1010,binden::V,,вържа
1011,stecken::V,,пъхна
1012,brechen::V,,троша
1013,klopfen::V,,чукам
1014,hauen::V,,бия
1015,kleben::V,,лепя
1016,kleben::V,,залепя
1017,reiben::V,,трия
1018,reiben::V,,търкам
1019,streichen::V,,намажа
1020,schleifen::V,,остря
1021,schneiden::V,,режа
1022,rütteln::V,,разтърсвам
1023,schütteln::V,,клатя
1024,schütteln::V,,друсам
1025,schwenken::V,,размахам
1026,schütten::V,,сипя
1027,füllen::V,,напълня
1028,einwickeln::V,,увия
1029,einwickeln::V,,завия
1030,tragen::V,,нося
1031,schleppen::V,,влача
1032,ziehen::V,,тегля
