,Concept_ID,sk,kv
803,unter::PRP,pod,увтын
804,durch::PRP,cez,пыр
805,neben::PRP,pri,бокам
806,neben::PRP,pri,боксиным
807,neben::PRP,vedľa,бокам
808,neben::PRP,vedľa,боксиным
809,zwischen::PRP,medzi,коласас
810,wegen::PRP,pre,понда
811,wegen::PRP,kvôli,понда
812,dies::PRN,to,эта
813,dies::PRN,táto,эта
814,das::PRN,to,сiя
815,alles::PRN,všetko,быдӧс
816,ich::PRN,ja,ме
817,du::PRN,ty,тэ
818,er::PRN,on,сiя
819,wir::PRN,my,мийӧ
820,ihr::PRN,vy,ті
821,sie::PRN,oni,нія
822,was::FPRN,čo,мый
823,wer::FPRN,kto,кин
824,wo::FADV,kde,кытӧн
825,wohin::FADV,kam,кытчӧ
826,wie::FADV,ako,дзик
827,warum::FADV,prečo,мыля
828,warum::FADV,prečo,мыйсянь
829,wieviel::FNUM,koľko,мымда
830,eins::NUM,jeden,ӧт
831,zwei::NUM,dva,кык
832,drei::NUM,tri,куим
833,vier::NUM,štyri,нёль
834,fünf::NUM,päť,вит
835,sechs::NUM,šesť,квать
836,sieben::NUM,sedem,сизим
837,acht::NUM,osem,кыкьямыс
838,neun::NUM,deväť,ӧкмыс
839,zehn::NUM,desať,дас
840,elf::NUM,jedenásť,дасотік
841,zwölf::NUM,dvanásť,даскык
842,zwanzig::NUM,dvadsať,кыкдас
843,dreißig::NUM,tridsať,куимдас
844,vierzig::NUM,štyridsať,нёльдас
845,fünfzig::NUM,päťdesiat,витдас
846,sechzig::NUM,šesťdesiat,кватьдас
847,siebzig::NUM,sedemdesiat,сизимдас
848,achtzig::NUM,osemdesiat,кыкьямысдас
849,neunzig::NUM,deväťdesiat,ӧкмысдас
850,hundert::NUM,sto,сто
851,tausend::NUM,tisíc,тысяча
852,und::CNJ,i,и
853,und::CNJ,i,да
854,oder::CNJ,alebo,или
855,stehen::V,stáť,сулавны
856,sitzen::V,sedieť,пукавны
857,liegen::V,ležať,куйлыны
858,hängen::V,visieť,ӧшавны
859,werden::V,stať sa,лоны
860,passieren::V,stať sa,аркмыны
861,beginnen::V,začať sa,петны
862,enden::V,končiť sa,-сь
863,enden::V,končiť sa,бырны
864,wechseln::V,meniť sa,вежсьыны
865,aufgehen[Sonne]::V,vychádzať,петавны
866,untergehen[Sonne]::V,zapadnúť,пуксьыны
867,scheinen[Sonne]::V,svietiť,югьявны
868,donnern::V,hrmieť,гымавны
869,wehen::V,viať,пӧлявны
870,strömen::V,prúdiť,киссьыны
871,fließen::V,tiecť,визывтны
872,sich drehen::V,točiť sa,бергавны
873,sich drehen::V,krútiť sa,бергавны
874,schwanken::V,kolísať,кӧвьясьны
875,schwanken::V,klátiť sa,кӧвьясьны
876,schwingen::V,kývať sa,дюттясьны
877,schwingen::V,chvieť sa,дюттясьны
878,fallen::V,padať,усьны
879,brennen::V,páliť,сотчыны
880,brennen::V,horieť,сотчыны
881,rauchen::V,dymiť sa,тшынасьны
882,regnen::V,pršať,зэрны
883,gefrieren::V,zamrznút,гегдыны
884,tauen::V,taviť sa,сывны
885,schmelzen::V,taviť sa,сывны
886,trocknen::V,schnúť,косьмыны
887,sieden::V,vrieť,пизьны
888,faulen::V,hniť,нёльзьыны
889,verfaulen::V,zhniť,тӧрмыны
890,verfaulen::V,zhniť,сiсьмыны
891,reißen::V,pretrhnúť sa,косясьны
892,versinken::V,zapadnúť,вӧйны
893,versinken::V,potopiť sa,вӧйны
894,vergehen::V,plynúť,мунны
895,erscheinen::V,objaviť sa,мыччисьны
896,verschwinden::V,zmiznúť,ӧшны
897,sinken::V,klesať,ямны
898,abnehmen::V,ubúdať,ямны
899,zunehmen::V,pribúdať,паськавны
900,steigen::V,stúpať,лэбтiсьны
901,wachsen::V,rásť,быдмыны
902,glänzen::V,jagať sa,свиттявны
903,glänzen::V,lesknúť sa,свиттявны
904,funkeln::V,iskriť sa,югйовтлыны
905,funkeln::V,iskriť sa,югйӧв-керны
906,lärmen::V,lomoziť,чавзыны
907,läuten::V,cengať,диньгыны
908,klingeln::V,zvoniť,силькӧтны
909,klirren::V,rinčať,жольӧтны
910,brausen::V,hučať,гуасьны
911,rauschen::V,šumieť,кышӧтны
912,klingen::V,znieť,горавны
913,klingen::V,zvoniť,горавны
914,bellen::V,štekať,увтны
915,bellen::V,štekať,вувтны
916,bellen::V,brechať,увтны
917,bellen::V,brechať,вувтны
918,heulen::V,vyť,уннявны
919,blasen::V,duť,пӧлявны
920,blasen::V,fúkať,пӧлявны
921,pfeifen::V,pískať,пиксыны
922,pfeifen::V,hvízdať,пиксыны
923,schreien::V,kričať,айзыны
924,stöhnen::V,stenať,ойзыны
925,stöhnen::V,stenať,ружтыны
926,zittern::V,triasť sa,легьявны
927,leben::V,žiť,овны
928,geboren werden::V,narodiť sa,шогмыны
929,atmen::V,dýchať,лолавны
930,trinken::V,piť,юны
931,essen::V,jesť,сёйны
932,schlucken::V,zhltnuť,ньылавны
933,müde werden::V,unaviť sa,мыдзны
934,einschlafen::V,usnúť,ланьтны
935,einschlafen::V,zaspať,ланьтны
936,schlafen::V,spať,узьны
937,aufwachen::V,zobudiť sa,саймыны
938,aufwachen::V,zobudiť sa,пальмыны
939,aufstehen::V,vstať,сувтны
940,sich erholen::V,zotavovať sa,шоччисьлыны
941,sich erholen::V,oddýchovať si,шоччисьлыны
942,krank werden::V,ochorieť,моржитны
943,krank sein::V,chorieť,шогавны
944,krank sein::V,chorieť,визьӧтны
945,krank sein::V,byť chorý,шогавны
946,krank sein::V,byť chorý,визьӧтны
947,schmerzen::V,bolieť,висьны
948,husten::V,kašľať,кашляйтны
949,genesen::V,uzdraviť sa,бурдны
950,sterben::V,umrieť,кувны
951,sterben::V,zomrieť,кувны
952,umkommen::V,zahynúť,вийсьыны
953,sich bewegen::V,pohybovať sa,локны
954,sich bewegen::V,pohybovať sa,ветлӧтны
955,sich rühren::V,hnúť sa,вӧрзьӧтчыны
956,sich erheben::V,zdvihnúť sa,сувтны
957,sich setzen::V,sadnúť si,пуксьыны
958,hinfallen::V,spadnúť,пӧрласьны
959,laufen::V,bežať,мунны
960,schreiten::V,kráčať,тальччавны
961,spazierengehen::V,prechádzať sa,котрасьны
962,eilen::V,súriť,тэрмасьны
963,sich beeilen::V,ponáhľať sa,тэрмасьны
964,sausen::V,hučať,вирдавны-котӧртны
965,rennen::V,bežať,
966,springen::V,skákať,чеччавны
967,klettern::V,liezť,кышасьны
968,schaukeln::V,húpať,чурликасьны
969,schaukeln::V,hojdať,чурликасьны
970,kriechen::V,liezť,кыскасьны-мунны
971,kriechen::V,plaziť sa,кыскасьны-мунны
972,schwimmen::V,plávať,вартчыны
973,tauchen::V,ponoriť sa,сунгисьны ваӧ
974,rudern::V,veslovať,сынны
975,fahren::V,ísť,мунны
976,fahren::V,jazdiť,мунны
977,fliegen::V,letieť,лэбавны
978,gehen::V,ísť,мунны
979,weggehen::V,odísť,мунны
980,weggehen::V,odchádzať,мунны
981,abfahren::V,odcestovať,иньдӧтчыны
982,abfahren::V,odcestovať,мунны
983,anhalten::V,zadržať sa,сувтны
984,anhalten::V,zastaviť sa,сувтны
985,hineingehen::V,vchádzať,пырны
986,eintreten::V,vojsť,пырны
987,eintreten::V,vstúpiť,пырны
988,kommen::V,prísť,локны
989,ankommen::V,prísť,локны
990,ankommen::V,doraziť,локны
991,zurückkommen::V,vrátiť sa,бертны
992,zurückkommen::V,vrátiť sa,панӧвтсьыны
993,bleiben::V,ostať,кольччыны
994,bleiben::V,zostať,кольччыны
995,warten::V,čakať,видзчисьны
996,erwarten::V,očakávať,видзчисьны
997,suchen::V,hľadať,кошшыны
998,finden::V,nájsť,адззыны
999,versuchen::V,skúsiť,пондыны
1000,versuchen::V,skúsiť,пондӧтны
1001,versuchen::V,pokúsiť sa,пондыны
1002,versuchen::V,pokúsiť sa,пондӧтны
1003,vorbereiten::V,pripraviť,лӧсьӧтны
1004,lieben::V,ľúbiť,милуйтны
1005,lieben::V,milovať,милуйтны
1006,mögen::V,mať rád,радейтны
1007,lachen::V,smiať sa,серавны
1008,rühren::V,dojať,сьӧлӧм вӧрзьӧтны
1009,weinen::V,plakať,горзыны
1010,schimpfen::V,nadávať,видчыны
1011,sich ärgern::V,hnevať sa,лёкавны
1012,sich ärgern::V,zlostiť sa,лёкавны
1013,sich fürchten::V,báť sa,повны
1014,fürchten::V,báť sa,повны
1015,fliehen::V,utekať,пышшыны
1016,flüchten::V,utiecť,пышшыны
1017,sehen::V,vidieť,адззыны
1018,anschauen::V,pozrieť sa na,видзӧтны
1019,ansehen::V,pozrieť,видзӧтны
1020,hören::V,počúvať,кывны
1021,zuhören::V,počúvať,кывзыны
1022,probieren::V,ochutnať,пешлыны
1023,riechen::V,ňuchať,дукавны
1024,fühlen::V,cítiť,кывны
1025,fühlen::V,pociťovať,кывны
1026,scheinen::V,zdať sa,декуйтчыны
1027,zu sehen sein::V,byť vidieť,тыдавны
1028,vernehmen::V,počuť,тӧдмавны
1029,frieren::V,mrznúť,гегдыны
1030,frieren::V,oziabať,гегдыны
1031,tun::V,robiť,керны
1032,können::V,môcť,вермыны
1033,wollen::V,chcieť,мӧдны
1034,anfangen::V,začať,петны
1035,beenden::V,skončiť,ештӧтны
1036,beenden::V,skončiť,керыштны
1037,aufhören::V,prestať,дугдыны
1038,gelingen::V,podariť sa,шогмыны
1039,geraten::V,dariť sa,мыччисьны
1040,öffnen::V,otvoriť,осьтны
1041,schließen::V,zavrieť,пӧднавны
1042,stellen::V,postaviť,сувтӧтны
1043,setzen::V,posadiť,пуксьӧтны
1044,legen::V,klásť,пуктыны
1045,legen::V,položiť,пуктыны
1046,berühren::V,dotykať sa,вӧрзьӧтны
1047,verbinden::V,spojiť,йитны
1048,bedecken::V,pokryť,вевттьыны
1049,aufhängen::V,zavesiť,ӧшӧтны
1050,anzünden::V,zapáliť,ӧзтыны
1051,aufheben::V,zdvihnúť,лэбтыны
1052,zurücklassen::V,zanechať,кольны
1053,verlieren::V,stratiť,ӧштыны
1054,fallen lassen::V,pustiť,уськӧтны
1055,machen::V,robiť,керны
1056,herstellen::V,vyrobiť,вӧчны
1057,bauen::V,stavať,строитны
1058,bauen::V,budovať,строитны
1059,reparieren::V,opraviť,вочны
1060,verbessern::V,zlepšiť,бурсьӧтны
1061,ändern::V,zmeniť,вежны
1062,ändern::V,preinačiť,вежны
1063,graben::V,ryť,гарйыны
1064,graben::V,kopať,гарйыны
1065,beugen::V,ohnúť,кусіньтны
1066,biegen::V,ohnúť,чукыльтыштны
1067,drehen::V,točiť,бергӧтны
1068,drehen::V,krútiť,бергӧтны
1069,wenden::V,obrátiť,бергӧтны
1070,wenden::V,prevrátiť,бергӧтны
1071,umdrehen::V,otočiť,бергӧтны
1072,umdrehen::V,obrátiť,бергӧтны
1073,heben::V,dvíhať,лэбтыны
1074,heben::V,povzniesť,лэбтыны
1075,hochheben::V,zdvihnúť,лэбтыны
1076,ergreifen::V,uchopiť sa,кватитны
1077,halten::V,držať,видзны
1078,drücken::V,tisnúť,личкыны
1079,schieben::V,posunovať,тойлавны
1080,kratzen::V,škrabať,шаркӧтны
1081,lecken::V,lízať,нювны
1082,beißen::V,kúsať,йирны
1083,abreißen::V,odtrhnúť,орӧтны
1084,abschneiden::V,odrezať,шӧрыштны
1085,abschneiden::V,odrezať,вундыштны
1086,abschneiden::V,odkrojiť,шӧрыштны
1087,abschneiden::V,odkrojiť,вундыштны
1088,binden::V,zaviazať,гӧрдззыны
1089,binden::V,priviazať,гӧрдззыны
1090,stecken::V,strčiť,мӧртны
1091,brechen::V,zlomiť,жугдыны
1092,klopfen::V,tĺcť,зукӧтны
1093,klopfen::V,klopať,зукӧтны
1094,hauen::V,nabiť,желльыны
1095,kleben::V,lepiť,лякӧтны
1096,kleben::V,nalepiť,лякӧтны
1097,reiben::V,trieť,зыртны
1098,streichen::V,namazať,мавтны
1099,schleifen::V,ostríť,кыскыны
1100,schneiden::V,rezať,вундавны
1101,schneiden::V,strihať,вундавны
1102,rütteln::V,triasť,шатлавны
1103,rütteln::V,lomcovať,шатлавны
1104,schütteln::V,triasť,зыбӧтны
1105,schütteln::V,potriasť,зыбӧтны
1106,schwenken::V,mávať,ӧвтны
1107,schwenken::V,mávať,макайтны
1108,schütten::V,sypať,кисьтны
1109,füllen::V,plniť,тыртны
1110,füllen::V,plniť,тырсьӧтны
1111,einwickeln::V,zabaliť,тубны
1112,tragen::V,niesť,новйӧтны
1113,schleppen::V,vliecť,кыскыны
1114,ziehen::V,ťahať,кыскыны
1115,aufbewahren::V,uložiť,видзны
1116,aufbewahren::V,uschovať,видзны
1117,werfen::V,hodiť,шентывлыны
1118,werfen::V,vrhnúť,шентывлыны
1119,fangen::V,chytať,кутны
1120,packen::V,baliť,кутасьны
1121,packen::V,baliť,кватитны
1122,packen::V,chytiť,кутасьны
1123,packen::V,chytiť,кватитны
1124,verstecken::V,skryť,дзебны
1125,verstecken::V,schovať,дзебны
1126,teilen::V,podeliť,торйӧтны
1127,teilen::V,rozdeliť,торйӧтны
1128,schicken::V,posielať,иньдыны
1129,bringen::V,priniesť,вайны
1130,hinzufügen::V,pripojiť,содтыны
1131,bekommen::V,dostať,получитны
1132,erhalten::V,prijať,получитны
1133,nehmen::V,vziať,босьтны
1134,wählen::V,voliť,бӧрйыны
1135,auswählen::V,vybrať,бӧрйыны
1136,auswählen::V,vyvoliť,бӧрйыны
1137,bewahren::V,zachovať,видзны
1138,behindern::V,zavadzať,падтыны
1139,behindern::V,byť v ceste,падтыны
1140,verderben::V,skaziť,изводавны
1141,beschädigen::V,ublížiť,паздыны
1142,beschädigen::V,poškodiť,паздыны
1143,zerbrechen::V,rozbiť,паздыны
1144,zerbrechen::V,prelomiť,паздыны
1145,zerreißen::V,pretrhnúť,косявны
1146,zerstören::V,zničiť,паздыны
1147,verbrennen::V,spáliť,сотны
1148,geben::V,dať,сетны
1149,reichen::V,podať,сетны
1150,schenken::V,darovať,козьнавны
1151,versprechen::V,sľúbiť,кӧсйыны
1152,wünschen::V,želať,бурсьыны
1153,loben::V,chváliť,ошкыны
1154,küssen::V,bozkať,окавны
1155,wiegen::V,kolísať,тюттьӧтны
1156,zudecken::V,prikryť,вевттьыны
1157,wecken::V,zobudiť,саймӧтны
1158,zeigen::V,ukázať,мыччавны
1159,führen::V,viesť,нуӧтны
1160,lehren::V,učiť,велӧтны
1161,unterrichten::V,vyučovať,велӧтны
1162,aufziehen::V,vychovať,быдтыны
1163,leiten::V,viesť,юравны
1164,leiten::V,viesť,веськӧтлыны
1165,antreiben::V,popudiť,тэрмӧтны
1166,lassen::V,dať,-ӧтыны
1167,einladen::V,pozvať,корны
1168,einladen::V,povolať,корны
1169,vereinigen::V,spojiť,ӧтувтны
1170,vereinigen::V,spojiť,ӧтлаавны
1171,vereinigen::V,zjednotiť,ӧтувтны
1172,vereinigen::V,zjednotiť,ӧтлаавны
1173,besuchen::V,navštíviť,пыравлыны
1174,treffen::V,stretnúť,пантавны
1175,sich versammeln::V,zhromaždiť sa,ӧксьыны
1176,spielen::V,hrať,орсны
1177,singen::V,spievať,сьывны
1178,tanzen::V,tancovať,йӧктыны
1179,sich trennen::V,rozísť sa,торьясьны
1180,verlassen::V,opustiť,кольны
1181,retten::V,zachrániť,мынтны
1182,bewachen::V,strážiť,смекайтны
1183,schützen::V,chrániť,дорйыны
1184,verteidigen::V,brániť,дорйыны
1185,sich schlagen::V,biť sa,тышкасьны
1186,schießen::V,streliť,лыйны
1187,schießen::V,strieľať,лыйны
1188,siegen::V,zvíťaziť,вермыны
1189,ärgern::V,hnevať,лӧгӧтны
1190,ärgern::V,zlostiť,лӧгӧтны
1191,schlagen::V,biť,базнитны
1192,schlagen::V,udrieť,базнитны
1193,treten::V,kopnúť,чужьявны
1194,stechen::V,bodnúť,бытшкыны
1195,stechen::V,pichnúť,бытшкыны
1196,stoßen::V,udrieť,тапкыны
1197,stoßen::V,udrieť,тойыштны
1198,stehlen::V,kradnúť,гусявны
1199,stören::V,vyrušiť,костіавны
1200,belästigen::V,obťažovať,назыляйтны
1201,verbergen::V,skryť,дзебны
1202,täuschen::V,sklamať,бӧбӧтны
1203,täuschen::V,sklamať,пӧрьявны
1204,betrügen::V,klamať,муклачитны
1205,betrügen::V,podvádzať,муклачитны
1206,töten::V,zabiť,вийны
1207,töten::V,usmrtiť,вийны
1208,wohnen::V,bývať,овны
1209,arbeiten::V,pracovať,уджавны
1210,sammeln::V,zbierať,ӧктыны
1211,pflücken::V,trhať,судзлавны
1212,pflücken::V,oberať,судзлавны
1213,jagen::V,poľovať,вӧравны
1214,fischen::V,loviť ryby,чериавны
1215,fischen::V,chytať ryby,чериавны
1216,fassen::V,uloviť,кутны
1217,hüten::V,pásť,вердны
1218,hüten::V,pásť,йирсьӧтны
1219,treiben::V,hnať,вашӧтны
1220,anbinden::V,priviazať,кӧртавны
1221,füttern::V,kŕmiť,вердны
1222,melken::V,dojiť,высьтыны
1223,melken::V,dojiť,чилькӧтны
1224,hacken::V,seknúť,керавны
1225,gießen::V,polievať,киськавны
1226,reifen::V,dozrieť,кисьмыны
1227,zubereiten::V,pripraviť,лӧсьӧтны
1228,kochen::V,variť,пуны
1229,backen::V,piecť,пӧжавны
1230,backen::V,smažiť,пӧжавны
1231,braten::V,piecť,жаритны
1232,braten::V,pražiť,жаритны
1233,umrühren::V,pomiešať,соравны
1234,stricken::V,pliesť,домавны
1235,nähen::V,šiť,вурны
1236,färben::V,zafarbiť,краситны
1237,reinigen::V,čistiť,весӧтны
1238,waschen::V,myť,пеславны
1239,abwischen::V,utrieť,чышкыны
1240,spülen::V,vyplachovať,гывьявны
1241,fegen::V,zametať,чышкыны
1242,kehren::V,zametať,чышкыны
1243,baden::V,kúpať sa,купайтчыны 
1244,sich waschen::V,umývať sa,миссьыны
1245,ausziehen::V,zobliecť,гыжтӧтны
1246,ausziehen::V,zobliecť,пӧрччавны
1247,anziehen::V,obliecť,пасьтавны
1248,sich anziehen::V,obliecť sa,пасьтасьны
1249,kämmen::V,česať,сынавны
1250,schmücken::V,ozdobiť,баситны
1251,sagen::V,povedať,висьтавны
1252,sprechen::V,hovoriť,шуны
1253,reden::V,rozprávať,баитны
1254,sich unterhalten::V,rozprávať sa,сёрнитны
1255,fragen::V,spýtať sa,юавны
1256,bitten::V,prosiť,корны
1257,erzählen::V,rozprávať,висьтавны
1258,mitteilen::V,oznámiť,висьтавны
1259,nennen::V,nazvať,нимтны
1260,nennen::V,menovať,нимтны
1261,rufen::V,volať,китсавны
1262,rufen::V,volať,корны
1263,rufen::V,volať,чукӧстны
1264,rufen::V,zavolať,китсавны
1265,rufen::V,zavolať,корны
1266,rufen::V,zavolať,чукӧстны
1267,prahlen::V,vystatovať sa,ошшасьны
1268,übersetzen::V,preložiť,вуджӧтны
1269,denken::V,myslieť,чайтны
1270,glauben::V,veriť,веритны
1271,bemerken::V,podotknuť,казявны
1272,bemerken::V,spozorovať,казявны
1273,erkennen::V,poznať,тӧдсавны
1274,begreifen::V,pochopiť,вежӧртны
1275,begreifen::V,porozumieť,вежӧртны
1276,verstehen::V,rozumieť,кывны
1277,lernen::V,učiť sa,велӧтчыны
1278,wissen::V,vedieť,тӧдны
1279,sich erinnern an::V,pamätať si na,касьтывны
1280,vergessen::V,zabudnuť,вунӧтны
1281,messen::V,merať,меряйтны
1282,zählen::V,počítať,лыддьыны
1283,rechnen::V,rátať,лыддьыны
1284,rechnen::V,počítať,лыддьыны
1285,lesen::V,čítať,лыддьӧтны
1286,malen::V,maľovať,
1287,zeichnen::V,kresliť,гижмавны
1288,schreiben::V,písať,гижны
1289,besitzen::V,mať,лоны
1290,besitzen::V,vlastniť,лоны
1291,kaufen::V,kúpiť,небны
1292,verkaufen::V,predať,вузавны
1293,bezahlen::V,zaplatiť,вештыны
1294,zahlen::V,platiť,вештыны
1295,beherrschen::V,ovládať,
1296,ertragen::V,znášať,терпитны
1297,ertragen::V,vydržať,терпитны
