,Concept_ID,et,be
827,donnern::V,kõmisema,грымець
828,wehen::V,puhuma,дзьмуць
829,strömen::V,voolama,ліцца
830,fließen::V,voolama,цячы
831,sich drehen::V,pöörduma,круціцца
832,sich drehen::V,pöörduma,варочацца
833,schwanken::V,kõikuma,хістацца
834,schwingen::V,võnkuma,гайдацца
835,schwingen::V,võnkuma,калыхацца
836,fallen::V,langema,падаць
837,brennen::V,põlema,гарэць
838,rauchen::V,suitsema,дымець
839,regnen::V,sadama,дажджыць
840,gefrieren::V,kinni külmuma,замерзнуць
841,tauen::V,sulama,раставаць
842,schmelzen::V,sulama,плавіцца
843,trocknen::V,kuivama,сохнуць
844,sieden::V,keema,кіпець
845,faulen::V,mädanema,гнісці
846,verfaulen::V,mädanema,згнісці
847,reißen::V,rebenema,ірвацца
848,versinken::V,uppuma,тануць
849,vergehen::V,mööduma,праходзіць
850,erscheinen::V,ilmuma,зʼявіцца
851,verschwinden::V,kaduma,знікнуць
852,sinken::V,vajuma,спадаць
853,sinken::V,langema,спадаць
854,abnehmen::V,vähenema,паменшыцца
855,abnehmen::V,kahenema,паменшыцца
856,zunehmen::V,kasvama,павялічвацца
857,steigen::V,tõusma,паднімацца
858,steigen::V,üles minema,паднімацца
859,wachsen::V,kasvama,расці
860,glänzen::V,läikimä,блішчаць
861,funkeln::V,sädelema,бліскаць
862,lärmen::V,lärmama,шумець
863,läuten::V,helisema,званіць
864,klingeln::V,helisema,званіць
865,klirren::V,kõlisema,бразгаць
866,brausen::V,kohisema,бушаваць
867,rauschen::V,kohisema,шастаць
868,klingen::V,kõlama,гучаць
869,bellen::V,haukuma,брахаць
870,heulen::V,uluma,выць
871,blasen::V,puhuma,дзьмухнуць
872,pfeifen::V,vilistama,свістаць
873,schreien::V,karjuma,крычаць
874,stöhnen::V,oigama,стагнаць
875,zittern::V,värisema,дрыжаць
876,leben::V,elama,жыць
877,leben::V,elus olema,жыць
878,geboren werden::V,sündima,нарадзіцца
879,atmen::V,hingama,дыхаць
880,trinken::V,jooma,піць
881,essen::V,sööma,есці
882,schlucken::V,neelama,глытаць
883,müde werden::V,väsima,стаміцца
884,einschlafen::V,uinuma,заснуць
885,schlafen::V,magama,спаць
886,aufwachen::V,ärkama,рассыпацца
887,aufstehen::V,ärkama,устаць
888,aufstehen::V,üles tõusma,устаць
889,sich erholen::V,puhkama,адпачываць
890,krank werden::V,haigestuma,захварэць
891,krank werden::V,haigeks jääma,захварэць
892,krank sein::V,haige olema,хварэць
893,schmerzen::V,valutama,балець
894,husten::V,köhima,кашляць
895,genesen::V,toibuma,паправіцца
896,genesen::V,toibuma,паздаравець
897,sterben::V,surema,памерці
898,umkommen::V,surma saama,загінуць
899,sich bewegen::V,liikuma,рухацца
900,sich rühren::V,liikuma,варушыцца
901,sich erheben::V,kerkima,устаць
902,sich setzen::V,istet võtma,сесці
903,hinfallen::V,kukkuma,упасці
904,hinfallen::V,maha kukkuma,упасці
905,laufen::V,kõndima,хадзіць
906,schreiten::V,astuma,шагаць
907,schreiten::V,astuma,крочыць
908,spazierengehen::V,jalutama,гуляць
909,eilen::V,ruttama,спяшацца
910,eilen::V,kiirustama,спяшацца
911,sich beeilen::V,ruttama,спяшацца
912,sich beeilen::V,kiirustama,спяшацца
913,sausen::V,kihutama,імчацца
914,sausen::V,tormama,імчацца
915,rennen::V,jooksma,бегаць
916,rennen::V,kihutama,бегаць
917,springen::V,hüppama,скакаць
918,klettern::V,ronima,лазіць
919,schaukeln::V,kiikuma,гайдацца
920,kriechen::V,roomama,поўзаць
921,schwimmen::V,ujuma,плаваць
922,tauchen::V,sukelduma,ныраць
923,rudern::V,sõudma,веславаць
924,fahren::V,sõitma,ехаць
925,fliegen::V,lendama,лятаць
926,gehen::V,käima,ісці
927,gehen::V,minema,ісці
928,weggehen::V,ära minema,пайсці
929,weggehen::V,välja minema,пайсці
930,abfahren::V,väljuma,адʼяжджаць
931,abfahren::V,ära sõitma,адʼяжджаць
932,anhalten::V,peatuma,спыніцца
933,anhalten::V,peatuma,затрымацца
934,hineingehen::V,sisenema,уваходзіць
935,hineingehen::V,sisse minema,уваходзіць
936,eintreten::V,sisenema,увайсці
937,eintreten::V,sisse astuma,увайсці
938,kommen::V,tulema,прыйсці
939,ankommen::V,saabuma,прыбыць
940,zurückkommen::V,tagasi tulema,вярнуцца
941,bleiben::V,jääma,застацца
942,warten::V,ootama,чакаць
943,erwarten::V,ootama,чакаць
944,erwarten::V,lootma,чакаць
945,suchen::V,otsima,шукаць
946,finden::V,leidma,знайсці
947,versuchen::V,püüdma,прабаваць
948,versuchen::V,üritama,прабаваць
949,versuchen::V,katsetama,прабаваць
950,vorbereiten::V,valmistama,падрыхтаваць
951,lieben::V,armastama,кахаць
952,mögen::V,sallima,любіць
953,mögen::V,meeldima,любіць
954,lachen::V,naerma,смяяцца
955,rühren::V,liigutama,расчуліць
956,rühren::V,heldima panema,расчуліць
957,weinen::V,nutma,плакаць
958,schimpfen::V,sõimama,лаяцца
959,sich ärgern::V,ärrituma,сердаваць
960,sich ärgern::V,vihastuma,сердаваць
961,sich fürchten::V,kartma,баяцца
962,sich fürchten::V,hirmu tundma,баяцца
963,fürchten::V,kartma,баяцца
964,fliehen::V,põgenema,уцякаць
965,flüchten::V,põgenema,уцячы
966,sehen::V,nägema,бачыць
967,anschauen::V,vaatama,паглядзець
968,ansehen::V,vaatama,глядзець
969,hören::V,kuulma,чуць
970,zuhören::V,kuulama,слухаць
971,probieren::V,proovima,каштаваць
972,riechen::V,nuusutama,нюхаць
973,fühlen::V,tundma,адчуваць
974,scheinen::V,näida,здавацца
975,scheinen::V,ilmuda,здавацца
976,zu sehen sein::V,ilmuma,віднецца
977,vernehmen::V,üle kuulama,пачуць
978,frieren::V,külmetada,мёрзнуць
979,tun::V,tegema,рабіць
980,können::V,võima,умець
981,können::V,oskama,умець
982,wollen::V,tahtma,хацець
983,anfangen::V,hakkama,пачаць
984,anfangen::V,alustama,пачаць
985,beenden::V,lõpetama,закончыць
986,aufhören::V,lakkama,перастаць
987,gelingen::V,õnnestuma,удацца
988,geraten::V,jõudma,аказацца
989,öffnen::V,avama,адчыніць
990,schließen::V,sulgema,зачыніць
991,stellen::V,panema,паставіць
992,stellen::V,asetama,паставіць
993,setzen::V,panema,пасадзіць
994,legen::V,panema,класці
995,legen::V,asetama,класці
996,berühren::V,riivama,чапаць
997,berühren::V,puudutama,чапаць
998,verbinden::V,ühendama,звязаць
999,bedecken::V,katma,накрыць
1000,aufhängen::V,riputama,павесіць
1001,anzünden::V,süütama,запаліць
1002,aufheben::V,üles tõstma,падняць
1003,zurücklassen::V,jätma,пакінуць
1004,verlieren::V,kaotama,згубіць
1005,fallen lassen::V,maha pillama,упусціць
1006,fallen lassen::V,kukkuda laskma,упусціць
1007,machen::V,tegema,зрабіць
1008,herstellen::V,valmistama,вырабіць
1009,bauen::V,ehitama,будаваць
1010,reparieren::V,parandama,правіць
1011,verbessern::V,parandama,палепшыць
1012,ändern::V,muutma,змяніць
1013,ändern::V,ümber tegema,змяніць
1014,graben::V,kaevama,капаць
1015,beugen::V,painutama,сагнуць
1016,biegen::V,painutama,пагнуць
1017,drehen::V,keerama,вярцець
1018,wenden::V,ümber pöörama,павярнуць
1019,umdrehen::V,ümber keerama,перавярнуць
1020,heben::V,tõstma,падымаць
1021,hochheben::V,üles tõstma,падняць
1022,hochheben::V,kõrgele tõstma,падняць
1023,ergreifen::V,haarama,схапіць
1024,ergreifen::V,haarama,схваціць
1025,halten::V,hoidma,трымаць
1026,drücken::V,pigistama,націскаць
1027,schieben::V,lükkama,пхаць
1028,schieben::V,lükkama,штурхаць
1029,kratzen::V,kraapima,скрэбці
1030,lecken::V,lakkuma,лізаць
1031,beißen::V,purema,кусаць
1032,beißen::V,hammustama,кусаць
1033,abreißen::V,rebima,адарваць
1034,abreißen::V,ära rebima,адарваць
1035,abschneiden::V,ära lõikama,адрэзаць
1036,binden::V,siduma,вязаць
1037,stecken::V,pistma,уваткнуць
1038,brechen::V,murdma,зламаць
1039,klopfen::V,koputama,стукаць
1040,hauen::V,lööma,біць
1041,kleben::V,kleepima,клеіць
1042,reiben::V,hõõruma,церці
1043,streichen::V,silitama,намазаць
1044,schleifen::V,lihvima,тачыць
1045,schleifen::V,teritama,тачыць
1046,schneiden::V,lõikama,рэзаць
1047,rütteln::V,raputama,хістаць
1048,schütteln::V,raputama,трэсці
1049,schütteln::V,loksutama,трэсці
1050,schwenken::V,vehkima,махаць
1051,schwenken::V,lehvitama,махаць
1052,schütten::V,kallama,наліць
1053,füllen::V,täitma,напоўніць
1054,einwickeln::V,sisse mähkima,загарнуць
1055,tragen::V,kandma,несці
1056,schleppen::V,tassima,цягнуць
1057,schleppen::V,lohistama,цягнуць
1058,ziehen::V,vedama,цягнуць
1059,ziehen::V,tõmbama,цягнуць
1060,aufbewahren::V,säilitama,захоўваць
1061,aufbewahren::V,alal hoidma,захоўваць
1062,werfen::V,viskama,кідаць
1063,fangen::V,püüdma,лавіць
1064,packen::V,kinni haarama,схапіць
1065,packen::V,kinni haarama,схваціць
1066,packen::V,kinni võtma,схапіць
1067,packen::V,kinni võtma,схваціць
1068,verstecken::V,peitma,схаваць
1069,teilen::V,jagama,раздзяліць
1070,teilen::V,jaotama,раздзяліць
1071,schicken::V,saatma,пасылаць
1072,bringen::V,viima,прынесці
1073,hinzufügen::V,lisama,дабавіць
1074,bekommen::V,saama,дастаць
1075,erhalten::V,saama,атрымаць
1076,nehmen::V,võtma,ўзяць
1077,wählen::V,valima,выбраць
1078,auswählen::V,valima,адабраць
1079,bewahren::V,hoidma,захаваць
1080,behindern::V,takistama,перашкаджаць
1081,verderben::V,rikkuma,сапсаваць
1082,beschädigen::V,rikkuma,пашкодзіць
1083,zerbrechen::V,katki tegema,разбіць
1084,zerreißen::V,katki rebima,разадраць
1085,zerstören::V,purustama,разбурыць
1086,verbrennen::V,põletama,спаліць
1087,geben::V,andma,даць
1088,reichen::V,andma,перадаць
1089,reichen::V,ulatama,перадаць
1090,schenken::V,kinkima,дарыць
1091,versprechen::V,lubama,абяцаць
1092,versprechen::V,tõotama,абяцаць
1093,wünschen::V,soovima,жадаць
1094,loben::V,kiitma,хваліць
1095,küssen::V,suudlema,цалаваць
1096,wiegen::V,hällitama,гушкаць
1097,wiegen::V,hällitama,калыхаць
1098,zudecken::V,kaanetama,накрыць
1099,zudecken::V,kinni katma,накрыць
1100,wecken::V,äratama,пабудзіць
1101,zeigen::V,näitama,паказаць
1102,führen::V,juhatama,весці
1103,lehren::V,õpetama,вучыць
1104,unterrichten::V,õpetama,выкладаць
1105,aufziehen::V,üles kasvatama,выхаваць
1106,leiten::V,juhtima,кіраваць
1107,antreiben::V,ergutama,падганяць
1108,lassen::V,laskma,прымусіць
1109,einladen::V,kutsuma,запрасіць
1110,vereinigen::V,ühendama,абʼяднаць
1111,besuchen::V,külastama,наведаць
1112,treffen::V,kohtama,сустрэць
1113,sich versammeln::V,kogunema,сабрацца
1114,spielen::V,mängima,гуляць
1115,singen::V,laulma,пець
1116,singen::V,laulma,спяваць
1117,tanzen::V,tantsima,танцаваць
1118,sich trennen::V,lahku minema,расстацца
1119,verlassen::V,maha jätma,пакінуць
1120,retten::V,päästma,выратаваць
1121,bewachen::V,valvama,ахоўваць
1122,schützen::V,kaitsma,уберагаць
1123,verteidigen::V,kaitsma,абараніць
1124,sich schlagen::V,kaklema,біцца
1125,sich schlagen::V,kaklema,драцца
1126,schießen::V,tulistama,страляць
1127,siegen::V,võitma,перамагчы
1128,ärgern::V,ärritama,злаваць
1129,ärgern::V,vihastama,злаваць
1130,schlagen::V,lööma,ударыць
1131,treten::V,sõtkuma,штурхаць
1132,stechen::V,pistma,укалоць
1133,stechen::V,torkama,укалоць
1134,stoßen::V,tõukama,папхнуць
1135,stehlen::V,varastama,украсці
1136,stören::V,segama,перашкодзіць
1137,stören::V,häirima,перашкодзіць
1138,belästigen::V,ahistama,дакучаць
1139,verbergen::V,peitma,скрыць
1140,verbergen::V,peitma,схаваць
1141,verbergen::V,varjama,скрыць
1142,verbergen::V,varjama,схаваць
1143,täuschen::V,petma,падмануць
1144,täuschen::V,tüssama,падмануць
1145,betrügen::V,petma,змахляваць
1146,betrügen::V,tüssama,змахляваць
1147,betrügen::V,truudust murtma,змахляваць
1148,töten::V,tapma,забіць
1149,töten::V,surmama,забіць
1150,wohnen::V,elama,жыць
1151,arbeiten::V,töötama,працаваць
1152,sammeln::V,koguma,сабраць
1153,sammeln::V,korjama,сабраць
1154,pflücken::V,noppima,зрываць
1155,jagen::V,jahtima,паляваць
1156,fischen::V,kalastama,рыбачыць
1157,fischen::V,kala püüdma,рыбачыць
1158,fassen::V,püüdma,злавіць
1159,hüten::V,karjatama,пасвіць
1160,treiben::V,ajama,гнаць
1161,anbinden::V,kinni siduma,прывязаць
1162,füttern::V,söötma,карміць
1163,melken::V,lüpsma,даіць
1164,hacken::V,raiuma,сячы
1165,hacken::V,lõhkuma,сячы
1166,gießen::V,kastma,паліць
1167,reifen::V,valmima,паспець
1168,zubereiten::V,valmistama,зварыць
1169,zubereiten::V,valmistama,згатаваць
1170,kochen::V,keetma,варыць
1171,backen::V,küpsetama,пячы
1172,braten::V,praadima,смажыць
1173,umrühren::V,segama,перамяшаць
1174,stricken::V,kuduma,вязаць
1175,nähen::V,õmblema,шыць
1176,färben::V,värvima,пафарбаваць
1177,reinigen::V,puhastama,ачысціць
1178,waschen::V,pesema,мыць
1179,abwischen::V,puhtaks pühkima,выцерці
1180,spülen::V,uhtma,паласкаць
1181,fegen::V,pühkima,падмятаць
1182,kehren::V,pühkima,месці
1183,baden::V,suplema,купацца
1184,baden::V,kümblema,купацца
1185,sich waschen::V,end pesema,мыцца
1186,ausziehen::V,käest võtma,зняць
1187,ausziehen::V,jalast võtma,зняць
1188,ausziehen::V,seljast võtma,зняць
1189,anziehen::V,jalga panema,надзець
1190,sich anziehen::V,riietuma,адзецца
1191,kämmen::V,kammima,прычасаць
1192,schmücken::V,kaunistama,аздобіць
1193,sagen::V,ütlema,сказаць
1194,sprechen::V,rääkima,гаварыць
1195,sprechen::V,kõnelema,гаварыць
1196,reden::V,kõnelema,размаўляць
1197,sich unterhalten::V,vestlema,гутарыць
1198,fragen::V,küsima,спытаць
1199,bitten::V,paluma,прасіць
1200,erzählen::V,jutustama,расказаць
1201,mitteilen::V,teatama,паведаміць
1202,mitteilen::V,teada andma,паведаміць
1203,nennen::V,nimetama,назваць
1204,rufen::V,kutsuma,зваць
1205,prahlen::V,hooplema,хваліцца
1206,übersetzen::V,tõlkima,перакласці
1207,denken::V,mõtlema,думаць
1208,glauben::V,uskuma,верыць
1209,bemerken::V,märkama,заўважыць
1210,erkennen::V,ära tundma,пазнаць
1211,begreifen::V,aru saama,спасцігнуць
1212,verstehen::V,mõistma,пачуць
1213,lernen::V,õppima,вучыцца
1214,wissen::V,teadma,знаць
1215,sich erinnern an::V,mäletama,памятаць
1216,vergessen::V,unustama,забыць
1217,messen::V,mõõtma,мераць
1218,zählen::V,loendama,лічыць
1219,rechnen::V,arvutama,лічыць
1220,lesen::V,lugema,чытаць
1221,malen::V,maalima,маляваць
1222,zeichnen::V,joonistama,рысаваць
1223,schreiben::V,kirjutama,пісаць
1224,besitzen::V,omama,мець
1225,kaufen::V,ostma,купіць
1226,verkaufen::V,müüma,прадаць
1227,bezahlen::V,tasuma,заплаціць
1228,zahlen::V,maksma,плаціць
1229,beherrschen::V,valitsema,уладаць
1230,beherrschen::V,valitsema,валодаць
1231,ertragen::V,taluma,выцерпець
