,Concept_ID,ka,sk
92,Kälte::N,სიცივე,chlad
93,Hitze::N,სიცხე,horúčava
94,Raureif::N,ჭირხლი,srieň
95,Raureif::N,ჭირხლი,inovať
96,Raureif::N,თრთვილი,srieň
97,Raureif::N,თრთვილი,inovať
98,Regenbogen::N,ცისარტყელა,dúha
99,Donner::N,ქუხილი,hrom
100,Strömung::N,დინება,prúdenie
101,Tropfen::N,წვეთი,kvapka
102,Schaum::N,ქაფი,pena
103,Schaum::N,დორბლი,pena
104,Schmutz::N,ჭუჭყი,špina
105,Schmutz::N,ჭუჭყი,nečistota
106,Schmutz::N,ტალახი,špina
107,Schmutz::N,ტალახი,nečistota
108,See::N,ტბა,jazero
109,Sumpf::N,ჭაობი,bahno
110,Moor::N,ტორფნარი,močiar
111,Wiese::N,ველი,lúka
112,Wiese::N,მდელო,lúka
113,Wald::N,ტყე,les
114,Wald::N,ტყე,hora
115,Hügel::N,ბორცვი,vŕšok
116,Anhöhe::N,მაღლობი,výšina
117,Anhöhe::N,მაღლობი,vyvýšenina
118,Berg::N,მთა,hora
119,Gipfel::N,მწვერვალი,vrchol
120,Höhle::N,მღვიმე,jaskyňa
121,Höhle::N,გამოქვებული,jaskyňa
122,Abhang::N,ფერდობი,úbočie
123,Quelle::N,წყარო,prameň
124,Quelle::N,სათავე,prameň
125,Bach::N,რუ,potok
126,Bach::N,ნაკადული,potok
127,Fluss::N,მდინარე,rieka
128,Ufer::N,კიდე,breh
129,Ufer::N,ნაპირი,breh
130,Küste::N,ნაპირი,pobrežie
131,Festland::N,ხმელეთი,pevnina
132,Meer::N,ზღვა,more
133,Bucht::N,ყურე,záliv
134,Bucht::N,ყურე,zátoka
135,Insel::N,კუნძული,ostrov
136,Blume::N,ყვავილი,kvet
137,Blume::N,ყვავილი,kvetina
138,Gras::N,ბალახი,tráva
139,Wurzel::N,ძირი,koreň
140,Wurzel::N,ფესვი,koreň
141,Baum::N,ხე,strom
142,Stamm::N,ტანი,kmeň
143,Rinde::N,ქერქი,kôra
144,Ast::N,ტოტი,konár
145,Zweig::N,შტო,vetva
146,Blatt::N,ფოთოლი,list
147,Birke::N,არყი,breza
148,Kiefer[Baum]::N,ფიჭვი,sosna
149,Kiefer[Baum]::N,ფიჭვი,borovica
150,Weide[Baum]::N,ტირიფი,vŕba
151,Tanne::N,ნაძვი,jedľa
152,Horn::N,რქა,roh
153,Feder::N,ფრთა,pero
154,Fell::N,ტყავი,koža
155,Fell::N,ტყავი,kožušina
156,Flügel::N,ფრთა,krídlo
157,Klaue::N,კლანჭი,paznecht
158,Kralle::N,ტორი,pazúr
159,Schwanz::N,კუდი,chvost
160,Ei::N,კვერცხი,vajce
161,Ei::N,კვერცხი,vajíčko
162,Nest::N,ბუდე,hniezdo
163,Bau::N,სორო,nora
164,Tier::N,ნადირი,zviera
165,Tier::N,ცხოველი,zviera
166,Herde::N,ფარა,stádo
167,Kuh::N,ფური,krava
168,Kuh::N,ძროხა,krava
169,Bulle::N,ხარი,býk
170,Pferd::N,რაში,kôň
171,Pferd::N,ცხენი,kôň
172,Schaf::N,ცხვარი,ovca
173,Schwein::N,ღორი,sviňa
174,Hund::N,ძაღლი,pes
175,Katze::N,კატა,mačka
176,Bär::N,დათვი,medveď
177,Eichhörnchen::N,ციყვი,veverička
178,Elch::N,ცხენ-ირემი,los
179,Fuchs::N,მელა,líška
180,Hase::N,კურდღელი,zajac
181,Maus::N,თაგვი,myš
182,Wolf::N,მგელი,vlk
183,Vogel::N,ჩიტი,vták
184,Vogel::N,ფრინველი,vták
185,Schwarm::N,გუნდი,roj
186,Huhn::N,დედალი,kurča
187,Huhn::N,დედალი,sliepka
188,Hahn::N,მამალი,kohút
189,Gans::N,ბატი,hus
190,Adler::N,არწივი,orol
191,Ente::N,იხვი,kačka
192,Ente::N,იხვი,kačica
193,Eule::N,ბუ,sova
194,Kranich::N,წერო,žeriav
195,Krähe::N,ყვავი,vrana
196,Kuckuck::N,გუგული,kukučka
197,Schwan::N,გედი,labuť
198,Fisch::N,თევზი,ryba
199,Barsch::N,ქორჭილა,ostriež
200,Hecht::N,ქარიყლაპია,šťuka
201,Schlange[Tier]::N,გველი,had
202,Wurm::N,ჭია,červ
203,Spinne::N,ობობა,pavúk
204,Ameise::N,ჭიანჭველა,mravec
205,Laus::N,ტილი,voš
206,Laus::N,მკბენარი,voš
207,Mücke::N,კოღო,komár
208,Fliege::N,ბუზი,mucha
209,Schmetterling::N,პეპელა,motýľ
210,Beere::N,კენკრა,bobuľa
211,Apfel::N,ვაშლი,jablko
212,Pilz::N,სოკო,hríb
213,Zwiebel::N,ხახვი,cibuľa
214,Saat::N,თესლი,osivo
215,Korn::N,მარცვალი,zrno
216,Heu::N,თივა,seno
217,Schale::N,ჩენჩო,šupa
218,Schale::N,ჩენჩო,škrupina
219,Grube::N,ორმო,jama
220,Falle::N,ხაფანგი,pasca
221,Falle::N,ხაფანგი,klepec
222,Schlinge::N,მახე,slučka
223,Spur::N,კვალი,stopa
224,Asche::N,ფერფლი,popol
225,Dreck::N,ტალახი,kal
226,Dreck::N,ტალახი,blato
227,Dreck::N,სიბინძურე,kal
228,Dreck::N,სიბინძურე,blato
229,Eisen::N,რკინა,železo
230,Gold::N,ოქრო,zlato
231,Silber::N,ვერცხლი,striebro
232,Kohle::N,ნახშირი,uhlie
233,Glas::N,მინა,sklo
234,Lehm::N,თიხა,íl
235,Lehm::N,თიხა,hlina
236,Sand::N,ქვიშა,piesok
237,Mensch::N,ადამიანი,človek
238,Mann::N,კაცი,muž
239,Mann::N,კაცი,chlap
240,Frau::N,ქალი,žena
241,Kind::N,ბავშვი,dieťa
242,Junge::N,ვაჟი,chlapec
243,Mädchen::N,გოგო,dievka
244,Familie::N,ოჯახი,rodina
245,Großvater::N,პაპა,dedo
246,Großvater::N,პაპა,starý otec
247,Großvater::N,ბაბუა,dedo
248,Großvater::N,ბაბუა,starý otec
249,Großmutter::N,ბებია,babička
250,Großmutter::N,ბებია,stará mať
251,Großmutter::N,დიდედა,babička
252,Großmutter::N,დიდედა,stará mať
253,Eltern::N,მშობლები,rodičia
254,Vater::N,მამა,otec
255,Mutter::N,დედა,mať
256,Mutter::N,დედა,matka
257,Sohn::N,ვაჟიშვილი,syn
258,Tochter::N,ქალიშვილი,dcéra
259,Bruder::N,ძმა,brat
260,Schwester::N,და,sestra
261,Onkel::N,ბიძა,ujo
262,Onkel::N,ბიძა,strýko
263,Tante::N,დეიდა,teta
264,Tante::N,დეიდა,tetka
265,Tante::N,მამიდა,teta
266,Tante::N,მამიდა,tetka
267,Ehemann::N,ქმარი,muž
268,Ehemann::N,ქმარი,manžel
269,Ehefrau::N,ცოლი,žena
270,Ehefrau::N,ცოლი,manželka
271,Freude::N,სიხარული,radosť
272,Gelächter::N,სიცილი,smiech
273,Glück::N,ბედნიერება,šťastie
274,Kummer::N,მწუხარება,žiaľ
275,Kummer::N,მწუხარება,zármutok
276,Wunsch::N,წადილი,prianie
277,Wunsch::N,სურვილი,prianie
278,Lust::N,წადილი,chuť
279,Geist::N,სული,duch
280,Gedanke::N,ფიქრი,myšlienka
281,Gedächtnis::N,მეხსიერება,pamäť
282,Verstand::N,ჭკუა,rozum
283,Verstand::N,გონება,rozum
284,Sinn::N,მნიშვნელობა,zmysel
285,Grund::N,მიზეზი,dôvod
286,Grund::N,მიზეზი,príčina
287,Wahrheit::N,სიმართლე,pravda
288,Wahrheit::N,ჭეშმარიტება,pravda
289,Gespräch::N,ბაასი,reč
290,Gespräch::N,ბაასი,rozhovor
291,Gespräch::N,საუბარი,reč
292,Gespräch::N,საუბარი,rozhovor
293,Märchen::N,არაკი,rozprávka
294,Märchen::N,ზღაპარი,rozprávka
295,Erzählung::N,თქმულება,poviedka
296,Nachricht::N,ცნობა,správa
297,Nachricht::N,ამბავი,správa
298,Neuigkeit::N,სიახლე,novinka
299,Name::N,სახელი,meno
300,Rätsel::N,გამოცანა,záhada
301,Rätsel::N,გამოცანა,hádanka
302,Rede::N,სიტყვა,reč
303,Sprache::N,ენა,reč
304,Sprache::N,ენა,jazyk
305,Stimme::N,ხმა,hlas
306,Wort::N,სიტყვა,slovo
307,Zeichen::N,ნიშანი,znak
308,Ruf::N,ძახილი,volanie
309,Ruf::N,ძახილი,zavolanie
310,Lärm::N,ხმაური,hluk
311,Lärm::N,ხმაური,hurhaj
312,Laut::N,ხმა,zvuk
313,Laut::N,ბგერა,zvuk
314,Ton::N,ტონი,tón
315,Ton::N,ტონი,zvuk
316,Lied::N,სიმღერა,pieseň
317,Ruhe::N,სიწყნარე,pokoj
318,Leute::N,ადამიანები,ľudia
319,Volk::N,ერი,ľud
320,Volk::N,ერი,národ
321,Volk::N,ხალხი,ľud
322,Volk::N,ხალხი,národ
323,Arbeit::N,მუშაობა,práca
324,Arbeit::N,მუშაობა,robota
325,Gast::N,სტუმარი,hosť
326,Geschenk::N,საჩუქარი,dar
327,Spiel::N,თამაში,hra
328,Gesellschaft::N,საზოგადოება,spoločnosť
329,Hilfe::N,შველა,pomoc
330,Hilfe::N,დახმარება,pomoc
331,Freund::N,მეგობარი,priateľ
332,Kamerad::N,ამხანაგი,kamarát
333,Angelegenheit::N,საქმე,vec
334,Angelegenheit::N,საქმე,záležitosť
335,Anzahl::N,ოდენობა,počet
336,Anzahl::N,ოდენობა,množstvo
337,Art::N,სახეობა,druh
338,Stück::N,ნატეხი,kus
339,Stück::N,ნატეხი,kúsok
340,Teil::N,წილი,časť
341,Hälfte::N,ნახევარი,polka
342,Hälfte::N,ნახევარი,polovica
343,Kreis::N,წრე,kruh
344,Kreuz::N,ჯვარი,kríž
345,Linie::N,ხაზი,línia
346,Strich::N,შტრიხი,čiara
347,Abstand::N,მანძილი,vzdialenosť
348,Entfernung::N,სიშორე,vzdialenosť
349,Gegend::N,არე,kraj
350,Gegend::N,არე,krajina
351,Gegend::N,მხარე,kraj
352,Gegend::N,მხარე,krajina
353,Platz::N,ფართობი,miesto
354,Ort::N,ადგილი,miesto
355,Seite::N,მხარე,bok
356,Seite::N,მხარე,strana
357,Mitte::N,შუა,stred
358,Gegenstand::N,საგანი,predmet
359,Sache::N,ნივთი,vec
360,Rand::N,კიდე,kraj
361,Rand::N,კიდე,okraj
362,Kante::N,ნაწიბული,hrana
363,Ecke::N,კუთხე,roh
364,Spitze::N,წვეტი,hrot
365,Spitze::N,წვეტი,špička
366,Ende::N,ბოლო,koniec
367,Loch::N,ხვრელი,diera
368,Winkel::N,კუთხე,kút
369,Muster::N,მოხატულობა,vzor
370,Muster::N,მოხატულობა,vzorka
371,Größe::N,ზომა,veľkosť
372,Größe::N,სიდიდე,veľkosť
373,Länge::N,სიგრძე,dĺžka
374,Höhe::N,სიმაღლე,výška
375,Gewicht::N,წონა,váha
376,Menge::N,რაოდენობა,množstvo
377,Haufen::N,გროვა,hŕba
378,Reihe::N,რიგი,rad
379,Reihe::N,წყება,rad
380,Boot::N,გემი,čln
381,Ruder::N,ხოფი,veslo
382,Ruder::N,ნიჩაბი,veslo
383,Schlitten::N,მარხილი,sane
384,Ski::N,თხილამური,lyža
385,Lagerfeuer::N,კოცონი,táborák
386,Last::N,ტვირთი,ťarcha
387,Last::N,ტვირთი,bremeno
388,Gang::N,სვლა,chôdza
389,Schritt::N,ბიჯი,krok
390,Norden::N,ჩრდილოეთი,sever
391,Süden::N,სამხრეთი,juh
392,Westen::N,დასავლეთი,západ
393,Osten::N,აღმოსავლეთი,východ
394,Holz::N,ხე,drevo
395,Brett::N,დაფა,doska
396,Brett::N,ფიცარი,doska
397,Platte::N,თლილი ქვა,doska
398,Platte::N,თლილი ქვა,platňa
399,Stütze::N,საყრდენი,opora
400,Stange::N,ჭოკი,tyč
401,Stock::N,კეტი,palica
402,Stab::N,ლატანი,palica
403,Rohr::N,მილაკი,rúra
404,Haus::N,სახლი,dom
405,Heim::N,ოჯახის კერა,domov
406,Ofen::N,ღუმელი,pec
407,Ofen::N,ღუმელი,kachle
408,Fußboden::N,იატაკი,dlážka
409,Fußboden::N,იატაკი,podlaha
410,Tisch::N,სუფრა,stôl
411,Tisch::N,მაგიდა,stôl
412,Stuhl::N,სკამი,stolička
413,Wiege::N,აკვანი,kolíska
414,Bett::N,საწოლი,lôžko
415,Bett::N,საწოლი,posteľ
416,Bett::N,სარეცელი,lôžko
417,Bett::N,სარეცელი,posteľ
418,Regal::N,თაროები,regál
419,Regal::N,თაროები,polica
420,Kiste::N,ყუთი,debna
421,Kiste::N,სკივრი,debna
422,Fenster::N,ფანჯარა,okno
423,Fenster::N,ფანჯარა,oblok
424,Fenster::N,სარკმელი,okno
425,Fenster::N,სარკმელი,oblok
426,Tür::N,ბჭე,dvere
427,Tür::N,კარი,dvere
428,Tor::N,ჭიშკარი,vráta
429,Zaun::N,ღობე,plot
430,Zaun::N,ღობე,ohrada
431,Zaun::N,გალავანი,plot
432,Zaun::N,გალავანი,ohrada
433,Dach::N,სახურავი,krov
434,Dach::N,სახურავი,strecha
435,Leiter::N,კიბე,rebrík
436,Leiter::N,კიბე,rebrina
437,Besen::N,ცოცხი,metla
438,Spaten::N,ნიჩაბი,rýľ
439,Schaufel::N,ბარი,lopata
440,Gabel::N,ჩანგალი,vidlička
441,Löffel::N,კოვზი,lyžica
442,Messer::N,დანა,nôž
443,Nagel::N,ლურსმანი,klinec
444,Netz::N,ბადე,sieť
445,Haken::N,კავი,hák
446,Haken::N,კავი,háčik
447,Haken::N,კაუჭი,hák
448,Haken::N,კაუჭი,háčik
449,Griff::N,ტარი,rukoväť
450,Schloss::N,კლიტე,zámka
451,Schloss::N,საკეტი,zámka
452,Bild::N,სურათი,obraz
453,Figur::N,ფიგურა,figúra
454,Puppe::N,თოჯინა,bábka
455,Puppe::N,თოჯინა,bábika
456,Beutel::N,პარკი,vrece
457,Beutel::N,პარკი,vrecko
458,Bündel::N,გალა,uzlík
459,Bündel::N,გალა,zväzok
460,Bündel::N,ასხმა,uzlík
461,Bündel::N,ასხმა,zväzok
462,Tasche::N,ჩანთა,taška
463,Tasche::N,ჩანთა,kabelka
464,Eimer::N,ჩამჩა,vedro
465,Deckel::N,ხუფი,vrchnák
466,Deckel::N,ხუფი,pokrývka
467,Deckel::N,სარქველი,vrchnák
468,Deckel::N,სარქველი,pokrývka
469,Geschirr::N,ჭურჭელი,nádoba
470,Sack::N,ტომარა,mech
471,Sack::N,ტომარა,vrece
472,Tasse::N,ფინჯანი,šálka
473,Topf::N,ქოთანი,hrniec
474,Kessel::N,ქვაბი,kotol
475,Essen::N,ჭამა,jedlo
476,Nahrung::N,საზრდო,strava
477,Nahrung::N,საზრდო,potrava
478,Nahrung::N,საკვები,strava
479,Nahrung::N,საკვები,potrava
480,Speise::N,საჭმელი,jedlo
481,Fleisch::N,ხორცი,mäso
482,Getreide::N,მარცვლოვანი,obilie
483,Brei::N,ფაფა,kaša
484,Brot::N,პური,chlieb
485,Scheibe::N,ნაჭერი,kotúč
486,Scheibe::N,ნაჭერი,krajec
487,Fett::N,ქონი,tuk
488,Fett::N,ქონი,masť
489,Fett::N,ცხიმი,tuk
490,Fett::N,ცხიმი,masť
491,Butter::N,კარაქი,maslo
492,Öl::N,ზეთი,olej
493,Salz::N,მარილი,soľ
494,Suppe::N,სუფი,polievka
495,Honig::N,თაფლი,med
496,Milch::N,რძე,mlieko
497,Tee::N,ჩაი,čaj
498,Leder::N,ტყავი,koža
499,Wolle::N,მატყლი,vlna
500,Stoff::N,ქსოვილი,súkno
501,Nadel::N,ნემსი,ihla
502,Faden::N,ძაფი,niť
503,Faden::N,ძაფი,vlákno
504,Faden::N,მკედი,niť
505,Faden::N,მკედი,vlákno
506,Knopf::N,ღილი,gombík
507,Knoten::N,ნასკვი,uzol
508,Farbe::N,საღებავი,farba
509,Kleidung::N,ტანსაცმელი,šaty
510,Kleidung::N,ტანსაცმელი,šatstvo
511,Hemd::N,ხალათი,košeľa
512,Hemd::N,პერანგი,košeľa
513,Kragen::N,საყელო,golier
514,Ärmel::N,სახელო,rukáv
515,Hose::N,შარვალი,nohavice
516,Gürtel::N,ქამარი,pás
517,Gürtel::N,ქამარი,opasok
518,Mütze::N,ქუდი,čiapka
519,Schuh::N,ფეხსაცმელი,obuv
520,Schuh::N,ფეხსაცმელი,topánka
521,Stiefel::N,ჩექმა,čižma
522,Ring::N,ბეჭედი,prsteň
523,Band::N,ბაფთი,stuha
524,Kamm::N,სავარცხელი,hrebeň
525,Spiegel::N,სარკე,zrkadlo
526,Riemen::N,ღვედი,remeň
527,Schnur::N,ლარი,šnúra
528,Leine::N,ჯაჭვი,vodidlo
529,Decke::N,საბანი,deka
530,Decke::N,საბანი,prikrývka
531,Kissen::N,ბალიში,poduška
532,Tuch::N,მაუდი,šatka
533,Tuch::N,თავშალი,šatka
534,Handtuch::N,ხელსახოცი,uterák
535,Kraft::N,ძალა,moc
536,Stärke::N,ღონე,sila
537,Gesundheit::N,ჯანმრთელობა,zdravie
538,Krankheit::N,სენი,nemoc
539,Krankheit::N,სენი,choroba
540,Krankheit::N,ავადმყოფობა,nemoc
541,Krankheit::N,ავადმყოფობა,choroba
542,Schmerz::N,ტკივილი,bolesť
543,Wunde::N,იარი,rana
544,Wunde::N,ჭრილობა,rana
545,Fieber::N,ციება,horúčka
546,Arznei::N,წამალი,liek
547,Brücke::N,ხიდი,most
548,Brunnen::N,ჭა,studňa
549,Weide::N,საძოვარი,pastva
550,Pfad::N,ბილიკი,chodník
551,Weg::N,გზა,cesta
552,Straße::N,შარაგზა,hradská
553,Dorf::N,დაბა,dedina
554,Dorf::N,სოფელი,dedina
555,Stadt::N,ქალაქი,mesto
556,Brief::N,წერილი,list
557,Buch::N,წიგნი,kniha
558,Buchstabe::N,ასო,litera
559,Buchstabe::N,ასო,písmeno
560,Zeitung::N,გაზეთი,noviny
561,Leben::N,სიცოცხლე,život
562,Tod::N,სიკვდილი,smrť
563,Grab::N,სამარე,hrob
564,Grab::N,საფლავი,hrob
565,Kirche::N,ეკლესია,kostol
566,Sünde::N,ცოდვა,hriech
567,Gott::N,ღმერთი,boh
568,Arbeiter::N,მუშა,robotník
569,Arbeiter::N,მუშა,pracnovík
570,Chef::N,გამგე,šéf
571,Chef::N,გამგე,riaditeľ
572,Meister::N,ოსტატი,majster
573,Arzt::N,ექიმი,lekár
574,Arzt::N,მკურნალი,lekár
575,Lehrer::N,მასწავლებელი,učiteľ
576,Geld::N,ფული,peniaze
577,Geschäft::N,საქმე,obchod
578,Geschäft::N,ბიზნესი,obchod
579,Laden::N,დუქანი,obchod
580,Laden::N,მაღაზია,obchod
581,Preis::N,ფასი,cena
582,Ware::N,საქონელი,tovar
583,Nutzen::N,ხეირი,osoh
584,Nutzen::N,ხეირი,úžitok
585,Reichtum::N,სიმდიდრე,bohatstvo
586,Welt::N,მსოფლიო,svet
587,Land::N,მხარე,územie
588,Land::N,მხარე,krajina
589,Land::N,ქვეყანა,územie
590,Land::N,ქვეყანა,krajina
591,Staat::N,სახელმწიფო,štát
592,König::N,მეფე,kráľ
593,Macht::N,ძლიერება,moc
594,Macht::N,ძლიერება,mocnosť
595,Grenze::N,ზღვარი,hranica
596,Krieg::N,ომი,vojna
597,Feind::N,მტერი,nepriateľ
598,Gewalt::N,სისასტიკე,násilie
599,Kampf::N,ბრძოლა,boj
600,Bogen[Waffe]::N,მშვილდი,luk
601,Pfeil::N,ისარი,šíp
602,Pfeil::N,ისარი,strela
603,Pfeil::N,მახვილი,šíp
604,Pfeil::N,მახვილი,strela
605,Gewehr::N,თოფი,puška
606,Gewehr::N,შაშხანა,puška
607,Fehler::N,შეცდომა,omyl
608,Fehler::N,შეცდომა,chyba
609,Lüge::N,სიცრუე,lož
610,Schaden::N,ვნება,ujma
611,Schaden::N,ვნება,škoda
612,Unglück::N,ხიფათი,nešťastie
613,Unglück::N,უბედურება,nešťastie
614,Schuld::N,ბრალი,vina
615,Schuld::N,ბრალი,previnenie
616,Alter::N,ასაკი,vek
617,Schluss::N,ბოლო,záver
618,Schluss::N,ბოლო,koniec
619,Schluss::N,დასასრული,záver
620,Schluss::N,დასასრული,koniec
621,Zeit::N,დრო,čas
622,Tag::N,დღე,deň
623,Morgen::N,დილა,ráno
624,Mittag::N,შუადღე,poludnie
625,Abend::N,საღამო,večer
626,Nacht::N,ღამე,noc
627,Woche::N,კვირა,týždeň
628,Monat::N,თვე,mesiac
629,Jahr::N,წელი,rok
630,Frühling::N,გაზაფხული,jar
631,Sommer::N,ზაფხული,leto
632,Herbst::N,შემოდგომა,jeseň
633,Winter::N,ზამთარი,zima
634,Januar::N,იანვარი,január
635,Februar::N,თებერვალი,február
636,März::N,მარტი,marec
637,April::N,აპრილი,apríl
638,Mai::N,მაისი,máj
639,Juni::N,ივნისი,jún
640,Juli::N,ივლისი,júl
641,August::N,აგვისტო,august
642,September::N,სექტემბერი,september
643,Oktober::N,ოქტომბერი,október
644,November::N,ნოემბერი,november
645,Dezember::N,დეკემბერი,december
646,Montag::N,ორშაბათი,pondelok
647,Dienstag::N,სამშაბათი,utorok
648,Mittwoch::N,ოთხშაბათი,streda
649,Donnerstag::N,ხუთშაბათი,štvrtok
650,Freitag::N,პარასკევი,piatok
651,Samstag::N,შაბათი,sobota
652,Sonntag::N,კვირა,nedeľa
653,groß::A,დიდი,veľký
654,klein::A,მცირე,malý
655,klein::A,პატარა,malý
656,lang::A,გრძელი,dlhý
657,kurz::A,მოკლე,krátky
658,breit::A,ფართო,široký
659,breit::A,განიერი,široký
660,schmal::A,ვიწრო,úzky
661,schmal::A,წვრილი,úzky
662,dicht::A,მჭიდრო,hustý
663,dick[Gegenstand]::A,სქელი,tlstý
664,dünn::A,წვრილი,tenký
665,fein::A,თხელი,jemný
666,fest::A,მყარი,pevný
667,flach::A,ბრტყელი,rovný
668,flach::A,ბრტყელი,plochý
669,glatt::A,გლუ,hladký
670,hart::A,მაგარი,tvrdý
671,weich::A,რბილი,mäkký
672,rund::A,მრგვალი,guľatý
673,rund::A,მრგვალი,okrúhly
674,spitz::A,წვეტიანი,končitý
675,scharf::A,მჭრელი,ostrý
676,stumpf::A,ბლაგვი,tupý
677,schwer::A,მძიმე,ťažký
678,schön::A,ლამაზი,pekný
679,schön::A,ლამაზი,krásny
680,heiß::A,ცხელი,horúci
681,warm::A,თბილი,teplý
682,kalt::A,ცივი,studený
683,kühl::A,გრილი,chladný
684,frisch::A,სუფთა,svieži
685,feucht::A,ნოტიო,vlhký
686,feucht::A,ნოტიო,zvlhnutý
687,nass::A,სველი,mokrý
688,trocken::A,მშრალი,suchý
689,voll::A,სავსე,plný
690,leer::A,ცარიელი,prázdny
691,offen::A,ღია,otvorený
692,offen::A,გაშლილი,otvorený
693,geschlossen::A,დახურული,zavretý
694,sauber::A,სუფთა,čistý
695,sauber::A,წმინდა,čistý
696,schmutzig::A,ტალახიანი,špinavý
697,roh::A,უმი,surový
698,reif::A,მწიფე,zrelý
699,lecker::A,გემრიელი,chutný
700,süß::A,ტკბილი,sladký
701,bitter::A,მწარე,horký
702,sauer::A,მჟავე,kyslý
703,hell::A,ნათელი,jasný
704,hell::A,ნათელი,svetlý
705,dunkel::A,ბნელი,temný
706,schwarz::A,შავი,čierny
707,weiß::A,თეთრი,biely
708,rot::A,წითელი,červený
709,gelb::A,ყვითელი,žltý
710,blau::A,ლურჯი,modrý
711,blau::A,ლურჯი,belasý
712,blau::A,ცისფერი,modrý
713,blau::A,ცისფერი,belasý
714,grün::A,მწვანე,zelený
715,grau::A,რუხი,šedý
716,grau::A,ნაცრისფერი,šedý
717,bunt::A,ჭრელი,pestrý
718,bunt::A,ფერადი,pestrý
719,billig::A,იაფი,lacný
720,teuer::A,ძვირი,drahý
721,wertvoll::A,ღირსიანი,cenný
722,blind::A,ბრმა,slepý
723,taub::A,ყრუ,hluchý
724,kräftig::A,ძალავანი,silný
725,stark::A,ძლიერი,silný
726,stark::A,ღონიერი,silný
727,schwach::A,სუსტი,slabý
728,schwach::A,სუსტი,bezvládny
729,fett::A,სქელი,tučný
730,schlank::A,გამხდარი,štíhly
731,hübsch::A,ეშხიანი,šumný
732,hübsch::A,ეშხიანი,švárny
733,hübsch::A,მშვენიერი,šumný
734,hübsch::A,მშვენიერი,švárny
735,böse::A,ავი,zlý
736,böse::A,ბოროტი,zlý
