,Concept_ID,el,eu
105,Frost::N,παγωνία,izotzaldi
106,Kälte::N,κρύο,hotz
107,Kälte::N,ψύχος,hotz
108,Hitze::N,ζέστη,bero
109,Raureif::N,πάχνη,antzigar
110,Regenbogen::N,ουράνιο τόξο,ostadar
111,Regenbogen::N,ουράνιο τόξο,ortzadar
112,Donner::N,βροντή,ostots
113,Donner::N,βροντή,ihurtzuri
114,Strömung::N,ρεύμα,laster
115,Tropfen::N,στάλα,xorta
116,Schaum::N,αφρός,bits
117,Schmutz::N,βρωμιά,lohi
118,Schmutz::N,βρωμιά,zikin
119,See::N,λίμνη,laku
120,See::N,λίμνη,aintzira
121,Sumpf::N,βάλτος,zingira
122,Moor::N,έλος,zohikaztegi
123,Wiese::N,λιβάδι,larre
124,Wiese::N,λιβάδι,belardi
125,Wald::N,δάσος,baso
126,Wald::N,δάσος,oihan
127,Hügel::N,λόφος,muino
128,Hügel::N,λόφος,pentoka
129,Anhöhe::N,ύψωμα,garai
130,Anhöhe::N,ύψωμα,goragune
131,Berg::N,όρος,mendi
132,Berg::N,βουνό,mendi
133,Gipfel::N,κορυφή,gain
134,Gipfel::N,κορυφή,tontor
135,Höhle::N,σπηλιά,kobazulo
136,Abhang::N,πλαγιά,aldapa
137,Quelle::N,πηγή,iturri
138,Quelle::N,πηγή,iturbegi
139,Quelle::N,βρύση,iturri
140,Quelle::N,βρύση,iturbegi
141,Bach::N,ρυάκι,lats
142,Bach::N,ρυάκι,erreka
143,Fluss::N,ποτάμι,ibai
144,Fluss::N,ποτάμι,uhaitz
145,Fluss::N,ποταμός,ibai
146,Fluss::N,ποταμός,uhaitz
147,Ufer::N,όχθη,bazter
148,Küste::N,ακτή,itsasalde
149,Küste::N,ακρογιαλιά,itsasalde
150,Festland::N,στεριά,lehor
151,Meer::N,θάλασσα,itsaso
152,Bucht::N,κόλπος,golko
153,Insel::N,νησί,irla
154,Insel::N,νησί,uharte
155,Insel::N,νήσος,irla
156,Insel::N,νήσος,uharte
157,Blume::N,άνθος,lili
158,Blume::N,λουλούδι,lili
159,Gras::N,χόρτο,belar
160,Gras::N,χορτάρι,belar
161,Wurzel::N,ρίζα,zuztar
162,Wurzel::N,ρίζα,sustrai
163,Baum::N,δέντρο,zuhaitz
164,Stamm::N,κορμός,enbor
165,Rinde::N,φλούδα,azal
166,Ast::N,κλαδί,adar
167,Zweig::N,κλαδί,abar
168,Zweig::N,κλάδος,abar
169,Blatt::N,φύλλο,hosto
170,Birke::N,σημύδα,urki
171,Kiefer[Baum]::N,πεύκο,ler
172,Weide[Baum]::N,ιτιά,zume
173,Weide[Baum]::N,ιτιά,sahats
174,Tanne::N,έλατο,izei
175,Horn::N,κέρας,adar
176,Horn::N,κέρατο,adar
177,Feder::N,φτερό,luma
178,Feder::N,φτερό,hegaki
179,Fell::N,δέρμα,ile
180,Fell::N,δέρμα,larru
181,Fell::N,τομάρι,ile
182,Fell::N,τομάρι,larru
183,Flügel::N,πτερύγιο,hego
184,Klaue::N,κουλό,atzapar
185,Kralle::N,νύχι,erpe
186,Kralle::N,νύχι,atzapar
187,Schwanz::N,ουρά,isats
188,Schwanz::N,ουρά,buztan
189,Ei::N,αβγό,arrautza
190,Nest::N,φωλιά,habia
191,Bau::N,φωλιά,ohantze
192,Tier::N,ζώο,abere
193,Tier::N,ζώο,piztia
194,Herde::N,κοπάδι,saldo
195,Herde::N,κοπάδι,abere talde
196,Kuh::N,αγελάδα,behi
197,Bulle::N,ταύρος,zezen
198,Pferd::N,άλογο,zaldi
199,Schaf::N,πρόβατο,ardi
200,Schwein::N,γουρούνι,urde
201,Schwein::N,γουρούνι,txerri
202,Hund::N,σκυλί,txakur
203,Hund::N,σκύλος,txakur
204,Katze::N,γάτα,katu
205,Bär::N,άρκτος,hartz
206,Bär::N,αρκούδα,hartz
207,Eichhörnchen::N,βερβερίτσα,urtxintxa
208,Elch::N,άλκη,altze
209,Fuchs::N,αλεπού,azeri
210,Hase::N,λαγός,erbi
211,Maus::N,ποντικός,sagu
212,Wolf::N,λύκος,otso
213,Vogel::N,πουλί,txori
214,Vogel::N,πουλί,hegazti
215,Schwarm::N,σμήνος,aldra
216,Huhn::N,κότα,oilo
217,Huhn::N,όρνιθα,oilo
218,Hahn::N,πετεινός,oilar
219,Gans::N,χήνα,antzara
220,Adler::N,αετός,arrano
221,Ente::N,πάπια,ahate
222,Eule::N,κουκουβάγια,hontza
223,Kranich::N,γερανός,kurrilo
224,Krähe::N,καρακάξα,bele
225,Kuckuck::N,κούκος,kuku
226,Schwan::N,κύκνος,beltxarga
227,Fisch::N,ψάρι,arrain
228,Barsch::N,πέρκα,perka
229,Hecht::N,λούτσος,lutxo
230,Schlange[Tier]::N,φίδι,suge
231,Wurm::N,σκουλήκι,har
232,Spinne::N,αράχνη,armiarma
233,Ameise::N,μυρμήγκι,inurri
234,Laus::N,ψείρα,zorri
235,Mücke::N,κουνούπι,eltxo
236,Fliege::N,μύγα,euli
237,Schmetterling::N,πεταλούδα,pinpirin
238,Schmetterling::N,πεταλούδα,tximeleta
239,Beere::N,ρόγα,baia
240,Apfel::N,μήλο,sagar
241,Pilz::N,μανιτάρι,onddo
242,Pilz::N,μανιτάρι,perretxiko
243,Zwiebel::N,κρεμμύδι,tipula
244,Saat::N,σπόρος,haziak
245,Korn::N,σπυρί,ale
246,Korn::N,σπυρί,pikor
247,Heu::N,σανός,belar ondu
248,Schale::N,τσόφλι,azal
249,Grube::N,λάκκος,hobi
250,Falle::N,παγίδα,harrapagailu
251,Schlinge::N,θηλειά,bilur
252,Schlinge::N,θηλειά,xedera
253,Spur::N,ίχνος,lorratz
254,Asche::N,στάχτη,errauts
255,Dreck::N,βρωμιά,satsukeria
256,Eisen::N,σίδερο,burdina
257,Gold::N,μάλαμα,urre
258,Gold::N,μάλαμα,urregorri
259,Gold::N,χρυσάφι,urre
260,Gold::N,χρυσάφι,urregorri
261,Silber::N,ασήμι,zilar
262,Silber::N,ασήμι,urrezuri
263,Silber::N,άργυρος,zilar
264,Silber::N,άργυρος,urrezuri
265,Kohle::N,κάρβουνο,ikatz
266,Glas::N,γυαλί,beira
267,Lehm::N,πηλός,buztin
268,Sand::N,άμμος,harea
269,Sand::N,άμμος,hondar
270,Mensch::N,άνθρωπος,gizaki
271,Mann::N,άνδρας,gizon
272,Frau::N,γυναίκα,andere
273,Frau::N,γυναίκα,emakume
274,Kind::N,παιδί,haur
275,Junge::N,αγόρι,mutil
276,Mädchen::N,κοπέλα,neska
277,Mädchen::N,κορίτσι,neska
278,Familie::N,οικογένεια,sendi
279,Familie::N,οικογένεια,familia
280,Großvater::N,παππούς,aitona
281,Großvater::N,παππούς,aitatxi
282,Großmutter::N,γιαγιά,amona
283,Großmutter::N,γιαγιά,amatxi
284,Eltern::N,γονείς,gurasoak
285,Vater::N,πατέρας,aita
286,Mutter::N,μητέρα,ama
287,Sohn::N,γιος,seme
288,Tochter::N,κόρη,alaba
289,Bruder::N,αδελφός,neba
290,Bruder::N,αδελφός,anaia
291,Schwester::N,αδελφή,ahizpa
292,Onkel::N,θείος,osaba
293,Tante::N,θεία,izeba
294,Ehemann::N,σύζυγος,senar
295,Ehefrau::N,σύζυγος,emazte
296,Freude::N,χαρά,poz
297,Freude::N,χαρά,pozkari
298,Gelächter::N,γέλια,barre
299,Gelächter::N,γέλια,karkara
300,Glück::N,ευτυχία,zori
301,Kummer::N,έγνοια,xangrin
302,Kummer::N,έγνοια,atsekabe
303,Wunsch::N,επιθυμία,nahi
304,Wunsch::N,επιθυμία,nahikunde
305,Lust::N,όρεξη,gogo
306,Geist::N,πνέυμα,gogo
307,Gedanke::N,σκέψη,gogoeta
308,Gedächtnis::N,μνήμη,oroimen
309,Gedächtnis::N,μνήμη,gogoramen
310,Verstand::N,νους,adimen
311,Verstand::N,νους,ulermen
312,Sinn::N,νόημα,zentzu
313,Grund::N,λόγος,zergati
314,Wahrheit::N,αλήθεια,egia
315,Gespräch::N,συνομιλία,hizketa
316,Gespräch::N,συνομιλία,elkarrizketa
317,Märchen::N,παραμύθι,ipuin
318,Erzählung::N,διήγημα,edesti
319,Erzählung::N,διήγημα,kontakizun
320,Nachricht::N,είδηση,albiste
321,Neuigkeit::N,νέο,berri
322,Name::N,όνομα,izen
323,Rätsel::N,αίνιγμα,asmakizun
324,Rede::N,λόγος,hitzaldi
325,Rede::N,λόγος,mintzaldi
326,Rede::N,ομιλία,hitzaldi
327,Rede::N,ομιλία,mintzaldi
328,Sprache::N,γλώσσα,hizkuntza
329,Stimme::N,φωνή,ahots
330,Wort::N,λέξη,hitz
331,Zeichen::N,σημείο,agerbide
332,Zeichen::N,σημείο,agergarri
333,Ruf::N,κραυγή,dei
334,Lärm::N,θόρυβος,zarata
335,Lärm::N,θόρυβος,harrabots
336,Laut::N,ήχος,hots
337,Ton::N,ήχος,tonu
338,Ton::N,ήχος,soinu
339,Ton::N,τόνος,tonu
340,Ton::N,τόνος,soinu
341,Lied::N,τραγούδι,abesti
342,Ruhe::N,ησυχία,nasaitasun
343,Leute::N,κόσμος,jende
344,Leute::N,άνθρωποι,jende
345,Volk::N,λαός,herri
346,Volk::N,λαός,populu
347,Arbeit::N,εργασία,lan
348,Gast::N,επισκέπτης,arrotz
349,Gast::N,επισκέπτης,apopilo
350,Geschenk::N,δώρο,opari
351,Spiel::N,παιχνίδι,jolas
352,Gesellschaft::N,κοινωνία,gizarte
353,Hilfe::N,βοήθεια,helpide
354,Hilfe::N,βοήθεια,laguntza
355,Freund::N,φίλος,lagun
356,Kamerad::N,σύντροφος,adiskide
357,Kamerad::N,σύντροφος,lagunkide
358,Angelegenheit::N,υπόθεση,afera
359,Anzahl::N,αριθμός,kopuru
360,Art::N,είδος,mota
361,Stück::N,κομμάτι,puska
362,Teil::N,μέρος,atal
363,Hälfte::N,μισό,erdi
364,Kreis::N,κύκλος,biribilki
365,Kreuz::N,σταυρός,gurutze
366,Linie::N,γραμμή,linea
367,Strich::N,γραμμή,marra
368,Abstand::N,απόσταση,tarte
369,Entfernung::N,απόσταση,urrunera
370,Gegend::N,περιοχή,alderdi
371,Gegend::N,περιοχή,eskualde
372,Gegend::N,τοποθεσία,alderdi
373,Gegend::N,τοποθεσία,eskualde
374,Platz::N,χώρος,leku
375,Ort::N,τόπος,toki
376,Seite::N,πλευρά,albo
377,Mitte::N,μέση,erdi
378,Gegenstand::N,αντικείμενο,gauzaki
379,Sache::N,πράγμα,gauza
380,Rand::N,άκρη,ertz
381,Rand::N,χείλος,ertz
382,Kante::N,άκρη,ertz
383,Ecke::N,γωνιά,kantoi
384,Spitze::N,μύτη,punta
385,Ende::N,άκρη,buru
386,Ende::N,άκρη,mutur
387,Loch::N,τρύπα,zulo
388,Winkel::N,γωνία,zoko
389,Winkel::N,γωνία,bazter
390,Muster::N,σχέδιο,eredu
391,Muster::N,σχέδιο,marrazki
392,Größe::N,μέγεθος,kaizu
393,Größe::N,μέγεθος,tamaina
394,Länge::N,μήκος,luzera
395,Höhe::N,ύψος,goiera
396,Höhe::N,ύψος,garaiera
397,Gewicht::N,βάρος,hazta
398,Menge::N,ποσότητα,kopuru
399,Haufen::N,σωρός,pila
400,Haufen::N,σωρός,mendoi
401,Reihe::N,αράδα,ilara
402,Reihe::N,αράδα,errenkada
403,Boot::N,βάρκα,potin
404,Boot::N,βάρκα,txalupa
405,Ruder::N,κουπί,arraun
406,Schlitten::N,έλκηθρο,lera
407,Schlitten::N,έλκηθρο,narra
408,Ski::N,σκι,eski
409,Lagerfeuer::N,φωτιά,su
410,Last::N,φορτίο,zama
411,Last::N,φορτίο,karga
412,Gang::N,δρόμος,ibilera
413,Schritt::N,βήμα,pauso
414,Schritt::N,βήμα,urrats
415,Norden::N,βορράς,ipar
416,Norden::N,βορράς,iparralde
417,Süden::N,νότος,hego
418,Süden::N,νότος,hegoalde
419,Westen::N,δύση,sartalde
420,Westen::N,δύση,mendebalde
421,Osten::N,ανατολή,ekialde
422,Osten::N,ανατολή,sortalde
423,Holz::N,ξύλο,zur
424,Brett::N,σανίδι,ohol
425,Platte::N,πλάκα,lauza
426,Stütze::N,στήριγμα,irozgarri
427,Stütze::N,στήριγμα,bermagailu
428,Stange::N,ραβδί,haga
429,Stange::N,κοντός,haga
430,Stock::N,ξύλο,makila
431,Stock::N,μπαστούνι,makila
432,Stab::N,ραβδί,makila
433,Rohr::N,σωλήνας,hodi
434,Haus::N,σπίτι,etxe
435,Heim::N,σπίτι,etxe
436,Heim::N,σπίτι,etxaleku
437,Ofen::N,σόμπα,berogailu
438,Ofen::N,θερμάστρα,berogailu
439,Fußboden::N,πάτωμα,zoru
440,Tisch::N,τραπέζι,mahai
441,Stuhl::N,καρέκλα,aulki
442,Wiege::N,κούνια,kuma
443,Wiege::N,κούνια,sehaska
444,Bett::N,κρεβάτι,ohe
445,Bett::N,κρεβάτι,ohatze
446,Regal::N,ράφι,apalategi
447,Kiste::N,κιβώτιο,kutxa
448,Fenster::N,παράθυρο,leiho
449,Tür::N,πόρτα,ate
450,Tor::N,πύλη,atari
451,Zaun::N,φράχτης,hesi
452,Dach::N,στέγη,teilatu
453,Leiter::N,σκάλα,zurubi
454,Leiter::N,κλίμακα,zurubi
455,Besen::N,σκούπα,erratz
456,Spaten::N,φτυάρι,burdinpala
457,Schaufel::N,φτυάρι,pala
458,Gabel::N,πιρούνι,sardexka
459,Löffel::N,κουτάλι,koilara
460,Messer::N,μαχαίρι,aizto
461,Nagel::N,καρφί,iltze
462,Netz::N,δίχτυ,sare
463,Haken::N,γάντζος,mako
464,Haken::N,αγκίστρι,mako
465,Griff::N,λαβή,eskutoki
466,Schloss::N,κλειδαριά,sarraila
467,Bild::N,εικόνα,irudi
468,Figur::N,ανάστημα,figura
469,Puppe::N,κούκλα,panpina
470,Puppe::N,κούκλα,andrakila
471,Beutel::N,πουγγί,zorro
472,Bündel::N,δεμάτι,azao
473,Bündel::N,δεμάτι,espal
474,Tasche::N,τσάντα,poltsa
475,Eimer::N,κουβάς,treska
476,Deckel::N,καπάκι,tapa
477,Deckel::N,καπάκι,estalki
478,Geschirr::N,σκεύη,baxera
479,Geschirr::N,σκεύη,ontziteria
480,Sack::N,σάκος,zaku
481,Tasse::N,φλιτζάνι,kikara
482,Topf::N,χύτρα,ontzi
483,Topf::N,χύτρα,lapiko
484,Kessel::N,καζάνι,pazia
485,Essen::N,φαγητό,janaldi
486,Nahrung::N,τροφή,jan
487,Speise::N,φαγητό,jaki
488,Fleisch::N,κρέας,okela
489,Fleisch::N,κρέας,haragi
490,Getreide::N,σιτάρι,labore
491,Brei::N,χυλός,ahi
492,Brei::N,χυλός,pure
493,Brot::N,ψωμί,ogi
494,Brot::N,άρτος,ogi
495,Scheibe::N,φέτα,xerra
496,Scheibe::N,φέτα,pirripita
497,Fett::N,πάχος,urin
498,Fett::N,πάχος,koipe
499,Butter::N,βούτυρο,gurin
500,Öl::N,λάδι,olio
501,Salz::N,αλάτι,gatz
502,Suppe::N,σούπα,zopa
503,Suppe::N,σούπα,salda
504,Honig::N,μέλι,ezti
505,Milch::N,γάλα,esne
506,Tee::N,τσάι,te
507,Leder::N,πετσί,larru
508,Wolle::N,μαλλί,artile
509,Stoff::N,ύφασμα,ehun
510,Nadel::N,βελόνα,orratz
511,Nadel::N,βελόνα,jostorratz
512,Faden::N,κλωστή,hari
513,Knopf::N,κουμπί,botoi
514,Knoten::N,κόμπος,korapilo
515,Farbe::N,μπογιά,pintura
516,Kleidung::N,ρούχα,arropa
517,Kleidung::N,ρούχα,jantziak
518,Kleidung::N,ενδυμασία,arropa
519,Kleidung::N,ενδυμασία,jantziak
520,Hemd::N,πουκάμισο,atorra
521,Hemd::N,πουκάμισο,alkandora
522,Kragen::N,κολάρο,idun
523,Ärmel::N,μανίκι,mahuka
524,Hose::N,πανταλόνι,prakak
525,Hose::N,πανταλόνι,galtzak
526,Gürtel::N,ζώνη,gerriko
527,Mütze::N,σκούφος,txano
528,Mütze::N,σκούφος,txapel
529,Schuh::N,παπούτσι,oski
530,Schuh::N,παπούτσι,oinetako
531,Stiefel::N,μπότα,bota
532,Ring::N,δαχτυλίδι,uztai
533,Band::N,κορδέλα,zinta
534,Band::N,κορδέλα,xingola
535,Kamm::N,χτένα,orrazi
536,Spiegel::N,καθρέφτης,mirail
537,Riemen::N,λουρί,uhal
538,Schnur::N,κορδόνι,lokailu
539,Leine::N,σχοινί,lotura
540,Decke::N,κουβέρτα,burusi
541,Kissen::N,μαξιλάρι,kuxin
542,Tuch::N,πανί,zapi
543,Tuch::N,πανί,oihal
544,Tuch::N,μαντήλι,zapi
545,Tuch::N,μαντήλι,oihal
546,Handtuch::N,πετσέτα,eskuzapi
547,Handtuch::N,πετσέτα,eskuoihal
548,Kraft::N,δύναμη,indar
549,Stärke::N,ισχύς,indar
550,Stärke::N,δύναμη,indar
551,Gesundheit::N,υγεία,osasun
552,Krankheit::N,αρρώστια,eritasun
553,Krankheit::N,αρρώστια,gaixotasun
554,Schmerz::N,πόνος,min
555,Wunde::N,πληγή,zauri
556,Fieber::N,πυρετός,sukar
557,Arznei::N,φάρμακο,osagai
558,Arznei::N,φάρμακο,sendagai
559,Brücke::N,γέφυρα,zubi
560,Brunnen::N,πηγάδι,putzu
561,Weide::N,βοσκή,alha
562,Weide::N,βοσκή,bazkaleku
563,Pfad::N,μονοπάτι,zidor
564,Pfad::N,μονοπάτι,bidexka
565,Weg::N,δρόμος,bide
566,Straße::N,οδός,errepide
567,Straße::N,δρόμος,errepide
568,Dorf::N,χωριό,herri
569,Stadt::N,πόλη,hiri
570,Brief::N,γράμμα,gutun
571,Brief::N,γράμμα,eskutitz
572,Brief::N,επιστολή,gutun
573,Brief::N,επιστολή,eskutitz
574,Buch::N,βιβλίο,liburu
575,Buchstabe::N,γράμμα,hizki
576,Zeitung::N,εφημερίδα,egunkari
577,Leben::N,ζωή,bizi
578,Leben::N,ζωή,bizitza
579,Leben::N,βίος,bizi
580,Leben::N,βίος,bizitza
581,Tod::N,θάνατος,herio
582,Tod::N,θάνατος,heriotza
583,Grab::N,τάφος,hobi
584,Grab::N,τάφος,hilobi
585,Kirche::N,εκκλησία,eliza
586,Sünde::N,αμαρτία,hoben
587,Sünde::N,αμαρτία,bekatu
588,Gott::N,θεός,jainko
589,Arbeiter::N,εργάτης,langile
590,Arbeiter::N,εργάτης,behargin
591,Chef::N,προϊστάμενος,nagusi
592,Meister::N,μάστορας,maisu
593,Meister::N,αρχιτεχνίτης,maisu
594,Arzt::N,γιατρός,osagile
595,Arzt::N,γιατρός,sendagile
596,Lehrer::N,δάσκαλος,irakasle
597,Geld::N,λεφτά,diru
598,Geld::N,χρήματα,diru
599,Geschäft::N,συναλλαγή,negozio
600,Laden::N,μαγαζί,denda
601,Laden::N,μαγαζί,saltegi
602,Laden::N,κατάστημα,denda
603,Laden::N,κατάστημα,saltegi
604,Preis::N,τιμή,prezio
605,Preis::N,τιμή,salneurri
606,Ware::N,εμπόρευμα,salgai
607,Nutzen::N,όφελος,onura
608,Nutzen::N,όφελος,probetxu
609,Reichtum::N,πλούτος,aberastasun
610,Welt::N,κόσμος,ludi
611,Welt::N,κόσμος,mundu
612,Land::N,χώρα,herrialde
613,Staat::N,κράτος,estatu
614,Staat::N,πολιτεία,estatu
615,König::N,βασιλιάς,errege
616,Macht::N,εξουσία,botere
617,Grenze::N,σύνορα,muga
618,Krieg::N,πόλεμος,guda
619,Feind::N,εχθρός,etsai
620,Feind::N,εχθρός,arerio
621,Gewalt::N,βία,bortxa
622,Gewalt::N,βία,bortizkeria
623,Kampf::N,αγώνας,gudu
624,Kampf::N,αγώνας,auska
625,Bogen[Waffe]::N,τόξο,arku
626,Pfeil::N,σαΐτα,gezi
627,Gewehr::N,τουφέκι,fusil
628,Fehler::N,λάθος,huts
629,Fehler::N,λάθος,hutsegin
630,Fehler::N,σφάλμα,huts
631,Fehler::N,σφάλμα,hutsegin
632,Lüge::N,ψέμα,gezur
633,Lüge::N,ψεύδος,gezur
634,Schaden::N,ζημία,kalte
635,Unglück::N,δυστυχία,zoritxar
636,Unglück::N,δυστυχία,zorigaitz
637,Schuld::N,ενοχή,erru
638,Schuld::N,φταίξιμο,erru
639,Alter::N,ηλικία,adin
640,Schluss::N,τέλος,bukaera
641,Zeit::N,χρόνος,aldi
642,Zeit::N,χρόνος,denbora
643,Tag::N,μέρα,egun
644,Tag::N,ημέρα,egun
645,Morgen::N,πρωί,goiz
646,Mittag::N,μεσημέρι,eguerdi
647,Abend::N,βράδυ,arrats
648,Nacht::N,νύχτα,gau
649,Woche::N,εβδομάδα,aste
650,Monat::N,μήνας,hil
651,Jahr::N,έτος,urte
652,Jahr::N,χρόνος,urte
653,Frühling::N,άνοιξη,udalehen
654,Sommer::N,καλοκαίρι,uda
655,Herbst::N,φθινόπωρο,udazken
656,Herbst::N,φθινόπωρο,neguantz
657,Winter::N,χειμώνας,negu
658,Januar::N,Ιανουάριος,urtarril
659,Februar::N,Φεβρουάριος,otsail
660,März::N,Μάρτιος,martxo
661,April::N,Απρίλιος,apiril
662,Mai::N,Μάιος,maiatz
663,Juni::N,Ιούνιος,ekain
664,Juli::N,Ιούλιος,uztail
665,August::N,Αύγουστος,abuztu
666,September::N,Σεπτέμβριος,irail
667,Oktober::N,Οκτώβριος,urri
668,November::N,Νοέμβριος,azaro
669,Dezember::N,Δεκέμβριος,abendu
670,Montag::N,Δευτέρα,astelehen
671,Dienstag::N,Τρίτη,astearte
672,Mittwoch::N,Τετάρτη,asteazken
673,Donnerstag::N,Πέμπτη,ostegun
674,Freitag::N,Παρασκευή,ostiral
675,Samstag::N,Σάββατο,larunbat
676,Sonntag::N,Κυριακή,igande
677,groß::A,μεγάλος,handi
678,klein::A,μικρός,txiki
679,lang::A,μακρύς,luze
680,kurz::A,κοντός,labur
681,breit::A,φαρδύς,zabal
682,schmal::A,στενός,mehar
683,dicht::A,πυκνός,sarri
684,dicht::A,πυκνός,trinko
685,dick[Gegenstand]::A,παχύς,lodi
686,dick[Gegenstand]::A,χοντρός,lodi
687,dünn::A,ψιλός,mehe
688,dünn::A,λεπτός,mehe
689,fein::A,ψιλός,fin
690,fest::A,στερεός,tinko
691,flach::A,επίπεδος,lau
692,flach::A,επίπεδος,ordoki
693,glatt::A,λείος,leun
694,glatt::A,ομαλός,leun
695,hart::A,σκληρός,gogor
696,weich::A,μαλακός,bigun
697,weich::A,μαλακός,beratz
698,rund::A,στρογγυλός,biribil
699,spitz::A,μυτερός,puntadun
700,scharf::A,κοφτερός,zorrotz
701,stumpf::A,αμβλύς,kamuts
702,schwer::A,βαρύς,astun
703,schwer::A,βαρύς,pisutsu
704,schön::A,ωραίος,eder
705,schön::A,όμορφος,eder
706,heiß::A,ζεστός,bero
707,heiß::A,ζεστός,oso bero
708,warm::A,θερμός,bero
709,kalt::A,κρύος,hotz
710,kalt::A,ψυχρός,hotz
711,kühl::A,δροσερός,hotzil
712,frisch::A,νωπός,fresko
713,frisch::A,νωπός,hozkirri
714,frisch::A,φρέσκος,fresko
715,frisch::A,φρέσκος,hozkirri
716,feucht::A,υγρός,heze
717,nass::A,βρεγμένος,busti
718,trocken::A,ξηρός,siku
719,trocken::A,ξηρός,lehor
720,trocken::A,στεγνός,siku
721,trocken::A,στεγνός,lehor
722,voll::A,γεμάτος,bete
723,leer::A,άδειος,huts
724,offen::A,ανοιχτός,ireki
725,geschlossen::A,κλειστός,itxita
726,sauber::A,καθαρός,xahu
727,sauber::A,καθαρός,garbi
728,schmutzig::A,βρώμικος,lohi
729,schmutzig::A,βρώμικος,zikin
730,schmutzig::A,λερωμένος,lohi
731,schmutzig::A,λερωμένος,zikin
732,roh::A,ωμός,gordin
733,reif::A,ώριμος,umo
734,reif::A,ώριμος,heldu
735,lecker::A,νόστιμος,goxo
