,Concept_ID,fi,se
57,Gesicht::N,kasvot,muođut
58,Gesicht::N,kasvot,ámadadju
59,Gesicht::N,kasvot,muáđuh
60,Gesicht::N,kasvot,muâđ
61,Gesicht::N,kasvot,ка̄ссв
62,Stirn::N,otsa,gaalloe
63,Stirn::N,otsa,gállo
64,Stirn::N,otsa,gállu
65,Stirn::N,otsa,kállu
66,Stirn::N,otsa,käll
67,Stirn::N,otsa,вуэххьц
68,Haar::N,hius,voepte
69,Haar::N,hius,vuoppta
70,Haar::N,hius,vuokta
71,Haar::N,hius,vuop'tâ
72,Haar::N,hius,vuõpt
73,Haar::N,hius,вӯппт
74,Haar::N,tukka,voepte
75,Haar::N,tukka,vuoppta
76,Haar::N,tukka,vuokta
77,Haar::N,tukka,vuop'tâ
78,Haar::N,tukka,vuõpt
79,Haar::N,tukka,вӯппт
80,Schnurrbart::N,viikset,bijjie-skaavtjoe
81,Schnurrbart::N,viikset,njunjevuolskávttjá
82,Schnurrbart::N,viikset,seamu
83,Schnurrbart::N,viikset,siämu
84,Schnurrbart::N,viikset,ää´bben
85,Schnurrbart::N,viikset,о̄а̄бпан
86,Bart::N,parta,skaavtja
87,Bart::N,parta,skaavtjoe
88,Bart::N,parta,skávttjá
89,Bart::N,parta,seamu
90,Bart::N,parta,siämu
91,Bart::N,parta,seäm
92,Bart::N,parta,ся̄м
93,Kinn::N,leuka,gaejpie
94,Kinn::N,leuka,gájbbe
95,Kinn::N,leuka,gáibi
96,Kinn::N,leuka,käibi
97,Kinn::N,leuka,käi´bb
98,Kinn::N,leuka,ка̄ййп
99,Kiefer[Anatomie]::N,leukaluu,gaejpie
100,Kiefer[Anatomie]::N,leukaluu,oalol
101,Kiefer[Anatomie]::N,leukaluu,oaloldákte
102,Kiefer[Anatomie]::N,leukaluu,gáibi
103,Kiefer[Anatomie]::N,leukaluu,uá'lultähti
104,Kiefer[Anatomie]::N,leukaluu,vuâl'lõš
105,Kiefer[Anatomie]::N,leukaluu,вуаллнешш
106,Kehle::N,kurkku,gealoe
107,Kehle::N,kurkku,tjåttå
108,Kehle::N,kurkku,njiello
109,Kehle::N,kurkku,čotta
110,Kehle::N,kurkku,čuudâ
111,Kehle::N,kurkku,čoodd
112,Kehle::N,kurkku,чонт
113,Kehle::N,kurkku,кэ̄ҏс
114,Hals::N,kaula,tjeapohke
115,Hals::N,kaula,tjiebet
116,Hals::N,kaula,čeabet
117,Hals::N,kaula,čiäppát
118,Hals::N,kaula,čeäppat
119,Hals::N,kaula,ча̄пэх
120,Genick::N,niska,tjovrese
121,Genick::N,niska,nisske
122,Genick::N,niska,niehkki
123,Genick::N,niska,niski
124,Genick::N,niska,niek'ki
125,Genick::N,niska,nji´šǩǩmaadd
126,Genick::N,niska,нышшькмоант
127,Kopf::N,pää,åejjie
128,Kopf::N,pää,oajvve
129,Kopf::N,pää,oaivi
130,Kopf::N,pää,uái'vi
131,Kopf::N,pää,vuei´vv
132,Kopf::N,pää,вуэййв
133,Rücken::N,selkä,rudtje
134,Rücken::N,selkä,hárddo
135,Rücken::N,selkä,tjavelk
136,Rücken::N,selkä,sealgi
137,Rücken::N,selkä,selgi
138,Rücken::N,selkä,čielgi
139,Rücken::N,selkä,seä´lǧǧ
140,Rücken::N,selkä,се̄лльк
141,Bauch::N,maha,tjåejjie
142,Bauch::N,maha,tjoajvve
143,Bauch::N,maha,čoavji
144,Bauch::N,maha,čuáv'ji
145,Bauch::N,maha,čåu´jj
146,Bauch::N,maha,чо̄ввьй
147,Bauch::N,vatsa,tjåejjie
148,Bauch::N,vatsa,tjoajvve
149,Bauch::N,vatsa,čoavji
150,Bauch::N,vatsa,čuáv'ji
151,Bauch::N,vatsa,čåu´jj
152,Bauch::N,vatsa,чо̄ввьй
153,Nabel::N,napa,naepie
154,Nabel::N,napa,náhpe
155,Nabel::N,napa,náhpi
156,Nabel::N,napa,nääpi
157,Nabel::N,napa,nää´pp
158,Nabel::N,napa,на̄бпь
159,Busen::N,rinta,boenge
160,Busen::N,rinta,bållå
161,Busen::N,rinta,čižži
162,Busen::N,rinta,njamma
163,Busen::N,rinta,njižže
164,Busen::N,rinta,nje´ǯǯ
165,Busen::N,rinta,раннҍт
166,Brust::N,rinta,mïelke
167,Brust::N,rinta,radde
168,Brust::N,rinta,mielgga
169,Brust::N,rinta,raddi
170,Brust::N,rinta,radde
171,Brust::N,rinta,râ´dd
172,Brust::N,rinta,раннҍт
173,Schulter::N,olka,åelkie
174,Schulter::N,olka,oalgge
175,Schulter::N,olka,hárdu
176,Schulter::N,olka,ärdee
177,Schulter::N,olka,uál'gi
178,Schulter::N,olka,a´rddi
179,Schulter::N,olka,vuä´lǧǧ
180,Schulter::N,olka,вуэллык
181,Schulter::N,hartia,åelkie
182,Schulter::N,hartia,oalgge
183,Schulter::N,hartia,hárdu
184,Schulter::N,hartia,ärdee
185,Schulter::N,hartia,uál'gi
186,Schulter::N,hartia,a´rddi
187,Schulter::N,hartia,vuä´lǧǧ
188,Schulter::N,hartia,вуэллык
189,Schulter::N,olkapää,åelkie
190,Schulter::N,olkapää,oalgge
191,Schulter::N,olkapää,hárdu
192,Schulter::N,olkapää,ärdee
193,Schulter::N,olkapää,uál'gi
194,Schulter::N,olkapää,a´rddi
195,Schulter::N,olkapää,vuä´lǧǧ
196,Schulter::N,olkapää,вуэллык
197,Arm::N,käsivarsi,gïete
198,Arm::N,käsivarsi,giehta
199,Arm::N,käsivarsi,giehta
200,Arm::N,käsivarsi,kietâ
201,Arm::N,käsivarsi,kie'tâkaaṿâ
202,Arm::N,käsivarsi,ǩiõtt
203,Arm::N,käsivarsi,кӣдт
204,Ellenbogen::N,kyynärpää,gernjere
205,Ellenbogen::N,kyynärpää,garŋŋel
206,Ellenbogen::N,kyynärpää,gargŋil
207,Ellenbogen::N,kyynärpää,käŋŋir
208,Ellenbogen::N,kyynärpää,kõõnjâr
209,Ellenbogen::N,kyynärpää,карьнэль
210,Hand::N,käsi,gïete
211,Hand::N,käsi,giehta
212,Hand::N,käsi,giehta
213,Hand::N,käsi,kietâ
214,Hand::N,käsi,ǩiõtt
215,Hand::N,käsi,кӣдт
216,Handfläche::N,kämmen,gïeten-låapoe
217,Handfläche::N,kämmen,giehtavuodo
218,Handfläche::N,kämmen,tjårmmåvuodo
219,Handfläche::N,kämmen,giehtaloahpu
220,Handfläche::N,kämmen,kiämád
221,Handfläche::N,kämmen,kuámmir
222,Handfläche::N,kämmen,kuä´m'mer
223,Handfläche::N,kämmen,ǩiõttǩeä´m'men
224,Handfläche::N,kämmen,ко̄а̄ллдэгк
225,Handfläche::N,kämmen,кӣдткоалдэгк
226,Finger::N,sormi,soerme
227,Finger::N,sormi,tjuvdde
228,Finger::N,sormi,suorbma
229,Finger::N,sormi,čuvde
230,Finger::N,sormi,suor'mâ
231,Finger::N,sormi,suõrmm
232,Finger::N,sormi,це̄ххп
233,Fingernagel::N,kynsi,gadtse
234,Fingernagel::N,kynsi,guehpere
235,Fingernagel::N,kynsi,gadtsa
236,Fingernagel::N,kynsi,gazza
237,Fingernagel::N,kynsi,kozzâ
238,Fingernagel::N,kynsi,kõʒʒ
239,Fingernagel::N,kynsi,кэ̄ннц
240,Nagel[Anatomie]::N,kynsi,gadtse
241,Nagel[Anatomie]::N,kynsi,guehpere
242,Nagel[Anatomie]::N,kynsi,gadtsa
243,Nagel[Anatomie]::N,kynsi,gazza
244,Nagel[Anatomie]::N,kynsi,kozzâ
245,Nagel[Anatomie]::N,kynsi,kõʒʒ
246,Nagel[Anatomie]::N,kynsi,кэ̄ннц
247,Zeh::N,varvas,tjiehtjere
248,Zeh::N,varvas,juolggetjuvdde
249,Zeh::N,varvas,juolgesuorbma
250,Zeh::N,varvas,jyel'gisuor'mâ
251,Zeh::N,varvas,jue´lǧǧsuõrmm
252,Zeh::N,varvas,ю̄лльк-це̄һп
253,Fuß::N,jalka,juelkie
254,Fuß::N,jalka,juolgge
255,Fuß::N,jalka,juolgi
256,Fuß::N,jalka,jyel'gi
257,Fuß::N,jalka,jue´lǧǧ
258,Fuß::N,jalka,ла̄бпь
259,Ferse::N,kantapää,båetskie
260,Ferse::N,kantapää,boasske
261,Ferse::N,kantapää,šušmi
262,Ferse::N,kantapää,šušme
263,Ferse::N,kantapää,jue´lǧǧkädd
264,Ferse::N,kantapää,ка̄ннт
265,Knie::N,polvi,boelve
266,Knie::N,polvi,buolvva
267,Knie::N,polvi,čibbi
268,Knie::N,polvi,veaŋki
269,Knie::N,polvi,iidâ
270,Knie::N,polvi,puõlvv
271,Knie::N,polvi,пуллв
272,Oberschenkel::N,reisi,ruaksja
273,Oberschenkel::N,reisi,tjibbe
274,Oberschenkel::N,reisi,gassaváhkká
275,Oberschenkel::N,reisi,badjeváhkáa
276,Oberschenkel::N,reisi,čuár'bpeeḷi
277,Oberschenkel::N,reisi,če´bb
278,Oberschenkel::N,reisi,чуаррбе̄лль
279,Bein::N,jalka,juelkie
280,Bein::N,jalka,juolgge
281,Bein::N,jalka,juolgi
282,Bein::N,jalka,jyel'gi
283,Bein::N,jalka,jue´lǧǧ
284,Bein::N,jalka,ю̄лльк
285,Körper::N,keho,kråahpe
286,Körper::N,keho,rumáj
287,Körper::N,keho,rumaš
288,Körper::N,keho,ruumâš
289,Körper::N,keho,rå´pp
290,Körper::N,keho,лышшьк
291,Körper::N,keho,роаӈӈьк
292,Körper::N,ruumis,kråahpe
293,Körper::N,ruumis,rumáj
294,Körper::N,ruumis,rumaš
295,Körper::N,ruumis,ruumâš
296,Körper::N,ruumis,rå´pp
297,Körper::N,ruumis,лышшьк
298,Körper::N,ruumis,роаӈӈьк
299,Haut::N,iho,njaltja
300,Haut::N,iho,lijkke
301,Haut::N,iho,tjuobma
302,Haut::N,iho,liiki
303,Haut::N,iho,liške
304,Haut::N,iho,le´šǩǩ
305,Haut::N,iho,лышшьк
306,Blut::N,veri,vïrre
307,Blut::N,veri,maelie
308,Blut::N,veri,varra
309,Blut::N,veri,varra
310,Blut::N,veri,vorrâ
311,Blut::N,veri,võrr
312,Blut::N,veri,вэ̄рр
313,Ader::N,suoni,åerie
314,Ader::N,suoni,aajroe
315,Ader::N,suoni,suodna
316,Ader::N,suoni,varrasuotna
317,Ader::N,suoni,suoṇâ
318,Ader::N,suoni,suõnn
319,Ader::N,suoni,сӯнн
320,Sehne::N,jänne,soene
321,Sehne::N,jänne,gåårtenje
322,Sehne::N,jänne,suodna
323,Sehne::N,jänne,suotna
324,Sehne::N,jänne,suoṇâ
325,Sehne::N,jänne,suõnn
326,Sehne::N,jänne,сӯнн
327,Knochen::N,luu,måara
328,Knochen::N,luu,måaroe
329,Knochen::N,luu,dákte
330,Knochen::N,luu,dákti
331,Knochen::N,luu,tähti
332,Knochen::N,luu,tä´htt
333,Knochen::N,luu,та̄ххт
334,Knochen::N,luu,та̄ффьт
335,Gehirn::N,aivot,aajla
336,Gehirn::N,aivot,vuojŋam
337,Gehirn::N,aivot,vuoigŋašat
338,Gehirn::N,aivot,vuoi'ŋâšeh
339,Gehirn::N,aivot,vuo'ivâšneh
340,Gehirn::N,aivot,vuõivâšn
341,Gehirn::N,aivot,вуэййвэшна
342,Herz::N,sydän,vaajmoe
343,Herz::N,sydän,tsåhke
344,Herz::N,sydän,váibmu
345,Herz::N,sydän,váimu
346,Herz::N,sydän,čââ´đ
347,Herz::N,sydän,кӯттҌк
348,Magen::N,maha,tjåejjie
349,Magen::N,maha,tjoajvve
350,Magen::N,maha,čoavji
351,Magen::N,maha,čuáv'ji
352,Magen::N,maha,čåu´jj
353,Magen::N,maha,чо̄ввьй
354,Magen::N,vatsa,tjåejjie
355,Magen::N,vatsa,tjoajvve
356,Magen::N,vatsa,čoavji
357,Magen::N,vatsa,čuáv'ji
358,Magen::N,vatsa,čåu´jj
359,Magen::N,vatsa,чо̄ввьй
360,Leber::N,maksa,mueksie
361,Leber::N,maksa,librre
362,Leber::N,maksa,vuoivvas
363,Leber::N,maksa,vuoivâs
364,Leber::N,maksa,vuõivâs
365,Leber::N,maksa,вуйвас
366,Atem::N,henki,voejngehtasse
367,Atem::N,henki,båssånis
368,Atem::N,henki,vuojŋadahka
369,Atem::N,henki,vuoiŋŋahat
370,Atem::N,henki,vuo'iŋâstim
371,Atem::N,henki,jiõg'g
372,Atem::N,henki,вӯйнас
373,Atem::N,henki,вӯййнмушш
374,Atem::N,hengitys,voejngehtasse
375,Atem::N,hengitys,båssånis
376,Atem::N,hengitys,vuojŋadahka
377,Atem::N,hengitys,vuoiŋŋahat
378,Atem::N,hengitys,vuo'iŋâstim
379,Atem::N,hengitys,jiõg'g
380,Atem::N,hengitys,вӯйнас
381,Atem::N,hengitys,вӯййнмушш
382,Hunger::N,nälkä,nielkie
383,Hunger::N,nälkä,nielgge
384,Hunger::N,nälkä,nealgi
385,Hunger::N,nälkä,nelgi
386,Hunger::N,nälkä,neä´lǧǧ
387,Hunger::N,nälkä,не̄лльк
388,Träne::N,kyynel,gïknjele
389,Träne::N,kyynel,ganjál
390,Träne::N,kyynel,ganjal
391,Träne::N,kyynel,koonjâl
392,Träne::N,kyynel,kõõnjâl
393,Träne::N,kyynel,кэ̄нял
394,Geschmack::N,maku,aelmie
395,Geschmack::N,maku,muosse
396,Geschmack::N,maku,smáhkka
397,Geschmack::N,maku,máhku
398,Geschmack::N,maku,smáhkka
399,Geschmack::N,maku,mááhu
400,Geschmack::N,maku,smakkâ
401,Geschmack::N,maku,njõõd
402,Geschmack::N,maku,smääkk
403,Geschmack::N,maku,ня̄лльк
404,Geruch::N,haju,haaje
405,Geruch::N,haju,habjja
406,Geruch::N,haju,hádja
407,Geruch::N,haju,opsâ
408,Geruch::N,haju,haajâ
409,Geruch::N,haju,õpss
410,Geruch::N,haju,haajj
411,Geruch::N,haju,апс
412,Geruch::N,haju,лэ̄гк
413,Schlaf::N,uni,nahkerh
414,Schlaf::N,uni,nager
415,Schlaf::N,uni,oados
416,Schlaf::N,uni,nagir
417,Schlaf::N,uni,naṿer
418,Schlaf::N,uni,nââ´er
419,Schlaf::N,uni,нагерь
420,Traum::N,uni,nahkere
421,Traum::N,uni,niehko
422,Traum::N,uni,niehku
423,Traum::N,uni,naṿer
424,Traum::N,uni,nââ´er
425,Traum::N,uni,нагерь
426,Himmel::N,taivas,elmie
427,Himmel::N,taivas,almme
428,Himmel::N,taivas,albmi
429,Himmel::N,taivas,alme
430,Himmel::N,taivas,â´lmm
431,Himmel::N,taivas,алльм
432,Sonne::N,aurinko,biejjie
433,Sonne::N,aurinko,bæjvásj
434,Sonne::N,aurinko,beaivváš
435,Sonne::N,aurinko,peivi
436,Sonne::N,aurinko,piäiváš
437,Sonne::N,aurinko,pei´vv
438,Sonne::N,aurinko,пе̄ййв
439,Mond::N,kuu,aske
440,Mond::N,kuu,mánno
441,Mond::N,kuu,mánnu
442,Mond::N,kuu,máánu
443,Mond::N,kuu,mään
444,Mond::N,kuu,ма̄нн
445,Stern::N,tähti,daasta
446,Stern::N,tähti,naestie
447,Stern::N,tähti,násste
448,Stern::N,tähti,násti
449,Stern::N,tähti,täsni
450,Stern::N,tähti,tä´snn
451,Stern::N,tähti,та̄ссьт
452,Luft::N,ilma,elmie
453,Luft::N,ilma,ájmmo
454,Luft::N,ilma,áibmu
455,Luft::N,ilma,áimu
456,Luft::N,ilma,šõŋŋ
457,Luft::N,ilma,вӯйнас
458,Wind::N,tuuli,bïegke
459,Wind::N,tuuli,biegga
460,Wind::N,tuuli,biegga
461,Wind::N,tuuli,pieg'gâ
462,Wind::N,tuuli,piõg'g
463,Wind::N,tuuli,пӣӈӈк
464,Welle::N,aalto,baaroe
465,Welle::N,aalto,bárro
466,Welle::N,aalto,bárru
467,Welle::N,aalto,pááṛu
468,Welle::N,aalto,päärr
469,Welle::N,aalto,нэ̄ммп
470,Wasser::N,vesi,tjaetsie
471,Wasser::N,vesi,tjáhtje
472,Wasser::N,vesi,čáhci
473,Wasser::N,vesi,čääci
474,Wasser::N,vesi,čää´cc
475,Wasser::N,vesi,ча̄дзь
476,Stein::N,kivi,gierkie
477,Stein::N,kivi,giergge
478,Stein::N,kivi,geađgi
479,Stein::N,kivi,keđgi
480,Stein::N,kivi,ǩeä´dǧǧ
481,Stein::N,kivi,ке̄ддҌк
482,Boden::N,maa,betnie
483,Boden::N,maa,ednam
484,Boden::N,maa,bodni
485,Boden::N,maa,vuođđu
486,Boden::N,maa,ponne
487,Boden::N,maa,vuáđ̣u
488,Boden::N,maa,vuâđđ
489,Boden::N,maa,лаввьн
490,Boden::N,maa,е̄ммьне
491,Boden::N,maaperä,betnie
492,Boden::N,maaperä,ednam
493,Boden::N,maaperä,bodni
494,Boden::N,maaperä,vuođđu
495,Boden::N,maaperä,ponne
496,Boden::N,maaperä,vuáđ̣u
497,Boden::N,maaperä,vuâđđ
498,Boden::N,maaperä,лаввьн
499,Boden::N,maaperä,е̄ммьне
500,Erde::N,maa,jåarta
501,Erde::N,maa,mueltie
502,Erde::N,maa,ednam
503,Erde::N,maa,mållde
504,Erde::N,maa,eana
505,Erde::N,maa,eennâm
506,Erde::N,maa,mädd
507,Erde::N,maa,jânnam
508,Erde::N,maa,е̄ммьне
509,Staub::N,pöly,heblie
510,Staub::N,pöly,tsumhtsie
511,Staub::N,pöly,dubme
512,Staub::N,pöly,dopmu
513,Staub::N,pöly,kovjâ
514,Staub::N,pöly,põõ´l
515,Staub::N,pöly,кэ̄ббьй
516,Rauch::N,savu,soeve
517,Rauch::N,savu,suovva
518,Rauch::N,savu,suovva
519,Rauch::N,savu,suoṿâ
520,Rauch::N,savu,suõvv
521,Rauch::N,savu,сӯвв
522,Funke::N,kipinä,naestie
523,Funke::N,kipinä,tjuonam
524,Funke::N,kipinä,čuotnan
525,Funke::N,kipinä,čuođâlm
526,Funke::N,kipinä,iiskâr
527,Funke::N,kipinä,čuõzzâm
528,Funke::N,kipinä,чӯссэм
529,Feuer::N,tuli,dålle
530,Feuer::N,tuli,dållå
531,Feuer::N,tuli,dolla
532,Feuer::N,tuli,tullâ
533,Feuer::N,tuli,toll
534,Feuer::N,tuli,то̄лл
535,Licht::N,valo,tjoevke
536,Licht::N,valo,tjuovgga
537,Licht::N,valo,čuovga
538,Licht::N,valo,čuovggas
539,Licht::N,valo,čuoṿâ
540,Licht::N,valo,toll
541,Licht::N,valo,čuõvv
542,Licht::N,valo,то̄лл
543,Schatten::N,varjo,skugkie
544,Schatten::N,varjo,soejvene
545,Schatten::N,varjo,irkes
546,Schatten::N,varjo,sieges
547,Schatten::N,varjo,itku
548,Schatten::N,varjo,suoivâ
549,Schatten::N,varjo,õõtt
550,Schatten::N,varjo,ǩeeu´niǩ
551,Schatten::N,varjo,кывьнэхь
552,Wetter::N,sää,vïerhtse
553,Wetter::N,sää,dálkke
554,Wetter::N,sää,dálki
555,Wetter::N,sää,šoŋŋâ
556,Wetter::N,sää,šõŋŋ
557,Wetter::N,sää,шэ̄ӈӈ
558,Nebel::N,sumu,såavla
559,Nebel::N,sumu,mearhka
560,Nebel::N,sumu,murkko
561,Nebel::N,sumu,mierkká
562,Nebel::N,sumu,mierká
563,Nebel::N,sumu,miär'kká
564,Nebel::N,sumu,oṃo
565,Nebel::N,sumu,sue´lnn
566,Nebel::N,sumu,цӣгк
567,Nebel::N,sumu,сулльн
568,Wolke::N,pilvi,balve
569,Wolke::N,pilvi,balvva
570,Wolke::N,pilvi,balva
571,Wolke::N,pilvi,polvâ
572,Wolke::N,pilvi,põlvv
573,Wolke::N,pilvi,пэллв
574,Regen::N,sade,ebrie
575,Regen::N,sade,harvve
576,Regen::N,sade,arvi
577,Regen::N,sade,arve
578,Regen::N,sade,â´brr
579,Regen::N,sade,аббьр
580,Schnee::N,lumi,lopme
581,Schnee::N,lumi,moehtege
582,Schnee::N,lumi,muohta
583,Schnee::N,lumi,muohta
584,Schnee::N,lumi,muotâ
585,Schnee::N,lumi,muõtt
586,Schnee::N,lumi,вэ̄дз
587,Schnee::N,lumi,куэллт
588,Eis::N,jää,jïenge
589,Eis::N,jää,jiegŋa
590,Eis::N,jää,jiekŋa
591,Eis::N,jää,jieŋ̣â
592,Eis::N,jää,jiõŋŋ
593,Eis::N,jää,ӣӈӈ
594,Frost::N,halla,baajkoe
595,Frost::N,halla,tjoasskem
596,Frost::N,halla,buolaš
597,Frost::N,halla,puolâš
598,Frost::N,halla,puõlâš
599,Frost::N,halla,мӯнь
600,Frost::N,pakkanen,baajkoe
601,Frost::N,pakkanen,tjoasskem
602,Frost::N,pakkanen,buolaš
603,Frost::N,pakkanen,puolâš
604,Frost::N,pakkanen,puõlâš
605,Frost::N,pakkanen,мӯнь
606,Kälte::N,vilu,jueskie
607,Kälte::N,vilu,tjåetskeme
608,Kälte::N,vilu,tjoasskem
609,Kälte::N,vilu,čoaskin
610,Kälte::N,vilu,ko'lmâsvuotâ
611,Kälte::N,vilu,ijss
612,Kälte::N,vilu,čuä´cǩǩem
613,Kälte::N,vilu,tuârggnjõs
614,Kälte::N,vilu,кэ̄лмас
615,Kälte::N,kylmyys,jueskie
616,Kälte::N,kylmyys,tjåetskeme
617,Kälte::N,kylmyys,tjoasskem
618,Kälte::N,kylmyys,čoaskin
619,Kälte::N,kylmyys,ko'lmâsvuotâ
620,Kälte::N,kylmyys,ijss
621,Kälte::N,kylmyys,čuä´cǩǩem
622,Kälte::N,kylmyys,tuârggnjõs
623,Kälte::N,kylmyys,кэ̄лмас
624,Hitze::N,helle,baahke
625,Hitze::N,helle,báhkka
626,Hitze::N,helle,báhkka
627,Hitze::N,helle,pakkâ
628,Hitze::N,helle,kuṃe
629,Hitze::N,helle,paašt
630,Hitze::N,helle,жоарр
631,Hitze::N,kuumuus,baahke
632,Hitze::N,kuumuus,báhkka
633,Hitze::N,kuumuus,báhkka
634,Hitze::N,kuumuus,pakkâ
635,Hitze::N,kuumuus,kuṃe
636,Hitze::N,kuumuus,paašt
637,Hitze::N,kuumuus,жоарр
638,Raureif::N,huurre,jyjse
639,Raureif::N,huurre,ridne
640,Raureif::N,huurre,goarre
641,Raureif::N,huurre,ritni
642,Raureif::N,huurre,suhči
643,Raureif::N,huurre,riṇe
644,Raureif::N,huurre,ай
645,Regenbogen::N,sateenkaari,aatjan goengere
646,Regenbogen::N,sateenkaari,aatjan joekse
647,Regenbogen::N,sateenkaari,ádjájuoksa
648,Regenbogen::N,sateenkaari,arvedávgi
649,Regenbogen::N,sateenkaari,bajándávgi
650,Regenbogen::N,sateenkaari,äijihtävgi
651,Regenbogen::N,sateenkaari,teârmmazjohss
652,Regenbogen::N,sateenkaari,тӣрмесью̄ккс
653,Donner::N,jyrinä,raejrie
654,Donner::N,jyrinä,átjek
655,Donner::N,jyrinä,átjárájdde
656,Donner::N,jyrinä,áddjá
657,Donner::N,jyrinä,baján
658,Donner::N,jyrinä,juuṛâ
659,Donner::N,jyrinä,tie´rmes
660,Donner::N,jyrinä,тӣрмесь
661,Donner::N,jyrinä,ча̄ркнэгк
662,Strömung::N,virtaus,njuvvie
663,Strömung::N,virtaus,ájggedáhpe
664,Strömung::N,virtaus,rávdnji
665,Strömung::N,virtaus,virde
666,Strömung::N,virtaus,ve´rdd
667,Strömung::N,virtaus,выррьт
668,Tropfen::N,tippa,gåajhkohts
669,Tropfen::N,tippa,gåjkudis
670,Tropfen::N,tippa,goaikkanas
671,Tropfen::N,tippa,čalme
672,Tropfen::N,tippa,čâ´lmm
673,Tropfen::N,tippa,ча̄лльм
674,Tropfen::N,pisara,gåajhkohts
675,Tropfen::N,pisara,gåjkudis
676,Tropfen::N,pisara,goaikkanas
677,Tropfen::N,pisara,čalme
678,Tropfen::N,pisara,čâ´lmm
679,Tropfen::N,pisara,ча̄лльм
680,Schaum::N,vaahto,sapte
681,Schaum::N,vaahto,såpptå
682,Schaum::N,vaahto,sokta
683,Schaum::N,vaahto,suptâ
684,Schaum::N,vaahto,soptt
685,Schaum::N,vaahto,со̄ппт
686,Schmutz::N,loka,haaskoe
687,Schmutz::N,loka,duolvva
688,Schmutz::N,loka,duolva
689,Schmutz::N,loka,durdi
690,Schmutz::N,loka,stänži
691,Schmutz::N,loka,sähss
692,Schmutz::N,loka,са̄ккьс
693,Schmutz::N,loka,не̄шшь
694,See::N,järvi,jaevrie
695,See::N,järvi,jávrre
696,See::N,järvi,jávri
697,See::N,järvi,jävri
698,See::N,järvi,jâu´rr
699,See::N,järvi,я̄ввьр
700,Sumpf::N,suo,pluevie
701,Sumpf::N,suo,áhpe
702,Sumpf::N,suo,sæmssa
703,Sumpf::N,suo,jeaggi
704,Sumpf::N,suo,jeggi
705,Sumpf::N,suo,jeä´ǧ'ǧ
706,Sumpf::N,suo,ла̄ммьп
707,Moor::N,räme,pluevie
708,Moor::N,räme,jiegge
709,Moor::N,räme,suotnju
710,Moor::N,räme,karrii
711,Moor::N,räme,kä´rev
712,Moor::N,räme,veättaǩ
713,Moor::N,räme,ла̄ммьп
714,Wiese::N,niitty,ïentje
715,Wiese::N,niitty,giedde
716,Wiese::N,niitty,gieddi
717,Wiese::N,niitty,nijtto
718,Wiese::N,niitty,пуэшенҍ
719,Wald::N,metsä,skåake
720,Wald::N,metsä,skåajje
721,Wald::N,metsä,miehtsie
722,Wald::N,metsä,vuovdde
723,Wald::N,metsä,miehttse
724,Wald::N,metsä,vuovdi
725,Wald::N,metsä,meahcci
726,Wald::N,metsä,mecci
727,Wald::N,metsä,vyemi
728,Wald::N,metsä,vue´mm
729,Wald::N,metsä,meä´c'c
730,Wald::N,metsä,ля̄ммт
731,Hügel::N,mäki,deava
732,Hügel::N,mäki,dievvá
733,Hügel::N,mäki,dievvá
734,Hügel::N,mäki,čummâ
