,Concept_ID,az,kv
788,zwei::NUM,iki,кык
789,drei::NUM,üç,куим
790,vier::NUM,dörd,нёль
791,fünf::NUM,beş,вит
792,sechs::NUM,altı,квать
793,sieben::NUM,yeddi,сизим
794,acht::NUM,səkkiz,кыкьямыс
795,neun::NUM,doqquz,ӧкмыс
796,zehn::NUM,on,дас
797,elf::NUM,on bir,дасотік
798,zwölf::NUM,on iki,даскык
799,zwanzig::NUM,iyirmi,кыкдас
800,dreißig::NUM,otuz,куимдас
801,vierzig::NUM,qırx,нёльдас
802,fünfzig::NUM,əlli,витдас
803,sechzig::NUM,altmış,кватьдас
804,siebzig::NUM,yetmiş,сизимдас
805,achtzig::NUM,səksən,кыкьямысдас
806,neunzig::NUM,doxsan,ӧкмысдас
807,hundert::NUM,yüz,сто
808,tausend::NUM,min,тысяча
809,und::CNJ,və,и
810,und::CNJ,və,да
811,oder::CNJ,ya,или
812,stehen::V,durmaq,сулавны
813,sitzen::V,oturmaq,пукавны
814,liegen::V,uzanmaq,куйлыны
815,hängen::V,asılmaq,ӧшавны
816,werden::V,olmaq,лоны
817,passieren::V,olmaq,аркмыны
818,passieren::V,baş vermək,аркмыны
819,beginnen::V,başlamaq,петны
820,enden::V,bitmək,-сь
821,enden::V,bitmək,бырны
822,wechseln::V,dəyişmək,вежсьыны
823,aufgehen[Sonne]::V,doğmaq,петавны
824,untergehen[Sonne]::V,batmaq,пуксьыны
825,scheinen[Sonne]::V,parlamaq,югьявны
826,donnern::V,guruldamaq,гымавны
827,wehen::V,əsmək,пӧлявны
828,strömen::V,axmaq,киссьыны
829,fließen::V,axmaq,визывтны
830,sich drehen::V,dönmək,бергавны
831,schwanken::V,yellənmək,кӧвьясьны
832,schwingen::V,yellənmək,дюттясьны
833,fallen::V,düşmek,усьны
834,brennen::V,yanmaq,сотчыны
835,rauchen::V,tüstüləmək,тшынасьны
836,regnen::V,yağmaq,зэрны
837,gefrieren::V,donmaq,гегдыны
838,tauen::V,ərimək,сывны
839,schmelzen::V,ərimək,сывны
840,trocknen::V,qurumaq,косьмыны
841,sieden::V,qaynamaq,пизьны
842,faulen::V,çürümək,нёльзьыны
843,verfaulen::V,çürümək,тӧрмыны
844,verfaulen::V,çürümək,сiсьмыны
845,reißen::V,yırtılmaq,косясьны
846,versinken::V,batmaq,вӧйны
847,vergehen::V,ötmək,мунны
848,erscheinen::V,görünmək,мыччисьны
849,verschwinden::V,yox olmaq,ӧшны
850,sinken::V,enmək,ямны
851,abnehmen::V,azalmaq,ямны
852,zunehmen::V,artmaq,паськавны
853,steigen::V,yüksəlmək,лэбтiсьны
854,wachsen::V,böyümək,быдмыны
855,glänzen::V,parlamaq,свиттявны
856,funkeln::V,parıldamaq,югйовтлыны
857,funkeln::V,parıldamaq,югйӧв-керны
858,lärmen::V,səs-küy etmək,чавзыны
859,läuten::V,çalmaq,диньгыны
860,klingeln::V,zəng etmək,силькӧтны
861,klirren::V,cingildəmək,жольӧтны
862,brausen::V,gurlamaq,гуасьны
863,rauschen::V,xışıldamaq,кышӧтны
864,klingen::V,səslənmək,горавны
865,bellen::V,hürmək,увтны
866,bellen::V,hürmək,вувтны
867,heulen::V,ulamaq,уннявны
868,blasen::V,üfləmək,пӧлявны
869,pfeifen::V,fit vermek,пиксыны
870,schreien::V,bağırmaq,айзыны
871,schreien::V,qışqırmaq,айзыны
872,stöhnen::V,inləmək,ойзыны
873,stöhnen::V,inləmək,ружтыны
874,zittern::V,titrəmək,легьявны
875,leben::V,yaşamaq,овны
876,geboren werden::V,doğmaq,шогмыны
877,atmen::V,nəfəs almaq,лолавны
878,trinken::V,içmek,юны
879,essen::V,yemək,сёйны
880,schlucken::V,udmaq,ньылавны
881,müde werden::V,yorulmaq,мыдзны
882,einschlafen::V,yuxuya getmək,ланьтны
883,schlafen::V,uyumaq,узьны
884,aufwachen::V,oyanmaq,саймыны
885,aufwachen::V,oyanmaq,пальмыны
886,aufstehen::V,yuxudan durmaq,сувтны
887,sich erholen::V,dincəlmək,шоччисьлыны
888,krank werden::V,xəstə olmaq,моржитны
889,krank sein::V,azarlanmaq,шогавны
890,krank sein::V,azarlanmaq,визьӧтны
891,krank sein::V,xəstələnmək,шогавны
892,krank sein::V,xəstələnmək,визьӧтны
893,schmerzen::V,ağrimaq,висьны
894,husten::V,öksürmək,кашляйтны
895,genesen::V,sağalmaq,бурдны
896,sterben::V,ölmək,кувны
897,sterben::V,vəfat etmək,кувны
898,umkommen::V,həlak olmaq,вийсьыны
899,sich bewegen::V,hərəkət etmək,локны
900,sich bewegen::V,hərəkət etmək,ветлӧтны
901,sich rühren::V,tərpənmək,вӧрзьӧтчыны
902,sich erheben::V,qalxmaq,сувтны
903,sich setzen::V,oturmaq,пуксьыны
904,hinfallen::V,yıxılmaq,пӧрласьны
905,laufen::V,yerimək,мунны
906,schreiten::V,addım atmaq,тальччавны
907,spazierengehen::V,gəzmək,котрасьны
908,eilen::V,atılmaq,тэрмасьны
909,sich beeilen::V,tələsmək,тэрмасьны
910,sausen::V,çırpmaq,вирдавны-котӧртны
911,rennen::V,qaçmaq,
912,springen::V,sıçramaq,чеччавны
913,klettern::V,dırmanmaq,кышасьны
914,schaukeln::V,sallanmaq,чурликасьны
915,kriechen::V,sürünmək,кыскасьны-мунны
916,schwimmen::V,üzmek,вартчыны
917,tauchen::V,dalmaq,сунгисьны ваӧ
918,rudern::V,avarlamaq,сынны
919,fahren::V,sürmək,мунны
920,fliegen::V,uçmaq,лэбавны
921,gehen::V,getmək,мунны
922,weggehen::V,getmək,мунны
923,abfahren::V,yola düşmək,иньдӧтчыны
924,abfahren::V,yola düşmək,мунны
925,anhalten::V,saxlamaq,сувтны
926,hineingehen::V,girmək,пырны
927,eintreten::V,girmək,пырны
928,eintreten::V,daxil olmaq,пырны
929,kommen::V,gəlmək,локны
930,ankommen::V,gəlib çatmaq,локны
931,zurückkommen::V,qayıtmaq,бертны
932,zurückkommen::V,qayıtmaq,панӧвтсьыны
933,bleiben::V,qalmaq,кольччыны
934,warten::V,gözləmək,видзчисьны
935,erwarten::V,bəkləmək,видзчисьны
936,suchen::V,aramaq,кошшыны
937,suchen::V,axtarmaq,кошшыны
938,finden::V,tapmaq,адззыны
939,versuchen::V,çalışmaq,пондыны
940,versuchen::V,çalışmaq,пондӧтны
941,vorbereiten::V,hazırlamaq,лӧсьӧтны
942,lieben::V,sevmək,милуйтны
943,mögen::V,xoşlamaq,радейтны
944,lachen::V,gülmək,серавны
945,rühren::V,həyəcanlandırmaq,сьӧлӧм вӧрзьӧтны
946,weinen::V,ağlamaq,горзыны
947,schimpfen::V,küfr etmək,видчыны
948,sich ärgern::V,acıqlanmaq,лёкавны
949,sich fürchten::V,qorxmaq,повны
950,fürchten::V,qorxmaq,повны
951,fliehen::V,qaçmaq,пышшыны
952,flüchten::V,qaçmaq,пышшыны
953,sehen::V,görmək,адззыны
954,anschauen::V,baxmaq,видзӧтны
955,ansehen::V,baxmaq,видзӧтны
956,hören::V,duymaq,кывны
957,hören::V,eşitmək,кывны
958,zuhören::V,dinləmək,кывзыны
959,probieren::V,dadına baxmaq,пешлыны
960,riechen::V,qoxlamaq,дукавны
961,fühlen::V,duymaq,кывны
962,scheinen::V,görünmək,декуйтчыны
963,zu sehen sein::V,görünmək,тыдавны
964,vernehmen::V,eşitmək,тӧдмавны
965,frieren::V,üşümək,гегдыны
966,tun::V,etmək,керны
967,können::V,bilmək,вермыны
968,können::V,bacarmaq,вермыны
969,wollen::V,istəmək,мӧдны
970,anfangen::V,başlamaq,петны
971,beenden::V,bitirmək,ештӧтны
972,beenden::V,bitirmək,керыштны
973,aufhören::V,bitmək,дугдыны
974,aufhören::V,qurtarmaq,дугдыны
975,gelingen::V,müvəffəq olmaq,шогмыны
976,geraten::V,düşmək,мыччисьны
977,öffnen::V,açmaq,осьтны
978,schließen::V,qapamaq,пӧднавны
979,stellen::V,qoymaq,сувтӧтны
980,setzen::V,oturtmaq,пуксьӧтны
981,legen::V,qoymaq,пуктыны
982,berühren::V,toxunmaq,вӧрзьӧтны
983,verbinden::V,bağlamaq,йитны
984,bedecken::V,örtmək,вевттьыны
985,aufhängen::V,asmaq,ӧшӧтны
986,anzünden::V,yandırmaq,ӧзтыны
987,aufheben::V,qaldırmaq,лэбтыны
988,zurücklassen::V,buraxmaq,кольны
989,verlieren::V,itirmək,ӧштыны
990,fallen lassen::V,düşürmək,уськӧтны
991,machen::V,etmək,керны
992,herstellen::V,istehsal etmək,вӧчны
993,bauen::V,tikmək,строитны
994,reparieren::V,təmir etmək,вочны
995,verbessern::V,düzəltmək,бурсьӧтны
996,ändern::V,dəyişdirmək,вежны
997,graben::V,qazımaq,гарйыны
998,beugen::V,əymək,кусіньтны
999,biegen::V,bükmək,чукыльтыштны
1000,drehen::V,döndərmək,бергӧтны
1001,wenden::V,çevirmək,бергӧтны
1002,umdrehen::V,çevirmək,бергӧтны
1003,heben::V,qaldırmaq,лэбтыны
1004,hochheben::V,qaldırmaq,лэбтыны
1005,ergreifen::V,tutmaq,кватитны
1006,halten::V,saxlamaq,видзны
1007,drücken::V,sıxmaq,личкыны
1008,schieben::V,sürmək,тойлавны
1009,kratzen::V,qaşımaq,шаркӧтны
1010,lecken::V,yalamaq,нювны
1011,beißen::V,dişləmək,йирны
1012,abreißen::V,qoparmaq,орӧтны
1013,abschneiden::V,ayırmaq,шӧрыштны
1014,abschneiden::V,ayırmaq,вундыштны
1015,binden::V,bağlamaq,гӧрдззыны
1016,stecken::V,soxmaq,мӧртны
1017,brechen::V,qırmaq,жугдыны
1018,klopfen::V,sındırmaq,зукӧтны
1019,hauen::V,vurmaq,желльыны
1020,kleben::V,apışdırmaq,лякӧтны
1021,reiben::V,ovmaq,зыртны
1022,streichen::V,sürtmək,мавтны
1023,schleifen::V,bülövləmək,кыскыны
1024,schneiden::V,kəsmək,вундавны
1025,rütteln::V,sirkələmək,шатлавны
1026,schütteln::V,çalxalamaq,зыбӧтны
1027,schwenken::V,yelləmək,ӧвтны
1028,schwenken::V,yelləmək,макайтны
1029,schütten::V,tökmək,кисьтны
1030,füllen::V,doldurmaq,тыртны
1031,füllen::V,doldurmaq,тырсьӧтны
1032,einwickeln::V,sarımaq,тубны
1033,tragen::V,daşımaq,новйӧтны
1034,schleppen::V,sürükləmək,кыскыны
1035,ziehen::V,çəkmək,кыскыны
1036,aufbewahren::V,gizlətmək,видзны
1037,werfen::V,atmaq,шентывлыны
1038,fangen::V,tutmaq,кутны
1039,packen::V,yaxalamaq,кутасьны
1040,packen::V,yaxalamaq,кватитны
1041,verstecken::V,gizlətmək,дзебны
1042,teilen::V,bölmək,торйӧтны
1043,schicken::V,yollamaq,иньдыны
1044,schicken::V,göndərmək,иньдыны
1045,bringen::V,gətirmək,вайны
1046,hinzufügen::V,əlavə etmək,содтыны
1047,bekommen::V,almaq,получитны
1048,bekommen::V,əldə etmək,получитны
1049,erhalten::V,almaq,получитны
1050,nehmen::V,almaq,босьтны
1051,wählen::V,seçmək,бӧрйыны
1052,auswählen::V,arımaq,бӧрйыны
1053,bewahren::V,qorumaq,видзны
1054,behindern::V,mane olmaq,падтыны
1055,verderben::V,pozmaq,изводавны
1056,beschädigen::V,zədələmək,паздыны
1057,zerbrechen::V,qırmaq,паздыны
1058,zerbrechen::V,sındırmaq,паздыны
1059,zerreißen::V,yırtmaq,косявны
1060,zerstören::V,dağıtmaq,паздыны
1061,verbrennen::V,yandırmaq,сотны
1062,geben::V,vermək,сетны
1063,reichen::V,uzatmaq,сетны
1064,schenken::V,vermək,козьнавны
1065,versprechen::V,vəd vermək,кӧсйыны
1066,wünschen::V,arzulamaq,бурсьыны
1067,loben::V,tərifləmək,ошкыны
1068,küssen::V,öpmək,окавны
1069,wiegen::V,tərpətmək,тюттьӧтны
1070,zudecken::V,örtmək,вевттьыны
1071,wecken::V,oyatmaq,саймӧтны
1072,zeigen::V,göstərmək,мыччавны
1073,führen::V,rəhbərlik etmək,нуӧтны
1074,lehren::V,öyrətmək,велӧтны
1075,unterrichten::V,öyrətmək,велӧтны
1076,unterrichten::V,dərs vermək,велӧтны
1077,aufziehen::V,tərbiyə etmək,быдтыны
1078,leiten::V,idarə etmək,юравны
1079,leiten::V,idarə etmək,веськӧтлыны
1080,antreiben::V,bizləmək,тэрмӧтны
1081,lassen::V,-tırmaq,-ӧтыны
1082,einladen::V,dəvət etmək,корны
1083,vereinigen::V,birləşdirmək,ӧтувтны
1084,vereinigen::V,birləşdirmək,ӧтлаавны
1085,besuchen::V,baş çəkmək,пыравлыны
1086,besuchen::V,ziyarət etmək,пыравлыны
1087,treffen::V,rastlaşmaq,пантавны
1088,treffen::V,rast gəlmək,пантавны
1089,sich versammeln::V,toplanmaq,ӧксьыны
1090,spielen::V,oynamaq,орсны
1091,singen::V,oxumaq,сьывны
1092,tanzen::V,oynamaq,йӧктыны
1093,tanzen::V,rəqs etmək,йӧктыны
1094,sich trennen::V,ayrılmaq,торьясьны
1095,verlassen::V,tərk etmək,кольны
1096,retten::V,xilas etmək,мынтны
1097,bewachen::V,gözətmək,смекайтны
1098,schützen::V,qorumaq,дорйыны
1099,verteidigen::V,qorumaq,дорйыны
1100,sich schlagen::V,döyüşmək,тышкасьны
1101,schießen::V,atmaq,лыйны
1102,schießen::V,atəş açmaq,лыйны
1103,siegen::V,yenmək,вермыны
1104,ärgern::V,acışdırmaq,лӧгӧтны
1105,schlagen::V,döymək,базнитны
1106,treten::V,təpmək,чужьявны
1107,stechen::V,soxmaq,бытшкыны
1108,stoßen::V,itələmək,тапкыны
1109,stoßen::V,itələmək,тойыштны
1110,stehlen::V,çalmaq,гусявны
1111,stehlen::V,oğurlamaq,гусявны
1112,stören::V,pozmaq,костіавны
1113,belästigen::V,narahat etmək,назыляйтны
1114,verbergen::V,gizləmək,дзебны
1115,täuschen::V,aldatmaq,бӧбӧтны
1116,täuschen::V,aldatmaq,пӧрьявны
1117,betrügen::V,aldatmaq,муклачитны
1118,töten::V,öldürmək,вийны
1119,wohnen::V,yaşamaq,овны
1120,arbeiten::V,işləmək,уджавны
1121,arbeiten::V,çalışmaq,уджавны
1122,sammeln::V,yığmaq,ӧктыны
1123,sammeln::V,toplamaq,ӧктыны
1124,pflücken::V,qoparmaq,судзлавны
1125,jagen::V,ovlamaq,вӧравны
1126,fischen::V,balıq tutmaq,чериавны
1127,fassen::V,tutmaq,кутны
1128,hüten::V,güdmək,вердны
1129,hüten::V,güdmək,йирсьӧтны
1130,treiben::V,haylamaq,вашӧтны
1131,anbinden::V,bağlamaq,кӧртавны
1132,füttern::V,bəsləmək,вердны
1133,melken::V,sağmaq,высьтыны
1134,melken::V,sağmaq,чилькӧтны
1135,hacken::V,yarmaq,керавны
1136,gießen::V,sulamaq,киськавны
1137,reifen::V,dəymək,кисьмыны
1138,zubereiten::V,bişirmək,лӧсьӧтны
1139,kochen::V,qaynatmaq,пуны
1140,backen::V,bişirmək,пӧжавны
1141,braten::V,qızartmaq,жаритны
1142,umrühren::V,qarışdırmaq,соравны
1143,stricken::V,hörmək,домавны
1144,nähen::V,tikmək,вурны
1145,färben::V,boyamaq,краситны
1146,reinigen::V,təmizləmək,весӧтны
1147,waschen::V,yumaq,пеславны
1148,abwischen::V,silmək,чышкыны
1149,spülen::V,çalxamaq,гывьявны
1150,fegen::V,süpürmək,чышкыны
1151,kehren::V,süpürmək,чышкыны
1152,baden::V,çimmək,купайтчыны 
1153,sich waschen::V,yuyunmaq,миссьыны
1154,ausziehen::V,soyunmaq,гыжтӧтны
1155,ausziehen::V,soyunmaq,пӧрччавны
1156,anziehen::V,geymək,пасьтавны
1157,sich anziehen::V,geyinmək,пасьтасьны
1158,kämmen::V,daramaq,сынавны
1159,schmücken::V,bəzəmək,баситны
1160,sagen::V,demək,висьтавны
1161,sagen::V,söymek,висьтавны
1162,sprechen::V,danışmaq,шуны
1163,reden::V,danışmaq,баитны
1164,sich unterhalten::V,söhbət etmək,сёрнитны
1165,fragen::V,soruşmaq,юавны
1166,bitten::V,diləmək,корны
1167,bitten::V,xahiş etmək,корны
1168,erzählen::V,bəhs etmək,висьтавны
1169,mitteilen::V,bildirmək,висьтавны
1170,nennen::V,adlandırmaq,нимтны
1171,rufen::V,çağırmaq,китсавны
1172,rufen::V,çağırmaq,корны
1173,rufen::V,çağırmaq,чукӧстны
1174,prahlen::V,öyünmək,ошшасьны
1175,übersetzen::V,tərcümə etmək,вуджӧтны
1176,denken::V,düşünmək,чайтны
1177,denken::V,fikirləşmək,чайтны
1178,glauben::V,inanmaq,веритны
1179,bemerken::V,qeyd etmək,казявны
1180,erkennen::V,tanımaq,тӧдсавны
1181,begreifen::V,anlamaq,вежӧртны
1182,verstehen::V,duymaq,кывны
1183,lernen::V,öyrənmək,велӧтчыны
1184,wissen::V,bilmək,тӧдны
1185,sich erinnern an::V,xatırlamaq,касьтывны
1186,vergessen::V,unutmaq,вунӧтны
1187,messen::V,ölçmək,меряйтны
1188,zählen::V,saymaq,лыддьыны
1189,rechnen::V,hesablamaq,лыддьыны
1190,lesen::V,oxumaq,лыддьӧтны
1191,malen::V,şəkil çəkmək,
1192,zeichnen::V,cızmaq,гижмавны
1193,schreiben::V,yazmaq,гижны
1194,besitzen::V,yiyələnmək,лоны
1195,besitzen::V,malik olmaq,лоны
1196,kaufen::V,satın almaq,небны
1197,verkaufen::V,satmaq,вузавны
1198,bezahlen::V,ödəmək,вештыны
1199,zahlen::V,ödəmək,вештыны
1200,beherrschen::V,idarə etmək,
1201,ertragen::V,dözmək,терпитны
