,Concept_ID,ta,mrj
646,reich::A,செல்வம் படைத்த,пурлыкан
647,bekannt::A,பழக்கப்பட்ட,палӹмӹ
648,berühmt::A,புகழ்பெற்ற,лӹмлы
649,fremd::A,அயல் நாட்டு,эдемӹн
650,verschieden::A,வித்தியாசமான,тӹрлӹ
651,nah::A,பக்கத்தில் உள்ள,лишӹл
652,fern::A,தொலை தூரத்தில்,мӹндӹр
653,linker::A,மீந்திருக்கும்,шалахай
654,rechter::A,வலதுபக்கம்,вургамла
655,anderer::A,மற்ற,вес
656,anderer::A,மற்ற,весӹ
657,erster::A,முதனமையான,икшӹ
658,erster::A,முதனமையான,икӹмшӹ
659,zweiter::A,இரண்டாவது,кокшы
660,dritter::A,மூன்றாவது,кымшы
661,letzter::A,கடைசி,остатка
662,allein::ADV,தனியாக,иктӹ
663,allein::ADV,தனியாக,иктӹт
664,auf einmal::ADV,தடீரென்று,тöрöк
665,zusammen::ADV,சேர்ந்து,икараш
666,zusammen::ADV,சேர்ந்து,цымырын
667,lange::ADV,அதிக நோம்,кужын
668,plötzlich::ADV,தடீரென்று,трӱк
669,sofort::ADV,உடனடியாக,полт
670,sofort::ADV,உடனடியாக,тöрöк
671,sofort::ADV,உடனடியாக,тӹшӓкок
672,später::ADV,பிறகு,вара
673,jetzt::ADV,இப்பொழது,
674,heute::ADV,இன்று,тагачы
675,morgen::ADV,நாளைக்கு,иргод
676,morgen::ADV,நாளைக்கு,иргодым
677,bald::ADV,சீக்கிரம்,чӹнь
678,bald::ADV,சீக்கிரம்,вӓшке
679,bald::ADV,சீக்கிரம்,выртышты
680,dann::ADV,அப்பொழுது,пакыла
681,gestern::ADV,நேற்று,тенгечӹ
682,einst::ADV,ஒரே முறை,икӓнӓ
683,damals::ADV,அப்பொழுது,тӹнӓм
684,danach::ADV,பிற்பாடு,пакыла
685,vorher::ADV,முன்பாக,перви
686,zuerst::ADV,முதலில்,андак
687,einmal::ADV,ஒரே முறை,гӓнӓк
688,einmal::ADV,ஒரே முறை,гӓнӓ
689,manchmal::ADV,சில நேரங்களில்,кынамжы
690,oft::ADV,அடிக்கடி,чӹчкӹдӹн
691,immer::ADV,எப்பொழுதும்,со
692,immer::ADV,எப்பொழுதும்,соок
693,niemals::ADV,ஒருபோதும் இல்லை,нинам
694,niemals::ADV,ஒருபோதும் இல்லை,нигынам
695,niemals::ADV,ஒருபோதும் இல்லை,нигынамат
696,hier::ADV,இங்கே,тиштӹ
697,hierhin::ADV,இவ்விடத்திற்கு,тишкӹ
698,von hier::ADV,இனி,тишец
699,von hier::ADV,இனி,тишецӹн
700,dort::ADV,அங்கே,тӹштӹ
701,dorthin::ADV,அவ்விடத்திற்கு,тӹшкӹ
702,dorthin::ADV,அவ்விடத்திற்கு,тӹшкӹлӓ
703,geradeaus::ADV,முன்னாலிருக்கும்,вик
704,geradeaus::ADV,முன்னாலிருக்கும்,тура
705,vorwärts::ADV,முன்புறமாக,анзыкы
706,rückwärts::ADV,பின்னோக்கி,мӹнгеш
707,zurück::ADV,பின்பக்கம்,мӹнгеш
708,unten::ADV,கீழாக,ӱлнӹ
709,unten::ADV,கீழாக,лӹвӓлнӹ
710,hinab::ADV,கீழ் நோக்கி,ӱлӹкӹ
711,hinab::ADV,கீழ் நோக்கி,лӹвӓкӹ
712,oben::ADV,மேலே,вӹлнӹ
713,hinauf::ADV,மேலே,кӱшкӹлӓ
714,hinauf::ADV,மேலே,кӱш
715,überall::ADV,எல்லா இடத்திலும்,йӹлт
716,überall::ADV,எல்லா இடத்திலும்,цилӓ вӓре
717,nicht::ADV,இல்லை,уке
718,ein wenig::ADV,கொஞ்சம்,изиш
719,ein wenig::ADV,கொஞ்சம்,иклаштык
720,kaum::ADV,அரிதாக,цылик
721,kaum::ADV,அரிதாக,чучок-чучок
722,sehr::ADV,மிக்க,чоте
723,so::ADV,மிகவும்,тенге
724,so::ADV,மிகவும்,тенгелӓ
725,noch::ADV,இப்பொழுதும்,мол
726,noch::ADV,இப்பொழுதும்,моло
727,nur::ADV,மட்டும்,веле
728,schon::ADV,ஏற்கனவே,уже
729,schon::ADV,ஏற்கனவே,ӹнде
730,wieder::ADV,மறுபடியும்,уэш
731,vergebens::ADV,வீண்,зря
732,vergebens::ADV,வீண்,ӹзрӓ
733,vergebens::ADV,வீண்,ӹзӹрӓ
734,vor::PRP,முன்,анзыц
735,vor::PRP,முன்,анзыцын
736,hinter::PRP,பின்பக்கம்,шайылан
737,hinter::PRP,பின்பக்கம்,шайылный
738,unter::PRP,கீழே,лӹвӓкӹ
739,durch::PRP,ஊடே,вашт
740,neben::PRP,அடுத்து,сага
741,zwischen::PRP,இடையில்,лош
742,zwischen::PRP,இடையில்,лошкы
743,wegen::PRP,ஏனெனில்,мычыц
744,dies::PRN,இது,тидӹ
745,dies::PRN,இது,ти
746,das::PRN,அது,тидӹ
747,das::PRN,அது,ти
748,alles::PRN,ஒவ்வொன்றும்,цилӓ
749,ich::PRN,நான்,мый
750,du::PRN,நீ,тӹнь
751,er::PRN,அவன்,тӹдӹ
752,wir::PRN,நாம்,мӓ
753,wir::PRN,நாங்கள்,мӓ
754,ihr::PRN,நீங்கள்,вӓ
755,sie::PRN,அவர்கள்,нӹнӹ
756,was::FPRN,என்ன,ма
757,wer::FPRN,யார்,кӱ
758,wo::FADV,எங்கே,кышан
759,wo::FADV,எங்கே,кыштакен
760,wohin::FADV,எதற்கு,кышкы
761,wie::FADV,எப்படி,кыце
762,warum::FADV,ஏன்,малын
763,wieviel::FNUM,எவ்வளவு,кынар
764,wieviel::FNUM,எவ்வளவு,кынары
765,wieviel::FNUM,எவ்வளவு,кынаркы
766,eins::NUM,ஒன்று,иктӹ
767,eins::NUM,ஒன்று,иктӹт
768,zwei::NUM,இரண்டு,кок
769,zwei::NUM,இரண்டு,кокты
770,drei::NUM,மூன்று,кым
771,drei::NUM,மூன்று,кымыт
772,vier::NUM,நான்கு,нӹл
773,fünf::NUM,ஐந்து,вӹц
774,sechs::NUM,ஆறு,куд
775,sechs::NUM,ஆறு,кудытмозн
776,sieben::NUM,ஏழு,шӹм
777,sieben::NUM,ஏழு,шӹмӹт
778,acht::NUM,எட்டு,кӓндӓкш
779,acht::NUM,எட்டு,кӓндӓкшӹ
780,neun::NUM,ஒன்பது,ӹндекшшӱдӹ
781,zehn::NUM,பத்து,лу
782,elf::NUM,பதினொன்று,луатик
783,elf::NUM,பதினொன்று,луатиктӹ
784,zwölf::NUM,பன்னிரண்டு,луаткок
785,zwölf::NUM,பன்னிரண்டு,луаткокты
786,zwanzig::NUM,இருபது,коклы
787,dreißig::NUM,முப்பது,кымлы
788,vierzig::NUM,நாற்பது,нӹллӹ
789,fünfzig::NUM,ஐமபது,вӹцлӹ
790,sechzig::NUM,அறுபது,кудлу
791,siebzig::NUM,எழுபது,шӹмлу
792,achtzig::NUM,எண்பது,кӓндӓкшлу
793,neunzig::NUM,தொன்னூறு,ӹндекшлу
794,hundert::NUM,நூறு,шӱдӹ
795,tausend::NUM,ஆயிரம்,тӹжем
796,und::CNJ,மற்றும்,дöн
797,oder::CNJ,அல்லது,льывы
798,stehen::V,நில்,шалшаг
799,sitzen::V,உட்கார்,шӹнзӓш
800,liegen::V,படு,киӓш
801,hängen::V,தொங்கச் செய்,кечӓш
802,werden::V,ஆகு,шагалаш
803,passieren::V,நிகழ்,ӹштӓ́лтӓш
804,beginnen::V,ஆரம்பி,тӹнгӓлӓлтӓш
805,enden::V,முடி,пӹтӓш
806,wechseln::V,மாற்று,весемӓш
807,wechseln::V,மாற்று,весемӓлтӓш
808,aufgehen[Sonne]::V,உயர எழு,авараш
809,untergehen[Sonne]::V,பொறுத்து,шӹ́нзӓш
810,scheinen[Sonne]::V,பிரகாசி,сотемдӓрӓш
811,donnern::V,இடி,хӹдӹртӓш
812,wehen::V,வீசு,ӹфӹлӓш
813,strömen::V,பாயதல்,йогащ
814,fließen::V,நீரோட்டம் போக்கில் போ,йогащ
815,sich drehen::V,சுழல்,пöрдӓш
816,schwanken::V,தள்ளாடு,лыпшалташ
817,schwingen::V,ஆடு,кӓчӓйӓш
818,fallen::V,விழு,кенвазаш
819,fallen::V,விழு,шынгалташ
820,brennen::V,எரி,йылаш
821,rauchen::V,பகை பிடி,шыпшаш
822,regnen::V,மழை பெய்,юраш
823,gefrieren::V,உறைந்துவிடு,гӓш
824,gefrieren::V,உறைந்துவிடு,кӹлмаш
825,tauen::V,உருகு,шылаш
826,schmelzen::V,உருகு,шӹрӓнӓш
827,trocknen::V,உலர்த்து,кошкаш
828,sieden::V,கொதிக்க வை,шолаш
829,faulen::V,அழுகச் செய்,шӱӓш
830,verfaulen::V,அழுகச் செய்,йӓнгӓрӓлтӓш
831,reißen::V,திடீரென அறு,кышкедӓлтӓш
832,versinken::V,மூழ்கு,ва́лаш
833,vergehen::V,கடந்துசெல்,эртӓш
834,erscheinen::V,தோன்றச்,каяш
835,verschwinden::V,மறைந்து போ,ямаш
836,sinken::V,பதைவுறு,пычаш
837,abnehmen::V,குறை,чӹдемӓш
838,abnehmen::V,குறை,кöтӹргӓш
839,zunehmen::V,உயர்த்து,когоэмӓш
840,steigen::V,உயர எழு,лӱлта́лташ
841,wachsen::V,வளர்,кушкаш
842,glänzen::V,மிளிர்,йӹлгӹжӓш
843,funkeln::V,பிரகாசி,валгалташ
844,lärmen::V,கொம்பு,юкланаш
845,läuten::V,மணியொலியிசை,цоргаш
846,klingeln::V,மணி அடி,цоргаш
847,klirren::V,கிலுங்கு,цонгырталгаш
848,brausen::V,இரைதல்,ышдымыла́наш
849,rauschen::V,சலசலப்பு,шу́жгаш
850,klingen::V,சிலம்புதல்,йо́нгаш
851,bellen::V,குரை,опташ
852,heulen::V,ஊளையிடு,урмыжаш
853,blasen::V,ஊது,ӹфӹлӓш
854,pfeifen::V,சீழ்க்கை எழப்பு,ши́шкаш
855,schreien::V,கூச்சலிடு,уташ
856,schreien::V,கூச்சலிடு,саслаш
857,schreien::V,கூச்சலிடு,варгынзаш
858,stöhnen::V,வேதனை,ӹнгӹрӓш
859,zittern::V,நடுங்கு,цӹтӹрӓш
860,leben::V,உயிருடனிரு,ӹлӓш
861,geboren werden::V,பிற,шачаш
862,atmen::V,சுவாசி,шӱлӓш
863,trinken::V,குடி,йӱӓш
864,essen::V,சாப்பிடு,качкаш
865,schlucken::V,முழுங்கு,нелӓш
866,müde werden::V,கையயர்தல்,янгылаш
867,einschlafen::V,தூங்க,амален кеӓш
868,schlafen::V,தூங்கு,амалаш
869,aufwachen::V,எழுப்பு,понгыжалташ
870,aufstehen::V,எழுந்திரு,кӹньӹл шагалаш
871,sich erholen::V,இளைப்பாறு,кӓнаш
872,krank werden::V,விழுதல்,церлӓнен вазаш
873,krank sein::V,நருக்கலாயிருக்க,церлӓнӓш
874,krank sein::V,நருக்கலாயிருக்க,ясланаш
875,krank sein::V,நருக்கலாயிருக்க,ясыланаш
876,schmerzen::V,நோவுறு,каршташ
877,husten::V,இருமு,кахыраш
878,genesen::V,குணம் அடை,паремӓш
879,genesen::V,குணம் அடை,тöрлӓнӓш
880,sterben::V,மரணமடை,вазын колаш
881,umkommen::V,நசி,пӹтӓш
882,sich bewegen::V,நகர்த்து,кашташ
883,sich rühren::V,அசை,тӓрвӓнӓш
884,sich erheben::V,எழுந்து நில்,кӹньӹлӓш
885,sich setzen::V,உட்கார்,шӹнзӓш
886,hinfallen::V,விழு,кенвазаш
887,hinfallen::V,விழு,шынгалташ
888,laufen::V,நட,кашташ
889,schreiten::V,கவடுவைத்தல்,ашкедӓш
890,spazierengehen::V,உலவு,мадын кашташ
891,eilen::V,விரைந்து,вӓшкӓш
892,sich beeilen::V,அவசரப்படுத்து,вӓшкӓш
893,sich beeilen::V,அவசரப்படுத்து,талашаш
894,sausen::V,விரைந்து செல்,хойхаланаш
895,sausen::V,விரைந்து செல்,хояш
896,rennen::V,ஓடு,кыргыжаш
897,springen::V,குதி,тӹршештӓш
898,klettern::V,ஏறு,ку́заш
899,schaukeln::V,தள்ளாடு,лыпшалташ
900,kriechen::V,மெதுவாக நடந்து செல்,авалянаш
901,kriechen::V,மெதுவாக நடந்து செல்,ньыжиклӓш
902,schwimmen::V,நீந்து,илӓш
903,tauchen::V,மூழ்கி நீச்சலடி,цымаш
904,rudern::V,துடுப்புப் போடு,шуалташ
905,fahren::V,ஓட்டு,кеӓш
906,fliegen::V,பற,чонгештӓш
907,gehen::V,போ,кеӓш
908,weggehen::V,விலகிச் செல்,кеӓш
909,abfahren::V,புறப்பட்டுச் செல்,кеӓш
910,anhalten::V,நின்றுவிடு,цӓрнӓш
911,hineingehen::V,மறையச் செய்,пыраш
912,eintreten::V,நுழை,пыраш
913,kommen::V,வா,толаш
914,ankommen::V,வநது சேர்,шоаш
915,zurückkommen::V,திரும்பி வா,пöртӹлӓш
916,bleiben::V,இரு,кодаш
917,warten::V,தாமதி,вычаш
918,erwarten::V,எதிர்நோக்கு,вычаш
919,suchen::V,தேடு,кӹчӓлӓш
920,finden::V,கண்டுபிடி,моаш
921,versuchen::V,முயற்சி செய்,путаяш
922,versuchen::V,முயற்சி செய்,цацаш
923,vorbereiten::V,ஆயத்தம் செய்,поспейӹктӓш
924,lieben::V,அன்பு செலுத்து,яраташ
925,mögen::V,விரும்பு,яраташ
926,lachen::V,சிரி,ваштылаш
927,rühren::V,இதயத்தைத் தொடு,тӓрвӓтӓш
928,weinen::V,அழு,мӓгӹрӓш
929,schimpfen::V,சாபமிடு,свырседӓлӓш
930,sich ärgern::V,கோப்பபடு,шӹдешкӓш
931,sich fürchten::V,பயப்படு,лӱдӓш
932,fürchten::V,பயப்படுத்து,лӱдӓш
933,fliehen::V,ஓடு,кыргыжаш
934,flüchten::V,தப்பிவிடு,кыргыж шӹлӓш
935,sehen::V,பார்,ужаш
936,anschauen::V,கூர்ந்து கவனி,анжалаш
937,ansehen::V,கவனி,анжаш
938,hören::V,கேள்,колаш
939,zuhören::V,சுவைத்துப் பார்,колышташ
940,probieren::V,ருசி,тотештӓш
941,probieren::V,ருசி,подыл анжаш
942,riechen::V,முகர்ந்து பார்,ӱпшӹнзӓш
943,fühlen::V,தொட்டுணர்,шижӓш
944,scheinen::V,காணப்படு,каяш
945,zu sehen sein::V,தோன்றுதல்,каяш
946,vernehmen::V,கேள்,колын колташ
947,frieren::V,குதுகுதுகு,кӹлмаш
948,frieren::V,குதுகுதுகு,тӹнгӹргӓш
949,tun::V,செய்,ӹштӓш
950,können::V,இயல்வது,кердӓш
951,wollen::V,விரும்பு,жалаяш
952,anfangen::V,தொடங்கு,тӹнгӓлӓш
953,beenden::V,முடி,пӹтӓрӓш
954,aufhören::V,நிறுத்து,цӓрнӓш
955,gelingen::V,வெற்றி,цӓш лиӓш
956,geraten::V,ஏற்படுத்து,лиӓш
957,öffnen::V,திற,пачаш
958,schließen::V,மூடு,чӱчӓш
959,stellen::V,வை,шӹндӓш
960,setzen::V,வை,шӹндӓш
961,legen::V,பரப்பி வை,опташ
962,legen::V,பரப்பி வை,пиштӓш
963,berühren::V,பதி,тӹкӓлӓш
964,verbinden::V,சேர்,пидӓш
965,bedecken::V,உறைபோடு,леведӓш
966,aufhängen::V,தொங்கவிடு,сӓкӓш
967,anzünden::V,எரியூட்டு,чӱктӓш
968,aufheben::V,பொறுக்கி எடு,кузыкташ
969,zurücklassen::V,விட்டுச் செல்,кодаш
970,verlieren::V,இழ,ямдаш
971,fallen lassen::V,அளவில் குறைவு,кенвацтараш
972,machen::V,தயார்செய்,ӹштӓш
973,herstellen::V,உற்பத்தி செய்,йӓмдӹлӓш
974,bauen::V,கட்டு,ӹштӓш
975,reparieren::V,பழுது பார்,чиняш
976,reparieren::V,பழுது பார்,алалаш
977,verbessern::V,மேம்படுத்து,яжоэмден шӹндӓш
978,ändern::V,மாற்றி அமை,вашталташ
979,graben::V,குழி வெட்டு,капаяш
980,beugen::V,வனை,лывырташ
981,beugen::V,வனை,каклярташ
982,biegen::V,வனை,лывырташ
983,drehen::V,சுழல்,сӓрӓш
984,drehen::V,சுழல்,сӓрӹкӓлӓш
985,wenden::V,குடைகவிழு,сӓрӓлӓш
986,umdrehen::V,சுற்றும் முற்றும் பார்,сӓрӓлӓш
987,heben::V,தூக்கு,лӱктӓш
988,hochheben::V,தூக்கு,кузыкташ
989,ergreifen::V,பறி,хватяш
990,halten::V,பிடித்துக் கொள்,кычаш
991,drücken::V,அழுத்து,темдӓш
992,schieben::V,தள்ளு,шӹкӓш
993,kratzen::V,கீறு,нӹжӓш
994,lecken::V,நக்கு,нылаш
995,beißen::V,கடி,пыралаш
996,abreißen::V,கிழி,кӹрӓш
997,abreißen::V,கிழி,кышкед нӓлӓш
998,abschneiden::V,வெட்டி எடு,шулаш
999,abschneiden::V,வெட்டி எடு,лаштыклаш
1000,binden::V,கட்டு,пидӓш
1001,stecken::V,பதிய வை,шыралаш
1002,brechen::V,உடை,тодылаш
1003,brechen::V,உடை,пыдырташ
1004,klopfen::V,தட்டு,рушткаш
1005,hauen::V,அடி,шелӹштӓш
1006,kleben::V,ஒட்டு,клейӓш
1007,reiben::V,தேய்,нӹжӓш
1008,streichen::V,பரவச்செய்,шӹрӓш
1009,schleifen::V,அரை,шымаш
1010,schneiden::V,துண்டாக்கு,пӹчкӓш
1011,rütteln::V,மெல்ல தள்ளு,мыльгыкташ
1012,schütteln::V,குலுக்கு,цӹтӹртӓш
1013,schütteln::V,குலுக்கு,мыльгыкташ
1014,schwenken::V,ஊஞ்சலாடு,машыяш
1015,schütten::V,ஊற்று,опталаш
1016,füllen::V,நிரப்பு,темӓш
1017,einwickeln::V,சுற்று,пӹтӹрӓ́лӓш
1018,tragen::V,எடுத்துச் செல்,намалаш
1019,schleppen::V,இழுத்துச் செல்,шӹдӹрӓш
1020,ziehen::V,இழு,шыпшаш
1021,aufbewahren::V,வைத்துக் கொள்,перегӓш
1022,werfen::V,வீசி எறி,кӹшкӓш
1023,fangen::V,பிடி,кычаш
1024,packen::V,பிடித்துக்கொள்,хватяш
1025,verstecken::V,மறை,шӹлтӓш
1026,teilen::V,பாகங்களாகப் பிரி,пайылаш
1027,schicken::V,அனுப்பு,колташ
1028,bringen::V,கொண்டு வா,кандаш
1029,hinzufügen::V,சேர்,
1030,bekommen::V,பெறு,лыкташ
1031,erhalten::V,பெறு,получаяш
1032,nehmen::V,எடு,налаш
1033,wählen::V,தேர்ந்தெடு,айыраш
1034,auswählen::V,தேர்ல்தெடு,айыраш
1035,bewahren::V,கெடாது பேணு,перегӓш
1036,behindern::V,தடங்கல் செய்,мешӓйӓш
1037,verderben::V,நாசமாக்கு,портяш
1038,beschädigen::V,சேதப்படுத்து,шушырташ
1039,zerbrechen::V,உடை,пыдырташ
1040,zerreißen::V,கிழி,кӹрӓш
1041,zerstören::V,அழி,шӓлӓтӓш
1042,verbrennen::V,எரியூட்டு,йылаташ
1043,verbrennen::V,எரியூட்டு,йылалташ
1044,geben::V,கொடு,пуаш
1045,reichen::V,வழங்கு,пуаш
1046,schenken::V,மொயத்தல்,подараш
1047,versprechen::V,உறுதியளி,сöрӓш
1048,wünschen::V,ஆசைப்படு,жалаяш
1049,loben::V,புகழ்ச்சி கூறு,хваляш
1050,küssen::V,முத்தமிடு,шышшалаш
1051,wiegen::V,ஆட்டுத்தல்,лӱнгӓлтӓш
1052,zudecken::V,உறைபோடு,пиштӓш
1053,wecken::V,எழுப்பு,понгыжалтараш
1054,zeigen::V,காட்டு,анжыкташ
1055,führen::V,வழிகாட்டி,видӓш
1056,lehren::V,சொல்லிக் கொடு,тымдаш
1057,unterrichten::V,அறிவுரை கூறு,тымдаш
1058,aufziehen::V,வளர்,кушташ
1059,leiten::V,அழைத்துச் செல்,видӓш
1060,leiten::V,அழைத்துச் செல்,вуйлаташ
1061,leiten::V,அழைத்துச் செல்,вуйлалташ
1062,antreiben::V,தூண்டு,талаштараш
1063,lassen::V,விடு,-ыкт
1064,einladen::V,அழை,ӱжӓш
1065,vereinigen::V,ஒன்றாகச் சேர்,иктештӓш
1066,besuchen::V,வருகை புரி,толаш
1067,treffen::V,சந்தி,вӓшлиӓш
1068,treffen::V,சந்தி,вӓшлиӓлтӓш
1069,sich versammeln::V,தொகுப்பு,цымыргаш
1070,spielen::V,விளையாடு,мадаш
1071,singen::V,பாடு,мыраш
1072,tanzen::V,நடனமாடு,кушташ
1073,sich trennen::V,தனிப்படடுத்து,айырлаш
1074,verlassen::V,கைவிடு,шуаш
1075,retten::V,காப்பாற்று,ытараш
1076,bewachen::V,காவல் செய்,оролаш
1077,schützen::V,பாதுகாப்பு செய்,перегӓш
1078,verteidigen::V,எதிர்த்து நில்,перегӓш
1079,sich schlagen::V,பூசலிடு,шидӓлӓш
1080,sich schlagen::V,பூசலிடு,шиэдӓлӓш
1081,schießen::V,சுட்டுக் கொல்,лӱӓш
1082,siegen::V,வெற்றி பெறு,сӹнгӓш
1083,ärgern::V,எரிச்சலூட்டு,шӹдештӓрӓш
1084,schlagen::V,அடி,пӓрен колташ
1085,schlagen::V,அடி,хӹрӹктен колташ
1086,treten::V,உதை,чымаш
1087,stechen::V,கொட்டு,пышкылаш
1088,stoßen::V,நெருக்கு,шыркедӓш
1089,stehlen::V,திருடு,шолышт толаш
1090,stören::V,தொல்லைகொடு,ӓрештӹлӓш
1091,belästigen::V,தொல்லை கொடு,кӓньӹсӹрлӓндӓрӓш
1092,belästigen::V,தொல்லை கொடு,шытырланыкташ
1093,verbergen::V,மறை,шӹлтӓш
1094,täuschen::V,ஏமாற்று,алталаш
1095,täuschen::V,ஏமாற்று,аталаш
1096,betrügen::V,ஏமாற்று,мошеньӹчӓйӓш
1097,töten::V,கொல்,пуштын шуаш
1098,wohnen::V,தங்கியிரு,ӹлӓш
1099,arbeiten::V,வேலை செய்,пӓшӓлӓш
1100,arbeiten::V,வேலை செய்,ровотаяш
1101,sammeln::V,ஒன்றுசேர்,погаш
1102,pflücken::V,கொய்து எடு,кӹрӓш
1103,jagen::V,வேட்டையாடு,охотничӓйӓш
1104,fischen::V,மீன் பிடி,кол кычаш
1105,fassen::V,பிடி,кычаш
1106,hüten::V,காவல் செய்,кӹтӓш
1107,treiben::V,ஓட்டு,шуруяш
1108,anbinden::V,கட்டு,ялшташ
1109,anbinden::V,கட்டு,ялышташ
1110,füttern::V,உணவளி,пукшаш
1111,melken::V,பால் கற,шыпшылаш
1112,hacken::V,வெட்டி எடு,роаш
1113,gießen::V,நீர்ப் பாய்ச்சு,шӓвӓш
1114,reifen::V,பழு,кӱӓш
1115,reifen::V,பழு,поспейӓш
1116,zubereiten::V,சமையல் செய்,йӓмдӹлӓш
1117,kochen::V,வேகவை,шолташ
1118,backen::V,வெப்பத்தில் வாட்டு,кӱктӓш
1119,braten::V,பொரியச் செய்,жӓрӓш
1120,umrühren::V,கலக்கு,намалаш
1121,stricken::V,பின்னியிழை,пидӓш
1122,nähen::V,தையல் வேலை செய்,ыргаш
1123,färben::V,வண்ணம் பெறச் செய்,пидӓш
1124,reinigen::V,சுத்தம் செய்,чиӓлтӓш
1125,waschen::V,கழுவு,мышкаш
1126,abwischen::V,துடை,ӹштӓш
1127,spülen::V,அலசு,шӱӓлтӓш
1128,fegen::V,பெறுக்கு,ӹштӓш
1129,kehren::V,பெறுக்கு,ӹштӓш
1130,baden::V,குளி,нӱштӹлӓш
1131,sich waschen::V,கழுவு,мышкылташ
1132,ausziehen::V,கழற்று,кыдашаш
1133,anziehen::V,புனைதல்,чиӓш
1134,sich anziehen::V,உடுத்துதல்,чиӓш
1135,kämmen::V,தலை வாரிக் கொள்,шерӓш
1136,schmücken::V,அழகுபடுத்து,цеверемдӓш
1137,sagen::V,சொல்,манаш
1138,sagen::V,சொல்,келесӓш
1139,sprechen::V,பேசு,манаш
1140,reden::V,பெசு,шайышташ
1141,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,хытыраш
1142,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,хытыргаш
1143,fragen::V,கேள்,ядаш
1144,bitten::V,வேண்டு,ядаш
1145,erzählen::V,சொல்,келесӓш
1146,mitteilen::V,சொல்,попаш
1147,mitteilen::V,சொல்,увертӓш
1148,mitteilen::V,சொல்,увертӓрӓш
1149,nennen::V,பெயரிடுதல்,лӹмдӓш
1150,rufen::V,கூச்சலிடு,ӱжӓш
1151,prahlen::V,தற்பெருமை பேசு,хайзаш
1152,prahlen::V,தற்பெருமை பேசு,шаргаланаш
1153,übersetzen::V,மொழிபெயர்ப்பு செய்,вашташ
1154,denken::V,யோசி,машанаш
1155,glauben::V,நம்பு,ӹнянӓш
1156,bemerken::V,கவனி,цаклаш
1157,erkennen::V,அடையாளம் கண்டுகொள்,пӓлӓш
1158,begreifen::V,பற்றிக்கொள்,ынгылаш
1159,verstehen::V,புரிந்து கொள்,ынгылаш
1160,lernen::V,கற்றுக்கொள்,тыменяш
1161,wissen::V,தெரிந்திரு,пӓлӓш
1162,sich erinnern an::V,நினைவு கூர்,ышештӓрӓш
1163,vergessen::V,மற,монден кодаш
1164,messen::V,அளவிடு,висӓш
1165,zählen::V,எண்ணு,шотаяш
1166,rechnen::V,கணக்கிடு,шотаяш
1167,lesen::V,படி,лыдаш
1168,malen::V,வண்ணச்சித்திரம்,рисуяш
1169,zeichnen::V,வரை,ыдырка́лаш
1170,schreiben::V,எழுது,вазаш
1171,besitzen::V,உடைமையாகக் கொண்டிரு,кы́чаш
1172,kaufen::V,வாங்கு,нӓлӓш
1173,verkaufen::V,விற்பனை செய்,выжалаш
1174,bezahlen::V,இறுத்தல்,тӱлӓш
1175,zahlen::V,பணம் செலுத்து,тӱлӓш
1176,beherrschen::V,ஆட்சிசெய்,кы́чаш
1177,ertragen::V,தாங்கு,цӹтӓш
