,Concept_ID,nl,ps
390,Boot::N,boot,قايق
391,Ruder::N,roeiriem,چپه
392,Schlitten::N,slee,ښویېدونی
393,Schlitten::N,slede,ښویېدونی
394,Ski::N,ski,سکي
395,Lagerfeuer::N,kampvuur,اور
396,Last::N,last,بار
397,Last::N,last,پېټی
398,Last::N,vracht,بار
399,Last::N,vracht,پېټی
400,Gang::N,wandeling,تګ
401,Schritt::N,stap,ګام
402,Schritt::N,schrede,ګام
403,Norden::N,noorden,شمال
404,Süden::N,zuiden,سوېل
405,Westen::N,westen,لوېدېځ
406,Osten::N,oosten,شرق
407,Osten::N,oosten,ختیځ
408,Holz::N,hout,لرګی
409,Brett::N,plank,تخته
410,Platte::N,plaat,تخته
411,Stütze::N,stut,تکیوان
412,Stütze::N,steun,تکیوان
413,Stange::N,stang,ډاګه
414,Stock::N,stok,لرګی
415,Stab::N,staf,چيخله
416,Rohr::N,pijp,نل
417,Haus::N,huis,کور
418,Heim::N,tehuis,کور
419,Ofen::N,kachel,تودنۍ
420,Fußboden::N,vloer,غولی
421,Tisch::N,tafel,مېز
422,Stuhl::N,stoel,چوکۍ
423,Wiege::N,wieg,زانګو
424,Bett::N,bed,کټ
425,Bett::N,bed,چپرکټ
426,Regal::N,rek,تاخچۍ
427,Kiste::N,kist,صندوق
428,Fenster::N,raam,کړکۍ
429,Fenster::N,venster,کړکۍ
430,Tür::N,deur,دروازه
431,Tor::N,poort,دروازه
432,Zaun::N,omheining,کټاره
433,Dach::N,dak,بام
434,Leiter::N,ladder,زينه
435,Besen::N,bezem,جارو
436,Spaten::N,schop,یوم
437,Schaufel::N,schep,بېلچه
438,Gabel::N,vork,پنجه
439,Löffel::N,lepel,کاشوغه
440,Messer::N,mes,چاقو
441,Nagel::N,spijker,ميخ
442,Netz::N,net,جال
443,Haken::N,haak,څنګک
444,Griff::N,handvat,لاستی
445,Schloss::N,slot,کلپ
446,Bild::N,beeld,رسم
447,Figur::N,figuur,قدوقامت
448,Puppe::N,pop,ګوډۍ
449,Beutel::N,zak,کڅوړه
450,Beutel::N,buidel,کڅوړه
451,Bündel::N,pak,دسته
452,Bündel::N,bundel,دسته
453,Tasche::N,tas,بکس
454,Tasche::N,tas,توبره
455,Eimer::N,emmer,سطل
456,Deckel::N,deksel,سرپوښ
457,Geschirr::N,vaatwerk,لوښی
458,Sack::N,zak,جوال
459,Tasse::N,kop,پیاله
460,Topf::N,pan,دېګی
461,Kessel::N,ketel,دېګ
462,Essen::N,eten,خوراک
463,Nahrung::N,voedsel,خوراک
464,Speise::N,spijs,خواړه
465,Fleisch::N,vlees,غوښه
466,Getreide::N,graan,غله
467,Brei::N,pap,اوګره
468,Brei::N,brij,اوګره
469,Brot::N,brood,ډوډۍ
470,Scheibe::N,plak,مړۍ
471,Scheibe::N,snede,مړۍ
472,Fett::N,vet,غوړي
473,Butter::N,boter,کوچ
474,Öl::N,olie,تېل
475,Salz::N,zout,مالګه
476,Suppe::N,soep,شوربا
477,Honig::N,honing,شات
478,Milch::N,melk,شوده
479,Tee::N,thee,چای
480,Leder::N,leer,څرمن
481,Leder::N,leder,څرمن
482,Wolle::N,wol,پشم
483,Stoff::N,stof,ټوټه
484,Nadel::N,naald,ستن
485,Faden::N,draad,تار
486,Knopf::N,knoop,تڼۍ
487,Knopf::N,knoop,تکمه
488,Knoten::N,knoop,غوټه
489,Farbe::N,verf,رنګ
490,Kleidung::N,kledij,کالي
491,Kleidung::N,kleding,کالي
492,Hemd::N,hemd,کميس
493,Kragen::N,kraag,غاړه
494,Ärmel::N,mouw,لستوڼی
495,Hose::N,broek,پطلون
496,Hose::N,pantalon,پطلون
497,Gürtel::N,riem,کمربند
498,Gürtel::N,gordel,کمربند
499,Mütze::N,muts,خولۍ
500,Schuh::N,schoen,بوټ
501,Stiefel::N,laars,موزه
502,Ring::N,ring,ګوته
503,Band::N,lint,فيته
504,Kamm::N,kam,ګمنځ
505,Spiegel::N,spiegel,ایینه
506,Spiegel::N,spiegel,هنداره
507,Riemen::N,riem,تسمه
508,Schnur::N,koord,مزی
509,Leine::N,lijn,رسۍ
510,Decke::N,deken,بړستن
511,Kissen::N,kussen,بالښت
512,Tuch::N,doek,ټیکری
513,Handtuch::N,handdoek,دسمال
514,Kraft::N,kracht,زور
515,Kraft::N,kracht,توان
516,Stärke::N,sterkte,قوت
517,Gesundheit::N,gezondheid,صحت
518,Gesundheit::N,gezondheid,روغتیا
519,Krankheit::N,ziekte,مرض
520,Krankheit::N,ziekte,ناروغي
521,Schmerz::N,pijn,درد
522,Wunde::N,wond,ټپ
523,Wunde::N,wond,زخم
524,Fieber::N,koorts,تبه
525,Arznei::N,medicament,دوا
526,Arznei::N,medicament,دارو
527,Arznei::N,geneesmiddel,دوا
528,Arznei::N,geneesmiddel,دارو
529,Brücke::N,brug,پول
530,Brunnen::N,put,څاه
531,Brunnen::N,put,کوهی
532,Brunnen::N,bron,څاه
533,Brunnen::N,bron,کوهی
534,Weide::N,wei,وله
535,Weide::N,weide,وله
536,Pfad::N,pad,تړه
537,Weg::N,weg,لیار
538,Straße::N,baan,سړک
539,Straße::N,straat,سړک
540,Dorf::N,dorp,کلی
541,Stadt::N,stad,ښار
542,Brief::N,brief,لیک
543,Brief::N,brief,مکتوب
544,Buch::N,boek,کتاب
545,Buchstabe::N,letter,حرف
546,Buchstabe::N,letter,توری
547,Zeitung::N,krant,اخبار
548,Zeitung::N,dagblad,اخبار
549,Leben::N,leven,ژوند
550,Tod::N,dood,مرګ
551,Tod::N,dood,مړینه
552,Grab::N,graf,قبر
553,Grab::N,graf,ډورۍ
554,Kirche::N,kerk,کلیسا
555,Sünde::N,zonde,ګناه
556,Gott::N,god,خدای
557,Arbeiter::N,arbeider,کاریګر
558,Chef::N,chef,آمر
559,Meister::N,meester,استاد
560,Arzt::N,arts,طبیب
561,Arzt::N,arts,ډاکټر
562,Arzt::N,dokter,طبیب
563,Arzt::N,dokter,ډاکټر
564,Lehrer::N,leraar,معلم
565,Lehrer::N,leraar,ښوونکی
566,Lehrer::N,onderwijzer,معلم
567,Lehrer::N,onderwijzer,ښوونکی
568,Geld::N,geld,پیسې
569,Geschäft::N,zaak,سوداګري
570,Laden::N,winkel,دکان
571,Laden::N,winkel,مغازه
572,Preis::N,prijs,بیه
573,Ware::N,waar,مال
574,Nutzen::N,nut,ګټه
575,Nutzen::N,voordeel,ګټه
576,Reichtum::N,rijkdom,شتمني
577,Welt::N,wereld,نړۍ
578,Welt::N,wereld,دنیا
579,Land::N,land,هېواد
580,Staat::N,staat,دولت
581,König::N,koning,باچا
582,König::N,koning,پادشاه
583,Macht::N,macht,قدرت
584,Grenze::N,grens,حد
585,Grenze::N,grens,سرحد
586,Krieg::N,oorlog,جګړه
587,Feind::N,vijand,دښمن
588,Gewalt::N,geweld,زور
589,Gewalt::N,geweld,تشدد
590,Kampf::N,strijd,جنګ
591,Kampf::N,strijd,مبارزه
592,Kampf::N,gevecht,جنګ
593,Kampf::N,gevecht,مبارزه
594,Bogen[Waffe]::N,boog,لیندۍ
595,Pfeil::N,pijl,غشی
596,Gewehr::N,geweer,ټوپک
597,Fehler::N,fout,خطا
598,Fehler::N,fout,غلطي
599,Lüge::N,leugen,دروغ
600,Schaden::N,schade,زیان
601,Schaden::N,schade,تاوان
602,Unglück::N,tegenspoed,بدبختي
603,Schuld::N,schuld,ګناه
604,Alter::N,leeftijd,منګ
605,Schluss::N,slot,اخر
606,Zeit::N,tijd,وخت
607,Tag::N,dag,ورځ
608,Morgen::N,morgen,سبا
609,Morgen::N,morgen,سهار
610,Morgen::N,ochtend,سبا
611,Morgen::N,ochtend,سهار
612,Mittag::N,middag,غرمه
613,Abend::N,avond,ماښام
614,Nacht::N,nacht,شپه
615,Woche::N,week,اونۍ
616,Monat::N,maand,مياشت
617,Jahr::N,jaar,کال
618,Frühling::N,lente,پسرلی
619,Frühling::N,voorjaar,پسرلی
620,Sommer::N,zomer,دوبی
621,Herbst::N,herfst,منی
622,Herbst::N,herfst,خزان
623,Winter::N,winter,ژمی
624,Januar::N,januari,جنوري
625,Februar::N,februari,فبروري
626,März::N,maart,مارچ
627,April::N,april,اپریل
628,Mai::N,mei,مې
629,Juni::N,juni,جون
630,Juli::N,juli,جولای
631,August::N,augustus,اګست
632,September::N,september,سپټامبر
633,Oktober::N,oktober,اکتوبر
634,November::N,november,نومبر
635,Dezember::N,december,دسمبر
636,Montag::N,maandag,دوشنبه
637,Dienstag::N,dinsdag,سه شنبه
638,Mittwoch::N,woensdag,چارشنبه
639,Donnerstag::N,donderdag,پنجشنبه
640,Freitag::N,vrijdag,جمعه
641,Samstag::N,zaterdag,خالي
642,Sonntag::N,zondag,یکشنبه
643,groß::A,groot,لوی
644,klein::A,klein,وړوکی
645,lang::A,lang,اوړد
646,kurz::A,kort,لنډ
647,breit::A,breed,پراخه
648,schmal::A,smal,تنګ
649,dicht::A,dicht,ګڼ
650,dick[Gegenstand]::A,dik,پنډ
651,dünn::A,dun,نری
652,fein::A,fijn,نازک
653,fest::A,vast,کلک
654,fest::A,vast,ټینګ
655,flach::A,plat,هوار
656,glatt::A,glad,ښوی
657,hart::A,hard,کلک
658,weich::A,week,نرم
659,weich::A,week,پوست
660,rund::A,rond,ګرد
661,spitz::A,spits,تېره
662,spitz::A,puntig,تېره
663,scharf::A,scherp,تېز
664,scharf::A,scherp,تېره
665,stumpf::A,stomp,پڅ
666,schwer::A,zwaar,دروند
667,schön::A,mooi,ښکلی
668,schön::A,fraai,ښکلی
669,heiß::A,heet,تود
670,warm::A,warm,تود
671,kalt::A,koud,ېخ
672,kalt::A,koud,سوړ
673,kühl::A,koel,ېخ
674,kühl::A,koel,سوړ
675,frisch::A,fris,تازه
676,feucht::A,vochtig,مرطوب
677,nass::A,nat,لوند
678,trocken::A,droog,وچ
679,voll::A,vol,ډک
680,leer::A,leeg,خالی
681,offen::A,open,خلاص
682,offen::A,open,پرانیستی
683,geschlossen::A,gesloten,تړلی
684,sauber::A,net,پاک
685,sauber::A,schoon,پاک
686,schmutzig::A,vuil,چټل
687,roh::A,rauw,خام
688,reif::A,rijp,پوخ
689,reif::A,rijp,رسېدلی
690,lecker::A,lekker,خوندور
691,lecker::A,lekker,مزه دار
692,süß::A,zoet,خوږ
693,süß::A,zoet,شیرین
694,bitter::A,bitter,تریخ
695,sauer::A,zuur,ټاک
696,sauer::A,zuur,تريو
697,hell::A,licht,روڼ
698,hell::A,licht,روښان
699,hell::A,helder,روڼ
700,hell::A,helder,روښان
701,dunkel::A,donker,تیاره
702,schwarz::A,zwart,تور
703,weiß::A,wit,سپين
704,rot::A,rood,سور
705,gelb::A,geel,زېړ
706,blau::A,blauw,شین
707,blau::A,blauw,اسماني رنګه
708,grün::A,groen,زرغون
709,grau::A,grijs,خړ
710,bunt::A,bont,رنګارنګ
711,billig::A,goedkoop,ارزان
712,teuer::A,duur,ګران
713,wertvoll::A,kostbaar,قیمتي
714,wertvoll::A,waardevol,قیمتي
715,blind::A,blind,ړوند
716,taub::A,doof,کوڼ
717,kräftig::A,krachtig,قوی
718,stark::A,sterk,قوی
719,stark::A,sterk,تکړه
720,schwach::A,zwak,ضعیف
721,schwach::A,zwak,کمزوری
722,fett::A,vet,چاغ
723,schlank::A,slank,خوش اندام
724,hübsch::A,leuk,ښکلی
725,hübsch::A,leuk,ښایسته
726,böse::A,kwaad,شریر
727,böse::A,kwaad,قهرناک
728,dumm::A,dom,احمق
729,faul::A,lui,لټ
730,faul::A,lui,تنبل
731,fleißig::A,vlijtig,زحمت کښ
732,geizig::A,gierig,بخیل
733,klug::A,slim,عاقل
734,klug::A,slim,هوښیار
735,klug::A,schrander,عاقل
736,klug::A,schrander,هوښیار
737,klug::A,verstandig,عاقل
738,klug::A,verstandig,هوښیار
739,geschickt::A,handig,ماهر
740,geschickt::A,vaardig,ماهر
741,lieb::A,lief,عزیز
742,lieb::A,lief,محبوب
743,lustig::A,vrolijk,خوشحال
744,sanft::A,zacht,پوست
745,sanft::A,zacht,ملایم
746,hungrig::A,hongerig,وږی
747,krank::A,ziek,مريض
748,krank::A,ziek,ناروغ
749,nackt::A,naakt,لوڅ
750,traurig::A,treurig,غمجن
751,traurig::A,bedroefd,غمجن
752,lebendig::A,levend,ژوندی
753,gut::A,goed,ښه
754,schlecht::A,slecht,بد
755,schlecht::A,slecht,خراب
756,richtig::A,juist,سم
757,richtig::A,juist,صحیح
758,schlimm::A,erg,بد
759,schlimm::A,erg,مخوف
760,schlimm::A,kwaad,بد
761,schlimm::A,kwaad,مخوف
762,wahr::A,waar,واقعي
763,alt::A,oud,زوړ
764,neu::A,nieuw,نوی
765,ehemalig::A,voormalig,پخوانی
766,alt[Lebewesen]::A,oud,زوړ
767,jung::A,jong,ځوان
768,arm::A,arm,غریب
769,arm::A,arm,بې وزله
770,reich::A,rijk,شتمن
771,reich::A,rijk,دولتمند
772,bekannt::A,bekend,اشنا
773,berühmt::A,beroemd,مشهور
774,fremd::A,vreemd,پردی
775,fremd::A,vreemd,بېګانه
776,verschieden::A,verscheiden,مختلف
777,verschieden::A,verschillend,مختلف
778,nah::A,nabij,نژدې
779,nah::A,nabijgelegen,نژدې
780,fern::A,ver,لیری
781,linker::A,linker,چپ
782,linker::A,linker,کیڼ
783,rechter::A,rechter,ښی
784,anderer::A,andere,بل
785,erster::A,eerste,لومړی
786,zweiter::A,tweede,دوهم
787,dritter::A,derde,درېم
788,letzter::A,laatste,آخرنی
789,letzter::A,laatste,وروستی
790,allein::ADV,alleen,یوازې
791,auf einmal::ADV,ineens,په یوه وخت کی
792,auf einmal::ADV,tegelijk,په یوه وخت کی
793,zusammen::ADV,samen,یو ځای
794,zusammen::ADV,bijeen,یو ځای
795,lange::ADV,lang,ډېر وخت
796,lange::ADV,lang,ډېره موده
797,plötzlich::ADV,eensklaps,ناببره
798,plötzlich::ADV,eensklaps,یوناڅاپه
799,plötzlich::ADV,plotsklaps,ناببره
800,plötzlich::ADV,plotsklaps,یوناڅاپه
801,sofort::ADV,terstond,فوراً
802,sofort::ADV,terstond,سمدلاسه
803,sofort::ADV,aanstonds,فوراً
804,sofort::ADV,aanstonds,سمدلاسه
805,sofort::ADV,onmiddelijk,فوراً
806,sofort::ADV,onmiddelijk,سمدلاسه
807,später::ADV,later,وروسته
808,jetzt::ADV,nu,اوس
809,jetzt::ADV,nou,اوس
