,Concept_ID,kl,lv
282,Blume::N,naasoq,zieds
283,Gras::N,ivigaq,турун
284,Gras::N,ivigaq,zāle
285,Wurzel::N,niulutaq,вуж
286,Wurzel::N,niulutaq,sakne
287,Baum::N,orpik,пу
288,Baum::N,orpik,koks
289,Stamm::N,kanaartaq,пучер
290,Stamm::N,kanaartaq,stumbrs
291,Rinde::N,ameraq,кырсь
292,Rinde::N,ameraq,miza
293,Ast::N,avalequt,ув
294,Ast::N,avalequt,zars
295,Zweig::N,avalequt,вож
296,Zweig::N,avalequt,nozare
297,Blatt::N,pilutaq,кор
298,Blatt::N,pilutaq,lapa
299,Birke::N,patitsit,кыдз
300,Birke::N,patitsit,bērzs
301,Weide[Baum]::N,palleq,бадь
302,Weide[Baum]::N,palleq,kārkls
303,Tanne::N,orsuerneq,коз
304,Tanne::N,orsuerneq,egle
305,Horn::N,nassuk,сюр
306,Horn::N,nassuk,rags
307,Feder::N,suluk,гӧн
308,Feder::N,suluk,тывборд
309,Feder::N,suluk,spalva
310,Fell::N,ameq,ку
311,Fell::N,ameq,āda
312,Flügel::N,suluk,борд
313,Flügel::N,suluk,spārns
314,Flügel::N,isaroq,борд
315,Flügel::N,isaroq,spārns
316,Klaue::N,kukik,гыж
317,Klaue::N,kukik,nags
318,Kralle::N,kukik,гыж
319,Kralle::N,kukik,nags
320,Schwanz::N,pamioq,бӧж
321,Schwanz::N,pamioq,ļipa
322,Schwanz::N,paperuusaq,бӧж
323,Schwanz::N,paperuusaq,ļipa
324,Ei::N,mannik,кольк
325,Ei::N,mannik,ola
326,Nest::N,ullut,поз
327,Nest::N,ullut,ligzda
328,Bau::N,ini,горс
329,Bau::N,ini,пырмӧс
330,Bau::N,ini,гу
331,Bau::N,ini,ala
332,Tier::N,uumasoq,пемӧс
333,Tier::N,uumasoq,dzīvnieks
334,Herde::N,unguukkat,стада
335,Herde::N,unguukkat,кельӧб
336,Herde::N,unguukkat,ganāmpulks
337,Kuh::N,ussik,мӧс
338,Kuh::N,ussik,govs
339,Bulle::N,angukulak,ӧш
340,Bulle::N,angukulak,bullis
341,Bulle::N,anguteralak,ӧш
342,Bulle::N,anguteralak,bullis
343,Bulle::N,angutikulooq,ӧш
344,Bulle::N,angutikulooq,bullis
345,Schaf::N,sava,ыж
346,Schaf::N,sava,aita
347,Schwein::N,puuluki,порсь
348,Schwein::N,puuluki,cūka
349,Hund::N,qimmeq,пон
350,Hund::N,qimmeq,suns
351,Katze::N,puisaaq,кань
352,Katze::N,puisaaq,kaķis
353,Bär::N,allaq,ош
354,Bär::N,allaq,lācis
355,Eichhörnchen::N,sissinnguaq,ур
356,Eichhörnchen::N,sissinnguaq,vāvere
357,Fuchs::N,terianniaq,руч
358,Fuchs::N,terianniaq,lapsa
359,Hase::N,ukaleq,кӧч
360,Hase::N,ukaleq,zaķis
361,Maus::N,teriannguaq,шыр
362,Maus::N,teriannguaq,pele
363,Wolf::N,amaroq,кӧин
364,Wolf::N,amaroq,vilks
365,Vogel::N,timmiaq,кай
366,Vogel::N,timmiaq,лэбач
367,Vogel::N,timmiaq,putns
368,Huhn::N,kukkukooq,курӧг
369,Huhn::N,kukkukooq,vista
370,Huhn::N,marloraaqaaq,курӧг
371,Huhn::N,marloraaqaaq,vista
372,Hahn::N,kiasiusaq,петук
373,Hahn::N,kiasiusaq,gailis
374,Gans::N,nerleq,дзодзӧг
375,Gans::N,nerleq,zoss
376,Adler::N,nattoralik,кутш
377,Adler::N,nattoralik,ērglis
378,Eule::N,uppik,сюзь
379,Eule::N,uppik,pūce
380,Kranich::N,qorlorfik,тури
381,Kranich::N,qorlorfik,dzērve
382,Krähe::N,tuluatsiaq,рака
383,Krähe::N,tuluatsiaq,vārna
384,Kuckuck::N,kukkooq,кӧк
385,Kuckuck::N,kukkooq,dzeguze
386,Schwan::N,qussuk,юсь
387,Schwan::N,qussuk,gulbis
388,Fisch::N,aalisagaq,чери
389,Fisch::N,aalisagaq,zivs
390,Schlange[Tier]::N,pulateriarsuk,кый
391,Schlange[Tier]::N,pulateriarsuk,čūska
392,Schlange[Tier]::N,pulateriaarsuk,кый
393,Schlange[Tier]::N,pulateriaarsuk,čūska
394,Spinne::N,aasiaq,черань
395,Spinne::N,aasiaq,zirneklis
396,Spinne::N,nissavaarsuk,черань
397,Spinne::N,nissavaarsuk,zirneklis
398,Ameise::N,uniaaluk,кодзувкот
399,Ameise::N,uniaaluk,skudra
400,Laus::N,kumak,той
401,Laus::N,kumak,uts
402,Mücke::N,ippernaq,ном
403,Mücke::N,ippernaq,ods
404,Fliege::N,ippernaq,гут
405,Fliege::N,ippernaq,muša
406,Schmetterling::N,paluaq,бобув
407,Schmetterling::N,paluaq,tauriņš
408,Schmetterling::N,pakkaluaq,бобув
409,Schmetterling::N,pakkaluaq,tauriņš
410,Schmetterling::N,utsuppaluaq,бобув
411,Schmetterling::N,utsuppaluaq,tauriņš
412,Schmetterling::N,taqaleqisaaq,бобув
413,Schmetterling::N,taqaleqisaaq,tauriņš
414,Beere::N,paarmaq,тусь
415,Beere::N,paarmaq,вотӧс
416,Beere::N,paarmaq,oga
417,Beere::N,paarngaq,тусь
418,Beere::N,paarngaq,вотӧс
419,Beere::N,paarngaq,oga
420,Apfel::N,iipili,яблӧг
421,Apfel::N,iipili,ābols
422,Pilz::N,anngiusaq,тшак
423,Pilz::N,anngiusaq,sēne
424,Zwiebel::N,uanitsoq,луккок
425,Zwiebel::N,uanitsoq,йӧнгыль
426,Zwiebel::N,uanitsoq,sīpols
427,Saat::N,naatsiiassaq,тусь
428,Saat::N,naatsiiassaq,кӧйдыс
429,Saat::N,naatsiiassaq,sēkla
430,Korn::N,maannineq,тусь
431,Korn::N,maannineq,grauds
432,Schale::N,niutsivik,кор
433,Schale::N,niutsivik,čaula
434,Schale::N,niutsivik,čaumala
435,Schale::N,ilulissaq qaartussaq,кор
436,Schale::N,ilulissaq qaartussaq,čaula
437,Schale::N,ilulissaq qaartussaq,čaumala
438,Grube::N,itersaq,гу
439,Grube::N,itersaq,bedre
440,Falle::N,pualavoq,лэч
441,Falle::N,pualavoq,slazds
442,Falle::N,pualavoq,lamatas
443,Schlinge::N,orseq,лэч
444,Schlinge::N,orseq,cilpa
445,Schlinge::N,norloq,лэч
446,Schlinge::N,norloq,cilpa
447,Spur::N,tumaa,туй
448,Spur::N,tumaa,pēda
449,Asche::N,arsat,пӧм
450,Asche::N,arsat,pelni
451,Dreck::N,minguk,няйт
452,Dreck::N,minguk,dubļi
453,Eisen::N,savimineq,кӧрт
454,Eisen::N,savimineq,dzelzs
455,Eisen::N,saffiugassaq,кӧрт
456,Eisen::N,saffiugassaq,dzelzs
457,Gold::N,kuulti,зарни
458,Gold::N,kuulti,zelts
459,Silber::N,siilviuvoq,эзысь
460,Silber::N,siilviuvoq,sudrabs
461,Kohle::N,aamarsuit aamaruutissat,шом
462,Kohle::N,aamarsuit aamaruutissat,ogle
463,Glas::N,igalaaq,стеклӧ
464,Glas::N,igalaaq,stikls
465,Glas::N,imertarfik,стеклӧ
466,Glas::N,imertarfik,stikls
467,Glas::N,igalaamineq,стеклӧ
468,Glas::N,igalaamineq,stikls
469,Lehm::N,marraq,сёй
470,Lehm::N,marraq,māls
471,Sand::N,sioqqat,лыа
472,Sand::N,sioqqat,smiltis
473,Mensch::N,inuk,морт
474,Mensch::N,inuk,cilvēks
475,Mensch::N,silamiu,морт
476,Mensch::N,silamiu,cilvēks
477,Mann::N,angut,аймӧрт
478,Mann::N,angut,мужичӧй
479,Mann::N,angut,vīrietis
480,Frau::N,arnaq,ань
481,Frau::N,arnaq,нывбаба
482,Frau::N,arnaq,sieviete
483,Kind::N,meeraq,кага
484,Kind::N,meeraq,bērns
485,Junge::N,nukappiaraq,пи
486,Junge::N,nukappiaraq,zēns
487,Junge::N,nukappiaraq,puika
488,Junge::N,nukappiaraq,puisis
489,Mädchen::N,arnannguaq,ныв
490,Mädchen::N,arnannguaq,meiča
491,Mädchen::N,arnannguaq,skuķis
492,Mädchen::N,arnannguaq,meitene
493,Familie::N,ilaqutakka,семья
494,Familie::N,ilaqutakka,ģimene
495,Familie::N,ilaqutariit,семья
496,Familie::N,ilaqutariit,ģimene
497,Großvater::N,aatak,пӧль
498,Großvater::N,aatak,vecaistēvs
499,Großmutter::N,aanaq,баб
500,Großmutter::N,aanaq,vecāmāte
501,Eltern::N,angajoqqaat,ай-мам
502,Eltern::N,angajoqqaat,бать-мам
503,Eltern::N,angajoqqaat,vecāki
504,Vater::N,ataata,бать
505,Vater::N,ataata,ай
506,Vater::N,ataata,tēvs
507,Vater::N,ataataq,бать
508,Vater::N,ataataq,ай
509,Vater::N,ataataq,tēvs
510,Mutter::N,anaana,мам
511,Mutter::N,anaana,māte
512,Sohn::N,erneq,пи
513,Sohn::N,erneq,dēls
514,Tochter::N,panik,ныв
515,Tochter::N,panik,meita
516,Bruder::N,ani,вок
517,Bruder::N,ani,brālis
518,Bruder::N,aqqaluk,вок
519,Bruder::N,aqqaluk,brālis
520,Bruder::N,qatanngut,вок
521,Bruder::N,qatanngut,brālis
522,Schwester::N,naja,чой
523,Schwester::N,naja,māsa
524,Schwester::N,aleqa,чой
525,Schwester::N,aleqa,māsa
526,Schwester::N,qatanngut,чой
527,Schwester::N,qatanngut,māsa
528,Onkel::N,akkak,дядь
529,Onkel::N,akkak,tēvocis
530,Tante::N,aja,тьӧт
531,Tante::N,aja,tante
532,Tante::N,ajak,тьӧт
533,Tante::N,ajak,tante
534,Tante::N,atsak,тьӧт
535,Tante::N,atsak,tante
536,Ehemann::N,ui,верӧс
537,Ehemann::N,ui,vīrs
538,Ehefrau::N,nuliaq,гӧтыр
539,Ehefrau::N,nuliaq,sieva
540,Freude::N,tipaatsussuseq,радлун
541,Freude::N,tipaatsussuseq,prieks
542,Gelächter::N,illaq,серам
543,Gelächter::N,illaq,smiekli
544,Glück::N,usornaat,шуд
545,Glück::N,usornaat,laime
546,Glück::N,usornarsuseq,шуд
547,Glück::N,usornarsuseq,laime
548,Wunsch::N,kissaat,кӧсйӧм
549,Wunsch::N,kissaat,vēlme
550,Wunsch::N,kissaat,vēlējums
551,Lust::N,illigussuseq,кыскӧм
552,Lust::N,illigussuseq,радейтӧм
553,Lust::N,illigussuseq,kāre
554,Lust::N,piummaseq,кыскӧм
555,Lust::N,piummaseq,радейтӧм
556,Lust::N,piummaseq,kāre
557,Geist::N,anerneq,лов
558,Geist::N,anerneq,gars
559,Geist::N,toornaq,лов
560,Geist::N,toornaq,gars
561,Gedanke::N,isumassaq,мӧвп
562,Gedanke::N,isumassaq,doma
563,Gedächtnis::N,eqqaamannissuseq,паметь
564,Gedächtnis::N,eqqaamannissuseq,atmiņa
565,Verstand::N,isuma,вежӧр
566,Verstand::N,isuma,prāts
567,Verstand::N,sianissut,вежӧр
568,Verstand::N,sianissut,prāts
569,Verstand::N,misigissut,вежӧр
570,Verstand::N,misigissut,prāts
571,Verstand::N,sianissuseq,вежӧр
572,Verstand::N,sianissuseq,prāts
573,Verstand::N,silaqassuseq,вежӧр
574,Verstand::N,silaqassuseq,prāts
575,Sinn::N,isuma,мог
576,Sinn::N,isuma,вежӧртас
577,Sinn::N,isuma,nozīme
578,Grund::N,patsit,помка
579,Grund::N,patsit,pamats
580,Grund::N,patsit,iemesls
581,Wahrheit::N,sallusuissut,збыль
582,Wahrheit::N,sallusuissut,збыльтор
583,Wahrheit::N,sallusuissut,taisnība
584,Wahrheit::N,sallusuissut,patiesība
585,Märchen::N,oqalualaarut,мойд
586,Märchen::N,oqalualaarut,pasaka
587,Märchen::N,oqaluasaaq,мойд
588,Märchen::N,oqaluasaaq,pasaka
589,Erzählung::N,oqaluttuaq,висьт
590,Erzählung::N,oqaluttuaq,stāsts
591,Erzählung::N,oqaluttuaq,nostāsts
592,Nachricht::N,oqaassut,юӧртӧм
593,Nachricht::N,oqaassut,ziņa
594,Nachricht::N,oqqersuut,юӧртӧм
595,Nachricht::N,oqqersuut,ziņa
596,Neuigkeit::N,tusarnartaq,выльтор
597,Neuigkeit::N,tusarnartaq,jaunums
598,Name::N,ateq,ним
599,Name::N,ateq,vārds
600,Rätsel::N,nalorsitsaarut,нӧдкыв
601,Rätsel::N,nalorsitsaarut,mīkla
602,Rede::N,oqaluuseq,сёрни
603,Rede::N,oqaluuseq,runa
604,Sprache::N,oqaatsit,кыв
605,Sprache::N,oqaatsit,valoda
606,Stimme::N,erinaq,гӧлӧс
607,Stimme::N,erinaq,вом шы
608,Stimme::N,erinaq,balss
609,Stimme::N,qarluuseq,гӧлӧс
610,Stimme::N,qarluuseq,вом шы
611,Stimme::N,qarluuseq,balss
612,Wort::N,oqaasii,кыв
613,Wort::N,oqaasii,vārds
614,Zeichen::N,nalunaaqqut,пас
615,Zeichen::N,nalunaaqqut,zīme
616,Ruf::N,qaaqqussut,чукӧстчӧм
617,Ruf::N,qaaqqussut,корӧм
618,Ruf::N,qaaqqussut,sauciens
619,Lärm::N,perpaluk,шы
620,Lärm::N,perpaluk,зык
621,Lärm::N,perpaluk,зычитӧм
622,Lärm::N,perpaluk,troksnis
623,Laut::N,torsukattak,шы
624,Laut::N,torsukattak,skaņa
625,Ton::N,erinaq,шы
626,Ton::N,erinaq,tonis
627,Lied::N,taalliaq,сьылан
628,Lied::N,taalliaq,сьыланкыв
629,Lied::N,taalliaq,dziesma
630,Lied::N,erinarsuut,сьылан
631,Lied::N,erinarsuut,сьыланкыв
632,Lied::N,erinarsuut,dziesma
633,Ruhe::N,qatsunganeq,чӧв
634,Ruhe::N,qatsunganeq,miers
635,Leute::N,inuiak,йӧз
636,Leute::N,inuiak,войтыр
637,Leute::N,inuiak,ļaudis
638,Leute::N,inuiak,cilvēki
639,Leute::N,inuiaqatigiit,йӧз
640,Leute::N,inuiaqatigiit,войтыр
641,Leute::N,inuiaqatigiit,ļaudis
642,Leute::N,inuiaqatigiit,cilvēki
643,Volk::N,inuiaat,йӧз
644,Volk::N,inuiaat,войтыр
645,Volk::N,inuiaat,tauta
646,Arbeit::N,suliaq,удж
647,Arbeit::N,suliaq,darbs
648,Gast::N,qaaqqusaq,гӧсть
649,Gast::N,qaaqqusaq,viešņa
650,Gast::N,qaaqqusaq,ciemiņš
651,Geschenk::N,pajugut,козин
652,Geschenk::N,pajugut,dāvana
653,Hilfe::N,annertoqqut,отсӧг
654,Hilfe::N,annertoqqut,palīdzība
655,Freund::N,tiliaq,ёрт
656,Freund::N,tiliaq,draugs
657,Freund::N,ikinngut,ёрт
658,Freund::N,ikinngut,draugs
659,Kamerad::N,tiliaq,ёрт
660,Kamerad::N,tiliaq,biedrs
661,Kamerad::N,ikinngut,ёрт
662,Kamerad::N,ikinngut,biedrs
663,Art::N,ileqquuseq,сикас
664,Art::N,ileqquuseq,suga
665,Art::N,ileqquuseq,šķira
666,Stück::N,nakkaalaniku,тор
667,Stück::N,nakkaalaniku,gabals
668,Teil::N,tassiaasat,юкӧн
669,Teil::N,tassiaasat,daļa
670,Hälfte::N,affaq,пӧв
671,Hälfte::N,affaq,джын
672,Hälfte::N,affaq,puse
673,Kreis::N,kaajaluinneq or kaajaluitsoq,кытш
674,Kreis::N,kaajaluinneq or kaajaluitsoq,aplis
675,Kreis::N,kaajaluinneq or kaajaluitsoq,riņķis
676,Kreuz::N,sanningasulik,перна
677,Kreuz::N,sanningasulik,крест
678,Kreuz::N,sanningasulik,krusts
679,Linie::N,tittaq,визь
680,Linie::N,tittaq,līnija
681,Linie::N,titarneq,визь
682,Linie::N,titarneq,līnija
683,Abstand::N,aku,кост
684,Abstand::N,aku,коласт
685,Abstand::N,aku,atstarpe
686,Abstand::N,ikiaq,кост
687,Abstand::N,ikiaq,коласт
688,Abstand::N,ikiaq,atstarpe
689,Entfernung::N,asi,ылна
690,Entfernung::N,asi,attālums
691,Entfernung::N,asi,atstatums
692,Gegend::N,nuna,му-ва
693,Gegend::N,nuna,apvidus
694,Gegend::N,nuna,apgabals
695,Platz::N,ini,ылдӧс
696,Platz::N,ini,йир
697,Platz::N,ini,гӧгӧртас
698,Platz::N,ini,vieta
699,Platz::N,inissaq,ылдӧс
700,Platz::N,inissaq,йир
701,Platz::N,inissaq,гӧгӧртас
702,Platz::N,inissaq,vieta
703,Ort::N,sumiiffik,ин
704,Ort::N,sumiiffik,места
705,Ort::N,sumiiffik,vieta
706,Seite::N,saneraq,бок
707,Seite::N,saneraq,ӧтарладор
708,Seite::N,saneraq,sāns
709,Mitte::N,qiteq,шӧр
710,Mitte::N,qiteq,vidus
711,Sache::N,pigisaq,добра
712,Sache::N,pigisaq,lieta
713,Rand::N,sini,дор
714,Rand::N,sini,mala
715,Rand::N,sini,apmale
716,Rand::N,akerfineq,дор
717,Rand::N,akerfineq,mala
718,Rand::N,akerfineq,apmale
719,Kante::N,akerfineq,дор
720,Kante::N,akerfineq,šķautne
721,Ecke::N,teqeqqoq,пельӧс
722,Ecke::N,teqeqqoq,kakts
723,Ecke::N,teqeqqoq,stūris
724,Ecke::N,tikeqqoq,пельӧс
725,Ecke::N,tikeqqoq,kakts
726,Ecke::N,tikeqqoq,stūris
727,Spitze::N,inngik,йыв
728,Spitze::N,inngik,smaile
729,Spitze::N,inngik,galotne
730,Ende::N,isu,пом
731,Ende::N,isu,gals
