,Concept_ID,sv,fa
72,Sonne::N,sol,خورشید
73,Mond::N,måne,ماه
74,Stern::N,stjärna,ستاره
75,Luft::N,luft,هوا
76,Wind::N,vind,باد
77,Welle::N,våg,موج
78,Welle::N,bölja,موج
79,Wasser::N,vatten,آب
80,Stein::N,sten,سنگ
81,Boden::N,mark,زمین
82,Erde::N,jord,خاک
83,Erde::N,jord,زمین
84,Staub::N,damm,گرد
85,Staub::N,damm,غبار
86,Rauch::N,rök,دود
87,Funke::N,gnista,جرقه
88,Feuer::N,eld,آتش
89,Licht::N,ljus,نور
90,Licht::N,ljus,روشنی
91,Schatten::N,skugga,سایه
92,Wetter::N,väder,هوا
93,Nebel::N,dimma,مه
94,Nebel::N,töcken,مه
95,Wolke::N,sky,ابر
96,Wolke::N,moln,ابر
97,Regen::N,regn,باران
98,Schnee::N,snö,برف
99,Eis::N,is,یخ
100,Frost::N,frost,یخبندان
101,Kälte::N,köld,سرما
102,Hitze::N,hetta,گرما
103,Hitze::N,hetta,حرارت
104,Raureif::N,rimfrost,برف ریزه
105,Regenbogen::N,regnbåge,رنگین‌کمان
106,Donner::N,åska,رعد
107,Donner::N,dunder,رعد
108,Strömung::N,strömning,جریان
109,Tropfen::N,dropper,قطره
110,Schaum::N,skum,کف
111,Schmutz::N,lort,گل
112,Schmutz::N,lort,کثافت
113,Schmutz::N,smuts,گل
114,Schmutz::N,smuts,کثافت
115,See::N,sjö,دریاچه
116,Sumpf::N,träsk,مرداب
117,Sumpf::N,träsk,باتلاق
118,Moor::N,myr,باتلاق
119,Moor::N,mosse,باتلاق
120,Wiese::N,äng,چمن
121,Wald::N,skog,جنگل
122,Hügel::N,höjd,تل
123,Hügel::N,höjd,تپه
124,Hügel::N,kulle,تل
125,Hügel::N,kulle,تپه
126,Anhöhe::N,höjd,بلندی
127,Anhöhe::N,backe,بلندی
128,Berg::N,berg,کوه
129,Berg::N,fjäll,کوه
130,Gipfel::N,topp,قله
131,Höhle::N,håla,غار
132,Höhle::N,grotta,غار
133,Abhang::N,slänt,سرازیری
134,Abhang::N,sluttning,سرازیری
135,Quelle::N,källa,چشمه
136,Bach::N,bäck,نهر
137,Fluss::N,älv,رود
138,Fluss::N,flod,رود
139,Ufer::N,strand,ساحل
140,Ufer::N,strand,کرانه
141,Küste::N,kust,ساحل
142,Festland::N,fastland,خشکی
143,Meer::N,hav,دریا
144,Bucht::N,vik,خلیج
145,Bucht::N,bukt,خلیج
146,Insel::N,ö,جزیره
147,Blume::N,blomma,گل
148,Blume::N,blomster,گل
149,Gras::N,gräs,علف
150,Wurzel::N,rot,ریشه
151,Baum::N,träd,درخت
152,Stamm::N,stam,تنه
153,Rinde::N,bark,توژ
154,Rinde::N,bark,پوست
155,Ast::N,gren,شاخه
156,Zweig::N,kvist,شاخه
157,Blatt::N,löv,برگ
158,Blatt::N,blad,برگ
159,Birke::N,björk,غان
160,Kiefer[Baum]::N,tall,کاج
161,Weide[Baum]::N,pil,بید
162,Weide[Baum]::N,vide,بید
163,Tanne::N,gran,صنوبر
164,Horn::N,horn,شاخ
165,Feder::N,fjäder,پر
166,Fell::N,fäll,خز
167,Fell::N,skinn,خز
168,Flügel::N,vinge,پر
169,Flügel::N,vinge,بال
170,Klaue::N,klöv,چنگ
171,Klaue::N,klöv,پنجه
172,Kralle::N,klo,پنجه
173,Schwanz::N,svans,دم
174,Schwanz::N,stjärt,دم
175,Ei::N,ägg,تخم
176,Nest::N,rede,لانه
177,Nest::N,näste,لانه
178,Bau::N,bo,بنا
179,Bau::N,bo,ساختمان
180,Tier::N,djur,هیوان
181,Herde::N,flock,رمه
182,Kuh::N,ko,گاو
183,Bulle::N,tjur,گاو نر
184,Pferd::N,häst,اسب
185,Schaf::N,får,گوسفند
186,Schwein::N,svin,خوک
187,Hund::N,hund,سگ
188,Katze::N,katt,گربه
189,Bär::N,björn,خرس
190,Eichhörnchen::N,ekorre,سنجاب
191,Elch::N,älg,گوزن شمالی
192,Fuchs::N,räv,روباه
193,Hase::N,hare,خرگوش
194,Maus::N,mus,موش
195,Wolf::N,varg,گرگ
196,Vogel::N,fågel,پرنده
197,Schwarm::N,svärm,دسته
198,Huhn::N,höns,مرغ
199,Hahn::N,tupp,خروس
200,Gans::N,gås,غاز
201,Adler::N,örn,عقاب
202,Ente::N,anka,اردک
203,Ente::N,anka,مرغابی
204,Eule::N,uggla,جغد
205,Kranich::N,trana,درنا
206,Krähe::N,kråka,زاغ
207,Krähe::N,kråka,کلاغ
208,Kuckuck::N,gök,فاخته
209,Schwan::N,svan,قو
210,Fisch::N,fisk,ماهی
211,Barsch::N,abborre,ماهی خاردار
212,Hecht::N,gädda,اردک ماهی
213,Schlange[Tier]::N,orm,مار
214,Wurm::N,mask,کرم
215,Spinne::N,spindel,عنکبوت
216,Ameise::N,myra,مورچه
217,Laus::N,lus,شپش
218,Mücke::N,mygga,پشه
219,Fliege::N,fluga,مگس
220,Schmetterling::N,fjäril,پروانه
221,Beere::N,bär,گیله
222,Apfel::N,äpple,سیب
223,Pilz::N,svamp,قارچ
224,Zwiebel::N,lök,پیاز
225,Saat::N,sådd,بذر
226,Korn::N,korn,تخم
227,Korn::N,korn,دانه
228,Heu::N,hö,علف خشک
229,Schale::N,skal,پوست
230,Grube::N,grop,گودال
231,Falle::N,fälla,دام
232,Schlinge::N,snara,حلقه
233,Spur::N,spår,رد
234,Asche::N,aska,خاکستر
235,Dreck::N,lort,کثافت
236,Eisen::N,järn,آهن
237,Gold::N,guld,زر
238,Gold::N,guld,طلا
239,Silber::N,silver,نقره
240,Kohle::N,kol,زغال
241,Glas::N,glas,شیشه
242,Lehm::N,lera,گل
243,Sand::N,sand,شن
244,Sand::N,sand,ماسه
245,Mensch::N,människa,آدم
246,Mensch::N,människa,انسان
247,Mann::N,man,مرد
248,Frau::N,kvinna,زن
249,Kind::N,barn,بچه
250,Kind::N,barn,کودک
251,Junge::N,pojke,پسر
252,Mädchen::N,flicka,دختر
253,Familie::N,familj,فامیل
254,Familie::N,familj,خانواده
255,Großvater::N,morfar,پدربزرگ
256,Großmutter::N,farmor,مادر‌بزرگ
257,Eltern::N,föräldrar,والدین
258,Eltern::N,föräldrar,پدر‌و‌مادر
259,Vater::N,far,پدر
260,Mutter::N,mor,مادر
261,Sohn::N,son,پسر
262,Tochter::N,dotter,دختر
263,Bruder::N,bror,برادر
264,Schwester::N,syster,خواهر
265,Onkel::N,morbror,عمو
266,Onkel::N,morbror,دایی
267,Tante::N,tant,عمه
268,Tante::N,tant,خاله
269,Ehemann::N,äkta man,همسر
270,Ehefrau::N,hustru,همسر
271,Freude::N,fröjd,شادی
272,Freude::N,glädje,شادی
273,Gelächter::N,åtlöje,خنده
274,Gelächter::N,åtlöje,قاه‌قاه
275,Glück::N,lycka,اقبال
276,Kummer::N,sorg,غم
277,Kummer::N,sorg,غصه
278,Wunsch::N,önskan,آرزو
279,Lust::N,lust,هوس
280,Geist::N,ande,روح
281,Gedanke::N,tanke,فکر
282,Gedächtnis::N,minne,حافظه
283,Verstand::N,förstånd,هوش
284,Sinn::N,mening,معنا
285,Sinn::N,mening,مفهوم
286,Sinn::N,betydelse,معنا
287,Sinn::N,betydelse,مفهوم
288,Grund::N,skäl,سبب
289,Grund::N,skäl,دلیل
290,Grund::N,grund,سبب
291,Grund::N,grund,دلیل
292,Wahrheit::N,sanning,حقیقت
293,Gespräch::N,samtal,صحبت
294,Gespräch::N,samtal,گفتگو
295,Märchen::N,saga,قصه
296,Märchen::N,saga,افسانه
297,Erzählung::N,berättelse,داستان
298,Nachricht::N,meddelande,خبر
299,Neuigkeit::N,nyhet,خبر تازه
300,Name::N,namn,اسم
301,Rätsel::N,gåta,معما
302,Rede::N,tal,سخن
303,Sprache::N,språk,زبان
304,Stimme::N,stämma,صدا
305,Wort::N,ord,کلمه
306,Zeichen::N,tecken,نشان
307,Zeichen::N,tecken,علامت
308,Ruf::N,rop,صدا
309,Lärm::N,bråk,هیاهو
310,Lärm::N,oväsen,هیاهو
311,Laut::N,ljud,صدا
312,Ton::N,ton,آهنگ
313,Lied::N,sång,آواز
314,Lied::N,sång,ترانه
315,Ruhe::N,ro,آرامش
316,Ruhe::N,lugn,آرامش
317,Leute::N,folk,مردم
318,Volk::N,folk,خلق
319,Arbeit::N,arbete,کار
320,Gast::N,gäst,مهمان
321,Geschenk::N,gåva,هدیه
322,Geschenk::N,present,هدیه
323,Spiel::N,lek,بازی
324,Spiel::N,spel,بازی
325,Gesellschaft::N,sällskap,جمعیت
326,Hilfe::N,hjälp,کمک
327,Freund::N,vän,دوست
328,Kamerad::N,kamrat,رفیق
329,Angelegenheit::N,ärende,امر
330,Angelegenheit::N,ärende,قضیه
331,Angelegenheit::N,angelägenhet,امر
332,Angelegenheit::N,angelägenhet,قضیه
333,Anzahl::N,antal,عده
334,Anzahl::N,antal,شمار
335,Art::N,art,نوع
336,Art::N,slag,نوع
337,Stück::N,stycke,تکه
338,Stück::N,stycke,قطعه
339,Teil::N,del,بخش
340,Teil::N,del,قسمت
341,Hälfte::N,halva,نیم
342,Kreis::N,krets,حلقه
343,Kreis::N,krets,دایره
344,Kreis::N,cirkel,حلقه
345,Kreis::N,cirkel,دایره
346,Kreuz::N,kors,صلیب
347,Kreuz::N,kryss,صلیب
348,Linie::N,linje,خط
349,Linie::N,linje,سطر
350,Strich::N,streck,خط
351,Abstand::N,avstånd,فاصله
352,Entfernung::N,avstånd,مسافت
353,Gegend::N,trakt,منطقه
354,Platz::N,plats,گنجایش
355,Ort::N,plats,جا
356,Ort::N,plats,محل
357,Ort::N,plats,مکان
358,Ort::N,ställe,جا
359,Ort::N,ställe,محل
360,Ort::N,ställe,مکان
361,Seite::N,sida,طرف
362,Mitte::N,mitt,وسط
363,Mitte::N,mitt,میان
364,Gegenstand::N,föremål,چیز
365,Sache::N,sak,چیز
366,Rand::N,rand,کنار
367,Rand::N,rand,حاشیه
368,Kante::N,kant,لبه
369,Ecke::N,vrå,گوشه
370,Ecke::N,hörn,گوشه
371,Spitze::N,spets,سر
372,Spitze::N,spets,نوک
373,Ende::N,ända,ته
374,Ende::N,ända,آخر
375,Loch::N,hål,سوراخ
376,Winkel::N,vinkel,کنج
377,Muster::N,mönster,نقش
378,Größe::N,storlek,قد
379,Größe::N,storlek,بزرگی
380,Länge::N,längd,طول
381,Höhe::N,höjd,بلندی
382,Gewicht::N,tyngd,وزن
383,Menge::N,mängd,مقدار
384,Menge::N,mängd,اندازه
385,Haufen::N,hög,توده
386,Reihe::N,rad,ردیف
387,Boot::N,båt,قایق
388,Ruder::N,åra,پارو
389,Schlitten::N,släde,سورتمه
390,Ski::N,skida,اسکی
391,Lagerfeuer::N,lägereld,آتش
392,Last::N,last,بار
393,Last::N,last,سنگینی
394,Last::N,börda,بار
395,Last::N,börda,سنگینی
396,Gang::N,gång,راه رفتن
397,Schritt::N,steg,قدم
398,Norden::N,norr,شمال
399,Süden::N,söder,جنوب
400,Westen::N,väster,غرب
401,Osten::N,öster,شرق
402,Holz::N,trä,چوب
403,Brett::N,bräda,تخته
404,Platte::N,platta,صفحه
405,Stütze::N,stöd,تکیه
406,Stütze::N,stötta,تکیه
407,Stange::N,stång,میله
408,Stock::N,käpp,چوب
409,Stock::N,pinne,چوب
410,Stab::N,stav,عصا
411,Rohr::N,rör,لوله
412,Haus::N,hus,منزل
413,Heim::N,hem,خانه
414,Heim::N,hem,کاشانه
415,Ofen::N,ugn,بخاری
416,Fußboden::N,golv,کف اتاق
417,Tisch::N,bord,میز
418,Stuhl::N,stol,صندلی
419,Wiege::N,vagga,گهواره
420,Bett::N,säng,تختخواب
421,Regal::N,hylla,قفسه
422,Kiste::N,låda,صندوق
423,Fenster::N,fönster,پنجره
424,Tür::N,dörr,در
425,Tür::N,dörr,درب
426,Tor::N,port,دروازه
427,Zaun::N,staket,حصار
428,Zaun::N,stängsel,حصار
429,Dach::N,tak,بام
430,Leiter::N,stege,نردبان
431,Besen::N,kvast,جارو
432,Spaten::N,spade,بیل
433,Schaufel::N,skovel,بیل
434,Schaufel::N,skovel,پارو
435,Schaufel::N,skyffel,بیل
436,Schaufel::N,skyffel,پارو
437,Gabel::N,gaffel,چنگال
438,Löffel::N,sked,قاشق
439,Messer::N,kniv,کارد
440,Nagel::N,spik,میخ
441,Netz::N,nät,تور
442,Netz::N,nät,شبکه
443,Haken::N,krok,قلاب
444,Griff::N,tag,دسته
445,Griff::N,handtag,دسته
446,Schloss::N,las,قفل
447,Bild::N,bild,عکس
448,Bild::N,bild,تصویر
449,Figur::N,figur,تندیس
450,Puppe::N,docka,عروسک
451,Beutel::N,påse,کیسه
452,Bündel::N,bunt,بسته
453,Bündel::N,knippa,بسته
454,Tasche::N,väska,کیف
455,Eimer::N,hink,سطل
456,Eimer::N,ämbar,سطل
457,Deckel::N,lock,در
458,Geschirr::N,servis,ظرف
459,Geschirr::N,porslin,ظرف
460,Sack::N,säck,گونی
461,Tasse::N,kopp,فنجان
462,Topf::N,gryta,دیگ
463,Topf::N,gryta,قابلمه
464,Topf::N,kastrull,دیگ
465,Topf::N,kastrull,قابلمه
466,Kessel::N,kittel,دیگ
467,Essen::N,mål,خوراک
468,Nahrung::N,näring,غذا
469,Speise::N,maträtt,خوراک
470,Fleisch::N,kött,گوشت
471,Getreide::N,säd,غله
472,Getreide::N,spannmål,غله
473,Brei::N,gröt,فرنی
474,Brei::N,gröt,حریره
475,Brot::N,bröd,نان
476,Scheibe::N,skiva,قاچ
477,Scheibe::N,skiva,لزگه
478,Fett::N,fett,چربی
479,Butter::N,smör,کره
480,Öl::N,olja,روغن
481,Salz::N,salt,نمک
482,Suppe::N,soppa,آش
483,Suppe::N,soppa,سوپ
484,Honig::N,honung,عسل
485,Milch::N,mjölk,شیر
486,Tee::N,te,چای
487,Leder::N,läder,چرم
488,Wolle::N,ull,پشم
489,Wolle::N,ylle,پشم
490,Stoff::N,tyg,پارچه
491,Stoff::N,stoff,پارچه
492,Nadel::N,nål,سوزن
493,Faden::N,tråd,نخ
494,Knopf::N,knapp,دکمه
495,Knoten::N,knut,گره
496,Farbe::N,färg,رنگ
497,Kleidung::N,klädsel,لباس
498,Kleidung::N,klädsel,پوشاک
499,Hemd::N,skjorta,پیراهن
500,Kragen::N,krage,یقه
501,Ärmel::N,ärm,آستین
502,Hose::N,byxor,شلوار
503,Gürtel::N,bälte,کمر‌بند
504,Mütze::N,mössa,کلاه
505,Schuh::N,sko,کفش
506,Stiefel::N,stövel,چکمه
507,Ring::N,ring,حلقه
508,Ring::N,ring,انگشتر
509,Band::N,band,نوار
510,Band::N,band,روبان
511,Kamm::N,kam,شانه
512,Spiegel::N,spegel,آینه
513,Riemen::N,rem,تسمه
514,Schnur::N,snöre,ریسمان
515,Leine::N,lina,قلاده
516,Decke::N,täcke,پتو
517,Kissen::N,dyna,بالش
518,Kissen::N,kudde,بالش
519,Tuch::N,sjal,شال
520,Handtuch::N,handduk,حوله
521,Kraft::N,kraft,نیرو
522,Stärke::N,styrka,زور
523,Gesundheit::N,hälsa,سلامتی
524,Gesundheit::N,hälsa,تندرستی
525,Krankheit::N,sjukdom,بیماری
526,Schmerz::N,smärta,درد
527,Wunde::N,sår,زخم
528,Fieber::N,feber,تب
529,Arznei::N,medicin,دارو
530,Arznei::N,läkemedel,دارو
531,Brücke::N,bro,پل
532,Brunnen::N,brunn,چاه
533,Weide::N,bete,چراگاه
534,Pfad::N,stig,راه
535,Weg::N,väg,راه
536,Weg::N,väg,طریق
537,Straße::N,gata,راه
538,Straße::N,gata,جاده
539,Dorf::N,by,ده
540,Dorf::N,by,روستا
541,Stadt::N,stad,شهر
542,Brief::N,brev,نامه
543,Buch::N,bok,کتاب
544,Buchstabe::N,bokstav,حرف
545,Zeitung::N,tidning,روزنامه
546,Leben::N,liv,عمر
547,Leben::N,liv,زندگی
548,Tod::N,död,مرگ
549,Grab::N,grav,گور
550,Grab::N,grav,مزار
551,Kirche::N,kyrka,کلیسا
552,Sünde::N,synd,بزه
553,Sünde::N,synd,گناه
554,Gott::N,gud,خدا
555,Arbeiter::N,arbetare,کارگر
556,Chef::N,chef,رئیس
557,Meister::N,mästare,استاد
558,Arzt::N,läkare,پزشک
559,Lehrer::N,lärare,معلم
560,Lehrer::N,lärare,آموزگار
561,Geld::N,pengar,پول
562,Geschäft::N,rörelse,کار
563,Geschäft::N,rörelse,بیزنس
564,Laden::N,affär,دکان
565,Laden::N,affär,مغازه
566,Preis::N,pris,بها
567,Preis::N,pris,قیمت
568,Ware::N,vara,جنس
569,Ware::N,vara,کالا
570,Nutzen::N,gagn,مزیت
571,Nutzen::N,gagn,امتیاز
572,Nutzen::N,nytta,مزیت
573,Nutzen::N,nytta,امتیاز
574,Reichtum::N,rikedom,مال
575,Reichtum::N,rikedom,ثروت
576,Welt::N,värld,دنیا
577,Land::N,land,کشور
578,Land::N,land,مملکت
579,Staat::N,stat,دولت
580,König::N,kung,شاه
581,König::N,kung,پادشاه
582,König::N,konung,شاه
583,König::N,konung,پادشاه
584,Macht::N,makt,قدرت
585,Macht::N,makt,اختیار
586,Grenze::N,gräns,مرز
587,Krieg::N,krig,جنگ
588,Feind::N,fiende,دشمن
589,Gewalt::N,våld,زور
590,Gewalt::N,våld,خشونت
591,Kampf::N,kamp,نبرد
592,Kampf::N,kamp,مبارزه
593,Kampf::N,strid,نبرد
594,Kampf::N,strid,مبارزه
595,Bogen[Waffe]::N,båge,کمان
596,Pfeil::N,pil,تیر
597,Gewehr::N,gevär,تفنگ
598,Fehler::N,fel,غلط
599,Fehler::N,fel,اشتباه
600,Lüge::N,lögn,دروغ
601,Schaden::N,skada,آسیب
602,Schaden::N,skada,خسارت
603,Unglück::N,otur,بلا
604,Unglück::N,olycka,بلا
605,Schuld::N,skuld,گناه
606,Schuld::N,skuld,تقصیر
607,Alter::N,ålder,سن
608,Alter::N,ålder,عمر
609,Schluss::N,slut,انتها
610,Zeit::N,tid,وقت
611,Zeit::N,tid,زمان
612,Tag::N,dag,روز
613,Morgen::N,morgon,صبح
614,Mittag::N,middag,ظهر
615,Abend::N,kväll,شب
616,Abend::N,kväll,عصر
617,Nacht::N,natt,شب
618,Woche::N,vecka,هفته
619,Monat::N,månad,ماه
620,Jahr::N,år,سال
621,Frühling::N,vår,بهار
622,Sommer::N,sommar,تابستان
623,Herbst::N,höst,پاییز
624,Winter::N,vinter,زمستان
625,Januar::N,januari,ژانویه
626,Februar::N,februari,فوریه
627,März::N,mars,مارس
628,April::N,april,آوریل
629,Mai::N,maj,مه
630,Juni::N,juni,ژوئن
631,Juli::N,juli,ژویه
632,August::N,augusti,اوت
633,September::N,september,سپتامبر
634,Oktober::N,oktober,اکتبر
635,November::N,november,نوامبر
636,Dezember::N,december,دسامبر
637,Montag::N,måndag,دو‌شنبه
638,Dienstag::N,tisdag,سه‌شنبه
639,Mittwoch::N,onsdag,چهار‌شنبه
640,Donnerstag::N,torsdag,پنج شنبه
641,Freitag::N,fredag,جمعه
642,Samstag::N,lördag,شنبه
643,Sonntag::N,söndag,یکشنبه
644,groß::A,stor,بزرگ
645,klein::A,liten,کوچک
646,lang::A,lång,بلند
647,kurz::A,kort,کوتاه
648,breit::A,bred,پهن
649,schmal::A,smal,تنگ
650,schmal::A,smal,نازک
651,dicht::A,tät,چگال
652,dicht::A,tät,انبوه
653,dick[Gegenstand]::A,tjock,ضخیم
654,dünn::A,tunn,نازک
655,fein::A,fin,ریز
656,fein::A,fin,باریک
657,fest::A,fast,محکم
658,flach::A,platt,صاف
659,flach::A,platt,مسطح
660,glatt::A,glatt,لیز
661,hart::A,hård,سفت
662,weich::A,mjuk,نرم
663,weich::A,mjuk,ملایم
664,rund::A,rund,گرد
665,spitz::A,toppig,تیز
666,spitz::A,toppig,نوک‌تیز
667,spitz::A,spetsig,تیز
668,spitz::A,spetsig,نوک‌تیز
669,scharf::A,vass,تیز
670,scharf::A,vass,برنده
671,scharf::A,skarp,تیز
672,scharf::A,skarp,برنده
673,stumpf::A,slö,کند
674,schwer::A,tung,سنگین
675,schön::A,skön,زیبا
676,schön::A,vacker,زیبا
677,heiß::A,het,داغ
678,warm::A,varm,گرم
679,kalt::A,kall,سرد
680,kühl::A,sval,خنک
681,kühl::A,kylig,خنک
682,frisch::A,färsk,تازه
683,feucht::A,fuktig,مرطوب
684,nass::A,våt,تر
685,nass::A,våt,خیش
686,trocken::A,torr,خشک
687,voll::A,full,پر
688,leer::A,tom,خالی
689,offen::A,öppen,باز
690,geschlossen::A,stängd,بسته
691,sauber::A,ren,پاک
692,sauber::A,ren,تمیز
693,schmutzig::A,snuskig,کثیف
694,schmutzig::A,snuskig,آلوده
695,roh::A,rå,خام
696,reif::A,mogen,رسیده
697,lecker::A,läcker,لذیذ
698,lecker::A,läcker,خوشمزه
699,süß::A,söt,شیرین
700,bitter::A,besk,تلخ
701,bitter::A,bitter,تلخ
702,sauer::A,sur,ترش
703,hell::A,ljus,روشن
704,dunkel::A,mörk,تاریک
705,schwarz::A,svart,سیاه
706,weiß::A,vit,سفید
707,rot::A,röd,سرخ
708,rot::A,röd,قرمز
709,gelb::A,gul,زرد
710,blau::A,blå,آبی
711,grün::A,grön,سبز
712,grau::A,grå,طوسی
713,grau::A,grå,خاکستری
714,bunt::A,brokig,رنگارنگ
715,billig::A,billig,ارزان
716,teuer::A,dyr,گران
717,wertvoll::A,värdefull,قیمتی
718,wertvoll::A,värdefull,گرانبها
719,blind::A,blind,کور
720,blind::A,blind,نابینا
721,taub::A,döv,کر
722,taub::A,döv,ناشنوا
723,kräftig::A,kraftig,قوی
724,stark::A,stark,قوی
725,stark::A,stark,نیرومند
726,schwach::A,svag,ضعیف
727,fett::A,fet,چرب
728,schlank::A,slank,باریک‌اندام
729,hübsch::A,snygg,قشنگ
730,hübsch::A,snygg,خوشگل
731,hübsch::A,vacker,قشنگ
732,hübsch::A,vacker,خوشگل
733,böse::A,ond,بد
734,böse::A,elak,بد
735,dumm::A,dum,احمق
736,faul::A,lat,لش
737,faul::A,lat,تنبل
738,fleißig::A,flitig,زرنگ
739,geizig::A,snål,خسیس
740,geizig::A,girig,خسیس
741,klug::A,klok,عاقل
742,klug::A,klok,باهوش
743,geschickt::A,händig,ماهر
744,geschickt::A,skicklig,ماهر
745,lieb::A,kär,عزیز
746,lieb::A,snäll,عزیز
747,lustig::A,rolig,شاد
748,lustig::A,rolig,خوشحال
749,lustig::A,lustig,شاد
750,lustig::A,lustig,خوشحال
751,sanft::A,mild,لطیف
752,hungrig::A,hungrig,گرسنه
753,krank::A,sjuk,مریض
754,krank::A,sjuk,بیمار
755,nackt::A,naken,لخت
756,nackt::A,naken,برهنه
757,traurig::A,ledsen,غمگین
758,traurig::A,sorgsen,غمگین
759,lebendig::A,levande,زنده
760,gut::A,bra,خوب
761,schlecht::A,dålig,بد
762,richtig::A,riktig,درست
763,schlimm::A,illa,وخيم
764,wahr::A,sann,درست
765,wahr::A,sann,حقیقی
766,alt::A,gammal,کهنه
767,neu::A,ny,نو
768,ehemalig::A,forn,قبلی
769,ehemalig::A,tidigare,قبلی
770,alt[Lebewesen]::A,gammal,پیر
771,jung::A,ung,جوان
772,arm::A,fattig,فقیر
773,reich::A,rik,پولدار
774,reich::A,rik,ثروتمند
775,bekannt::A,känd,آشنا
776,bekannt::A,känd,معلوم
777,berühmt::A,berömd,مشهور
778,fremd::A,främmande,خارجی
779,fremd::A,främmande,بیگانه
780,verschieden::A,åtskillig,مختلف
781,verschieden::A,åtskillig,متفاوت
782,nah::A,nära,نزدیک
783,fern::A,fjärran,دور
784,linker::A,vänster,چپ
785,rechter::A,höger,راست
786,anderer::A,annan,دیگر
787,erster::A,första,اول
788,zweiter::A,andra,دوم
789,dritter::A,tredje,سوم
790,letzter::A,sist,آخر
791,allein::ADV,allena,تنها
792,auf einmal::ADV,på en gång,همزمان
793,zusammen::ADV,tillsammans,باهم
794,lange::ADV,länge,مدت‌ها
795,lange::ADV,länge,مدت زیادی
796,plötzlich::ADV,plötsligt,ناگهان
797,sofort::ADV,strax,فوراً
798,sofort::ADV,genast,فوراً
799,später::ADV,senare,بعدها
800,jetzt::ADV,nu,حالا
801,jetzt::ADV,nu,اکنون
802,heute::ADV,i dag,امروز
803,morgen::ADV,i morgon,فردا
804,bald::ADV,snart,زود
805,bald::ADV,snart,بزودی
806,dann::ADV,då,سپس
807,dann::ADV,då,آنوقت
808,gestern::ADV,i går,دیروز
809,einst::ADV,en gång,وقتی
810,einst::ADV,en gång,زمانی
811,damals::ADV,då,آنوقت
812,damals::ADV,då,آنزمان
813,damals::ADV,den gången,آنوقت
814,damals::ADV,den gången,آنزمان
815,danach::ADV,därefter,بعد
816,vorher::ADV,före,قبلاً
817,vorher::ADV,förut,قبلاً
818,zuerst::ADV,först,اول
819,zuerst::ADV,först,ابتداء
820,einmal::ADV,en gång,یکدفعه
821,manchmal::ADV,ibland,گاهی
822,manchmal::ADV,ibland,بعضی اوقات
823,oft::ADV,ofta,اغلب
824,immer::ADV,alltid,همیشه
825,niemals::ADV,aldrig,هرگز
826,hier::ADV,här,اینجا
827,hierhin::ADV,hit,به اینجا
828,von hier::ADV,härifrån,از اینجا
829,dort::ADV,där,آنجا
830,dorthin::ADV,dit,به آنجا
