,Concept_ID,ru,sq
825,fließen::V,течь,rrjedh
826,sich drehen::V,вращаться,rrotullohem
827,schwanken::V,колебаться,dyzoj
828,schwingen::V,качаться,dridhem
829,fallen::V,падать,bie
830,brennen::V,гореть,digjem
831,rauchen::V,дымить,nxjerr tym
832,regnen::V,дождить,bie shi
833,gefrieren::V,замерзнуть,ngrij
834,tauen::V,таять,shkrij
835,schmelzen::V,плавиться,shkrij
836,trocknen::V,сохнуть,thaj
837,sieden::V,кипеть,ziej
838,faulen::V,гнить,kalbem
839,faulen::V,гнить,prishem
840,verfaulen::V,сгнить,kalbem
841,reißen::V,рваться,grisem
842,reißen::V,рваться,shqyhem
843,versinken::V,тонуть,humboj
844,vergehen::V,проходить,kaloj
845,erscheinen::V,появиться,dukem
846,verschwinden::V,исчезнуть,zhdukem
847,sinken::V,спадать,ulem
848,abnehmen::V,уменьшиться,pakësohem
849,abnehmen::V,уменьшиться,zvogëlohem
850,zunehmen::V,увеличиваться,shtohem
851,steigen::V,подниматься,rritem
852,wachsen::V,расти,rritem
853,glänzen::V,блестеть,vezulloj
854,funkeln::V,сверкать,xixoj
855,funkeln::V,сверкать,xixëlloj
856,lärmen::V,шуметь,oshtij
857,lärmen::V,шуметь,zhurmoj
858,läuten::V,звонить,bie
859,klingeln::V,звонить,i bie ziles
860,klirren::V,звякать,kërcëlloj
861,brausen::V,бушевать,gjëmoj
862,rauschen::V,шелестеть,fëshfërij
863,klingen::V,звучать,tingëlloj
864,bellen::V,лаять,leh
865,heulen::V,выть,ulërij
866,blasen::V,дунуть,fryj
867,pfeifen::V,свистеть,fishkëllej
868,schreien::V,кричать,bërtas
869,stöhnen::V,стонать,rënkoj
870,zittern::V,дрожать,trembem
871,leben::V,жить,rroj
872,leben::V,жить,jetoj
873,geboren werden::V,родиться,lind
874,atmen::V,дышать,marr frymë
875,trinken::V,пить,pi
876,essen::V,есть,ha
877,essen::V,кушать,ha
878,schlucken::V,глотать,gëlltis
879,schlucken::V,глотать,kapërdij
880,müde werden::V,устать,lodhem
881,einschlafen::V,заснуть,bie të fle
882,schlafen::V,спать,fle
883,aufwachen::V,проснуться,zgjohem
884,aufstehen::V,встать,çohem
885,aufstehen::V,встать,ngrihem
886,sich erholen::V,отдыхать,qetësohem
887,sich erholen::V,отдыхать,shtendosem
888,krank werden::V,заболеть,bie i sëmurë
889,krank sein::V,болеть,jam i sëmurë
890,schmerzen::V,болеть,dhemb
891,husten::V,кашлять,kollitem
892,genesen::V,поправиться,shërohem
893,sterben::V,умереть,vdes
894,umkommen::V,погибнуть,vdes
895,umkommen::V,погибнуть,mbaroj
896,sich bewegen::V,двигаться,shkundem
897,sich rühren::V,шевельнуться,lëviz
898,sich erheben::V,встать,ngrihem
899,sich setzen::V,сесть,ulem
900,hinfallen::V,упасть,gremisem
901,laufen::V,ходить,eci
902,schreiten::V,шагать,çapem
903,spazierengehen::V,гулять,shëtis
904,eilen::V,спешить,ngas
905,sich beeilen::V,торопиться,nxitoj
906,sausen::V,мчаться,eci shpejt
907,rennen::V,бегать,vrapoj
908,springen::V,прыгать,kërcej
909,klettern::V,лазать,hipi
910,schaukeln::V,раскачиваться,kolovitem
911,kriechen::V,ползать,zvarritem
912,schwimmen::V,плавать,notoj
913,tauchen::V,нырять,zhytem
914,rudern::V,грести,vozis
915,fahren::V,ехать,shkoj
916,fliegen::V,летать,fluturoj
917,gehen::V,идти,eci
918,gehen::V,идти,shkoj
919,weggehen::V,уйти,vete
920,abfahren::V,отправиться,nisem
921,anhalten::V,остановиться,ndalem
922,hineingehen::V,входить,futem
923,eintreten::V,войти,hyj
924,kommen::V,прийти,vij
925,ankommen::V,прибыть,arrij
926,ankommen::V,прибыть,mbërrij
927,zurückkommen::V,возвратиться,kthehem
928,bleiben::V,остаться,mbetem
929,bleiben::V,остаться,qëndroj
930,warten::V,ждать,pres
931,erwarten::V,ожидать,pres
932,suchen::V,искать,kërkoj
933,finden::V,найти,gjej
934,versuchen::V,пытаться,mundohem
935,vorbereiten::V,подготовить,përgatis
936,lieben::V,любить,dashuroj
937,mögen::V,любить,dua
938,lachen::V,смеяться,qesh
939,rühren::V,растрогать,mallëngjej
940,weinen::V,плакать,qaj
941,schimpfen::V,ругаться,shaj
942,sich ärgern::V,сердиться,bëhem verem
943,sich fürchten::V,бояться,kam frikë
944,sich fürchten::V,бояться,frikësohem
945,fürchten::V,бояться,kam frikë nga
946,fliehen::V,убегать,arratisem
947,flüchten::V,убежать,iki
948,sehen::V,видеть,shoh
949,anschauen::V,посмотреть,shikoj
950,ansehen::V,смотреть,shikoj
951,hören::V,слышать,dëgjoj
952,zuhören::V,слушать,veshtoj
953,probieren::V,пробовать,provoj
954,riechen::V,нюхать,nuhas
955,fühlen::V,чувствовать,ndiej
956,scheinen::V,казаться,ndriçoj
957,zu sehen sein::V,виднеться,dukem
958,vernehmen::V,услышать,dëgjoj
959,frieren::V,мерзнуть,mërdhij
960,tun::V,делать,bëj
961,können::V,мочь,mund
962,können::V,уметь,mund
963,wollen::V,хотеть,dua
964,wollen::V,хотеть,dëshiroj
965,anfangen::V,начать,filloj
966,beenden::V,закончить,kryej
967,beenden::V,закончить,mbaroj
968,aufhören::V,перестать,pushoj
969,gelingen::V,удаться,më shkon mbarë
970,geraten::V,оказаться,del
971,öffnen::V,открыть,hap
972,schließen::V,закрыть,mbyll
973,stellen::V,поставить,vë
974,setzen::V,посадить,vë
975,legen::V,класть,vë
976,berühren::V,трогать,rrok
977,verbinden::V,связать,bashkoj
978,bedecken::V,покрыть,mbuloj
979,aufhängen::V,повесить,var
980,anzünden::V,зажечь,ndez
981,aufheben::V,поднять,ngre
982,zurücklassen::V,оставить,lë pas
983,verlieren::V,потерять,humb
984,fallen lassen::V,уронить,lëshoj
985,machen::V,сделать,bëj
986,herstellen::V,изготовить,prodhoj
987,bauen::V,строить,ndërtoj
988,reparieren::V,чинить,ndreq
989,reparieren::V,чинить,meremetoj
990,verbessern::V,улучшить,përmirësoj
991,ändern::V,изменить,ndërroj
992,graben::V,копать,gërmoj
993,beugen::V,согнуть,kërrus
994,biegen::V,погнуть,përkul
995,drehen::V,вертеть,dredh
996,drehen::V,вертеть,rrotulloj
997,wenden::V,повернуть,kthej
998,umdrehen::V,перевернуть,kthej
999,heben::V,поднимать,ngre
1000,hochheben::V,поднять,ngre
1001,ergreifen::V,схватить,rrëmbej
1002,halten::V,держать,mbaj
1003,drücken::V,нажимать,shtyp
1004,schieben::V,толкать,shtyj
1005,kratzen::V,скрести,kruaj
1006,kratzen::V,скрести,gërvisht
1007,lecken::V,лизать,lëpij
1008,beißen::V,кусать,kafshoj
1009,abreißen::V,оторвать,shkëpus
1010,abschneiden::V,отрезать,cungoj
1011,binden::V,вязать,lidh
1012,stecken::V,воткнуть,fus
1013,stecken::V,воткнуть,ngul
1014,brechen::V,сломать,thyej
1015,klopfen::V,стучать,trokas
1016,hauen::V,бить,godas
1017,kleben::V,клеить,ngjis
1018,reiben::V,тереть,fërkoj
1019,streichen::V,намазать,lyej
1020,schleifen::V,точить,mpreh
1021,schneiden::V,резать,pres
1022,rütteln::V,шатать,shkund
1023,schütteln::V,трясти,lëkund
1024,schwenken::V,махать,valëvit
1025,schütten::V,налить,mbush
1026,füllen::V,наполнить,mbush
1027,einwickeln::V,завернуть,mbështjell
1028,tragen::V,нести,mbaj
1029,tragen::V,нести,mbart
1030,schleppen::V,тащить,heq
1031,schleppen::V,тащить,zhgërryej
1032,ziehen::V,тянуть,tërheq
1033,aufbewahren::V,хранить,ruaj
1034,werfen::V,бросать,hedh
1035,fangen::V,ловить,kap
1036,packen::V,схватить,rrëmbej
1037,verstecken::V,спрятать,fsheh
1038,teilen::V,разделить,ndaj
1039,schicken::V,посылать,dërgoj
1040,bringen::V,принести,sjell
1041,hinzufügen::V,добавить,shtoj
1042,bekommen::V,достать,kap
1043,erhalten::V,получить,marr
1044,nehmen::V,взять,marr
1045,wählen::V,выбрать,zgjedh
1046,auswählen::V,отобрать,përzgjedh
1047,bewahren::V,сохранить,ruaj
1048,behindern::V,препятствовать,pengoj
1049,verderben::V,испортить,prish
1050,beschädigen::V,повредить,dëmtoj
1051,zerbrechen::V,разбить,thyej
1052,zerreißen::V,разорвать,çjerr
1053,zerreißen::V,разорвать,zheloj
1054,zerstören::V,разрушить,prish
1055,zerstören::V,разрушить,shkatërroj
1056,verbrennen::V,сжечь,djeg
1057,geben::V,дать,jap
1058,reichen::V,передать,jap
1059,schenken::V,дарить,fal
1060,schenken::V,дарить,dhuroj
1061,versprechen::V,обещать,premtoj
1062,wünschen::V,желать,uroj
1063,loben::V,хвалить,lëvdoj
1064,loben::V,хвалить,lavdëroj
1065,küssen::V,целовать,puth
1066,wiegen::V,качать,tund
1067,zudecken::V,накрыть,mbuloj
1068,wecken::V,разбудить,zgjoj
1069,zeigen::V,показать,dëftej
1070,führen::V,вести,çoj
1071,lehren::V,учить,arsej
1072,unterrichten::V,преподавать,arsimoj
1073,aufziehen::V,воспитать,rris
1074,leiten::V,руководить,udhëheq
1075,antreiben::V,подгонять,nxis
1076,lassen::V,заставить,detyroj
1077,einladen::V,пригласить,ftoj
1078,vereinigen::V,объединить,bashkoj
1079,besuchen::V,посетить,vizitoj
1080,treffen::V,встретить,ndesh
1081,sich versammeln::V,собраться,tubohem
1082,spielen::V,играть,loz
1083,spielen::V,играть,luaj
1084,singen::V,петь,këndoj
1085,tanzen::V,плясать,kërcej
1086,tanzen::V,плясать,vallëzoj
1087,tanzen::V,танцевать,kërcej
1088,tanzen::V,танцевать,vallëzoj
1089,sich trennen::V,расстаться,ndahem
1090,verlassen::V,покинуть,braktis
1091,retten::V,спасти,shpëtoj
1092,bewachen::V,охранять,ruaj
1093,schützen::V,уберегать,ruaj
1094,schützen::V,уберегать,mbroj
1095,verteidigen::V,защитить,mbroj
1096,sich schlagen::V,драться,zihem
1097,schießen::V,стрелять,shtie
1098,siegen::V,победить,fitoj
1099,siegen::V,победить,ngadhënjej
1100,ärgern::V,сердить,zemëroj
1101,schlagen::V,ударить,rrah
1102,schlagen::V,ударить,godas
1103,treten::V,пинать,shtyj
1104,treten::V,пинать,shtyj më këmbë
1105,stechen::V,уколоть,ther
1106,stechen::V,уколоть,shpoj
1107,stoßen::V,толкнуть,shtyj
1108,stehlen::V,украсть,vjedh
1109,stören::V,помешать,pengoj
1110,belästigen::V,надоедать,bezdis
1111,verbergen::V,скрыть,fsheh
1112,täuschen::V,обмануть,mashtroj
1113,betrügen::V,смошенничать,kobis
1114,töten::V,убить,vras
1115,wohnen::V,проживать,banoj
1116,arbeiten::V,работать,punoj
1117,arbeiten::V,работать,vardoj
1118,sammeln::V,собрать,mbledh
1119,sammeln::V,собрать,grumbulloj
1120,pflücken::V,рвать,vjel
1121,pflücken::V,рвать,mbledh
1122,pflücken::V,срывать,vjel
1123,pflücken::V,срывать,mbledh
1124,jagen::V,охотиться,gjuaj
1125,fischen::V,рыбачить,peshkoj
1126,fischen::V,рыбачить,gjuaj peshk
1127,fassen::V,поймать,zë
1128,hüten::V,пасти,kullos
1129,treiben::V,гнать,vë përpara
1130,anbinden::V,привязать,lidh
1131,füttern::V,кормить,grazhdoj
1132,melken::V,доить,mjel
1133,hacken::V,рубить,grij
1134,gießen::V,полить,ujis
1135,reifen::V,созреть,piqem
1136,zubereiten::V,приготовить,gatuaj
1137,kochen::V,варить,ziej
1138,backen::V,печь,pjek
1139,backen::V,печь,furroj
1140,braten::V,жарить,fërgoj
1141,braten::V,жарить,tiganis
1142,umrühren::V,перемешать,trazoj
1143,stricken::V,вязать,thur
1144,nähen::V,шить,qep
1145,färben::V,покрасить,ngjyej
1146,färben::V,покрасить,bojatis
1147,reinigen::V,очистить,qëroj
1148,reinigen::V,очистить,pastroj
1149,waschen::V,стирать,laj
1150,waschen::V,стирать,finjos
1151,abwischen::V,вытереть,fshij
1152,spülen::V,полоскать,kulloj
1153,fegen::V,подметать,fshij
1154,kehren::V,мести,fshij
1155,baden::V,купаться,lahem
1156,sich waschen::V,мыться,lahem
1157,ausziehen::V,снять,heq
1158,ausziehen::V,снять,zbath
1159,anziehen::V,надеть,vesh
1160,anziehen::V,надеть,mbath
1161,sich anziehen::V,одеться,vishem
1162,kämmen::V,причесать,kreh
1163,schmücken::V,украсить,hijeshoj
1164,sagen::V,сказать,them
1165,sprechen::V,говорить,flas
1166,reden::V,разговаривать,fjalos
1167,reden::V,разговаривать,fjalëtoj
1168,sich unterhalten::V,беседовать,bisedoj
1169,fragen::V,спросить,pyes
1170,bitten::V,просить,lus
1171,bitten::V,просить,lutem
1172,erzählen::V,рассказать,rrëfej
1173,mitteilen::V,сообщить,kumtoj
1174,nennen::V,назвать,quaj
1175,rufen::V,звать,thërras
1176,prahlen::V,хвастаться,mburrem
1177,prahlen::V,хвастаться,kapardisem
1178,übersetzen::V,перевести,përkthej
1179,denken::V,думать,mendoj
1180,glauben::V,верить,besoj
1181,bemerken::V,заметить,vërej
1182,erkennen::V,узнать,njoh
1183,erkennen::V,узнать,shquaj
1184,begreifen::V,понять,marr vesh
1185,begreifen::V,постичь,marr vesh
1186,verstehen::V,услышать,marr vesh
1187,lernen::V,учиться,mësoj
1188,wissen::V,знать,di
1189,sich erinnern an::V,вспомнить,kujtoj
1190,vergessen::V,забыть,harroj
1191,messen::V,мерить,mas
1192,zählen::V,считать,njeh
1193,rechnen::V,считать,llogaris
1194,lesen::V,читать,lexoj
1195,lesen::V,читать,këndoj
1196,malen::V,рисовать,lyej
1197,zeichnen::V,рисовать,vizatoj
1198,schreiben::V,писать,shkruaj
1199,besitzen::V,иметь,kam
1200,kaufen::V,купить,blej
1201,verkaufen::V,продать,shes
1202,bezahlen::V,заплатить,paguaj
1203,zahlen::V,платить,paguaj
1204,beherrschen::V,владеть,zotëroj
1205,ertragen::V,вытерпеть,duroj
