,Concept_ID,et,az
817,er::PRN,tema,o
818,wir::PRN,me,biz
819,ihr::PRN,te,siz
820,sie::PRN,nad,onlar
821,was::FPRN,mis,nə
822,wer::FPRN,kes,kim
823,wo::FADV,kus,harada
824,wohin::FADV,kuhu,haraya
825,wie::FADV,kuidas,necə
826,warum::FADV,miks,niyə
827,warum::FADV,miks,nə üçün
828,wieviel::FNUM,mitu,neçə
829,wieviel::FNUM,mitu,nə qədər
830,wieviel::FNUM,kui palju,neçə
831,wieviel::FNUM,kui palju,nə qədər
832,eins::NUM,üks,bir
833,zwei::NUM,kaks,iki
834,drei::NUM,kolm,üç
835,vier::NUM,neli,dörd
836,fünf::NUM,viis,beş
837,sechs::NUM,kuus,altı
838,sieben::NUM,seitse,yeddi
839,acht::NUM,kaheksa,səkkiz
840,neun::NUM,üheksa,doqquz
841,zehn::NUM,kümme,on
842,elf::NUM,üksteist,on bir
843,zwölf::NUM,kaksteist,on iki
844,zwanzig::NUM,kakskümmend,iyirmi
845,dreißig::NUM,kolmkümmend,otuz
846,vierzig::NUM,nelikümmend,qırx
847,fünfzig::NUM,viiskümmend,əlli
848,sechzig::NUM,kuuskümmend,altmış
849,siebzig::NUM,seitsekümmend,yetmiş
850,achtzig::NUM,kaheksakümmend,səksən
851,neunzig::NUM,üheksakümmend,doxsan
852,hundert::NUM,sada,yüz
853,tausend::NUM,tuhat,min
854,und::CNJ,ja,və
855,oder::CNJ,või,ya
856,stehen::V,seisma,durmaq
857,sitzen::V,istuma,oturmaq
858,liegen::V,lamama,uzanmaq
859,hängen::V,rippuma,asılmaq
860,werden::V,saama,olmaq
861,werden::V,hakkama,olmaq
862,passieren::V,juhtuma,olmaq
863,passieren::V,juhtuma,baş vermək
864,beginnen::V,algama,başlamaq
865,beginnen::V,hakkama,başlamaq
866,enden::V,lõppema,bitmək
867,wechseln::V,vahelduma,dəyişmək
868,aufgehen[Sonne]::V,tõusma,doğmaq
869,untergehen[Sonne]::V,loojuma,batmaq
870,scheinen[Sonne]::V,paistma,parlamaq
871,donnern::V,kõmisema,guruldamaq
872,wehen::V,puhuma,əsmək
873,strömen::V,voolama,axmaq
874,fließen::V,voolama,axmaq
875,sich drehen::V,pöörduma,dönmək
876,schwanken::V,kõikuma,yellənmək
877,schwingen::V,võnkuma,yellənmək
878,fallen::V,langema,düşmek
879,brennen::V,põlema,yanmaq
880,rauchen::V,suitsema,tüstüləmək
881,regnen::V,sadama,yağmaq
882,gefrieren::V,kinni külmuma,donmaq
883,tauen::V,sulama,ərimək
884,schmelzen::V,sulama,ərimək
885,trocknen::V,kuivama,qurumaq
886,sieden::V,keema,qaynamaq
887,faulen::V,mädanema,çürümək
888,verfaulen::V,mädanema,çürümək
889,reißen::V,rebenema,yırtılmaq
890,versinken::V,uppuma,batmaq
891,vergehen::V,mööduma,ötmək
892,erscheinen::V,ilmuma,görünmək
893,verschwinden::V,kaduma,yox olmaq
894,sinken::V,vajuma,enmək
895,sinken::V,langema,enmək
896,abnehmen::V,vähenema,azalmaq
897,abnehmen::V,kahenema,azalmaq
898,zunehmen::V,kasvama,artmaq
899,steigen::V,tõusma,yüksəlmək
900,steigen::V,üles minema,yüksəlmək
901,wachsen::V,kasvama,böyümək
902,glänzen::V,läikimä,parlamaq
903,funkeln::V,sädelema,parıldamaq
904,lärmen::V,lärmama,səs-küy etmək
905,läuten::V,helisema,çalmaq
906,klingeln::V,helisema,zəng etmək
907,klirren::V,kõlisema,cingildəmək
908,brausen::V,kohisema,gurlamaq
909,rauschen::V,kohisema,xışıldamaq
910,klingen::V,kõlama,səslənmək
911,bellen::V,haukuma,hürmək
912,heulen::V,uluma,ulamaq
913,blasen::V,puhuma,üfləmək
914,pfeifen::V,vilistama,fit vermek
915,schreien::V,karjuma,bağırmaq
916,schreien::V,karjuma,qışqırmaq
917,stöhnen::V,oigama,inləmək
918,zittern::V,värisema,titrəmək
919,leben::V,elama,yaşamaq
920,leben::V,elus olema,yaşamaq
921,geboren werden::V,sündima,doğmaq
922,atmen::V,hingama,nəfəs almaq
923,trinken::V,jooma,içmek
924,essen::V,sööma,yemək
925,schlucken::V,neelama,udmaq
926,müde werden::V,väsima,yorulmaq
927,einschlafen::V,uinuma,yuxuya getmək
928,schlafen::V,magama,uyumaq
929,aufwachen::V,ärkama,oyanmaq
930,aufstehen::V,ärkama,yuxudan durmaq
931,aufstehen::V,üles tõusma,yuxudan durmaq
932,sich erholen::V,puhkama,dincəlmək
933,krank werden::V,haigestuma,xəstə olmaq
934,krank werden::V,haigeks jääma,xəstə olmaq
935,krank sein::V,haige olema,azarlanmaq
936,krank sein::V,haige olema,xəstələnmək
937,schmerzen::V,valutama,ağrimaq
938,husten::V,köhima,öksürmək
939,genesen::V,toibuma,sağalmaq
940,sterben::V,surema,ölmək
941,sterben::V,surema,vəfat etmək
942,umkommen::V,surma saama,həlak olmaq
943,sich bewegen::V,liikuma,hərəkət etmək
944,sich rühren::V,liikuma,tərpənmək
945,sich erheben::V,kerkima,qalxmaq
946,sich setzen::V,istet võtma,oturmaq
947,hinfallen::V,kukkuma,yıxılmaq
948,hinfallen::V,maha kukkuma,yıxılmaq
949,laufen::V,kõndima,yerimək
950,schreiten::V,astuma,addım atmaq
951,spazierengehen::V,jalutama,gəzmək
952,eilen::V,ruttama,atılmaq
953,eilen::V,kiirustama,atılmaq
954,sich beeilen::V,ruttama,tələsmək
955,sich beeilen::V,kiirustama,tələsmək
956,sausen::V,kihutama,çırpmaq
957,sausen::V,tormama,çırpmaq
958,rennen::V,jooksma,qaçmaq
959,rennen::V,kihutama,qaçmaq
960,springen::V,hüppama,sıçramaq
961,klettern::V,ronima,dırmanmaq
962,schaukeln::V,kiikuma,sallanmaq
963,kriechen::V,roomama,sürünmək
964,schwimmen::V,ujuma,üzmek
965,tauchen::V,sukelduma,dalmaq
966,rudern::V,sõudma,avarlamaq
967,fahren::V,sõitma,sürmək
968,fliegen::V,lendama,uçmaq
969,gehen::V,käima,getmək
970,gehen::V,minema,getmək
971,weggehen::V,ära minema,getmək
972,weggehen::V,välja minema,getmək
973,abfahren::V,väljuma,yola düşmək
974,abfahren::V,ära sõitma,yola düşmək
975,anhalten::V,peatuma,saxlamaq
976,hineingehen::V,sisenema,girmək
977,hineingehen::V,sisse minema,girmək
978,eintreten::V,sisenema,girmək
979,eintreten::V,sisenema,daxil olmaq
980,eintreten::V,sisse astuma,girmək
981,eintreten::V,sisse astuma,daxil olmaq
982,kommen::V,tulema,gəlmək
983,ankommen::V,saabuma,gəlib çatmaq
984,zurückkommen::V,tagasi tulema,qayıtmaq
985,bleiben::V,jääma,qalmaq
986,warten::V,ootama,gözləmək
987,erwarten::V,ootama,bəkləmək
988,erwarten::V,lootma,bəkləmək
989,suchen::V,otsima,aramaq
990,suchen::V,otsima,axtarmaq
991,finden::V,leidma,tapmaq
992,versuchen::V,püüdma,çalışmaq
993,versuchen::V,üritama,çalışmaq
994,versuchen::V,katsetama,çalışmaq
995,vorbereiten::V,valmistama,hazırlamaq
996,lieben::V,armastama,sevmək
997,mögen::V,sallima,xoşlamaq
998,mögen::V,meeldima,xoşlamaq
999,lachen::V,naerma,gülmək
1000,rühren::V,liigutama,həyəcanlandırmaq
1001,rühren::V,heldima panema,həyəcanlandırmaq
1002,weinen::V,nutma,ağlamaq
1003,schimpfen::V,sõimama,küfr etmək
1004,sich ärgern::V,ärrituma,acıqlanmaq
1005,sich ärgern::V,vihastuma,acıqlanmaq
1006,sich fürchten::V,kartma,qorxmaq
1007,sich fürchten::V,hirmu tundma,qorxmaq
1008,fürchten::V,kartma,qorxmaq
1009,fliehen::V,põgenema,qaçmaq
1010,flüchten::V,põgenema,qaçmaq
1011,sehen::V,nägema,görmək
1012,anschauen::V,vaatama,baxmaq
1013,ansehen::V,vaatama,baxmaq
1014,hören::V,kuulma,duymaq
1015,hören::V,kuulma,eşitmək
1016,zuhören::V,kuulama,dinləmək
1017,probieren::V,proovima,dadına baxmaq
1018,riechen::V,nuusutama,qoxlamaq
1019,fühlen::V,tundma,duymaq
1020,scheinen::V,näida,görünmək
1021,scheinen::V,ilmuda,görünmək
1022,zu sehen sein::V,ilmuma,görünmək
1023,vernehmen::V,üle kuulama,eşitmək
1024,frieren::V,külmetada,üşümək
1025,tun::V,tegema,etmək
1026,können::V,võima,bilmək
1027,können::V,võima,bacarmaq
1028,können::V,oskama,bilmək
1029,können::V,oskama,bacarmaq
1030,wollen::V,tahtma,istəmək
1031,anfangen::V,hakkama,başlamaq
1032,anfangen::V,alustama,başlamaq
1033,beenden::V,lõpetama,bitirmək
1034,aufhören::V,lakkama,bitmək
1035,aufhören::V,lakkama,qurtarmaq
1036,gelingen::V,õnnestuma,müvəffəq olmaq
1037,geraten::V,jõudma,düşmək
1038,öffnen::V,avama,açmaq
1039,schließen::V,sulgema,qapamaq
1040,stellen::V,panema,qoymaq
1041,stellen::V,asetama,qoymaq
1042,setzen::V,panema,oturtmaq
1043,legen::V,panema,qoymaq
1044,legen::V,asetama,qoymaq
1045,berühren::V,riivama,toxunmaq
1046,berühren::V,puudutama,toxunmaq
1047,verbinden::V,ühendama,bağlamaq
1048,bedecken::V,katma,örtmək
1049,aufhängen::V,riputama,asmaq
1050,anzünden::V,süütama,yandırmaq
1051,aufheben::V,üles tõstma,qaldırmaq
1052,zurücklassen::V,jätma,buraxmaq
1053,verlieren::V,kaotama,itirmək
1054,fallen lassen::V,maha pillama,düşürmək
1055,fallen lassen::V,kukkuda laskma,düşürmək
1056,machen::V,tegema,etmək
1057,herstellen::V,valmistama,istehsal etmək
1058,bauen::V,ehitama,tikmək
1059,reparieren::V,parandama,təmir etmək
1060,verbessern::V,parandama,düzəltmək
1061,ändern::V,muutma,dəyişdirmək
1062,ändern::V,ümber tegema,dəyişdirmək
1063,graben::V,kaevama,qazımaq
1064,beugen::V,painutama,əymək
1065,biegen::V,painutama,bükmək
1066,drehen::V,keerama,döndərmək
1067,wenden::V,ümber pöörama,çevirmək
1068,umdrehen::V,ümber keerama,çevirmək
1069,heben::V,tõstma,qaldırmaq
1070,hochheben::V,üles tõstma,qaldırmaq
1071,hochheben::V,kõrgele tõstma,qaldırmaq
1072,ergreifen::V,haarama,tutmaq
1073,halten::V,hoidma,saxlamaq
1074,drücken::V,pigistama,sıxmaq
1075,schieben::V,lükkama,sürmək
1076,kratzen::V,kraapima,qaşımaq
1077,lecken::V,lakkuma,yalamaq
1078,beißen::V,purema,dişləmək
1079,beißen::V,hammustama,dişləmək
1080,abreißen::V,rebima,qoparmaq
1081,abreißen::V,ära rebima,qoparmaq
1082,abschneiden::V,ära lõikama,ayırmaq
1083,binden::V,siduma,bağlamaq
1084,stecken::V,pistma,soxmaq
1085,brechen::V,murdma,qırmaq
1086,klopfen::V,koputama,sındırmaq
1087,hauen::V,lööma,vurmaq
1088,kleben::V,kleepima,apışdırmaq
1089,reiben::V,hõõruma,ovmaq
1090,streichen::V,silitama,sürtmək
1091,schleifen::V,lihvima,bülövləmək
1092,schleifen::V,teritama,bülövləmək
1093,schneiden::V,lõikama,kəsmək
1094,rütteln::V,raputama,sirkələmək
1095,schütteln::V,raputama,çalxalamaq
1096,schütteln::V,loksutama,çalxalamaq
1097,schwenken::V,vehkima,yelləmək
1098,schwenken::V,lehvitama,yelləmək
1099,schütten::V,kallama,tökmək
1100,füllen::V,täitma,doldurmaq
1101,einwickeln::V,sisse mähkima,sarımaq
1102,tragen::V,kandma,daşımaq
1103,schleppen::V,tassima,sürükləmək
1104,schleppen::V,lohistama,sürükləmək
1105,ziehen::V,vedama,çəkmək
1106,ziehen::V,tõmbama,çəkmək
1107,aufbewahren::V,säilitama,gizlətmək
1108,aufbewahren::V,alal hoidma,gizlətmək
1109,werfen::V,viskama,atmaq
1110,fangen::V,püüdma,tutmaq
1111,packen::V,kinni haarama,yaxalamaq
1112,packen::V,kinni võtma,yaxalamaq
1113,verstecken::V,peitma,gizlətmək
1114,teilen::V,jagama,bölmək
1115,teilen::V,jaotama,bölmək
1116,schicken::V,saatma,yollamaq
1117,schicken::V,saatma,göndərmək
1118,bringen::V,viima,gətirmək
1119,hinzufügen::V,lisama,əlavə etmək
1120,bekommen::V,saama,almaq
1121,bekommen::V,saama,əldə etmək
1122,erhalten::V,saama,almaq
1123,nehmen::V,võtma,almaq
1124,wählen::V,valima,seçmək
1125,auswählen::V,valima,arımaq
1126,bewahren::V,hoidma,qorumaq
1127,behindern::V,takistama,mane olmaq
1128,verderben::V,rikkuma,pozmaq
1129,beschädigen::V,rikkuma,zədələmək
1130,zerbrechen::V,katki tegema,qırmaq
1131,zerbrechen::V,katki tegema,sındırmaq
1132,zerreißen::V,katki rebima,yırtmaq
1133,zerstören::V,purustama,dağıtmaq
1134,verbrennen::V,põletama,yandırmaq
1135,geben::V,andma,vermək
1136,reichen::V,andma,uzatmaq
1137,reichen::V,ulatama,uzatmaq
1138,schenken::V,kinkima,vermək
1139,versprechen::V,lubama,vəd vermək
1140,versprechen::V,tõotama,vəd vermək
1141,wünschen::V,soovima,arzulamaq
1142,loben::V,kiitma,tərifləmək
1143,küssen::V,suudlema,öpmək
1144,wiegen::V,hällitama,tərpətmək
1145,zudecken::V,kaanetama,örtmək
1146,zudecken::V,kinni katma,örtmək
1147,wecken::V,äratama,oyatmaq
1148,zeigen::V,näitama,göstərmək
1149,führen::V,juhatama,rəhbərlik etmək
1150,lehren::V,õpetama,öyrətmək
1151,unterrichten::V,õpetama,öyrətmək
1152,unterrichten::V,õpetama,dərs vermək
1153,aufziehen::V,üles kasvatama,tərbiyə etmək
1154,leiten::V,juhtima,idarə etmək
1155,antreiben::V,ergutama,bizləmək
1156,lassen::V,laskma,-tırmaq
1157,einladen::V,kutsuma,dəvət etmək
1158,vereinigen::V,ühendama,birləşdirmək
1159,besuchen::V,külastama,baş çəkmək
1160,besuchen::V,külastama,ziyarət etmək
1161,treffen::V,kohtama,rastlaşmaq
1162,treffen::V,kohtama,rast gəlmək
1163,sich versammeln::V,kogunema,toplanmaq
1164,spielen::V,mängima,oynamaq
1165,singen::V,laulma,oxumaq
1166,tanzen::V,tantsima,oynamaq
1167,tanzen::V,tantsima,rəqs etmək
1168,sich trennen::V,lahku minema,ayrılmaq
1169,verlassen::V,maha jätma,tərk etmək
1170,retten::V,päästma,xilas etmək
1171,bewachen::V,valvama,gözətmək
1172,schützen::V,kaitsma,qorumaq
1173,verteidigen::V,kaitsma,qorumaq
1174,sich schlagen::V,kaklema,döyüşmək
1175,schießen::V,tulistama,atmaq
1176,schießen::V,tulistama,atəş açmaq
1177,siegen::V,võitma,yenmək
1178,ärgern::V,ärritama,acışdırmaq
1179,ärgern::V,vihastama,acışdırmaq
1180,schlagen::V,lööma,döymək
1181,treten::V,sõtkuma,təpmək
1182,stechen::V,pistma,soxmaq
1183,stechen::V,torkama,soxmaq
1184,stoßen::V,tõukama,itələmək
1185,stehlen::V,varastama,çalmaq
1186,stehlen::V,varastama,oğurlamaq
1187,stören::V,segama,pozmaq
1188,stören::V,häirima,pozmaq
1189,belästigen::V,ahistama,narahat etmək
1190,verbergen::V,peitma,gizləmək
1191,verbergen::V,varjama,gizləmək
1192,täuschen::V,petma,aldatmaq
1193,täuschen::V,tüssama,aldatmaq
1194,betrügen::V,petma,aldatmaq
1195,betrügen::V,tüssama,aldatmaq
1196,betrügen::V,truudust murtma,aldatmaq
1197,töten::V,tapma,öldürmək
1198,töten::V,surmama,öldürmək
1199,wohnen::V,elama,yaşamaq
1200,arbeiten::V,töötama,işləmək
1201,arbeiten::V,töötama,çalışmaq
1202,sammeln::V,koguma,yığmaq
1203,sammeln::V,koguma,toplamaq
1204,sammeln::V,korjama,yığmaq
1205,sammeln::V,korjama,toplamaq
1206,pflücken::V,noppima,qoparmaq
1207,jagen::V,jahtima,ovlamaq
1208,fischen::V,kalastama,balıq tutmaq
1209,fischen::V,kala püüdma,balıq tutmaq
1210,fassen::V,püüdma,tutmaq
1211,hüten::V,karjatama,güdmək
1212,treiben::V,ajama,haylamaq
1213,anbinden::V,kinni siduma,bağlamaq
1214,füttern::V,söötma,bəsləmək
1215,melken::V,lüpsma,sağmaq
1216,hacken::V,raiuma,yarmaq
1217,hacken::V,lõhkuma,yarmaq
1218,gießen::V,kastma,sulamaq
1219,reifen::V,valmima,dəymək
1220,zubereiten::V,valmistama,bişirmək
1221,kochen::V,keetma,qaynatmaq
1222,backen::V,küpsetama,bişirmək
1223,braten::V,praadima,qızartmaq
1224,umrühren::V,segama,qarışdırmaq
1225,stricken::V,kuduma,hörmək
1226,nähen::V,õmblema,tikmək
1227,färben::V,värvima,boyamaq
1228,reinigen::V,puhastama,təmizləmək
1229,waschen::V,pesema,yumaq
1230,abwischen::V,puhtaks pühkima,silmək
1231,spülen::V,uhtma,çalxamaq
1232,fegen::V,pühkima,süpürmək
1233,kehren::V,pühkima,süpürmək
1234,baden::V,suplema,çimmək
1235,baden::V,kümblema,çimmək
1236,sich waschen::V,end pesema,yuyunmaq
1237,ausziehen::V,käest võtma,soyunmaq
1238,ausziehen::V,jalast võtma,soyunmaq
1239,ausziehen::V,seljast võtma,soyunmaq
1240,anziehen::V,jalga panema,geymək
1241,sich anziehen::V,riietuma,geyinmək
1242,kämmen::V,kammima,daramaq
1243,schmücken::V,kaunistama,bəzəmək
1244,sagen::V,ütlema,demək
1245,sagen::V,ütlema,söymek
1246,sprechen::V,rääkima,danışmaq
1247,sprechen::V,kõnelema,danışmaq
1248,reden::V,kõnelema,danışmaq
1249,sich unterhalten::V,vestlema,söhbət etmək
1250,fragen::V,küsima,soruşmaq
1251,bitten::V,paluma,diləmək
1252,bitten::V,paluma,xahiş etmək
1253,erzählen::V,jutustama,bəhs etmək
1254,mitteilen::V,teatama,bildirmək
1255,mitteilen::V,teada andma,bildirmək
1256,nennen::V,nimetama,adlandırmaq
1257,rufen::V,kutsuma,çağırmaq
1258,prahlen::V,hooplema,öyünmək
1259,übersetzen::V,tõlkima,tərcümə etmək
1260,denken::V,mõtlema,düşünmək
1261,denken::V,mõtlema,fikirləşmək
1262,glauben::V,uskuma,inanmaq
1263,bemerken::V,märkama,qeyd etmək
1264,erkennen::V,ära tundma,tanımaq
1265,begreifen::V,aru saama,anlamaq
1266,verstehen::V,mõistma,duymaq
1267,lernen::V,õppima,öyrənmək
1268,wissen::V,teadma,bilmək
1269,sich erinnern an::V,mäletama,xatırlamaq
1270,vergessen::V,unustama,unutmaq
1271,messen::V,mõõtma,ölçmək
1272,zählen::V,loendama,saymaq
1273,rechnen::V,arvutama,hesablamaq
1274,lesen::V,lugema,oxumaq
1275,malen::V,maalima,şəkil çəkmək
1276,zeichnen::V,joonistama,cızmaq
1277,schreiben::V,kirjutama,yazmaq
1278,besitzen::V,omama,yiyələnmək
1279,besitzen::V,omama,malik olmaq
1280,kaufen::V,ostma,satın almaq
1281,verkaufen::V,müüma,satmaq
1282,bezahlen::V,tasuma,ödəmək
1283,zahlen::V,maksma,ödəmək
1284,beherrschen::V,valitsema,idarə etmək
1285,ertragen::V,taluma,dözmək
