,Concept_ID,ml,lbe
598,reif::A,പഴുത്ത,дирсса
599,lecker::A,രുചികരമായ,нахӏусса
600,lecker::A,രുചികരമായ,тӏааьнсса
601,süß::A,മധുരമുള്ള,нацӏусса
602,bitter::A,കടുത്ത,кьурчӏисса
603,sauer::A,പുളിപ്പുള്ള,туршсса
604,hell::A,ജ്വലിക്കുന്ന,чаннасса
605,dunkel::A,ഇരുണ്ട,цӏансса
606,schwarz::A,കറുത്ത,лухӏисса
607,weiß::A,വെളുത്ത,кӏяласса
608,rot::A,ചുവന്ന,ятӏулсса
609,gelb::A,മഞ്ഞനിറമായ,хъахъисса
610,blau::A,നീലനിറമുള്ള,някӏсса
611,grün::A,പച്ചനിറമുള്ള,щюлисса
612,grau::A,ചാരനിറത്തിലുള്ള,оьрусса
613,bunt::A,വർണ്ണശബളമായ,оьрчӏикӏурисса
614,billig::A,വിലകുറഞ്ഞ,кьювкьусса
615,teuer::A,ചെലവേറിയ,ххирасса
616,wertvoll::A,വിലപിടിപ്പുള്ള,багьасса
617,blind::A,അന്ധനായ,мурчӏисса
618,taub::A,കേൾവിക്കുറവുള്ള,къюкӏсса
619,kräftig::A,ശക്തിയുള്ള,гужсса
620,stark::A,ബലമുള്ള,кьянкьасса
621,schwach::A,ക്ഷീണിച്ച,заэвсса
622,fett::A,കൊഴുപ്പുള്ള,бучсса
623,schlank::A,മെലിഞ്ഞ,бювхъусса
624,hübsch::A,മനോഹരമായ,янусса
625,böse::A,പാപിയായ,оьсса
626,dumm::A,വിവരംകെട്ട,ахӏмакьсса
627,faul::A,അലസനായ,танмалсса
628,faul::A,അലസനായ,курчӏилсса
629,fleißig::A,അദ്ധ്വാനശീലമുള്ള,хӏарачат бусса
630,geizig::A,പിശുക്കനായ,янттарцӏансса
631,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,аькьлу бусса
632,geschickt::A,പ്രതിഭാശാലി,паргалсса
633,lieb::A,പ്രിയപ്പെട്ട,аьзизсса
634,lustig::A,ആനന്ദകരമായ,тяхъасса
635,sanft::A,സൌമ്യമായ,иминсса
636,hungrig::A,വിശപ്പുള്ള,ккашилсса
637,krank::A,അസുഖമുള്ള,къашавайсса
638,nackt::A,നഡമായ,кӏачӏасса
639,traurig::A,വിഷമമുള്ള,пашмансса
640,lebendig::A,ഉപജീവനം,уттавасса
641,gut::A,നല്ല,ххуйсса
642,schlecht::A,മോശമായ,оьккисса
643,richtig::A,ശരിയായ,саргъунсса
644,schlimm::A,വൃത്തികെട്ട,оьккисса
645,wahr::A,ശരിയായ,хӏакьсса
646,alt::A,പഴയ,кугьнасса
647,neu::A,പുതിയ,цӏусса
648,ehemalig::A,മുൻ,хъхъичӏвасса
649,alt[Lebewesen]::A,വയസ്സുള്ള,агьилсса
650,jung::A,കൌമാരമായ,чӏавасса
651,jung::A,കൌമാരമായ,жагьилсса
652,arm::A,പാവപ്പെട്ട,мискинсса
653,reich::A,സമ്പന്നമായ,авадансса
654,bekannt::A,പരിചിതമായ,дусъсса
655,berühmt::A,പ്രശസ്തനായ,машгьурсса
656,fremd::A,വൈദേശികമായ,чил
657,verschieden::A,വ്യത്യസ്തമായ,личӏи-личӏисса
658,nah::A,അരികത്തുള്ള,гъансса
659,fern::A,അകലെയുള്ള,архсса
660,linker::A,അവശേഷിച്ച,кияхсса
661,linker::A,അവശേഷിച്ച,кюччахсса
662,rechter::A,വലത്തേ,урчӏахсса
663,anderer::A,മറ്റുള്ള,цамур
664,erster::A,ആദ്യത്തെ,цалчинмур
665,erster::A,ആദ്യത്തെ,цалчиннсса
666,zweiter::A,രണ്ടാം,кӏилчиимур
667,dritter::A,മൂന്നാമത്,шамулчинмур
668,letzter::A,അവസാനത്തെ,махъва-махъмур
669,allein::ADV,തനിച്ചുള്ള,ялгъузну
670,auf einmal::ADV,ഉടന്,
671,zusammen::ADV,ഒരുമിച്ച,цачӏу
672,zusammen::ADV,ഒരുമിച്ച,архӏал
673,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,батӏи къабуклай
674,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,хъунмасса хӏаллай
675,plötzlich::ADV,പെട്ടെന്ന്,цакуну
676,sofort::ADV,തത്ക്ഷണം,мугьлат бакъа
677,später::ADV,പിന്നീട്,махъ
678,jetzt::ADV,ഇപ്പോൾ,утти
679,jetzt::ADV,ഇപ്പോൾ,цӏана
680,heute::ADV,ഇന്ന്,хӏакьину
681,morgen::ADV,നാളെ,гьуит
682,morgen::ADV,നാളെ,гьунттий
683,bald::ADV,ഉടനെ,
684,dann::ADV,അപ്പോൾ,яла
685,gestern::ADV,ഇന്നലെ,лахьхьу
686,einst::ADV,പണ്ടൊരിക്കല്,
687,damals::ADV,അപ്പോൾ,та чӏумал
688,danach::ADV,പിന്നീട്,яла
689,vorher::ADV,മുൻപ്,хьхьнчӏ
690,vorher::ADV,മുൻപ്,хьхьичӏва
691,zuerst::ADV,ആദ്യം,бакӏрай
692,zuerst::ADV,ആദ്യം,цӏу бутӏуй
693,einmal::ADV,ഒരിക്കൽ,цал
694,manchmal::ADV,ചിലപ്പോൾ,ваксса-таксса
695,oft::ADV,പലപ്പോഴും,чӏявуну
696,immer::ADV,എപ്പോഴും,мудан
697,immer::ADV,എപ്പോഴും,даиман
698,niemals::ADV,ഒരിക്കലും,тачӏав
699,hier::ADV,ഇവിടെ,шикку
700,hierhin::ADV,ഇവിടേക്ക്,шиккун
701,von hier::ADV,ഇവിടെനിന്ന്,шичча
702,dort::ADV,അവിടെ,гикку
703,dorthin::ADV,അവിടേക്ക്,тиккун
704,geradeaus::ADV,മുമ്പിൽ,тӏайланм
705,geradeaus::ADV,മുമന്നോട്ട്,тӏайланм
706,vorwärts::ADV,മുന്നോട്ട്,хьхьичӏунмай
707,rückwärts::ADV,തലതിരിച്ച്,махъа-хьхьичӏунмай
708,zurück::ADV,പുറകിലേക്ക്,махъунмай
709,unten::ADV,താഴെ,лув
710,hinab::ADV,താഴേക്ക്,бакӏ-ялавай
711,hinab::ADV,താഴേക്ക്,бакӏъялавай
712,oben::ADV,മുകളിൽ,ялув
713,hinauf::ADV,മുകളിൽ,лавай
714,überall::ADV,എല്ലായിടത്തും,гьариий
715,überall::ADV,എല്ലായിടത്തും,хьу-хьуний
716,überall::ADV,എല്ലായിടത്തും,гьарца кӏанай
717,nicht::ADV,ഇല്ല,къа-
718,ein wenig::ADV,കുറച്ച്,чанни
719,ein wenig::ADV,കുറച്ച്,ца чансса
720,kaum::ADV,കഷ്ടിച്ച്,дахьа
721,sehr::ADV,വളരെ,оьну
722,sehr::ADV,വളരെ,гужну
723,sehr::ADV,വളരെ,хъинну
724,so::ADV,അങ്ങനെ,укукн
725,noch::ADV,ഇപ്പോഴും,гьала
726,noch::ADV,ഇപ്പോഴും,уттигу
727,noch::ADV,ഇപ്പോഴും,цакьинва
728,noch::ADV,ഇപ്പോഴും,ттигу-шилагу
729,nur::ADV,മാത്രം,анжагь
730,schon::ADV,നേരത്തേ തന്നെ,
731,wieder::ADV,വീണ്ടും,цӏуницӏа
732,vergebens::ADV,വിഫല,аьдада
733,vergebens::ADV,വിഫല,нахӏакь
734,vor::PRP,മുമ്പിൽ,хьхьичӏ
735,hinter::PRP,പുറകിൽ,махъ
736,unter::PRP,കീഴിൽ,лув
737,durch::PRP,ഉള്ളിലൂടെ,-х
738,neben::PRP,അടുത്ത്,чӏарав
739,zwischen::PRP,ഇടയ്ക്ക്,дянив
740,wegen::PRP,നിമിത്തം,цӏаний
741,dies::PRN,ഇത്,ва
742,das::PRN,അത്,та
743,das::PRN,അത്,кӏа
744,das::PRN,അത്,га
745,alles::PRN,എല്ലാം,щала
746,ich::PRN,ഞാൻ,на
747,du::PRN,നിങ്ങൾ,ина
748,er::PRN,അദ്ദേഹം,му
749,er::PRN,അയാൾ,му
750,er::PRN,അവൻ,му
751,er::PRN,അവർ,му
752,er::PRN,അവൾ,му
753,wir::PRN,നമ്മൾ,жу
754,ihr::PRN,നിങ്ങൾ,зу
755,sie::PRN,അവർ,
756,was::FPRN,എന്ത്,ци
757,wer::FPRN,ആര്,цу
758,wo::FADV,എവിടെ,чув
759,wohin::FADV,എവിടേക്ക്,чун
760,wie::FADV,എങ്ങനെ,цукун
761,warum::FADV,എന്തുകൊണ്ട്,цан
762,wieviel::FNUM,എത്ര,циксса
763,eins::NUM,ഒന്ന്,ца
764,zwei::NUM,രണ്ട്,кӏива
765,drei::NUM,മൂന്ന്,шамма
766,vier::NUM,നാല്,мукьа
767,vier::NUM,നാല്,мукьва
768,fünf::NUM,അഞ്ച്,ххюва
769,sechs::NUM,ആറ്,ряхва
770,sieben::NUM,ഏഴ്,арула
771,acht::NUM,എട്ട്,мяйва
772,neun::NUM,ഒമ്പത്,урчӏва
773,zehn::NUM,പത്ത്,ацӏва
774,elf::NUM,പതിനൊന്ന്,ацӏния цава
775,zwölf::NUM,പന്ത്രണ്ട്,ацӏиия кӏива
776,zwanzig::NUM,ഇരുപത്,кьува
777,dreißig::NUM,മുപ്പത്,зувира
778,vierzig::NUM,നാൽപ്പത്,мукьцӏала
779,fünfzig::NUM,അൻപത്,ххюцӏала
780,sechzig::NUM,അറുപത്,ряхцӏала
781,siebzig::NUM,എഴുപത്,
782,achtzig::NUM,എൺപത്,мяйцӏала
783,neunzig::NUM,തൊണ്ണൂറ്,урчӏцӏала
784,hundert::NUM,നൂറ്,ттурш
785,hundert::NUM,നൂറ്,ттуршва
786,tausend::NUM,ആയിരം,азарва
787,und::CNJ,ഉം,-гу
788,oder::CNJ,അഥവാ,я
789,oder::CNJ,അഥവാ,ягу
790,stehen::V,നിൽക്കുക,ацӏан
791,sitzen::V,ഇരിക്കുക,щяивкӏун икӏан
792,liegen::V,കിടക്കുക,утту нвхьуну икӏан
793,hängen::V,തൂങ്ങുക,зурчӏай тӏун
794,werden::V,ആയിത്തീരുക,хьун
795,passieren::V,സംഭവിക്കുക,хьун
796,beginnen::V,ആരംഭിക്കുക,дайдишин
797,beginnen::V,ആരംഭിക്കുക,дайдирхьуну дикӏан
798,enden::V,അവസാനിപ്പിക്കുക,къуртал дан
799,wechseln::V,മാറ്റുക,даххана хьун
800,wechseln::V,മാറ്റുക,даххана дуллан
801,aufgehen[Sonne]::V,ഉയരുക,буклай бур
802,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,лаглай бур
803,scheinen[Sonne]::V,പ്രകാശിക്കുക,битан
804,scheinen[Sonne]::V,പ്രകാശിക്കുക,чани буллан
805,donnern::V,ഇടിവെട്ടുക,тӏий бур
806,wehen::V,വീശുക,бишлай бур
807,strömen::V,ഒഴുകുക,экьинан
808,fließen::V,ഒഴുകുക,экьинан
809,sich drehen::V,ചുറ്റുക,гьанан
810,sich drehen::V,കറക്കുക,гьанан
811,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,хъюлчу тӏун
812,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,хӏуркку тӏун
813,schwingen::V,ആടുക,хъюлчай тӏун
814,schwingen::V,ആടുക,хъюлчу тӏун
815,fallen::V,വീഴുക,багьлан
816,brennen::V,കത്തുക,ччучлан
817,rauchen::V,പുകയുക,пуркӏу тӏун
818,regnen::V,മഴ_പെയ്യുക,лачӏун
819,regnen::V,മഴ_പെയ്യുക,лачIлай дур
820,gefrieren::V,തണത്ത്_മരവിക്കുക,микӏ лачӏун
821,tauen::V,അലിയുക,баслан
822,schmelzen::V,ഉരുകുക,баслан
823,trocknen::V,വരളുക,кьакьан
824,sieden::V,തിളപ്പിക്കുക,щаран
825,faulen::V,ചീയുക,аьллан
826,verfaulen::V,അഴുകുക,аьллан
827,verfaulen::V,അഴുകുക,аьян
828,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,ххя дукан
829,versinken::V,മുക്കുക,оькьлан
830,versinken::V,മുക്കുക,оькьан
831,vergehen::V,കടന്നുപോകുക,лялиян
832,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,буккан
833,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,загьир хьун
834,verschwinden::V,അദൃശ്യമാകുക,бат хьун
835,verschwinden::V,അദൃശ്യമാകുക,акъа хьун
836,sinken::V,താഴുക,чахь учин
837,abnehmen::V,കുറിയുക,чан хьун
838,abnehmen::V,കുറിയുക,ссуссукьу хьун
839,zunehmen::V,വർദ്ധിക്കുക,гьарза хьун
840,steigen::V,ഉയരുക,гьаз хьун
841,wachsen::V,വളരുക,ххяххан
842,glänzen::V,മിന്നുക,цӏай буккан
843,funkeln::V,തിളങ്ങുക,цӏай-цӏай тӏун
844,lärmen::V,ശബ്ദമുണ്ടാക്കുക,чӏу буллан
845,lärmen::V,ശബ്ദമുണ്ടാക്കുക,аьлагъужа буллан
846,läuten::V,മണിമുഴങ്ങുക,занг ришлан
847,läuten::V,മണിമുഴങ്ങുക,занг дуллан
848,klingeln::V,ചിലമ്പുക,занг ришлан
849,klingeln::V,ചിലമ്പുക,занг дуллан
850,klirren::V,കിലുക്കുക,
851,brausen::V,മുഴങ്ങുക,никъащилан
852,rauschen::V,അനങ്ങുക,щурщур тӏун
853,klingen::V,മുഴക്കുക,чӏу буклан
854,bellen::V,കുരയ്ക്കുക,хӏап тӏун
855,heulen::V,ഓരിയിടുക,
856,blasen::V,ഊതുക,уф тӏун
857,pfeifen::V,വിസിലടിക്കുക,щютӏа тӏун
858,schreien::V,ആക്രോശിക്കുക,чӏу бан
859,stöhnen::V,അരക്കം,угь-къак тӏун
860,stöhnen::V,ആർത്തനാദം,угь-къак тӏун
861,zittern::V,വിറയ്ക്കുക,зурзу чин
862,zittern::V,വിറയ്ക്കുക,зурзу тӏун
863,leben::V,താമസിക്കുക,ялапар хъанан
864,geboren werden::V,ജനിക്കുക,ан
865,atmen::V,ശ്വസിക്കുക,ссихӏ ласлан
866,atmen::V,ശ്വസിക്കുക,ссихӏ бигьлан
867,trinken::V,കുടിക്കുക,хӏачӏан
868,trinken::V,കുടിക്കുക,хӏачӏлан
869,essen::V,കഴിക്കുക,канан
870,schlucken::V,വിഴുങ്ങുക,кьюлтӏа тӏун
871,müde werden::V,ക്ഷീണിക്കുക,аьхчӏин
872,einschlafen::V,നിദ്രിക്കുക,шанан икӏан
873,schlafen::V,ഉറങ്ങുക,шанан
874,aufwachen::V,ഉണരുക,чантӏ учин
875,aufstehen::V,എഴുന്നേൽക്കുക,бизан
876,sich erholen::V,വിശ്രമിക്കുക,бигьалаган
877,krank werden::V,ദീനംപിടിക്കുക,къашай хьун
878,krank sein::V,രോഗികളാകുക,къашай хъанан
879,krank sein::V,രോഗികളാകുക,къашавай икӏан
880,schmerzen::V,വേദനിക്കുക,цӏун
881,husten::V,ചുമയ്ക്കുക,хъугьу чин
882,husten::V,ചുമയ്ക്കുക,хъугьу тӏун
883,genesen::V,സുഖപ്പെടുക,хъин хьун
884,genesen::V,സുഖപ്പെടുക,сагъ лаган
885,sterben::V,മരിക്കുക,ивчӏан
886,umkommen::V,മരിക്കുക,лиллан
887,umkommen::V,മരിക്കുക,литӏлан
888,umkommen::V,മരിക്കുക,ажал биян
889,umkommen::V,മരിക്കുക,личӏи хьун
890,umkommen::V,മരിക്കുക,иакьлу хьун
891,umkommen::V,മരിക്കുക,ахир жан хъанан
892,umkommen::V,മരിക്കുക,рухӏирачӏа икӏан
893,sich bewegen::V,സ്ഥലം_മാറുക,сукку хьун
894,sich rühren::V,ചലിക്കുക,сукку хьун
895,sich erheben::V,നിൽക്കുക,бизан
896,sich setzen::V,ഇരിക്കുക,щяикӏан
897,sich setzen::V,ഇരിക്കുക,щябикӏан
898,hinfallen::V,വീഴുക,багьан
899,laufen::V,നടക്കുക,занан
900,schreiten::V,നടക്കുക,ша ласлан
901,spazierengehen::V,ഉലാത്തുക,сайр буллан
902,eilen::V,പാഞ്ഞെത്തുക,анавар буккан
903,sich beeilen::V,തിരിക്കുകൂട്ടുക,анавар буккан
904,sich beeilen::V,തിടുക്കം_കാട്ടുക,анавар буккан
905,sausen::V,കുതിക്കുക,никъа щилан
906,sausen::V,കുതിക്കുക,никъа щун
907,rennen::V,ഓടുക,лечлан
908,springen::V,ചാടുക,тӏанкӏ дан
909,klettern::V,കയറുക,лахълан
910,schaukeln::V,ഇളകുക,гьайжак бигьлан
911,kriechen::V,പതുങ്ങികയറുക,ххярк тӏун
912,schwimmen::V,നീന്തുക,гьузун
913,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,лултту уккан
914,rudern::V,തുഴയുക,бяхлан
915,rudern::V,തുഴയുക,батӏлан
916,rudern::V,തുഴയുക,ххялаххи дуклан
917,fahren::V,വാഹനം ഓടിക്കുക,гьан
918,fliegen::V,പറക്കുക,лехлан
919,gehen::V,പോകുക,нан
920,weggehen::V,വിടുക,ялагьан
921,abfahren::V,പുറപ്പെടുക,гьан
922,anhalten::V,നിർത്തുക,бацӏан
923,hineingehen::V,പ്രവേശിക്കുക,буххан
924,eintreten::V,പ്രവേശിക്കുക,буххан
925,kommen::V,വരുക,учӏан
926,ankommen::V,എത്തിച്ചേരുക,биян
927,ankommen::V,എത്തിച്ചേരുക,бучӏан
928,zurückkommen::V,തിരിച്ചു വരുക,зана хъун
929,zurückkommen::V,തിരിച്ചു വരുക,зана бикӏан
930,bleiben::V,തുടരുക,личӏан
931,warten::V,കാത്തിരിക്കുക,ялугьлан
932,erwarten::V,പ്രതീക്ഷിക്കുക,ялугьлан
933,suchen::V,തിരയുക,луглан
934,finden::V,കണ്ടെത്തുക,лякъин
935,versuchen::V,ശ്രമിക്കുക,ххал буллан
936,vorbereiten::V,തയ്യാറെടുക്കുക,хӏадур бан
937,lieben::V,സ്നേഹിക്കുക,эшкьи хьуиу бикӏан
938,mögen::V,ഇഷ്ടപ്പെടുക,ххиран бикӏан
939,lachen::V,ചിരിക്കുക,хъян
940,rühren::V,ഹൃദയം സ്പർശിക്കുക,
941,weinen::V,തേങ്ങുക,аьтӏун
942,schimpfen::V,പിറുപിറുക്കുക,дяъван
943,schimpfen::V,പിറുപിറുക്കുക,ссугайи агьан
944,sich ärgern::V,കോപിക്കുക,ссибизлан
945,sich fürchten::V,പേടിക്കുക,ингъауслан
946,fürchten::V,പേടിക്കുക,хӏучӏ тӏун
947,fliehen::V,രക്ഷപ്പെടുക,ака бан
948,flüchten::V,രക്ഷപ്പെടുക,лихъан
949,sehen::V,കാണുക,чӏалан
950,anschauen::V,നോക്കുക,урган
951,ansehen::V,നോക്കുക,буруглан
952,hören::V,കേൾക്കുക,баллан
953,zuhören::V,ശ്രദ്ധിക്കുക,вичӏи дихьлан
954,probieren::V,രുചിയുള്ളതായി_തോന്നുക,тӏин ххал буллан
955,riechen::V,മണത്തു_നോക്കുക,ссунтӏа тӏун
956,fühlen::V,സ്പർശിച്ചറിയുക,дакӏнил буслан
957,scheinen::V,കാണപ്പെടുക,ххан
958,scheinen::V,കാണപ്പെടുക,бизан
959,scheinen::V,കാണപ്പെടുക,ххан бикӏлай бикӏан
960,zu sehen sein::V,വെളിച്ചപ്പെടുക,
961,vernehmen::V,കേൾക്കുക,баян
962,frieren::V,വിറയ്ക്കുക,лигьулул хъанан
963,tun::V,ചെയ്യുക,бан
964,können::V,കഴിയുക,хьун
965,wollen::V,വേണുക,
966,anfangen::V,തുടങ്ങുക,дайдишин
967,beenden::V,പൂർത്തിയാക്കുക,къуртал бан
968,aufhören::V,നിർത്തുക,кьабагьан
969,gelingen::V,വിജയിക്കുക,бюхъан
970,geraten::V,പരിണമിക്കുക,
971,öffnen::V,തുറക്കുക,тӏитӏин
972,schließen::V,അടയ്ക്കുക,лакьин
973,stellen::V,വയ്ക്കുക,дацӏан дан
974,stellen::V,വയ്ക്കുക,бишин
975,setzen::V,വയ്ക്കുക,щяитан
976,legen::V,ഇടുക,бишин
977,berühren::V,തൊടുക,ка щун
978,verbinden::V,ഘടിപ്പിക്കുക,бахӏин
979,verbinden::V,ഘടിപ്പിക്കുക,дахӏин
980,bedecken::V,മുടുക,ялтту бущин
981,bedecken::V,മുടുക,ялтту бакьин
982,aufhängen::V,കെട്ടിതൂക്കുക,лахъан
983,anzünden::V,കത്തിക്കുക,лахъан
984,aufheben::V,പെറുക്കിയെടുക്കുക,гьаз бан
985,zurücklassen::V,വച്ചുപോരുക,кьаитан
986,zurücklassen::V,വച്ചുപോരുക,битан
987,verlieren::V,നഷ്ടപ്പെടുക,дакъа дан
988,fallen lassen::V,വീഴ്ത്തുക,рутан
989,machen::V,ഉണ്ടാക്കുക,дан
990,herstellen::V,ഉൽപാദിപ്പിക്കുക,яраг ишла бувиу бан
991,bauen::V,നിർമ്മിക്കുക,дан
992,reparieren::V,നന്നാക്കുക,дакьин дан
993,verbessern::V,മെച്ചപ്പെടുക,ххуй дан
994,ändern::V,മാറ്റംവരുത്തുക,баххана бан
995,graben::V,കുഴിക്കുക,дуклан
996,beugen::V,വണങ്ങുക,лахӏан бан
997,beugen::V,വണങ്ങുക,кьус бикӏан
998,biegen::V,കുനിയുക,баччин
999,biegen::V,കുനിയുക,лахӏан бан
1000,drehen::V,തിരിക്കുക,гьанан
1001,wenden::V,തിരിയുക,кӏура баен бан
1002,umdrehen::V,തിരിയുക,кӏура баен бан
1003,heben::V,ഉയർത്തുക,гьаз бан
1004,hochheben::V,ഉയർത്തുക,гьаз бан
1005,ergreifen::V,ബലമായി_പിടിക്കുക,хъап дан
1006,ergreifen::V,ബലമായി_പിടിക്കുക,хъап увиу угьан
1007,halten::V,പിടിക്കുക,бугьлан
1008,drücken::V,അമർത്തുക,кьюч бигьлан
1009,schieben::V,തള്ളുക,щун
1010,kratzen::V,ചുരണ്ടുക,
1011,lecken::V,നക്കുക,ланцӏа тӏун
1012,beißen::V,കടിക്കുക,хъапа тӏун
1013,beißen::V,കടിക്കുക,кьацӏа тӏун
1014,abreißen::V,കീറിക്കളയുക,буцан
1015,abschneiden::V,മുറിച്ചുമാറ്റുക,бухъан
1016,abschneiden::V,മുറിച്ചുമാറ്റുക,кьукьин
1017,binden::V,കെട്ടുക,бахӏин
1018,binden::V,കെട്ടുക,дахӏин
1019,stecken::V,തുളയ്ക്കുക,
1020,brechen::V,ഉടയുക,гъагъан
1021,klopfen::V,തട്ടുക,кьутӏа тӏун
1022,hauen::V,അടിക്കുക,рищун
1023,kleben::V,ഒട്ടിക്കുക,лачӏун буллан
1024,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,ссуку буллан
1025,streichen::V,പടർത്തുക,дугъан
1026,streichen::V,പടർത്തുക,аьгъу дан
1027,schleifen::V,പൊടിക്കുക,
1028,schneiden::V,മുറിക്കുക,духълан
1029,schneiden::V,മുറിക്കുക,кьукьлан
1030,rütteln::V,മുട്ടുക,
1031,schütteln::V,കുലുക്കുക,хъюлчу буллан
1032,schwenken::V,ആടുക,палцӏ дуллан
1033,schütten::V,ഒഴിക്കുക,рутӏин
1034,füllen::V,നിറയ്ക്കുക,буцӏин бан
1035,einwickeln::V,പൊതിയുക,кай-кай бан
1036,tragen::V,വഹിക്കുക,ларсун занан
1037,tragen::V,വഹിക്കുക,ларсун ачин
1038,schleppen::V,വലിച്ചിഴയ്ക്കുക,ххилан
1039,ziehen::V,വലിക്കുക,
1040,aufbewahren::V,വയ്ക്കുക,ядан
1041,aufbewahren::V,വയ്ക്കുക,ядуллан
1042,werfen::V,എറിയുക,личин
1043,fangen::V,പിടിക്കുക,бугьан
1044,fangen::V,പിടിക്കുക,бугьлан
1045,packen::V,തട്ടിപ്പറിക്കുക,
1046,verstecken::V,മറയ്ക്കുക,ладитан
1047,verstecken::V,മറയ്ക്കുക,кьюлтӏ дан
1048,verstecken::V,മറയ്ക്കുക,дахьлаган дан
1049,teilen::V,വിഭജിക്കുക,бачӏин
1050,teilen::V,വിഭജിക്കുക,бутӏа бан
1051,schicken::V,അയയ്ക്കുക,тӏайла буккан
1052,bringen::V,കൊണ്ടുവരുക,диян дан
1053,hinzufügen::V,കൂട്ടുക,ххи бан
1054,bekommen::V,കിട്ടുക,ласун
1055,erhalten::V,സ്വീകരിക്കുക,ласун
1056,nehmen::V,എടുക്കുക,ласун
1057,wählen::V,തിരഞ്ഞെടുക്കുക,бувчӏин
1058,auswählen::V,തിരഞ്ഞെടുക്കുക,бувчӏин
1059,auswählen::V,തിരഞ്ഞെടുക്കുക,язи бугьан
1060,bewahren::V,പുലർത്തുക,ядан
1061,behindern::V,തടയിടുക,дайщишруду дуллан
1062,verderben::V,നശിപ്പിക്കുക,зия дан
1063,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,зарал буллан
1064,zerbrechen::V,ഉടയുക,гьагъан
1065,zerbrechen::V,ഉടയുക,гьагъан бан
1066,zerreißen::V,കീറുക,ххяхха дуккан
1067,zerstören::V,നശിപ്പിക്കുക,лекьан дан
1068,verbrennen::V,കത്തിനശിക്കുക,ччуччин
1069,verbrennen::V,കത്തിച്ചുകളയുക,ччуччин
1070,geben::V,കൊടുക്കുക,дулун
1071,geben::V,തരുക,дулун
1072,reichen::V,കൈമാറുക,дулун
1073,schenken::V,സമ്മാനം കൊടുക്കുക,пишкаш дан
1074,schenken::V,സമ്മാനം കൊടുക്കുക,багъишла дан
1075,schenken::V,സമ്മാനം കൊടുക്കുക,ихӏсандалун дуллун
1076,versprechen::V,വാഗ്ദാനം_നൽകുക,банна чин
1077,wünschen::V,ആഗ്രഹിക്കുക,
1078,loben::V,പുകഴ്ത്തുക,цӏа дан
1079,küssen::V,ഉമ്മവയ്ക്കുക,ппай тӏун
1080,wiegen::V,ഇളകുക,гьуркку тӏун
1081,wiegen::V,ഇളകുക,гьуркку буллан
1082,wiegen::V,ഇളകുക,гьуркку бан
1083,zudecken::V,മുടുക,
1084,wecken::V,ഉണർത്തുക,чантӏ учин ан
1085,zeigen::V,കാണിക്കുക,ккаккан бан
1086,führen::V,നടത്തുക,буцин
1087,lehren::V,പഠിപ്പിക്കുക,лахьхьин бан
1088,lehren::V,പഠിപ്പിക്കുക,лахьхьин буллан
1089,unterrichten::V,പരിശീലിപ്പിക്കുക,дарс дишаван
1090,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,хъуна ан
1091,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,тарбия ан
1092,leiten::V,നയിക്കുക,каялувшиву дан
1093,antreiben::V,പ്രേരിപ്പിക്കുക,
1094,lassen::V,അനുവദിക്കുക,
1095,einladen::V,ക്ഷണിക്കുക,хъамалу оьвчин
1096,vereinigen::V,കൂടിച്ചേരുക,ца бан
1097,besuchen::V,സന്ദർശിക്കുക,ялун уххан
1098,treffen::V,തമ്മിൽ കാണുക,хьуна бакьин
1099,sich versammeln::V,സംയോജിപ്പിക്കുക,батӏин
1100,spielen::V,കളിക്കുക,тӏуркӏу тӏун
1101,singen::V,പാടുക,балай тӏун
1102,tanzen::V,നൃത്തം ചെയ്യുക,къавтӏун
1103,sich trennen::V,നേർപെടുത്തുക,ппив хьун
1104,verlassen::V,പിൻവാങ്ങുക,увккун гьан
1105,retten::V,രക്ഷിക്കുക,ххассал бан
1106,bewachen::V,കാവൽനിൽക്കുക,къарал бан
1107,schützen::V,പരിരക്ഷിക്കുക,ябан
1108,verteidigen::V,പ്രതിരോധിക്കുക,буруччин
1109,sich schlagen::V,കലഹിക്കുക,биян
1110,schießen::V,വെടിവെക്കുക,битлан
1111,siegen::V,വിജയിക്കുക,ххув хьун
1112,siegen::V,വിജയിക്കുക,ххувшаву ласун
1113,ärgern::V,വിഷമിപ്പിക്കുക,ссибизан уллан
1114,schlagen::V,അടിക്കുക,рищун
1115,treten::V,തൊഴിക്കുക,
1116,stechen::V,കുത്തുക,кьутӏин
1117,stoßen::V,തള്ളുക,щун
