,Concept_ID,sl,fr
221,Schlinge::N,pêtlja,lacs
222,Spur::N,sléd,trace
223,Asche::N,pepél,cendre
224,Dreck::N,bláto,crotte
225,Eisen::N,želézo,fer
226,Gold::N,zlató,or
227,Silber::N,srebró,argent
228,Kohle::N,ógel,charbon
229,Glas::N,stêklo,verre
230,Lehm::N,ílo,glaise
231,Sand::N,pések,sable
232,Mensch::N,člôvek,homme
233,Mann::N,móž,homme
234,Mann::N,môški,homme
235,Frau::N,gospá,femme
236,Frau::N,žénska,femme
237,Kind::N,déte,enfant
238,Kind::N,otròk,enfant
239,Junge::N,fànt,garçon
240,Junge::N,déček,garçon
241,Mädchen::N,deklè,fille
242,Mädchen::N,deklè,jeune fille
243,Mädchen::N,déklica,fille
244,Mädchen::N,déklica,jeune fille
245,Familie::N,družína,famille
246,Großvater::N,dèd,grand-père
247,Großvater::N,dédek,grand-père
248,Großmutter::N,bábica,grand-mère
249,Eltern::N,stárši,parents
250,Vater::N,ôče,père
251,Mutter::N,máma,mère
252,Sohn::N,sín,fils
253,Tochter::N,hčí,fille
254,Tochter::N,hčérka,fille
255,Bruder::N,bràt,frère
256,Schwester::N,sêstra,sœur
257,Onkel::N,újec,oncle
258,Onkel::N,stríc,oncle
259,Tante::N,têta,tante
260,Tante::N,strína,tante
261,Ehemann::N,móž,mari
262,Ehemann::N,móž,époux
263,Ehemann::N,sopróg,mari
264,Ehemann::N,sopróg,époux
265,Ehefrau::N,žêna,femme
266,Ehefrau::N,žêna,épouse
267,Ehefrau::N,sopróga,femme
268,Ehefrau::N,sopróga,épouse
269,Freude::N,rádost,joie
270,Freude::N,rádost,plaisir
271,Freude::N,vesêlje,joie
272,Freude::N,vesêlje,plaisir
273,Gelächter::N,sméh,rires
274,Gelächter::N,grohòt,rires
275,Glück::N,sréča,bonheur
276,Kummer::N,gorjé,peine
277,Kummer::N,gorjé,chagrin
278,Wunsch::N,žêlja,désir
279,Lust::N,poželênje,envie
280,Geist::N,dúša,esprit
281,Gedanke::N,mísel,idée
282,Gedanke::N,mísel,pensée
283,Gedächtnis::N,pámet,mémoire
284,Sinn::N,pomèn,sens
285,Sinn::N,smísel,sens
286,Grund::N,vzròk,cause
287,Grund::N,vzròk,raison
288,Wahrheit::N,resníca,vérité
289,Gespräch::N,pogóvor,conversation
290,Märchen::N,právljica,conte
291,Märchen::N,právljica,conte de fées
292,Erzählung::N,povést,conte
293,Erzählung::N,povést,narration
294,Nachricht::N,sporočílo,message
295,Neuigkeit::N,novóst,nouvelle
296,Name::N,imé,nom
297,Rätsel::N,ugánka,énigme
298,Rätsel::N,ugánka,devinette
299,Rede::N,góvor,parole
300,Rede::N,góvor,discours
301,Sprache::N,jêzik,langue
302,Sprache::N,jêzik,langage
303,Stimme::N,glás,voix
304,Wort::N,beséda,mot
305,Zeichen::N,znák,signe
306,Ruf::N,klíc,cri
307,Ruf::N,klíc,appel
308,Lärm::N,hrúp,bruit
309,Lärm::N,trúšč,bruit
310,Laut::N,glás,son
311,Ton::N,tón,ton
312,Lied::N,pésem,chant
313,Lied::N,pésem,chanson
314,Ruhe::N,pokòj,calme
315,Ruhe::N,pokòj,tranquillité
316,Leute::N,ljudjé,gens
317,Volk::N,národ,peuple
318,Arbeit::N,délo,travail
319,Gast::N,gòst,hôte
320,Gast::N,gòst,invité
321,Geschenk::N,darílo,cadeau
322,Geschenk::N,darílo,présent
323,Spiel::N,ígra,jeu
324,Gesellschaft::N,drúžba,compagnie
325,Hilfe::N,pomóč,aide
326,Hilfe::N,pomóč,secours
327,Freund::N,prijátelj,ami
328,Kamerad::N,továriš,copain
329,Kamerad::N,továriš,camarade
330,Angelegenheit::N,zadéva,affaire
331,Anzahl::N,števílo,nombre
332,Art::N,vŕsta,sorte
333,Art::N,vŕsta,espèce
334,Stück::N,kós,morceau
335,Teil::N,dél,part
336,Teil::N,dél,partie
337,Hälfte::N,polovíca,moitié
338,Kreis::N,króg,cercle
339,Kreis::N,kolobár,cercle
340,Kreuz::N,kríž,croix
341,Linie::N,próga,ligne
342,Strich::N,čŕta,trait
343,Abstand::N,preslédek,écart
344,Entfernung::N,oddáljenost,distance
345,Gegend::N,kràj,région
346,Gegend::N,kràj,contrée
347,Gegend::N,dežêla,région
348,Gegend::N,dežêla,contrée
349,Platz::N,prôstor,place
350,Ort::N,mésto,lieu
351,Ort::N,mésto,endroit
352,Seite::N,bòk,côté
353,Seite::N,strán,côté
354,Mitte::N,sredína,milieu
355,Gegenstand::N,prédmet,objet
356,Sache::N,réč,chose
357,Sache::N,stvár,chose
358,Rand::N,kràj,bord
359,Kante::N,rób,arête
360,Ecke::N,vogál,coin
361,Ecke::N,vogál,tournant
362,Spitze::N,óst,cime
363,Spitze::N,óst,pointe
364,Ende::N,kônec,bout
365,Loch::N,lúknja,trou
366,Winkel::N,kót,coin
367,Winkel::N,kót,réduit
368,Muster::N,vzórec,dessin
369,Größe::N,veličína,grandeur
370,Länge::N,dolžína,longueur
371,Höhe::N,vršína,hauteur
372,Höhe::N,vršína,altitude
373,Gewicht::N,téža,poids
374,Menge::N,količína,quantité
375,Haufen::N,kùp,tas
376,Haufen::N,kopíca,tas
377,Reihe::N,níz,file
378,Reihe::N,níz,rangée
379,Reihe::N,vŕsta,file
380,Reihe::N,vŕsta,rangée
381,Boot::N,čóln,canot
382,Boot::N,čóln,bateau
383,Ruder::N,vêslo,rame
384,Ruder::N,vêslo,aviron
385,Schlitten::N,saní,traîneau
386,Ski::N,smučí,ski
387,Lagerfeuer::N,táborni ôgenj,feu de camp
388,Last::N,tôvor,charge
389,Last::N,tôvor,fardeau
390,Gang::N,hòd,tour
391,Gang::N,hòd,marche
392,Schritt::N,korák,pas
393,Norden::N,séver,nord
394,Süden::N,júg,sud
395,Westen::N,zapàd,ouest
396,Westen::N,zapàd,occident
397,Osten::N,vzhòd,est
398,Osten::N,vzhòd,orient
399,Holz::N,lés,bois
400,Brett::N,deskà,planche
401,Platte::N,plôča,plaque
402,Stütze::N,opóra,appui
403,Stütze::N,opóra,soutien
404,Stütze::N,zaslómba,appui
405,Stütze::N,zaslómba,soutien
406,Stange::N,gréd,barre
407,Stange::N,gréd,perche
408,Stock::N,pálica,canne
409,Stab::N,pálica,bâton
410,Rohr::N,cév,tube
411,Rohr::N,cév,tuyau
412,Haus::N,híša,maison
413,Heim::N,dóm,maison
414,Ofen::N,péč,poêle
415,Fußboden::N,pòd,plancher
416,Tisch::N,míza,table
417,Stuhl::N,stòl,chaise
418,Wiege::N,zíbel,berceau
419,Bett::N,póstelja,lit
420,Regal::N,políca,étagère
421,Kiste::N,zabòj,caisse
422,Fenster::N,ôkno,fenêtre
423,Tür::N,vráta,porte
424,Tor::N,velíka vráta,porte
425,Tor::N,velíka vráta,portail
426,Zaun::N,ográja,clôture
427,Dach::N,stréha,toit
428,Leiter::N,léstev,échelle
429,Besen::N,mêtla,balai
430,Spaten::N,lopáta,bêche
431,Schaufel::N,lopáta,pelle
432,Gabel::N,vílice,fourchette
433,Löffel::N,žlíca,cuiller
434,Messer::N,nòž,couteau
435,Nagel::N,žebèlj,clou
436,Netz::N,mréža,filet
437,Haken::N,kljúka,croc
438,Haken::N,kljúka,crochet
439,Griff::N,ročáj,prise
440,Griff::N,ročáj,manche
441,Griff::N,oprijèm,prise
442,Griff::N,oprijèm,manche
443,Schloss::N,ključávnica,serrure
444,Bild::N,slíka,image
445,Bild::N,slíka,tableau
446,Figur::N,figúra,figure
447,Figur::N,postáva,figure
448,Puppe::N,lútka,poupée
449,Beutel::N,môšnja,sac
450,Beutel::N,môšnja,petit sac
451,Bündel::N,cúla,paquet
452,Bündel::N,cúla,faisceau
453,Bündel::N,svéženj,paquet
454,Bündel::N,svéženj,faisceau
455,Tasche::N,tórba,sac
456,Tasche::N,tobôlec,sac
457,Eimer::N,vêdro,seau
458,Deckel::N,pokròv,couvercle
459,Deckel::N,poklópec,couvercle
460,Geschirr::N,posóda,vaisselle
461,Sack::N,vréča,sac
462,Tasse::N,skodélica,tasse
463,Topf::N,lônec,pot
464,Topf::N,lônec,marmite
465,Kessel::N,kôtel,chaudron
466,Essen::N,hrána,repas
467,Essen::N,hrána,manger
468,Nahrung::N,živílo,nourriture
469,Speise::N,jéd,plat
470,Fleisch::N,mesó,viande
471,Getreide::N,žíto,blé
472,Getreide::N,žíto,céréales
473,Brei::N,káša,purée
474,Brei::N,káša,bouillie
475,Brot::N,krùh,pain
476,Scheibe::N,réženj,tranche
477,Fett::N,mást,graisse
478,Fett::N,maščôba,graisse
479,Butter::N,máslo,beurre
480,Öl::N,ólje,huile
481,Salz::N,sól,sel
482,Suppe::N,júha,soupe
483,Suppe::N,júha,potage
484,Honig::N,méd,miel
485,Milch::N,mléko,lait
486,Tee::N,čáj,thé
487,Leder::N,úsnje,cuir
488,Wolle::N,vólna,laine
489,Stoff::N,blagó,tissu
490,Stoff::N,blagó,étoffe
491,Nadel::N,ígla,aiguille
492,Faden::N,nít,fil
493,Knopf::N,gúmb,bouton
494,Knoten::N,vôzel,nœud
495,Farbe::N,bárva,peinture
496,Kleidung::N,obléka,vêtements
497,Kleidung::N,obléka,habillement
498,Hemd::N,srájca,chemise
499,Kragen::N,ovrátnik,col
500,Ärmel::N,rokáv,manche
501,Hose::N,hláče,pantalon
502,Gürtel::N,pás,ceinture
503,Mütze::N,kápa,bonnet
504,Mütze::N,kápa,casquette
505,Mütze::N,čépica,bonnet
506,Mütze::N,čépica,casquette
507,Schuh::N,čévelj,soulier
508,Schuh::N,čévelj,chaussure
509,Stiefel::N,škórenj,botte
510,Ring::N,pŕstan,bague
511,Band::N,trák,ruban
512,Kamm::N,glavník,peigne
513,Spiegel::N,zrcálo,glace
514,Spiegel::N,zrcálo,miroir
515,Spiegel::N,ogledálo,glace
516,Spiegel::N,ogledálo,miroir
517,Riemen::N,jêrmen,lanière
518,Riemen::N,jêrmen,courroie
519,Schnur::N,vŕvca,corde
520,Schnur::N,vŕvca,ficelle
521,Leine::N,konôpec,laisse
522,Decke::N,odéja,couverture
523,Kissen::N,blazína,oreiller
524,Tuch::N,pŕt,drap
525,Tuch::N,pŕt,fichu
526,Tuch::N,rúta,drap
527,Tuch::N,rúta,fichu
528,Handtuch::N,brisáča,serviette
529,Handtuch::N,brisáča,essuie-mains
530,Kraft::N,síla,force
531,Stärke::N,jákost,vigueur
532,Gesundheit::N,zdrávje,santé
533,Krankheit::N,bolézen,maladie
534,Schmerz::N,ból,douleur
535,Schmerz::N,bolečína,douleur
536,Wunde::N,rána,plaie
537,Wunde::N,rána,blessure
538,Fieber::N,vročína,fièvre
539,Arznei::N,lék,remède
540,Arznei::N,lék,médecine
541,Arznei::N,zdravílo,remède
542,Arznei::N,zdravílo,médecine
543,Brücke::N,móst,pont
544,Brunnen::N,vodnják,puits
545,Weide::N,páša,pâturage
546,Pfad::N,stezà,sentier
547,Weg::N,pót,voie
548,Weg::N,pót,chemin
549,Straße::N,césta,route
550,Dorf::N,vás,village
551,Stadt::N,mésto,cité
552,Stadt::N,mésto,ville
553,Brief::N,písmo,lettre
554,Buch::N,knjíga,livre
555,Buchstabe::N,čŕka,lettre
556,Buchstabe::N,čŕka,caractère
557,Zeitung::N,čásnik,journal
558,Leben::N,življênje,vie
559,Tod::N,smŕt,mort
560,Grab::N,gròb,tombe
561,Kirche::N,cérkev,église
562,Sünde::N,gréh,péché
563,Gott::N,bóg,dieu
564,Arbeiter::N,délavec,ouvrier
565,Arbeiter::N,délavec,travailleur
566,Chef::N,šéf,chef
567,Chef::N,šéf,patron
568,Meister::N,mójster,maître
569,Arzt::N,zdravník,médecin
570,Lehrer::N,učítelj,professeur
571,Lehrer::N,učítelj,instituteur
572,Geld::N,denár,argent
573,Geschäft::N,kupčíja,affaire
574,Geschäft::N,kupčíja,commerce
575,Laden::N,trgovína,magasin
576,Laden::N,trgovína,boutique
577,Preis::N,céna,prix
578,Ware::N,róba,marchandise
579,Nutzen::N,príd,profit
580,Reichtum::N,bogástvo,richesse
581,Welt::N,svét,monde
582,Land::N,dežêla,pays
583,Staat::N,držáva,État
584,König::N,králj,roi
585,Macht::N,oblást,pouvoir
586,Macht::N,oblást,puissance
587,Grenze::N,mêja,frontière
588,Krieg::N,vôjna,guerre
589,Feind::N,sovrážnik,ennemi
590,Gewalt::N,nasílje,violence
591,Kampf::N,bòj,lutte
592,Kampf::N,bòj,combat
593,Kampf::N,bórba,lutte
594,Kampf::N,bórba,combat
595,Bogen[Waffe]::N,lók,arc
596,Pfeil::N,puščíca,flèche
597,Gewehr::N,púška,fusil
598,Fehler::N,zmóta,faute
599,Fehler::N,zmóta,erreur
600,Lüge::N,láž,mensonge
601,Schaden::N,okvára,dégât
602,Schaden::N,okvára,dommage
603,Unglück::N,nesréča,malheur
604,Schuld::N,krívda,faute
605,Schuld::N,krívda,culpabilité
606,Alter::N,dôba,âge
607,Schluss::N,kônec,fin
608,Zeit::N,čàs,temps
609,Tag::N,dán,jour
610,Tag::N,dán,journée
611,Morgen::N,jútro,matin
612,Morgen::N,jútro,matinée
613,Mittag::N,póldan,midi
614,Abend::N,večér,soir
615,Abend::N,večér,soirée
616,Nacht::N,nóč,nuit
617,Woche::N,téden,semaine
618,Monat::N,mésec,mois
619,Jahr::N,léto,an
620,Jahr::N,léto,année
621,Frühling::N,pomlád,printemps
622,Sommer::N,polétje,été
623,Herbst::N,jesén,automne
624,Winter::N,zíma,hiver
625,Januar::N,jánuar,janvier
626,Februar::N,fébruar,février
627,März::N,márec,mars
628,April::N,apríl,avril
629,Mai::N,máj,mai
630,Juni::N,júnij,juin
631,Juli::N,júlij,juillet
632,August::N,avgúst,août
633,September::N,septêmber,septembre
634,Oktober::N,október,octobre
635,November::N,novêmber,novembre
636,Dezember::N,decémber,décembre
637,Montag::N,ponedéljek,lundi
638,Dienstag::N,tôrek,mardi
639,Mittwoch::N,sréda,mercredi
640,Donnerstag::N,četŕtek,jeudi
641,Freitag::N,pétek,vendredi
642,Samstag::N,sobóta,samedi
643,Sonntag::N,nedélja,dimanche
644,groß::A,vêlik,grand
645,klein::A,májhen,petit
646,lang::A,dólg,long
647,kurz::A,krátek,court
648,breit::A,širòk,large
649,schmal::A,ózek,étroit
650,dicht::A,góst,dense
651,dick[Gegenstand]::A,dêbel,épais
652,dünn::A,tánek,mince
653,fein::A,drôben,fin
654,fein::A,drôben,menu
655,fest::A,tŕden,ferme
656,fest::A,tŕden,solide
657,flach::A,plán,plat
658,flach::A,plòsk,plat
659,glatt::A,gládek,poli
660,glatt::A,gládek,lisse
661,hart::A,tŕd,dur
662,weich::A,mehák,mou
663,rund::A,okrógel,rond
664,spitz::A,šílast,aigu
665,spitz::A,šílast,pointu
666,scharf::A,óster,tranchant
667,stumpf::A,tóp,mousse
668,stumpf::A,tóp,émoussé
669,stumpf::A,skŕhan,mousse
670,stumpf::A,skŕhan,émoussé
671,schwer::A,têžek,lourd
672,schwer::A,têžek,pesant
673,schön::A,lép,beau
674,schön::A,krásen,beau
675,heiß::A,vròč,chaud
676,heiß::A,vròč,très chaud
677,warm::A,tôpel,chaud
678,kalt::A,mŕzel,froid
679,kalt::A,hláden,froid
680,kühl::A,hláden,frais
681,frisch::A,svéž,frais
682,feucht::A,vlážen,humide
683,nass::A,móker,mouillé
684,trocken::A,súh,sec
685,voll::A,póln,plein
686,voll::A,póln,rempli
687,leer::A,prázen,vide
688,offen::A,odpŕt,ouvert
689,geschlossen::A,zapŕt,clos
690,geschlossen::A,zapŕt,fermé
691,sauber::A,číst,net
692,sauber::A,číst,propre
693,sauber::A,líčen,net
694,sauber::A,líčen,propre
695,schmutzig::A,umázan,sale
696,schmutzig::A,umázan,crasseux
697,roh::A,suròv,cru
698,roh::A,suròv,brut
699,reif::A,zrèl,mûr
700,lecker::A,okúsen,délicieux
701,lecker::A,okúsen,appétissant
702,süß::A,sládek,doux
703,bitter::A,grenák,amer
704,sauer::A,kísel,aigre
705,hell::A,svetèl,clair
706,dunkel::A,temèn,sombre
707,schwarz::A,čŕn,noir
708,weiß::A,bél,blanc
709,rot::A,rdèč,rouge
710,gelb::A,žólt,jaune
711,gelb::A,rumèn,jaune
712,blau::A,móder,bleu
713,grün::A,zelèn,vert
714,grau::A,sív,gris
715,bunt::A,písan,multicolore
716,billig::A,pocéni,bon marché
717,teuer::A,drág,cher
718,wertvoll::A,dragocén,précieux
719,blind::A,slép,aveugle
720,taub::A,glúh,sourd
721,kräftig::A,močán,fort
722,kräftig::A,močán,vigoureux
723,stark::A,ják,fort
724,stark::A,ják,puissant
725,schwach::A,šíbek,faible
726,fett::A,dêbel,gras
727,schlank::A,vítek,svelte
728,hübsch::A,lép,joli
729,böse::A,zèl,mauvais
730,böse::A,hudôben,mauvais
731,dumm::A,glúp,sot
732,dumm::A,glúp,bête
733,dumm::A,bédast,sot
734,dumm::A,bédast,bête
735,faul::A,lén,fainéant
736,faul::A,lén,paresseux
737,fleißig::A,marljív,appliqué
738,geizig::A,škŕt,avare
739,klug::A,pámeten,intelligent
740,geschickt::A,spréten,habile
741,lieb::A,míl,cher
742,lieb::A,míl,gentil
743,lieb::A,ljúb,cher
744,lieb::A,ljúb,gentil
745,lustig::A,vesél,gai
746,lustig::A,vesél,joyeux
747,sanft::A,láhek,doux
748,hungrig::A,láčen,affamé
749,krank::A,bolán,malade
750,nackt::A,nág,nu
751,traurig::A,túžen,triste
752,lebendig::A,žív,vivant
753,gut::A,dóber,bon
754,schlecht::A,malopríden,mauvais
755,richtig::A,pravílen,juste
756,richtig::A,pravílen,correct
757,schlimm::A,húd,grave
758,schlimm::A,húd,mauvais
759,wahr::A,resníčen,vrai
760,wahr::A,resníčen,véritable
761,alt::A,stàr,vieux
762,neu::A,nòv,neuf
763,neu::A,nòv,nouveau
764,ehemalig::A,nekdánji,ancien
765,alt[Lebewesen]::A,stàr,âgé
766,alt[Lebewesen]::A,stàr,vieux
767,jung::A,mlád,jeune
768,arm::A,ubóg,pauvre
769,arm::A,réven,pauvre
770,reich::A,bogàt,riche
771,bekannt::A,znán,connu
772,berühmt::A,sláven,fameux
773,berühmt::A,sláven,célèbre
774,berühmt::A,znamenít,fameux
775,berühmt::A,znamenít,célèbre
776,fremd::A,túj,étranger
777,verschieden::A,razlíčen,différent
778,nah::A,blížnji,lié
779,nah::A,blížnji,proche
780,fern::A,dáleč,éloigné
781,fern::A,dáleč,lointain
782,linker::A,lévi,gauche
783,rechter::A,désni,droit
784,anderer::A,drúgi,autre
785,erster::A,pŕvi,premier
786,zweiter::A,drúgi,second
787,zweiter::A,drúgi,deuxième
788,dritter::A,trétji,troisième
789,letzter::A,poslédnji,dernier
790,allein::ADV,sám,seul
791,auf einmal::ADV,obênem,à la fois
792,zusammen::ADV,skúpaj,ensemble
793,lange::ADV,dólgo,longtemps
794,plötzlich::ADV,náglo,tout à coup
795,plötzlich::ADV,nenádoma,tout à coup
796,sofort::ADV,prècej,immédiatement
797,später::ADV,poznêje,plus tard
798,jetzt::ADV,zdàj,maintenant
799,heute::ADV,dánes,aujourd'hui
800,morgen::ADV,jútri,demain
801,bald::ADV,kmálu,bientôt
802,dann::ADV,nató,puis
803,dann::ADV,nató,ensuite
804,gestern::ADV,včéraj,hier
805,einst::ADV,nékdaj,jadis
806,einst::ADV,nékdaj,autrefois
807,damals::ADV,tedàj,alors
808,damals::ADV,tedàj,à l'époque
809,damals::ADV,takràt,alors
810,damals::ADV,takràt,à l'époque
811,danach::ADV,potèm,après
812,danach::ADV,potèm,ensuite
813,vorher::ADV,poprèj,auparavant
814,zuerst::ADV,spŕva,d'abord
815,zuerst::ADV,spŕva,premièrement
816,einmal::ADV,ênkrat,une fois
817,manchmal::ADV,včásih,parfois
818,manchmal::ADV,včásih,quelquefois
819,oft::ADV,pogósto,souvent
820,immer::ADV,védno,toujours
821,immer::ADV,zméraj,toujours
822,niemals::ADV,nikdàr,ne ... jamais
823,hier::ADV,tù,ici
824,hier::ADV,túkaj,ici
825,hierhin::ADV,sèmkaj,par ici
826,von hier::ADV,od tú,d'ici
827,dort::ADV,tàm,là
828,dort::ADV,tàm,là-bas
829,dorthin::ADV,tjà,y
830,dorthin::ADV,tjà,par là
831,geradeaus::ADV,rávno napréj,tout droit
832,vorwärts::ADV,napréj,en avant
833,rückwärts::ADV,zádaj,en arrière
834,zurück::ADV,nazáj,de retour
