,Concept_ID,bn,sl
710,hinter::PRP,পশ্চাতে,za
711,unter::PRP,নীচে,pod
712,durch::PRP,দ্বারা,skózi
713,neben::PRP,কাছে,kràj
714,neben::PRP,কাছে,póleg
715,zwischen::PRP,মধ্যে,med
716,zwischen::PRP,মধ্যে,izmed
717,wegen::PRP,জন্য,zarádi
718,dies::PRN,এটা,tó
719,das::PRN,ওটা,tó
720,alles::PRN,সব,vsè
721,ich::PRN,আমি,jàz
722,du::PRN,তুমি,tí
723,er::PRN,উনি,òn
724,wir::PRN,আমরা,mí
725,ihr::PRN,তোমরা,ví
726,sie::PRN,তারা,ôni
727,was::FPRN,কি,káj
728,wer::FPRN,কে,kdó
729,wo::FADV,কোথায়,kjé
730,wohin::FADV,কোথায়,kám
731,wie::FADV,কেমন,kakó
732,warum::FADV,কেন,zakáj
733,wieviel::FNUM,কত,kóliko
734,eins::NUM,অক,êden
735,zwei::NUM,দুই,dvá
736,drei::NUM,তিন,trí
737,vier::NUM,চার,štíri
738,fünf::NUM,পাঁচ,pét
739,sechs::NUM,ছয়,šést
740,sieben::NUM,সাত,sédem
741,acht::NUM,আট,ósem
742,neun::NUM,নয়,devét
743,zehn::NUM,দশ,desét
744,elf::NUM,এগারো,enájst
745,zwölf::NUM,দ্বাদশ,dvánajst
746,zwanzig::NUM,বিশ,dvájset
747,dreißig::NUM,ত্রিশ,trídeset
748,vierzig::NUM,চল্লিশ,štírideset
749,fünfzig::NUM,পঞ্চাশ,pétdeset
750,sechzig::NUM,ষাট,šéstdeset
751,siebzig::NUM,সত্তর,sédemdeset
752,achtzig::NUM,আশি,ósemdeset
753,neunzig::NUM,নব্বুই,devétdeset
754,hundert::NUM,শত,stó
755,tausend::NUM,হাজার,tísoč
756,und::CNJ,আর,in
757,und::CNJ,এবং,in
758,oder::CNJ,বা,áli
759,stehen::V,দাঁড়ানো,státi
760,sitzen::V,বসা,sedéti
761,liegen::V,শোয়া,ležáti
762,hängen::V,ঝোলা,viséti
763,werden::V,হইয়া উঠা,postáti
764,passieren::V,ঘটা,zgodíti se
765,beginnen::V,আরম্ভ হওয়া,začéti se
766,enden::V,শেষ হওয়া,končáti se
767,wechseln::V,রূপাস্তর করা,ménjati se
768,aufgehen[Sonne]::V,উদিত হওয়া,vzíti
769,untergehen[Sonne]::V,অস্ত যাওয়া,zaíti
770,scheinen[Sonne]::V,আলো দেওয়া,sijáti
771,donnern::V,বজ্রধ্বনি করা,grméti
772,wehen::V,প্রবাহিত হওয়া,píhati
773,strömen::V,প্রবাহিত হওয়া,líti
774,fließen::V,ছুটা,têči
775,sich drehen::V,পাক খাওয়া,vrtéti se
776,schwanken::V,দোলা,kolébati
777,schwingen::V,দোলা,níhati
778,fallen::V,পড়া,pádati
779,brennen::V,সেঁকা,goréti
780,rauchen::V,ধোঁয়া ছড়ান,kadíti se
781,regnen::V,বর্ষণ_করা,deževáti
782,gefrieren::V,হিমায়িত হওয়া,zmŕzniti
783,tauen::V,গলা,tájati
784,schmelzen::V,গলা,kopnéti
785,trocknen::V,শুষ্ক করা,sušíti se
786,sieden::V,ফোঁড়া,kipéti
787,faulen::V,ক্ষয় হওয়া,gníti
788,verfaulen::V,ক্ষয় হওয়া ,zgníti
789,reißen::V,ছিঁড়া,tŕgati se
790,versinken::V,ডুবা,pogrézniti se
791,vergehen::V,যাওয়া,miníti
792,erscheinen::V,আসা,pojáviti se
793,verschwinden::V,অদৃশ্য হওয়া,izgíniti
794,sinken::V,হ্রাস হওয়া,péšati
795,abnehmen::V,হ্রাস হওয়া,pojémati
796,zunehmen::V,বৃদ্ধি পাওয়া,véčati se
797,zunehmen::V,বৃদ্ধি পাওয়া,množíti se
798,steigen::V,ওঠা,dvígati se
799,wachsen::V,বড় হওয়া,rásti
800,glänzen::V,জ্বলা,sijáti
801,funkeln::V,জ্বল্জ্বল করা,ískriti se
802,läuten::V,রুসুঝুসু করা,zvoníti
803,klingeln::V,বাজা,zvončkljáti
804,klirren::V,টুংটাং-শব্দ করা,žvenketáti
805,brausen::V,গর্জন করা,šuméti
806,rauschen::V,মর্মরধ্বনি করা,šuštéti
807,rauschen::V,মর্মরধ্বনি করা,šelestéti
808,klingen::V,শব্দ করা,zvenéti
809,bellen::V,ঘেউ ঘেউ করা,lájati
810,heulen::V,গর্জন করা,zavíjati
811,blasen::V,ফুঁ দেওয়া,píhniti
812,pfeifen::V,শিস্ দেওয়া,pískati
813,pfeifen::V,শিস্ দেওয়া,žvížgati
814,schreien::V,চিৎকার করা,kričáti
815,stöhnen::V,গোঁ-গো করা,stókati
816,zittern::V,কাঁপা,drgetáti
817,leben::V,বাঁচা,živéti
818,geboren werden::V,জন্মানো,rodíti se
819,atmen::V,শ্বাস ফেলা,díhati
820,trinken::V,পান করা,píti
821,essen::V,ভক্ষণ করা,jésti
822,schlucken::V,গেলা,požírati
823,müde werden::V,পরিশ্রান্ত হওয়া,péšati
824,müde werden::V,পরিশ্রান্ত হওয়া,utrúditi se
825,einschlafen::V,নিদ্রামগ্ন হওয়া,zaspáti
826,schlafen::V,নিদ্রা যাওয়া,spáti
827,aufwachen::V,জাগা,zbudíti se
828,aufstehen::V,জাগা,vstáti
829,sich erholen::V,আরাম করা,oddahníti se
830,krank werden::V,অসুস্থ হত্তয়া,oboléti
831,krank sein::V,রূগ্ণ হত্তয়া,bíti bolán
832,schmerzen::V,কন্কন করা,boléti
833,husten::V,কাশা,kášljati
834,genesen::V,আরোগ্য হওয়া,okrévati
835,sterben::V,মারা যাওয়া,umréti
836,umkommen::V,মারা যাওয়া,pogíniti
837,sich bewegen::V,চলা,zganíti se
838,sich rühren::V,নড়া,premakníti se
839,sich erheben::V,উদিত হওয়া,vstájati
840,sich erheben::V,উদিত হওয়া,vzdígniti se
841,sich setzen::V,বসা,sésti
842,hinfallen::V,পড়া,pásti dôl
843,laufen::V,হাঁটা,hodíti
844,schreiten::V,হাঁটা,stópati
845,spazierengehen::V,পায়চারি করা,na sprehòd íti
846,eilen::V,ত্বরাম্বিত করা,drvéti
847,sich beeilen::V,ত্বরাম্বিত করা,hitéti
848,sausen::V,ধেয়ে যাওয়া,dírkati
849,rennen::V,চলা,dírjati
850,springen::V,লাফানো,skákati
851,klettern::V,আরোহণ করা,plézati
852,schaukeln::V,দোলা,kolébati
853,kriechen::V,হামাগুড়ি দেওয়া,pláziti se
854,schwimmen::V,সাঁতার কাটা,plávati
855,tauchen::V,ডোবা,potápljati se
856,rudern::V,দাঁড় টানা,vesláti
857,fahren::V,চালান,vozíti se
858,fahren::V,চালান,peljáti se
859,fliegen::V,ওড়া,létati
860,gehen::V,যাওয়া,íti
861,weggehen::V,প্রস্থান করা,odíti
862,abfahren::V,প্রস্থান করা,odpeljáti se
863,anhalten::V,থামা,ustáviti se
864,hineingehen::V,ঢোকা,íti nóter
865,eintreten::V,ঢোকা,vstopíti
866,kommen::V,আসা,príti
867,ankommen::V,আসা,prispéti
868,ankommen::V,আসা,prihájati
869,zurückkommen::V,ফিরা,vrníti se
870,bleiben::V,থাকা,ostáti
871,warten::V,অপেক্ষা করা,čákati
872,erwarten::V,অপেক্ষা করা,pričakováti
873,suchen::V,খোঁজ করা,iskáti
874,finden::V,পাওয়া,nájti
875,versuchen::V,পরখ করা,poskúšati
876,vorbereiten::V,প্রস্তুত করা,pripráviti
877,lieben::V,ভালবাসা,ljubíti
878,mögen::V,পছন্দ করা,márati
879,lachen::V,হাসা,smejáti se
880,rühren::V,হৃদয়ম্পর্শ করা,ganíti
881,weinen::V,কাঁদা,jókati
882,weinen::V,কাঁদা,plákati
883,schimpfen::V,নালিশ করা,psováti
884,schimpfen::V,নালিশ করা,zmérjati
885,sich ärgern::V,রাগ হত্তয়া,jezíti se
886,sich fürchten::V,ভয় করা,báti se
887,fürchten::V,ডরা,báti se
888,fliehen::V,পালানো,bežáti
889,flüchten::V,পালানো,pobégniti
890,sehen::V,দেখা,vídeti
891,anschauen::V,দেখা,oglédati
892,ansehen::V,দেখা,glédati
893,hören::V,শোনা,slíšati
894,zuhören::V,শোনা,poslúšati
895,probieren::V,পরখ করা,poskúšati
896,riechen::V,শুঁকা,dúhati
897,fühlen::V,অনুভব করা,čutíti
898,scheinen::V,মনে হত্তয়া,zdéti se
899,zu sehen sein::V,দেখা দেত্তয়া,vídeti se
900,vernehmen::V,শোনা,čúti
901,frieren::V,শীত লাগা,zébsti
902,tun::V,করা,délati
903,können::V,পারা,môči
904,wollen::V,ইচ্ছা করা,hotéti
905,anfangen::V,আরম্ভ করা,začéti
906,beenden::V,শেষ করা,dokončáti
907,aufhören::V,থামা,prenéhati
908,gelingen::V,সিদ্ধিলাভ করা,uspéti
909,gelingen::V,সিদ্ধিলাভ করা,posréčiti se
910,geraten::V,পরিণত হত্তয়া,obnêsti se
911,öffnen::V,খোলা,odpréti
912,schließen::V,বন্ধ করা,zapréti
913,stellen::V,স্থাপন করা,postáviti
914,setzen::V,স্থাপন করা,posadíti
915,legen::V,স্থাপন করা,položíti
916,berühren::V,স্পর্শ করা,dotíkati se
917,verbinden::V,সংযুক্ত করা,obvézati
918,bedecken::V,ঢাকা,pokríti
919,aufhängen::V,ঝুলানো,obésiti
920,anzünden::V,জ্বালান,zažgáti
921,aufheben::V,কুড়াইয়া তোলা,vzdígniti
922,zurücklassen::V,পরিত্যাগ করা,zapustíti
923,verlieren::V,হারান,izgubíti
924,fallen lassen::V,ফেলা,navréči
925,machen::V,গঠন করা,naredíti
926,machen::V,গঠন করা,napráviti
927,herstellen::V,সৃষ্টি করা,izdélati
928,bauen::V,নির্মাণ করা,gradíti
929,reparieren::V,মেরামত করা,popráviti
930,verbessern::V,উন্নতিলাভ করা,izbóljšati
931,ändern::V,পরিবর্তিত করা,spremeníti
932,graben::V,খনন করা,kopáti
933,graben::V,খনন করা,grêbsti
934,beugen::V,নোয়া,upogníti
935,biegen::V,নোয়া,zavíjati
936,drehen::V,ঘোরান,vrtéti
937,wenden::V,উলটাইয়া দেত্তয়া,obrníti
938,umdrehen::V,উলটানো,zasúkati
939,heben::V,উত্তোলন করা,dvígati
940,hochheben::V,উঁচু করা,privzdígniti
941,ergreifen::V,দখল করা,zgrábiti
942,halten::V,ধরা,držáti
943,drücken::V,টেপা,tiščáti
944,schieben::V,ঠেলা,ríniti
945,kratzen::V,চাঁচা,práskati
946,lecken::V,চাটা,lízati
947,beißen::V,দংশন করা,grísti
948,abreißen::V,বিচ্ছিন্ন করা,odtŕgati
949,abschneiden::V,বিচ্ছিন্ন করা,odrézati
950,binden::V,বন্ধন করা,vézati
951,stecken::V,বিদ্ধ করা,vtakníti
952,brechen::V,ভাঙা,lomíti
953,klopfen::V,আঘাত করা,tólči
954,hauen::V,আঘাত করা,séči
955,kleben::V,সাঁটা,lépiti
956,reiben::V,ঘষা,tréti
957,reiben::V,ঘষা,dŕgniti
958,streichen::V,ছড়াইয়া,namázati
959,schleifen::V,ধার দেওয়া,brúsiti
960,schneiden::V,কাটা,rézati
961,rütteln::V,নাড়ান,strésti
962,schütteln::V,নড়া,majáti
963,schwenken::V,দোলা,obrníti
964,schütten::V,বর্ষণ করা,sípati
965,füllen::V,পরিপূর্ণ করা,napolníti
966,einwickeln::V,মুড়া,zavíti
967,tragen::V,বহন করা,nêsti
968,schleppen::V,টানা,vláčiti
969,ziehen::V,টানা,vléči
970,aufbewahren::V,রাখা,shranjeváti
971,werfen::V,ছুড়া,lúčati
972,fangen::V,লোফা,ujéti
973,packen::V,ধরা,prijéti
974,verstecken::V,গোপন করা,skríti
975,teilen::V,বিভক্ত করা,razdelíti
976,schicken::V,প্রেরণ করা,pošíljati
977,bringen::V,আনা,prinêsti
978,hinzufügen::V,একত্র করা,pristáviti
979,bekommen::V,পাওয়া,dobíti
980,erhalten::V,পাওয়া,prejéti
981,nehmen::V,নেওয়া,vzéti
982,wählen::V,বাছা,izbírati
983,auswählen::V,বাছা,izbráti
984,bewahren::V,বাঁচাইয়া রাখা,ohraníti
985,behindern::V,বাধা দেওয়া,ovírati
986,verderben::V,নষ্ট করা,pokváriti
987,beschädigen::V,ক্ষতি করা,poškodováti
988,zerbrechen::V,ভাঙ্গিয়া যাওয়া,razlomíti
989,zerreißen::V,ছিঁড়া,raztŕgati
990,zerstören::V,বিনাশ করা,razrúšiti
991,verbrennen::V,দহন করা,sežgáti
992,geben::V,দেওয়া,dáti
993,reichen::V,দেওয়া,séči
994,reichen::V,দেওয়া,molíti
995,schenken::V,উপহার দেত্তয়া,podáriti
996,versprechen::V,প্রতিশ্রুতি দেওয়া,obljubíti
997,wünschen::V,আকাঙ্ক্ষা করা,vóščiti
998,loben::V,প্রশংসা করা,hváliti
999,küssen::V,চুম্বন করা,poljubováti
1000,wiegen::V,দুলানো,zíbati
1001,zudecken::V,ঢাকা,pokríti
1002,wecken::V,জাগানো,zbudíti
1003,zeigen::V,দেখানো,pokázati
1004,führen::V,পথ দেখানো,vêsti
1005,lehren::V,শেখানো,učíti
1006,unterrichten::V,শিক্ষা দেওয়া,poučeváti
1007,aufziehen::V,পালন করা,vzgojíti
1008,leiten::V,পরিচালনা করা,uprávljati
1009,antreiben::V,চালনা করা,goníti
1010,lassen::V,অনুমতি দেওয়া,povzročíti
1011,einladen::V,নিমন্ত্রণ করা,povábiti
1012,vereinigen::V,এক করা,zdrúžiti
1013,besuchen::V,দেখিতে যাওয়া,obiskáti
1014,treffen::V,সন্মুখীন হওয়া,pogodíti
1015,sich versammeln::V,জড়ো হওয়া,zbráti se
1016,spielen::V,খেলা,igráti se
1017,singen::V,গাওয়া,péti
1018,tanzen::V,নাচা,plésati
1019,sich trennen::V,পৃথক করা,ločíti se
1020,verlassen::V,পরিত্যাগ করা,zapustíti
1021,retten::V,উদ্ধার করা,réšiti
1022,bewachen::V,পাহারা দেওয়া,strážiti
1023,schützen::V,রক্ষা করা,sčítiti
1024,verteidigen::V,রক্ষা করা,braníti
1025,sich schlagen::V,লড়াই করা,têpsti se
1026,schießen::V,তীরবেগে ছোটা,stréljati
1027,siegen::V,জেতা,zmágati
1028,ärgern::V,বিরক্ত করা,jezíti
1029,ärgern::V,বিরক্ত করা,razbúriti
1030,schlagen::V,আঘাত করা,têpsti
1031,schlagen::V,আঘাত করা,udáriti
1032,treten::V,লাথি মারা,teptáti
1033,stechen::V,দংশন করা,ubôsti
1034,stoßen::V,ঠেলা,peháti
1035,stoßen::V,ঠেলা,drégniti
1036,stehlen::V,অপহরণ করা,ukrásti
1037,stehlen::V,অপহরণ করা,pokrásti
1038,stören::V,ঘাঁটান,motíti
1039,belästigen::V,বিরক্ত করা,nadlegováti
1040,verbergen::V,গোপন করা,skríti
1041,täuschen::V,প্রবঞ্চনা করা,slepíti
1042,betrügen::V,প্রতারণা করা,várati
1043,betrügen::V,প্রতারণা করা,ogoljufáti
1044,töten::V,হত্যা করা,ubíti
1045,wohnen::V,বাস করা,prebívati
1046,arbeiten::V,কাজ করা,délati
1047,sammeln::V,সংগ্রহ করা,zbráti
1048,pflücken::V,চয়ন করা,obráti
1049,jagen::V,শিকার করা,lovíti
1050,fischen::V,মাছ ধরা,ribáriti
1051,fassen::V,ধরা,zajéti
1052,hüten::V,যুথভুক্ত করা,pásti
1053,treiben::V,চালনা করা,pogánjati
1054,anbinden::V,বন্ধন করা,privézati
1055,füttern::V,ভোজন করানো,kŕmiti
1056,melken::V,দুগ্ধ দোহন করা,mólsti
1057,hacken::V,কাটা,sékati
1058,gießen::V,বর্ষণ করা,ulíti
1059,reifen::V,পাকা,zoréti
1060,zubereiten::V,রন্ধন করা,pripráviti
1061,kochen::V,রন্ধন করা,kúhati
1062,backen::V,সেকা,cvréti
1063,braten::V,ভাজা,pêči
1064,umrühren::V,নড়ানো,preméšati
1065,stricken::V,বোনা,plêsti
1066,nähen::V,সেলাই করা,šívati
1067,färben::V,রঞ্জিত করা,bárvati
1068,reinigen::V,পরিষ্কার করা,očístiti
1069,waschen::V,পরিষ্কার করা,opráti
1070,abwischen::V,মুছা,obrísati
1071,spülen::V,পরিষ্কার করা,splakováti
1072,fegen::V,ঝাঁট দেওয়া,pométati
1073,kehren::V,ঝাঁট দেওয়া,mésti
1074,baden::V,অবগাহন করা,kópati se
1075,sich waschen::V,ধোয়া,umíti se
1076,ausziehen::V,খুলা,izvléči
1077,anziehen::V,গায়ে দেত্তয়া,obléči
1078,sich anziehen::V,পোশাক পরা,obléči se
1079,kämmen::V,আঁচড়ানো,česáti
1080,schmücken::V,সাজান করা,okrasíti
1081,sagen::V,উচ্চারণ করা,dejáti
1082,sprechen::V,বলা,govoríti
1083,reden::V,আলাপ করা,rêči
1084,sich unterhalten::V,আড্ডা দেওয়া,razgovárjati se
1085,fragen::V,জিজ্ঞাসা করা,vprášati
1086,bitten::V,প্রার্থনা করা,prosíti
1087,erzählen::V,বর্ণনা করা,práviti
1088,mitteilen::V,বলা,naznániti
1089,nennen::V,নাম দেওয়া,imenováti
1090,rufen::V,আমন্ত্রণ করা,klícati
1091,prahlen::V,বড়াই করা,baháti se
1092,übersetzen::V,ভাষাস্তরিত করা,prevêsti
1093,denken::V,ভাবা,mísliti
1094,glauben::V,বিশ্বাস করা,verjéti
1095,bemerken::V,লক্ষ্য করা,opáziti
1096,erkennen::V,চিনিতে পারা,spoznáti
1097,begreifen::V,উপলব্ধি করা,pôjmiti
1098,verstehen::V,উপলব্ধি করা,razuméti
1099,lernen::V,শেখা,učíti se
1100,wissen::V,জানা,znáti
1101,wissen::V,জানা,védeti
1102,sich erinnern an::V,মনে করা,spómniti se
1103,vergessen::V,বিস্মৃত হওয়া,pozábiti
1104,messen::V,মাপা,mériti
1105,zählen::V,গণনা করা,štéti
1106,rechnen::V,হিসাব করা,račúnati
1107,lesen::V,পাঠ করা,bráti
1108,lesen::V,পাঠ করা,čítati
1109,malen::V,আঁকা,slíkati
1110,zeichnen::V,ছকা,rísati
1111,schreiben::V,লেখা,písati
1112,besitzen::V,অধিকার করা,iméti
1113,kaufen::V,ক্রয় করা,kupíti
1114,verkaufen::V,বেচা,prodáti
1115,bezahlen::V,প্রদান করা,pláčati
1116,zahlen::V,প্রদান করা,plačeváti
1117,beherrschen::V,শাসন করা,obvládati
1118,ertragen::V,বহন করা,prenêsti
1119,lärmen::V,,ropotáti
1120,lärmen::V,,razgrájati
