,Concept_ID,ru,fi
175,Hase::N,заяц,jänis
176,Maus::N,мышь,hiiri
177,Wolf::N,волк,susi
178,Vogel::N,птица,lintu
179,Schwarm::N,стая,parvi
180,Huhn::N,курица,kana
181,Hahn::N,петух,kukko
182,Gans::N,гусь,hanhi
183,Adler::N,орел,kotka
184,Ente::N,утка,ankka
185,Eule::N,сова,pöllö
186,Kranich::N,журавль,kurki
187,Krähe::N,ворона,varis
188,Kuckuck::N,кукушка,käki
189,Schwan::N,лебедь,joutsen
190,Fisch::N,рыба,kala
191,Barsch::N,окунь,ahven
192,Hecht::N,щука,hauki
193,Schlange[Tier]::N,змея,käärme
194,Wurm::N,червяк,mato
195,Spinne::N,паук,hämähäkki
196,Ameise::N,муравей,muurahainen
197,Laus::N,вошь,täi
198,Mücke::N,комар,sääski
199,Mücke::N,комар,hyttynen
200,Fliege::N,муха,kärpänen
201,Schmetterling::N,бабочка,perhonen
202,Beere::N,ягода,marja
203,Apfel::N,яблоко,omena
204,Pilz::N,гриб,sieni
205,Zwiebel::N,луковица,sipuli
206,Saat::N,семя,siemenet
207,Korn::N,зерно,jyvä
208,Korn::N,зерно,vilja
209,Heu::N,сено,heinä
210,Schale::N,шелуха,kuori
211,Grube::N,яма,kuoppa
212,Falle::N,ловушка,loukku
213,Schlinge::N,силок,ansa
214,Spur::N,след,jälki
215,Asche::N,зола,tuhka
216,Asche::N,пепел,tuhka
217,Dreck::N,грязь,lika
218,Eisen::N,железо,rauta
219,Gold::N,золото,kulta
220,Silber::N,серебро,hopea
221,Kohle::N,уголь,hiili
222,Glas::N,стекло,lasi
223,Lehm::N,глина,savi
224,Sand::N,песок,hiekka
225,Mensch::N,человек,ihminen
226,Mann::N,мужчина,mies
227,Frau::N,женщина,nainen
228,Kind::N,ребенок,lapsi
229,Junge::N,мальчик,poika
230,Mädchen::N,девочка,tyttö
231,Familie::N,семья,perhe
232,Großvater::N,дедушка,isoisä
233,Großmutter::N,бабушка,isoäiti
234,Eltern::N,родители,vanhemmat
235,Vater::N,отец,isä
236,Mutter::N,мать,äiti
237,Sohn::N,сын,poika
238,Tochter::N,дочь,tytär
239,Bruder::N,брат,veli
240,Schwester::N,сестра,sisko
241,Onkel::N,дядя,eno
242,Onkel::N,дядя,setä
243,Tante::N,тетя,täti
244,Ehemann::N,муж,mies
245,Ehemann::N,муж,aviomies
246,Ehefrau::N,жена,vaimo
247,Ehefrau::N,жена,aviovaimo
248,Freude::N,радость,ilo
249,Freude::N,радость,riemu
250,Gelächter::N,смех,nauru
251,Glück::N,счастье,onni
252,Kummer::N,горе,suru
253,Kummer::N,горе,murhe
254,Wunsch::N,желание,toive
255,Wunsch::N,желание,toivomus
256,Lust::N,влечение,himo
257,Geist::N,дух,henki
258,Gedanke::N,мысль,aate
259,Gedanke::N,мысль,ajatus
260,Gedächtnis::N,память,muisti
261,Verstand::N,ум,äly
262,Verstand::N,ум,järki
263,Verstand::N,ум,ymmärrys
264,Sinn::N,смысл,merkitys
265,Grund::N,повод,syy
266,Grund::N,повод,peruste
267,Wahrheit::N,правда,tosi
268,Wahrheit::N,правда,totuus
269,Gespräch::N,беседа,puhelu
270,Gespräch::N,беседа,keskustelu
271,Märchen::N,сказка,satu
272,Erzählung::N,рассказ,tarina
273,Erzählung::N,рассказ,kertomus
274,Nachricht::N,сообщение,tieto
275,Nachricht::N,сообщение,ilmoitus
276,Neuigkeit::N,новость,uutinen
277,Name::N,имя,nimi
278,Rätsel::N,загадка,arvoitus
279,Rede::N,речь,puhe
280,Sprache::N,язык,kieli
281,Stimme::N,голос,ääni
282,Wort::N,слово,sana
283,Zeichen::N,знак,merkki
284,Ruf::N,зов,kutsu
285,Lärm::N,шум,melu
286,Lärm::N,шум,hälinä
287,Laut::N,звук,ääni
288,Ton::N,звучание,sävel
289,Lied::N,песня,laulu
290,Ruhe::N,покой,lepo
291,Ruhe::N,покой,rauha
292,Leute::N,люди,väki
293,Leute::N,люди,ihmiset
294,Volk::N,народ,kansa
295,Arbeit::N,работа,työ
296,Gast::N,гость,vieras
297,Geschenk::N,подарок,lahja
298,Spiel::N,игра,peli
299,Spiel::N,игра,leikki
300,Gesellschaft::N,общество,seura
301,Hilfe::N,помощь,apu
302,Freund::N,друг,ystävä
303,Kamerad::N,приятель,toveri
304,Angelegenheit::N,дело,asia
305,Anzahl::N,количество,lukumäärä
306,Art::N,вид,laji
307,Stück::N,кусок,pala
308,Stück::N,кусок,kappale
309,Teil::N,часть,osa
310,Hälfte::N,половина,puoli
311,Kreis::N,круг,ympyrä
312,Kreuz::N,крест,risti
313,Linie::N,линия,viiva
314,Strich::N,черта,piirto
315,Abstand::N,промежуток,väli
316,Abstand::N,промежуток,väljyys
317,Entfernung::N,расстояние,etäisyys
318,Gegend::N,местность,seutu
319,Platz::N,пространство,tila
320,Ort::N,место,kohta
321,Ort::N,место,paikka
322,Seite::N,сторона,sivu
323,Seite::N,сторона,kylki
324,Mitte::N,середина,keskus
325,Mitte::N,середина,puoliväli
326,Gegenstand::N,предмет,kalu
327,Gegenstand::N,предмет,esine
328,Sache::N,вещь,asia
329,Rand::N,край,ääri
330,Rand::N,край,syrjä
331,Kante::N,ребро,särmä
332,Ecke::N,угол,nurkka
333,Spitze::N,кончик,terä
334,Spitze::N,кончик,kärki
335,Ende::N,конец,pää
336,Ende::N,конец,perä
337,Loch::N,дыра,kolo
338,Loch::N,дыра,reikä
339,Winkel::N,угол,kulma
340,Muster::N,узор,kuvio
341,Größe::N,размер,koko
342,Größe::N,размер,suuruus
343,Länge::N,длина,pituus
344,Höhe::N,высота,korkeus
345,Gewicht::N,вес,paino
346,Menge::N,количество,määrä
347,Haufen::N,куча,kasa
348,Reihe::N,ряд,rivi
349,Boot::N,лодка,vene
350,Ruder::N,весло,airo
351,Schlitten::N,сани,reki
352,Schlitten::N,сани,kelkka
353,Ski::N,лыжа,suksi
354,Lagerfeuer::N,костер,nuotio
355,Last::N,тяжесть,kuorma
356,Gang::N,ход,kulku
357,Gang::N,ход,käynti
358,Schritt::N,шаг,askel
359,Norden::N,север,pohjoinen
360,Süden::N,юг,etelä
361,Westen::N,запад,länsi
362,Osten::N,восток,itä
363,Holz::N,древесина,puu
364,Brett::N,доска,lauta
365,Platte::N,плита,levy
366,Stütze::N,подпорка,noja
367,Stange::N,жердь,tanko
368,Stock::N,палка,keppi
369,Stab::N,шест,sauva
370,Stab::N,шест,seiväs
371,Rohr::N,труба,putki
372,Haus::N,дом,talo
373,Heim::N,дом,koti
374,Ofen::N,печь,uuni
375,Fußboden::N,пол,lattia
376,Tisch::N,стол,pöytä
377,Stuhl::N,стул,tuoli
378,Wiege::N,колыбель,kehto
379,Bett::N,постель,sänky
380,Regal::N,полка,hylly
381,Kiste::N,ящик,arkku
382,Kiste::N,ящик,kirstu
383,Kiste::N,ящик,laatikko
384,Fenster::N,окно,ikkuna
385,Tür::N,дверь,ovi
386,Tor::N,ворота,portti
387,Zaun::N,забор,aita
388,Dach::N,крыша,katto
389,Leiter::N,лестница,tikkaat
390,Leiter::N,лестница,tikapuut
391,Besen::N,метла,luuta
392,Spaten::N,лопата,lapio
393,Schaufel::N,совок,lapio
394,Gabel::N,вилка,haarukka
395,Löffel::N,ложка,lusikka
396,Messer::N,нож,veitsi
397,Nagel::N,гвоздь,naula
398,Netz::N,сеть,verkko
399,Haken::N,крюк,haka
400,Haken::N,крюк,koukku
401,Griff::N,ручка,ripa
402,Griff::N,ручка,kahva
403,Schloss::N,замок,lukko
404,Bild::N,картина,kuva
405,Figur::N,фигура,kuvio
406,Puppe::N,кукла,nukke
407,Beutel::N,мешок,pussi
408,Bündel::N,связка,nippu
409,Bündel::N,связка,kimppu
410,Tasche::N,сумка,laukku
411,Eimer::N,ведро,sanko
412,Eimer::N,ведро,ämpäri
413,Deckel::N,крышка,kansi
414,Geschirr::N,посуда,astia
415,Sack::N,мешок,säkki
416,Tasse::N,чашка,kuppi
417,Topf::N,кастрюля,pata
418,Kessel::N,котел,kattila
419,Essen::N,еда,syönti
420,Nahrung::N,пища,ruoka
421,Nahrung::N,пища,ravinto
422,Speise::N,блюдо,ruoka
423,Speise::N,кушанье,ruoka
424,Fleisch::N,мясо,liha
425,Getreide::N,хлеб,vilja
426,Brei::N,каша,puuro
427,Brot::N,хлеб,leipä
428,Scheibe::N,ломоть,viipale
429,Fett::N,жир,rasva
430,Butter::N,масло,voi
431,Öl::N,масло,öljy
432,Salz::N,соль,suola
433,Suppe::N,суп,keitto
434,Honig::N,мед,hunaja
435,Milch::N,молоко,maito
436,Tee::N,чай,tee
437,Leder::N,кожа,nahka
438,Wolle::N,шерсть,villa
439,Stoff::N,ткань,kangas
440,Nadel::N,игла,neula
441,Faden::N,нитка,lanka
442,Knopf::N,пуговица,nappi
443,Knoten::N,узел,solmu
444,Farbe::N,краска,maali
445,Kleidung::N,одежда,vaatteet
446,Hemd::N,рубашка,paita
447,Kragen::N,воротник,kaulus
448,Ärmel::N,рукав,hiha
449,Hose::N,брюки,housut
450,Gürtel::N,пояс,vyö
451,Mütze::N,шапка,lakki
452,Schuh::N,ботинок,kenkä
453,Stiefel::N,сапог,saapas
454,Ring::N,кольцо,sormus
455,Band::N,лента,nauha
456,Kamm::N,расческа,kampa
457,Spiegel::N,зеркало,peili
458,Riemen::N,ремень,hihna
459,Schnur::N,веревка,naru
460,Schnur::N,веревка,nuora
461,Leine::N,поводок,talutushihna
462,Decke::N,одеяло,peite
463,Kissen::N,подушка,tyyny
464,Kissen::N,подушка,pielus
465,Tuch::N,платок,huivi
466,Handtuch::N,полотенце,pyyheliina
467,Kraft::N,сила,väki
468,Kraft::N,сила,voima
469,Stärke::N,крепость,vahvuus
470,Gesundheit::N,здоровье,terveys
471,Krankheit::N,болезнь,tauti
472,Krankheit::N,болезнь,sairaus
473,Schmerz::N,боль,kipu
474,Schmerz::N,боль,särky
475,Wunde::N,рана,haava
476,Fieber::N,лихорадка,kuume
477,Fieber::N,температура,kuume
478,Arznei::N,лекарство,lääke
479,Brücke::N,мост,silta
480,Brunnen::N,колодец,kaivo
481,Weide::N,пастбище,laidun
482,Pfad::N,тропа,polku
483,Weg::N,путь,tie
484,Weg::N,дорога,tie
485,Straße::N,улица,katu
486,Straße::N,дорога,katu
487,Dorf::N,деревня,kylä
488,Stadt::N,город,kaupunki
489,Brief::N,письмо,kirje
490,Buch::N,книга,kirja
491,Buchstabe::N,буква,kirjain
492,Zeitung::N,газета,lehti
493,Zeitung::N,газета,sanomalehti
494,Leben::N,жизнь,elo
495,Leben::N,жизнь,elämä
496,Tod::N,смерть,kuolema
497,Grab::N,могила,hauta
498,Kirche::N,церковь,kirkko
499,Sünde::N,грех,synti
500,Gott::N,бог,jumala
501,Arbeiter::N,рабочий,työläinen
502,Chef::N,начальник,päällikkö
503,Meister::N,мастер,mestari
504,Arzt::N,врач,lääkäri
505,Lehrer::N,учитель,opettaja
506,Geld::N,деньги,raha
507,Geschäft::N,занятие,liike
508,Laden::N,магазин,puoti
509,Laden::N,магазин,kauppa
510,Preis::N,цена,hinta
511,Ware::N,товар,tavara
512,Nutzen::N,выгода,hyöty
513,Reichtum::N,богатство,rikkaus
514,Welt::N,мир,maailma
515,Land::N,страна,maa
516,Staat::N,государство,valtio
517,König::N,король,kuningas
518,Macht::N,власть,mahti
519,Grenze::N,граница,raja
520,Krieg::N,война,sota
521,Feind::N,враг,vihollinen
522,Gewalt::N,насилие,väkivalta
523,Kampf::N,борьба,taistelu
524,Bogen[Waffe]::N,лук,jousi
525,Pfeil::N,стрела,nuoli
526,Gewehr::N,ружье,kivääri
527,Fehler::N,ошибка,vika
528,Fehler::N,ошибка,virhe
529,Lüge::N,ложь,valhe
530,Schaden::N,вред,vaurio
531,Schaden::N,вред,vahinko
532,Unglück::N,беда,vahinko
533,Unglück::N,беда,onnettomuus
534,Schuld::N,вина,syy
535,Alter::N,возраст,ikä
536,Schluss::N,окончание,loppu
537,Zeit::N,время,aika
538,Tag::N,день,päivä
539,Morgen::N,утро,aamu
540,Morgen::N,утро,huomen
541,Mittag::N,полдень,keskipäivä
542,Abend::N,вечер,ilta
543,Nacht::N,ночь,yö
544,Woche::N,неделя,viikko
545,Monat::N,месяц,kuukausi
546,Jahr::N,год,vuosi
547,Frühling::N,весна,kevät
548,Sommer::N,лето,kesä
549,Herbst::N,осень,syksy
550,Winter::N,зима,talvi
551,Januar::N,январь,tammikuu
552,Februar::N,февраль,helmikuu
553,März::N,март,maaliskuu
554,April::N,апрель,huhtikuu
555,Mai::N,май,toukokuu
556,Juni::N,июнь,kesäkuu
557,Juli::N,июль,heinäkuu
558,August::N,август,elokuu
559,September::N,сентябрь,syyskuu
560,Oktober::N,октябрь,lokakuu
561,November::N,ноябрь,marraskuu
562,Dezember::N,декабрь,joulukuu
563,Montag::N,понедельник,maanantai
564,Dienstag::N,вторник,tiistai
565,Mittwoch::N,среда,keskiviikko
566,Donnerstag::N,четверг,torstai
567,Freitag::N,пятница,perjantai
568,Samstag::N,суббота,lauantai
569,Sonntag::N,воскресенье,sunnuntai
570,groß::A,большой,iso
571,groß::A,большой,suuri
572,klein::A,маленький,pieni
573,lang::A,длинный,pitkä
574,kurz::A,короткий,lyhyt
575,breit::A,широкий,leveä
576,schmal::A,узкий,kapea
577,dicht::A,густой,taaja
578,dick[Gegenstand]::A,толстый,paksu
579,dünn::A,тонкий,ohut
580,fein::A,тонкий,hieno
581,fest::A,крепкий,luja
582,flach::A,плоский,litteä
583,flach::A,плоский,tasainen
584,glatt::A,гладкий,sileä
585,glatt::A,гладкий,siloinen
586,hart::A,твердый,kova
587,weich::A,мягкий,pehmeä
588,rund::A,круглый,pyöreä
589,spitz::A,остроконечный,terävä
590,scharf::A,острый,terävä
591,stumpf::A,тупой,tylsä
592,schwer::A,тяжелый,raskas
593,schwer::A,тяжелый,painava
594,schön::A,красивый,kaunis
595,heiß::A,жаркий,kuuma
596,warm::A,теплый,lämmin
597,kalt::A,холодный,kylmä
598,kalt::A,холодный,viluinen
599,kühl::A,прохладный,viileä
600,frisch::A,свежий,tuore
601,feucht::A,влажный,kostea
602,nass::A,мокрый,märkä
603,trocken::A,сухой,kuiva
604,voll::A,полный,täysi
605,voll::A,наполненный,täysi
606,leer::A,пустой,tyhjä
607,offen::A,открытый,avonainen
608,geschlossen::A,закрытый,suljettu
609,sauber::A,чистый,puhdas
610,schmutzig::A,грязный,likainen
611,roh::A,сырой,raaka
612,reif::A,зрелый,kypsä
613,lecker::A,вкусный,herkullinen
614,süß::A,сладкий,makea
615,bitter::A,горький,karvas
616,bitter::A,горький,kitkerä
617,sauer::A,кислый,hapan
618,hell::A,светлый,kirkas
619,hell::A,светлый,valoisa
620,dunkel::A,темный,pimeä
621,schwarz::A,черный,musta
622,weiß::A,белый,valkea
623,rot::A,красный,punainen
624,gelb::A,желтый,keltainen
625,blau::A,синий,sininen
626,grün::A,зеленый,vihreä
627,grau::A,серый,harmaa
628,bunt::A,пестрый,kirjava
629,billig::A,дешевый,halpa
630,billig::A,дешевый,huokea
631,teuer::A,дорогой,kallis
632,wertvoll::A,ценный,arvokas
633,blind::A,слепой,sokea
634,taub::A,глухой,kuuro
635,kräftig::A,могучий,väkevä
636,kräftig::A,могучий,voimakas
637,stark::A,сильный,vahva
638,schwach::A,слабый,heikko
639,fett::A,жирный,lihava
640,schlank::A,стройный,hoikka
641,schlank::A,стройный,solakka
642,hübsch::A,прелестный,soma
643,hübsch::A,прелестный,sievä
644,böse::A,злой,paha
645,böse::A,злой,häijy
646,dumm::A,глупый,tyhmä
647,dumm::A,глупый,typerä
648,faul::A,ленивый,laiska
649,fleißig::A,прилежный,ahkera
650,geizig::A,жадный,saita
651,klug::A,умный,älykäs
652,geschickt::A,искусный,taitava
653,lieb::A,милый,rakas
654,lustig::A,веселый,hauska
655,lustig::A,веселый,iloinen
656,sanft::A,нежный,lauha
657,sanft::A,нежный,lempeä
658,hungrig::A,голодный,nälkäinen
659,krank::A,больной,sairas
660,nackt::A,голый,alaston
661,traurig::A,грустный,surullinen
662,traurig::A,грустный,murheellinen
663,lebendig::A,живой,elävä
664,gut::A,хороший,hyvä
665,schlecht::A,плохой,paha
666,schlecht::A,плохой,huono
667,richtig::A,правильный,oikea
668,schlimm::A,отвратительный,paha
669,schlimm::A,мерзкий,paha
670,wahr::A,настоящий,tosi
671,alt::A,старый,vanha
672,neu::A,новый,uusi
673,ehemalig::A,бывший,entinen
674,ehemalig::A,бывший,muinainen
675,alt[Lebewesen]::A,пожилой,vanha
676,jung::A,молодой,nuori
677,arm::A,бедный,köyhä
678,reich::A,богатый,rikas
679,bekannt::A,знакомый,tuttu
680,bekannt::A,знакомый,tunnettu
681,berühmt::A,знаменитый,kuuluisa
682,fremd::A,чужой,vieras
683,verschieden::A,разный,eri
684,verschieden::A,разный,erilainen
685,nah::A,близкий,läheinen
686,fern::A,далекий,etäinen
687,linker::A,левый,vasen
688,rechter::A,правый,oikea
689,anderer::A,другой,muu
690,anderer::A,другой,toinen
691,erster::A,первый,ensimmäinen
692,zweiter::A,второй,toinen
693,dritter::A,третий,kolmas
694,letzter::A,последний,viimeinen
695,allein::ADV,один,yksin
696,auf einmal::ADV,сразу,yhdellä kertaa
697,zusammen::ADV,вместе,yhdessä
698,lange::ADV,долго,kauan
699,lange::ADV,долго,pitkään
700,plötzlich::ADV,вдруг,äkkiä
701,sofort::ADV,тотчас,heti
702,später::ADV,позже,myöhemmin
703,jetzt::ADV,сейчас,nyt
704,heute::ADV,сегодня,tänään
705,morgen::ADV,завтра,huomenna
706,bald::ADV,скоро,pian
707,dann::ADV,потом,sitten
708,gestern::ADV,вчера,eilen
709,einst::ADV,однажды,aikanaan
710,damals::ADV,тогда,silloin
711,damals::ADV,тогда,siihen aikaan
712,danach::ADV,затем,sen jälkeen
713,vorher::ADV,раньше,ennen
714,zuerst::ADV,сперва,ensin
715,zuerst::ADV,сперва,ensiksi
716,einmal::ADV,раз,kerran
717,manchmal::ADV,иногда,joskus
718,oft::ADV,часто,usein
719,immer::ADV,всегда,aina
720,niemals::ADV,никогда,ei koskaan
721,hier::ADV,здесь,tässä
722,hier::ADV,здесь,täällä
723,hierhin::ADV,сюда,tähän
724,von hier::ADV,отсюда,tästä
725,von hier::ADV,отсюда,täältä
726,dort::ADV,там,siinä
727,dort::ADV,там,siellä
728,dorthin::ADV,туда,sinne
729,dorthin::ADV,туда,tuonne
730,geradeaus::ADV,прямо,suoraan
731,vorwärts::ADV,вперед,eteenpäin
732,rückwärts::ADV,назад,taaksepäin
733,zurück::ADV,обратно,takaisin
734,unten::ADV,внизу,alhaalla
735,hinab::ADV,вниз,alas
736,oben::ADV,наверху,ylhäällä
737,hinauf::ADV,вверх,ylös
738,überall::ADV,везде,kaikkialla
739,nicht::ADV,не,ei
740,ein wenig::ADV,немного,vähän
741,kaum::ADV,едва,tuskin
742,sehr::ADV,очень,kovin
743,sehr::ADV,очень,oikein
744,so::ADV,так,näin
745,noch::ADV,еще,vielä
746,nur::ADV,только,vain
747,nur::ADV,только,ainoastaan
748,schon::ADV,уже,jo
749,wieder::ADV,опять,taas
750,wieder::ADV,опять,jälleen
751,vergebens::ADV,напрасно,turhaan
752,vor::PRP,перед,edessä
753,hinter::PRP,за,takana
754,hinter::PRP,позади,takana
755,unter::PRP,под,alla
756,durch::PRP,сквозь,läpi
757,durch::PRP,сквозь,kautta
758,neben::PRP,возле,vieressä
759,zwischen::PRP,между,välillä
760,wegen::PRP,из-за,takia
761,wegen::PRP,из-за,vuoksi
762,dies::PRN,это,tämä
763,das::PRN,то,se
764,alles::PRN,все,kaikki
765,ich::PRN,я,minä
766,du::PRN,ты,sinä
767,er::PRN,он,hän
768,wir::PRN,мы,me
769,ihr::PRN,вы,te
770,sie::PRN,они,he
771,was::FPRN,что,mikä
772,wer::FPRN,кто,ken
773,wer::FPRN,кто,kuka
774,wo::FADV,где,missä
775,wohin::FADV,куда,mihin
776,wie::FADV,как,miten
777,wie::FADV,как,kuinka
778,warum::FADV,почему,miksi
779,wieviel::FNUM,сколько,paljonko
780,wieviel::FNUM,сколько,kuinka paljon
781,eins::NUM,один,yksi
782,zwei::NUM,два,kaksi
783,drei::NUM,три,kolme
784,vier::NUM,четыре,neljä
785,fünf::NUM,пять,viisi
786,sechs::NUM,шесть,kuusi
787,sieben::NUM,семь,seitsemän
788,acht::NUM,восемь,kahdeksan
789,neun::NUM,девять,yhdeksän
790,zehn::NUM,десять,kymmenen
791,elf::NUM,одиннадцать,yksitoista
792,zwölf::NUM,двенадцать,kaksitoista
793,zwanzig::NUM,двадцать,kaksikymmentä
794,dreißig::NUM,тридцать,kolmekymmentä
795,vierzig::NUM,сорок,neljäkymmentä
796,fünfzig::NUM,пятьдесят,viisikymmentä
797,sechzig::NUM,шестьдесят,kuusikymmentä
798,siebzig::NUM,семьдесят,seitsemänkymmentä
799,achtzig::NUM,восемьдесят,kahdeksankymmentä
800,neunzig::NUM,девяносто,yhdeksänkymmentä
801,hundert::NUM,сто,sata
802,tausend::NUM,тысяча,tuhat
803,und::CNJ,и,ja
804,oder::CNJ,или,tai
805,oder::CNJ,либо,tai
806,stehen::V,стоять,seisoa
807,sitzen::V,сидеть,istua
808,liegen::V,лежать,maata
809,hängen::V,висеть,riippua
810,werden::V,стать,tulla
811,werden::V,стать,joutua
812,passieren::V,случиться,sattua
813,passieren::V,случиться,tapahtua
814,beginnen::V,начаться,alkaa
815,enden::V,кончиться,loppua
816,enden::V,кончиться,päättyä
817,wechseln::V,меняться,vaihtua
818,wechseln::V,меняться,vaihdella
819,aufgehen[Sonne]::V,взойти,nousta
820,untergehen[Sonne]::V,зайти,laskea
821,scheinen[Sonne]::V,светить,paistaa
822,donnern::V,греметь,jyristä
823,wehen::V,дуть,tuulla
824,wehen::V,дуть,puhaltaa
825,strömen::V,литься,virrata
826,fließen::V,течь,valua
827,fließen::V,течь,juosta
828,sich drehen::V,вращаться,pyöriä
