,Concept_ID,is,kk
92,Eis::N,ís,мұз
93,Frost::N,frost,суық
94,Kälte::N,kuldi,ызғар
95,Kälte::N,kuldi,суықтық
96,Hitze::N,hiti,аптап
97,Raureif::N,hrím,қырау
98,Regenbogen::N,regnbogi,кемпірқосақ
99,Donner::N,þruma,күн күркіреу
100,Strömung::N,straumur,ағын
101,Tropfen::N,dropi,тамшы
102,Schaum::N,froða,көбік
103,Schmutz::N,óhreinindi,кір
104,See::N,stöðuvatn,көл
105,Sumpf::N,fen,саз
106,Moor::N,mýri,саз
107,Wiese::N,engi,шалғын
108,Wald::N,skógur,орман
109,Hügel::N,hæð,төбе
110,Hügel::N,hæð,белес
111,Hügel::N,hæð,белес-белес
112,Hügel::N,hóll,төбе
113,Hügel::N,hóll,белес
114,Hügel::N,hóll,белес-белес
115,Anhöhe::N,hæð,дөң
116,Anhöhe::N,hæð,адыр
117,Anhöhe::N,hæð,қырат
118,Anhöhe::N,hóll,дөң
119,Anhöhe::N,hóll,адыр
120,Anhöhe::N,hóll,қырат
121,Berg::N,fell,тау
122,Berg::N,fjall,тау
123,Gipfel::N,tindur,төбе
124,Höhle::N,hellir,үңгір
125,Abhang::N,hlíð,бауыр
126,Abhang::N,brekka,бауыр
127,Quelle::N,lind,қайнар
128,Quelle::N,uppspretta,қайнар
129,Bach::N,lækur,жылға
130,Fluss::N,á,өзен
131,Fluss::N,fljót,өзен
132,Ufer::N,árbakki,жиек
133,Ufer::N,sjávarbakki,жиек
134,Küste::N,strönd,жиегі
135,Küste::N,strönd,жағалау
136,Festland::N,meginland,құрылық
137,Meer::N,haf,теңіз
138,Meer::N,sjór,теңіз
139,Bucht::N,vík,шығанақ
140,Insel::N,eyja,арал
141,Blume::N,blóm,гүл
142,Gras::N,gras,от
143,Wurzel::N,rót,түбір
144,Baum::N,tré,ағаш
145,Baum::N,tré,дарақ
146,Stamm::N,stofn,сояу
147,Stamm::N,stofn,оқпан
148,Rinde::N,börkur,қабық
149,Ast::N,grein,бұтақ
150,Zweig::N,angi,шыбық
151,Zweig::N,kvistur,шыбық
152,Blatt::N,blað,жапырақ
153,Birke::N,birki,қайың
154,Kiefer[Baum]::N,fura,қарағай
155,Weide[Baum]::N,víðir,тал
156,Tanne::N,greni,шырша
157,Horn::N,horn,мүйіз
158,Feder::N,fjöður,қаламұш
159,Fell::N,skinn,тері
160,Flügel::N,vængur,қанат
161,Klaue::N,kló,тырнақ
162,Kralle::N,kló,аяқ
163,Schwanz::N,rófa,құйрық
164,Schwanz::N,skott,құйрық
165,Ei::N,egg,жұмыртқа
166,Nest::N,hreiður,ұя
167,Bau::N,greni,жатақ
168,Bau::N,bæli,жатақ
169,Tier::N,dýr,айуан
170,Tier::N,dýr,жануар
171,Herde::N,hjörð,пада
172,Kuh::N,kýr,сиыр
173,Bulle::N,boli,өгіз
174,Pferd::N,hestur,жылқы
175,Schaf::N,kind,қой
176,Schwein::N,svín,шошқа
177,Hund::N,hundur,ит
178,Katze::N,köttur,мысық
179,Bär::N,björn,аю
180,Eichhörnchen::N,íkorni,тиін
181,Elch::N,elgur,бұғы
182,Fuchs::N,refur,түлкі
183,Hase::N,héri,қоян
184,Maus::N,mús,қаптесер
185,Wolf::N,úlfur,бөрі
186,Wolf::N,úlfur,қасқыр
187,Vogel::N,fugl,құс
188,Schwarm::N,sægur,топ
189,Schwarm::N,sægur,үйір
190,Huhn::N,hæna,тауық
191,Huhn::N,hæna,мекиен
192,Hahn::N,hani,әтеш
193,Hahn::N,hani,қораз
194,Gans::N,gæs,қаз
195,Adler::N,örn,бүркіт
196,Ente::N,önd,үйрек
197,Eule::N,uggla,жапалақ
198,Kranich::N,trana,тырна
199,Krähe::N,kráka,қарға
200,Kuckuck::N,gaukur,көкек
201,Schwan::N,svanur,аққу
202,Fisch::N,fiskur,балық
203,Barsch::N,aborri,алабұға
204,Hecht::N,gedda,шортан
205,Schlange[Tier]::N,naðra,жылан
206,Wurm::N,ormur,шұбалшаң
207,Spinne::N,kónguló,өрмекші
208,Ameise::N,maur,қүмырска
209,Laus::N,lús,бит
210,Mücke::N,mý,маса
211,Mücke::N,mýfluga,маса
212,Fliege::N,fluga,шыбын
213,Schmetterling::N,fiðrildi,көбелек
214,Beere::N,ber,жидек
215,Apfel::N,epli,алма
216,Pilz::N,sveppur,қозықұйрық
217,Pilz::N,sveppur,саңыраукулақ
218,Zwiebel::N,laukur,жуа
219,Saat::N,fræ,тұқым
220,Saat::N,útsæði,тұқым
221,Korn::N,korn,дән
222,Heu::N,hey,шөп
223,Schale::N,hýði,қабық
224,Schale::N,hýði,қабығы
225,Grube::N,gryfja,ор
226,Falle::N,gildra,дұзақ
227,Falle::N,gildra,қақпан
228,Schlinge::N,snara,ілмек
229,Spur::N,spor,із
230,Asche::N,aska,күл
231,Dreck::N,óþverri,былғаныш
232,Eisen::N,járn,темір
233,Gold::N,gull,алтын
234,Silber::N,silfur,күміс
235,Kohle::N,kol,көмір
236,Glas::N,gler,шыны
237,Lehm::N,leir,балшық
238,Sand::N,sandur,құм
239,Mensch::N,maður,адам
240,Mensch::N,manneskja,адам
241,Mann::N,maður,еркек
242,Mann::N,maður,ер адам
243,Mann::N,karlmaður,еркек
244,Mann::N,karlmaður,ер адам
245,Frau::N,kona,бике
246,Frau::N,kona,қатын
247,Kind::N,barn,бала
248,Kind::N,barn,перзент
249,Kind::N,krakki,бала
250,Kind::N,krakki,перзент
251,Junge::N,drengur,бала
252,Junge::N,drengur,ер бала
253,Mädchen::N,stelpa,қыз
254,Familie::N,fjölskylda,жанұя
255,Großvater::N,afi,ата
256,Großmutter::N,amma,әже
257,Großmutter::N,amma,әжей
258,Eltern::N,foreldrar,ата-аналар
259,Vater::N,faðir,әке
260,Mutter::N,móðir,ана
261,Sohn::N,sonur,ұл
262,Tochter::N,dóttir,қызым
263,Bruder::N,bróðir,бауырым
264,Schwester::N,systir,әпке
265,Onkel::N,föðurbróðir,көке
266,Tante::N,frænka,тәте
267,Tante::N,móðursystir,тәте
268,Ehemann::N,eiginmaður,ер
269,Ehefrau::N,eiginkona,зайып
270,Freude::N,gleði,қуаныш
271,Freude::N,gleði,сүйініш
272,Freude::N,gleði,шат-думан
273,Freude::N,gleði,қуаныштылық
274,Gelächter::N,hlátur,күлу
275,Glück::N,gæfa,бақыт
276,Glück::N,gæfa,бақыттылық
277,Kummer::N,sorg,аза
278,Kummer::N,sorg,қайғы
279,Kummer::N,sorg,қасырет
280,Wunsch::N,ósk,мүдде
281,Lust::N,fýsn,тәбет
282,Lust::N,fýsn,ынтызар
283,Lust::N,fýsn,құштарлық
284,Lust::N,löngun,тәбет
285,Lust::N,löngun,ынтызар
286,Lust::N,löngun,құштарлық
287,Geist::N,andi,рух
288,Gedanke::N,hugsun,ой
289,Gedächtnis::N,minni,ес
290,Gedächtnis::N,minni,жады
291,Gedächtnis::N,minni,ақыл-ес
292,Verstand::N,vit,ақыл
293,Verstand::N,vit,парасат
294,Sinn::N,merking,мән
295,Sinn::N,merking,маныз
296,Sinn::N,merking,мағына
297,Sinn::N,merking,мән-мағына
298,Grund::N,ástæða,себеп
299,Wahrheit::N,sannleikur,рас
300,Gespräch::N,samtal,әңгіме
301,Märchen::N,ævintýri,ертеп
302,Märchen::N,ævintýri,ертек
303,Erzählung::N,saga,әңгіме
304,Nachricht::N,frétt,хабар
305,Neuigkeit::N,frétt,жаңалық
306,Name::N,nafn,ат
307,Name::N,nafn,атау
308,Rätsel::N,gáta,жұмбақ
309,Rede::N,ræða,сөз
310,Sprache::N,mál,тіл
311,Sprache::N,tungumál,тіл
312,Stimme::N,rödd,үн
313,Stimme::N,rödd,әуен
314,Stimme::N,rödd,дауыс
315,Wort::N,orð,сөз
316,Zeichen::N,tákn,ишара
317,Zeichen::N,merki,ишара
318,Ruf::N,kall,айғай
319,Lärm::N,hávaði,айғай-шу
320,Lärm::N,hávaði,айғай-ұйғай
321,Laut::N,hljóð,дыбыс
322,Laut::N,hljóð,дауыс
323,Ton::N,tónn,әуен
324,Lied::N,ljóð,ән
325,Lied::N,ljóð,жыр
326,Lied::N,ljóð,ән-жыр
327,Lied::N,söngur,ән
328,Lied::N,söngur,жыр
329,Lied::N,söngur,ән-жыр
330,Ruhe::N,ró,тыныштық
331,Ruhe::N,kyrrð,тыныштық
332,Leute::N,fólk,кісілер
333,Volk::N,þjóð,халық
334,Arbeit::N,vinna,еңбек
335,Gast::N,gestur,қонақ
336,Gast::N,gestur,мейман
337,Geschenk::N,gjöf,қадия
338,Spiel::N,leikur,ойын
339,Gesellschaft::N,selskapur,қауым
340,Gesellschaft::N,selskapur,жұртшылық
341,Hilfe::N,hjálp,жэрдем
342,Freund::N,vinur,дос
343,Kamerad::N,félagi,дос-жар
344,Angelegenheit::N,mál,жұмыс
345,Angelegenheit::N,málefni,жұмыс
346,Anzahl::N,tala,сан
347,Anzahl::N,tala,саны
348,Anzahl::N,fjöldi,сан
349,Anzahl::N,fjöldi,саны
350,Art::N,tegund,түр
351,Stück::N,biti,тілім
352,Stück::N,stykki,тілім
353,Teil::N,hluti,үлес
354,Teil::N,hluti,бөлшек
355,Teil::N,partur,үлес
356,Teil::N,partur,бөлшек
357,Hälfte::N,helmingur,жарты
358,Kreis::N,hringur,шеңбер
359,Kreuz::N,kross,крест
360,Kreuz::N,krossmark,крест
361,Linie::N,lína,сызық
362,Strich::N,strik,сызық
363,Abstand::N,millibil,ара
364,Abstand::N,millibil,аралық
365,Entfernung::N,fjarlægð,аралық
366,Gegend::N,hérað,өңір
367,Platz::N,pláss,орны
368,Ort::N,staður,орын
369,Seite::N,hlið,жақ
370,Seite::N,hlið,бүйір
371,Mitte::N,miðja,ортасы
372,Gegenstand::N,hlutur,зат
373,Gegenstand::N,hlutur,нәрсе
374,Sache::N,mál,бұйым
375,Rand::N,brún,шет
376,Rand::N,brún,шеті
377,Kante::N,rönd,қыр
378,Kante::N,rönd,қыры
379,Ecke::N,horn,қыры
380,Ecke::N,horn,бұрыш
381,Spitze::N,oddur,ұшы
382,Ende::N,endi,аяқ
383,Ende::N,endi,соңы
384,Loch::N,gat,тесік
385,Loch::N,hola,тесік
386,Winkel::N,skot,мүйіс
387,Winkel::N,krókur,мүйіс
388,Muster::N,munstur,мәнер
389,Größe::N,stærð,ауқым
390,Größe::N,stærð,көлемдік
391,Länge::N,lengd,бой
392,Länge::N,lengd,ұзындық
393,Höhe::N,hæð,жоғарылық
394,Höhe::N,hæð,биіктік
395,Gewicht::N,vigt,салмақ
396,Gewicht::N,þyngd,салмақ
397,Menge::N,magn,мөлшер
398,Haufen::N,hrúga,үйме
399,Haufen::N,hrúga,үйінді
400,Haufen::N,haugur,үйме
401,Haufen::N,haugur,үйінді
402,Reihe::N,röð,сап
403,Boot::N,bátur,қайық
404,Ruder::N,ár,ескек
405,Schlitten::N,sleði,шана
406,Ski::N,skíði,шаңғы
407,Lagerfeuer::N,varðeldur,алау
408,Last::N,byrði,ауырлық
409,Last::N,byrði,ауыр зат
410,Last::N,farmur,ауырлық
411,Last::N,farmur,ауыр зат
412,Gang::N,ganga,жүріс
413,Schritt::N,skref,адым
414,Norden::N,norður,солтүстік
415,Norden::N,norður,терістік
416,Süden::N,suður,оңтүстік
417,Westen::N,vestur,батыс
418,Osten::N,austur,күншығыс
419,Holz::N,viður,ағаш
420,Holz::N,viður,сүрек
421,Brett::N,fjöl,тақта
422,Platte::N,flötur,тақта
423,Stütze::N,stoð,тіреу
424,Stange::N,stöng,қада
425,Stock::N,prik,сойыл
426,Stock::N,stafur,сойыл
427,Stab::N,prik,сырық
428,Stab::N,stafur,сырық
429,Rohr::N,rör,құбыр
430,Rohr::N,pípa,құбыр
431,Haus::N,hús,үй
432,Heim::N,heimili,үйлі
433,Heim::N,heimili,шаңырақ
434,Ofen::N,ofn,ошақ
435,Ofen::N,ofn,пеш
436,Fußboden::N,gólf,еден
437,Tisch::N,borð,үстел
438,Stuhl::N,stóll,орындық
439,Wiege::N,vagga,бесік
440,Bett::N,rúm,кереует
441,Bett::N,hvíla,кереует
442,Regal::N,hilla,сөре
443,Kiste::N,kassi,жәшік
444,Fenster::N,gluggi,терезе
445,Tür::N,dyr,есік
446,Tür::N,hurð,есік
447,Tor::N,hlið,дарбаза
448,Zaun::N,girðing,дуал
449,Zaun::N,limgarður,дуал
450,Dach::N,þak,шатыр
451,Leiter::N,stigi,саты
452,Leiter::N,stigi,басқыш
453,Besen::N,sópur,сыпырғыш
454,Spaten::N,spaði,күрек
455,Schaufel::N,skófla,қалақ
456,Gabel::N,gaffall,аша
457,Gabel::N,gaffall,шанышқы
458,Löffel::N,skeið,қасық
459,Messer::N,hnífur,пышақ
460,Nagel::N,nögl,мық
461,Nagel::N,nögl,шеге
462,Netz::N,net,керегекөз
463,Haken::N,krókur,ілмек
464,Griff::N,tak,сап
465,Griff::N,tak,тұтқа
466,Schloss::N,lás,құлып
467,Schloss::N,lás,бекіткіш
468,Bild::N,mynd,сурет
469,Figur::N,stytta,тұлға
470,Puppe::N,brúða,қуыршақ
471,Beutel::N,poki,қапшық
472,Beutel::N,baggi,қапшық
473,Bündel::N,böggull,байлам
474,Tasche::N,veski,дорба
475,Eimer::N,fata,шелек
476,Deckel::N,lok,жапқыш
477,Geschirr::N,leirtau,ыдыс
478,Sack::N,sekkur,қап
479,Tasse::N,bolli,шыныаяқ
480,Topf::N,pottur,кәстрөл
481,Kessel::N,ketill,қазан
482,Essen::N,matur,ас
483,Nahrung::N,fæða,ас
484,Nahrung::N,fæða,тамақ
485,Speise::N,réttur,тағам
486,Speise::N,matarréttur,тағам
487,Fleisch::N,kjöt,ет
488,Getreide::N,korn,дәнді
489,Brei::N,grautur,ботқа
490,Brot::N,brauð,күлше
491,Scheibe::N,sneið,тілім
492,Fett::N,fita,май
493,Butter::N,smjör,май
494,Öl::N,olía,май
495,Salz::N,salt,тұз
496,Suppe::N,súpa,көже
497,Honig::N,hunang,бал
498,Milch::N,mjólk,сүт
499,Tee::N,te,шай
500,Leder::N,skinn,көн
501,Wolle::N,ull,жүн
502,Stoff::N,dúkur,мата
503,Stoff::N,dúkur,кездеме
504,Nadel::N,nál,ине
505,Faden::N,þráður,жіп
506,Knopf::N,tala,түйме
507,Knopf::N,hnappur,түйме
508,Knoten::N,hnútur,түйін
509,Farbe::N,málning,рең
510,Kleidung::N,búningur,киім
511,Kleidung::N,klæðnaður,киім
512,Hemd::N,skyrta,жейде
513,Kragen::N,kragi,жаға
514,Kragen::N,flibbi,жаға
515,Ärmel::N,ermi,жең
516,Hose::N,buxur,шалбар
517,Gürtel::N,belti,белбеу
518,Mütze::N,húfa,қалпақ
519,Schuh::N,skór,кебіс
520,Stiefel::N,stígvél,етік
521,Ring::N,hringur,жүзік
522,Band::N,band,таспа
523,Kamm::N,greiða,тарақ
524,Spiegel::N,spegill,айна
525,Riemen::N,ól,қайыс
526,Riemen::N,reim,қайыс
527,Schnur::N,snúra,жіп
528,Leine::N,band,тізгін
529,Decke::N,teppi,көрпе
530,Kissen::N,koddi,жастық
531,Tuch::N,klútur,орамал
532,Handtuch::N,þurrka,сүлгі
533,Handtuch::N,handklæði,сүлгі
534,Kraft::N,afl,қуат
535,Kraft::N,afl,қарқын
536,Kraft::N,afl,әл-шама
537,Kraft::N,afl,әл-дәрмен
538,Kraft::N,kraftur,қуат
539,Kraft::N,kraftur,қарқын
540,Kraft::N,kraftur,әл-шама
541,Kraft::N,kraftur,әл-дәрмен
542,Stärke::N,styrkur,әл
543,Stärke::N,styrkur,күш
544,Gesundheit::N,heilsa,денсаулык
545,Gesundheit::N,heilbrigði,денсаулык
546,Krankheit::N,sjúkdómur,ауру
547,Schmerz::N,sársauki,ауру
548,Wunde::N,sár,зақым
549,Wunde::N,sár,жарақат
550,Fieber::N,hitasótt,безгек
551,Fieber::N,hitasótt,қалтырау
552,Fieber::N,hitasótt,қызу көтерілуі
553,Arznei::N,lyf,дәрі
554,Arznei::N,lyf,дәрі-дәрмек
555,Brücke::N,brú,көпір
556,Brunnen::N,brunnur,құдық
557,Weide::N,hagi,өріс
558,Weide::N,hagi,жайылым
559,Pfad::N,stígur,жол
560,Weg::N,vegur,жол
561,Straße::N,gata,жол
562,Straße::N,stræti,жол
563,Dorf::N,þorp,ауыл
564,Stadt::N,borg,қала
565,Stadt::N,borg,шаһар
566,Brief::N,bréf,хат
567,Brief::N,bréf,жазу
568,Buch::N,bók,кітап
569,Buchstabe::N,bókstafur,әріп
570,Buchstabe::N,bókstafur,қаріп
571,Zeitung::N,dagblað,газет
572,Leben::N,líf,өмір
573,Leben::N,líf,тіршілік
574,Tod::N,dauði,опат
575,Grab::N,gröf,мола
576,Grab::N,gröf,мазар
577,Kirche::N,kirkja,шіркеу
578,Sünde::N,synd,күнә
579,Gott::N,guð,алла
580,Gott::N,guð,құдай
581,Gott::N,guð,тәңірі
582,Gott::N,guð,пәруардігер
583,Gott::N,guð,жаратқан тәңірі
584,Arbeiter::N,verkamaður,жүмысшы
585,Chef::N,yfirmaður,басшы
586,Chef::N,yfirmaður,жұмыс басқарушысы
587,Meister::N,meistari,шебер
588,Meister::N,meistari,өнерпаз
589,Arzt::N,læknir,дәрігер
590,Lehrer::N,kennari,мұғалім
591,Geld::N,peningar,пұл
592,Geschäft::N,viðskipti,бизнес
593,Laden::N,búð,дүкен
594,Laden::N,verslun,дүкен
595,Preis::N,verð,ақы
596,Preis::N,verð,құны
597,Preis::N,verð,нарық
598,Ware::N,vara,тауар
599,Nutzen::N,gagn,пайда
600,Reichtum::N,auður,бақ-дәулет
601,Welt::N,veröld,әлем
602,Welt::N,veröld,жиһан
603,Land::N,land,аймақ
604,Staat::N,ríki,мемлекет
605,König::N,konungur,патша
606,Macht::N,vald,өкімет
607,Macht::N,vald,қожалық
608,Grenze::N,landamæri,шек
609,Krieg::N,stríð,соғыс
610,Feind::N,fjandmaður,жау
611,Feind::N,fjandmaður,дұшпан
612,Gewalt::N,ofbeldi,зорлык
613,Gewalt::N,ofbeldi,зорлық-зомбылык
614,Kampf::N,bardagi,күрес
615,Kampf::N,bardagi,алыспақ
616,Bogen[Waffe]::N,bogi,саржа
617,Pfeil::N,ör,жебе
618,Gewehr::N,byssa,қару
619,Fehler::N,villa,әбес
620,Fehler::N,villa,қаталық
621,Lüge::N,lygi,өтірік
622,Schaden::N,skemmd,зиян
623,Schaden::N,skemmd,зарар
624,Unglück::N,óhamingja,пәле
625,Unglück::N,óhamingja,қасырет
626,Unglück::N,óhamingja,ауыртпалық
627,Schuld::N,sök,айыптылық
628,Alter::N,aldur,жас
629,Alter::N,aldur,жас шамасы
630,Schluss::N,lok,ада
631,Schluss::N,lok,бітуі
632,Schluss::N,endir,ада
633,Schluss::N,endir,бітуі
634,Zeit::N,tími,уақыт
635,Tag::N,dagur,күн
636,Morgen::N,morgunn,таң
637,Morgen::N,morgunn,таңертең
638,Mittag::N,hádegi,талтүс
639,Abend::N,kvöld,кеш
640,Nacht::N,nótt,түн
641,Woche::N,vika,апта
642,Monat::N,mánuður,ай
643,Jahr::N,ár,жыл
644,Frühling::N,vor,көктем
645,Sommer::N,sumar,жаз
646,Herbst::N,haust,күз
647,Winter::N,vetur,қыс
648,Januar::N,janúar,каңтар
649,Februar::N,február,ақпан
650,März::N,mars,наурыз
651,April::N,apríl,сәуір
652,Mai::N,maí,мамыр
653,Juni::N,júní,маусым
654,Juli::N,júlí,шілде
655,August::N,ágúst,сүмбіле
656,August::N,ágúst,тамыз
657,September::N,september,қыркүйек
658,Oktober::N,október,ақырап
659,November::N,nóvember,қараша
660,Dezember::N,desember,желтоқсан
661,Montag::N,mánudagur,дүйсенбі
662,Dienstag::N,þriðjudagur,сейсенбі
663,Mittwoch::N,miðvikudagur,сәрсенбі
664,Donnerstag::N,fimmtudagur,бейсенбі
665,Freitag::N,föstudagur,жұма
666,Samstag::N,laugardagur,сенбі
667,Sonntag::N,sunnudagur,жексембі
668,groß::A,stór,алпамсадай
669,klein::A,lítill,кішкене
670,klein::A,lítill,қарғадай
671,lang::A,langur,сопақ
672,lang::A,langur,сорайған
673,kurz::A,stuttur,кеспелтек
674,breit::A,breiður,айдынды
675,schmal::A,mjór,қысық
676,dicht::A,þéttur,жиі
677,dick[Gegenstand]::A,þykkur,шомбал
678,dünn::A,þunnur,жұқа
679,dünn::A,þunnur,жіңішке
680,fein::A,fíngerður,қаңылтақ
681,fest::A,fastur,берік
682,fest::A,fastur,мызғымас
683,flach::A,flatur,жалпак
684,glatt::A,háll,типыл
685,glatt::A,sléttur,типыл
686,hart::A,harður,қатты
687,weich::A,mjúkur,жұмсақ
688,rund::A,kringlóttur,домалақ
689,spitz::A,oddhvass,үшкір
690,scharf::A,beittur,сүйрік
691,stumpf::A,bitlaus,доғал
692,stumpf::A,bitlaus,өтпейтін
693,schwer::A,þungur,салмақты
694,schön::A,fagur,сұлу
695,schön::A,fallegur,сұлу
696,heiß::A,heitur,ыссы
697,warm::A,hlýr,жылы
698,warm::A,heitur,жылы
699,kalt::A,kaldur,аязды
700,kühl::A,svalur,салқын
701,frisch::A,frískur,таза
702,frisch::A,frískur,жаңа
703,feucht::A,rakur,нам
704,feucht::A,rakur,дымқылды
705,feucht::A,þvalur,нам
706,feucht::A,þvalur,дымқылды
707,nass::A,votur,сулы
708,nass::A,blautur,сулы
709,trocken::A,þurr,құрғақ
710,voll::A,fullur,толы
711,leer::A,tómur,бос
712,offen::A,opinn,ашып қойылған
713,geschlossen::A,lokaður,жабулы
714,sauber::A,þrifinn,дақсыз
715,sauber::A,þrifinn,мұнтаздай
716,schmutzig::A,óhreinn,айғыз
717,schmutzig::A,óhreinn,сатпақ
718,schmutzig::A,óhreinn,сатал-сатал
719,schmutzig::A,sóðalegur,айғыз
720,schmutzig::A,sóðalegur,сатпақ
721,schmutzig::A,sóðalegur,сатал-сатал
722,roh::A,hrár,шикі
723,reif::A,þroskaður,піскен
724,lecker::A,ljúffengur,дәмді
725,süß::A,sætur,тәтті
726,bitter::A,beiskur,ащы
727,sauer::A,súr,қышқыл
728,hell::A,bjartur,жарық
729,hell::A,bjartur,жарқын
730,dunkel::A,dimmur,қараңғы
731,schwarz::A,svartur,қара
732,weiß::A,hvítur,ақ
733,rot::A,rauður,қызыл
734,gelb::A,gulur,сары
735,blau::A,blár,көк
736,grün::A,grænn,жасыл
737,grau::A,grár,бозамық
738,bunt::A,marglitur,алабажак
739,billig::A,ódýr,арзан
740,teuer::A,dýr,бағалы
741,wertvoll::A,verðmætur,құнды
742,wertvoll::A,verðmætur,қымбат
743,blind::A,blindur,көзсіз
744,blind::A,blindur,көр
745,blind::A,blindur,көр_соқыр
746,taub::A,heyrnarlaus,керең
747,taub::A,heyrnarlaus,саңырау
748,kräftig::A,öflugur,қуатты
749,kräftig::A,öflugur,қарымды
750,stark::A,sterkur,білекті
751,schwach::A,veill,әлсіз
752,schwach::A,veill,күшсіз
753,schwach::A,veill,қайратсыз
754,fett::A,feitur,семіз
755,schlank::A,grannur,ашаң
756,schlank::A,spengilegur,ашаң
757,hübsch::A,snotur,ажарлы
758,hübsch::A,snotur,шырайлы
759,hübsch::A,laglegur,ажарлы
760,hübsch::A,laglegur,шырайлы
761,böse::A,illur,өш
762,böse::A,illur,сұм
763,böse::A,illur,жауыз
764,böse::A,vondur,өш
765,böse::A,vondur,сұм
766,böse::A,vondur,жауыз
767,dumm::A,heimskur,көкми
768,dumm::A,heimskur,ақымақ
769,dumm::A,heimskur,миы жоқ
770,faul::A,latur,жалқау
771,faul::A,latur,еріншек
772,fleißig::A,iðinn,ұқыпты
773,geizig::A,nískur,сараң
774,klug::A,hygginn,жетік
775,klug::A,hygginn,ақылды
776,geschickt::A,fimur,шебер
777,geschickt::A,laginn,шебер
778,lieb::A,kær,абзал
779,lieb::A,kær,айналайын
780,lieb::A,ljúfur,абзал
781,lieb::A,ljúfur,айналайын
782,lustig::A,kátur,көңілді
783,sanft::A,blíður,жуас
784,hungrig::A,soltinn,аш
785,hungrig::A,hungraður,аш
786,krank::A,sjúkur,кеселді
787,nackt::A,nakinn,жалаңаш
788,traurig::A,dapur,қапа
789,traurig::A,hryggur,қапа
790,lebendig::A,lifandi,тірі
791,lebendig::A,lifandi,жанды
792,gut::A,góður,жақсы
793,schlecht::A,slæmur,жаман
794,schlecht::A,lélegur,жаман
795,richtig::A,réttur,дұрыс
796,schlimm::A,slæmur,жаман
797,wahr::A,sannur,нағыз
798,alt::A,gamall,ескі
799,neu::A,nýr,жаңа
800,ehemalig::A,fyrrverandi,өткен
